religious_affiliation,married,ethnic_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
Other,Widowed,White,-169.76384143503645,B,-42.900382176681866,D,-9.429179375247616,D,C,D,-54.42050042039933,B,A,C,8.664005181562882,111.7615426394798,1
Christian,Widowed,Hispanic,-71.99618499683841,E,-3.4644579925231263,C,-117.61065732834497,D,C,A,-110.30249750263941,B,E,D,-181.54261387179181,-15.345379806558496,1
Hindu,Single,African American,-75.87903877902635,D,104.94086796925615,E,-41.86862109102745,D,C,B,-100.01199016914353,A,A,C,26.12224594137162,-144.81500742949117,1
Muslim,Single,African American,-81.80438746622013,B,40.09552274801539,E,169.4885405098777,A,E,D,-196.78526293642938,C,A,C,-38.86396377902899,13.06230559747098,1
Buddhist,Widowed,White,-129.3638553355045,C,-90.26952418396627,D,37.85613909194153,D,B,E,-15.022548776042397,A,A,B,7.3652771323940245,54.698125462178005,1
Muslim,Divorced,Asian,-61.91838915800177,B,-13.803782849822388,E,-79.00958412735305,A,E,B,90.97283892437481,E,B,E,-104.34589321453367,51.55549700748422,1
Jewish,Divorced,Asian,135.37678124853656,C,-67.93969555803794,A,-135.83421877435592,C,E,D,106.16146425512784,D,E,C,141.14475956165197,-72.44913715587565,0
Jewish,Married,White,3.18552868465676,B,167.1315593665417,D,3.032399810832362,C,A,B,-62.07579153972149,A,D,E,-51.02435137144914,90.29055721284234,0
Hindu,Single,White,34.255990045562676,E,90.05504051093278,E,-118.87326069866421,C,D,E,-101.47950382575097,A,B,A,208.78491508145243,98.14951880781237,1
Jewish,Single,Black,22.17102281754108,E,-182.88383027381133,A,26.409929900976074,E,E,E,-85.26865725894501,D,E,A,7.569266741660781,91.20715294163915,0
Jewish,Married,Asian,97.04306830394461,D,23.110545709035566,B,13.621269877220188,A,B,C,57.81895672537688,A,C,E,-137.89943119429196,285.1140491202554,0
Other,Widowed,African American,-48.13560518164085,D,-12.344644101832369,C,-119.81794430006865,E,C,B,-57.43838093080916,A,A,C,-99.79634899663183,-122.34447020525698,0
Christian,Widowed,Hispanic,158.03527210570687,D,-41.676863169489096,B,60.76971150380858,C,A,D,-15.260955870211873,C,A,D,-8.474593462295873,51.71887083603437,1
Muslim,Married,White,25.103465488173608,C,106.48355846914217,D,-93.96583282429403,D,D,C,-79.71914469854434,D,B,A,-46.04727043265024,7.560928879758522,1
Hindu,Widowed,White,96.19661480680452,A,-64.97754345553938,B,106.40787533968764,C,A,A,-7.03242908484753,E,D,D,147.5757806275274,-109.08315416507139,0
Hindu,Widowed,Black,-80.19083255153289,B,116.56273136660182,C,-81.01547597305589,C,D,B,-93.73323468759209,D,E,B,110.52532300929869,-110.17746491951704,0
Other,Widowed,Other,-39.19974428862651,E,230.66732416807426,D,-34.902851909548765,A,A,C,-143.11332210016963,B,A,D,102.6873260172646,103.20004173543205,1
Other,Widowed,Asian,93.35469483978342,C,26.333853686554903,A,139.03915109573964,A,B,D,20.5447993460275,B,C,E,-26.02278493225205,22.192075375902164,0
Buddhist,Married,White,-89.10722184260271,A,144.44654570828243,B,-88.04945441933404,D,D,C,112.4518286881405,D,D,D,88.14933456797702,51.7311560943655,0
Other,Widowed,Black,-36.42544426635644,C,-66.19847531253308,C,-23.009110786709712,B,B,D,109.69156462305398,D,A,C,168.42958265490125,29.865252349901283,1
Jewish,Divorced,Other,-125.66030336609954,E,-25.942280402364286,C,207.40098901471134,A,B,D,8.438260631498483,B,C,B,-137.0515241176443,-37.385287268270254,0
Buddhist,Single,Asian,143.03874127856113,A,24.074844017821572,A,-118.71597156924207,E,D,C,217.4795154812692,E,A,C,-48.91056489615208,108.31414304301279,1
Buddhist,Widowed,Asian,15.302501451420747,E,79.06680935896925,D,-359.0046542894876,D,A,D,-145.0692369022663,A,C,D,-11.250605216490229,37.85740618333445,1
Christian,Single,African American,-68.50131491146368,B,-7.333960731572551,E,45.224599671351015,D,D,E,-17.857994894254624,A,D,B,157.69033816095308,-87.47073334780204,0
None,Divorced,White,-60.017635107649646,D,-93.07054224723231,D,135.47316095534322,D,E,A,119.52926558661822,C,E,A,-80.54440153260423,-193.53764465114162,1
Hindu,Widowed,Asian,-39.14892715714481,E,172.56307064996602,C,6.745873410630507,D,C,A,-120.88374860407048,B,E,E,-100.73022870276655,-33.44615461888868,0
Jewish,Divorced,Black,-86.71861825483805,B,-131.23556838573344,D,-247.045337244475,C,D,B,-130.70906524239217,B,B,B,-37.648821283204526,85.49046618241219,0
Hindu,Married,Other,148.26871044167314,C,-101.55035287500156,A,-30.83594570481335,C,A,E,87.48013636782261,D,C,B,90.28810164879957,-215.7196235481946,1
None,Single,African American,125.57667348582437,E,-44.91313082632543,A,-75.50196391135037,E,E,B,-166.35737330370145,E,D,E,-201.60067743157248,-3.9946950340832803,1
Muslim,Single,Other,-42.24272242528932,C,-160.3890567288906,A,-83.9014365587032,E,E,A,-75.85465112126339,B,C,D,-6.34538791564945,43.422838609706886,0
Muslim,Married,African American,-3.1781789511943606,C,23.743094871276746,C,44.86346962180211,C,A,A,36.47254039501044,D,D,C,39.44333006063426,-120.25350649130834,0
Buddhist,Widowed,Hispanic,-99.4013937289666,A,-63.835555166556745,C,-7.387240962314226,A,B,A,-40.57341648574848,B,E,C,117.72900017967376,9.019448555934774,1
None,Married,African American,-169.11614269643823,C,69.81435804994818,B,52.69782814891316,C,A,E,124.07187337093373,E,E,B,33.74603597177565,-174.76706905919596,0
None,Widowed,Hispanic,-91.78002822670062,C,31.198482768808084,B,14.861822485538076,C,E,C,-135.70946447272203,B,A,B,-27.885590206752752,30.62589519173502,0
Christian,Divorced,Hispanic,-69.00643774649772,D,-110.13938000749339,A,-114.17732495111412,E,B,C,-111.03221388425793,D,D,D,29.366696482366645,25.608746706421282,1
Other,Single,Asian,-22.560784268443598,D,-33.59944310995607,D,-138.04333851507582,E,C,E,-8.443731708573711,D,D,D,-124.33142819053748,72.14839510779647,1
Christian,Widowed,Other,6.019315502312384,B,67.58893117924775,D,-4.520771002991335,C,D,E,-55.79168586853,A,C,E,-142.8233360906582,98.06866201169882,1
Other,Divorced,African American,-67.06933391369728,C,-7.9402880344748255,D,11.562432264738847,A,E,C,5.87842171903876,B,E,E,-104.16688232005053,14.181013277351468,0
None,Widowed,White,-58.610759111900975,C,48.53836752955908,D,142.97223378889493,C,B,D,-40.34428487310919,A,C,C,1.9884428320706304,-19.13315777485641,1
None,Single,Black,-152.4344675081607,A,-11.868472682094882,C,164.1138594493259,A,C,E,132.33703532818154,D,C,B,90.43714524853806,164.62059844570265,0
Buddhist,Single,White,109.03261948384969,D,-263.9760787544332,C,177.03243935406505,D,D,A,39.81884309377769,B,B,D,70.1526533355888,-62.91159252110267,0
Buddhist,Divorced,Black,-171.2350071198011,E,-102.93564731123365,C,81.36179351531335,A,A,B,-26.35750412595852,C,B,D,-31.968667107643096,-166.94401574013818,0
Other,Single,Black,15.878009771383391,E,15.031495575731702,C,-117.14652058000112,E,C,C,83.1274553161675,E,A,B,-82.49905865012326,39.907832234483664,1
Muslim,Single,African American,85.52019170930632,E,-32.74891332753242,C,-52.41155102085848,C,B,B,124.07128255710265,B,A,E,-53.32527996768961,23.842757344482244,1
Muslim,Single,Hispanic,150.0780857697855,A,-191.7716390555602,A,87.03189309399056,C,D,C,86.15938219510905,E,B,E,-126.31552736029109,-61.660872851379956,0
Christian,Divorced,Asian,229.25759102973987,C,-89.5932858035983,E,157.83542393886108,A,D,A,17.773661039978972,C,E,C,135.61252199739226,174.45495274903155,1
None,Married,Asian,-40.00294654479149,A,141.04857624465777,D,109.63686902415921,E,B,D,-16.022030549000537,B,E,C,197.3917295652782,-39.87984110884691,0
Jewish,Married,African American,181.85078746932342,C,-25.284603542144467,C,25.92432871783103,D,D,D,-11.198435972559588,C,A,C,190.3966907236489,-65.03804447712587,0
Muslim,Single,Other,-64.1357770998019,D,81.90020775714262,D,-113.44019602620101,B,A,B,-88.7010298761993,C,A,C,12.082472591459942,-106.5891644573658,0
Muslim,Married,Other,-114.46598511811712,B,60.46872172239364,B,44.88935934093608,B,A,B,68.06093888276723,A,B,B,-26.896922699000214,-23.419612936579306,0
Jewish,Single,Other,-89.73156271648986,D,-156.8913416634682,C,-39.89167363526979,C,A,B,42.41837661832809,B,C,A,-138.52351433088853,-66.17703978343903,1
Buddhist,Single,Asian,32.78895593793464,D,71.5584991633765,D,-147.28549288631174,D,D,D,-15.614275428859392,A,B,D,118.18629557620596,54.479759958580075,1
Other,Widowed,Hispanic,196.72216731933034,E,31.485577609760945,E,-40.72273298408759,A,B,D,-138.18616211439613,D,B,E,-88.74964945867663,-106.69503056397652,0
None,Single,Black,-86.80057262106342,A,-55.06393844037814,B,-24.972737496847923,A,D,D,123.87237555258088,C,C,B,23.281902461912264,92.92328944481861,0
Jewish,Widowed,White,-45.855307254570135,A,214.72021878581043,C,73.92978188311781,D,D,D,131.3955876415581,D,E,E,103.31918215053943,-99.66621004694714,1
Muslim,Single,White,128.87382274511342,D,57.21592111934831,B,82.33959829672392,E,E,E,113.62125919316826,C,B,C,38.56792377570951,-39.129821558014335,0
None,Divorced,Hispanic,-240.38994781526014,C,-10.904525835380896,A,-17.008242160234357,E,E,E,-174.74953521473105,A,E,E,-124.19639308250252,45.63727474247616,1
Jewish,Divorced,Asian,-233.6514697630563,A,-51.173882133767314,C,120.11258748421338,D,D,C,118.13413778762465,C,E,E,-56.139376946884525,33.140180416395616,1
None,Married,White,-9.438312275828581,C,-8.742783947536429,C,39.23433749807448,D,C,E,-77.42954528644357,A,E,E,47.886575686160285,114.09044742452419,1
Hindu,Single,Asian,-3.765620642158831,B,-6.821216989597106,A,31.787976131044555,D,A,C,23.75364096450971,E,B,A,-4.576058588339972,-161.90548947901948,1
Hindu,Single,Asian,-104.48664348836746,D,-13.645091216089684,E,57.756245645823014,A,E,B,-24.748595260038574,C,A,D,-0.23198445060361975,-212.0560772573887,0
Christian,Widowed,Black,28.89773563780996,D,-147.30655658701082,B,-119.32652580043141,B,B,C,-9.815090436017378,C,A,B,-51.49152946110222,-19.368158985910085,1
Buddhist,Divorced,White,-34.14555253609782,C,78.90952179421807,C,86.47398756527089,A,B,E,59.37003295887603,A,A,A,18.376857088401525,11.697432364939324,1
Buddhist,Married,Asian,-76.41370679558938,E,153.78195187948478,A,63.767582863444275,C,C,C,-88.08215932377672,D,E,B,113.6881029260969,43.992513831430365,0
Muslim,Widowed,Asian,22.837912795412834,D,63.443573986578,B,11.866968763200086,E,B,C,-88.50497051189967,D,A,B,73.98662521494002,-77.61269276533217,1
Muslim,Single,African American,-146.7352926572105,D,-33.254024450231555,C,125.65091006741305,C,B,E,-125.50396882495318,E,A,A,143.59039804263165,-82.71503011276411,1
None,Divorced,Asian,9.290108116450188,B,-66.31605226169576,D,-104.51093643458779,D,B,B,77.78779204524577,C,E,E,-11.56401607450029,-196.3673646141314,0
None,Married,White,-163.50351669995945,A,20.36321510597633,D,-33.085581811328844,A,B,E,-11.523632220542849,E,E,A,-64.75090502939305,329.552341731553,0
Hindu,Single,African American,-149.28530665214325,B,-48.217516019301584,E,177.3507918246227,B,A,B,6.8976365392134324,A,C,D,-46.284177126727045,155.1455721898782,1
None,Married,Other,21.59220747013858,E,-79.14252472037244,C,62.342272987547645,A,A,E,-143.3807297267986,D,B,B,-203.9579590445629,87.55137364767432,0
Christian,Married,Black,46.41836934743907,E,-102.04903664587573,D,-139.2553617858345,C,A,B,-54.81953978046481,C,D,A,22.672209790761297,54.32857925492575,0
Buddhist,Single,African American,-72.94678913138758,A,12.763152586881382,E,58.188059398134165,D,E,A,-8.017994088375744,D,D,D,-270.10767191022234,36.361047443334336,0
Christian,Widowed,Hispanic,15.957991419304976,A,-98.29403477646768,C,-77.36766988996038,E,A,D,33.4989888102411,A,E,D,-55.65062979531007,22.95710462853124,1
Muslim,Widowed,Hispanic,97.37182008197834,C,-213.78808876587198,B,-74.06891671616086,A,E,E,-26.462141821184655,A,C,C,-193.2567133609505,170.3439629089124,0
Buddhist,Widowed,Black,-87.03924004117783,D,16.773401619626142,E,-72.22273308355301,E,D,D,43.0973038408678,E,C,B,8.228395026679278,-2.381764308396685,1
Buddhist,Single,Hispanic,116.77559725503752,C,-105.70368739826081,D,-25.495780865727863,C,B,B,-148.5498685715134,C,D,D,-123.79816813945747,82.7546720184734,1
Jewish,Divorced,African American,-71.68709314620074,D,-42.88668717645259,A,-3.034349360422353,C,C,E,97.59504686295371,D,D,A,4.832498187608942,79.75564315242121,0
Muslim,Widowed,Black,119.6831492184938,E,4.588567211047172,C,163.3844239765982,D,B,B,-138.9756440589094,B,D,D,65.4631277191712,-42.49114466937667,1
None,Single,African American,26.016758199010244,A,-139.99086246948787,C,7.655298533083839,D,C,A,-6.950271210974972,C,B,A,150.04659664639965,53.29127670378989,0
Buddhist,Divorced,White,84.38852869816684,C,-147.58175955910718,E,-62.190140038350286,B,D,D,-92.40673454705974,E,C,B,-84.65523562126963,27.531770135567108,1
None,Divorced,Asian,-31.661006741824426,A,-55.77254741293856,D,14.413395521056646,B,D,A,-46.85579398868986,C,C,C,-10.154824810280244,138.71595483870735,1
Buddhist,Divorced,Asian,94.90151630603097,C,-100.30514081478077,B,-63.70227869364954,E,C,C,64.42032672974176,C,C,C,-226.5993647458294,-206.90406809012742,0
Jewish,Widowed,White,22.567628776687798,A,154.26333526801855,B,186.53177405872447,C,A,D,120.44365985105212,B,B,A,15.28882415328772,55.533032309385945,1
Buddhist,Widowed,Other,-31.149908819414502,B,-19.952958189117354,D,-119.20568084598268,B,C,A,13.497354569956435,C,C,A,102.6300830764928,-153.30117745185382,1
Buddhist,Married,African American,4.415314058747613,D,-5.241720561810288,E,-20.123114482182363,A,A,E,72.90576671908583,E,E,D,-1.0854168341486925,58.208401829084835,0
Jewish,Divorced,Hispanic,-97.87135388869996,A,-33.625032134747066,C,-30.0536161166043,A,E,D,36.17435652312466,B,B,B,-74.2932711241832,-147.31121159360868,1
Christian,Divorced,Black,-87.12753539023007,E,-44.29922376260116,D,-52.03006636235932,E,B,B,-172.15532420361544,C,A,D,112.54117648019668,-46.753975512725034,1
Jewish,Married,African American,-73.13826750529796,D,-96.5808342278452,D,-49.751076564712676,D,E,E,-128.1907346065398,E,C,E,-10.730308679697456,148.41295402509985,1
Buddhist,Married,White,75.05268363028848,C,-198.34781566409956,C,181.26264962196507,A,E,A,105.40435910399219,A,C,A,202.04538367670978,228.3266224720172,1
Christian,Divorced,Asian,-16.928283332192386,B,112.61510879555956,C,109.54455257843901,A,A,B,-255.01586453231403,C,B,C,107.49750969759704,129.64794526933116,0
Hindu,Single,Asian,8.47790383416825,C,0.4082085860543404,B,155.57646274699565,A,B,E,-73.89843727289623,B,E,D,-66.27704505680269,-130.45960983953452,0
Buddhist,Widowed,White,57.07073683719647,D,111.18630152994582,B,134.03671159661633,C,A,A,46.79560976491388,E,A,B,-52.22365999179159,204.0505116960571,1
Jewish,Married,Hispanic,-99.21251687390244,E,-47.40790386278644,B,-70.15893807931305,E,D,A,43.28484594969911,D,A,D,10.743597020787194,30.215828009321633,0
Buddhist,Divorced,Black,12.872627413454929,E,-39.69887950621202,A,197.3140145460903,C,D,A,46.00139640984156,E,D,B,106.47039658317401,-13.948203329484635,1
None,Widowed,Black,-120.64736775568005,C,-57.175553033097636,E,114.60020895627822,B,C,D,37.116906260605546,C,E,B,17.415732194481574,20.143471067412516,1
Jewish,Widowed,Asian,-68.93281274726468,B,42.4091980366681,D,87.551603194959,E,E,A,-75.78293650070178,E,B,E,-59.32334117628065,-5.276962202015594,0
None,Divorced,White,247.4881072215044,C,-91.7498343606987,C,25.352107695775423,B,D,A,-69.97964581380579,A,D,B,67.37241068991436,-26.702457528401226,1
None,Divorced,Black,-16.53513444632883,D,-35.98734603361517,B,43.00341408031756,C,C,A,201.36281648911748,A,C,D,-35.611794479596085,-68.27517876565634,0
Jewish,Married,Asian,-132.87725143956638,A,50.27567360127656,C,-52.577267500252965,A,A,A,-19.796320439383752,B,E,A,8.374295241976656,69.99880205147679,1
Muslim,Married,Hispanic,96.30421579120497,C,140.4358066681279,D,46.22876379021618,C,A,B,-144.57734541436506,A,A,D,42.979562704886625,94.32578480711702,0
Jewish,Married,Asian,-56.5919041610615,A,-20.07474003709507,E,-204.50103935049646,B,E,E,-45.573585319010085,E,A,C,2.0197760133771587,-86.5697028490663,1
Other,Married,Hispanic,60.90824519205194,A,137.9089589472165,E,-84.42887120041115,E,A,E,-329.6688037445306,C,B,E,-42.471329563070434,17.366483967200985,1
None,Single,African American,-13.256339860719068,A,145.81664451481822,B,223.24403207352628,E,E,A,-127.9504703881646,C,B,C,-159.8081125205865,-60.64339915382756,0
Buddhist,Married,Black,59.2426952706677,A,-101.64437518426786,E,62.21018955811965,B,B,E,-86.6781254918904,C,D,E,-36.21848632645335,-39.481189682888534,0
Jewish,Widowed,African American,-11.932276983259124,C,97.55938221841049,A,-115.91258131348923,C,D,A,-76.31576512904782,D,A,D,93.88863953306385,46.6326937871925,0
Christian,Single,Hispanic,15.34261759823304,C,-49.119757423664694,D,-19.431729528185446,A,C,C,40.89076580695013,B,E,D,168.93495764042368,-80.19945255114465,1
Other,Divorced,African American,139.45772896555124,B,-36.30921584481006,E,89.68235956701942,C,D,E,-51.75984719427561,C,C,D,-84.2741107678845,-70.06433933614206,1
Other,Married,Other,-95.53995702446349,C,26.55964541763708,A,-59.173734185002125,D,B,C,28.905025106519354,A,E,C,199.9053604057085,-0.6573567525923794,0
Other,Widowed,White,7.207114622551828,B,-29.838014636789218,D,-68.81793475210898,D,D,B,-64.74181966946043,C,A,C,-7.240255037882457,99.33251842306446,1
Hindu,Divorced,White,113.78278691430633,B,61.228686838184906,B,-92.39949565912843,E,A,B,74.88510074087755,C,C,D,240.10254084492155,-90.9667480076473,1
Other,Single,Other,-68.2443337975045,D,70.57408706400471,C,-13.553977634871975,C,B,A,-10.457748255855872,A,D,A,-23.90144351651699,50.25960730741136,0
Hindu,Single,Black,185.79797676383103,C,7.812344816432352,E,-43.691595398331046,B,D,A,-49.6407638929723,C,B,A,6.305854297967696,-2.216635346903796,1
Jewish,Married,Asian,-44.8786710408261,C,191.80444659855144,E,-63.87212356005637,A,C,B,-73.81740311836174,A,B,A,-25.719557896876523,34.961567120066476,1
None,Divorced,Black,-13.358150675433404,E,-45.48142239318151,D,-11.078319175451679,E,E,E,-93.54554374805556,C,E,D,7.321660614280763,18.257059556126787,0
Buddhist,Single,Hispanic,-172.615713717359,B,47.769265151882415,E,-106.31781302276467,B,E,E,160.0475224387595,E,E,E,229.34539693499173,194.30758509694797,0
Christian,Married,Other,117.90969732407848,B,9.036467620592918,D,-27.161479670456206,E,C,C,11.156861624737973,B,A,D,24.82099732177715,-61.94821852666084,0
Hindu,Widowed,White,99.1085291142022,B,-73.71560803553156,D,166.50504021273943,B,C,B,-142.4751074610637,E,A,A,5.637046964040939,31.680778991578407,0
None,Married,Black,173.71727551743,B,83.6817196274387,C,7.2076025738179155,C,B,C,-10.548570369811932,A,D,B,41.16566076800493,-4.975260332253879,1
Muslim,Widowed,White,-1.4702192126005997,B,17.589796664463023,B,-80.37871401867082,B,E,A,72.15126998437212,C,B,C,-119.55419429940748,135.20255305623795,0
Other,Widowed,White,-104.75050113892952,E,-12.569024896357256,B,-1.9341590520856586,C,E,E,30.417437645429953,C,B,C,-30.888659563650762,262.79491658066087,0
Other,Single,Asian,119.24008111092328,B,-157.02470572908163,E,-17.220691772853197,A,B,E,64.6161194066812,B,B,D,62.647182318802486,-19.808377593507885,0
None,Single,Asian,-88.5476587011706,E,89.21401961097557,C,-27.186138265287223,E,C,E,161.23005376767375,D,A,E,-58.56602666666686,67.5956162502386,1
Muslim,Divorced,Other,-85.47113303567824,B,-48.620477945744696,D,-32.38591735299553,B,C,E,66.90263695792076,B,A,B,-97.07785165523752,-141.25468886837848,1
Buddhist,Single,Other,9.700942074310511,E,154.58965900694017,B,39.85145093329733,A,B,B,4.522381925264871,D,E,E,-66.616405050775,16.25001540822305,1
None,Single,White,21.573530323269132,B,-209.270680326585,C,-64.90222098988397,D,D,E,55.072979845249534,B,A,C,93.26222268553042,-100.57046173636705,0
Muslim,Widowed,Black,150.68226892101208,A,-130.78514364956263,B,-121.5149023822046,B,D,C,-153.80278897628466,E,A,B,27.53124250677087,-120.29702633196055,0
Muslim,Widowed,African American,-15.986450317691286,A,56.350419965624575,D,-72.438141758686,B,A,D,112.1832842688809,D,A,D,9.998641591259622,123.45592441387332,1
Buddhist,Married,Black,31.59759579406106,E,-11.901130321687937,E,-8.956086833763528,B,C,D,-11.4931675732196,C,D,A,-120.28424081733229,-177.05118628172158,1
Jewish,Widowed,Asian,-1.8707486284887616,A,30.841010364696857,A,217.65219216418961,B,B,E,-163.3813789799065,B,E,B,17.073528483925113,104.25842168419948,1
Muslim,Divorced,Black,42.63646618151426,A,120.99836045442424,D,38.89959812075857,A,C,C,137.09139304239136,E,E,B,-60.10920930924928,152.83139674509235,1
Jewish,Widowed,African American,-17.093929942723424,E,-80.38846607595376,B,88.50807547636032,A,E,E,6.166265627535617,E,E,A,-32.13316502319178,-57.54596526758494,0
Christian,Married,African American,-39.120867767739234,D,39.97666508287519,C,-60.79419059709639,D,B,A,85.81242167680479,C,D,C,-71.7543447365938,-239.1708167251126,0
Hindu,Single,Other,193.80517878351034,B,65.66550370119344,E,-18.871266104129777,D,A,D,43.433358315261,B,C,A,95.0388561665227,35.33753681524725,1
Jewish,Single,Black,117.70376931387463,B,-129.54492437696047,D,-115.209895168292,A,A,B,7.411890056107255,B,D,B,38.17788795903943,128.5572250459703,1
Hindu,Divorced,Hispanic,-124.44223364560028,B,26.236619581615585,C,138.82466894845464,E,A,A,-73.92567652454343,E,C,C,261.0574653860731,-158.45332325332365,1
Buddhist,Widowed,Hispanic,38.50656810133958,E,-48.37313874372957,C,-39.33446599638256,A,A,E,-4.980025961049697,D,D,D,-51.41862454457588,148.92685413155826,0
Christian,Divorced,Asian,235.0950288739233,E,-54.74047315302472,A,211.60231882443247,B,D,E,133.57498139927358,B,D,C,-163.098895173263,87.05617811353086,0
Christian,Single,Hispanic,31.022218269575692,D,14.663014347904385,B,80.76195844762852,C,E,A,-31.66118112546622,C,D,A,24.1039440230395,-123.17626458583875,1
Other,Divorced,Asian,61.89416769323546,D,72.56345646893762,C,37.046349507530316,E,E,A,22.211129306722658,A,B,D,-43.949833484095855,-75.00319620761599,1
Christian,Widowed,African American,-10.515240053935475,C,-34.54981800290418,E,-8.489557530855791,B,B,D,124.74459851522977,D,E,D,-71.64304447714184,-275.628034488188,1
Hindu,Single,White,-60.779452163219005,E,-3.335172652350039,D,-66.16592400735189,C,C,D,15.93654674120087,D,A,E,-225.64303048033074,-116.53563282801629,0
Christian,Divorced,Hispanic,132.3967922988252,E,64.00943059091453,C,4.083329565976351,A,E,E,107.38771455727027,B,D,C,19.382015139949697,-114.38443658338193,0
Jewish,Divorced,Other,-151.61482501874053,A,-124.41814636422406,A,35.296722096261554,E,B,E,-103.30371684416835,D,A,E,-50.33972575896897,-57.286585943326486,0
Other,Married,Asian,83.14947920819678,B,-231.8095783587199,D,74.15759095560486,D,B,A,-212.4912197877928,A,B,D,-19.469760199662144,-24.0886482370371,1
Jewish,Single,Black,105.21237566416943,D,-69.4682027947053,C,90.54934605457709,A,C,D,-55.59613583138916,D,E,B,-55.2455878278347,16.220123632301238,0
None,Divorced,White,-95.93338433108777,A,-8.901526749339096,E,70.24084270866048,E,B,E,21.621927574360715,E,E,D,141.12595181149985,9.89021869284992,0
None,Married,Hispanic,129.35163597380182,E,-88.0134004019612,E,41.79099638677663,E,C,A,-162.54800571552894,D,E,E,-99.37461902808083,-37.5416571198217,0
None,Single,Asian,-48.15868129703919,A,-146.80971903996257,C,16.653013790563094,A,A,A,19.341110559236355,C,D,E,49.63988657351461,-40.08778928638933,0
Muslim,Divorced,African American,154.8685285323166,A,-120.45746476427685,B,-142.81668949581172,C,D,B,-59.4692980609289,D,E,D,-7.297805144056185,24.598482215071336,1
Other,Single,African American,-78.34247372934867,E,18.649916066385906,C,-168.27226946146683,D,D,A,28.108884133659835,C,E,D,77.92913368343872,-83.50859267940159,0
Muslim,Divorced,Other,-111.0554755711606,E,-23.72523252906579,A,-73.36246138066086,E,B,E,-0.552754767136303,E,D,C,90.82135433653835,63.649246562668694,1
Buddhist,Divorced,Other,-20.389057899832085,E,-23.767211999854922,D,3.652610174710793,E,A,E,-61.19119815078998,C,D,A,43.582657487476254,-41.73963968738911,0
Hindu,Single,Hispanic,63.70958675186065,B,62.67011387669743,E,79.18741406623246,B,D,B,-12.691345296772061,A,C,A,0.453797293177617,-2.1043789897868086,1
Jewish,Married,Other,-54.16491517403635,B,-35.764946859158044,A,98.04089480584753,E,A,E,-77.94970100358987,D,B,E,-173.21397536287137,-97.22916587030308,0
Christian,Married,Other,16.38703210352122,D,89.03168749441384,E,-44.22091410207097,A,A,C,-89.89862601975658,A,C,B,-57.49342595236128,-6.815707149971508,1
Muslim,Widowed,Asian,-76.59437882983175,C,-2.04123666682686,A,38.15004001926791,D,E,E,62.316647448033734,A,A,C,-67.23026233290341,128.74008089618124,1
Other,Married,Black,58.525335250617,A,24.04038006985806,E,281.5655924535566,D,C,E,11.721985768805629,D,E,E,60.48679169024186,-27.904756774302452,1
Christian,Widowed,Other,-164.6466692020233,A,-100.961282848401,A,-32.71415827052975,D,E,B,-75.75147595379886,E,E,A,-1.51048858999578,-120.55816622652658,0
Buddhist,Married,Other,6.987475586694705,E,-74.2167893916886,E,-37.76945330634496,E,E,C,71.09977799181394,E,B,D,47.65687337969234,-72.20694054463127,1
Buddhist,Married,White,-101.70890135329907,C,71.30354457406064,C,91.41968923089823,E,C,D,42.6739104735765,E,E,E,32.84333283408068,20.042857422499413,1
Hindu,Divorced,African American,143.37521905077824,A,39.81518258575441,E,67.56356264617905,D,D,E,71.7502295068576,E,B,A,-4.092182235300814,-229.46757104395843,0
None,Single,Asian,156.1332126501372,A,49.51731979014436,D,125.61944243987142,A,D,D,181.33298704167137,A,D,A,76.727466119046,38.46371143808337,0
Other,Widowed,Black,-72.7682134298854,A,21.08037297243291,B,-116.96736659889724,E,D,C,108.99677763496265,A,B,A,60.75578857308229,-41.54814991628273,1
Christian,Married,Hispanic,-6.4024204502708235,C,57.967875379205125,E,57.53244438165562,C,C,B,6.73792814769871,E,D,E,-92.0186077877124,-57.385285936057386,0
Hindu,Divorced,Other,34.6313027166532,C,-14.53489768816126,C,-157.70127308117208,C,D,C,-45.98731204822412,C,B,C,42.07702727221025,55.071829534897546,0
Jewish,Married,White,183.9518702126475,E,55.467623156617385,C,182.40275837444614,B,E,D,-165.3180637619235,E,B,C,151.2293442390402,-56.78701060058747,0
Jewish,Divorced,Asian,-217.5764295850003,E,-79.66973207325422,A,17.595099117262304,A,D,D,-115.66370159000982,D,A,C,-121.33666085184545,-59.19766278975598,1
None,Divorced,African American,54.39540747806713,A,123.1857660898559,A,-163.33166588702218,B,A,A,-1.9168533533206453,D,C,D,-39.38861277700208,19.65638661945267,1
None,Single,White,-23.83638361289942,E,59.53180926061032,C,-145.9870681001636,C,C,C,116.454259184015,D,C,C,-29.911053435387778,44.360981153768314,1
Other,Single,Black,-27.13514315261315,B,-13.491371913819766,E,-41.87662038772257,D,B,C,-55.630151748446735,A,A,A,192.59733765594575,-191.1682231850147,1
Muslim,Widowed,Other,-165.72576946936172,D,87.96892245815806,E,133.33059343360222,B,A,A,-67.10557012064888,E,D,A,-21.50127188224499,-6.5276480488315,1
Muslim,Single,Other,59.89881982659018,B,32.004165242507554,E,68.09409281704478,C,B,E,157.6870172348358,A,B,B,89.9646905381012,61.922918004643215,1
