religious_affiliation,married,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
Christian,Widowed,-152.9861438482717,B,A,94.74998083006805,-110.40050617335548,-76.5851730268787,E,-63.5531392283429,-36.776809758842646,B,E,-17.456792465132047,-82.7149919878434,C,D,0
Muslim,Divorced,26.969346634055473,D,E,18.235242716363075,13.32780346310997,86.49168366549702,E,172.0086712324597,-153.23478554209422,A,B,57.33867667234359,48.353779712100085,B,D,1
Jewish,Married,67.04520863910123,E,E,46.77970361299704,-96.54890116321229,-181.03819911073157,C,46.130715574317996,19.952988324610462,B,B,-86.15772589753286,-162.67330374842416,B,E,1
None,Divorced,-53.79771949159456,E,A,-42.95974861222965,-155.29276590632082,1.8357718642547434,E,-9.806001458068865,74.17516260786402,B,D,144.85323321637526,180.82489887711287,D,D,0
None,Married,119.05137953188843,D,E,40.356145279676305,5.787220263877805,110.18620188963244,A,-103.88639165567338,79.1284583414166,D,C,61.804616127656,-11.010785552391042,E,B,1
None,Widowed,-159.53986263800272,A,A,70.24892868438111,118.78836266368087,176.45665491914087,E,-167.15552960785692,-135.66631871250024,B,A,-24.887805610737622,58.20771806051863,B,C,0
Buddhist,Widowed,-230.89121982854337,C,D,-135.20048561697942,-33.93182662763413,-177.87306195314733,C,23.53410054286334,-10.576489563084502,E,C,135.50270896564976,4.764281675828933,A,C,0
Jewish,Married,58.54953245301437,A,C,121.5678341719495,-90.86960153560074,117.4856819567316,D,-9.243063265900053,-37.68922760969792,D,E,-42.18759570314361,15.962297020369023,B,A,1
Other,Widowed,-117.73181117080615,E,B,12.921104357845223,38.88716791409664,-50.23890803196637,E,42.750159961757426,54.41013226075291,C,D,86.2545804097899,-121.49524002475482,E,A,1
Other,Single,77.77440830554134,D,C,197.82931861553462,-182.5861679518041,-17.587072846147695,B,51.506960049144865,90.25495372369211,B,A,-75.29626388004145,268.8349332023777,E,C,1
Other,Divorced,-63.924399496098175,C,E,-152.11460401480144,0.1958272573452252,-79.63603011155354,C,-4.589706538594307,7.112967825348311,A,C,105.24047535003496,42.71587288205321,B,D,0
None,Widowed,-75.8697850026064,E,D,32.380498507000944,7.019865657578543,-160.34265442222062,D,87.24922152990337,89.8662107151909,C,D,73.34555578634355,-8.36057602883988,C,D,1
Other,Single,35.12977066320795,A,D,58.87507415253285,141.02941267659554,17.355819798910584,B,-186.82243336270716,44.97806343835463,A,C,-114.52208074155634,-57.07471845744194,A,D,0
Muslim,Single,10.795158426565324,C,B,-31.212060688722005,79.92401792660134,135.30884291995807,B,-56.96526017578145,30.424987297259136,B,D,-287.81277694190936,66.66700883004081,C,D,0
Hindu,Single,-55.186771537296444,E,C,-31.64846434732106,84.16938117126374,-129.3144133821993,C,40.958492867259714,-56.29359421719853,A,C,-97.07845156178132,-48.070161157758314,D,C,1
Other,Widowed,43.10089547865865,E,B,47.115357899899536,-41.13612675780434,1.064559138380595,A,95.89274945340055,-153.94932845201316,A,B,172.0627729464889,-141.62728364133298,A,C,1
Hindu,Divorced,-72.5719625369388,B,B,-69.15237175540686,162.12923937372122,37.67591774434058,D,-137.51535981940503,-42.72847034045621,D,D,70.60940970715629,67.88338339353867,B,E,1
Muslim,Single,1.0470863250443578,E,E,-82.48293429750588,35.438759508958,-86.86148319246851,D,-86.68011748261425,-74.40627871201644,E,C,-169.16292060698024,-134.07094583032568,C,C,0
Jewish,Widowed,63.171220166726314,D,E,-88.15081714591702,12.814964733720194,-197.2224303335101,A,69.63229321078602,-74.12473418019083,C,D,-26.099702211104827,41.416024887453254,E,D,1
Other,Single,-278.2099008086404,B,A,-28.797659429613866,118.20336408223979,-143.8282517018872,B,11.799628543430956,-52.41047842404855,E,D,34.15567881421062,-105.15789119981869,C,A,0
None,Widowed,-155.88516681658945,E,D,-30.374454446533438,70.72478080761316,-81.84572454881017,A,58.99183969540114,-68.20023787341944,E,A,12.832820972212138,20.978429570868748,E,D,0
Hindu,Single,-45.92867079595033,E,C,-35.68223261131502,-39.80663210860011,-0.6494480201413281,A,139.7083076960945,110.75134306637342,D,E,202.3669469909581,-26.56100655460321,B,A,1
Hindu,Single,106.56896370396467,D,D,-320.9325654648566,41.898736965072466,-50.622967508873096,D,101.05499752354015,138.98364987633,B,E,-13.025831298080512,-55.38694394554508,D,B,0
Jewish,Widowed,115.44801400203406,A,C,6.392658015593597,-1.091761675923902,65.48623435651501,A,142.4470565205424,22.524252508686548,A,D,-36.79589152515665,39.06840145997977,B,D,1
Jewish,Single,42.59354726128178,C,E,-72.10369185169363,-45.803348851514315,-9.106341322356426,C,138.87931687152076,-273.4806086395181,E,C,-21.088330042830012,0.6848540251898457,A,B,0
Christian,Divorced,9.024459093310448,E,D,-77.049363961789,9.182992060593907,-45.72120943179293,D,-260.17861693025463,111.20568273843494,D,E,-94.09131927038052,240.36366688912904,A,E,1
Other,Widowed,-72.68185566266145,D,D,178.11616140295777,18.365024540575085,26.29026746857453,B,-15.600828403989672,241.98629417482368,C,E,9.412481099351435,-6.839984071868494,C,D,1
Other,Married,-86.94451590822261,E,D,-52.4764885483915,226.11001931917954,-22.282517619492324,B,-1.2194144286442479,-167.57919667940388,E,B,113.40568355784661,242.1829149145641,B,E,0
Hindu,Widowed,-105.65900265613631,E,C,0.07554524122092063,-43.59077505190051,32.82702118813779,A,47.11559109893035,95.43807349036462,B,C,122.7837583543492,72.77840644514262,C,B,0
Jewish,Married,-127.21066580652733,C,C,-22.937777921562112,155.40728143605665,78.3013148119456,E,69.15800641757282,-1.633907294993714,D,B,35.8939539246862,77.23896471525956,E,B,0
Buddhist,Single,135.2750519013706,A,B,86.28933273035251,-22.821010940844708,-43.242260333142966,B,94.00299351843219,-25.600879810125814,B,A,-58.03516855397169,-70.87938758426672,A,C,0
Jewish,Single,86.37742859892681,E,D,30.510073375202335,-90.70665944692577,-117.95897260899208,A,88.11403125620136,188.66245293012085,D,D,167.65845049300998,-106.04761903467666,C,D,0
Jewish,Divorced,-81.07963987963473,A,D,-22.631708338477235,88.46872011208814,-95.69298773942766,A,-12.553231403596293,-58.52053373517079,E,D,-25.543406135579737,174.1280791730335,E,B,1
Muslim,Married,43.84594332350045,D,D,34.52826502172255,-49.35193236714339,28.983093366779816,B,50.25784947937697,-118.58358267703935,D,E,-11.442175017906985,113.53444344030909,D,D,1
Christian,Widowed,68.75551308692116,E,A,2.0179526715581804,49.05353487434121,-39.19697749200307,A,142.9440983166505,54.206394270383775,D,C,-5.016047142309364,77.05848849823663,E,C,0
Buddhist,Divorced,86.88663244331758,D,E,23.439047456322697,-57.268303165469604,50.199487143340036,C,-80.10420472471453,74.52802960286924,D,C,18.034461528766375,59.2666050702068,B,B,0
Jewish,Divorced,37.33589740969171,B,D,33.47898369686996,53.35550081324324,-101.67203079000946,E,120.661984448564,-156.13911798574296,A,D,90.02812051015535,-15.981303830730814,E,B,0
Muslim,Single,-48.24257572473595,C,C,-214.25276399567545,72.66012275019128,154.6856725131257,C,-116.05114444838485,-77.16638953143398,B,B,-63.37998767080249,69.57721695949304,E,A,0
Jewish,Single,-15.058036129094171,A,B,41.37183460739056,-67.57483677688026,78.28137071663348,B,-97.93666860199744,-47.923229163834854,A,E,-10.106699965044141,-4.825460553158414,C,B,1
Christian,Married,-23.03695468612984,A,E,104.79280086725234,28.16380636752831,-33.6731180014737,A,-277.54744197862937,36.9749247585686,B,C,145.7083204211123,105.69452126851414,E,E,0
Jewish,Single,-139.14386148996974,E,D,152.74221638191202,-188.55183526121482,-7.994193231838588,A,56.278869541254195,108.34123355446559,D,C,155.71882293766072,-4.404198545300962,D,A,0
Christian,Divorced,95.47605833453326,A,C,5.81503952354597,-162.0411000700514,64.96226470440318,C,-95.9279986043383,-221.03977774509337,B,B,-18.82974402194339,-39.15977296180331,C,A,1
Buddhist,Single,-53.25384281339007,D,E,-10.74386537972084,-31.605093496610525,-73.80999301099936,E,141.7188651907152,-155.94936022113484,B,D,3.557356877991268,-14.371917695493542,B,C,0
Other,Widowed,-137.44639130550894,B,D,7.9548956846498005,42.375697428133336,-4.120845175540624,A,-139.0876204394616,-78.6290302252683,B,D,-41.24845235874349,-6.860275853521195,B,A,1
Christian,Single,45.14595836234177,C,E,107.71365948413558,-104.12594052182811,-43.985421326571206,A,37.0223209744242,-46.015214317631994,E,E,-53.81275975282146,-83.82630141711608,E,B,1
Jewish,Widowed,76.12520968390142,D,A,213.96082565616416,186.4591997986652,-174.7034903521839,D,-177.38281422477036,-63.70892563873265,C,A,-125.4993356746364,-32.47277579978644,D,C,1
Christian,Divorced,-72.90427324447842,E,D,-122.94202384021986,119.48466750970232,65.79696264515337,A,-220.9354884435433,105.39131543624485,A,C,127.63826857776299,-1.1988726135253898,E,C,1
Hindu,Single,131.38323554781053,C,A,32.70177053226203,-192.97304569929824,82.27708947848397,E,-85.66656703919845,-55.56459245481388,D,B,39.97082983763598,-63.83551934094759,B,C,1
Muslim,Divorced,-84.21758249738532,D,C,-92.92518049118675,92.25335215406285,-26.708414490039072,E,-244.4085819027219,-54.864294344006225,A,D,-18.21194013751091,108.42780955865494,E,C,0
None,Single,-40.73393767829245,D,B,49.929198383946144,43.60279244555826,-186.0159328910742,A,59.944174034633576,52.77930914794092,E,B,-9.556105840220958,88.70728767762945,B,D,0
Buddhist,Married,32.619593676514825,C,C,-3.684781059730149,-60.915976566287085,57.651849006579305,E,81.54009060262122,-252.88691335270906,B,E,14.949026337617099,62.72795981724663,D,B,0
Jewish,Widowed,-115.57943766580665,B,D,18.39480535005289,92.13081228160598,31.688653801903254,E,-212.55595066544652,-35.39294357101728,A,E,-287.337218971135,-61.31378308477592,B,B,1
Other,Divorced,171.1100505922799,A,A,7.806407756926149,23.81504969304486,45.470152111516846,A,22.01473747910383,53.204660152686934,C,A,186.2708543748518,46.628058174870226,C,A,0
Other,Married,-176.55612344545577,D,A,171.46819706263173,2.7365439532979536,145.31124924705756,A,-34.28911537275626,117.19241374278204,C,D,4.40987899723314,-140.81521602716535,A,A,0
Jewish,Divorced,-85.85757664950977,B,E,130.84556506992578,-142.96442665737396,119.4423339958598,B,48.772638620031586,-104.89713229223348,C,B,-196.2732798326804,62.585690737574005,E,A,0
Buddhist,Single,60.77750629905331,D,E,122.99876326181946,-43.89498119823908,-76.25061881633361,C,-161.07237846693198,74.13539941578793,D,B,98.51553062649808,-86.92574324092503,B,C,0
Muslim,Divorced,-124.6249047940258,B,D,-59.733107259596984,-71.1065756643024,-49.920912473316584,E,75.58881930020604,18.714074121348233,B,A,130.43222866201538,-105.19841711745359,A,E,1
Christian,Widowed,-195.41160188610093,E,B,164.20456700425365,-92.71115737927137,68.63510430370353,A,8.67499851153799,64.86261499043368,D,B,-101.457612321128,103.44921544893644,C,D,1
Buddhist,Widowed,-67.07122544432058,B,B,-79.65682996518419,18.743767685403817,-56.056241356978845,C,-108.96381984666618,-18.408544122249353,D,E,-88.29854981500975,-129.0140836535688,A,B,1
Jewish,Divorced,-96.4316927066388,A,B,159.93947169560073,-29.024060182914084,-42.0744077859465,C,57.61407688843351,77.12995805636864,A,C,-36.711527211825754,-153.33416173464525,D,C,1
Buddhist,Divorced,-83.44290040589532,A,B,-75.32798213397072,116.81337654564636,-26.639568128475766,D,-85.67701238189103,15.718462217222381,C,B,77.76245855927085,49.942952891017796,D,B,1
Jewish,Married,-101.43206337733608,A,C,106.75479959722365,-112.73940171316232,-126.02989295379226,B,-8.376180713344057,66.07560411380429,C,E,-276.7065392793109,113.50744178003805,A,A,1
Muslim,Married,-106.2446129128657,E,E,-173.7431188937783,39.75083618601484,-116.43184820333407,A,2.36815608836279,48.598545211325735,A,D,-87.74165578099111,51.80659167061913,A,C,0
Other,Divorced,-126.9898190584886,C,B,21.361949986954503,52.974602428949645,-58.38807297100432,D,46.02449030763277,-24.00810723012444,E,D,239.15878141726128,129.0097706917929,D,E,1
Hindu,Widowed,290.5042519847396,B,A,122.59518482919228,-92.249602852396,-63.048920894110736,C,124.05680263222074,4.315662019393987,B,B,-17.219633559143762,-19.04242757018011,D,E,0
Hindu,Divorced,-8.592014396889585,D,D,120.51261690038642,29.58536412199883,103.10694808361644,A,-183.5224341873386,220.1060804108485,E,B,44.388340426695834,199.9157716691096,C,C,1
Jewish,Single,-49.39618774090079,E,C,122.75759156645381,-77.38310899861659,132.90243497192006,B,105.16484915789755,-7.769624868884832,D,B,319.97820805813484,-20.2171775507325,D,E,1
Muslim,Married,22.56464331924918,B,E,119.36020424054077,-150.23145427356056,-9.341788847732627,E,-55.78400007739259,-161.93408521089117,B,B,45.657001246463714,55.10414057759312,B,D,1
Other,Widowed,-132.53156575293178,E,A,57.38769088735876,24.376282153063382,-144.6347986038519,D,-151.85725253398817,-53.786632391993706,C,B,-20.75269022005541,27.378844703540235,E,B,0
Hindu,Widowed,-113.38239914020798,C,C,-55.35664196833638,-108.59203107221416,-41.17068608507548,C,188.05215434304665,-119.49661764745747,D,A,16.72063244456853,63.84744686893002,C,C,0
Muslim,Married,34.938094812758465,D,D,-107.13679856305272,152.8952733973927,11.642751349683651,D,87.70471109031428,12.966225201886699,A,C,83.38185174667973,-36.286832535588715,A,A,1
Jewish,Married,-82.02711907030078,E,C,-103.56773606593627,37.17906492525652,26.549780198679425,D,-84.87234675480137,-208.04320015683498,E,C,65.33509220540414,25.087743628101478,D,E,0
Hindu,Divorced,157.8825510560243,C,A,163.32344314426607,-92.55054322578668,128.66844560414435,C,71.05625368336784,-95.97616950232091,D,E,83.72128178046336,-30.878060882183426,D,B,0
Muslim,Married,11.657386305043188,B,B,-94.33307249749642,107.62525558013397,12.063796416479997,A,-201.53243260558736,28.52657803690401,D,D,-90.18389851648753,44.45294016452962,A,E,1
Other,Divorced,26.641582708509826,B,C,14.134672752673897,138.48698851906184,36.13541674065228,B,115.37236914393807,59.4856672749427,C,B,83.94276620911688,27.77985046420559,D,C,1
None,Widowed,36.65102685383769,A,D,-103.83306635586851,111.58262426785639,1.1035521632510588,A,40.053617046154486,22.13810029855647,D,D,16.634840212302095,82.65917209364709,B,C,1
Hindu,Single,-168.8080818253274,E,B,-71.01803863247181,-37.48133166848346,-48.157353839846536,C,-44.046399252904266,111.04421803733311,A,A,98.1588282221403,110.26634442216543,C,C,0
Buddhist,Widowed,69.48973495575139,B,E,47.466340462905606,4.853755402521842,2.5420149592298733,B,18.287560244327874,280.43291228362835,B,C,164.25204746598118,-36.9465205159249,B,E,0
Muslim,Widowed,-20.86343867526114,E,E,-189.84548734430783,-50.18886520326766,-17.95280282145143,E,106.73415493705338,-38.59094553934406,E,C,108.29341166626108,73.54326486142992,A,C,0
Muslim,Divorced,36.67744835558199,C,B,-35.0329930707855,-33.87585762330255,-94.79150683811332,E,124.86275409863804,223.50881386867349,A,B,3.634929444718079,-24.94023410813376,A,D,1
None,Single,-12.381663192152535,B,D,-142.8612747822576,48.46392786471803,0.9009084664568148,B,-145.90833739759472,-144.13702212543865,B,D,48.79804327069625,-147.82234273238922,E,A,0
Jewish,Divorced,80.55908164583063,E,B,-32.95285269173308,84.39769955579615,-30.109218981511983,D,-157.24186827537375,-74.14259023412394,D,D,45.60031119004723,-126.67195729655441,B,D,0
Christian,Divorced,119.12729026273058,D,C,-73.98730056698362,-36.03811056992476,125.94398734979141,D,-125.85681018897307,-17.37727676722902,C,B,26.52941787264614,-37.08777793365369,E,D,0
Christian,Widowed,20.64954418015201,B,D,3.6411510372827425,6.996947501448311,122.27006914759697,C,-230.06062055146987,8.877728969943002,C,D,47.11273236315091,261.1532771769385,D,D,1
Hindu,Married,0.2158027113921295,D,E,50.34671034313347,38.250950876342785,-32.91829367993436,C,55.93295608620292,109.57746009892075,E,A,36.512845265593405,131.44765768070204,C,D,1
Buddhist,Single,-9.890461167307867,A,E,100.08746823226127,25.13497253048447,-23.755794708174914,D,23.097901788505744,-235.09436195198526,B,C,74.79375027916409,-99.11801759158352,C,A,0
Buddhist,Married,-139.87774570617728,A,C,166.24695977891236,-17.848422749110473,4.926887334836266,E,-20.824196571764958,117.60738246875336,A,A,-95.04979640748584,-32.03618758849102,C,D,0
Buddhist,Divorced,-64.68667411885997,E,B,-0.5118328042617861,11.78312078724652,-18.755077977257788,D,-84.49901412795235,131.01013085821484,A,D,0.3742727445990036,-24.192254361139568,E,C,0
Muslim,Widowed,-166.0644880692429,A,E,-136.4913637640871,109.81770283298987,31.719509295253438,D,-34.3868453340969,-98.9722202877579,C,B,103.23827955189226,-17.58850855967539,C,A,1
Jewish,Married,5.755411163602235,B,C,-211.43295033941843,24.74858412149345,195.76363253762545,A,-122.92572166780305,-123.15608665742366,D,A,93.24935595866954,91.62911660188158,C,D,1
Buddhist,Widowed,2.11298373211466,A,C,123.78228179160347,-42.328023264137535,-77.68521719008953,D,-135.95904721778479,113.86531891431689,B,A,80.78348316396658,-118.99340091403035,E,E,0
Christian,Widowed,-18.069119078203666,E,E,-99.53931461136493,49.462872953377904,-90.95888384030896,E,-5.8399109310300945,-42.678703742701565,B,C,54.064634888689234,-60.76157617241665,B,C,0
Muslim,Married,193.0466013135074,E,C,-117.85839817481956,-1.2939547691833313,-57.80906698442331,A,77.58831636490997,-89.14302267907553,C,A,-29.8079809291584,131.69896261509206,C,D,1
Muslim,Divorced,-37.533921823496144,D,D,-95.12584811304146,-10.126738229069465,-14.583941180094811,C,-104.04214104097595,70.30841516398813,D,A,78.16508476278382,-99.67352055103538,D,A,1
None,Married,64.84022539364283,A,C,95.75737690937449,145.7580981034501,-58.829967928074346,E,-159.2117121400278,-124.4300179732536,E,E,129.0678993008627,13.55432770098779,E,B,1
Other,Widowed,12.817248574354387,B,B,196.65826210308657,89.40332529777163,195.54324274696316,A,11.125893034019924,11.683963879687973,D,C,-54.915385392486534,-108.05419503925391,E,E,1
Christian,Widowed,-170.07830938745593,B,B,12.039725730104143,-24.480184835262968,81.82816979271807,E,-68.9351820697911,58.59904171411399,C,B,-55.927602565232846,82.08063222378954,B,E,0
Jewish,Divorced,6.98267481853031,B,E,-115.6304430570279,42.15009626146707,-147.52034901061538,B,-69.15175640691274,-43.38694323909201,B,D,-180.80197700934133,-2.0135153543197823,E,B,1
Buddhist,Married,10.856724254785197,B,C,-164.28017701895573,140.83119937644761,138.29524337384737,E,-115.90917194249259,35.53494911104132,B,B,61.634410127112496,38.37414175890833,E,C,0
Other,Widowed,55.47729546446691,D,C,-124.61190437111473,-60.14008269096092,-100.4260157298124,A,108.77157930699059,-92.74234078688924,B,B,-66.07790084705181,15.881095090040093,A,A,1
None,Widowed,90.18295471354907,C,B,52.12857419194825,-79.43494007124649,-73.79646060233824,B,-17.509253244764007,-125.20172541700956,E,A,-109.56132256630067,71.04055949676076,E,E,0
Jewish,Married,99.03701848610328,A,B,-29.99494632770801,103.02988180493537,-2.268655752444672,D,-60.486311997135445,161.91770174966206,D,B,61.77229339843805,17.11599296086154,E,B,0
Christian,Widowed,-113.77348010875848,A,A,103.47802642294646,-165.39696168340376,131.64235774892654,E,155.58101811408903,80.45054064343705,E,B,148.91240780125963,-1.2552683478808466,A,E,0
Muslim,Divorced,25.425664482740757,D,C,200.94565894282138,-49.09854497645282,103.75522707001087,B,107.8021127173763,198.46371351884466,D,E,-39.82575374221694,-71.26967918501087,A,B,1
Christian,Single,-173.72541597722383,A,D,161.7396371234154,138.40528133568262,-152.3760883611158,C,-48.705351903718764,-1.3322193618744824,D,C,79.6259813747219,24.022449605945877,D,C,1
Jewish,Married,37.13557834121482,A,C,183.02022739785494,85.80370933642038,25.89426065039054,E,-89.74817262041323,11.405299480564905,B,E,-16.929807011472192,-25.52457689437555,D,A,0
Buddhist,Divorced,-100.41913924697722,E,D,-92.03222300346468,-26.082005890835287,-15.18688684299021,E,-18.969769554698935,-39.64181748271059,C,C,238.03669979369272,77.65285321395586,B,D,1
None,Widowed,137.09635492949656,D,D,-33.62226008854374,-84.26128959722861,117.92864967893364,C,-140.42104246039403,-64.12910134666309,E,A,-274.9234550079126,-39.35733605340341,A,D,0
Other,Divorced,10.440604533702178,A,A,-123.19626556306235,-33.92960216142414,125.65403399697618,D,-148.18887800126294,129.28142834356314,A,B,34.55930758030254,-106.09411495498352,A,E,1
Muslim,Widowed,82.94897283159804,C,E,11.934047303373626,-41.9907010131332,-51.141814547985284,E,-37.039262510467694,-201.89452922260193,E,A,-105.30831451709513,-25.27523835822796,D,D,0
Muslim,Widowed,-183.5448932561794,A,C,-4.094236541868188,-77.83933110147167,-113.31277029663207,B,-207.70151437930892,61.92750084953131,A,D,186.58296933249306,19.20300887183384,E,B,1
Hindu,Single,-134.2825617831545,E,E,197.19907140926705,-34.23741149647766,65.48977314485106,D,-58.08125858632849,-17.681740223657208,E,A,16.952508779003633,-40.57161170117049,A,A,0
Buddhist,Single,-28.13428198723437,B,C,-8.936008043497527,36.96630893387615,143.42236038417033,B,-4.45411739986852,89.06227504721885,D,D,-77.10690997328783,-213.34814608858022,A,D,0
Muslim,Divorced,114.79393417065155,C,D,-47.079972532572825,68.79660974228598,7.689658307815553,B,-126.3011730405853,-96.84000222956757,A,D,-35.37111431420508,-18.306695380582045,D,E,0
Buddhist,Divorced,39.036867990066355,A,C,139.71569030800913,-57.06347408106941,-120.47265669446755,B,52.61732406099855,-122.9830339769131,A,D,92.52368777203765,28.755194111178632,B,A,1
Jewish,Divorced,7.259052129295775,E,D,75.2897416748248,7.833224194087678,77.09475560191699,B,38.48350328900933,18.61086719698825,C,B,-42.423770782536245,1.1286878164697014,A,C,0
Jewish,Divorced,-193.5914495903107,D,A,-159.2990919317135,-29.833676351782557,137.2475676710379,E,-87.15767159911364,-167.12471236993082,E,A,-138.54397775108097,192.5485333933411,D,D,1
None,Single,-121.92443253747054,D,D,69.02549034590466,49.705381215341035,-95.28576039612598,A,-117.37062647808949,29.06036784122644,D,C,61.9847327251051,196.9755827607667,C,C,0
Christian,Single,123.57669144453074,A,B,-121.69913207357403,-135.9029143371574,101.111535590302,D,-56.67336946648302,94.61055868307018,A,C,-28.21804133342179,-12.428081738597458,C,A,1
Hindu,Married,-123.43908728546174,D,D,-71.76830539532698,-152.63824453761555,-190.20271315373998,C,-16.595019448392552,-56.110053102993184,C,E,-95.22884332608427,-74.90098261350072,C,C,0
None,Widowed,-120.48376532076676,B,E,87.80238869473138,-64.22591455363288,-45.320989274045985,B,-162.09091240898,-36.82433417097421,E,A,-139.37094436124488,28.583430637975617,E,C,0
Christian,Divorced,41.74716841628601,A,D,-91.06763948651245,-10.537320638512403,-123.83755169007343,E,-49.653911458006654,130.0150281353343,E,E,53.01436812300865,-4.017846890097836,E,B,0
Other,Widowed,99.2898178878676,A,A,65.48876269871865,46.047624797238946,21.923568067681945,C,34.92466213445199,-85.63008386554853,B,B,107.68613893438175,31.43552042484683,D,A,1
Hindu,Divorced,21.19686735046573,D,D,-200.53809936739503,-84.1071817950685,-139.32934926677717,A,0.5531739054063223,-0.49660618730728234,B,A,-38.02795318859697,68.34264544216316,B,C,1
Hindu,Divorced,44.151319100854366,C,A,122.17767589899067,-207.1144865323834,20.30937949606863,A,127.45064387001015,73.1526656769128,C,C,-61.7045803216281,-175.31729937623513,E,E,0
Christian,Married,-84.97484426959323,D,A,-51.73143339373859,-104.74212860163954,66.72121272402003,A,125.2655466931892,34.67616400374278,A,E,53.916191732860405,13.15235496969863,B,C,0
Other,Single,-63.35608711354305,E,A,112.38561277090038,-47.4770570880392,17.656383307213456,B,303.1116643167402,27.159083875938123,C,B,-114.1000003701113,88.42444994573245,B,C,1
Jewish,Widowed,49.31692747961983,E,B,-203.6786040990357,-64.02109800071246,98.37116277199864,C,167.4456595598627,143.77483250937516,A,B,58.26980067060267,-69.13182242216963,D,C,1
Muslim,Married,33.37753298896634,E,D,-47.76103610788899,-217.1485631935024,53.650653472838314,B,108.35112646402867,-13.152412850899836,D,E,204.79127669027898,44.40536081786261,A,B,1
Christian,Married,110.80120246960952,D,C,26.82189179291517,-30.495062901730215,116.39694894523028,A,28.143554515043956,77.13086060558531,E,D,46.954895440021446,65.80666011197307,A,B,1
Muslim,Married,-165.29304270395514,A,C,115.95216916355638,31.6826413579851,-5.587219224761896,B,131.81094299533868,-95.3266347616264,E,A,57.26324821443616,221.79213940862576,C,D,0
Jewish,Single,-137.8082206341365,D,A,-21.835978062388055,7.081901798908505,71.77562270438278,A,-35.340087588215795,-130.3793920433791,A,A,81.99232684927549,-79.98426064196701,B,C,1
Christian,Married,72.7916612410491,D,A,87.76296881608776,144.84068627877826,-40.820612161618065,D,80.97032567776006,-121.12414845975323,E,D,32.329515500726934,127.82399417756203,D,B,0
None,Married,92.28648858100107,C,B,57.1074820474997,-30.053789330150586,-18.230423349001093,A,-42.262206744155264,-94.54018643014658,C,D,22.681004237065892,-53.48279854464657,A,B,0
Muslim,Married,-54.52245557884572,A,B,-188.06471279347795,9.745875352119372,-85.9659620366507,B,27.902790056153336,-33.9943631691594,D,E,22.240504136328642,-101.56351629567226,A,C,1
Muslim,Single,166.36896157951642,D,E,-60.7487206638247,245.55188500439323,-41.27444941688623,D,-134.56827511202408,-7.986105203789819,A,C,59.567503717639624,47.93861927014827,D,B,1
Jewish,Widowed,192.59067426604227,D,B,-60.461272980146894,-56.33129284132543,-42.22803660795725,B,-52.710717146732996,77.51362513595731,A,D,63.374241886489955,-90.33508883286984,C,E,1
Other,Married,46.472057452974816,D,A,-7.0578113508817655,-59.40790404752012,126.00520350685656,E,99.4511179015417,147.99316755221605,C,C,-14.583660571538443,-34.23044235053712,C,B,0
Muslim,Married,-5.467791643768329,C,C,-34.153528528860846,-63.38048519328827,-165.2267424656446,E,4.328872662607643,88.38765219329771,D,D,-177.27075149762933,107.01001239354007,D,A,0
Buddhist,Married,221.8813449368223,C,C,-138.61647170779477,29.046355572707522,-65.48273224121431,A,173.2639920666283,5.04349476814749,A,D,-22.566824604122548,181.8799166016783,A,A,0
Muslim,Widowed,38.47769104653997,A,C,-34.40343680276394,118.27369499570415,30.79993438348693,B,-117.75401463861137,-46.96844569099115,E,A,6.195789105348655,159.42883971523327,C,A,1
Muslim,Single,61.56235921173248,E,D,-64.19695383069526,-31.88413376827211,44.7257803288918,C,78.24571435978196,-42.18564199768849,D,C,-138.99236439564186,-119.65280992209377,C,B,1
Buddhist,Divorced,-138.1994829758112,D,B,118.69146909674508,97.22264557696104,-138.79112365334535,A,155.64945096861763,-4.582763778041377,A,B,95.59393698130675,-10.205650330159582,B,D,1
Buddhist,Divorced,11.276357257137047,B,B,68.50117688717393,125.25265826138339,-62.46416052733426,C,-99.59847406299151,12.618107757990607,E,D,-36.164494161883084,76.4541597880746,E,E,0
Other,Married,-6.5240628051744896,A,E,-12.331645364642984,-24.480385327228937,-0.10084207813254324,A,-32.914902599081564,-27.081977720327593,E,D,74.8578600080007,-58.05789998264288,B,B,1
Jewish,Married,-93.11259673386081,B,E,-84.5975684273174,-61.66473118954756,97.80757023139738,C,35.873021900966755,115.40607059971511,C,E,-142.15438083166038,-65.43613851972971,C,C,0
Christian,Married,-33.12510561240307,C,E,64.03878234960005,19.717599916312235,40.92906290589638,C,11.053163015608149,100.847753472802,D,E,-21.44923196048972,13.121258809612144,A,D,0
Muslim,Married,-131.27405464784795,C,B,86.56420525770244,-65.6939664680495,-81.70252443287545,D,57.571871557428366,92.07560717043107,E,E,-21.170688915627444,68.75445416995576,C,A,1
Muslim,Married,130.80205328325664,B,C,175.611501429213,63.94484346560534,-53.185336382727634,A,23.472675822195217,151.72185268930474,E,B,-61.80747266595363,-104.82057091991923,A,A,1
Christian,Divorced,-231.62602731772864,A,E,3.945896284966486,59.525039972149166,112.5971896939832,C,-193.52421987161702,122.80137870220634,D,A,-4.603979236603525,50.0329470366491,C,E,1
