civil_status,Veteran,age_range,sexuality,feature_0,feature_1,feature_2,feature_3,feature_4,target
Single,Veteran,65+,Homosexual,A,A,73.90437568995881,B,A,1
Divorced,Veteran,36-50,Bisexual,B,A,-25.723407839371138,B,C,1
Divorced,Non-Veteran,36-50,Other,D,A,-141.04876741698257,E,C,0
Married,No,18-25,Bisexual,B,A,-46.643405811550004,C,E,0
Single,Non-Veteran,18-25,Homosexual,B,D,80.45241807572278,E,D,0
Single,No,51-65,Homosexual,C,E,173.97591005275692,E,E,0
Single,No,65+,Other,A,B,69.83696761928806,A,E,1
Widowed,No,65+,Homosexual,E,D,52.46525010439945,C,A,1
Single,Non-Veteran,18-25,Bisexual,E,A,-47.98370261734191,C,A,1
Married,Yes,26-35,Homosexual,B,C,-151.35770237088127,B,C,0
Divorced,Veteran,36-50,Homosexual,D,E,39.99767025861976,E,A,0
Widowed,Veteran,18-25,Other,D,C,-27.386395959187293,D,A,0
Married,Veteran,51-65,Homosexual,E,B,79.4347014667342,B,C,0
Single,Yes,18-25,Bisexual,E,A,-51.54303628105811,D,D,1
Widowed,Non-Veteran,26-35,Homosexual,B,A,-161.81257037604132,D,D,0
Married,Veteran,26-35,Bisexual,C,C,-113.81033197136883,E,E,0
Widowed,Veteran,36-50,Other,B,A,163.01869498839824,E,A,0
Widowed,Yes,26-35,Other,C,C,54.12423975896736,B,D,0
Married,Veteran,65+,Heterosexual,E,E,125.00477085922196,B,D,1
Divorced,Yes,51-65,Heterosexual,D,C,-142.31017122159292,D,D,1
Divorced,Yes,65+,Homosexual,E,D,-119.96948213458384,D,C,1
Single,No,26-35,Other,A,E,-58.12843188371901,B,E,1
Divorced,Veteran,36-50,Heterosexual,E,C,71.97620553065069,D,D,0
Single,Non-Veteran,65+,Other,B,C,110.87067052922566,E,A,0
Married,Veteran,18-25,Bisexual,D,E,3.4920374903683546,C,B,0
Divorced,No,18-25,Bisexual,A,C,-25.92202202859182,D,B,0
Single,Yes,36-50,Other,C,C,84.49785849501673,E,A,0
Widowed,No,36-50,Other,A,C,80.4936116068624,E,A,0
Widowed,Yes,26-35,Heterosexual,B,A,135.9231036524303,D,E,1
Widowed,Yes,51-65,Homosexual,D,B,96.12600043520835,A,E,1
Single,No,36-50,Heterosexual,B,C,-218.60581943640352,B,E,0
Married,Veteran,26-35,Bisexual,C,A,-121.62235537065737,D,B,0
Married,Yes,18-25,Heterosexual,B,C,-87.90757188463648,B,A,0
Divorced,No,51-65,Heterosexual,D,D,-165.88598022214285,E,E,1
Single,Non-Veteran,65+,Other,E,D,48.96397019883602,B,B,0
Single,Veteran,65+,Heterosexual,D,A,23.64216422518049,D,C,0
Married,Non-Veteran,18-25,Homosexual,A,D,91.62101331920482,D,E,1
Single,No,26-35,Other,A,B,-8.49890134715372,E,A,1
Divorced,Yes,51-65,Homosexual,D,C,68.56775579079849,C,E,1
Divorced,No,26-35,Other,D,B,55.7958116098694,C,E,1
Widowed,Veteran,18-25,Other,B,A,-263.19806749330877,C,A,0
Widowed,No,26-35,Other,A,D,-53.989716367142215,D,C,0
Widowed,No,26-35,Other,B,E,26.703810429101498,C,E,1
Divorced,Veteran,36-50,Other,D,B,-4.8677650032732,D,A,0
Divorced,Non-Veteran,51-65,Homosexual,B,C,-111.77891190036289,A,C,0
Widowed,Veteran,65+,Other,A,A,21.92053583298067,B,E,1
Single,Veteran,51-65,Homosexual,E,A,72.3266076892679,D,A,0
Single,Veteran,36-50,Heterosexual,A,A,-65.59433657230433,A,C,1
Divorced,No,51-65,Bisexual,A,D,6.962597809404615,E,E,0
Married,Non-Veteran,18-25,Homosexual,B,A,-138.6279655685113,E,C,0
Widowed,Yes,51-65,Heterosexual,D,C,60.159163856599896,A,D,0
Married,Veteran,18-25,Other,E,E,-59.524066840500545,A,A,0
Single,Non-Veteran,18-25,Other,E,E,31.151901420425176,B,C,0
Married,Non-Veteran,18-25,Homosexual,D,A,56.64729256411013,D,D,1
Divorced,Yes,51-65,Heterosexual,D,A,-27.685738473226134,B,E,1
Divorced,Yes,65+,Bisexual,D,C,79.39971847656811,A,E,0
Widowed,Veteran,51-65,Other,D,B,-20.02347089826422,B,C,0
Single,Non-Veteran,65+,Other,A,D,-158.16094434260748,E,E,0
Single,Veteran,18-25,Heterosexual,D,A,-140.76188230956836,B,A,0
Single,No,18-25,Other,B,B,47.968579440247396,B,A,1
Divorced,Veteran,65+,Other,E,D,9.48599012067917,B,D,1
Divorced,Veteran,26-35,Bisexual,E,B,-45.823931368434714,A,A,1
Widowed,Yes,26-35,Heterosexual,D,C,-161.1684481471701,A,A,0
Single,Veteran,51-65,Homosexual,A,A,-49.39758814725641,A,B,0
Single,Non-Veteran,18-25,Other,B,C,-14.885503547538123,E,B,1
Single,No,65+,Bisexual,E,B,-163.2448046660576,B,A,0
Widowed,Non-Veteran,36-50,Heterosexual,B,A,99.01911512518873,E,C,1
Widowed,Veteran,18-25,Heterosexual,B,B,8.588751422819422,C,D,0
Single,No,26-35,Bisexual,B,C,127.36055983507318,E,A,1
Married,No,18-25,Homosexual,C,A,-55.15287862456958,B,E,0
Widowed,Yes,26-35,Heterosexual,D,B,-156.5572202167882,C,E,1
Single,No,18-25,Other,C,A,-51.41585108444522,B,A,1
Single,Non-Veteran,65+,Other,C,C,-86.14536835699943,D,A,0
Widowed,No,65+,Other,A,C,51.44901686804357,C,D,0
Married,Yes,36-50,Heterosexual,C,D,179.95823511810562,A,B,0
Single,Non-Veteran,26-35,Other,B,D,131.72745601029183,D,C,0
Single,Yes,36-50,Heterosexual,D,D,-53.16592803030834,D,A,0
Married,Veteran,18-25,Homosexual,B,A,102.6280950814342,B,A,1
Divorced,Non-Veteran,18-25,Heterosexual,A,B,126.64620008282694,C,D,0
Widowed,Yes,51-65,Homosexual,E,B,96.5482239288471,C,D,1
Married,Veteran,51-65,Bisexual,E,A,-54.5589050795742,C,C,1
Widowed,No,51-65,Heterosexual,D,D,-231.5339906905731,A,D,1
Married,No,51-65,Bisexual,A,E,136.93473374055236,B,D,1
Married,No,18-25,Other,E,E,-44.54127019286403,A,B,0
Divorced,Non-Veteran,65+,Other,B,D,16.840111746886073,A,E,1
Divorced,No,26-35,Other,D,B,-78.41353483379437,B,E,1
Married,Veteran,26-35,Other,B,B,102.69075711423274,A,C,0
Widowed,Non-Veteran,51-65,Heterosexual,A,E,-4.586186550301394,B,D,1
Married,Non-Veteran,26-35,Heterosexual,E,E,-9.41079442140113,D,E,0
Widowed,Non-Veteran,18-25,Other,A,B,-95.65428305052089,D,A,1
Divorced,No,65+,Other,A,A,-79.73733097909323,E,A,0
Married,Non-Veteran,36-50,Other,A,A,-140.3570019541498,C,C,1
Divorced,Yes,26-35,Bisexual,A,D,111.82927268993994,B,D,0
Single,No,26-35,Heterosexual,A,D,-179.36909937555058,A,D,1
Widowed,Yes,65+,Other,A,E,-21.861392063784795,C,E,1
Married,Veteran,26-35,Heterosexual,A,B,-14.864940610259394,B,A,0
Divorced,Yes,18-25,Heterosexual,B,C,-20.576160861369132,A,E,0
Widowed,Yes,51-65,Other,D,A,-21.012048109344523,C,C,1
Divorced,Veteran,18-25,Bisexual,D,B,-121.4970065702505,D,B,0
Divorced,Veteran,65+,Other,A,C,-14.594626335961047,E,D,0
Single,No,36-50,Homosexual,D,B,-258.86690156676565,E,C,0
Divorced,No,65+,Bisexual,C,D,-71.26856892171934,C,A,1
Divorced,Non-Veteran,51-65,Other,E,A,1.4585574848676437,B,E,0
Widowed,Non-Veteran,36-50,Bisexual,D,E,87.9079963761135,D,A,1
Widowed,Veteran,18-25,Heterosexual,C,C,-58.25343609105216,E,B,1
Widowed,Non-Veteran,18-25,Other,E,D,-170.2191812630613,E,C,0
Widowed,Veteran,36-50,Homosexual,C,B,-16.341650097246465,B,D,0
Single,Veteran,26-35,Heterosexual,E,B,142.91774957442115,B,E,1
Widowed,No,36-50,Bisexual,D,B,-28.841463097717412,D,A,0
Married,Veteran,36-50,Homosexual,B,D,85.06758868982945,D,C,1
Divorced,Non-Veteran,36-50,Heterosexual,B,A,31.83066002500523,C,E,0
Divorced,Veteran,65+,Heterosexual,E,E,42.13710825591205,A,B,1
Widowed,No,26-35,Other,A,E,43.53275203278359,C,E,1
Divorced,Yes,65+,Other,E,D,106.2392269181408,E,C,0
Single,No,65+,Homosexual,A,C,39.80396201487667,C,B,1
Married,Non-Veteran,36-50,Other,B,E,-76.18805261246695,D,C,0
Married,No,51-65,Bisexual,A,D,-96.24689478611673,D,D,1
Widowed,Non-Veteran,26-35,Homosexual,B,C,-51.55951552728517,D,A,1
Single,Yes,65+,Heterosexual,A,E,-78.74208066083325,A,A,0
Divorced,Veteran,65+,Bisexual,C,E,-84.9838892544429,B,C,1
Married,Veteran,65+,Heterosexual,E,E,151.42402986831073,A,D,1
Widowed,Non-Veteran,36-50,Other,A,E,33.06903679449109,B,E,0
Widowed,No,18-25,Homosexual,E,E,-24.679792474237907,E,A,1
Divorced,Non-Veteran,26-35,Bisexual,B,D,-102.73083338307241,B,D,0
Single,Non-Veteran,36-50,Homosexual,E,E,78.77209388546339,A,D,0
Widowed,No,36-50,Heterosexual,B,E,28.64845273250379,D,C,0
Married,Veteran,36-50,Heterosexual,E,E,125.53216125482744,E,B,1
Single,Veteran,51-65,Other,B,D,-118.06352330124554,D,A,1
Widowed,Veteran,36-50,Homosexual,C,B,-31.660398506584986,C,C,0
Married,Veteran,65+,Heterosexual,C,A,34.756367157056225,C,B,1
Married,Yes,65+,Bisexual,B,D,107.01452895627617,D,B,0
Single,Veteran,26-35,Bisexual,C,A,6.29172796706943,E,E,1
Single,No,18-25,Heterosexual,B,E,-53.59030646909589,C,C,1
Married,No,26-35,Heterosexual,A,B,9.0498319954908,C,C,0
Single,Veteran,36-50,Other,C,A,-44.75798326044038,A,B,1
Divorced,Non-Veteran,65+,Other,D,E,45.118660690142,B,B,1
Widowed,Non-Veteran,26-35,Heterosexual,B,A,44.20832371608002,A,A,0
Single,Yes,65+,Heterosexual,D,E,-147.20585099471248,E,D,0
Divorced,No,18-25,Bisexual,D,D,78.72436669289769,E,C,1
Married,Yes,36-50,Other,A,C,59.3638441999699,A,A,0
Married,No,26-35,Bisexual,E,C,42.09879959268731,B,B,0
Single,Yes,26-35,Bisexual,B,D,-21.305732471874176,B,D,0
Divorced,Non-Veteran,18-25,Homosexual,D,A,-6.173979509872115,C,B,1
Single,No,51-65,Bisexual,E,E,-41.289777958342235,D,C,0
Widowed,Yes,51-65,Other,A,B,-57.959480137757424,D,E,0
Widowed,Yes,26-35,Bisexual,B,B,65.54180732994558,D,A,1
Widowed,No,65+,Homosexual,C,D,52.515504233489644,A,B,1
Married,Non-Veteran,51-65,Homosexual,D,C,-194.07955005610822,C,B,1
Widowed,Veteran,36-50,Homosexual,B,B,148.15766925190727,E,C,0
Widowed,Non-Veteran,51-65,Heterosexual,E,E,109.13174120649265,B,B,0
Divorced,Non-Veteran,36-50,Other,B,D,178.31399653354234,D,B,0
Widowed,Yes,65+,Bisexual,A,A,-124.47895045188055,C,C,0
Divorced,No,51-65,Other,D,E,-41.65165829322115,D,D,0
Widowed,Non-Veteran,26-35,Homosexual,B,B,-88.40805148229222,B,A,0
Married,Yes,36-50,Other,D,D,44.79764572160646,A,A,1
Divorced,Non-Veteran,65+,Homosexual,E,E,-84.98592592235913,D,A,1
Married,Veteran,51-65,Bisexual,A,A,156.29006422821044,A,E,0
Widowed,Veteran,51-65,Bisexual,C,D,138.09278864080468,E,E,0
Single,Non-Veteran,51-65,Homosexual,C,C,207.22267255203616,A,E,0
Widowed,Yes,26-35,Heterosexual,B,C,43.04412013453294,C,D,0
Widowed,No,51-65,Bisexual,E,B,-36.53086493840537,E,C,0
Single,No,18-25,Homosexual,E,B,-3.1366779006101653,D,E,0
Widowed,Yes,18-25,Homosexual,A,C,-98.22551213464881,E,C,1
Married,Yes,26-35,Bisexual,B,B,81.59115188421191,A,A,0
Single,Yes,36-50,Other,D,D,-21.248810847544426,C,C,1
Divorced,Veteran,26-35,Heterosexual,D,B,96.94265227825598,E,B,0
Single,Yes,65+,Homosexual,D,B,18.670342119932904,D,B,0
Married,Non-Veteran,65+,Other,E,B,-55.86805635787767,D,A,1
Divorced,Non-Veteran,26-35,Bisexual,D,D,-27.05868329187408,C,B,0
Single,Yes,18-25,Other,E,A,157.8813427734687,D,B,0
Single,No,36-50,Bisexual,C,B,-197.5418235424106,B,C,1
Widowed,Non-Veteran,18-25,Other,A,D,-27.59465728542502,B,A,1
Married,Non-Veteran,51-65,Bisexual,A,B,24.20539774781527,A,A,0
Single,No,26-35,Heterosexual,A,C,33.68559020985044,A,D,1
Married,Yes,51-65,Other,D,B,19.69667933555214,A,C,1
Single,Non-Veteran,26-35,Other,E,B,98.7067168967535,A,E,0
Married,Non-Veteran,18-25,Homosexual,B,A,-35.970329122152044,C,C,0
Divorced,Veteran,26-35,Other,D,A,-33.41987751030299,A,C,0
Divorced,Veteran,65+,Heterosexual,C,D,173.75075193851885,A,E,0
Single,No,26-35,Homosexual,E,C,-58.16388298456143,E,B,0
Married,Yes,51-65,Homosexual,B,B,13.345342075116005,B,C,1
Single,Veteran,26-35,Bisexual,B,E,-121.70175714579284,C,D,1
Widowed,Non-Veteran,36-50,Heterosexual,D,B,118.15966068313624,E,A,1
Widowed,No,51-65,Homosexual,B,D,-34.051701199080384,D,A,1
Single,Yes,36-50,Bisexual,E,C,-76.38272576540615,B,E,0
Married,Yes,18-25,Homosexual,B,E,-57.47502400087497,D,E,1
Widowed,Yes,36-50,Other,D,A,69.95784224361903,C,B,0
Married,Non-Veteran,18-25,Heterosexual,C,A,6.58586796154937,D,E,1
Single,Veteran,36-50,Bisexual,A,A,-155.9470663886864,C,B,1
Single,Yes,26-35,Homosexual,A,D,-96.5459827120581,B,E,0
Single,Yes,18-25,Homosexual,C,D,39.64125387522035,D,A,1
Widowed,Non-Veteran,26-35,Bisexual,E,B,24.77305734909157,D,C,1
Single,Yes,36-50,Heterosexual,A,C,-104.59399532721191,A,A,1
Widowed,Yes,51-65,Bisexual,C,D,0.5755663809769194,D,D,0
Married,No,26-35,Homosexual,E,C,-44.01246653237741,E,C,1
Widowed,Non-Veteran,36-50,Homosexual,E,A,-17.064213198999052,B,C,0
Single,Yes,65+,Homosexual,E,D,113.43747118688343,D,A,0
Widowed,Veteran,18-25,Homosexual,C,E,68.8183852259394,D,A,1
Widowed,Yes,26-35,Bisexual,A,E,69.30263962168348,B,A,1
Divorced,Non-Veteran,36-50,Other,B,B,-142.15542032006243,C,C,0
Divorced,Veteran,36-50,Heterosexual,A,D,46.411598052668324,C,C,1
Widowed,Veteran,36-50,Bisexual,E,A,-13.686485297074114,E,E,1
Single,Yes,18-25,Bisexual,E,D,103.5284611275355,A,B,1
Single,Yes,36-50,Other,B,A,-24.233783936440755,A,C,0
Single,Yes,65+,Homosexual,E,E,-41.75360912857426,A,E,0
Single,Yes,26-35,Homosexual,C,C,235.35569636278169,C,E,1
Married,No,26-35,Other,E,A,-106.81030718452106,A,C,1
Married,Yes,18-25,Bisexual,A,D,49.65427613414479,B,C,1
Single,Veteran,65+,Homosexual,E,B,-105.21853708394144,C,B,1
Widowed,Veteran,18-25,Heterosexual,A,E,-36.392077743698366,E,D,1
Married,Yes,26-35,Bisexual,A,E,5.91447193507564,B,B,1
Single,Non-Veteran,18-25,Homosexual,E,B,111.20199222038308,C,A,1
Widowed,Yes,65+,Heterosexual,A,D,69.68613186430159,A,B,0
Single,Yes,18-25,Heterosexual,A,E,-70.63665811121439,B,A,0
Divorced,Veteran,65+,Homosexual,E,C,69.55746530700185,E,C,1
Single,Veteran,51-65,Heterosexual,D,E,-15.450959028008215,D,D,1
Single,No,26-35,Homosexual,D,C,139.82334839894583,D,E,1
Widowed,Yes,65+,Bisexual,B,D,105.2218291942018,A,E,0
Single,Veteran,36-50,Other,A,E,16.699602599143404,D,C,0
Divorced,Non-Veteran,51-65,Bisexual,A,A,28.65521981221189,E,C,1
Single,No,51-65,Bisexual,B,E,-75.99762506321376,A,E,0
Widowed,Yes,26-35,Other,E,A,-58.947837782657196,B,C,0
Single,Veteran,36-50,Homosexual,D,D,-29.214822864826427,B,B,1
Married,Yes,51-65,Bisexual,A,B,50.21772193578662,C,A,0
Married,Yes,26-35,Other,C,C,-53.72845812394156,E,E,0
Married,Veteran,26-35,Bisexual,B,D,-44.385811084158874,B,E,0
Divorced,Non-Veteran,18-25,Other,A,C,-249.69505758185596,E,A,0
Single,Non-Veteran,51-65,Homosexual,A,D,43.16554839355861,C,D,0
Single,Yes,26-35,Bisexual,A,D,30.191713023007665,B,D,0
Married,Non-Veteran,26-35,Bisexual,E,B,-56.88809110610708,A,A,1
Single,Yes,51-65,Other,D,C,31.6993746014481,B,C,1
Widowed,Yes,36-50,Homosexual,A,A,78.33220129638806,A,A,0
Married,Veteran,51-65,Heterosexual,E,C,-72.27121055046058,B,B,1
Single,Non-Veteran,36-50,Bisexual,C,A,-4.043139152896204,E,A,1
Widowed,Non-Veteran,36-50,Heterosexual,B,D,-139.07689540412073,D,C,0
Married,No,18-25,Homosexual,B,C,-49.70516329563058,A,D,0
Divorced,No,65+,Homosexual,E,D,102.6600731187783,D,A,1
Married,Yes,51-65,Bisexual,E,A,56.76122382311692,D,E,0
Single,Yes,65+,Other,A,C,-62.56559293327024,D,D,1
Widowed,Veteran,36-50,Heterosexual,A,C,-0.6524536879419787,A,A,0
Single,Non-Veteran,51-65,Homosexual,A,E,21.5761169949371,A,E,0
Single,No,36-50,Heterosexual,E,C,51.38469109698916,E,A,0
Divorced,No,65+,Homosexual,C,D,-82.50297593387948,C,B,0
Single,Yes,18-25,Bisexual,E,D,121.1598007656193,E,C,1
Married,Non-Veteran,36-50,Heterosexual,D,E,0.9264733458555099,A,D,1
Single,Veteran,36-50,Heterosexual,A,C,86.68015681828857,C,D,1
Married,Yes,18-25,Bisexual,B,B,-20.624847022922857,E,D,1
Widowed,Veteran,65+,Other,D,E,-29.840258859003676,D,D,1
Married,Non-Veteran,51-65,Bisexual,B,C,19.181469377322934,B,A,0
Divorced,No,26-35,Homosexual,C,A,-25.596215784146064,D,C,0
Single,Veteran,51-65,Heterosexual,C,D,3.9221264520024834,E,D,0
Married,Yes,26-35,Homosexual,A,E,-7.439622820926655,D,E,0
Divorced,Non-Veteran,51-65,Heterosexual,C,D,118.77339358654753,C,D,0
Single,Non-Veteran,65+,Heterosexual,C,E,96.58341567451868,A,D,1
Married,Veteran,18-25,Homosexual,D,D,-97.89562392906703,C,A,1
Divorced,Yes,26-35,Other,B,D,28.765593321438697,C,D,1
Widowed,No,65+,Homosexual,E,D,117.52333525896779,C,C,0
Single,Yes,51-65,Bisexual,D,E,66.53045796669713,E,C,0
Widowed,Veteran,51-65,Heterosexual,D,D,-122.4050221004105,B,D,0
Divorced,Non-Veteran,26-35,Other,B,B,13.270316540598944,E,B,0
Married,No,51-65,Bisexual,A,B,41.84753395296632,B,C,1
Single,Non-Veteran,18-25,Heterosexual,C,C,93.7906910672853,D,A,1
Widowed,Non-Veteran,26-35,Bisexual,C,E,21.16393116768436,B,D,1
Single,Veteran,51-65,Heterosexual,C,A,-155.85098755415262,A,C,0
Divorced,Non-Veteran,51-65,Other,D,E,80.09297294284455,E,D,1
Single,Non-Veteran,18-25,Heterosexual,D,A,-36.390600978303105,B,C,0
Divorced,Non-Veteran,36-50,Homosexual,D,C,-39.984008751412816,C,C,0
Married,Yes,26-35,Other,A,C,54.17048006383474,D,A,0
Divorced,Veteran,26-35,Homosexual,A,B,-28.76383669851578,A,A,1
Divorced,Veteran,51-65,Heterosexual,C,E,-69.77366708094283,D,C,1
Married,Veteran,36-50,Bisexual,A,C,42.804839487190094,C,D,1
Divorced,Veteran,36-50,Heterosexual,E,B,-168.55561183700618,A,C,0
Married,Non-Veteran,51-65,Homosexual,C,E,-6.831031740839425,B,A,0
Married,Yes,18-25,Homosexual,B,D,1.7525194645141045,B,E,0
Single,Yes,51-65,Other,B,D,-34.73856108620883,E,D,1
Single,Yes,18-25,Heterosexual,A,A,11.1969608617703,B,A,1
Divorced,Yes,65+,Heterosexual,D,C,105.15172677759249,C,A,1
Widowed,Veteran,51-65,Heterosexual,A,D,-68.61799308933381,E,A,1
Single,Veteran,65+,Heterosexual,B,D,-92.81949014495095,D,C,0
Widowed,Yes,36-50,Homosexual,E,A,-122.39546026945483,B,B,1
Single,Non-Veteran,18-25,Bisexual,A,E,-136.92544609182633,B,D,1
Married,Non-Veteran,51-65,Homosexual,E,B,-13.122667580519517,A,D,0
Divorced,Non-Veteran,36-50,Homosexual,A,D,106.43013367675171,D,D,1
Divorced,Yes,26-35,Other,B,A,52.185838785004115,B,A,0
Divorced,Non-Veteran,26-35,Other,B,C,-4.678920373193475,B,B,1
Widowed,Veteran,18-25,Heterosexual,A,C,-158.96697693373412,A,C,1
Single,No,26-35,Other,E,D,-77.98252073936486,E,E,1
Divorced,No,36-50,Bisexual,E,C,-128.33353712706148,C,A,0
Divorced,No,18-25,Homosexual,D,D,-87.4989848857108,A,C,1
Widowed,No,65+,Other,B,E,21.15033285185088,D,D,1
Divorced,Non-Veteran,65+,Heterosexual,C,C,-51.2451230790356,B,E,0
Single,Yes,36-50,Bisexual,E,C,57.804641600592845,D,A,0
Married,No,65+,Homosexual,D,D,-18.85858502576233,D,A,1
Single,No,65+,Homosexual,C,C,-3.368372047269212,B,D,1
Widowed,Veteran,65+,Heterosexual,C,C,-23.232280694493372,C,C,1
Divorced,No,18-25,Heterosexual,A,E,-34.041936545301986,B,E,0
Married,Veteran,51-65,Bisexual,B,A,7.775481357836894,B,B,0
Widowed,Non-Veteran,51-65,Bisexual,B,E,2.491640108037034,D,A,1
Divorced,Yes,65+,Bisexual,C,C,52.00968909365516,D,B,1
Widowed,Non-Veteran,26-35,Homosexual,B,C,14.281052820488412,E,A,1
Single,No,26-35,Homosexual,A,D,153.36565116742617,B,E,0
Single,Veteran,18-25,Homosexual,B,A,-36.457679077236506,C,B,1
Married,Non-Veteran,51-65,Other,B,D,-52.435064409202916,A,A,1
Divorced,Veteran,36-50,Heterosexual,A,B,93.25966064298383,E,D,1
Married,Veteran,65+,Heterosexual,B,A,135.29456133382897,D,B,0
Single,Non-Veteran,51-65,Homosexual,B,D,49.737357027516914,E,E,1
Divorced,Yes,36-50,Other,E,B,145.9924245234549,B,C,0
Divorced,No,36-50,Homosexual,C,A,118.72490507488682,B,C,0
Single,Non-Veteran,18-25,Homosexual,C,C,-22.00504976433403,A,E,1
Divorced,Non-Veteran,36-50,Homosexual,A,A,53.69716775627488,B,C,0
Single,Veteran,51-65,Other,B,C,146.24505957684252,B,E,1
Widowed,No,36-50,Heterosexual,E,A,-23.50228098202203,D,B,1
Married,Yes,18-25,Heterosexual,A,C,224.56614051734948,D,A,1
Single,No,51-65,Heterosexual,E,C,8.345952602005598,A,C,1
Single,No,26-35,Other,D,C,136.51557605712554,C,E,0
Widowed,Veteran,18-25,Bisexual,D,B,172.0087939918553,C,B,0
Single,Yes,18-25,Bisexual,E,D,-13.843657927016245,B,D,1
Divorced,Veteran,26-35,Other,B,D,-34.725872769378185,A,A,0
Widowed,Yes,18-25,Bisexual,D,D,55.94102141457293,E,E,1
Single,Yes,65+,Bisexual,B,A,-168.17453397170377,C,D,0
Widowed,Non-Veteran,65+,Other,A,E,24.603495144612097,E,B,1
Divorced,Veteran,26-35,Bisexual,E,D,-73.15282633501003,B,B,1
Widowed,No,18-25,Bisexual,D,A,-63.66683987209596,E,E,0
Single,Yes,26-35,Homosexual,D,E,-67.50817936827795,A,B,0
Single,Yes,65+,Homosexual,B,E,-59.472079943371625,D,D,1
Divorced,No,26-35,Other,A,A,-17.927847027529058,B,B,1
Married,Veteran,51-65,Homosexual,C,E,-262.50787933102833,A,C,0
Widowed,Yes,36-50,Bisexual,B,D,81.3778656917445,C,E,1
Widowed,No,26-35,Bisexual,B,C,-151.01813174377955,A,E,1
Married,Veteran,51-65,Bisexual,A,C,51.25283570684442,E,D,0
Married,Veteran,18-25,Bisexual,A,A,-15.420771886597379,C,B,1
Widowed,Veteran,26-35,Homosexual,C,A,15.006480574622996,A,A,0
Divorced,Non-Veteran,65+,Bisexual,B,E,-1.9218978332716792,B,A,1
Widowed,Yes,51-65,Heterosexual,D,A,119.6449546582788,C,D,1
Divorced,Veteran,51-65,Bisexual,A,A,-45.42789102352401,A,D,0
Married,Non-Veteran,26-35,Homosexual,C,B,14.990200361339198,B,E,0
Divorced,Veteran,26-35,Bisexual,B,B,-2.910323415632043,C,C,0
Single,No,18-25,Bisexual,E,A,-112.13653115689843,A,C,0
Single,No,51-65,Heterosexual,C,D,65.4501221230023,B,D,0
Single,Yes,65+,Heterosexual,A,D,-41.378400388659664,E,A,1
Single,Yes,18-25,Heterosexual,E,D,187.65042547158575,B,D,1
Widowed,Veteran,36-50,Bisexual,D,B,33.431443609095766,B,E,1
Divorced,Veteran,51-65,Homosexual,C,C,-82.4621637788742,D,B,1
Single,Veteran,51-65,Homosexual,E,D,-61.72159526059387,D,C,1
Widowed,No,65+,Other,A,B,-74.60094027803008,A,A,0
Divorced,No,65+,Other,E,E,127.57878852975486,C,A,1
Single,Veteran,18-25,Other,A,E,-170.09606887576646,E,C,1
Married,Non-Veteran,36-50,Heterosexual,E,A,81.41997113383105,A,D,0
Widowed,Veteran,51-65,Bisexual,D,E,138.4327527216433,E,B,1
Married,No,65+,Other,D,A,12.113488644509387,C,D,1
Divorced,Non-Veteran,18-25,Homosexual,B,C,-117.64011012539501,D,B,0
Married,Yes,26-35,Bisexual,E,B,-161.73575898357208,A,E,0
Widowed,No,36-50,Heterosexual,A,E,-51.00970927486633,C,B,1
Divorced,No,65+,Homosexual,E,A,-38.82638818346374,A,D,0
Divorced,No,26-35,Homosexual,A,E,90.98695688511027,C,E,0
Single,Non-Veteran,36-50,Bisexual,A,B,-54.01106003298669,B,B,0
Divorced,Veteran,51-65,Homosexual,A,B,-58.48314285729397,A,D,0
Married,Veteran,18-25,Other,B,B,106.89310190414491,A,C,1
Married,Veteran,65+,Homosexual,D,B,64.4087042417266,D,C,0
Married,No,18-25,Homosexual,A,E,56.476859368883744,C,C,1
Divorced,Veteran,18-25,Heterosexual,C,C,119.27277861983919,C,B,1
Widowed,Yes,51-65,Bisexual,A,A,24.262067655956756,D,A,0
Widowed,Veteran,36-50,Homosexual,C,D,131.24051073143607,D,E,0
Divorced,Yes,26-35,Heterosexual,E,E,73.2773779002603,C,A,1
Divorced,No,51-65,Bisexual,C,E,-122.56496770127667,C,A,0
Married,No,26-35,Bisexual,E,C,-155.86826999184908,E,D,1
Widowed,No,36-50,Homosexual,A,C,-50.89654546279253,E,A,1
Single,Non-Veteran,18-25,Other,B,D,92.11643338829082,E,E,1
Widowed,No,65+,Bisexual,A,D,-132.71252932379514,C,E,1
Single,Yes,18-25,Bisexual,A,D,-58.56364256523145,D,B,1
Married,Veteran,36-50,Homosexual,D,E,-56.88944877576547,A,C,1
Single,Non-Veteran,36-50,Homosexual,E,C,200.29287442326483,E,D,1
Married,Non-Veteran,36-50,Other,B,A,32.11656136944236,A,D,0
Widowed,Non-Veteran,36-50,Other,A,A,-113.00666937170907,B,B,1
Married,Veteran,36-50,Other,C,D,298.31160689510637,C,C,0
Divorced,Non-Veteran,26-35,Heterosexual,E,C,-47.6893410995224,A,C,0
Married,Yes,26-35,Other,A,E,158.73727237104615,C,D,1
Divorced,Non-Veteran,18-25,Heterosexual,B,B,158.11312410681586,B,E,1
Married,No,18-25,Other,E,B,114.50574650013866,D,A,1
Widowed,No,51-65,Other,B,D,172.66555926207795,A,C,0
Married,Yes,51-65,Bisexual,D,D,-92.0416587387667,E,A,0
