sex,anos,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
M,39,44.815825753022075,-61.70144288013448,A,E,E,E,C,A,E,53.89139199318783,B,A,D,B,1
Other,87,-11.290642591770327,71.44153553234146,C,C,C,A,B,B,D,-71.55705115529403,B,C,C,A,0
F,23,-1.3953429620304565,60.11572145445141,E,D,D,A,D,C,C,186.74651193117114,C,B,B,D,0
Female,82,-153.6512429755582,15.967201850322516,C,B,B,D,E,B,C,-65.95241028866063,A,E,A,B,1
Male,20,52.717274018398264,-5.45856684810069,D,B,C,A,B,D,A,-103.3570552744118,B,D,A,C,1
Female,32,78.64195157182203,-118.48267135345259,E,C,D,C,B,B,E,-111.59283475557898,D,E,E,A,1
Female,80,41.65845714684669,29.057468360901513,D,C,A,E,C,D,E,106.57687146093389,D,C,C,E,1
Non-binary,30,-204.29170347474303,2.7303819925419095,A,A,D,D,C,D,C,252.41868400158336,A,A,E,B,1
Non-binary,23,2.3499196382852383,1.5092767521082378,C,B,E,B,A,D,D,70.7648270775509,B,B,E,B,1
Non-binary,98,-80.97397874167577,-32.37821809539435,A,C,A,C,D,C,A,-24.58171544243203,A,C,E,D,0
M,65,-120.56336336839202,-87.14982751482677,B,A,C,C,B,E,C,16.373947417758636,A,E,D,E,0
Male,87,79.37579944732185,68.31398063192738,C,B,D,A,D,D,A,-44.326889567260686,C,C,A,D,1
Non-binary,61,-50.689047562351,-71.35149724766558,A,E,D,D,C,C,A,-7.583849992998292,E,B,A,A,0
Female,83,58.99436215984739,0.18299498949799847,A,E,E,D,A,C,E,109.17962979737064,E,C,E,D,1
Non-binary,89,192.63502535291326,-123.37900815960003,A,E,D,E,A,D,B,-4.679817601018875,D,A,C,A,0
Female,99,88.0463191684367,-129.36654698048707,B,B,E,B,C,D,A,-85.80804873564347,C,C,A,E,1
Non-binary,21,-264.1742169420712,-118.7732260233558,A,E,B,D,E,C,A,-94.7126057724567,A,C,E,C,1
Female,65,156.71125398302513,-22.284244312859585,D,C,A,A,C,B,B,-8.431313755848377,B,A,C,D,0
Non-binary,85,-25.763973604015746,-171.8225426627263,B,E,B,D,C,C,C,-121.83002825021005,E,D,A,D,0
Non-binary,97,-198.81213748698215,85.75052258365969,D,B,B,D,E,A,A,-54.30984339540997,B,E,E,D,1
M,69,-132.41266944352117,-36.060263277590295,E,C,B,A,D,A,D,24.774974500818654,C,D,B,C,1
F,89,141.6798772112582,-45.647432848415676,D,E,A,D,A,E,C,-59.81422721902503,B,E,C,B,1
Male,85,-31.007894748552374,94.30498622925896,D,E,A,A,C,E,E,56.92064806390976,C,C,B,A,1
Other,52,30.19619095338409,65.47324905927252,D,B,C,A,C,D,C,30.939286446473524,A,C,A,B,1
Female,80,-11.913989194608101,-190.45886086067375,A,E,D,D,D,A,C,-107.04899899512714,B,D,B,C,0
Female,34,103.06120155002458,-26.11579082286339,B,D,E,C,D,B,A,-85.62923555826421,C,B,B,C,0
F,46,-136.55120328920574,66.76878306308677,E,E,B,C,E,E,C,49.42544619473445,C,A,E,A,1
Non-binary,40,11.240355239490986,-27.025941996029836,D,D,E,C,E,D,C,-29.015358424832492,B,D,A,B,1
F,49,-109.95238463997315,7.585701126617711,E,C,C,E,E,D,B,165.80702679749788,E,A,B,E,0
F,40,21.048602185786734,-67.75995675435418,A,D,A,D,C,B,D,141.96839734681745,A,C,D,C,0
Non-binary,61,-64.85064852851265,-102.5876346143588,C,B,E,C,C,C,D,35.57158430119018,D,E,E,A,1
F,21,-71.32985138974985,-56.70688145544761,E,A,E,E,E,A,B,-2.338582034929539,E,B,D,A,1
Non-binary,94,87.67651297210944,-106.07978902354967,D,E,E,B,B,A,E,108.77855688075213,D,E,D,E,0
Female,31,116.05759565388219,-71.46675223779926,C,E,C,E,C,B,A,-39.41733186927632,B,A,C,B,1
Male,30,127.73238832119604,73.18678144366513,D,D,D,C,C,E,C,-40.287909835260535,A,C,B,A,0
Non-binary,55,-14.952797882614465,35.066532837276746,D,E,A,A,B,C,D,-78.57402410591045,B,B,E,A,0
Other,43,-26.388103011678876,-6.5057813698643985,D,C,D,D,E,D,A,-56.68620836542652,B,B,D,D,0
M,35,-7.826165178733907,172.5112192070562,C,A,D,D,E,D,E,-99.34485310185663,D,B,E,B,1
Non-binary,77,-24.25762029294621,21.19052803102374,A,C,E,A,D,C,C,146.78019836260125,B,B,B,A,1
Male,45,172.1087723966524,-37.40847027581783,A,B,A,E,A,E,B,104.90122440545986,C,A,B,C,1
Female,87,-123.34369384597461,-138.84354330659892,E,D,C,D,E,C,D,-56.04085733212142,B,B,B,D,1
Other,70,-23.780225038114896,-6.09642415584832,D,E,E,E,A,A,C,191.36006428761257,E,E,C,B,0
Female,61,-32.710596962906166,34.381382827008736,A,C,A,E,A,B,C,98.08881539085975,A,B,A,C,1
Other,51,-230.4965488195105,84.38237788390282,E,C,E,E,B,D,E,129.42252668780563,D,A,D,C,1
M,89,-88.5405521520307,126.64659647881298,D,B,C,B,B,D,B,199.41309237821093,B,D,D,D,1
Male,49,56.74206116096813,190.30969380712247,B,A,B,E,B,E,A,52.149034596890964,D,C,B,D,0
Non-binary,51,-106.59273751491637,99.26227026622358,B,C,E,A,D,C,D,80.51083795239072,B,C,A,B,0
Female,78,41.360027741205755,32.414243063077706,E,D,A,C,D,B,B,121.78148629717076,C,B,E,C,0
F,71,-43.59822091533879,278.85966828872705,B,B,A,C,C,C,A,-13.037420803409356,A,C,C,C,0
M,33,43.97741043531158,-7.4348120506055455,A,D,E,C,C,D,B,-11.50598535532852,B,B,D,E,1
Female,48,16.90521455741214,33.32588964206701,B,C,D,B,D,D,A,24.485183251582228,D,C,C,E,1
Other,74,63.14678258852917,-146.16016073859734,C,A,D,E,A,D,B,-91.55686135225227,B,C,D,D,1
M,22,-49.639241987777346,-163.58664428462373,C,A,A,D,C,B,B,0.8554867604672297,C,A,E,D,1
M,42,9.93020522363217,-61.09909276297192,B,D,C,A,D,D,B,-20.566378694980937,E,C,E,D,1
M,51,19.981420572366872,70.23210415486427,A,C,A,E,A,A,D,35.25868035475465,D,C,D,B,0
Non-binary,57,171.72428468444417,-77.89934809920126,C,C,D,D,C,C,D,67.21322165487167,D,C,C,B,1
Other,90,0.6372814523568235,-107.0950127001356,D,B,A,E,E,A,A,114.26633744465613,C,A,E,B,0
Other,92,-91.85677239045764,-28.71927119125352,E,A,A,E,A,D,C,-103.08856595978666,B,B,D,E,0
Male,51,-21.595922980878395,2.8125818651931453,C,E,B,E,B,A,E,96.15345471875818,B,A,E,E,1
F,61,-79.27394076383082,34.72749576314494,C,C,C,A,E,A,E,-38.703040590732904,B,E,E,D,0
Female,25,48.58536083385935,74.07298096907058,B,C,A,D,A,B,D,23.498596811136462,A,A,D,A,0
Non-binary,33,-32.39250741223788,-56.135215302863394,C,E,E,E,C,D,D,-33.7430318410003,E,B,C,A,1
Female,84,-37.13187619563814,29.355853980201502,A,E,E,B,C,D,C,-31.375790496637006,E,B,C,B,1
Female,65,-154.31149653544523,23.963211128634967,A,D,A,E,E,A,C,-80.53253372094727,B,B,E,D,0
Male,33,-76.26433916826356,-114.98574847075848,A,C,A,B,A,E,D,-28.92469474271795,B,C,D,C,0
F,72,236.14370102741896,21.899801445179325,A,A,C,D,A,E,E,-63.1552569618827,C,C,B,D,0
M,28,-115.00525321669488,87.3978391257414,A,A,D,E,C,C,C,228.66132567637334,E,B,B,A,1
Non-binary,89,70.8570933360203,42.362355133372304,C,C,D,A,E,B,E,68.55390919718808,C,D,B,A,1
Other,48,-119.85510194422243,-101.47608825130384,A,D,B,D,B,C,B,-15.921607885746974,B,E,B,A,1
Female,57,201.86662759362517,183.17566761479617,B,E,A,E,B,C,D,-6.407767534274171,D,A,A,E,1
F,53,158.11744147438617,-26.60876031281545,D,E,A,D,C,A,E,9.448195989021823,B,A,A,A,0
Male,89,-46.9709441215956,33.51189970012066,B,A,C,B,C,B,E,46.41661492825881,A,A,D,A,0
Female,41,-103.15547802550242,236.2695959590877,A,E,B,C,D,B,D,100.0789031613519,C,B,D,C,0
F,83,-92.87402723924063,-149.55785760556788,B,C,C,C,B,E,C,156.930184154819,B,C,B,E,1
Male,48,-71.62835398327987,93.70905501520377,A,D,C,A,A,C,A,-116.41262239433996,D,A,E,D,0
M,47,5.590836513386459,-55.972261665784686,A,A,C,A,B,C,B,40.58297536268213,E,E,C,B,1
Male,37,-83.90880085717538,175.087705415136,B,D,D,C,D,B,D,-17.415172639388775,D,B,D,C,0
Other,50,145.37993818354923,32.667773254520675,A,E,D,B,C,E,C,98.60500087340759,A,A,C,D,1
M,59,-50.61552111221539,14.208589353658791,C,B,C,A,B,D,E,-2.3142742839108283,C,C,C,E,0
Female,62,120.20219683931576,-168.14025478811786,C,E,C,E,B,D,E,-85.39763160279041,C,B,E,E,0
F,68,127.00940081333019,56.03396887522025,D,D,B,A,C,E,C,22.294894923978166,B,C,C,B,0
Non-binary,30,142.1574446570202,-11.02162598225503,B,B,C,A,C,E,C,96.52201606688816,E,A,A,E,0
Female,84,115.18954054645289,35.24161155603423,B,A,A,C,C,B,D,10.917057001365832,C,A,A,C,0
Female,62,50.98724075856321,-43.449242597900856,B,E,E,A,A,C,E,61.30417556461468,D,E,A,A,1
Non-binary,81,-164.88744601967622,128.54328921830253,C,B,C,C,A,A,A,-75.55781582233325,E,C,E,C,0
Other,89,155.5102820290742,34.13535715068752,B,E,C,C,B,B,A,-36.46135537252266,C,B,B,D,1
Male,41,-50.792452760126196,-38.00325344617126,C,C,C,D,A,E,C,94.5459105547838,D,A,B,C,0
M,93,-19.776337730137904,51.19522218166277,B,D,C,C,C,B,E,18.253461027052936,D,D,C,A,1
Male,20,-25.070313845371683,120.29851785891996,D,D,C,C,B,D,A,55.00181598081551,E,A,A,C,1
M,28,67.50803622262389,86.48806798231278,B,C,A,A,C,A,E,65.18979285180167,E,C,D,A,0
Other,42,136.31476470236203,-10.174768287695388,C,B,E,B,A,D,E,-39.77149502605869,A,A,C,D,1
Female,53,-160.5181208813052,55.41621495342469,E,A,E,B,D,E,D,-68.32505176064099,A,B,C,D,0
M,62,157.0038752302176,-13.842717280157885,E,D,D,D,A,A,D,-55.37686367725967,A,B,D,D,0
Female,37,32.7776265862159,35.44314233514955,E,C,B,B,E,C,A,-41.87360891613239,E,D,D,C,1
F,27,-161.87339130416575,124.27627834320877,B,E,D,E,C,E,E,178.53215846291678,C,A,A,C,0
F,81,-78.97566990665904,-22.33738222355988,A,C,B,A,D,D,A,7.8896396684661125,D,E,E,E,1
F,85,41.73240881691429,-148.40941991565876,A,B,B,A,E,D,D,128.7038549546809,C,A,B,C,0
M,27,-8.796156556140863,-9.04630222714793,C,D,D,D,E,C,A,202.69977502131212,D,D,C,B,0
Non-binary,55,-99.81635295583999,145.7524802418967,A,E,E,A,C,E,C,-95.50309660924961,D,A,B,D,0
Female,21,-67.77270803445099,-27.573622622695165,D,D,E,E,B,D,E,-165.93353512989475,B,C,B,B,1
F,27,139.52467211967698,15.676651847919043,A,E,E,C,A,E,D,136.5037137528931,D,A,D,A,0
Male,73,273.18073128049593,104.0485118462132,A,A,C,A,A,C,A,217.8744338081731,D,D,B,C,1
Male,76,-24.107755831080247,-122.2157236097837,E,E,A,C,C,D,B,3.4191695940136393,C,E,A,A,1
Male,90,-61.6222184918538,-138.67064760098847,E,B,E,C,B,D,B,-118.97887183977596,B,E,E,A,1
Female,64,-19.04922518012779,-92.79523829212,C,B,C,D,D,D,B,22.885753156558568,E,A,C,B,1
Female,62,-109.56533470998662,102.77196922035256,D,E,D,D,D,A,E,105.59814949648445,E,B,C,D,1
Male,92,125.37201485317611,193.38034888897178,C,E,D,A,C,A,D,-155.12998215278157,D,D,A,C,0
Non-binary,45,92.92371297827235,31.665839787073125,C,E,A,A,D,C,A,-34.914470690483924,E,E,E,D,0
Female,57,-80.92120336803069,-27.279715282098838,D,E,D,E,D,C,D,-169.67727637017347,D,D,D,A,1
Male,81,7.3570546855074275,-189.06186908229878,D,D,B,C,D,A,B,-45.54780786953439,C,B,C,E,1
Non-binary,68,-0.06666810221027226,95.10112029154456,B,E,B,A,D,A,E,-160.4187384366466,A,A,E,A,1
Male,55,-1.813101317746654,103.28485694337076,C,B,D,A,C,A,E,103.9714175245794,A,E,C,E,0
Female,61,-175.97427331672415,-14.568213963730036,E,C,E,D,A,A,D,289.41173138762196,A,D,A,A,1
Male,63,-74.95993864825205,219.3675569496516,C,B,A,C,B,A,C,142.37925263566922,D,D,E,D,0
Non-binary,95,-56.10681860023011,-29.5367541238572,C,C,C,A,A,B,E,-97.42963762068912,C,D,E,B,0
F,65,-59.8816115366281,-28.990303592385498,A,B,A,E,E,C,E,94.81906567591403,A,D,A,E,1
Female,87,247.43046490609143,7.738215480584815,D,A,D,C,D,D,A,213.71021855159063,C,A,A,C,0
M,73,-48.30735790631511,-139.2833963017688,D,B,A,C,B,D,B,-284.5424962536995,E,C,B,C,1
Male,45,-34.01145127880346,63.83368107702433,D,C,E,A,E,C,B,33.56520819390213,C,E,A,D,1
Other,51,-68.24209469987173,70.20031449608899,E,B,E,A,A,C,B,45.561511993732736,E,B,E,E,1
Other,20,-127.77533509952758,-67.1409588666059,C,A,E,D,A,D,B,175.27367558480088,B,C,E,D,1
M,75,24.105047753619136,-15.600184405833776,C,E,C,D,B,C,E,153.29966815771917,A,C,C,C,0
F,99,6.2795838480437505,-46.18840729986113,C,B,A,B,A,C,A,112.00705428636685,C,E,D,A,0
Female,99,98.09229050313095,-21.83431348747192,B,B,B,E,A,C,E,35.00755015435696,A,C,D,D,1
Non-binary,51,-193.87801851081707,-54.644052993884564,B,A,C,C,D,A,B,179.31257046983717,C,A,D,C,0
Other,74,-83.55581942304869,19.676090403284512,D,C,C,D,D,D,E,-4.098068651974806,C,D,D,A,0
Non-binary,95,22.413046643432782,10.712704018293879,A,E,C,D,D,D,A,62.21868086936284,C,E,E,C,1
F,21,-37.08573053263225,133.33260513690846,E,D,C,B,B,C,D,36.34487664080427,A,E,B,A,1
M,26,-34.870142486245,76.01965354222735,E,A,C,B,A,E,E,101.10185564262797,B,A,B,E,0
Other,26,-160.27610088777698,-171.58461445547442,C,A,E,E,B,D,E,187.34378412883362,E,C,E,C,0
M,93,-95.29081871439884,86.89602880788635,C,D,C,A,B,C,A,17.547505582781604,C,E,B,B,0
M,67,-19.005550264425363,-28.941306583837083,B,D,D,D,E,C,A,176.50383895968363,C,C,C,D,1
Other,85,7.89062190711798,-2.7183533572261314,A,A,C,A,D,A,E,-36.83730255977636,A,A,C,B,1
Male,92,-59.497977428700565,114.60761475273908,E,D,C,D,C,C,C,-18.583192472967816,C,A,C,D,0
Female,55,72.17191864792034,90.64188122364527,C,B,C,A,A,D,A,167.84631465846977,E,A,B,E,1
M,63,-80.09712155507053,162.35005688062353,B,D,C,D,D,B,A,160.78834010131652,C,E,D,B,1
Female,31,-27.462815125938,63.0225961208122,B,D,B,C,E,A,A,-46.98289440029382,A,A,E,C,1
Other,86,267.8411396473667,83.52414510491732,D,D,E,B,E,C,C,59.416221594360685,A,B,A,D,1
F,18,66.4752591739571,-89.83995427900494,E,C,A,D,A,C,C,-72.17636662718377,A,B,E,A,1
Other,43,-69.65940824226166,-92.89442250939837,C,C,B,C,D,E,E,53.519186928687176,A,E,E,D,1
Other,61,107.19616915605359,48.25229812318803,A,B,E,E,A,B,B,-100.58013282682847,C,C,B,E,1
Female,62,-110.01387471404342,76.3401472508776,B,A,A,D,B,B,E,-11.418521820908063,C,B,E,E,0
M,40,-158.5910166929269,96.8271112566464,B,A,B,C,E,D,A,181.1441422917784,D,C,C,C,0
Other,26,-81.72415806495434,191.80520605393383,B,C,A,D,E,D,C,120.20487260071239,B,E,E,E,0
M,26,-185.65328506905794,165.17626542632337,D,D,C,E,C,D,C,151.85983809753674,E,D,E,C,0
Male,90,133.34138929264648,-125.3804213543964,E,E,D,A,B,E,A,10.22972602274659,B,B,A,D,0
Non-binary,97,37.785913057010454,41.50291208738457,C,B,E,A,C,A,C,136.1782647139808,C,A,C,D,1
Male,36,42.647825145991504,-202.08571213403695,D,D,B,B,D,D,E,136.9981242435384,E,B,B,C,0
Non-binary,18,-19.566548139022448,-59.82633435557763,E,B,A,B,D,C,E,-99.03538797047146,C,B,C,E,1
M,24,19.166759059127692,119.00999135020307,E,A,E,A,C,E,E,83.53608869327151,C,C,D,E,0
Female,55,138.228162954011,-37.21798696561688,B,C,B,C,D,C,B,11.9946876527668,E,B,D,E,0
Non-binary,53,20.81332631142786,-154.43639609222063,A,D,B,B,B,C,A,99.38617099835375,A,E,B,A,1
Male,44,26.97228165515207,77.07617697261081,D,D,D,B,E,C,D,-29.237902643928905,B,B,D,B,1
Other,27,17.163632546221866,-228.87932617421254,B,D,D,B,E,C,A,80.14305518001932,D,E,D,E,0
M,35,117.78490526353589,-151.05807574808063,B,C,E,E,B,E,D,-21.990010965338758,B,B,D,A,0
Male,78,-22.99395842495743,-32.69344006172556,A,A,B,D,C,D,B,53.73998236592534,D,B,B,B,1
Other,90,65.09991137334598,-108.8477919388494,D,E,D,A,B,E,A,-41.938370570660695,C,E,D,B,0
Female,75,42.560758573980856,-30.62618805230502,E,B,A,D,A,C,D,23.280298539917045,E,E,D,B,1
Male,76,-99.67912499373278,-18.205722963794887,B,B,B,D,D,B,B,-50.339136608336645,C,B,B,A,1
Other,95,-53.649850431228096,-54.38666172810177,C,A,B,B,E,E,D,109.89742294096823,C,A,E,E,0
Female,67,-64.64970586275226,35.51932661497381,D,B,C,A,B,B,E,8.010101189088331,B,C,B,D,1
Male,94,-89.85419023307786,74.46969799686846,E,D,D,E,C,E,C,24.699064589904665,D,A,C,B,1
Non-binary,45,-43.5288545080795,-130.04930785155128,B,D,E,A,A,E,B,97.93378141290994,C,C,C,D,1
M,69,33.82889981922524,25.71906197392914,D,A,C,C,D,A,D,42.55344468235345,A,C,B,D,1
M,25,-67.69231650409179,171.79484595453553,C,C,B,C,B,B,E,-190.5515528900222,E,E,B,B,1
M,93,40.255739652632336,-43.603589079554354,D,C,A,A,C,C,A,32.09795368428089,C,A,A,D,0
F,62,35.82184448440792,104.02875852727422,E,C,E,C,D,D,E,86.75718858764289,B,E,D,A,0
Other,80,-60.7262276003587,-175.84495251811208,D,B,E,D,C,B,B,-137.7298938150951,C,D,C,C,1
Non-binary,90,73.23275988417073,44.410770877460216,A,D,E,A,E,E,C,177.46138153523745,E,C,B,D,0
M,76,-108.39068640213358,-95.56313364748394,E,C,D,A,D,A,B,-71.10649238396566,D,B,A,B,1
Non-binary,45,107.69479397742907,113.55797601960083,D,B,C,A,D,A,C,36.89187848264273,A,E,E,D,0
F,46,183.7601612671395,-22.43974248045257,C,C,D,C,D,C,B,97.66642189744252,B,B,A,D,0
Non-binary,27,75.7729500216166,124.01314852160998,B,E,B,B,C,E,E,-213.329899999199,B,B,C,B,0
Non-binary,99,10.737622651253943,-6.009614112172596,C,A,C,A,C,A,B,-110.3378868162809,B,C,A,A,0
Other,38,-114.07750714270577,-160.6425434264462,D,D,C,E,B,A,D,43.31606496965031,B,A,E,C,1
Female,86,-8.784773080104742,148.16632381561948,D,C,C,B,C,A,A,4.471833968440437,B,A,C,D,0
F,60,188.26045781882118,153.49934943772004,C,C,C,B,E,B,E,22.934525362171996,A,E,E,A,1
Other,74,45.822054352778416,49.638395362791535,E,D,A,C,B,A,A,-29.17973698898979,D,D,B,E,0
Non-binary,36,-57.53336855091447,220.51934970659028,D,B,C,B,B,D,A,61.21119031562783,B,C,D,D,1
F,62,-22.40394920272686,118.72436931743242,D,C,C,B,C,B,A,4.832785546086192,D,A,A,C,1
M,99,-86.85728113697087,-148.83148698673892,D,B,A,C,B,A,E,161.44317570996148,D,A,D,A,1
Male,21,53.53644171059984,-122.17248134492753,C,E,A,C,D,C,B,-157.92862263754665,B,A,C,B,1
Non-binary,26,113.7482494921271,131.96120796678946,C,D,D,C,B,D,B,155.64057723533412,A,E,D,A,1
M,57,-122.52948685771081,131.29827257249644,D,B,A,C,B,C,B,-52.85513964036305,D,A,B,A,0
Female,84,-118.0559472264261,38.53177049049958,E,B,A,B,C,B,E,-107.72355498019289,D,C,B,A,1
M,46,75.52486877155046,14.256581010693035,A,B,D,D,C,D,D,130.66562792674142,E,E,E,B,1
Female,19,-147.3227585553468,33.21645557504855,E,B,C,A,A,A,E,134.15075086806428,D,E,B,E,0
Female,89,29.17412781185621,86.22459877909743,E,D,B,B,C,E,B,-59.9630015005992,D,E,A,A,1
M,99,-51.996633142317435,48.482260378914596,A,A,D,C,B,C,A,59.86150046726314,A,B,D,C,1
Male,95,98.957110014053,-104.18925415313687,D,C,A,E,C,B,E,-53.69982217094951,E,E,E,E,0
M,54,179.21111479870186,-208.19733405930322,A,A,A,A,D,E,C,17.98985232715006,D,B,E,C,1
M,39,172.69364031998293,-110.62931455570168,E,E,D,A,C,D,A,-39.08060665166449,B,A,C,B,1
F,44,-50.91441233246336,20.45556670685935,B,B,C,B,E,E,D,-54.351230168465335,A,B,B,A,1
Non-binary,62,-223.13785481531357,214.97932639718584,D,D,A,D,B,D,C,155.2094737556695,B,E,A,C,0
Male,73,-256.5766362669299,-24.009158457746086,A,A,C,D,D,D,A,-68.05753017847415,D,A,C,E,1
Non-binary,67,-6.87277925610412,-4.585146176978528,A,C,E,E,C,E,C,102.30714568053499,A,D,D,A,1
Female,32,-186.0469715222867,-115.67427566601323,E,D,B,C,B,D,D,-152.35830353618132,C,A,C,D,1
M,20,-11.390652474194729,-141.86042945869445,C,E,C,D,C,D,A,-37.69760660708133,A,D,E,D,1
Male,32,-148.34973864437015,101.70666686965217,A,E,C,C,C,A,D,49.54221840340078,A,A,B,A,1
F,24,-45.5563607357407,-18.570863347815376,B,D,A,A,B,E,E,54.30233497301047,D,B,B,E,0
F,35,-138.982847921251,-27.476643956640157,C,D,B,C,B,E,A,40.020723926872556,D,A,C,D,1
M,65,147.50070249745139,-80.64902452607396,C,B,A,B,A,B,E,-195.30860958357135,C,B,E,D,0
Male,35,-131.4673578569578,-25.096756214193626,D,C,D,E,B,B,B,33.48893049170752,D,D,A,D,1
Female,98,73.51480541993793,-5.823115905157068,E,B,B,E,D,C,D,-68.3228763132156,B,B,C,B,1
Other,94,-48.91086263303217,51.20712800827986,E,E,B,C,C,E,B,-122.58839346006123,C,B,C,A,1
Female,72,55.640793073020355,-169.0109815023323,E,E,B,A,B,E,C,-83.00462892002024,E,D,B,A,0
Other,35,84.23497104788117,-3.5500081671601285,D,B,A,A,D,A,A,-13.649162476078235,B,D,D,B,0
F,76,-50.89558148511241,-58.12002695231057,C,B,A,B,D,C,B,-64.02149449666405,A,A,A,C,1
F,41,-76.01695169312046,92.89618069779759,C,D,C,C,C,B,B,78.48036702523858,A,E,C,C,0
F,81,-12.407929990752459,-112.40944830129706,D,A,B,A,E,D,D,6.615509803168424,B,A,C,E,0
M,30,-150.77744492847717,-6.764106540696961,B,B,D,E,C,C,C,-93.12894372367764,B,C,E,E,0
M,39,48.429464763243885,-4.447943687453864,B,D,A,C,C,B,E,-114.54757874598442,E,E,B,B,1
M,36,-13.99443303155656,164.84829130846975,B,C,A,B,E,B,D,133.8365001838135,B,D,A,D,0
Male,46,132.62207020578958,67.32967518907812,B,B,C,B,C,D,C,-165.0828952368321,B,C,B,A,1
Non-binary,24,15.577897721582378,-15.844501053426848,D,D,B,D,A,E,B,131.20163999273328,A,D,C,C,1
Female,38,55.971202034155645,-98.71289944139102,C,A,D,E,B,C,D,43.98828174369883,C,E,A,A,0
Other,33,5.629872525076521,-91.98636834258072,D,D,E,E,C,D,D,-143.65532009091777,D,A,A,A,0
F,26,-57.58748270903043,-74.83263580483556,D,B,D,E,B,A,C,47.457242051901325,C,A,B,E,0
Non-binary,80,-92.54351689957782,-11.701455307030137,B,A,A,D,D,E,B,-9.56380357907483,B,E,D,C,0
Other,94,117.28255677006074,-23.54241135018162,D,A,C,A,C,A,E,42.5924599483389,E,A,B,A,1
F,28,-15.392270262413325,66.11270670905311,D,A,A,B,E,D,D,150.30633660243774,C,E,E,D,0
M,65,-16.90608726044916,35.56671332438596,A,B,B,A,C,D,D,118.06168210525824,C,C,C,E,1
Other,29,86.72911060430873,-15.230313690844147,A,D,E,E,C,B,A,-172.56988685270915,D,D,A,D,0
Non-binary,18,140.3695865198451,-31.08332013443848,E,E,A,D,B,D,C,74.52924610628034,A,A,C,C,0
Other,54,73.21170101371256,-28.39408716554116,A,A,A,D,D,C,B,27.669655802034537,B,A,C,D,0
Other,48,-280.40369472022786,92.73061671192734,D,B,B,A,E,D,A,141.7229622612898,C,D,A,A,1
Female,68,141.91081961422188,-104.87233700452587,C,E,B,A,B,B,E,-34.19831400675184,C,D,E,C,1
F,51,-8.423264528590444,-172.42631857957306,E,C,B,C,D,E,E,158.19524109447758,C,D,B,B,0
F,37,-154.58926247123074,-72.42306413486212,C,A,C,C,E,B,C,183.18122459611337,A,D,D,E,0
Male,92,5.709046512712166,-60.85582735582401,C,D,A,E,A,B,D,156.49278606082754,C,D,D,E,1
M,59,176.08604314266492,85.00264932511335,C,E,B,E,C,D,E,68.00387089926565,A,E,E,C,0
Female,60,18.47633732435881,-96.07231635796903,D,A,B,C,E,A,B,-3.3133427493411154,B,A,A,D,1
Other,76,91.34574837217376,-64.74869379818337,A,E,D,C,C,C,B,-73.8397923020082,A,B,C,E,1
Female,45,150.68708767863413,-46.70955719738794,A,A,B,C,E,C,D,-199.20851526045968,B,D,C,C,0
F,72,161.62724007787915,64.15489209609284,C,E,C,D,D,A,E,-44.78234788730451,C,D,C,B,0
Other,64,-39.868440909977295,165.3542542488829,E,E,E,B,A,B,D,-79.43757554854683,B,C,B,A,0
Other,24,-195.44288061731,-58.9545012919233,E,B,E,D,B,D,B,89.77471797926572,C,E,E,B,0
Non-binary,29,28.030169609604137,-118.63887322917763,A,A,B,D,A,B,C,-1.292706257533926,C,E,E,B,1
Male,49,23.270061675919816,4.3609389796425235,E,C,E,B,B,E,A,247.65538210931578,C,B,C,C,1
M,86,-65.67895046552293,116.1946631044341,A,D,E,B,A,C,C,90.27586261700064,E,C,C,E,0
M,45,81.52135247690146,101.02170155697661,C,A,D,C,B,D,A,-200.3265955663018,B,D,D,E,1
M,61,-32.383403006706715,-136.44343533543605,B,D,C,D,B,B,D,-175.2189026423172,A,E,E,B,1
Female,63,-95.74389335019451,-69.70971022172394,D,E,D,B,B,B,D,-102.28680045524115,B,D,D,D,1
Male,78,56.430831548355606,57.52549105370364,C,E,A,C,E,A,C,11.26162537578826,D,B,A,D,1
Non-binary,84,-28.587814293876683,12.250822878454112,E,A,C,E,B,A,A,-83.49445756478016,E,A,A,E,1
Female,62,2.6856447313726868,-30.04659533286197,C,C,A,B,E,E,C,14.809246725710064,C,D,D,A,1
Female,51,-65.58610642142764,-127.0795205386557,C,E,B,D,B,D,B,180.37065188271032,B,A,B,D,0
Female,99,151.1199017664363,-142.6757537649345,B,C,B,E,A,B,E,23.838313262338705,D,A,E,E,0
Female,41,-35.60077380613486,-89.62095522202809,E,C,B,B,B,C,C,33.0104983981019,D,D,D,B,0
M,41,-227.29662240608235,-142.46688242005186,A,E,B,B,A,B,D,162.21428151266053,E,C,C,E,0
Other,65,5.67742500351195,-14.384321417760116,C,C,D,A,E,E,E,-166.2027187962606,D,A,D,E,0
Non-binary,31,78.75835730191176,-8.72435096274157,C,C,D,D,E,E,B,-149.93003412732455,C,E,D,B,1
F,88,23.934382987350183,-182.56466289523206,E,E,E,D,C,B,D,-46.42941141396676,D,B,C,A,0
Other,38,-211.87724633592805,-166.98725968984257,A,A,A,B,E,B,E,133.3414964092394,A,D,D,A,1
