nationality,military,orientation,Religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
India,Yes,Homosexual,Christian,-44.29027560044569,-30.16633692575382,A,E,D,26.239756557076472,210.9412548695203,E,E,-64.03292069507825,1
Brazil,Veteran,Homosexual,Hindu,-57.34945392197376,-113.16994345770843,A,D,D,-56.27549534519931,36.73370081421346,A,C,-6.688324117759638,1
Mexico,Non-Veteran,Homosexual,Jewish,49.97026522766378,25.888400997012546,E,E,C,-29.780126373407466,155.1544055121394,B,E,-115.45792650965885,1
Germany,Veteran,Other,Jewish,-30.01693344862124,-52.31856679321979,D,E,D,-50.5337993230375,-88.95020605064455,C,C,-2.1412047646368904,1
Mexico,Veteran,Other,Hindu,20.596366326761995,-121.2060306221906,A,D,C,126.06514244079013,-34.59281101960058,D,D,-51.624000295633955,0
China,Non-Veteran,Homosexual,Jewish,-20.35442545447717,-115.01007869888052,E,E,D,49.25441392353829,118.4652209991655,C,B,-117.37865396058905,1
Germany,Veteran,Heterosexual,Jewish,-208.93097939187112,-53.42396582642234,E,A,A,5.081070137336419,113.51850275252617,D,E,-15.70686948169351,1
India,Yes,Bisexual,Jewish,-29.44652277933763,41.133101424081595,B,A,A,-15.205607728582418,68.75949264325851,A,C,-94.93910274791261,0
Germany,No,Other,Buddhist,68.09112674213006,155.58323190012896,B,D,A,-5.047478365158929,-40.146299655898886,E,C,-79.06160796113001,0
US,No,Other,None,153.23335412921702,-27.705175984678082,A,C,C,172.37531777218288,-88.57881531602698,D,D,-3.1107173839070033,1
UK,Veteran,Heterosexual,Muslim,78.57156264363637,19.96575376686536,D,A,C,18.43542496941297,3.4432124708487133,D,D,-41.381375303881406,0
Mexico,Veteran,Heterosexual,Muslim,-94.29202605630537,-3.645544638826096,D,D,C,98.03763438297118,6.013781638729941,D,A,-97.2865647126975,1
China,Yes,Homosexual,Muslim,53.099390506053425,29.676516009713396,A,D,A,-47.27791966753782,-175.2997046126984,C,A,-79.42211270871621,0
India,No,Bisexual,None,36.35764476599609,-3.932969689830134,E,E,B,-2.4514343736758626,-188.9107385683965,B,E,-52.724974374633526,0
UK,Non-Veteran,Other,Other,-152.29379395902225,150.2817426518557,A,D,B,56.84483382315831,38.374514785705784,A,E,-93.7274925138248,1
India,Veteran,Other,Christian,93.09699980906605,14.003927481416712,E,A,D,104.30341264891277,38.66388440027105,B,B,-76.35794374714557,0
UK,Non-Veteran,Homosexual,Hindu,114.25190350307352,28.034982931295993,E,A,D,-166.5482339149611,55.1852961001474,A,B,22.183125037313204,1
Other,Yes,Bisexual,Muslim,53.364434561787554,-55.346381951336554,D,D,C,17.275415214005406,-1.5079967680169724,C,A,84.91747006593047,1
UK,Non-Veteran,Homosexual,None,111.84831382973191,-123.59293928930484,C,E,E,104.81572097538086,-39.27297375595891,E,E,-72.8160001866124,0
Mexico,Yes,Other,Jewish,-5.1746962695654,-81.21906062703972,A,E,C,-6.8236154464993914,-78.20455183533687,D,D,-42.484151590882604,1
India,No,Heterosexual,Muslim,152.18509177645885,-49.66595111065215,A,E,E,165.95346309479234,168.5660629773764,A,E,14.031287317950595,1
US,No,Bisexual,Buddhist,77.08197383407534,18.244907729384135,E,C,C,164.39584115460323,124.19448271983936,A,A,248.8515571175964,1
UK,Non-Veteran,Other,Muslim,-191.3134108006175,-51.58942990991605,B,B,E,3.5957055494832253,61.061486735919516,B,D,-146.14989378262933,1
Mexico,Veteran,Other,Other,17.040005024859035,-124.77401308352822,E,C,D,35.496767298407015,-65.48981214717674,E,A,-99.44910006797093,1
Brazil,No,Other,Christian,157.8721779590633,-40.25874041469123,C,E,A,-176.43421326185265,77.88941857287573,E,B,181.78800666381986,1
Brazil,Veteran,Bisexual,Jewish,-229.4616563345772,-143.67356221073044,C,C,A,14.057361640018588,-26.992752398838167,D,E,194.00925411197733,0
Mexico,Veteran,Homosexual,Other,87.03635385175922,-147.11717953983148,E,B,A,46.62275829446577,134.39444591054138,D,D,67.8112749230095,0
UK,No,Homosexual,Buddhist,-6.129780609794777,200.92163266318522,C,A,E,-58.0205091424229,-120.49655205454444,B,A,-149.84704738099975,1
Mexico,No,Homosexual,Christian,-24.86329342209991,-43.464687939616425,B,B,A,4.482494462540598,2.1225764932309734,E,C,182.44218172054852,0
India,No,Homosexual,Other,-112.24365559830976,34.678845209073486,C,B,D,-58.1850593163738,228.99811619760496,E,B,183.92714300683767,0
Brazil,Yes,Bisexual,Buddhist,-43.71312133419645,76.84326564206393,B,B,E,-56.06021437694616,-63.871707684182,E,E,-12.134955837641852,0
Germany,Veteran,Heterosexual,Christian,46.39653756417344,-84.08272163344529,E,D,C,-199.17777891945374,138.65298236384442,E,E,-3.183530428112373,0
Brazil,No,Homosexual,None,-249.0304560389755,131.56391755914535,D,A,C,5.468596745943757,-196.934249590534,B,B,-131.76440484941259,0
Brazil,No,Other,Jewish,32.26168586234907,147.6660567013776,D,D,A,-61.948645115140465,71.75805798585901,C,B,2.3731163902043915,1
Germany,Yes,Bisexual,Hindu,224.54067828246292,-127.47516079360875,D,D,C,55.189509547563766,-19.262479961667623,A,E,-30.35862652841122,1
US,Non-Veteran,Heterosexual,Other,3.8083336545286146,100.45631832939044,B,A,B,-61.71695283600099,-30.331204418065262,C,B,-28.22578961875915,1
India,No,Heterosexual,Other,0.6405043347493862,42.92329693075074,B,C,C,-65.4562919161106,153.8802370485674,A,E,106.0096705760826,0
Germany,Non-Veteran,Homosexual,None,-33.59003271984169,82.80889112931308,D,E,B,-98.06505886037893,129.61677087188062,A,B,75.84250242210697,0
Brazil,No,Heterosexual,Other,-108.45929146072568,142.5163982405044,E,B,E,-28.05075257450122,67.814161552382,C,A,-41.08677987058709,1
Mexico,No,Other,Hindu,-57.5991359115434,-96.72969156211153,D,E,C,113.77395387633446,96.01718005996187,A,A,70.6495229389275,1
Other,No,Homosexual,Buddhist,-35.80846231810943,-135.0122367332053,A,A,B,-111.79484162665854,-81.75565016809384,C,B,-51.50884329247115,0
US,Non-Veteran,Heterosexual,Other,31.995349408878766,-202.98361345773998,B,D,D,9.337117978327742,-180.7669924056745,D,A,94.56988410659125,1
Other,Veteran,Homosexual,Muslim,188.95021039051494,162.5221950700189,D,B,A,-62.67977298783184,-80.66607596830282,C,E,-202.6213503785832,1
Mexico,Veteran,Homosexual,Christian,-11.978646416951607,-128.7082524851409,B,C,C,-83.54742649674147,-86.56318331841241,C,C,-6.641542351072189,0
US,Non-Veteran,Other,Other,69.56219837233697,29.801723872043436,C,B,E,-26.794531120953852,175.06375539339865,D,A,-72.83797679283668,1
UK,No,Other,Muslim,35.913812605867385,57.40078712207506,D,A,A,31.548448589693933,-12.127621820788578,A,A,-9.919503507357968,0
Mexico,Veteran,Bisexual,Buddhist,-54.4167649425926,89.95319654026702,B,C,E,8.237245483159304,20.68361130886155,B,C,45.08988461266385,0
Mexico,Yes,Homosexual,None,9.952915066159711,-20.351532815848657,C,E,A,-15.515432134836407,95.61372851411815,C,C,-49.72218021369631,0
Germany,Non-Veteran,Heterosexual,Christian,-24.197440371149963,69.0837648331495,B,B,D,173.80637613787087,-70.39630427147321,A,C,-60.3365587701863,0
Mexico,No,Other,Muslim,41.73448725883244,52.635085620042034,C,E,C,49.82545615861189,-22.855632593050775,A,A,180.66724070178083,1
India,No,Heterosexual,Hindu,-111.45699578043195,-13.830968992976656,A,C,C,86.31329291596204,-97.7731492398411,C,A,10.68839055387296,0
China,No,Other,Muslim,76.99818296583608,40.202462946097306,C,E,B,8.468755189778301,18.19755364139139,D,A,-14.464136638382442,1
Mexico,Veteran,Homosexual,Christian,53.96981724320089,-110.26916733014392,E,A,B,-121.62974243857292,11.140272366181245,E,B,-40.78855765656581,1
US,No,Bisexual,Muslim,36.514186340355124,165.1056539495914,D,A,D,32.3314802768985,-86.94440080653575,E,A,52.60273966258337,0
US,Non-Veteran,Other,Buddhist,209.23023475443063,119.70975092479176,E,C,B,-27.842515082316922,-51.66729443002519,C,B,-5.365759118022472,0
Mexico,Veteran,Heterosexual,Buddhist,76.46522592626003,114.7400226609962,B,D,C,-31.09727817506443,-258.67752084834547,E,A,149.84225543697406,1
Mexico,Non-Veteran,Other,Jewish,-206.12908261667414,-15.253666524793225,A,A,A,54.84368794037899,111.0222560881027,D,A,34.112073723061656,0
China,No,Heterosexual,Buddhist,-26.83969744839002,107.0280304225018,B,E,A,41.56233356354326,51.98016348134258,A,C,80.16072813557112,0
India,Yes,Heterosexual,Hindu,53.69938654726953,-164.50772842037816,D,B,E,9.345308626778008,-32.611927196728175,E,E,6.011598874011203,1
UK,Yes,Heterosexual,Christian,-96.33956529331878,23.62737787713253,B,B,D,-117.93019344884715,22.037791551442144,A,D,-14.820554108032082,1
India,Non-Veteran,Heterosexual,Jewish,-108.43451986526784,7.682283929904507,D,A,C,8.016948635970039,36.251946394056674,E,A,-32.49399408696348,0
UK,Yes,Heterosexual,Christian,28.030658149113496,-209.15190169536703,E,D,A,-34.05864956298396,87.57523031387296,A,A,-92.0387497957447,0
Other,No,Bisexual,Buddhist,-140.98349855712107,-111.09801942574424,E,A,A,93.96383507828239,54.26985712026694,D,B,-97.36121157779661,0
India,Non-Veteran,Other,Christian,-78.07923188989028,-185.6218077840676,E,A,C,-38.515640315731304,-59.71322596070151,C,B,88.05243274792002,1
Other,Non-Veteran,Other,Other,-220.41246731845132,42.379964032443915,D,D,B,-61.10057381488734,-37.77958491163046,D,C,66.47936970362612,0
China,Non-Veteran,Heterosexual,None,43.616440419116245,31.14553118699177,E,E,B,83.78323312786942,-144.99262629609845,C,E,-202.6546580528208,0
Other,Yes,Heterosexual,Other,-77.05150341148426,-60.717740436552795,D,B,B,53.59224340922534,71.49825479404625,A,C,-50.1250789866316,1
Germany,Yes,Heterosexual,Muslim,38.673956252453245,-95.81279086619703,B,C,A,-77.39813104960037,189.26208674333276,E,C,-189.03524386577385,1
Brazil,No,Bisexual,None,-59.52698186490287,-205.8721294758858,E,A,D,140.08433494284287,-22.425877336028815,D,D,-191.6497490685273,0
Mexico,Yes,Bisexual,Other,-62.88964451948428,-151.60561933730014,E,B,E,44.08049032134711,-57.289639383357674,C,A,-97.35361384091962,0
China,Veteran,Homosexual,None,2.116642680249469,-48.845047269322414,A,D,C,-93.47715901561692,-65.8239222756313,B,D,-124.01186953013661,0
Mexico,No,Other,Hindu,-43.57824283214137,27.214224547973203,D,C,B,123.93580834843326,217.03028711921246,A,E,9.715032758788734,0
UK,Non-Veteran,Homosexual,Buddhist,-111.77633852735171,59.59165356978791,D,E,D,-10.0125893221505,38.33990807594188,E,B,-150.38384576493377,0
UK,Veteran,Bisexual,Buddhist,88.73608293023537,-232.26830848209278,E,D,B,101.9902052165295,-141.5194344648253,B,C,-244.35440042328514,1
Brazil,Veteran,Other,None,127.18327425645704,49.15108415018332,C,E,A,19.990714916206645,70.12042328548607,A,E,-171.53806997560488,0
India,Yes,Homosexual,None,-93.02727485793166,97.2444170818702,C,A,A,-99.72462353963539,-71.2241028967187,E,D,27.722588007248845,0
UK,Veteran,Bisexual,Other,-56.33661272356703,57.10592615233053,B,D,B,-23.505429975097947,-143.80755817527543,E,D,-281.564051262443,0
US,Yes,Heterosexual,Other,-73.80506472504858,60.46982826327182,A,B,B,-112.83921269298966,-0.33072039018596816,B,B,-112.38079027544312,0
Mexico,Yes,Homosexual,Other,162.84320464983676,-53.584079144391126,B,B,A,-130.21204763075502,7.846217253254628,B,C,-39.01199333001519,1
Other,Non-Veteran,Other,Jewish,-119.68167583011792,161.53637218206657,A,C,C,-87.61930405644486,-10.57152679614301,E,C,74.86860314728267,0
Brazil,Veteran,Other,Muslim,15.817371560451093,133.07187928863428,B,E,A,-66.3625909647397,197.34822021926283,E,A,82.36850383056111,1
Brazil,Non-Veteran,Heterosexual,None,48.61129526138026,89.47111169411762,E,D,C,24.939883645929946,-72.99689361232247,B,B,65.29103519988517,1
UK,Non-Veteran,Homosexual,Christian,-126.17446504085572,75.76830420419928,A,D,C,52.618884866495705,68.69249090514968,D,C,-66.343632027837,1
China,Veteran,Other,Hindu,-35.853483099824565,100.0701501075681,E,E,B,-56.83740283499511,31.742413124916414,B,E,8.884707836921272,1
Other,No,Other,Jewish,104.76367824060908,-77.5380446366867,C,C,C,-105.07938188384882,84.9928132784673,D,E,-50.78895848212434,1
Mexico,Yes,Bisexual,Muslim,-69.74721814305954,-5.465485860396671,E,C,D,-31.550881325495794,-83.47578757095151,E,B,314.33335768841044,1
US,Non-Veteran,Homosexual,Muslim,64.04672547033769,44.40636011393879,D,C,D,-70.71640036633352,187.81046954802036,E,C,18.7807146086366,1
Mexico,Yes,Heterosexual,Other,-25.614753720369244,-27.864641029732052,E,B,A,21.04856233806678,59.54992225676096,B,A,-10.38349304609967,0
US,Veteran,Other,Hindu,-42.78188157215633,-12.0903996944626,A,E,A,0.36401446912388385,76.98453280707646,B,B,-72.74088302570908,0
Other,Non-Veteran,Homosexual,None,-132.61665330811837,-46.68342930655195,E,D,C,60.48646189788952,-88.35944308416134,E,A,-30.85314295907166,0
India,Yes,Heterosexual,Hindu,-3.8897299143057564,-83.56250299664164,E,C,D,71.90222969888612,-59.170697642661274,B,C,73.39894510942962,0
China,No,Heterosexual,Muslim,-54.403183468187635,7.852348360889925,E,C,D,17.356806707325546,-57.23208524439064,C,D,-156.93470889060305,0
UK,No,Other,Christian,8.346157023708578,86.43477945601632,B,D,C,76.7526914445693,9.710045518195592,A,E,-49.34280803810576,1
India,Veteran,Other,Other,13.544271805933697,107.30891985218496,B,E,E,-90.97246673346852,-58.99878798665602,E,C,-46.07245011667476,0
China,Non-Veteran,Heterosexual,Christian,146.0638974902346,10.631602007679923,A,D,C,-74.069201793912,-150.8212386858818,C,A,38.527017627541056,1
Brazil,Veteran,Heterosexual,Buddhist,-74.63667279949972,122.38478821971206,A,E,B,-47.1501262329935,-92.39043741302379,B,D,-69.45840313396266,0
India,No,Other,Other,82.41699369781318,110.08118479536633,E,A,C,-0.6795851488014805,47.378642596883125,B,D,-40.83969266560683,0
China,Veteran,Bisexual,Hindu,-117.6803682378932,-47.05502690983401,E,C,C,13.577850164485117,-60.2148192469704,D,A,-35.026654597164054,1
Brazil,Veteran,Other,Other,209.7835351947956,-136.81483628489687,E,C,B,-20.57083306412652,-3.32382756884695,C,C,176.4786884633433,0
UK,Veteran,Heterosexual,Christian,215.3918956566637,53.152638385368036,C,E,E,67.59002235212604,16.11948109591858,D,D,22.035962891767586,0
US,Veteran,Bisexual,Hindu,-1.5014624240144858,88.25394785776966,E,A,C,-60.698839190269084,-169.3087843510051,C,A,-29.51118686764928,1
Brazil,Veteran,Heterosexual,Muslim,-42.075712655897064,-15.327617742452555,D,C,D,30.159215779302656,-25.189991452187492,B,A,-20.074266647304274,0
UK,Yes,Other,Buddhist,135.09598390148517,21.09180632487833,E,C,C,61.66040111062168,111.26288071815502,C,D,101.98911732921975,0
Mexico,Veteran,Bisexual,Jewish,30.712938076845635,145.46766916920376,A,C,C,18.506947599807706,-92.4080464263105,E,B,-77.14273865609862,0
India,Yes,Bisexual,None,152.22773403820077,100.73091312289752,A,B,D,8.86209364349168,-32.89751851266992,C,C,40.18596021494348,1
US,Non-Veteran,Bisexual,Other,-192.59025279064565,-93.85357178709381,D,D,D,106.36344749216565,-76.11612132212927,E,E,112.98806460255848,1
Other,Non-Veteran,Bisexual,Jewish,16.898822606965997,198.94063601651132,D,D,E,-38.269773452347124,-36.314219663952194,A,A,60.1981032448525,0
Other,Non-Veteran,Heterosexual,Hindu,108.87169842747993,-27.948375407513165,A,B,A,36.23345377611854,46.93840220189245,D,B,-17.390823592993627,0
Other,No,Heterosexual,Christian,78.7268871816739,-23.689466061111226,E,A,D,-124.94018748033187,-88.47292053689463,A,A,-86.74512694315158,1
China,Veteran,Homosexual,Christian,258.103327382237,-36.09022724521178,A,B,B,72.30517526613794,-15.673856419478813,C,D,51.49745708340399,1
US,Non-Veteran,Heterosexual,Other,-2.129118495413455,39.3505780123612,C,C,B,-114.41031944963684,-228.63511917990417,A,D,-45.18561863499777,1
Mexico,Non-Veteran,Homosexual,Hindu,-316.5813710577205,-104.98984683413451,A,D,D,-76.01203410354883,-46.663357886014076,C,A,32.88465584461026,1
China,Yes,Bisexual,Jewish,36.40178882367512,-265.41007596016095,D,C,E,75.84177014541208,173.18232566390276,A,A,-175.09810241333633,1
Germany,No,Bisexual,Other,78.87304576816965,-38.35090361208229,D,E,B,66.05284059152119,4.001379203692891,A,A,-5.23983978253556,1
India,No,Homosexual,None,-51.15831603496868,-52.04369985958027,A,B,E,-209.0247426540338,-33.0211934417408,D,B,-52.04850062959048,0
China,No,Bisexual,Hindu,12.110811166017331,56.82214428494693,D,A,D,-24.250385512176916,-60.65569582187638,E,E,143.33105321349169,0
US,Non-Veteran,Other,None,-85.18629747498206,13.541213908538666,E,D,C,127.58962068852848,-49.4946879778791,A,B,-14.033163045535076,0
India,No,Heterosexual,Buddhist,137.1066725577581,-23.790603284682458,E,C,E,23.855678316740548,-35.81545534892538,E,E,26.86987148720074,1
China,Non-Veteran,Bisexual,Buddhist,313.3174794347751,104.69311206159095,B,D,E,-261.16270031779,92.71471562000063,C,D,-67.47685035059824,1
India,Yes,Homosexual,Buddhist,153.89339733944337,52.74241432832375,C,C,A,-27.46775690561319,113.49934906669586,A,E,76.96167800045619,1
US,Non-Veteran,Bisexual,Buddhist,220.56644173595438,-239.2973318976917,D,E,A,44.03136030960792,9.374449447107908,E,D,66.79393398904732,0
Brazil,Yes,Other,Buddhist,93.92697722447656,-117.72303922945211,E,C,E,74.07241638495563,-22.994031728624645,E,B,90.96881057273892,1
China,Non-Veteran,Heterosexual,Muslim,80.95319543924847,-120.5351183772268,A,A,B,-47.4105220982326,-45.40165241372798,E,C,-16.226437112035207,0
India,Non-Veteran,Homosexual,Buddhist,-89.43027003395649,-94.2459274185264,A,B,B,97.68101139887992,-62.09693214874964,C,C,-267.2629276688529,1
China,Veteran,Other,Hindu,-211.16697184673137,-11.520705801327388,D,A,C,-15.247146364228662,-71.54446814206497,D,B,-18.17489001606523,0
Other,Non-Veteran,Other,Buddhist,-37.009854676384194,-130.82281275027376,B,B,B,63.70037553297194,-45.485567806009925,A,E,121.83035833203044,1
Germany,No,Heterosexual,Hindu,288.7459139460589,43.6761610929005,C,B,B,24.185414122353976,99.50391110225505,E,B,94.06779229664272,1
UK,Non-Veteran,Bisexual,Other,29.608476201731428,100.71934215925016,D,C,B,-0.2989209195378571,-157.89360220586332,D,C,-184.70706502145816,0
UK,No,Bisexual,Muslim,-10.05340603762673,-110.84010057915943,A,D,B,-42.18855077840176,-28.40651617450549,B,E,-3.4180677240482633,1
Mexico,Non-Veteran,Other,Jewish,-24.327387270153014,-47.16361729740331,E,D,D,32.18903936978486,-39.371268313263535,A,C,41.07958295186957,0
Germany,No,Homosexual,None,140.86569955881677,102.89410332306956,B,E,C,217.49765964369922,-90.83859985403426,A,A,-270.60624149208815,0
US,Non-Veteran,Homosexual,Jewish,93.66340387842811,-30.45488279032358,D,D,B,-57.56718801074745,73.01974667978898,C,A,-7.0080686072998555,0
China,Yes,Other,Christian,1.5539169375588846,-23.467306906191254,D,E,E,183.83778789855828,-104.29116451218698,B,E,41.18478918985946,1
India,Yes,Other,Christian,-138.2683009757065,76.13477925787775,E,E,C,51.85328806443429,-165.91002809034055,C,C,165.0104761440253,1
Germany,Non-Veteran,Bisexual,Christian,-117.2510816213921,-84.89087678683951,D,C,A,39.47543537320169,-57.5062294600241,C,C,19.11233497258728,0
Brazil,Yes,Bisexual,None,-90.20815671112396,-101.00173910704393,D,E,B,-169.51099931964717,-114.323813754697,B,D,220.92461968621936,1
India,Non-Veteran,Bisexual,None,-43.746660558546644,116.66294354500148,C,E,A,91.44854245692113,82.24360227083642,C,A,32.91104875071098,0
Other,Non-Veteran,Homosexual,Christian,-41.63360679805226,53.60015923329392,E,C,C,-253.36083387128033,129.34375322763464,B,A,34.35820074818567,1
India,Non-Veteran,Heterosexual,None,-40.01059999464349,-51.920658999822166,C,B,B,168.4573266640633,-83.7076127604727,D,D,-0.6406049381002581,0
UK,Yes,Heterosexual,Buddhist,10.667376930060325,182.00814145310824,C,E,B,62.665157500076184,2.270363261218232,B,A,37.092069856725814,1
US,Yes,Other,Muslim,-177.44024505786953,81.94293215307157,C,E,E,-29.23552651132554,-68.40073523192063,C,C,-91.59323111385909,1
US,Non-Veteran,Bisexual,Other,61.87023740599913,-63.17586580927526,A,B,C,89.12208075501383,-98.17600546454568,D,C,16.76013829653776,0
India,Yes,Homosexual,Jewish,105.95812252983559,-148.2721473521581,E,A,D,-181.93548309578327,-92.59985785853065,C,C,57.420114470085274,0
Brazil,Yes,Other,None,-43.637743233914996,56.9453763627189,C,B,E,134.5534773255412,141.4082333502225,E,B,107.98581318734657,0
India,Non-Veteran,Heterosexual,Christian,95.89606279284017,-34.67979760274167,B,B,B,-140.19338948957335,-117.84674952288225,E,E,35.15334683384842,0
Mexico,No,Homosexual,Other,52.4152036473127,71.85720086179776,A,E,A,67.8652782713326,-36.92925508215736,A,E,-29.55028069539126,0
UK,Non-Veteran,Bisexual,None,55.53877625373548,-10.134023577915348,A,A,B,101.72133977990596,-73.97405298778718,D,E,25.870871673909114,0
Mexico,Yes,Other,Muslim,31.835763533364485,-139.5873852371586,E,D,E,50.5253552292409,-77.48437330558018,E,B,-181.702086432964,0
Other,No,Homosexual,Christian,-47.32165558833567,169.1308281114769,A,B,D,-128.7979424998273,18.519428216517316,D,B,62.09223879779194,1
India,Yes,Heterosexual,Buddhist,108.0264769755002,-115.29617626423345,B,D,E,17.376601191950826,214.71778517917147,D,C,24.03365619708219,0
UK,No,Homosexual,Christian,-151.08359413090628,-57.93138794483994,A,B,C,-28.226672121526313,-97.43951364838244,D,B,109.87847932987383,1
Brazil,No,Homosexual,Jewish,123.77298675606716,-119.90298453403862,C,E,C,13.57016736376549,-19.659808421617832,B,B,-7.4274960475515615,1
US,Non-Veteran,Homosexual,Hindu,-65.39048117276633,-43.70576257999236,B,E,D,-80.77227948724386,189.0583060572655,E,D,86.03485210614461,0
Brazil,No,Other,Other,92.90320981970258,5.049691003690302,A,C,D,27.639265019399872,31.03636431369159,E,A,-124.46534829175113,0
US,Veteran,Bisexual,Christian,-286.11043459202057,56.59148695600751,E,B,C,-146.01167062324225,-75.46107235610482,B,A,130.88792837028706,1
India,Veteran,Homosexual,Muslim,12.28421265886434,108.99668211470883,D,A,C,79.24806370486323,171.10444332986708,D,A,-0.39306472139016585,1
Germany,Veteran,Homosexual,Buddhist,193.42550175276648,99.70899436132892,C,A,D,-68.4583039986909,5.60611597241148,C,E,-30.25072194752888,0
India,Veteran,Homosexual,Hindu,-82.43027475420382,146.15508547152635,A,D,A,27.800846046390166,34.05812913836436,E,B,107.31000397481365,0
Germany,No,Heterosexual,Hindu,50.7496353109118,-56.50007899813343,E,C,A,-74.90562199278952,-16.71325471585976,A,C,-3.1292437353720723,1
Other,No,Other,Muslim,7.85224805558376,49.07127886665371,C,E,A,-79.33090823266053,-5.207163947885519,A,C,73.71245041533993,1
US,Non-Veteran,Heterosexual,Hindu,-115.47523942174655,3.5709394175983475,C,B,D,26.68140081002821,96.34337107356957,B,C,130.99868051493516,1
India,Yes,Heterosexual,Hindu,-7.27510377608582,-262.2681014663737,D,E,D,120.58616957266044,19.689068466520133,A,E,-28.56624066784575,1
India,Non-Veteran,Heterosexual,Buddhist,-86.7387525343945,-32.471233841521595,A,C,A,72.22609776752093,-54.55507230787548,A,D,-89.14615706019914,1
India,Non-Veteran,Bisexual,None,26.785737172726048,-224.40426021708632,E,E,D,72.76760962288361,-97.99388013187244,C,E,-152.29124312770256,1
US,No,Bisexual,Hindu,-52.330472359109095,-143.96281147348938,A,C,A,4.275933040550619,-7.141140165669162,B,B,-118.10115678980829,1
India,Yes,Other,Hindu,-78.93572018956519,26.896396698193435,B,D,D,200.56594123569974,56.584335875010375,B,C,154.67550103736153,1
UK,Non-Veteran,Other,Buddhist,-155.3166907264712,164.93995452494917,A,B,C,134.8950238867134,56.83808638924395,A,A,6.406818725404119,1
US,Non-Veteran,Bisexual,Hindu,-8.756665343698943,-35.06178874211464,C,C,D,147.94876907909878,-36.76671561221415,B,E,-13.236734936508912,0
Mexico,No,Homosexual,None,-92.04429254296723,26.781642577381838,A,D,B,-77.28347050801581,-7.510962679997095,A,A,50.99216819423988,0
China,Non-Veteran,Homosexual,Jewish,-53.51236100263783,-163.1609149673988,A,A,A,191.24229746116535,-150.04724808450663,C,A,11.120445307067609,0
Other,No,Other,None,1.4863569538119008,101.88402821379823,A,B,E,41.47686559810271,24.027533259823063,E,C,-183.67426295434527,0
Mexico,No,Heterosexual,Christian,-192.4194148757161,-4.564099854502738,D,A,B,40.97074596207436,153.59688429650396,B,A,111.78369075847812,1
Brazil,No,Bisexual,Christian,55.8277729813207,-50.72884995279509,C,D,D,-21.08711639546906,16.773015207145452,A,E,115.34314271900459,1
India,Yes,Homosexual,Hindu,81.07417536034251,-3.9243582998495694,E,D,A,149.30530598564323,72.51128124892242,E,E,47.99949442514794,1
India,Yes,Heterosexual,Christian,-78.2617737172391,-33.328174101244,C,C,C,-105.84796775322623,147.47269462298567,A,E,-127.84010913148043,1
Mexico,Veteran,Heterosexual,Other,215.83255521238982,-10.46763267963203,E,C,A,9.091370364669976,181.1080120003273,B,B,-72.86781179929397,1
Germany,Non-Veteran,Other,Other,255.290276541908,149.13190689750795,B,D,A,-96.71452750931681,-72.12802762305496,D,E,119.67822559760386,1
Mexico,No,Bisexual,Other,120.96070761115276,154.59112388995783,A,B,E,-12.370984784234796,80.70808633656465,D,C,97.03839335464194,0
Other,Veteran,Homosexual,Muslim,126.07150832601222,-39.51468945423915,B,B,C,190.8686313840577,38.09342731922648,D,D,14.567990831553827,0
Other,Veteran,Bisexual,Christian,-129.64393087204215,-74.0724212972945,D,B,D,5.43438534945739,89.29982786761437,C,C,169.16599534170584,0
India,Veteran,Other,None,14.989483865996577,-150.48993652986138,A,B,E,70.38094699418541,-14.099848879392567,B,A,-98.87928469805239,1
India,Non-Veteran,Other,Muslim,-26.08322219616765,49.464000206957756,B,D,D,-1.1658420746261253,96.24782938946437,E,B,118.86648063088153,0
India,Non-Veteran,Heterosexual,Christian,-170.7481587794938,-219.69475253138376,D,A,D,113.29167178411015,183.4688233873948,B,B,-51.04705215076984,0
Mexico,No,Other,Buddhist,10.004557258245422,59.732433227527856,E,E,D,22.48854509077946,201.92763977217245,E,B,-36.458304746732665,1
China,Veteran,Heterosexual,Hindu,200.14168456316983,-100.05045824315582,E,B,E,41.30552867010988,-115.8452697665106,E,A,83.35886549769259,1
China,Non-Veteran,Other,Hindu,-117.00781307468444,112.2721578386458,B,B,D,-206.37655795045399,61.93288620575128,D,E,69.4394181119105,0
China,Yes,Heterosexual,Christian,-22.647004119909653,8.764779709761186,E,D,A,78.95750807864019,-12.091124396365224,C,B,-42.49950409577534,0
Germany,Veteran,Homosexual,Buddhist,160.7764637717444,-122.37892961600967,B,C,D,-27.377700667178996,30.661009664256962,E,E,168.4718791444685,0
Other,Non-Veteran,Homosexual,Muslim,-82.06279272301788,205.51766976559972,E,A,A,-0.3435289126965401,18.87751559450498,E,C,12.088702955065298,0
Other,Non-Veteran,Heterosexual,Jewish,-14.794757446632822,-24.27477745890921,D,C,A,116.16053939590086,-127.35273612356536,C,D,-66.32938827870547,1
US,No,Heterosexual,Muslim,145.6413219430156,-52.72627552497697,C,C,B,-147.95863945041287,18.579776412074622,D,D,44.00716793526738,0
UK,No,Homosexual,Other,-89.12343124875835,80.38026139231816,E,E,D,-73.38537764336446,-27.602647498392933,E,A,-92.87521918712642,0
