age_range,marital_status,disabled,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
36-50,Single,None,-6.2231847015205926,C,C,E,A,20.80108324499104,C,D,B,D,B,D,D,31.712608917033513,49.905597405533484,0
26-35,Divorced,Yes,-16.7488477196723,A,E,C,E,5.220051469158258,E,E,D,A,C,E,A,-57.43065268535711,168.62411159475622,0
18-25,Married,Both,56.748833346441174,E,B,E,D,83.74925315179857,B,E,D,C,B,B,B,-1.4211131433757322,-71.03583363368675,0
65+,Single,Physical,111.14508560985632,B,E,C,A,61.03972294293101,C,B,C,D,D,B,A,-186.73700387839332,-81.02986898191065,0
26-35,Divorced,Mental,105.20218654462687,E,A,A,C,-1.045883776596887,C,D,B,B,C,D,A,117.77006594381498,25.609340967231237,1
65+,Widowed,Mental,196.96025443184382,B,C,C,D,-119.76660461289612,D,B,A,C,E,B,A,-55.48052526763897,0.33570010826986146,1
26-35,Married,Yes,-32.43768715531479,A,A,A,C,175.635195130323,A,B,E,A,C,A,A,-132.39208577561868,76.93208841035106,0
36-50,Divorced,No,100.56931913113682,C,D,E,E,34.39248374857355,B,D,C,B,C,E,D,35.48408627066655,-46.221226716871286,1
51-65,Widowed,Physical,-7.101555940262928,E,B,C,E,-170.34882970096683,B,C,C,B,B,C,C,-186.817792551996,23.028999174247666,1
65+,Married,No,-64.43765459914013,B,A,A,C,124.1338953916274,E,A,E,D,E,C,B,118.42257582392439,0.12042083974581588,1
65+,Widowed,No,-262.2119697786978,A,C,C,B,-54.927847305255185,B,B,A,C,E,E,C,-170.6104349040024,3.362476791225819,1
51-65,Divorced,None,-57.46417848241546,C,C,D,A,147.77348946884536,C,E,D,C,B,A,D,-65.48868595086962,76.76198495612275,0
65+,Married,None,162.52510517263167,C,E,E,E,42.69774810418541,E,D,B,A,B,C,B,-29.122034493468828,118.20735407981775,1
18-25,Single,Mental,9.165661783218868,D,C,C,E,-67.83261700467033,C,E,C,E,B,A,E,-1.2911688695816574,-4.6081586353034565,1
18-25,Married,Physical,-6.89851393143426,E,A,B,A,-35.97748732061138,B,A,E,A,A,A,E,-103.1933541334338,-59.16560340328299,1
36-50,Single,No,30.24549199343833,D,A,B,D,87.93514822334939,B,A,C,B,E,E,C,-5.033647786847592,-155.23422504597815,0
26-35,Single,No,52.88427497530688,C,B,C,D,-19.52366325180704,D,E,D,B,B,B,B,14.369142910344623,-4.756240508113468,0
26-35,Married,None,203.6195401273782,E,E,B,A,-197.9585591687714,B,C,A,B,E,D,B,-64.96778928859625,29.68040564665734,0
65+,Married,Physical,-241.43832974500663,C,E,A,E,106.71986487867888,A,D,D,B,E,E,B,71.11555336033916,116.09448612586249,0
65+,Widowed,Mental,9.556820035703987,E,E,A,B,-93.3899676386764,C,C,D,D,B,D,E,-40.50510625309246,119.46879153479588,0
65+,Widowed,Yes,51.99199418907654,C,C,E,A,122.55015128430348,B,B,B,E,B,B,C,-180.35690006563118,106.45388898188402,1
51-65,Married,No,0.15680662507727283,B,C,C,E,-133.8641598569472,D,E,C,B,B,D,A,5.9737332480007845,-11.607125651129415,0
51-65,Single,No,88.37477813820738,C,A,A,D,53.27615770361929,A,D,C,C,A,E,C,142.20996637963432,31.519850697812824,1
51-65,Single,Mental,-82.22808642714288,B,A,A,C,92.2009276251492,C,A,B,A,B,B,D,-59.40228266181571,-7.117428307531627,1
65+,Single,Physical,-93.6976400205451,C,E,E,C,159.37362291664303,B,A,A,E,A,A,E,-100.86200946842598,-121.93008080459376,0
51-65,Widowed,Both,12.49195325197134,E,A,C,B,-39.4855464700424,E,E,D,E,B,C,A,90.07575664085128,156.41990019170683,0
36-50,Single,Both,-56.75380528529339,B,D,E,A,-41.33696439113027,E,A,D,E,E,B,D,-31.371979279559636,-109.62555341056614,1
36-50,Single,No,15.581191630074628,C,B,B,D,0.9452349109496297,C,A,D,B,B,B,A,-154.14038667541882,96.09499761524918,0
18-25,Divorced,No,77.1820751826918,B,C,B,B,91.41805330450661,B,D,B,C,B,D,C,-58.68131133934542,-54.25884241681713,0
51-65,Divorced,Both,-57.10311494439034,E,C,D,B,173.48800205675508,C,A,A,C,B,E,D,-161.7664355354687,82.24125583468116,1
36-50,Divorced,Mental,150.39258353211747,A,E,A,B,-86.6077401527546,A,B,C,B,C,E,E,87.5946694298594,40.00749554047057,1
18-25,Single,Both,196.962477165786,B,E,A,A,-7.37004868965716,B,A,A,B,C,C,E,-23.251739698584725,47.542814744215804,1
65+,Widowed,Both,67.9187463319369,C,C,D,C,-159.69604241555092,C,B,C,B,B,A,C,22.88488960664842,121.68993851745735,0
36-50,Widowed,Yes,75.30998424019376,C,A,A,B,78.6693324339991,B,E,B,A,D,B,E,-2.2408802450024354,121.31525406595223,1
36-50,Married,Mental,24.41343571451743,C,E,E,A,-8.528424926327256,C,A,E,B,A,A,A,-71.2811813737289,16.562019178993804,1
65+,Widowed,Yes,119.86384300857806,C,C,E,D,69.74970300669234,C,C,E,D,C,A,A,-100.5998532700513,22.314443761917463,1
18-25,Single,None,-121.2355307221173,C,A,A,E,-196.328638667305,A,B,D,C,E,C,B,-160.7990612718961,23.140391823338977,1
51-65,Single,No,270.18654865145237,E,C,B,C,-4.072071155817469,E,C,B,C,B,C,D,-124.67643083423454,-67.20972512065619,0
65+,Widowed,Physical,-17.89533649353975,A,D,A,C,-30.16211706586954,A,D,D,A,B,B,A,-88.41776719164162,-74.2012288813218,0
51-65,Married,None,127.56807692845481,D,A,C,D,-273.5856226771074,B,E,B,A,E,D,C,162.1802241379644,147.80137052613455,1
18-25,Divorced,None,-159.0395954354453,A,A,C,C,-113.61721472866184,A,C,A,A,C,D,D,-71.1439969550593,119.15918903562775,1
26-35,Single,Physical,-109.97149245582844,B,B,D,A,152.94255914590147,C,D,B,E,C,C,B,92.00391630422891,-0.5544855202291031,0
36-50,Married,Yes,-79.41992313681783,E,D,C,C,84.37662446100447,E,C,B,E,B,B,A,-86.16866183754634,4.210565020891821,1
18-25,Married,Physical,-6.184878687164852,D,C,C,C,113.77789585840137,D,E,C,A,E,D,A,46.130205736754206,17.742371391053425,0
26-35,Divorced,None,-46.50715688112499,A,E,E,B,-12.077559200154276,B,A,A,B,E,B,E,-164.09210580966968,-52.01903702283499,1
51-65,Widowed,Mental,-131.0929536858166,B,C,B,D,-12.93646900791883,A,D,D,C,B,B,B,37.09647246985243,-28.958715354730337,0
65+,Divorced,Yes,72.44211493035078,C,E,D,E,-6.268952188854198,D,C,E,A,A,E,A,53.15444002515679,-149.43360835953877,0
18-25,Divorced,Yes,41.61530179111829,A,A,A,D,-83.57754361643428,A,E,A,B,A,C,B,-49.409463772487435,-42.78391485836155,0
26-35,Single,Physical,61.69853711387038,C,E,D,B,-144.41725459117194,A,B,B,E,D,C,D,-6.502735801293058,-30.82765350544306,1
36-50,Widowed,Physical,-33.42454704065124,E,E,D,A,-6.5770497563671135,B,D,A,A,C,B,D,-19.67403965869999,0.9712620748982284,1
51-65,Single,None,-29.662133278775915,E,E,E,D,-29.336128995769688,B,A,A,E,D,D,D,66.40939962024625,35.168306993034676,0
51-65,Widowed,Physical,109.95338126213454,C,D,E,A,84.79908791336105,C,A,A,B,B,D,D,36.52327561777264,91.56692097887506,0
65+,Divorced,Physical,-152.75742289353278,B,B,C,A,-153.72275270467927,B,E,C,E,B,B,C,41.2549133202708,50.05028857538926,1
51-65,Widowed,None,112.66790667989073,B,D,A,A,-68.45443012978424,C,C,B,C,C,E,B,2.7490188555853368,-200.07237119706045,1
26-35,Widowed,Physical,184.06591463136004,B,A,A,A,81.06251407670221,A,A,E,A,B,E,D,-79.4288188461653,-27.859886689433246,1
26-35,Widowed,Yes,19.022251094098962,E,E,D,D,98.8625829730496,C,B,E,C,B,C,A,-70.28680134775242,-22.63458067690922,0
26-35,Divorced,Mental,39.8210425505884,D,E,A,A,-26.73117835063181,C,A,E,E,C,D,C,46.29533687014782,-42.120963001730935,0
36-50,Married,Both,101.26157667818605,A,E,E,E,-29.809269986512266,D,B,D,A,E,D,A,76.63239956114379,-1.8281955955928921,0
26-35,Single,Mental,55.42546853754068,B,A,A,C,-221.47352564586282,A,B,C,A,C,A,B,4.8641891965967305,-214.81264035560974,1
36-50,Divorced,No,-138.00308387405144,C,D,B,C,103.252816500246,B,D,E,B,D,C,E,-33.8383734853688,-67.2105619655064,0
51-65,Widowed,Both,-161.398628622169,B,A,D,E,13.702203700838078,A,A,E,E,B,E,D,-84.48571182980257,-55.75151724440916,1
65+,Single,None,51.409595648965,B,C,C,C,34.898448488059614,C,E,B,D,C,B,D,210.57330963210555,7.603793527273685,1
36-50,Widowed,None,-5.94459398468079,D,C,E,C,-28.426644681270947,C,E,C,C,A,A,C,-13.680630471557961,-42.06202201089843,0
51-65,Single,Physical,42.168073709899964,A,B,A,B,33.37344326456938,B,A,B,C,A,D,D,136.1740350816406,-7.901462578419413,1
65+,Married,Both,177.5260819766015,E,D,E,E,5.995676683360331,B,B,C,A,D,E,B,-137.87796325958257,52.937195829611625,0
51-65,Widowed,None,-78.3695286987249,E,D,D,A,-123.79031003254252,D,B,E,A,C,B,D,5.945960256384722,-263.55730208433005,1
26-35,Married,Yes,34.22102313487845,A,D,B,E,37.399792986766414,E,E,B,D,A,C,D,-13.52117290514722,-237.75834780806005,1
51-65,Married,Both,10.564823550091678,B,A,A,E,1.4076210899986192,B,B,B,A,B,E,B,12.058051247981446,-5.193025880695851,0
51-65,Widowed,Yes,100.84122521068521,B,C,C,E,-141.07419847684645,E,E,D,B,C,C,A,-7.710948858118815,-110.74295982463937,1
51-65,Single,Yes,228.70736878547748,D,B,C,B,203.17810914763075,B,A,E,B,D,E,C,92.77196969613892,-63.77536387702884,0
18-25,Divorced,Mental,-60.089178461904524,B,E,D,E,-63.42439676744501,C,E,B,D,A,B,A,133.17431196329792,65.18688681372254,1
36-50,Divorced,None,65.84423807924749,D,E,D,A,-72.7283536000117,E,E,C,D,B,A,A,26.64316496545264,53.131568423467854,1
18-25,Married,No,-28.376989372986305,C,B,C,C,32.508078087310906,A,A,E,B,A,E,C,14.363864963271093,104.14413683480265,0
36-50,Divorced,Both,-128.1429028931335,E,D,C,D,69.17121925386549,D,D,D,E,C,D,C,18.33987011050636,101.58540735502204,1
26-35,Divorced,Mental,8.352430903443597,C,A,E,E,-4.986102753207558,E,E,D,A,A,E,A,37.832343197694506,-85.30968304239421,0
36-50,Divorced,Mental,-96.80196727238877,B,E,B,A,35.53233694076396,B,D,A,B,E,A,C,103.02825236225857,-22.366070519907744,0
36-50,Widowed,None,105.34637255573438,D,C,E,D,204.10706752223064,A,A,B,A,E,B,E,80.85107971730963,8.135888076094322,0
26-35,Widowed,Yes,-48.978846966791046,B,D,D,C,68.13436284629711,E,C,D,E,D,A,C,-168.5270170700399,6.079668682611114,0
36-50,Married,None,-38.24612190623091,B,D,E,E,174.49427228318336,B,B,E,A,B,C,A,-55.87084681960772,190.80800733714312,0
51-65,Married,None,-65.06860755569738,A,B,D,B,73.2405553000844,A,C,A,E,A,D,D,-19.99337335250236,72.31731771165751,1
51-65,Divorced,No,27.665184063104203,B,A,D,A,63.63232877264164,C,D,D,D,E,E,A,170.5976020793438,115.88422481362211,1
65+,Married,No,-55.59176551944811,C,C,C,A,22.108457932125862,A,E,B,A,C,C,D,-100.8934168100926,-32.27365718996234,0
26-35,Divorced,No,-61.99147201817913,B,A,D,C,76.35280031460856,C,E,E,D,D,D,C,59.73701728664834,-88.50896107688426,0
51-65,Divorced,None,5.5049679018847915,B,E,B,A,95.87519887666305,A,B,A,D,E,B,C,-130.72618567057762,28.07561555513316,1
65+,Single,None,-7.698904035394115,B,D,E,D,-1.8125899868539779,A,B,C,B,E,A,D,-50.91837583692003,63.930652119503875,1
51-65,Married,No,106.9562412074394,B,D,B,C,91.25606446171703,B,A,A,E,B,A,B,231.04993814398748,-6.441491164961705,0
51-65,Divorced,Yes,10.517452715245595,C,B,D,B,63.907034965486744,D,A,E,E,C,A,C,56.226100553060576,-88.31733121475483,1
51-65,Married,Mental,-93.50884848784152,E,B,A,E,-252.1506166518566,E,E,D,D,A,A,A,-10.551191493489963,0.4446150232571968,0
65+,Single,Both,32.93022448312127,E,C,D,E,-75.99654033031028,D,B,C,A,C,B,B,8.678917398191457,-19.48996681867194,0
18-25,Married,Yes,210.45665481823605,E,A,C,D,0.5872470827376911,C,E,A,C,B,D,A,-53.482343764401186,-45.00751210494883,1
18-25,Single,Mental,-45.038276348226994,B,C,A,B,22.774745135772136,C,A,E,B,A,D,D,-17.781502823060194,-54.83617275076338,1
18-25,Married,Mental,-108.00508874856033,C,B,E,B,-2.3823569399646978,B,C,C,B,D,C,E,-157.8224595475251,22.46043436854425,0
18-25,Widowed,Yes,-135.60435140294877,B,A,B,B,-116.16111547880348,E,C,A,D,A,E,B,47.76170322879405,-4.6490840395071125,0
26-35,Single,Physical,129.76618694098764,B,E,D,B,-128.53263532183573,A,B,E,D,C,D,E,-19.361039795080277,38.785919292438834,1
26-35,Widowed,No,6.070840543865747,A,E,E,A,-59.88427985594762,C,E,C,E,D,B,E,64.30472877596182,75.21039301659992,1
51-65,Widowed,Physical,-32.81254209706053,C,C,D,E,37.57484851918616,B,E,B,A,E,E,D,-82.15205656589434,-83.03372347579426,1
65+,Divorced,Physical,22.456529898950308,E,E,E,E,-160.58589503863607,B,C,E,E,A,E,D,78.90574617623389,38.928373553729266,1
36-50,Divorced,Both,5.404892901208795,B,E,B,E,-12.932170086467304,B,C,A,D,A,A,A,68.87533435463456,-31.65485055163262,0
65+,Divorced,Mental,6.556014545291788,C,B,E,A,63.7012283574152,D,B,D,C,D,E,C,210.56268227217654,100.99066339818081,0
36-50,Widowed,No,-175.22618412026108,B,A,D,C,-57.28504123569792,B,B,E,D,B,A,E,-68.47146893082169,-183.15761828266835,0
36-50,Single,Physical,-84.41832736574516,A,E,B,D,-12.939337696676542,E,D,C,E,B,B,A,-4.685607329099155,-91.33146244088766,0
18-25,Divorced,Yes,1.4024044043703114,A,E,A,D,-65.63116211532568,E,C,D,D,B,D,B,63.93982027024971,-101.60563416646748,1
36-50,Married,Physical,106.71420644670688,B,D,D,D,-14.15000807808465,E,A,E,D,D,E,E,96.25770444696143,-16.398641004365555,1
18-25,Married,Physical,124.91166139601151,E,A,B,C,-70.91650804451324,B,D,A,A,B,C,B,-126.17741789422266,-88.70893337791975,1
36-50,Widowed,Yes,45.119860256570874,C,C,C,D,-161.44823061481324,A,A,D,A,D,A,D,-7.9180725557687275,41.71415844286726,1
26-35,Married,Yes,128.00877396904417,C,A,C,A,-50.77630255491448,B,B,C,E,C,B,B,96.3858913025144,41.30740143281498,1
51-65,Married,Both,-96.39477028207352,C,D,E,D,124.84327985779544,C,C,B,C,C,E,C,106.40261366943878,-98.97739941648985,0
51-65,Single,Physical,42.30734648774482,C,E,D,C,7.976173376547789,B,C,D,D,B,C,D,-167.74402393075624,74.23253573463313,0
18-25,Single,No,64.54901924825229,D,B,D,C,122.3301598729634,E,B,D,D,B,A,D,-11.10668374071921,-115.82609681736177,1
36-50,Widowed,Yes,86.06252946627248,B,C,B,B,-50.904334739652235,E,A,B,B,E,D,C,-171.49045738589558,141.30068430029263,1
26-35,Widowed,Both,-183.97800905043448,C,D,A,B,-124.34781424559009,D,C,A,E,E,B,D,-31.09367934381852,21.899530275817288,0
26-35,Widowed,None,126.39574581833051,D,A,A,A,146.77266758142488,E,B,C,A,C,B,D,2.32187104589006,-171.39988909463403,0
36-50,Widowed,Physical,-192.36428180282982,C,A,B,D,349.62229847199734,A,E,E,D,C,C,B,78.19002457844863,-5.092451452447664,1
18-25,Divorced,None,12.213574480168207,D,B,A,C,-36.669178840262404,B,B,E,C,B,D,E,13.523867909340812,-165.39935725089728,1
51-65,Divorced,Both,90.54409128634252,A,C,A,C,65.59241304451207,A,B,C,C,A,A,C,-183.0751046527295,35.92851804894286,1
36-50,Widowed,Yes,224.3459509743747,A,D,E,A,239.13424412358813,C,E,C,B,C,A,B,35.985250533904626,-124.99717717094794,0
36-50,Divorced,No,199.2974699109549,A,B,E,D,-45.56647304363322,E,B,C,B,B,B,C,-62.058835365705754,202.16148484022787,0
65+,Single,Both,-83.81517197935044,B,D,B,A,-105.5907833063199,A,A,B,A,A,E,C,158.86603068863803,-216.54101684395863,1
36-50,Married,Mental,48.43458166369457,B,C,C,E,6.193252654182771,C,C,E,C,A,D,A,-113.90781385756985,3.1105949076767074,0
51-65,Widowed,Yes,1.1605289082781218,C,E,B,B,-0.23757910209615749,D,D,C,A,E,E,E,126.57209645085143,-40.683184836488515,1
65+,Widowed,Physical,-98.44243477549699,B,C,C,E,-140.90449658099388,B,D,A,C,A,B,A,-25.31364025242384,39.68000599079142,0
26-35,Single,Both,51.03759223267842,A,E,E,B,41.87592049903125,B,B,B,A,E,A,D,162.2122243168223,-211.04780883272247,1
26-35,Divorced,Both,-23.589952654430498,E,E,E,E,-214.31656168702838,B,A,C,A,C,A,D,40.880103393268676,88.78668322034859,1
18-25,Married,No,227.45514464975588,A,C,B,A,57.14594184015772,C,C,E,E,C,B,B,8.61240262427536,-46.45619412835182,1
51-65,Divorced,Yes,-28.6537548939714,D,B,C,D,-16.615007319289855,C,E,E,C,C,C,C,27.325386063418538,-119.88676079683103,1
36-50,Married,Physical,26.19304190566409,C,A,E,B,160.66133432599554,B,E,C,B,B,C,B,52.642414382366134,15.713523193135964,0
26-35,Single,No,-86.20682128552656,C,A,D,D,50.13053846239055,E,A,D,B,A,C,E,28.53309594609171,38.34589045197846,0
65+,Widowed,Mental,-48.58387131399326,C,B,B,D,67.51130267710712,B,C,D,B,E,A,D,-59.065949713676225,145.0716344937421,1
36-50,Single,No,-8.692547870338386,D,B,B,C,137.94490531603986,E,A,C,D,B,B,A,121.69752239165923,-58.05868341785786,0
51-65,Single,Yes,-179.93154985108168,D,D,B,D,24.425694122608277,C,B,B,C,E,A,A,-62.271554917615305,186.2787326511173,1
51-65,Married,None,126.58790954779052,D,C,A,A,29.79523266917162,D,A,A,D,B,D,B,180.7582356027904,-133.3214576964237,1
26-35,Married,Both,31.375202993020412,E,B,B,A,-60.22333385057603,E,E,C,C,E,A,E,53.991598117536434,76.76214437861512,1
26-35,Married,Yes,11.800306955281648,D,A,A,B,66.74005723620239,C,D,A,C,E,D,D,-108.76550323224481,117.0599179775627,1
65+,Widowed,None,31.404870957761606,E,C,E,A,64.0864503887958,A,D,B,C,B,C,E,-125.4697879362587,158.16212889487545,1
18-25,Married,Mental,-133.48294209341014,A,B,A,A,-10.391236090787006,B,B,B,C,A,C,C,-22.39693050810741,-226.25357147573988,1
36-50,Widowed,None,-24.84397942775558,A,E,B,D,-181.9464764966449,A,E,D,B,E,A,A,43.50773034053665,16.97800952411295,1
26-35,Married,Mental,-52.49968943452984,A,E,C,B,-169.85899002581036,D,D,D,B,E,E,A,31.373499631414354,-143.98485704980678,1
65+,Single,Mental,-135.33834082715228,E,B,B,E,133.99009649731013,C,E,D,D,A,E,B,-176.3434329571963,221.48475805560878,0
18-25,Single,Yes,53.35920580031528,E,E,A,A,-37.98165851799441,E,D,E,C,E,C,A,11.526661856846019,21.175960758283935,0
65+,Widowed,Mental,-102.57598888245045,E,D,E,B,-52.70799739887613,B,B,A,B,B,E,C,71.58637704837767,213.42051966665178,0
51-65,Married,Both,114.4834070590341,E,E,A,D,-38.960197655108765,E,B,A,A,B,D,A,81.74984207002147,-75.49110292990403,1
51-65,Divorced,Both,-74.72590484136391,A,B,A,A,23.776931732463378,B,E,B,D,C,D,E,-72.99422618398953,-122.53690359313177,1
51-65,Single,Both,118.58994999262656,D,E,B,B,-121.6274340072047,B,A,E,D,D,D,A,68.35495460509836,-132.8503636440764,1
51-65,Single,None,-173.34736577996813,B,E,A,C,-23.16957795350452,A,E,E,A,D,B,A,-19.81612665113167,9.333778237921576,1
65+,Married,Yes,-128.1291088434732,C,D,C,E,-50.29040671592612,A,B,D,B,E,D,C,-69.44072518234708,92.4230633932669,1
18-25,Divorced,Mental,-7.6388106296441975,D,D,D,D,47.76343749936501,D,E,E,B,B,D,B,-47.595063252218786,94.95713599101269,0
36-50,Widowed,Physical,-63.57708148464152,C,B,E,C,-5.6299269850119105,A,D,B,B,D,C,A,-21.20287091270606,-146.0606744230188,0
26-35,Divorced,Both,-90.91133476258733,A,C,A,C,-73.90575002288263,D,D,B,E,E,D,E,156.57889370382807,-65.74021400062622,1
36-50,Widowed,None,121.6426335680256,C,C,D,B,119.00231509329603,D,E,C,E,D,D,E,148.8289439482994,1.0239813855487545,0
51-65,Single,Mental,-93.6769789905901,B,D,A,D,-92.06273538848282,A,A,D,D,D,E,C,-98.86739905727188,59.809328678160675,1
36-50,Married,None,-10.20442476198193,E,A,A,D,-10.61987265525826,B,E,E,E,C,A,B,63.211714494670126,-103.88340825124642,0
51-65,Single,No,-42.462144581806676,B,B,B,E,0.9344391770646366,D,B,A,B,B,E,D,170.61892263261055,165.29851644603247,1
18-25,Married,Physical,-43.48796904349568,B,E,D,D,54.7934787448406,C,D,D,A,A,C,E,-33.43363898928322,54.37639282718919,0
36-50,Single,No,81.69687361610875,C,C,D,B,58.07616971996195,C,B,E,C,A,B,D,-129.58678998511496,103.08552657889682,1
18-25,Married,Physical,-58.58995873585931,A,E,A,D,7.327768814657598,E,E,C,A,A,E,E,133.21726473109638,130.15059315935983,1
36-50,Divorced,Physical,25.009589462020156,A,E,D,E,167.08894968687457,D,D,A,D,A,B,A,-212.900088599227,7.318624858796483,0
65+,Divorced,Both,158.6427263700447,E,A,B,A,-270.8960141008823,C,E,D,A,C,A,E,279.5562530697714,-93.9285532190529,1
51-65,Married,Mental,67.84076671748342,C,E,C,D,-42.96949435485209,E,A,D,E,C,B,E,-0.9279708844368304,18.893016321053796,1
36-50,Widowed,Physical,30.27070327580198,A,A,B,A,-90.50325500599534,D,E,E,E,D,C,A,7.186063098672771,51.324569693282015,0
36-50,Widowed,Mental,-68.58085329161429,B,C,B,A,-169.2724659838405,A,B,E,B,D,D,E,-40.53478314651574,-106.489354199546,1
36-50,Widowed,Both,-25.115444100361017,B,C,C,A,-107.62472407794084,C,D,E,E,E,A,D,133.05179491767515,43.708940663401194,0
18-25,Divorced,Both,131.38790408629487,E,A,D,B,35.44401109028883,E,D,A,A,C,B,B,0.7796063929357664,-119.27537135887232,1
26-35,Widowed,None,30.76126557768768,C,B,C,B,-60.84814317808913,E,C,D,E,E,E,E,-116.99357610303811,0.011422386819688704,0
51-65,Divorced,Both,-85.5575679831427,B,B,E,D,137.37317977457704,D,C,D,B,D,E,D,93.1984937478087,-29.28994674658041,1
18-25,Divorced,Physical,38.285038900245446,B,B,D,B,-64.12345509250194,D,C,E,B,D,A,E,19.379478968239404,61.143417090024634,0
51-65,Divorced,Physical,-30.00336102949855,C,C,E,A,-43.11181479736689,A,C,B,D,B,A,E,117.23552756078767,44.60653975816742,1
26-35,Widowed,Mental,132.07254236675664,E,B,D,A,144.9299427900263,A,C,C,D,C,E,C,38.0873106568596,71.27238278624104,1
26-35,Single,None,206.67311435796512,B,C,A,A,-126.20783255174916,B,A,C,A,B,D,A,-50.46565957925563,-63.35080066752632,1
26-35,Widowed,Mental,-0.8200924919363293,B,A,B,B,107.28149208778619,C,B,B,C,D,E,A,-30.325778914321877,162.2237281661615,0
65+,Married,Both,-22.392006530455934,C,B,D,C,-57.33964603298753,C,D,C,D,C,A,A,-72.64876054211896,-130.48089508040655,0
51-65,Single,Yes,-18.754230078794112,B,C,B,C,-15.993948291230312,E,D,E,A,B,A,C,-85.91168764112871,-94.95468506269626,0
26-35,Divorced,None,-272.67136206874443,C,B,B,B,106.45923283224872,A,E,E,E,C,C,C,101.5307340562326,-61.85343429327855,0
51-65,Single,Yes,34.92776593279704,D,A,D,B,-16.21983835907619,A,D,C,E,D,D,C,28.66482527656935,19.337073385655415,1
26-35,Single,Mental,-2.30829327643471,E,E,E,E,-48.4250168769887,D,D,B,B,A,D,A,-195.18197309971816,-225.80208112143256,0
51-65,Divorced,Mental,71.1790318933726,D,C,C,E,-40.9599970216155,A,D,B,A,D,A,E,-101.13259960447346,65.92993533366088,0
18-25,Single,Mental,-153.65801193209225,E,A,B,A,5.824523295985562,C,E,C,D,A,C,B,122.97541705252615,164.92629789426928,0
26-35,Widowed,Both,87.10214978795764,E,B,B,A,-12.817265035595119,A,B,C,E,D,A,D,10.891751833876839,171.60247770683864,1
65+,Single,No,134.68203421504242,A,A,A,B,17.750566546529786,D,E,D,B,C,B,A,-36.247809748700035,92.56659494379107,1
18-25,Married,No,76.54700794332034,E,D,B,E,-40.59940687417433,A,C,B,A,B,E,C,18.372929703782347,82.4928435151974,0
51-65,Married,None,-47.442592529933684,A,D,B,B,230.1127134885196,A,B,C,C,B,E,D,-68.87371269516092,-46.96794968908177,0
36-50,Single,No,28.52802527826457,A,B,C,B,4.957524680123802,B,D,A,D,E,B,C,47.01583956781893,-175.27291151024977,0
65+,Single,None,-138.45293231808412,E,E,C,E,32.257848988671675,E,B,D,D,B,C,E,-58.357091294137085,-94.66771673948455,0
36-50,Divorced,Physical,32.8831687212609,D,C,C,C,160.59607242904013,B,A,D,A,B,D,B,67.70956780061873,138.0056820508058,1
18-25,Married,Physical,-5.062843245380099,E,C,C,B,7.162629019167868,A,C,A,C,C,B,B,-148.16704549102082,-17.889932669931756,0
26-35,Divorced,Yes,-91.70611638053943,E,D,C,A,82.93091850666369,A,B,B,C,B,B,E,-39.61010088241577,51.35266820608262,1
36-50,Divorced,Both,82.63313751553379,B,D,C,C,29.734618375995137,C,A,C,E,D,B,C,44.06174537983906,89.64627208920817,0
18-25,Married,No,79.07565102147554,D,C,A,A,-23.122899869061783,A,A,B,C,D,A,A,-88.34193430483587,99.55173989439696,1
51-65,Divorced,Mental,-164.1232672711594,E,A,B,C,53.931739632111466,E,C,E,C,E,B,C,-12.449468711395461,25.388910807163086,1
36-50,Widowed,Mental,112.75516143379718,E,A,D,E,60.79498868985763,D,E,C,D,C,A,C,-182.2407332749354,47.03151860204937,0
36-50,Married,No,21.031588937268115,C,B,B,A,39.086750930457605,D,D,B,E,B,D,A,-113.0379341277707,11.66306580017574,0
26-35,Married,Both,35.47934067872442,A,B,B,A,-116.570000417374,E,C,E,B,B,D,E,-101.06141844881937,71.6665906484586,1
36-50,Married,Both,143.6175747545564,D,C,D,E,14.771952556363951,C,C,A,E,C,B,E,-0.6223376721412968,-196.6963081877006,0
65+,Married,Mental,-10.078443862912414,B,B,A,A,31.51127771756221,A,A,C,E,C,C,C,-118.95705301280795,184.2735806086593,1
18-25,Widowed,Yes,88.92891261616884,D,D,E,D,-75.30728172686395,B,D,D,B,B,D,C,-27.189500745422496,117.65156264814784,1
65+,Divorced,None,-17.782920385288552,D,D,C,B,-106.61023240773251,D,B,B,E,B,D,E,-236.05800651983287,201.70299043801916,0
51-65,Widowed,Both,-32.65225827570586,E,A,C,E,-64.65145596955229,D,E,C,E,D,C,C,71.8992600975506,-165.81843010803144,0
36-50,Widowed,Physical,-215.84961734015593,B,A,C,A,69.34164927873402,C,C,B,C,A,A,C,202.4223345887997,-104.46852562459851,1
36-50,Married,No,56.839719242049426,E,D,B,B,44.79779644554686,C,C,A,C,B,E,C,-40.763474949987476,50.74128795054006,0
36-50,Single,Physical,82.1450673929978,D,B,A,A,-95.80554667179008,D,B,D,B,B,E,B,-97.11488552632932,62.90649056648996,0
36-50,Single,Physical,-28.943712214663492,C,B,D,B,-141.02008140710737,D,D,E,D,C,B,A,27.59382104393534,82.8463887843158,0
36-50,Single,Yes,-5.636857992628519,A,E,A,D,106.2410899904361,C,B,E,A,E,A,C,-6.880427737555056,-11.014165197634478,1
