ethnicity,country,civil_status,sex,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
White,China,Widowed,Non-binary,E,-17.647392216226603,A,C,47.26282450204444,B,30.20749636173534,A,-12.773807606638862,E,0
Hispanic,China,Married,F,A,-128.36482443461432,E,E,-140.49213646851177,E,57.27536372449752,B,-39.46183798744442,D,0
Asian,Mexico,Single,M,B,52.70991351948751,D,C,-22.53937784569364,A,-74.9229381763097,A,-50.852104430555876,B,1
Black,India,Single,M,D,69.79545117717814,A,B,-38.20260101181705,A,-108.48228937689188,A,51.132669712476144,C,0
Other,UK,Married,Other,C,118.21678369581696,D,D,97.49734097720913,C,-43.53392997394362,B,103.88967630568197,E,0
Black,Germany,Single,Female,B,18.51299883330829,B,B,-66.85703951768288,B,-53.12599992696859,A,-19.59200674793594,A,1
Black,US,Divorced,Other,C,91.14567706684821,B,E,-100.23995759409301,D,-64.88228439747863,C,10.873479308766964,C,1
Hispanic,Germany,Married,Female,A,-20.590448328200132,B,A,-74.3485617755345,E,110.87135577558449,C,-61.54406017676345,D,1
Hispanic,China,Single,Male,A,58.475803733370114,B,C,81.24827629507429,A,188.73002270105815,B,-3.385739932783611,B,1
African American,India,Married,Female,A,94.74100763470405,C,D,41.647992770646,C,-114.06172273693261,A,167.32757282686737,C,0
White,India,Married,F,D,-16.614251932957007,D,C,34.7208028088026,C,-28.34308908834673,D,109.90730180611547,A,1
Asian,US,Single,Other,E,79.92815626710806,B,C,95.25027031774339,D,115.83035975146707,D,178.7974810616006,A,1
Hispanic,US,Widowed,Other,E,-131.74174312461642,A,A,-94.42973178518285,D,-56.375428126836,C,62.54749001108026,C,1
African American,UK,Married,Female,C,18.54916187347896,C,B,91.66433835926668,C,98.15521795545773,C,36.216863765053716,B,0
Other,China,Married,Non-binary,D,61.427860951671335,E,A,-194.8367571045036,B,27.432477144211624,C,-122.15251861265975,B,1
Other,India,Divorced,Non-binary,A,77.53089677779114,E,E,-2.5209255484197586,D,82.43167503539294,D,84.96439387028539,B,1
Hispanic,Other,Single,Other,A,-26.699092478696596,C,E,121.96545354224075,A,71.74279297149845,C,44.60750296455714,C,1
African American,Mexico,Single,Other,A,-67.0578706476633,A,E,-201.5931419277488,C,62.22431259083921,B,-102.55141746019505,B,0
Asian,US,Married,Male,C,-157.73727089022435,E,E,-36.23133786985536,C,-222.34593301171023,C,-73.50762103022905,A,1
Other,India,Divorced,M,C,127.55815300001534,A,A,-151.50556408343206,E,-58.17117597156641,E,10.450513982064502,D,0
Other,Brazil,Single,Female,E,-115.22898173134372,E,E,7.238551877592025,E,-54.41066458218167,C,-62.3634074944176,B,1
Other,China,Single,Male,B,-88.70919468266226,D,D,151.3159379865573,A,-46.43833500760397,D,-138.44193725222613,E,0
Other,UK,Widowed,Other,B,-216.29811079259702,E,D,-69.13236224114269,D,84.06369282119289,E,-16.514626478597343,C,0
Other,Mexico,Divorced,Male,A,12.271555106873809,B,A,-44.53531131913165,B,-114.71383586840882,A,-66.30306685948263,A,1
Asian,UK,Divorced,Female,E,-41.21778946462433,D,E,-99.84289726794773,D,-85.87291713858424,E,-53.09294389327487,B,1
White,India,Divorced,Other,C,71.29286502706893,D,D,-39.36120975987231,A,-16.39884559087174,E,-271.7090940706505,C,1
Black,UK,Divorced,M,B,-82.9100277544201,A,A,-58.18771557598088,D,-116.29688803344003,D,-39.037494054667064,D,0
Black,Other,Married,Female,E,-122.36805760087259,C,A,-215.88539507649855,E,-14.86888671220547,A,89.7264807877115,E,1
Hispanic,Other,Widowed,M,A,-146.3662458880932,E,B,-21.248707563415746,E,-0.426533048992085,D,-89.78322456183957,D,1
White,US,Married,F,A,-100.79487786396962,A,E,-20.41855134828918,E,-165.85563983098405,C,-29.37604934948801,E,1
White,US,Married,Non-binary,E,68.65784114024687,C,B,-87.24063483491692,B,-16.468913573624828,A,110.23762090104177,D,1
Black,Mexico,Married,Other,B,257.1159362312025,C,B,106.28659650630627,C,-66.88783226466481,B,-77.11768533493122,B,1
Other,Other,Single,F,E,-60.13008466943002,C,C,-7.63519934728744,A,43.67132428425485,B,50.1603920180393,E,0
African American,UK,Single,Other,B,-113.45651528720735,C,C,-169.30177303347335,B,-188.32736986675613,B,-5.311357977438672,E,1
White,Brazil,Divorced,Non-binary,D,128.30542761230134,E,C,55.262482450921645,E,109.62078544646423,C,5.232546449956257,A,0
Black,UK,Divorced,Male,B,53.10679311452851,E,A,18.444726074313113,D,-56.432427360997536,D,30.738196173940203,D,0
Other,UK,Single,M,D,29.229262309066357,A,C,8.000200113114994,C,112.99690445373147,C,-127.65183743592978,D,1
White,US,Married,Non-binary,B,168.55088223027573,B,E,-58.36165200104685,E,54.0838547182623,C,-103.34725987703702,E,0
African American,Germany,Married,M,E,-30.383189774784398,C,B,37.9556462882581,C,-28.193668926175157,C,79.75481814724023,B,1
White,China,Widowed,Male,E,-165.34724394462313,C,D,19.387661164076963,D,49.912434176779165,B,100.77819022465975,C,0
White,US,Single,Male,C,-44.2315265916646,D,E,-23.283759619273763,E,39.06135831152703,B,-136.9914604737536,E,0
Other,Mexico,Widowed,Male,B,-48.89644248049251,E,A,-65.14935227227413,A,76.87078718523051,A,-9.369042365486425,A,0
White,China,Widowed,Female,A,-74.57093007884457,A,B,211.09971925124768,D,-142.08302240594077,E,-37.50766685819685,E,0
African American,Other,Divorced,Male,A,93.71810676824427,A,A,-80.12412733247004,B,53.05878689445323,B,-3.5415654628839435,A,0
Hispanic,China,Married,F,C,-123.00084885387908,A,D,-75.05421818712514,E,-3.4664012395308488,B,162.13745179889213,C,0
White,UK,Single,F,A,134.52848371402808,A,A,50.66650557476756,E,38.5995309834232,C,47.70031049401992,E,1
Other,Brazil,Married,M,A,18.813439316526686,E,D,151.0515972498085,D,-14.619073462332535,D,-34.052443242032986,A,1
Asian,India,Divorced,Non-binary,B,-133.5314733805729,C,A,74.21918243016806,B,38.08526362105991,A,-103.51502920027555,D,1
Black,UK,Divorced,F,E,42.923798145424676,D,E,51.30049044005113,D,-157.43596002249075,E,-64.31186607431857,D,1
Other,US,Widowed,M,A,-101.5224884673034,E,A,-18.404973359953672,A,149.4947495521879,D,85.39868531978641,B,1
African American,US,Widowed,Female,D,19.258845287831807,C,B,127.79236396827147,A,82.92962514794328,B,-111.31679331327481,A,0
Asian,Brazil,Widowed,Non-binary,C,-94.0450335266575,B,C,-37.43754201697122,E,126.1574422293716,A,-58.80872436326568,D,0
Other,India,Married,Non-binary,B,-33.99009068354359,B,B,-12.670914207336551,D,-65.37482151009641,A,-63.77427211977814,A,0
White,US,Widowed,M,B,63.70899179280123,C,A,-169.7113145125405,A,-169.89674117853144,B,-79.71566494288895,D,0
Asian,Germany,Married,Female,E,-79.68302784409327,C,C,-16.437244373494746,E,-28.535130290327732,B,-238.6003801572242,D,0
Other,Germany,Divorced,Other,D,-91.5274360917385,B,C,-139.32584337155868,B,-95.6301328759943,A,-89.57958400249515,E,0
Hispanic,UK,Widowed,Male,E,32.088393011394764,E,A,64.22631229437354,C,-50.8351810155519,A,145.70294741398396,C,0
Other,India,Single,Female,B,-190.08738239554438,B,D,-108.70701916281702,E,69.71163790098434,A,-6.750918670612018,C,1
African American,China,Divorced,Female,C,-14.120154900627218,E,C,-234.06589777396022,D,-94.98344904305908,B,54.12385478372453,D,0
Black,Mexico,Married,Non-binary,C,-45.965534221142875,C,A,-9.502830339336924,C,158.1561171310851,D,110.69679831010733,A,0
Hispanic,India,Divorced,Female,D,-121.76175127714986,E,E,304.5587961594682,B,154.61301239828694,A,24.358426736967182,D,1
Hispanic,Brazil,Single,Male,C,188.22172883201947,E,B,-53.98771461861668,E,24.996997143972532,B,38.08868729575784,E,1
Black,Brazil,Divorced,Non-binary,C,133.58977953923855,D,C,-37.51504563878959,E,-70.27742022805602,A,-56.03272319068181,C,1
Black,China,Married,Male,C,2.674278569680263,E,B,6.988409040606873,E,45.069223139202506,B,22.63363362944379,E,1
White,India,Single,Male,A,-124.74505212435535,D,C,150.1957520418281,B,-102.95660079218409,C,137.84967665212818,A,1
Other,India,Divorced,Male,D,-37.064892025793064,B,B,44.442855237137145,C,61.24276807483346,A,-94.30640553536116,E,1
Black,Other,Divorced,M,C,-65.57889789797134,E,E,-100.73014020550211,E,10.70063566197558,B,-3.2408050571355416,A,1
White,Brazil,Married,Other,B,-5.808436835917136,E,A,-193.72593912580237,D,73.78071906150436,C,-119.57256876299098,E,0
Other,Other,Single,F,C,148.02808806242427,B,E,96.1651646360904,E,97.15821676750537,C,-4.778967750303333,B,1
White,Other,Single,Non-binary,C,108.59795522757982,D,D,-247.67465811679853,B,72.5695493790555,C,23.006045636551367,D,1
Black,US,Widowed,Female,D,-51.679196110385696,C,B,-151.90659640139742,E,17.250972266562062,B,-63.31520051953093,A,0
White,Mexico,Divorced,F,A,14.245854604775538,E,A,-27.84078395326578,C,-37.92333467557707,A,-49.56222843276266,B,1
Hispanic,UK,Single,Female,A,-9.738271535406676,B,A,1.233178879187186,C,-16.59816217584952,A,-23.795167367323252,C,1
Other,Brazil,Divorced,Female,A,-101.16714800515567,C,E,61.46682282723904,E,-43.615863228701556,B,-70.22495082950742,E,0
Black,India,Married,Female,B,-35.94765063578026,E,E,81.32003752334727,E,33.926355494609844,E,49.07687782968408,B,1
Hispanic,Mexico,Married,Female,D,-114.5510840645704,C,C,206.61796638101498,A,-63.66670100737268,D,-88.10080996178161,E,1
Asian,Mexico,Married,Male,C,-106.96664889311864,C,C,17.07217415165508,B,58.75262392849009,C,-69.42785592341677,A,1
White,Other,Married,F,B,-32.52779880250276,D,E,-95.05922621564947,C,-109.89680749597038,C,-85.01706737524648,C,0
Hispanic,UK,Divorced,M,B,122.85760470105916,E,A,156.0619763528553,A,105.79030256839769,B,-42.1859890042528,E,0
Other,Germany,Widowed,Female,C,52.19094996035978,C,A,3.2073808620728705,A,-171.4690667892086,A,47.69724991898501,A,0
Black,Brazil,Divorced,F,C,17.88137882336741,D,B,82.35116617491241,C,120.68787673832892,A,-2.080492911801048,D,0
Black,Mexico,Widowed,F,E,-110.23490562175424,C,C,52.21498883595049,B,155.52963633165328,D,42.13213014048872,E,1
White,Other,Married,Female,A,152.92210850135461,C,B,167.04789431599474,D,8.692335686135753,C,-70.37079680248955,A,0
Other,US,Widowed,Non-binary,C,0.7230265905964744,C,E,-53.08072177242842,D,240.28555753127998,C,97.51531857728446,B,1
African American,UK,Single,M,A,-86.30806978033138,A,B,-176.65185034655337,A,14.004862652389283,C,-140.99714986065584,D,0
African American,Other,Divorced,Other,A,-26.9842334764986,E,B,65.90168939628789,D,-47.879349148453045,E,-79.39661804483076,D,0
Asian,US,Married,Other,E,-103.22502070510033,B,E,-141.68205825277326,D,-41.80662011081993,C,42.91616042038931,A,0
Hispanic,Germany,Divorced,Other,B,-160.76916314595294,A,D,110.66360348299109,C,90.72949573535662,E,104.38419162579515,E,0
Black,Brazil,Married,Non-binary,C,20.92587635960567,A,B,88.93814948861366,A,-111.31052248250144,A,22.874083899623848,E,1
Hispanic,UK,Single,Male,C,54.40549423589778,D,C,18.302152276543172,D,-20.41296825954644,A,66.57596185067764,A,1
Asian,China,Divorced,M,D,-46.060162246531846,B,E,-100.22461551483495,D,58.23285090368565,D,43.49469628110147,B,1
African American,US,Divorced,M,D,47.266600596633026,C,C,-2.5069262691970557,B,-10.242896441678205,E,3.8375497421591844,D,1
Other,India,Widowed,F,B,-25.730009324951126,A,B,-0.5649089496371748,D,227.42949572299648,B,85.00698512030914,B,1
Black,India,Divorced,M,B,130.03661633587157,C,A,164.00753133790224,E,82.57157524937338,A,129.81461368154618,C,1
Black,Mexico,Divorced,Other,D,-102.06797625441983,A,E,-53.31954847801972,B,-66.342326302495,C,-101.40798511750052,A,1
Hispanic,Brazil,Married,Female,B,23.337164657734082,B,D,107.52950066243112,B,25.527925974342054,D,158.64335512422485,A,1
Black,US,Single,F,E,32.35303200706714,D,B,102.509529482803,E,-32.843109388208305,A,110.33749338745832,D,0
Other,Other,Married,M,B,-90.67886495764374,C,C,26.250021262584237,E,-51.7433500438136,C,254.23168071605136,D,0
Asian,Other,Single,Male,E,-240.84444748008295,A,A,-154.12663418406876,C,-164.4201199660155,B,33.4968787733109,E,0
Black,China,Married,Male,B,-111.29190214464873,A,E,-72.94794146344229,D,146.44641164341613,E,12.640864667044504,D,0
Black,China,Divorced,Other,E,185.38290376165767,E,A,9.586533063007051,E,-32.20939068237363,B,-27.073178896876854,D,0
Other,Other,Married,Female,A,-23.44928503983172,D,E,-38.68472469657488,B,62.91025780127403,B,70.50432428648166,E,0
Asian,China,Widowed,F,D,-282.8349550028445,D,B,7.520084460454919,E,-70.94065550570885,E,-13.111745839253219,E,1
Asian,Germany,Single,M,B,180.29728487894417,E,B,-25.595431024792504,B,21.87210362349784,D,-164.0318144148867,C,0
Hispanic,China,Married,Female,D,-13.627273440457824,B,D,46.638633370541676,E,32.72899085066336,A,149.33638443120506,E,0
African American,Mexico,Divorced,Male,A,-198.7857178105142,A,A,14.376175370613463,D,-19.5885852679929,A,150.35814499621185,D,1
Hispanic,UK,Divorced,Female,B,236.46401648286033,E,E,4.2102491787319885,D,51.3015630844602,E,-52.19738333872439,B,0
Other,Mexico,Widowed,F,B,104.96741933217434,C,B,35.101872883941844,C,102.49555805909303,A,-63.38741350334725,C,0
White,Mexico,Married,F,C,-225.29340617305414,D,D,-26.20718417575131,B,131.2480925269466,D,-125.71786785135252,D,0
Other,Mexico,Widowed,Female,A,-43.70848069981418,A,A,-126.89315049761329,D,-136.93266760627202,D,142.78237254982236,E,0
Other,US,Single,M,D,5.176363799526862,B,C,-125.88549299948694,B,73.89420863156884,C,78.91102604048508,B,1
Other,Brazil,Divorced,Non-binary,C,112.65281267563213,B,D,-27.110639949921627,D,-49.16678182590435,C,31.262894137207976,D,1
Black,UK,Married,Other,B,-89.3594008688618,B,C,32.98743435807563,E,-91.75688000913475,B,199.33216581392267,D,0
African American,US,Widowed,F,E,-89.94495528578824,E,E,-132.2027099589552,B,113.14629141732667,A,26.229488072666314,A,1
Asian,Brazil,Married,F,C,-80.32653100379976,B,D,-18.76704126096138,A,-238.66192480863015,D,-63.69893177691638,D,1
Hispanic,US,Single,M,A,-134.19737395824336,D,A,-171.110765791296,A,-39.80832984706312,E,119.28291868349127,C,0
African American,China,Widowed,M,E,-186.60113131420533,E,C,85.40733915165188,C,55.47147921198912,C,129.45453773905928,B,1
Other,Other,Single,Non-binary,E,-84.5223954800946,A,C,-3.32941495561145,D,-24.44469519959985,B,19.244703563656785,D,0
White,Other,Single,Non-binary,C,173.1806614996866,E,E,-69.73342540492234,C,35.802311340451055,C,-43.97932862492894,E,1
Other,China,Single,Non-binary,A,74.62256446897456,E,A,-122.10333054378913,D,4.393524041700105,C,-68.61037043470523,A,1
White,Brazil,Married,Male,A,-89.04079523599493,B,D,-10.057291834002037,A,10.138944829043124,E,4.08949714517042,E,1
Black,Other,Widowed,Other,E,-1.711376186702021,B,C,50.88162936238544,C,-19.952169648480574,E,91.59377179873773,D,0
African American,UK,Single,F,B,44.776869312460995,A,C,-21.443561010603457,E,37.07645143347498,E,-2.0090548122784804,E,1
African American,Other,Single,Female,C,-142.19237105523064,B,D,-146.17488742299935,C,-48.061159705428416,E,66.39646347076771,E,0
White,Mexico,Single,F,A,175.56257847517728,A,E,19.532827074115538,B,-71.64236249965283,C,-29.206238944849872,D,1
Asian,UK,Married,Female,D,-166.3853856214971,A,E,-216.57750060834252,C,-52.470635148865455,A,72.84984746231387,C,1
White,US,Divorced,F,A,3.8015456449086855,A,A,-36.52700279330516,C,-53.49444662370194,C,-101.69893769362484,D,0
White,Other,Widowed,F,A,-69.29911600352736,E,E,-48.20556195023201,A,65.16362081269207,B,50.07962342919825,C,0
African American,Other,Divorced,Non-binary,D,7.019470112919005,A,C,53.98071435464185,E,203.35302711216312,B,-8.454724720361465,C,0
Hispanic,China,Divorced,Male,A,163.64528823973714,E,A,17.64215667695109,D,14.206131755983476,A,-14.188703250347176,A,0
Hispanic,Other,Married,Non-binary,B,-15.34256698827779,D,B,4.707967361587275,C,-136.00141416504448,E,78.9527230506738,B,1
White,India,Divorced,Female,A,42.79389044331189,E,C,109.55159880457757,D,-21.570608232107755,E,71.82397045128066,D,0
Other,Brazil,Married,Other,E,67.67046414427614,D,C,100.41953991841825,B,-72.52174723380489,E,-44.057757789561855,D,1
White,Other,Widowed,Other,D,25.289896708036036,A,B,-66.48321341537314,B,-195.89332282321192,E,-94.70407535963989,E,0
African American,Brazil,Single,Female,B,104.94930935372697,B,B,185.60525582243145,B,174.47125114212605,C,13.22501429903731,D,1
Black,US,Widowed,M,D,34.962185411023356,A,A,-192.17889379646024,B,49.79493071444264,E,149.8977981372506,A,0
Hispanic,Brazil,Married,M,B,-195.74280962897652,E,C,106.60575687999234,E,7.4895936278050925,E,47.50761343478687,D,0
Other,UK,Widowed,Other,A,-140.53749724394734,C,D,38.58654123949386,C,137.93877149523465,B,7.449793771998661,C,0
White,UK,Married,F,E,59.462472463076935,D,C,-183.92123640858824,E,151.2352788436779,B,55.58874132277231,B,0
Hispanic,Other,Married,Male,A,12.343332972691883,B,C,-265.6522391835676,D,16.840448811181076,C,43.63776869121499,C,1
Asian,UK,Divorced,Male,B,161.36654756504845,C,B,45.90647029301959,A,-137.77504189210737,D,-9.676145021704453,B,1
Black,Brazil,Divorced,Female,D,57.25698411900385,D,A,6.755199315616609,A,68.83078745561056,E,-182.99503798879707,E,1
Black,UK,Single,Non-binary,A,94.05745816744691,D,A,79.37132670922762,B,23.488396398457397,C,-8.343786049715469,C,0
African American,Germany,Widowed,Non-binary,B,-64.52971569381181,E,D,-71.60696981669142,A,24.524567149263003,C,-221.97548812200125,E,0
Hispanic,UK,Widowed,Female,E,175.34679153780547,C,C,-90.39433532261634,D,53.58034405944103,C,-64.02800897836636,D,0
Hispanic,Other,Married,Non-binary,B,110.9062614525153,B,B,-167.11662367732004,D,34.00891477749279,C,-69.54601781598905,A,0
African American,Brazil,Divorced,F,D,-59.31945591967145,C,E,-16.16806330186278,A,26.605374615858967,C,-94.36744835196484,A,1
Black,Brazil,Married,F,C,125.25503549538459,A,C,-23.497428639718127,A,-14.250988593311146,B,53.83797499516867,B,0
White,Brazil,Divorced,M,D,-15.212961682066927,D,D,48.09370316551739,B,-208.34895530328023,E,-24.863770611879417,D,1
Other,Other,Married,Male,A,-39.48369093722746,C,E,46.05000484125557,C,92.50657221617475,D,58.993574537895796,E,0
White,US,Widowed,Female,B,52.82889095237376,B,B,-140.16826287643718,E,186.04655732048826,E,77.5637129816908,E,0
African American,Germany,Single,Male,D,-97.42269776865443,D,D,160.0729586983762,D,186.8934230487616,E,62.169780956570676,B,1
White,India,Divorced,Male,A,61.144827312467434,B,C,62.345972145107595,A,1.3422499706837046,C,3.067762161610088,A,1
African American,China,Divorced,Non-binary,C,69.32839207291094,C,A,-164.7023985921183,D,0.9167489632067868,A,-177.18771858346418,B,0
Asian,UK,Single,F,D,51.28103436983399,B,E,275.8925470350253,D,-52.54430158466572,A,34.04172919294899,D,1
Hispanic,Brazil,Single,Male,B,-108.95906502714936,C,A,47.63049241823415,B,169.90809464547078,C,-7.400288932550159,C,0
Black,Mexico,Married,M,D,-85.90734773973067,D,D,3.8209306107075234,E,-25.00989613097142,B,-46.559343178684074,A,0
Asian,Other,Single,Non-binary,E,142.30583926033992,E,A,-86.18717164877368,C,165.71312710508985,E,114.90602941270697,B,0
Other,Brazil,Married,Female,B,63.78633750277052,B,C,120.99132277645491,B,-48.66743589311835,A,5.7047919057355,A,1
White,Germany,Divorced,F,B,-243.6583597401262,B,D,-2.122126557251252,C,-62.078591968153084,D,-178.91861043408517,E,0
Black,Brazil,Single,Non-binary,E,-128.97702144750573,A,E,-47.873192554516706,A,144.96352155169149,B,168.44816182915662,B,0
Black,Brazil,Widowed,Non-binary,C,214.42797023252916,B,A,20.636271083063402,C,-40.43820768228251,E,73.6587640200543,D,0
Asian,UK,Divorced,Non-binary,E,-150.1009617016877,B,E,-239.23259616220273,A,-35.50840236974561,C,133.02430130337345,E,0
Hispanic,US,Widowed,Female,C,-40.307994070354795,B,E,68.84499268820181,D,49.42455556424452,B,20.670782362511204,E,1
Other,Germany,Married,Other,C,5.394942259278547,D,B,3.0208550858793983,C,-12.027921910788454,B,22.858360241822925,C,1
Asian,UK,Widowed,Male,B,-132.77072538603622,D,A,-48.688240354253296,E,-18.47557715926244,E,177.39762256016246,C,0
Asian,Brazil,Single,Other,C,-104.58941083646323,D,D,96.76370395432488,A,195.7168198667993,B,-116.58026334068366,D,0
Hispanic,China,Widowed,Non-binary,C,32.55544500558843,B,E,-141.3931821292036,D,9.492657310100958,D,-37.45176342647901,B,0
African American,US,Divorced,Male,B,-1.5490482288110496,E,E,-119.32831189106953,C,-108.67224246897682,E,-52.97667256871158,C,0
Other,China,Single,M,D,114.94708246347713,C,A,-84.26654473344891,E,-163.87334679713294,E,-125.38600229954426,A,1
Asian,China,Divorced,Other,C,125.07725418481243,C,E,-94.20093499883525,E,-94.13622036748109,E,94.49878796005585,E,1
Black,Other,Married,M,B,10.624338123805654,E,A,16.627251358694586,B,-92.52684884202237,C,-18.450990663335322,B,0
African American,China,Divorced,F,C,47.61652291555087,C,B,83.33830788573347,B,-98.0774109692809,B,-60.79655955258748,B,0
Asian,Germany,Single,Non-binary,C,29.813625837380087,E,D,57.16216172693702,A,41.935233610124975,C,-82.49296792837796,E,1
Asian,China,Divorced,Male,A,11.21782234889919,A,A,159.22544660765848,C,-63.378632545866495,D,-153.4777920715811,E,0
Black,China,Divorced,Other,C,10.461509180709172,B,A,-42.70258870476375,D,46.23368729702902,D,-55.8715141716104,C,1
Black,Other,Divorced,F,E,105.15835073734543,E,D,-151.75488976393382,D,173.16177681542524,A,-23.63923034087235,D,1
White,India,Married,Other,E,198.64945944597918,D,E,-3.3693366628012726,E,75.46094004816155,E,130.65809923106107,D,1
Black,UK,Married,F,E,-7.563510472900173,D,B,175.76457879469706,D,15.569883712092997,A,-58.59797452437385,C,0
White,Other,Married,Male,D,-26.455679576070207,C,D,-75.5191478397055,B,122.25582988546913,B,13.077179711580044,D,1
Other,US,Single,Non-binary,E,30.392432840736173,B,C,94.08483727684694,C,106.77331880339744,C,52.34116316638604,D,0
Asian,India,Single,Male,C,191.23074577483246,E,C,-27.84755468478834,B,29.751980295756887,E,-4.102157879703889,E,1
Hispanic,UK,Divorced,Other,A,-14.576647442160315,E,A,180.6930635986916,A,140.87710406387984,E,-26.336426710069976,A,1
White,Mexico,Single,Female,B,97.51861095585507,A,A,165.26144155489226,A,69.28477597048818,A,-28.95041221440765,B,0
Hispanic,Other,Married,F,E,9.660399157797645,C,E,102.81823539560868,E,-32.01081541069637,A,150.6895046343041,E,1
Black,Germany,Widowed,Male,C,66.29876017619667,D,C,49.581654775323805,C,-39.41893219575948,D,124.52647264996432,D,1
Other,Other,Divorced,M,B,153.87026337034538,E,E,11.134322091457316,A,3.333544819225788,E,129.9573113799608,C,1
Asian,Mexico,Single,Male,A,-44.99280493883867,E,D,-5.840324360893812,A,-26.205299104459606,D,74.176849686635,A,0
Other,Other,Widowed,M,C,-58.99132004000026,D,D,-123.07642678964336,A,165.72746085621287,B,80.8414723392462,B,0
White,UK,Divorced,M,A,54.951927547061466,E,A,59.17632994977973,A,103.96011449953689,A,46.09862581863456,C,1
White,Mexico,Widowed,Male,A,185.37049332115268,C,D,93.09759263455699,C,76.46238076668165,B,137.2932009919085,E,1
African American,Germany,Single,Female,E,-99.53690610019903,C,D,-34.00031409204996,C,-187.6855958843057,E,-17.137857352747748,C,1
African American,US,Single,Female,E,-171.06257409557634,A,E,-127.07189335703413,B,-13.542674956297024,D,30.31877106702574,D,1
African American,US,Divorced,Male,A,181.03341920924484,E,E,2.8711475404023266,C,109.40512449967514,D,-87.29037659193611,D,1
Black,Other,Divorced,M,E,36.85727543904788,E,A,80.57132878155254,E,46.34068845734704,E,111.56676844070866,A,1
Black,Germany,Widowed,Male,A,-49.69973759567929,E,C,287.834171922323,A,-108.61686662655899,C,212.185228586937,C,1
Black,India,Married,Other,B,233.1303984296533,E,D,85.18733547821682,E,59.17505549046511,A,-10.602384431288609,B,0
Other,US,Widowed,F,C,-8.720021146931368,B,A,-119.75351305212155,C,-99.97248937899612,D,66.89040204255939,B,0
Black,Brazil,Single,Male,E,3.671120560327343,D,D,-49.06588127906168,A,-14.680635549058682,A,100.24657107346964,E,0
Hispanic,India,Single,Non-binary,E,57.295249933986916,D,E,98.81469468522656,A,1.0592091540961044,B,-57.39577124911166,D,1
African American,Brazil,Married,M,E,-66.52926004715793,C,D,-34.20868648266375,B,53.622134614308884,A,220.84086463625513,D,0
Asian,UK,Widowed,Other,D,-50.541287943411696,D,B,1.7669929708378225,A,-51.38726367997549,C,82.86143567086383,E,0
Other,Germany,Married,F,E,108.92659603853944,D,E,-97.87728997011928,D,-79.47077193412665,C,53.51871453998722,B,1
Other,Other,Single,M,E,92.67752903154441,B,C,-132.25643834747342,C,-74.88812332997568,D,45.63949567044298,C,1
White,US,Divorced,Other,B,76.78659093050145,A,C,159.54057486077497,D,-69.15134504350068,C,-143.29490899835818,D,1
White,Mexico,Single,M,B,65.95694091986866,A,D,-1.86502719542639,C,-31.435643940675657,E,-111.64125443690259,B,1
Black,Brazil,Single,Non-binary,B,4.047108866956205,E,B,43.51584588109394,E,-33.380169178889275,D,22.773679965553644,A,1
Asian,US,Widowed,Male,C,19.850640268285375,A,D,-57.112339223885556,C,-69.91016750143632,D,26.057335665856424,D,1
White,US,Divorced,Female,B,37.545617954048126,E,B,-24.941698390119686,C,48.33250285282297,B,-111.13626764449418,C,0
Other,Brazil,Widowed,Non-binary,D,169.18864950546856,E,C,-274.74887253968325,A,96.95607863108283,C,-11.604523709867067,E,1
White,China,Single,Female,C,-75.90208592319131,C,D,122.66063889984432,E,95.52935425051615,D,-143.32293670523933,C,0
Black,China,Married,M,C,10.038549498891056,E,A,-29.886526193721735,E,-5.326398941392003,B,97.68040421874792,A,0
Other,Germany,Single,M,E,-70.70582639565767,B,C,118.96127144464626,E,-35.13973058723884,E,31.479927019867223,D,0
Other,US,Married,Other,B,51.26783797385359,C,C,132.47126534284433,E,-181.08410378632752,E,-27.401124813217088,C,0
Hispanic,US,Single,F,A,247.97486086238067,C,B,-48.499360203687836,A,-51.15295881080147,E,-160.00005124997176,E,1
White,Mexico,Divorced,F,A,-4.47829990020728,A,C,71.6644830570405,D,-133.8776160047511,A,26.02105962616269,D,0
Black,China,Divorced,Other,A,129.47404853729128,A,A,120.93468992099501,E,33.071458089347274,D,54.24859462671798,E,1
Black,China,Married,Non-binary,E,-73.36101016034267,D,B,2.7678185074572035,C,82.23138998645916,B,54.84923721265107,A,1
Asian,UK,Single,Non-binary,D,31.929027149176136,A,B,-65.85088051349356,B,-9.01151792143407,D,-16.43414608748915,C,0
African American,China,Single,Female,E,-71.40450980160607,A,A,-159.06172513947791,E,-73.97700305273422,C,-99.01882060652099,A,1
Asian,Other,Married,Non-binary,C,11.114937950110946,D,C,-78.3474822579706,D,-271.01838202835864,E,92.1797679501745,C,0
Asian,Mexico,Single,Non-binary,B,91.03066729410328,D,D,-62.99177897093939,C,166.93455361294087,D,28.644111031072867,D,0
Other,UK,Married,Female,B,54.8673936822421,C,A,38.61072909018438,D,-49.124558433167635,A,124.81386196816173,A,0
Hispanic,Other,Married,Female,B,70.3189579305157,E,D,65.44784893744247,E,50.54449128525421,E,-6.654729024788991,A,0
Other,UK,Single,F,C,56.26958588208056,E,A,-84.33667877964488,D,-167.61270051346384,D,-87.65809980834193,A,0
