military,SEX,Race,orientation,feature_0,feature_1,feature_2,feature_3,feature_4,target
Non-Veteran,Female,Hispanic,Homosexual,-32.11769106647625,C,93.74895662247043,B,B,0
Veteran,Female,Black,Other,25.533072069037786,D,-84.19542407996042,A,D,0
Veteran,F,Black,Homosexual,-5.902629537535982,D,7.406864340719754,A,C,1
Non-Veteran,Non-binary,African American,Bisexual,-136.59052691630555,C,-35.35441901873387,A,D,1
No,Female,African American,Other,-83.6001678378415,B,-17.87178536037074,A,C,0
Yes,F,Asian,Other,-77.55650285429473,A,35.48000728527316,A,D,1
Yes,Other,Hispanic,Homosexual,14.618689028329404,B,-30.648096791383256,E,B,0
No,F,White,Bisexual,-43.42896621854607,D,42.58647584718814,C,E,0
Yes,M,White,Other,-34.70935722236075,B,-177.41072736069071,C,C,0
Non-Veteran,Female,Other,Heterosexual,86.88500308908917,E,-71.48387651970418,A,B,1
Non-Veteran,M,White,Homosexual,332.9023925143588,E,-95.04302651454786,E,E,0
Non-Veteran,F,Asian,Other,99.4631451360464,C,-87.01142343517799,C,E,1
No,Male,White,Homosexual,33.34071193629589,A,-60.291195979681014,D,C,0
No,Non-binary,Black,Heterosexual,-120.91966731304613,B,-3.8822690726793945,E,E,1
No,Other,Hispanic,Homosexual,-34.75930744803204,A,91.87369434934037,D,A,0
No,Non-binary,African American,Heterosexual,18.5647873113239,D,15.460349220169256,C,A,0
Veteran,M,Asian,Heterosexual,134.91225883130477,C,150.8813044810537,A,E,1
No,Female,Hispanic,Homosexual,14.70347922787971,A,105.70147205633272,C,D,0
Veteran,Other,Other,Heterosexual,153.13781493211835,C,-89.21873464145028,A,B,0
No,Non-binary,Hispanic,Homosexual,143.36531488713217,B,-55.230610749371635,E,B,0
No,Non-binary,Black,Other,11.212256537668589,E,-113.49393034067164,D,E,1
Yes,Non-binary,White,Bisexual,-98.54679040878199,B,113.78016720737729,D,C,0
Yes,Non-binary,Asian,Homosexual,82.05735300054334,C,147.05553173358413,B,D,1
Veteran,M,White,Homosexual,49.89525461980095,C,3.0551438630102776,D,D,0
No,F,Asian,Bisexual,15.457183196180754,B,-18.08775469637322,B,A,0
Non-Veteran,Non-binary,Asian,Other,78.86405763375637,A,14.015520721775394,A,B,0
No,Female,Black,Heterosexual,-72.96569563838595,B,99.17324883609206,C,B,0
No,M,Other,Bisexual,-158.81426958319256,D,-6.078120175270928,C,D,1
No,Other,Asian,Heterosexual,132.6474151901756,C,-41.22015032309555,E,A,1
Non-Veteran,Female,White,Homosexual,-47.4259007081853,A,43.53345757124277,C,E,0
Yes,Female,Hispanic,Homosexual,89.29965831581241,B,75.17730298073621,D,C,0
Non-Veteran,Other,White,Homosexual,-278.5621059328467,C,-33.28048245341385,A,C,1
No,F,Other,Homosexual,-49.81246937577325,C,-39.985139994364914,E,E,1
Non-Veteran,M,Hispanic,Heterosexual,-13.970089095052781,A,-72.60957900809653,A,E,1
Non-Veteran,Other,Hispanic,Other,-9.568029530822628,C,174.81834678199112,A,E,1
Veteran,Female,African American,Bisexual,144.13286233280047,D,-65.3943416855159,D,E,0
Non-Veteran,Female,Hispanic,Other,-10.023192435448621,B,-167.660458452795,A,A,0
Yes,Male,African American,Bisexual,-8.161709219105163,E,-43.303094461343555,C,B,1
No,F,Asian,Bisexual,88.33992346443694,E,-171.87989851091567,C,A,0
Non-Veteran,Other,Asian,Homosexual,104.95316375355952,A,-70.51467798385235,C,D,1
No,Other,White,Other,-7.73359366423295,B,-22.185135621286772,A,A,1
Veteran,Other,White,Homosexual,-156.5337942249466,C,135.73286729669914,D,B,1
Veteran,Female,White,Bisexual,-15.550432552423498,C,-39.212015789996244,C,D,1
No,Female,Black,Other,39.42469914991541,D,87.77166948062877,D,E,0
No,F,White,Homosexual,-1.8227226837835988,C,-112.22303682264166,D,D,1
No,Non-binary,African American,Heterosexual,100.12405025985191,C,70.9206044025009,A,A,1
Non-Veteran,Non-binary,Black,Homosexual,-36.634714738474,D,146.47780595059666,B,B,0
Veteran,Non-binary,White,Other,40.80564369512254,B,-70.06745604745602,A,D,0
Non-Veteran,Male,Hispanic,Homosexual,44.24360900120173,C,-89.4736905750247,E,E,0
Non-Veteran,Non-binary,African American,Heterosexual,-94.10375286769074,A,-57.7759262942839,A,E,1
Veteran,Non-binary,African American,Heterosexual,129.03739994366597,A,-97.42546461825641,D,A,1
No,Female,African American,Other,122.33714657316304,E,41.230913888407684,D,B,0
Yes,Other,Hispanic,Bisexual,-65.71594301531533,D,-23.83062577294662,A,A,1
Veteran,F,Asian,Other,44.67262646169958,B,58.4020915409222,D,E,0
Yes,Male,African American,Heterosexual,-48.32601602602272,D,-131.35425208283377,C,A,1
Non-Veteran,Other,Other,Homosexual,-89.62703320753643,A,-36.826770559833335,C,C,0
Veteran,Female,African American,Other,39.620433703025846,A,8.511105734528076,A,E,1
Veteran,Other,Hispanic,Heterosexual,-75.77654320373816,A,-52.75968100341552,A,B,0
Veteran,Female,Other,Bisexual,58.69521638698952,B,-69.82720661476648,B,C,1
No,M,Black,Bisexual,-131.99482174831428,E,-54.09310886614119,B,D,0
Veteran,Female,White,Homosexual,34.897325960882675,B,-59.7792293026795,B,D,0
Yes,Male,Other,Homosexual,-16.82604647009331,D,143.25378610348142,B,D,1
Non-Veteran,Male,White,Other,93.40261508959728,D,-3.629824164521139,E,A,0
No,Female,Other,Heterosexual,199.58889393941425,A,116.1912703184126,D,B,0
Non-Veteran,Female,Hispanic,Other,-79.26978383971048,C,51.91648593079299,D,E,0
Yes,F,White,Heterosexual,-0.9844716345723679,A,54.06881103297897,C,A,1
Yes,M,White,Other,-158.16699526126843,D,29.198092955175458,C,E,0
Non-Veteran,Male,Hispanic,Homosexual,-26.694220704143383,C,-187.08818085699414,E,C,0
Non-Veteran,Non-binary,White,Heterosexual,-134.85632338918998,A,-19.873635278928525,B,A,1
No,F,Hispanic,Other,-119.71655498240716,C,-90.63240250065782,D,B,0
Non-Veteran,F,White,Bisexual,-171.10063469881774,A,65.82473940291553,A,C,0
Non-Veteran,F,African American,Heterosexual,70.0227383802433,B,86.45640303421956,C,A,1
Veteran,Female,Hispanic,Heterosexual,53.713124992816496,E,-91.2368300674973,A,A,1
Yes,Non-binary,African American,Other,-127.60964733622183,B,52.40045363723127,E,A,1
Yes,Other,Other,Homosexual,-68.96019029796999,C,-56.567415721372285,B,D,0
Veteran,Female,White,Heterosexual,0.40700302687745976,E,98.01663682491701,E,E,0
Yes,Male,Hispanic,Heterosexual,198.9146540769952,A,-73.37795724024556,B,A,1
No,Other,Black,Homosexual,131.56088183272928,E,121.02095817961221,D,D,0
Veteran,M,Asian,Bisexual,-104.2536751995007,A,87.399168102672,C,C,0
No,Non-binary,Other,Bisexual,-48.4135117814546,B,23.997938361736153,E,C,1
Yes,Other,African American,Other,-34.6501711257858,C,-139.106680884385,E,D,0
No,Female,African American,Homosexual,45.73343889586556,C,-196.1716649477066,E,B,0
Veteran,Non-binary,Asian,Bisexual,-28.067824744312176,E,200.51495677879544,D,C,0
Non-Veteran,F,Other,Other,-32.783058950203056,E,20.89438847783222,A,E,0
Non-Veteran,Non-binary,White,Heterosexual,-39.912510829074805,A,51.25473573782895,D,B,0
Non-Veteran,Female,African American,Heterosexual,266.6976697737686,A,-22.89409167329059,B,C,0
Non-Veteran,F,Hispanic,Homosexual,76.23874460577765,B,154.3606725271946,A,C,0
Yes,Other,Asian,Heterosexual,-195.65188369312486,E,125.16246111172815,C,D,1
Yes,Non-binary,White,Other,-115.61257350247556,E,22.014634184734614,C,A,1
Yes,M,Other,Heterosexual,50.90295040225678,B,-18.30189903835198,C,B,1
Veteran,Male,White,Heterosexual,118.69758282395983,D,-117.17037906216869,E,B,0
Veteran,Other,Hispanic,Bisexual,-128.52432286404678,C,-44.10848700910472,B,B,0
Veteran,M,White,Heterosexual,61.348467264115705,E,34.38449534190484,D,C,1
Yes,Other,Asian,Other,46.255686749508946,A,70.28589543954415,B,E,1
Yes,M,Hispanic,Homosexual,225.26753971740982,D,104.51168383971981,B,E,1
Non-Veteran,Non-binary,Asian,Other,-108.21246668859825,C,62.412724480239056,E,A,1
Non-Veteran,F,Other,Homosexual,264.5061927679872,B,-27.19798752858864,A,C,0
No,Other,Hispanic,Bisexual,111.40355175480154,C,256.8084329349181,B,A,0
No,Other,Black,Heterosexual,-13.82112276847525,A,175.39640649401127,B,E,0
No,F,Asian,Bisexual,-72.50070925164532,E,-186.40373518328727,E,A,1
Yes,Female,Other,Bisexual,-26.64731236934341,A,24.321383310394186,D,C,1
Non-Veteran,Male,Asian,Other,25.493356020179153,E,105.46770940015541,C,D,0
Veteran,Male,White,Homosexual,31.05152890139509,E,-14.630957875860137,A,D,0
No,Non-binary,African American,Homosexual,-120.35398173974453,C,-154.1272789213284,D,E,1
Yes,M,Hispanic,Homosexual,-0.43557908978320553,A,61.09668726271037,B,D,0
Yes,F,White,Homosexual,-285.7324999634018,A,-14.891443478128135,E,B,0
Non-Veteran,F,White,Bisexual,153.54296980934942,B,-72.06370658928448,D,C,1
Non-Veteran,M,Black,Heterosexual,164.3277984929947,D,118.87980686390107,C,A,1
No,Other,Asian,Other,173.67427426603274,C,-49.336342121371715,B,C,1
Non-Veteran,Other,Other,Bisexual,-102.03157503000679,B,-3.639283366051264,A,A,0
Veteran,F,Black,Bisexual,43.513130460658104,E,-33.7382971458337,B,D,1
Veteran,Female,Black,Bisexual,33.93388378770215,C,-170.07537541097665,B,E,0
Non-Veteran,Female,Hispanic,Bisexual,179.25811115803668,A,-15.535838027780644,D,C,1
Yes,Non-binary,African American,Heterosexual,232.3615659646042,C,-122.42591509165798,A,C,1
Veteran,Male,Asian,Heterosexual,112.74813417900431,B,-156.25772228160216,B,B,0
No,Non-binary,African American,Bisexual,-191.17195598950678,A,128.58869032679536,A,C,1
Non-Veteran,M,Other,Bisexual,20.288536267631656,C,-88.8260248631476,C,C,1
No,Non-binary,Asian,Heterosexual,-210.3689332833023,B,17.519984308268295,D,D,0
Veteran,Non-binary,African American,Homosexual,3.2966836464586167,B,3.6094328144908516,E,D,1
Veteran,Male,Hispanic,Other,32.772164843186864,B,-128.7701519443433,D,D,0
Yes,F,Hispanic,Bisexual,118.70518768197202,D,-117.25633096751216,A,B,0
Yes,Non-binary,Black,Other,13.062334642495918,A,8.262889675419672,B,B,0
Veteran,Male,African American,Heterosexual,0.5370570517607552,E,-31.847770018934273,E,C,1
Non-Veteran,Non-binary,Asian,Heterosexual,148.3684211234805,A,-183.97465125351465,A,D,0
No,Other,Other,Heterosexual,-153.09385072740977,E,-157.39579430569796,B,D,1
No,Male,Black,Bisexual,9.603999566524221,B,-30.852974547296714,B,C,1
Non-Veteran,M,Hispanic,Heterosexual,78.84168696824776,C,-29.09981964822348,C,C,1
Yes,Male,Asian,Heterosexual,-59.279366877830675,B,-22.827804725167002,E,C,1
Veteran,M,African American,Heterosexual,-9.461982976638465,C,-158.68112160906492,E,E,1
Veteran,Other,Asian,Other,-112.20012625065753,E,-176.2143866267089,D,E,0
Yes,Female,African American,Other,-3.69905649496145,A,-77.77398008265158,B,D,1
Veteran,Female,Asian,Bisexual,80.19170616586499,D,116.8627374952244,D,E,1
No,Non-binary,Hispanic,Homosexual,18.773314533237926,B,-130.26647988235527,E,C,1
No,Female,Hispanic,Heterosexual,-205.68693925222004,D,-9.734120111744856,A,A,0
Veteran,Female,Black,Homosexual,79.93010892041842,C,46.9060067914884,A,C,0
Yes,Non-binary,Asian,Other,-54.60766578687392,E,-184.16667931643943,A,B,0
Yes,Female,Hispanic,Homosexual,-5.354565581847455,B,100.6369257110481,E,C,0
Veteran,Other,African American,Bisexual,-44.36141083183613,A,-109.96625878365225,B,B,0
Veteran,F,White,Heterosexual,110.75521033508542,E,-4.379135801368905,E,E,0
Veteran,Other,White,Bisexual,70.88042803309386,A,38.30647792167324,B,E,0
Veteran,F,White,Homosexual,112.15632987216007,D,139.75772097205416,D,A,0
Veteran,Female,White,Other,28.38315360344274,A,115.95112238770389,D,E,1
Yes,Non-binary,Asian,Homosexual,115.26124349203415,C,90.69329919852261,C,C,0
Yes,Non-binary,White,Heterosexual,-9.777732125831706,C,-29.00546183220286,D,C,0
Non-Veteran,M,White,Homosexual,-17.299661615192772,D,28.53494038426617,E,D,0
No,Female,Hispanic,Homosexual,-2.767043479693907,B,77.22158965156886,A,C,0
No,Other,White,Homosexual,-71.06939539999188,E,-84.90284952391883,C,C,1
Yes,F,Black,Bisexual,-169.2223759199071,E,-41.2019597111582,D,E,0
Non-Veteran,F,African American,Bisexual,23.774601865112903,E,-30.167752216921922,A,A,1
Veteran,Other,Asian,Heterosexual,61.9281421150861,B,-166.36112616391642,A,C,0
Yes,Other,Other,Other,-149.05560220908544,E,24.278603658677927,D,A,1
Non-Veteran,Other,White,Other,-27.950576575657117,C,-84.255035463773,C,E,0
No,F,Black,Other,-191.76580691399226,B,74.77326732057129,A,E,0
No,M,African American,Other,57.466360061884494,E,-22.36148162024176,C,D,1
Yes,M,African American,Bisexual,76.34067452476872,C,18.29041321788263,A,B,0
Non-Veteran,Other,Black,Other,-126.68449906851389,D,-43.04158098938854,A,C,0
Yes,Female,African American,Homosexual,33.18410212186624,C,-47.23187127465606,B,D,0
Veteran,Non-binary,Asian,Other,53.94254822658348,C,73.42011628436134,B,B,1
Veteran,Male,African American,Other,109.49730751558727,D,118.32790447339198,A,A,1
No,Male,African American,Bisexual,-109.9247746491294,E,104.10812083665424,D,C,0
Yes,Other,Black,Other,94.52100500997646,B,92.18915904700177,B,B,0
Yes,Male,Other,Bisexual,-112.98425126722282,D,72.09120501464625,B,D,1
Yes,Other,Black,Homosexual,129.22982766466276,B,110.74171677519419,A,D,1
Yes,F,African American,Homosexual,-31.76100270492866,E,-95.95799936714413,C,E,1
Non-Veteran,Female,White,Homosexual,-47.8704177643644,D,121.94814477910205,C,E,0
Non-Veteran,M,Other,Bisexual,-120.59431037923052,C,-50.19109113780089,E,D,0
Yes,F,Asian,Other,184.12847935060682,A,3.2172113018365853,C,B,1
Veteran,Other,African American,Other,25.52534270546215,A,64.50209287894182,C,C,1
Yes,Female,Asian,Other,187.89412854315086,A,-41.39025744997905,C,A,1
Non-Veteran,Male,Other,Bisexual,-46.72743764633006,C,-131.85383501300245,B,C,1
Non-Veteran,M,Asian,Homosexual,56.105302601753195,C,42.63246605544098,A,A,0
Non-Veteran,Non-binary,Black,Bisexual,142.05637877707116,E,-317.7382665431572,A,C,0
Veteran,M,Hispanic,Other,153.4861496989154,E,-67.4862203128633,B,A,0
Non-Veteran,Other,Asian,Other,87.33660647047074,E,17.73655094248264,C,C,1
Veteran,M,Asian,Homosexual,215.66908886304884,C,-129.02132292242428,D,D,1
Yes,F,African American,Heterosexual,-39.22470554744467,E,27.727113315261626,B,E,1
No,F,Hispanic,Bisexual,29.7174933898298,C,18.293183614077773,C,D,0
No,M,Asian,Homosexual,84.71013453867725,D,-1.9306039425612103,B,B,1
Non-Veteran,F,Asian,Bisexual,-56.06868483569005,C,-50.08056152692589,D,B,1
Non-Veteran,F,Black,Other,0.5760303822899068,A,16.58749497531023,B,A,1
Non-Veteran,M,Other,Other,-80.17814716491662,C,-88.67599432193927,D,D,1
Non-Veteran,Other,Other,Heterosexual,116.84176612952577,B,-23.05921019774665,C,B,1
Yes,F,Black,Other,62.969596169805,D,-48.562277977117496,B,C,1
No,F,Other,Homosexual,-96.5809421354863,D,-163.2866496418184,C,E,1
Veteran,Female,African American,Other,94.39225939441017,A,90.84414048236724,A,E,1
Non-Veteran,F,Asian,Other,-35.62765217841803,D,131.9190454741206,C,A,1
No,Female,Other,Heterosexual,-120.7821246486402,B,160.3891908903136,B,E,1
Veteran,Female,Black,Homosexual,81.45080036377993,E,-8.022853043213447,E,E,0
Non-Veteran,F,African American,Homosexual,-238.03155468948214,B,79.87791266750767,E,C,1
Yes,F,Hispanic,Bisexual,-162.1699804555305,A,-48.6880894420024,B,A,1
Veteran,Male,Other,Bisexual,-58.89899768700675,D,156.10189437583085,E,B,0
No,Non-binary,Other,Heterosexual,1.3668554590769508,C,81.77660726053888,C,A,1
No,Female,Black,Bisexual,1.3561267776469572,C,-95.76473169073735,E,D,1
Veteran,Male,African American,Heterosexual,34.27467100313468,D,-49.800980385084664,E,C,0
Yes,Non-binary,African American,Other,40.002230333447315,D,-7.324481523050051,D,E,1
No,F,African American,Other,-86.25277185439944,C,95.85977274336354,B,A,0
Veteran,M,Asian,Homosexual,16.350605275023966,A,92.91806786509223,E,D,0
Veteran,Non-binary,Other,Heterosexual,86.50701760295479,B,125.59494340668962,C,C,1
Veteran,Female,Hispanic,Heterosexual,-37.813604784288465,B,-57.43629147677469,E,E,1
Veteran,Non-binary,African American,Homosexual,73.58756002719021,D,-20.86790563028351,A,E,0
Non-Veteran,Male,Black,Bisexual,-58.3808153316472,A,-23.047410615590017,E,E,1
No,Other,White,Other,242.78010995832798,D,18.39817675221992,E,A,1
Yes,Female,Other,Other,-66.85227927954621,B,160.105349088217,B,C,1
Non-Veteran,Male,African American,Other,198.3780084067971,D,-112.86414852529015,B,E,1
No,Non-binary,Other,Homosexual,-44.13473074648792,E,103.00947616464981,E,A,0
Veteran,Non-binary,Black,Heterosexual,97.20735900788173,A,42.69608785704709,A,A,0
Yes,Non-binary,White,Heterosexual,-12.905889475330667,A,-67.92937043047871,E,E,1
Non-Veteran,Female,African American,Bisexual,-81.22325272817584,A,-69.67475717127172,B,D,1
Non-Veteran,F,White,Homosexual,88.18992154005029,C,-38.70828306750334,B,C,0
Veteran,Other,Black,Heterosexual,44.098487849527515,E,52.63025337121755,B,E,0
No,Non-binary,African American,Homosexual,-227.45306312720618,D,-42.00858418633654,D,E,1
Non-Veteran,Male,Hispanic,Bisexual,-14.050024515847365,B,177.57890914524796,D,D,1
Yes,F,White,Bisexual,22.23755070630436,C,31.49056411048902,B,B,1
No,M,Asian,Other,101.00654158033433,B,76.56496964492587,D,A,1
Non-Veteran,F,Other,Homosexual,-136.33760090739295,E,155.05335093687245,E,C,0
Veteran,F,African American,Heterosexual,146.64482207345202,C,-49.51780820233724,C,A,0
Yes,Male,Black,Bisexual,-47.99467703690411,E,-159.52218040273144,E,C,1
Non-Veteran,Female,African American,Bisexual,240.68093570522748,C,-28.86317446790506,D,B,0
Non-Veteran,F,White,Bisexual,47.613421327131334,E,-23.762014118646636,B,C,0
No,Male,White,Bisexual,-8.229454027747861,E,-69.48069789859763,C,E,0
Non-Veteran,Other,Asian,Heterosexual,-48.67192111430466,D,8.649313511750309,E,C,1
Veteran,F,Asian,Heterosexual,-0.4029277022474144,C,-100.63345700446045,B,D,1
Yes,M,Hispanic,Homosexual,7.2422380650089835,E,110.68204854487438,C,A,1
Yes,Other,White,Homosexual,-43.43895158550912,B,19.104540424764814,E,A,1
Non-Veteran,Female,Asian,Heterosexual,-109.2046945482678,A,136.14208824702092,B,E,0
Veteran,Female,White,Bisexual,-100.56668659790815,A,6.7401105845660485,D,C,0
Non-Veteran,M,African American,Other,168.29450844797447,D,-32.22879766100001,A,A,0
Yes,M,Asian,Homosexual,39.03071868125352,E,100.73074851179848,B,D,1
Yes,Non-binary,Hispanic,Other,-90.05406308275442,A,80.0596035708569,E,C,1
Yes,Male,Hispanic,Homosexual,-104.7665767606402,B,75.64669782310833,A,B,1
Yes,Male,Other,Homosexual,16.76946226185182,E,39.50688944460198,C,B,0
Yes,M,Hispanic,Bisexual,28.62965267245014,B,59.26874744266577,C,A,0
Veteran,Female,Other,Homosexual,-52.34357292592654,B,214.12446814697,A,B,1
Veteran,Other,Other,Bisexual,-81.74761180111496,A,-50.03707951167744,B,C,1
No,Male,White,Heterosexual,-1.376817575532959,D,45.6157266912147,B,E,0
Yes,M,Asian,Homosexual,108.89490704879404,B,-160.6139313609408,E,A,0
Non-Veteran,Male,African American,Heterosexual,-112.97489373439444,A,19.714676428725195,D,C,0
Veteran,Male,African American,Bisexual,-103.2624031698733,E,-92.62999446224134,D,B,1
Non-Veteran,M,White,Homosexual,-38.07108011511573,A,65.30450095903606,D,C,1
Veteran,Other,Other,Other,-128.93383162048403,E,37.83962938967992,A,B,0
Yes,F,Black,Homosexual,39.172058824324,D,193.17302630430478,A,A,0
No,M,White,Heterosexual,-129.58432384174537,B,159.41140702559,E,A,1
Non-Veteran,Other,Hispanic,Bisexual,27.798726245530816,A,91.36749828613054,E,A,0
Non-Veteran,M,African American,Heterosexual,21.5532033020611,D,115.15115905012867,B,B,0
Veteran,Female,Hispanic,Other,47.44524659903513,C,-89.42938855934261,E,C,0
Non-Veteran,Male,Black,Heterosexual,15.091789175427278,D,21.42296362020938,B,E,0
Non-Veteran,Non-binary,Other,Bisexual,28.95384147546566,D,52.87916045464268,A,B,1
Veteran,Male,Other,Heterosexual,-100.09246259344566,A,-66.83161432202954,E,B,1
Non-Veteran,F,Black,Heterosexual,-82.88511903901306,E,186.03099182049016,A,C,1
No,F,Hispanic,Heterosexual,-3.008160213781091,B,149.73667034753376,C,E,1
Veteran,Male,Asian,Heterosexual,-15.582528900671369,B,107.1548161954147,A,A,0
No,Male,Black,Heterosexual,-79.21120195499132,B,116.24970184886989,B,D,1
Veteran,M,Other,Homosexual,74.5169006745991,E,147.65368830821143,D,C,1
Veteran,F,Asian,Bisexual,47.53272393852506,A,-29.926062271138328,E,B,0
No,Other,African American,Heterosexual,-64.9582561269286,A,7.7738742980786615,D,B,1
No,M,Other,Other,27.958725528339944,E,127.31304556526707,B,B,1
Yes,Other,Black,Homosexual,50.92356263976134,B,-9.163758629817188,E,A,1
No,Male,Asian,Heterosexual,131.6354217583815,B,-70.75591311651269,B,A,1
Non-Veteran,Female,Hispanic,Other,-120.64092388862157,B,8.63031294366384,C,E,1
Veteran,F,Hispanic,Heterosexual,-100.48981138394022,E,114.73713685846218,A,C,1
Yes,Male,Other,Other,-24.143142052674758,B,63.95925573864496,B,E,1
Yes,Other,Other,Homosexual,58.222172267490215,A,-25.81514310158854,A,B,1
Non-Veteran,Female,Other,Bisexual,-53.914289512923375,B,135.5608367701295,C,C,1
No,Male,Black,Heterosexual,269.9851525489137,C,-37.20111813840127,D,A,1
Veteran,Male,Asian,Homosexual,-243.60049059434758,C,-133.73156652975936,B,B,1
Yes,M,African American,Other,-3.565223603351205,C,-146.0870567068103,D,C,1
No,F,Other,Other,-169.3350949642409,C,102.66694619210864,D,B,1
Yes,Other,Other,Bisexual,-39.96855583548991,D,82.41433495428575,E,D,1
Non-Veteran,M,Hispanic,Other,95.26388938109574,B,-229.06213385873423,A,A,1
No,Male,African American,Other,35.514840169802596,A,-173.11316866781962,C,E,1
No,Male,African American,Other,47.835753191148896,D,28.864560296154192,E,B,1
Veteran,Male,Hispanic,Bisexual,-5.992588597643911,D,36.69773109992845,D,B,1
Veteran,Male,Asian,Bisexual,-82.66467300197569,E,74.5758718908477,A,C,1
Veteran,Female,Black,Heterosexual,-120.55877849291878,D,79.66284198716879,E,A,1
Yes,M,Other,Homosexual,-4.1330883088762,D,-1.7765288041077587,B,C,0
Yes,Female,Other,Homosexual,-101.52376155251928,D,-90.89426348391748,C,E,1
Veteran,Female,Hispanic,Other,36.16094854341823,B,-94.99236089457821,A,A,1
Veteran,Female,Other,Heterosexual,16.843821047298317,A,64.89728724727725,B,C,1
Yes,Female,Asian,Bisexual,-31.256638726787365,B,85.86912849946435,A,A,0
Veteran,Other,Black,Heterosexual,19.938016503638156,C,27.827287393040322,E,D,1
Yes,F,Asian,Homosexual,181.88457192161593,E,-31.903840527062005,A,C,0
Veteran,M,White,Bisexual,-106.24458869701226,E,-16.776958600590003,C,D,0
No,Male,Black,Other,37.541643052204286,D,176.44002810436194,A,B,1
Veteran,Other,Other,Other,73.59481838326147,D,-67.07143748400904,E,A,1
Veteran,F,Black,Homosexual,-59.00231416715837,C,22.034980580220275,E,B,0
No,Non-binary,Hispanic,Other,131.36819877854214,C,-62.946233479113815,C,C,1
Non-Veteran,Male,African American,Other,166.9993903589832,D,70.24154380862649,D,A,1
Non-Veteran,M,Asian,Bisexual,-45.38173320155084,E,40.58136064556766,A,E,0
Veteran,Other,African American,Heterosexual,-36.28605702410676,B,-89.95426945585024,D,C,1
Non-Veteran,Male,Asian,Heterosexual,-29.500274294512437,E,-71.80385523178361,C,B,1
Veteran,Non-binary,Black,Homosexual,-108.57855119125728,E,-123.51896629011527,B,A,0
Non-Veteran,Female,African American,Bisexual,-124.94055027915547,E,74.89154846729215,A,A,0
Non-Veteran,Other,Other,Other,-6.389646422971273,D,-89.02963441735994,D,C,1
Non-Veteran,Non-binary,Asian,Heterosexual,74.08414638356217,E,-134.49305149942452,E,B,1
No,Non-binary,Asian,Heterosexual,-22.12790546570154,D,152.81296951671862,D,C,0
Veteran,Other,African American,Other,-134.05811691435383,C,-84.35315104659621,E,B,0
No,F,Other,Homosexual,-103.73487550074852,D,-116.7398544999141,A,A,1
Non-Veteran,F,Asian,Other,82.71254076405764,D,79.92170747373395,E,D,0
Veteran,Male,Other,Heterosexual,87.4009912196779,A,-80.92495929236796,B,E,0
Yes,M,African American,Heterosexual,-90.26334291217415,C,-52.58032770453854,A,A,1
Non-Veteran,M,Asian,Homosexual,-22.865096674690612,B,-15.907847663271852,B,A,1
Veteran,Other,Black,Bisexual,-24.401497784425196,A,79.3943408472368,C,A,0
Yes,F,White,Other,-30.18045211099853,B,-135.65977758133985,A,C,0
Veteran,Other,Hispanic,Bisexual,55.89768335164109,E,54.6202284779115,B,B,0
Yes,F,Asian,Heterosexual,108.88843462449753,E,-12.827832604225243,B,B,0
Non-Veteran,M,Other,Other,-100.6569919674455,C,53.32142762714718,D,B,1
No,Female,Black,Heterosexual,75.46386165515221,C,182.14052137523097,C,E,1
Yes,Other,Hispanic,Other,-124.94757387497908,C,-60.719254555826986,B,D,1
Non-Veteran,Non-binary,Black,Heterosexual,-11.4252427003425,D,31.601994568757753,D,C,1
Veteran,Other,Hispanic,Homosexual,60.42906331236174,D,-144.40069543662298,C,D,0
Non-Veteran,M,Other,Other,87.81530466789675,A,-130.89928582389177,E,B,0
Veteran,M,Asian,Other,-130.69238010046504,B,-79.86882705370407,B,B,1
Non-Veteran,F,Other,Homosexual,-49.215158495999404,A,44.53208618778629,B,C,0
Non-Veteran,F,Black,Heterosexual,-39.356873174532744,B,88.45902082397747,C,C,0
Non-Veteran,F,Other,Heterosexual,-147.76677975543592,C,-67.8805594858226,D,D,1
No,Male,African American,Other,-122.37576959897936,C,-128.25975147860748,E,E,1
No,M,White,Other,97.11389125923462,A,-4.568227005425564,D,B,1
Veteran,M,African American,Heterosexual,-1.0366897739184353,E,34.52569857454736,E,D,0
Veteran,F,Asian,Heterosexual,-95.79495074269558,E,223.26768707445703,E,E,0
Veteran,Other,Black,Heterosexual,-45.08830002066963,E,-203.48907171201694,E,B,0
Yes,Other,African American,Other,4.547812382114625,C,116.40376319832808,D,A,1
Yes,M,Other,Homosexual,63.08943906573995,D,-194.1894935739231,B,A,0
No,Non-binary,White,Other,-161.84740510697918,D,-96.63798580642211,A,B,1
Veteran,Male,African American,Bisexual,-124.31740941815326,B,147.48177503420058,A,D,1
Yes,Other,Hispanic,Heterosexual,-4.877117608966117,E,42.308094231307216,D,D,1
Non-Veteran,Non-binary,White,Heterosexual,-44.68027298491945,E,23.530647797647948,C,A,1
Non-Veteran,F,Black,Heterosexual,-50.64140436314908,A,62.49429957187987,E,D,1
Yes,M,Other,Heterosexual,103.28963318244459,B,147.44484987009852,A,E,0
Yes,Male,Hispanic,Heterosexual,-90.34989021296977,A,-111.67591654332958,C,E,0
Veteran,M,Black,Homosexual,64.30794505881325,C,-18.048240321652507,A,E,1
Veteran,M,Hispanic,Bisexual,-55.03891139270982,B,112.84376089961677,E,B,0
