handicap,country,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
No,Germany,137.8660446995303,C,B,7.074240867740904,E,151.605917243999,E,A,-68.89180632409533,27.745195518794013,49.2722911397545,E,92.39492190781866,B,A,0
Both,Germany,4.746632693654453,E,E,-130.04257646894735,D,-36.527661357609475,E,A,96.05428312788185,-27.556840431764567,-7.362313735982348,A,83.24344325026281,C,B,1
No,India,32.86118451057348,D,C,154.16419797073908,C,-41.024492038310086,D,D,150.80157922394045,225.4595377009259,-82.92203832161856,E,28.312505986166958,D,A,1
Physical,Other,259.9140291228848,D,C,81.02453283518335,A,110.81158332599664,A,E,-88.12818224645274,146.2245325066608,-176.98542748645215,E,-216.3609262053189,C,D,1
Mental,Germany,-6.975287070431957,B,B,-7.622333863760349,D,48.258401385547536,B,C,-56.0776175580959,22.9114374456876,-169.28771844166099,A,150.65373570872634,C,D,1
Physical,Germany,85.49803860731105,B,C,50.76280160323019,C,-91.2300287850615,A,E,-28.306586358079,119.20094769289594,-13.518420453541182,C,54.081842764166346,A,D,0
Physical,India,1.2758813946216296,B,B,199.4636960834313,C,38.88520898282815,E,D,-1.2139741518460858,-68.19957686923473,-36.078487920858336,C,-26.956803242570754,D,D,1
No,Other,-18.98340105509438,E,B,-11.19700815669541,E,23.874891269476407,E,C,-176.46693461800265,-222.21922214789922,7.683700668967744,B,31.950640421353288,A,D,1
Both,US,-75.81749917032901,E,C,100.92226789668572,C,36.9006598549795,E,C,-33.65598401756187,-12.385114378027568,-135.7409879312749,C,-5.124155571310558,A,A,1
Both,Mexico,-229.3158746460082,B,C,-6.011204957935419,E,49.70181197336881,D,A,96.30160691547104,-53.31941571003797,-69.83526565404547,C,-47.75396780786995,D,A,0
None,UK,-157.01619377496223,E,A,-96.79784309241704,E,-220.0989275787963,E,C,-150.35815584433965,193.82825018438018,-61.67389701198904,A,-116.4054019356241,D,E,1
None,Mexico,-62.31772193195974,C,D,122.75992133439844,D,-191.7242974032941,D,E,88.06924169557422,66.90419356183115,-88.11230764551506,E,0.24317451350770736,D,A,0
Physical,Mexico,-146.87273729524657,E,E,175.2108898511154,C,-14.22412872630234,E,C,-72.61589192870773,-207.25156279689566,-2.7159411585794624,E,73.50514414631884,A,B,0
Physical,Mexico,100.77373980663047,E,C,33.60970090839452,E,178.0274534274759,C,C,-103.88534456994591,-124.48212737895746,-11.662535658583458,D,-41.67144841785281,B,A,1
Yes,China,24.52911830023625,D,E,-81.25066101737319,A,-102.7617070334745,A,E,-34.68644311144817,-93.4542902551956,-51.47097401001649,A,125.02021954929307,C,B,0
Yes,UK,26.56696956384103,C,B,-136.619471775837,C,80.52366394885098,D,C,18.665501878494517,-173.9345297112185,103.09167035280547,E,10.501111500255485,E,B,1
Mental,US,81.2512414729448,D,C,117.76869056131338,B,279.1921773516277,B,B,-153.7865386003876,32.337651510075666,11.68972042130398,C,115.61792882808632,D,C,1
Both,Germany,-116.09170445942851,A,D,94.15487926042468,A,22.517342093163357,B,C,-8.571496437741263,-102.96960384067751,75.06360022000025,A,126.95675631650086,B,A,1
None,Other,-55.20175427616137,A,D,115.99385455684934,B,-209.04074234568304,D,E,-8.712660922717443,44.49720468123073,-63.96081295022652,A,-115.35552954749238,B,A,1
Mental,China,133.69505486127358,C,A,79.20653434704631,D,-95.37592706130764,D,E,114.1405807107478,-52.62547389180092,30.4752653166331,B,57.91354515301311,C,D,1
Mental,Mexico,-83.30491641070273,C,C,-313.6841338950442,D,-5.283805632761567,A,D,-52.35878356256241,85.34585107687347,189.00726669692276,C,47.12383208017491,D,E,1
Mental,Other,100.0410359158783,D,E,-80.72358236720395,D,-78.02144840776248,B,E,68.98354697599818,-131.46125141787067,-98.80892273496622,E,124.22166445985337,B,D,1
No,Germany,75.00193460313699,E,B,48.697226082953534,B,94.60678024842689,D,B,-181.4403428408342,-97.80726529992147,-332.7836853851241,E,-6.7840868091803594,B,B,1
Yes,UK,37.85380695811285,A,C,12.577100129738774,C,136.2325942622075,E,E,126.60312012948265,87.98286135709266,43.92708066142837,A,-132.23939475441844,E,E,0
No,China,-59.947744639921716,D,D,121.89056404569894,E,-31.223823769415223,A,D,-53.73407913227044,-86.11237181208298,43.40821722292284,A,-32.23575063122463,A,D,1
Mental,Mexico,55.319906958962875,D,D,27.55288697086455,C,-2.870239548292395,E,C,64.73619480546478,9.659070294412384,39.87196639029825,B,-12.956471742618517,C,C,1
Mental,Mexico,-35.938587071438896,E,C,68.63128560947392,C,51.19288059696989,C,E,-4.866254748617279,-7.28885874173336,2.176996150721211,A,11.431815495617622,C,A,0
Physical,Germany,72.18093213152922,C,E,53.13806987263483,B,-128.95210592513152,E,D,139.73688693836198,-94.91292813716703,110.12536608175631,E,138.27284507721572,C,E,0
Physical,Brazil,20.283653419303867,B,A,105.30374170670117,C,15.951561270323033,E,B,-102.00214500376904,129.29801367625984,-262.36141722873236,A,98.6492756726846,D,A,0
None,Mexico,-98.40607553326866,E,C,-242.43120624731648,D,-31.31314729031398,C,D,25.048056575061462,-12.365502855710705,106.62642842523395,A,-172.30992455727008,A,E,0
Both,Other,-153.791787576895,D,B,-60.875031387910205,D,-226.38069364263518,D,E,50.07327787148822,-14.929637540999034,-50.300006908539416,A,-61.72519401987099,D,D,0
Yes,China,84.43848185178777,A,A,-302.47065263693634,D,105.40074956020923,D,A,345.69817356406946,-52.23973181646181,267.1367038345407,A,17.655555466892263,C,E,1
Mental,Brazil,50.40859720363853,D,D,-157.99623894837168,A,196.24624590209066,D,E,238.4385277030985,-55.72676852401095,61.95925174811251,B,-55.27442876050631,E,B,0
No,China,-49.5245725359098,A,A,-2.270984069302499,A,15.109217853239123,D,C,-52.6912010960211,78.14433633385974,214.4485577765696,C,-41.42584110053939,D,E,1
Physical,US,-113.32558400170205,E,D,-193.1588787281917,A,4.386209177620326,B,C,18.396805228581467,-83.13472616725683,21.562960755116865,E,187.84224189745183,C,E,0
Yes,UK,-64.99831355654634,B,A,114.93009271838723,A,-142.42137719324438,A,B,93.10624706330617,-114.86545560709602,227.26633501030702,E,-76.16981380538151,D,A,0
Mental,China,20.426021438194827,B,E,109.8081559516507,E,-46.05592915430053,A,C,-108.86534301578195,-55.85918244613934,15.455847727364432,C,9.94527271912014,A,B,0
No,Germany,75.57535388815062,D,E,109.22941724645992,D,-165.21803173199382,A,A,-39.32806156441748,-22.89064312804904,-31.687195581179537,E,214.97742200323722,D,C,0
Mental,India,292.3601197158731,D,A,-141.87373562308176,B,116.90628318781877,D,E,76.39588206818755,-21.87951679161985,96.48277313684048,E,13.830564491430087,C,A,1
No,Germany,-129.65955751187403,D,C,26.182722177020267,C,-186.78898916019685,D,A,68.42728219815375,-156.7656384831553,-72.9109311134999,B,0.6211733022952267,D,A,0
None,Germany,-23.167682597663156,A,B,-64.09257236417551,B,-132.76249621425634,C,D,110.46929105517181,162.371025414819,-18.32069225170405,A,-36.66648735913156,E,C,0
Physical,Other,-97.1807246115071,B,C,-170.55078647207856,D,-88.74008316166342,E,B,95.23881590944588,62.1154060145671,273.2710889916367,B,-38.252004105248176,C,C,1
None,India,-253.18380916178174,E,D,104.0323048048766,E,-38.270268975191236,E,A,67.4502218418933,30.911166549771195,-43.65874097035393,D,133.50210540610016,C,D,1
Both,Other,-124.48437842842583,C,B,29.8573909292647,B,-41.214899496269474,E,E,-18.584882861677755,63.399680711308946,-42.00575335652179,E,-75.78973350862817,C,B,1
Yes,Other,-141.20708991056176,B,B,-37.02027474888737,C,68.04895346099067,B,B,-51.10474135386928,151.04668558413553,-41.81050263164312,C,9.087397220216896,C,E,1
Physical,Mexico,-64.381926264288,D,D,-131.95269318144503,A,185.81189842134768,A,B,196.1064899893509,-77.42911612248776,-169.94503060516044,D,-6.7840991086076095,C,B,1
No,UK,6.607290194346152,A,C,-76.10289394180757,D,-51.16567361082676,D,A,-84.6968651408109,-171.8148034512103,42.2145551553861,E,-7.561347176454299,D,E,0
Mental,UK,200.54897089386637,A,D,144.0521452096499,D,-136.13714347184626,D,B,58.02047704918852,-66.2975770694992,3.4229552742470757,B,80.8225340969828,E,D,0
No,Other,6.3036222377564854,E,D,148.3177327625535,E,102.89766771443489,E,D,69.499437432283,-89.11856634571252,131.36391011268148,B,-83.94825248680863,A,D,0
Mental,Mexico,36.944399623011094,A,C,35.678089074475686,B,-82.3414272669274,E,C,-22.37474811530747,2.491317007215486,6.418009945229242,A,23.410552918812055,B,D,1
None,UK,59.99240463549088,C,C,-42.18937549564414,B,-155.3862451417883,A,E,-192.64900180928913,52.99740046501486,189.2209051535707,A,23.295820751468494,A,A,1
No,India,-88.2405628837014,E,D,-21.86868941198361,D,75.57683516581729,B,A,68.68531574509443,-17.80180793826381,95.38085628349523,E,67.50250188575656,B,C,1
No,US,-185.83525475454047,D,A,-205.3170105742256,C,-37.32318050874384,E,B,71.34311749744353,-54.81921642807656,-315.5480607556184,D,-145.72288159278838,D,C,1
Yes,China,-52.83616499159297,E,C,40.57033794804138,C,105.28373733026972,E,C,3.732833610127307,-49.4390034502705,182.81263219472896,A,106.68494464614167,B,A,0
None,Germany,-25.88628592658887,B,E,-177.215065313969,D,-11.799463229569943,E,B,43.73962837249364,-86.14286128677516,-53.62128242199962,E,80.22531099957357,C,D,0
Both,Germany,-134.92187460279914,D,A,-72.54191189890886,E,-27.190577694523554,C,D,-86.26805157789494,168.9100849687893,40.07656091840688,C,-43.386583574284884,E,B,1
None,Brazil,29.771445209607162,A,A,-31.939199044402095,E,68.97578695460346,E,C,-195.68095249848042,83.21844597604188,177.32899841034674,C,101.44303143980618,E,D,1
Both,Other,-80.70600929661448,E,C,-50.42866377824495,B,-29.384654865770855,D,D,56.31748285384219,-221.00413372309347,-105.2731057781827,D,-203.7108999310273,D,E,0
Yes,Germany,-161.51323347797754,E,C,200.45033313799277,D,11.636779762912733,E,E,39.22359640720405,-33.38067488953385,13.835184069562926,B,-128.80946623348083,C,A,1
Yes,Other,65.377628421559,C,D,-22.216372250670418,C,51.970500648780735,C,C,101.09941371917512,-166.41725616517655,9.610542740586165,E,-147.07833258875277,B,C,1
Mental,India,-49.098077879843224,C,E,-38.71716919036075,B,43.664407121206175,E,B,-206.76093241971873,-49.03024924795372,-60.70642909765882,A,-13.703888129819882,D,E,0
Mental,Germany,49.92243747044343,D,B,59.29444303021376,E,-181.27821173744445,B,D,-218.4693675743591,-67.10110255743658,61.37879227452102,A,-163.87741988665172,A,E,1
Yes,UK,-94.76524849978793,B,E,35.54784368732714,C,-73.397781725631,D,A,13.794572448800027,-85.13258131720359,-16.670654340205388,D,25.432746404492455,E,C,1
Yes,Mexico,-82.82677825490879,C,D,-90.78783514930868,A,-23.957896764721415,D,B,-277.2533695477058,-51.124245900494635,100.30806996057188,C,-40.816500835127265,C,C,1
No,India,227.00544757120363,A,B,-5.262872346671845,E,19.103159032288712,D,E,-229.25318346489397,21.96435495071255,173.20809899180242,A,63.8725933556912,B,E,0
Yes,Brazil,-152.71664265345092,E,C,-1.6234737008960634,C,-55.48968347847484,E,A,47.37557532170332,-106.34554226651838,-12.593465774815419,A,9.963695179743205,A,A,0
None,India,94.14474755243862,D,D,-13.199041871153872,E,-64.46715407093028,A,A,83.12757821133387,-68.7971327239851,-31.247446712384942,B,29.782662488014385,E,B,0
No,US,2.1643546118664405,E,C,42.43368235185846,C,-108.52011150608388,A,D,120.77470843001082,69.0772659151606,-13.26761257981376,E,13.427181889060543,D,D,1
No,Brazil,-126.48667516223526,A,D,1.3686957442090113,A,93.19136950596197,B,B,25.693905673323098,-31.811970851729154,18.42956276208631,C,-119.59142693996188,E,C,1
No,Germany,-90.9894337098163,C,E,176.28192857343404,D,-126.99704757928161,D,C,-49.19242747138653,-13.646416023290858,20.081850106341303,C,37.5409031959752,B,A,1
None,India,-54.912981331637866,E,E,-69.84166200192777,E,-37.38985065675276,C,D,-38.05495730723951,-96.05646908552382,-126.9740949135071,D,76.76403993569734,A,A,0
Mental,India,-88.69066587392732,C,E,253.36177511738157,C,-36.55881201349884,B,E,0.34643618608834803,22.77148587848246,4.3152424708480215,B,-57.29170671676184,D,E,0
Yes,UK,48.88042812396656,D,C,77.86071096711774,D,67.47466795863014,B,E,21.49060779193128,-42.001932694590785,-157.05253981173877,E,-9.013320907006712,D,D,1
No,China,90.45372165707053,B,A,41.560031721558325,C,12.762323355934752,E,B,-31.18594620226784,66.7882981959747,-45.19226773129595,E,-135.34566564582565,D,C,0
Physical,Other,28.445715406823396,E,A,166.1570068880902,C,-10.630793254278382,D,B,125.16619072319388,101.42968055796715,-43.48516996011574,C,31.120638150407093,C,E,1
None,Other,78.10491104261128,D,E,-92.53443313313116,B,80.08419816922763,B,D,-25.41105121661711,-22.828121652401553,158.9341403953555,A,86.10207755502894,C,E,0
Both,China,-41.188326644785015,A,C,-45.18321989289541,C,9.78005658963436,D,B,18.189051899325065,-205.16428956077485,-2.9628694967317086,B,-59.513139186166896,D,A,1
No,Brazil,-22.679112026774003,C,B,27.56974071317274,B,67.0548086161352,A,A,44.74829463101056,44.073177728643884,-154.73094430926903,B,109.45843050596022,B,C,1
Mental,US,41.61159171859037,D,B,85.94605085511601,D,-91.43743617932283,C,A,-224.90346753179563,-93.63748396603235,-99.59840734074996,E,96.87257835840872,B,C,1
No,China,-33.79910491144131,D,D,92.2754931126519,D,68.6098232236077,B,B,116.17284336788072,130.1249076732449,-39.07874983914857,E,162.87425256860507,C,B,1
Yes,Germany,90.43232083756794,A,D,-96.9964993185508,D,84.61489625678867,A,C,-14.885755896417665,176.25289381563977,66.65625195674119,D,129.11326107768966,A,D,0
None,Brazil,-20.797669654364668,E,B,-93.9704950402126,E,-8.187744087978801,D,A,70.73131478293126,-69.6899394971614,137.8990400588255,D,167.2497711484696,E,C,0
Physical,US,-38.66079911407813,A,E,-16.79762261371244,C,23.149786607306535,E,E,71.5533624466524,-21.435795639803064,30.131150254610894,E,-17.6134820786421,C,E,0
None,China,30.22154436073608,C,C,114.34026656601691,B,-76.89787517925714,B,C,-100.96066956949188,-153.79560635380344,33.00680999660646,E,-111.72675814734663,D,D,0
No,Germany,-9.650021197796491,D,C,-95.83708074880435,E,-51.698747604161944,A,D,86.49705376165535,-153.31151543992797,26.527638639733958,A,100.24369488520249,E,B,0
Both,Brazil,-132.97464365486775,D,E,40.06538731293246,C,89.26515497323653,D,A,122.03173870772181,-172.17611971513435,-34.13782376812557,B,-35.98264663751495,C,D,0
Yes,US,-127.61235463525324,E,C,12.1501410985372,C,-145.90782867560364,A,D,-202.9044818764028,-153.8780878922588,100.41946388860433,A,23.812311555498727,B,E,0
None,US,89.98155583122018,C,D,80.59370614883979,B,103.87609953049441,E,B,-82.01099285637417,115.14758318704968,-179.2471907097124,A,-97.03572960361946,E,A,1
Both,Brazil,46.785863614543025,A,C,61.397342401971436,B,-25.778733755235223,C,E,16.180819146619584,98.17646340390088,181.36373460127342,A,-162.80408220981047,B,A,1
None,Germany,-93.41746786323336,D,C,-167.07898370021056,D,24.896658366173845,A,A,-44.76549242194953,-29.15261101160411,82.27893779738017,B,-1.9696831408361881,A,B,0
No,Germany,-74.57102233634043,D,D,79.87894360866143,C,238.35248828822242,D,B,84.45376443260467,237.11990813127338,32.689810275614505,E,-20.73877611990774,A,C,1
Both,UK,-57.758315974719196,D,B,-124.571824053722,E,-131.52924486652574,D,C,39.92163325442097,69.07303623981754,-24.351795932595174,D,46.05260466841325,A,E,1
Mental,US,-113.02682884083106,A,D,-24.99789759859348,E,28.0561320077982,A,A,97.05742809383078,-118.53088352266785,51.62460591313428,E,-71.56624741584376,A,D,0
None,Other,-40.53353907870416,D,D,-97.47225256731295,A,-236.9337663263499,B,C,-50.24298402531142,-109.15863734381146,-13.902554575541465,D,94.41555599011986,E,C,1
No,India,91.79106498201702,E,C,171.71691068306006,A,-68.27498749669485,B,C,145.1353221849285,36.20245710853859,77.01070038977082,E,-172.465986288297,E,B,1
Physical,Brazil,-21.512216099982695,E,E,-48.74475479375667,A,-187.3942764567311,B,A,-210.65134159104875,22.972477499892843,-168.32478428647624,E,9.994567264554073,D,B,0
Yes,US,-4.687672933516123,D,D,122.88951732695732,D,93.90215989621532,C,E,93.11094789643315,52.95259259552832,-61.37009220049083,E,-85.82081312877688,D,A,1
Mental,UK,3.0422444800894715,B,B,-134.9564675762323,C,-82.12043535885337,D,D,-12.34592702124224,55.97001070075499,90.35588295360039,C,-37.779202910615304,E,E,0
None,Brazil,-161.3102507598666,E,D,174.79378056374563,B,24.591341671548186,D,A,2.229526807787785,-62.676335984633894,-78.61574047862649,E,-240.91459804210865,B,D,1
Physical,Mexico,-95.99521589738389,D,B,21.009352684894587,D,149.1389703186426,E,E,-138.9883562673555,233.46487797745357,-164.1901536779284,E,66.0760222209866,E,D,1
No,US,-156.29778029925592,A,A,-15.03781838950688,E,23.30381749818494,D,E,3.4333937304995157,108.8800743865647,18.306129902491776,E,176.96545400494912,C,D,1
Physical,US,-154.90084081189315,B,B,-129.59228257807433,D,-2.3790152652063368,C,D,209.5799531787486,19.961839532942307,32.677884077011235,B,-121.80962919828688,A,C,1
Both,Mexico,-175.90734318251444,B,C,98.47493349193496,A,85.89075327398228,B,A,37.99864903927507,40.03743469246742,44.78717422989842,D,57.0900374688413,A,D,0
Mental,US,-103.09681121311785,C,B,35.877878865459515,C,36.75290710600407,C,E,137.17400128754014,-123.02722788728839,-78.74293928389847,E,-183.50176434614843,C,B,1
No,US,26.667033721049677,A,A,131.89535995597808,B,33.909906754530375,A,E,-36.351789450063784,64.85536959476367,33.88078748456938,A,50.104395623608134,E,D,1
Mental,India,-123.18687054532236,B,A,31.707326453877144,A,75.88754446215776,E,E,79.73784383358547,-81.61919424685587,0.33442583293308975,C,54.87294577590792,E,D,0
Yes,India,-103.15822932260879,D,C,17.029854855102528,D,-4.727261504880106,E,A,-10.966205018833792,-41.71171809541692,-80.60212872202042,D,23.94582671545058,A,E,0
Physical,Mexico,45.865553454282164,E,B,162.92994320547385,C,32.44198180363315,D,B,-38.474343812318494,45.73397086107404,-179.9062143835329,A,30.734918828873848,B,C,0
Physical,UK,-3.928407680888715,D,D,173.47210796232318,C,125.965773795975,B,E,133.46176632246977,18.240712664312394,-56.73480255265336,E,-14.011520023660804,A,D,0
No,Mexico,143.73702248985182,A,B,-40.3834913967308,C,-44.33695158582257,B,C,-154.78555744866384,-64.17459995847864,33.014767084701774,D,-17.90472284255929,B,C,1
None,Germany,-129.1562432635663,D,E,-33.764437788226886,C,33.46263699122089,B,D,-57.39551093444232,-303.8356387610242,-103.8205554893842,E,59.9864006326515,A,D,1
No,Other,69.27104569265077,C,C,13.102559486483361,C,56.30701702803871,B,B,16.117386448093598,39.06242488414062,-20.669221149593877,B,-100.97514168506227,C,C,0
Mental,India,216.60448730759802,D,B,77.81454415864962,D,166.34476203663075,E,D,95.89874790711366,8.871917001739376,74.84260020862473,D,-47.122643426903394,C,D,0
Both,Brazil,-79.38540082702855,C,B,-137.9995520934368,E,-76.22902786530852,E,B,101.1875174963254,-25.601354969837892,-118.69632954280993,D,29.15574408831045,E,A,1
Yes,US,-90.32882564422275,D,D,90.38951409573049,B,-0.4443872068424363,E,A,14.701901783310312,20.997857466143845,13.403182722903612,D,78.372966076299,D,E,0
None,Other,47.3716891386358,D,E,138.3083702654356,A,-135.7331778662326,E,E,167.11346196098623,22.977810003333275,-46.142418136085034,B,81.7283460760643,A,A,0
Physical,Mexico,-93.68196305806579,D,E,-44.73459614108299,B,-76.03587530350552,B,B,32.12008702203536,-129.84242822856683,23.903417078947548,C,-77.42023409291737,D,B,0
None,Germany,-69.3587694285008,B,E,13.137844288339998,A,108.25909559575489,C,B,-189.50525403584666,-74.15401736903338,-45.352699303540376,A,131.75275604713661,C,E,0
No,India,-40.20725534044365,D,D,2.8293802759657813,D,-142.71880060630002,E,A,92.2063645598201,89.08746288939287,-35.09032247466904,A,148.67615411112956,E,B,0
None,Other,75.89277288088786,C,A,173.4728869147775,E,133.98517810087876,B,C,27.872264732000296,24.472977104283046,-58.62641283092416,C,86.19231949899874,D,E,1
None,China,-9.156520737059166,B,C,179.16207603453606,D,-27.680629139777174,C,D,138.55612573967363,-14.574734225166381,27.76765277920011,C,110.06299660715099,C,D,0
None,US,-120.46491945140446,C,D,52.60522802443324,A,42.6070445790837,D,E,-85.82628562527029,101.08928375805411,-36.31643049346091,E,-19.394075708619436,E,E,1
Yes,UK,139.9104964627239,C,E,6.39445654674466,B,109.90896364061105,A,B,-101.26380557565977,36.01424618297234,27.99564573488692,D,-146.42288135713844,D,B,1
Mental,UK,-6.489834542358659,A,B,94.35492462541802,A,-247.38362289583335,B,C,49.49691412339333,-107.04532962796505,21.1574708950759,D,99.64651123069874,B,C,0
Both,Brazil,90.41436603769732,C,B,-39.23884270325505,B,-46.82039671197737,E,D,-4.369764071165851,-90.68636394766028,-48.337186382634926,C,-164.09734350689263,D,C,1
Yes,India,-6.571713768899255,C,A,122.87009672501803,E,156.0023794041629,A,D,-57.60841123036692,-152.54263029498836,135.85552250305435,A,158.69225738086683,A,D,0
Yes,Germany,-91.41779840413521,C,D,19.414086737499243,A,3.267724877517111,D,C,-44.13430315404737,-40.341958096358155,-112.58699847350215,C,-118.2747407496118,A,C,1
Both,US,16.948920044058955,C,C,59.69416808551631,D,71.78861559340143,C,B,19.068217621052533,27.067306727378394,-197.43317924862635,B,162.54737973723076,C,E,0
Yes,China,18.22695101807529,B,D,-18.64885540955366,D,-2.500865977219963,C,A,5.849729781554653,16.058198528423837,-62.16671515074314,C,-117.5284597876508,E,E,1
Yes,India,22.03951087585648,E,C,-184.96747265627883,A,-85.9242581909887,C,C,98.98428009033721,38.9901201080066,-73.8063155673702,E,185.98175119137414,A,B,0
Physical,China,71.58981550138692,C,A,123.64184588651179,A,-30.45096477248369,E,D,-149.33480371312763,-97.62153670598829,136.2094185224297,B,32.81140648650371,C,C,0
Physical,Brazil,-16.50657097858357,E,E,-119.21496949157127,E,-71.14271487467799,C,D,70.02324222372603,11.84733058862133,-31.881416673294893,D,106.46049883760821,A,D,1
Yes,Germany,-55.39428994846792,D,E,-8.367295141698088,B,-51.28441784015132,D,E,119.51499624409394,-68.02089624694423,-15.268429850994586,C,115.51913674262475,D,C,1
Both,UK,46.74830413148449,B,A,70.32028247335998,E,120.91965866977108,A,E,-42.12465044973203,-14.301970309067274,-31.219696049664098,C,-221.1894879430794,B,D,0
None,UK,-97.64809488983094,A,C,-73.92947818861614,E,-151.9240982814167,B,A,53.97069537019439,111.53432774969762,2.473607168778812,E,-192.92990541393922,E,E,0
None,China,120.79783919229729,D,C,21.84479374561607,D,-4.984350021174643,C,C,-239.71576744690174,60.23194831487761,-75.69512181190412,D,54.671268175713706,E,C,1
No,Brazil,-6.56886961100719,E,A,49.27112571474062,C,-151.7898105529729,B,E,-91.16987117689872,43.37922845871764,-12.98687172394585,E,-130.88943367858198,A,C,1
No,China,105.27993373014162,C,E,1.1049246894955778,A,85.94860594778628,A,C,-60.02183171471665,185.39265197859643,59.68347913442784,B,-176.54054623928425,E,E,1
Mental,Brazil,105.88813292999129,B,D,109.32017792840125,A,-128.53039063975126,C,E,-45.40177064112431,51.23653299749677,-9.957109298210137,D,-182.7787019432387,B,D,0
None,India,-44.23430714007282,D,A,-54.99550309786127,E,-23.177454220442044,A,C,-94.84068761836868,80.8800501090674,147.30958292822896,E,-9.480580885663425,D,B,0
None,Brazil,35.10418505930154,B,E,-66.46263791917686,D,-12.687415466431812,E,A,-40.12983235115527,-134.91903547067167,-117.10023538536483,B,21.367273416806245,B,B,0
Physical,UK,-57.169820822383954,D,C,123.54394823216823,E,16.253888576859094,B,B,56.99424864847802,40.98926025142558,-20.85671337183081,E,32.06804200572546,B,A,1
Mental,US,-94.88121735625448,B,B,-4.100220964544375,D,62.83206893447466,E,E,-239.43395498717445,66.36159318580161,45.26755712650962,A,-83.60608799736411,D,B,0
Both,Other,15.339092074846928,C,E,-135.64792665143574,B,-92.77527063334955,B,A,7.344544837193282,-83.96834432091049,170.12806386947597,A,-156.65749124067372,B,B,0
Mental,Brazil,-58.71753594841215,D,C,51.56192816765481,E,-48.559658387972846,A,D,-152.97430886666763,174.90831063111654,-81.50148525091969,B,135.77441333426745,C,C,1
Yes,US,35.991330586430415,B,B,19.39793911964932,E,85.60362660609366,C,B,-60.144448093376,42.662623575940934,95.1619428500079,E,-42.98159459028484,A,D,1
Mental,Brazil,161.43181657786837,C,B,85.91068067971665,C,94.56102521543555,A,B,66.15492548850528,-77.33690349441261,-69.9662985770158,C,-68.25463461387943,A,A,1
Physical,China,116.90670722375455,B,B,111.69109867932954,E,125.24034973493185,D,D,-143.71413658949956,-14.622710410569816,-42.67066163829503,B,-157.46441335649607,C,A,1
Physical,Mexico,-111.21655698465851,A,D,13.523634470958148,B,-120.45420412879875,E,E,-176.10435263628827,-112.76924636722818,-173.26120440131035,D,72.90523876460554,A,C,1
Both,Other,242.8435740558827,C,B,12.953613970833855,D,-133.2772839566203,C,E,-188.5487866861375,-70.07662797908519,91.64763955196294,A,-53.540662694171004,C,B,0
None,India,24.03785902407086,E,A,-67.0956472052514,D,68.47720897693999,B,C,156.78727967111573,-45.31969969312687,107.01699371631193,C,194.94452472823184,C,E,1
No,Brazil,97.79695799120486,D,B,-137.5415519660542,B,135.40118555663852,E,A,32.69048843219062,-98.71351379177322,143.4665552199576,E,-63.52204327982264,E,B,0
None,Other,-156.23694000069307,A,D,-98.00212817067951,A,-40.24067970784861,E,D,208.17922393476147,-42.350821058814,69.43898135417835,A,-26.305500832889088,C,A,1
None,UK,-117.26442676922974,E,D,164.1071916904659,B,-15.169387100399831,C,D,-19.906206836662015,-102.456628418569,300.4598869961347,E,78.28817409418714,D,E,1
Both,Germany,91.34195705674854,A,D,-281.4795061943322,E,120.1619210829944,A,E,-62.43099467913987,-55.88562026063577,-37.2645372673617,D,-53.51049729481785,D,E,1
Physical,China,-253.75638158740395,E,B,-138.79683526256946,D,-12.802709068482427,B,A,139.35531614126438,-163.55286216109795,50.83020550320416,D,171.72944634947535,E,C,0
No,US,-3.066323175083331,C,C,-62.118520328378835,B,-114.85631172804942,C,B,-80.46166065117335,-113.84928869291046,-52.66420509661529,B,-58.58729387364927,E,D,1
Mental,India,-62.319451286376804,B,D,-10.117032558858117,E,123.3479583877384,A,A,130.71496464922865,115.70194513392265,7.747321448504571,E,178.42626949713843,E,C,1
Yes,Brazil,61.40332418489835,D,A,-31.534682604420773,A,-181.65721850712865,E,A,-18.298797095040477,-92.57772944846603,-73.67071268253764,C,102.11911702014262,E,C,0
None,UK,78.3129531713396,A,A,-101.19160745021092,E,-118.08880764821,E,D,-24.42797418705169,-62.788926295503,80.25206309966796,A,-250.8479408003927,B,B,1
Both,Brazil,211.67397768071967,D,E,-35.42771547034492,E,-189.83002436606705,A,E,82.66275593844277,-135.66735029584999,-177.2626733852622,D,199.63630092207737,A,C,1
No,US,80.86872660463833,B,A,10.101336048694485,A,-106.49241622175047,B,B,179.0660037758476,-110.79289639713157,0.302493551997128,C,41.69877773392757,D,B,0
Physical,China,46.24122123217213,A,D,-137.3400947875852,B,32.12945488260346,E,B,53.543055498994875,115.51118324185433,-32.25180856886453,C,-102.41221796929665,D,D,1
Physical,Other,83.24065056775454,C,C,109.64416324012535,D,24.661147563212964,E,D,27.46055621514968,-140.3640689368291,-80.6473506230598,C,36.792338839548286,C,C,0
Yes,China,63.35513584363749,E,A,3.481580609588445,B,-23.212918788780758,D,B,-101.81254271089199,-22.89573064933841,175.0909406941436,D,-35.87137267510189,A,A,0
