AgeGroup,genero,sexuality,Veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
36-50,Non-binary,Heterosexual,Non-Veteran,C,62.18879340986384,B,-120.22946633902106,D,D,A,-197.90454284751536,-43.953646831970985,D,116.88836485861327,A,0
18-25,M,Heterosexual,Veteran,B,117.46208809901444,D,161.04576959817584,D,E,C,30.466879953917385,-86.46567723597778,A,-8.529177953520172,B,0
18-25,Non-binary,Other,No,B,87.90543366036145,D,2.3279348327251226,E,D,D,-180.10881251830602,126.88167215575359,C,8.835679365403735,D,0
65+,Male,Heterosexual,Yes,E,-36.7255832848303,D,-26.21859863885015,A,E,E,-59.122215736440474,109.84830272638068,D,45.209455652802525,C,0
51-65,Non-binary,Homosexual,Yes,E,212.90822562644075,D,-100.4819933916834,D,A,C,-13.2580604291306,9.902210927075622,B,-193.49533212964286,A,1
36-50,F,Bisexual,Yes,D,104.94046525674901,D,43.6513555870347,C,B,C,13.898681387227663,-151.9651033184771,A,-50.686844978282544,C,0
18-25,Non-binary,Bisexual,Veteran,D,-159.75247657401854,A,40.419182818935,E,B,C,-120.77060274098716,36.02177342512315,A,-92.61556222770409,D,0
65+,M,Bisexual,Yes,C,-163.6686331041035,D,-20.069862444546366,B,E,B,-57.58248557230022,98.24651776874109,B,-45.5711166263643,E,1
26-35,M,Heterosexual,Yes,D,151.6952786513574,C,-183.08662917586975,D,D,C,-39.96466512229297,-12.849027015478217,D,-165.72920008624507,B,1
65+,Male,Other,Non-Veteran,E,-99.44018714396479,E,-101.03100162818414,C,D,A,0.12632981162329027,-228.13260748773519,D,97.3013065280187,E,0
65+,M,Other,Yes,E,123.30226235033284,A,100.67553020069198,A,A,B,-182.43807859076273,150.42316086197155,D,-119.51946599936338,B,0
26-35,F,Heterosexual,No,C,-123.19739950444269,A,-29.019400680789115,D,B,B,-110.75195320397691,-32.31638187221816,E,-244.23911879916778,C,0
51-65,Non-binary,Heterosexual,Veteran,D,152.3742717706421,E,-76.4618595468402,C,A,A,5.052069940797728,1.7029673342934266,D,-99.60463936188692,A,1
51-65,M,Other,Non-Veteran,C,85.49931235174755,A,182.2102937150775,D,E,E,58.65642221266039,-56.89418387083675,C,41.40043148816678,C,1
65+,F,Homosexual,Veteran,B,39.596306026143566,A,103.5472208217436,C,A,D,-7.813141341032666,81.6988107089399,C,-123.60409048266862,B,0
26-35,Other,Homosexual,Non-Veteran,B,-11.425402157456462,C,62.07086566093318,D,E,B,264.5712207293251,49.82414572520719,A,-73.52546397037946,C,1
36-50,Non-binary,Bisexual,Non-Veteran,B,-1.5057079231377315,A,115.09960826854166,D,A,A,-35.21974178927611,67.61683265049032,D,38.8163720861961,D,0
51-65,Male,Other,No,B,218.58783414996532,B,-71.90072853534838,E,E,E,-144.56839107234555,-24.877002000289227,A,198.5283526992956,E,0
18-25,Female,Heterosexual,Yes,A,-226.79883539269713,A,-107.38526370725765,C,B,B,-77.15957146565587,-6.602615521264258,C,-9.42683975396391,C,0
65+,Female,Homosexual,Veteran,D,-46.4543421847227,B,183.13021090237248,D,A,D,-72.42112138479109,101.16639233306152,B,-168.288306062182,E,1
18-25,Female,Bisexual,Veteran,D,-46.13612379225553,C,11.705261446051518,A,B,D,155.07386954353552,60.94045690349047,A,-73.18653310129821,A,1
65+,Male,Bisexual,Veteran,E,-20.47217428815854,C,11.149453139468253,C,A,E,-115.18428904748248,59.30454288978595,D,-83.09600349494148,E,1
18-25,F,Heterosexual,No,B,-63.15433929538743,B,40.452964934714835,D,B,E,-72.67831452892449,102.30720574578456,C,-39.43987434475859,E,1
18-25,Male,Other,No,A,-93.6416861800217,B,111.08487208731475,C,C,C,-152.79591449345816,-65.24591349468432,B,91.02174329586177,A,0
51-65,Non-binary,Bisexual,Veteran,B,79.06898710797195,C,101.21258976603637,E,B,D,-95.20679986072,129.16628787147982,C,56.003872967595534,C,1
51-65,Non-binary,Bisexual,No,E,4.212250508668119,B,-24.22946906423983,C,B,E,102.30521859564583,-188.7538822971868,C,-3.2784976566445994,E,0
36-50,Non-binary,Heterosexual,Non-Veteran,D,-23.905843965867497,A,15.711625176261604,C,C,A,108.95833657453144,-189.98783006633144,B,-52.96049951384325,B,0
65+,Female,Other,Yes,A,55.987804423964626,D,-37.05304218996542,C,E,D,-45.48322698666839,4.344916347041713,A,55.66147851362143,C,1
36-50,Other,Bisexual,Yes,A,-9.17310694530025,C,-35.49467975365273,A,D,E,-15.552232822975881,9.940121462633595,D,9.899861525705173,E,1
36-50,Non-binary,Homosexual,Non-Veteran,C,-48.840809772184784,E,-29.667582401880733,B,A,D,-57.62483469286459,45.450211883141016,A,-43.00389008100833,A,0
65+,Other,Bisexual,Yes,D,-8.444637877301831,B,50.80637844782881,D,B,E,32.0299478764369,239.08235259219626,E,51.644463188147206,D,1
18-25,Non-binary,Bisexual,Veteran,B,61.466186557498446,D,40.622902095579846,C,D,A,-70.34740871099585,30.36327356289734,B,22.444989740199425,A,0
51-65,Male,Other,Non-Veteran,A,-87.82451317327707,B,35.85225283117529,B,C,D,24.43950958798687,121.01468117487848,C,10.170541614428451,A,1
65+,Male,Homosexual,Yes,E,-14.234526812727518,E,-106.10001961331852,A,E,C,-107.36984343390728,-6.842920730037361,A,38.465414771465404,D,0
36-50,Male,Heterosexual,Yes,D,30.85189840245089,D,12.554175969547082,A,C,C,-33.03506101315461,39.57067152825482,C,-32.48007007053188,C,0
36-50,M,Homosexual,Non-Veteran,C,19.471605151135567,A,27.996772447131125,C,D,D,-72.07658232447844,-55.1556239575537,E,-51.17862267805994,A,1
26-35,F,Heterosexual,Non-Veteran,A,150.3774456318552,B,-63.338222135619674,E,D,E,-196.1233545528784,198.04365209095664,D,101.3688735307215,A,0
36-50,M,Other,Veteran,B,3.9706791184890315,A,7.855111893557895,D,A,A,-62.55379725994725,-60.53817408823109,E,-6.175483018060861,C,0
65+,F,Heterosexual,Yes,D,-37.41495277965551,E,70.26594395773077,B,E,C,72.31573021810621,142.6627395872842,D,64.93276664413014,A,1
26-35,Male,Bisexual,Veteran,D,104.14972960984574,C,-125.2145715644095,D,B,E,-64.10365662702404,-116.53038370393938,D,-1.7115280295648103,A,1
18-25,M,Bisexual,No,C,-228.00481308513812,A,-15.399727837476284,C,B,C,58.64474781959527,93.94711596643198,D,50.74228740088029,D,1
36-50,Other,Heterosexual,Yes,D,-77.17561082095693,B,158.23567279319533,E,C,A,48.306656147495275,50.39112333240219,C,-222.00777770276773,B,0
36-50,Female,Other,No,D,223.99464743156025,D,290.9471733671533,E,B,D,18.91754837958465,18.78138092788889,A,0.2491765838961752,B,1
18-25,Female,Other,Non-Veteran,A,25.953976877403555,B,217.92085582382828,B,D,D,108.59876144636367,139.79389668371135,C,82.88552986892952,E,1
65+,Non-binary,Homosexual,No,D,-58.425262760925314,D,-1.6169657768196743,B,E,A,280.33024463627504,-27.529712668463425,C,-60.1388071672641,E,0
36-50,Male,Bisexual,Non-Veteran,A,58.438417147311064,A,-53.76861268978368,B,E,E,-94.47687012334316,53.610043810750774,B,-3.7506427571255925,B,0
26-35,M,Heterosexual,Veteran,C,-36.097695435293566,C,-55.80593567297968,C,A,A,20.108714210482066,44.94737193017582,B,-110.42170631142201,B,1
51-65,Non-binary,Heterosexual,Non-Veteran,E,111.89300232631795,D,-122.86462634182946,C,E,E,167.8868576026639,-167.19781210106245,D,100.06446443379542,D,0
36-50,F,Other,Yes,E,-71.00833105129435,E,153.60016438431182,C,B,B,-115.29571154244232,20.864811246395746,B,-14.251255967469218,C,0
36-50,Other,Homosexual,No,C,-196.14822178892123,A,-181.0290822182235,A,A,D,-97.6450873853376,240.3093005874003,C,136.6553922917235,A,0
65+,Female,Bisexual,No,C,67.49426480381804,E,126.8621155406277,C,A,A,-25.03188330894742,61.58215220653604,B,-48.90355257196586,A,0
18-25,Other,Other,Yes,E,18.13560397337824,C,71.70126082407542,D,E,A,-103.37761324907741,-184.1360149169854,D,0.7976618276165901,A,1
51-65,F,Bisexual,No,C,-46.78372209390101,E,-59.90550438010397,B,D,D,-42.143871826225904,20.299803127733274,D,-92.56871356979683,A,0
18-25,M,Heterosexual,Yes,E,128.10040526223708,D,28.469896613505856,E,D,B,183.49330163752253,-175.39727651258465,D,86.43664491026016,E,0
26-35,F,Heterosexual,Veteran,C,90.2959770961345,D,182.55691907389206,B,A,A,-129.6559563042127,-41.31826975751201,B,-17.449303158790478,A,1
51-65,F,Heterosexual,Yes,A,42.22508865705419,E,40.10423134430846,C,B,D,110.71057373528103,41.625840480494695,B,-81.84018118655267,E,1
65+,Non-binary,Homosexual,No,A,-25.842701493338062,E,112.39754011098695,C,E,E,-42.62428321550972,75.26614206982731,E,31.787497657936726,D,1
65+,Female,Homosexual,Veteran,C,130.67711622412497,A,59.751515489270034,D,B,A,-10.293774231835599,17.833596523422074,C,38.02068608674677,A,1
36-50,Non-binary,Other,Non-Veteran,C,-8.353638639216474,E,116.62589784799798,C,C,D,-63.724824266342814,-7.338720368570659,C,-52.77970744367993,C,1
65+,Other,Homosexual,Veteran,E,-5.198927814046112,C,54.04323223874867,D,E,E,-31.785660548804774,3.7430802542737673,D,132.5344768254883,C,1
51-65,F,Homosexual,Non-Veteran,B,102.5066882183847,A,-5.439527476427076,C,E,B,-93.68986346161779,-125.13269012875921,A,-289.4250475785439,B,0
65+,Non-binary,Other,Yes,B,-96.36836537116808,E,227.162813159597,E,E,A,-40.13151813036372,93.97369328524685,B,-159.7822686923048,B,1
65+,F,Bisexual,Non-Veteran,B,34.51107466676124,A,-153.62488045553425,A,A,A,43.701372915420365,-75.5105534709773,A,198.1378086516734,D,1
65+,Other,Other,Veteran,B,44.05187434264019,E,69.97022097871691,D,A,E,25.62932067694248,27.760472228364808,C,7.291221048404638,D,1
36-50,Female,Heterosexual,Non-Veteran,E,58.51318960305757,D,208.85371028053234,A,D,B,-58.2932936259302,14.182209334009016,A,223.81725390202018,C,0
36-50,F,Bisexual,Veteran,E,-12.00734883273216,A,24.954754802500233,E,B,B,-43.53024232896697,95.73746309105945,C,14.240668138215131,C,1
65+,Other,Heterosexual,Non-Veteran,D,-39.189738446389306,C,42.66550026381676,A,C,A,-208.26508257126443,-84.70955779539415,E,69.28007696070215,B,0
26-35,Other,Heterosexual,Non-Veteran,D,39.63950734525501,D,40.46383992582949,E,C,B,3.207969385404421,31.645784531350778,D,36.840680300924994,D,0
18-25,Female,Homosexual,Yes,B,-25.58188557930662,C,85.8218110990897,E,C,C,-8.460773612867102,-192.49110769565237,C,-75.8814330416833,C,0
51-65,Non-binary,Other,Veteran,A,53.666956553669785,E,99.02545981928859,D,A,E,-4.30658865962617,68.354286694449,E,-74.08006361578691,E,0
18-25,Non-binary,Bisexual,Veteran,D,-13.80058772915684,E,33.290855662931804,D,B,C,69.21586595268516,-164.72672745666992,E,-146.64857051274174,D,1
65+,Non-binary,Bisexual,Veteran,E,-62.90991446772733,A,-51.09221410623951,E,B,D,119.38057219012559,85.48883741308308,D,22.242491748395814,B,0
18-25,M,Bisexual,Non-Veteran,E,64.85899956627007,A,-5.40840367604525,C,D,D,-95.6769418963688,23.06194604286029,B,-245.85067830790598,D,1
26-35,Female,Heterosexual,Non-Veteran,D,-88.30140529414669,A,79.36104246365184,A,A,A,-57.66610436436055,-22.852501392485657,C,-70.76518919540898,B,1
18-25,M,Heterosexual,Yes,C,88.2305716072536,A,124.98145982971639,C,A,D,-99.7011582542615,-132.79726939940258,E,-26.066383239826624,E,1
18-25,M,Heterosexual,No,E,-51.25877384644794,E,-164.95074356400957,B,E,C,-149.0185289840315,-133.39989125604671,D,27.76638545357038,E,0
18-25,Other,Bisexual,No,C,-94.59597908632298,D,-92.8365403246593,C,C,C,-62.94379969200297,59.53396542123202,E,6.686304108691281,B,0
18-25,Other,Heterosexual,No,D,-51.44473057699721,B,-100.65795024721633,D,E,D,-96.27963942202413,79.48891000786422,B,75.52189273465926,C,0
26-35,Female,Other,Veteran,A,-5.6541100998901,D,-75.37633526871818,C,C,E,75.14663244735748,30.2071027973509,A,-19.65531694975433,E,1
18-25,M,Other,Yes,B,-22.159431873110787,E,13.785605360557893,D,B,E,116.40761437425755,83.61277044036466,E,25.551587783635345,B,1
36-50,Female,Other,Yes,E,42.703625772630424,A,-103.20255207742079,E,D,D,48.82638707364528,-50.25680154784479,A,87.75445076432902,E,0
51-65,Female,Heterosexual,Non-Veteran,C,-83.8264082579816,C,71.92785075692036,E,E,D,-48.21163997683558,7.659028926503497,B,-58.865068153674095,A,1
26-35,M,Heterosexual,Yes,D,-32.34556891896363,B,-35.0559026449687,B,B,D,162.6790375908084,98.05017676413793,B,-14.443036076424926,C,0
36-50,Male,Homosexual,No,C,153.10849201426558,D,73.85072356236816,B,D,E,81.99662982335454,-44.49754128754424,A,9.315104925077032,E,0
51-65,F,Heterosexual,Non-Veteran,D,215.56146885724087,C,10.459107641174665,D,A,A,96.41820289619928,2.944916951160686,D,39.739611376342395,D,1
65+,F,Other,Yes,B,189.66357350297554,B,-39.529121145818785,D,A,D,126.70985722449618,-36.205039018111115,A,49.10628797394937,B,0
18-25,Non-binary,Bisexual,No,C,-48.30452049273695,B,-241.6845444551897,B,D,A,-18.025305996725073,-70.79356349751033,E,142.84071307157308,C,0
65+,M,Heterosexual,Non-Veteran,E,22.37350171683152,E,102.49397906637967,C,A,A,-220.25029391394585,-29.239551067236647,D,106.27567366611872,E,0
36-50,M,Heterosexual,Yes,E,-17.343426158354738,D,-123.3628305801271,A,A,E,-70.0304559185423,61.50684759817157,E,197.3650903620688,C,1
36-50,Female,Homosexual,No,A,61.01037010197585,E,-100.61567762059764,A,D,C,-100.21512672372283,-132.32109178739617,B,47.19890032253029,C,1
36-50,Female,Other,Veteran,D,52.521753688286324,D,-208.51352034100165,B,E,D,13.803824974849174,-94.4073514368787,B,126.97826924985173,E,0
26-35,F,Heterosexual,No,A,100.57030056781528,A,28.392539813224587,A,B,C,-61.86361311857068,42.5667786172619,D,-85.31638034185815,B,1
65+,Male,Homosexual,Yes,E,-92.58157736710692,B,-85.20311321892099,D,A,C,114.17204559178657,45.01830913338408,B,-0.41671606163515995,E,1
36-50,M,Bisexual,Non-Veteran,C,29.43218988731512,E,-32.7486039396988,C,D,E,100.04616391070927,27.414875983593173,C,41.63173579251897,E,1
18-25,Other,Heterosexual,Veteran,C,117.299208757314,C,122.62042001959522,A,D,B,-93.21261166640076,103.60298315388998,C,-241.3325689807504,E,1
65+,Female,Bisexual,Veteran,E,25.44014595541776,E,-71.73127136526914,B,D,B,207.07061562485785,70.72812469188915,D,-30.96033528205521,A,0
65+,F,Other,Non-Veteran,D,-5.321016672050427,D,45.54170830790814,A,E,B,3.740427008236411,-7.626077519913575,B,84.7979794269892,C,0
36-50,Non-binary,Heterosexual,Veteran,E,-19.1700012670774,B,-131.8038614147846,B,D,A,-18.665424754711204,-23.886377115711394,D,-132.53200433975294,E,1
51-65,Male,Homosexual,Veteran,E,-8.222844178380116,D,64.77175652262343,E,E,B,-152.64114304941901,149.73877557303223,A,69.41686707699792,D,1
51-65,Female,Heterosexual,Veteran,D,21.73644357006021,A,-72.08129903731549,B,D,A,-57.24031381139293,105.27184675378294,A,-39.78645877234821,B,0
26-35,Female,Homosexual,Non-Veteran,B,-109.00020106194705,E,-63.450157736707325,D,E,E,84.978598054436,-40.543727739088865,A,-36.14283568022404,E,0
18-25,F,Other,Non-Veteran,B,0.0546575609715417,B,113.74480172479049,C,C,A,115.54382396159588,75.50205301739392,D,35.202077403055206,C,1
51-65,Non-binary,Heterosexual,Veteran,E,-57.4641159214012,B,-148.25986882211197,E,B,D,-59.93761388586848,-5.43823599461943,C,-8.651858037700643,A,1
51-65,Male,Other,Yes,E,42.37903912231459,D,92.80391464543044,C,E,A,-52.32664744736424,17.94415378582425,A,38.06280822476174,A,0
18-25,Male,Bisexual,Yes,B,110.54587369540769,D,-34.489618264499406,B,D,C,281.0917869523368,23.514263705501968,C,58.65802726023125,D,0
51-65,Non-binary,Heterosexual,Yes,C,-9.344300051419548,C,117.07509422005324,B,C,D,2.058273537136654,-138.7951532185842,C,167.5429133899866,C,0
18-25,M,Bisexual,Veteran,D,-57.86535662529702,A,156.53485566014658,C,E,A,81.97680182758236,59.794606269593245,E,-66.06397862507993,B,1
36-50,Female,Heterosexual,Non-Veteran,C,27.837557959245178,B,-39.78148089063598,D,E,A,84.27208157606893,93.66806528837628,A,26.92721068614527,A,1
36-50,Female,Heterosexual,Yes,E,-70.08956680608385,D,118.55119441349382,A,E,D,-14.636330778221954,-75.565598698524,E,-10.289476612586066,D,1
26-35,M,Bisexual,Non-Veteran,A,-23.71842191987837,B,202.52623170680351,E,A,E,22.48445747018476,149.31981426508315,C,115.24722193726448,B,0
51-65,Female,Other,Veteran,A,-1.3425832263912691,A,88.3244854552589,D,A,A,-118.87162416635775,-18.38353264361794,B,65.52324466079062,D,1
26-35,Male,Homosexual,Non-Veteran,D,102.65118575976145,A,137.5951080710873,B,D,E,68.31499856597418,-34.989056494319556,D,84.28002891479227,A,1
65+,Male,Heterosexual,No,E,15.864316608308945,A,-64.38300890168645,B,B,D,-18.039106567921316,48.84749851115607,A,-102.4398758316647,B,0
51-65,Male,Heterosexual,Yes,A,9.918203026769522,B,162.93925329319467,C,A,B,-139.97137759822326,-22.16214747563145,A,-105.77874233287348,B,0
18-25,Male,Homosexual,Yes,D,-191.84585498751184,E,166.9293274415899,A,D,A,-59.9800321997708,59.27859208014667,D,-44.23063413235838,A,1
26-35,M,Heterosexual,No,E,-187.23728677151016,D,108.62297821845945,B,E,C,8.82629894713359,48.21564130033502,C,-37.07309817664506,C,1
65+,Non-binary,Other,No,E,99.35903609640698,A,54.64954300491646,C,D,E,26.42599108808094,8.667907170579072,D,-29.190123719246458,B,1
26-35,M,Homosexual,Non-Veteran,A,96.6471526381159,B,-122.28505211116689,E,B,A,42.328801907309455,61.829794128323925,A,-25.85708347192424,D,1
65+,Non-binary,Heterosexual,Non-Veteran,B,101.12523947824246,D,-53.84129241571425,C,D,E,29.115389620528198,80.76335407952018,D,11.257780573038067,B,0
26-35,Male,Homosexual,Veteran,A,15.93336619869481,D,-69.16080217199739,B,E,D,-56.68060765759,108.49570671016508,E,8.646830211902941,D,0
18-25,F,Bisexual,Yes,D,-51.35338780656059,D,-74.85525603346044,D,C,A,128.73547232579395,-17.075952825361995,C,-22.39224255823875,A,0
65+,F,Heterosexual,Non-Veteran,C,185.09243860325532,D,-141.39425826967096,C,C,A,153.9034669075776,-92.70080369722105,C,-8.184720835342981,A,1
26-35,Male,Other,Non-Veteran,A,-73.64837041599654,E,128.42810579610637,B,C,D,-66.7230706359473,112.1368972077215,B,-93.54155344524582,C,0
26-35,Female,Heterosexual,Yes,A,151.4598232620099,C,81.14048037951072,B,C,D,116.39905188087567,-108.74148606879982,A,-85.93689002922204,D,0
36-50,F,Other,Non-Veteran,D,0.388086769806633,A,47.559997165254764,E,E,B,-60.35605115947335,-74.66852023279434,C,222.4911128524364,A,1
18-25,M,Homosexual,Veteran,D,165.03755570049168,D,16.582132633774158,A,E,A,62.620977790877866,17.991457294343824,D,-108.49890515636626,E,1
36-50,Other,Other,No,C,147.51056799230471,C,-1.4860677214775604,B,A,E,91.27937565078437,-12.77310892648916,C,-144.69311059918894,E,1
18-25,Female,Bisexual,No,D,103.0873089903416,D,-81.9636134619088,D,B,B,-64.3624279118708,-41.8740817778232,C,-76.84928917152338,B,0
51-65,Male,Other,Non-Veteran,C,-68.05584315717998,B,-18.72231171827057,C,D,D,-104.64471141124764,73.20181038656611,E,-3.0089945885131186,C,0
51-65,Other,Bisexual,Veteran,D,63.86413061571913,C,40.76487335104362,A,C,E,-107.44399192059963,-1.1557738381895568,E,8.66612553544574,C,1
18-25,F,Other,Non-Veteran,E,135.92887300919585,E,-63.7711031758588,A,A,C,138.2653703515454,-48.793793563227936,D,-61.979841248130704,D,0
26-35,F,Homosexual,Yes,A,-11.031486658319297,C,48.742989285625455,B,B,D,39.71572565362238,182.39457356918447,E,1.5314948221417513,B,0
65+,F,Other,Veteran,C,-74.58655288988474,B,168.29701613717253,D,E,B,-23.879120540539052,-10.659426468954722,C,-5.913417125237673,B,0
26-35,Male,Other,Veteran,C,-132.91490150503145,A,19.817392049771282,A,D,D,73.39800069376811,-24.83491045132561,B,9.21969838209043,D,0
51-65,M,Other,Yes,C,95.61460285676628,B,56.82000347603204,C,D,C,-10.044849512903335,110.4574013476842,B,233.4568155091191,E,1
51-65,Non-binary,Other,Veteran,C,-56.82584962717383,D,19.88976625751139,E,B,B,-55.422090145250635,199.31346365503103,D,-195.5291415867841,A,1
18-25,F,Homosexual,Non-Veteran,E,66.86254933003221,E,-37.973167443531366,E,B,E,-214.05440857238793,-19.529501884800897,D,87.94186341475582,B,1
36-50,Female,Other,Yes,C,130.1468780050232,D,-58.94552968440093,A,A,A,-85.47910392330196,60.774579946991636,B,131.61382339912592,D,1
18-25,Non-binary,Homosexual,Veteran,B,-86.91624899771196,C,-8.537588351450974,D,B,A,84.72541051657416,-30.116201055722584,D,73.72145997957873,A,0
65+,Non-binary,Bisexual,Yes,B,-21.938870946779208,D,-0.6515461950618052,A,D,A,-80.76228875398395,4.744693937792926,C,-68.92771554894155,D,0
51-65,Other,Heterosexual,Non-Veteran,A,-73.36471378716347,C,-72.68993205289608,A,E,C,106.3428362281362,87.2199321164322,E,-155.3703323246337,E,1
36-50,F,Bisexual,Non-Veteran,B,-64.52640946807068,C,-52.0833373321082,C,B,C,-15.286026451210708,4.790153115470378,C,-42.10527737470349,A,0
26-35,Non-binary,Heterosexual,Veteran,D,-10.991991273220911,B,50.87467115718645,C,B,A,35.1832784805665,-31.349748935989325,B,31.949479029253947,A,1
26-35,Other,Bisexual,No,D,90.81025708470747,A,-5.614555062659902,B,D,E,30.739199963344337,-13.251341223501335,A,48.73129665290712,E,0
26-35,Other,Other,Non-Veteran,B,96.42616617877522,B,-144.72795105889946,B,B,A,-130.9901498446718,-33.9532462576127,D,38.79245611804207,C,1
18-25,Male,Bisexual,Yes,C,-212.53184570241302,C,-21.391213960436424,A,D,A,57.12148256137465,-88.59517590653351,A,-88.13963556369406,E,0
65+,Male,Other,Yes,D,-96.38433048259624,B,-114.32087071421542,B,C,D,100.71624602078941,-22.961375083817774,E,4.050760641986904,B,1
36-50,Female,Bisexual,Non-Veteran,E,-164.6057697011328,D,-154.6087595524989,A,D,E,68.64719463022197,0.07081731211161908,A,35.60720136928988,E,1
26-35,Other,Bisexual,No,B,-2.635838789057927,E,104.23020811160173,D,E,A,182.11998620911538,60.80003360111023,D,-23.945895821426717,C,1
36-50,Male,Bisexual,Veteran,C,86.81283656722366,B,46.404866401135116,B,C,A,90.82216184485699,251.9826858276696,C,-6.395859141081014,E,0
51-65,M,Bisexual,Non-Veteran,B,193.95966536824213,E,22.07246035903743,D,B,B,-51.850096947991744,-66.10860331033368,C,-75.77834921039901,A,0
18-25,Other,Bisexual,Veteran,B,52.675578137941024,D,-66.94135682812276,E,A,A,61.74485175816273,-150.7929729249117,E,-33.263420834915806,C,1
18-25,Female,Bisexual,Yes,A,169.15982904112897,B,89.70218066281731,C,C,D,63.13680210617484,62.251363635182614,D,19.02073394533447,C,1
26-35,F,Other,Veteran,A,73.89391285986483,E,-130.26053064042097,B,E,D,-131.44956132180317,-240.40149524859316,A,-109.27994226585997,E,1
65+,Non-binary,Other,No,A,-23.138002523868543,E,23.655638732338097,C,B,B,-151.6715128067947,110.29237857199075,A,-103.89291618585024,A,1
18-25,Male,Homosexual,Non-Veteran,A,-204.57044024122547,E,-123.39883838109276,D,D,E,203.6068781059515,103.01848454862146,C,37.84400902896217,B,0
26-35,F,Bisexual,Veteran,A,-123.06883275714125,E,169.83898815183474,A,B,B,-28.589783158195136,59.2520433634447,D,-135.16282770365243,E,1
18-25,Other,Other,Veteran,C,187.34289717854537,A,-3.029388713492501,C,B,A,33.061249012656795,-9.800839366175875,C,7.351838989053629,E,1
26-35,F,Bisexual,No,A,70.98655669589353,B,150.7680599121223,B,E,D,-121.26081967500096,-4.539015616992611,E,-51.02504813992529,A,0
36-50,Other,Other,Yes,D,-15.596706548034422,D,-134.80939668130563,E,D,D,139.7873081659839,47.838960980712415,C,-16.868139864716717,C,1
65+,Other,Other,No,E,117.45986852310449,C,-85.7841776779077,E,E,D,60.860089337678794,-81.31585204524474,B,-160.58334865589535,E,1
36-50,Female,Other,No,C,30.14402395774451,B,-28.62457841361262,B,D,C,84.03001913434576,36.74228322326972,B,303.3765789028208,B,0
51-65,Other,Other,No,B,25.914233152122506,D,-32.7351286083617,D,D,A,-146.94451442824962,-194.44715799639894,D,-2.283830000288114,A,0
65+,M,Heterosexual,No,C,51.80799212831225,C,-1.6396873298581582,E,E,C,272.0080837521512,-16.004891931457948,E,-13.271011575043111,B,1
36-50,Female,Other,No,D,-33.109707368868776,C,8.739890198322911,E,D,D,24.281085700540928,-233.22029141627772,C,65.99583085295053,B,1
51-65,Other,Other,No,B,-63.37645897629225,A,-80.92805654804741,B,E,C,74.59520960248287,-40.8991934090778,D,6.69776370832218,A,0
51-65,Female,Other,No,A,48.17193076744664,E,36.71722081640236,C,A,A,-36.230380635203275,-5.094788089769263,C,-143.20878719210447,A,0
36-50,Non-binary,Bisexual,Non-Veteran,D,66.69490894964343,D,39.409905529307565,B,C,E,76.01388985096372,108.56151935395964,A,129.14587477786955,D,1
18-25,Male,Homosexual,Yes,D,95.86953800045227,A,-19.533463363093443,C,C,D,43.33985458062412,-190.48593990132295,E,-140.2754466949556,B,0
26-35,F,Bisexual,Yes,D,-142.82392226883047,E,36.99469467053052,E,D,D,48.898574885149,1.4056960541292323,E,1.5020594052987506,B,0
36-50,Male,Homosexual,Veteran,E,-156.74693398685383,B,-9.359886538520682,B,B,D,154.3856837097768,-74.88992767312634,C,63.3174366666564,A,1
51-65,F,Other,Veteran,C,68.84803719456023,E,112.72029161927202,B,A,E,1.409483666305569,89.32130570235108,B,43.69180788560535,C,0
18-25,F,Homosexual,Yes,C,-130.24823822750017,C,-86.13589400724959,B,D,D,2.444450487260364,-147.62675005502015,B,-142.5882420570363,C,0
51-65,F,Other,No,B,124.87871014960872,B,146.84328115207475,C,E,D,99.7144711968513,-66.62695522367503,A,-155.2672275074644,A,1
65+,Non-binary,Bisexual,Non-Veteran,B,-92.06329210229165,D,120.95461691186482,C,B,E,85.75408822695073,193.1243602811667,A,-155.71085200036754,B,0
65+,Other,Bisexual,Non-Veteran,C,-98.9691698027825,A,191.25155067471638,C,E,B,-4.997096709553601,80.85178114058749,E,149.71927959714517,A,1
65+,F,Other,Yes,E,-34.70931839842054,C,23.710178204921537,C,B,C,-56.43096829456211,79.37879200549646,D,8.701671388690887,D,0
18-25,Other,Other,Non-Veteran,A,-59.30203507840239,C,-38.226671364164574,A,B,B,49.053006068036176,55.21482810990746,C,-46.883594428566695,D,0
65+,Non-binary,Homosexual,Non-Veteran,B,45.57216306425463,A,-42.008444090958044,E,A,D,-1.1154992009282352,-9.468619074164904,D,24.565488081112168,B,0
65+,Other,Other,No,D,115.12709513154608,D,68.41481967027222,A,B,A,86.73046233371096,157.90480960918606,D,138.29847239969183,E,1
36-50,M,Bisexual,Non-Veteran,D,-206.77524424551055,B,-95.79662732395106,C,C,D,113.34236115683063,194.10084776651308,A,-101.6253172813431,D,0
18-25,M,Other,Non-Veteran,A,-34.82674394201884,A,79.36876725678344,B,D,B,171.20677213781696,-65.7577799694004,E,-32.43877073122307,C,1
26-35,F,Heterosexual,No,A,197.20340605238846,B,126.71384440679374,B,A,D,151.08585036500148,171.60256300185804,D,-98.09252332117879,B,1
