age_range,country,civil_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
18-25,Other,Widowed,145.34869727954697,D,8.124486267012378,144.9015970769758,48.039441749131164,59.18983718803902,-57.78876481462834,D,D,-14.197521734208848,1
36-50,China,Widowed,23.35015438930604,D,80.99691584375574,-235.96498199821795,-116.2136658750819,-25.587436810830404,-297.6455983727023,E,C,-81.1440708083748,1
18-25,UK,Widowed,-88.64201736166122,B,-14.692837322712455,-42.03819653805161,112.13375656116801,-27.35361710490581,-33.35226159750041,B,D,175.47942154406124,0
65+,Brazil,Single,57.455979252532565,C,-39.87063030536964,-11.206543787850535,-133.0344525142181,143.93712061176797,-56.75339275855773,B,C,142.8597047220047,0
26-35,India,Widowed,-170.89430579029758,E,126.31045968818451,-106.9332440084215,51.369937734062965,148.161459574169,39.03915515843819,A,C,9.398084386804745,1
18-25,US,Divorced,-48.4324290097105,E,18.561509102941706,-126.05763334672008,15.90344096791307,36.17340719406139,-88.92060656077919,E,A,161.35752484777169,0
36-50,UK,Single,50.96091589724836,C,-56.44323577405185,-30.968194234320233,150.83103051516628,-69.79013270550394,52.188301063812844,C,A,-9.060463549225878,0
36-50,Other,Married,-42.56984761196707,B,39.238347661236915,-0.6900268063774673,-2.8677642445429976,85.38451196474857,-54.677435294145916,E,C,102.70729831098706,1
51-65,Other,Divorced,-69.95449905924292,E,-36.13042179500937,0.06736658818307618,54.685976275303986,-152.69841868915404,62.23932278598192,B,D,134.0571982386273,0
36-50,US,Divorced,23.41188072741475,E,-95.99771810200643,-129.57319572183337,-54.76293562291126,-61.351564394003475,57.6288700732898,C,B,-115.16293500774579,0
18-25,UK,Single,-158.84769113089476,B,-78.02873774199685,119.85979698276081,17.82639479659629,114.84138224913623,-35.624068324185316,E,A,235.95283120818377,1
36-50,Brazil,Married,-43.155134054893956,C,77.57893904934095,111.67779603324664,71.6336956850511,0.64271968586302,-158.16010885287906,E,D,-180.1757930827735,1
65+,India,Married,202.08596677944413,C,15.63706336195589,77.04608194786285,-51.16315412050357,-107.68739169135482,-172.76683735482789,C,A,40.725945451577275,1
26-35,Germany,Single,13.79079169679348,C,133.45396832095696,92.39204616098515,-6.416744427510275,-91.44942304321701,98.0331261218592,A,C,-69.46216312019263,0
51-65,Mexico,Widowed,-111.26524807530988,A,-104.40593177502822,37.8402922313918,58.54720015764211,21.973268713579564,-42.07091941159493,B,B,38.145356173639726,1
26-35,Brazil,Divorced,-85.47113603063833,C,79.57458368832721,85.77900620001473,107.74796266177704,-46.97133101372495,138.28237211308542,A,E,12.296327149442037,1
36-50,US,Single,-205.03188719507014,B,52.866476211188385,-31.820339894259785,69.23670892489699,-87.59950510478828,56.17306913142932,B,A,129.33624932410476,1
36-50,Mexico,Single,-74.01541076346525,B,-3.256349560240491,171.81479799682157,-55.374480820496885,-87.1815923079203,-156.24942442984928,A,D,128.104914442351,0
65+,US,Married,-195.30608420116224,C,63.173158601744404,-79.20654656961538,-153.6951886026507,6.321312750876029,77.52139998807233,C,A,-151.58336838202226,1
18-25,UK,Widowed,76.32027750969137,C,24.521613379089185,69.85792838692429,-99.84368775360059,-79.20458033621621,-64.90250190809552,D,C,93.9414294690411,1
51-65,Mexico,Single,-5.606888211453882,D,128.7274424198876,-196.47644193424404,-46.76376999602314,-39.231535879011595,60.79490648382052,C,B,30.255202780553216,0
36-50,Brazil,Single,-2.3068257767619933,D,-32.04993534402477,-96.70847045434616,-165.99661139567837,-108.07822473189262,-152.68083512302425,A,B,58.46958029067038,0
18-25,US,Married,-105.2498370108804,C,202.9577103169326,10.274396813566215,76.06152489970577,-48.3194630854467,-0.1931017612667609,D,E,-13.02908006499087,1
18-25,Other,Widowed,-66.97290408286615,E,-51.46799182220213,30.7534893470392,148.83524800120708,-137.30975529077455,29.5367544941504,B,C,-157.81957837985942,1
51-65,Mexico,Single,-5.3404604449295965,D,92.98062294614662,193.1161997537267,188.0435639421336,24.788778163342123,177.0258351963873,E,A,83.35164328665763,0
18-25,China,Married,17.27534407946768,C,97.1230623164739,-7.462151503922204,160.39218888212662,84.64126054008975,12.989036400592536,C,C,-10.159059628967707,0
65+,US,Married,-27.015752597206866,A,44.09795278700375,171.37679097351523,-3.0758398528345707,123.31125960657461,-42.47826431851121,A,A,13.370333017904231,0
26-35,US,Divorced,35.3568073991299,E,141.75593401807083,124.2228626208177,-94.54158481193747,-0.9361850196972351,86.20021719833558,A,A,96.38425568417054,0
36-50,Other,Married,316.5555781061421,A,19.365392352534165,-48.63082694734888,-107.14417332123394,135.30340965317788,-124.99174991637967,C,B,50.93940900340013,0
18-25,US,Married,151.7039899708862,B,-57.19409892293095,102.67600271162989,18.307851273840495,-138.377688436149,-164.51091109376833,C,E,-147.45401829609372,0
18-25,Brazil,Divorced,103.27189482972246,A,-132.8499286637486,-1.697105049561825,100.87300870800708,-108.14305653564864,-29.16598626643512,C,E,21.136951124837665,0
36-50,US,Widowed,-13.214399117749966,C,-2.025810483294631,140.80956565887536,130.6384999664614,1.7460420986344438,-28.573121863699214,D,D,-106.52644079601072,0
18-25,Germany,Widowed,14.77065703698401,B,65.86687273990161,21.659636313213046,73.25710593443742,133.72196881227043,-86.84906349003728,B,B,134.20472236245172,0
65+,Brazil,Married,47.0826651942018,E,127.92768843920376,-36.13308665390856,-105.87753275172555,-94.08282641620296,0.9936818204332987,C,C,49.73925053726208,0
51-65,Brazil,Divorced,123.02849312697217,B,104.73385220664902,17.04125321022247,0.7483669766200813,83.20296565063067,40.06131200415254,A,D,31.431591031600725,0
36-50,Mexico,Single,111.08134888325085,C,42.27871558497526,-163.59912211828362,65.30889151021455,-64.31275114600894,15.525602299202951,D,B,107.99578456232035,1
18-25,Other,Widowed,95.90301112928096,B,131.33348315808124,135.45816294398475,-142.20190677407973,-87.33238070302528,37.93908582263567,B,C,-9.712547968941026,1
51-65,Other,Divorced,172.18889447890754,E,110.59545230145204,53.62641236583973,-56.87153642870436,140.16884513286342,114.9653882861019,E,B,-8.142761811955076,0
51-65,India,Widowed,184.81676186694065,D,46.89369354987233,-70.889766047412,57.64170167620318,-10.99902015819307,-60.59899266611466,B,D,-56.0756470022883,1
51-65,UK,Widowed,216.83221987945745,E,136.82659975944443,59.879327382955935,-8.650751050071648,62.454983608937944,-112.72798270193609,A,D,-49.05761507698007,1
18-25,Germany,Divorced,71.00168330389386,A,-100.92378416383939,64.83906990440806,-161.85230878002997,-14.202702753611348,-10.635957410562902,D,E,-11.53333426446006,0
65+,India,Single,-43.79917341608156,B,28.367380916689953,114.51505007025871,-106.89501051898205,-25.16185745358408,-2.229109933805687,E,B,-67.24195028720357,1
65+,Brazil,Married,59.84085011127165,D,171.23005801622062,166.6787511753921,-78.29136452652008,193.07854256432236,-95.98310224315316,C,C,-112.78467743253024,0
36-50,Brazil,Divorced,-60.117281354342325,C,-192.30050040064452,47.55448232659087,153.23318325746266,-97.66402103463126,-75.34429981932466,A,B,-112.53755131307861,1
51-65,China,Single,94.10211580331001,B,54.69404321137002,100.10889330920124,-43.6382162521877,210.89351368796184,37.075511541932556,C,E,-70.37357159455996,1
36-50,UK,Widowed,-16.54831215370135,C,-18.52307808287588,-69.17274219882508,-136.92644410112652,-19.995126071749166,25.40280999079088,B,E,171.39959163464258,1
18-25,China,Divorced,-2.3813482739748038,A,-131.01300111090944,18.69272573594379,21.945653009604797,-103.78208792813545,-47.09526615659244,A,B,104.52846930120232,0
18-25,Brazil,Divorced,-82.0232738354772,D,-15.326090925118324,87.91447570850417,-98.23063504851204,48.597209982253595,-221.52297448594425,B,A,50.4701001224487,1
51-65,US,Divorced,-70.48713239140214,C,-15.459840859290141,94.72169486716979,-43.87284195240887,-3.119440845292208,-64.79816421831069,B,B,53.30946601919733,1
36-50,Brazil,Divorced,-7.17611587347739,D,-122.59045119305334,10.219513061808408,-0.75474769734651,13.77930487559993,56.83932858863333,E,B,-8.92150683946486,0
65+,Germany,Single,-105.40958958519849,E,-23.671937797941474,68.80416116804211,14.51163508315221,-19.113321669788967,-99.50959080469846,B,A,42.80299790144325,0
18-25,India,Married,69.50323238926431,C,86.20184184860695,10.219740194550644,-38.81585018817336,-160.1227415475031,-47.813276786759495,E,A,-79.62075457590115,1
36-50,Germany,Widowed,-139.8774647413094,D,-173.15628184189123,2.933813415324716,-57.90539016220856,-60.237239020228586,273.31763533391126,D,E,7.2140028035416455,0
51-65,Germany,Single,8.144518044084908,E,-166.5153755760683,66.5749547829783,73.86160522144982,-28.89336997058382,-47.23713580103857,C,C,25.894331763629502,0
51-65,Brazil,Married,72.31795259270828,E,107.68084300343064,77.33719094080061,-39.08410390135582,31.096042659769136,83.24880019975986,E,C,-44.77170517502358,0
18-25,Mexico,Single,28.339892642031288,A,39.12335531963431,-228.26242726083365,123.64645362480387,-140.41070346510554,97.33847536630593,A,D,-47.290179753383704,0
18-25,Mexico,Single,96.09204836461868,D,5.712906701874884,-77.03562477928966,67.61070925231117,163.42472740744128,93.8513572495503,E,E,126.78509791355089,1
51-65,Brazil,Widowed,-87.70141850895664,B,21.386409524559184,30.403328102158106,149.17830650936259,-71.17946239859401,-65.98397245873366,A,A,-211.22311761356895,0
65+,US,Single,98.19977048653627,C,-45.959127593754076,7.734534296073868,-70.87457777423198,84.30043610750234,22.255878582901715,B,C,117.08883685656231,0
51-65,Brazil,Single,66.72817557102087,B,-161.89403559460703,-125.98632742293854,134.32997000327487,125.2122891363662,138.19337184556923,B,E,-78.23545405660197,0
18-25,India,Widowed,39.60836010915224,C,79.23084612043914,-54.85525100706744,103.42899093654079,-2.307350655425756,-101.31095863785262,D,C,198.7080718003848,1
65+,Germany,Widowed,50.092809457467425,A,-70.72593453545812,96.62252140842065,157.88030119228813,-247.28635513955686,-199.6779391551873,E,A,35.17196853114917,1
26-35,India,Single,-172.61925267842142,D,44.08037120524041,9.369375299969402,-81.31346481815899,120.45270493735414,-35.798592048115864,A,A,138.80754138202454,1
36-50,UK,Single,52.954001196814794,B,93.35836059696406,96.18213515225656,-18.95969739874014,96.77590979008211,-5.088850908524785,E,A,-86.96548450326378,0
36-50,Germany,Single,-31.02146143426523,D,85.41278165850017,-8.77272338925791,101.95215132959423,-4.5633685052795085,-79.01316805382645,A,E,-89.81193059188617,1
26-35,India,Divorced,158.05556353451794,D,-16.74796861543143,142.9319129644828,-44.90937015203689,7.976992115910384,-1.1371655009877584,C,A,-89.21014849299605,0
26-35,Other,Widowed,-7.9923389367940185,C,-37.55196104088037,-22.64250593488345,68.3223000769914,-2.707546791678894,71.32548985028576,C,C,212.10952650424008,0
18-25,US,Divorced,115.13571203632493,A,90.81053869488974,42.35150100324745,-17.22436546987402,10.42519080921165,63.46983243074538,E,A,86.28928615520304,0
36-50,Germany,Divorced,-40.10957766475404,D,-14.676367080672584,-123.60293194804315,-16.3083456030646,228.9079707081849,46.364726016459755,E,B,12.288246364128746,1
65+,China,Divorced,-52.25722925645502,A,4.268145375769164,181.10812319849092,-118.86919176469539,154.02743156213373,-78.23660804951652,A,C,-7.859787521692102,1
18-25,China,Widowed,-18.611331562007862,D,89.17544595896436,90.3145911145055,-73.6797017102293,-18.77555453561839,2.724886936321671,E,D,-39.54062497109446,1
18-25,Other,Married,77.81802307238537,C,32.9382018299963,-53.88847961348242,-64.79447392519344,-118.416614604045,-117.02330277035426,D,A,-125.54766022427799,1
36-50,India,Widowed,18.542346355697543,D,85.17932308446863,8.670571415022716,43.320648056612335,-17.260149737052203,-24.501508948309304,E,A,-114.30309510108737,0
65+,Other,Married,149.70207371155044,B,-112.9999265314146,-103.41482083972538,5.905676323249505,38.12592117282668,-89.73114937784143,B,A,6.137258395096244,0
51-65,Brazil,Single,-37.667030990259136,A,-194.85603322079564,72.7786565483856,-185.2225534786647,-76.66274252179367,-14.868173005776116,B,E,45.225414475093835,1
26-35,Brazil,Single,-74.3468012292962,C,-63.68944005223639,-5.935756025446148,38.00349115334951,-87.74787701084405,250.0798223912648,C,A,-99.85774105005605,1
36-50,India,Widowed,-19.419893720882513,C,-10.961835418969512,-119.48316378752051,35.06871301407429,15.585086557069033,-1.933939742558068,A,C,-58.100152547473606,1
18-25,US,Divorced,49.81750773454797,A,-96.87663589798726,-66.95956497927614,22.14105470142699,169.2885898215673,-93.539932095983,A,A,246.375784730649,1
18-25,UK,Single,-48.47302674292363,C,82.13824339705799,-29.002649620679737,61.00610352852088,104.76504793079278,17.265516828190744,D,A,206.64317555540853,1
26-35,China,Single,-3.5675850876872874,D,-131.04689322150617,-193.43904079007388,173.10517710439717,-69.62219453256,10.585238212423736,C,A,150.94163460732946,1
65+,UK,Married,-90.05603641357497,D,-81.69802595567161,-77.8418213060607,-19.04570652481024,65.37502037571615,6.263771064719552,C,E,74.16555097728961,1
26-35,Brazil,Divorced,79.69610707828416,A,18.170779715507337,-85.95609007781636,-86.5000890019407,-138.9409880744878,-51.15453051385772,A,E,21.90839078406624,0
36-50,India,Single,-271.8028661785814,B,-34.38408769507709,-179.87533093846721,160.08404905902853,-41.283807756473976,-43.3538766338289,D,A,181.83602577334887,1
51-65,Germany,Single,39.72700167704348,C,-75.1039291788172,155.99684859596857,48.586596384485425,55.62861642988266,65.8482558057739,A,D,90.68377607131417,0
26-35,Brazil,Widowed,-35.30547263347118,C,-19.990711445375144,-59.18582447009544,-209.280366304486,-39.09046269235956,8.4138652281203,D,B,-9.999305860716106,1
18-25,China,Single,131.17077796410746,B,66.08479490654337,126.57506824199633,24.98953979410391,-120.6322479899868,-93.76339768791121,E,E,5.2282997595667995,0
18-25,Other,Single,51.866514989255364,E,-124.74371930353325,22.121929368017547,-51.04101028216002,78.53080715364553,-98.4668746555382,E,B,7.614512568006681,0
65+,US,Widowed,86.50526317322658,D,-3.1038890999618953,-27.37520923983264,95.2997583908956,25.613240854659757,56.24723750911953,B,D,-81.28275924503848,1
18-25,Other,Widowed,22.46596000349391,A,4.859246696571836,-63.30953697508033,15.571304975915679,39.73180818970318,148.80187173950102,B,A,6.888816313412774,1
36-50,Other,Widowed,-25.088299442681883,C,-27.075806171254772,-155.44498302454028,50.10869865322951,-195.5790192690505,-138.0917289971573,D,E,54.934471986369516,1
36-50,Germany,Widowed,154.11388304796034,A,-95.51020994824344,-143.02818555723923,-61.921884264185564,-88.19591815867138,-136.95535962118765,C,D,-55.08783012009085,0
26-35,US,Single,40.2622991459828,B,-4.296684063137253,-67.53799823301804,-75.9497464214472,-23.18989602267126,37.13139374302944,B,B,123.89345862143051,0
36-50,UK,Single,-35.5970639428545,B,40.0807566398153,55.303766142159624,-88.3225479951523,68.27413247110347,-100.60903407630238,A,B,66.56000532222636,1
51-65,US,Divorced,-62.84272531046474,C,-95.50565659900843,61.79927808110895,96.72225659902823,29.00237404463063,118.02780081131678,C,D,-54.22518180672987,1
26-35,UK,Married,53.263699572342205,B,-7.390985477236979,116.99445199028354,-75.15748153696404,37.578669029773515,9.63330980392289,A,C,141.06969231816416,0
36-50,Other,Single,-89.05898834398698,C,58.190996293991645,-245.78818841949314,134.74158982708076,121.5009356283785,-73.47976398271359,A,C,78.2666047432628,1
18-25,Other,Divorced,39.10095933142384,D,23.683724123636484,-52.68455983502236,16.40577339741126,-130.202435861341,125.94756677338216,B,C,-52.5758182777856,1
18-25,Other,Married,-18.201747515656045,B,46.48159942610753,107.38373141782087,-41.9819012464252,-93.6343792468939,-157.12581638582773,A,A,28.20732392544648,1
51-65,Mexico,Married,-188.29247771047275,D,-7.281218049318632,94.48201608121094,-63.579245568749144,89.3387481279161,-111.06257725664828,B,A,-31.424055233904628,1
18-25,India,Widowed,29.517835106052935,D,31.247836498341723,-103.79268000103481,-222.28844565832622,8.036044652146249,-111.68888876303853,A,C,114.15292369624872,0
26-35,China,Widowed,107.26962548932761,C,-168.0124710281119,-98.89443887655636,30.50253280272569,-246.01354018370608,-126.53344775204832,E,C,-134.4418820735636,0
26-35,Mexico,Single,-78.76682951516219,E,-49.36142427969843,-141.58803354052654,9.144775364188876,-33.5257784609137,56.215882527708736,A,C,-110.16655696602824,0
51-65,China,Widowed,76.75185490142302,B,-111.3384237899273,-9.089564269424939,-18.84439431882151,-74.39926633673994,75.32492970755933,E,D,-94.36892734585626,1
51-65,UK,Widowed,-97.69103752765686,B,3.6297733705312663,9.895941919775176,7.60052451110581,7.945367296783383,25.13208448302833,A,C,-47.16208519700428,0
26-35,Mexico,Married,114.43408900515286,D,-12.539084313195255,-121.44211206771163,186.42635839836396,2.9318394618592416,20.735128993752983,C,D,76.83608144749466,0
36-50,Mexico,Single,33.38752160049453,D,-134.39361102281023,-72.59545633500065,152.92004212436981,-30.780770057592736,-35.61249641359497,C,C,-56.76585142844055,0
51-65,Brazil,Single,128.64290267970452,B,14.972751810575119,151.42859771669183,-70.87653370881964,54.64802400501097,-31.250658949834566,A,C,-82.73653912688232,0
26-35,China,Widowed,-158.47089076090347,B,94.46974705409214,140.8311126105964,-76.62532292923287,180.13462214417783,-143.41300510680816,E,D,-133.2888949132125,0
26-35,UK,Single,-5.394440221438333,A,-126.3954038875705,28.757520827576883,-14.073830443238014,-55.47046602002074,-29.36555172001349,C,E,-121.76942171390262,0
18-25,US,Married,-10.076320648482929,E,14.827101657999819,46.332458749186245,84.6266729843223,52.62063435266643,-3.0455010489285805,C,D,-206.72741968020668,0
26-35,Germany,Divorced,-67.10854334735104,D,163.49181374371224,-109.37850242074751,18.7671228534752,-58.840756064113386,200.8875980843301,D,D,50.15340539982631,1
65+,India,Widowed,-4.458386159341679,E,-280.31604844318525,-1.4227090662789965,-29.528536621095686,-31.218369786039368,72.97709264726728,B,A,17.329249857269645,0
51-65,China,Single,8.082024622207328,B,-157.47888222639835,-19.543932171231443,-153.24936528851393,6.193084010001411,6.272338573638359,C,D,-3.3574713008738497,0
26-35,Mexico,Widowed,66.33706667451959,C,75.24880147991094,68.68286280209753,52.41777883331101,-27.044155395197638,154.9987002991589,A,D,127.87820512448165,1
51-65,UK,Married,-66.38337734171654,D,14.273407728753199,-146.61827784554973,88.08905963811443,135.55185625823873,52.6454484841769,C,E,31.77019032206823,0
65+,Other,Divorced,-72.1768905221594,B,39.17642501316713,-58.40988768762182,114.93702018055048,23.59303540526833,46.591177029468476,A,A,68.80213891507182,0
36-50,Mexico,Single,-37.171203381095,E,-20.436211138789524,221.99320052092406,-149.17873255218254,5.174725539100326,138.03447965292085,A,C,17.35273832266895,1
36-50,Brazil,Divorced,102.46387297662906,A,-146.25071533066532,-140.84604764190786,28.567494490609448,155.43009402014152,108.87135117012714,A,C,12.965618903299053,1
65+,Mexico,Married,-37.96366266226823,A,19.427998604038958,-130.02713972655485,31.986149864455992,90.27243867369693,-73.82789987669028,E,C,140.92494199655846,0
26-35,Other,Single,-64.98194271771776,D,-68.89125076206545,108.37475835873691,-18.054534967744317,-176.1057443628438,-96.64797041681761,D,C,82.61769608785912,1
18-25,Other,Widowed,132.05693390917017,E,19.680322058994314,34.94294999689207,64.7086175433969,-134.11696258405615,199.02376324194145,B,C,106.71625119139388,1
18-25,Other,Single,-28.02490368242681,A,65.66096600840955,-62.38511799167389,-116.3963051708545,53.50719593082965,-24.849079430888366,D,D,80.53598007068655,0
51-65,Mexico,Married,60.74093832586376,E,5.410138095420379,-80.65365240766621,117.43129704846093,-4.712983631899489,161.87831145477998,D,B,85.92026782048357,0
26-35,US,Married,-113.73636974754926,E,6.419143226542771,-91.17336577158815,-72.37373207802156,130.34387689464143,-95.17338581776202,A,B,13.541714079727585,1
26-35,US,Widowed,132.192706161721,A,-39.74850022438862,-128.66262234200295,-31.306631423895126,-95.32086652983097,-54.537676472279514,A,D,-132.96626702743845,1
36-50,India,Widowed,24.039085513393044,E,-3.468982985558512,-249.29352763904197,-107.82346336250777,-182.46558387701344,192.22012968620677,D,E,18.631370187619524,1
26-35,Brazil,Single,-116.75956356747841,A,123.77152302308355,53.286551619660905,15.484714917116637,-92.3577306430567,-175.22070623229925,E,B,116.22523591255526,0
18-25,Other,Divorced,-92.46918525844606,C,111.95821837732186,53.873123283866285,-132.38580929461907,-172.69663557440728,92.17838368792712,C,B,31.07980192821677,0
26-35,Brazil,Single,-66.49202076268512,A,-19.675843187199124,49.078007230855654,-156.16535079476031,23.992612721552472,-72.51824686113079,B,E,154.78607246887216,1
26-35,Other,Single,-167.51603598127028,D,-133.066491667513,121.3009061785114,199.37030127073993,17.279155885239717,59.66536968972109,C,E,5.145028099362127,0
18-25,China,Married,-15.284889209183818,B,-47.76504320746133,-82.59733619875405,38.505694375587794,106.43953898776901,51.098108619601625,E,B,93.96825027526748,1
65+,India,Married,-261.0287892450272,B,-5.412534817736977,121.61117603702974,-63.24869644245409,148.75329085624293,123.29256730278142,C,E,22.37129320112347,1
51-65,China,Single,-145.82468278782378,C,255.2739374151868,16.76650130959634,-40.133975861968544,109.18941723822759,55.08867558973512,B,A,-244.87066277691062,0
51-65,Germany,Divorced,-95.52091549237677,B,-145.82055821549937,115.29523007060276,122.82961055989108,172.38599163790144,24.26094739923646,E,C,-100.43039203004238,0
36-50,India,Married,127.6575177158065,A,-27.173564819193263,275.98114792211186,-195.0864106724752,154.0793403813111,134.12827989153425,B,E,-55.36097166931715,0
26-35,India,Single,89.6109301445422,A,104.93672415300416,2.75114367888744,82.33536102647838,119.93535222755393,-11.066964021421159,E,E,109.46648196505716,0
26-35,Germany,Widowed,155.27532716418855,C,23.58254719633701,-11.452653914046095,-51.388561890673046,-112.26987895728071,-64.14485694516668,E,C,-41.7506136112552,0
18-25,China,Widowed,130.4877721178238,C,-159.2899841618013,68.2930287223219,102.78948638703731,29.98280238850695,25.555952520563714,A,C,-33.835315833141536,1
26-35,India,Widowed,28.61230186387431,C,86.8687076561392,100.96907288621134,-33.62353416029584,17.73027073538193,47.4412580858456,D,C,148.92082978157794,0
51-65,UK,Married,-61.34799506340751,D,40.164619908394364,96.36078859734968,52.24563193881925,-89.24697618159514,-25.14825608011801,D,E,-18.782273527850734,1
18-25,Brazil,Divorced,-49.642368742116346,A,-111.78577273021565,-149.32956112547495,-218.4826230625419,71.62727087163222,-87.34219787800129,B,C,-225.2901155642027,0
51-65,Brazil,Divorced,-22.915356114037234,B,77.6065662560184,-120.81395114247988,-15.266410785221357,-33.36970834836185,-258.2086287593082,B,D,-76.13210304825063,1
26-35,China,Single,7.104811814684313,A,-134.0950610161573,-191.234666336439,-117.00836198304816,-96.116696912051,73.382691048326,D,E,120.26915461222147,0
26-35,UK,Married,-98.0918837527406,A,-45.96924346484915,27.96760958393698,-20.302556576391783,-45.6122239874198,54.30378761570913,E,E,124.84694184726968,1
51-65,Germany,Married,39.74879637333913,E,134.36699055462532,-84.89293886260923,-188.77452401587107,13.796171590546042,59.38065643103412,B,A,-21.977302031430447,1
51-65,Germany,Divorced,208.91418318741714,B,160.31039818866358,-113.93488832245981,177.1525634921045,-32.01055489187704,103.3099850809362,B,B,70.43824568582608,0
18-25,Other,Widowed,-122.14900774037045,B,72.21671698534534,-46.901868544750926,-73.26429886504073,-182.5531608566825,-44.28257967901147,D,B,8.47227041642609,0
26-35,Germany,Single,-154.98511349479762,E,-175.43655050734404,28.15959488470635,-18.63821757203203,15.967662139227896,-168.19645888190877,E,A,107.45940178022946,0
51-65,India,Divorced,-27.90736680309388,D,70.98842504144027,107.00682926452228,1.5351773130934558,28.2566442344372,43.368204480087016,A,D,0.24217562095810155,1
65+,China,Widowed,-169.714975440919,E,-105.0851599729925,-179.08513047488995,-38.81011635480991,-113.78776292134066,-38.41096636174648,B,C,123.95200481545746,0
51-65,China,Single,-87.14272973983606,D,-65.08452806050691,76.93068966583716,155.44726359502226,16.864485547802815,6.166278501569098,E,D,-58.69656660853874,1
18-25,UK,Single,-266.17737405794156,D,67.32459509040322,-105.33837421721772,-31.932523324718105,44.47204127221176,-92.92628041067172,A,C,2.969525264973204,0
18-25,US,Widowed,63.64799112865951,B,-66.72142491502953,166.90086355551506,-13.194227896593592,-31.04693905039645,-0.5172853211122301,D,C,-83.2062706413935,0
26-35,Brazil,Widowed,-67.37381206626527,A,-28.403796051568964,61.33631684739152,-10.747393982986232,63.345569963611524,-44.631970857189756,E,A,62.26306059796357,1
18-25,Mexico,Divorced,84.63633649928305,A,-84.02432858800753,9.573399148711308,31.749336020556363,-47.08517509256623,-49.352409854414596,B,D,31.645650279559597,1
26-35,China,Single,47.91285740321933,E,127.78603481989532,133.1655409548015,171.3310262704978,201.5804764089209,-70.12040968660511,C,E,-65.73464742921314,1
18-25,India,Single,68.25825003932904,E,10.582399139524338,-13.177481720258283,16.761291742878914,2.59194708642196,-15.631574757547611,A,B,205.20337020232176,0
18-25,US,Married,166.26637323503454,D,16.51000095831488,21.37379126105327,178.32454567696178,-55.77936415613385,-25.420442611874584,E,C,40.85343397663998,1
51-65,Other,Divorced,-112.4883548792252,A,-194.6564996895823,13.576021113933026,-239.027516739996,-60.99819496409354,-20.24551665142734,B,A,-101.58907726851179,1
51-65,Germany,Single,54.86091575013346,B,129.0031729778012,4.402520507359181,28.109725243990358,0.19602901126549457,91.80798776188846,E,A,-2.927601077404498,0
36-50,UK,Divorced,-90.47719120067083,C,97.47280980300359,-86.80188215938688,166.26322412841583,-167.44596844497724,-15.251735464002309,C,A,-5.524243651053969,0
18-25,UK,Married,-79.42742128686992,A,-73.96649695870114,114.09012828687317,61.07235723906188,-37.8050800208522,-100.06653614504255,C,B,-14.27334129843027,0
18-25,Other,Widowed,-20.389076033485985,D,-95.8295661414216,-40.898170778548575,-6.2456652377632675,-108.40397650524285,157.33225341224258,C,C,122.3034713735123,0
65+,China,Married,-48.793216702532895,A,129.9314684242667,101.14120699444904,-13.722385217350046,-2.5854595980788746,63.51485110516636,E,B,-186.67119788200904,1
26-35,China,Single,-170.38572722651392,A,30.022111130855784,-79.58479419951775,-117.5454911881191,141.485995068368,-48.068673242346016,E,E,-23.82705540068756,1
26-35,Mexico,Widowed,-145.08789406753183,A,-42.73647168205956,-98.65795352649788,-94.70963886226869,-7.00858108358879,85.22189900193503,C,D,12.358208637081354,0
36-50,Brazil,Married,121.91035335399627,E,80.88407224494773,-71.98911812137658,-81.84876954824003,-150.1165238769427,-5.214960709357565,E,C,-22.62558872271641,1
18-25,Mexico,Married,225.85106635560973,E,-14.483446999089738,230.18318727619595,127.38177271801678,-26.795701104560983,-29.79909251416415,E,A,194.21305987876724,1
65+,China,Single,-128.6916587498489,E,74.01867687892457,108.15822165157107,-91.17976485427212,182.59619440820586,79.07271487882565,A,A,-62.453273291036815,0
51-65,US,Divorced,131.29199196972425,E,65.06595290227503,-73.28476000776199,-39.12591911538378,-159.34254621398873,-116.50373029593024,D,B,68.38365098685851,0
18-25,Brazil,Widowed,-31.258314577541242,D,-26.485803536596308,-141.3125478198915,-77.17425628776746,14.989578355233135,105.49098495665434,B,C,-58.89897725016486,0
26-35,China,Married,-66.82312220358271,B,-5.650804095984122,-36.425142899976265,173.21184202478005,-163.1926253897712,-153.20160434571721,A,E,37.02743142136629,1
26-35,Other,Married,12.54021972654264,B,-80.98328810043736,62.04893220409172,-31.566503783186622,62.60462292941548,-36.31837222225596,D,E,-61.74478133581037,0
65+,US,Married,-125.64212099061105,A,10.759708190289363,7.203956515542521,-69.59108593073486,93.52332687201947,-29.21358663373254,E,E,39.123862404333934,1
65+,China,Married,-53.40953408831097,E,64.5805333382893,-7.816180503514077,-19.079133476453208,23.098079224652647,-90.53205764021315,A,D,167.25038150015646,0
18-25,US,Divorced,-26.27855438015752,B,-66.06934133351969,-46.80644481495948,-23.36450618562597,-11.684069354398444,26.73186625083134,E,A,-153.700993461964,1
36-50,China,Divorced,62.21145019876598,A,-24.458001369329942,-230.08100047174702,-60.590955000428,-63.319225654136105,11.136019514643285,C,C,-201.81526698892412,0
