country,disability,veteran,ethnicity,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
Other,None,Non-Veteran,Asian,D,B,-89.36028257751497,E,43.901304429785796,-9.586240706491592,-35.43786931482543,-75.56870030882685,E,E,-74.44835873704582,C,-5.7193873954962555,D,E,C,E,0
Mexico,Mental,No,Hispanic,D,B,27.20185003914008,D,369.97750362715254,-100.37976125515709,-100.98435170149642,-13.773297142651932,C,E,107.70771502576919,B,-46.15345413123091,E,A,D,C,1
India,None,No,Hispanic,B,A,49.03788230141276,B,-30.387863562142588,28.171448568537798,-55.86156809064149,61.921531442249034,A,B,156.9523545807646,A,-61.4604637461788,D,A,B,A,0
China,No,Yes,Other,C,D,110.01232400246165,A,-218.0397570848938,-124.93599413853231,155.58408924271174,128.72852600412165,A,E,-106.86133269109881,A,-101.19660102087656,D,B,E,B,0
China,Mental,Yes,Black,B,D,183.39943477126752,B,-74.20574883173103,-126.59949461106501,69.04265739471046,93.24916649480318,A,D,12.214786305778343,A,-165.04697893033526,A,E,E,B,1
Brazil,Yes,No,White,B,D,170.14363927643276,E,1.7633822110822088,-29.94015308318925,67.08374057134175,83.98520277353707,D,C,-68.00842885843149,A,46.063959389452684,A,A,D,C,1
India,None,Non-Veteran,Asian,C,C,-75.24579166832252,A,100.35422935369571,102.17855765711464,28.52577270128233,167.36881178003642,E,E,138.39132886189114,C,83.98340105022375,B,B,E,A,0
India,Both,Veteran,Hispanic,E,E,110.22076999118072,E,108.6699362902093,147.00466664214568,90.22978212652254,-132.10058114614634,A,B,66.0530039055494,A,136.4916801093861,D,D,E,C,1
India,Both,Veteran,African American,C,D,-65.4113550464227,B,-143.7583110835244,-13.02232053118823,-100.25023066348173,-65.54983836123779,D,C,147.16815864196838,C,-9.135710106244241,D,D,E,B,0
Mexico,Physical,Yes,African American,E,B,98.964799654868,A,0.9739861082032094,90.02772931042671,87.43203612673295,89.90251007965271,B,B,-83.42816603436496,B,-45.993125853684376,B,C,E,C,0
India,No,Non-Veteran,Black,B,E,78.13445200933597,B,97.53174123535014,22.18349663762528,-38.652205462433315,-69.1904776670264,B,E,200.8273130678424,A,48.938852757514226,E,D,A,C,0
India,Yes,Yes,African American,A,E,-94.55560770763923,D,-38.95495703079004,-0.6707687224570398,-88.09302043775571,27.16326356909786,C,B,153.30825990867686,A,5.432992008681658,E,D,C,E,1
Brazil,No,Non-Veteran,Other,E,A,117.07599215431634,B,191.24569231566284,-79.96697244673044,-16.740528131242716,-246.01890445446406,E,A,3.4635995572661207,E,60.64797713044128,B,D,C,B,1
Germany,Physical,Veteran,Black,B,C,92.10949980421486,E,-303.0855969220259,21.963367036632157,-7.874652492505986,11.820474022747916,B,E,42.636531176601935,D,19.337299818975882,D,A,A,A,1
Mexico,Yes,Non-Veteran,Asian,E,C,-153.5135994324808,C,14.760190506653824,-88.79273314804354,-111.25003818979155,-16.70090292257792,A,E,-45.49152805696505,A,-47.637315554140635,A,C,B,E,1
China,Mental,Non-Veteran,Asian,D,D,17.858171377648524,A,-13.710835068918472,37.46228846367436,89.65643615622054,-118.07920387656942,C,E,-4.655569150799224,A,-14.682366507948844,D,A,C,B,1
Mexico,No,No,Hispanic,A,C,76.91241660889447,C,251.13343706593903,-71.39520534566513,93.10990747076147,-66.33899285248604,B,D,103.20285756416277,D,145.18712230350656,D,C,D,D,0
UK,Yes,Non-Veteran,White,B,B,-4.0662210229238145,E,69.79315397332464,-15.589275024895578,60.94491863738347,7.792110630287627,B,E,222.95368184675408,D,-29.384751146576182,E,C,A,B,0
UK,None,No,Hispanic,C,B,35.700532377058714,A,-164.94345377422533,148.5560305751648,65.22555497516427,0.13104027766864768,C,D,-39.69216947189372,D,-80.91392858392037,A,D,B,C,0
Other,None,Veteran,White,C,A,177.4200016886788,B,-63.407807590987545,110.48309861492511,-71.30201360971023,-136.58485022979923,E,E,-16.150077146969704,D,91.9199001508148,D,A,D,E,1
Germany,Physical,Non-Veteran,Other,B,D,-97.79077748483633,E,-3.952305704020293,-22.741179910039726,-110.81264340728268,-103.37229957895224,E,E,31.6678444631152,A,202.0957587821023,E,D,E,C,0
Germany,Both,Veteran,African American,E,A,-113.00500720429964,C,12.830604008490717,137.07423602639375,-27.086941214964217,209.67266688164244,B,C,-28.51743428850436,D,-111.50760091299195,D,C,A,E,1
China,None,Non-Veteran,Black,E,C,40.39164643110845,B,-151.25016801028778,35.736513780249815,20.90099680705052,20.932538240293653,A,C,-43.31175372578176,D,86.43947830720909,B,E,A,D,1
Other,Physical,Yes,Hispanic,D,B,-74.07177243944622,D,69.76367105443882,-33.36018500669729,-56.25586313127769,173.65360186506012,B,E,101.99211305067111,E,-129.1674398666999,B,E,A,B,0
China,Yes,Yes,Black,E,D,-32.987977967989494,C,-7.626876163850104,-95.89465255132528,-188.176599557121,72.40070804630393,E,B,154.7750998115903,D,-32.29290791319686,C,C,D,C,1
Brazil,None,Non-Veteran,White,E,D,-54.691007516956816,A,-97.79288227885449,-109.67339980603825,25.329451633243476,81.16813338155518,E,D,94.66433406003019,D,-19.960823228546985,E,B,E,C,0
Mexico,Both,Yes,Asian,B,D,-94.85427605929605,D,146.25911489199746,65.05335727779783,-2.239162950527641,89.17402294847412,C,D,15.969984519114918,C,-25.17905091572978,B,C,D,D,1
India,Mental,Veteran,Black,A,D,178.29980467691314,A,-62.97861678665908,57.27860109980701,-116.87765021992101,-120.64910235479658,C,C,26.805064741067238,D,139.79964106445559,E,B,E,C,0
UK,Physical,Veteran,African American,B,D,141.29652301678675,D,-39.18835714344213,53.1020415612686,148.67724897772754,-26.30969132231982,E,C,-166.47630237053235,C,-64.15425700084326,E,A,D,D,0
Other,Physical,Non-Veteran,Asian,B,E,67.20045046175713,D,28.69701665697264,270.6683285753678,112.979933398735,30.27504509565817,A,D,72.75146820058148,E,86.63438943557415,C,E,E,D,0
India,Physical,No,Other,D,E,-119.41089854233515,A,156.79525091174474,-51.429470201039294,48.97523674934992,58.79045528341369,A,B,-162.34937118429656,A,-64.81709004457,B,B,B,B,0
UK,Physical,Yes,Black,C,D,-153.73442292119418,A,19.013343599070797,1.1290360577670129,-103.50122729279249,-56.67224932063559,C,D,64.37063429453967,B,-13.43049071818599,B,C,D,D,0
UK,Physical,No,Other,D,E,-33.74808276726397,A,-9.000426392150397,98.64936576886842,-28.74054582657542,-5.315755985364742,C,D,112.8056164820109,D,170.0140100027705,E,E,A,D,1
Germany,No,Non-Veteran,African American,C,C,-46.73245571822575,A,-11.600792146608303,239.83082866083555,-168.1813448162752,-37.21918094551781,D,D,128.25438830543348,B,-110.30813541574365,C,C,E,C,0
Other,No,Veteran,Asian,B,A,-120.48681159200594,C,25.909774739166103,-51.82079131876287,-0.7094844952261143,-22.06575718073676,E,A,-39.14582966129371,D,-36.25242468693303,D,C,A,A,1
Germany,Both,No,African American,D,B,6.864665011332654,B,-57.916692924156685,89.97284360276998,-62.47858904635204,-14.584040617477656,B,A,19.59582909561527,B,75.22773514824969,C,D,E,C,1
China,No,Veteran,African American,D,C,-43.32739956556962,B,-11.64210706835633,77.19015037709208,130.1370127412595,-138.15770732926669,A,E,-238.03822176082642,D,-178.26124466810685,E,E,D,C,1
Mexico,Physical,No,Black,C,B,-92.85722881520495,B,-64.79358571959895,-50.69535803211368,28.812579624841657,-34.316330568461886,C,E,-151.45528422181988,C,-97.90628069245174,D,B,E,E,0
India,No,Yes,Asian,D,C,-72.91165565674818,A,6.5925521448622835,-122.52293018914004,159.3362577137488,-111.83218194157033,D,D,-83.98922059375019,C,20.899962286719152,E,D,E,E,1
Brazil,No,Yes,White,D,D,68.28611365768067,B,114.34238758805077,-74.12092524809701,34.86350767379871,34.66735100844749,E,A,-1.505233999214949,A,-5.318907323465399,A,E,A,A,1
Mexico,No,Yes,African American,A,A,62.548283171189965,A,-0.16007474855187384,27.103321405106296,-96.48128001978782,-174.53457152791648,D,E,-47.99900757264013,B,191.62899233377001,C,A,C,C,1
Germany,Physical,Yes,Asian,E,E,206.62359531502784,A,5.397534433855596,63.08729631119849,-6.246407296459203,-5.932237570327404,E,B,137.00013070172557,E,70.35415027806745,B,D,C,E,0
Other,Both,Yes,Other,D,D,1.926088954817469,D,-66.24309003301423,-36.701555758818,-138.96497423500057,-92.71990350337694,D,D,157.03494803118062,D,-71.59627090019828,B,E,A,E,1
Germany,No,Non-Veteran,African American,D,C,97.91135047325461,A,24.960782932914817,-140.58613448997,-41.677430665202124,-138.75097491581087,E,A,172.6914094475397,B,40.58690563029443,B,D,E,B,1
Other,Yes,Veteran,Hispanic,A,C,-4.303000927240847,D,-268.65671141040144,-150.07111045235106,129.3574717938837,-84.13064764266501,D,C,-86.41631537540216,D,-32.13012180461676,A,A,B,C,1
Germany,Physical,Yes,African American,B,A,-114.1432733893603,D,215.2698173439304,-77.34381334054477,27.660877549667283,39.00655310906031,B,D,41.74596099183091,D,59.41200060301075,C,B,E,B,0
Mexico,Both,No,African American,D,D,108.94274334909457,A,177.74496455033307,111.581000268696,-78.8274536223812,-24.31834925464356,D,B,-91.13524990008426,C,170.32484735070858,A,C,B,D,1
Germany,None,Yes,Asian,B,E,-52.740752040008886,D,-30.804779340952138,-4.47500870597329,9.321320669036384,-86.32390786505893,D,C,-95.49948231732137,D,82.33047963891518,D,B,A,C,0
Germany,Physical,Veteran,African American,E,B,-57.4360733610763,B,78.223292207937,-170.14196903922343,-84.18389149068673,-167.83423972134582,A,C,2.0885207593545623,E,152.76248080996194,A,A,E,D,0
Germany,No,Yes,White,A,B,157.38529813191292,D,61.58597239037458,-47.76640864934126,30.22792086447115,135.4242463735708,A,A,136.43332349708234,E,25.909545223938306,C,C,B,A,1
Brazil,Yes,No,Hispanic,B,D,101.50611838597987,D,33.66106286488892,-73.20313112738114,225.29054990819398,205.2240749236332,E,B,0.8211960068666861,C,-82.19031710211755,A,B,E,A,1
Germany,None,Yes,Hispanic,D,D,25.96630243383451,E,75.73781941594194,7.711374866895175,49.96973775056588,55.057204768022984,E,E,-124.965819829904,A,137.06481838316807,D,C,A,B,1
Brazil,None,Veteran,Asian,B,D,53.44477257163618,E,-53.90690668805366,72.27522426522955,-149.24498711626163,-102.91496925543571,C,E,-23.915858979235107,A,-104.83682891367265,E,C,E,E,1
China,Physical,No,Asian,B,D,11.559313782306889,A,79.54378093366653,72.75317398724835,-80.32817454197276,55.91242082831363,C,E,46.88553731913369,B,130.77041971234794,A,E,E,C,1
Brazil,Mental,No,Other,A,D,79.07490440866928,E,-22.415955073870027,18.152650174490372,-36.10845631195441,96.75737671962985,B,B,-23.354901932175576,C,-83.54247468995185,B,A,B,A,0
UK,Yes,Veteran,Black,D,E,144.42896896313619,C,0.4460126098949765,-104.46452371081081,88.87257640913053,-53.67897143223625,E,E,156.39075772392516,B,81.11871400486442,D,B,B,C,0
Brazil,Physical,No,Black,A,E,-20.941801220838148,D,57.72510166387397,-173.54247789689774,41.494236106465095,49.48316356161781,D,D,-55.397073768866946,B,-52.854964005636184,B,A,B,A,1
Mexico,Yes,Yes,White,B,B,76.93085288028087,D,-28.283752571517763,-26.722564071851934,161.70710315386074,164.51408520069572,B,C,131.45235538467952,E,36.20064859395929,E,D,C,C,0
US,No,Veteran,Hispanic,C,B,196.3375030837849,B,18.40452356669548,64.77638183498154,56.64421760246405,17.781471183730666,A,C,-112.4917903361305,D,103.4260740177633,D,C,D,B,1
US,No,Yes,African American,A,D,187.48907362391247,A,192.57882184108013,-204.17546609945464,37.28749784277613,2.034317389280015,A,D,-24.53945333571149,C,29.218188503416716,C,D,E,B,1
Other,Both,Yes,Asian,D,A,-68.95063401055742,D,-2.703198193118944,-94.66588050354055,26.64555176640704,105.51056634292941,E,C,163.02682546111922,B,8.99923501420638,A,D,C,D,0
China,No,Yes,Asian,E,A,-121.85652802709606,B,-134.8059580841244,-41.378979834048394,-110.80339107296649,-79.69837425615725,D,B,-71.94901704834825,E,-30.530291962872212,D,D,C,C,1
Brazil,No,Non-Veteran,African American,E,B,-80.46666464667116,B,-65.28179997844694,23.731089241921847,9.41745145580354,121.9735889655859,A,E,-80.39024580398306,A,84.19283782397956,C,E,A,E,0
US,No,Yes,African American,E,B,-142.19955060615496,D,-36.904889066835565,-15.678210912793233,11.495200878313064,41.2938962753991,E,C,-46.345481759429326,A,76.4472346467915,A,B,D,D,0
UK,Mental,Veteran,African American,C,A,4.7456578490255215,D,-121.58576149121092,-52.33397299696728,32.16135192733413,77.40630160275052,E,A,-124.15175831573968,B,26.278584989730565,E,C,A,C,0
UK,Both,No,Other,C,D,-142.61367323785458,E,-111.46249171962737,-56.83518117003352,-3.646003465718878,-95.96671791700176,B,E,73.19243379852793,C,107.52855146252833,E,E,B,E,1
India,Physical,Veteran,Hispanic,A,C,132.66250140956396,C,-73.15661889487771,-6.216560429429496,29.36356163434446,-13.297479336075904,D,E,-8.88691701121013,B,-114.96067716905338,B,E,B,E,1
China,Physical,No,African American,A,D,-12.297610109370899,B,-47.156882912413614,-34.340823409744104,-28.539224565438786,-46.65568940726965,E,A,46.59090766736261,D,84.90954176221682,E,B,B,D,1
Germany,Physical,Veteran,Asian,E,E,50.818419791925706,A,70.32794607966201,173.84831540606712,11.657929390201707,93.20643585759382,B,D,-42.30476825003663,A,69.58519218688735,C,C,A,D,0
Other,Yes,No,White,B,B,140.8232849950359,D,-77.08224535392416,-63.564048585471355,-62.296764449992395,8.13693544292733,E,E,-65.2427377971884,E,-45.49692379159736,A,E,C,A,0
Other,Physical,Veteran,Other,E,D,-91.96634154657036,C,-62.99426369430323,15.700681293762525,114.34462498947656,266.24815258359723,D,C,-89.50584601146788,A,-46.08070810864568,D,B,B,B,1
India,None,No,Asian,D,A,-267.94263245340596,B,-43.12825187627882,40.06879407188474,-180.02318312710108,139.98903662038006,D,D,-164.3885851741502,A,172.92730713739485,E,B,D,E,0
Other,Both,Yes,Hispanic,C,D,55.828209444172394,C,-139.13260374051686,24.809022784851823,28.11727014716867,-0.8351714138849603,D,A,-26.17621520380095,A,-74.48261407409346,B,A,C,A,0
Other,Yes,Veteran,Black,A,A,72.834464026383,B,-2.73157578726344,144.89872447900862,-172.7285381954432,14.705291492280095,A,E,158.13748775734587,A,9.09427549486235,A,D,C,D,1
Brazil,Physical,Yes,African American,C,A,100.57039203327314,D,16.928141175973124,-108.8819535625963,143.13485889688903,80.76879485598639,B,C,136.28915552544194,C,130.02409737328205,A,A,B,E,1
China,Both,Veteran,Hispanic,D,A,37.234865469661024,D,83.77505999196183,-145.71933043773888,106.74816923055808,-59.6113036347469,E,C,137.8918843905919,C,95.1338196203265,B,E,D,A,0
Other,No,Non-Veteran,Black,D,A,-11.49619384854614,E,-64.51243683511204,-114.25704875241078,-49.67422778563359,25.1665097630974,B,B,71.14239779959902,C,-121.58353598891244,A,A,E,E,1
UK,Yes,Yes,Asian,A,D,12.18363841063769,A,61.942195832018335,-116.93348503923275,-51.10670170192262,-5.1526351188926185,E,D,150.58511580375122,C,163.95616191036015,E,E,D,D,0
India,No,No,Asian,D,D,2.654822365602924,D,115.69639777420451,49.605039951837675,-10.739082776807859,9.90791725908999,A,C,45.069463880115975,D,20.34283967197938,C,A,E,A,0
China,None,Veteran,Asian,B,C,-21.719531099538283,E,23.708108567760316,-71.25386611678351,-0.5651557350529692,95.12214642822622,E,C,-25.767338270901668,E,-73.79653524814726,A,A,E,B,0
Brazil,Both,Veteran,Black,A,A,-93.11816969692379,C,-116.0903398776518,197.86448940615568,-125.58745799953807,-64.372285725347,A,E,56.85691898387615,C,-76.33739576818662,C,E,D,A,1
Mexico,Yes,Non-Veteran,Other,E,E,-55.163916935169595,D,-20.099280910324662,-90.61766873066422,-20.332624379630797,169.5811846565424,C,A,31.142743143446367,C,46.71447761823843,B,B,D,C,0
US,No,Non-Veteran,Hispanic,B,A,-67.28945976911628,B,119.59641965583427,-135.60489306663618,13.297367295429504,-71.3002517667568,B,B,-16.242295709458705,B,-39.169503540067204,D,D,D,D,0
Germany,None,Yes,African American,B,B,37.918905536113826,E,8.18469677454247,-52.55886691219518,46.068915546713576,-70.690172743844,A,A,-62.282044488183296,D,-119.9521449635357,D,B,A,A,0
US,No,Yes,Asian,D,E,6.432804477857508,D,-67.91815198709446,13.802367816538222,87.99587867702026,-58.33532606670746,D,C,-11.185767225634095,C,-91.80760565874662,B,C,D,C,1
Other,No,Veteran,Black,D,D,-70.30919529852669,B,-76.44079051183047,-62.25061809481646,77.90969819982774,4.739794095959677,B,C,2.165240058511806,D,106.2608716027926,C,C,C,C,0
UK,Physical,No,Black,E,B,11.674592027828998,B,146.23833071771315,4.1370364243740045,-250.0774333797465,182.34029412093884,B,B,59.2470267078035,A,-57.439702278212124,A,D,B,E,1
India,No,No,Black,C,B,-114.01751272538188,D,135.25505048202544,-185.46755451738568,-1.3335153643855913,-139.86183406632315,C,E,-176.7180861099279,C,-127.3776084162531,C,B,B,A,0
China,None,No,Other,E,C,49.34106074511915,B,-103.13363282600363,7.044875906835014,20.035854069813045,88.37155924413318,E,A,5.248493877776558,E,-20.450669193541255,C,E,B,B,0
Brazil,None,No,Hispanic,A,A,-169.20824430605933,D,-100.7696398548362,54.09216106689261,-106.05739220950198,126.17889876235392,A,E,-29.900525628949737,E,-26.682770273117164,D,E,E,A,1
UK,Physical,Yes,Black,B,A,34.38639757686225,D,146.50872439713817,-52.47428261619936,-189.16919723305884,115.58660253493724,B,E,-79.95989743353192,A,105.64977765744648,C,E,C,D,1
India,Mental,Yes,Black,E,B,-55.94339438328667,A,123.21249488585036,237.66783454123487,60.77737021743751,-74.3883108938423,B,E,-108.3542859006129,E,235.68784238052646,B,D,D,C,0
China,Physical,No,Hispanic,D,D,-92.24172879712887,C,88.79622825690413,57.08269533346796,17.436935440323133,33.97717346358936,A,B,67.77280368084682,A,-106.90709857789298,B,D,A,B,0
China,Both,Non-Veteran,Hispanic,E,A,32.95960237740792,B,197.63089068751646,-12.20416144789584,-76.28954793795434,51.36044998124809,C,A,-129.31596083340105,D,21.76092589270315,C,D,E,D,0
US,Both,Veteran,Black,D,C,130.76176334098238,C,-74.46958243036251,-64.99869611717907,134.44036439508758,115.93393112618014,A,E,-45.56699866745913,E,55.03045340840217,B,D,D,A,1
Other,None,Non-Veteran,Other,B,D,-71.16554259355267,E,-56.430234604369275,-24.257889136391576,146.02428659337838,-167.2260082050852,E,A,-51.00052027148699,A,-186.9979810289614,D,A,D,C,0
US,Physical,Veteran,Black,B,C,-58.66262850332789,A,256.6513721191095,27.121559128324996,-13.756603232723064,133.739622266225,C,E,-155.41069702886693,C,41.8592308231803,A,A,A,E,0
Germany,Mental,Veteran,Asian,B,D,-108.42162253146176,A,-29.58259946485242,-162.01218291262353,46.7770339855816,-126.48399946678876,C,D,145.05703117975517,E,88.40813684064679,C,A,C,D,0
India,No,No,Hispanic,B,B,-79.60547014020314,A,68.2208657733557,210.53535604975067,70.50991914244679,-38.019915822367025,E,D,109.2610144008795,A,140.8110858278846,C,E,D,C,0
Mexico,None,Veteran,African American,B,C,-39.75422005929759,B,113.35819089494848,-105.81632732945003,-88.24702858139761,-36.51061797713414,E,E,69.89046699867417,B,-71.5360317319587,B,D,B,B,1
India,Both,No,White,E,D,126.27356712960258,C,-10.297126157750652,43.88158440027629,-59.601136456421436,-29.818729997445093,C,D,-69.18978108127364,B,67.99443433680243,B,D,D,C,1
Brazil,None,No,African American,B,C,-14.31058975915902,D,-13.53898227091812,-70.20432298721748,11.096910123445738,17.584119590152557,B,B,-217.54681367031932,E,86.93008190123591,E,C,E,E,0
Other,Yes,Non-Veteran,Hispanic,B,A,80.59340900826435,E,107.50270703250293,-42.160962575152325,-153.13354467142,56.99746369181179,C,B,-162.45088137181608,A,-2.837209061364709,D,E,D,A,1
Other,Physical,No,Asian,A,C,-1.6475066915881,A,20.08477491466048,-118.3930867362781,35.22226928044833,-258.5102904261338,B,D,10.530904797804512,D,232.55366705291252,A,A,D,D,1
Other,Physical,No,Hispanic,D,D,-4.646281509924337,D,-167.42693371281402,-16.70132065451276,86.69356614988843,-78.32478542135028,B,E,5.375374020718312,A,133.20582056423888,A,A,A,E,1
Brazil,None,No,Black,A,C,-9.57161713382703,B,-26.349750040493795,100.674368275463,-36.375135802524404,-110.09244987248226,A,B,-43.43554451300938,B,129.946646362603,D,A,E,B,1
US,Yes,Veteran,Black,C,E,33.628742662226976,E,-218.41705060923843,91.72548882138338,-178.73700162856377,150.84141627645906,C,D,62.45337428306974,B,276.9467631696844,C,D,E,A,0
Germany,Both,Non-Veteran,African American,D,B,-5.816872280235503,C,-62.27392829640457,-228.0168979854646,131.9560631149611,32.241811264239004,A,C,-142.81959592259207,C,-199.23363423690495,D,E,B,E,1
Germany,Physical,No,Black,B,E,98.10891595534335,A,50.400956821280666,-99.54199305581993,-177.01499513479524,-79.21741188428032,B,E,-2.6067695455735196,A,132.68545406157125,D,B,E,E,0
UK,No,Yes,Other,B,C,-71.3407659169837,D,2.6908851516763486,-28.33409114972084,-38.92242016982556,167.0385519323284,D,B,-49.452295641206824,D,25.246804271800894,C,A,C,B,0
Other,Yes,Veteran,Black,C,C,73.38550519592098,C,76.1395502993421,-34.872880960941536,147.76523032399166,140.3793241941899,E,D,55.98812206694416,E,26.53173530258257,A,B,A,D,1
Brazil,Mental,No,White,D,C,38.57669794521384,D,-203.57564188186674,135.6015151143715,-124.59761069683881,11.252022446347228,C,B,-19.062186036849425,E,88.14764185067374,C,D,A,D,0
India,Physical,Yes,Hispanic,D,C,-35.26940886520531,C,79.69369257406966,54.79551159862388,35.16717654524991,-6.0125954089720475,D,A,-194.758826108828,A,-74.01586998170674,D,E,E,C,1
Brazil,Mental,No,Asian,C,B,58.81354912044827,A,67.20501753663429,90.49773837927084,121.20200200899967,-142.80118845062592,C,C,82.84104928710357,C,101.5230493724214,D,A,D,C,1
Germany,Both,No,White,A,E,-72.00778286795916,E,-80.37478424020068,99.22009933651317,184.13475738540825,-121.72437925009736,B,B,-232.79385932131868,A,124.49167649796362,A,D,E,D,0
Other,Mental,Yes,Black,D,C,84.9658926803108,D,46.53032135488161,1.344456615530417,-73.1539979526584,56.49987965782333,A,C,-99.49439856772746,E,-89.05148623899534,A,C,E,A,1
India,Mental,Yes,African American,B,B,-9.124488292977853,B,4.1074576002965175,-100.30586030198563,167.17979602898745,-7.580945276177946,E,D,6.6259858109419065,A,34.85471277675828,C,A,E,A,0
Brazil,No,Yes,African American,D,B,-83.76254781565274,A,-110.56532752766887,142.4121564209953,-116.83355960762076,-82.20443336322025,D,A,39.52962159312125,C,60.5956571875764,B,B,E,E,0
US,None,Non-Veteran,African American,A,E,94.46103670040003,D,-92.31336610700139,53.165313531267245,38.47208697660362,-41.81702391782341,C,A,149.20791233475032,C,120.35570512133754,B,C,D,D,1
Germany,Physical,Veteran,White,C,C,-140.4017467284244,A,-133.18882914669118,2.4280151123478477,49.91668704315737,23.65361213412808,B,E,98.83731482833736,D,-124.01935777688225,C,D,A,A,0
Germany,Both,Yes,Other,A,B,-108.86778912543689,C,-42.409748913257836,41.06949508898802,29.521427025073837,-139.26502358820315,B,A,102.45538718288275,D,-119.88359648205258,A,B,D,D,0
Germany,Both,Non-Veteran,Other,D,B,-143.3009509980683,B,56.85788457973266,124.127867685736,112.16555802513932,39.92215953692476,D,E,113.69489302342039,B,96.84386467293884,D,D,C,C,0
Mexico,Mental,Non-Veteran,African American,B,A,-167.7870839341291,C,-50.553790687727066,24.191076302702154,-140.71650186706287,-135.38167712325327,D,C,-21.496932305814788,D,-110.38456631605318,B,E,E,E,1
Mexico,Physical,Veteran,African American,B,D,-102.16429305037602,E,-180.83316454379292,34.06254067986292,-136.3146046049689,-47.53722541761821,B,A,-218.79854814005603,D,146.8516476653783,B,E,A,A,1
India,None,No,African American,D,E,-81.03153744463444,E,108.7028320558673,-42.53336056511331,130.9108176937949,107.5916159450786,E,A,12.807199599080993,E,-63.87014644270374,A,B,D,E,1
UK,Mental,Non-Veteran,Other,C,C,-114.2080525404716,E,156.5575347024418,-4.099682326306158,-123.58398922482831,-28.642301405252812,D,E,53.70865875992404,E,-183.71939007714323,C,C,E,E,1
China,Physical,Non-Veteran,Other,B,D,-103.43817218912828,B,-83.20058492302441,94.1122054509735,56.5301149709179,185.96460600368476,A,B,39.152449745409385,B,-129.06282467056144,C,A,E,E,0
India,Yes,Yes,White,E,B,132.81890929977138,B,67.89146193025644,102.16059878560908,34.595715347372206,106.6456839121591,E,B,104.90530768763759,E,-150.72020967068568,D,E,A,A,1
Other,Both,No,Black,B,C,-192.08774862449937,C,-22.33391664041146,91.36724368225394,34.709840454401494,4.478937495343343,B,A,95.98271162627819,B,-146.3282916798593,B,E,A,C,0
India,Yes,Non-Veteran,Hispanic,E,C,60.14756418834594,A,-116.13630459409347,31.76404016213955,-143.52048542690133,163.3040769629902,C,D,-116.63829167310134,C,111.75072207561267,E,C,E,D,1
Germany,None,Yes,White,A,A,185.22208078473156,B,-32.87469039436644,86.70987466879832,50.380381608976975,-2.486248347152194,D,A,-79.29873367464778,C,-28.887725747133118,B,E,B,A,0
India,Mental,Yes,Hispanic,B,D,-20.507950080848815,C,-127.6579972466441,121.09249612936048,52.959660243235284,124.2754891798048,E,B,-59.419962751853305,D,4.462734477011675,D,B,C,C,1
China,Physical,Yes,Black,A,D,104.02557941456234,C,142.27533240521325,-7.725727344291335,-87.60245363786218,6.722605354198582,D,D,114.28070134931664,C,-60.04967998429257,A,C,D,B,1
Brazil,None,Yes,African American,A,D,105.38071653859255,C,124.12923961185398,201.09853971149977,86.2067948769133,45.31046065459267,D,E,134.6610654691466,A,229.6509337691873,C,C,A,B,1
Other,Mental,Non-Veteran,White,E,C,237.92771973626526,A,-14.209275766776791,-13.182985431964289,-113.10983410677883,14.261131209402189,E,D,-175.2407573283995,E,-224.40521439577813,D,E,E,E,1
China,No,Yes,Black,C,C,152.74295636335646,D,-108.7293232630709,-1.3681869200198775,-211.10143365190677,153.91230208954494,A,B,-205.9586889266841,A,-39.753332088781775,A,D,D,A,1
China,Both,No,African American,E,E,-105.21746200393716,C,-4.550576869530818,54.39666951357292,5.088876316868738,-269.02774750638605,C,A,69.51759218022873,A,103.67882806975967,B,E,E,A,0
Brazil,Physical,Non-Veteran,Other,B,B,15.232476549889268,E,-37.05626743042215,73.5543831064074,-55.714864074579594,146.32813126325004,B,E,-89.21980432584208,E,-131.73548467627307,D,B,D,A,1
Mexico,Mental,Non-Veteran,Hispanic,C,D,-94.89239798481496,A,114.715688880648,61.95165934093397,-80.98371182101796,-90.90750575650418,D,D,-49.76595900488465,E,126.76352340260426,E,E,D,E,1
Mexico,Mental,Non-Veteran,Asian,E,C,-31.960191484583554,B,55.5096156446057,-38.461431342701054,-160.12050790286742,34.35116612733741,E,D,65.55420107288333,A,203.21391484915532,D,E,B,B,1
China,Both,Yes,Hispanic,A,C,184.54008523592603,B,43.41548829902105,-2.8166378606815217,-18.026284905074476,2.310263493812352,C,C,-99.70733508497679,A,-79.81534936141446,D,C,B,D,0
US,No,Veteran,White,A,A,-34.7658957240621,B,104.73518696438585,113.88717110861286,4.817194991899802,199.19325754013892,A,C,-158.00706917554257,C,11.116501333717093,B,C,D,E,0
US,Physical,Yes,Hispanic,E,A,113.5869084019505,C,45.92937426230341,84.72598055657085,-93.02907909540681,81.030745812278,D,E,199.86704588834215,A,-127.02680516155185,E,B,D,B,0
Germany,Physical,Yes,White,D,A,61.060911061914034,D,72.9952268677079,34.28633885001967,165.20183229523406,-57.227764929485595,D,E,120.09946544529559,E,-174.19627084424755,C,B,D,C,0
