Veteran,orientation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
No,Bisexual,D,C,-50.569885211141056,E,E,A,136.84903203323557,C,-40.10949904454992,28.954195022547147,C,64.51059689891564,0
No,Heterosexual,B,A,-6.016106129077975,C,D,E,166.8043488209102,D,-100.75212738281485,103.64545447596892,C,41.56239438531843,0
Yes,Homosexual,B,B,-94.01932888959453,D,B,A,162.9672957425512,D,-71.70961795430209,34.55669818519698,C,101.28210648592257,1
Veteran,Bisexual,A,A,167.1849720785591,E,A,B,125.1011896534264,D,-7.067911076269992,181.80728314330165,C,-4.131667183561469,1
Non-Veteran,Other,B,D,-155.86404388650607,D,B,E,-35.224761140269905,D,55.96829553643823,-194.68081205424724,C,-7.081330515364691,0
Yes,Heterosexual,D,A,153.3275838761136,B,A,B,-120.05475618803696,A,97.87016703285992,115.61054050002326,D,170.54838555168192,0
Yes,Heterosexual,D,A,18.493301279075705,C,C,C,106.56126472129034,E,56.50224779519646,98.30970420934433,C,137.8795746385022,1
No,Heterosexual,E,C,-123.80222995317385,D,D,E,-62.71579154910539,E,79.79424205614717,-69.86736406964312,E,55.18810589495696,1
Veteran,Heterosexual,A,A,-141.05575820112446,A,D,D,-5.610415638682195,B,178.69498634006783,82.60506564548434,E,-18.78644751537387,1
Yes,Homosexual,E,D,-4.098909818126528,E,C,A,-119.74423970903392,C,-43.92242990682787,-186.4244879594419,B,-49.405153531131404,1
No,Heterosexual,A,A,51.772917447878505,A,C,B,-78.26831909038404,C,-23.67977178836355,-115.66353097452891,E,-73.86948943193894,1
Veteran,Other,E,B,188.73863986770192,B,C,B,-108.5405805675321,B,-174.4987814498643,130.81118404222863,A,47.55432448198181,0
Veteran,Bisexual,C,D,-139.97162111183613,E,D,B,14.800187157013228,E,97.00896019637628,145.25023597107932,E,48.96981600132457,0
Veteran,Bisexual,D,A,-130.43072406588482,D,E,C,-35.758624626816655,B,-139.84897949472008,-18.502324011568206,D,-130.15872817396283,1
No,Homosexual,B,B,64.15006121675061,A,A,E,-33.978499137847436,A,-106.78472293796746,230.4037941428932,E,-82.84613846044816,1
Yes,Homosexual,D,A,81.08240764258126,D,E,A,-39.45979389312653,D,89.30312873902834,-31.971415433536166,E,-82.3720641252664,0
Veteran,Homosexual,D,D,3.4659813203157177,C,E,C,-25.60081860509636,A,-2.565645253191631,-135.83003806725353,C,-39.07610995546735,0
Veteran,Homosexual,B,C,-18.45970483188549,D,C,D,81.0183126863007,E,5.3281897213148115,101.87406536095655,A,-76.41935698855576,1
Veteran,Bisexual,B,A,124.19467954753847,A,D,D,29.480852237162814,D,-30.7246931718012,178.17849517704934,A,-76.83791332914771,1
Veteran,Homosexual,E,B,115.98595200734046,E,C,C,204.09420476990937,A,-24.872424859440198,254.3118866263641,D,-152.38630299436167,0
Non-Veteran,Homosexual,E,D,-70.30905568025382,E,C,C,-83.71264153767032,A,56.94108777086727,151.67806512010642,B,110.62931049741691,1
Non-Veteran,Bisexual,B,E,-35.94860499641477,B,C,E,37.83482340988583,D,-1.7139709448566502,2.8190003972217146,D,-7.153147964258208,1
Non-Veteran,Bisexual,D,C,84.51678614603449,A,D,B,24.83142725033304,A,34.98832547551742,92.23543507600654,E,-225.70915804707562,0
Yes,Homosexual,C,B,-213.59106067263153,C,A,D,42.45718508846609,A,-155.58875741391006,10.250319186541756,A,119.8379368435879,0
Yes,Homosexual,B,C,18.181440407012186,E,E,A,-127.84819407766497,C,-157.56925180933808,34.61900943875111,A,-4.0608739775912746,1
Veteran,Bisexual,A,B,219.30318478637938,C,B,E,142.99121728026165,E,88.33451322106924,-46.783152732913855,D,-209.7503910467506,0
No,Homosexual,D,A,-129.58216780804625,C,B,E,-22.22291552313602,D,55.83650838210118,-89.48226287735429,A,69.2181560134368,1
Non-Veteran,Other,E,B,-73.89177341253806,A,C,A,75.34548890290077,B,-171.04561692223135,-2.4858636570605537,D,-5.97179164637446,0
Veteran,Other,E,C,25.24527167402003,D,D,B,22.00223523428462,A,-198.72163185867768,-28.672993814240005,A,-2.0201035135273884,0
Non-Veteran,Heterosexual,E,D,-96.55754587436434,E,D,E,-16.12746133220355,C,9.882124014067948,5.788409064813011,B,-121.09590579257589,1
Veteran,Other,A,A,-193.09722650000066,B,C,E,-25.073383856810803,C,-29.70610035656022,-92.47687180268778,C,37.91140595373092,1
Veteran,Bisexual,A,D,38.375021273373875,C,C,B,-66.13759750185034,B,-57.5781652181768,-59.46943248795815,C,-69.10247179488897,0
Veteran,Other,C,E,-72.46725374666767,D,A,C,71.23342310711413,B,20.726300036139484,-123.91006990604949,D,146.5144780015067,1
No,Heterosexual,B,B,132.01773405068454,E,B,D,36.067865095473586,A,-46.11151958941994,-109.51624952716597,C,-196.78079897368318,0
Non-Veteran,Heterosexual,E,D,118.962445608808,E,D,C,48.39923261856247,E,72.66318946742588,-75.5091606571627,E,149.41058335389806,1
No,Other,E,A,28.00521302171333,B,E,D,-8.325651300495448,D,93.72741036966158,0.5466427288738841,B,38.40875111724225,1
Veteran,Other,A,C,111.87028121565186,D,E,D,79.63571403055678,B,51.98334552249065,22.227775571151273,D,172.36642142552364,1
Veteran,Homosexual,D,A,-111.24480533857688,D,E,B,8.830131750784032,D,-106.89479355099331,-20.422662066935494,B,-38.76507764830722,0
No,Heterosexual,B,C,96.70177819647927,C,A,E,87.54459192332024,E,-83.67642943912416,38.68002287754724,D,-68.58855261540795,1
Veteran,Bisexual,E,A,-192.2175197538975,E,D,A,73.78965335081334,B,29.981393974227906,-244.91267486411448,B,72.84808490652914,1
Veteran,Other,A,C,-53.953420688688816,E,A,C,140.0249098521789,C,128.908085624738,-18.45652361051102,D,215.90521266894353,1
Yes,Heterosexual,D,B,65.28566606195704,E,D,E,41.47178021230308,D,50.46202690757533,-39.517632716096934,D,-26.812855198186377,0
Veteran,Bisexual,B,D,1.7713068827505694,C,A,D,115.03053052136856,C,127.77846897859429,-7.0057596911588815,B,96.98308469846829,1
Yes,Bisexual,A,E,52.48810516637356,A,D,D,64.72080082613716,A,108.5205580115534,-99.36874250062112,C,51.65545642990617,1
Yes,Heterosexual,E,D,187.50784326624296,D,A,C,-99.72596506478321,D,6.859564307595887,98.46251139375671,D,42.95890534970611,1
Non-Veteran,Homosexual,A,A,37.59269208267228,B,E,E,-40.140959098969134,E,208.6308084940115,-49.59850458424509,C,-175.60171321303213,1
Non-Veteran,Homosexual,B,B,128.7524606587397,E,B,B,98.23765219006631,B,-110.95106026007117,35.75240722497448,B,-58.111655155218514,1
Non-Veteran,Homosexual,E,B,-1.2125651175187628,E,B,B,-25.949273090766532,B,124.57178259212023,58.88431327238328,D,-60.55606006832994,0
Veteran,Other,B,D,59.38176446798026,A,D,C,-197.66512330849747,B,154.15454755798154,109.34390209768085,B,29.219161140166705,0
No,Other,D,B,24.755340506566206,A,A,E,-89.88035127719026,A,67.89875972491363,148.32761870426964,D,103.45549573677442,1
Yes,Homosexual,A,D,-71.4717209093372,B,A,E,33.13705219660362,C,154.0017981509124,20.871449501306397,E,0.1947398200127798,0
No,Homosexual,E,A,91.8941123631542,B,D,D,-130.780163520105,D,-8.380414838778037,128.6391836046159,B,22.694630232679668,0
No,Bisexual,C,D,-35.44338916647701,C,D,D,17.539195461628008,A,-106.52950472573042,126.7749780381191,D,-21.00306048317919,0
Veteran,Other,C,D,-66.33506758165306,D,D,D,-70.0256941933029,A,-50.15561526713039,57.174001941342276,B,30.82367297626088,0
No,Homosexual,C,B,2.5011436614003513,C,E,A,109.2433037411604,D,-0.947488635679011,97.22388215506619,E,-107.38592760446726,1
Yes,Bisexual,D,E,67.11284609058113,E,A,C,185.9501804531635,E,-9.733006926072397,-57.83639987192514,A,-169.6289223887863,0
Non-Veteran,Homosexual,A,C,68.92091959027307,D,C,A,117.79770806480958,C,-22.276138032327555,-192.97724294255195,E,169.75442363197607,1
No,Other,B,C,-60.738662059569435,D,C,A,143.69528079186605,B,-151.8132358227725,-129.80435852435707,E,-38.13976385517583,1
No,Heterosexual,B,C,-106.21109945602068,A,B,E,193.66876242710075,D,79.30107913726835,172.01310467459137,B,-0.9704422990695155,1
Veteran,Homosexual,A,D,57.45419758384056,A,D,E,34.62672948319038,A,66.62988381493021,138.28291742585662,E,63.979236649286086,0
Yes,Heterosexual,B,B,51.2862542783492,A,C,B,-60.351097266721354,E,-32.24524698562674,198.73353217365917,D,-58.615562944830835,0
Yes,Bisexual,E,A,-111.63739670788011,B,D,D,115.81789914903548,B,-155.71623782705808,48.05275016001984,E,-168.5657145123337,1
No,Heterosexual,C,D,-125.63985206484875,D,A,D,171.31361304158472,B,93.52999746929028,201.34840572361773,D,40.567955982888414,1
Veteran,Heterosexual,E,A,-24.14706366741006,A,E,C,-24.175071440078895,A,-26.006314010859928,5.5674945225868075,D,108.40473283271817,0
No,Bisexual,C,E,-119.5488115113114,D,D,C,161.6448398581354,C,68.12526693579493,28.725039659668578,B,-94.56407051879127,0
No,Homosexual,C,C,-21.558788847907696,C,D,E,-80.63283764529045,A,-89.10905227022965,170.91856255978763,C,-4.0872490152648195,0
Veteran,Heterosexual,D,D,16.53447515380756,B,C,D,-56.40595250050694,E,28.417163099640568,-6.706177820959229,B,44.66218880851664,0
No,Bisexual,E,E,93.99735568127674,B,B,C,12.322428436676427,B,174.8209884935178,27.64149627846304,A,154.84096531329484,0
Yes,Heterosexual,D,B,-43.48941022739285,B,C,D,-44.58297176331526,C,100.51778369775808,-53.939555170965505,D,-69.90076824395081,0
Yes,Homosexual,C,C,18.475356752722778,D,D,B,63.30475216725531,E,57.672349745845864,0.6605292875819515,D,92.93308956502568,0
Veteran,Homosexual,B,E,-9.581513605036532,E,A,B,81.07659293371965,A,72.56812682292639,-136.76991080931217,D,88.72650110609975,0
Veteran,Homosexual,C,D,-114.80449001568758,D,D,D,3.6570284942874474,B,-106.45586550102608,37.706564360505006,B,-104.53341364696178,0
Yes,Other,B,B,9.833715939473999,A,A,C,33.29604671599955,B,31.325388358990207,231.92174316164352,A,-14.866072826289642,0
Veteran,Bisexual,D,A,12.165868837196694,C,E,D,-43.67618649576227,C,-26.3829956323328,-107.85436730837836,E,-43.84666248914452,0
Yes,Homosexual,C,B,80.64277498441443,D,E,B,-16.460657099008365,D,-110.06827237967201,139.4432796150629,D,58.784547163007495,0
Non-Veteran,Other,C,A,-278.39119085304276,A,E,E,-203.4093296951286,B,-25.79254665805699,133.75513546756054,B,-72.449519773452,1
Yes,Other,C,B,113.52031556018378,B,E,A,-1.4456656464532325,B,20.52813128603716,32.54421355461283,E,-58.8910075499701,1
Veteran,Other,E,D,-95.69101176454244,C,B,D,22.869071186808515,A,-225.96444254881058,1.6073517813215255,B,65.04808632003997,1
Non-Veteran,Homosexual,D,D,17.444458584943767,D,D,C,-73.66190288064021,E,26.250801269847067,-48.49798344868952,E,7.615196685939106,0
Veteran,Heterosexual,A,E,13.087190072596671,D,B,E,-14.473383244855837,D,-35.38614722787592,121.23039694233593,A,59.52535161878686,1
Yes,Other,E,D,109.22855821465951,C,E,D,68.10676560379032,C,33.122721572163265,-95.98246858002925,E,89.19630795265381,1
No,Heterosexual,C,B,-36.679027512257875,A,C,D,-18.38121662611254,A,139.8612941840211,195.9796989977631,C,87.164338389256,0
Veteran,Heterosexual,A,D,-35.6169358255866,B,D,C,59.665807237869195,A,101.89507629499039,80.51121913379171,C,-18.267811872847236,0
Veteran,Bisexual,A,A,-33.57245753141342,D,C,B,-3.2669141805393167,D,-0.918330136951734,-106.49973923240061,B,63.00848598728675,1
No,Heterosexual,A,D,-53.57400558253897,D,C,E,5.546883669826431,B,-169.31403996508706,-97.22250462014878,E,150.36804984979614,0
Non-Veteran,Other,C,B,81.26312146285663,C,D,E,141.0016540343605,A,89.32941478180686,126.62918432623995,A,81.39129887755445,0
Veteran,Homosexual,C,D,-45.41299584775806,A,C,A,52.261121776078326,B,89.15603196605322,-212.8416433356465,D,145.18996521248718,0
Yes,Other,D,D,-19.72383384587297,B,D,E,313.25226895221664,E,-58.79193959250897,53.06314807266227,B,-28.421862908614575,0
No,Other,D,E,34.981586359258884,B,B,E,176.20948445921175,B,-14.633480933219948,102.56801559806546,C,10.145753799678909,1
Non-Veteran,Homosexual,B,E,62.58173370585827,E,C,B,126.7227806820634,D,45.92718904850051,68.28293022833424,D,-56.808085574474084,0
No,Heterosexual,A,D,-100.17454720367542,A,A,D,-8.251183572877622,D,-11.802677736959556,201.5036680532251,A,-59.691860868093215,1
No,Heterosexual,B,E,-18.34952592664967,B,E,A,90.67917022104606,A,1.75350655440777,32.94965230227342,A,-89.9554403825063,1
Yes,Other,B,D,19.191900534707255,E,B,E,-73.56763127767698,B,-65.92242435017162,-50.563972866599705,A,-144.3581923275667,0
No,Homosexual,A,E,42.31475354643155,C,A,C,-79.69711866584007,E,207.91888284684848,165.2905503583482,C,-26.39232163083509,1
Yes,Bisexual,C,C,-21.626822014480148,B,B,B,46.290803388888406,D,-13.532627807540495,-1.8617334570861,D,-70.39867355099338,1
Veteran,Heterosexual,E,D,10.129060936743421,E,D,A,47.81733675821985,C,73.18940330020712,84.64559729707332,A,-31.879500965419467,1
Non-Veteran,Other,D,B,-87.2969834327985,D,D,B,57.465385691193404,D,47.246720535992075,18.85270107522445,C,118.91301539214305,1
No,Bisexual,D,E,-8.477663461229719,B,C,E,-70.46333650349595,B,-162.5327517533848,151.38845571886586,E,136.4554017223711,0
No,Homosexual,D,E,-248.47711060848016,E,B,B,76.57279131515125,D,16.103602225279875,-14.67228800901455,E,12.406056063938744,0
Non-Veteran,Bisexual,B,B,-7.900130924588076,E,D,A,27.930056062796115,D,59.45506408196884,128.7977682331801,C,235.52319226602424,1
Yes,Homosexual,A,B,154.6163542733751,C,A,C,82.33145475982072,C,66.66546549177328,-7.579492183707962,C,36.67591285151012,0
Non-Veteran,Homosexual,B,D,-142.34718680634688,A,C,E,-72.85946769320371,B,6.214320623419392,-45.917219734581444,D,-125.0113846635004,0
Non-Veteran,Heterosexual,D,B,-103.66800977669715,B,B,A,57.528988615200205,E,-88.61699349233761,-41.90268974431463,A,-132.0998415525831,1
No,Other,E,C,-67.535075586089,E,B,A,204.74116424590343,E,-131.92859808518162,72.69922870071292,B,43.89799531323344,0
No,Heterosexual,C,A,161.7073435991918,A,C,D,126.59203489384888,A,177.28839574457302,-189.7776717080277,B,-8.756952024971321,1
Yes,Homosexual,B,A,-54.664385279909624,B,C,E,-203.2580312917221,D,-44.14961403271299,127.82024927992602,A,51.86470837040621,0
Veteran,Other,D,C,-48.03562341018783,B,A,B,266.5510243909737,B,-53.6539780845247,110.63473645866198,E,48.43201065627433,1
No,Other,A,E,-34.538858988313535,C,E,A,144.21660412648953,D,126.10949942572695,-134.64387064735232,E,-167.2819424852275,1
Non-Veteran,Homosexual,B,E,-23.51641354505219,A,D,B,-224.87766495804658,B,-3.3701977834160104,90.98820549586763,B,-56.56524520435485,1
No,Homosexual,C,D,29.475238014262324,B,B,D,24.159913547840812,B,38.919124926370735,-129.6044064115298,D,221.07847039299546,1
Non-Veteran,Heterosexual,D,C,36.54158600731956,B,E,C,53.08495799420127,B,-18.053169490518624,51.11035156132164,E,116.85642558396225,0
