sex,Veteran,nation,race,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
Non-binary,Non-Veteran,India,Other,-95.14537898784303,18.796357516815775,-199.2575159532554,-18.51938351714818,C,D,E,1
Non-binary,Veteran,Germany,Black,46.47660161746477,-26.052318084673164,-13.042132784794926,-67.9580524616915,A,E,D,1
F,Non-Veteran,Mexico,White,-21.16737767175247,238.01076492047147,107.86936706010324,139.16948065384628,A,E,E,0
Male,No,UK,Hispanic,146.28115177520982,-91.51782249378913,-189.75754270426037,-16.049259084548346,C,D,D,0
Non-binary,Yes,Germany,African American,-64.0976232957254,55.6882309763866,92.00946548905472,-3.5082726766930623,B,D,A,0
Other,Veteran,Germany,Other,-18.323468661675076,166.057474340831,4.203559300514101,10.08561237659274,D,B,C,1
Male,Non-Veteran,Mexico,White,165.17039054386726,-50.47562175364706,-202.029422572048,111.44386945003333,A,B,D,0
Non-binary,Non-Veteran,India,Hispanic,2.657967886810316,61.791426235729894,-51.015240722039266,-129.8979380403084,C,A,C,1
M,Yes,Mexico,Black,-30.56311575771059,73.25902458257463,26.948062573915955,-18.038966832062716,B,C,E,1
M,No,Mexico,Black,100.43496479539135,172.13867250997268,151.0206952297241,-47.64490466707467,B,D,B,1
F,Non-Veteran,UK,African American,68.46794908263114,-117.69444234488213,115.90134241672952,17.731339495973668,C,D,D,0
F,Non-Veteran,Germany,Other,-59.25887741065249,-176.6499832580181,63.96103601397387,-137.33765215703525,C,B,A,0
Female,Yes,Other,African American,-33.85359287890507,-272.3065508229461,60.089208153997035,-67.42189481529512,B,E,B,1
Female,Yes,China,Asian,-156.58665197209976,-187.22700123297028,-32.51956039802798,-53.82074365306602,C,E,A,0
Non-binary,Yes,Mexico,African American,93.66869452825996,-176.21283249909445,-80.41623820428636,86.9102870071157,A,B,B,1
Other,Non-Veteran,US,Hispanic,192.94890692235376,-100.8364049309077,8.435687882436776,-76.68480493392205,E,C,E,1
Male,Veteran,Mexico,Black,-113.65438148235253,-99.96978057285887,158.00397885359047,-71.99998409612644,D,B,D,1
Female,Non-Veteran,India,White,-88.41919939384042,-13.079419883643522,-13.240314602668713,-24.088881342528833,B,C,D,1
Male,Yes,Germany,Black,-7.039685200858208,-8.426962244819482,106.50350666190009,-91.43643465899983,B,A,A,1
F,Veteran,US,Black,-97.62668651213463,-36.701731225714,-98.18917373954027,19.361104734109137,B,B,A,1
M,Non-Veteran,China,White,-12.125704997493187,48.56128365458929,-150.37664781434205,67.58813534701706,B,D,E,0
F,Non-Veteran,Germany,Hispanic,90.07985772555195,79.08690492575349,10.879413044402716,118.32382654171623,D,C,C,0
Non-binary,Yes,Other,Hispanic,34.57241694381988,100.00481605146267,185.0377369964383,84.52106374553365,C,A,C,0
Other,Yes,India,Hispanic,24.527489560570984,-272.8931954603256,43.358074348854814,15.165001715220239,A,A,B,1
Other,Veteran,China,White,-144.65226545519573,129.28578086741365,-157.20301447704327,5.605210467999031,A,E,B,1
Male,No,Other,African American,-18.70556007423203,-135.5813711699993,17.89901174050335,-37.259356514307775,B,D,A,1
Non-binary,Veteran,US,Black,101.41675761882254,-84.43297331382115,-25.70364475107214,80.93898364649962,E,C,B,1
Female,No,Mexico,Other,81.9043780317061,-27.524520207134096,-39.58732498548308,-96.07716444535916,D,C,A,0
M,Veteran,Other,Black,-104.464429799497,-126.85389281546115,-44.311918550025034,-227.3560781227284,A,E,E,1
Non-binary,Yes,China,White,5.339360655690018,-101.81614542518858,88.78325530470067,182.94512707330503,B,E,C,0
Female,No,US,Asian,-33.304487687193074,48.030311983708316,49.39717143560527,-92.4381507752288,A,B,C,1
Female,No,India,Black,50.83399314128011,69.66792579426102,68.93678703675525,144.57492193707176,A,A,D,1
Female,Yes,Mexico,African American,-12.751193496342076,-9.559853548282607,80.40023009974423,-7.170282688992022,E,D,B,0
F,No,UK,Black,-95.76716942336131,-91.30199304285146,34.24742812737566,-59.68270371480852,D,B,C,0
Other,Non-Veteran,India,Hispanic,49.96119662136166,234.38786688594888,-125.1556030870945,-11.319684718731617,C,E,E,0
F,Yes,India,White,69.81410584296299,52.60766593586735,-135.24924901402824,37.954795311317476,E,C,D,1
Female,Veteran,US,Hispanic,173.8941694179135,-32.06466939898134,72.7922760617167,170.99130595660296,B,D,B,0
F,Veteran,Other,Hispanic,-4.6967207192970735,-125.65632495152524,31.141269184910307,28.72746474663157,D,B,A,1
Male,Non-Veteran,India,African American,-23.66376341537902,-101.0965745433154,-35.10252666289477,8.13791697563165,D,C,B,1
Non-binary,Veteran,Germany,Asian,25.950865414712194,-129.74568327792755,17.318388020181185,-10.002745597401164,D,A,A,0
Male,Veteran,Brazil,Other,-41.54574129911167,-39.28457670384036,-13.09771832285336,43.33637636363347,A,D,A,0
Non-binary,Non-Veteran,Mexico,Black,-70.72637445186781,156.51007882039022,-190.68982583311626,47.677678220646044,E,E,E,0
Non-binary,Non-Veteran,Mexico,White,74.01023420594207,-148.71883969173706,12.377029489404228,7.291877185606954,A,A,B,0
Non-binary,No,China,White,5.057034660746373,14.982599288715132,-157.46077221223211,-0.06950790207902736,D,D,E,0
Male,Non-Veteran,US,Black,-26.78472287001036,89.22895484829064,-114.21840609086362,-53.10343484723917,D,E,B,1
Non-binary,Non-Veteran,India,Hispanic,-29.254929675908404,71.34577085831036,126.73757563614699,-137.4887539054454,A,E,C,0
Other,No,US,Black,-66.1934191184709,1.493973735946973,81.54546540162444,156.09163480765778,B,E,E,0
M,No,China,Asian,-131.3476103086049,29.18925405029474,61.58367440362784,84.99161682153587,E,C,D,0
M,No,US,African American,-77.10484662556215,96.25524819334058,43.917956350093036,83.6969661834669,E,B,B,0
Male,Non-Veteran,India,White,56.79732597091019,53.58597306627749,39.007313202466165,3.8026125550627907,C,D,C,0
Male,Veteran,Brazil,White,164.56765905535596,-42.23470595622703,74.22398453641816,-85.60991837306287,A,C,B,1
Other,No,Mexico,Asian,78.65877343844065,-169.8169407866424,144.4390491911958,64.35338134025443,B,A,E,0
Male,Veteran,Mexico,Asian,-155.35443468248306,-165.77451367519026,-21.34053650039438,77.73656670676755,A,A,C,1
Non-binary,No,Brazil,Black,-16.81421843731338,-197.476680010904,14.467690998067804,-112.96763698203114,E,A,E,1
M,Veteran,China,White,154.47431259482113,-38.59891583321938,256.77641376228524,-49.91527000943392,B,C,E,0
Other,Veteran,India,Asian,98.66461510607377,-1.7716068447939346,-140.49965955958803,48.81415066897167,E,C,B,1
M,Veteran,US,White,-120.16247861420686,-86.21129300082048,-218.12318729717495,36.80521597932945,C,C,A,1
Other,Non-Veteran,Germany,African American,-22.00789033822161,-33.05409096696522,142.02434060266242,36.15066952960186,A,B,E,0
M,Veteran,Brazil,White,194.43682640341692,-32.53419949916722,98.80568184464893,-36.28022597135999,B,D,E,0
Non-binary,Yes,UK,White,-51.50448652303691,-127.41706537456068,-13.188825785541555,-76.10365859131925,C,A,D,1
Non-binary,Non-Veteran,Germany,Other,-57.50733762529331,137.46537942029764,29.617911238487586,108.79828463250716,A,D,B,1
Male,Veteran,Mexico,White,39.66638378374179,-17.215886647176486,-86.54535628337807,-47.642443643728534,C,D,B,1
Male,Veteran,US,White,72.25853596084455,18.75214215998421,18.32873730630851,13.8878153142562,C,B,E,0
M,Veteran,India,Hispanic,-258.3929297048857,-50.196321152533116,-112.24857358605446,-57.025433391653166,C,B,A,1
Non-binary,Yes,China,Hispanic,191.82897944963094,4.252774932327707,91.45068037119806,51.96329993377788,A,C,D,0
Female,No,China,White,152.5581157176613,-88.6503749118383,-148.15233014417294,-190.04005098810046,E,E,E,0
F,Veteran,Germany,White,40.08136655877539,102.34984208319764,-49.811624190938396,119.28814171189038,C,B,E,0
Male,No,Mexico,African American,75.46382887295118,17.155246794570118,74.7796094400555,-5.912502647083059,E,E,B,1
Female,Veteran,UK,White,-55.47928150926459,129.55945638121483,32.12964750356306,11.205227017329454,E,C,C,0
F,Veteran,Brazil,African American,-54.015894079670936,72.73939680596428,39.64100751927124,-153.67346889310355,D,E,A,0
Male,No,Germany,Black,-46.1363653520639,-26.330994148810916,-77.92443336671178,86.4581737611427,E,D,E,1
Female,No,Other,Hispanic,-167.2816869740667,-116.02487642165154,-61.987643096850896,53.09729912744038,A,E,E,1
Female,Veteran,US,White,-75.56857828467022,-69.52571906620231,-111.71979604321278,-13.089309393994874,C,C,B,0
Male,Non-Veteran,Other,Black,120.16499515939809,107.2886426710983,30.811109342028743,156.22951170861464,A,D,B,0
Other,Veteran,India,Other,-170.7342761395009,101.19653081199984,48.15073413947118,4.624775509403488,B,B,B,0
F,Veteran,US,Black,38.09833183040989,115.07321777149777,-31.62005657021395,133.98410516056694,A,D,B,0
Other,Non-Veteran,India,Hispanic,62.13702599758062,-107.96181945745491,5.054173306730109,-138.95185027615267,C,B,C,1
Male,Veteran,Other,Black,-64.6600953758259,296.6921659993761,-36.63886639984658,132.18077264112094,E,D,D,1
Other,No,China,Black,37.02702479674069,116.50556134704144,44.143324980915736,121.51563750963783,A,B,E,1
Other,No,Brazil,Asian,-158.53778139878415,-0.7407086057621662,-39.91411337203067,138.92700553236978,A,E,E,0
F,Yes,India,Black,-117.8787748041713,-50.75003929764756,41.1170262355001,133.16521958461587,B,D,E,1
F,Non-Veteran,Brazil,Black,101.58600284281829,76.34716183423784,32.701575897799906,51.76146326799081,E,D,B,1
Female,Yes,Other,Other,-194.50982680545695,69.14394362162206,107.23468725442468,-140.58979307207207,D,A,C,1
Non-binary,No,Brazil,Hispanic,5.146954715498858,-5.090892866906645,10.498590713705962,-29.467727882688944,B,A,A,1
Non-binary,No,Mexico,African American,-83.5595049281244,1.7313765694977712,-87.8180489345776,-105.82725112260584,A,A,E,1
Non-binary,Non-Veteran,US,African American,-3.540373611766053,34.957174668432245,3.7600722628756174,-70.0886616271102,B,A,A,0
Male,No,Other,Other,4.319914959078801,-47.95025245511887,-42.78991170610768,5.211600258881119,D,A,C,1
F,Veteran,Mexico,Hispanic,14.02342200327083,11.03778821693513,45.78890250941916,233.96597475760282,B,D,B,0
M,Veteran,Brazil,African American,-27.797006350127468,-104.58493688483767,-101.58149620367834,-174.4441963036709,E,E,A,1
M,Yes,China,Asian,-44.592363898906044,-2.8765422923866977,-145.71270099849488,41.65914446947935,E,E,D,0
F,Veteran,China,Other,-117.46790281597781,43.765936797274925,-25.756615010576517,61.44831645046901,D,B,E,1
Female,Non-Veteran,India,Black,9.415823538665114,-129.07106198983448,-51.769657686033256,67.33248198022707,D,C,B,0
Other,No,Other,Hispanic,-113.72043997826356,145.17709681773727,-76.55164783238571,8.960619998666019,B,B,A,1
Other,Non-Veteran,Mexico,Hispanic,48.30450296119931,93.8624057015856,77.93826757043799,42.7785554096608,B,C,C,1
Non-binary,Yes,Germany,Other,1.3677971044944641,-141.80874736823748,34.89939172570146,140.3923749242979,E,D,E,0
Other,No,Other,Hispanic,82.55710305361265,60.15847146504021,7.847052072165334,48.7413292453747,A,B,A,0
Non-binary,Yes,China,Hispanic,60.55209902555154,256.57541692193945,-138.51004257277685,-31.094721150394616,A,A,B,0
Female,Non-Veteran,Brazil,Other,16.106797283818967,-80.50975802530644,74.18014253855453,36.5922151516879,D,A,E,1
Other,Yes,Mexico,Hispanic,95.47032393487079,-125.50745067713632,-31.831431569509288,2.2596596543284537,E,A,C,1
Non-binary,Yes,China,Asian,-35.07376053800444,-88.4479046474483,38.944929778340736,49.29296397941926,D,C,B,1
F,Non-Veteran,China,Other,-45.3659068361441,-111.44270970358691,104.67740206633313,-154.2939828127842,E,A,D,1
Female,Yes,India,Black,125.12704336400606,-26.738078937960054,-8.037697569944937,165.33069820461358,E,A,E,1
Male,Veteran,US,African American,21.73454328939025,-4.16123822256285,40.277512582491504,-1.9914113856504274,C,E,B,1
M,Yes,US,Asian,-27.900965087670247,-60.86036100931257,276.4637526189514,13.187784185615692,C,D,C,1
F,Non-Veteran,Germany,African American,32.70526826288902,170.30988175637737,-62.533527330579645,128.3952365034195,C,D,B,0
Female,Yes,Brazil,Hispanic,162.06269594399598,11.426384832572534,199.6644356188105,83.71040668104226,E,E,C,1
Male,Veteran,UK,Asian,-0.6103870043552994,58.77743463458245,-84.28633771314321,-126.90179208920766,E,C,B,1
Non-binary,Yes,Brazil,White,5.301262256121775,163.92137826259662,-91.76670332846221,17.804838312309325,E,A,C,1
Other,Yes,Germany,Black,73.30750389887037,-52.603674689578796,167.00507588727794,-9.731268182712503,E,C,E,0
M,No,Germany,White,25.013373559622192,66.01392334087738,-123.95853013585341,-3.7081745352284576,C,C,A,0
Non-binary,Veteran,US,Hispanic,154.29321815453304,-245.6466254475265,1.1226513426847697,208.43713086445393,A,E,B,1
Female,Veteran,US,Other,153.9789323455649,-146.02759774699737,193.01362564712286,-42.159213114001254,A,C,A,1
Non-binary,No,China,White,-36.68828231174871,-54.87284555904858,246.21732782252602,230.91611504794605,D,B,C,1
Non-binary,Yes,US,Asian,168.6105896625844,19.681731077093854,12.304454328920695,-68.2048498947417,E,D,E,0
Male,No,Other,Hispanic,120.9590599452542,101.75740684029064,-19.001834582867154,-33.1307091887516,C,B,A,1
Non-binary,Veteran,Mexico,Hispanic,-197.58190295833185,20.166106247578977,7.335727496640667,-64.85151058866569,D,A,C,0
Other,Non-Veteran,Germany,Asian,9.710065541257478,-76.78754068841413,-37.66821715247259,39.78998997175561,A,E,B,1
Female,No,Germany,Asian,176.92186415595515,36.81352489552467,-7.881804628722371,-83.0167269119015,C,D,D,1
Other,No,UK,Hispanic,31.5924123423043,83.77979721573784,178.02083262466292,-64.19685224103799,E,E,A,0
F,Non-Veteran,US,Hispanic,-216.17809270657463,-70.04073233782456,63.08710457393941,34.63010573416465,D,C,B,0
Female,Non-Veteran,Brazil,Black,-10.58100649615741,-77.02913199649258,-211.52404892495235,46.75571136152431,B,C,C,0
Female,No,UK,Asian,58.0810318978343,13.410982320708184,27.419937553238068,36.66480976104839,A,D,D,1
Male,Veteran,UK,Other,49.97468979195497,77.27152164776766,31.680238670437205,5.92952925197372,E,E,E,0
M,Non-Veteran,Other,Hispanic,-111.57853445801888,-169.9415539070001,135.3995960996954,79.07165990732145,B,E,B,1
Male,Yes,Mexico,Other,26.289200181576383,-21.43105090675029,29.646725580517806,35.63496183524633,C,C,B,0
M,Yes,Germany,African American,-14.529312628567547,72.72596268641817,104.6249134524086,149.65842238340633,D,C,A,0
Other,Veteran,Brazil,African American,17.291999823615047,134.3481125263538,62.11590407166477,-129.62223870612388,D,D,D,0
Male,No,UK,Other,86.04271824131501,9.86145004701293,75.48380163727423,-37.07975211119096,C,B,A,1
M,Yes,Brazil,Other,-251.3550665755921,94.31468446992184,-145.24836976467344,143.26151965949174,C,A,B,0
M,Veteran,Germany,African American,-51.614774228848134,41.989975130636324,48.430514756716626,120.55759052950992,C,A,A,0
F,Veteran,Brazil,African American,0.5489777541428499,0.6448398380442856,114.25686632253405,15.632590804288506,E,A,B,1
Female,Yes,US,African American,-21.35741264614209,-65.55700545142453,202.41320735293132,14.583288629396577,B,D,C,0
Female,No,US,Hispanic,78.10581196022635,-22.432231012230407,-50.27502099047768,130.05500031021765,A,C,B,1
Other,Non-Veteran,US,White,120.08247842599684,47.67501786299547,48.15731450859332,164.84360314170837,C,D,E,1
M,Yes,Brazil,White,207.35174035078217,33.18505275447752,-50.38330934779267,284.0514645836053,E,A,D,1
F,Veteran,Brazil,Asian,-122.53858232399351,-50.85075531593094,-131.08322507362624,236.49321188050237,D,D,D,0
Non-binary,No,UK,Other,111.30445566090236,61.20660394951359,28.249056922515116,16.46746506292911,B,E,A,1
Other,Yes,Germany,White,110.05829380996876,80.73782501326806,-27.664176468760466,-18.99258055036321,C,E,D,0
F,Veteran,China,Black,165.88150314122254,-52.50903668461824,66.01738268841598,73.46043402271243,B,E,C,0
Other,Veteran,Mexico,Black,-67.84954542453367,-27.544571924508084,-150.29144747257686,110.77486845387223,D,D,B,0
Female,No,UK,Black,-12.382119758956303,-26.362428395826115,99.91368562195143,66.72533525044157,C,A,D,1
Male,Veteran,US,White,54.260486507489944,123.34619278060761,-48.37228770435122,-96.12796267307336,A,B,A,0
F,Yes,China,Black,35.081704328153045,109.27540530945741,-80.55616504206817,42.20994912960539,C,E,A,1
Female,Veteran,US,Black,-127.6549273757634,89.48518246724045,-30.060751642012452,-145.31204431447338,C,C,D,1
Non-binary,Veteran,US,Black,111.34708615172137,-67.98744883310182,189.5693274098568,165.2112146380932,B,E,D,1
F,Yes,India,White,-154.1698607309825,-21.730555995486682,-116.34387533326493,100.01348342571961,E,A,B,0
M,No,China,Hispanic,57.13313741415153,79.12594648102242,0.3256267458047906,-70.42338313906518,D,B,A,0
M,Yes,Brazil,White,-0.7627588103503893,-39.6305053048071,-135.85701337821865,223.9114379125373,D,B,C,1
M,Veteran,Brazil,African American,-223.2083096043785,80.40832736559796,96.52820347406148,-237.36348784652677,B,E,D,0
M,Yes,China,Hispanic,-85.13583215268434,-52.10556668701179,-129.15295565481836,85.36646150450119,E,B,D,1
Male,Veteran,Other,Asian,189.6700741901764,-135.16949659603742,-11.775178960112106,86.67362612779593,C,C,C,1
Other,No,UK,White,-48.626313121890064,-171.16340077831248,-44.455092987091774,-37.312926065383714,E,C,E,1
Male,No,Germany,Black,-213.13581160750047,135.24028638078812,-133.8886137610786,30.46416380751819,B,A,B,0
Other,No,India,Hispanic,-97.9058037380138,54.253287715438134,32.66226793330268,128.20940901284925,C,C,D,0
Male,Non-Veteran,Mexico,Black,-59.24611433668316,-37.47996679866954,68.8616411307844,-149.30712868224302,E,D,E,0
Female,Veteran,US,Other,-115.77234151751254,-21.575419109885317,-95.59532842424095,147.58963734215763,B,D,B,0
Female,Veteran,Mexico,Hispanic,-20.698003985831097,0.7223449773129833,65.70078699311065,-34.51103887868182,E,C,C,0
F,No,Other,Hispanic,-14.25350187980764,-24.53369141653122,137.23391110065202,-196.43934314739917,E,A,B,0
Other,Yes,US,Asian,9.910931875765659,-94.54092467447487,-70.78201301571413,-0.6603191322673228,B,C,D,0
Other,No,China,White,97.94225511687692,65.5569002775625,31.93393202041343,-12.536756698491708,C,B,C,1
M,No,Other,Hispanic,-55.13442814430899,-77.09701963302935,42.175277272438215,-86.59178322314814,C,C,B,1
F,Non-Veteran,Mexico,Other,115.46758282212903,159.91291530027735,-122.38926818482456,-13.267050421676968,A,A,A,0
Non-binary,Yes,India,Hispanic,-260.5470993222513,-152.30161633137743,-29.862601131037593,23.938711207829986,D,A,A,1
Female,No,Brazil,Black,-33.02460797453597,-12.06530918091158,-12.223238878953016,5.811917375618853,B,B,A,0
F,Non-Veteran,Germany,Asian,57.07829801424251,27.09963219652549,146.0459087610431,71.14671563062906,A,B,B,0
Other,Veteran,Mexico,White,-267.3707106334794,-24.700847100304944,284.8148856443058,-65.34407271557842,B,E,A,1
Female,Veteran,China,African American,-57.124918706483754,-7.062976944145752,-9.64568364336113,-109.82189085060203,E,A,E,0
Male,Yes,Germany,Asian,23.122762092560265,124.44100985210851,-47.387666258503586,244.62176769583292,D,A,B,0
F,Non-Veteran,Mexico,Hispanic,-127.27486353476954,5.942206345612188,21.62096875663538,5.366781247707014,B,E,E,1
M,Non-Veteran,China,Other,-69.00885440739364,67.66798675914846,98.20249201421606,-103.14855610110887,E,B,A,0
Male,No,US,Hispanic,84.76373002853401,110.11886810144327,148.57617967969628,81.570503678888,B,D,B,1
Non-binary,Veteran,UK,Black,16.92209573435509,77.88616166037072,-58.33230247165291,237.4265780636366,C,B,E,1
Female,Yes,Mexico,Black,-190.7565471431901,103.42944749512093,26.64521761897069,-144.36589346344715,C,A,D,0
F,Non-Veteran,UK,Black,-172.56828749552884,-129.91858433181253,-37.776194797820544,11.468847089993591,C,B,D,0
M,Veteran,China,Black,-81.15019090439066,33.95984947288003,104.73870561141982,-121.61388188574402,E,E,C,0
Non-binary,Non-Veteran,India,Hispanic,-33.79290750748748,-7.243432234586216,8.158445126951834,-68.58529189211599,D,D,A,1
Other,Veteran,Germany,Black,-73.34159780400708,-46.20453551081821,-130.8557024563069,-121.86591508952714,C,C,B,1
Other,Yes,China,African American,39.082940095166656,-184.78814502415878,19.27917110101043,-6.845458942498057,D,A,C,0
Female,Veteran,Other,Hispanic,-47.42616732591556,-81.30110634380185,77.08448042544217,-198.9549761990283,C,E,E,0
Other,No,Other,Other,-96.14796290997995,17.61603627496648,144.7511808895896,-74.39521607087903,A,D,D,1
F,Yes,US,Asian,23.081819331558318,-134.7381341597813,85.07829740553808,111.94786685365948,D,B,E,1
Non-binary,Non-Veteran,India,African American,51.115409830383584,-171.40562220573426,29.816093443221337,140.46803528192822,A,C,C,1
M,Non-Veteran,UK,White,156.83536120153155,-181.8987398788958,111.108917615508,68.70575480775345,A,B,E,0
Male,Non-Veteran,Other,Hispanic,64.25575812637922,21.51151791706221,-70.26138408525946,36.64586225172328,C,D,D,0
M,Veteran,China,Other,-66.22081491781664,29.900828886606213,-80.73013303426511,59.01156884411978,E,A,D,1
F,No,Mexico,Other,-73.37613210673555,47.26684706229035,-89.5471841536996,179.8786201777754,A,C,B,1
F,Yes,Brazil,White,-50.941533288877,-129.87445778078524,111.82387818428955,-90.95100679508087,A,B,B,0
Female,No,UK,Hispanic,-289.80687562701024,-68.35768655036419,-116.9644265245944,276.81458486012093,A,C,A,0
Non-binary,Veteran,Brazil,Hispanic,-143.918591329322,-160.3803076278486,-92.6542799859111,-18.173125790795964,C,E,B,1
Female,Veteran,Mexico,Asian,-122.49537913508549,48.936707529529414,-277.07063995145177,-47.573348581499076,D,A,B,0
Other,Yes,Brazil,Hispanic,-87.02697870195932,-64.82489198316247,-86.35057087074233,196.62855361400202,E,E,E,0
Male,Yes,Germany,Other,93.8951733832549,-86.58620262935119,131.52140592336167,-126.56201180835373,E,A,B,0
Male,Yes,India,White,19.967303738834865,193.56334625232867,31.79506309949605,-75.058068122674,D,C,C,0
M,Yes,Mexico,African American,-2.0785606225254862,9.410182114675267,-25.016737180107825,-39.379510389718604,A,D,B,1
Non-binary,Yes,Germany,Black,36.785677360193745,-75.96444491144256,91.92764768834199,-243.4509139477856,C,B,A,0
Other,No,Other,Hispanic,15.683882109982827,65.97191543182048,34.00745090633398,-2.2689682110186187,E,B,E,1
Male,No,Germany,Asian,132.94482907655524,-32.39704019956334,-165.00087872383733,-81.90568871984765,C,C,A,0
Non-binary,Yes,Brazil,African American,-41.00611484041822,103.64813911052899,35.03392638753634,-169.30811275244858,C,B,D,1
F,Veteran,Brazil,Asian,16.61215678270665,59.193618010378756,-78.45318994007519,164.16235767875614,D,E,B,0
Male,Veteran,Mexico,White,79.29167979562308,-25.77269987896481,-152.1707012436359,40.37044626284691,B,E,E,1
Non-binary,Non-Veteran,India,Black,-14.10339143552895,103.95225728634678,-147.675300323814,-208.58513796481333,C,D,A,0
Non-binary,Non-Veteran,India,Other,99.19137183464503,94.78345560867069,118.62050461618911,158.22769006528767,A,D,E,0
Other,No,India,African American,-5.618540538008678,119.47131652697584,60.19647129078718,-61.91747417654672,D,A,B,0
F,No,Mexico,Hispanic,36.91787125834032,72.01633045041356,-244.57146431527326,-137.06477563309664,A,B,E,0
F,Yes,India,White,82.07834961416036,-54.151083456136305,146.00294796680996,58.03009892766905,C,D,A,0
F,No,Germany,Hispanic,73.07487210953231,-63.1284139387762,40.58171745396112,100.06938580669733,A,C,B,1
Other,Yes,Germany,Other,-131.70819641840984,208.7636161765331,136.10787051274954,-83.30342216749587,C,D,E,1
Male,No,Mexico,White,35.14469114418059,122.98366319394407,-35.12781991339007,3.934313528068434,E,A,C,1
Female,No,India,Other,50.217692549364926,117.03609104904864,-245.654272811208,44.199517008240605,D,E,B,0
Other,Non-Veteran,China,Black,8.768623036825128,-234.3865302961748,45.24080979212815,82.47311918206066,B,C,C,1
Female,Non-Veteran,Germany,Asian,60.393563080817344,-47.13808594707673,-36.942602288655536,71.8697624633214,E,A,A,1
Other,No,Other,Other,83.96686606310897,100.54555532625935,-64.90149157800076,-163.17954522567356,C,C,E,1
Female,Veteran,UK,White,20.672079968727676,113.81020034984928,120.26303974454532,-114.60327093208427,E,A,A,0
F,Veteran,US,Hispanic,-57.261858718509515,-9.937634242387952,-26.590624368585676,-1.6124777094296567,E,E,E,0
Non-binary,Veteran,China,White,27.571777778677742,-169.57037587484604,-56.94658363641983,-80.88427335982368,B,B,E,0
Non-binary,Veteran,Other,Asian,105.88553076689603,35.12206737985486,-30.774186697521493,-108.20525491647062,B,A,D,1
Female,Yes,China,Asian,42.54714282180631,-43.25064904729533,167.9861471876161,-37.03774705037477,E,E,A,1
F,No,Other,Black,59.512822195233596,24.639225382644874,87.14489255623961,-118.1966620935495,C,C,D,0
F,Non-Veteran,Mexico,African American,73.88015580215142,-56.75548846306215,151.92927532248885,53.99589983191323,E,B,A,0
F,Non-Veteran,US,Other,-39.88300810324808,-84.04868829838853,7.394668681233309,11.655822838267008,E,D,C,0
Other,Yes,India,Other,-24.755685311319418,113.53298804094933,-49.96707312935908,-22.761893523760108,E,E,C,0
F,Veteran,UK,Other,76.22937209768128,-54.79785310725899,-132.11190047174915,110.13546802800118,C,D,E,1
Other,Yes,UK,Asian,113.28715108172003,-43.62040732845125,1.3033176746663868,-57.07654284712754,C,E,D,1
Female,Veteran,China,Other,-37.30343879828942,41.397539421455136,126.57888796887032,-98.14192938885732,C,A,B,1
M,No,UK,African American,183.35026891236632,-49.10660309182938,-35.53172592444308,-81.80985032664925,E,E,A,0
Non-binary,Yes,Other,White,36.521363692755195,5.493738501287796,49.75162381375185,212.91487686020253,A,E,C,1
Female,No,India,Asian,94.87335576849463,-145.24859489895024,-56.523426832968084,119.89442608799972,C,D,D,0
Female,Non-Veteran,India,White,-143.49446079211688,209.50754380508005,19.332802721521983,22.45767882217726,B,D,B,0
M,Non-Veteran,Germany,Asian,101.02198415546437,66.57549273093166,45.89153748012031,-13.72327689551939,B,A,D,0
Female,Yes,Other,African American,108.4132330581188,139.85045832794935,-91.43231032180712,5.417990128500771,E,A,D,0
Female,Yes,Germany,Other,209.7136333918881,-113.81426341217585,74.31520734874073,15.869509784327407,C,E,B,1
M,Non-Veteran,US,Hispanic,34.32210271472801,-10.783155063391867,-16.957209607184257,-105.79693362496027,B,C,E,0
Female,Veteran,Germany,Asian,-74.98752804641607,75.1853538137645,-35.21163389507948,58.98828697196411,E,D,C,1
M,Yes,India,White,-30.540626498456525,-39.02728888209654,80.75963605767053,-9.368123430936308,D,B,E,0
Non-binary,Non-Veteran,UK,African American,90.90697807955198,-60.16755797710588,51.505224659050256,3.5754874279659474,A,D,D,0
Non-binary,No,Other,Asian,-49.96829502321113,25.904138611319688,27.80114620408781,30.841478169608006,C,B,C,1
Other,No,UK,Hispanic,110.49059222621287,36.59088781154473,139.1391471248947,38.49675794257911,C,E,E,0
Female,Non-Veteran,India,Hispanic,34.82832558675539,27.169415869451583,-90.19091429350824,44.274678096072385,C,E,E,1
Female,No,Brazil,Hispanic,58.33549850859684,-29.574525112699202,-94.01082901016952,-93.92812895905395,A,D,E,1
Other,Yes,UK,African American,-248.20430584737298,-34.73193793272951,83.64229426076825,-75.25230778896082,E,E,B,1
F,Veteran,Brazil,African American,29.146748610599005,-37.18063233824988,149.41783947196544,48.03550493682754,B,C,E,1
Female,Yes,Other,White,53.3470361859417,140.73760098372037,23.460404802980587,-61.02802541055642,A,D,B,0
M,Non-Veteran,India,Other,-63.46143582207543,-7.589971325309573,-165.49791899306118,37.01084487135949,A,D,D,1
Other,No,Other,Asian,76.62922709758455,55.209732960651436,29.562881625901692,-53.54997531649681,D,B,E,0
M,No,US,Hispanic,231.63793844183732,6.625121451698066,219.4229706998589,176.4308093836146,C,E,C,1
F,Veteran,China,Asian,-111.27623673251597,-107.06008085584624,-70.25838691738768,36.038362070130844,D,D,E,1
