age,religious_affiliation,civil_status,genero,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
32,None,Widowed,Male,D,49.464240102375626,C,C,A,104.9824578397186,A,1
74,Buddhist,Divorced,Female,B,-157.2500277785719,E,D,C,0.6359006671655179,C,0
28,Other,Married,Non-binary,C,-42.60164965061062,E,E,C,-27.335060125973005,D,0
31,Muslim,Married,Female,B,124.40416912040102,B,E,D,133.80450706825965,E,0
51,Christian,Divorced,Female,D,-62.443597402239014,E,B,A,-22.471698178580862,B,0
25,Muslim,Divorced,Other,A,206.57158508175172,A,E,B,-73.06880845830541,B,1
69,Muslim,Widowed,Non-binary,C,3.59636182337031,C,B,A,-202.05613740380147,C,0
25,Jewish,Married,Male,E,-96.47185820605712,E,D,A,12.115596705393571,C,0
20,Christian,Divorced,F,D,-2.810502840771554,E,E,A,-37.01501786887944,A,0
77,Muslim,Divorced,Female,D,152.4211321127427,A,B,B,106.5312824962951,E,0
88,Christian,Married,Other,D,-109.38645427917008,A,B,D,4.862319481530273,A,1
81,Other,Single,Non-binary,D,-192.934596850621,A,A,E,-33.63176435068399,D,1
92,Other,Divorced,M,E,125.02386553838501,D,D,E,108.75502225996927,D,0
60,Other,Divorced,Non-binary,E,-37.092522654039975,A,B,A,60.934390212263835,E,1
36,Muslim,Married,Male,C,-131.00179748352906,A,B,A,71.95564972356571,E,0
67,Buddhist,Divorced,F,C,-36.10096826444042,B,A,A,-85.77524720501157,E,1
37,Hindu,Married,M,D,95.65183145918179,B,A,C,-236.46801454044376,D,0
69,None,Single,F,C,-47.981495794687135,D,E,D,9.97810535373666,B,0
86,Other,Widowed,Non-binary,E,-173.25428518693872,B,B,C,-18.099047649487584,E,0
63,Christian,Divorced,Non-binary,A,115.01031163644416,B,C,E,-95.57809853816218,E,1
55,Christian,Widowed,M,B,20.73769430637378,A,B,C,-110.52964627302622,C,0
52,None,Divorced,Male,E,59.76253821500729,C,C,D,-30.25193687086435,B,0
56,Buddhist,Single,Female,A,65.86869611688955,A,B,C,-108.6586642081551,E,0
56,Jewish,Divorced,Male,E,-76.78499010403912,E,D,E,73.52187005881339,B,1
64,Other,Single,Other,B,53.995228973027274,A,B,C,-13.999133127605518,C,1
56,None,Single,Non-binary,D,-85.11474078507287,E,E,B,-140.74015312519603,B,0
46,Buddhist,Widowed,Female,C,-18.658510625800382,D,A,C,-93.5222661633634,D,1
41,None,Widowed,Non-binary,E,-142.60326151623542,C,E,D,-86.3284932120072,C,0
77,None,Divorced,Other,B,58.22204981995694,A,A,C,311.459966735759,A,0
54,None,Single,Male,E,-72.18486141348194,D,A,A,-204.9278907537178,B,1
20,Buddhist,Widowed,Non-binary,A,-163.6441898130981,B,C,B,11.065186752903166,B,1
51,Jewish,Single,Other,B,98.32995383089195,D,E,E,-100.09808595986325,E,0
85,Christian,Single,Other,D,81.19087363096008,B,E,B,-12.412485489876794,E,1
68,Muslim,Married,Other,B,-144.9000786445088,C,E,D,122.73390629594223,A,0
94,Other,Divorced,Non-binary,A,75.69857687267542,D,D,C,16.554972832971735,A,1
33,Buddhist,Married,Non-binary,B,106.97141401601658,A,E,D,-8.441506298467512,E,0
27,Jewish,Single,Female,C,-12.513390892870405,A,B,A,62.39495734683923,C,0
51,Other,Widowed,Non-binary,D,-49.571182800414284,E,C,D,27.87692936041194,B,0
74,Hindu,Single,Other,A,19.046807856225527,B,C,C,-109.69507421492793,D,0
85,Muslim,Widowed,M,A,-5.962590031817126,A,B,E,49.914304297364474,E,0
97,None,Married,Female,B,45.33990086579071,C,C,B,-85.97360072160608,E,0
98,Hindu,Divorced,Non-binary,B,24.009290840781308,D,B,D,-117.78263561871279,C,1
87,Muslim,Divorced,F,A,-65.11877915738695,A,D,E,-32.46667201138351,E,1
69,Muslim,Divorced,Female,C,-8.568242335991236,C,D,D,-27.140611590518493,C,0
82,Muslim,Married,F,C,-38.99734739451138,A,A,B,-11.78958710152415,A,0
52,Jewish,Divorced,Non-binary,C,-69.0266081894969,C,D,A,96.91752376983331,D,1
42,Muslim,Widowed,Male,E,64.33629295954373,A,E,C,258.1266656700621,A,0
50,Jewish,Married,M,C,110.3157514468321,D,D,D,44.22704802184755,C,1
73,Other,Widowed,Non-binary,B,147.14468388864103,C,E,C,48.5329534110925,D,0
49,Muslim,Divorced,M,A,155.83958551466742,B,C,C,17.569916751233112,E,0
43,None,Single,Male,A,-298.41952432501347,E,C,E,137.93368796811862,B,0
66,Other,Divorced,M,C,-4.170691836406424,C,B,E,180.5343153622504,A,1
35,Muslim,Married,Non-binary,D,69.55100169983966,D,C,E,-15.360868916051244,E,0
40,Christian,Single,M,C,12.241118793342281,A,C,B,-1.119491180802527,C,1
63,Other,Divorced,Non-binary,B,116.10274460257828,C,A,A,-19.824160477543376,A,1
62,Buddhist,Widowed,F,A,-266.8108461419768,A,E,E,-77.28498211117899,E,0
61,Jewish,Divorced,Other,A,100.52066079645681,B,C,B,69.91789144096079,E,1
23,None,Single,Female,E,-29.45109904016725,B,A,C,326.9886398478867,C,0
87,None,Widowed,Female,D,101.43761727229497,E,B,A,107.0235015081474,D,1
72,None,Widowed,Male,B,41.56162922388019,C,C,E,39.20615978580826,E,1
29,Christian,Married,M,A,15.156205859699856,A,A,E,94.94181840639502,D,0
45,None,Divorced,F,C,138.0891710117004,B,C,E,-109.54852965674652,C,0
39,Buddhist,Widowed,Non-binary,A,-78.93267331384443,C,C,A,-109.22872318522504,D,0
38,Hindu,Married,Non-binary,A,-79.01444788506953,A,B,D,42.27613459564176,E,1
42,None,Married,M,E,-54.71147356531849,D,E,A,50.46719200867571,D,1
47,Muslim,Widowed,F,C,46.97021939255628,A,E,C,-121.70619896453347,D,1
18,Hindu,Single,Female,C,67.10544567620967,D,E,A,95.43533879004066,A,1
52,None,Widowed,Non-binary,C,-55.14525512030703,B,D,A,92.64885877829784,C,1
37,Jewish,Widowed,Non-binary,E,-80.867840543941,B,B,E,-165.33191097812013,C,0
81,Buddhist,Widowed,M,C,77.68891634152709,C,D,C,-48.071555386952944,B,1
77,Muslim,Widowed,F,D,-142.43503523120685,C,C,C,1.634244118354963,C,1
62,Buddhist,Divorced,Male,D,32.345028697128335,E,D,D,-22.00880425938777,C,0
92,Buddhist,Married,M,C,172.19558392496538,B,B,A,-58.831070569450475,A,1
44,Other,Divorced,Female,D,-76.03948040525916,C,E,E,102.96580316541413,D,1
36,Jewish,Divorced,Female,A,-133.63151212981205,A,D,D,-25.01409988274362,B,1
59,Christian,Widowed,F,A,-73.97135638428513,B,A,A,-73.47066563052414,A,1
46,Other,Single,Non-binary,C,133.87681986976148,E,B,D,113.62821199103546,A,0
31,Buddhist,Single,Other,A,-10.59104241866118,E,C,C,-3.5393336691681,E,1
68,Muslim,Widowed,M,C,94.22421205245737,D,E,B,5.108111956832777,A,1
42,None,Married,Female,B,-55.5336046124576,A,D,E,-94.71520355557408,B,0
86,Christian,Widowed,F,A,-100.79843893727161,A,D,A,-213.1905921596436,C,0
67,Muslim,Single,Other,A,40.907063851011536,A,E,A,-53.29246635273034,B,1
89,None,Single,Male,D,-80.84648508406099,B,C,B,-0.006263796980241922,D,1
19,Jewish,Divorced,Non-binary,A,-98.8330755565459,A,B,C,21.80184351648751,B,0
23,Muslim,Single,Male,D,24.39559820300917,C,E,B,20.136782287612615,A,1
91,Hindu,Married,Non-binary,C,-85.42919119837087,C,C,C,98.22418678570335,E,0
62,Jewish,Divorced,Other,A,-52.684296692940535,C,E,C,77.43130277765859,C,0
51,Christian,Single,Male,A,4.24096961405807,B,C,D,93.27937032630955,B,0
88,Other,Married,M,D,-30.32261527351058,D,B,B,56.75478597830376,D,1
62,Muslim,Single,F,E,-16.078434598511716,C,C,B,-20.681596065634675,B,1
58,Buddhist,Single,F,C,17.43598957392468,D,A,E,91.81975375901263,A,0
86,Christian,Widowed,Male,E,-131.45548909747495,E,D,B,2.520884680988698,B,1
94,Hindu,Single,Female,E,93.53460485181242,A,B,D,-48.359180918006594,C,1
80,Muslim,Divorced,Male,E,-107.77404712672532,E,D,C,69.12387842810986,C,1
30,Other,Divorced,M,B,-105.36679163630069,E,E,A,-49.42521084933589,B,0
19,Hindu,Widowed,Non-binary,B,-43.869118900746976,C,C,E,87.30843178574769,D,1
58,Hindu,Single,Female,E,-6.810207766937376,A,D,E,-207.18037096391555,E,1
19,Christian,Widowed,Non-binary,D,46.79806975234067,C,C,E,-36.12460548738795,C,0
62,Muslim,Married,Other,C,-154.3005666873586,D,A,C,-85.99840001271986,A,0
82,None,Married,M,C,86.34673533328363,B,D,B,-154.5054173348095,C,1
27,None,Single,Other,E,-53.77429115422735,D,C,C,-55.16205799011698,E,1
35,Other,Widowed,Male,D,50.467004184039375,B,B,C,-19.718893554384113,E,1
68,Jewish,Married,Other,A,74.57602980441584,B,A,A,0.6192983893946494,E,1
83,Muslim,Divorced,Non-binary,E,-36.507202596579866,D,C,A,137.2620277087971,D,1
27,Buddhist,Divorced,Male,E,34.891156966855405,B,D,A,-197.16140782424046,E,0
37,Jewish,Married,M,B,-123.4061084776281,C,A,A,-17.744869228871508,A,1
29,Buddhist,Married,Other,B,99.37359660311235,C,A,B,31.118295151195486,E,1
52,Christian,Married,Non-binary,C,46.6155400871456,A,D,E,45.03598242632584,D,0
39,Muslim,Single,Female,D,-15.068041205958979,B,E,D,-100.59600338784006,A,0
54,Christian,Divorced,M,A,-78.30875069211051,D,B,D,-30.132987450762716,A,1
80,Jewish,Married,Female,D,-76.4919132818257,E,C,B,21.963034286306186,E,1
80,Buddhist,Married,Other,D,63.813748074903785,A,C,E,-103.0289971913384,D,1
82,Other,Single,Female,A,37.719789779524056,E,D,E,51.73242973830816,E,1
90,Other,Widowed,Other,C,83.25414497315896,C,A,E,-98.17741197045697,D,0
74,Other,Widowed,Non-binary,E,-3.475447878617509,E,C,D,161.7620995638777,B,0
32,Buddhist,Widowed,Female,C,-69.07882943351666,B,D,A,-118.25111334809877,C,0
60,Muslim,Married,F,D,-33.55206978377664,A,B,A,-95.01082315355983,E,0
55,Other,Divorced,F,C,-29.00643098393696,D,D,C,58.258177961711,B,1
40,Jewish,Married,F,A,-38.20836792136746,E,C,A,163.62219302490152,D,1
30,Hindu,Single,Male,A,111.20273530607874,D,E,D,233.5753908312713,C,0
47,Buddhist,Widowed,F,E,-101.06042697449311,E,C,A,24.708889200299076,B,0
95,None,Married,Other,B,-28.070397085588166,E,B,B,-53.82171248503889,A,1
23,Buddhist,Single,Non-binary,D,52.76623465715014,A,E,A,-79.1157673138815,D,1
20,Muslim,Single,Non-binary,A,113.40458231816774,B,A,B,-55.35813790355256,E,0
52,Hindu,Divorced,Female,C,157.2816710155843,B,E,A,-14.959591003294506,D,1
26,None,Widowed,Female,D,161.38389582221373,E,D,E,23.18821044099842,D,0
50,Christian,Single,Female,C,-200.9990244774236,D,A,B,86.92633284231853,D,0
22,Jewish,Divorced,M,D,53.57474020269252,A,E,D,-55.52661694600191,C,0
79,Muslim,Married,F,D,125.02232529682573,A,A,B,-110.90160094187705,E,0
36,Hindu,Single,M,D,148.75067806412872,A,C,B,-0.1279563345493349,C,0
47,Hindu,Divorced,Non-binary,E,41.57722800075408,C,B,C,9.669018970472633,E,1
64,Jewish,Divorced,Male,E,-20.27353813703453,B,A,B,-161.1223924549599,A,0
52,Buddhist,Married,Non-binary,C,88.31694864686685,A,D,A,-104.8777251106096,C,0
73,Muslim,Married,F,E,39.09914826576891,B,B,A,140.7417411140249,E,0
86,Christian,Widowed,Female,A,2.8841988975213093,B,E,C,74.21678053662443,C,1
20,Jewish,Divorced,F,D,-38.437598467418596,E,C,D,148.130049705513,D,1
85,Muslim,Divorced,M,A,-122.12050986891465,D,D,C,-124.91076023356248,C,1
86,Hindu,Divorced,Non-binary,C,10.431742192850585,A,D,C,-43.78821715816916,C,1
18,Christian,Divorced,Non-binary,A,88.68214038867534,D,C,E,92.36350764120913,D,1
35,Other,Divorced,Other,A,-85.5530199611309,C,D,E,-86.10947974892245,E,1
88,None,Married,Other,A,-170.5991989993239,B,E,B,-55.622990477046066,D,0
38,Other,Widowed,Male,D,-209.9692351312984,C,C,C,-90.79002896426002,A,0
84,Christian,Divorced,Female,D,20.496443071067404,C,E,B,-9.267947834952421,B,1
93,Hindu,Divorced,F,E,14.826349723047846,B,D,D,62.185834416467735,C,0
29,Other,Single,Female,D,69.73938694431273,D,B,D,-39.428590593203175,D,0
89,Jewish,Single,Other,B,152.85491250184373,A,B,E,210.69337127571,D,1
28,Hindu,Widowed,M,C,-53.63103952975868,B,D,E,85.09757850285487,B,0
96,Jewish,Divorced,Male,C,39.61926852518648,C,E,E,25.995717945826897,E,0
48,Hindu,Married,Non-binary,A,-143.59085543115413,D,C,A,-34.76074499159329,B,1
48,Jewish,Widowed,Other,C,-211.63703045926266,D,D,D,146.19524724016006,B,0
45,Buddhist,Single,Male,B,135.27398348581,C,B,A,-186.1672498465356,E,1
72,Buddhist,Married,Female,A,-138.1681766415915,C,E,E,30.009725912070966,E,1
39,Hindu,Married,Female,E,165.4523904733041,A,B,A,-88.48807518402361,B,0
66,Buddhist,Widowed,Other,E,-35.300076480991606,C,A,A,-25.073227899473117,A,1
55,Hindu,Widowed,Female,B,73.43572385218961,C,C,A,-99.25616527297922,C,0
62,Buddhist,Widowed,M,E,-41.21612591994208,E,B,D,-84.27907937703411,A,1
72,Jewish,Married,Other,C,-155.44682335152396,C,E,E,84.5640391722689,B,1
96,Hindu,Single,Other,A,-91.83664945822335,D,E,B,299.42141732750133,D,0
64,Buddhist,Single,Male,D,73.35681307626834,A,C,C,122.54335669570287,A,0
54,Hindu,Divorced,Non-binary,A,25.645767544129015,B,E,B,42.520263539717384,B,0
30,Christian,Divorced,Male,A,-98.55851607820709,D,E,A,-168.59180927768858,B,0
98,Other,Widowed,F,B,4.875691675338074,E,E,B,49.20085830623659,A,0
45,Christian,Single,M,C,-36.395250637282,A,A,E,-120.67636202849114,A,0
25,Other,Divorced,M,A,120.02755432041529,E,B,E,-130.9439418887303,D,1
32,Other,Divorced,Other,A,-122.14713948156701,E,E,C,90.196128846155,B,0
61,Muslim,Widowed,Other,A,-29.24426787900611,E,A,E,89.20087720721145,D,1
42,Buddhist,Divorced,M,D,191.53737931621782,A,B,E,153.31966898773206,A,0
67,Buddhist,Single,Female,B,66.47644704432179,B,B,B,-57.224140816531666,A,0
27,None,Married,F,D,6.609807640802222,B,A,B,-57.67797920307179,B,1
74,Christian,Widowed,Other,A,99.27878592761556,C,C,E,-242.55426725414515,B,0
34,Other,Divorced,Non-binary,A,-66.40122837320564,C,D,B,-79.69934724640227,B,1
99,Buddhist,Single,M,E,-97.73997395570103,E,B,A,-22.308853361084452,A,1
38,Muslim,Married,F,D,-142.70407125421843,E,A,C,-50.806968118787,E,0
47,Christian,Single,Female,A,-4.172293496855669,A,B,B,28.752799132886587,D,0
24,Jewish,Single,Female,C,36.41233781589833,C,A,E,-159.8967519930407,E,0
42,Hindu,Single,F,B,86.8103127976069,E,E,C,10.784207554242228,C,0
71,None,Single,Female,B,-16.644850367518263,D,D,B,-208.76324477753778,D,1
77,Christian,Widowed,Other,C,-196.36090490607882,C,C,D,81.6294959486359,B,0
54,Hindu,Married,Other,A,-119.24310373714904,C,A,B,-165.96730524560414,C,1
79,Jewish,Widowed,Other,B,169.62400461268209,A,E,B,-139.9981869898076,C,0
45,Jewish,Married,M,D,-174.64727036067177,D,E,A,-158.96976655977238,E,0
84,Hindu,Single,F,A,-1.562932811860899,B,A,E,-127.1587004572706,E,0
72,Hindu,Single,F,A,-52.09264623910378,B,A,E,-75.50574757913134,C,1
98,Other,Widowed,Non-binary,A,-156.63033727712718,C,D,A,147.1062760915746,B,1
55,Jewish,Widowed,Other,E,76.13501317037439,B,A,A,-37.02099974114451,D,1
71,Buddhist,Married,Male,C,5.7227375322438165,E,C,E,-84.80868840518744,C,0
43,Jewish,Single,Non-binary,E,58.583140923072165,B,A,E,-73.79085382076684,E,0
59,Other,Widowed,Non-binary,D,120.6169713640944,E,C,D,-129.60307790220705,C,0
48,Hindu,Married,Non-binary,E,51.86818433424347,C,E,E,26.89197052555986,B,0
72,Buddhist,Married,Female,A,-57.23323540345704,D,D,D,140.59219725736142,C,0
46,Other,Divorced,Male,D,-199.2303858971968,B,A,A,-210.55663528231472,A,0
23,Muslim,Widowed,Non-binary,E,-3.692370580842904,B,C,A,45.84301208282016,A,0
26,Other,Divorced,F,E,-78.40990523785925,B,C,D,-203.97399747919619,C,1
93,None,Divorced,Male,A,7.988335348887017,A,A,B,13.937992243173403,B,1
97,Muslim,Divorced,Other,D,-64.11545078631727,A,D,A,149.5512019334145,D,1
47,Other,Divorced,Non-binary,E,36.74066471827877,A,C,C,309.6971429390007,E,1
63,Jewish,Widowed,M,E,17.71887468092442,E,E,D,-37.75599669038628,E,1
73,Other,Single,Female,D,-117.40789211350773,A,B,D,88.80617925758173,C,1
73,Other,Single,F,B,79.74049813232097,B,B,A,-68.65262778146429,D,0
96,Hindu,Married,Female,B,-66.29820991149018,D,A,B,176.70243703602867,B,0
29,Muslim,Widowed,F,D,77.64894315842746,C,D,E,-114.27609449272246,E,0
21,Christian,Single,Male,A,-65.45879403255995,A,E,E,-109.0717872985223,B,0
20,None,Married,Male,B,4.217916445500626,D,C,D,141.01754808595527,D,0
62,Buddhist,Widowed,Non-binary,A,37.09132321907299,C,D,B,-133.208698179106,A,0
75,Hindu,Single,F,D,-5.61801500296506,E,C,B,-103.60327588839478,D,1
39,Hindu,Married,F,C,183.5316042614096,B,C,A,124.71150859002131,D,1
37,Jewish,Divorced,Non-binary,D,-149.20706409283616,C,C,D,93.36552388323695,B,1
93,None,Divorced,Other,D,104.30832570512547,C,A,B,-144.55010766474533,B,1
65,Muslim,Widowed,M,E,-135.05871097493983,B,D,C,36.089972009831165,D,1
44,Other,Divorced,Other,E,92.1383743869132,C,C,E,70.62022777693032,B,1
68,Jewish,Divorced,Non-binary,B,-167.66163290865669,D,E,B,41.72290648929897,A,1
30,Jewish,Married,F,A,63.023573046855304,E,C,D,91.4553365333044,B,0
28,Buddhist,Widowed,Non-binary,E,11.378986365062913,E,C,B,-45.54317394583601,E,1
34,Hindu,Married,M,B,158.26450301009137,C,C,E,4.336515528169885,D,0
56,None,Widowed,M,C,-128.1566458119265,A,D,E,-21.40025488599424,E,0
29,Buddhist,Single,Female,A,-142.06939038444807,E,D,C,116.00468679608751,A,1
24,Other,Married,Male,A,160.5366419557816,B,C,A,-78.84889415398962,D,0
79,Buddhist,Divorced,M,D,-52.63027679469572,D,A,E,51.272484024829666,D,1
48,Christian,Married,F,E,131.36014316007348,E,C,B,29.42900326322765,D,1
96,Muslim,Single,Non-binary,E,-12.678960558988145,A,B,A,180.49668225264037,A,1
88,Buddhist,Widowed,M,E,-161.59846111126564,C,E,A,80.72880504187498,A,0
34,Other,Divorced,F,D,44.730775532148975,B,B,C,24.068782090043772,D,0
36,Other,Single,Female,C,-53.83843975822018,B,B,C,-129.596855328801,A,1
55,None,Widowed,M,A,156.61498627802226,E,E,B,14.02345712356014,C,0
99,None,Divorced,Male,D,-63.80504515019063,E,A,B,5.066024061237337,A,0
48,Muslim,Widowed,Male,D,-25.805772866142853,A,D,C,13.515311900496929,B,0
97,Jewish,Single,Female,A,-45.83116065234687,D,A,C,-16.163938523768145,D,1
59,Jewish,Divorced,Female,B,79.7892984074193,D,C,B,35.895475295685074,E,1
67,Buddhist,Married,Female,A,-258.4098905488179,D,C,D,-15.041597922684852,D,0
58,Muslim,Single,M,C,33.47509001426154,E,D,D,-119.48675439946994,C,0
30,None,Divorced,Male,C,-91.11597469493137,A,C,E,109.3819138177645,A,1
82,None,Divorced,Female,D,-122.24027936237742,A,D,B,-122.48872499390922,A,1
30,Buddhist,Divorced,Other,C,34.319914056317735,D,B,A,-12.381968978801275,B,1
55,Christian,Single,M,E,231.64744371544015,D,E,A,57.43418300246317,C,1
31,Buddhist,Widowed,Female,C,2.5279055580316188,D,D,B,-18.18603770357165,C,0
56,None,Single,Female,A,-80.41368804587196,C,C,A,-27.982630563194427,A,0
74,Hindu,Widowed,Male,C,107.16250120176633,C,B,B,89.11439018800435,B,1
42,Buddhist,Divorced,Non-binary,D,12.142493383728896,D,B,B,-58.24299099068321,B,1
48,Other,Single,Non-binary,E,-15.625848396855973,B,A,B,-50.24657133077201,B,1
38,Muslim,Married,M,A,68.22323282424718,B,E,C,17.75488392873591,A,1
48,None,Single,Non-binary,E,28.77158139927099,A,A,E,-141.23958538939812,A,1
49,Jewish,Divorced,Other,D,28.357430561561298,A,A,E,52.42928945443038,B,1
22,Other,Married,M,A,-129.5424202749544,E,C,A,-115.43631744223602,E,0
83,Christian,Widowed,M,A,-40.28178035930499,A,D,A,41.729327284562686,D,1
91,Hindu,Divorced,F,B,136.16372179971893,B,C,B,121.4252698118588,E,0
76,Other,Widowed,Other,B,111.21807924043212,C,D,C,-69.02314316892432,B,1
68,Muslim,Widowed,Other,C,-36.434755255442184,B,A,A,-5.298742539684488,A,0
49,Hindu,Married,Male,B,-12.160479049627178,D,D,A,92.3805776734651,D,1
80,Muslim,Married,F,A,-79.91076831202636,B,C,E,52.106472360284805,A,0
30,Christian,Single,Male,A,-34.61041919819955,A,A,C,-79.24886968746668,E,1
59,Muslim,Married,Other,B,-97.85658731883267,D,D,D,51.15576438677224,A,0
18,Other,Divorced,Other,D,-108.83740626985193,B,A,C,-68.60974762221527,C,0
84,Buddhist,Widowed,F,D,-55.652734468767186,E,B,B,-31.437229300327097,B,1
28,Christian,Married,Non-binary,E,-24.503745566254896,E,E,A,108.09969913992799,B,0
40,None,Married,Other,C,44.92469962307485,D,C,C,-109.15396264546548,A,0
37,None,Divorced,F,C,-31.05093378937371,E,A,A,-14.391319235955496,B,0
86,Jewish,Divorced,M,C,182.12185513713408,C,C,B,50.40087309333521,D,0
59,Jewish,Married,Male,D,-58.619714934000946,E,E,C,30.534804501404306,E,0
74,Muslim,Divorced,Other,A,53.363102721613906,B,B,C,-48.31006268825095,B,0
27,Hindu,Married,F,E,-19.119563940900512,D,B,A,-137.95569722462605,A,0
60,Jewish,Divorced,Male,E,9.421772161058763,A,D,B,36.37855646157746,C,1
78,Jewish,Married,Non-binary,E,49.97225721450789,E,C,B,-67.99433065418836,C,0
42,Buddhist,Divorced,Non-binary,A,29.345949174888286,B,E,D,22.69148983537219,D,0
67,None,Married,Male,B,-57.34454970942738,B,A,C,33.767123428012,B,0
97,None,Single,Non-binary,A,123.42611167656041,D,A,E,20.22077324544248,D,0
47,Muslim,Single,Female,C,77.06388911531805,E,E,D,-187.01330682230298,C,0
47,Buddhist,Married,Non-binary,B,-60.55827048410135,B,D,C,9.748549706750778,B,0
62,Christian,Married,Male,D,-53.145597176407456,E,B,C,-46.927932843652535,E,0
45,Jewish,Single,Other,A,-123.99328854538798,A,B,C,-179.93069540275383,B,1
28,Jewish,Married,Non-binary,B,-61.96791254111032,A,E,B,158.5695065767654,E,1
30,Buddhist,Single,F,E,-10.305281632344856,B,D,E,-89.48852362023135,A,0
74,None,Widowed,F,A,-46.04748899712611,D,A,E,88.76526356822214,B,1
68,Hindu,Divorced,Male,D,148.35115369553847,B,B,D,47.83025953195663,D,0
61,Buddhist,Single,F,A,62.04712794997088,E,A,D,27.969659799026697,E,1
50,Buddhist,Married,M,B,59.4002080496133,B,C,A,60.726764331398655,C,0
69,None,Single,M,C,-70.51671294385817,B,B,A,-23.045647393854708,A,0
18,Muslim,Single,Non-binary,C,72.83856688780654,B,B,D,51.34962345401092,E,1
90,Buddhist,Single,Non-binary,B,-1.2409778862988867,E,C,E,-54.13050331289193,C,0
24,None,Widowed,Male,A,7.427423267356151,D,A,D,-152.6938981885399,B,0
18,None,Divorced,Non-binary,B,-58.43177951955892,D,A,D,80.8214200473082,C,0
30,Christian,Married,F,C,82.38960962313799,D,C,A,-5.349084938652941,D,1
45,Christian,Widowed,Male,A,-169.80997733315692,A,B,E,-10.12125907304806,E,0
61,Hindu,Divorced,Non-binary,D,164.37126664521514,C,D,C,87.38345674623032,A,1
51,Christian,Single,Male,E,18.39654820529518,A,A,D,156.6778641496847,E,1
64,None,Single,Male,E,-110.77201097644497,C,C,B,89.34196652095491,D,1
85,Other,Widowed,Female,B,-110.33951748475121,D,A,C,140.31732973002192,A,0
35,Muslim,Widowed,Female,C,11.266845424118326,A,C,C,-113.19663808723213,B,1
96,Muslim,Single,M,A,-71.49430539280355,B,E,E,-9.696645728395197,C,0
90,Christian,Married,Other,E,218.69295548219046,A,D,D,-159.32285614786957,A,1
43,None,Single,Male,B,93.39577802070878,A,E,D,-142.45332964621846,C,0
51,Other,Married,M,D,-103.05031834652843,E,D,C,-41.28059769518859,A,0
52,Christian,Married,Other,A,13.154888480750618,D,D,A,-14.42383658698352,A,1
71,Jewish,Married,F,D,-119.609032014496,E,A,A,-84.55552949677525,B,0
73,Hindu,Widowed,M,B,96.4827526535787,A,E,D,266.5453303243394,B,0
37,None,Divorced,F,C,21.133165651679175,A,C,E,-129.5175212194483,C,0
98,Christian,Single,Female,D,21.031893455074485,E,C,A,-16.882291224469807,A,1
53,None,Married,Male,D,52.12389006512764,A,A,B,-30.489198846001436,D,1
18,Jewish,Widowed,Male,A,-89.97592990321533,C,D,E,4.480020678686081,B,0
74,None,Divorced,Other,B,170.9834561814665,A,B,D,8.434094256205839,B,0
34,Christian,Widowed,F,B,83.27805731331902,B,D,B,-126.66565292429841,C,0
46,Muslim,Single,Male,A,-25.50601933149053,B,A,E,-7.758365661966042,B,1
48,Buddhist,Married,Non-binary,B,19.308760586913735,D,B,D,169.25913720219492,E,0
21,Christian,Widowed,Other,D,-24.63310878826422,D,D,B,56.644671812463244,A,1
19,Christian,Single,Other,E,-122.42908345922605,D,A,E,-74.26622813993959,D,0
88,Muslim,Divorced,M,A,109.6501717646758,E,A,E,129.59789854595286,B,1
26,Hindu,Single,Non-binary,D,2.1269612299321476,D,B,E,60.98064695925686,C,1
51,Hindu,Divorced,Other,B,-42.69414668075066,D,C,B,127.88640794345854,B,0
92,Hindu,Married,Non-binary,B,96.21339824567639,D,B,C,28.312493648779714,E,0
71,Jewish,Single,Other,C,152.8889405093176,E,B,C,-5.96325288575087,B,1
91,Buddhist,Single,Non-binary,A,-20.7284090155591,C,A,A,107.09841919870702,B,1
97,Other,Married,Female,A,46.62204044359164,D,D,D,23.575756480742868,B,1
35,Muslim,Single,Female,D,-59.04336976270277,E,B,D,30.648166398521802,D,0
91,Hindu,Widowed,F,D,-55.175795495410526,E,A,D,-125.649038057949,C,1
54,Buddhist,Married,F,D,-121.05572579507759,C,A,A,87.19036944243031,B,1
41,Christian,Divorced,M,E,132.14419772678377,E,A,A,-170.38287673585023,E,1
62,Buddhist,Single,Non-binary,B,22.86186085431312,E,B,C,-24.094222329553407,A,0
85,Hindu,Married,Male,D,195.75436299804693,C,E,B,-4.701994996004363,D,1
78,Hindu,Single,M,E,-40.66409190510022,C,D,A,-66.43486192589964,E,0
56,Other,Single,Non-binary,D,-142.59753530756706,D,C,E,154.00875253290744,B,1
58,Christian,Single,Other,A,63.72777137201705,A,D,D,-25.648785302069022,D,1
93,Jewish,Widowed,Female,B,6.655669357366347,D,E,B,-188.5009749998777,D,1
19,Hindu,Single,Female,B,-54.30953008461905,B,C,A,51.450423463451976,B,0
81,Other,Single,Female,E,93.26502179415736,D,E,E,-75.57023710109762,D,0
67,None,Married,Male,E,-82.9797511184984,E,B,E,-23.014754408665826,E,1
34,Hindu,Divorced,Non-binary,B,-111.71220570462349,D,B,C,156.0365101477528,C,0
93,Other,Married,Non-binary,A,-60.28125780753248,C,C,E,71.65881506503416,B,0
57,None,Single,Non-binary,A,-87.64250774774845,C,A,A,-50.62798615078453,A,1
