disability,SEX,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
None,M,E,D,51.797843486493534,14.780877992593375,-87.69458643027599,D,E,D,C,-109.05178878549539,C,0
Mental,M,C,B,31.322645187301312,58.81320946707497,121.44648929665571,B,B,C,A,-63.35822278396683,B,0
None,F,C,A,-205.01854190236358,59.67611889162877,33.271313569691586,A,C,D,C,-133.58862801943562,A,0
Both,Male,B,A,137.04117382400432,183.64702134957872,23.084437416026923,C,A,E,A,-43.51392536351245,E,0
Physical,Non-binary,C,D,116.29279873321896,0.5241769512180358,63.988622493575456,D,A,A,D,-56.928939028659144,B,1
No,Female,A,E,39.48343842719509,41.91803806786464,-3.6716947393226493,A,B,E,C,-87.91804051083504,E,0
No,Male,A,A,7.598452059900724,306.6785742867879,-25.918119325327364,A,D,B,E,-48.924941028795075,E,1
Yes,Non-binary,E,B,-113.88365523765067,60.83153380187274,-114.36166072640577,D,A,A,B,-98.00047585627456,A,0
Physical,Female,E,E,70.67952563453696,-131.68198157360703,159.38233437481483,B,B,B,E,-169.95101868038483,A,0
Yes,Non-binary,D,E,29.46737490828945,10.413987449803814,79.27480860193184,C,D,E,A,92.38396449699934,D,0
No,Non-binary,E,C,-93.29579639437581,-44.12482836875728,-78.99110094251145,C,C,A,E,-76.93537357496062,D,1
Physical,Non-binary,B,D,-85.56973559546161,5.54019451292866,-132.08002053538627,A,E,E,A,-121.01581729092426,D,1
Yes,Female,B,B,32.24483881223307,-4.68805442465108,161.46780375208343,D,B,E,A,-20.006321883443174,B,0
No,F,C,B,79.17405113523164,-136.42044730134361,33.03825779970842,E,C,C,E,66.37362272258606,B,0
Physical,F,D,C,-2.6909694035721268,-137.0079912240918,55.44024218636719,C,C,E,D,164.201046792108,E,0
Yes,Non-binary,E,C,-173.5310583097527,113.70525499612663,40.90782298709005,E,B,E,E,58.59235410560386,D,0
Yes,Female,E,B,-29.14960138100425,-32.225711727171195,-55.07423671579652,D,D,A,C,-19.253709065996553,C,0
None,Non-binary,B,D,-86.8976923771898,-78.68700764318943,49.94955521597858,E,C,C,D,-23.778674374794242,B,1
Mental,F,D,D,-15.540171327396223,-93.00753955174763,-52.23940850676241,A,D,C,E,198.5882497793871,E,1
Physical,M,B,B,-51.34192007638566,-21.54279170687671,-3.093580912142773,D,C,C,D,-84.45332942584459,D,1
Yes,Male,E,C,106.2675636191609,-56.453195593409255,39.67986372162228,B,C,B,A,5.681366583053505,A,0
Yes,Non-binary,D,E,-119.47519013041057,89.26040507745576,-43.17635839423678,A,D,A,B,-152.50360675526065,E,1
Physical,F,E,B,-39.04354927148843,-92.16660666174225,3.1251485606397593,D,A,C,C,69.98568909809845,E,0
Physical,Male,A,A,-44.07349427042677,-190.36202055142004,-67.33101826836125,B,D,B,D,44.69644136987264,A,1
Mental,Non-binary,B,B,-133.76686786363084,6.064256747396696,67.37099987152939,B,C,A,E,-43.29702796611634,E,0
Both,F,B,D,73.53148742956397,-0.27202296761445,-102.86823553507483,B,E,E,C,-73.99596837331586,C,0
Both,Other,C,B,85.36677675856342,-11.723304717700259,183.6004770883067,D,D,A,B,13.476298283482146,A,1
No,M,C,B,-263.0045363064694,78.05247717086309,28.95931638548326,A,A,A,D,-130.0301597685729,C,0
No,Female,C,C,-17.319702574267048,59.91667648258028,41.08215097782908,E,D,A,B,-83.32682004917108,E,1
Physical,M,B,D,36.86459781761782,98.2097601030821,29.625514020141175,B,D,B,E,22.792743170684396,C,1
Mental,Non-binary,D,D,-46.61542806692114,48.21709059090489,-149.31157878802875,C,A,D,B,67.11275899156722,D,0
Mental,F,A,A,58.656334133847075,19.583198062974716,-84.92896560301313,C,A,D,A,22.82973385431223,B,0
No,F,C,C,-11.688699371341377,82.92088194752935,51.636398426826894,B,D,E,C,69.9399258305748,E,0
None,Other,A,E,87.91985308261093,151.31451478545702,-84.75518610060016,A,A,E,B,-80.79286881533015,A,1
Physical,Non-binary,C,E,111.48612908455038,-59.13842926960612,13.255026558251878,E,A,B,E,-104.41458556842026,A,1
Physical,Non-binary,C,D,119.71516838526333,-99.28281252415296,-13.277156479201437,E,D,E,B,8.41251827006294,B,0
Mental,F,B,E,154.4679231149711,-29.71213216277088,94.3803096161987,A,B,E,B,66.97656314682624,C,0
Physical,Male,C,A,-412.4346707018052,4.574369141928208,-10.748543001952932,E,C,A,C,-83.23193724725407,D,1
Physical,Male,B,E,-147.65183385963647,-97.05636264098305,-18.82567263913024,C,B,B,D,-3.407085660632737,B,1
Physical,Other,E,D,-129.99306874876387,-35.92936906785983,-204.72350158304766,D,C,B,E,-114.74988168091261,B,1
Mental,Non-binary,A,E,2.004957039614516,-93.84093564295006,23.64737217901867,E,D,E,A,107.17800724257775,B,1
Physical,Male,A,C,-207.93999715531424,-154.74241076155587,-162.82310380153447,A,E,A,E,-21.987031432532657,D,1
None,F,D,D,-50.23555141772287,179.1143270223898,41.548210003830505,B,D,D,B,-93.28323595335245,A,0
Both,Male,A,B,-174.82788212578734,-36.29172570739025,143.5278486660819,D,E,D,D,16.988150370198912,C,0
Physical,Non-binary,A,B,-53.44399209816927,62.24915190194298,19.284974453908994,E,A,A,A,-129.36098445522418,B,1
None,Female,D,D,-34.422958345687036,-64.67082868350568,-26.715761979787008,A,D,D,A,-87.20191193688292,C,0
Mental,F,E,D,16.21590853176756,124.16976906760414,-77.35195231742821,D,C,A,B,-6.203669388343941,C,1
No,F,C,D,-53.40703767761047,25.05540748761072,-143.71752899701104,A,B,A,E,-18.26652620295543,E,1
Both,Non-binary,D,C,-18.333968340261492,-105.58848442533176,-22.322399070035274,C,A,B,B,-7.330776366617972,E,1
Mental,Non-binary,C,E,89.98081212047587,-19.145373065644527,-86.78381441741904,D,A,B,A,47.76362917068384,B,1
No,Male,E,C,-118.48391573252133,-103.60485856024617,-15.7620943015753,A,D,A,A,200.41121538828622,E,1
Physical,F,E,D,149.3700846911729,-12.932589137971828,-68.19352291001508,A,E,C,A,-32.64352770964643,A,1
Both,Male,B,D,163.91274001365085,-86.76005071455724,-68.65176459670091,A,D,E,D,-136.92369553159972,D,0
Yes,Other,A,E,-33.377228898985244,7.533008145390991,120.54832133307949,B,B,E,A,-15.599390012015046,B,0
Physical,M,C,B,218.40028732049825,-29.79483735793692,-73.08023699342544,C,B,D,E,129.2848348552827,D,1
None,Non-binary,C,E,229.2470846779001,-3.7213277394039923,-77.86856891348393,C,C,E,D,-33.15804025374516,B,1
No,Female,C,A,-104.13267280894661,145.37238685076838,-107.8217727972144,A,D,E,E,-106.85429610725099,E,1
None,Female,C,E,131.2692663728047,4.597168727454564,-27.824314423569867,C,D,E,C,0.5389212347917226,C,1
No,Other,B,B,97.22463206673626,-104.28465093046523,97.10507669252053,D,B,D,A,147.7032993330244,E,0
Both,Female,D,D,14.997533720984766,-54.79684622905497,-95.67217362293839,C,B,A,D,-117.3043680744674,D,1
None,Other,C,D,122.30848557821852,-120.10435559686232,96.67054395105255,E,C,C,A,-11.054582613288593,E,0
No,M,A,D,237.2079983297531,9.082730889234343,210.8219814330401,C,A,A,B,-55.58148726878491,B,0
Mental,Female,E,E,-64.07319727344571,60.812555323550185,57.648355456692904,E,D,B,E,59.19819263185392,E,0
Mental,M,C,B,-4.132658115555957,-6.437121657607328,-42.43609183648394,A,E,C,C,-82.53824777902459,A,1
None,Female,B,E,-24.641508984159337,184.21526492974897,-111.2870458254967,C,A,C,E,-200.14267844686043,D,1
Physical,Female,B,E,-107.19224216682781,-180.73685873585248,8.933931956122056,D,B,E,B,274.26576792990653,C,0
Both,M,D,C,-52.2333348713681,105.67414619994786,-183.04487647327804,B,C,C,D,140.3252906525613,B,0
Yes,M,E,E,70.14045027275175,-98.4022798408471,15.591008052712397,B,E,D,D,64.64023194007478,C,1
Both,Other,C,C,151.3543374491902,-55.08420602647992,-180.74778783502302,C,A,C,A,-23.546547185126098,A,1
Mental,Non-binary,A,E,51.94165628659473,48.41891372487269,79.13135690532661,D,A,B,B,14.528345099078368,A,1
Mental,Male,E,E,-91.34371461729761,-108.6037693830678,-129.9423677732886,D,B,E,E,-226.64672728162026,D,0
No,Other,D,E,-8.300524021146023,121.4072502516699,-181.87532937564174,A,C,A,B,-38.01882795087913,A,1
Both,F,B,B,-45.81141459817319,162.67691936602057,-28.763150763014888,E,A,A,C,113.18923148218599,C,0
Mental,Male,D,B,-83.54798158259139,-105.32285740839644,113.96673112712375,D,E,D,A,-15.429743271098678,C,1
Yes,Non-binary,C,D,-3.1573781801073038,-16.924570523393566,-17.99082270781684,D,E,C,E,-136.55474046637735,C,1
No,Female,E,B,-0.2600850357244029,92.22121935390548,64.42628364401314,E,A,E,E,-101.02167819276644,A,0
Physical,Male,B,B,100.33352162300287,148.0416288299352,-36.88532736841544,E,E,B,B,79.5013745111452,B,1
No,Male,A,A,55.17240052605682,50.070051430784645,-12.692516316198954,E,C,E,E,26.785324716795927,C,1
None,Female,E,B,33.64438293184341,-43.25103133326819,256.36521459988137,B,D,B,E,-19.649407809896235,C,0
Both,Non-binary,D,A,-17.600673099137943,126.24520462073889,-76.54261702247648,C,C,B,A,30.442113637290408,D,1
Physical,Other,C,A,35.56119757789236,-93.85439873758965,-72.01830212034135,D,E,A,A,64.51354264740326,E,1
None,F,E,D,127.27381549434229,-42.9020118494522,36.554887040534034,C,E,D,C,-53.77845014223816,E,1
None,F,E,E,124.94528683168731,-21.665796007369824,67.95913439117756,A,B,E,D,-19.3184711182574,A,1
Yes,Other,E,D,49.629398785392546,-0.11155713734064843,68.05553754955565,D,D,C,E,-60.1834112807783,C,1
Yes,Male,B,B,45.7522233419154,-159.61079723414383,51.892989945712905,A,E,C,D,12.307805255792793,B,0
None,Male,D,C,99.77160707390252,99.64396152793833,82.1631722383686,D,A,A,C,-34.292311113488,E,1
No,Non-binary,D,D,-34.62632405936426,-1.9262661816512947,-115.61762475153401,A,B,B,C,89.10518496435103,C,1
Mental,Female,E,E,9.830534372208891,-136.14893045673557,-45.90528971313583,B,D,A,E,18.98051557443798,A,1
No,F,A,D,-46.08674440661871,-6.521695657214771,1.073621397045828,B,C,D,A,-57.57545237456863,A,0
Both,M,E,C,-139.6630702591379,-177.82153482178106,36.69755322899582,B,D,E,E,20.519321586853813,E,1
Mental,M,B,C,50.02121128076862,3.3192562117572226,98.29008464968683,C,D,A,D,-1.8167526078167486,A,1
No,Male,A,C,129.9282347339394,-25.340088553809785,84.68388311806876,A,B,C,E,145.6785060864387,E,1
None,Non-binary,C,B,-81.35558522801486,-52.02709683990793,-35.12850717974857,B,B,C,E,55.463520689477185,E,1
None,Other,D,B,99.64842788275003,-11.242617069465394,-62.955422314656005,D,E,B,A,-131.82712193291735,A,1
None,Female,B,A,14.122276884061415,-37.99670674814481,0.5357686465431729,D,B,D,D,-81.90182422225749,B,1
Both,Female,A,A,53.3551042290036,12.093163911750555,-226.12151248898624,B,C,B,D,0.10262666756688266,D,1
Yes,F,E,A,-25.851971840936066,-73.67620859948558,19.940746638810168,D,B,A,D,-121.40070052104288,C,1
Mental,Female,B,C,-28.018223422751348,-134.91717697376717,16.9477247219163,D,E,D,E,-118.65698025765205,D,0
Both,M,D,A,-99.79311328103948,66.84595211649592,36.770115564817104,A,B,C,E,132.16451216505124,B,0
Both,Male,E,B,103.9658654520205,60.659821294687745,155.26052420567436,C,A,A,A,71.82551433731285,A,1
Both,Female,D,B,-80.64132913101413,15.603422164710285,-2.2430852808885082,C,A,A,B,185.83322538000922,A,1
Physical,M,D,D,114.17969551157614,-5.570925932545794,-29.29188218401894,B,B,A,C,46.99052048800439,C,0
None,Non-binary,C,D,-191.81447028158064,-43.098275973643396,78.20698987894401,D,E,E,A,122.4294499079486,C,1
No,M,E,E,-7.906378463036068,64.94738193744362,141.74233505309198,D,A,C,A,68.37677002422765,D,1
None,F,C,B,11.169867056603374,-100.0073590745645,-106.46369818458147,E,E,D,D,-21.820829934074798,E,1
Yes,Other,B,D,-3.122526723826457,48.540391314766225,54.3649262853491,B,B,D,C,17.520281731289188,A,0
Physical,F,A,C,-41.00324313842516,136.152347998403,104.54327288752778,A,B,E,A,146.8593388738165,B,0
None,M,A,D,116.92187484094842,-48.809063847686595,30.252606618067734,D,A,C,B,79.70957778020421,C,1
Yes,Male,E,C,146.48522940461746,-43.947704476796474,108.87337832318735,D,A,C,D,75.92684795787092,B,0
Both,F,A,B,-6.873356164642996,74.18104828182868,209.25924033187954,B,D,C,C,227.9843646879413,C,1
Yes,Male,C,D,-140.66085386044597,123.58028700196542,111.86649280607281,D,E,C,B,40.850508941594406,A,0
No,Non-binary,B,C,12.002694014167806,138.09829759319942,-32.01608123824881,B,D,A,D,-25.88250683123335,C,1
No,Other,A,C,172.3847068201029,-53.126506026778145,51.74306493358565,C,D,E,C,38.196065805384,B,1
Yes,Female,E,A,-116.57868926891962,4.1698693906199225,-77.93663745041303,C,C,E,D,-64.33989994298642,D,1
No,Female,E,D,-52.86724532894909,-70.0384628071239,103.64752161280713,B,C,D,B,148.01474809901583,A,1
Yes,Non-binary,D,C,36.59447948505994,66.72366278408063,86.9260416936315,A,E,B,D,217.50514985816721,A,0
Yes,Non-binary,B,A,41.364813105481474,-40.01519128411255,30.04301263615642,A,C,E,E,-124.91898275803777,E,1
Both,Non-binary,B,C,-123.21134981512387,-37.922378744630656,15.139900706831463,B,E,E,E,-13.14537969564692,C,1
Both,Non-binary,B,A,180.89864154710924,-135.80798332491068,-127.19255459005822,E,B,C,B,44.841227416967406,A,1
Both,M,A,E,-101.80480514032656,-82.64677005631854,-13.858266054736431,B,D,C,B,59.21939033511986,C,0
Both,M,D,D,57.64189983136475,-62.69989179688275,-5.003523627973258,D,C,A,C,38.062424763691105,B,1
Yes,Male,E,C,-18.769565118433658,182.9393020556023,-274.75156707135386,B,B,A,C,74.43002297362504,C,1
Yes,F,D,C,30.24710375675625,-79.79842224054272,16.28514854905551,A,D,A,C,-12.009943866776963,B,1
Physical,Female,D,A,78.14013682110792,-21.846703213545062,56.86142664596975,A,D,A,E,127.84732684896896,C,0
None,F,B,A,-7.49348951073217,-54.56562296621039,236.07896191649934,C,B,A,D,-176.11749230199823,A,1
Both,Non-binary,A,B,-72.93805068363962,2.5379566807718654,-133.98391278325275,D,D,D,B,38.90768344693212,E,1
Physical,Female,C,D,180.93939575847602,150.63056720942714,-52.77176582849026,C,A,E,D,175.37530529263967,A,1
None,Female,B,A,158.01456736909992,121.09047327719496,-132.16631916053467,D,C,B,A,72.59268545533324,E,0
Physical,F,C,B,-1.6628760425310056,-16.53966505694047,59.125767274653185,C,D,D,A,157.0333675939665,D,1
Physical,M,C,A,-78.38001434654919,-8.270894743714612,37.59459523574143,D,B,C,D,97.36668882502993,C,0
Yes,Other,E,B,203.5585040982387,58.95981721699724,16.611082504640308,E,A,C,E,-1.2051006673927294,E,1
Mental,Non-binary,C,E,206.87772009273715,55.450876202366395,-136.44201278304655,A,E,A,B,161.4122933116903,A,0
Mental,Male,C,E,0.06764474770856697,128.9132183439172,-33.15089403977229,C,E,D,A,30.44652966284077,E,0
No,Non-binary,A,B,-12.131943487209856,-109.76125892875534,258.17893172420014,C,B,D,E,73.25354171853905,B,1
Physical,Male,C,D,-37.24738061406303,-149.75671684787596,-63.71710750283258,D,C,C,C,35.4714694576311,B,0
Mental,Male,E,E,56.592346501557564,-111.56325333512012,65.68968680732013,C,A,E,D,233.75591389454087,E,0
Mental,M,C,A,-174.03447094301717,-46.520290207428744,-96.81445366222123,D,A,A,E,-107.38682973587646,B,1
Mental,Non-binary,A,C,92.92243990675621,-57.902336501061036,139.13314901828656,D,B,D,D,126.95602109204336,C,0
Yes,F,D,D,-22.932611645364005,-98.28357760800726,174.44143085165703,E,B,A,B,-28.783475239135743,E,0
None,Female,C,B,-174.34461832929978,104.85931270280342,-140.10475357608553,C,B,C,C,66.63752833905568,E,0
Both,Other,D,D,100.91352262212541,93.68514018763395,-25.543043631563165,E,E,C,A,-21.752600766382045,A,1
Yes,Other,D,B,-130.43468027135393,208.0065897222446,65.29633536804273,B,A,C,C,13.004137111020993,B,0
Physical,Female,C,D,-206.55347654232185,-44.341953261316874,-90.7111913791726,A,E,A,B,35.83454243738833,A,0
Mental,M,B,C,-23.076504296491287,-64.67871663098143,80.98366444986091,D,A,A,E,-55.68394007037285,D,0
Yes,Male,B,E,112.9522833218374,-31.486490099289284,4.327121076534639,A,E,A,A,-68.4534237106444,C,1
Mental,Female,E,B,-3.8424176869338007,128.84585446347464,82.4719935178318,B,E,D,E,-29.374803510227654,E,0
Mental,M,E,A,73.58026881266258,112.25895476886664,21.229830633600955,B,E,D,E,-23.08167807352387,D,1
Physical,Other,D,A,238.98465571988106,81.50143712706037,-22.026024492474146,B,A,D,B,91.81900057395616,A,1
None,Male,D,B,-21.317158524260197,175.9187048154913,84.58135651595676,E,D,C,E,-143.22307969776332,A,1
Both,M,C,C,223.72750167285034,144.8008597716295,48.20094042655083,B,A,B,E,-71.6590712614971,B,0
No,Non-binary,E,E,25.888211286285095,-39.898352458383854,-61.75918947576984,E,A,A,D,14.213140019801546,C,0
Mental,M,A,C,-89.63147426650676,9.66757670881315,47.67865769830177,E,B,D,E,-73.53019277244525,D,1
Physical,Female,A,B,94.58773954302968,36.21343771276004,45.207855834101984,B,B,E,B,309.3928972200397,D,1
Mental,Other,A,B,-122.19855784305673,153.3235501154892,43.91785090337045,A,A,E,B,196.4905001046521,E,1
No,Male,B,B,-117.20610665225848,-59.90309201659111,141.78605063783618,E,D,A,D,-49.29754316626092,C,0
Yes,Female,B,B,-7.279282273555757,-31.45982343831612,-101.947788277854,D,E,D,A,25.2722914317242,D,0
Mental,Male,B,A,25.370929455239967,-203.29846404272033,95.34191428807407,E,B,D,E,206.51393357474635,A,0
Physical,Other,A,A,-50.16963631723264,-85.80571010646108,95.67714804819664,E,A,E,D,5.283604263789947,B,0
No,M,D,A,-48.645498807969446,1.0979001325753646,51.13248018537364,A,A,D,A,-119.98358292023626,B,1
No,Male,B,C,-62.10010859054953,-3.6913541880591345,52.09206474154022,D,B,E,C,-70.33734348340808,C,1
Physical,Non-binary,B,D,-80.49456579395127,-55.484567833443,-116.61572788171462,A,C,B,A,19.685731851412044,E,0
None,Other,D,A,197.4689110501669,-199.54150336539135,97.77379819557102,C,E,E,B,-186.23628189776014,D,0
Both,Female,E,A,116.57366725511199,44.30890346490675,-31.700408740242676,D,B,D,E,-252.0686149426378,B,1
Yes,Other,D,A,-131.6590098718442,68.60316431602418,67.58504657895625,D,E,A,D,48.376433180892086,D,0
Physical,Other,C,C,-86.7867721233861,-243.8185525001889,-234.4459008393682,B,C,D,A,-20.720252064899174,C,1
Physical,Male,E,E,-69.51596668745142,128.66506577628755,-15.154998994824599,C,A,B,A,61.7064438339494,B,0
None,Female,B,D,53.81485813359676,-71.32306878387097,-169.68029390853755,C,B,C,E,105.56305470491098,E,1
Yes,Non-binary,A,C,262.6333152160369,40.57587379137577,-75.097857521991,C,C,E,B,54.01239268727871,C,1
Mental,M,B,C,-73.0452702660544,-151.28987949910294,-69.77643996368302,E,B,D,D,165.13623721929326,B,0
No,Female,D,C,-25.253026679704842,-67.73887671013553,13.52841885331168,C,B,A,C,46.85827434281799,B,0
Both,Male,B,A,-70.45966633044777,248.95272170533192,-140.36235118671172,C,E,B,C,105.4332769778225,D,0
No,Non-binary,B,C,-156.75405008422584,14.10509635022989,118.84647186219517,D,B,C,E,78.9975417948976,D,1
No,M,D,E,-218.19692049953528,106.16791455489778,123.39585766273665,E,B,A,D,-112.8669311608854,C,1
Physical,M,D,D,-32.5335183860553,31.656848141993542,-50.11079774238524,C,D,C,C,-157.94113738094515,A,1
Mental,Other,E,C,-76.20441177736359,-90.36584368722497,-56.496758733827754,C,D,E,E,75.19520409462908,B,1
Mental,M,E,C,-33.12250668337229,-25.1357391032995,154.36070993157566,B,C,D,E,105.69601197181481,E,1
No,Male,A,A,100.03363260670726,-40.374978249001266,104.27864340142803,A,C,C,A,19.77794251586141,B,0
Yes,Other,D,C,15.507709269302037,88.38283412071654,-88.39790006709369,D,E,C,A,-21.109487795625174,E,0
None,Other,A,C,133.1924382264039,-1.6052417346875323,-83.15139073564076,D,A,E,A,-13.528166717967588,D,0
Yes,Female,B,D,80.97819950420777,-3.3960679071283995,86.09692083160527,C,C,B,B,-113.75920010236236,C,1
None,F,D,E,-43.30903413391365,-116.24685780155242,-180.16585078612454,E,A,D,C,-79.62587924177568,A,1
No,Female,E,E,-15.574568331799076,43.86880449275717,123.47266853087801,E,D,D,C,-135.6672910089499,A,1
Yes,Other,E,B,82.23258560341935,-80.39666727646882,-9.6683433143594,A,B,B,D,73.58788605304647,A,0
Yes,Non-binary,C,D,-50.88748920241378,88.45599061400515,-61.93921361999474,D,B,D,E,-92.66428991583231,C,0
Mental,Other,D,E,-132.56017836231126,131.26418936446183,-2.799922432958439,D,C,B,D,35.52110818846631,D,1
Mental,Male,B,C,34.43581013345433,26.573192189047703,-28.761562456393463,C,C,B,C,-236.82134209962103,B,0
Both,F,A,D,67.22121282491705,-89.05444116556157,61.1290942465451,D,A,C,D,-26.253907497968292,C,0
Yes,Male,A,E,69.75866845347115,-13.24756619092535,-65.62507783105809,E,C,D,C,-71.00403831382212,B,1
Mental,F,E,C,-82.1697562884929,221.1263888487724,37.252773103477075,A,D,B,B,-44.56479139425388,D,0
No,F,D,C,-41.407506176257115,-93.68383369634667,-144.9077380565438,A,D,B,E,-13.248099158973654,C,1
Mental,M,D,E,-32.34134988289411,59.061947655450076,3.3916947810055316,B,E,A,C,47.94061324944622,D,0
Yes,F,C,C,2.7626750510020144,44.86574744930237,12.666786806867671,C,D,C,E,122.60021197486375,A,0
Yes,Non-binary,B,C,-15.571299485313354,-25.38290389274164,-9.56855699667108,B,E,B,A,-106.1470629984431,E,0
Mental,Other,E,A,132.84314284598452,-111.67735451773466,17.66790961341335,A,B,B,E,-97.98091053833751,C,1
Mental,Male,E,E,-140.1052317601557,-69.45508923765343,-116.41730988440906,C,B,A,E,1.5404010255878253,D,0
No,Male,B,A,101.72518237488578,-40.08394093990076,151.68213358099257,D,D,A,E,-28.70011130068628,C,0
Mental,Non-binary,B,E,-57.39574447348467,149.4079290051593,-25.59583837660602,E,B,D,C,-66.21017171196519,C,0
Yes,M,D,A,11.928705926640168,-108.51283126645947,-76.92490283160033,B,D,A,A,93.09132569963538,C,1
No,Female,E,D,30.70824951087262,-171.687265864351,52.4734208559082,E,E,C,E,53.014873278225394,E,0
Mental,Other,D,E,64.4516295088868,-14.597866451069683,281.44743884807195,E,C,D,E,0.12477486003662262,C,0
Both,Non-binary,E,B,-149.85684986748876,64.58048309226695,66.92060154030682,A,A,E,B,-82.18926309823946,E,1
Physical,M,A,C,-20.73015232295414,101.69898629814634,-110.10394367891723,C,B,C,B,125.08947554335134,B,1
Physical,Male,D,B,-57.129067088648796,35.993367342220196,15.505816482527312,D,E,B,A,17.542050354040008,D,0
None,Non-binary,E,C,-88.38136631420471,41.82768421340284,11.009544327272124,D,A,A,D,-7.354455073659212,B,1
None,F,E,D,-101.76062673695189,-5.165763983647157,-10.355337863761745,C,D,D,D,-121.24030017269067,C,1
Both,M,A,B,-57.54173394431622,288.8296827021122,170.75672904036608,B,D,C,B,56.90952506040343,D,0
Both,Female,A,D,-12.908679707990704,108.19897467926873,-198.35038369018403,D,C,B,E,76.92625325646223,E,0
No,Male,E,E,-15.814977654350256,-10.606329381819208,-8.386199006992321,B,E,A,C,182.51610377604638,E,1
Mental,Male,C,E,-2.8172072151360172,74.66733054911505,-172.15728760299095,A,B,A,D,106.47498231727828,D,0
No,M,A,E,258.5909714535544,-1.2265705994811185,-37.2957608224693,C,E,C,E,-59.173974957353195,D,0
Both,F,A,C,-91.67304799979715,94.20543593798612,-66.79616189547102,C,B,E,E,-67.89240743382877,E,1
Mental,Non-binary,E,E,-55.26935417245694,136.44906455569244,-6.63884570780723,D,C,C,B,47.3010524286627,A,0
Mental,M,E,C,61.86312712752308,131.19049656491853,-63.30891724065365,D,B,D,A,-52.92627249746202,E,1
No,F,D,B,-92.26006532412777,-89.88596086156596,202.76099956607473,D,A,D,E,-161.8013704963734,E,1
Mental,Female,A,B,-14.508705426926616,119.3135134845784,-59.61022408892321,B,D,A,E,-40.8501429261487,A,0
No,Male,D,B,-22.088828291732117,98.08818574319913,71.04582945374902,A,B,C,E,27.71439645512198,E,1
Yes,Male,D,B,-9.331568015752973,9.741777725984194,-39.48840212423624,B,B,D,E,-109.20606664582102,A,1
Both,Other,D,B,92.46947217353643,110.2990732259114,-101.41700286533784,D,A,A,E,-212.71535684042067,E,0
Mental,Non-binary,A,D,81.96045386169148,-21.502160393573956,143.21970892058184,E,A,E,B,-23.922854493177244,C,1
Physical,Female,A,D,-48.6717622558963,91.20950685094175,79.849284017719,C,D,C,E,8.197234677103166,C,1
None,F,E,A,-162.1640042139968,142.28708581435927,-26.781481836986,C,A,C,A,17.92195023463644,D,1
Physical,Female,A,B,-66.18931119751578,-6.443482096399094,-60.01386932188228,B,E,D,C,-69.00350422828433,C,1
Physical,Non-binary,C,D,-42.75524715287952,-38.23252320359401,-50.37243072486459,D,A,B,C,-47.225915207959275,E,0
Mental,F,A,A,-41.82136459822582,-48.30006802355263,156.2032841577272,A,B,C,E,-121.0202713392189,D,0
No,Male,D,D,82.15835328836174,186.14949419059775,91.66530039879149,C,E,E,C,104.7499866209233,A,0
Mental,M,E,C,-74.07542063744991,63.37062803334378,115.72226401176937,D,E,A,C,96.49171958797817,A,1
None,Male,B,B,64.30778977038324,-124.83540660526667,-55.433801857495865,D,C,A,C,50.007435247267885,D,1
Mental,Other,B,C,-220.8590885446748,-61.184511941509115,-49.215512276979574,D,A,D,D,4.39949533320289,C,1
Mental,F,B,E,72.85843333950083,44.972051138757,-50.39887614022953,E,D,C,D,-101.87964327731618,B,0
No,Male,A,D,137.96582175584996,-30.456116348935215,86.39074862871303,C,C,C,E,124.42765174969861,E,0
Yes,M,A,A,121.0594792149335,-62.22723242066629,70.40677760338487,A,E,C,E,-29.992299890700497,D,1
Both,Other,B,A,-158.81321744833937,-133.6407282726008,-132.3855714822708,E,B,E,B,80.66429240087915,E,0
No,Other,C,E,-10.259747655236742,124.12161641881407,61.66375752136083,A,B,A,B,51.12770874710992,E,0
Both,Female,B,C,-39.981462804628634,-37.27214233427782,-71.83211917262055,C,C,A,B,-60.994536031067966,D,0
Mental,Female,C,A,50.124875748819655,66.48561461013243,89.16550687989971,C,E,D,A,-37.48701760064079,D,0
Yes,Male,A,E,102.39015515555356,51.98302595194701,18.22861556577958,D,A,B,B,-47.604139923923455,E,1
No,F,E,B,-33.30506132225861,47.23383762624545,-43.62968025325581,E,C,C,D,-99.55815819388502,A,1
Both,Male,E,B,-15.397104724160563,-30.038531806079742,-33.12833720787913,A,E,B,E,-41.48686553219598,D,1
No,F,B,C,114.8479832350219,-143.40819694240315,88.6915088826864,B,D,E,E,-3.694396343113188,D,1
Mental,Other,A,D,25.977913510079365,-37.641229591115014,85.6525499336493,E,C,D,A,-82.6885517345808,C,1
Yes,Male,C,B,-43.870140489050534,100.53701094518192,-111.07509206742276,B,C,E,C,-15.025678769393739,B,1
None,F,B,B,-152.98454608849005,-25.882013004509506,149.55224803569942,B,B,E,D,-295.5123721135961,C,0
Physical,F,A,B,83.15606609255498,-173.7871055499071,-62.11989421466778,C,A,B,E,-21.29516129902437,B,0
None,M,D,C,5.716194449083779,5.026603202540044,-28.118432414432842,D,D,A,D,-132.4525546866091,A,0
Mental,Female,B,D,-60.97335136580859,-27.76783671692095,-116.64094667526956,D,A,C,D,-45.38701026366089,D,1
None,Male,B,E,-94.68093031305564,-84.96914871327871,-81.57972117445085,D,E,D,B,52.578694434037324,D,0
