disabled,nationality,anos,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
Both,UK,73,-79.46566138496947,A,-74.02927885058564,D,16.342785615537412,B,0.21360952589644872,B,-130.44520246178942,117.93673602738879,1
Physical,Germany,53,-86.4806368744178,B,72.12256766603488,E,92.1424781768634,B,-62.14365376869468,D,231.99113438186063,-131.97086078481973,0
Yes,India,18,303.0421493359101,C,-28.989491933198224,A,42.88213997126476,D,13.796392586136982,E,-51.11730106329367,-109.06862363587638,1
No,India,90,-79.03906842123752,D,-77.52744196361232,E,240.4321382328114,D,-138.11722493191408,A,46.49208364580826,131.74335735763998,1
Yes,Brazil,59,10.99958158821939,A,-6.673542844905477,D,-113.51823845121642,E,106.77133993497333,D,-154.0003009285099,57.47719009387786,0
Mental,UK,81,149.50218935880332,B,121.48039721304771,A,67.52130413427557,A,-62.10160293387177,B,-15.619831493837482,63.969263801627655,0
Mental,India,97,-130.16664977217246,D,-31.189435453283902,D,98.12608736919955,A,43.78353913945438,D,133.5947530685041,91.8399025704714,1
Physical,Germany,72,-244.3197741337782,E,35.21108233152466,E,42.89122636557315,B,77.69780117669069,C,40.82495945356253,2.63504701996841,0
None,US,41,18.263525990813793,E,-149.00676515082316,E,-44.61605203666162,D,90.12030082217196,E,20.305503697568383,118.89003617362033,1
Physical,Mexico,71,-239.33042490318402,D,-61.86518638724371,B,-159.4060150782482,D,14.06719257020233,E,18.007246155574165,-21.554826950405488,1
No,Germany,56,-75.34973181808964,B,-180.08991655621526,D,-7.6427080470949855,C,-131.4208425448768,D,206.12879477372087,74.5976234959994,1
None,Brazil,61,-83.16876777616193,B,57.734840730377215,C,-180.6961104973201,C,-161.2284148613177,D,-72.4141981097019,-55.83813813271779,0
No,Mexico,68,-33.68921474320879,A,4.831824824583323,A,-65.2844763065278,D,131.4830408674491,E,60.194556674198566,25.112912082936706,1
None,Germany,81,101.49198835087032,C,23.99331397275172,D,3.0502399687455566,C,24.85409526825285,D,69.37694269433896,-99.41324692701414,0
Yes,China,93,56.199647636225414,D,-2.7421710673949176,E,2.863564243227037,C,48.598960696359825,E,-139.16346548636028,-53.10317747657734,1
Both,Germany,89,56.24046850742833,D,-79.48944796309108,D,196.58014132598333,E,8.729528404617703,A,80.99376816292015,10.259780680468165,1
Mental,Other,96,26.583912742789273,A,65.31438098597172,A,50.578437402315835,C,-163.49533920304378,D,-109.28283304580549,11.062391840371069,0
Both,China,67,-13.253620016655121,C,-12.376091852050905,B,-67.05842980461912,A,40.77925631131667,A,76.35029187716775,-140.11889102462095,1
No,Brazil,71,-71.34239778147551,A,-13.06447809022464,A,-80.06127947039074,C,-35.043110845856006,B,98.1449024478608,56.74210987316767,0
No,India,19,-102.39272215290325,D,74.95892566200824,D,114.8298235978129,E,121.8438035023132,E,67.63831790608512,136.19013829221313,0
Physical,Brazil,64,102.79502509189149,C,-99.7312107334551,A,32.65569956547897,B,39.320633620136064,C,256.03878712889895,-45.319444262459726,0
Yes,China,52,-83.25153221097139,A,-69.48578676626687,C,-35.802298245448576,E,-40.22089835067917,B,1.8030026142661706,16.413873141768935,0
Both,India,49,-7.418267338783288,C,109.48199025198262,E,97.46322748433042,D,3.837999684316991,B,-60.653633609317836,39.68082310139028,0
Yes,Mexico,89,-195.96201456514132,C,-68.65453738828178,C,209.45782523568704,C,85.79375769122198,E,-121.9499924757715,-235.1805261023809,1
Mental,Mexico,81,-19.381312318547476,E,147.1304275596774,B,97.11640796093124,C,-4.0585263302609835,B,117.299247349987,29.477773792786664,0
No,Mexico,48,70.38249485785687,A,58.77244764813315,D,-16.2778344414437,D,-87.45905207498963,E,19.671682892447063,-20.048089311100476,0
Yes,Brazil,70,124.23939296008632,E,-72.51638221629605,E,215.07478111802178,C,111.7840903108116,E,43.90552302095382,13.328241550629883,1
Both,Mexico,81,-47.284926899388786,A,-18.497142431813685,B,-0.5555815612700935,C,70.54990092874812,C,-62.47782316940958,-47.98410572680492,1
No,Germany,96,55.25359838896349,D,-84.71939576065928,C,112.69981259097923,B,-84.11585647861408,D,-128.0160739231636,34.37375227397133,0
Both,Other,58,82.31029292865446,B,-20.208978707314316,D,141.41904512364113,E,23.50095777964972,C,40.5697167763585,136.82757836180025,0
No,Germany,52,177.7783433900764,D,-4.674114262127806,B,15.696884340171586,D,-240.44540792789846,A,145.10775875621493,15.541932918932913,1
Both,Brazil,91,-94.77733023871345,E,41.304540847202766,D,52.8043190009676,E,-15.551068139177865,C,-58.5875380894064,93.51333782203035,1
Both,US,55,-109.34977525059412,C,107.54792037612685,A,-207.34077308500244,B,127.42510413444612,E,169.42287441821483,-84.75744374863709,0
Physical,Germany,74,-58.746575787243415,A,133.61653373351558,A,-117.4618026121903,B,36.80456046332465,B,-1.8476866912296237,-74.6342545150109,0
Physical,India,21,-0.6272499293390698,E,-46.087223066822546,D,107.30718863932952,C,-3.14198899472729,A,53.43109585584189,-8.985728955498272,1
Both,Brazil,74,159.07559880775378,B,56.817229152390226,A,4.865749947883906,D,-6.943583411851984,A,-1.1226024110642645,-64.6702774224462,1
Both,Mexico,82,53.530733291786284,E,222.27094893992225,B,33.25594734594024,B,-137.445902827023,C,-121.16395265286437,-112.09605398562567,1
Mental,Other,71,-75.37977823420434,B,-283.01206234084975,D,40.93457655970613,C,41.58389868716268,A,-83.33376431061457,-88.01310788340426,0
No,Mexico,37,172.81206330581318,E,54.710010617309734,C,27.719700426773024,D,37.87391960071857,E,-81.24073478877277,-61.488183629248574,1
Physical,Other,54,83.30969277883335,E,-153.17644711238742,A,-33.37317221330301,D,83.2819257685842,A,140.4522716979262,-66.87938613796751,0
Both,US,61,-104.97744010461089,C,-35.025464749063815,B,-63.13598882266841,E,88.06663959111442,B,-0.7364414479188086,16.11243867690859,1
No,China,72,54.86617092708522,E,31.15093169531261,D,-69.59403324415312,D,-16.11425481457777,A,-168.52646387535754,75.33459611428167,1
Both,UK,59,-74.55532857632477,B,121.10761052252019,D,86.62382523526256,D,-8.758143760523781,A,-70.88094883359547,-128.63710626902446,1
Physical,India,54,-141.0807675835664,C,-93.11499071438492,D,-45.185573950383066,D,136.07642028760648,D,-50.133995307429835,-83.26493731759973,1
Physical,US,68,16.045973342227345,A,86.49113635331354,C,95.5504064541275,C,133.63185236566437,A,38.795416455074985,-43.6116543342651,0
Physical,US,55,-73.27788318575826,C,96.03254223374344,D,-55.43730209797232,B,5.502577423948176,D,-196.57944141355347,18.246012757554546,0
Physical,Germany,47,64.82401227350985,C,47.20862680341714,C,-67.21950418181034,C,-35.395767220266535,E,66.71195078855267,7.277643909795072,0
Yes,Brazil,58,-152.043481967573,A,85.44442854660208,E,29.8253602773564,B,270.8125736381437,B,-84.23653175008465,32.16976032879549,0
No,Brazil,57,-1.0337779421487516,E,7.858488311592267,E,-107.51714537175303,D,73.70514138941988,A,-155.90544076528607,138.5442688298959,1
Mental,India,80,23.29114188644647,E,-13.799538968492268,A,-69.91533417426727,C,-54.04039635956518,B,45.6674525972452,43.83965219053665,0
Both,Brazil,74,-137.73083090153628,D,-84.08442339344575,D,61.85549894012928,B,161.59487126870812,C,126.13219737396186,148.04960271302264,0
Physical,Other,97,-49.399288470952904,B,49.25747217857921,C,93.22542921120167,C,40.64550824474453,E,-104.4301393049187,-39.52792617276277,0
Physical,Mexico,26,-18.386339825136407,D,159.19915217170322,D,-156.77414899014235,B,54.705842891047396,B,-154.67577059238698,-69.35863683865729,0
Yes,Mexico,94,-9.851049296307009,D,43.74675738098699,A,51.179658680126515,A,-8.175836287688206,A,-78.12076360848108,39.017607728659705,0
Both,US,81,-149.58085700659208,C,115.22911472429229,C,-119.34210250268653,A,1.7744631257833325,A,-174.11294108003568,-73.23922650092797,0
Physical,China,34,38.838433191572506,E,-77.72364937185188,C,-60.672245254175486,B,-56.60775836967918,C,-108.48682749713416,130.2905425925832,0
Physical,Brazil,76,-115.57206359235302,A,78.55894722665863,B,-104.87078287924858,B,140.64587023134558,C,62.16270405006921,-13.057684488733049,0
Mental,Mexico,95,-45.196976158595454,B,31.78434803928642,A,-18.2774159331465,E,-125.4588699477383,D,138.6626042614752,-12.19340672218138,1
Both,India,23,35.97424929756078,E,85.86756831553784,B,57.564728686373,C,-40.00608090103642,E,23.221229082046438,-139.48174978470473,1
Mental,Germany,27,-37.87873751630855,A,-13.882226656907177,A,121.79936639822645,C,58.51803592248622,E,-62.42118059343037,-168.99808459351726,1
Yes,Germany,36,15.388921440323697,C,-257.85803519332745,E,77.25251750704739,E,165.61744026929958,A,157.39101215124458,-25.27950845025042,1
Physical,China,77,-59.09150501885232,D,-48.93257602927845,B,7.9982017372193015,E,-47.43433518702342,E,-163.7263373601526,-85.78014066886452,1
Physical,UK,68,147.13513638218598,E,89.81393406491614,E,-3.4030379146358105,B,159.29192216402444,B,-78.55235092298851,215.05174630423994,0
No,US,72,-6.124370287872547,B,235.34811820342486,B,46.02678841950008,E,-47.37205566037437,E,168.48622946226237,-19.352266720115416,0
Mental,Mexico,96,46.38227344002745,C,38.147567081812106,C,-248.88590836167,C,-93.06569010185304,A,-148.95382582863442,73.8216649602783,0
Mental,Brazil,41,55.30665006568584,B,-72.93960121233538,D,-59.560638312344324,A,-73.02127963426737,A,-28.14160674137144,-123.84234010622978,1
None,Brazil,92,135.49325269530186,D,62.875191845151846,A,128.019774096785,C,12.976667814254741,A,88.92746347837112,105.40990299305916,1
Physical,Mexico,54,9.102418152215485,E,112.73605765610257,D,-36.38067600207566,A,37.26416446720949,D,18.131904462928215,67.54388113323887,0
Physical,China,75,-94.03090279919223,C,70.7794489543561,B,202.77482444417333,C,58.24719042212225,B,63.86691435135453,63.386578248030034,0
No,Mexico,98,-55.6164279197532,C,48.11655080747306,A,60.74023530808642,C,39.214142862850935,B,-57.908295619908145,5.463613357450317,1
No,UK,79,-11.723390062057753,C,5.2743240950068495,B,48.658673888520916,B,18.719195198141083,A,92.37201616065683,-121.19445469483061,1
No,China,26,174.95878291709874,D,-16.52146319230219,C,-33.34834111274161,D,-144.29360914825023,D,-40.608242524075926,24.677200303034184,1
Physical,Germany,61,-81.66201202285238,B,-32.386574921307435,C,-43.40544693527684,D,64.9283921684857,D,11.026152332101848,-76.0075084855088,0
Yes,Mexico,30,-71.9629813501983,A,-104.77266885009129,D,4.86192791093989,E,-28.196290410538843,C,-250.18853346427355,-141.56278593418398,1
Physical,Mexico,62,162.68389419543558,A,-95.93915755711532,E,16.66094374498339,B,36.73933595181732,C,122.33248983700369,-70.72389976127033,1
None,Brazil,36,-123.66962194606866,B,-26.36885498231951,A,0.4149007847986466,B,151.71648396758198,A,-71.53281421348436,52.07218866621711,1
Physical,Brazil,53,-65.27145602810761,B,37.46224982648698,E,19.832738040286262,E,-29.368809924322438,B,-66.52404207341466,8.298864474070323,0
No,Mexico,80,14.239869177299843,E,-17.528783606953024,A,57.07626193297547,E,-27.918851349724328,A,-57.656705893107315,-5.93726870268823,0
Yes,UK,21,137.1043432222299,E,52.505757253704566,D,25.116248472375304,A,39.982479330357975,E,-28.522351768482103,63.43668699322173,1
None,UK,22,175.9536610677981,A,174.2967395075978,C,-48.70111986488887,D,-38.32914167532889,C,-147.66416489422545,-21.007493373877374,1
No,Brazil,76,88.56492031397944,D,-5.593947737684267,A,-115.62073133592664,B,-29.984743445087997,D,92.38763314683655,94.9281456143283,1
None,US,61,-23.37417957418959,A,50.613074765428856,E,-148.29977728914193,A,116.22310035359588,A,-99.833975385711,-113.40797709786905,0
Both,China,73,-154.36985307580693,B,-31.524168066263307,C,-43.645296090246624,A,-69.08357717964243,E,210.6344123213969,4.736041809791381,0
Both,India,63,212.51104070003558,B,-16.00107993348508,D,73.04046234485546,D,-14.821005948484123,B,9.615718530837098,27.36462665608615,1
Both,Mexico,60,-73.88045053568625,B,-26.11172681579099,B,-77.00671345549443,A,45.927174713605595,D,-1.1769162575550363,139.53580536615453,0
Both,China,88,-80.12553047731934,E,125.85217354753848,C,114.90478302169755,C,-197.34079543121203,A,34.68272595743946,108.06518547625079,0
Both,US,35,-19.07871772458286,A,-67.5072309796931,A,22.391264130390482,C,51.05073695874944,E,-48.239246598187165,16.930421256205616,0
Mental,Germany,81,-24.73760596803465,B,-55.11553462227714,E,64.28258892129054,C,-15.765416161903008,B,59.3125817045524,-127.02004146458279,0
Yes,US,21,-85.30620672279821,E,-122.1471636349985,A,159.81439477836642,D,50.98596933751322,D,-6.76759314211659,19.426276788178516,0
Yes,India,71,18.36161705642601,E,-121.96674777625604,D,144.9680636529349,C,-102.11410399044046,A,5.047606828684495,-172.94742109986305,0
Both,Germany,85,-16.912828245639506,C,59.94848435080424,B,-146.81303726080958,E,154.96033070108223,A,-151.37176079986082,150.74916983539495,1
Physical,Germany,87,203.29017076968648,C,-230.84522844061706,C,-107.33098524333042,B,-17.288406984062348,B,-106.8924967320159,14.536548938058061,0
Both,Mexico,32,-21.109775173077228,B,185.22156515365756,E,36.2241832406114,B,-29.531735212694638,C,-46.9696420933419,-21.77199340787351,1
None,UK,40,-133.51668579667864,C,-62.734378357765785,D,8.776158294827619,E,52.73574858503114,C,102.84471818610079,30.37754186162085,1
Yes,India,38,27.27263963453491,C,-158.8564337253581,B,-24.570276340016374,D,-46.484031312084205,E,-125.27896474082662,77.39980734083699,1
Both,Other,62,-179.74900416002407,B,-15.849578883718129,A,-89.39435644428654,C,58.356539189099074,A,50.488094143094365,63.91672633326533,1
None,Mexico,71,-171.99954218909477,D,42.43199290520988,A,-184.7201092481113,A,7.751117860145854,D,-61.49777982415973,35.37325303539041,1
Both,US,91,57.258096223694146,E,142.90640191998762,D,-27.09730512070626,E,-9.551331157463306,E,-119.28609977876035,90.6405153739711,0
Mental,Germany,23,49.75087497617607,D,62.995503857681236,D,-28.536979820806348,B,124.22854020010634,A,-152.18258499360078,97.46314813666825,1
Physical,Germany,67,87.96445003445531,A,118.39428605755735,A,-40.21785529587561,B,-125.84786951753411,A,-6.0700816512250455,-180.83450463707703,1
None,Mexico,80,-155.77613892699227,E,-5.341090022096238,D,-118.40517535402873,C,98.350931147045,B,15.068930888543314,46.82921793352165,1
Mental,Mexico,34,-107.4540300002825,D,48.68474469598404,C,37.26707193697771,C,-112.8786889467932,D,-33.78278998600229,73.28282885154458,1
Physical,US,93,-99.42727004125888,C,-159.12045028633318,E,223.1545891038795,B,-4.2777213417338285,C,-184.5980984824785,15.449555740785916,1
Mental,Germany,79,-58.82392513937364,E,29.52961975646286,B,-27.644268457598887,B,-196.69024411743982,E,-33.6426375412551,-8.132420562299309,0
No,China,22,-137.66858355555357,B,52.48945785339841,C,14.041043610124426,C,-153.9374351354576,E,93.21563302543964,126.30820944593972,1
Both,China,98,55.7446042572929,D,95.79364529676532,B,46.7363196650149,C,50.230772575163876,C,249.2438366692669,79.04886915743197,1
Mental,China,25,-116.56621396051519,B,-49.72783875109042,E,37.47023569107505,E,72.36966731931737,E,-187.34519580078015,100.91461039068552,0
No,Other,26,104.37868847346603,C,-41.51634776898231,B,3.1427496329757734,D,213.4959524139124,C,-27.862838406352836,139.70675902605902,1
Both,UK,79,136.27386847027714,D,38.83651534271811,A,-150.13413298804025,C,48.99406933459064,E,36.37483162617123,7.613713197925052,0
Both,Germany,40,-186.70196921010773,B,171.5828010315463,C,9.137565785402394,E,61.039877558171085,B,92.24869295329326,-110.31261053530726,1
Physical,India,22,-91.07289804267361,D,-48.635553278899444,B,95.67907047568563,C,192.71496040342205,D,-39.62777154919363,3.841520115603505,1
Mental,India,23,180.50173769104546,C,28.392791971733345,D,43.66914662104824,D,-114.70882418572079,C,-54.156069299723974,61.54405340382142,0
Both,Germany,57,-81.95913219887694,D,-21.70797449957575,A,91.76654780772378,C,-107.16404850397743,C,-124.91761879684576,-219.3786346232015,0
Yes,US,70,-95.87538716171389,B,-75.07934351308432,B,48.679597756605894,D,-23.067845912998212,D,-89.9032464580687,90.84437400703021,0
Physical,UK,96,70.4337606063466,A,170.77539006224367,B,43.34879178471824,A,-36.6321247362783,D,-126.66532879075486,-89.64135927477004,1
Both,US,42,-17.742567265191887,B,-75.94127161856771,C,15.014919182007109,B,145.11818278524703,A,-11.967361171269472,-122.45145561874008,0
Physical,Other,51,-99.992883494851,A,-51.07266021515648,E,-45.3916223484933,D,-108.93976040860632,E,-160.26094684160495,-75.29243791805997,0
Physical,Brazil,30,-204.46968567140914,A,-76.11469955511798,A,31.359454169298225,D,-58.41192560181523,B,120.87416889483589,-95.97594131663018,1
Physical,Brazil,84,-149.39973983711386,A,-43.38037305187951,C,-174.24056189512393,E,-37.97157133264017,D,-96.5660019699711,34.227139740236176,0
Physical,Brazil,57,-18.23118176895758,B,70.96302795169144,B,-57.702728471324974,B,2.9424807455591084,D,-63.458409841917614,-3.8763700834793497,0
Mental,Brazil,18,-84.22701768345469,A,-22.124724608752015,E,1.9842603010959976,B,95.68704839330509,B,-109.4487526200751,97.52067000376252,0
No,Other,56,-160.4906956895316,B,139.01670422718567,B,-6.120229603405977,E,51.81570244266106,C,1.7525751796480027,-80.42066168947409,1
Both,UK,22,-116.6616273517393,B,24.63975181204713,B,-25.91305436346836,C,-14.752023418783402,E,56.943152254025456,213.89108368392834,0
Both,US,36,2.4997139854268062,E,68.34538542386464,C,-16.440340010556163,B,127.39446631861864,D,21.899018437225166,-150.05827365954758,0
No,China,71,133.3486089754369,E,52.6106127883944,B,-124.56039972801105,D,119.13717037694028,D,-6.2785581392817935,77.64073006822136,1
Yes,China,31,-65.04334285312513,C,122.88309318857988,A,-72.33288399402045,D,-48.12768318814423,C,-64.5725984549938,-108.41501468328616,1
No,India,89,-8.168054361883966,B,-58.33167082412599,C,131.47045763449285,C,131.98996765526448,B,-68.39752748708895,41.590028873752935,1
None,China,42,60.172505624840646,D,103.58142173454237,A,-70.04408817493211,C,-65.15084853547572,E,50.11724390391539,-52.047006439901224,0
Mental,Brazil,51,-139.80532235588038,A,12.37545941254127,B,121.75098389979546,A,-130.73128951635715,E,129.25541179168164,-37.317600149712334,0
Mental,Mexico,71,-95.08977464769973,C,24.418747487288826,A,63.84989170931591,E,-12.882262443627516,B,-86.36934938303683,43.852147070991556,1
Physical,Mexico,63,-173.8868107554144,C,-21.092032731512553,C,-118.1936763376029,A,22.12346561521912,D,-82.99313013008552,102.63165894753254,1
None,Brazil,84,-115.34359738660757,B,58.32760259570752,B,168.18280826953654,E,-52.401840064797355,C,126.43045545669634,25.9640451428417,1
No,Germany,33,-32.093318223395165,B,-16.321131702586456,C,-108.41569704760717,D,-47.124637040604576,C,146.6782468456447,12.463700789743758,0
Both,Other,25,-185.92630665377888,E,73.41006189801966,B,-148.72792682697678,E,-46.90359468750235,B,-18.84054139296467,30.71848687334996,0
None,Other,94,-152.88724808562992,A,86.16418628955867,E,16.54491482483353,A,-66.35378496217355,D,-6.393433061186952,26.18985075403293,0
Yes,Mexico,59,-50.66078999996828,A,117.8187143613576,E,27.133494696914752,E,-117.9172908801561,D,70.9077704060297,-50.312812703456885,0
Physical,Other,58,180.85398567840636,A,117.42717591130847,D,4.040615450762428,A,81.11918203432657,D,-59.5899716420162,-136.34415161935576,0
Physical,China,53,-9.324332646959645,B,-51.61984025215445,A,145.75969475575556,A,-49.95355823649679,E,160.22869383449353,74.14941592252951,0
Physical,Mexico,68,0.5732437348578991,C,160.36006205433324,C,-55.85948101081289,B,-255.44560955698844,D,-157.7197534607002,286.88606170671073,1
Yes,Mexico,26,-27.822151102751892,B,24.035500540761777,B,-103.83693326661663,A,70.13166270370279,B,169.6036690721263,-38.081133251327046,0
Physical,Germany,46,-44.70636659920746,D,-73.66642640571015,B,23.14393311920499,A,-46.57459246314662,E,-81.98963785898535,-57.184417095743534,0
Yes,Germany,22,57.20037656036217,E,74.64810430955696,B,240.92206968488833,D,46.25748631027561,E,95.03085499947869,-189.0638021966611,0
Physical,UK,99,-51.26559386544902,E,-61.10892983128019,C,-142.5534607262827,A,59.27455702519852,B,49.739742834091444,-49.82735127897227,1
Physical,Germany,78,108.90360745280461,D,0.12143200076648777,A,-58.89479960961297,E,93.27399208987258,E,-88.33549108319248,144.66507636036928,0
Yes,Brazil,56,-237.9832112316476,D,186.4842719442816,D,-14.705669918421963,D,-100.17363114125537,B,-78.13046476895798,3.6104898455503083,0
Both,India,67,-0.5643082784872108,A,-90.82645763013068,E,121.64171687365777,E,-54.69797287181646,D,-55.84430495272331,-120.18973841869706,0
Yes,India,20,104.45326756829854,B,14.707689419276344,B,-66.77430624325402,B,-77.25016866422779,D,-55.316013511027165,-72.33323001976102,1
Both,US,32,47.20869816258779,C,-45.14906180463853,B,84.93087401925789,E,69.26952969403712,B,59.25373930615625,93.30964354904975,0
None,Mexico,54,10.951813706600767,A,73.24418842197328,D,-74.20695113547325,B,-105.16254428091976,A,-15.650012688298782,43.72661196231904,1
Yes,Mexico,40,145.4725085870739,E,22.600276864967757,D,16.126123673304278,A,-97.53884701594046,D,117.70933727313924,6.886636804244639,0
Mental,Germany,66,-133.29674820271896,D,-10.931295489203617,A,-24.19715567297633,D,134.47809124455293,A,1.2226077191851301,69.6267801630113,0
Mental,Mexico,51,-55.46367130184422,D,-47.59238222295078,E,-20.4983802765267,B,-109.93818198829979,A,128.44506360729554,31.794227207157167,1
Mental,UK,39,9.220239752747034,E,-83.77028820834987,C,107.24848025408753,B,53.4620079705729,D,60.48517336274668,-80.82133576821927,0
Both,India,69,33.58238897384265,A,-62.24963400704853,C,-96.61738201697997,B,-66.87834683806703,C,311.3015773484453,-28.69555098626228,1
Physical,UK,46,57.7514686190289,E,-103.33228079461405,B,-27.65749812591626,D,160.23317793388327,A,194.72851205176474,-80.30106727261249,1
None,Other,80,-37.32896359147,D,-131.86223827520482,B,143.2322560634924,C,10.155257510864928,C,43.34827620266184,-26.962227759390057,1
Yes,Mexico,90,-57.79367541035047,C,50.55988113737344,D,-95.2336592650012,C,-194.8949782671315,B,-101.36712894379775,36.032629780374066,1
Physical,China,88,88.42332367088397,E,-39.77567004191393,A,81.44942337978193,D,-22.52700318297523,A,-91.578193820651,-102.65522514546484,0
Physical,UK,24,-243.05744113544395,C,-72.62738515048952,E,-133.16598273698077,A,-116.13735334888966,D,-74.19996221834316,142.74545402355042,0
Both,Germany,92,117.861566841394,B,-141.01528738929076,C,-2.093601498126706,B,29.646570477222596,D,-55.8367039919911,251.7561012827697,0
None,US,76,17.106172326698086,B,-45.22782761606099,E,85.49853108859945,C,149.82056970656134,C,-86.87810738524936,-66.5750716919005,1
None,US,77,-29.303342452165293,A,-42.61464663724124,B,-186.50281886400165,A,-8.75652517462716,E,-88.45818190789001,-83.16776954029822,0
None,Other,23,19.393408469173117,E,68.49211228123607,E,22.695423950476275,D,72.19676208581606,A,-17.38036807943075,29.90923868717693,1
Physical,US,66,91.74164919676822,E,-46.657277582611854,E,4.6089883764937944,E,-162.01599473536842,B,18.258877458767223,-11.94557613290889,1
Both,China,35,-132.80810739663787,D,-57.02326429571668,E,-12.494486899512676,E,84.79043998538258,D,83.39048719941293,34.1205162082333,0
Both,Germany,19,-149.76516964022423,E,-90.97282806565386,A,77.10457392391342,E,11.447318487842622,E,49.630647664123416,-19.28657217306657,0
Mental,Brazil,18,14.182351907412702,B,-147.53832541287318,B,13.012561037891174,D,-2.999166180297251,C,-120.32427085963224,-123.63861706498224,0
Physical,China,49,147.9447856490181,A,-143.6275080646443,C,-167.88648073453254,D,-109.38674147148551,D,69.62780673914622,-43.97071534047583,0
Both,Mexico,43,119.31944121012216,D,-23.207520358234536,E,13.410089303867775,C,45.515942366753954,A,-94.74714883500516,181.8163464878596,1
Mental,US,38,-47.10007384628639,D,-73.05447223905607,B,-15.608240611250256,D,282.1494454207142,B,39.374581673232676,-213.0839909174423,1
No,Germany,49,-189.68938241992925,B,-53.991524701836624,D,-22.95702441741076,C,17.239268765204123,C,-102.04350385927306,193.30321617727125,1
No,China,58,153.10455629569793,B,13.700264822588792,B,-73.06781504225381,A,86.3182266563634,D,-67.02208105856438,8.8171892368423,1
Yes,India,72,-58.78899313164578,C,-239.683889746217,C,-104.78876303321405,D,-154.98456354458764,D,37.243511331103925,127.93001458503414,0
Physical,India,92,93.45175505016196,B,145.45821808871452,E,219.94790956900698,C,189.10269729026098,C,145.74613539996696,-37.636292014626044,0
Physical,UK,26,-153.061944591178,B,105.1139954912362,D,-109.50172253027735,D,-55.43283459927517,B,108.14791755790148,19.052643009113993,0
Both,US,33,-80.75552432625732,D,88.55181373213266,A,-164.67565997566592,C,-32.68381512765856,C,135.87950733069465,-26.84438763802477,1
Mental,Brazil,26,130.1332499235251,B,35.53878242797685,E,127.66124407284845,E,85.59912947928512,D,-93.81369286775063,1.3316590015204883,0
None,Other,41,42.302176665254365,A,-52.06671129421751,B,100.93461388591756,D,-16.637221698404517,E,-107.6708969894993,-62.35610361132471,0
Mental,Other,41,72.66583961751604,D,32.56542093380647,E,117.94387384897902,C,-4.37165540542773,A,-16.509223145975447,88.34770596947624,1
Both,Other,84,-93.32110118890203,E,31.415489582825217,E,-286.3918276348302,B,106.42113806076847,E,-176.84508758338174,20.33225918231418,1
Yes,Germany,37,2.2509819857152857,B,-55.99683618686723,A,-23.38492444951789,D,8.305018270348258,B,17.061057650695478,-16.047082680565413,1
Yes,Brazil,85,-35.09743467882169,C,15.607063950016887,E,11.732548519639955,A,38.428311380126,B,31.793763111163326,-158.24653100076642,1
None,India,84,208.1672725243396,B,-8.31028562725193,E,142.70517551736157,B,-69.01177819542123,B,-38.75936879450821,-153.86139357383468,1
Mental,India,33,-66.7331884890445,E,113.71258712434353,C,-66.18628616576953,B,-76.70069372085572,A,148.41142143562286,-68.74136990406672,0
Yes,US,21,-144.87319749876588,E,-44.12037658901291,D,211.79095262494627,C,48.99499486910647,D,-65.93128719305064,49.98067000311507,0
Mental,China,80,192.10993916149312,D,105.41974174468646,C,-111.11422235373547,A,-32.427325947172264,B,186.4037953886256,-89.08666408778393,0
None,US,29,-69.03339529317148,D,33.31457213278626,A,45.59226281959802,E,122.12672625377061,A,-101.95089555256283,63.639855301733284,0
Yes,UK,22,39.664947870124294,B,74.26813341169463,E,-18.93022173934322,B,157.94770204623728,C,-86.64127168600965,-24.935647272240967,0
None,India,33,9.940579869510179,A,68.00247975247629,E,134.2687858834035,C,-103.0546006177441,D,-68.52728131120669,46.133897343022085,0
Mental,Germany,98,-61.42667035116843,B,7.630589686235681,C,-329.49019728494693,E,80.96453125092859,A,-39.91790978419333,-8.05146116122096,0
Mental,US,96,177.50978205158336,B,134.29515037260734,E,40.443223864036064,A,136.98618800559217,C,-166.06547492027076,15.48726876043335,0
No,India,68,-27.50899666626378,C,81.01556895198266,A,138.08520378528266,A,172.20437385483817,E,-96.37540096882206,-52.57542910184573,0
Yes,US,94,117.77790215235567,E,-136.55108773861946,A,39.657449286946836,C,-118.38311112687848,E,-92.54019666349247,71.95640353854262,0
No,Germany,47,183.87995098163518,B,25.727741705790407,B,-8.842159387156462,B,88.68351784607601,E,-42.583077726181656,-26.3548393530615,0
None,Germany,57,215.24777120577306,B,2.9551807742982033,C,-216.47729680509983,E,118.57600611072287,E,24.789168196667106,135.055146279452,1
Yes,Germany,18,165.45344420076879,C,29.99680613731473,D,228.63685117448247,D,-43.337467461711846,C,-56.560709468558514,69.55192591843002,0
Both,China,79,107.38203043343368,C,-88.19339642296767,A,89.47068887987724,E,67.28443952484866,E,87.3367417337404,269.08107526674826,0
Yes,Germany,26,-17.80701599764901,E,-105.98396603813968,D,100.08794811333068,D,-26.80217491689903,E,102.2392663162466,-172.1746601551428,1
Mental,India,90,-38.32038836761441,D,-151.97547549843108,A,122.39346387723728,A,-59.98405094812021,C,-2.0089687661085187,214.46003378760201,0
