ethnicity,orientation,SEX,anos,feature_0,feature_1,feature_2,feature_3,feature_4,target
Other,Heterosexual,M,76,-20.991818137703902,B,E,-17.191088794823717,21.254048316334497,1
African American,Bisexual,Other,36,-168.97695553665915,C,E,-131.73835019426906,-87.7564244453637,0
Hispanic,Heterosexual,Male,46,-62.25768154316569,D,D,151.81571180924246,-0.15381531941792592,1
Black,Homosexual,Female,95,33.10159963516377,C,E,-36.27596940196883,9.715427561980055,0
Other,Homosexual,F,83,98.03264038533813,A,D,-34.9205359484732,-27.337378409245638,1
Black,Homosexual,F,32,98.14317491916718,C,D,-233.64439833335936,-77.50249876033857,0
Hispanic,Homosexual,Male,91,-110.77676912899331,D,A,-29.264012977356842,5.849186226632855,0
White,Homosexual,M,97,-140.8173264575644,B,E,-163.64176591422213,-70.79123906150936,0
African American,Bisexual,M,92,14.686874929815247,C,C,20.919669463867173,-93.73298271561971,1
Hispanic,Homosexual,Other,96,129.3976584141523,C,E,45.36933498963287,-138.33394843338888,1
African American,Homosexual,Non-binary,76,-46.61618704802501,A,B,-75.31463393821961,-6.5482445629704955,0
Other,Bisexual,Male,92,-7.279203830689296,E,B,-66.50934426649039,102.83840981148896,1
Black,Homosexual,F,81,-13.031051109734074,B,B,-43.09073420818656,-272.82971355819024,0
White,Bisexual,Other,70,-189.81985549497927,B,E,60.21629550447366,153.1381209050095,1
Asian,Other,M,85,76.33901664240904,E,E,159.0768372326152,-135.60099281865175,1
Asian,Heterosexual,Male,94,-82.15140883667706,D,E,-14.02404366464328,-133.9805341259477,1
Asian,Other,M,41,0.705757703428996,C,C,-165.54256423360493,-59.21911500304271,1
Black,Heterosexual,F,70,0.46824041475297445,E,A,-110.16302469964768,16.501388787490022,0
Other,Heterosexual,Non-binary,48,169.02918866213363,D,E,-92.91002415956461,-71.37308873053655,1
Asian,Other,Male,83,172.85558776187548,A,A,-129.99215342965925,187.8726831791078,1
Asian,Heterosexual,F,89,-11.44071541525348,C,B,120.58657061418407,22.692598305493814,0
Black,Other,F,66,-1.9994586465242647,B,E,268.467093775228,9.767005393687036,0
Asian,Homosexual,Male,52,175.58126376485203,C,C,69.97867925851115,-26.216888015746747,1
Asian,Bisexual,Male,91,108.38847814363513,C,E,111.3960572198079,8.447494246100955,1
Asian,Homosexual,Other,33,24.70514187965339,B,D,-14.136425416839796,-31.708010905624867,0
Hispanic,Heterosexual,M,58,-51.670759352355454,A,B,-108.22497357276023,-44.1135834771516,0
Hispanic,Heterosexual,M,41,-110.35920786604889,E,E,-181.0259143141003,-77.65681895423872,0
Black,Heterosexual,Non-binary,61,-5.662845036270226,A,E,135.0816284318143,-27.645501578411373,1
African American,Homosexual,Other,86,26.132125534553346,E,A,97.28683550949519,53.297083554422834,0
Other,Bisexual,Female,93,-41.60245000208738,C,E,-4.8650410714285455,-84.91927182067862,0
African American,Other,F,25,70.82873395842202,B,A,-65.13805784781539,105.37396186665549,1
Hispanic,Heterosexual,Other,98,-19.14520846537768,C,C,-157.1452273458879,-25.51751833205579,0
Hispanic,Heterosexual,F,78,-11.331160951451274,D,C,103.83734216358984,82.40305429961792,1
Hispanic,Bisexual,F,33,-145.69081714284607,D,A,-278.77787965690095,-47.38790464356569,1
African American,Heterosexual,Non-binary,45,32.73861445805469,D,C,151.91088955729228,21.580062216801988,1
Hispanic,Bisexual,M,37,63.569800505153026,C,D,55.80341266803066,8.143698478710453,1
Asian,Other,Female,59,-67.42529183730866,E,E,-58.49909122421948,154.8933095383037,1
Other,Bisexual,Other,69,89.92061753983005,D,A,-34.30037720990332,180.57747564984928,0
Black,Bisexual,Non-binary,56,204.55912944122633,C,C,-137.95281534742938,23.59709969067893,1
Black,Bisexual,Non-binary,20,40.010955708403635,A,A,-11.197981565020365,68.1485317359775,0
Asian,Homosexual,M,96,-29.286577885975994,D,C,118.9757232564625,20.519738178259967,0
Asian,Heterosexual,Other,87,-98.308258866639,D,E,24.87208070475888,59.76272216009498,1
Hispanic,Heterosexual,Female,92,-56.37527504371719,D,A,-12.770458403796885,66.11110235775237,0
White,Heterosexual,Male,82,-9.155918655977949,E,E,-27.253726492006763,2.534173850718509,0
African American,Homosexual,Male,56,45.431026439678476,D,C,-9.83895504030728,78.39055637086447,0
Hispanic,Homosexual,Female,63,42.611585990797316,A,D,9.278757434420898,54.57592494987171,1
Hispanic,Bisexual,Male,83,-130.91822747534292,E,B,109.27822009923736,194.63870326698634,0
Hispanic,Homosexual,F,84,50.0599112627949,C,B,101.25286075936452,96.96368266046193,0
Hispanic,Heterosexual,Male,40,61.18805674531623,B,A,31.13498798964019,-43.11968914133685,1
White,Homosexual,Other,62,-43.52433827180563,B,C,325.52712805340417,2.0366750066981445,0
African American,Homosexual,Non-binary,58,-1.0209499329397478,B,A,-4.597618775631627,61.739051842820594,0
Asian,Other,Female,59,214.26318797640621,D,D,-37.61263478944129,68.51139082152923,0
Black,Other,M,52,56.67380370375273,C,E,101.02537085593745,-114.26646110461323,1
White,Homosexual,M,70,-65.2152916893367,A,A,81.57054876883481,28.146035252258304,0
Black,Homosexual,F,47,196.85865754515322,D,E,-51.700082988757735,69.69362904508787,0
Hispanic,Bisexual,F,98,-101.19327111878032,B,E,-0.4751166308928586,-172.21576693203622,0
Hispanic,Bisexual,F,97,5.271962368629665,D,D,-126.97307413054104,60.62266926430674,0
White,Other,Other,50,-8.46369195163647,E,A,64.09922755462583,-87.06405608313325,1
Black,Heterosexual,Male,38,65.72825604095557,B,D,61.674513380724214,69.20135924902088,0
African American,Bisexual,Female,50,-54.08163441366652,C,B,-53.660433965191146,32.57165564762927,1
Black,Other,Female,59,58.428471014908624,B,B,5.471120822387392,-0.5653708960092808,0
African American,Bisexual,M,37,-58.21894180549827,C,C,73.58866805500486,-104.13684414772713,1
Black,Other,F,89,65.18507440268446,E,E,-11.354473191193184,-60.28547158257729,0
African American,Homosexual,Other,26,238.40530920602527,A,D,-227.47732403831483,-133.65958904038985,1
Hispanic,Other,F,74,-70.8923692589601,E,B,13.975351323941974,72.87434419616888,1
Asian,Other,Male,21,67.27829691811105,B,A,-190.65089363598554,-139.79531149804677,0
Other,Other,Male,78,52.94267076100836,C,B,-32.29329006567237,-117.26788724502275,1
African American,Other,Female,64,-23.367458477283016,D,B,-52.26704205375173,-160.9163327336988,1
Asian,Heterosexual,Non-binary,99,-173.58967465199382,C,D,-50.14135178888133,50.26175415093464,1
Asian,Other,Other,73,74.43312121339206,D,D,-68.24744227203522,-47.988209730369576,0
Other,Other,M,71,-28.124905162789638,B,D,-82.04137190518735,-263.4731804906273,0
Black,Bisexual,Female,78,78.82704702628854,E,D,111.74746393412576,21.375116840054623,1
Other,Homosexual,F,34,127.23711709570833,C,C,71.59565510036708,53.694842847245624,0
White,Homosexual,M,44,75.92459655111742,D,E,90.45466872536497,-78.45425920083234,1
Black,Heterosexual,Male,52,63.007628650776304,B,D,8.735353436387157,-100.8305388687102,1
Black,Homosexual,Female,41,17.262282125214597,B,D,-4.449756573113787,-80.25078078300237,1
African American,Bisexual,Male,77,138.2022267490177,E,A,165.1155008125226,-86.69194099713606,0
Asian,Other,Non-binary,40,20.322560998603006,C,E,-64.58123065096039,71.50036075023965,1
Asian,Other,Male,34,-162.17738489411326,A,A,23.49750532022986,-127.82550117435466,0
Black,Heterosexual,F,39,-155.34542659541805,C,D,62.54803228817435,87.67151530576321,0
Hispanic,Heterosexual,Female,53,28.198426109110397,D,E,3.3009796444132196,222.27469627621664,1
Other,Homosexual,Male,52,-29.231233044411137,E,C,-289.9011956497476,33.71647003787269,0
White,Other,Female,80,-31.08323716127653,C,A,-175.10021145019599,22.354047287756902,1
African American,Heterosexual,Non-binary,47,13.740015772462396,B,A,15.909798166177938,196.70083260286748,1
Hispanic,Bisexual,M,33,15.270093982913654,C,D,9.84160231110321,-71.99290521599626,0
Black,Homosexual,Female,46,-121.86168231878565,E,E,-81.636149406837,25.47866303887573,1
Black,Homosexual,Female,68,231.01494763851815,A,D,116.22621569417547,-24.56746974299245,0
Asian,Other,Non-binary,29,36.562192681308865,A,C,-44.86251782080105,-77.63599619470682,0
Hispanic,Homosexual,Other,53,34.202249758400185,D,A,30.81654508402381,33.55997459349223,0
African American,Heterosexual,Female,78,-5.613006937215092,A,A,179.67689672420224,55.931592840971824,0
Asian,Bisexual,F,28,-80.37284994138757,E,D,-67.55973620806756,-45.597503189771246,1
Other,Bisexual,Other,45,-74.18625748743365,D,D,115.45027037325444,108.59928784216552,0
Other,Other,M,74,-65.88984713234981,E,A,41.929811042317105,-20.4181290820708,1
Other,Bisexual,M,40,-69.32252156280676,D,C,107.44939562337264,-108.80949917375902,0
White,Other,Male,89,-147.73066919988972,D,D,-22.802288700076357,91.98503533048192,1
Asian,Other,F,89,25.853302740157847,B,E,-136.32664984700284,-12.366164024228674,0
Black,Other,Non-binary,38,-110.83344398506709,C,A,-82.91284420775224,215.35773915609525,0
Other,Heterosexual,F,90,-17.43599676762265,B,E,117.46916454067294,-157.6910426901464,0
Hispanic,Bisexual,Other,53,-149.9490888483143,C,C,-63.889446847638744,-114.18781326277043,0
Black,Homosexual,Other,77,25.010923442336203,D,A,26.24270913882806,2.9265434949708453,1
White,Heterosexual,Female,67,9.600292094164178,D,A,25.407322167355712,-35.7416710526807,0
Hispanic,Heterosexual,Female,56,-123.07235390113446,C,E,226.02370832357005,-147.48828379161364,1
Other,Heterosexual,Female,37,27.722903792770342,B,C,-90.92654073963647,18.924581294819188,1
Hispanic,Homosexual,M,46,-134.07657532758103,D,B,47.57583345976018,-167.9923263660196,0
Other,Homosexual,Other,34,7.4009090696184,B,B,76.67224314352947,-16.59883152622989,1
Black,Other,Other,93,-84.47554646646617,E,E,-40.27234598264804,3.9755294711395677,0
Other,Bisexual,Other,24,0.146559580908397,A,B,61.73461648236345,-66.75123316296661,0
White,Homosexual,F,67,-41.73643616315231,E,C,-94.32156925527914,9.992694712402004,0
Black,Heterosexual,F,73,-122.33532642273526,C,E,141.1787125205668,-12.712133943958476,0
Hispanic,Heterosexual,F,48,-149.837887588163,A,D,340.4406965553429,-235.35004658960844,1
Other,Heterosexual,M,82,-30.41759040735217,B,A,-65.19703714767576,-46.07521096606427,0
Asian,Heterosexual,Other,48,88.83547749507498,A,D,-145.22557090058535,-7.985470634843995,0
Other,Heterosexual,M,50,-30.544576007010203,A,E,272.0891106141292,-54.71792600363924,0
Asian,Other,Other,71,48.46084170991087,A,B,-183.18458331776702,12.531124210666942,0
Other,Heterosexual,M,58,149.46987612497242,D,C,110.76210812200338,-41.15287156455466,0
African American,Bisexual,Female,25,8.939010920179765,D,B,29.119195189966106,87.78487757287198,0
Hispanic,Homosexual,Male,65,21.45069041819096,A,D,-3.115558605166899,23.245818817355236,0
Black,Heterosexual,Male,21,13.039253557165353,E,E,33.474338892380494,76.96516346538736,0
Black,Other,Non-binary,78,74.13871786755301,E,A,126.92273638310347,-84.08876553710965,1
White,Other,Female,95,-36.698792583882394,E,D,-110.8871015701012,145.5445015278907,0
Hispanic,Heterosexual,F,98,-106.30490993637483,E,D,-72.11362348919528,-90.54164181821385,1
Black,Heterosexual,Non-binary,46,-80.92858497444722,A,A,63.0146359643206,-2.2932369329801334,0
African American,Homosexual,Other,55,22.88447163000408,B,C,74.23496393231854,-59.978846327367876,1
White,Homosexual,Non-binary,21,26.11259865777033,D,D,49.2317921752375,192.82743912815428,1
Other,Heterosexual,Non-binary,91,115.11307317738913,A,D,114.99271521977677,58.68115224319477,0
Other,Heterosexual,Non-binary,48,143.63546323229204,E,E,209.16765857189174,86.63416045176298,1
Asian,Bisexual,Other,66,-38.00967718340808,A,E,-266.8215630661031,-101.9181464162155,0
Hispanic,Bisexual,Other,22,10.366513311588808,B,C,30.362983231709773,9.192823446030602,0
African American,Heterosexual,Female,43,5.428097487173264,D,C,-10.03758134525902,-223.94974502308744,1
Asian,Heterosexual,M,49,111.64470328057054,E,C,-34.2860093142293,200.2948013762869,0
African American,Other,M,67,150.2399407256606,D,A,-30.079595066186293,-55.18814005952806,1
Black,Bisexual,Male,25,56.31551031382854,A,D,-131.02638357553417,166.45624419123328,1
Hispanic,Bisexual,Other,48,-135.35061471450277,B,B,108.8704919572931,-127.66022298513744,0
Asian,Other,Female,44,116.72615065606058,C,C,-38.174320739736146,22.493866585945803,0
Hispanic,Bisexual,Other,99,138.42287120787415,E,D,-201.37869910282862,12.555664957031015,0
Hispanic,Heterosexual,Male,25,33.19688489934567,E,E,-47.82395056996568,-14.785060213155186,0
Other,Heterosexual,Other,93,137.48989216013848,E,E,289.5780126875754,-180.31012410205355,0
African American,Other,Female,85,-120.25675727731031,E,D,40.16157688190251,1.6676108551813031,0
White,Bisexual,F,74,-81.33712953909206,A,A,19.300325094627024,-13.3798023493502,1
Asian,Heterosexual,Male,34,-177.88709540627946,B,B,49.226436399664436,-47.11289305775707,1
Black,Other,Non-binary,18,75.709985990763,E,A,-38.51878784742064,-169.2156224434993,1
Other,Heterosexual,Female,22,73.85973568894079,A,E,8.851120068744509,-66.64048161078259,0
Black,Bisexual,Male,30,70.66864649142951,E,A,-49.11097554271871,-54.53712677027629,0
Black,Homosexual,Female,58,39.54893119911338,B,B,50.81203796203988,-66.64151093255475,1
African American,Heterosexual,M,41,-28.58944050934724,B,E,63.49248072601004,-151.5052141054144,0
White,Other,M,44,-41.483751453548116,A,C,56.3584965373888,137.2810400210863,0
White,Other,F,42,107.62907267834049,B,A,107.47787885713183,41.53690367850126,0
Black,Other,Non-binary,31,59.51946445237352,B,A,-81.00048258373799,139.66951164352938,1
African American,Bisexual,Female,36,-203.57669681519081,A,E,46.52788589177661,218.487499236107,0
Black,Heterosexual,Male,92,111.4316948258717,D,B,-92.68988421603777,74.48402995868372,0
White,Heterosexual,Male,50,23.13130412379506,C,B,-91.81776408654703,24.440267980417747,1
White,Homosexual,Male,40,-47.95381311893644,C,C,-341.1223639791071,130.2301425790845,0
Asian,Homosexual,M,71,125.19129913068407,D,E,-7.619767442615358,-19.789910665058855,1
African American,Heterosexual,M,34,-167.07419199414818,A,C,155.72775188756606,-156.47783771261334,0
Other,Homosexual,F,61,-127.5785693070578,E,B,-68.58460044466501,-105.46940659511034,0
African American,Bisexual,Male,32,27.555386988563473,B,B,125.22425779577023,6.444956826173395,1
Black,Bisexual,Female,98,-11.362058206551334,D,E,-13.554601176535622,-234.8060452279954,1
Black,Other,M,38,44.38362657238729,A,C,-84.25756659296138,103.74444159723166,0
Other,Homosexual,M,48,143.3484838255136,C,B,22.57104383459871,-47.66217032056192,0
Black,Bisexual,F,49,-48.3107907215506,B,A,4.053209321685576,26.71912966743757,0
Asian,Heterosexual,Other,54,3.5637058577111276,E,A,-82.84107442749628,-75.26848012826443,0
Asian,Homosexual,Other,50,-72.03747545586685,B,A,78.4952200182156,-76.42143668356256,0
Other,Bisexual,M,42,37.32147003917368,A,C,-25.773491399947694,240.3072324337844,1
Other,Heterosexual,F,65,-129.51884606471845,D,E,100.78398172843033,111.82986215903384,1
Hispanic,Homosexual,Male,34,43.86929674004866,C,C,74.1486391092004,-29.592551673096736,1
Asian,Homosexual,Other,52,-60.63903885340136,C,C,110.1454348320634,-72.1279867103554,0
Black,Bisexual,F,70,20.532323438232865,C,A,-181.84289205043004,100.78496987804257,1
Asian,Bisexual,M,65,-126.57074752072212,C,A,32.4604117910523,-35.53825457872167,0
African American,Bisexual,M,22,-0.15799953792761198,A,B,134.80495234557532,-133.64958653048703,1
Black,Other,Male,24,13.288689705515361,E,C,109.23345415114214,-14.995064120893057,1
Hispanic,Other,Male,81,202.6165549728599,A,E,-1.640970821492765,-76.90278819165582,1
Hispanic,Other,Other,92,162.40613848063316,B,A,-16.798275534181283,-214.967787790561,0
African American,Other,F,62,-44.26861948928538,D,E,-74.50846996120293,3.9354420875785485,1
Black,Heterosexual,Non-binary,82,16.317478321033295,B,D,34.57308616784319,12.093243237977623,1
White,Homosexual,Non-binary,38,90.58087903904551,B,C,16.166461235393108,79.75735610541349,0
Other,Other,Non-binary,37,-5.297050709984277,E,A,-75.92657939489025,-51.02052305564114,0
White,Heterosexual,Male,66,-34.080927069066966,D,D,-63.95203098051917,-20.817196292536103,0
White,Homosexual,M,95,31.19992661523711,A,B,-68.82614771148322,42.39238501680822,0
Hispanic,Heterosexual,Male,33,131.17452050525026,C,C,135.32124122650006,-77.56524979848965,0
Black,Other,Male,84,-28.233777679084348,C,B,90.47707359367242,-49.93902201789898,1
Asian,Bisexual,Non-binary,39,66.11583348260791,C,C,-30.027745833503666,-84.53489207273232,0
White,Bisexual,F,55,-102.5899481583786,D,A,-155.13878485629922,-140.92318979704498,1
Black,Homosexual,Non-binary,62,-57.10903801213316,A,E,102.80959377234562,-60.06871761885917,1
Other,Heterosexual,M,61,118.91505240789559,D,D,2.5513056628855857,-34.145451858923145,1
Other,Heterosexual,Male,43,97.3850698184303,B,C,-93.10864266007967,93.69743809349887,0
Asian,Homosexual,Other,87,-41.89293811073332,B,B,-11.250249559388967,178.15657991509838,1
White,Heterosexual,F,50,-123.59365030121059,C,B,4.736542824635642,80.96473448238463,0
White,Other,Non-binary,22,180.7642977634205,D,E,17.651197074584633,54.367596805538255,0
Hispanic,Other,Female,85,47.9250949557832,C,C,-11.638543260144921,-58.42204173104022,1
Hispanic,Heterosexual,Non-binary,61,-199.87558652321195,E,D,-19.93609195056876,91.73887930124816,0
Black,Other,F,62,38.42809645519776,B,C,21.238448761762342,69.40617209253477,1
African American,Other,M,32,-82.15340767706985,B,B,30.454686659510173,20.219151517080576,1
Asian,Other,Female,35,-14.196675514161441,A,D,106.76821966245787,81.89949723314417,0
Asian,Other,Non-binary,52,31.896093101721135,C,A,193.2194358347547,-15.549132176634606,1
Asian,Other,Non-binary,32,151.332193132794,B,A,-103.35423427621215,114.32298410416162,0
Black,Other,Non-binary,97,34.607813371259574,D,B,-125.45200836158365,275.59828810956054,1
Asian,Homosexual,Female,68,1.6502665469936502,E,E,61.36282013972212,116.82047457162903,1
Asian,Heterosexual,M,70,-108.13562895422344,B,D,-111.48097475461343,-19.722226985374817,0
Black,Bisexual,Male,39,59.017500853517504,C,E,47.57613896937978,-208.87794473056033,1
Asian,Heterosexual,Male,66,-90.36520420028396,C,C,155.30321503961287,31.174905072154235,0
Black,Bisexual,Non-binary,75,-49.529487555490235,E,E,-121.481962908112,43.21827130985337,0
Black,Heterosexual,M,67,-161.18442077001805,A,E,-145.2100036738269,44.75458090469858,0
Other,Bisexual,M,87,-178.69293712983162,D,E,-66.60541920194348,-69.64208029476819,0
Asian,Bisexual,Female,30,28.781478658554686,A,E,-117.23420491196639,-47.4774848491276,0
White,Homosexual,M,92,138.31756243346732,C,E,44.42073475032262,21.524678117678985,0
Black,Homosexual,M,21,-10.556533403619534,A,E,4.592689404154215,30.17598464431332,0
Other,Other,M,86,-88.7893211830167,C,C,19.845938825801895,-88.83685270142169,0
African American,Other,Non-binary,61,-7.012230385961981,C,E,33.96559814599904,-37.1549674214648,0
Other,Homosexual,Male,60,161.7209605667959,C,B,53.48283478123798,-86.84274513076394,0
Other,Heterosexual,Male,68,24.949139802126904,A,A,29.209604197994306,-30.821401791306073,0
Black,Homosexual,Non-binary,95,-182.2707783180636,D,A,34.34847831637383,-102.82636736074686,1
Other,Bisexual,Female,25,125.51604919121982,D,C,-19.368779195326855,43.626473624512144,0
Hispanic,Homosexual,Non-binary,72,-63.89358949505534,A,D,-184.07020128568482,27.523489143655432,0
Other,Bisexual,Non-binary,82,-193.23949196226206,D,E,4.420795406485896,-98.41307768723215,1
White,Other,M,68,-79.73100763849904,B,C,-50.093100636818534,-138.8960239150705,1
Asian,Homosexual,Male,21,-21.805392811217274,B,B,47.463653059518016,68.1943264758294,0
White,Bisexual,F,98,29.159111804969605,C,E,3.2902527801039185,-318.9191563264875,1
Asian,Bisexual,Other,84,2.468119179130228,D,B,-92.80362285817017,94.71502546228888,0
White,Other,F,59,146.5099096680079,D,C,-21.696093707782108,93.24326939080602,0
Asian,Heterosexual,Female,80,8.479473158227652,C,A,177.6965826061073,4.69595366768539,0
Hispanic,Heterosexual,Non-binary,43,-183.64168165086866,B,B,90.96217680432575,-143.87262511120178,0
Black,Heterosexual,M,63,-143.56182291548097,D,D,-51.197706997759184,36.15777681304679,1
Hispanic,Bisexual,F,45,-63.33854514795484,A,C,-6.95990804324691,17.419208274536118,0
Black,Homosexual,Other,93,-1.1361975655217524,A,E,-77.70612883009879,50.16214095451716,1
African American,Other,Male,59,1.3797057383136622,C,A,-150.60434307870423,82.82480144375018,0
White,Homosexual,F,31,80.99314600578764,E,D,-5.778368562840093,-34.93579812883637,0
Other,Bisexual,Male,46,-33.1210541074591,B,C,-82.1735920206482,19.58729420689647,0
White,Heterosexual,Non-binary,58,16.29479125535041,C,A,-7.319260001707378,-63.66880495459719,1
Asian,Heterosexual,Non-binary,47,118.04285177688702,B,B,117.98581726025496,29.307929835425156,1
White,Bisexual,Non-binary,47,114.06320228720928,B,B,195.76009268580833,-15.133278417241822,0
White,Homosexual,Non-binary,73,-276.0521978594542,E,D,-6.097106022875394,-91.237634612287,0
Hispanic,Heterosexual,Non-binary,80,-108.87928238654598,B,E,-77.61857636652134,-84.63943109490724,1
Black,Other,Male,85,-96.58516522466056,E,C,84.2504888288916,-34.47900069553342,0
African American,Bisexual,Male,53,92.02635803472181,C,A,-53.16909786021502,-201.88662576265565,0
Other,Bisexual,F,40,-267.25762918017864,B,D,-63.4128357009273,28.28239855905793,1
Other,Bisexual,Female,42,-117.69413632729105,B,C,-44.30597820533935,126.24208991542348,1
Other,Bisexual,Other,27,-157.14977925051164,C,B,24.78606790185581,-80.26149326796266,0
Black,Homosexual,Other,72,46.74113853404822,A,C,36.00577095601419,-84.02935924330144,1
Other,Homosexual,Male,73,-122.55724161194073,A,B,-160.34743368955807,-10.266234265748558,0
Asian,Homosexual,Non-binary,39,-114.41167001323802,A,B,60.69919639531869,48.65186703787872,1
Black,Bisexual,Other,67,17.0777183136129,D,C,-188.92113157598317,29.585632836937,1
African American,Bisexual,Non-binary,35,145.21860771804762,E,E,49.839422710656756,-136.47482658851592,0
Hispanic,Homosexual,Non-binary,53,-255.3380186036959,B,C,-38.01891166190062,-4.917187934229803,0
Other,Heterosexual,M,60,-4.334446474900723,D,D,57.25847225301936,8.607473299027045,0
Asian,Bisexual,F,68,24.200326326685836,E,C,-76.94293732001762,43.49212027926752,1
Black,Bisexual,F,77,91.25748993197084,D,E,-37.8021113968857,-43.08433986447564,1
African American,Homosexual,M,86,31.24797152343674,A,E,-71.27408946887273,-81.28078766233457,1
Other,Other,Non-binary,53,51.82581518207979,A,C,52.11217840619176,117.07476581152088,0
Hispanic,Homosexual,F,51,-291.9845611059386,B,B,-11.39632484523324,208.28471639377017,0
Black,Heterosexual,Female,94,21.379744145067157,C,C,-10.029102567997967,150.17438681935377,0
Asian,Bisexual,F,73,75.25067693074602,C,D,-197.6348807514532,46.63440904739924,1
White,Heterosexual,Male,95,-162.30128239071436,B,B,-179.14591406173633,56.88270075686282,1
White,Homosexual,M,42,179.4782037619293,E,A,-44.67004859204028,12.884401441879836,1
Hispanic,Heterosexual,F,45,-40.10209544989253,E,E,-41.88470309730647,153.56957637976998,0
White,Homosexual,M,77,62.02075767556313,B,E,158.72663707020465,-95.65148181859706,0
Other,Heterosexual,F,33,-89.86656027905792,D,D,-19.96032557081195,34.36106624997103,0
Asian,Bisexual,Female,64,14.2256567171649,E,D,-71.16278551431729,88.66493103074488,0
Other,Bisexual,M,58,-83.98185798268116,D,D,110.72105457406127,58.20343258478644,1
Hispanic,Other,Non-binary,57,-194.20850302717372,D,E,13.63338782374817,-29.662818335138873,1
Hispanic,Other,Male,69,-83.0927627668243,B,D,240.3223107064976,-14.388128553320312,0
African American,Heterosexual,M,57,-7.287003116708879,C,E,74.99156538789393,15.669444535086072,0
Black,Homosexual,Non-binary,99,-239.48280199008084,A,A,-176.82915441348433,78.70585134573457,0
White,Homosexual,F,45,50.6480495388981,A,E,-43.97404324429628,-65.7097291933298,1
Asian,Homosexual,Non-binary,91,-7.068863509822148,A,A,2.7786165827098923,-90.67021281445041,0
Hispanic,Heterosexual,Non-binary,98,47.80813481601182,A,A,-54.05011440974946,8.066582460766092,1
Black,Other,F,75,-16.984836508058162,E,D,-57.63328236839209,20.897597151227647,0
Asian,Bisexual,Other,68,51.47202850928654,C,A,78.64654974289593,79.72168927053823,1
African American,Other,Other,45,-114.23932302010135,A,B,-116.92722165336224,-100.06745815825555,1
African American,Homosexual,Non-binary,29,-109.26762974380486,B,A,-118.04200067737258,13.350255687126042,1
Asian,Heterosexual,F,96,33.453414521944175,C,B,-10.338346674511682,-121.10232124904758,0
African American,Homosexual,Female,21,-52.987352883492356,D,D,14.597249049034,-40.81489106554043,1
African American,Homosexual,Other,99,-60.64468947461018,E,D,76.04879018962708,96.62620673724291,0
African American,Bisexual,Male,62,-8.45018984403389,A,D,-80.58258905430797,-6.456701482405645,1
Black,Homosexual,Male,69,-98.79064557427341,C,A,-4.815364830635391,-42.01568372869939,0
African American,Other,F,46,-16.150660757041845,B,C,-46.030264374722904,-54.78900536246747,1
Black,Other,Non-binary,23,72.75788453394371,E,A,-0.14521884786759467,85.61387163767665,1
Other,Bisexual,Non-binary,56,117.53638312487593,C,D,18.298687372937934,-25.1809544192138,1
African American,Bisexual,Male,18,56.714165026781174,B,B,-221.5059046267934,-55.18185700547161,1
White,Heterosexual,Other,41,52.32717786538604,B,D,15.650946801012067,-28.86595749667714,0
Black,Other,Non-binary,99,19.697674215042966,A,C,-43.285367801664066,170.84607205917933,1
Asian,Other,Female,46,271.16350523713083,C,E,65.49884372000328,103.9053681344138,1
Black,Other,Female,83,32.82072251812993,E,D,30.626999141806323,-38.635285717029994,0
Other,Heterosexual,Other,43,-159.44438613408062,C,A,2.168486159439267,129.3300222422323,0
African American,Other,Non-binary,50,38.76151097636452,B,B,-77.55551563692096,77.45601986174647,0
White,Bisexual,Female,67,53.683595664505226,D,B,-107.94572831718934,-82.69109003197647,0
Asian,Bisexual,Male,19,-168.5154949461192,A,C,-42.56846428777364,56.77135017616516,0
Other,Other,F,34,78.29406993272137,D,B,35.84286413620964,92.58157114649855,0
Other,Bisexual,Other,79,-134.6773573544133,C,A,-91.99846082036156,88.88109211666513,1
African American,Heterosexual,Other,32,43.54476630678135,B,A,-52.657010971518126,58.858528431190535,0
African American,Heterosexual,F,63,-109.31981287089248,D,B,-24.59043560123323,226.63492947297038,1
African American,Heterosexual,Other,93,159.79642864160147,D,A,-112.94136715420944,118.30457802270162,0
Other,Bisexual,M,25,-161.94421457078286,A,D,30.917619404803094,60.193663395505126,0
African American,Heterosexual,Female,86,-69.50218239275111,C,C,-315.4013860041379,18.160005182434897,0
Other,Heterosexual,M,50,-71.81598645685465,E,B,192.3414492467088,-126.73419336811239,0
Black,Bisexual,Non-binary,51,-48.50340203630531,D,E,-164.9937692124577,80.72158846775702,0
Hispanic,Heterosexual,Female,42,1.8660711936006598,B,B,82.32814747374377,73.14213454849957,1
Asian,Bisexual,F,35,-99.73635642406695,C,E,9.245154884080039,-62.777734918076646,0
African American,Homosexual,M,90,114.37015382384716,D,D,-174.22845129516273,43.25819201015372,0
White,Homosexual,F,72,-27.956728403921527,D,A,-114.62106218551043,46.40391783879032,1
Hispanic,Bisexual,F,36,-44.65867158793174,D,D,90.78688568734434,-53.183004178549076,0
Hispanic,Homosexual,Female,47,69.75007102016252,C,D,176.16534229391655,-23.48477685579225,1
Black,Other,F,98,-137.51447352056394,A,A,20.384211812543494,-133.62654435936207,0
White,Homosexual,Female,61,43.478181782089145,A,C,156.80682473278077,-21.83621303954645,0
African American,Bisexual,Male,74,-184.49673656606566,C,D,10.028391111380307,-138.15556887365508,0
