age_range,SEX,ethnicity,Disability,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
26-35,F,White,No,D,E,A,7.176636702855675,B,146.9067412775319,-169.01158814415894,C,158.2169802688016,69.86347284482441,C,127.0649010451971,B,1
51-65,Other,Hispanic,None,A,A,D,-117.4217014036304,B,137.38150008188924,-53.44877647077847,C,-50.58155656807307,-109.84548943736495,A,5.904923169259432,A,0
36-50,Non-binary,Asian,No,E,A,B,60.840361824057034,E,60.09831074606012,8.437524141085161,A,-111.32204605370487,104.44437186651989,E,-57.749253718645555,A,0
36-50,Other,Black,No,B,C,D,53.38629315757747,E,64.72637785887788,6.653572597520779,A,-84.31172511886946,-35.28477036173749,D,88.79795953087743,C,1
36-50,M,Other,Mental,D,A,D,-114.98716283332753,C,155.57174449519442,-63.00324877528324,B,51.462719661296,-160.4360991658896,B,-34.778434293327706,D,0
36-50,Non-binary,White,Mental,E,D,E,180.19813653339384,E,16.70212949721559,65.50836901608825,E,-121.21258264551986,71.61756098738765,A,61.35907684898635,B,0
26-35,Male,Black,None,C,C,A,-4.83610686745973,A,-149.98853605151646,12.368829621808533,E,-150.78608662759618,-47.08382335831563,B,206.19977012528472,E,0
51-65,Male,Hispanic,No,B,D,D,130.5039980230818,E,69.88711036062878,-7.284678743403592,D,-40.2463926733611,92.70395334609972,C,209.39413573418634,C,1
51-65,M,Black,Physical,A,C,A,44.48488844093102,D,-192.37227682167216,-61.79891042824395,A,137.7389200449518,1.4859259733518,A,-10.917252921269839,C,1
18-25,Female,African American,No,A,B,B,193.64885954568615,D,126.1794471609762,-178.024591859278,E,73.50660876960492,-10.59465881932197,C,88.71305090725356,B,1
36-50,F,Black,Both,D,E,D,117.25560011648317,A,-20.291852360367315,84.81167914162312,A,62.129999262024384,169.9465336400272,D,-10.094906149449665,E,1
51-65,Female,African American,Physical,C,E,D,11.752031540627431,A,-102.00450061096066,-16.681214377133397,D,82.93312277872957,106.50252943259007,D,71.67545963638659,B,1
36-50,F,Black,Both,B,C,E,-22.41774690467599,B,-158.89095658525835,75.89880726439475,C,23.630663484429398,-51.431304645463314,E,-5.336534008978413,B,0
26-35,Other,African American,Physical,A,E,E,-7.259923392636875,E,46.34665723808826,-51.68827243826763,C,-98.0306328112139,-107.56967605254162,A,3.6120945853056576,C,0
65+,Female,African American,None,A,D,D,-52.27335628545017,A,198.8911372998091,170.4523322672922,E,88.86480844508147,-109.43957671961981,A,-39.803637480201736,B,1
36-50,F,White,No,A,E,A,-0.39502950667957804,B,39.13155170681942,94.06803442600902,A,-120.12612268251164,23.299488897974157,D,83.89209452988453,D,0
36-50,M,Black,None,D,C,A,-60.741621617729926,A,-63.81428576488742,-134.44563241554187,B,205.80222466294705,-62.51851934805674,C,91.10569217419496,D,0
26-35,M,Black,None,B,D,C,-49.88317225773824,E,46.45156582121044,-3.5225349360988254,C,-36.099799769992394,-69.98436755590359,E,-133.71328093508458,B,0
36-50,Female,Hispanic,None,A,C,C,-62.91405455237549,E,-56.78612041278404,65.0503586173208,A,149.0649227616869,104.54057244228785,E,82.32787687534857,A,0
18-25,M,White,Yes,E,D,B,-102.35625682017388,C,73.5631484931827,-1.732360333797879,B,-24.36013705104151,28.776858830255968,A,193.90213370299097,D,0
65+,M,African American,Both,C,C,B,-10.48858768700734,E,-43.74254719643822,4.21340410214719,B,-153.330621056727,-82.78265013476683,D,-130.76854110960207,A,0
51-65,Male,Black,Both,D,A,B,26.311894602939812,B,-132.39088017956294,125.1985595678571,D,40.231993143508305,116.33247187790077,C,147.44407308016173,E,1
18-25,F,Hispanic,Yes,D,D,A,9.550974548681014,D,-61.04835800681362,126.20589730049947,B,32.83751473543272,26.294356960047704,E,14.73423409803207,E,0
36-50,Non-binary,Hispanic,Physical,C,E,D,34.082017178055914,E,73.77797130786584,-201.69483592903902,A,-64.10272959409052,-102.91862757827191,E,-26.020859003800428,D,1
51-65,M,White,Mental,E,E,D,154.80803377049037,C,123.58325865629511,89.41839988680627,C,123.51429936199516,19.92701728841418,D,21.04712656912129,B,0
36-50,Male,White,No,B,A,C,2.0967891716913134,B,-20.30513911683288,-75.91132608111646,B,-55.628930860645674,-107.56627831315741,B,78.96780869644516,C,0
18-25,F,White,Both,E,B,B,-156.12564213859577,C,-84.46418256747624,-22.213466321786363,E,12.168986006712407,-6.472912928207542,C,-122.48357720310337,D,1
51-65,F,Other,Both,A,A,C,100.23235606772252,B,57.27832794690095,27.77630658683853,E,135.6118136740159,41.36398584617628,C,-83.61342008184151,C,0
18-25,Other,Hispanic,Physical,D,D,C,-74.64263518383322,D,134.47680120273833,-284.06257287451865,C,-47.107454201984076,65.64983163850025,E,-12.376860004923298,E,1
51-65,M,White,None,A,E,C,-53.360158256370184,C,48.60406749540894,66.40793405814337,A,-72.43698625397779,-166.29510810409732,C,47.73438170087913,B,1
51-65,Other,Black,Both,A,B,B,-86.35756472654157,C,102.34703335435454,-33.86310320574218,B,-161.33522767752447,29.824165107603484,C,64.50626443587443,E,1
36-50,Male,Black,Mental,A,E,A,-55.79888996258725,B,-79.20041744494883,43.969230198665464,B,63.505411389747444,34.690205453895565,A,9.62541649747069,E,0
26-35,F,Other,No,D,E,B,245.27615977255084,A,126.69118512433184,-95.87526901894225,B,79.74687658663474,-61.40676073005881,D,9.827495014903946,C,0
26-35,F,Asian,None,A,B,A,12.413291446153142,B,34.68163006442085,90.90465915145181,E,-164.5522429547675,124.47717314510865,C,-131.16433936794024,A,0
65+,Female,African American,None,D,A,A,48.97183231144611,D,-192.05308221062515,-34.039855522449834,B,-85.77374592144508,63.71245527565208,B,-139.1585062591414,B,1
65+,F,Other,Both,C,E,B,-84.42253383786202,A,-180.88150076785107,-55.36032625916232,D,160.51177383821977,-27.667552600926793,B,-28.03867764674952,C,0
36-50,M,White,Yes,A,C,D,139.37789761501892,B,80.43835631299191,30.46048863806045,D,68.55252156394519,-69.49975642308668,B,-23.35781176308088,E,1
36-50,Other,Hispanic,Both,A,A,C,32.20834612655028,D,165.5099110552166,50.096258690939976,E,-68.96755368072417,112.17939530807976,C,15.642991532990857,B,1
18-25,Other,Hispanic,Physical,E,B,B,-25.468028856811355,E,167.6012048989947,62.32036311292168,B,-3.0237293837586057,-31.89905254499618,E,-60.89642949861398,E,1
65+,Non-binary,Asian,No,D,B,C,14.24976136749468,A,-47.59542905194311,76.9466801604589,D,-121.18328652883825,-2.014619310405643,E,15.383844956721157,A,1
26-35,M,Other,Yes,D,A,C,-95.32575422987387,B,26.072340404592293,-67.53169096522154,E,67.25484851589773,-35.99944363855504,A,39.32136962727799,C,0
65+,Non-binary,Black,Mental,D,B,C,-87.6299391155762,A,-204.9569054755858,68.00375526769139,C,-157.6744298104227,104.8038887474239,D,126.37328317563023,D,1
36-50,M,Hispanic,Mental,C,B,A,87.12084274233395,B,177.26171077934572,140.84725923333863,B,-144.5444945499185,-108.55379298817103,C,124.87297643866626,A,1
65+,Male,Black,Yes,B,C,C,-69.09623227936945,D,169.3976656380875,7.15658725898962,D,52.56579749030795,128.1921040936166,E,205.97493339519573,B,0
18-25,F,Hispanic,Both,A,B,C,65.07569035346808,A,41.478584920391846,-91.42489858688946,D,-163.94469829462918,49.20906918376668,C,114.1654767333992,A,1
18-25,Non-binary,Other,Mental,A,B,C,-42.43437011599923,B,109.16318136011736,-50.46555695316914,D,175.91155604754016,-124.09261527785634,D,5.527486294660297,D,1
18-25,Other,Asian,Yes,A,A,D,-41.236928891711074,D,73.49744313938177,-8.31110260479375,E,-132.28175788156452,7.575013864027956,E,33.6749968526318,A,1
18-25,M,Other,Mental,A,B,B,-137.5927159085498,A,-0.36305310971547977,39.89240421145535,E,34.2665251503817,-78.1805000697778,B,-140.74159049639053,E,0
26-35,Non-binary,Asian,None,C,D,C,70.66764931586677,C,59.068084118258646,-12.114779591589881,B,-38.54096866858128,27.575753071722875,E,193.49917695198243,B,1
65+,M,Other,Physical,B,D,E,-12.481694930121948,D,-16.823662277421064,83.47365673894285,E,-5.680892982984812,2.0672116649280716,B,134.2800143966226,E,1
36-50,Non-binary,African American,None,E,E,E,-16.865659354063524,A,165.17999199790387,57.87448565402246,C,-86.85476116620163,89.32943641978753,B,56.10199375095994,B,0
36-50,Female,African American,No,A,B,E,-115.22790960168192,D,-75.0380539056465,-38.495897439388216,D,165.22863646854873,90.50397409691715,C,242.34024733456368,A,1
26-35,M,Asian,No,B,B,C,-9.846634890503731,D,-0.8125868139636762,56.574959972101404,D,64.1291902122377,81.61279491876859,D,27.297615516231676,D,0
18-25,M,White,Yes,A,D,A,29.772593752672737,D,112.58845664241505,-46.76245073966381,B,-114.87986138359885,-158.69005946679638,B,5.164931767549101,C,1
65+,Male,Black,No,E,A,E,-32.53090924623312,C,-69.10857918528262,-64.58489129072633,D,-67.08277617817187,-156.33277714502753,C,28.899226528254413,C,0
18-25,Other,African American,No,B,A,C,149.55218572324978,A,111.08888147055562,-24.927586374542905,A,107.00717408389899,97.19108669681515,D,-8.428880595574187,B,1
26-35,Female,Other,Mental,E,C,B,19.487865463064296,C,-73.51655730261471,-115.37325358768813,E,-30.230321890279193,168.45914151295293,D,-33.701258086303476,E,1
51-65,Other,Asian,Both,C,D,E,55.15189411696891,A,12.720221106345761,30.463683147386018,E,75.87692079883104,112.32653052701775,B,123.13536083815033,E,1
18-25,Male,Black,Both,A,D,E,-243.79698630395293,E,119.91938258644718,-26.45750155306769,C,-52.46581029456361,-141.11002434366216,B,-66.61895789097613,C,0
26-35,Female,Other,Both,B,E,A,-76.63418381747577,A,81.59209720954732,91.49925442864124,B,-66.84129088586029,-27.30510875385579,C,32.97657152360886,D,0
18-25,Female,Other,No,D,A,A,23.840420732361515,B,19.6145807959175,-109.24306830009931,B,105.66585100741,84.63469297133595,B,-115.38717636544114,B,1
26-35,Other,African American,Mental,A,B,E,77.77121499162097,B,163.84193700271442,-223.880274496811,D,-35.231002446208024,15.717933960420034,A,-2.184123667559648,E,0
18-25,Female,Hispanic,Physical,D,A,A,97.73909592646622,A,79.04981069176435,13.452297539907459,B,-138.52206217895935,-73.41092358229166,E,31.471697197901232,E,1
26-35,Non-binary,Asian,Physical,C,D,C,-27.225592602810217,E,-39.050317536596296,-74.03290544060602,E,-161.7953228400028,-14.388800749337255,A,-12.017064150902126,E,1
26-35,Non-binary,African American,None,A,B,D,-30.084612436110937,A,84.41970521445326,26.52244685367971,C,26.46383030671927,-56.837451788260566,E,-84.22805675743021,D,0
51-65,Female,African American,None,B,A,C,23.178988535087733,D,150.37950208685186,51.240770814411206,A,91.13441897327469,96.38698656330175,C,-82.52643943468995,A,1
65+,F,Hispanic,Both,A,C,B,-129.1460035705111,E,257.4839418616828,3.5767050445412054,E,11.167070513382937,10.707136874241211,B,-48.13745504867119,D,0
51-65,Female,White,No,B,A,C,87.08207394375113,D,-23.238348639693083,-161.5558243086009,A,22.447530514784614,-70.35422408930555,C,62.040813042190834,D,0
51-65,Male,African American,Physical,D,A,A,-63.323392107590756,A,-63.09205258399238,58.36039891573981,A,-62.555614127600435,70.51120204451206,C,-143.76797332275095,D,1
36-50,M,Black,Yes,D,A,B,104.11913142040629,D,107.6107215130615,48.1193715995424,D,6.352439886561344,87.3788846739892,D,98.32754893944904,A,0
51-65,F,African American,Yes,C,A,E,-18.138286233619553,A,19.772396423292815,-2.3427643930314286,A,-93.70399895318766,53.37764792977225,B,16.164756715362934,A,1
26-35,Male,African American,None,C,E,A,-106.38902226663132,C,-87.60355161620741,-53.12533070450968,B,-46.871743258162894,-73.87261046086569,B,-77.68734064971864,D,1
36-50,Female,Hispanic,No,A,B,D,-117.24914305586331,B,-146.13899900690424,-10.211856901166085,C,34.275303173554626,-64.8593773512119,C,-94.37169598490051,A,1
36-50,Non-binary,Hispanic,No,C,E,C,-101.11972466418457,D,-224.26604214021643,11.580022332299162,C,17.533184751168115,53.87315016722406,E,-90.71547941133088,B,0
36-50,M,Other,None,B,C,A,-3.786757431859711,B,4.654394714360725,38.07750218411307,A,266.50104390804785,14.89718186078506,B,-19.012831566639164,C,1
51-65,Other,White,No,B,C,D,-6.775156782593003,C,-40.48346408652972,-4.221612230082742,E,17.2115387585969,196.71350403335416,E,-29.963323524404036,D,0
36-50,Male,Other,No,B,E,E,65.4189744154711,B,-65.96053825847366,145.1864323402923,B,95.64693451986444,91.43932022276266,E,146.3161898819139,A,0
18-25,M,African American,Mental,E,B,E,-37.829110467375784,E,166.19456617983573,17.380800868702195,B,-11.164583765644995,60.09274221742342,D,-10.82451020579048,D,1
51-65,Non-binary,Black,No,B,E,B,0.6895502527513047,B,-79.57447413312184,-93.32292332695532,A,28.145626783530215,-56.40551739537864,B,-141.04130970990406,A,1
26-35,Female,White,No,D,A,A,-115.61119931515927,E,28.06894519454511,-18.020522592876944,A,11.561555395420822,195.03975707136857,D,-14.527242569668594,D,1
51-65,Non-binary,Asian,None,D,A,C,71.09850156319314,D,-8.092469014749156,21.65737221956347,A,-31.422417572047184,27.00373565754347,A,-121.0426875703195,C,1
36-50,Male,African American,Physical,A,C,B,-28.723539502114377,D,-0.12797539391847265,82.0226785642561,E,-94.64751919676124,-83.63833204932538,A,21.070225754711583,B,1
26-35,F,Other,None,B,E,A,173.77871207007047,D,-117.77118873817597,-144.22210363643978,A,64.81722982615575,-107.62876712143799,D,43.696592456096184,A,1
51-65,Female,Other,None,A,A,E,-198.84469974088583,A,57.330311318229356,199.98994378509596,A,-65.23398814503838,-73.50727798450606,E,-41.705370520029014,B,0
36-50,M,Black,Both,E,B,A,-69.26956297613873,A,127.96711989576754,102.27179334012091,E,-93.0486469601451,-132.23357957784998,B,-61.4571318082751,B,0
36-50,Non-binary,Asian,Physical,C,C,A,-52.86363009317079,D,-115.49474006373823,35.97980573704053,B,27.424124940175453,-122.94319736605289,E,-107.85262194081477,B,1
36-50,Non-binary,Other,Physical,D,C,A,-137.36448068726037,D,-182.84414114455947,19.57733853931794,C,-30.52130253656281,36.088087194286786,B,221.8002845302153,E,0
36-50,M,African American,None,E,E,E,176.83166629443565,C,3.3171342118725162,-127.35997968031978,C,-70.79554626965545,-16.580337654227677,B,89.21954021312649,C,1
26-35,Male,White,None,A,A,B,-104.2331368213914,C,144.8618906945266,-2.9686461028784077,D,23.898536756759754,-35.676901332950216,D,-172.5778456890899,B,0
65+,F,White,None,A,E,C,-10.103663981248303,C,13.624296484844159,-100.21335989847502,B,-242.52884772901461,-124.79725949916013,C,114.54514062152367,D,1
26-35,Non-binary,Hispanic,Yes,D,A,B,-8.899047807102603,D,-154.84270621919146,39.60516609583226,D,-20.821656119628535,-24.466971559967433,B,88.05333513693215,E,1
18-25,F,Other,Yes,B,A,E,-70.31494619039664,E,76.2065549357255,-49.57187552541261,D,-43.48968315547639,144.36890009445014,C,-72.76460580251161,D,1
36-50,F,Asian,None,D,A,D,-72.23028191506198,E,-0.7178200539735925,-97.92364574179672,C,8.745161478411877,-78.95663089301267,A,99.66024620264861,D,1
51-65,F,Asian,Mental,D,D,B,-150.74029848809238,D,-67.6676927948849,-68.47362967092116,C,70.35968028724132,126.55132498356716,E,-99.11587588300267,D,0
51-65,Other,Other,Physical,E,E,D,105.96366714303814,A,-18.32409644358024,63.265733692945325,C,31.363244992375954,-47.762979813658916,A,-143.5962950579154,B,0
51-65,Non-binary,Other,No,D,E,C,96.47771006298684,D,-120.20673272065004,-60.76905990370486,D,-27.619591270245813,-23.234335579699614,C,-86.05330541243929,D,1
65+,Male,Black,None,A,E,C,-54.955651277768226,A,150.4852765808247,-30.197268912461123,D,12.930588621264,-182.35330214959913,B,11.233585355419457,B,1
51-65,Other,White,None,A,C,A,-7.20299455501805,D,-23.376274354560312,2.8680673138203123,C,-119.90025804420816,-103.76295183063564,E,-224.95010038418877,A,1
51-65,Other,White,None,A,B,D,44.621373985462554,B,-131.674731275555,69.04716130655318,C,86.840099100889,-104.2555477607087,C,-100.38444883179753,C,1
18-25,Male,White,None,C,C,B,55.72312935881648,C,0.3379464678123325,12.422653120571502,B,-195.15820008013162,-95.78680231576388,D,58.739064018455565,A,0
51-65,Other,Asian,Physical,E,B,E,-12.984273586633824,A,-3.0581314518012546,-239.12107836052914,D,76.3428634816147,-89.69183321940842,E,17.655725007694457,A,1
36-50,M,Asian,Mental,D,E,D,-61.12258720816565,B,-65.6510398790596,-42.65632463406179,C,77.39389690198396,-58.36158485829973,D,17.85655932426832,B,1
36-50,F,White,Physical,A,B,C,45.1251416130438,D,6.570385753360673,98.16258584563424,E,-41.85230910291662,-37.18843677980247,C,1.324077427591195,B,0
65+,F,Black,None,A,C,C,-36.624411559739386,D,-18.71191486011196,-86.49142728761038,B,-218.22517266529528,-56.27397815361456,E,38.224887139426336,C,1
36-50,Female,African American,Yes,B,A,B,147.74716935072232,C,2.070647939874119,187.75193017665484,D,-95.90218216694555,-205.71623628364728,E,-77.69110367333128,B,0
65+,Other,Hispanic,None,A,E,D,-29.65824894935055,B,92.9566650935614,-26.257656533115316,E,41.10958711834469,-182.1252923661986,E,157.02715290650355,C,1
26-35,Other,African American,Mental,B,B,C,-27.96174055619033,B,114.70069544363295,97.62032417803741,B,20.19464623858724,-126.01759400085659,C,153.0519548496919,D,1
26-35,Male,White,Both,C,A,B,-195.0163371001004,E,42.494321777951725,68.39568117059342,A,8.132972269568496,-92.86415395354975,C,36.44642063358034,B,1
36-50,Non-binary,Other,Physical,E,D,D,-23.559569423282337,D,119.25904999645067,-218.74594730547955,E,-27.119670020965792,105.77501275667183,A,28.888716085293815,B,0
18-25,M,Asian,Mental,C,A,B,123.59784784258959,D,-62.458499771963815,-33.24279675582605,B,-69.99312184161012,131.23979628476513,E,33.172979631514494,A,0
18-25,Female,Asian,Physical,C,D,A,12.982848499686886,E,176.47143553975636,-188.63381876228735,E,-58.978852653372726,105.73703632601877,A,-85.53957592283004,D,1
51-65,Male,White,Physical,E,A,A,-162.05234068232153,D,-2.6827975459026177,60.36483150989337,A,38.11470516760511,94.0748000138461,E,-32.074350675282034,C,0
51-65,M,Hispanic,Both,C,D,C,12.316499256757133,E,49.055336242678415,80.96102727837821,D,1.6305566443188173,173.33324342135572,B,56.89195641417063,B,1
18-25,F,Hispanic,Both,A,C,A,-64.26362042927147,B,142.9501688984419,-31.906957986506708,A,-54.56749845152867,-27.49926471042432,B,-39.97104311155083,B,0
51-65,F,Asian,Mental,E,B,B,175.49527900293106,B,-42.86261166346261,83.72738511955201,E,-152.20626545119887,25.37759812054916,A,-92.73489739857662,D,1
51-65,Male,Hispanic,No,D,D,A,-47.03327301428261,A,-48.43053832175897,-137.62850975296922,C,-35.77082294079519,17.900972581173598,C,127.7560139631695,D,1
36-50,M,Hispanic,Yes,B,C,D,134.04958312591333,C,68.81579264435786,29.316545679068106,E,-55.65478101248835,-159.76901148929247,C,78.84510911436388,A,0
65+,F,African American,Yes,D,C,A,-17.09609310035377,B,43.18737428204983,60.6275189200437,E,55.0927803490992,-31.771467399663315,B,-200.67106098350047,E,1
51-65,Female,Hispanic,Mental,B,E,C,52.78700569068562,B,116.38685533463993,-162.5298597604221,C,-37.859743442417845,-77.75352236964235,A,-32.936403661851806,D,0
26-35,Male,Hispanic,Mental,D,C,B,2.079307926164385,E,-3.86616196649475,79.31852465722868,C,-19.483675096447104,-198.23907924570753,D,9.814826415867252,C,1
18-25,Non-binary,Other,Mental,D,C,C,30.608864587982275,D,-0.31047165819234607,-16.558911067594817,D,-23.748671230560632,70.36353236967487,B,115.48250888724618,E,1
51-65,Non-binary,African American,Physical,D,B,A,27.319243699806645,C,30.0283874310474,-69.31575804062182,A,-150.36617958124637,23.588199634368003,B,-24.607197134190415,A,1
51-65,Female,Hispanic,Physical,D,D,A,13.978921974868719,B,-82.99480797005327,50.31222842217446,B,-15.654900336956896,-2.02159955666374,C,22.669092871922864,D,0
36-50,Non-binary,Hispanic,No,D,C,E,-44.80015247734397,A,0.5890650046473803,89.14721367905149,E,-29.562475302019486,-112.5208799319122,B,-81.82324745904631,D,1
65+,Female,Black,Yes,C,A,E,-93.50063174822037,E,-64.82398357533037,296.0290404577045,D,13.895806412088485,-9.077829085699305,E,113.76892337127684,D,0
18-25,F,African American,Mental,B,E,D,49.18477084338369,C,83.50428362944162,-181.77299282249766,B,116.09179988140916,129.59266492755688,B,89.03594639586511,E,0
26-35,Male,Asian,Physical,E,B,E,-3.439152374432249,A,116.22208594914953,138.0956700264284,B,-119.81541489286573,-242.52102755755482,C,-70.18966479850667,E,0
65+,Non-binary,African American,Both,A,C,E,-107.15278619989614,C,-195.8288847411851,-63.60725478056708,A,-75.63405478301371,-21.21466812854293,A,-167.21126238451944,A,0
26-35,M,African American,Mental,D,B,C,-183.68661279646244,B,-131.63730709827462,-191.60581895702197,E,112.95765151009263,-2.8162658505767992,A,112.62233619927278,B,0
36-50,F,Hispanic,Both,C,E,A,-199.89489770940838,A,12.67503872802954,7.16442476343915,B,29.204767710869206,64.66780547618315,B,-8.999244659919034,E,0
65+,Male,Black,Both,B,C,A,-126.03854664857805,D,-137.60711645124246,126.93902825569414,E,-99.23835744634212,120.52892585397619,E,158.88650058577625,B,1
51-65,Non-binary,Asian,Both,B,E,D,122.96981972355898,D,41.85379863935137,-102.09013940833871,E,-126.70264308901511,-201.33931553178604,C,158.26934938532915,E,1
36-50,Other,Black,Yes,E,D,C,-71.22914707367104,E,58.46210161154672,8.900882671210045,C,100.49521751196586,-52.84137542430608,B,-13.317434265462863,E,0
36-50,Non-binary,Black,Both,A,D,D,-49.64967945089923,A,102.55232361404933,-73.87883149157079,D,-82.22813675921742,44.20442524161578,C,-122.81079813947562,B,0
26-35,M,Black,Physical,D,E,B,14.41036886488668,E,137.57173866588406,107.1078799487626,B,259.40256445274724,-117.74349306742742,C,-14.730999063848765,C,0
51-65,Non-binary,Black,None,D,D,D,164.4377901748646,C,165.90443142645458,-93.39477971055486,C,215.63159223016598,-89.39979312206671,C,82.2769355869448,C,0
26-35,Male,Hispanic,None,D,C,E,-335.5579505331114,C,-106.88230826331574,22.95649979247984,A,146.91270626443125,-44.55335310208162,E,114.71839505951742,C,0
18-25,M,Hispanic,Both,B,E,E,-169.13682453932014,B,61.72131526374438,-147.90215579131498,E,-35.2075264515811,31.202664383444013,C,-67.60293570988273,B,1
65+,M,Asian,Mental,C,D,D,6.748491296201836,A,55.541205904535886,135.9898732366688,D,60.393188816731204,-54.313871920669065,B,51.22772224538487,A,1
51-65,Other,African American,Physical,B,D,A,-76.71908463600148,D,216.90348397846466,-67.82887073709057,E,16.303617240203977,-45.28324399257505,C,59.8668637224687,E,0
26-35,Non-binary,Hispanic,Physical,B,D,E,-7.804947058937049,B,276.6935774536763,111.6224062695004,A,146.16010162507746,-149.96348107398603,E,-130.38586791857136,E,0
65+,Other,Asian,Mental,B,A,D,35.69358692223477,B,157.89682380288477,-37.46377125275064,D,45.4268769894827,-157.6604851469737,B,28.111391574076606,D,0
65+,Other,African American,Physical,C,E,C,83.74785170275874,D,49.66347356655611,182.38109636413634,D,165.4067632755415,0.0019703257783958562,E,106.57642793269117,A,0
51-65,Other,Black,Yes,C,C,C,32.00348623421061,B,67.29653024376884,-111.24408273369819,E,28.8886493693366,-14.016642773777422,E,-56.88621053582135,A,0
26-35,Male,African American,No,B,D,B,183.3117178624507,C,88.9412077092658,21.310802641190772,D,39.98357527766623,-94.57581744245056,E,9.180961240595975,E,0
26-35,M,Hispanic,Mental,A,E,C,130.58334712645745,C,122.61063092578699,44.17506386779458,D,-44.53237939966559,57.61720322189752,B,78.43002524670368,C,1
18-25,Other,Asian,Both,D,E,D,153.65052216073528,D,35.75950793414949,-45.98832130876004,B,-13.411368622917196,-120.45439036257189,C,44.14044410538776,D,0
18-25,Other,White,None,B,D,D,-41.99779643832009,E,32.956169352439986,84.74722561821231,B,-27.19812936998947,-136.66400639392427,A,-81.53618594206398,D,0
26-35,F,White,No,C,B,A,-195.3370141708646,A,97.30916267408737,54.21009278672234,E,114.5433093984344,249.13585600735334,A,-70.00969042894597,E,1
65+,F,Asian,Mental,B,E,D,174.63919898019316,D,-102.21826387397184,-133.96925669594032,A,94.97759019837942,-56.747158036438016,A,47.69918749718781,A,1
36-50,Other,African American,Both,C,C,D,46.02955363381512,B,-4.514655659834224,51.87766534523709,C,-96.49310416331167,-101.44093891391562,E,84.7945535480236,E,0
26-35,Male,Hispanic,Physical,B,C,B,-10.564344963197883,A,-53.28213395640934,-18.590816144367864,D,-104.54451008734024,5.540933328648293,A,-161.276979794939,C,0
36-50,F,Hispanic,Yes,C,C,B,1.0636164761391151,E,143.1222296489988,31.45172263755577,E,-27.530407957160328,171.95222950572276,E,89.26392501333984,C,1
36-50,Other,Black,No,C,A,A,23.85887857877167,A,-246.0679407729406,-110.13402955608574,B,25.804980874741858,4.996593504575473,B,1.990033144447569,C,1
51-65,Male,White,Mental,B,B,A,-24.698437212789848,D,104.47226516290165,-127.6867195576979,D,-109.55123683892442,-191.71691361621248,B,-12.500656879853022,E,1
18-25,M,White,Physical,D,A,E,67.95321261680833,A,82.42035556315442,64.87450811331873,D,18.452002204838923,20.61377245713677,A,28.310895932127156,B,1
65+,Non-binary,White,None,C,E,B,60.49063152779003,B,-70.27330386931403,47.132670142457826,A,-77.94855634517717,16.148449664618695,D,-120.73446015600484,C,1
18-25,F,White,Both,E,B,A,-93.35505297004441,E,-13.676754201299152,59.492886525474766,B,5.122900245370207,-0.6146980256662625,D,107.2340820419741,A,0
26-35,Other,African American,None,A,E,D,-117.09328894225801,A,173.423899233587,236.2983458827025,D,34.070943725741365,31.605413087506463,C,-167.7706117979787,D,0
65+,Non-binary,Black,Yes,C,C,B,64.09405925659843,D,118.26273289014502,-35.97136514701108,E,2.25962162120346,51.49291682965534,C,-93.59689747997619,A,0
36-50,Male,Hispanic,Both,E,B,B,-26.193275094490687,E,168.84468188638283,-69.28749241602877,B,-184.68889288528374,17.1668218133989,D,50.98817382522164,D,1
26-35,Non-binary,African American,Yes,B,B,D,-7.855141732837328,A,47.92176112493324,50.247694005679364,A,-118.65672858320305,31.71492061514857,C,-0.43187000284604216,B,0
36-50,M,White,Physical,C,B,D,-167.66392956545903,E,39.72432199188481,1.9063594162613828,C,-231.30446107746025,-22.405554109891497,B,80.72691908712235,A,1
65+,F,Asian,None,C,B,A,-77.49755998817778,A,80.00584357652136,49.33964736430061,C,-74.10590507654022,103.63788654592354,D,-13.247934240229483,C,0
36-50,Non-binary,Black,Yes,C,B,E,84.94150994738632,E,152.16129147194147,67.20530486696829,B,-115.92474020276448,-76.73912913206475,A,39.521379883317955,C,0
36-50,Other,Asian,Both,B,B,E,41.42394678495522,D,21.697382301696205,58.03451213494007,A,22.79513021898486,-42.06948885965937,B,-11.98467469099688,B,1
26-35,Non-binary,Other,Both,B,B,B,35.086481841052866,D,63.456214407041855,-43.01081794902739,D,-133.88683917020455,-24.23755355264196,C,129.90477903982406,B,0
36-50,M,White,Both,C,B,E,116.15687535410564,D,-105.00100099283533,8.15710317630966,C,-128.9740201707755,-100.0017205187607,D,-190.88754418677536,C,0
18-25,M,Black,Mental,D,B,D,124.63573220044397,E,-107.4987308943768,158.77173760844053,D,222.73954754127377,45.894181791622835,D,-57.74906178913572,D,0
18-25,F,Other,Mental,B,C,B,-48.250030653227896,C,-168.2251702434324,-11.703348144846162,B,-74.46394870980116,130.97800155954155,A,116.77724434686256,D,1
65+,Non-binary,White,Mental,D,E,B,-96.24751155022474,C,42.454936841042965,18.38595631338477,E,-94.45096551160299,-84.6595762178644,D,-51.58295080850451,B,1
18-25,Non-binary,Other,Mental,B,D,C,138.84603801886436,D,222.91447965422705,-41.258597018460755,B,25.20485421794537,-86.49312350114762,C,45.92753568883589,E,1
