nationality,Religion,age_range,AGE,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
US,None,26-35,46,259.5836556631453,51.34383314201617,D,-152.73783296274607,-19.37184573424986,A,B,113.1591312236428,C,0
US,Buddhist,51-65,72,-53.49113585336399,-21.17050844355238,B,31.325441984274278,1.9497019488960563,C,D,58.05594305022074,B,1
US,Jewish,51-65,34,-4.294466607422062,82.94516010803545,B,-106.35488390744104,22.66937682117252,A,A,-75.63851237697678,E,0
Other,Jewish,26-35,71,-125.8968246560513,5.378897082710881,D,-135.74806825086537,-31.573043479699912,E,D,-15.798344962299485,B,0
India,Jewish,65+,45,84.87126431943146,26.74201450002116,C,39.73307233669623,22.171687398866617,E,B,-45.11270677986295,A,0
Brazil,Muslim,51-65,52,0.9436510122224384,-167.42164915983014,C,-126.94857764442158,-75.27227535176702,B,E,-119.26324857747895,C,1
US,Hindu,26-35,40,5.797701756183589,-92.66757214491726,E,103.61186975733017,112.57760504578364,D,E,-14.77884975413872,A,1
Other,Other,26-35,69,154.0083259836195,125.85444965807197,A,17.596974019257207,133.43589564061529,A,C,-95.31487169774199,E,0
Germany,Hindu,26-35,77,9.694991474826947,24.494605797300547,E,3.92300501791977,-14.036262505822062,D,E,30.021914412604566,D,0
India,Buddhist,26-35,73,120.22018109542213,-39.37704703796449,D,37.31371864507974,-177.60180534220814,A,D,-23.999441349051956,D,1
Brazil,None,51-65,54,175.6588612799719,-88.77419975034307,D,44.65245204917664,-75.63117497906717,E,C,56.349427330674764,C,0
China,Buddhist,51-65,69,149.01677034952755,-133.65982277526092,B,-23.589292762421806,-179.577357607027,D,E,-225.98119850207902,C,1
Germany,Hindu,26-35,63,146.13078485941787,-38.4343334419266,A,-3.9406117836943158,-209.5747574334194,C,B,19.419490560752415,C,1
Other,None,51-65,24,-60.17165664347556,-100.53912530496942,C,-135.7008249913838,-69.56448115916977,E,B,-51.205587697609,A,1
Other,None,51-65,34,31.80515277608087,-135.2135583179039,B,18.94342692611865,186.92365190343,A,D,-30.026004190284954,B,1
Other,Jewish,26-35,33,-46.57538765105463,5.655436485571349,A,-99.49339074838174,79.41079288416174,B,E,77.37893264128985,C,1
UK,Muslim,36-50,56,6.079514352153674,-132.42700392110967,B,-142.89468799220987,-42.5661178873344,A,D,-76.71054543060953,D,0
China,None,65+,30,72.30702465280372,-127.06681911475641,E,-185.67281558419694,-60.027772232125855,E,E,-87.68092440530914,C,1
Mexico,Christian,65+,26,69.75952487105256,131.2424318464345,C,5.365581525517967,-53.90138200788264,C,D,-95.97481526274703,C,1
China,Jewish,51-65,23,104.18088341350114,54.27745776991062,E,-70.03669790625473,-93.35248766592115,C,D,-35.23857742921068,A,0
Other,Jewish,26-35,70,95.64471271355816,35.69172570065102,B,109.87456595429713,-103.25802603797499,B,A,-113.32844148555274,A,1
China,None,65+,71,164.60029752432013,-50.240044256290076,E,17.525589468278035,-1.1932470028113933,A,D,117.56859906367781,A,1
US,Christian,26-35,41,37.494822358990646,33.64484067453598,E,-79.34239319799171,-83.05839544151208,C,A,-60.09722404485041,C,0
China,None,51-65,33,26.329304393547904,-60.78751612057193,D,155.4121510731079,-94.34380527197149,D,C,-251.11888039327673,E,1
Other,Other,51-65,44,69.3602001397358,-169.1266701469044,E,-75.60982597123476,-208.1185105875513,C,B,46.42895697223046,A,1
Germany,Other,36-50,65,225.72818624970793,-270.5918406555023,C,115.73868625279573,84.13670042595915,D,B,-83.67768710136512,D,0
Germany,Hindu,36-50,56,197.62548701110038,21.59697143510556,A,5.710572156598904,214.9123861424872,D,A,28.023899570790768,B,0
India,Muslim,36-50,19,-60.58985416145026,-7.460745308168295,A,68.23832118752034,86.73485878553207,B,D,-167.58950479492734,B,0
UK,Christian,18-25,74,-153.94841615348312,110.83403792254944,B,69.68162381105184,-125.51334907074347,C,A,-83.11557656204134,B,1
India,Muslim,36-50,37,-32.02259164380081,-39.28394062265778,B,-65.94918641633039,72.52629098972152,D,E,-8.645418239309816,B,1
UK,Christian,18-25,29,86.49601195646116,-14.777786214412231,C,89.66426595688965,171.25602469421244,C,A,8.738813226969993,E,0
India,Buddhist,26-35,76,-45.93858134868407,8.405384707134399,A,77.60532582782514,120.61831675653846,B,E,217.73523300176794,D,0
Mexico,Muslim,26-35,75,172.4230333523461,-113.94349044266832,E,36.588548738333586,-73.97788141614687,B,D,86.10457888959574,B,1
Brazil,Hindu,51-65,41,14.627709246856238,209.39274403954883,C,139.00718795743546,98.39293131143349,C,E,-22.6598992472356,A,0
India,Other,65+,73,209.53872972622912,-144.15367216070092,D,96.49703677473151,0.5461784893120891,A,C,49.70826650396421,E,1
China,Muslim,18-25,64,85.42872729986324,48.502648060089236,D,-10.6344262701854,82.87994420305242,A,B,57.31846856047188,A,0
Germany,Buddhist,26-35,78,-310.4711078484779,138.94449410584838,A,-0.4901514965336095,32.67696224684232,B,E,61.48258970401298,A,0
Germany,None,65+,19,103.89216156558805,-84.41924055110105,E,-77.95961445284945,8.963517775710802,A,D,-22.808478650882318,C,0
Mexico,Muslim,51-65,72,-121.91211361746053,-71.4917435088553,B,-33.552618843538156,-8.016616318595302,E,D,205.11709130873408,E,0
Mexico,Jewish,65+,38,-82.41748644266072,-138.5529927025165,C,87.74666112092426,79.9869814137097,D,B,-66.84834094778937,C,1
China,Jewish,26-35,78,-49.22258934341788,-154.3859569987448,A,170.52198953745346,91.93967457025643,B,D,-147.56417109707115,B,0
Mexico,Muslim,26-35,73,40.9766885975468,43.30716008312108,C,-47.066116181226434,49.50954504512824,D,D,-3.816650890144597,A,0
Other,Jewish,65+,23,-3.9928685427922392,22.196478939478492,E,-97.19660152796372,22.264771227938027,A,B,79.26077270953624,E,0
India,Muslim,26-35,70,47.14794594307544,-164.6159436605629,E,81.7013452265797,-21.471706179507386,A,A,-95.7588468151327,C,0
Other,None,18-25,43,26.108382493037276,-93.69934307835139,D,12.074903168198468,42.13889396870147,E,C,-81.36831558074415,E,1
Mexico,None,51-65,49,-187.83116541333865,159.07130669292556,D,-95.88871596709727,63.6557648812981,D,B,-121.17994732198811,E,0
Mexico,Christian,51-65,21,-48.43572420524558,194.67459189352434,B,16.112645686661732,59.89509257607245,B,A,-108.36337793790871,C,0
Brazil,Jewish,65+,40,-19.649238626623276,72.96106618397691,B,-159.3516037294514,-51.40712768210221,D,B,28.907358278999524,A,0
Germany,Jewish,36-50,39,-61.11286933986227,10.970846668710935,D,88.7758004430894,115.25155314751527,A,C,178.44286511092457,C,1
Brazil,None,18-25,35,231.03025471016417,43.28697142343089,E,-187.08766153291444,64.32626168549392,A,B,119.03756250098422,A,0
Other,Muslim,26-35,33,-122.8677348461735,-39.299032151304566,B,52.90807422354593,8.28214499068029,C,D,159.84254086501525,A,0
UK,None,51-65,40,62.33486977083184,-14.65952322793277,B,60.36330519514897,64.51073234161653,C,C,-164.4175795171499,E,1
US,Muslim,18-25,75,4.547695140884303,-41.96605383835096,B,-52.091549573409324,-46.26620236972498,E,B,-205.17729205744342,A,1
Mexico,Buddhist,51-65,49,-263.31221522670705,53.17180724120738,D,-74.2081721389334,129.75885933346348,A,B,50.18862913645944,D,0
Brazil,Jewish,26-35,57,102.40606706741482,-96.01220602330548,C,-34.41866370201002,-64.06781491168864,C,D,17.74332179817034,A,0
US,None,18-25,56,-81.97230014857533,-33.353192948349445,A,-26.283844543917407,8.37692111876814,E,C,-16.224336420683212,A,1
Brazil,Jewish,26-35,68,-131.72898300549372,261.9535557949491,B,153.813800112027,126.96297156911432,A,D,-62.939802748212095,E,0
Other,Jewish,51-65,37,-109.04138286372537,-18.611638981859556,E,-131.2344306108243,70.84975733641551,B,E,79.91267735265107,C,1
Brazil,Hindu,26-35,79,149.5003581399323,44.12238442713364,D,-4.180560591581705,62.97393156343985,A,E,117.70903737292934,E,1
Other,Hindu,18-25,50,-151.46341668962177,74.92743314249616,E,-8.59635080089998,-130.87430769321674,B,E,-145.90138541922425,E,1
Germany,Buddhist,51-65,75,-59.998535168636394,-107.12344782580368,A,151.60029906215215,98.32113396333794,E,C,142.11759119914802,E,0
India,Jewish,65+,58,8.441006219731095,-81.16180815781188,E,-7.362316660729384,-80.1906076142774,A,B,91.10379378408902,C,0
India,Hindu,18-25,48,-108.49315775137325,-88.17157608415064,A,-92.65291508401641,-71.03573348973876,D,B,-60.09244654874731,D,1
Germany,Christian,65+,49,4.052417348030928,-37.27873430768,B,-71.81865045061821,80.41148784507992,E,C,-149.8947122895909,C,1
China,Other,26-35,40,-58.500099694550315,-53.327725679123716,A,208.81432575782677,-73.723526665743,C,D,5.148884631302792,A,1
Germany,Christian,65+,41,-260.754637954311,-52.49520469084581,D,-113.93333255007587,-196.4477933258248,C,A,-19.870164639845253,A,0
Germany,Jewish,26-35,41,158.44295897842196,-55.989427745905104,D,-212.06113523846608,-144.9066027385837,C,E,90.16076132538234,C,0
Germany,Hindu,51-65,61,-28.106145603396275,160.28810823085286,B,-154.05236664253974,55.22960324909499,B,A,75.56719785042384,E,1
Germany,Muslim,65+,39,-37.963474293140074,-80.35714004618458,C,212.3125423668169,109.10892044800924,B,C,-0.9224232693492765,E,1
Other,Other,18-25,65,93.58575115500582,-69.01535567416427,A,-28.92286494242623,105.80297608687191,A,D,144.67425500174485,B,1
China,Buddhist,51-65,34,148.7016357581965,128.40262175184063,B,19.21337154387586,92.77493484436046,C,E,7.24755456381687,A,0
Germany,Muslim,18-25,35,77.78600932951058,36.99891866208932,B,40.50119822502198,-119.91080535690524,E,D,-38.26373128892008,B,0
Germany,Buddhist,18-25,56,-77.04900234488112,113.11920269211355,D,58.10717222521037,26.806083642051735,E,E,11.06201468749413,D,0
UK,Muslim,51-65,59,140.60112201340073,157.14746061561493,D,-9.987157470912344,-68.18132466012503,D,A,74.1697650814103,E,0
Germany,Buddhist,65+,67,71.7933385824376,-122.33910518861128,C,150.92606096586394,-19.706993749353614,A,B,59.63231396328664,E,1
India,Jewish,65+,78,-59.45659838540733,-161.00110411846117,C,-84.999490621793,-62.05692977677854,E,A,54.422161514219425,E,0
India,None,65+,58,-44.23819731973917,-39.7223096166055,A,183.7765416638008,29.239421764882294,D,B,-210.02712921126266,D,0
India,None,65+,69,-2.160893952379183,42.01367159214982,C,54.150033056638804,93.81889877978362,B,A,-155.08575700601605,A,0
India,Other,51-65,40,31.67659699756749,83.65838701723816,D,-68.1218438372514,66.0773852566492,B,D,-1.3449304466927992,B,1
UK,Christian,51-65,52,11.355174526436967,58.06895870329709,B,74.76735822498975,-131.8865518696849,B,A,-200.64741469262407,D,0
Mexico,None,26-35,31,-24.017066519174005,-71.77714711098342,B,42.27820859553812,-67.68398779354612,A,E,49.49804359044032,C,1
Germany,Hindu,18-25,64,-59.95018936626057,-72.87271178224427,E,-43.281229640602135,-40.02624804417837,C,D,97.7894062651079,B,1
US,Jewish,36-50,25,45.21182399188236,101.33071294115874,E,188.86480256226577,-216.72256034374095,E,D,-171.5745058110187,A,0
US,Buddhist,36-50,42,6.79420883822549,-10.489093862513073,D,-55.286567127455065,-82.54079052733918,C,C,103.76110103159151,B,0
India,None,36-50,56,26.904678870427457,184.0986550900266,C,-16.63610142100134,-2.072857321843314,A,A,167.72722293399602,B,1
China,None,51-65,57,-52.88007511940195,-183.6269466671209,E,107.04205270129346,-81.60947930014997,A,A,104.90447053525598,A,1
Brazil,Buddhist,26-35,62,67.36336074011302,-66.60176225938955,C,-129.6336772951046,9.490825652665213,E,D,4.363452440229172,E,1
India,Buddhist,51-65,58,7.988004536032664,-20.800818446576773,E,-94.10657439882927,62.75219103147522,E,E,-162.43703669496412,D,1
Brazil,Other,51-65,65,97.75683435052632,-54.35626077562106,B,-73.06939408101218,-96.27900894826207,A,C,90.3580568557016,B,0
Brazil,Jewish,26-35,58,-169.30578624583146,-145.0589718676334,A,12.93413227444214,119.60964493243537,C,C,-11.565026436694124,B,0
Other,Buddhist,51-65,25,-19.19362776334973,124.60625171841875,A,-77.98525863279824,17.52111745923483,D,D,21.836189333935533,E,0
China,Hindu,18-25,61,61.55268460730827,-153.20132365602737,E,177.55545541951025,181.3857169819396,A,B,12.105988761730467,A,1
China,Other,26-35,58,-77.40924592295735,-49.24075430685094,D,88.95956837535405,8.093619859155273,E,C,272.1181014062843,C,1
India,Hindu,65+,20,-38.06369686373823,11.840899833775637,A,174.09180992020305,29.783425739528173,C,B,-88.53795863392261,B,1
China,Buddhist,65+,79,40.049126067074944,-10.664041201675523,B,38.78181723455935,-80.27330034841542,C,E,-24.686510710617107,E,1
Brazil,Muslim,36-50,38,-51.26226475927271,190.02234820786464,D,-115.1839297579579,52.24912337880019,D,B,54.679432742972864,A,1
Other,Other,51-65,74,149.5231874454682,28.144520441202992,A,-47.51091960550522,-104.0117575832488,E,E,-73.84359384385293,E,0
Mexico,Christian,51-65,68,153.28703067709378,46.29385295559563,D,142.00685330929457,-62.49952482710764,E,B,115.62754487707232,E,0
Other,Buddhist,65+,49,-88.00708603498695,-52.12432447454294,C,14.383333787060648,-105.08725992456571,A,B,-66.67250416515988,E,0
Other,Other,65+,45,147.15284221817032,93.27909889253571,D,33.56354698676632,106.78511530303776,B,A,205.3893121431447,A,0
Other,Muslim,26-35,65,-89.3422482987309,175.6991627030536,C,-72.08715690978116,53.63628072642237,A,B,-25.582585986310225,C,1
Brazil,Jewish,65+,40,21.225126680369783,-137.74446597608832,D,-31.194998492322163,-33.76435126824685,B,E,163.82272538838666,A,1
US,Christian,65+,42,56.12656394693849,-45.24522667059594,C,-55.91702758030234,74.33440105743293,A,B,-63.49109487225989,A,1
Mexico,None,65+,61,107.70338253602223,-189.71222930532537,D,21.032158400639958,-2.6409975981793443,D,A,-89.68244870776529,E,0
India,Other,65+,46,69.3849021792522,-238.80210753195726,B,4.91876026153973,17.231401234968807,C,E,-104.08186869485934,D,0
Mexico,Muslim,18-25,62,25.37606748196641,-10.87562636210928,E,95.81095297667794,166.21190283754163,D,A,114.85467758254319,B,1
Brazil,Muslim,36-50,21,76.21949397551414,3.7105720502333788,A,18.295218118371086,23.499688031807363,E,A,-52.33558229049463,C,0
Brazil,None,26-35,31,-37.614306499243924,34.178470461783334,A,31.30818809548351,-74.68895733136505,A,D,-51.92014747329813,B,0
China,Buddhist,51-65,53,94.05766206186567,-9.925373922401292,E,7.224770261819663,-80.66129906083354,C,B,-17.285030202281032,E,1
Germany,Buddhist,26-35,50,55.115599951822425,33.317060878965975,E,-7.592876796108099,2.9674378488222213,E,E,98.28889898857814,B,0
Mexico,Jewish,65+,67,-342.65711480095246,-209.8009039764884,D,63.46855138023963,-84.60406466700545,D,C,138.74975230450605,B,1
India,None,65+,73,65.85763752434109,55.145617922623444,C,181.12635689478716,-47.430855814125906,B,B,-25.086953930825835,B,1
Mexico,Other,26-35,70,-25.999321797945928,193.30060156617884,E,-19.524390781255207,61.29282692494841,B,B,55.7499382701666,E,0
Brazil,Hindu,65+,52,63.45902673660764,155.8798887304981,B,-80.81462970415214,-112.68400672346249,E,E,-53.40461197961252,A,0
Other,Christian,65+,62,-23.322777036191578,84.5107475462208,B,109.01788527276783,-61.207176858817256,E,C,-159.65246118144879,E,1
China,Muslim,26-35,35,-170.16778345591226,51.01969483480012,D,19.504377835524735,33.79045340528068,A,A,106.30139679659396,A,0
China,Hindu,26-35,27,16.18297367807956,-119.0581372221321,B,138.9355653166054,-186.2093740258507,E,C,-70.8794626507033,B,1
China,None,18-25,59,44.07838629227727,-22.579969694381557,C,-29.225950473872192,121.54746831508088,A,B,138.61994855586147,B,1
India,Jewish,36-50,19,-69.85651625481374,27.185753380520122,B,65.5396392210078,-31.481420102160467,E,D,-27.600592909634216,B,0
Germany,Other,65+,22,-67.21213765904285,20.118497232579873,A,82.79199245075255,-17.866940070854284,E,D,-33.78150103037601,C,1
US,Buddhist,26-35,65,1.7165965559103726,-15.58586821685688,A,66.78673845765415,-30.142725067163845,B,E,-179.31139970831182,E,0
India,Other,18-25,30,-85.13398028046868,30.48676100114888,C,15.550412061238678,221.98038901002457,A,A,-244.62533185162022,D,1
Other,Hindu,65+,18,-252.4696865740303,104.17015127042264,A,-18.34644392933889,-34.23024454060715,D,B,138.72956105846467,D,0
Mexico,Buddhist,51-65,59,82.94585218371626,85.1526839133798,C,-23.610215998608336,-180.35558609363278,B,D,-176.13829243909348,D,1
US,Buddhist,18-25,72,-13.52275466925098,10.927453918811338,C,-26.54858475715946,20.251704316880787,A,D,-60.600777378876295,B,1
Mexico,Jewish,36-50,27,-191.85190769798643,101.0308665885231,C,-57.32238459447766,-47.496938611024575,A,A,25.161453829641328,D,0
Brazil,Christian,51-65,68,-31.314230154993233,19.347380315895684,A,198.18596636261088,-13.884747329036237,B,B,36.34109597923673,A,0
Germany,Hindu,51-65,28,15.585592158399852,-160.24379069298408,B,-12.65740636249349,38.29600483543759,D,D,-19.777842974773566,A,1
Other,Buddhist,18-25,26,60.15496694659348,20.493158142323374,E,193.72163815326445,-14.581606867456856,E,B,57.83097099600397,E,1
China,None,26-35,57,133.72103904927116,-126.65880758310175,D,-101.74108781269177,-20.659233053093594,A,B,-77.26162432758592,A,1
US,None,18-25,28,138.26221206476163,-222.74834405624705,D,52.7436097098221,109.98394443745771,D,C,89.23724206104863,B,0
Mexico,Other,18-25,41,-64.85453171318088,-95.01941106323005,D,-49.43846006403973,45.19713537811989,B,C,131.38461830153457,A,0
Brazil,Jewish,65+,50,-99.05423776918705,-79.86789703386602,B,-44.59742714023627,-64.2789763321813,B,B,115.91648054704247,D,0
China,Muslim,26-35,37,-49.380831892046096,-88.0456620038921,C,39.8624573243903,-94.58606414774141,A,C,-129.73869216578368,D,0
Brazil,Other,18-25,78,-182.92790238800634,14.67862043689164,B,-16.216693943937752,193.066158855533,B,A,128.68111418923763,A,0
Mexico,Muslim,36-50,67,155.60309910561264,85.37211245596907,A,-59.098055000494966,-172.79520119614028,A,C,58.248929313025776,A,0
Other,Jewish,65+,57,23.55382755821873,-147.3420832646913,D,121.71103948044262,37.07240610571986,D,D,-233.32890995002109,E,0
UK,Hindu,51-65,44,56.55066570498305,46.80659516586061,D,-298.80420084647795,108.24889849565346,E,D,38.81962657126337,D,1
US,Other,26-35,29,63.09622493358772,-14.770287700384072,B,-58.21017865326652,-151.5632062732179,A,C,46.94348143626089,C,1
UK,Other,65+,39,31.24109463298717,-128.29082669588493,B,-19.335045710539475,-29.64180665621624,B,B,40.65428125807018,E,0
China,Hindu,65+,40,-45.75758540241807,71.0151580045929,E,-68.76076744071533,-83.6550914184309,A,C,31.360668518785772,C,0
China,Muslim,26-35,19,100.97830531503253,-107.82377406248848,A,-49.79863912346351,130.5217091876062,E,C,-139.09620813164804,D,1
China,None,18-25,48,-134.72331955065718,-91.05727408776335,D,41.42282204099389,182.04304037086527,C,B,-170.06801403243367,D,0
Mexico,Hindu,18-25,48,156.53405844744154,-62.55861857212266,C,35.11812260425469,-57.731389053086716,E,A,76.61342304850685,D,1
Mexico,Hindu,26-35,42,168.4665830646556,19.210153930847536,C,-50.39407743794588,-74.28374522433913,C,B,-41.88876283018462,A,0
Mexico,None,65+,38,-24.115901517084986,15.331660129422387,B,-16.57379778948386,11.058379925333474,D,D,26.016159347118624,C,1
UK,Buddhist,26-35,45,-155.6324989837713,104.28005143046984,C,24.243276019033853,44.874126377033505,D,E,155.92019882966858,C,0
China,Muslim,51-65,41,20.36542400951749,-141.20613699676633,E,-4.850599387068939,95.00185414192688,D,C,105.11838683110737,D,0
Brazil,Muslim,51-65,37,41.84571425479721,-118.21596944055428,B,118.8780568298766,-192.14434289477083,B,D,-65.57449251101689,B,1
Other,Buddhist,26-35,25,-91.5002477162873,66.12263713521384,C,-3.758715815711329,-23.5111176938082,E,B,107.47939548879728,D,0
US,Hindu,65+,45,-13.688247483998921,-77.10070855303638,B,34.90267346840326,123.30401616741733,C,C,124.6197181925182,A,1
UK,Jewish,36-50,47,-213.65937463131868,-67.1749619125929,A,77.55488159470444,-40.472410112381915,B,D,41.26012163346934,D,0
Brazil,Christian,65+,19,56.91765786909735,-43.97743970648156,E,78.74959329590192,88.09526713360127,D,D,-48.202594898185595,C,0
Brazil,Jewish,65+,38,-208.6030736538158,-134.97580600046058,A,8.889512006342567,120.24564742203263,A,B,-18.714094512652597,C,0
India,Hindu,65+,43,140.08331264989764,18.43507868264691,D,-29.993720340922092,12.958180097238806,D,D,46.124717822676736,E,1
India,Jewish,51-65,45,8.381187640749499,111.0955787946216,D,57.77550841648576,181.3758732459317,B,B,-32.082832748723774,C,0
India,Jewish,65+,23,22.384256920901098,63.36345175611452,E,89.61790510429942,-26.512414729894076,A,B,30.333409841643444,B,0
China,Buddhist,26-35,64,39.58549411061854,126.00266706818711,C,-88.89379313686734,-61.55735414286028,C,D,-130.3630804867236,B,0
Mexico,None,18-25,76,75.11714790826244,42.8739975232148,B,0.877402296842259,-15.1892625861402,B,E,47.03473069890237,C,0
China,Christian,51-65,28,64.60670259100809,59.07212733345138,E,-61.04571795579658,53.9389208050295,D,A,-254.9881668820479,D,1
Germany,Muslim,65+,61,5.589549286120104,25.670767928856275,E,-19.593753582402748,123.8338410841133,E,B,84.17475256474056,D,1
India,Hindu,51-65,36,137.33967758299423,41.16278527292964,E,-79.83709709264669,7.112496456256455,B,D,-64.2841640992716,B,0
US,Muslim,18-25,27,17.583900132977448,115.3766905627088,A,-65.69363088539875,-22.244733283317196,D,A,111.67761263907936,D,1
China,Muslim,18-25,61,-27.5831981337327,-12.765069551605446,C,-51.50065984752709,-90.90076066273177,D,C,-21.324930246303037,A,0
China,Muslim,26-35,35,-83.53155610789612,-101.63624622633405,B,-104.25378037449697,-7.017392570035194,E,E,-65.46822175292266,D,1
India,Muslim,36-50,22,25.801980605599173,-52.457701175488566,E,-72.8205197733919,173.18726093443797,D,B,-60.64615016863837,B,1
US,None,18-25,48,17.769407990165202,-135.05333362312024,B,-4.395724296641854,86.45983753390388,A,E,98.07368716133008,C,0
China,Hindu,26-35,21,-88.90575117412122,148.76638977589346,C,66.47959511877838,-84.58904599619393,C,C,74.3406314938381,E,1
US,Hindu,36-50,67,105.8806033398898,-158.33572811511175,C,189.26461288267853,234.8337150921265,D,A,306.23246991206935,E,0
China,Muslim,36-50,75,-95.80739484234773,59.91269093870437,B,189.2532926467333,69.79610182937469,E,A,77.72368240645405,D,0
China,Other,65+,45,-12.823429044901651,208.72847229182608,A,-6.234179827241411,9.118298673269301,E,A,33.75292184581691,E,1
India,Jewish,26-35,35,83.9814824702611,94.40472975941458,C,-8.627292023259942,32.692013981052284,E,D,250.4051547851617,B,0
India,Buddhist,26-35,67,68.68367992095077,-7.671119110821128,B,70.99138582342475,-60.53784955735077,D,C,-85.81802886499771,C,0
Germany,Christian,51-65,77,98.47628166901862,10.86328037786247,A,119.4312926132082,-63.93960624749754,D,B,156.6547249762683,B,0
UK,None,26-35,52,-223.09396282742284,30.64505242261471,C,41.94579443782078,-42.64251493904743,B,C,-164.22623895372334,E,0
Other,Jewish,65+,47,-134.69322416268034,-35.67953877367745,C,-52.06186605053564,-29.84630320105164,D,A,-148.76444927489987,C,1
Other,Christian,65+,70,-53.91949980679286,9.686521274762573,C,13.792227785236769,258.0437387844003,B,B,23.158082797188072,E,1
Other,Hindu,26-35,19,35.92750646132731,50.93543738673496,D,-46.52484742479211,-25.621816242093782,C,B,-127.29752363660793,E,0
Other,Muslim,18-25,47,-75.44197413927611,6.6589077575834255,C,28.315611686809582,-123.59995615123542,C,C,150.8129820401721,D,0
Other,Christian,65+,36,145.69412331835255,22.9653104803793,C,57.73949793749292,8.464707976222725,A,B,87.35493486131514,B,1
UK,Hindu,51-65,72,-21.53774743201869,-190.91329151783506,C,-148.33417790949613,-98.48588851741798,A,A,33.66323276419463,E,0
Brazil,Jewish,51-65,40,-91.56827787214749,-85.16749023048943,B,-52.79660076206041,-86.97342268897964,A,B,113.99576286973986,B,1
UK,Christian,26-35,50,-53.990208530855874,17.377644503894526,C,-55.520240606572656,202.84083282216136,B,A,-245.691840658692,B,1
India,Christian,26-35,41,54.02218251075583,-42.72508847230843,B,29.59149723524944,47.03563480066267,E,B,-79.01184166872254,E,1
UK,Muslim,51-65,54,67.84278213841021,96.66571762700255,E,-8.404337492493037,80.07901379234903,A,A,-60.63578169702532,A,1
US,Hindu,65+,20,33.23313624036689,102.89717644475694,A,-7.011072349217354,16.156565916380224,A,A,-65.15427067014764,E,1
India,Other,18-25,33,111.4748215680473,89.42989074270285,E,-116.47278970404118,125.9703096978367,B,A,-34.015176405460856,D,0
Brazil,Jewish,36-50,37,-126.25001518098051,-67.36301111562574,D,-167.92462676474338,223.8396949643499,D,A,28.532476468540818,E,0
Brazil,Christian,65+,61,-60.860084928476525,6.8409835362853775,C,-57.39605707262862,-67.9280587196944,E,C,70.37847602426021,D,0
China,Buddhist,18-25,21,45.38845493706436,-9.972186931437726,A,88.09853386178854,81.1671517313056,A,E,-36.6564564317699,E,0
US,Muslim,26-35,79,91.67700349085517,-21.414245226150157,B,89.95999325107994,72.52356430984626,C,D,30.610112174737488,A,1
China,Muslim,18-25,44,-6.24379533198189,-20.392235363235933,C,126.70832761025639,189.5963886065086,C,E,22.944856188677736,C,0
Germany,Muslim,36-50,69,-167.7862223794792,-78.16208209387099,B,222.64762445713095,89.01874095972447,D,E,-43.27472411888418,E,1
Brazil,None,36-50,68,-106.1964129121856,24.20899953581434,D,9.457711355043502,138.59239155213027,E,A,-66.13883146768616,A,1
Other,None,26-35,44,-118.62644162774976,53.19802043701666,B,-70.83770834085973,297.6211261616593,C,A,50.86997151846375,C,0
India,Muslim,65+,35,52.66509425744758,38.15398627483019,D,-81.72507882767246,-7.564627433666566,E,C,146.58852894993072,B,1
Brazil,Hindu,65+,32,58.25467014000408,146.36350256764078,A,-130.9839035508204,11.52904255637662,D,A,-18.193328737103002,C,0
UK,Muslim,18-25,58,33.63392837699799,155.90103495335066,B,20.106412257835217,-68.27933013368582,C,C,78.92406698650221,E,1
Other,Muslim,18-25,58,-94.61807435959496,115.12770383063547,C,-108.66560487306623,-26.62535959121854,E,A,-54.01093685829288,B,0
Mexico,Other,26-35,60,22.048571103805056,-10.935289081493984,D,-31.981751923820177,28.693599101436153,E,A,-66.83303347041884,E,0
China,Buddhist,36-50,72,52.87786157736186,-18.97962226082987,D,38.25119698763187,67.67838010732599,A,E,8.938792915262281,B,1
UK,Muslim,36-50,24,-12.459797120460262,-140.7557624288779,D,186.35331553555295,-21.352238870196416,E,D,-12.208633979118856,D,1
Other,Other,36-50,31,-118.93064304999254,-150.65936969189943,C,14.70133853441609,0.7516836072131156,E,E,-47.09201491201607,A,0
Other,None,18-25,59,-86.86025325564466,-113.3400851250254,A,95.15238251488346,0.3852859228349781,E,B,-17.151527823622775,A,1
India,None,26-35,19,-2.1257718635731138,-145.55405461731152,E,165.33086496721967,-2.0946918917406627,B,D,144.07483995374528,B,0
Germany,None,36-50,23,1.5670898186537316,-13.368303632857703,A,-111.78183830441736,-25.63669750179957,A,D,-31.455708902494546,B,1
US,Buddhist,26-35,76,-177.31632819031302,-130.31493730252876,E,351.03315342516396,-68.88310381507928,E,C,96.96430044894115,C,1
Brazil,Muslim,65+,67,139.15731378506868,-179.53098213719565,C,10.94997424643364,7.418325972524263,D,C,-21.238585860015238,C,0
Germany,Hindu,26-35,69,-72.04885420643303,149.18669465167613,E,-78.75235790022512,4.578418387363697,A,E,361.368737525086,A,1
Mexico,Muslim,65+,40,39.19580531861237,-65.33984402166053,A,-93.91289569408917,-8.085618200949076,D,D,38.80307446906437,A,1
Mexico,None,36-50,30,-140.50993330012778,64.27267873610784,B,-15.640123233567909,-76.50282425182432,E,D,-53.80841514500037,A,1
