Gender,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
Female,52.402725985594486,B,B,A,-53.41470581176142,6.034121337561774,17.38850245424026,D,D,E,-168.63032454133307,37.49506793650592,-17.552456638081175,1
Female,109.02014754060036,D,C,B,-10.712039553038778,78.02377176195267,13.373080569922488,C,D,A,-234.12320875030855,-52.338409764244666,75.20078962695355,1
M,12.571067154208263,C,B,E,53.58442447077524,-134.7836348708961,13.480292649990822,E,E,A,-55.86445603034878,-70.31284231044161,-96.78933004292482,1
Non-binary,-53.084075694261976,A,A,B,-36.963198258268456,-2.022261114977244,-68.19896260751534,B,D,D,5.198432593253303,9.098894176919236,-92.81609275655597,0
Other,80.55271232317426,D,A,A,-31.069956578426805,122.5202151384933,14.69274452328693,E,E,D,75.19058960450666,-16.68824305003943,-129.96678806373515,1
Female,-98.18364783446938,B,A,D,-94.6962801629963,-89.44271971969155,148.75374218218067,A,B,E,166.51533973595124,113.56678731853937,-59.71457771396508,1
Female,-213.42070330918062,B,B,E,76.53241246111149,-117.98917468006323,-68.44827831919272,D,C,D,-94.43576252863204,189.64664122443088,-16.690590872935843,0
Male,-140.321352933899,B,A,A,108.4291995712875,-12.167740434428557,9.726116684272768,D,D,C,-124.40813333024427,-44.73395299592083,-222.21330815008537,1
F,-145.29120861636366,A,C,B,33.03964605464431,22.337383122431724,-143.7807767739167,D,C,D,115.67733374757569,-47.29065467952458,41.79028355605421,0
Female,-103.46641690723722,D,E,D,-92.29008073654562,-41.41552255313685,64.81205057530632,E,E,C,-57.28337312858437,-20.091972761246403,42.82082594300288,0
M,-55.92749294352534,E,E,E,-24.83893098113945,155.26160487665464,-24.74202414630183,C,E,E,92.89717326823525,33.47515074333713,197.82388022230165,0
Non-binary,61.87253081470663,C,C,A,2.4047513080511207,-42.2120853450423,9.469352242304746,A,E,C,130.75252203189692,106.55421848680268,127.21687956495909,0
M,-195.17287233272162,A,D,B,1.5606524411783698,-104.63911032717552,56.23481559090921,C,D,B,-186.14143605293037,-180.78949719711937,40.69022596054973,0
Male,42.681439693132475,D,B,A,58.5814783831997,-37.07078269530909,-90.96353773642731,B,E,D,37.644167666064035,56.228129279349524,-135.30359519303028,1
M,-32.37586673187579,E,C,B,167.70619371897584,28.295309958008374,6.4746880569459515,A,B,A,94.8430686349719,143.12526715958995,107.39880676785862,1
Male,-158.45677841701718,C,C,B,-115.39755418699802,-81.11801637960612,-21.606160702915822,D,E,B,-106.16898467336857,46.346850366944345,-1.8258931932657823,1
Male,-11.777504909274835,D,D,A,-201.8140176307408,0.011969556893487924,-139.1030599931524,C,A,A,-104.10464443379284,-12.712668378378048,-33.62121013835967,1
Female,21.157762044133857,B,B,E,70.43670253990985,-116.07840775408877,97.04618834076695,C,E,A,-18.3528006159701,118.71258564339915,13.32626818660352,0
Other,-106.34550227544486,A,B,B,152.1456860972394,153.48049888639503,98.73970927188277,D,B,A,-37.538807285215626,-140.3647716517003,125.23916350558027,0
Male,-135.49512095882895,B,A,A,166.66855951684047,-2.150590445038629,27.841618020052994,C,D,B,-46.052096832646036,-148.7822846502968,-108.578680462031,0
M,-123.90761012759481,C,A,C,-105.76088299110728,-1.6261942840884909,-77.84328791421648,A,B,C,33.97022961815847,-114.09045825168423,-161.17795000082813,1
Non-binary,65.37468612483633,C,E,A,-31.595354758487982,-117.4209801859189,34.895480468715476,D,D,C,-71.3341148380367,-115.95207142277984,16.686150144291055,1
Male,-2.357010856331033,B,D,C,48.09084335071059,84.15501841501425,-163.19224100756884,A,D,B,-43.97089169398978,71.82083135877984,-177.63448493399844,0
F,60.646946958224056,D,D,E,11.611914411126039,94.16529087104118,-16.80054150154941,E,A,C,-128.46953413045006,-22.820142202503057,126.90064049004302,0
Other,-22.20498102593699,C,E,D,92.1630127036352,-39.101172190951736,11.503486952989748,B,A,C,43.702937961057984,24.021977498232566,82.79797659874887,0
F,-78.48139870665133,B,E,D,-6.265268133874822,-35.71976325593411,-181.25392236619615,C,A,C,-2.600479178269137,-172.8322391800085,-114.46715284358504,0
M,-152.8023672665207,D,D,D,106.95919651746757,-80.1130214480722,58.84508479338895,A,A,B,106.07386821997218,102.94071244388203,-49.73562479387238,0
Female,-81.5189560023281,D,D,E,-68.77199518894831,160.62787376694217,-137.27511037030783,B,B,E,-8.445836895984824,-53.888231472446535,4.46040384532988,0
Male,-77.68471129170203,E,A,C,51.422739908295746,-10.517430584111814,316.6653312621878,D,B,E,144.5429549427277,21.99560680435039,139.11642934321273,0
Female,1.6151713813810837,C,A,C,-67.49091614695253,-59.23002568386357,78.66266679989906,B,C,E,79.55264519972725,-104.39665198203456,-53.99241429952085,1
Male,45.72469610395755,C,B,D,-58.623643576535564,-85.58263338478933,-50.78813850061078,E,B,A,45.14489432990706,176.37315854941076,55.91150702802336,1
F,-54.74748771429774,C,A,C,-42.42968151845231,73.56791111164573,-48.25974064136626,D,B,E,-50.431603932760396,-147.67172305339852,-99.43580093038345,0
Non-binary,-39.3386004377262,A,C,C,-137.5699061945079,62.09495994430883,9.539102978140178,E,D,D,-48.22488095780342,-133.284998014891,-121.12592213020777,0
F,87.37664689827912,C,D,B,115.31625795154852,28.97068807506914,125.50382881636605,E,C,C,-167.88747636341324,92.66280124963218,-63.589722286213465,0
Male,-187.42642255110036,B,B,B,-135.76311394580864,-84.65653984317515,4.90427673146905,E,A,B,-15.652820642927024,110.54964727910371,60.48377791402352,0
F,60.805715540559355,B,C,D,102.73013465122567,49.96071308003217,32.41189060689349,E,B,D,-95.72172593340989,73.92380807782311,74.88661096031645,1
Other,103.5786529628901,E,E,C,-15.889375072209369,-50.40530541606888,83.49159504620621,B,E,C,-175.6550782766062,38.42896256232117,13.444390045119114,1
Other,101.50074223252123,B,A,C,-39.07680827632424,44.495635291136885,-92.23951337461914,A,C,B,125.00619250577051,23.79737354017879,-1.6288502289427516,0
Female,-73.20188745551258,D,B,C,-16.094796310273598,110.86074294199429,-58.78015586796682,A,E,A,-42.61810617069819,-33.47160010470745,-55.04189183092546,1
M,-69.66402468125492,A,E,C,3.2753379877740163,105.88079863038298,-197.73475762150844,A,E,E,-147.7614741397164,170.36356187063112,-46.39303649081811,0
Other,12.8894291497203,E,C,C,-1.3582086561491344,74.57665740625393,-42.354077936793914,C,B,B,-42.04917182839491,-4.645553848936547,36.70485999363516,0
M,-9.744645064004594,D,B,B,-2.5898332048969364,-45.30093034776238,142.0363535638049,C,B,A,22.745695220206528,7.333396728030891,-90.91212331807273,0
Other,70.45825713414283,B,C,D,160.6846812016224,28.797558276817615,-222.20453456332754,B,A,E,-207.89963849828393,1.3738615312514075,-122.72074027958088,0
F,51.227731835261324,B,A,D,107.19911859020763,217.4906607926784,118.53062371300456,C,A,B,-152.4312813594983,144.08980115503388,-77.9882689865316,1
Female,100.11590628193005,A,B,C,74.73082395407971,-181.49085519350453,-44.76341292436176,A,C,D,-84.26878090459563,191.3329044316175,-97.516298464971,1
Other,197.47957976101802,A,D,D,62.319968700854034,-86.42324876568038,-180.0842613252113,D,E,A,73.03180514671354,-99.23061829726336,74.69959709429325,1
Male,87.95182557395171,C,D,C,83.97408360708894,49.17703562685049,9.260230445502904,A,E,B,-13.592476623486819,-197.10462870324426,-28.579926212021462,1
Other,-101.90051022300767,C,D,A,-63.27433695176339,32.89076957244271,-98.5398105370082,A,B,D,80.04271686248129,-14.110638101182204,-24.02710197482511,1
Female,179.05388084048278,E,A,C,84.45011277623368,69.82101202997765,-183.16002838309765,E,C,C,16.6503642743567,-116.62995834104537,-134.61631457337094,1
Non-binary,108.85987968190281,C,A,D,59.18206562088435,3.1863808247332015,-66.67239322241109,C,B,D,139.35498666515156,92.75101427335348,146.8803249746007,1
Non-binary,115.27808934432011,C,B,C,-8.179799868570376,131.35593715317862,-35.624649415354426,B,E,A,56.23698477192506,-18.545644681257944,49.618871422553205,0
M,73.11270557218744,B,E,D,-9.13449404437922,65.51695215914849,-50.386820151516744,A,A,C,171.21832037474417,-155.20161106681124,43.749628475027684,0
Male,24.844587345765017,E,A,B,73.68154382353694,-121.39740408855945,56.901314811250444,C,B,D,-96.00552493477855,171.19027940605326,71.73959679756014,1
Female,-71.15757565089608,B,E,C,55.298124382519084,162.4761076248481,49.27118950454189,B,B,A,-139.75149375189528,-8.108462727370016,51.82746953124384,1
F,129.89266001761035,C,B,A,-2.559070346049258,-114.07892807447394,141.30681594090524,C,E,E,-46.862830202931505,168.4258213562633,-86.54183890666393,1
F,7.6021898388670985,D,B,A,-64.84524453161775,-196.92225232570516,-189.03526309871884,D,C,B,-2.0920723117809032,-6.315777507758753,125.55107347520564,1
Non-binary,-227.06352315051242,E,A,C,-85.18711783306965,-115.09834441394364,-62.40642715344031,C,A,B,-103.48073531721415,209.15941510438856,-6.428925344361856,1
Other,82.82848844333405,B,C,A,29.37612106222045,-7.895554213839386,82.50070893862313,E,A,B,-0.9616093204001938,-130.35980763026765,91.12915736514348,0
Female,13.852394256589612,A,B,C,-27.92771651494519,-122.13160436687964,20.851704955950847,E,E,C,-53.388619435633025,-91.30099328698545,-59.08241475352208,0
Non-binary,125.82808097008807,C,D,D,146.4045625337215,8.581828927823103,33.32849625718509,E,A,E,-184.35137128009262,-28.598063325180874,29.59187800859039,1
Non-binary,-24.126630592195795,E,A,C,-28.161299929960144,-171.7562318496465,78.33804284756522,B,E,A,-77.83985430029644,47.04969334887581,-83.17944966538249,1
Male,-64.72222842990627,B,B,B,127.91399396428164,70.02669378624923,49.846281368776324,B,E,E,12.000902617369784,-80.31715285566814,-87.31419398811659,0
F,-57.00018909615391,B,B,D,14.449672441330538,-54.57677824340348,90.39358720751906,E,E,D,136.88793801112328,-208.17284987119962,38.8474368235275,0
M,-173.2396742396332,C,D,C,-68.58573831887112,-159.6709531197312,-215.97440471397044,E,D,C,183.82569437694733,-57.65108709983727,-91.57463800780138,0
Male,137.92934156652686,B,D,C,-2.18249720491009,149.52476619216014,7.5896299147134805,B,C,D,-104.08295835446475,114.66192022357826,-66.08602093504388,0
Female,6.221387485343781,B,D,C,3.1183365757711354,-160.52560578231547,-82.42484118886482,D,E,A,83.26744245148294,20.78031867117446,14.943089127513169,1
Other,9.70143474102851,C,C,A,-96.06019915266347,-92.89184644741333,-88.14740498082654,D,A,E,-131.68346370143132,-112.08827277135525,-114.42005884392404,1
Other,-112.97930431210187,B,B,B,-36.209436476332414,100.25285402391488,85.93882069868764,D,E,B,-144.93034082042658,142.08258996798278,54.402188796437926,1
Other,56.398445565780996,E,D,D,-3.6828520243028233,-21.240682819635254,-85.21180936897575,E,B,C,-25.852958063507426,-36.89461788336059,-35.056113945397,0
M,-89.38264929215083,A,E,A,139.8123251206211,-51.3743577144124,61.03437947126088,D,E,C,-134.36215286113463,24.69786371345326,-27.567646195814397,1
Non-binary,-44.371871669918676,E,D,A,-107.76084678738538,18.82115110790905,17.04744511759216,A,B,E,11.36393244275664,-15.956198619582484,71.89625795350304,0
Female,58.14386045082641,E,E,A,32.972667021599136,-78.09927219409954,-68.38303909943355,D,A,E,56.337191337551495,40.64145251065322,123.81221465232318,0
Female,-126.74285083363597,E,E,B,190.18437907190506,65.21293616114427,-103.89253553609767,A,B,E,-22.17487319690319,-18.87165793415233,53.644191049931536,0
Male,46.33978049645871,C,A,B,241.87422870601654,97.85822452535007,-61.23802328380932,A,B,E,79.90238742230216,124.47109472432163,98.09874687898831,1
Non-binary,-10.432046799414248,A,A,D,112.5242247490113,-254.0872906915007,90.45885940457362,D,C,A,151.78399860688296,80.18313821804242,233.80970166653418,1
Non-binary,-10.315421183352305,E,C,C,-4.411501411505514,-107.741298831151,180.08048777366326,A,D,E,-1.461247153381601,125.41447273317144,-86.3762238675075,0
Male,80.35805617827661,C,A,C,-146.182410262945,60.2593592607372,-92.09359844090635,D,A,A,50.190978350370344,156.28293971511152,-28.82183703900525,0
F,-185.7147360715322,E,D,D,-141.35326609293938,-74.63943738964011,51.18765270647986,D,C,C,140.56277648052512,-80.61235000136435,-116.05254775880323,1
Male,34.48798834082132,C,B,A,-88.72517393023696,-64.53412341502536,-160.49593166557187,E,E,D,151.50605380351274,-100.1203619815384,41.345377331336294,0
Other,-35.021641607698115,C,B,A,9.424531650297377,97.16919533881925,21.16764700101788,E,D,A,33.121091121378186,115.65382988166326,-74.23384607185385,1
Female,155.46809315390203,D,A,E,95.14570522819281,-116.1522864455746,-72.50337779048961,E,D,B,71.05068991223098,-120.34996990429741,76.75146380641166,1
F,142.99813770903305,B,A,E,-5.180739185387429,27.908218863283857,-35.42643749272572,B,D,D,-162.4781452297079,53.83654300205747,57.789388846222145,1
M,-0.19765538599009996,D,D,B,40.45768918948431,28.06374445107241,118.32045816644118,B,E,D,153.61342909401478,159.55194609714076,72.9593728293027,1
F,54.81866856798666,D,B,A,20.71607207419811,69.11860853911831,-8.808951265425463,A,B,C,117.39712287801798,15.21387615835712,64.36618461266048,1
Other,-15.583771901129678,B,A,D,-12.65715869870877,-25.665597625699277,-43.83297264321973,A,D,D,21.723953576271096,-200.30406283731344,-146.71244160881832,0
M,-15.03391640918654,E,E,B,144.80237914963737,-29.70375317428943,94.08610164940285,C,B,A,44.84864720497443,91.82912649406687,146.5496472147435,1
Female,4.692209668506319,E,C,D,-12.056748450489854,72.8183453782776,-50.32616809219279,E,A,A,167.08278541579807,10.304345284394909,-18.846748602297513,1
Other,-73.01442630685,D,C,B,234.57951246190967,-63.42325704665939,-62.34941329449636,D,C,A,-37.87857719908626,199.57794859672703,85.09053569734164,1
Non-binary,-37.96993740242846,D,C,B,-66.57604122973572,-25.223389493115604,-7.220658075118219,A,D,C,-4.586689703116673,51.07916040875481,61.681337395901295,0
Non-binary,-62.58614190836319,D,A,B,139.68494428932686,135.80726113218887,-9.091903980397184,B,A,B,-50.48149259929134,41.923714489824846,-85.53533122636873,1
Female,3.897522334441335,B,D,B,-104.01421198014383,112.09686371094338,62.45384375188845,D,B,A,-248.80371311499297,4.511621753117172,-35.50359104367983,0
Other,-82.89836957366946,E,D,C,14.387931780026806,-55.41223044176555,103.41674717422715,A,E,C,10.758672749428891,8.780321896760562,53.47633072409938,0
Female,-74.43545882345104,D,A,C,134.87698432787977,-142.68179478123605,68.83897894770999,A,C,D,4.576873490333915,-43.89435658337907,22.816882314253004,0
Male,-72.40500537760957,D,E,A,-24.61201984422522,-20.81293371252162,232.61302682116673,B,E,A,-6.012150012165087,-97.28826117626909,39.15821334273694,0
M,154.6864260225223,B,E,A,-7.535996900085391,42.71822881377164,2.2861493060241718,C,C,B,-5.6375071485651,-88.58967034137196,-60.14029603313684,0
M,76.64835031280228,C,B,A,258.4608579548876,131.31550779635324,76.37732571946422,B,A,E,-125.41776772957454,-9.61352883230035,-241.90056157419838,0
Male,114.93422550641279,A,C,A,-49.06680987949277,-143.28417397381557,-27.728888263443675,E,D,B,97.64178285929658,-55.60875089213935,-23.050373382059885,0
F,117.52273950796565,D,B,C,-143.6088140430538,131.5384893666708,135.69717851232815,A,B,E,-30.18838082507665,114.07947437188395,17.382521004345648,1
Other,2.9882340615797363,C,D,D,38.35952902402237,77.39125607142313,93.3661469091422,E,D,A,105.84345332979066,92.28965984336173,15.538626065358836,1
F,-195.69479428812056,C,E,D,-184.59289218379277,85.0099943157843,146.3732734558993,A,B,E,-29.346729952549573,-154.27098400429514,-135.18112257246054,1
Non-binary,-98.1925048469883,E,B,C,119.66036442920374,51.58535240670666,38.13896733370251,E,D,C,-25.07884044431287,98.50248908886199,-62.07989575121404,1
Female,-1.7036707751390971,D,B,E,-130.7737473922964,-69.19814807851716,-155.64285678910866,B,C,E,-9.672717635116443,64.24438528449096,-106.1396507883013,1
F,-57.87855371465588,B,A,E,-69.61492276096794,-157.8034423245905,16.42550258915713,A,D,C,-165.63242788816106,20.638110424145616,-163.96480049120578,1
Non-binary,19.320473969733932,B,E,E,102.95602435857751,49.88243914147878,156.63653943227797,E,B,E,14.502305412311136,96.30783647718714,93.65894262576178,0
M,23.54718522878562,E,C,C,50.18683637740091,42.9123953899531,25.61780965762556,E,C,A,-44.4260621502315,57.97379847511686,14.63920382549272,0
M,-71.36646746078968,E,E,A,-2.437988741432793,67.840619149163,75.08011282414063,D,C,E,10.260994917137952,-228.67816899864252,-46.874975130259756,0
Non-binary,-51.58737609760787,B,C,E,-73.56762595692997,226.09099408477383,75.65915509799417,D,E,A,-47.1293769403108,-35.508154549832305,-51.41817342660858,0
Male,-27.397549621106197,E,C,B,42.57131036122501,24.43213243222642,166.20443321083312,D,D,B,-103.15449449225056,61.20515206067405,-15.253496501443568,1
M,-81.9819547779145,C,E,A,-52.169006463030485,-54.967809565731294,28.46471902051335,D,B,D,-153.06962986247856,-199.04439683321996,103.87228994351767,1
Male,-130.08878107997222,E,D,C,-88.62741814894268,-190.90258678552186,16.28547257075925,D,E,E,84.03042679019741,-0.35914761236121445,108.07669078442972,1
M,16.926157940126423,C,C,A,88.16299987821417,54.11795378349069,-88.61566935311035,D,E,D,-126.65808247266688,-59.53209316863269,-86.1633203893507,1
F,-52.571119516750855,E,B,E,-66.2592579862606,-62.4905420847403,-77.82455484358186,E,A,A,-42.87966563335768,11.195269592927724,-71.03004966664989,0
F,-143.22500189844973,E,C,E,-91.89016123454643,90.5289264809818,20.905276819469258,D,A,A,-95.44941387220365,71.9790588052414,-102.30788661380679,0
M,-60.155425353379954,C,B,A,51.22971608139717,47.5164729426437,-182.64700260540855,A,C,D,79.39929927937351,-16.79047439618849,-42.0035690539263,0
M,-21.66483514596507,A,E,A,100.57592682464404,108.23955562182937,4.729633162983684,E,E,A,-56.7628131157001,-286.25382637463963,-118.41339209134745,1
Female,46.113418319839674,A,A,B,122.43984126779995,-47.046781286775854,50.37162356787726,B,B,B,-84.20393870370442,13.26845996782241,175.95707378257873,0
F,-63.317576534461615,D,D,E,152.00694261362378,14.882824054074764,30.987420333399278,B,D,B,53.7451120043956,-61.46748100698717,-108.78991806164964,0
Other,-80.53126613832883,C,C,C,-13.621386111354267,2.1426461652172333,-120.1366220360383,A,C,B,-188.98192677241056,-69.89435383089595,39.45549128099145,0
F,32.54358900443824,B,D,A,-59.33195234871111,-83.80422089637347,-2.27155223593779,E,B,E,138.38400088438001,62.07566303414899,103.24340131707783,0
F,13.63387948171016,D,A,C,112.02334629521211,101.86068442773599,38.47210115863834,B,E,D,-74.17095950589874,78.40240912749795,165.52032793051083,1
Other,-80.41740549524611,C,E,E,-261.6885918618398,110.39407087449038,80.45442596265795,B,E,A,3.1503006308903148,168.9737697021726,-124.9734853596598,1
M,-142.32027114087316,C,B,E,112.3501812825311,-77.55902183322115,-30.00156262081998,B,B,E,-5.188457314979424,34.9287864704335,112.51043071903514,0
Other,152.5223187669256,C,E,E,85.8258723084162,42.2609149299567,-57.93272315299042,D,E,B,-82.98412878692551,55.924824335029456,43.100964770430686,1
Non-binary,-89.51139979325504,E,C,C,-115.21665697039494,-110.22991120271995,-39.81456819846464,C,E,A,-81.63670405373075,19.622095743683946,-14.776875513717084,1
Female,-14.923318633771673,C,E,C,41.02542512992168,-101.56754786845164,20.061166651222244,A,D,D,-32.81712497150308,5.796092779448211,67.89337787693273,1
Female,-112.67766355217161,A,E,D,-61.19678641914086,-87.03967197632983,64.44831483015868,C,C,B,102.46540460577451,-12.582873990438195,45.94606338216901,1
Non-binary,-29.50059556144228,D,A,D,46.21878064395774,69.24600260123978,-160.3118132453021,B,A,E,40.0314572422346,204.29296893012685,199.69927259517812,1
Male,35.21984756378668,B,C,B,157.13312293859448,24.843687142529973,232.4688806397274,B,B,A,-109.05647808086312,13.115810883273069,-53.36736793652707,0
M,-21.338691460733106,C,E,D,10.116195260213278,-156.30910049399603,35.46541954772846,D,C,D,67.75243546521303,60.55926208457865,-134.51028615357794,0
Male,-94.39048595299944,C,B,C,-105.42343052874905,9.157490713959684,9.187875400844034,A,E,E,-11.819121777493539,42.82744979148383,-241.9708026502326,0
M,-273.6096788878435,A,B,C,124.094722305148,97.9546348835805,53.733454647399704,B,C,A,-46.74885931165617,-136.6883634847339,-170.21784786502738,1
Male,62.33077886865816,E,E,C,-79.3391205536927,-8.64135825898281,119.49259994159145,A,D,D,69.46738718822162,84.93958832409825,59.51977949267604,0
Male,327.6615956166947,B,D,E,-10.821447873790246,-21.113270805915022,179.27951598997413,E,A,D,-289.89026392407993,-66.40350030053742,42.147399546221195,0
Other,-50.45361722982628,A,D,D,-0.055177647939993024,-96.91341378122218,146.5436878157779,D,D,B,-60.19721720073564,-45.725440748215306,-112.2628256623042,1
F,79.00418936075691,C,E,D,49.18178371527478,-89.11767716011845,-101.14062740618685,B,E,B,3.7160446906996096,57.44450447141448,-129.88988822988685,0
Other,-37.67344109076636,B,D,E,142.6495044104173,16.216379364715465,11.088166145020041,B,D,B,-40.88618885245312,-25.54950482158025,-30.09946761949885,0
Non-binary,32.77256051774715,D,E,C,-89.9646049937965,-92.84974790662203,-89.76454515289967,E,C,D,-260.52639745493013,131.5130507676686,-276.69117641592044,0
Female,-63.47387325769432,D,A,D,103.13268361855262,75.22174869939955,15.11407283987568,D,C,B,26.389208414675203,-19.185236566871573,-35.48375997507474,1
M,128.6037396347532,B,C,C,29.200000772066424,-126.35592281125703,-53.43257796966709,C,D,B,45.687996878705015,-22.096855159488413,131.69795141026205,0
M,69.21199454184945,A,D,D,127.88090098988833,62.76776362350013,105.41360629454736,B,C,B,-41.41036445937793,-81.64823275263757,-43.12741426663461,0
Other,-33.85810841781816,C,B,A,55.006837835251346,81.74071100231487,107.42377850458287,B,E,B,-180.8435537172434,116.87823298917614,-56.537501895913614,1
Male,-13.850798592166749,B,E,C,86.17004780123511,85.54675005864777,-27.80907169200099,C,C,D,40.40865606834412,-62.35233334924249,9.2742228837709,0
F,-39.40563759979388,E,C,D,-34.181966912109004,80.60745943429062,105.58635192501949,D,B,C,-36.33671414432646,-282.6692930801172,121.45512679811861,1
Non-binary,66.2760264396653,D,B,D,45.14111382417753,-35.606370927575654,38.83692219988515,C,E,D,60.32795675788816,-36.229795938772746,45.69531119066354,0
Female,50.758132659936386,D,A,E,-180.52766622273137,-93.31917521511491,35.10301933832215,D,B,C,-20.183051068485078,-22.196773848405186,43.40711352940566,0
Male,-73.49635692583956,A,D,C,-71.75675836934359,-5.315962056817072,-110.5440427780116,C,C,E,-50.6150049792971,94.59323557368168,17.7627686415623,0
Male,-99.77614526423375,B,D,D,-33.437699627724996,-70.13891245553828,-138.5037484868264,D,C,C,-40.330424621946634,104.834746186798,-11.201631781445446,1
M,-147.30936523359568,D,A,A,26.170769429247663,21.93476462280716,-22.720354087065846,A,D,C,36.89182012512252,-1.1084149617209693,168.94678983303493,0
M,-14.302303342397407,B,D,E,-9.370029009396134,38.79183632846897,-118.90956969117926,E,B,E,16.918654677226098,46.74211056688055,-73.01315002645367,1
Female,-33.864107978219806,A,D,A,159.0400489234775,-53.463036255275966,62.93843033026623,C,D,E,-146.7841731198077,-61.69918952374606,80.91155344152206,1
Male,-11.26184160114168,C,C,A,-125.71536788116586,40.60852040376396,-28.854679948559998,A,B,E,-10.68315183463215,64.9590768024549,-18.414848227073392,1
Male,92.6959414946764,E,D,C,54.449057693391026,-126.89688332756361,-45.11598146120849,A,E,B,-83.8139001531899,79.88469625502012,19.877315443014545,1
F,56.9368717480759,C,B,A,-13.354636599330302,23.12540295180198,-12.107849403370684,E,E,E,67.71812600638165,-25.687972467014063,-31.945783620818485,0
F,15.909721941629837,E,C,E,-34.081060716885,-61.00420113489626,-20.04414708754637,C,A,C,176.96054911879426,8.486618975136077,-23.15498949752254,0
Male,-115.17685478895403,B,D,B,-13.342423509927448,-95.65737791973517,50.22525538700589,A,D,D,44.206660650728715,-135.53557197345646,-53.77090250275204,1
M,-24.214115881262398,D,D,B,80.14587081850128,165.67184165557848,15.542304171496188,B,E,E,-160.55475866409333,57.381223156343644,23.609192605093376,0
Non-binary,-33.19538887486848,A,E,E,-41.68931562334967,110.6229114955493,-45.14074014753609,C,B,D,-72.35920771391544,-96.71047630928443,-70.38184363652256,0
Female,22.30023365547335,D,C,A,-157.97996525263974,81.0078340083361,90.65781730533757,A,B,C,-14.191811266463658,46.215007378365144,-70.32943538234134,1
Male,42.473193894807295,E,D,A,120.14929690522575,-74.07919309367024,52.25823902074628,C,E,A,-102.95116435526255,64.39792791445282,107.98104513104651,1
Female,57.22894553312712,A,E,C,-84.9688823240823,122.49128853193221,47.79004479409551,C,D,E,72.51972208222453,76.9538049519305,-77.46521459332097,0
Other,102.74970632005389,E,B,E,-83.07313239168602,132.212067748814,-20.85403711082301,A,B,B,-14.344295871498455,51.63501355311425,70.67710424791994,0
M,-143.949918032012,D,D,C,-59.304105847939994,212.8738112518314,-28.295456828908154,E,C,A,50.65869936724102,14.8959323859438,65.7194194385087,1
F,-60.444990865827684,B,B,E,110.28949563284647,39.20335558286377,62.35573463168318,B,D,D,-114.52848146203456,80.10482289840046,81.20606834993146,0
Male,-157.2378082574965,A,A,C,94.98014643412884,29.005034413296197,-71.6670284569507,C,A,B,-55.652955104196955,-10.651245856095464,-34.07900931231929,0
Other,85.91887420316105,E,A,A,242.86582709306376,127.88348637800135,21.12922197521309,B,C,E,91.12350198886035,162.12474611295374,-165.4245061871036,0
F,116.98934366962608,D,B,A,-141.20395068076516,-137.90152965984058,-134.6017019981617,D,A,C,-103.09419639498,67.50047204256711,-43.8713803684681,0
M,-181.24218690567224,A,E,E,-24.53988958954443,-26.558572778734657,6.733481592512006,A,A,B,114.55500337933695,71.0891796225074,183.89939175422316,1
F,27.245163721607664,E,E,B,56.999624405583425,26.2393290412332,1.4768385446852292,E,A,B,63.97502171496276,0.08064455442900753,51.68914785934041,0
Female,36.36209379431,C,E,B,-37.51384487995805,66.22167371223217,133.44510492506666,D,C,B,-22.647353061596714,-13.613766649518755,-22.935075539867945,1
Non-binary,-111.92428141145001,B,C,D,46.640680815661646,149.88245413461107,36.28774924373192,A,C,B,-8.797635244089868,9.456869058218263,-9.664148498181186,0
Male,-78.47123548695095,C,C,B,-29.71148584746271,156.6603981307275,-41.908069028352976,D,E,B,237.9091625960706,-99.10844142959206,-109.75413187838603,0
Male,16.29507101613858,C,D,E,-124.63970565410814,-99.24513787603387,54.323145999872004,D,E,C,6.539466214533786,10.972926847569774,23.703741742933765,0
F,12.522478290227939,E,A,A,-13.988546033206731,-137.53947790726184,82.15445389823094,A,B,B,-113.95858692746137,-58.45993723864784,-43.363929828036916,1
Female,94.4609651350227,C,B,D,193.03338386786228,-13.756070877511814,44.3270680865545,E,D,C,123.85920176559611,-19.54532170466854,-15.518558124422482,0
M,39.12573437823899,E,B,D,71.25790499487715,62.628045554165546,-86.54454135626482,E,A,B,22.841575861717935,220.89588565042467,-12.850902630784553,1
Female,-247.52026184272,A,E,C,-72.42137747157112,-108.57926648751722,-165.09090177509572,C,C,A,96.55756652275225,-141.14494970727932,26.56995005045938,0
Non-binary,89.29070224713274,B,C,D,-66.43042214914175,17.271021767040057,21.06776469186058,B,D,B,23.469124748119714,-62.781278928440834,75.60643606185184,1
Male,102.79319903196414,A,E,B,-70.01069289342509,-18.91672087568891,95.32609807979195,D,B,C,15.046059784503862,-59.1632307014857,-16.235162451816905,0
Non-binary,63.367612363790215,B,E,E,18.595923557483967,47.45310916048979,-163.41774534725982,A,A,D,-104.97509033723861,28.760871706529645,12.616086601438928,1
M,207.5885240970327,B,E,B,23.108525621037376,56.72633936575961,6.290679121348333,C,A,C,-44.991459744738485,-50.05883270167115,-74.35220400715086,0
Male,-167.37345750150453,C,D,A,49.24070297271624,-213.64993202372787,-122.44253729069679,A,D,A,-57.01771600407069,-8.007872814089202,-41.471590963382965,1
