ethnic_group,birth_year,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,target
Asian,36,D,B,E,E,A,A,-228.96928984795966,E,96.01061279528467,E,C,E,-28.085285451196267,D,183.12633873564494,18.339613457503408,-9.964065448559017,20.112032164140313,0
Asian,42,D,B,D,B,D,C,50.465539537241725,E,51.444582157770604,E,A,A,-7.7658893179382416,E,-61.334074474307464,12.732924656517733,-49.92293857804365,83.54782142691424,1
African American,34,D,B,E,B,A,D,41.781375549576445,B,-236.78656534342534,E,D,B,-80.1815916017125,B,165.28100258351307,31.31125214012413,85.32868101749595,-103.54808718092686,0
White,27,A,C,B,E,C,A,-99.11041194954832,A,68.89715920083077,E,D,D,-175.16350033089984,C,-24.223639496347822,-17.935317227190605,76.10142812177857,49.16599963716611,1
White,74,D,B,A,A,C,E,132.11304227238244,D,84.77408169826231,B,A,B,-27.19107532985309,E,94.02022925556179,-174.11256221376456,-21.88067232187331,-25.3545622679401,1
Asian,54,B,D,A,D,D,C,-1.5331288680499533,D,37.94242410711135,C,A,B,-151.90887639898742,E,75.39909077820762,-107.69047724490612,-31.058734112501522,51.83653998561846,0
African American,45,C,D,E,B,D,B,99.07563444082331,E,-81.41765460450652,D,D,B,7.383492993500935,E,119.8142739251573,109.576780326188,84.2529626813146,220.91472688764506,1
White,51,C,E,C,D,B,C,-140.0646399753665,E,-205.09676620200173,B,B,A,25.55376011676371,A,-2.7279173941506816,72.34782088609144,-129.58311513424965,-237.65132055560852,1
African American,47,C,A,D,C,A,D,-52.271380704993156,D,-219.6912522376802,E,D,B,-27.152681748226637,D,187.0514359418684,10.77957690971797,-155.18880875280857,47.20098094459003,0
White,24,C,A,E,A,C,D,-37.816261911605,D,61.807976267786046,A,E,E,-192.5725141745913,A,114.27756264035689,3.4696550276251505,140.3619716580253,14.963935817783463,1
Other,69,E,C,A,E,C,D,-80.09176290390613,E,19.514693395215854,A,B,D,88.58344320361195,D,-7.819661658402932,-7.690352485637278,-61.16387169560762,32.63809915734414,0
Asian,33,B,E,E,D,B,C,152.64471534594506,D,-100.46630791528399,B,B,A,100.034459771621,E,100.56426889472189,103.29757003038809,73.84846389416684,218.63183716838407,0
African American,24,A,A,D,E,C,E,-82.16498510313312,C,74.15594663770577,B,B,D,-116.65806482941032,E,61.09170757159836,96.50803929110087,17.53731333272965,-113.43059034894807,0
Hispanic,79,B,B,E,B,B,C,-180.66271255984384,C,-95.91452435873103,D,E,C,98.44280799583741,A,99.18252747450765,4.602692016580272,-95.93271140722526,160.53817346274045,1
Hispanic,64,C,E,C,C,D,D,25.690554083529232,D,-114.89026287992239,D,B,A,24.52353672751622,D,-29.79359273774504,159.79813571133775,98.48820993877146,68.5080607634235,1
Hispanic,49,C,A,C,A,C,E,74.24656375158622,C,79.06367336662994,C,C,A,-80.67176288001858,A,68.0725721132607,156.978807893431,187.73206452321222,23.068831408425254,0
Black,78,B,E,B,E,A,C,-73.73589602636734,A,30.635928474594603,E,D,E,204.14312333248716,E,-26.407653011727266,-108.43706208633725,-75.84127181909284,101.38633136943247,1
African American,68,A,C,D,D,B,A,-52.40356935596545,C,-38.5090319959638,B,E,A,-180.90642255249435,E,30.870205464397777,107.4836903725424,-94.59104300655167,-25.22716961599101,1
Hispanic,78,D,D,C,A,A,B,-33.64213203916335,C,168.73588660025368,C,D,A,-8.808010520239767,E,111.64413569684426,88.4674139232109,-145.84134354154722,-84.60511291477624,1
Other,29,D,D,C,A,A,E,-98.09067231913131,E,-42.477800591258024,B,D,C,-108.26051981381428,A,54.189704257988694,111.74988871217614,-14.91887949980025,-83.82363641464894,1
African American,33,A,D,A,A,A,E,-26.261161553904046,E,36.402693546793294,E,A,D,74.11070751759196,E,-23.83143741949002,43.82584094047476,61.21703575585609,-31.300437094669594,1
Black,35,D,E,C,C,C,D,-37.257556374036284,A,24.864842774182975,E,B,D,41.48464417291286,B,81.116508472532,68.71395819243959,-198.75011149849882,10.656166610266594,1
African American,53,E,E,A,B,D,E,-39.66318501757564,A,-179.8136822628954,A,C,C,90.67037160883817,E,-5.939935587058116,-9.444298012144634,-107.57924634587457,-33.021906184012366,0
Black,65,B,D,A,E,B,E,136.09700806632955,C,-50.84303899523401,D,B,B,-139.5956731786878,A,-148.94044596094656,-231.10207794038965,119.97663560016099,-10.327384061980979,1
Other,21,B,C,D,B,B,C,19.303030968945176,E,-124.86017450243001,E,C,D,62.68896311547484,E,-53.9113960110118,5.851532730452008,-126.65276508387284,-87.02096200148874,0
African American,33,B,D,E,D,C,E,25.77302595527909,D,-213.97516047531607,B,E,C,92.74107057076549,C,-31.522374995876888,-21.043458460199638,89.03615385055562,22.66427364941418,0
Black,30,A,A,C,A,A,D,-265.52065903957777,B,66.94723165748748,D,D,C,157.49295594251075,E,180.16122288013648,131.42995908736157,138.47347851408904,-27.015184695817773,1
African American,23,C,D,B,D,E,C,10.276387904542146,D,49.55710496126572,E,C,B,-27.187058115277107,B,-70.93539866319965,227.8504291526505,-11.884741513469654,-39.65419356494231,1
African American,50,A,B,A,E,A,B,-18.371049011622496,E,-16.10179552302388,D,B,D,-38.957376989850026,E,-16.22367617607199,-40.361703759145705,122.8921335278137,-72.3248554581209,0
Black,45,A,B,B,B,E,A,-75.46296971669963,C,153.58999467271585,C,B,A,-29.694068002831646,C,142.1675616396947,148.52116867324602,-104.98584568442146,47.41501573876874,1
Asian,43,B,E,C,C,B,D,-1.0426453103659015,E,111.17985199490508,D,A,C,103.89445100746579,B,-41.625380083060634,220.27004947028894,-178.5659512345834,135.0494951735993,0
Hispanic,69,E,D,A,A,C,D,-46.88229947068627,C,51.376232422557386,B,C,B,25.653997066079786,D,184.3697434678256,181.29220570961732,-160.74413725534603,76.85486169356436,0
African American,37,D,D,C,A,C,B,16.87113312560382,C,-95.52694728894751,A,A,B,145.03859691443688,B,-58.57839953122135,-103.85246120802007,19.21890280858088,-36.99880550900072,0
African American,45,D,C,A,A,D,B,-15.58216296755726,E,-203.083447752166,C,D,B,1.1583905944111161,A,24.44942302546821,87.23252930658938,-85.50094253830069,-52.060403420146116,1
White,61,C,A,E,C,B,B,23.749103958906986,C,-61.15154926831386,E,D,D,-61.15329175930198,C,-49.78576737523596,-86.45175612582314,152.63755001900157,130.43933714952345,1
African American,63,D,D,D,B,D,E,-106.42708250876873,E,-53.64385979838347,D,E,D,-82.92193332383106,D,-116.65644138214462,-50.806719884277705,111.41528006116424,-140.94464460116774,0
African American,46,E,C,C,C,B,D,20.431438214524213,B,-50.04517836717229,C,B,A,-216.93998466754766,B,12.199255269797089,-60.03533166880081,78.71183992407319,44.57611866922429,0
Black,34,C,B,E,E,B,B,40.817094790544736,C,-53.96742143979456,D,B,D,-59.147628432693864,A,141.18910403405764,25.86565274144359,65.69405028899924,-134.96108177656845,1
Asian,63,C,E,E,D,A,B,135.39696676486201,B,-180.99397297495372,E,A,A,-12.187760906750626,E,-56.60039211744841,-95.56821778917134,-47.88668731281986,42.43180454834708,1
Other,39,D,C,B,D,E,C,46.88417011118515,D,112.16586611220343,A,D,D,-8.138941748496462,D,-44.587205336748326,-46.55529324373895,186.04718257457554,-100.38381765664748,1
Hispanic,27,D,C,C,D,E,C,-102.81326484745883,B,-89.23697425252134,D,C,D,-80.8377180166728,D,-16.72726986211168,139.4223716353623,76.25954317511663,29.66865159310007,0
Other,22,E,B,C,E,D,E,-23.81052775310295,C,112.67295976053946,A,D,D,-6.981753676304338,E,-17.858159482028448,48.67510985556282,59.192398693359685,92.41045282379162,1
Asian,26,E,E,E,E,B,A,-47.184923971140044,E,91.24137893126611,D,A,E,-31.638846069277676,E,-82.35145916708332,-52.85273445637665,62.76604663748683,56.19816829750028,1
Other,74,D,C,C,C,B,B,-67.66560549815524,E,-43.167008507269344,A,B,A,218.54968346728793,A,-67.91525692701748,28.86306405661227,37.95223705259659,-66.77629479607661,0
White,41,E,A,E,B,D,A,56.767448280167365,A,-46.75146160444767,E,B,D,-78.9829048748622,D,-23.68732251935392,171.0684663265729,37.78181255042079,-4.6479845550792325,0
African American,27,A,D,E,E,C,C,-24.39424439452206,D,-100.64689192458079,E,C,E,-80.55571646163806,D,8.863686822033054,80.22163231945328,60.593668722902606,329.72380587198717,1
Asian,20,A,B,A,D,C,C,-141.1209269596095,A,-80.83771965814071,B,E,E,61.132056615647336,A,82.33551265442372,-73.2154138049604,-130.8367022021422,160.72559675422602,1
Other,21,C,B,B,D,B,D,68.37085305827138,B,146.75245288915718,D,B,B,1.827371872973568,B,-116.68770405696733,10.564899129466365,154.1664971617525,103.90701724228404,1
Hispanic,48,B,C,E,A,D,E,0.9565298633422693,A,1.9198864462034182,E,A,D,-127.87229449336533,C,35.537232284591575,-59.48563108091236,117.72307382155671,34.532415172959084,1
Black,65,E,D,B,D,B,A,-111.39317156978092,C,-40.25691229337022,C,D,D,-51.3992068826335,E,-34.55910072195263,-71.78474315670957,5.391151608966861,71.16887103820407,1
Other,53,C,E,C,A,E,D,24.33380035310396,B,-255.5689162592825,A,B,C,267.2014711339919,B,-58.28108500092173,-7.462820181992291,-67.13740109785881,-300.00597004363954,0
Asian,69,B,A,A,B,C,C,-17.041020560485368,A,7.805834617744502,C,C,B,9.063984278548931,E,50.25327870002278,-181.66515818194,-27.307563330851753,-0.9531098064096725,1
White,56,C,D,C,C,B,E,-53.85270115361547,D,74.87891752679113,D,E,E,-121.38936358009309,D,-100.97476831409233,-92.63147407226194,32.650328258295794,57.43417449939372,0
African American,55,C,E,B,A,D,C,-29.84329302589872,E,-86.65970726455195,A,C,B,80.23258325738577,D,-168.28325581429922,-94.53113561482917,110.05275066649575,-177.3577417059954,1
White,39,E,C,C,B,A,D,-19.084565368495355,E,21.060266840474114,C,C,B,74.12145042918749,C,151.77738741139814,25.84869283995164,-7.985510633388055,-26.396227265118803,1
Asian,64,B,C,A,A,A,D,50.641690494671884,C,57.018777296351786,A,B,E,-16.65029050056756,D,-57.039128421038065,-78.00900973263151,-93.93192592116318,-12.037301111449196,1
Other,36,C,A,D,A,A,B,-17.525268163000373,E,23.795136233251984,C,B,E,78.16278217765657,A,81.98751108591735,94.0603137396325,-15.273766069828026,66.03754011694025,0
Other,31,B,E,A,A,E,D,-43.687595965295266,B,-146.01784839613134,A,E,E,-41.62568428016712,A,-129.39539095338824,-2.566620088439373,91.77008713987611,-127.23468965051381,1
Hispanic,76,B,C,D,B,D,B,206.2384477290329,E,106.01628183140785,D,A,A,55.83654334766172,C,-79.44355512000669,64.80085807280716,-40.38948628163002,-27.64334677023402,0
Hispanic,47,A,E,C,B,C,D,81.43927616207385,C,59.76580126020935,E,E,A,-15.840216469893317,E,-64.60863508281037,-101.00135089748834,2.2533609230390974,128.98236231420864,1
Black,70,E,E,A,E,B,E,12.120469798525155,A,218.4708929087315,B,D,E,17.182136507420047,B,67.87432223640964,-119.04982335090098,-67.70908238340455,-87.99000679895308,1
Other,38,E,A,C,E,E,B,134.865584419978,D,61.71257063925339,C,A,C,-100.5605995350974,D,-129.00305857294808,-21.06960188979554,30.054987011785794,72.46796404623602,0
Other,53,A,A,B,D,D,D,4.435092358049749,A,109.50756173110885,D,A,A,-56.6563470145805,C,92.37978127197388,71.39694348627164,89.11824342926225,-70.41358401697411,0
Hispanic,65,A,C,C,C,D,E,65.12988128864163,B,-130.98006528447087,E,C,C,-154.56018708243718,A,-113.36917724138587,139.26807996259615,111.87659420350352,60.790975375246084,1
Hispanic,63,B,A,A,D,B,C,-84.85525550754835,D,-186.03709689614652,B,C,A,27.6923649927965,C,-1.0767081191411925,225.32152160398488,50.63643163246212,94.04062307918616,1
Black,53,B,A,D,D,A,B,38.062722260433226,B,-54.4088385127996,B,B,A,-175.02432137787608,A,270.9504719715623,93.14446188390552,55.58603800029768,41.36295738880607,1
Black,53,D,E,E,B,A,D,-35.61594225020483,C,65.43481605604066,A,B,D,102.11413768674895,C,-172.22374721894906,40.12460791015305,120.00374415401109,-105.48136307350613,0
African American,22,D,A,C,D,A,B,50.26710931915724,C,-21.611217455158943,C,B,B,63.87790331731319,A,-9.549228074974488,86.18001524173896,-4.329593967174332,46.190260426015854,1
Asian,33,C,B,D,E,D,A,17.194248496549676,D,-14.623241395081912,D,B,E,-129.71055423540955,C,-58.27262578159247,226.45071304593233,26.82076186935618,-138.37967635774174,0
White,45,E,A,D,E,A,A,23.97255488549292,A,0.8903505061055746,A,E,A,-246.1499753513726,A,36.410119907924845,-76.0886625851009,-69.0832487990816,14.21702053041651,0
White,59,D,A,D,C,B,A,87.21157189145558,C,30.01116570910854,B,B,D,55.63549016030925,A,-160.83724110191605,-22.743793328563125,-2.454759951677694,-85.01569581277285,0
White,58,A,E,A,E,A,A,62.31569521625684,C,-46.49380949864575,E,A,D,-62.21546031576335,C,-45.3811622339435,-187.88183487510227,93.2215039022274,5.651729591827652,1
Black,73,C,B,D,B,E,C,-109.20249312645258,C,177.9528387762996,A,D,C,-28.203059584309987,D,-58.668985497215445,-137.44291802096538,17.490343234367025,-96.44377935408329,0
White,39,B,A,B,C,E,C,-26.418705528128623,C,136.90833918919384,B,E,C,119.3973787233775,B,-148.6331804279359,-124.66373955318666,174.63688768693387,-47.888631126998796,0
White,50,D,A,B,A,C,E,-114.79551980698095,B,-132.742417968243,A,B,B,-163.61035739758668,A,31.78850364121719,-73.05404969943497,-5.208977749251879,12.517497381153571,0
African American,20,D,B,A,E,E,E,-33.33946055319825,E,-135.91694627012538,A,E,D,72.315818649249,B,-120.56003166107713,18.30464649765557,68.07735299297964,-117.94028616396808,1
Hispanic,34,C,A,A,C,E,C,-149.40986298904053,B,-178.64453118077822,B,C,A,31.91928057375436,C,33.10936564031886,-77.41916725067261,84.21331976224718,-1.6699119915405112,1
Hispanic,75,C,E,E,D,B,E,-179.23390682871053,E,-75.45132519996251,C,E,C,-66.77729138924357,A,-13.224333640054606,-123.93163215785074,-31.26505501167518,90.15650618523692,0
Other,32,C,E,A,B,D,B,-49.82923449780409,A,-46.45787707336812,D,E,C,-12.413179330210875,C,135.57008999286103,-63.288731679233514,-172.19801622364244,115.05638538273959,0
Asian,63,D,E,B,D,B,D,4.3444809860377305,A,33.890279789269314,B,D,B,-159.78441558143095,E,-30.767425429115434,-116.29416392022902,60.63651863085527,-60.27416072124008,1
Asian,78,D,C,A,C,E,E,-114.60937651938757,E,-57.60229298025069,A,A,A,-39.72269498103015,B,-63.81452681276089,19.757681637021165,65.30687530440427,0.8275288316981204,1
White,50,D,E,C,D,B,B,120.03712788828247,E,-26.734614937816147,C,B,E,-167.14373927541243,B,0.37114900754327507,-74.88117110626058,102.28193329386335,187.9610909749403,0
Hispanic,71,C,A,B,D,D,C,39.679914937769496,C,-17.266999669877933,B,E,D,-49.870596226373735,D,12.982338312823577,-0.8508418237308201,-96.4607399427539,-48.81742756748774,1
Asian,63,B,D,D,E,C,B,-112.30084584675753,D,241.07597725566023,E,A,C,-33.95449803561678,C,-8.538539505115773,-36.48381781778778,41.17293887639023,88.22313004065272,0
Other,45,E,E,A,B,B,E,67.51742467549431,B,-60.36492166078017,C,A,A,-64.86113961976179,D,-146.4053858588912,197.9719803583339,14.938081781202195,-41.13093219208673,1
Black,51,E,C,B,E,A,A,87.74665232114987,A,-147.62253648028374,C,B,B,-162.24550101609626,A,91.52287682680566,127.42291953012344,67.09865191106219,-71.90382501250178,1
Hispanic,23,C,B,B,B,E,C,1.299564983158248,E,0.3142620742758825,C,E,D,-131.7488116173179,D,-255.3196405800269,-51.910991300148346,-187.34928078926762,-37.223974932628444,1
Black,24,A,E,D,C,B,A,-85.36434543086999,B,21.881330241411742,E,B,E,-119.80611531591406,E,-110.61787764652047,104.20912090710857,-72.1939668443996,122.98470422417782,0
Asian,50,A,D,D,A,E,C,25.852299432658526,D,-60.2571730991719,E,B,E,114.60823374407536,B,-45.09904956436974,26.19612487096375,89.95019256925369,33.82324973135363,0
Asian,48,A,E,C,C,B,E,185.11956468022518,E,20.461674947191494,A,B,E,178.57872101706394,A,-142.47015503143265,-14.369527414874957,135.62032729866905,-70.66122861794523,1
Other,72,B,E,B,E,C,B,78.95831778733834,B,58.787358916423585,E,A,C,157.76511326985508,C,187.95905327923077,-15.280748253929266,120.89194915956327,67.02942055255194,0
White,46,A,E,B,D,B,E,-151.4506439905994,B,49.197604927394266,A,B,A,103.29321919504702,C,63.712573687529726,-10.856263011982671,97.8622753816435,-247.27685503930016,1
White,35,A,E,E,C,D,B,30.943495240072494,E,-120.48662899327512,B,B,D,59.53346566479725,A,-87.57743568070119,26.433567400720477,-104.63231010284126,182.30575754472417,1
African American,48,C,E,B,E,B,B,-69.13390888554638,D,19.23827373187184,D,C,D,48.189069430695454,B,22.26463143950198,-76.82218796197253,-37.78736219388008,-223.64396132692508,0
Black,61,B,C,B,B,B,B,-4.6095709841812464,E,-75.36154485362833,C,B,B,-19.86877670850833,B,104.88757614554282,220.2811994515502,38.12416464878672,-11.237265136302476,1
White,68,C,D,C,C,D,D,69.19184725901798,C,74.65649750682772,C,D,A,-120.56668216640702,E,78.70939063000915,-115.0961863931763,-69.25078417705532,278.96780993415973,1
Other,76,B,C,E,A,B,D,73.19488601627796,A,-95.25992173321852,D,D,A,227.62795707572585,C,89.79552037361853,-6.245374377828843,141.87783700641498,-121.95444192867227,0
White,25,D,C,E,A,E,A,39.56663122433214,D,80.3284923670441,A,D,E,26.73338902082375,A,-58.232970754719396,63.68837249967997,-69.718769164757,-62.942507505622515,1
Black,41,C,C,C,D,E,B,-85.66427775852917,E,65.10615107138092,E,C,B,103.20574075432067,B,127.65007902525166,-146.68718481336668,29.796612538213978,-67.53631748823837,1
Asian,43,E,D,D,D,E,B,-114.51580252561881,E,145.4214241141675,C,A,A,33.52503250409732,A,46.668176791885415,1.893636944499243,121.82580607854119,-74.57930561136543,0
White,37,A,B,B,C,C,E,64.37451218264918,A,5.1574290477029185,D,E,B,194.34951047345217,D,-44.88633806023992,78.3132849933042,96.10947887606058,-137.73279067496784,0
African American,69,B,D,A,C,C,D,180.32789686857316,E,120.4604978474348,C,A,D,21.336320416008487,E,31.715480402318647,-136.24766988916633,37.513570816323885,68.96810823945245,1
White,35,C,C,C,A,D,B,-18.530567825193224,B,-25.51479397101134,B,A,A,176.70555687574407,D,91.20453933925742,-35.49172272275971,321.689667459052,56.544263112360504,1
Asian,55,C,A,D,A,D,B,-32.95468577677538,C,-29.269294373316306,C,D,D,-102.17612796125614,D,79.63861428572872,62.931036038538124,-43.060962529755145,-180.70208374913165,1
White,70,E,B,A,D,A,B,-3.111104609807533,D,35.32058780248978,C,D,C,-82.51223606489896,E,-15.396089001700371,43.44466985034224,5.721267941642725,40.59836400461725,0
African American,25,B,C,A,D,B,C,90.00468520044342,C,16.567204297820403,D,D,A,-184.30673942434254,B,-42.54446605819097,17.12496002579097,120.43548244213554,-100.88961066289201,1
African American,71,C,E,E,C,D,E,71.22375253159204,E,-126.40630464818172,A,A,C,270.44784025132225,E,118.7526867703001,44.6728561179817,118.29606124247564,-21.61613639578724,0
White,32,A,E,D,D,E,B,209.88593640643654,D,-162.13719401544404,E,E,C,8.262148035027357,D,82.451276574089,142.55848255413665,170.59677961137734,26.677581340161822,0
African American,51,C,C,B,A,A,C,17.233635998715748,E,-117.73467048906332,A,B,C,172.89316018852787,E,-11.572930071909578,-6.683289853691909,-57.20061487143144,43.11334134928375,1
Hispanic,22,C,C,C,C,B,A,-8.565526166890738,D,33.156627226996825,C,E,C,15.548062503467639,B,2.5836541191883144,82.75317894668845,122.84572679031929,48.22941443882861,0
Hispanic,21,D,A,B,B,B,B,-43.00975071536263,A,25.74808357438096,A,C,B,156.2197866917358,E,-13.617308382873627,136.80358826257265,-51.53035311999461,82.76382156763658,1
African American,79,A,D,E,A,E,B,182.36734354106528,E,-61.570138283341926,D,B,B,-74.08486099137545,C,-34.489125001110814,53.32941572869373,-40.677087247161744,5.600968212139828,0
Hispanic,67,A,D,E,B,E,E,53.54769893199941,A,-154.73724369533247,D,D,B,61.11088914150843,D,156.17972064192463,131.20563357937786,6.149470416152291,3.680311969694906,0
White,26,C,A,B,A,B,E,41.84933841777961,A,-134.9843485143071,E,B,E,169.1908818643752,A,195.00767358588038,-121.79023803012838,43.49172811252258,78.091844735088,0
African American,51,A,B,C,A,C,B,-94.91478000177348,B,113.64989145390368,E,C,A,-273.2359813737085,C,87.00412054268718,3.7680972513068665,-4.15825867457338,-114.79506989422742,1
Asian,55,E,C,E,C,B,E,-1.5416110262335563,C,-47.57825890093094,E,C,A,62.40141084551324,B,218.8291988531188,-26.612444162353512,-102.24311625498397,-11.427941592017314,0
African American,37,B,E,A,D,D,C,128.13759176415928,C,-223.82319036726113,D,C,E,145.5984969319735,E,82.88018956469095,93.23105661468655,17.90149457085195,-3.17824479592748,1
White,33,E,C,C,D,E,B,168.14720365205207,C,92.18277058764912,B,A,E,22.898411598898385,A,-47.53784845912106,62.88755976205987,-72.38070405130951,201.9817419266762,0
White,27,C,E,D,C,A,E,-48.381223877176055,A,-70.89345947789963,E,C,B,154.11067367864354,C,124.20793577288669,137.48965999600927,-54.619226407296765,9.59837162770379,0
African American,45,D,D,D,C,D,D,174.30313924534497,B,-107.55491799875205,D,D,E,72.93034332438508,E,155.8589215104516,122.78703696198592,83.3197845727932,-65.158695210756,1
White,52,C,D,B,A,E,E,75.93146375901634,A,187.80379638633212,A,A,A,63.52814979088579,D,32.91689581892748,29.79781388487956,-64.67227865150463,-68.74442400222813,0
Hispanic,27,A,B,C,B,A,B,92.26902621238837,E,103.32462228170125,C,E,A,68.31166102984972,C,35.44293541584684,-31.815186164924867,161.42579190606105,-128.21961607682053,1
White,68,A,A,E,A,A,A,-12.759084911373117,D,34.06922767724006,D,C,B,70.1840563813254,B,52.7354641808769,110.57456528062673,-148.2521005970235,30.31632240953188,1
Black,64,C,E,B,C,A,B,39.11595719196856,B,5.605743235554323,E,E,B,125.27307418279436,E,82.83605903591176,-88.29275901705907,136.10594629531803,54.092458509473076,1
Other,42,A,C,E,D,D,C,-40.55192125145927,B,168.8939394649317,B,D,C,-17.52547744365367,E,-107.62864835139617,-91.47502714187857,-48.809069137525746,89.49257830908387,1
Other,58,A,E,D,D,B,C,114.74713358902426,A,118.52784000702582,C,E,D,32.182882187983346,E,-19.54494681312319,20.51698944393734,-104.21497448314223,173.5717654832755,1
Black,19,E,A,D,C,C,B,-109.53062627628425,A,176.93193568107856,E,A,D,-108.98026091450726,E,14.774742340357069,104.96162759852479,-106.2357893733201,128.22524268121393,0
Asian,71,D,D,E,A,C,C,-24.23596224265642,C,65.42687436246854,D,A,B,-66.72973818649794,C,-78.03343149947062,23.623996692016995,-1.4574230340591146,-59.596599370209056,0
Hispanic,25,D,C,C,B,B,B,-93.8161049112875,C,-134.81981682306176,C,C,C,-64.31332886173654,A,36.799411433084465,-183.8160941719542,-52.43559164882517,86.13794016291497,0
Black,43,D,A,C,E,C,B,-83.1613903785593,B,120.7862387816318,C,D,D,-25.905062311217048,D,-4.690946330224333,-1.3678395621844597,-36.89911312631714,-97.68095915167869,1
Black,57,E,D,E,A,B,E,-19.513220251253305,D,-71.52535930640354,E,E,D,32.080570510326716,A,-6.996433724773501,-181.15989136203433,-146.31378748221778,123.64510135016778,1
Other,46,A,C,B,C,B,C,16.89995393998402,C,-10.399208505399175,C,C,D,52.28210934957595,A,-16.63032551226659,76.22247954077032,-31.290279701523755,161.7255186984717,0
Asian,42,B,B,A,A,A,C,-17.022363893204403,A,132.91458638193748,C,C,C,-3.877768576403621,C,-52.380375953280854,1.7691097778271687,53.274337822674354,-92.54516040363852,0
White,79,C,C,A,E,E,D,-95.40940118285052,D,18.96593306880003,B,D,E,-107.12811741303408,C,185.53649208337782,79.43821323245116,133.21258687454463,11.486908799128075,0
White,64,C,C,C,E,C,B,102.39279359082157,E,-37.72112943235599,A,B,C,-16.9897106643494,B,-57.378648762936905,151.94247356301813,86.12628028114646,72.07271645304728,0
Other,40,E,E,E,E,C,E,-87.1519171964721,A,-94.70250524341935,D,C,B,262.29819000915364,B,107.84432394532355,51.93667428396608,158.56802639645616,172.19805895889246,1
Asian,75,E,E,A,A,C,B,-110.5505799006421,E,134.64238427827942,D,A,A,-77.79164631141225,E,-20.14880217779858,-97.0377287577646,-66.19781426903137,-33.73452667502886,1
Other,19,E,C,B,E,E,E,-42.009992643435815,C,-151.8731793315067,C,B,D,86.98858230145359,A,74.39453503479184,236.76349847214007,-0.48844702326460554,170.47984392646123,0
White,41,A,D,C,C,E,E,62.90925073928122,D,-185.84661542421907,C,B,D,-140.73697927281995,A,-38.40101085060611,6.455719202868374,-54.0172705072124,158.08861615392377,1
Black,48,A,C,D,D,C,A,-11.995420343652233,A,168.80381073163556,B,C,B,231.0096707460533,C,2.413599827909895,64.35132591533572,-93.0173943816311,-65.96723727297015,1
African American,38,D,A,D,C,B,D,-95.75774900628407,A,-54.28098932331482,E,D,A,-27.20744300629896,B,-146.74636254503582,152.487950516318,-15.058925746234115,-13.513598122938758,1
Black,71,B,B,E,C,D,D,-31.001960658312015,A,131.80735880788362,B,C,B,64.07798785649965,C,13.623919549196357,-58.76923282788435,-10.300170967492278,36.31451348025806,0
Asian,39,A,D,C,D,D,D,60.02116135412773,C,52.07586631609195,B,B,D,41.96737473701094,C,128.0629260255657,51.15695003387057,15.283561410145275,159.48635461358788,0
African American,73,B,D,E,E,B,A,-133.88958451990464,A,-43.06243903761209,A,B,B,132.12015436057706,E,54.33234673652528,88.67103601904054,101.97281529702764,-35.32174653500246,1
Asian,37,E,C,D,B,C,E,-113.35354133560452,D,54.919624468381265,E,C,D,54.33495658445355,B,48.729819200302394,7.487625054430796,-12.52990155813076,99.96411709942996,1
Hispanic,62,A,A,C,E,B,B,33.46644773619224,C,140.83975737438058,C,E,A,-142.92363083422336,A,8.171511383644066,-83.17047995818176,-75.31761768859523,-50.11349667925887,0
African American,64,C,A,A,A,D,C,-57.76961089556427,B,42.56346725118037,B,D,D,226.6221825572545,C,-173.2005259317647,83.89633909214028,10.457568943949859,-23.825599943073115,1
White,50,C,E,B,E,B,A,-99.8849184117,D,63.68777844036912,A,C,B,-25.60650922424329,D,-143.87257196434015,-80.44179449211917,57.766226778311804,87.18771162816226,0
Black,34,E,E,D,C,D,D,-95.06118791907014,D,-128.42330009847228,A,A,A,23.288013562926142,E,-125.4208692504781,219.7454746208348,179.78952769825995,90.86807553594909,1
Other,59,C,E,C,B,E,D,83.56121965534894,A,-156.0683592608994,D,E,E,-86.31388199648407,C,-62.89600901345531,63.19254018386029,-58.546447588131414,12.267732569970205,1
Black,75,A,A,A,C,A,C,-105.78917309247362,A,57.41631438418607,E,C,A,-130.83768078228402,E,-69.00657081588447,-66.46236206457934,37.198682426088226,-112.82028489390868,0
African American,18,D,D,D,A,C,B,-108.9403915713465,D,35.65209646572623,C,B,C,55.25119557819118,E,-48.383083757968784,47.378007293125144,-27.02415063089217,-52.371743915080856,0
White,65,A,E,D,E,D,E,74.0559833835598,C,29.4311187372461,B,A,A,-31.048723850980046,A,-102.03431845073408,51.86858478904261,-86.43497814620063,130.49436540359974,0
Asian,38,A,E,B,D,A,D,41.63359269324501,A,232.25813974545667,D,B,D,57.44855387223221,A,11.640130123312517,78.32375637829485,-43.609340332878666,-109.22435212095907,1
Asian,32,E,C,B,C,C,A,41.72802819468946,B,-34.694098938209244,B,A,B,45.15139400274924,D,-128.3273511319347,-117.81796404697873,33.64226968690652,-8.527303332386458,1
Hispanic,74,C,D,E,E,A,E,140.44446305842922,A,-174.50597567440303,A,E,A,13.43332974827612,D,30.917457187365184,37.232575287686714,1.4048135088209348,29.30540756602515,0
