sex,Religion,married,nation,feature_0,feature_1,feature_2,feature_3,feature_4,target
Female,Jewish,Widowed,Other,68.87715976673628,D,-59.45213219915901,192.54319462325907,B,0
F,Jewish,Single,UK,49.321784738494514,D,-4.604708803504274,183.99137798401307,C,1
Other,Other,Married,India,87.80107220131566,C,-57.341078468618136,-54.58288375466572,E,1
Other,Buddhist,Married,US,-151.95224447260074,C,44.63227889836867,2.7871356691772275,E,1
F,Christian,Divorced,UK,217.3728736818277,B,74.48110396112442,1.05290035445303,C,0
Female,Jewish,Divorced,Other,49.96036735064845,B,-95.85274512599376,-211.9579296422562,D,1
Other,Christian,Widowed,US,-85.11607775247617,C,116.99684860622736,16.448722530783115,A,0
M,Jewish,Married,Brazil,-182.7055325078362,B,-64.67601701145051,-76.94222279942295,B,1
F,Hindu,Single,India,31.708863693740742,B,57.36515613305894,15.483447189347693,E,1
Other,Jewish,Married,Mexico,9.234062826345466,B,-47.03473432113492,-92.70274549336541,C,1
F,Muslim,Widowed,UK,-53.00214254844956,D,42.4598775307838,-58.53759541508694,C,1
Female,None,Married,Other,41.70018607622269,A,29.577235978763916,71.48343362223855,C,0
M,Hindu,Divorced,Germany,30.374089190423724,B,-134.37563739407463,21.703340992097374,B,0
Male,None,Widowed,Mexico,-41.1151900247299,B,7.150398109511373,38.81800778504772,B,1
F,Hindu,Married,US,35.38738959329315,C,-66.53866171545312,-17.520543599900307,C,1
Non-binary,None,Widowed,UK,-28.954859169845427,C,12.84460957373795,50.20138519152351,D,1
Non-binary,Muslim,Divorced,Germany,164.26959937255273,E,-69.87183067780947,68.85649986255437,B,0
F,Hindu,Married,Germany,-37.739204417102066,D,115.83395453801437,-64.40223324428813,A,0
Other,Muslim,Single,Germany,-109.15592733480331,B,35.1253107401656,16.412207548249096,D,1
F,Jewish,Single,China,54.94332019956294,E,117.38785614126223,-85.43257899690784,B,0
Male,Muslim,Widowed,Mexico,91.63603342024025,A,22.48651902100398,81.59661815925524,B,1
Non-binary,Christian,Single,India,-96.94645387633774,A,69.13114875472571,-139.602112985857,C,1
Non-binary,Hindu,Married,Other,94.68153838725928,E,-49.220289245796096,44.014552528015685,D,1
Male,Christian,Single,Mexico,38.10022865144113,B,214.5110911524279,-57.98841919032357,E,1
M,Jewish,Divorced,Other,-79.13349481322491,B,29.035467994282303,-184.3010303753048,E,0
Male,None,Widowed,Other,-34.57681203432185,E,-7.58490452509035,-36.41992581285092,E,1
F,Hindu,Divorced,Other,-168.38239197062913,A,-65.46532830755326,-36.230988761326074,D,0
Other,Jewish,Married,India,137.76269613456742,D,110.04896387148366,89.56236933512416,A,0
F,Christian,Divorced,Mexico,-80.45483320966355,D,43.814161175798276,42.76460128687688,E,1
Non-binary,Christian,Widowed,Brazil,74.79477716587925,E,4.2511197083374395,77.7323277746873,B,1
Male,Muslim,Single,Germany,-67.31272655824183,A,110.19593271957172,44.56135624626764,E,1
Non-binary,Buddhist,Widowed,China,-59.53876210065413,A,-140.7574813502318,-6.234646052427716,D,0
Other,Buddhist,Single,US,-144.39380253413253,D,11.96169005453037,137.11201909594882,D,1
Non-binary,Other,Divorced,India,213.59739382359467,D,94.39797170888112,-78.13847430618364,B,1
Non-binary,Other,Widowed,Other,104.18133395354812,C,91.98346840438556,249.97786603589577,A,0
Male,Other,Widowed,Mexico,4.7599699475054456,B,-47.721382468451075,-47.966149017951935,C,1
F,Other,Widowed,US,12.89140898707105,E,11.094703782795143,-68.9725996311316,A,0
F,Hindu,Widowed,US,-151.31573362685552,E,-145.8490731029305,-124.9270517040473,A,0
Non-binary,Hindu,Single,Brazil,138.24184112355132,C,-16.53630396065787,86.04357003997751,A,1
Non-binary,Christian,Married,UK,-2.6629708058340764,D,36.90793040725436,69.78876640494079,C,0
Non-binary,Christian,Single,Other,-50.981146211279224,E,-101.32994226764427,52.218822768393004,D,1
Other,None,Single,UK,-12.652627327690432,D,113.64545584087328,87.36300488213696,B,0
M,Muslim,Widowed,Mexico,107.15271181760254,C,-8.118867336482062,-238.38484282292828,B,1
M,Hindu,Widowed,UK,92.57960109972741,A,-23.827861194755727,-9.771620056924654,A,1
F,None,Widowed,Germany,159.37213454154067,C,-141.5854961613701,-70.20572790074621,B,1
M,Other,Single,Other,156.7028739347451,B,16.994528121541308,146.66818104919187,A,0
Female,Buddhist,Widowed,UK,-33.08734655110523,E,-55.02869326156631,148.28863767587643,E,1
M,Hindu,Married,Brazil,65.62981963990741,C,156.61798326339817,0.9704346689516873,C,1
Other,Jewish,Widowed,US,-81.01037265859212,B,-100.79766685245444,-36.902424403697616,C,0
Male,Buddhist,Married,China,124.56515846739022,B,11.042541953019681,111.14482485564143,D,0
Other,None,Widowed,China,-110.92248482901554,B,13.889637966679533,-257.43708640618104,C,1
Non-binary,Muslim,Single,Brazil,-174.60010341814214,D,34.74795169368025,33.09425310194996,A,0
Male,Other,Married,UK,180.44504559515258,E,46.76730661054659,-46.7225612600059,A,0
M,Buddhist,Divorced,Brazil,45.5642970855996,A,-24.35227979197766,45.907963845869006,B,0
Female,Hindu,Divorced,China,125.84834040878572,A,-13.61415095187769,-2.9751874615841905,E,1
Other,Christian,Divorced,Mexico,-13.605859080676,B,22.982441897096663,-89.18036788910646,A,0
Other,None,Married,Brazil,-4.127783820252899,E,-35.469727744678096,80.55454067829425,E,1
Other,Hindu,Divorced,Germany,69.6666623084406,A,-166.73933033113437,70.1420914066581,A,0
F,Hindu,Widowed,China,-92.36097210863173,E,55.4560179810537,152.74461561517342,A,1
F,Hindu,Single,UK,61.820138864651966,D,64.07455077652074,-109.65742659861026,A,0
Other,Jewish,Single,Mexico,-82.17895271486272,C,61.970746673676224,70.69823074193528,E,0
Female,None,Divorced,Mexico,-21.884509195244036,B,28.487655795306793,-79.9086600987678,D,1
Other,Hindu,Widowed,UK,-63.31924186863416,C,49.090077669486135,83.87444178340324,A,0
M,None,Married,Germany,-61.09357904622424,E,-60.63875159647792,-278.9263246548843,B,1
M,Hindu,Single,US,36.876594067220466,C,54.76422210576022,42.62300898383028,A,1
Non-binary,Muslim,Divorced,Brazil,22.542315304316578,A,69.88407341795941,-44.06637794199993,C,1
M,Muslim,Widowed,UK,-60.48673966155502,D,-19.549883035121425,42.40811853033678,D,1
M,Buddhist,Widowed,US,173.4505912982561,A,40.76775325335912,19.970133887210036,C,1
F,Hindu,Widowed,Germany,40.6524668548496,A,77.54141936972898,74.33560150949592,B,0
Male,Jewish,Married,Mexico,64.85447037309328,A,-134.58727262140007,-8.292090259001721,C,1
F,None,Widowed,China,123.87069197429959,B,-58.2090251425476,-3.9887389176219776,B,1
Other,Jewish,Divorced,China,-90.47084676465217,C,205.9402740855322,-140.020750705556,A,0
M,Jewish,Single,Brazil,-50.55236947615137,B,-9.60666680851805,58.93497180082742,C,0
Female,Hindu,Divorced,China,5.521615764759709,D,13.711058871747008,-56.05039277167252,E,1
Non-binary,Buddhist,Divorced,China,-73.6900813169594,B,-29.614301004307553,-28.790492707652977,C,1
F,Hindu,Divorced,US,78.05732805591265,A,120.00017489344776,-139.74196800003068,A,0
Male,None,Married,China,8.03447174154287,D,48.90007579768716,-124.05890695331274,C,1
Female,Buddhist,Divorced,Brazil,233.82629756674334,C,8.090746275736581,98.90749446418687,B,0
Female,Muslim,Single,Brazil,57.660375677656674,E,86.3706484512392,35.07567396649062,B,0
Female,Hindu,Widowed,Germany,17.292497521692184,A,77.12904675962427,-24.752328339131797,B,1
F,None,Married,Brazil,-110.53312184448725,D,99.63873281477746,127.3420490127187,C,1
Non-binary,Hindu,Divorced,Brazil,4.6249932955064565,A,-98.21901551751333,-135.62086248604936,E,0
Other,Christian,Married,India,-97.24160766814029,D,-72.90064522920623,13.353510250515313,D,1
F,None,Divorced,US,-14.193672079331337,E,-56.469959480004206,-43.47017893741001,B,0
F,Christian,Divorced,Mexico,39.10913506307364,C,-47.386567144365074,17.653420108510893,C,0
Other,Buddhist,Divorced,Germany,148.15286776111358,D,-0.6113305161282705,57.74061385985315,B,1
Non-binary,Christian,Single,India,-111.32569249938231,B,183.29321363821705,129.29855051649594,E,0
Female,None,Widowed,India,102.51873485825878,E,-17.517707990333566,-32.611290488525725,D,0
Female,Hindu,Married,Other,25.953347246684327,C,3.802055583190144,-60.48525121611053,B,0
F,None,Divorced,China,-79.04547383999959,E,84.30919264664716,-38.580714390114174,E,1
Other,Jewish,Single,US,72.44646306217597,A,-4.2048376829053336,-72.86962571252718,B,1
Male,Muslim,Married,US,-54.45519679638999,A,-6.841331113253296,-220.1207672536988,A,0
F,Muslim,Single,China,173.70487135899674,C,52.25393446341363,95.23215960275951,E,1
Non-binary,Jewish,Single,Germany,-102.90475983569631,B,-61.49598373826773,71.79826442186797,B,0
Female,Christian,Divorced,India,-1.4151066025992565,E,-56.913279709775885,63.27183172161165,B,0
F,Christian,Married,India,-57.935977023498054,E,-38.70228333813734,91.47943939858672,B,1
F,None,Single,China,-127.26477112007419,B,-36.571634810312645,33.39237047549062,D,0
M,Other,Single,Other,33.7216801467828,A,8.631516949558597,110.80129497300584,A,0
Other,Buddhist,Divorced,Other,-76.77261002296402,A,165.00381618892027,-26.805280353504347,E,0
F,Muslim,Single,Brazil,-66.63939792224875,A,125.30981338501323,23.762034361346576,D,0
M,Other,Married,UK,48.0897369776093,A,-171.02043042475051,86.80495211721261,B,0
Male,Muslim,Married,Germany,145.05681888959074,B,-165.3619873742348,79.0025010299239,A,0
F,Christian,Married,UK,95.91636502146767,D,-12.75268376342128,51.462718931366524,E,1
Other,None,Married,Brazil,1.7904845412157953,A,-29.94068859339414,-134.19013962259493,B,0
Male,Jewish,Widowed,US,-94.26239571231815,A,116.7442532210323,-26.900340671331378,C,1
Non-binary,Hindu,Widowed,China,-15.339354762288238,A,-53.442292672425836,86.12779592300052,A,0
M,Muslim,Single,UK,0.1998693376654999,C,-152.18963817604043,-33.67053643535339,E,0
F,None,Married,US,-22.632364539044673,D,-108.0347307970002,13.146918778465192,E,1
Female,Hindu,Single,Germany,-51.77384391081775,A,33.14108736221222,3.5717716296140076,E,1
M,Muslim,Married,India,172.5080025355705,B,2.6180708787310056,22.56105662129469,A,0
Non-binary,Other,Married,Mexico,8.252301012414325,D,-94.8235422350282,-109.3433183773635,D,0
Male,Other,Single,US,149.51672955312455,B,91.69924109271446,86.62020751340594,A,1
Non-binary,Other,Single,India,69.7661636085958,A,63.48771545484527,-6.865417831903208,E,0
Male,Christian,Widowed,Mexico,-42.8417185909897,B,56.04510703839517,28.217436137972424,B,1
Non-binary,Other,Widowed,Mexico,90.3867055492512,A,89.18831769023919,-218.6679312311206,B,1
Male,None,Single,Other,-7.298468447292645,C,169.49290717597606,0.48885814370335373,C,0
F,None,Widowed,Mexico,-17.05510492090962,A,125.37203990755606,-26.131309706917715,B,0
F,Jewish,Married,China,99.91833321133471,E,-46.36918089139232,-14.491604822700616,A,1
Female,Jewish,Married,India,-30.454760488099424,A,-197.96403139933642,33.991628803811054,D,1
Male,Other,Married,UK,-52.90881006642114,C,66.79645403836582,91.76428644248847,B,1
Other,None,Widowed,Other,150.20521377048428,B,-13.876139451864178,-84.10709144926479,B,1
M,Muslim,Divorced,Brazil,-24.83143657839972,C,-116.1385732683436,166.79741024677134,A,1
Male,Muslim,Divorced,Mexico,52.974997881244946,C,77.99913573120355,82.4531940647972,D,1
Male,None,Single,India,-73.76452772795824,B,-21.997888399518885,-65.47744473832844,A,0
Other,Hindu,Widowed,UK,57.241968153169296,A,-9.25610595163173,-50.52481961260015,B,1
Male,Jewish,Divorced,Mexico,-77.69123161349121,A,-6.355678976608592,47.34787768035394,C,0
M,Christian,Married,Other,18.01179674133791,A,5.774666289882072,11.84618070859553,E,0
Other,Muslim,Divorced,China,70.44609283040761,B,-102.64158996099904,102.58451350150852,B,1
Non-binary,None,Widowed,Other,-123.97118837759447,A,-108.73356334658337,-147.74268751877602,B,0
Female,Other,Single,Germany,-28.67889347899249,B,-18.123918651034213,120.72127257917859,D,1
Male,Muslim,Single,US,38.908793692132875,A,-2.7387231388487874,-3.3183220533165607,B,1
Female,Christian,Divorced,US,0.02486864378220723,C,-19.798828845021703,1.455971720719374,C,1
Female,Other,Widowed,China,-84.42015492352483,B,75.50266264170138,11.493740251005203,D,0
F,Buddhist,Married,India,50.27844983496648,A,-117.46013981682123,148.75336077929893,B,0
Other,Jewish,Married,Germany,-69.60687412744116,A,-31.261876877880784,-118.83626775664456,C,1
M,Jewish,Divorced,US,55.68135173045987,C,-113.08661954968773,-27.087383819341216,A,1
F,Jewish,Single,India,21.96721566642326,C,-255.4905643347612,-147.68160502494138,B,0
Non-binary,Muslim,Divorced,Brazil,-36.194049814299746,A,-41.3148218304865,-53.38237948620744,A,1
Female,Jewish,Widowed,China,153.64883037754146,B,23.091605159630664,-125.04047193225534,A,0
Male,Christian,Widowed,US,53.94065828631442,D,-35.440298541413675,-112.72222243418138,B,1
Female,Muslim,Single,India,145.44661930710802,C,48.81060986405706,-7.808027399405705,E,1
Non-binary,Buddhist,Single,UK,-64.8764527982366,C,82.03170046477743,-30.367144605065672,D,1
Other,Muslim,Single,Brazil,21.803857950906757,E,-36.603984303899395,82.2643333681045,C,0
Non-binary,Muslim,Single,Mexico,18.90215787970749,D,58.12115031070295,-164.9083444385291,E,1
Other,Other,Single,Other,-51.662256246743276,E,-20.65519717860171,-16.347450143390525,A,1
F,Jewish,Divorced,US,-114.31833196440388,E,-145.0754171894908,-9.160920963618581,E,0
Non-binary,Christian,Single,Mexico,106.79417974914267,A,37.79817515657947,52.052636941015336,C,0
F,Muslim,Single,India,153.7731263439548,B,249.29124074583783,-81.92145240724516,A,0
Male,None,Divorced,Brazil,-119.25874967996913,B,-13.264729945158399,-36.91882998107309,B,0
F,Muslim,Single,Brazil,-71.40643438151805,B,-117.67291138750468,-45.91233374934799,D,1
Female,Christian,Widowed,Germany,-22.230020462599043,C,193.392276143015,195.91274043057155,C,1
Female,Other,Single,China,80.66868075743653,D,111.65000980487056,51.1228065497446,D,1
M,Buddhist,Single,UK,-40.45434118144159,D,-42.2422770924757,-93.78283859518136,C,0
Male,Muslim,Divorced,Germany,79.96395255258174,E,-31.084275021522046,-100.0723149922901,C,0
Non-binary,None,Divorced,UK,87.91220423535773,A,17.03514680965942,-125.3527812025324,B,0
Male,Hindu,Widowed,Other,-45.05355559296473,A,-89.78208320898128,19.108462051665796,A,0
Male,Other,Widowed,UK,97.06896713623874,B,81.3033708215849,-44.90126569356281,B,1
Male,Christian,Widowed,India,-212.01388956067606,A,-113.05478470906256,-104.32783059173505,E,1
Male,Buddhist,Widowed,China,-172.5874414228337,E,-22.546060904828853,-18.21933897649797,A,0
F,Buddhist,Widowed,China,13.78370095316212,A,15.252410549073483,-54.4726859501153,E,0
Female,Muslim,Married,Mexico,65.61896592044431,A,-25.297036563965175,23.30535804114913,A,1
Other,Jewish,Divorced,Brazil,-9.205246547261728,A,-61.5700008379286,-110.51718310465046,C,0
Male,Hindu,Married,India,4.327817136347228,D,-111.92318616320283,9.005135254914773,B,0
Female,Buddhist,Married,China,-134.96806570902288,B,57.13494470491543,110.68535483878654,B,0
Female,Muslim,Single,China,69.65910255602479,D,29.48956538558679,45.959157471362474,A,0
Female,Muslim,Widowed,Germany,-16.052456460694874,B,52.822857099227015,-27.67460799064802,A,1
Other,None,Single,Brazil,-62.16692440963237,D,-13.60635544607727,-124.0027164817054,E,0
Other,Christian,Married,UK,-229.92636316862237,E,-5.139576531744999,-110.09590020515591,D,0
F,Muslim,Divorced,Germany,-196.9588038361458,E,63.129969181945754,167.2357167093132,E,1
Male,None,Married,China,92.11023578563452,A,37.571318077718544,-45.85262626214558,B,0
Other,Other,Married,Germany,61.537379841134445,A,-9.545096299731384,-2.586864784278331,E,0
Non-binary,Hindu,Married,China,228.37920615439188,A,-32.15007687552757,-34.04523983263603,E,1
Male,Christian,Divorced,China,-169.83919901855498,E,24.873730218366337,-97.12800745213387,E,0
Non-binary,Hindu,Divorced,Mexico,-163.35409334471962,B,-100.76400367058605,26.29474484075297,C,1
Male,Hindu,Married,US,53.0209464375705,B,98.90197655296554,86.7380447640106,E,1
F,Hindu,Divorced,Germany,56.68337997320325,D,20.472316334883654,-27.095353063329352,B,0
F,Christian,Divorced,China,126.27734640015092,A,19.46806910332477,75.17362836697535,A,1
Female,None,Divorced,Mexico,159.70726957902144,D,126.58967428168843,71.75521394333785,E,0
Female,Jewish,Divorced,Other,-114.40156757544125,D,178.77466677332868,-124.40695859391089,A,0
M,Christian,Divorced,US,-8.110124937272197,E,15.274631721416304,59.033878469259946,D,1
Male,Other,Divorced,Other,43.65227524087339,A,55.098393329792586,-187.83603003080069,D,0
Other,Jewish,Single,UK,88.08651992313004,C,64.0217041476019,109.83782047783734,A,1
Female,Buddhist,Widowed,Germany,91.77027166768241,B,-78.63569238735597,-97.91167703892462,C,0
Female,Muslim,Widowed,US,-11.988680168536085,E,-111.56065114262461,84.5817266243291,B,0
Other,Buddhist,Widowed,US,119.79321993881081,D,-61.0146602187992,-83.51243208425953,C,1
M,None,Single,UK,39.85533499271229,C,4.213539921168598,-8.727122508870277,C,1
F,Christian,Married,Other,121.11648713082342,A,-11.963210949436757,125.81672518653015,A,1
F,Hindu,Widowed,Mexico,165.899584783487,C,22.006520318418932,-57.45918468351361,D,0
Female,None,Divorced,US,-211.39679383652617,D,47.78309122980771,219.30788879972337,E,0
M,Muslim,Divorced,Germany,-55.086884549406534,E,-143.2173137331321,-107.7233733665283,D,0
M,Jewish,Widowed,Brazil,-153.01657517023165,D,-19.97794674705992,-187.75165043162627,C,1
Non-binary,Other,Single,UK,-77.38539338071136,D,-116.93565356747418,-85.82328670246768,C,0
Male,Hindu,Single,UK,127.83100802125627,A,92.68350500863173,-1.6529769554829745,C,0
M,Other,Widowed,US,-51.885951339845995,A,-15.497310912397804,167.61284390904476,B,1
Other,Christian,Widowed,Brazil,24.10887948897594,B,-107.75286063071216,4.196930333036212,C,1
F,Buddhist,Divorced,China,-140.7095441268287,E,-14.787380882390961,45.54832334325517,D,0
Other,Muslim,Widowed,US,-9.838262528917326,C,54.014970450366306,-105.81727880836624,A,0
F,Hindu,Single,US,-4.590528758954326,B,50.91583226857227,-111.31819274387706,B,1
Other,Other,Widowed,India,59.05310539264354,C,115.78209821812928,51.57163633176681,A,0
Other,None,Married,Germany,-40.20240014660615,E,-194.66518904845566,32.58963725710453,D,0
Male,Buddhist,Divorced,Brazil,-25.620607801176433,E,23.01767419998433,145.55274375593496,D,0
Male,Jewish,Married,Brazil,138.41130415200456,A,20.778257361828295,-145.0246428007127,C,0
Other,Hindu,Widowed,UK,68.50744510075064,C,205.09228181558004,59.78999256667484,B,0
Male,Hindu,Widowed,Mexico,20.36088389485031,A,-16.88794493230845,24.79251192563012,C,0
Non-binary,Jewish,Married,China,-108.52584102525941,D,92.46894695906569,25.41775113167189,D,0
Non-binary,Christian,Widowed,Germany,48.60930826002433,B,17.5454734106794,-35.54918688546896,D,0
F,Hindu,Married,Brazil,116.96207277711932,E,-101.55025541939622,91.64281780880754,D,1
M,Christian,Widowed,China,-8.257285109379305,A,11.790988468682723,2.9742518525903714,A,0
Female,Jewish,Married,Other,44.73204810437804,E,4.348671202398205,166.94560476159546,E,1
Female,Hindu,Widowed,UK,57.217839444909124,B,190.05408210759205,47.709439784064024,A,1
Male,Other,Widowed,US,-119.89016261422007,C,-25.27865048658462,2.5452040295752663,A,1
M,Other,Married,Brazil,119.89965247918744,A,-45.21928258749925,53.81878290335938,D,0
Female,Christian,Married,China,142.62288796974659,A,-117.49309802959789,30.093075055082046,C,1
Male,Jewish,Single,India,137.48496239170478,C,-63.8248547268047,-85.4214485317165,A,1
M,Christian,Married,India,156.37225338404127,D,-39.61470180714477,-37.002666138011215,E,1
F,None,Widowed,Other,189.7936249279168,C,-193.84984411165013,-21.205917238218202,A,1
Female,Christian,Single,US,61.104367529581936,C,-56.72668231706561,-184.09406168801968,A,0
M,None,Widowed,Other,42.78425230869229,D,-66.65629320074258,-31.29788028786716,D,0
Female,Jewish,Single,Other,38.38038850224494,B,71.53155957388465,-149.66501828229622,A,0
M,None,Married,China,1.626192919407379,D,-48.73370819012948,-33.33303806339419,E,0
F,Hindu,Married,China,58.834938230640546,D,110.74930511828008,18.544243121034135,B,0
Female,Muslim,Widowed,Germany,79.61907843632467,B,56.68700902109192,-3.6521215372567313,C,1
F,Hindu,Married,Other,63.56910210836798,E,35.35796647848944,-210.13762050644473,A,1
Non-binary,Buddhist,Single,Germany,5.216437581025719,C,-101.90554441438555,-107.3307712357802,A,0
Non-binary,Other,Widowed,Other,-91.5036983464014,B,12.147036241511826,55.99792657607452,E,1
Other,Muslim,Married,Mexico,34.211825133595205,A,-85.42544531795627,70.50573635259506,E,1
Female,None,Single,Mexico,156.93456639781368,D,-20.220607860852116,52.04871126819886,D,0
M,Jewish,Divorced,Brazil,-76.79940716255449,B,31.08071311925112,-22.85544546052182,E,1
Male,Other,Widowed,Mexico,61.16564278031996,C,-21.516666887023963,73.45960993528598,A,0
Other,None,Married,UK,217.1689719103192,B,48.6904607990534,167.73824924011657,C,0
Non-binary,None,Divorced,Germany,3.4961123930863147,D,-18.417410337292395,-29.29121314585718,C,0
F,Jewish,Divorced,Germany,179.71398729139224,C,110.17039544245732,8.212025275705411,D,1
Male,Other,Single,India,-22.03001948087959,C,32.43474640850832,110.27653270356399,D,0
Male,Other,Single,India,-62.69779434730499,C,-21.041815868334616,-26.530266192063973,B,1
Female,Hindu,Divorced,China,34.90038929346518,D,-37.23570538285242,-148.0971743996909,C,1
F,Christian,Married,Other,-40.58590739342115,C,52.43641614459218,79.33112893628996,A,0
Male,Muslim,Widowed,Mexico,-55.25956374845572,D,-78.24578378314074,-168.0070161445821,E,0
M,None,Divorced,US,99.33612752571173,D,-64.91008131136932,110.83060820712474,D,1
Male,Muslim,Married,Brazil,-29.30208537614341,D,-49.463791488231955,-200.63754330025233,A,1
Non-binary,None,Divorced,Brazil,-63.749664772630666,C,-59.2043169871272,92.14162106637194,E,0
Male,Jewish,Divorced,India,-41.81459201777826,B,-293.9642086321122,177.9081716688871,C,1
Non-binary,Buddhist,Married,Mexico,-115.85843345012836,D,-33.6451262754469,15.695025994036078,C,0
M,Hindu,Widowed,Brazil,-21.48807348605851,E,-221.69956157771827,6.8508074435958255,B,0
Female,Muslim,Married,US,33.29763721385769,C,-124.36773702535537,6.045731554473149,E,1
F,Hindu,Single,India,-99.77634668108026,D,-3.878946655902609,-25.099054545146483,E,0
Non-binary,Other,Single,Mexico,-58.49194477038768,E,-223.64851596682195,98.89322537688975,E,1
Male,Other,Married,China,147.85841236441527,D,-75.26163694766912,-86.45012271566873,B,0
M,Christian,Single,US,50.265711337683285,D,49.13329300813757,92.43088673159416,D,1
Female,Buddhist,Divorced,Other,-31.359365457695056,E,-171.25993210771657,-51.569861670819705,A,1
Female,Christian,Married,US,34.16064024937363,E,-39.06588421665092,-43.708415092656814,A,0
M,Hindu,Married,China,134.5188446233411,B,-33.55617753225554,12.315234916950187,D,1
Male,Muslim,Widowed,India,-165.70476414369304,A,-67.2676572683435,-117.166633980827,C,0
Male,Jewish,Single,UK,51.17994962399596,A,86.36658322204013,-21.192363075803836,E,1
Male,Other,Widowed,Germany,-77.47794853557208,D,2.873587659430741,159.6457177737289,E,1
Male,Buddhist,Widowed,Germany,24.951239267879416,D,38.50820521244714,-129.95320654028185,E,1
Male,None,Widowed,India,-165.9017724377714,A,28.720611441200916,-88.05347463305756,E,0
Female,Hindu,Widowed,China,101.52793470061299,E,195.84998079099236,73.0237644712385,E,1
Other,Other,Widowed,China,7.087986408169508,D,-71.52573059195852,-25.404957725532075,A,1
Female,Christian,Single,Other,-124.38484766801672,C,85.71396959800511,-61.305870099732275,B,1
Other,Hindu,Widowed,UK,92.10626110073538,B,-29.13404756491334,274.41187369749986,A,1
Other,Muslim,Widowed,Brazil,-26.21745283536801,A,49.93023698857533,26.851424451898104,D,1
Non-binary,Other,Widowed,Mexico,12.52003402591738,B,53.62228654837977,-122.81474712571567,D,1
M,Other,Divorced,India,-96.42291141748116,B,-184.72564116023298,64.70832520104356,E,0
F,None,Married,US,68.52292214002873,B,-142.10811495055174,19.01055280773796,C,1
Female,Hindu,Single,US,40.592029956335416,A,120.03147928294646,55.172926330390084,C,1
Non-binary,Muslim,Divorced,US,57.58097729996761,E,-28.407987394347668,-47.676340800145695,D,1
M,Muslim,Single,UK,9.565552839124805,A,118.21385472370058,-2.769253716976259,B,1
F,None,Married,Brazil,86.51780839716452,E,-52.744929145421246,6.88516990070209,A,1
M,Christian,Divorced,Germany,-168.83832838215193,B,26.22549241516979,29.450187882082858,A,0
Other,None,Widowed,US,-9.83726589252317,A,-94.61488612288025,192.9302472767058,D,1
M,Hindu,Married,China,-118.76468589775371,C,16.55847914292448,83.08192062604373,A,1
F,Jewish,Single,Mexico,-32.20021166018566,D,45.0117887277744,-156.36562261998844,A,0
Male,Jewish,Widowed,US,-95.27732858322703,D,-62.93033601419875,21.405168790648496,C,1
M,Hindu,Widowed,Other,77.10974501848094,E,-50.10290266827041,-17.33245927563438,D,0
Non-binary,Jewish,Married,Brazil,-124.67141328467093,E,-7.741100292268769,121.8571025444349,D,0
M,Hindu,Married,US,107.7743145456644,E,24.220865809011446,-29.324206135259008,D,0
Other,Jewish,Widowed,Germany,34.66983980585329,C,-86.23563059642841,-112.25249697514627,D,1
Female,Jewish,Married,Germany,14.666847816851284,D,47.88506294039191,-30.99382153581986,C,1
Other,Jewish,Married,Brazil,-89.9805780955646,E,165.70972644657365,-0.4343948334446404,D,0
F,Muslim,Divorced,China,56.10620573564833,E,73.7215454219864,49.936241883915244,E,1
Other,Christian,Divorced,US,155.97442205403118,A,-79.64615397278978,35.05412088550216,A,1
F,Buddhist,Married,US,115.44413466725165,B,-60.47277980741399,44.52707464162906,E,0
Male,Hindu,Married,UK,-38.809251955947985,C,29.206332758230374,-43.97006252127558,D,1
Male,Jewish,Single,US,8.600711096967705,C,36.20060225793876,-68.18269500623737,B,1
M,Other,Married,Brazil,55.19669474417096,B,-73.19603844025634,82.54891275824225,B,1
Other,Jewish,Divorced,Germany,-81.81970160752643,A,-112.3891143330203,-51.77808032159148,E,1
F,Hindu,Single,UK,-183.81985384049824,C,-32.75978698637104,19.92106354180433,C,1
Other,Buddhist,Widowed,Other,-2.041922613081975,B,157.44532760420523,-47.5573746867553,E,0
Male,Muslim,Married,UK,-30.1324702847436,E,-143.9706218399608,-51.2160975110691,D,1
Other,Buddhist,Married,Brazil,159.336717452105,C,129.1984654357383,52.330814072530444,E,0
Female,Buddhist,Divorced,Brazil,145.82315087586437,C,-45.538793624383416,143.7148744250126,C,1
Other,Jewish,Married,Other,25.51502360868939,C,-158.229097625065,22.16509447750101,A,1
F,Buddhist,Single,Other,-41.30876905011851,A,99.9734989586091,58.63593154565107,D,0
Male,None,Married,Brazil,-10.436064712684086,B,-138.7061568280231,190.15289452982873,B,0
Male,None,Divorced,Brazil,25.419801848513206,A,-46.95309865016502,92.33065997982618,A,0
M,Muslim,Married,Mexico,-19.277850555463807,B,-63.78500775232223,-168.0310274322589,C,1
F,Christian,Divorced,Other,-44.22505175308166,A,-59.46958067955413,-214.45853934462065,A,0
Female,Muslim,Divorced,Other,-81.72452212899844,B,-66.92384344433849,80.31465115076342,B,0
Male,Muslim,Widowed,Germany,287.42937933147397,D,-102.29328129730257,193.7352647316935,D,1
Non-binary,Christian,Divorced,Brazil,-63.96538364379409,C,-20.410867453919433,-69.65121760548793,D,0
Male,Muslim,Married,US,345.8593770961439,A,-123.9021603575972,101.60051611355041,E,0
Male,Muslim,Married,US,-19.43792212289579,D,26.85663236310591,15.204722177044196,B,1
