age_range,SEX,military,Nationality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
18-25,Non-binary,No,US,82.40669099564066,165.094711024553,D,E,A,48.324095093208065,1
36-50,M,Non-Veteran,Brazil,-11.02615379016871,184.15207056191974,A,B,E,78.3909649786055,0
65+,Male,Yes,Mexico,-86.43188224136273,0.8270548949288979,D,C,E,176.71392705129384,1
26-35,Female,Veteran,US,-42.220383571201204,94.60669426947817,D,E,C,125.7980766389996,0
65+,Other,Veteran,Other,24.982986458047105,-14.503886851270304,D,E,D,-16.38987903896734,0
51-65,F,Non-Veteran,US,-34.535237688765754,-191.81029786379682,A,C,D,-109.90128815796017,0
18-25,Non-binary,Yes,Brazil,-25.38450870163163,15.397314980275617,A,E,A,-67.569623711227,1
65+,Non-binary,Yes,Mexico,129.79831947014503,185.62284830270676,C,E,E,-27.062916434243967,0
36-50,M,Veteran,Mexico,-21.99188232892726,-113.3366665237756,E,A,E,-74.94504085916364,0
36-50,Male,Veteran,Germany,-112.63095210178248,80.56144860359345,A,D,A,16.116899341944116,1
18-25,Non-binary,No,Brazil,-117.42498818178659,100.8367396710732,D,C,A,-23.20564580572956,1
36-50,Other,Non-Veteran,Brazil,-44.02581446492228,-25.183932380288965,B,A,E,-101.41956273842345,1
36-50,M,Non-Veteran,Brazil,-46.664331244540634,-107.35077025337884,B,C,B,-146.26436996864825,0
65+,Female,No,UK,33.283620426115355,326.899351047123,E,B,B,113.86514616457342,1
36-50,F,Veteran,UK,93.10632875870665,55.35507399473006,D,A,E,154.64772201365315,0
18-25,Female,Non-Veteran,Other,34.34071565010815,-48.817406466125504,C,B,B,-66.93017429406032,1
51-65,Female,No,China,-284.9770204201527,46.06665233839925,A,B,C,55.6452228402114,1
36-50,Other,No,Mexico,-74.39833901472491,76.06019162680902,E,A,B,-32.18191374281837,0
36-50,F,Yes,India,40.82167650761017,-24.982003894140018,D,D,D,-141.63680958170175,0
18-25,M,Veteran,Mexico,-57.24127621429456,143.15724395243782,D,D,E,14.948839352374254,1
65+,F,Non-Veteran,Other,-34.894939984955066,-21.508433150228097,E,A,D,-49.616643928015336,0
36-50,F,Yes,Germany,-168.4322214776139,96.94388833344418,D,B,D,24.35152228362188,0
51-65,Other,Yes,China,-171.21850613778435,75.77420689277538,D,B,B,-163.5538005383746,0
26-35,M,No,China,117.70309425041701,162.5428242714554,E,E,B,-122.09649376515345,0
18-25,Male,No,China,-56.47517807515603,-125.0924565906689,A,C,D,86.30776155901992,1
51-65,M,Veteran,Other,-139.10828480729174,23.019981942565337,C,A,B,36.75470421732961,1
65+,Other,Veteran,Other,133.00914506664662,27.781684174489442,A,E,A,76.43194301713629,1
51-65,Male,Veteran,Brazil,-213.08879357831492,-102.29725513626285,C,E,D,-20.40110828400012,1
18-25,Non-binary,No,India,-33.62577351470874,-8.420184807777757,A,B,E,108.08130022226925,1
36-50,Female,Yes,Germany,-68.52875793890185,132.31713558484617,E,B,A,55.62945936707927,1
36-50,Female,No,Mexico,-111.77639827551415,102.75310600697951,E,C,A,61.37585088562743,0
18-25,Other,Non-Veteran,India,93.62594082038616,123.05953242343438,A,B,E,-4.4618403489589955,0
51-65,Non-binary,Non-Veteran,Other,-33.762423920928896,42.44111269952049,A,C,E,-30.987942551922636,1
26-35,Other,Veteran,China,-29.698962419460734,88.33186916883669,C,C,E,2.316248463661915,1
51-65,Other,Yes,Brazil,1.8368639074962099,-29.564259201980477,C,D,D,18.03185841978591,1
36-50,M,Veteran,US,26.61232990429756,-254.80252260456572,B,B,C,-10.448641363820457,1
36-50,Male,Yes,China,58.75750471621447,122.40137155849038,C,C,D,150.01358877055327,0
36-50,Non-binary,No,China,91.11022182421326,43.05410188794001,E,D,C,82.5733942275892,1
51-65,M,Non-Veteran,Other,-18.63977732077913,125.15903647754702,B,A,C,-48.41852855972981,1
18-25,Non-binary,Veteran,UK,63.51973333908273,-162.49247383599243,E,D,E,-25.43040401594798,0
26-35,Other,No,UK,-28.450611286406208,83.42580480336882,B,C,C,-186.56444134154532,0
26-35,M,No,Germany,-171.61198264317596,23.519951180317854,C,B,E,-66.15063592755287,0
65+,Non-binary,Veteran,China,-138.79193548636022,224.22238227063448,A,A,C,-16.44845433202094,1
65+,Male,Yes,India,-24.217442472362798,-153.84198952860325,E,E,E,-42.03055859136589,1
65+,F,Non-Veteran,UK,21.206353871203483,-14.958716350243522,A,E,B,84.2872384338651,1
26-35,Female,Veteran,US,11.355355425345763,-162.15144440301913,B,A,D,26.435935135203632,1
26-35,M,Non-Veteran,Brazil,224.74574182213917,-78.69500466959236,A,C,E,-6.583669025109118,0
36-50,Non-binary,Non-Veteran,UK,-38.71628230262606,36.30715472331638,D,C,C,52.990973921003494,1
26-35,Female,No,Other,-5.422305795021884,83.70027432170183,A,D,E,-56.143723405371325,1
26-35,Male,Veteran,India,-116.27268254639512,68.42080686888173,C,A,C,-55.714419135448644,1
65+,Male,Non-Veteran,India,-116.27683198314158,127.42186013665055,D,D,B,169.3197768591491,0
65+,Female,Veteran,Other,-171.25153551395329,59.075568411661415,A,C,B,-82.68510702072118,0
26-35,Other,Non-Veteran,US,-105.99394624245939,-148.52858858615338,E,B,B,-4.23747807156099,1
65+,Other,Veteran,Brazil,-113.22540530925411,-1.8734293329506113,B,D,A,3.6579584022954976,0
65+,M,Non-Veteran,Other,137.16025576944213,-85.8307413833442,A,A,B,22.33660721062795,0
65+,Other,Non-Veteran,Brazil,11.784440412568074,-115.08833593776492,D,C,D,177.57773082930518,1
26-35,F,No,Other,-175.93469339478244,13.616330144566819,B,D,E,36.9691610342111,0
51-65,Female,Veteran,US,-3.1968144020019453,45.304498888393766,D,A,E,113.90101213606003,0
18-25,Non-binary,No,US,46.88367646687426,177.87313726582258,B,C,A,11.674147004979094,0
65+,Female,No,US,23.563645245186972,-61.9456464615032,B,E,B,82.44909255483506,0
65+,Male,Non-Veteran,Mexico,-15.614919725935723,13.960818268516158,C,B,D,15.254249685330215,1
65+,Male,Yes,US,-19.932713719301255,-24.897759337326235,D,C,B,65.05072167442795,0
18-25,Non-binary,Non-Veteran,Germany,-80.91143619567742,106.14025100118883,A,C,A,-25.135047255627534,1
36-50,F,No,UK,-74.42608569836815,-26.103917744680054,B,E,A,39.898828836605375,0
36-50,Non-binary,No,UK,-113.2090929473593,84.29874128617315,C,A,D,170.92430488119209,0
26-35,Female,Yes,US,145.02767217934579,37.804249750170484,D,A,C,-105.11835670284198,1
65+,Female,No,China,-68.62429212873434,-97.64097358102408,B,B,D,-45.157904758325905,0
18-25,Female,Yes,Other,146.30370303902652,-139.40767298717608,E,E,B,-88.29938825392006,0
26-35,Male,No,US,-174.10202701412317,186.03423205341647,D,E,E,-173.5454173880672,1
65+,Other,Veteran,China,14.182347499911025,156.9640296328683,C,E,A,69.7207173141353,1
18-25,Non-binary,Non-Veteran,India,-169.63412633992652,3.506618022630339,E,B,B,-46.033288367537324,0
65+,Male,Non-Veteran,Brazil,-74.29446306581012,140.47762838232208,B,D,A,-130.5131872957317,1
18-25,M,Non-Veteran,UK,181.7957019753373,-14.531889631793543,E,E,E,51.87177006739431,0
51-65,F,Veteran,Brazil,76.2857443270343,-118.95709561434064,C,E,D,18.807276287560377,1
51-65,F,Non-Veteran,Brazil,-23.997919458897783,73.79822636872623,A,B,C,-4.101473845085798,1
51-65,Other,No,Brazil,-45.40058949644813,-196.57231663132785,C,D,D,30.683674920658106,0
36-50,F,No,India,49.608040000819116,5.768230099200849,C,A,B,-185.2360585527892,1
51-65,Male,Veteran,Germany,94.36382041236168,115.18509150289059,C,D,D,-41.70075799064098,0
51-65,Male,Non-Veteran,China,36.65930828543356,-162.0037946547048,B,B,E,-19.212013217230506,1
26-35,Female,No,India,-52.948515348459594,-102.330454898858,E,D,A,290.9085306303853,1
18-25,Female,Non-Veteran,US,-3.6411086794661194,-7.970774252544194,E,D,B,30.606301199285202,0
36-50,F,No,US,73.11723478839573,162.59956298350664,C,A,D,28.306997052811784,0
36-50,Other,No,India,-96.02729334245687,-31.656327738194438,A,A,A,106.72609605264154,1
65+,Non-binary,Veteran,Germany,90.69538307546419,-208.5376213100307,E,B,D,-102.32533980026484,0
65+,M,Yes,UK,111.42913575814622,-116.46984372128921,E,D,B,-57.21075888026168,0
26-35,Other,Veteran,UK,27.872011383630664,-34.57400233835236,D,B,E,92.54396373827231,0
51-65,Non-binary,Non-Veteran,China,178.8471634039576,-141.7628517312799,D,C,B,44.55305772087778,0
36-50,Non-binary,No,Mexico,138.11048507401807,-14.00815775893137,C,E,B,-128.9932178963408,1
26-35,Female,Non-Veteran,China,-245.15941308978486,8.855783161833136,D,D,C,163.1333495591771,1
51-65,Other,No,Mexico,-90.45828713957097,121.76930808429074,B,B,E,57.15763619413834,0
65+,Non-binary,Yes,Germany,5.943545826303919,118.12586625183386,C,B,D,-13.148802746279435,1
51-65,Male,No,Other,92.04510783732164,-12.438735741758288,D,B,A,92.05567406526582,1
65+,Non-binary,Non-Veteran,Mexico,-63.55573271414351,73.78241768484362,E,D,C,-47.729123104368284,1
65+,Female,No,UK,-179.69036352837196,219.23795160569804,C,E,D,160.6013456009446,0
36-50,F,Veteran,China,-23.96121348532512,-158.1124280178729,A,E,B,84.65659316460368,1
65+,Male,Yes,US,-126.15284311714876,49.17242338875031,C,D,C,-104.9952945112955,0
51-65,Other,Yes,China,-99.04036518847775,-94.5307302137762,C,B,E,-98.4629030140993,0
18-25,Other,Non-Veteran,India,57.776213623853536,30.70534165695149,C,C,D,-96.84675135699665,1
26-35,Other,Non-Veteran,UK,-13.271070848940592,11.16761541610132,D,B,A,-104.96296398253845,0
26-35,Non-binary,Yes,Other,-84.32094590809179,105.41782514616267,E,C,B,54.38572557608412,0
18-25,Male,Yes,Other,-168.31791943093725,22.149980365109784,E,C,C,-166.48525548541758,1
51-65,Female,Non-Veteran,Mexico,-60.01489071664526,-121.64899976193485,C,C,E,-14.56126926270269,0
18-25,Non-binary,Yes,Mexico,96.76729677748347,-186.02656765225458,C,D,E,173.04445914174548,0
26-35,Other,No,China,81.3190375049598,-41.91842181307429,B,B,B,42.79945136107654,1
51-65,M,Veteran,US,26.65568784142107,182.4537396447423,E,C,E,54.6031866444734,0
26-35,Non-binary,Non-Veteran,US,-14.363189463465012,-96.15226215149467,D,D,E,-69.92115978812049,1
36-50,Female,Yes,Brazil,57.85930863017351,-89.28227011719537,D,D,C,-81.27870622814152,0
26-35,Other,Veteran,US,47.04279377436769,30.239026831892783,B,E,A,91.94092887513352,0
26-35,Female,No,China,-51.79224180301459,27.297092325147432,B,B,E,170.276980260098,1
51-65,Male,Veteran,India,109.15452853258438,-17.021491397902206,D,C,B,44.62065769779569,0
36-50,Non-binary,No,China,113.35101757145895,116.3941310903468,B,B,C,-63.732817720575696,0
18-25,Female,Veteran,Brazil,-91.23237351852288,174.53450283427867,A,B,A,-21.10701104531782,1
65+,F,Veteran,China,90.09266396134736,58.77903995599566,E,E,E,-5.48503968036432,0
26-35,Female,No,India,-43.476811079500294,-175.5648964391112,D,E,E,9.818590101845714,0
26-35,F,Yes,China,62.376363730504714,-116.28490305683856,E,D,E,-54.32536561375244,1
36-50,M,Non-Veteran,India,-41.560110070897096,18.861662921297658,D,E,B,60.66878749587256,0
26-35,Other,Veteran,UK,-243.58578609593877,-110.33617019810026,E,E,A,172.9352889241356,1
36-50,F,Yes,China,-115.78532037425484,-39.51136874195576,B,D,B,54.29278688011559,0
36-50,Female,Yes,US,-72.40470691037997,127.38312089976225,C,C,B,80.24988495232357,1
26-35,Female,No,UK,-122.95678171071324,137.59919386980764,C,C,A,122.76255860504082,0
36-50,Male,Veteran,Germany,89.33491992797438,-68.37149084260633,C,B,D,-28.097252227209097,1
18-25,Female,Non-Veteran,Other,123.24538272028514,-29.569092849105356,A,A,B,-120.2236096705787,0
51-65,Other,No,US,93.90718503031124,-144.49998671523022,A,D,C,-4.6722711843557345,1
18-25,F,No,India,55.133563365424855,210.41659463684442,D,B,E,-51.912888475197725,0
51-65,Non-binary,No,US,-4.269284253483554,-25.019609065176933,E,C,E,-214.93454595185102,0
36-50,Female,Yes,China,-98.88980136808892,142.61773840385933,E,B,B,132.95693887867532,0
51-65,F,Yes,UK,71.7336977470191,-271.1062306791302,C,B,E,11.832877570630973,0
26-35,Other,Veteran,Brazil,35.476709087478895,-69.4061193397446,C,B,E,-11.563131827419927,1
18-25,M,No,Brazil,-27.596031219409962,-54.19068717166523,A,D,C,-134.74878990847202,0
51-65,Other,Yes,Germany,-190.05563970662502,0.5617963069838231,D,E,C,19.70294763149237,0
36-50,Non-binary,No,Germany,6.013039479650476,-51.08249263559779,C,E,B,137.30667867811047,0
51-65,Non-binary,Yes,Mexico,-99.74798311489832,9.128646740113023,A,C,B,-50.41319508369521,0
26-35,Male,Yes,Mexico,16.891573792214515,-134.94623622744302,A,C,A,34.21616133974189,0
36-50,Female,Yes,Brazil,84.29518249079584,11.503497035283058,E,A,B,-24.843495415060474,1
18-25,M,Yes,Mexico,-72.93090356524065,-5.074883991231561,B,C,C,32.50687939766913,0
51-65,Male,No,India,204.65020915008702,41.33385472467203,A,C,A,-6.34131429302088,0
26-35,Male,Non-Veteran,India,-38.96709010839726,-68.10763524694843,C,D,C,-121.07737997074304,1
18-25,F,Non-Veteran,China,-80.49148493074631,62.85167490426006,A,D,C,-116.38137034961886,1
18-25,M,No,UK,-110.36099915175687,-155.37232358059256,E,E,D,-93.73008792908236,0
65+,F,Yes,Other,-77.74794701499978,44.85941841258286,B,A,B,200.22391335426198,1
51-65,Other,Non-Veteran,China,9.611034647237627,73.6602081302172,A,A,B,38.433136913515405,1
51-65,F,Non-Veteran,China,144.98084118083378,111.83623946722304,A,E,E,31.274730972474256,0
65+,F,Veteran,India,-33.57716393468312,-42.89343479515742,E,C,C,109.75882477182999,1
26-35,M,No,India,42.21262492221311,-67.9421613711732,D,A,C,140.12987711580956,0
26-35,Female,Yes,Brazil,-49.16205076821639,-32.409284934157704,D,E,E,34.348190123494064,0
51-65,Female,Non-Veteran,Other,-71.23953698276675,-64.21234394345743,B,A,B,-56.24109672965078,1
51-65,M,Non-Veteran,Brazil,-17.42027792985769,4.45214619283195,C,D,D,171.787207988609,1
26-35,Non-binary,Yes,China,-60.81871197426244,97.87647309269238,C,B,E,55.55833407339122,1
51-65,Female,Veteran,Germany,212.5160011743587,70.7037483039126,D,B,A,108.75543548243256,1
18-25,Female,No,India,38.13631549293584,11.876951075265831,C,E,B,-42.64301251671123,0
26-35,F,Non-Veteran,Mexico,207.93902453253264,10.204572435072766,E,B,A,-166.62442808916776,0
26-35,Female,Veteran,US,-145.05206015094453,-96.87546904079852,A,E,D,-171.47267712813616,0
18-25,Female,Non-Veteran,Brazil,-58.16716781918135,83.78150965488396,C,D,E,7.363386333759306,0
36-50,Other,No,Mexico,-24.34790392111393,-7.818994185765909,B,C,C,211.91155411440982,1
18-25,Female,No,India,-76.09312936875993,-46.92341481654105,B,D,E,10.25880025451581,1
18-25,Non-binary,No,Other,193.2111686849506,-14.164442146673759,C,B,D,0.7004626860627232,0
51-65,Other,Non-Veteran,Mexico,110.88516323086081,-24.93519333059588,B,D,B,12.160679292124627,1
18-25,Female,No,Mexico,111.803873910999,7.497654842605081,C,B,D,-35.724154601809005,0
65+,Female,Non-Veteran,Germany,184.0276407677497,-169.35687917204268,A,B,A,160.3965949249408,0
36-50,Other,Veteran,India,-5.254269437849895,153.37190384203035,D,C,C,-51.66541592484464,1
36-50,Female,No,Germany,123.29939748653854,-31.020434111898304,E,E,D,-9.907261750102942,1
18-25,F,Veteran,Other,-165.54378577088056,56.62909187882291,D,D,C,-108.54123382778835,0
18-25,Non-binary,No,Germany,-73.50850874994912,-81.06568179199807,C,C,C,-80.4802949263205,1
65+,Non-binary,Yes,China,-3.680305303230744,-8.744152430024323,B,C,B,-136.51680878498493,0
26-35,Female,Yes,UK,14.994511911706645,66.29736308655278,B,B,D,-81.56317322686203,1
51-65,Other,No,UK,12.939424886413681,101.85027726007125,C,E,C,21.704095666770108,0
26-35,M,No,Mexico,-81.51009820120703,68.45773058867626,B,D,C,-18.607614708990074,0
26-35,F,Yes,India,59.51901135712648,20.292177208752964,B,B,D,75.48811329892064,1
65+,F,Non-Veteran,India,-82.10438864119763,-97.0010263349948,C,B,A,-342.52105100895574,0
18-25,Other,Veteran,UK,-130.75889201729754,-332.2568503771956,B,E,C,65.08127561943246,1
36-50,Male,No,Germany,217.9565190985694,-59.342003401722465,C,A,B,172.76192772331095,0
36-50,Male,No,Brazil,109.19662480341275,-143.76721944081646,E,D,B,24.7935602933977,0
65+,F,Non-Veteran,India,-137.3188912910014,54.73052343702892,D,D,D,64.85258196275345,1
65+,Other,No,India,-92.09628346134257,-24.521983861658537,A,D,A,218.89085274596502,1
18-25,F,Non-Veteran,India,-148.61641876481818,-21.732836258857308,A,C,C,54.67061243789498,0
18-25,Male,Veteran,Mexico,-9.232595364797428,38.99423395311648,C,D,E,-64.39208558528918,1
36-50,F,Yes,US,266.41415414639147,-6.5344563322362745,D,C,C,147.17842454403737,1
36-50,Non-binary,No,Germany,-87.34504799928445,-45.370739004418404,D,E,A,93.74973142894865,0
18-25,Female,No,US,-158.75513794470356,-82.64768229876273,D,A,E,-80.9123121925656,0
65+,Female,Yes,China,101.81139673720581,-131.75595711028384,D,B,C,-39.948747369293166,1
65+,Other,Yes,Other,75.05434151087131,-4.213469226719876,B,D,D,-112.56767411109043,1
26-35,F,No,Brazil,129.12145481626249,104.22406901767043,C,E,A,81.59736549662972,1
51-65,Male,Veteran,China,33.418360987057795,57.153914405289164,A,C,B,-97.66403648009259,0
51-65,Female,Non-Veteran,Brazil,-108.58389597335393,-91.08340042663312,C,E,E,-15.757859902206386,0
65+,Male,Yes,Mexico,-21.581414476602845,-209.60583762567913,D,E,D,151.44257446637445,0
26-35,Non-binary,Veteran,Other,-2.648325374290798,-101.88062868501599,D,B,A,142.4353878913962,0
36-50,Female,No,China,112.5186950604899,1.3380788716618057,B,A,E,112.55336884539966,0
65+,Non-binary,Non-Veteran,Mexico,60.58145780806512,-14.716910725732376,D,B,D,-137.8552001884498,1
18-25,Other,Yes,Other,-32.50894021431079,31.099438425306758,B,C,B,-137.27592911135062,0
36-50,M,Veteran,Brazil,-128.30314678909272,-71.67588020595326,A,B,D,276.2287166273325,1
51-65,F,No,China,-38.73548960208443,41.31421292913807,C,A,C,238.64672759587918,0
36-50,Female,No,Mexico,-196.44570202998557,-105.04516042006739,D,E,C,-107.35726160764804,0
65+,M,Yes,Mexico,27.00063738649249,-56.90709746463403,C,D,E,-131.62330042732353,1
26-35,F,Veteran,UK,-44.386167507313516,32.9754126454818,E,E,C,-29.1300265859365,0
26-35,Non-binary,Veteran,India,-47.92807136752778,-120.33807637319696,B,B,E,12.616915265336317,0
65+,Non-binary,Non-Veteran,China,-91.61952539298042,-6.457482234956792,B,A,B,-10.073577781696082,1
26-35,F,No,China,14.287897680707967,-113.16711028049171,C,A,D,-96.25202505235177,1
51-65,M,No,China,-232.28225895225313,73.35394404506744,B,B,C,-24.069141985099872,1
36-50,F,No,China,-130.856502604965,-46.53715885844104,D,E,C,33.85915180103973,0
65+,F,Veteran,Other,210.9615502810677,27.8634609455694,A,A,B,-296.66401659365926,0
65+,Other,Yes,US,-108.07009069997133,-109.4300594783757,D,D,B,-39.13990047647702,0
51-65,Female,Non-Veteran,Brazil,17.455057939651226,-48.50053341904118,B,A,B,4.504610971948195,0
65+,Male,Veteran,Mexico,-43.99202534316674,-26.227475523225497,D,B,D,97.14029422369862,0
36-50,M,No,US,56.526050641500646,-218.83344242430587,A,C,C,179.61012407648295,0
65+,Male,Yes,China,-123.67461784696745,37.560748923362105,E,E,C,-6.042846925015759,0
65+,Male,No,Brazil,127.03869667632242,-54.401899846001875,B,D,E,-92.92393018156024,1
65+,Female,Veteran,Mexico,-155.6313485263004,-40.90061531124696,B,E,A,-49.383317818047004,0
26-35,F,Veteran,India,135.73063788108595,3.264651687951274,D,C,A,3.109895931042197,1
65+,Other,Non-Veteran,UK,24.873757838687656,17.998464533027033,C,C,D,81.16834520249964,1
26-35,M,Veteran,Germany,66.44091542326636,-60.528893355802396,B,A,D,195.6382580801535,0
26-35,Female,No,Brazil,-54.48685221699966,22.87052457332537,B,D,A,0.5451012842814879,1
36-50,Non-binary,No,Mexico,107.68282926449,45.31294269645936,D,D,A,137.45590147401725,1
51-65,Other,Yes,Germany,98.16664560660703,171.4048787553745,C,A,C,-124.23460677894451,0
65+,M,No,Other,139.68398988530672,-45.410552971950764,D,A,D,5.7161621274770065,1
36-50,Non-binary,Non-Veteran,Brazil,-114.51507422430309,162.81153211764908,C,A,A,-10.44829058422175,0
51-65,Male,Non-Veteran,Germany,-36.72649498005154,116.61204506023766,A,A,E,2.5148798711601086,1
51-65,Male,Yes,UK,-5.723082318488074,-154.60468925559005,B,A,B,-37.53176733160471,0
36-50,Other,Veteran,Mexico,162.2791142792629,44.26742295459729,D,B,B,105.99418641954624,1
36-50,F,Veteran,UK,74.3632233443491,-146.33813616824992,E,B,D,9.434698991125822,1
51-65,Female,Veteran,Brazil,55.55526432992139,-10.94505802063087,D,C,C,96.62855460642186,0
26-35,Other,Non-Veteran,UK,-37.561467554180226,83.55565021551308,E,D,D,-34.17989928617477,1
26-35,Other,Veteran,China,178.10673350598813,111.51862640736816,C,C,E,145.0934886833822,0
51-65,F,No,US,2.500608280325761,-130.27639011425,E,E,E,-118.59454056613899,0
18-25,Male,Non-Veteran,China,66.68649641375185,139.11453874596705,D,D,D,7.3875503571537715,0
26-35,Female,Yes,Other,162.29770327522198,-10.964623110222988,A,E,C,-140.30132618168767,0
51-65,Other,Yes,India,119.76564995623295,-21.790424777288468,C,D,C,-128.6184748526408,1
51-65,M,Non-Veteran,Brazil,-68.87184609519166,-28.07658307086231,C,D,E,6.454429432244067,1
65+,Other,Non-Veteran,Mexico,37.260101501239404,-63.29417079399086,C,C,D,-227.6955706817974,0
18-25,M,Yes,Germany,126.38043115329872,280.38165048527054,E,E,D,251.75408783181746,0
65+,Non-binary,Non-Veteran,Other,-158.11244474308194,59.3285944701669,A,E,E,18.41153440860864,1
26-35,Female,Yes,Germany,1.4207537569564048,-82.29836769813971,E,C,E,-67.68239165152904,0
65+,Other,Veteran,Other,-91.0030101037642,-26.96360094642746,D,E,E,26.268336079511013,0
36-50,M,Yes,China,80.9180831804544,26.75752900150877,B,B,D,-25.997191348779953,1
65+,Male,Non-Veteran,India,149.2342921454222,1.1877957257808236,E,B,E,138.2794978724853,1
65+,M,No,US,-222.85454556063252,-96.08747801590411,D,D,B,-15.680781559673482,0
65+,Other,No,US,149.40739129721587,-195.9054359287916,B,E,C,-86.56550514621952,1
51-65,Other,Non-Veteran,UK,51.32747589800969,-77.10098999979766,B,E,C,-52.686170154275246,1
51-65,Female,Non-Veteran,US,-126.17530822822268,82.86127269410261,E,A,A,40.80198127311877,0
36-50,Non-binary,Non-Veteran,Germany,-184.93206427381327,206.17466849799987,C,D,C,-13.360860709051384,0
18-25,Other,Yes,China,59.8389012896982,-14.01595823244855,E,B,E,124.0503315022292,1
65+,M,Non-Veteran,China,-63.15906512079892,178.6052628426688,D,D,C,37.75685633472208,0
65+,F,Veteran,China,-132.52275623353628,38.12764008585239,E,D,B,-79.8061119836561,1
18-25,Non-binary,No,Germany,80.04483193286636,34.4183981126002,B,E,C,8.129703050902993,0
26-35,Male,Yes,India,-218.15265668915168,52.2840513129036,C,A,A,66.85560195615142,0
26-35,Other,Veteran,US,-131.92061575058784,-56.98483722309701,B,A,E,-123.8806105665,1
51-65,Non-binary,Non-Veteran,China,-43.26264023012269,-22.43194309098252,C,B,D,-106.08498908163662,1
26-35,Other,Non-Veteran,India,-150.77958895253317,-73.95819056683399,A,E,E,50.701216071917635,1
65+,Male,No,Brazil,10.423400012769417,-35.47897767493403,B,A,D,54.743275895800956,0
65+,Other,Veteran,Brazil,-43.741088551377764,45.347632961581496,C,C,C,14.444376051074064,0
51-65,Female,Veteran,China,22.131742720203196,93.07873219293698,A,A,B,-14.331730861922093,1
26-35,Other,No,China,-124.97236261691147,-28.174534162413163,B,C,D,-21.32565186920879,0
65+,Female,Non-Veteran,China,-129.62474336781816,71.69268626066707,D,E,D,125.89555008317579,1
18-25,Female,Non-Veteran,China,15.276426803072926,121.42047160921283,B,C,D,23.72529374936346,1
51-65,F,No,Germany,10.670200625455163,-36.180746326860394,C,D,B,65.38066186689474,0
65+,M,Non-Veteran,UK,12.42046602381822,-19.978503137613774,C,A,B,44.120506278650254,0
65+,M,Non-Veteran,Mexico,-115.97026000917563,-92.99568145394309,C,C,E,-123.0564005120113,0
36-50,Other,No,Brazil,-143.09879288418765,7.679339638270068,D,A,D,81.3834217063111,1
65+,Female,No,India,-50.50473778083604,-10.300883374183204,C,D,A,-14.064853722725617,1
36-50,F,Veteran,Mexico,-41.98044513057527,-44.34821452532734,E,C,E,-17.445632083904567,0
65+,Non-binary,Veteran,China,14.138203312808942,-100.57022928771472,E,C,E,-10.091440666103624,0
36-50,Non-binary,Non-Veteran,India,-18.911645868312572,-5.642244006223111,E,A,D,-17.553080539487155,1
26-35,Other,Non-Veteran,Germany,299.95526624311884,-36.62133971119221,B,D,A,-71.2953329053662,0
26-35,Female,Non-Veteran,China,181.75628472134906,-26.92704470321238,A,C,E,-165.0097405645941,1
51-65,Female,Yes,Mexico,58.93727068050828,2.4170785077266315,C,B,D,126.64996672187847,1
18-25,Non-binary,Yes,China,37.975019415600904,36.27380388888253,B,E,C,-64.79734055048438,1
36-50,M,Non-Veteran,India,125.59375701399588,-90.58778250491211,E,D,B,-3.913606405399776,0
18-25,Female,Yes,Germany,55.06878436116042,-75.16161617159011,C,E,E,176.8120752816933,0
26-35,F,No,Germany,-60.57740779121074,150.32147109449977,D,E,D,44.2807569217072,0
65+,Other,No,UK,-83.23306547849525,-1.7393943129990164,E,D,C,136.05589972734492,0
26-35,F,Yes,Germany,-107.94529121168421,-80.00831460605221,D,B,E,56.74468007153507,1
51-65,Female,Non-Veteran,Mexico,25.413774847517743,2.6691397006411,E,D,E,63.802856817099794,1
65+,F,No,UK,15.999472884031166,-26.735530657972596,A,D,A,-9.7630614688685,1
18-25,Female,Yes,Other,-130.88879027936628,95.75903513451681,D,A,D,209.7601237316224,1
18-25,M,Veteran,Mexico,-25.891031124814972,129.9994318433231,C,A,A,118.12154874721867,1
26-35,Male,Veteran,US,-3.711543426364044,54.87559353805912,C,D,C,68.06430792712179,0
51-65,F,Veteran,Germany,166.53691166288064,99.77836839039908,D,D,E,11.251099511459648,1
18-25,F,Yes,India,-49.49105854996381,76.36092246663986,B,E,B,-211.82626775304368,0
26-35,Non-binary,Yes,China,103.53611053300486,0.8819218058956161,C,B,E,58.04587542031302,0
18-25,Male,Non-Veteran,UK,51.534819881677116,135.15750039249482,B,E,E,12.68153572548896,1
51-65,Non-binary,Non-Veteran,Brazil,39.08240677253513,-11.969749905842662,A,C,E,-157.64747939155097,1
51-65,F,Veteran,Brazil,192.91191677433613,13.344890936095647,B,D,E,-93.07768304696583,1
65+,F,Yes,Brazil,-58.79997804529289,67.37126751463316,A,C,E,-37.46650158235818,1
18-25,M,Yes,US,63.66877232596691,0.1353696578341457,D,E,A,11.1604822134217,0
18-25,Non-binary,Yes,China,-114.02553649123016,-83.39056234375691,B,D,E,52.34915990777095,1
36-50,M,Veteran,UK,-26.924447934980556,157.2579177833902,E,A,B,44.26775263571981,0
18-25,F,Veteran,Germany,-202.86412346284962,-17.936394379513967,C,E,A,-35.6768480758742,0
36-50,Male,Yes,Other,20.269321538995367,10.404846319027886,E,E,C,-40.1490350035056,0
65+,Male,Veteran,Mexico,24.63215425793466,18.708012800821916,D,B,E,-67.77451176358558,1
