Nationality,Veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
India,Yes,E,B,D,-2.134363462720058,-9.374672716293798,D,D,E,25.762423725843686,1
Mexico,Yes,B,C,B,153.1234890728939,63.20026197538697,E,D,D,-73.00129244949079,0
Other,No,C,E,B,71.08260092930108,-69.39254168410567,B,D,E,-100.31614375922622,0
India,Veteran,D,D,B,-127.75520562514228,-5.927551425171993,D,E,A,172.00594996499282,0
Germany,No,D,D,E,131.3416457865686,48.75894711718675,B,D,C,95.2781763369718,1
Germany,Veteran,A,E,C,4.002676169864313,39.19879923177437,D,D,C,68.5319656839274,1
China,Veteran,E,D,A,-126.4587815934145,-60.29791106954991,B,C,E,-4.581852492829206,0
Mexico,Non-Veteran,A,E,E,65.446684739237,-85.32485191406026,C,A,E,-160.85352591650656,1
Other,Yes,A,E,D,20.32725720075885,43.608242936306866,E,B,A,47.50215646929448,1
UK,No,A,E,E,106.72543101640099,-156.25880320772916,C,D,B,-91.00824555508338,1
India,No,A,E,E,91.73772886560285,-38.193031968767535,B,A,B,-70.26582883147223,0
India,Non-Veteran,C,A,B,-53.5342740060631,-64.05588519493422,B,A,C,35.291005569617916,1
India,Yes,A,B,A,-9.84841191080999,2.7753913237547434,B,E,D,205.47997976684314,1
Brazil,No,B,A,E,38.76485930152592,16.61106573062755,D,C,E,-126.47613950270782,0
Other,Veteran,B,B,A,229.7366918397742,-101.90280334234212,D,B,E,70.38939264936992,0
India,Yes,D,C,D,-75.58547754098231,78.77935961121166,D,B,B,29.586125087602344,1
Germany,No,D,A,B,-60.23202315343096,72.22190647984235,B,D,E,66.8504424514848,0
India,Yes,B,E,A,-19.93943288416838,24.641617016783655,B,B,A,28.459820658495016,0
India,Non-Veteran,E,D,C,-6.5689535703394935,-19.80044694049844,A,C,E,-163.21780698234167,1
Germany,Yes,A,E,E,-75.2495624940466,128.92098710977805,B,A,C,-9.776424241178503,0
UK,Yes,B,C,B,38.17056884296412,20.611815773254552,C,D,B,-164.98201156170987,0
India,Non-Veteran,B,E,C,-20.531479942711762,-9.703682649575436,E,D,D,81.71872267327765,1
Germany,No,E,B,A,181.47236455090118,-4.819900070936567,C,B,E,190.52467276019482,0
Mexico,Non-Veteran,C,C,E,-111.70245627574984,-100.50839938658898,B,A,B,-23.465679116921535,1
China,Veteran,C,A,D,-1.6724858984377926,8.924389648563608,B,C,B,-8.290969506570013,0
Other,Non-Veteran,D,D,E,-62.46339328791528,57.609354100618845,A,C,B,-36.30289048436317,1
UK,Non-Veteran,B,E,E,2.2263126526439114,99.73543497807663,D,A,A,-181.99647785735152,1
China,No,D,D,A,221.62493203489367,81.93045028888042,B,C,B,-143.90212183319545,1
Germany,Veteran,B,A,D,177.43352601000123,73.19098032625382,E,E,A,57.032422766974854,0
Germany,Non-Veteran,E,B,E,-40.14953592551974,29.02457843664753,E,C,D,-182.28229446088403,1
Germany,Yes,E,B,C,12.801054747761004,-52.99817246000652,A,D,E,19.32408110300365,1
India,Veteran,D,C,E,108.58475865811576,51.79764826501885,E,E,C,155.80316237660236,1
Brazil,Yes,C,B,E,-94.86279233813164,11.481887046987117,E,B,C,7.524280064379081,0
China,Non-Veteran,C,A,B,18.59613455561953,56.068600528269165,C,A,E,40.415343828146426,0
UK,No,D,B,C,48.76989643531092,98.05220721620348,B,E,C,-122.19178164711822,0
India,Non-Veteran,E,E,A,-27.298542531827678,-0.7925195268949902,E,B,D,66.03935039983587,1
India,No,A,E,E,92.3613431511961,153.26215595118344,E,E,E,185.69329319564284,0
Germany,No,C,E,B,-15.82633182803498,24.030095236277702,B,D,B,134.65902539500027,1
US,Non-Veteran,A,A,D,-5.1897501413614675,69.45535019414693,A,B,C,96.443770807659,1
India,Veteran,C,E,A,119.18918419015829,54.613925679027595,B,B,C,61.89786444393837,1
UK,Yes,D,A,C,-135.98462498971094,-66.63100661424583,D,D,B,-123.14396449637198,1
UK,Yes,D,C,D,-22.374390924473246,35.98538281266802,B,C,C,112.5594893123931,0
UK,Non-Veteran,D,E,D,-127.64334280393179,111.99191153737691,C,A,E,51.14194982565977,1
India,No,C,E,A,16.35031176731964,-32.433168465190995,A,E,C,-143.80645457132616,0
Brazil,Non-Veteran,B,E,C,-117.17994890196873,-42.086973179731984,E,B,B,-182.6809808237832,0
Other,Yes,E,D,B,118.74077078107497,-113.39995103443248,D,C,E,-183.45073880929638,1
US,Veteran,B,A,E,-59.249782576230814,-74.2252150041148,B,C,B,55.126966258482035,1
Other,Yes,C,A,B,46.324736375774954,77.45574886622252,B,E,C,118.38501821224247,1
Brazil,Non-Veteran,C,D,A,-58.242380923296544,-169.8391821168405,C,A,E,-59.37020098455035,0
China,Non-Veteran,A,B,C,-6.6092793918769726,94.07426680973326,E,A,D,-71.29064866816172,0
India,Yes,B,B,D,-59.9553658010734,97.43556665824443,C,B,B,20.5146072792411,0
Other,Non-Veteran,A,D,E,70.25595022653646,29.657194948682218,C,E,E,256.3367221843433,0
US,No,B,E,C,33.721987227798714,121.36917980275712,A,B,A,56.92636097733639,1
Mexico,No,A,E,D,-234.67909405049704,-71.79625417093662,D,D,D,66.8903853549637,1
Brazil,Veteran,E,E,D,151.10051428291104,86.86943216885054,A,A,D,-26.995890473145245,1
Brazil,Non-Veteran,E,C,A,21.238823014968137,138.4631935486531,B,A,B,-80.53715775569647,1
Germany,No,A,D,D,-32.042141646017356,-36.94214819999906,C,D,C,160.0333208912291,1
Germany,Non-Veteran,E,E,B,104.50921071160066,-37.847290218790505,B,A,E,79.42740954037481,0
Mexico,Yes,E,D,D,-77.22938343492038,10.494357501041563,E,B,B,91.26524174323005,1
Brazil,Veteran,E,B,D,53.561306835610345,-0.09338493264889437,A,A,A,9.7931407558661,1
US,Non-Veteran,E,C,A,-51.834421084987206,-115.84116615161342,E,D,A,-107.46645211160674,0
Mexico,Yes,D,A,B,28.554380490590187,-25.67335931448273,D,C,B,-12.698417583656843,0
Mexico,Veteran,A,D,D,45.46727015213784,28.152634522623583,B,A,C,-0.3466085620148102,1
Germany,Non-Veteran,A,D,A,-8.212627264126787,164.08800751784244,E,D,D,-69.87732712115539,1
Germany,Yes,D,D,D,-115.17296786718451,15.000762238032813,E,A,A,-44.516423779252506,0
India,Non-Veteran,B,A,A,30.633219287827796,-71.1249167877136,A,B,E,-51.447274610125746,1
Germany,No,C,A,A,11.111352781193927,147.87443338200808,E,E,E,-130.37381962113542,1
Other,Veteran,E,B,A,103.6377747444765,76.840101192603,C,C,B,189.12242486484863,1
Other,Non-Veteran,D,B,E,-58.90920402626703,158.50528449423737,D,A,A,17.18591266604897,1
Mexico,No,B,A,E,-81.33080636757866,36.05543185358361,C,D,B,20.130543727505547,1
US,Non-Veteran,E,C,C,-17.47328735437499,93.95123514530407,C,A,A,-44.13347895454018,1
China,Veteran,A,A,E,17.19456161049392,147.8059632214961,C,A,A,-75.80018135459896,1
China,No,C,E,A,-9.463161403019544,-142.04406284038325,E,A,C,-41.92216744669211,1
Brazil,Yes,E,D,B,-81.0436114791219,-143.77876659864356,D,D,D,65.84738062758537,0
Other,Yes,E,A,C,12.996645850832492,-253.39767561589613,C,D,A,94.69109999224554,0
US,No,A,B,B,30.964640623160307,20.59767365516827,A,D,C,-203.32252707135706,1
Other,No,E,E,D,120.36485553869937,183.45159632748513,C,B,D,-72.3136945733176,1
China,Veteran,B,C,C,-84.90308776202261,40.5192161020386,C,E,E,54.306598307360765,0
Germany,Yes,C,E,C,-102.7468609577271,-194.57300325817118,D,B,E,53.78168715850471,1
Other,Non-Veteran,D,C,A,64.6128413519107,-122.57740455333519,E,A,A,178.69058518389159,1
China,Yes,C,A,C,4.100440509730993,253.38621994831684,E,C,C,128.06318162580595,1
Mexico,Yes,B,B,E,-24.3704375017005,-114.9290899820149,B,E,D,-114.07480893193045,1
Mexico,Non-Veteran,C,D,C,68.59320701361598,-12.070121673465477,D,E,D,116.26048569948861,1
US,No,E,D,E,59.07416836980538,3.5546317911742342,C,B,B,-92.50843499501282,0
Brazil,Veteran,E,C,D,-34.65831140028238,48.875042197379756,C,B,B,133.97886086157473,1
UK,Non-Veteran,E,B,C,-88.78191010488248,-73.14021553601478,C,D,E,59.14572287125971,1
Brazil,Yes,C,B,C,226.563061091585,-31.437039904875064,C,D,D,48.06755711444629,1
US,Yes,D,D,C,45.44913208717587,55.52450521307429,E,C,E,51.984631904560466,1
Other,Non-Veteran,C,E,E,26.1110057109397,53.14242865393728,E,A,A,158.71475046672796,1
Germany,Non-Veteran,A,B,D,103.50518553307226,-62.880765286167595,D,C,A,84.1236944919775,1
Brazil,Yes,C,D,C,-61.06233202606205,46.68692438619448,B,C,E,-66.63359117426894,0
US,Veteran,E,C,D,61.69497175089281,-15.62877262338363,D,E,C,122.63222777816311,1
UK,Veteran,E,C,A,35.29301028479497,-65.90736660042535,D,C,E,14.670458140473375,1
Brazil,Veteran,D,C,E,148.89126444792723,-91.05181259467852,E,A,B,84.64212002814581,0
Other,No,D,E,E,-174.49895391933498,48.73974510586525,B,C,E,-155.1357841734697,0
India,Non-Veteran,E,C,B,-41.56879188287114,-36.37996099815932,C,C,A,24.80470212554278,0
China,No,E,A,A,1.2209277431895587,-15.188528939428158,D,B,A,67.1268995897733,0
Other,Yes,A,B,E,-22.668995139360195,72.77638243610615,B,C,C,52.74576004265025,1
China,Non-Veteran,D,B,D,117.8462492840773,-35.330362574001114,A,B,A,125.8093011183075,0
India,Yes,E,E,B,100.22134858036557,51.70053336856704,E,C,A,4.700231286081816,1
India,Yes,C,B,C,45.48762138424661,-21.33517860060197,A,C,A,-11.260062886890061,0
China,Yes,C,C,B,10.678996258515436,104.81283589282565,B,D,D,46.69939245845155,1
Brazil,Yes,A,D,D,32.122194799968376,-57.755746158095,C,C,B,26.013202698889625,1
UK,Yes,A,A,E,67.93031202526068,-71.93561994999726,D,D,A,87.21286598148586,1
Brazil,No,C,D,D,81.4648168825187,-125.10340085759879,E,D,B,-8.626063482223538,0
Other,No,A,C,C,22.732900409725648,-181.0562010371003,D,C,B,50.65203800342323,0
US,Yes,E,B,A,-164.09817012936873,2.4706275154883595,E,D,A,-25.680373691553665,1
India,Veteran,D,A,D,-9.670017896459177,35.21384335931918,C,D,D,-230.40060418635827,0
Brazil,Veteran,A,D,E,-85.25040272333221,122.6061738537191,D,E,A,-187.57583910201006,1
Mexico,Non-Veteran,C,E,E,54.11935989868976,-27.228350492225317,E,E,D,106.3344559921187,1
US,Veteran,C,D,A,-50.74238821334078,187.13759491235024,B,B,C,150.99240581853886,0
Germany,Yes,A,E,A,43.149830413125564,-115.01452788883799,D,B,C,38.07610369705555,1
US,Veteran,B,E,B,-131.79126574329422,-101.04878316824535,A,E,A,170.63403604536938,0
Mexico,Yes,C,B,B,97.01643805870046,-146.4126665154519,C,D,B,210.26611861248347,1
India,Veteran,E,C,D,-24.852274339233627,32.07124773446457,E,E,B,-82.37890071000787,0
China,Yes,A,C,B,-61.847025960781984,134.35769247805928,B,C,C,18.174570948783185,0
Brazil,Non-Veteran,D,E,B,-146.32870404365386,-81.66035873187698,B,B,B,-1.6211839784541315,1
Germany,No,D,C,B,-218.1757120334622,81.6914075752978,E,B,E,159.70046194000423,0
Mexico,Non-Veteran,B,B,D,77.62270726173165,-84.01226479112157,C,A,E,32.35688836463554,1
US,No,E,D,E,119.52183025230379,-59.414279967292046,C,E,D,18.429939380280228,1
Mexico,Veteran,B,C,E,64.02562622513197,-130.38617924988947,C,A,E,-36.924326328564234,0
China,No,B,A,E,148.4265587851659,63.63220151628697,E,C,E,-29.78362973020232,1
China,Non-Veteran,C,D,A,-6.227422081694416,-14.094835609646857,E,E,A,-55.946941520795654,0
UK,No,A,A,B,261.52071763763706,98.328497702328,C,A,D,-190.79988539823594,1
US,No,C,D,E,-67.0787110177738,110.39839013867292,C,B,B,-27.68008398585282,1
Brazil,Non-Veteran,D,A,B,-65.34425122888553,67.98842692403537,C,B,D,-7.153091722463555,1
US,Veteran,E,D,A,-149.58390569265623,-6.453836374517241,B,B,D,-22.413148189170688,1
India,Veteran,E,C,E,-83.73107918169444,-20.318916058279093,C,E,A,107.55722861482559,1
China,Non-Veteran,B,E,B,145.9563782269141,102.04391892070772,C,E,C,9.881689131973056,0
India,Yes,B,C,C,-88.57301517912502,44.73295404292085,B,C,A,20.691773766633435,0
Other,Veteran,A,D,D,-128.77712899725918,79.94177485484762,A,B,C,-185.86768972020627,1
Mexico,Yes,D,E,E,71.41143908727804,61.831350930156034,D,E,D,96.18209258174174,1
US,Veteran,E,E,B,-103.41997833430725,61.58604173420068,C,B,C,-77.44745262436183,1
China,Yes,B,A,D,-52.44769061243725,41.51928944553008,E,A,B,7.076464819530284,1
India,No,E,C,D,74.77879477991944,14.752888092256763,B,D,C,125.69594271183612,0
UK,No,E,C,A,-74.77697714904278,61.889066131318685,B,C,B,59.558041762950666,1
Mexico,No,A,C,B,131.82547001078643,80.34743475556932,D,A,D,-102.52071931294759,0
China,Yes,D,D,A,-79.21532150774806,-170.80672163055505,C,E,B,30.55618148442669,1
Mexico,Non-Veteran,D,E,A,-102.46694903360456,150.43669839474575,C,A,B,-55.62701153376626,1
UK,Veteran,D,E,B,-159.46113253770233,-144.06949371539315,E,D,B,51.98152252280863,0
UK,Yes,E,E,B,-5.900335973793298,-98.06139869982285,B,D,B,-48.30391219622076,1
India,Yes,A,A,A,-19.532981054428873,105.26598643856408,E,B,C,20.284216640030778,0
Brazil,Non-Veteran,B,E,E,190.88143546991833,162.04115515780492,E,C,A,-46.87741112837163,0
Other,No,C,B,D,-6.99693836562201,-105.4921593873338,C,A,C,26.308743067609086,1
Brazil,Yes,E,E,A,184.0881501083949,-15.382783691235494,D,E,A,153.68504482377134,1
UK,Non-Veteran,C,D,D,-25.020112115956998,-27.29770745474656,E,A,D,123.53831118118723,1
UK,Yes,C,B,A,9.709953361799657,-166.12033312538912,E,C,E,-95.19053880842803,1
Mexico,Non-Veteran,D,D,E,0.2034100224653542,37.35761176980128,E,C,C,-173.846829182708,0
UK,Non-Veteran,B,C,E,-102.87057558770978,73.97207871645898,B,B,C,262.3451666835245,0
China,Yes,B,C,A,125.2564335263848,-95.0895489093525,E,C,D,-14.468365538207381,0
Germany,No,A,C,A,53.60782539699207,-15.483892246396335,C,A,D,-29.79740361383566,0
Germany,Non-Veteran,E,B,B,-70.97093052509435,-82.66856681153823,A,C,B,-54.151661112327,0
China,No,B,B,C,67.26752321799393,154.8881419987154,E,B,A,122.45947022561876,1
UK,Non-Veteran,B,E,C,96.68460314062965,-42.376590597261206,D,B,A,-9.78069490570263,0
US,Non-Veteran,B,B,C,33.428453400523885,-121.03892753952363,D,C,B,-23.4638077265547,0
Germany,Non-Veteran,C,A,D,-32.81437023301732,-6.4885485625538575,A,B,E,28.80294108629578,0
US,Non-Veteran,A,D,C,-50.24522097823218,-29.72281943079232,E,D,C,93.1274829730895,1
Other,No,B,B,E,-66.49414259358015,99.88296398613276,D,D,D,-139.712820856587,1
UK,Yes,E,A,A,-119.25118286390361,-19.86337802581517,B,D,A,118.5473534650308,1
Mexico,Yes,D,C,C,35.404973656711306,-66.84113815092402,E,A,C,80.00883897957982,1
India,Veteran,E,E,A,-140.30776994703552,46.00916831034664,B,A,A,179.55168989560264,1
Mexico,Non-Veteran,C,D,A,-16.468924609306065,37.96184758819155,D,E,A,80.56753147265303,1
Mexico,No,D,B,E,24.456791808041647,-94.19720380217987,C,C,D,-46.829159082146646,1
Brazil,Veteran,B,C,D,-94.54088045447158,4.981521344134091,D,A,D,-4.4765441157604675,0
Mexico,Veteran,D,D,B,-78.56026419968472,-37.62650794185909,C,A,A,33.1522158082246,0
China,Yes,B,C,C,195.75870743602317,-55.14733681644678,D,B,B,-202.13917915745978,1
Germany,Non-Veteran,C,B,E,16.808174646255075,-14.236090254851439,D,A,E,182.10734481511443,0
Brazil,Veteran,A,D,E,140.83697997789807,-27.913011958519768,C,C,A,-146.01250666045672,0
Mexico,Non-Veteran,E,C,C,32.44009898366998,-106.04781087185219,D,B,D,-119.06708329596438,0
Brazil,Non-Veteran,B,E,C,-86.20026778339866,-21.216116954346386,B,E,C,-72.67474922432083,1
Mexico,Yes,A,A,A,1.5358045398120117,106.98211218869274,C,A,D,38.02145034839674,0
India,Yes,B,A,A,92.60538122112509,138.1505272303293,B,A,B,87.21497714173732,1
Brazil,Non-Veteran,B,A,C,12.704029224625469,-184.35896638309524,A,B,C,74.84312545863703,1
Other,Non-Veteran,C,D,D,138.97348626002508,-97.23763028714927,A,B,A,-86.74639872950473,1
Brazil,Yes,B,E,E,-152.8715623488575,66.55853414038428,C,D,D,37.25880996471876,0
Brazil,Veteran,B,A,E,228.1927641420297,-15.83814493058798,A,B,E,180.42238029595467,0
US,Veteran,E,A,D,83.58518194423283,82.36271978009758,D,D,B,-54.404007645995044,0
Brazil,Yes,A,D,C,-13.79942861378527,-26.320223396581966,A,E,B,186.6695317987071,0
UK,No,E,A,A,-28.977563497327758,-14.088009127996859,B,C,D,104.4999027588941,1
US,Yes,C,D,E,-131.50132775060203,-165.01809918907716,C,C,A,-73.98598490582815,0
Other,Yes,A,C,A,-108.32702823126897,42.82531355343521,A,E,E,221.34561059132332,1
Other,Non-Veteran,E,A,A,107.1086531923927,-126.05370107047855,C,C,C,-220.81103698390066,0
UK,Non-Veteran,B,C,C,-89.8060703510985,-112.9484784672921,D,C,C,231.4743844054108,1
Germany,Yes,E,E,D,-107.64562033003709,-72.27661756254406,C,A,A,71.54649001797317,0
Brazil,Yes,B,C,A,-125.71529677569566,-23.711151447538327,A,C,B,95.74181193036205,1
Germany,No,E,E,C,121.70764073732214,-190.47120894474466,E,D,E,-10.788891708465218,0
UK,Yes,B,A,A,60.43260423634309,181.7235351566851,B,B,E,84.7388228996043,0
Germany,Yes,A,D,B,-221.33038456539956,-1.746283352274545,C,E,C,-24.910328288761953,1
Germany,Non-Veteran,C,E,E,-128.83376735222362,-75.9285774620288,A,A,D,15.157235379404957,0
India,Yes,B,A,D,-106.46931728519688,-75.4478655594337,D,C,B,-218.48258457959707,0
UK,No,A,A,C,82.07226313005172,5.664248581357145,E,A,E,120.78824491256424,0
Brazil,Non-Veteran,B,C,C,64.81262505546277,-77.51498992954862,D,A,B,-26.712651795939973,1
Germany,Yes,D,E,D,-94.57506900800739,-65.56397696507442,A,E,D,112.79675384757861,0
Other,No,E,C,C,35.75179371421369,87.94077442769853,D,A,E,-98.1106069926747,0
Mexico,Non-Veteran,C,D,A,114.05474283290975,-8.768373639796097,D,C,E,-8.267360276314772,1
India,Veteran,A,E,A,186.37625271816478,-63.09826414297982,B,A,B,-28.45755400384748,0
Brazil,Yes,B,E,C,-46.307711798121204,30.004682928426902,A,E,D,-82.18105616974265,1
Germany,Non-Veteran,B,C,E,-26.291514124766724,45.46026582575027,B,C,C,-66.27856286616854,1
US,Veteran,E,A,C,-48.587553551673125,47.036734246738966,E,B,A,-277.330681746706,0
UK,Non-Veteran,C,B,E,100.94397241546409,77.94344653022384,D,A,B,-46.56277003706029,0
Germany,Yes,D,C,B,-70.85192907196112,-98.33557420219911,A,C,E,110.07862134837865,1
India,Non-Veteran,D,D,A,41.75082059884849,-118.05046593447308,D,C,C,-122.26586228545113,1
UK,No,A,A,A,-23.008192355688397,-136.14516948632223,D,A,B,208.5272457991915,1
Other,Veteran,B,C,B,79.57894897734371,6.177216507421377,E,B,C,121.70367257059327,1
Germany,Yes,E,A,A,-191.99365376569514,-1.6713661576251748,A,E,A,54.08558718337546,0
Germany,Veteran,D,B,C,12.6695418029725,-94.99690850387475,E,E,B,-40.770641143727424,0
Brazil,Yes,C,C,E,87.5951680125778,-93.72402872342943,A,B,C,94.19868721027574,0
Other,No,A,B,C,-47.03522918008184,-5.364724789336839,B,D,A,2.1034391363908442,0
US,Yes,C,E,B,-78.9805819382638,-1.2730557698887266,B,D,B,-60.329891430580204,1
China,Non-Veteran,B,C,D,38.16650342847914,-192.0052909845687,C,D,A,69.86533203137031,1
Brazil,Veteran,E,A,C,-39.36862244490058,-127.64681304907764,C,D,B,-159.34943400858288,0
Brazil,Yes,D,E,E,-149.30371161100982,-32.7027383509778,D,A,A,136.11157706170795,0
Brazil,Non-Veteran,E,D,A,95.38185570828713,51.466864901984536,C,B,B,40.439381255876164,1
UK,Veteran,A,B,C,33.587148246043206,-32.925707254111735,A,A,E,73.50002987494338,1
UK,Non-Veteran,E,C,E,-144.31528615586677,124.00754952212245,C,A,B,1.2368429963040313,1
India,Veteran,A,D,C,66.10637544582109,-51.485960066107836,B,C,E,-60.428378083825166,0
Other,No,C,E,A,-96.28283241470038,-104.11816590717473,D,B,E,-4.486428867655306,1
Mexico,Non-Veteran,B,D,E,29.67649399522531,162.29311279717032,C,C,B,86.17779262905621,0
Other,Yes,D,A,E,102.16702522361885,-106.97622552394141,E,B,A,-124.73472862110387,1
UK,No,E,C,C,-59.96206802034874,14.94013465420571,C,B,B,-130.39472041095422,0
UK,Veteran,C,C,B,-39.08801747387919,-78.34262083729777,C,A,A,-20.384088319806157,0
US,Veteran,B,E,C,104.52170949442174,-76.70433235594352,C,E,C,-11.029808081658711,0
Germany,No,D,D,D,2.2852032654276484,-36.12434095753683,D,A,A,-31.679620395876114,1
India,Yes,B,E,D,-26.362758225537725,-84.32172637037063,C,E,B,-6.198565041726777,0
Germany,Non-Veteran,B,D,C,-78.98495037173667,-104.56345858502178,B,D,D,-56.373286682805514,0
Other,Non-Veteran,C,D,D,-38.92462887228589,108.34286425918116,D,C,B,112.27406216065523,0
Other,Non-Veteran,C,A,B,-219.38023798956397,-129.64839171745527,A,D,B,111.04479928189402,1
Brazil,Non-Veteran,D,B,C,48.56833441952773,28.463702777911,B,E,A,-44.09986655939364,1
Mexico,No,B,C,A,25.60008009661222,-98.33210764583994,A,E,E,-56.53622015867118,1
UK,Yes,D,E,C,88.25869863290812,6.44636254389393,B,C,B,165.65489796063275,1
China,Non-Veteran,C,C,C,-45.537199801141625,142.45278234432604,A,E,B,-73.00557462394362,1
Brazil,No,B,A,A,51.07391469138478,-96.60196685736429,C,E,D,158.436365646124,1
US,No,D,B,A,-134.00733414324552,-10.115042487015085,E,A,E,-49.42671234780582,1
India,Non-Veteran,A,D,E,115.22258791713607,-289.83962480960315,A,B,D,24.56007080310395,0
UK,No,B,E,C,-162.2660419494618,41.710730091942025,A,A,B,192.16616291205625,1
Brazil,No,B,D,C,-139.74041595504212,39.85393775942035,E,E,C,-209.01758183610025,1
US,No,C,B,D,18.43043080880575,99.56287759427752,A,D,C,-3.526115443416405,1
UK,Yes,B,E,B,-58.73048051425269,86.72592338722028,B,E,D,-103.52686798904196,1
Other,Non-Veteran,A,B,B,-104.52775740331413,10.191480300548502,D,E,A,58.51302877163671,1
Mexico,No,B,D,B,-87.68131635008474,-246.1511522712501,A,A,E,-107.46951242245255,1
China,No,C,A,C,13.907117046254086,1.4819495713338404,D,C,E,-28.806284182338405,1
India,Yes,B,C,B,-89.78748912247826,-8.583943355065331,A,B,E,-98.34455082984768,0
China,Yes,C,E,D,-26.626427127024595,21.13241510294898,C,E,C,24.55902020705347,0
UK,Veteran,A,D,A,11.463815811527466,-192.0244032481211,E,E,B,133.64548118749516,0
UK,Veteran,D,E,B,-115.80498136771786,10.878082691650755,B,B,B,-76.46626404711697,0
India,Veteran,A,B,E,-10.382562013326753,-14.59157214040455,E,C,B,-60.83592138810343,0
UK,Veteran,E,C,E,22.921477270892375,31.969628837052667,B,E,C,-11.447582645582898,0
India,Veteran,B,C,A,141.14385615446307,-103.65697897605311,A,A,E,-64.02055308002586,1
US,Veteran,C,E,E,48.83927516490904,58.732233541168235,A,B,B,-102.91421772334898,0
Brazil,Non-Veteran,D,D,D,-28.03333387692894,82.0349393217671,D,D,A,93.27506555865281,0
UK,Yes,B,D,B,-89.75949870020736,-129.89966728815722,E,E,C,-78.93318576567292,1
UK,No,C,D,E,-19.20073978136527,69.44065417497133,C,B,A,-16.135471830174232,1
Brazil,Non-Veteran,D,C,B,-157.3820434576188,-30.92368025536815,C,D,E,73.2527814843223,1
Germany,Veteran,A,C,C,18.444273165978885,11.97712007613985,C,A,D,-140.3855160985898,1
Other,Veteran,E,E,A,-115.19394127082003,-50.95417622967794,C,C,B,-56.39779065553636,1
India,No,B,C,D,20.615399017675337,-13.203019851499583,C,B,A,114.57514230444015,1
India,No,C,C,B,-30.435212061076527,32.030242769910004,C,A,E,145.4167370028413,0
Other,Veteran,E,D,B,-44.05257036798388,-208.11906266592905,C,C,E,31.370130699040427,0
US,Non-Veteran,A,E,D,26.254472597062385,9.863329111199253,B,A,B,-105.58419491531677,0
Other,Yes,E,C,C,-51.94227722228486,84.81072227089331,C,C,A,-24.410797172807587,0
UK,No,B,A,B,116.97151107125843,94.84104752808157,D,A,B,-23.446883538904938,0
Germany,Veteran,B,C,E,-83.74562338258646,112.45753648367645,C,E,E,201.6549653392143,1
UK,Yes,D,B,E,84.31142345946353,-32.35080976079027,D,E,B,89.07510825476113,0
UK,Non-Veteran,C,E,A,6.084575074678201,70.91014002468779,D,C,C,207.12719276442937,0
Mexico,Non-Veteran,A,E,B,-71.84027032906774,-86.1565225629099,A,B,D,-132.50891611076594,1
Germany,Yes,B,A,D,27.582707849868644,-40.854349310432006,D,B,E,74.1657018652604,0
US,Yes,A,A,A,-31.718412370620435,-65.77375908034895,A,C,A,-47.90146184223968,1
Germany,Yes,D,E,C,-70.51598500584313,100.11129681264363,B,D,E,-80.55858728713457,0
UK,Veteran,A,C,E,121.7453802350942,38.246130401785585,E,D,A,-9.111481512792686,0
Germany,Non-Veteran,E,D,A,67.49598725487415,75.63820603836814,D,B,C,11.337260943812144,0
US,Non-Veteran,B,C,E,181.44867354385968,-132.62170838330482,B,A,D,13.626147849070067,0
Germany,No,A,A,D,34.753726695832626,125.55147772790252,D,E,C,-0.6531701777372864,1
China,Veteran,E,D,E,-69.20700107688155,-56.35982075145021,A,C,E,-77.29256905013577,0
US,Yes,E,E,E,37.71902642827508,-32.40818618465805,A,A,A,-13.290579893924479,1
Brazil,Non-Veteran,C,C,D,-41.4946032118892,31.458365636234078,B,A,A,14.289631698856894,0
China,Veteran,A,B,B,87.96087340255949,-198.28559942066198,D,E,E,188.5853756366631,0
China,Non-Veteran,A,D,E,70.74211962577036,-56.71083027501894,B,E,D,87.3107586170158,0
India,Veteran,A,A,C,69.78766783273258,84.90542839560456,E,D,C,-66.18053979510489,0
US,Non-Veteran,A,E,C,49.45587022855946,-139.46265877144944,C,E,D,-74.41245479104758,1
Mexico,No,B,D,C,180.69655521534645,-99.32083758678294,C,D,E,-28.516667526086604,1
Germany,Yes,E,C,C,152.3779244624427,-141.22978004098675,B,A,A,59.60572112962531,1
Mexico,Veteran,B,E,E,63.777022078601,115.49201353099238,D,C,B,-75.77874166255575,0
US,Non-Veteran,B,C,B,32.75423458784291,-92.68051410051649,D,C,C,8.419555240391595,1
Other,Non-Veteran,C,C,E,-164.92393238780085,-29.616698472819714,D,B,D,-10.27611010058987,1
Mexico,Veteran,A,E,D,-91.69663303506097,-61.543209853364466,E,C,B,-85.70411714007979,1
Mexico,Non-Veteran,E,D,B,-85.99161553099884,-5.019416463952798,C,A,A,-44.66545917466099,1
US,Veteran,D,E,A,34.681694143997746,40.431919898259224,B,E,B,39.17338296099838,0
UK,Yes,C,E,A,89.5272767423421,-149.55626133002497,B,B,D,-25.765210787413334,1
Brazil,No,A,A,D,-46.164894823419225,71.95907000019135,C,C,C,92.90661955428283,1
China,Veteran,B,A,E,173.37793654679862,-81.59840763936526,C,E,A,64.50140151018945,0
China,Non-Veteran,D,C,A,-110.28039511442209,-235.05544540354362,E,D,A,-42.18432936449219,1
