age_range,country,Race,anos,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
65+,Brazil,Other,96,C,-119.71419384049291,A,E,C,95.33796953354204,-68.69731086378064,A,104.79110606374869,E,25.67985581747817,1
26-35,India,Asian,26,C,116.67604285907503,A,E,A,71.95177965073368,-79.79396211709195,E,-47.739633126456674,D,-65.83050255950324,0
51-65,Brazil,Asian,22,B,-76.69809365362119,A,E,D,-6.258442467454407,64.27906572719705,B,-40.22684580761505,A,220.8459978192538,1
51-65,China,Asian,56,D,0.8986096853241912,B,D,D,-85.86428239606889,-191.66091633623842,E,-58.05312680293957,C,16.67473102677448,1
51-65,China,Black,89,C,65.43737775053951,E,C,B,30.8604504995236,0.3342142086844438,D,-49.84829749379301,D,-32.2349689748921,1
36-50,UK,African American,58,A,121.22393715143029,E,B,D,-82.12141306153187,68.20172163083156,C,151.67455471362928,B,-46.1910701166587,0
65+,Germany,Hispanic,19,E,-112.08548745886426,C,C,D,-114.76790957290149,-100.2531156006486,D,-53.27601652870661,D,-157.47260983107762,1
18-25,UK,Hispanic,69,B,-155.54845956912288,E,A,E,-7.781983419210407,121.72071385754614,C,222.6124222149621,D,-46.69393496067615,1
26-35,Brazil,Black,43,C,70.72709876896346,B,C,E,4.755239903583436,-65.29488201162677,B,-58.015415510138844,C,81.87902170816128,1
36-50,Germany,White,86,A,-119.26984387820269,A,C,E,-111.97853915527625,-113.68528786042953,A,152.51810760886778,C,-166.26145637360028,1
65+,US,Hispanic,54,C,75.31123494538741,B,E,B,138.18596819808627,32.1161271068546,C,40.22741977326197,E,63.1125505433552,0
18-25,India,Other,45,E,28.216667733041,E,D,D,-26.586576086616926,120.48256505662644,D,-245.4878358167194,B,-11.552183781181846,0
65+,Brazil,Black,67,E,-186.96420198587833,B,E,B,-33.8072517395304,-43.17361183507388,D,179.91289783086077,E,-71.42877904878257,1
26-35,Other,Hispanic,89,E,-16.384145514941956,A,D,C,-74.19311965567637,-25.076988056340426,C,75.38487178320203,C,-93.84934031943622,1
65+,UK,African American,86,E,43.011240623571034,B,B,B,122.18497292223216,-16.861698822617228,D,-239.7512701760155,C,3.7757194764955684,0
36-50,China,African American,18,C,-107.09899561013263,A,B,A,-217.47948859167875,26.149607805803143,A,38.83839560227497,A,-181.08304349337644,0
65+,Mexico,Asian,87,C,3.231744462060957,C,E,D,-46.9430610307054,-101.25739785124672,A,-72.69606591735003,E,-101.34531734336927,1
65+,Germany,White,96,E,57.79965508983217,C,A,A,75.53000818252836,163.0798430824624,D,1.7562066096468116,B,104.5303975438366,0
18-25,UK,Other,89,C,-146.1957316743221,C,D,E,-144.81983206981016,-34.95363155555188,D,-10.2536593023502,A,42.889861800402244,1
36-50,Mexico,White,53,D,-36.34360652462125,E,E,A,150.92532636231138,-15.048355664541258,D,38.89784042774176,B,96.29740327076624,1
51-65,Mexico,Hispanic,76,C,-17.450440610590196,B,A,D,-122.9517200719702,41.31294624008757,A,-98.49255525209514,C,8.949255458841094,1
26-35,India,Other,75,A,72.01671393022512,E,D,A,-72.92654471811628,63.24987606678418,B,-64.56640197122738,A,-36.149087605902956,0
51-65,Brazil,Other,46,E,-22.446379273660707,E,B,B,26.53867612308479,164.2756204845044,E,-54.14035687471296,E,86.30969904938902,0
26-35,Germany,White,61,C,-27.542935513149608,A,B,B,182.56415175407835,42.359376085753624,A,139.34109382690977,D,148.7977485211127,1
26-35,India,Other,71,B,28.308871211802717,B,B,E,-23.677106572974477,46.06685382007039,B,-127.94153077587174,D,128.59931327934072,0
26-35,Brazil,Asian,87,D,124.92197959329057,D,B,E,71.92962272778736,47.508415266116835,B,-133.83834759768808,A,-33.92796565869961,1
26-35,Other,White,57,A,-27.664803525475,E,A,B,-16.053735389820396,-116.67985364425158,B,71.68255372520791,C,56.22475270004311,0
26-35,China,African American,29,D,-9.49014804756897,B,E,D,97.29169121869687,160.91765640549787,B,1.579731447009056,E,62.86888694835763,0
51-65,India,Black,79,A,-35.7425038530862,D,D,D,143.84628539646485,-174.57339335490346,D,19.15642800959958,E,174.86257412687198,1
65+,China,African American,80,A,71.1089743689094,B,C,C,14.1781022774923,109.34673485581334,A,38.60779116143535,E,57.57710859692507,0
26-35,China,Hispanic,63,B,-56.24503313334205,D,A,A,-88.35917019116872,89.27120042500334,B,164.06540628321153,C,29.714073871968914,0
18-25,UK,White,56,D,-43.25806845455838,C,A,A,183.973308436281,94.36375899376213,A,163.5943657334728,E,-97.55686812486063,0
65+,UK,Asian,36,C,-218.27199337597767,B,A,D,-129.02667791917963,-98.16345289815644,B,64.5359945058771,D,91.71063918158126,1
51-65,China,White,60,C,26.370969693320223,E,A,D,-25.329738677466672,-197.52851999181243,D,4.604421186636329,D,-68.98841833631124,1
36-50,Brazil,Black,91,A,-14.378372013878,E,C,C,31.1827237235537,180.60582658782255,A,9.850873190908002,D,-36.59639389897184,1
51-65,Other,Other,72,C,32.5462531243454,A,E,E,5.699280492978736,-6.209569472251103,E,63.578511985163885,A,70.77182320394397,0
26-35,Mexico,Other,62,A,170.09644357397613,D,C,B,-30.13705037669019,21.826668449843247,D,18.79495767508203,B,32.14353470916484,0
51-65,Germany,African American,85,B,-45.15664777931191,C,B,B,-160.76542984375507,117.38196158564872,E,37.332172783698006,A,209.7559170887047,0
65+,Brazil,Asian,81,B,-143.98109202191517,E,D,E,79.76905973018087,-92.8546163821304,B,-129.93594194996496,E,-106.25364007854267,0
18-25,US,African American,64,A,123.06326086802966,E,C,D,-8.687009687958195,43.43090566713555,C,-15.931943501322596,A,-58.35288593708119,0
65+,Germany,Other,73,B,128.85528196033795,D,A,A,-23.84657015004857,116.31310141869926,A,165.00623763242265,C,75.63448596466236,0
51-65,Brazil,Other,49,C,-61.66559919978711,C,E,B,114.47867403039895,-44.32591565740107,A,16.308409327392788,E,-13.272482077132041,0
26-35,India,White,31,D,104.49109750694419,D,C,B,139.51766735889314,-97.81686013214551,C,37.247744913785944,D,6.7096728449728555,1
51-65,Mexico,White,59,E,-21.83231098643102,C,C,D,-135.96493740577807,-108.24378598324382,E,161.5782520256453,E,60.604658913305265,1
18-25,Other,Hispanic,88,C,83.36494517202964,A,D,A,-96.68020010311135,-59.71892867638942,D,10.657162424597882,B,-87.72880914799288,0
36-50,Germany,Asian,24,E,114.16215463153365,C,A,E,-53.92005953663086,26.85672906893967,D,126.41463319551376,B,61.52870634090243,0
18-25,India,Hispanic,29,D,11.700691700941634,B,E,C,256.80323294302127,300.43610600445817,B,98.1446777391065,B,148.10351515695805,1
26-35,Brazil,Hispanic,76,E,-32.549205056074406,C,A,D,50.217920431075115,143.23622698048092,D,70.18863011503139,A,77.5376271029639,1
65+,US,Hispanic,32,B,-28.23512808649213,E,C,A,-52.537857758379026,-31.385977014390896,C,-30.674097862579487,D,63.64325752959874,0
65+,Other,African American,89,C,-38.66872520460801,C,A,C,-112.73577835837739,-90.68810012342992,A,-119.87965954704298,A,-27.8131019962932,1
26-35,Other,Black,52,C,-130.8586341401333,B,B,A,-106.82753596237247,44.15800103104159,E,-9.155702315256772,A,-73.63926032339499,1
51-65,Other,Black,86,D,104.24407425710838,D,E,E,152.4574604686907,-8.164873860004109,C,37.71119727572349,A,-104.95616922982826,1
51-65,Germany,White,63,D,28.907825834665157,D,A,B,46.058615290535485,-135.36675121020514,B,-129.00530456309275,E,-104.90596822837186,0
36-50,Germany,Asian,36,D,-6.471025909996309,C,E,C,-155.9446270043061,-141.92322117071467,B,-20.974440299970386,D,-222.61897611185387,0
36-50,US,African American,32,C,-19.47710848233734,A,E,A,0.9033887361784074,246.05503663013235,C,-7.690299116982681,E,-32.23244404232832,1
65+,Mexico,Asian,25,C,-87.24004392126876,B,A,D,6.698668297908118,-78.9618732474999,A,159.91729902687734,E,0.28987744452359776,0
18-25,Germany,Other,20,B,104.35526705650429,C,D,B,63.915616528503804,344.443413171922,D,92.2135511633551,B,151.49755062419575,0
18-25,Mexico,Black,41,E,135.7989005969304,B,C,A,-19.16691467478701,-12.449694358057863,C,-56.62342531341867,A,91.01671897267092,0
51-65,Other,Other,83,B,-69.40014319052065,C,B,A,-21.255893138997173,21.179000515580952,E,-91.41117224207589,E,-143.04060868755764,1
26-35,India,Other,30,C,144.22764084690002,C,E,A,130.70429886961176,-166.26115956868847,E,-72.48831346534993,D,177.66806442464576,0
18-25,Other,Black,80,A,-64.92419598357608,C,E,C,-113.24497519575792,-59.64993289403762,D,-58.97230817354288,D,27.386448032482413,0
65+,China,Other,80,C,27.33445276269677,A,E,A,-223.65178324644322,-37.597693116262526,C,-130.5755293798698,A,-198.09223864997008,1
36-50,India,Other,77,B,-211.9085387961331,A,B,A,66.96883302554582,69.2517358058391,E,26.907327773609808,D,37.69730205641051,0
18-25,US,Other,82,A,-34.86417526538902,C,C,E,-99.1303052058225,-14.007098950031244,A,-21.94733894006688,A,-27.577693187109215,0
36-50,Brazil,Other,18,A,133.94283415278315,E,D,A,82.04649075915967,227.89468517053294,A,4.3570994362454645,B,-138.07695034542022,0
36-50,Mexico,Black,30,E,162.26455486995553,D,D,A,82.59409305911085,-22.23913773983421,C,22.03469831999475,B,204.3978658326891,1
18-25,US,Black,96,C,163.09247714932178,A,D,E,119.94071555250594,74.05224024484845,C,113.92440539479394,E,176.86280419172041,1
18-25,UK,Black,48,E,-114.19248994591815,E,C,B,-10.001729080783374,-40.59754462961647,E,75.54631119403888,B,123.89594848647741,1
26-35,US,Hispanic,43,C,-73.35348606137717,B,E,B,-85.00459736379177,101.29176062436287,E,-94.32770161167039,A,41.90813587923874,1
51-65,Germany,White,98,B,-26.60094020391648,A,A,B,-35.835281824130035,111.61577252976866,E,-56.39328944306597,E,-131.33849038114028,0
18-25,Brazil,Other,35,B,-74.09136521247282,A,D,E,28.07535535968019,-31.183256048328374,C,23.022928069879413,A,136.0631323286462,1
36-50,Other,Other,47,B,-262.2301311765816,C,A,E,-16.854277604143793,-51.50292444261583,D,-183.98313734711925,B,142.39589201984296,1
36-50,Germany,White,59,A,95.45163642674457,D,A,A,1.0227008215509859,129.17399786381037,D,-115.22353955310405,D,-91.3462068490031,1
36-50,Germany,Black,42,A,-35.94657003152906,C,A,C,-0.8680859884018529,14.699641024575987,C,170.4442879648256,A,-153.77065881017296,1
65+,Mexico,African American,25,C,-8.641138087008443,E,E,E,69.23004002866018,-87.59863289449879,C,20.816286125514587,D,176.0330478363976,0
51-65,Mexico,Other,53,B,14.517356594332115,A,B,B,160.77497808411508,95.41734093332454,E,19.683668402906896,E,-36.584158105402636,0
36-50,UK,Hispanic,79,E,298.4651784820275,C,A,A,-44.08862445988215,-107.39274608440977,B,-39.655774329298346,E,60.84855674391828,1
51-65,Brazil,Black,62,C,73.32834953364603,E,E,D,139.7531243259937,13.409561154794156,C,57.1284833118395,D,202.50637111759872,0
51-65,UK,Black,81,A,-101.81494925167796,B,A,B,-128.20242333798166,-19.21091840815716,A,-197.57637597558025,E,-229.9678348480203,0
51-65,Germany,Hispanic,68,C,61.56105027209649,E,C,E,-79.536555240161,-18.89072655983461,C,75.53182325385998,B,-105.71920126206678,1
26-35,Mexico,Black,37,B,-73.95235577269118,E,E,E,6.249388270326676,-56.46110938309747,A,165.4681486022737,E,-59.02056341944644,1
65+,Other,Asian,88,B,-15.44858917893443,C,A,A,56.869942303029816,51.24064043365907,D,47.29514233362573,D,-25.61390934615974,0
65+,Mexico,Other,77,C,-54.79541946657521,E,B,D,-14.640449745990768,-39.280591449101294,B,185.2115965690264,B,-43.35806215691592,0
36-50,Brazil,Hispanic,74,A,-57.76693796482613,C,E,A,-5.833512828836566,46.09414131679182,D,-20.03771815570385,A,-40.7421015159614,1
51-65,US,Black,60,A,231.38215505731924,C,C,E,-147.42106065225303,-191.15078903744225,E,-42.5555797165487,A,89.98731371476471,1
51-65,Mexico,African American,88,E,-21.862684260450134,B,C,B,-160.76426344337486,49.06189395904074,B,-58.234533195209224,C,-64.08493309569904,0
36-50,Mexico,Hispanic,68,D,112.18618577286352,A,B,A,-102.5705383363684,125.77177138154296,E,-37.43635165963145,B,107.7110852706018,0
36-50,India,Black,35,D,-42.16357633659794,E,A,C,10.1772329364806,157.03673545881404,D,-54.16506500618065,D,233.15499319573186,0
65+,UK,Black,96,B,66.92944583492559,C,C,E,-125.92595874698861,29.371398734563563,C,-79.7487052073453,D,8.535267977054142,0
26-35,UK,Hispanic,50,C,-74.95515816072155,E,E,C,6.126754638141795,-39.86432153388511,E,-68.19592389648163,E,105.7330892413946,0
26-35,Germany,African American,68,B,-95.60895501341707,A,C,A,-3.163934479481789,-272.00540364898427,A,-51.220507669182915,A,19.235901234615927,0
26-35,Mexico,African American,63,D,32.42750357431266,B,D,D,-97.27709750690605,139.9956331022454,E,-79.58620473987679,E,-14.961782537882934,1
65+,India,Black,22,C,44.6102556565967,A,C,C,54.29100144099548,-93.34757269566418,B,-44.798461149891054,B,-68.64304086267003,0
65+,US,Hispanic,62,A,-93.76457594692027,B,E,A,-153.9128564993712,110.66999153797106,A,25.575937733140147,D,-72.42013804641581,0
18-25,Germany,White,43,D,84.7717186309769,B,B,E,67.2079123625058,46.814901110967625,D,-46.4075497025364,C,67.99693479505395,1
18-25,Brazil,White,69,C,-157.60958409987654,C,D,D,-40.510112614277894,-94.42330458299108,C,-119.94444757145435,B,139.81531379511952,0
65+,UK,Black,94,A,-8.091094152086262,D,C,E,-63.3557114581606,-22.682942429525077,D,-124.00051589352094,A,-32.943759044337554,1
51-65,India,Other,80,C,51.40893439732063,C,B,E,181.0019494879852,-53.03933579920997,E,67.54545629867906,B,244.32374400853183,1
65+,US,Other,39,A,-95.82670084531013,D,C,A,197.5867482734978,126.93872824433254,B,191.26637992746467,E,-26.756984069989077,1
65+,US,Other,34,B,-91.77403729224882,A,A,D,-139.27127103955172,-139.68370061022404,E,123.91029917309754,C,164.12847370222465,1
36-50,Mexico,Hispanic,76,A,103.73106120724731,E,A,B,22.171941564695814,-99.58450171897036,D,5.391257402031488,A,-73.62924165854871,0
26-35,China,Black,97,E,25.38696757854712,E,A,B,-0.9805093578724512,67.25382249398818,A,-96.25287713301698,A,10.947231523876837,0
65+,US,African American,34,C,-110.09194744260785,B,C,A,294.82162217206906,92.61631468492611,A,17.513404608231387,A,-88.14422606111856,1
36-50,US,Black,38,D,103.68324573945674,E,A,D,-32.154690185421195,42.32604154636871,C,123.24692030719702,C,151.0373685862246,1
65+,UK,Hispanic,52,A,-47.23778478277877,E,C,A,6.542465133986161,-5.708394782221818,D,-15.372119700547518,A,-53.2577901823427,1
65+,Other,Hispanic,36,B,56.83955571296,C,C,D,-163.15897636070272,103.81369974837646,E,18.379557243216745,C,31.782474823709194,0
26-35,India,Asian,40,C,14.49831404598147,B,B,C,31.175145551474305,-72.71662131640089,A,72.4800458649023,A,95.92841565258512,1
26-35,Mexico,Black,48,B,-42.9777937961357,E,B,D,16.372722616064454,137.59328138755887,E,-103.13588425260598,D,5.658776534264232,1
26-35,US,Asian,36,B,-127.4803862521493,C,C,E,15.28951507269063,-163.92781056565738,E,1.9854256915487387,B,12.271303900349988,1
26-35,China,Hispanic,82,D,40.62629655469927,B,A,D,-34.31209507136626,-14.711473458999109,E,-3.747834925140143,B,88.2873627875793,0
65+,Brazil,Black,65,D,130.76885381779604,E,E,B,-97.8072955013683,-115.63517545116935,C,-64.80912826232893,E,97.17578082442525,1
51-65,UK,Other,69,A,42.53518818285839,A,E,A,-75.54251476198642,32.791519193152546,E,21.630185513603095,B,-88.79705946768175,1
26-35,China,Hispanic,22,C,123.04915170593489,C,D,C,49.02889893167347,-98.93661077274905,A,104.12630159783744,C,19.49990458894744,0
65+,Brazil,African American,77,B,-49.200547089015544,C,C,E,-62.68508337660252,-7.09595868455931,E,26.769402717113177,A,-45.92613441477772,1
18-25,Mexico,Asian,77,E,151.84578762737706,E,C,B,76.64134405826081,5.12350314383647,B,48.959284090781836,B,28.734778364500123,1
26-35,Other,Other,94,E,-111.59976307294819,B,E,C,172.77132855546566,58.87410036764214,B,-217.48934314839303,B,13.990609406179724,0
26-35,India,African American,58,E,151.1061600246908,D,D,B,-48.88467688513406,177.66269507136784,B,-71.35186638566637,E,52.32851501143087,0
51-65,India,Hispanic,45,D,41.34634577630386,A,D,C,-134.2858869995805,26.093964532417157,B,84.2548032482382,E,-6.132331059945313,1
51-65,India,Asian,55,C,-20.01807652958438,D,E,B,75.52073305851178,-17.283391066045535,A,30.17295949898193,D,64.96172412580576,0
18-25,Mexico,White,48,D,-103.19541303498194,C,C,B,-0.6494393620552713,18.670020813253,B,4.563136909947459,D,203.4803668899295,1
36-50,US,Black,71,B,-102.34593818425546,A,E,E,-263.0493700486403,101.78169288762136,A,-102.51910001065305,B,36.041888908953375,1
18-25,Germany,African American,63,E,-27.950461754424804,D,E,C,-22.396756996771614,17.879403789846098,A,215.80746480972377,A,-74.65201813595861,0
36-50,Germany,Other,81,C,-105.72873277866618,B,C,B,-120.75707068213546,-12.405287674753342,D,-23.391556919252217,E,-88.99754125941912,1
36-50,US,African American,56,A,191.03991930644938,B,E,E,-168.673803863154,87.22686592153484,A,-36.45681656183108,B,-34.79308619269831,1
65+,Brazil,Asian,55,C,59.01433855389256,A,B,C,25.78079445078576,24.55740771171164,D,-88.76945947662718,D,-22.37978021635783,0
51-65,UK,Other,92,A,116.15500535695634,D,A,A,144.27885790474852,82.2741338526293,D,61.20451404072487,C,-323.30424409972477,0
65+,UK,Asian,48,D,-130.54194547597183,D,B,E,-61.15829953929013,92.40683853034982,A,34.93091643973839,C,-63.285458223625625,0
36-50,India,White,25,D,220.428494458123,B,D,E,-42.85750986045841,-14.05516207401098,C,-41.38211768794727,A,6.078281972352926,0
51-65,Other,African American,72,C,-82.45624759624,D,D,A,92.50245885562656,248.42862681023544,E,-30.931401876334363,D,-217.88556524300716,1
65+,Other,Other,76,A,-14.26606766682467,C,A,D,-60.02646440726458,-52.046111583994616,E,60.05741436892218,C,78.14639904365511,0
65+,India,White,71,C,-20.148660959821775,D,D,C,138.64876368885612,-35.57137529035299,B,11.937720611791516,A,-8.100456615594414,0
36-50,India,Black,51,A,-51.068196823805025,B,A,E,92.04755896600145,-98.33812529866555,A,-13.486875331594108,D,218.98503334373478,0
18-25,US,Hispanic,63,E,-62.41214139110652,E,E,E,54.996039058171306,-69.4276972112984,A,71.21737025538029,E,-56.010523517735635,1
18-25,US,Black,64,C,-27.367615823197934,E,C,B,44.13760924149335,142.8775789325598,E,-20.908151949408666,C,-92.3665689363648,0
51-65,Mexico,Other,84,A,-96.40507240340717,A,A,D,-72.85806113006512,-23.838512062477342,A,-92.9183653405093,C,133.77105512640128,1
65+,Brazil,White,59,E,-102.83916821787128,A,E,B,-124.76562787654461,148.43033956193727,D,-80.0744266313891,B,-28.392890618792897,0
65+,UK,Asian,93,B,-213.7037743267033,B,B,A,53.61585588850028,-159.1776484520721,C,-107.79393785818232,C,-47.12485113608158,0
36-50,Brazil,African American,54,A,-15.61300889894976,C,A,D,-5.992449190642475,-56.563546034204805,D,-32.569765390599265,E,-25.0284302490639,1
18-25,US,African American,24,E,-44.494769943312775,B,A,D,32.917496037017955,108.58735834248621,E,-93.93346723171304,C,-97.82570043611317,0
51-65,China,Other,88,B,6.802538318910996,A,E,C,-143.93674104286524,-29.947545652987483,D,65.4530384795972,D,24.090659665516593,0
18-25,Mexico,Other,23,E,166.25548886409896,B,D,A,46.34525258759776,85.47841368793797,D,87.43418384269705,B,-107.68698952202702,1
36-50,Germany,Asian,48,B,-106.49555884027191,E,E,B,-48.62924666658539,-46.7256993749707,D,79.31675542441212,E,112.85283499368491,1
36-50,UK,Black,56,B,116.82016950864751,B,B,A,-77.71682138328934,-82.30801176716122,B,-172.174000491211,C,-266.2848211713213,1
26-35,China,Asian,68,E,49.674107665064376,E,A,B,-1.1446979356591007,9.821185104371347,B,-29.86141702126718,B,-69.92568147944492,0
65+,Germany,Hispanic,76,A,-36.47320229019021,D,B,D,19.62552781592292,26.269215982184445,A,101.1278226265067,C,155.09247001636894,0
51-65,Brazil,Hispanic,65,A,67.03601268721783,B,B,C,-109.53197475996437,4.8455836167728155,A,-120.52879663220016,C,0.004089615104309254,1
18-25,Brazil,Hispanic,64,C,-13.308191648905643,A,A,B,84.35158774696242,52.791299797274704,D,-233.58709076555863,B,29.478808056490962,0
65+,Brazil,Asian,73,C,-129.5449186304997,E,D,C,164.03479387388575,23.142556223486697,B,28.665664698119453,C,-33.31801901528124,0
26-35,India,Other,53,A,139.74305402032013,A,D,D,-52.29627429933029,-1.4500530805501284,C,75.01487990603837,D,60.382368898148556,0
51-65,China,Asian,32,E,104.37066333699387,E,C,D,-32.0053548776639,15.602074259261878,A,-102.45899764198153,C,9.775413219363767,1
51-65,Other,Other,24,D,-107.09053205133759,A,C,D,57.17528152181737,1.7823336296097243,D,-6.977685121282002,C,-31.249089279673488,0
36-50,Brazil,Black,79,E,-22.006435127629885,A,B,D,104.98896362548903,21.419983118866913,D,-141.4529839021238,D,23.299099852144035,0
65+,Germany,Other,65,A,142.61546155573146,B,D,A,-48.93765798500455,76.97611282424074,B,-95.52404134798576,E,-4.508620772708348,0
18-25,US,Hispanic,87,D,67.93137804294904,A,B,B,6.169711010767679,-234.96380421857572,A,43.03127766922841,A,-186.52612131896632,0
36-50,Germany,African American,81,A,-98.98948663087317,A,A,D,-66.5734697510142,-74.08263513012757,C,-188.27539060933552,B,164.96351432539078,1
26-35,UK,Other,79,B,-27.314651333549318,D,C,D,-155.7715749499953,-4.246625944127491,E,89.86706233945561,C,87.63258293216629,0
26-35,China,Asian,98,A,96.76063291905082,D,B,A,-124.44375335339808,61.334338924715894,C,-52.5759088530366,B,225.30381031070283,0
65+,China,Other,85,A,145.728213049057,A,A,E,45.09344411972198,34.88819516127777,E,45.99613872731255,A,-91.01668653503211,0
65+,India,African American,80,D,174.32979496339684,B,A,A,157.66442504999353,-1.306828665279205,B,42.93299885142838,E,-162.600906166735,1
65+,Mexico,Black,85,A,-38.6122619989843,A,C,D,23.295544870089056,-77.53442158958471,C,92.41380126566825,D,35.38519486210631,0
26-35,Other,Black,36,C,-112.7735298614071,C,C,B,99.41964883504633,152.54083845112433,D,56.490035115462675,D,120.3776336635458,0
26-35,India,Hispanic,94,B,-256.0644665680738,D,A,D,-57.64801267132555,-117.62033532757621,C,-35.09940708121157,D,-81.56957006099594,0
18-25,Germany,White,45,E,116.86165165802562,E,D,E,-37.651376895845516,38.08072514985377,E,27.458041290649394,C,169.1295194027599,0
26-35,Mexico,African American,83,A,105.27603983695613,B,E,D,111.53779527562561,83.8788202932718,A,213.4604935784401,C,95.71538417272374,1
65+,India,Asian,78,E,127.82005041058287,B,A,A,162.77285488149016,58.208961116205096,C,30.65639746547471,B,-22.50972261213767,1
26-35,Germany,White,22,B,69.67050916469148,C,E,E,-214.37748645615446,70.81621809357881,A,-37.36309760373875,B,218.58860147787155,0
51-65,US,Other,87,B,-64.50307975906341,E,C,B,29.05251740893633,33.61469180001179,A,182.41351538129936,E,-247.4110801890957,1
26-35,Germany,Asian,27,E,255.38648638116524,A,A,D,213.614381009925,156.7063923097673,E,-126.21704409190457,A,26.188612700897522,1
26-35,US,Other,77,E,-35.50889325591585,D,B,C,74.57976523973007,17.66811073100139,E,-95.76341858759636,E,-7.350541501271845,1
36-50,China,Other,91,A,26.129160623745644,A,A,A,108.4057078450484,174.5924633026021,D,-56.87379491875222,D,-2.1907869525565946,1
51-65,US,Black,93,E,-158.165825253589,D,A,A,112.84430104997472,178.06098725797972,E,-68.94378612383815,C,-9.82648709837639,1
26-35,Brazil,Hispanic,31,D,-79.99623927713044,C,D,D,-98.54537112081265,-31.55809665996977,B,-69.40655806051032,C,58.055523486338835,1
26-35,Brazil,Hispanic,73,B,1.430177162358479,C,B,E,136.45004619504948,27.749389835547035,C,-26.311991733052835,A,28.08743089869819,0
65+,India,Asian,76,A,-207.4151232560567,D,C,A,103.26674877041218,-116.01999623999382,D,82.11213735279024,A,56.9552595655899,0
51-65,Other,Hispanic,61,D,149.74881505245997,D,D,C,88.52422537214177,39.18389553538735,A,-249.22927106458778,D,168.75837572868505,0
18-25,India,Asian,51,B,-19.48565862139908,D,A,D,32.40380516974373,-11.981848434565553,E,-52.33975287865428,C,108.63451114689424,0
18-25,US,Hispanic,67,C,-228.5063865739691,E,D,E,-35.142656709630025,-204.3321939008694,B,0.5010050622997223,B,35.655087144799786,1
65+,Other,African American,93,C,65.5584895295081,E,C,C,-113.09629925336004,-113.8813967038982,D,191.0419523146571,C,-6.99798769187297,0
65+,Germany,White,66,A,29.06548458187362,A,B,D,93.4961997048033,-97.2056072109851,E,185.63023687140478,D,-63.88985670744333,1
51-65,UK,Hispanic,41,B,-27.33460849095174,A,C,C,-67.47029576067922,17.447937371318222,B,-28.858080425266756,A,-121.3321051572474,1
51-65,Mexico,Asian,36,D,-28.35298798523409,C,C,B,-60.43773435190373,-31.122827468925234,C,-11.220004510789908,A,-32.09262994297926,0
26-35,India,African American,96,B,-59.6461588682573,B,E,B,12.802116151216605,-0.5958699795060504,D,-127.24494457109677,B,20.967091650149897,0
26-35,Mexico,Hispanic,76,B,75.84446054359697,B,C,B,186.6713077245711,132.72868892662825,E,-104.40152494322447,A,-116.34612851524875,0
51-65,Mexico,Other,23,C,-163.30071482899885,B,A,E,101.25172176280695,-63.50019837101709,E,-39.929249567819575,D,-31.907731954722816,1
51-65,UK,African American,84,E,41.504460074934855,D,D,C,-71.36113898447769,-60.724952259180675,D,-117.0243380919938,D,-33.77399322689558,1
65+,UK,African American,23,A,155.10465403547656,B,D,C,-121.61286479989677,-34.716490447488404,E,-192.65527726659639,C,186.82636496106926,1
36-50,Other,Hispanic,71,A,-138.21014756202118,D,D,C,-172.9567610891583,146.14056838243556,C,-53.48210224006748,E,-134.92364243869542,1
26-35,Germany,Black,55,B,-67.8166317241665,E,E,D,-9.960165540775664,100.41909740365375,A,-6.927254271643032,A,151.41313275321065,1
18-25,US,African American,98,B,66.88137534193265,D,A,A,-72.11905830947744,-166.8517143431149,E,-56.44097299586384,E,-20.80974134938119,0
65+,India,Hispanic,51,E,-39.044609976925045,E,B,B,-21.91277267322897,-1.2097440469413077,D,-32.821830753974744,E,-174.0079484296629,0
18-25,China,White,54,C,-223.80832691959148,C,B,C,-2.954384487377709,11.419274154650653,D,-310.72870342004364,B,-23.967151348799586,0
36-50,Other,Hispanic,98,C,22.31872936278032,A,D,E,-73.10740443337494,-114.60791972897104,E,-128.7368400890163,D,-47.13705387647992,0
65+,Other,African American,39,A,222.44561066914937,D,A,A,21.109291951545387,112.2038782235666,A,-14.719799830181548,E,19.4821617312737,1
36-50,Mexico,Hispanic,60,D,-193.86945391391308,B,E,C,196.35896794789204,11.461096699142352,D,296.19125924653787,E,-53.908535183782845,1
36-50,Other,Black,47,C,-193.91937041499082,D,E,D,10.485218215875182,-56.214160548915146,A,164.88149890767275,D,-9.699162776161335,0
18-25,Other,Other,78,B,69.49733373689907,D,B,C,56.962274732690666,11.924849065823166,C,-11.34916054487787,B,46.616120037131964,1
65+,India,Asian,19,E,-68.6500710223192,C,A,C,-47.024049929867324,-20.720657134367713,A,239.25370704199196,D,120.36676254519342,1
65+,UK,African American,58,C,-108.74063414336473,B,E,B,18.53185288694901,-138.71586877970955,E,37.785105059968764,B,-81.58920321715993,0
26-35,India,Asian,71,D,142.25454812849853,B,A,B,-11.372604089150103,132.51800464939498,E,185.55509248172623,D,96.25211653113108,1
36-50,US,Other,58,C,-31.832692415487116,C,C,E,-15.381176705405542,48.03320902101408,B,169.05627768035595,A,-6.84441384570067,1
65+,UK,Hispanic,77,B,145.6423199402857,B,A,D,-78.15745673296757,-7.046942753288257,E,101.4776784660354,C,-116.32280622781303,0
