age_range,military,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
18-25,Veteran,208.58156240976112,216.62925455341542,172.02604727692759,82.97604168167555,-34.921718063753055,A,B,53.851984181290426,0.6544595005482828,E,-4.843806405955048,207.67385554790673,-11.916254593461229,-138.1139459228082,-40.18682498908034,18.65135478092477,B,B,69.1259403479109,1
26-35,Non-Veteran,174.03796020542154,-8.680388913839773,-0.5362319798132534,131.92879705931483,125.22695893168813,A,A,7.198481726145331,62.43637754377187,E,9.369261745190155,35.06903070736471,145.21401500327212,-137.24504228758178,86.06512563586496,54.970238781756485,E,B,-47.52653147856745,1
36-50,No,-10.61815078080893,52.81356725254673,127.73263510746176,205.29190393218485,155.57701234184023,D,A,46.19246884572732,-12.946878326818693,A,83.96889740395936,-233.62846412164848,-80.88276232450143,-21.34257794532365,29.32552214775852,-86.71960580332009,A,A,108.6857908749541,1
18-25,Veteran,55.187275773586975,56.987694108566075,-164.24546053049465,98.78746487205203,-50.751771195649866,B,A,114.4375735731741,81.90766772968338,A,0.6217283541547425,72.58843235657557,92.97893455675262,-143.4002005093218,44.17922461604328,-100.71271586304947,D,B,-11.707412202219379,0
36-50,Veteran,76.55537529342317,-53.81089830762463,181.24674260137655,3.560125241882867,-176.80349918506536,D,E,58.0267805926823,60.318550005195995,C,141.22833616153488,-143.62405651208786,-56.240296102350044,80.7543014415904,-29.169523029942457,-61.66928624414901,C,C,-82.87052754180925,1
51-65,No,189.2147437391759,67.59587175911348,98.82624642564988,-54.54052404500904,-60.75774423351753,B,B,41.93354394572371,-79.64539571038472,C,6.565339574940783,-101.9075490457882,-47.413823484394484,66.61688467164736,43.961414548018524,-100.59099240992208,A,D,-11.518518902451532,0
36-50,Yes,-18.096978040626873,71.01130833614016,-219.49935540890309,27.569155127334522,-93.5466226560301,B,B,-22.120963873484975,0.6871013310620194,A,91.49256627035409,-41.23316518430367,-87.70478406278578,56.05677973405473,-16.678901467820108,50.95232118373687,E,A,112.00148242355257,1
26-35,No,-161.05296910558053,11.769964079256974,2.337029670568814,40.724159542099414,-177.77271046156565,D,C,-54.845536333078726,-9.563454500225422,C,-29.222985703923616,-120.53543196710719,107.021776177239,162.10623122126876,-40.102395401384044,-42.211842684852485,D,A,2.8185421093413723,1
26-35,Non-Veteran,56.96649794001923,62.10341876393751,-44.32304294106188,72.62691994523122,-190.3821126704945,C,C,-147.39182292418934,24.67229069877805,A,-103.56678683817199,8.818423335285447,-38.242791772677776,-24.96526951537427,-25.93052687469486,-27.38533932947456,E,C,15.199435534590988,0
26-35,Non-Veteran,-71.14789184811639,13.16584002021292,105.41740786938519,-110.89481085918626,123.74001163341906,A,E,160.19329526051695,-165.47004941743577,B,204.44270558897227,4.977871414031703,-88.15715586700328,3.9903934917205923,200.44073193185855,-5.705976957793379,A,B,-80.48593508624843,1
36-50,Veteran,-74.96296104669649,-13.498283148183793,107.97093493071954,61.619591882111024,193.9099467684775,A,B,110.6638831612204,4.085874401017787,A,14.302102888618592,-118.83188351795889,-136.81831701174195,-35.6630803656249,-45.199431428110756,190.17348230781906,E,C,93.95567866557673,0
26-35,Non-Veteran,-10.35788057228562,-138.12489894566255,-115.42740407701928,-136.69135636625066,30.830092565395905,C,E,136.3783181405941,63.280656524154,C,-77.65457985512805,-37.28686741994481,148.1133181615951,74.07084549729933,6.431884022923456,216.96948306409985,D,D,26.81683074889402,0
18-25,Veteran,-49.23626700403067,48.871833837925145,-150.87306043282862,92.29160693817782,-12.056418345396414,A,A,-110.69696439288546,198.87181056784976,B,-90.54553796200766,-110.96573002628813,57.1060898018781,135.91506097042497,-103.44364119685461,65.36106651038058,B,B,-71.86979355520043,0
36-50,No,-79.92548292510922,118.90764766048831,-95.39982778336196,125.94390148129153,229.947590030956,E,C,-139.71006728615205,78.35912066086158,C,70.6159464676931,12.535768931851646,22.33262662886397,-126.7249753392043,204.65311749992603,-58.42833958532408,C,D,153.86848177490143,0
26-35,Veteran,-59.200236086361855,113.48845982840874,93.00854435625995,-2.6824268653363577,137.76136004785593,E,D,87.89367871763802,22.906402539108385,D,-80.61519034158653,195.86627903094384,78.49645943371029,37.303508062831284,78.23937340147003,201.16586800546892,A,E,-49.90150244161533,1
26-35,Veteran,-159.89564375883955,-111.46047673339201,59.79175878597815,125.8837784536244,78.13657771382151,D,E,60.006234632794154,-121.4396650536709,B,62.23287539697504,-162.92550750880838,-207.755702702033,185.12080750717095,9.814607281205042,-57.29336364944181,B,D,-254.56342257798661,1
26-35,No,166.69676736767042,-169.77247524169604,32.47415323376702,103.93781908258559,-8.305288982480235,A,C,18.329163813433432,90.481273862448,D,-79.17621683972229,-100.63144412736442,267.5301305586793,166.61479130218706,-55.731446190998405,-25.607630536265408,E,D,202.21206844257404,0
18-25,Yes,-75.48045656948358,-4.545701469774994,99.54178540594857,-2.128042231407323,29.872712213664965,D,C,-51.256865065962174,95.61343078575803,A,-94.80589594978733,-149.99398356853362,60.380556219542115,76.53143169757261,70.04506837464352,76.90848863960417,E,D,39.770312538156034,0
26-35,No,46.293626828630316,-147.3515474655404,-12.852688382847555,56.13250707917478,-115.40404765400498,A,C,-80.33099757639728,-60.658794864667485,D,23.537571772990066,63.7640529431165,-128.21928299476372,40.357359803016365,-13.683836048383306,37.803111682820365,B,D,-70.63637836122805,0
65+,Veteran,76.66897249696993,24.431569081919736,-68.87645766602245,-145.59939027486763,145.608946249003,A,B,-127.56945098758294,-87.81771523995889,A,-64.06148493046852,123.1247892474719,-58.784669842517886,-79.44599020199499,13.925409025093549,47.95417205861604,D,B,-4.1903482394446465,0
36-50,No,-6.8773737857632025,69.2480932768901,-66.14539904908209,-95.17220791431697,79.94413796489007,B,B,55.692215176498415,-96.38999004366447,E,89.76439672582451,-79.70393222117522,-47.105087041132215,57.56964110546162,91.04280565875642,53.362518089087715,C,B,-122.99715681635635,0
36-50,Yes,-144.861284541786,-169.13610402450385,73.56397916127139,-44.77579726881712,53.68810314852518,A,E,106.40263342567783,24.49108475583528,E,42.24701994015524,-47.28876893118723,95.68699420897232,-74.75423127934418,0.1373005180420193,78.10415749285298,C,E,131.41192438307442,1
36-50,Yes,90.78908848135129,-47.79983771224878,-1.9623480455178501,143.96444985148065,-107.62383191896122,E,A,-63.50651002380824,-73.51482793656987,C,87.86251291281066,59.501065532287456,-3.6646518672610426,-32.470447237533634,7.828235503231635,28.283276457311217,B,D,-38.90177722528459,0
18-25,Non-Veteran,-53.975237337019465,74.66282802126956,-34.06704942130824,4.599257619392686,32.17130295545051,D,A,114.84407703587027,-101.6775609634505,B,-53.98928878400305,-66.04078690406745,50.360205758587625,-25.1613725458896,-134.95710041903635,-25.955111563643356,E,A,-85.42843541329323,0
26-35,Veteran,178.88583686137912,327.3565106580883,63.18256324570235,25.271626793053887,-63.79098967447562,E,C,226.95431899492144,122.19777174955611,B,-125.61563328717742,-123.76444761203112,-70.51430773057653,-50.54635687098933,58.291922631010664,-6.892129982777617,D,D,-74.86945598418104,0
36-50,Non-Veteran,-187.2488130634275,-14.81479983581594,-78.90746352148737,-70.60986616338396,4.890019234981262,C,B,-44.823056831406625,-50.085499673000776,C,-81.81314273438001,-225.26591932785726,-26.494448673695242,63.514891030930855,-20.21994132529182,2.7558947646273837,E,D,-92.2798521936776,1
26-35,Yes,123.75909911262224,22.476097421514023,-159.7183454676245,-37.7456024019954,-100.70310140141858,B,A,25.370870072811545,71.77416548820847,B,-77.72038902973486,197.79230788649414,-56.72400694442835,177.56257641076195,-179.74275361085975,-101.4125159128754,B,C,35.659727282999214,0
18-25,Veteran,-102.9231213156848,14.948746643843155,150.77309419479707,-3.4618711556588058,-131.53472876578678,D,D,151.04603346406108,-7.216559849813449,E,279.25883196282973,-100.6650730494601,1.4892260460661073,26.225462951946533,-54.41584838399105,-30.371639659279815,E,B,-87.73683076518685,0
18-25,No,3.573065713531588,4.964366343669205,-129.87114872003252,-8.253057459393611,-107.953645584807,B,E,-29.554027888110813,45.42379059963793,E,-15.406201891966909,171.19853196866123,2.668635546917829,-121.85606222544989,111.83934110766461,-56.591186497035714,E,E,-146.66820324483479,0
18-25,Yes,125.00876450428156,-7.805121783641644,125.75332262604914,32.84647544270371,265.08376171963636,D,B,130.9150305030558,-16.532336109841626,A,149.47680430891046,-18.73540627193447,-61.4169420264617,-103.58814746327238,21.09758264150762,152.18740218050647,C,E,-57.78519000004538,0
36-50,No,-140.20342410642405,48.23757902415399,-0.7174335272249092,-31.521801939991622,-10.155511449984198,D,D,-160.7450691875619,51.83372778986124,C,-90.66625012801434,24.576320891183208,24.273624806451632,-54.83592920411977,192.23859729272476,36.9608472710755,D,D,-22.343193378605736,1
51-65,No,-111.60623472033066,-7.986258717536418,-61.972152794510606,214.05742997978524,-155.16899285736275,D,C,-87.17156051928549,109.65220385528669,C,-92.30167857276696,55.31902422696129,-37.219353291968545,20.93874774050907,-70.7715300532389,-69.23132380568529,A,C,54.413122134102075,0
36-50,Yes,254.9577883701047,21.003160885487183,43.655731393458105,-77.78832370062123,46.88283479975278,D,C,39.80949504040351,110.68668821815548,A,-126.90442850972825,-54.651389449954465,149.89164350852676,-79.29500553118297,5.024506609665831,-138.56724348587895,C,B,-82.760767295244,0
26-35,Non-Veteran,16.290633810503753,6.327301301453406,-56.89407815554374,0.505956574574434,49.61488842450352,A,D,-120.88549070274355,-208.95137407671083,C,-48.48168613729491,-124.9405097467553,25.217170675697346,-107.20780563264627,-84.52770460217027,-132.2569090795204,C,C,200.3812399412,1
18-25,Non-Veteran,-57.153334335305516,-95.17508774399613,161.74751206112853,23.359603420737223,-58.02136857464389,E,B,-14.533873016630707,144.3197306524991,B,-64.63965427529013,48.743546412061804,-68.45012497123759,20.82996021336022,-26.299079563535983,44.28744896847557,C,B,-66.00377087296641,1
65+,No,13.485049261300253,-194.53685571568164,45.26859615647218,2.0960784071919716,20.521149583845684,B,B,-140.67771502991982,44.25255592392504,E,-52.258225504146296,23.13757155497472,0.7839423611981813,-56.3031689189869,-71.43355762405477,-70.19580009697185,A,D,-9.33577237518123,1
26-35,Non-Veteran,-76.62445970655345,-3.8320579175081,-42.03383977624853,-19.22240971036451,-14.859280263726399,E,D,-48.60521331472778,128.77912679526918,D,75.19439885453635,114.54663601229701,-235.6995427254745,6.9788226901649,-33.37943323971811,-160.01740630705748,C,E,-57.0928637278915,1
65+,Veteran,-47.23843993377145,60.705885339869624,-75.85104688813566,202.36128648826016,6.839884645731484,B,D,181.65331004934936,-45.383740739477226,A,72.41459281642267,-136.82629239929878,59.62179941652922,-119.4501574867734,77.73179414229887,15.26560047762479,D,C,111.03311128904588,0
51-65,No,-150.99909551291734,109.11106980622445,-105.84284899790839,31.998606432870382,-53.26215317250208,C,E,42.467715415811305,71.44567905555996,B,28.875828834672845,-55.20285434378221,-12.427345856774258,209.06220768076565,90.62938729963447,36.61482053706309,A,A,107.07929475128672,0
18-25,Yes,1.1468046022886687,115.60473785204874,99.93319140215976,83.70331292195789,76.32462257619076,B,C,-22.66947430980927,155.65114425466794,D,-180.87345364771053,-152.7130659212479,53.50544666063697,86.98447419946783,-75.8582455911735,49.36320485663408,C,E,-222.0856314376074,1
51-65,Veteran,-110.59276508197522,76.11534393443311,-55.27625107151537,17.141825611802734,-113.86537864759046,A,B,-152.28424220113536,-91.02661316036586,E,-142.38074264271768,-33.94965778764812,72.70658865824636,-6.352641848491111,82.5173448859636,93.34761150286266,B,C,70.62365627034431,0
51-65,Yes,135.83593849088797,36.135181442174726,-94.64362443863028,-60.36771925092825,172.65957067587922,C,C,-55.45204360296303,67.14801584018969,A,-76.92241465818691,-25.376765386069998,-59.70990520676467,-41.03838829254257,66.71365780115477,-77.77291087698697,C,D,77.21419671355753,0
51-65,No,18.287932699049637,1.1535022646010535,-100.52864348669506,11.8375553253862,-10.065444925620106,C,C,46.03486815975806,53.862766516215764,C,-79.6261386341226,41.58968270132255,-59.64769830962824,-246.54756460329824,-39.14868778876041,-187.56995089514015,D,A,-30.612007945767957,1
36-50,Veteran,184.2769641983537,-158.35174242720333,133.29160612922374,-63.58023688175324,-10.32931925874993,A,A,1.4834545227003186,33.21397584624588,E,15.775166027480283,214.79438397978464,11.160836880123675,-64.38065090736885,-1.3740731641201576,-172.6689931021154,A,C,13.038213256722523,1
36-50,Non-Veteran,-76.37398389634812,-24.45341333258532,-106.18356199961467,86.70265448852892,130.2046114717631,B,D,-190.83192405720342,-244.43732008639896,A,78.48159906294572,-33.337030372193475,-36.1492062812973,46.10707250970004,99.07967090370956,13.440060553507335,A,E,27.73183110080557,0
26-35,Yes,-5.309162639801002,-30.448266981756156,-50.07099813920512,31.427879466652325,43.05633103101718,D,E,80.62451822956679,-119.52890984404942,B,42.004638742427986,-167.0232422538486,-285.0543243893239,167.48377212962458,24.841974696535374,47.27419904231736,A,D,47.79496161931124,0
36-50,Veteran,51.27755251450552,73.50186392137091,122.13866086129268,96.29298222494216,-75.03802962069089,A,E,-193.68941554916015,-90.52182940799214,D,47.445201144356844,223.0397315929644,-180.2498323125065,-116.92760393188044,55.251136169559665,26.759656666561515,C,C,53.04368561212617,0
18-25,Veteran,-149.51910926137245,-49.28673216413533,-22.198008713875115,90.89511077190951,13.322750030619696,D,C,60.94516520987603,-160.2106903191974,C,-40.60585477734895,-22.551888382508647,20.061238600688476,-31.197107580645607,-89.0243361774082,-9.612345032963491,C,E,-188.96129822234843,0
26-35,Non-Veteran,-87.04091092374478,73.85028891246434,-22.47283323608696,37.3079951010328,-89.8596602017939,A,B,159.48887234129487,-88.86518933241156,E,-102.18491570169282,17.437771073528722,-22.559672785181814,-99.43671103620156,9.201959487997994,-53.790473383565896,E,A,-78.77915369743933,1
18-25,No,-71.63530358688712,-27.083834601327155,29.88049544236982,127.20381947047818,80.70967904195032,C,C,111.77546747676952,37.60063184590649,C,-218.9055908955895,104.96691405703733,7.4978327224329675,129.6003712800085,14.871380049297523,3.129511853437443,C,D,125.53237347482164,1
65+,Yes,104.70753173188699,65.18343837147079,-9.927925165592226,66.46596476498159,26.058777672495896,A,C,-62.337786982331835,22.068053946342808,B,-93.58395630221501,19.136782150440716,27.64518295550124,-233.59176347962713,-15.224443376956343,-78.58810064939648,C,C,-109.74112637162894,0
26-35,Veteran,113.65774155483525,208.61021262460036,3.35340381372709,-103.52620442597447,96.5803320115051,B,D,22.558060242463263,16.134902143511244,C,106.41290165216046,-13.16750192236059,-42.5586045252995,74.85821982465305,-248.02754400380653,95.16841744135901,D,E,125.54794307456592,1
26-35,Yes,140.62270726904865,11.620268046662334,-2.77253417469086,-128.39470723800002,-122.1809992812423,E,D,-196.12286659470251,88.4093655051767,B,-70.49244819862885,-86.181453381654,89.21994714119667,83.85235889432322,77.53117082327877,35.18316979072322,B,B,-3.6845641691163924,1
18-25,Veteran,-117.92147412385093,-289.5432691746477,-7.374689050289188,114.02249455143807,96.62885012417684,E,D,106.87294465250102,-80.64334219506847,D,-26.145364732997173,-21.28100629170377,63.20244999015806,149.79013723085066,38.9338441934132,105.10361874215444,D,C,-28.81630683689548,0
51-65,Veteran,20.459229002660337,68.6025968201526,87.76556638905636,84.37623565898097,-5.765152161312952,C,B,-3.4726312538245985,43.27141517624972,A,91.5012271498297,-61.41519999864094,-170.68781906428603,235.03310885278714,-68.70625803105149,8.538014774769069,E,E,-36.6344317144353,0
26-35,Veteran,-24.681322220803025,-74.78037152849119,-62.472146910471835,-58.23767856669833,99.8718649894938,D,A,-148.01368945372906,-113.04452032598131,C,132.89621312377423,-141.99804022001524,-75.34152926300037,-6.284806914513605,21.880736761027617,112.91778520860359,D,B,132.88584798435224,0
18-25,Veteran,-25.589068891474533,-0.847276238771091,83.49974281522262,-45.18936012500602,-226.95830394991074,C,A,20.04193684918593,-34.38941815268438,E,82.71446675261231,24.05017679450073,-117.36772328999774,7.680657726864899,24.58445967945737,-171.54976213828505,A,B,-16.401186412492493,0
36-50,Yes,54.10578498942513,8.9835765093595,61.963640272041296,-2.5814373388855643,153.5808110032917,B,D,-47.04148910244626,100.45369225679104,D,-109.23196556700468,189.05374304234292,64.86132129054685,-165.3562250673133,-18.777269607703964,-33.52310263127253,B,E,-64.51260528942441,1
51-65,Yes,101.73180730875006,175.94798498769677,-181.49524837892992,-5.468496379976924,259.2685180179706,C,C,-162.25183404583834,-59.89570654631412,B,42.41778000551745,91.24003029975746,32.19852990224009,149.12285184257144,207.67334159125954,-14.228989528550606,A,E,20.742348061507208,1
51-65,No,-9.810710550519754,241.5388953752795,157.36640525504745,-59.11891990005854,-91.932966989907,D,E,11.17928185368112,-67.42791281296064,A,57.83346624153042,7.660306298942504,76.78807141886975,-7.533665212390177,-177.88402495427016,31.335707977757448,E,B,-19.08997492912416,1
26-35,No,55.02626027320938,-196.73220523557978,123.59793513138814,143.0925055066997,-193.54502136202413,E,B,-41.11774584436908,190.26638072919525,E,-130.84364700005688,21.97381105134535,67.72437643474525,94.22476788416968,-2.6671654622579615,-46.60974790997393,A,E,124.65355650987414,0
18-25,No,129.06737604301534,-57.693849626187756,-80.97777273246665,-16.36418791726448,38.86396708365595,B,E,190.79245985143362,97.71356192166914,B,174.3622863524037,-230.78869028152215,83.35117894393326,-2.40144379111676,-43.80351037305395,156.7014215846685,A,D,109.30513928654815,0
26-35,Veteran,145.89131004735597,-52.62721367601788,-148.50184120776643,76.17742826203656,45.813674959716565,D,D,82.91222409034496,62.61752310052495,B,-78.58450704484653,-149.51019908404442,36.810536034235334,67.61156289987595,67.38321762822315,80.71543204438599,E,B,-108.13040122285322,0
18-25,No,182.76152802070007,106.0831796240404,0.2924543218829087,-0.09400245138532415,145.0934166442482,B,B,-76.25558718916758,-142.7706391771347,B,50.20816177799704,-213.97046521539886,147.165895494131,89.30447589230197,21.759557742162425,-26.018734771137147,C,E,25.81313131987856,0
65+,No,-2.950592048540046,64.18592733882942,239.67474878841503,214.0799072855085,-4.196843973389615,E,B,-22.149160169631436,2.8814646236047974,A,-48.485339661092986,-41.499898361733464,56.50398085410876,-60.95294907907643,34.0124333398712,-34.05225268500972,C,D,90.64465467928208,0
51-65,Non-Veteran,-174.80334129307906,-91.32389420986048,200.64438251590119,-52.26468284363085,28.098192152402255,B,D,332.15139736647757,-169.34340784923964,A,38.90861982612728,35.71659312317133,-3.9506017213397477,-21.976021864292797,-20.643423714783346,-60.79610861169505,D,B,-62.02326762289236,1
36-50,No,-125.91840217135865,-148.27325679396546,-18.66390722138272,94.34838540865243,-29.361299689092167,E,B,-38.36389526783467,-47.94044154171782,E,11.597459949540553,177.52343774949856,21.16304414051543,-104.81299226517993,61.53826571444457,49.645780770485395,C,B,-5.513970799309355,0
26-35,No,17.98546727452806,19.77628814816101,59.90441499559972,-4.42375275011276,-78.10748117515274,E,D,-60.11935454188509,-107.27331909531748,D,-64.67079930479096,109.50018897998872,-93.62783126576839,5.6480923836622,-36.574545826596896,-51.08659637018141,B,A,-117.45402297112793,1
51-65,No,-68.85698483359366,-122.0459221719683,-117.00094476855622,-7.377477195532826,-89.8393940179571,C,D,63.89687618524297,-17.966645592878645,D,66.62040480691532,-22.210889534710716,-11.006052054816088,6.45527908583597,-60.75733303585088,-14.788460625986378,B,A,-71.4334223177423,1
18-25,Non-Veteran,309.604420182001,72.13646209218814,-25.745420265726683,-95.84023668660285,1.3070633914500522,D,A,36.78571753607244,131.62038002111956,C,-63.113828802887504,27.675181769781826,48.73375957249523,28.651059291189913,39.79297708455822,146.0924044174921,B,A,-11.655473273798599,0
26-35,Non-Veteran,50.35929171151281,61.18724809986479,85.91952157764742,-8.206199883606004,30.939341245953813,C,C,25.141971194763713,46.64327037001269,E,154.23269425521687,-10.711738201897205,10.3421344398507,-43.92554128905716,-35.41538117205505,102.56712715069372,D,C,-84.09821480843756,1
18-25,Veteran,14.140964082965834,-8.359066677343327,-78.35584957494032,81.81904834395525,29.536278985821745,B,A,75.91669853548613,-74.80751512500441,C,63.807630783006566,121.95920842372455,-95.57898484641667,4.472082667804348,-130.86172991609328,-2.2773152837448745,C,C,-188.69894505344712,0
18-25,Non-Veteran,30.10416123358389,126.99713269445023,89.05586176949426,-124.30926569813938,6.615822348743887,E,A,18.684051054681518,166.41174911888822,E,31.537503987765618,-67.76013708784234,9.15933907160612,102.16113537812379,-39.62445768899367,-157.24687116890567,D,E,-60.408069727000004,1
65+,Veteran,-72.68326822826732,53.70727711811376,24.70288774792968,-117.80911603139789,190.8947080756414,D,D,-20.191469546374492,-165.61633204500313,B,108.78188773368875,-101.65311710468849,19.43410424654897,-47.61133342553023,11.979534977526727,-73.67125240009229,D,B,-9.065288809178828,1
36-50,No,60.88651696300078,-198.2833241681242,241.12313805522015,32.93103733126287,46.27560536336644,D,C,-158.13919923103506,5.050476636721254,D,-71.55900846051075,28.025822612663042,76.55017370625372,-82.61597920503795,314.6872670289701,-35.163776178057546,A,E,-41.3479320763767,1
26-35,Veteran,206.4256958762193,-73.50096315060019,119.17064105614304,-31.337847146089853,-295.9067449122681,A,C,50.790636478826876,44.580258375361716,C,69.1794561803847,-88.62660756122816,-237.7950910187601,-24.244572779726237,-144.58602393834792,25.43642325541168,C,C,80.23260470554222,1
26-35,No,47.98039892002422,-5.56785717114321,14.990659539423024,-34.313441403260484,28.966094809798644,B,C,83.8971024891648,147.65932486040768,B,-13.061739143486712,-141.2723438493329,153.51921121423712,4.431869738456966,30.28757976553502,6.434371362483871,D,D,81.05768347572486,0
26-35,Yes,-83.41639312107493,21.91162727013888,146.2793772949552,-47.828783506390934,-91.62632023472011,C,A,57.617105423618284,-178.08562243120437,E,98.62308964885517,-28.064130933809533,71.96665910024794,-226.79995929372842,-71.76462491078345,10.245111197301721,A,D,64.37604099734318,1
26-35,Yes,-59.394814003638906,-5.808723980186151,19.756813906690805,78.93779378696117,-95.9370413425159,E,B,114.47128550835475,-13.791840598362173,D,82.59520643384933,57.96927900756286,-33.70828476388739,91.25434175200363,-19.020125243660516,106.4279157641597,D,D,19.946802681543083,1
18-25,Veteran,-35.13031180326617,-8.424064838104975,-6.227420551633296,34.60036890107536,-107.6181786229078,D,C,9.036622543487551,128.09794916652396,D,66.11043520695536,36.28198753453529,104.03902072945306,-77.96915421949672,-99.27814443179852,-142.91807551168705,A,E,-126.25076421799028,1
36-50,Veteran,-7.687794891104878,-274.5946306618531,243.4126246864431,-217.68483086778986,140.49017480068545,D,B,56.571722214910416,4.914043274707383,D,-164.98295583379416,10.09988410964209,137.2134552995064,-12.932706868718045,101.76296987227889,-102.54671327964628,B,E,41.9278669137385,1
65+,Veteran,-73.07155908806077,99.48265018132706,80.21702323282139,118.70799958612406,-42.35171280668002,B,A,-75.24205114159949,29.70391348148538,A,1.23488658101687,109.17054825475093,48.99203520608858,91.1173777580535,71.24702745966485,-150.83044611476748,B,A,126.15487380126629,0
51-65,Veteran,39.62115819498847,-119.00156557849661,-37.53886224240549,-12.657041781356229,-64.08779133146143,B,C,-161.6723772656575,85.73650059144853,E,-169.62662052572753,-0.397993780794064,-83.56981083224144,99.59741872986164,-82.2625201100664,82.06178438372834,D,A,4.276158233388755,0
51-65,Non-Veteran,-17.609143263383864,-19.004524541521935,-217.30964235429454,84.00489648048939,42.62151223318387,A,C,98.12293971345353,6.449540333624181,A,-53.625553493829635,-172.7437214842691,-232.2521683933487,66.98774154460628,-55.23200471013786,-23.18520752804937,A,B,-74.20514261830023,1
36-50,No,-36.414035334272945,136.10758663981392,20.80867008470011,70.36118793152882,-6.981332584772848,A,B,-82.5976227520913,69.02600322403323,D,6.869431468224676,-157.142947312478,41.376996705471505,-38.46431295139342,26.367425169998356,-178.38663373201192,D,B,82.27330615651127,1
26-35,Yes,72.33849603434274,-167.67041459500305,0.17292823443089972,83.16573992856377,-40.59855577915281,B,A,12.56851534703003,42.248949489896646,C,219.59392835712026,109.37653448088336,10.175134638204437,-54.1920791229637,-25.75194219077046,-14.157325850534347,B,D,181.71673364530417,1
51-65,Non-Veteran,-63.984105103088886,-191.06184343627223,164.0002988512307,-59.574805740345305,66.5187422489003,D,B,-141.14323292321617,-130.35420201211232,A,285.1343369297921,97.13122860722248,108.62413450690502,62.004703921411185,23.809536333418546,-64.49298038590658,E,A,-22.0026794502739,0
51-65,Non-Veteran,-11.758480878740286,42.53124244421422,-24.8284232646633,4.480161191140202,-14.528802487273621,A,E,-88.66392156545334,45.46762327838106,A,154.7412344749978,113.17692057756898,69.90577434776527,154.52960369494977,-55.413552380986665,-77.2380284492474,B,E,113.47487716329564,0
18-25,Yes,-208.35819009317584,-129.97351446996973,-64.47205368453443,-18.53746302007752,-58.43632002566304,D,D,-20.319027893411963,84.39776520340678,A,-154.08031794185214,-43.62363894372432,-25.36535130782296,-25.841884012583726,-124.12995576485737,-108.6556236911394,B,A,121.306558321788,1
18-25,Veteran,-120.70955653772275,48.081258339867986,-51.49917726070537,-63.983036939778856,62.84674618288907,B,C,-124.81947114454654,-226.66359522968764,A,-64.43048468246435,2.5803277446409556,-177.55174749620647,110.49005921647037,208.6271037453882,90.37613562140675,B,E,-79.59244265737108,1
26-35,Non-Veteran,90.24337524772095,109.53633609994344,144.0894593413046,48.01347912192897,-18.572657594857876,C,D,80.37181790079728,88.18360725872546,C,-85.8919506828522,-74.86421743837812,132.10981624037922,91.5442404594336,21.946831538508352,-100.18818388440003,D,E,123.48945632148546,1
36-50,Yes,47.652328929187895,39.954619364492046,-75.60330007571827,55.25314988255846,-25.615550006523986,A,E,-70.61231348454436,16.10005433251434,E,-37.32234535875318,104.60874924533061,-33.80722517384041,91.12751500438338,-106.31840263055487,43.313291857468535,D,B,-188.65992278129212,1
51-65,No,17.949003603228718,3.28327528753274,103.3842254805458,13.426962117466163,-53.75856732495169,D,D,-113.57930634348665,36.75259378115238,B,133.25099397690488,50.23426630006922,100.48592768099893,12.626058332555015,-64.87587893744441,194.45213212433447,D,D,57.722667335140564,1
65+,Non-Veteran,147.59622092708628,-325.31149708269066,46.51636387822553,-84.3839917384917,139.4804221755622,E,E,33.07985637395377,90.63958504304213,A,115.66411812742862,-150.32905554255095,88.77225872275832,102.40127489121971,138.03496803166306,105.01060931061099,C,C,-49.418805544987805,0
18-25,Yes,101.39971872258602,10.169135740579433,-65.21106706293054,1.1726407886390446,-19.485787471363277,D,D,-48.033090010462075,-108.59538471260043,E,-16.451529258386078,-65.5410387679759,-26.489950784921255,-60.20650981816269,8.450498383366108,84.72747643596905,A,B,-37.70884262661546,1
65+,No,-23.487798135211804,39.52759578615479,-93.76522555389914,257.43323775283125,-7.185648333683297,B,D,9.390156150365774,-78.78618017636431,D,-19.384527783177397,6.919949204139346,-27.130124477820356,4.09427328188998,-66.74646763900101,137.92430109263856,C,E,89.47399287115356,1
26-35,No,75.05135461924571,63.10509708063011,-92.9974613055983,181.2495386907599,150.37785302983394,C,C,-109.52462458828248,-56.57197346250832,E,-131.85184974338878,-104.60961303898293,35.66818839729235,-42.730260736623,93.26204471301985,16.012007745079124,D,E,-36.00932133818526,1
26-35,Veteran,52.05302680741387,137.50059809656437,139.5558577898224,-32.60508458987358,13.685592413529136,D,B,-43.097725335102865,-124.47123343763143,E,-193.25309215186252,-103.45243631236272,-20.672801818368207,140.17053181757655,-45.846988054692204,-58.475433839201386,A,C,86.40825327304402,1
26-35,Yes,-132.70124836355032,104.76804005209759,234.33489742393286,-118.084040555894,122.94475669670004,B,C,-187.01340175823012,-13.962779733978023,A,-139.31100194255782,29.120353960637885,-33.881347846564985,-91.31286320185647,5.55218204588348,-11.366407856895497,A,B,-16.37598088392118,0
