religious_affiliation,genero,nationality,married,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
None,Other,China,Divorced,-70.96807988770993,-31.869801718871315,39.145986781056905,61.85521320783231,160.33360117230754,-15.89279760004651,75.5447353100922,E,D,A,C,0
None,Male,Germany,Widowed,-94.36918299490979,54.1100432581969,-0.7785651144576472,-13.515791940208628,-144.91691874680777,-49.26036680601944,45.217763599614,C,C,E,C,1
Buddhist,Other,Other,Widowed,75.3072793849613,-82.8731363311351,51.43949317762214,-24.640178762073507,44.7339771253583,157.49790374325866,-103.66646260356698,A,C,C,E,1
None,F,India,Divorced,135.0630954633701,-42.691932222257115,-81.98737804040603,-16.881173430116736,53.081876826668974,9.532949908290831,-181.3111105092413,D,A,B,B,1
Christian,Male,US,Single,-73.2950285316024,136.67646033038528,-130.18530141596386,-82.44894846061374,-64.59581335678207,-185.78533415312125,-134.7406296829101,E,E,B,D,0
None,M,Germany,Married,84.48838526982804,-51.66915876883521,93.73800216578216,-172.3520558330578,219.02297857573006,30.860416315534252,11.78965331870013,C,D,A,E,0
Christian,Non-binary,Brazil,Divorced,56.76253755575853,57.21253662348399,-114.17631547776274,-20.977052107859087,45.58265051985535,-107.98231529204881,-78.11514405820262,A,A,B,E,1
Hindu,F,Other,Married,131.66191069619404,10.147081545302363,19.29114212259776,13.161786619116473,144.00763737946335,-99.38149251213271,39.957076742713824,A,E,D,B,0
Jewish,Female,UK,Divorced,-24.11081075428094,-137.94689314310463,-134.29328533953347,-106.0966346404298,32.52887538796604,-153.92361282092958,229.94462603064414,B,C,E,E,1
Christian,Non-binary,Mexico,Married,64.57835264262543,46.502966097002755,80.5857967532153,-14.45825012746699,-15.20489842630059,14.13440311401548,-33.641532947065286,A,D,D,D,0
Buddhist,Male,Mexico,Widowed,39.92316549478828,-69.5041796570767,147.3854823351938,25.836936381556686,124.16568282337582,-115.99031917342037,98.89338199100044,C,D,E,B,1
Jewish,Other,India,Married,196.8558929695968,-40.20383790265474,48.19491514013869,-104.24414042910628,91.31594495168913,45.37357024145858,95.39726194261262,C,B,D,D,1
Jewish,Non-binary,Germany,Widowed,-46.373036914486136,-30.84342260272785,-38.468161912159914,76.71881965713465,-43.29805258191616,-90.03539301046385,-81.55281948165377,C,A,D,E,0
Christian,Non-binary,Other,Widowed,-6.5528755130108625,-12.796065945685973,112.11063412738574,-143.4297189862799,-89.44882258594498,120.47616988566585,48.271778405302584,D,D,A,A,0
Buddhist,Female,UK,Single,-42.468753253491094,-34.684347622625346,-70.22534242917669,-28.810130028614132,-17.447815287123163,-139.7699962347239,-89.78531477703386,B,B,B,B,1
Christian,Male,Mexico,Widowed,-0.7908784492009715,-16.004335095191813,5.724534150941709,-143.97724224382878,-43.86418272840035,-191.51009668797988,100.64287764265829,B,C,D,B,1
None,F,Mexico,Married,-81.81252675603741,-136.67313666200351,-1.1983834418037422,-2.6002885177161477,88.96285443278795,82.31576591894675,117.01231424978738,E,D,A,A,0
Other,F,India,Married,10.278443543067208,-58.86820790895971,31.19968490132976,143.27468284514154,-55.41635923594488,87.68524605706004,-10.143407912705818,B,A,D,E,1
Muslim,Non-binary,India,Widowed,130.68838893556077,-65.10455163411996,-1.649829706704592,-2.359698675162521,-45.11358692341848,-3.294761660752653,-21.88885138562398,A,E,C,A,0
Muslim,Other,India,Widowed,-116.01618244679453,-149.21217977809533,20.493705410105726,-72.96107986148895,158.27095277792387,-302.7329877059938,191.59632666129093,D,D,E,B,0
Muslim,Male,India,Divorced,-202.28360435062046,45.83151091824348,149.08489218863403,101.13370902318366,-9.710338650275387,-24.21061257723196,167.59670193051352,E,D,B,E,1
Other,Non-binary,China,Divorced,60.61696070793268,-71.91705496845907,150.40877248375426,-9.182967552587696,-143.55338550398739,-60.78259698874163,-29.31967654046789,D,A,B,C,0
Buddhist,Male,India,Single,-11.886148600998471,60.27410448180218,39.027413254067895,-146.3484663597296,-70.94174050062016,-193.82535043082103,-75.84796974541383,C,D,D,C,1
Muslim,M,US,Divorced,-8.471381707952458,149.19664087668403,119.8466548428421,-147.06939323823875,242.13486010770188,-46.55007836139075,172.8094393720389,E,B,B,B,0
Muslim,Other,UK,Single,43.337377475898776,-96.99680856098945,110.91782429121375,-164.84333989551757,182.44692044778427,-177.85632819501498,-98.28109789610734,C,A,C,C,0
Muslim,Other,Germany,Widowed,26.597761713730694,92.93903482428718,14.774123533826241,80.81912672696726,-49.84218551553156,74.83594954156881,-85.87460954652467,D,C,E,A,0
None,Male,China,Divorced,-2.8747519903216374,-45.16554192028471,68.06265254946105,143.65303363613643,59.40286934333528,62.31235829435371,67.78735469330431,C,E,B,C,1
Buddhist,F,India,Widowed,-160.31262446146283,78.03973767995639,69.72181420926901,-62.391607393388206,149.80766051743277,-98.4219253708134,-113.6884976553294,C,C,B,E,0
Other,M,Germany,Single,-107.68818686168693,-145.83687474815247,-4.285119781086037,-74.61808547364718,126.54205708428779,-60.83560552048076,62.89569881750784,D,A,B,D,1
Buddhist,Female,Germany,Widowed,169.83801067366608,-81.90788925838606,-152.16106349630496,24.055435844044528,-41.52588714695645,-13.154780878599896,57.58871916665724,E,E,C,C,1
Muslim,Non-binary,Mexico,Married,-52.8479951886071,-11.08014553799827,66.62220427604292,-6.598992196767794,120.42062402333491,-96.6268191703195,155.47680135702478,C,D,A,D,1
Hindu,Female,India,Widowed,120.78932428934851,-15.309316164297709,0.5251660041032592,75.58715481684015,-12.17642487384271,70.82882190562239,9.136414067518068,B,C,B,D,0
Buddhist,Female,Mexico,Divorced,54.39246979689818,86.36710105130852,-49.31506377292967,-178.83806684460683,18.102769337388004,-50.71168270499691,-22.084519421559794,E,D,A,C,1
Hindu,Male,China,Single,66.35016634747622,119.2014599486649,-43.48019584938707,-25.45663553870659,-102.7502358384059,186.78572163171785,-33.22558574122336,E,C,A,D,0
Buddhist,Non-binary,China,Widowed,-113.4681107555126,-51.04364796429238,-80.38379587349019,-40.20884700464036,-43.642633152957174,-224.51253660824415,-81.97264450922054,C,D,E,D,0
Hindu,Male,Germany,Single,63.79903521066046,-91.69819465603263,1.362483204782482,-55.054613391516526,-187.8976902790138,-112.74044636509302,100.1372448063579,C,E,E,B,0
Jewish,Female,Brazil,Married,-37.773325964145954,73.35678596865634,-57.27988758536038,-51.73140737121091,126.6153142277907,160.2201281676328,6.9828726696609,A,C,D,D,0
Hindu,F,US,Divorced,53.0965267064566,5.185170198246665,12.931848742422405,-95.1656428018464,23.625950773412512,125.56022168004858,-145.77625023458225,A,C,C,C,1
None,Female,India,Divorced,53.218989005442666,-60.115264512881296,-56.89112440855531,-186.57978454800067,86.09158671343626,9.112950775945762,-45.71679885880274,C,E,B,E,0
Hindu,Non-binary,India,Widowed,-56.45785554060818,9.088607212735651,-9.444114586283579,-3.9330870955881734,117.67711244596559,12.664826083502925,173.75487936945856,B,A,C,B,1
Other,Non-binary,Germany,Married,126.19484664510769,-42.825669504682224,13.72166282009478,12.229751700014086,21.324912802097018,-137.96013889198906,19.25938693809912,D,E,B,B,1
Buddhist,Female,Mexico,Married,-20.404697778016683,-154.45734957168906,-64.84100125565864,0.8966698713899084,62.99349122041311,-220.91906103547706,-162.9847896872391,A,B,C,D,0
Hindu,F,China,Married,100.08835727525789,20.68460621728989,-91.63245261331579,-55.87794486812121,-44.232035690567116,-134.63503655884523,32.61667577975791,B,A,B,A,0
Christian,Female,Germany,Married,7.334481567600598,53.60441159783379,-122.10134245478635,40.396888500164785,105.14765439637806,-65.20054419910193,-103.32306976894563,A,B,A,B,1
None,F,Mexico,Single,-6.3494278117039435,122.4446950512436,-49.60161166818853,23.35307496905859,-139.42775787383408,26.771049887225278,60.31044068767848,C,A,E,D,1
Muslim,Male,UK,Divorced,93.35395501609554,171.68038284871062,-21.68455165582094,-136.61339734681547,25.955876184957756,66.17727844500305,52.77306077653907,E,E,E,C,0
None,Non-binary,Brazil,Divorced,-88.22230224571051,-116.05731533024495,19.136803171411294,156.08017815037456,-51.681420760754,100.04488546743002,-126.9174948520671,B,B,D,E,1
Muslim,M,Germany,Single,124.22214420571858,71.52029188523713,33.64434827130528,-121.28080328550861,68.99294392005851,40.16936527926405,-93.56942858680412,E,C,B,B,1
Christian,Female,Mexico,Divorced,0.6545794731324526,204.1034471677265,44.849149256024916,76.56832974582353,-11.492178377071284,-127.31881530459314,26.21363955515892,D,A,B,B,1
None,Other,India,Widowed,113.79597423360389,38.52158405415752,-151.66682556771744,147.06752102468684,-249.16403740597116,8.540382858093789,7.751175622719046,D,E,B,A,1
Christian,M,China,Married,-208.09317319274308,-195.4360344446118,32.13742993883895,126.66705282071243,35.28469949157934,216.96782845467007,-99.46037948200855,A,D,C,C,0
Other,Other,Other,Married,-76.17729870961763,-182.53296054075346,131.6958173484672,47.71961798835774,-101.72828409061995,-124.9953324562947,-27.27911730946706,B,A,B,B,0
Other,M,US,Married,52.06021419162576,163.57984012554348,-232.86090922278296,-71.01053944793941,12.797582681734236,-142.8738970995758,-75.28804503145335,B,A,A,D,1
Jewish,Female,Other,Widowed,3.4847868278028447,-29.441276421775065,-71.33569035070582,124.29678822356377,-60.9154773915032,4.207735216205692,-13.402658897436254,C,B,E,E,1
Christian,Female,India,Married,-166.59207958020446,142.47005488308213,-103.4672896883889,-70.77846749012116,126.51569897609241,78.90207660420279,-68.5286121862848,E,B,D,E,1
Buddhist,Non-binary,UK,Married,93.4356449685645,-75.2943568469496,-100.937569603249,-37.999503292930434,22.898124088015052,9.090739742968987,-15.66007983546505,E,C,D,A,1
Buddhist,Male,Other,Divorced,61.52899535350402,7.897252951857446,72.5127563752169,-60.708111135140186,-23.761920790211562,125.19316343743671,-97.9815065739159,A,E,E,C,1
Christian,Female,India,Divorced,-100.38775323713583,89.29594763900369,-80.7194236660412,-61.05939928646112,-61.51910898191326,-99.89615121669472,-65.49916270481884,A,E,B,E,1
Christian,Male,US,Single,169.58316856676555,118.54401258313328,-74.30549092898333,-0.3142094822247303,192.52520297647058,-56.06906734724676,-101.36404016137388,A,D,D,E,0
None,Female,Mexico,Single,23.669509179923416,101.14935983807489,1.213988670698149,-86.07219249139312,6.709119365302889,-191.67427169904357,90.01952424518632,E,E,E,E,0
Jewish,Non-binary,Mexico,Married,34.63527640936965,29.228481982053665,-8.566769006890901,41.577979112826924,-10.629039200921257,84.58334279423151,233.85362089925263,B,B,A,E,1
Jewish,Male,Other,Single,53.52660733008231,72.28067636898868,-7.819605290335863,20.8337840144668,100.21455703617066,77.88010673921848,-25.40630246633079,B,D,B,C,1
Muslim,Non-binary,India,Widowed,-155.5930482818588,146.47200297105462,34.47870866374877,-180.24276925210933,212.98226392397947,0.3679656365076145,56.15599060815287,D,A,A,C,0
Muslim,Other,Mexico,Divorced,163.9413893253327,53.42224060611361,-58.79757673525442,-24.851117293082307,-68.32289964768393,24.34679717217271,49.07416451706913,D,B,A,C,1
Jewish,M,US,Widowed,-22.450411691411457,-38.264124964231264,-147.36071411463,-41.936177201294015,146.8594343330382,65.98709647889301,-27.781578159420672,E,E,B,A,1
Hindu,F,Germany,Married,-18.4634556559664,-96.87969695032199,109.9400185366092,96.44033399343397,-66.28544602301179,46.015447137522834,-33.78401144409293,D,B,E,C,0
Hindu,Other,UK,Widowed,-67.38664705799165,-74.26159033786385,135.93018539207867,-37.095237496834024,-11.311851061238055,20.838022770638627,-31.015766407261996,C,E,D,E,0
Jewish,Male,Mexico,Widowed,-45.25446416797998,204.27812145658328,4.949447500007176,3.645322755329091,-51.55205099215864,63.45042987431899,12.838790479600515,A,E,A,B,1
Hindu,Female,Brazil,Divorced,-168.1985344130387,-61.05758257112717,17.88899403458349,81.29335155372422,44.84470232522998,-21.607123011811,-67.76006176228083,E,D,E,A,0
None,F,India,Married,10.771101832620447,7.205288641013957,-94.50350972244334,-106.45442026491376,-166.2742202879854,-253.163672415909,62.6750727099868,B,C,A,D,1
Hindu,Female,UK,Divorced,-103.65323492535987,-110.31456347936144,16.897676615963377,-263.2729196221149,20.105273121003,-121.65734042346531,194.08589038173935,B,E,C,C,0
Muslim,Female,Germany,Divorced,-93.9339518822053,-114.86167532261165,-18.56187112788905,20.302096536389165,78.50728626546073,19.24299395709278,59.90216683829925,C,E,E,E,0
Other,Male,Germany,Divorced,-77.51317454726534,-54.71335111815351,36.240502444254105,55.76382206140013,-16.68915872858142,-149.8709525825173,-49.27463575645398,E,E,A,B,0
Hindu,Male,Other,Single,68.48946886654541,35.72856649350658,118.91174748429782,-1.386115466120374,-5.603349168978207,-63.85248421517837,12.773647818853942,E,B,E,B,1
Other,Other,Brazil,Single,137.72376732516804,-42.67091027587055,-77.63818337373017,42.77001109263844,-42.53457804370318,-92.48159359196745,17.05336061493423,B,D,D,E,1
Muslim,M,Mexico,Married,-162.09508708241057,88.83751335196006,15.899205193755437,17.887589540865992,34.491888130263746,-30.9445021456304,107.25476975146397,E,D,B,B,1
Buddhist,Other,Mexico,Widowed,-102.77353673306442,-84.78744675592988,-56.76540345814218,78.18611079489501,169.4318902546466,-62.372339517406,151.2841845950523,C,A,E,D,0
Jewish,Other,UK,Divorced,82.67091075209345,-66.32438500588773,155.0137857355845,52.890160186857614,90.38076512071868,189.28720583834976,-141.62934834726053,A,E,B,A,1
None,F,Brazil,Single,58.502527245516255,-116.33224494761056,-10.83986934921398,-5.809173509273331,-72.43741052271305,-2.496833039374729,-181.35104665859484,A,A,B,E,0
Muslim,F,India,Married,75.44838959670129,-54.319822244797535,-112.7552927529528,153.27806489904862,48.931220047895735,-19.525273897933747,-113.18177199265955,D,E,B,A,1
Other,Other,US,Single,162.12112902416703,-123.99087141614208,-52.07412781719057,-93.61876106160172,40.87631948346602,-174.8678885730553,52.819916791435695,A,E,C,B,0
Buddhist,Male,Brazil,Single,-67.56626012252565,-104.2809206455373,178.87559892982458,-166.9146038981866,-113.71292319903993,39.47679314161974,-29.616652501239837,D,D,D,E,0
Hindu,Non-binary,Germany,Married,78.40248233802325,-12.721453154532137,38.85555231801446,117.91795347948755,-59.09316503946277,-103.69920739256409,-32.01567661875009,D,B,C,C,0
None,M,Other,Married,-25.736365859099937,152.08585008442626,143.0516417942184,-74.55651817530298,7.245417897095634,46.410454158274646,-52.66523636416808,A,E,A,A,0
Buddhist,Non-binary,US,Widowed,57.204726337717524,14.222792296604114,121.56765247042252,101.56162278160454,93.36111390888942,-87.176571191982,-85.69355344827736,A,B,E,D,1
None,F,China,Single,40.821063423192015,90.37371148603017,100.3889485398461,-46.0854602139446,63.92522077949214,-113.0302474817982,26.93132855427448,D,A,D,D,1
Jewish,M,India,Widowed,-43.58606984756188,-44.568595658867615,-28.090522646769156,-27.606940788145735,-121.17976267637769,53.171291678921364,8.714228512397279,A,E,D,A,1
Buddhist,Male,India,Married,155.15743579808753,81.89158192547694,81.639265840559,4.850643198118638,-58.18611913662802,2.351326759731688,-64.5464313142315,A,C,B,E,1
Other,M,UK,Married,-64.70294693008944,-39.30692731712206,16.167073945567026,47.916002976772006,11.139498497248946,105.61432747375639,-76.46710614514302,B,B,C,D,0
Buddhist,Female,India,Single,-102.52552964872146,-61.44466352665191,14.582224240622201,-79.97217323557588,73.74193745677623,168.6504485944778,59.19373858031628,A,A,C,B,0
Muslim,Non-binary,Other,Widowed,107.67514956819075,-83.43100883961671,-13.440734909289365,-138.5359979350395,130.57861264784933,-181.5735026770943,3.363930509345038,A,B,C,D,1
Muslim,Non-binary,UK,Married,7.586021286149144,163.9384310193346,-34.76574709435453,207.55278941399325,93.78485242576515,85.5670686572952,177.8812871006055,D,B,D,B,0
Buddhist,F,China,Widowed,176.05956746441424,-36.09543271470602,-55.77195313646748,-214.40926475668536,-46.545084149857104,-25.933261501031257,38.54463604964323,C,D,A,D,0
Hindu,Other,Other,Widowed,-30.74716928920912,17.45670558147466,-12.260037502381339,29.9871161227664,30.972011513961533,-28.452663836581454,67.0009128073135,C,D,A,E,1
None,Non-binary,Brazil,Married,-124.01119995682153,132.53903907504375,70.73496092907446,77.44935513220486,-143.1548111046619,-2.65087489962628,-20.065592568617564,D,A,B,D,1
Christian,F,Germany,Married,-84.63816721256653,-41.90152982457521,-166.85018497171419,13.881365738308805,-29.005640939580346,44.37106207189629,129.86490596806036,B,E,D,B,0
Muslim,Other,Other,Divorced,-83.70534389191594,154.24898044953486,15.445131660421588,63.20738457510664,-166.88432777104512,35.37021333379805,-108.98131475515724,D,C,A,E,0
Buddhist,Non-binary,Other,Divorced,-48.5426965116726,-128.1893846305166,-129.59047997958706,40.940554173761626,79.45170423699356,-42.498794967360055,-36.25576214697834,C,A,E,D,1
Christian,Male,India,Married,-28.962789721096254,-63.85519333145591,-260.51005899264203,-50.54916044929046,32.39792312801539,-50.45600567558537,-28.627581523973827,A,A,E,B,1
Muslim,M,US,Divorced,13.678784074791642,-55.64760588964134,-14.076213476857907,47.93862013773305,-52.40827543638677,-178.63296718511643,151.2466040256704,B,C,B,D,1
Jewish,F,UK,Married,107.8075421263662,6.9897445312562505,-82.01767863723065,-61.827458913299246,24.491676494990138,95.75092512379942,-176.36710452798704,B,C,C,C,0
Other,Male,China,Married,151.561578531525,-44.282451124694525,-131.691825958067,246.88912156640157,22.149067237127102,-89.06840596357638,185.53808881573443,A,E,B,D,0
Buddhist,Other,Germany,Married,190.61235828231952,-119.9723756858726,-196.90095966286577,-7.040940897254504,-88.8341583402592,-14.126316608009795,-135.59899814892734,C,E,D,D,1
None,F,China,Single,13.74250272231955,98.90701517733419,-8.980289003462914,-26.86856922937429,-24.929199534193028,-172.91463788462536,15.764283918078537,D,D,C,A,1
None,F,China,Widowed,-83.5493753378042,-11.754819043200133,212.21492187438983,123.00571191643155,40.031087082215095,-28.888129527905193,-56.88404633885664,D,E,D,B,0
None,Female,Brazil,Married,33.599861101964265,97.97412091732629,8.763503032322006,-61.06608067515484,80.59497089906802,29.522396631589103,54.541019823014246,D,E,D,D,1
Other,F,Mexico,Married,-167.0149050684987,153.7345886338861,60.31081028390288,-126.9522538143078,7.3161491821080045,-23.830690478200133,105.18967436694999,B,C,C,E,1
Hindu,F,China,Married,-68.2330705768794,-36.52195251167173,-66.30745138874754,28.22135527455959,26.4841782329863,-120.21533197992089,-15.073471639290293,A,B,D,A,1
Hindu,Non-binary,UK,Divorced,46.04435993958642,189.21921704064226,-12.62881213817928,131.2076387145809,-158.66698261094461,-84.69353028138266,-41.851222183486584,D,E,E,E,1
Buddhist,Non-binary,Germany,Married,45.344724006388496,97.9446115791561,-36.388910145479706,15.814994022142304,40.11476169042959,52.22445824618867,43.761289060658186,D,B,C,A,0
Christian,Non-binary,China,Divorced,133.20250843131504,-161.08198791691723,-83.34390494427511,-139.46244382552575,-55.221057117943296,-62.61375009323533,199.58662909596495,A,D,B,B,0
Jewish,F,China,Married,-125.8669581230149,76.28022760388595,65.09595381386958,17.999387668125816,-59.59190075880208,62.19479149741435,-203.50935581163407,C,C,E,A,0
None,Male,UK,Single,-101.71111144239586,-63.63379006298978,134.8591066149049,-203.33611370151573,-14.750908425640965,-56.952836923985714,115.6798905374039,A,A,D,B,1
Jewish,Male,Germany,Single,71.66753643685114,307.37463439322806,91.25193086572274,38.89427174586533,99.41606276553254,-5.8573662723677655,100.05744651245747,C,A,E,A,1
Hindu,Female,Germany,Married,-47.373242802529354,221.62762512611155,-42.681595829339294,142.71942293500663,-41.36755580456523,-80.32589353130956,113.11807296625878,A,B,B,C,1
Muslim,Male,Other,Single,47.293727706519505,-135.35393626296846,99.41269386540755,-25.81085950968569,-128.57577046321845,-47.38573089011736,42.85045897741154,B,A,E,E,0
Hindu,F,Mexico,Divorced,244.84311419180727,-76.21051297058358,62.401677046094385,-91.27612297043167,-28.258203315579124,31.952599509769463,-77.40126516992433,D,B,A,A,1
Other,Other,Germany,Widowed,2.9213277390462085,-45.148256859041155,23.32535071026654,-2.032589169821744,32.3989897047474,-92.17753522531252,-148.25776023339884,C,C,A,D,1
Muslim,Male,UK,Divorced,-37.66629754143171,-117.03047050085999,50.162895377322634,79.90781813725633,-10.455221619974848,-11.029699981482048,-96.37605208052264,D,C,B,D,0
Jewish,Male,India,Single,-213.53728563062793,10.189108219442076,-93.81006500804763,69.4559407706084,-65.94528306409092,-54.77939485801658,23.250639788636224,C,C,C,C,1
Muslim,Other,UK,Single,27.251669772252203,-82.50947176114164,138.9959985190827,-24.53721587967259,12.637654780496984,-16.261836513352257,84.25925955982542,B,C,C,B,1
Buddhist,Other,Brazil,Single,-105.22859593735703,-139.01725391354222,12.08010118003187,-29.153989947190656,156.96344628869542,-39.91678689000399,-88.00741607173399,A,D,E,B,0
None,Female,India,Married,-151.54842720438748,120.54156704990568,-146.19351708762417,21.22447507518749,-92.28849216731643,-63.35755635618489,-43.633926156348416,A,C,E,A,1
Other,M,Germany,Married,-129.4040500174772,-29.008953637032274,59.33922081694507,-187.2677969992144,68.63690939401774,129.32835817383656,-30.750020715532095,E,E,C,A,1
None,F,US,Divorced,-134.3333108714595,-53.14886505293453,82.54840616332089,-10.42343370558681,26.087275614150386,98.64325387726548,48.09338105356322,D,C,B,A,0
Muslim,M,Germany,Married,127.9310518144921,-30.09892146965971,71.53561521059508,36.57598211901787,12.228946758645561,-78.99602307066212,58.01310930973831,D,B,B,C,0
Hindu,Male,Other,Divorced,4.7338473747196925,-73.6804365355654,-42.3625134340351,104.76447583228732,-1.0355907220829301,-100.42797632087787,-8.361773611347179,D,C,B,B,0
Muslim,Female,China,Married,-67.75860027398546,263.6498700977773,168.10309341591986,-45.274370191058665,22.860227986479845,-159.7781236792385,-25.117261515308364,D,D,C,A,0
None,F,India,Divorced,68.49548724901922,-70.82846049708698,66.63875142546206,-42.0069777083305,121.19278408526209,9.547728331847944,-61.667319139619735,A,C,A,A,0
Christian,M,Other,Widowed,98.73721575143473,-261.21690534465597,-67.76168565007293,48.84220379537751,-44.336302346561396,161.78655920908633,-142.38885189378533,E,A,C,D,0
Jewish,M,Other,Divorced,-49.817929893284926,-40.709714837696964,57.66387695026801,113.05277889057366,-34.68990113633819,-20.04225534191873,-160.38176391685576,D,C,D,B,1
Christian,M,UK,Divorced,-52.34639206601083,-56.73275542267328,107.79826654625539,-48.509701822914124,-241.88088934583405,26.247107445896994,51.398980204562015,E,A,C,B,0
None,F,Germany,Married,-233.6160942681909,-30.255139754442816,-17.569412817220748,-107.74236488154418,-154.46447528621025,-56.751245221234036,-18.10454123312479,D,D,C,A,1
Muslim,Female,UK,Single,50.48683379227818,30.56938412585027,-32.736725822893305,-29.6245556702271,-92.56579603968179,-119.57314294227348,-45.468130098489134,D,B,D,A,1
Other,M,Brazil,Married,-157.1968353507825,71.08763365879305,-99.48708330947863,-74.6288421179012,-52.56952713886977,-146.40838338319116,-131.27625253922307,A,D,C,E,1
Buddhist,Other,Germany,Divorced,77.1572327026118,-12.182064429039686,114.61803849649483,17.735110884334983,21.486825711710434,124.3994436414151,-6.462340801286063,B,C,A,D,1
Jewish,Non-binary,Brazil,Married,-54.378099923080256,-151.33022454567674,-47.17473685734695,-79.53788287374977,-64.53279490580837,-197.14382302666806,-118.0717979544178,E,D,C,B,1
None,M,UK,Widowed,-2.9139322065104127,131.30936910495197,124.5236285820621,14.122035885181669,41.01984506092319,-22.94597354459355,-122.08354016737435,D,B,A,C,1
Hindu,Non-binary,Other,Widowed,97.48169979175408,-103.14272345991601,-116.67278001363321,-107.91332582680451,191.95862101350244,-149.41502166522446,-71.0166393577921,B,E,E,D,1
None,F,Germany,Married,-19.198039452742158,-25.99877031842819,1.589717015696938,-22.52312990475965,29.525566609452014,-39.196977058647306,81.72382611973286,E,A,C,C,0
Christian,F,India,Widowed,142.87204354357615,150.78436779861033,11.257837683448798,14.813501461281685,-73.03361395287513,12.538488613197288,-178.56711194941903,E,B,E,C,1
Other,M,Mexico,Divorced,17.785266356287977,18.242640693296273,-199.10523832825885,73.06628235132551,60.7532320265739,-33.3957234868196,-5.163615631341692,E,E,B,A,1
Other,Male,China,Single,13.414271142934142,34.4630483250754,-155.99098378907874,-101.04222841734757,-82.7661203815837,-8.746283518922361,56.182133218771234,B,C,D,A,0
Buddhist,F,Brazil,Married,91.3492228366482,76.65139997925775,129.13342840404002,50.879931920970336,-181.36067440058716,-51.1624116023201,-133.91309895064316,A,B,B,E,1
Jewish,Male,Brazil,Married,-203.68074011775767,94.02085553771613,-54.929577125897836,41.09906642605273,39.90116216114113,-90.29611199863979,-222.625030445748,D,D,D,A,1
Buddhist,Male,US,Divorced,1.2284494074141017,-21.84308742940806,93.8926952452056,118.1170416715127,-99.9254638276837,-2.4154823035537603,-79.30460292961045,C,A,A,E,0
Christian,M,US,Married,-47.662344899078285,37.24967454203352,-25.240326720279416,4.265898337281618,-45.98124203457793,-69.69485891971097,80.25189901389166,A,C,C,D,1
Jewish,M,Mexico,Single,95.76763602238042,28.74299435785035,-214.06350238687745,64.81892144793085,2.9425062068282095,-73.37444027706186,162.39224486332807,E,D,C,B,0
Hindu,M,US,Married,-211.27725199679838,-174.0935279544229,-49.714777706597175,-87.33913329457162,-118.6436521466732,60.32614474804285,-112.43223479319117,D,C,E,B,0
Muslim,Other,Brazil,Single,176.9439548085811,174.8499918207573,-98.94170962893116,-86.57849785156488,95.13707805050545,19.53468274273426,-133.63314214832172,D,B,E,D,1
Buddhist,Other,India,Single,82.31663565810419,-13.548229674606485,-118.37337520129635,-81.7421846382996,-19.34805610665819,-47.10996934867441,45.1584567919786,A,D,A,B,1
Jewish,F,US,Divorced,53.22789056542907,144.04019648683538,86.21943810210362,-44.716957052707116,66.12289894113759,103.83433423783173,-32.08623877720987,B,A,A,B,1
Christian,F,Germany,Single,40.9313810597616,-217.12130224464073,21.609830812018377,55.230841443779745,-181.32412882803334,2.149549133386266,-86.9287948401795,E,E,B,C,1
Other,Female,Other,Divorced,-8.704874090301178,15.345695301540896,62.09806915909102,18.486755966332733,165.56999987776922,150.41764347380854,-107.21094160909233,C,E,D,D,0
Jewish,Male,China,Single,69.84022746223104,-59.50582869904926,-75.83116191082505,67.32045057148773,-43.55243493037372,-48.896987285939666,15.75840836304112,E,E,C,B,1
Hindu,Female,India,Single,-102.64784020850308,82.54496431484917,-176.23814678228723,-0.5158285461114492,-17.07535470055148,-174.47515112820443,-32.53693061401052,D,D,A,A,1
None,Non-binary,India,Married,99.55893564452872,-63.72279934398243,-39.57086518882787,257.6670242847896,11.366807832195754,176.04985767973224,-136.19422832953646,B,A,B,D,0
None,M,UK,Divorced,166.91990399089119,-77.0903852585444,136.4083795063243,93.94238876485228,-82.2123100591158,29.54650416125985,48.26084833025928,A,D,D,A,0
Christian,M,Brazil,Divorced,36.83697558293535,91.96586410794092,-152.0444859763288,29.062174366680793,111.60337355719304,228.0897913781966,96.48680948788169,B,A,B,D,0
Muslim,Non-binary,UK,Single,-14.79173323757158,21.671056535682272,59.674175127392616,-187.83584107220318,-98.39017316178663,83.655808006696,-92.44287670105105,E,B,E,D,1
Muslim,Non-binary,Mexico,Divorced,2.5712362487513465,150.67714286908645,-63.508034337029464,-42.98755286619607,-17.46945210438435,118.97707214700024,79.61307743307526,E,C,C,E,1
Jewish,Female,UK,Single,-21.83272539611312,-3.7403285058997793,8.297138310536756,164.17465243963548,-53.161474054243286,-15.35294052021429,12.837149381470267,A,E,C,D,0
Christian,Other,Brazil,Widowed,24.78570965079891,-99.47993664610033,27.656457295940474,-10.663174573994262,-308.94935901851045,2.14518269801661,-79.0083692284338,A,E,D,E,1
None,F,US,Married,-73.02195394794342,142.22855823118707,-53.86764865764147,138.03094394062043,11.428270231289302,-33.842993900636436,78.5748139052214,D,B,A,E,1
Muslim,Non-binary,India,Single,201.12637213919928,-153.23294072199926,74.62831751663506,-29.901244723985087,176.18037279560534,-166.37508503492666,-29.4735154937788,D,B,D,E,0
