race,disabled,nationality,veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
Asian,Yes,US,Yes,-57.49373801340985,4.612388235371712,C,E,D,100.97515295771811,31.69193133399595,C,-39.03586310827648,A,E,55.4593657322037,-86.10546137585935,0
Asian,Both,US,Non-Veteran,-138.0021890168128,-162.93976947137085,E,C,B,170.54119158846754,-87.0973295957355,C,-91.20559509179456,A,B,95.97670366828464,-132.26487357525966,1
African American,Both,Mexico,Non-Veteran,-129.64823424109463,20.031544190682375,E,E,D,72.2580144107941,-131.33127650749645,E,-33.10017704729315,B,D,-71.6365731930742,-34.81594255041485,1
African American,Both,India,Non-Veteran,40.03205826243792,-118.73748891668345,B,D,D,-6.459686464207593,9.809568093681092,D,228.5297563831647,D,B,11.365683252878087,-78.13877605340849,0
Black,None,US,Non-Veteran,-110.77448851609613,-81.28851087201278,D,B,C,-24.01499514333978,124.7294309274706,B,177.73818278569692,A,D,77.87745686847197,-44.21341571642952,1
Hispanic,Physical,Mexico,No,39.80792266142577,93.39793385892462,B,B,B,77.20626476015177,-139.17531195062523,B,26.268490256291194,A,D,-9.12053868474341,-2.751232904713997,1
White,Mental,Other,Yes,65.25822922877755,-28.898690088747237,B,C,B,56.988543771431296,-298.22444309640963,C,22.757095038188414,C,D,-114.13804424660906,131.31783077695104,1
Black,Both,UK,No,170.27298690809238,3.5353500755984584,E,D,A,140.19832268657706,-65.05660001866997,C,40.16689820878833,D,E,-63.37810995594767,61.264902448350135,0
Black,Physical,Germany,Yes,-47.14911482943433,89.18248218859593,D,C,E,23.62740414646021,22.63060963636347,E,82.41342949261042,A,A,-111.54748286540472,-155.8412564979448,1
Asian,Mental,Brazil,Non-Veteran,27.63914896393303,276.86899237976996,B,B,D,-189.18691371383443,181.61425965183108,C,161.58662438750386,B,E,-88.78632575628875,145.77231406583314,1
African American,Mental,Brazil,Veteran,133.59831043466858,50.39244178276148,A,C,A,78.14771288354711,-15.919217250432366,E,23.984608672108397,D,D,-169.74281468618358,-52.60449440437577,0
White,None,Germany,Non-Veteran,-1.1275815886939229,249.94850998541511,D,D,E,106.39830360158149,-157.41785156201013,D,-80.03085228700006,B,E,58.335089220956164,-133.44053457586372,1
White,Mental,US,Veteran,-65.40602911429923,-44.754882418830114,D,E,D,61.627442424706594,101.10689206922278,D,9.57504970500358,D,B,-150.06964922438556,58.604675335777145,1
Asian,No,India,Yes,86.1014201848492,95.17250180008587,C,B,D,92.4604865503581,-40.96877431701842,A,-107.97340396340216,E,C,36.742253990314374,72.3435484588274,1
Hispanic,Physical,US,Yes,61.39234871333298,48.03535490153422,B,C,D,-16.573569402172687,-56.447340479366574,B,40.98819882513584,E,C,42.49895714841703,-82.97378313285245,1
Black,Yes,Other,Yes,-7.233266417429651,-51.68991844887586,D,C,E,4.486131061168811,-221.93623589876506,C,91.01770460248272,B,C,-123.947560667679,-22.278868075458565,0
White,Physical,UK,No,56.58012966898448,-55.80796347839757,C,E,D,-235.880970567463,153.76889735233013,C,191.43894858431,A,E,78.77250810474935,32.107823413008305,0
Black,None,Mexico,No,-81.86013985280378,47.38416854422758,A,C,D,131.56176003999718,77.92334342646922,B,108.4913209199187,D,C,58.86341980537971,-31.524767376333816,1
White,Both,Mexico,Yes,-83.56719787193465,-86.00190175068938,C,D,E,36.44184344182928,-202.89235707492588,D,42.17690059809701,A,D,-192.51348095169664,-33.65068947636477,1
Black,No,US,Veteran,-25.2107997035283,114.17711423444116,A,C,E,79.07116619409126,-74.14519975835864,B,-11.8606317195023,E,C,66.96781460280431,-128.92394244564412,1
White,None,China,Veteran,-41.662304444153,196.6389725805483,E,C,B,107.80199165283419,151.5246805791627,C,-75.70464319457813,C,A,11.238533000505708,-51.513169437541904,1
African American,Physical,Other,No,-31.4347976384165,-45.71223991719099,C,C,A,-52.847352649812386,74.81457598708097,E,-0.565024285209479,A,D,93.14169853455353,-197.36512313843735,1
Black,None,UK,No,-97.64664830069263,125.72813925515108,A,A,C,-49.99483910715358,49.60839800156048,E,86.13711169363984,A,B,-26.341386215655422,-60.17676774831814,1
Black,Both,Brazil,Non-Veteran,-110.62006120709094,26.200008315953937,E,B,A,-25.487257172654274,55.7819966065078,A,-75.50600287284638,C,E,-166.18938911897268,-76.68166255040806,1
Black,Both,Germany,No,30.96269509462564,168.60253605131604,B,D,A,-18.662039064780046,-104.99979146895369,A,184.4523802058892,A,C,7.537154076670502,-80.11996435101042,0
Hispanic,None,Mexico,Yes,-38.12010359272082,1.8448360245188538,A,C,B,192.41690840553665,140.17605901443918,C,-27.514810720507477,B,B,-116.53767410149136,-6.285059346670535,1
Black,Physical,US,No,-102.52456472619018,-41.802354856045035,C,E,C,36.69361800326133,-17.372036970548663,D,-61.82849868598744,B,D,69.6457521795817,36.2225981924132,0
White,Both,US,Yes,34.9223525952179,54.397712670713815,B,C,A,79.35319367667795,-109.18851336362331,E,74.78360901736811,E,B,-28.24810168879482,78.0847043596464,1
Other,Mental,UK,Veteran,50.47997435648782,41.385754366435535,D,C,C,163.36173899262357,124.47172786747089,C,-53.484308136502335,B,D,57.945053797989786,-22.372726524077965,1
African American,No,China,Non-Veteran,-108.59531219800967,52.513837260400145,E,D,A,-51.1281728706224,206.885781113682,C,66.42529001616433,A,A,-84.49858735263231,52.37359388850148,1
Hispanic,Physical,Germany,Non-Veteran,-81.02967007793656,-85.12388771721983,A,A,E,-47.911627449275976,-160.3094775450942,B,-216.48318096260346,A,D,43.28146270221955,-49.92691849693295,1
Other,Physical,UK,No,-132.01768402809054,-183.31254071555486,C,A,D,58.36618733023581,-19.9933771904256,A,52.01904400958905,A,E,150.72633904332545,-62.647936844411475,0
Black,Mental,Brazil,Yes,116.51418125910573,-89.38958362486619,E,A,E,-49.28589264087166,-17.590919002584158,D,-70.23567755642011,D,E,-8.639338056045604,-57.03805781885859,0
Hispanic,No,Mexico,Yes,122.26469765793908,53.15267019935233,C,D,E,44.08525283008842,-75.69270699168979,B,90.21800737854726,A,E,-88.57657782199567,42.00368480378004,0
Asian,None,Other,No,131.0698439171731,-41.663734302776625,C,C,E,-82.61329382111693,101.28927432597033,D,23.472521844497145,D,A,61.41967003303797,146.4823698254528,0
Black,Physical,Mexico,No,-6.831898687057722,-65.60581443864642,B,A,A,11.081366830044708,-81.19145990793851,D,57.622703751376825,D,E,-80.50335274381713,-39.107110040308186,0
Asian,None,India,Veteran,92.50652936389719,-70.99616282218292,E,A,A,59.15243881155809,-120.87809564093675,D,-147.20878684198934,C,D,-130.78700406742678,-65.98353668629744,1
Asian,Mental,Other,Yes,71.86063348780385,204.00162519757518,D,C,A,61.73757224524088,-105.05997440906371,E,-47.804187970556406,A,A,-15.949903965966103,-221.82539433355615,0
White,No,Brazil,No,-84.70961031815987,-38.205999771515366,E,E,E,10.691431095234313,22.925872853325163,E,187.02562626383678,E,C,-260.0164071687775,21.16855455814589,1
Hispanic,Both,China,Veteran,63.67667629679515,210.1945117686099,B,A,E,-29.04956295491598,10.446326166299439,A,-7.282556272665626,C,C,56.2050541795308,12.185921395915045,0
African American,No,Mexico,Yes,59.032881745055796,-127.859797861843,D,E,D,135.86831813390748,21.331910389362722,B,-42.10216352756487,A,E,-11.039916986869832,102.94957475370647,0
Other,Physical,Other,Veteran,40.55164275398776,-159.7711998982662,B,C,B,-26.692117773138147,136.62765762643016,D,-303.9413839305673,B,C,-27.286120188496515,58.407460235665475,0
African American,Both,Germany,Non-Veteran,78.85353476401869,140.78976611148903,E,C,D,-43.91732437411261,91.80030764813252,E,136.21949913645216,D,C,63.62041785576304,216.43971749505567,0
African American,No,Brazil,Non-Veteran,-64.44875915060405,-56.23432330140913,B,A,A,-9.462019646556776,-62.2664577876053,A,-71.51477707662126,B,C,-43.52397115062225,37.29027428561867,0
African American,Both,Germany,Non-Veteran,59.31208787565574,40.616202815385144,D,A,D,-31.618949356888542,104.97384530080778,C,-13.206086300917711,D,A,66.7707237604853,-62.21015113635474,0
Asian,Yes,China,Non-Veteran,-80.8862940463704,-68.47431143567869,C,D,A,62.31673375499853,228.79854944548103,B,47.30586006179974,C,A,-101.17674666319405,-56.51699003194538,1
Black,No,Mexico,Yes,-54.747438428482056,-31.2689604254795,E,E,A,-41.05328868667574,171.0892460929871,B,103.68534669075822,E,C,-14.397437322540203,65.44573220653822,1
African American,Both,UK,Veteran,-3.617298976261922,-61.30731268440126,D,A,A,20.459624805386383,-138.37959490756168,C,-36.7249715816577,D,A,4.596875431939852,-80.47054870346638,1
White,Physical,US,Yes,19.500697955959925,-10.078969860698027,C,D,B,-48.76644611490785,5.132727592379009,D,-95.13085286364456,B,E,-103.64151147851413,-31.53317351811427,1
Black,Both,Brazil,No,-157.19279323526905,-5.633291761112687,A,E,A,31.188100289570887,15.623406476491855,E,-92.93981816665224,C,A,21.45044124242437,-46.686800372557684,1
Black,None,Brazil,Non-Veteran,38.914095507508335,48.03454874001803,D,D,B,68.61526795373278,141.7101056210509,B,-208.43520312954684,C,C,-170.58147701530407,80.13011214268958,0
African American,Mental,Brazil,No,-49.454220879119795,106.31911438090584,D,B,E,-6.153816026938373,-299.44601098870606,D,0.95229640198601,C,C,-118.90801038268567,46.04469501411522,1
Asian,Physical,India,Yes,126.95278151092006,-88.79894303160225,A,B,B,63.80077573801518,-119.58557437704187,A,107.5937674612917,C,C,-7.2181157751874725,138.5646925818285,1
White,Yes,China,Non-Veteran,129.39125150974428,73.4551781588198,E,C,A,-30.530465288729868,-53.915549401094644,E,-18.019861133283083,E,C,52.9612355154033,49.620223149627215,0
White,Mental,UK,Veteran,-77.6703360152963,-21.156266666892606,D,C,C,-29.237667332102113,176.63943323567145,E,-124.10742037590572,A,D,130.63099296635545,163.32041407062073,1
White,Mental,Mexico,Yes,47.834645110173824,50.43666348151265,A,D,C,-60.67695567857554,104.06207599712774,D,203.6162080245105,C,B,-64.03866366778979,152.07441590460664,0
Hispanic,Yes,UK,No,27.438290781124163,-135.82949216103646,C,C,E,33.39862003873786,49.52790518158211,C,101.77604544108472,B,B,70.62875192222423,81.40676758763942,1
White,Both,Brazil,Veteran,37.885788365572076,-12.037212597474777,D,D,B,-17.3739839727583,-131.23058336517462,D,76.1696798309596,C,C,129.3227104531738,52.819918154950926,0
Other,No,Germany,Non-Veteran,14.072293416159326,-80.26410048902754,D,E,C,-56.80890226895057,101.81142297523004,C,18.803063183839555,E,E,-191.04746097597837,-7.856600354409621,1
Other,None,Mexico,Yes,15.555342031326392,-106.36161120595847,A,E,E,-89.40048057106085,124.14228204958069,D,74.65665356707748,E,E,42.77362778368815,-46.346495427302294,1
Other,Mental,Other,Yes,-65.17107325814693,-118.52433245911497,E,C,E,-64.74677441422054,40.13776491713944,E,161.38279918843529,A,A,-42.54161764073048,-73.58296001030037,1
White,Both,US,Veteran,102.06886273559404,43.35053929681061,A,E,C,-53.0340872408102,100.94751932603245,C,-135.5420440896561,A,E,41.246110603917856,-54.91246672887099,1
Hispanic,Physical,Brazil,No,56.03164976249874,-42.806209545374166,E,B,C,-70.18944571645909,-150.88757624170063,D,221.02652811497182,A,C,0.207115268694446,40.35313090238836,0
Other,Both,US,No,44.359238391086826,28.07464297890731,E,E,A,-70.77018613188744,-31.176594520585226,D,-136.07609052640598,B,E,113.11478057593199,18.785923473507516,1
Black,Both,Other,Non-Veteran,-2.93254984060132,-81.93221940944429,A,E,A,-67.22350948510962,27.412141817059855,E,-79.43289714249585,D,C,138.83864536347687,54.30382065641774,1
Hispanic,Mental,UK,Non-Veteran,40.40743563537236,25.175357426361757,D,D,E,-41.5192843774465,-202.20037358479087,B,-84.34902232877295,E,C,-26.63406080460521,-57.09118044270984,1
Black,Mental,US,Veteran,-223.24753622113067,166.52471909034116,E,B,E,25.595940809406674,19.16560270983486,B,78.3617723722675,A,A,-159.06347006933964,-6.1441036082641025,0
Hispanic,None,Other,Yes,-182.82708075353833,-89.14630374389742,E,D,A,42.27860969035671,36.93263282280205,D,44.990673671129436,A,E,-126.91059396312494,81.94428975835635,1
Other,None,Germany,Non-Veteran,-26.74442675561765,-67.03919369927831,B,A,D,-122.28181032966833,-89.10245298865253,C,64.57049404462416,D,B,-72.82236865149576,123.49762552633135,1
African American,None,Mexico,Non-Veteran,-40.62982114447241,-7.165126971253785,A,B,C,148.20390500836004,-123.38978034636018,C,-83.29092199275495,C,C,-3.6245958911220297,-27.65808271584574,1
Other,Both,India,Yes,52.846544817994236,0.8189626721037969,B,D,C,-95.78882872569324,94.51113163357807,B,144.7910316871106,C,E,166.80103829622303,34.860703523016454,1
Other,Yes,UK,Yes,73.71508581930655,56.24644317114741,E,A,E,62.845029872590686,-151.80239148235393,B,-116.67316361665982,D,B,16.899379721518738,-25.041524866069807,0
Asian,Physical,UK,No,13.61148105585323,95.64155904194348,B,A,C,-22.11557416139728,4.881575340424059,A,101.13785053530205,D,C,-174.41283509701555,-165.765402191288,0
Black,None,China,Yes,-78.58380274567568,-44.56648680480884,B,E,D,216.7048578578791,66.79681579469722,C,-65.4575550706014,C,A,-179.78162715362055,-148.22606139845087,0
White,Mental,UK,Non-Veteran,-131.2313142932415,-147.05072062000912,B,B,D,-108.75810228057472,-29.416435152242688,E,-139.91547768329724,E,E,162.7331867446849,-19.44743679173014,1
Black,Yes,Brazil,Non-Veteran,-43.3222021506779,56.735499578545955,A,B,D,27.585246123532098,172.00907840244415,A,41.63611784628565,A,C,-56.39413640785554,-119.32791861555134,0
Hispanic,Yes,Germany,No,152.90088960495612,-39.53135684261795,D,B,B,125.50428633494322,74.56758283925332,D,-135.3550553539677,A,B,274.664449588498,1.6536431857634333,1
Other,Both,Mexico,Veteran,12.22322802119568,74.85724429897056,A,A,C,93.73534540301243,-185.21419621372706,D,-104.33864516797166,C,D,-12.230146470989652,-75.2162119739243,1
Other,None,US,Yes,105.95751342523904,-67.84524017685692,B,C,E,59.46460453223855,210.52738809478276,C,-57.30474941728203,D,C,29.428363686917113,46.826450879260626,0
White,No,Brazil,Yes,22.14682445326387,28.046073457977567,E,C,C,-105.90117942787347,-49.764987385037706,C,-39.441999469107145,C,E,39.84705501699708,17.382369910849544,0
White,Physical,Germany,Veteran,-124.1532933257295,-27.53431011286277,E,C,C,31.25258177774001,25.393288316076408,E,117.3907129989709,B,D,192.41119467347977,21.901387670550623,1
Other,Yes,China,Non-Veteran,-93.12359585649735,-72.63148746915856,B,E,D,-108.48882357557119,100.92362561513795,E,-108.25251823888544,C,B,198.97595577612614,82.9423753951049,1
Asian,Mental,India,Non-Veteran,-114.8459539271864,-21.01449141199057,D,B,B,0.9114817533922965,-202.51217711174723,D,155.91615223452115,B,C,-49.03696696853274,9.036304576715892,1
Hispanic,No,Mexico,No,159.55894475460653,-115.46444981614967,D,B,C,157.69588202143538,34.94578148152257,A,45.905533942570244,E,B,58.12453790547389,86.73833697826561,0
African American,Yes,Mexico,No,-39.469852389938055,216.56493838221002,E,B,B,162.10813625741687,-104.56491104286422,D,74.96534263037468,E,A,43.455140115278084,-89.19973573111018,0
Hispanic,No,Mexico,No,-113.06144549967232,-94.75088015483375,D,B,B,-270.3198686513406,173.00808333911536,D,-19.609780807827597,B,D,-101.67996227105418,66.90979277679033,0
White,No,UK,No,-49.55119874647248,50.4546129934057,C,C,D,-209.1761436274438,30.403152596378476,E,161.810955509538,A,E,132.71661241372038,64.75413540916396,0
Asian,Physical,India,Non-Veteran,50.59241201726275,-18.884504558031487,B,E,C,91.50992598830176,-21.685557518561392,D,-150.8801627328319,E,E,-60.11371877211054,100.70674996102778,0
Hispanic,Mental,Mexico,Yes,-7.794734505762628,70.89325875667426,A,E,C,13.99147038603656,-45.55948324450597,A,-118.98702714313447,B,B,-93.24968971025312,-46.719134736761056,0
White,Mental,Brazil,Non-Veteran,175.2849763003977,95.70347678288529,A,C,C,20.838593610523155,-71.8390754369422,C,-71.19582938129916,E,D,-97.59535085652826,-34.69370622078337,1
Other,Both,US,Non-Veteran,-231.451207122293,-71.91286406619687,B,B,A,80.2663118706938,27.843715792518463,A,97.40973171366224,A,D,-115.40691556175582,-220.25630142180415,1
Hispanic,Physical,UK,Yes,-67.60859077397944,140.05251386477343,C,B,E,22.40382384133522,117.94164248083756,B,185.50371426953262,D,A,140.3704970027355,-101.23007857859727,1
African American,Both,India,Non-Veteran,-34.75730846962855,-56.38198131585877,E,E,D,79.18987632091289,-32.837274455904755,E,-181.22161374474172,E,E,-143.1697930846638,-21.718183522905292,1
Asian,No,Germany,Veteran,-59.56120145746945,-18.620184663815067,D,E,D,36.36107189591619,47.52524935949832,A,4.600539586688558,C,C,129.26858655872806,-76.0125623731173,0
White,None,US,Non-Veteran,1.0844999858285365,56.19230930612429,D,C,C,-23.892479288021722,18.955544896284987,E,113.66103877428327,B,C,-79.21663050381092,-139.7037549945575,1
Hispanic,Physical,Germany,Veteran,5.7134828111936535,-19.00831493465142,D,C,B,45.201129152313285,23.87403869930583,A,59.49586657271892,E,E,36.642860920599965,136.27661839279673,1
Black,Physical,India,No,-15.594925534917198,4.980806699118014,C,B,C,-150.5974023017795,52.04998537557849,E,-27.85503640157212,B,E,69.11783522452569,146.87425889175347,0
African American,Mental,UK,No,-64.86477624064139,-103.1254988260962,B,B,E,55.97649315481477,35.405811323328855,E,119.40179432042103,C,B,-46.50810731192572,-118.89654314138542,0
Asian,No,Brazil,Non-Veteran,-85.25398809115549,81.81557798778603,E,A,A,40.13791080523251,256.2847895471292,E,-107.14980549833999,D,D,142.63431283244478,40.05313578924135,0
African American,None,Germany,Veteran,-17.048895709061533,-56.777800494477106,B,D,C,-12.822314366456453,193.01385072253234,D,177.88361612066163,D,B,-22.283260352471558,170.05801701271366,0
Asian,Yes,Mexico,Veteran,-36.77362257378664,-46.2633443680806,D,C,A,-81.04720464098605,-188.61555415526962,C,53.25968646769973,E,D,4.920901382604092,66.52982686812379,1
Other,No,Other,Non-Veteran,-46.16288560331599,33.811857101230494,C,B,D,-112.33331426818984,54.89474717728374,C,151.1582523049231,A,E,-65.62459275495046,-92.36984185572722,1
African American,Physical,China,Yes,85.81143252094517,-14.242234471140907,A,D,A,48.28771441685011,50.15001647563023,A,39.86900372258316,C,B,-66.9359065834226,166.49026741486804,0
Black,Both,Other,No,76.63840864788287,19.292741157076172,E,D,B,87.34764269849629,-6.504904316800969,D,-3.9633111861795336,D,E,38.46401863603069,19.590019897150555,0
Hispanic,None,UK,Non-Veteran,13.377679697186007,128.51928732171618,A,C,C,63.03747151011746,-50.58597242444043,D,-7.410977419895713,A,E,12.232890641068133,-21.23536923774129,0
African American,Mental,India,Non-Veteran,-140.07651885046735,-196.86176702924786,B,C,B,-28.54661862541048,121.27698958315972,D,129.00500545521126,D,C,165.72504597886913,-2.1642862753657006,0
Asian,No,Other,Non-Veteran,-83.622702884854,64.82117939976831,C,C,D,68.53817543035,40.590568140473955,C,31.066650196611718,D,B,8.24261877625442,-87.20719275775735,1
Asian,None,China,Non-Veteran,112.43783715960795,-73.4471553237367,C,A,E,-11.769706791960505,5.238965536196006,D,110.21156052459351,C,B,105.5971829296848,-151.06179768666982,1
African American,None,US,No,-118.5311522529602,69.10825713715643,C,E,E,59.79541661353195,11.802865142874218,B,-86.3020224586404,C,C,69.4610884990616,52.44856831661502,1
Asian,None,Germany,Non-Veteran,-45.20721773347282,-3.260956150898741,C,D,B,62.19774075078585,39.23423705266317,D,-107.44290291212447,D,C,75.78725007367284,70.1928437630513,1
Other,Both,UK,No,12.344793097865011,111.51725951901655,B,E,E,143.14381846176943,-197.47035663629742,B,65.28552316520774,E,C,29.657928395838706,-154.96360897651562,1
Hispanic,Mental,Brazil,Veteran,-88.30124252226153,-50.35441945535323,C,D,D,112.47858615361454,-233.93412805162743,B,106.1976626746026,B,E,56.236818596530846,8.017308880806457,0
Black,None,Mexico,Yes,45.23654179131772,17.465904241683052,B,E,E,20.218410391977656,66.57237529312073,A,68.58675057335792,C,E,-44.11468864554616,-19.79174416303565,1
African American,Mental,Germany,Veteran,-129.62587959477017,109.93470982642704,C,C,D,-103.41396224627788,-23.668473332653882,C,2.944958247566306,B,B,-18.267044519447172,-243.25177434162651,0
Hispanic,Yes,China,Yes,-97.48029295706326,-128.78036179069886,A,B,A,-126.84619244173405,20.556740392326887,C,95.876718094626,A,C,43.85909395318234,-22.675285372437116,1
White,Yes,Mexico,Yes,38.436718439817426,172.91136861162167,B,A,B,-91.42927204205554,-67.33535422081486,B,-98.07017372990839,B,E,98.36911579329148,131.05130269181714,1
African American,Yes,Mexico,Yes,132.20156751944,56.960056582215636,B,E,E,73.47531490998747,-167.55128326246046,D,-57.63729609629248,A,B,-68.71206588578006,158.27325067612668,1
Other,Yes,Germany,Yes,53.55063415828105,57.817756707109446,E,C,E,-9.256963902678518,-86.7638114201578,B,28.291980677083263,A,B,53.67506135054132,9.077451704614662,0
White,No,UK,Veteran,-25.798447966084925,48.94702101129673,A,C,C,85.32087607298183,-10.918850342082324,E,48.68473598888311,C,A,75.64113828301777,-5.918818060766413,0
Black,None,China,Veteran,3.0619776263953904,140.71354417097226,A,D,A,78.59737647626457,-95.91178505508834,A,64.79446852021245,D,B,217.5079747801585,60.52801618871791,1
Other,None,Germany,Non-Veteran,18.08869863411106,-103.28605771602449,E,D,B,-14.138475021639104,-53.821141172002775,E,12.627520005961479,A,C,-48.065201796806896,-39.16604347231217,0
Black,Physical,India,Veteran,173.22408942628815,-3.629555651395648,B,C,C,-68.99215270512109,164.87902639722074,D,-3.818709605415639,A,B,40.8356870572765,4.829228516215115,0
African American,No,Other,Yes,34.04482064196962,-64.05171901541544,B,D,E,13.568009027921605,-69.18451371009066,C,32.213781912360986,D,D,-1.3553012362124992,-27.03483688112597,1
Black,Mental,China,Non-Veteran,245.40385712285908,133.68135575508475,A,C,B,141.28830542934585,170.88118480381252,A,-188.94861434089836,E,B,18.707252834994513,-19.49943660292015,0
White,Both,US,Yes,-44.08344929585518,-46.72158931792285,C,E,A,-18.831928497894385,-40.722338288313594,E,106.52454729012364,B,E,-5.761335194139717,6.862214398461758,0
White,None,India,No,73.82094103280282,26.996503272525562,E,A,A,-128.5866045307435,93.05202727343155,B,43.799731008175335,D,D,177.4381867331098,55.116825517930856,0
White,None,UK,Veteran,46.12673847960689,112.79000312921299,A,E,A,78.36968206670242,-32.36800505647986,B,-63.69521439348358,D,D,112.9458898940372,-88.01921238223994,0
African American,None,Brazil,Veteran,87.37796007037187,-89.20648697198273,E,B,A,107.81392316567518,113.96853501363002,B,-191.33705309331313,B,A,219.83695271367486,25.44192205282111,1
Black,Mental,UK,Veteran,-35.368546732673984,-268.2032479721064,D,D,E,18.359774123148963,-24.50081921641308,A,-116.26376225552329,C,B,-138.68840008295993,40.597220794757376,0
Black,Mental,China,Yes,-80.28261622985687,73.80662398695135,D,A,C,-60.49445436061315,-59.74691194327527,C,-89.47680077652589,A,E,113.10022385542393,95.07404446643235,1
African American,Both,Brazil,Veteran,118.87075201918631,-113.41860498198409,D,A,C,-33.20540245292332,-224.7680556820543,E,-85.8770396439396,B,B,-7.569963136162309,-141.14016382970968,1
White,No,India,Non-Veteran,-18.186367257276796,-203.17899012006703,E,D,A,-124.78122888769741,61.009542904786954,C,-121.94520412318268,B,B,-82.66401292878423,-139.584915583807,1
Other,Both,China,Non-Veteran,97.37484759270383,-148.23410510671883,A,C,A,206.89282474939117,46.59765374754555,D,-238.71037505476963,D,A,-97.58605036911257,50.11727668797832,1
Other,None,Other,Veteran,24.66092045578513,-94.79670757033169,C,E,B,-33.73906904716222,89.71362438151797,B,41.66238810471054,E,D,-74.82054637784397,-47.985118264888484,1
Other,Mental,Germany,Yes,-91.24236146263762,-6.440255383330847,D,B,E,-102.66791838606282,13.236177255851745,A,68.95867363921555,D,D,-140.26389434765912,-19.646944395581233,1
Black,Both,Mexico,No,183.89484091220237,44.62114100348906,E,B,B,71.01484099554521,-53.00177909772002,A,19.096829063105293,A,D,-52.94532607522247,-260.6798829318163,0
Other,Both,Brazil,Non-Veteran,-111.00299410231493,93.0654087568104,D,A,B,-77.13035491758518,-44.89494885599509,C,97.04721049127686,B,D,-189.44899702143934,11.30645819087194,1
Asian,No,Germany,No,-186.7392231776564,-75.66269164053075,B,A,B,-51.82277876596502,88.62918852699404,E,30.462333855354917,C,E,1.5157981153875943,-164.34454634451242,0
Hispanic,Yes,US,Yes,7.607321304918941,89.95013428338692,A,D,E,-124.07505738419351,-82.63863775654117,D,-165.23009826991796,E,A,-58.69924428709336,-140.37715177801368,1
Other,None,Other,Non-Veteran,-118.7702920579331,56.064824050970785,D,D,C,155.31453957950234,71.85906758373251,B,-139.79024491683495,C,D,107.47326301058327,-136.47802198632164,1
Hispanic,No,China,Yes,81.7806611360485,-215.30924512472112,A,B,D,95.22304344738295,-103.44093069861817,A,233.62950577846416,D,D,31.34905611540167,-239.30197831883015,0
Black,Yes,US,Non-Veteran,-46.389242707988146,134.37746491813408,B,D,C,107.14025471601806,-40.76288139320763,C,2.6487956335668974,B,C,46.454936135844335,-10.750287533908764,0
African American,Both,Germany,No,-8.951986166979221,151.2189691489717,D,B,D,-18.142786212040605,98.51804596602733,B,76.53660515523316,B,C,-11.526077291083823,-227.06936496340086,1
Asian,Yes,US,Veteran,-12.510695498411792,46.63853881926619,C,A,C,-233.71466444069853,191.59448920710068,C,27.28241606742447,D,C,-24.81410796901848,85.57891793660181,0
White,None,US,Veteran,34.01367734148744,40.991671796836386,C,C,B,16.306244408363277,-30.896009392270372,B,22.32831949477473,B,C,101.76304877880217,20.837477385132914,1
Asian,None,India,Yes,-58.02428452108788,130.5958606210334,A,B,B,-96.81887436416704,134.25409943033372,A,-55.92790563319748,C,D,-86.17998508343709,82.831066877512,0
Asian,No,Other,No,71.62248169747927,-40.25556837857087,C,A,E,32.445553423573934,-34.87270169600025,C,49.381744973011216,B,E,89.86854496374532,98.95276588693463,0
Other,Both,UK,Veteran,-4.246278473804438,-159.4386573891664,A,B,E,19.75194401217306,-62.276271897686264,B,65.86673392595411,C,C,29.544259747758545,-84.86371433815553,1
White,None,Germany,Yes,61.696106882933435,-89.5701966638318,D,E,D,-178.82051261746412,8.973968932508097,C,5.65316860897919,B,E,-150.07979476084375,66.52263114746962,0
African American,Yes,Mexico,Veteran,71.99993079588,-74.12377327612835,A,C,A,-90.04272283580507,57.956528580975984,A,139.06742956629387,C,A,132.61517759154347,12.689892083490786,1
Other,Physical,Germany,Veteran,53.6046528054166,-133.68622031411383,D,C,A,113.32151201518683,54.809556519693004,E,36.0208377484945,A,B,-65.14964391539469,12.846046743317851,1
African American,Yes,Brazil,No,-78.36397502167516,66.9502133644829,B,E,A,63.32528774694139,-81.87668155206154,D,-104.18746061826847,A,B,42.29570248089286,40.49491066574674,1
Black,None,Other,Veteran,-74.02941331904172,15.341633348651248,A,E,A,23.249999408138642,-20.308981669053555,E,-106.27085862514927,A,B,-97.89245877638938,-232.58146778115173,1
Hispanic,No,China,No,-108.08427136028268,-60.19138388507243,A,D,E,-13.911722320294126,-87.34532540426324,A,-297.64983638925867,E,D,181.2060442364081,-65.25256126752956,1
Asian,None,US,No,93.85951609703348,-154.78951836880915,D,C,D,17.395997714153435,57.53951053568408,D,-56.24258243640662,D,E,77.67280196690535,-30.058744173598935,1
Asian,Both,China,Yes,54.25900537757017,65.90350231951156,E,E,E,106.57541951026623,-22.178662595348044,C,-16.932518103830695,B,C,-28.40277633213003,101.85658449953247,0
Asian,Both,US,No,-114.46701477855473,32.33278398139704,A,D,D,74.51085959914633,-160.22233481173726,D,110.69757986285464,C,D,-131.93817041019253,147.8056668248193,1
Hispanic,Physical,India,No,-51.31462143167788,17.560669845599797,B,C,E,201.4604838204209,-192.55055314641297,A,47.96969233305411,C,C,-29.878209524965516,87.06083970081411,0
