sex,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
M,A,E,B,-45.05692302554401,C,D,E,D,-62.954910000633916,-26.142580576849454,-114.31783547175843,C,-59.6928206872803,-0.6661904280018673,C,35.079495661093894,D,-46.86057142371306,38.02627472956992,0
Non-binary,E,C,C,29.55685157787828,E,C,D,A,-82.49812652549573,23.704420499718466,87.20278143218366,C,156.14478725205228,-156.08044993037495,C,49.65400880654538,A,-87.32026392901379,14.872268309268138,0
Other,A,D,E,165.52356281098065,B,C,D,D,20.089422743011443,-273.59953573180684,-64.50193353512427,A,-139.39571335544417,59.443000664587885,B,-121.23963793987056,E,54.883158629748806,150.76255057109705,1
Non-binary,C,A,B,-31.673788981943208,C,C,D,E,-203.12839684856473,-93.14884640448953,-216.28533816286136,D,79.72774720884823,-191.8203343133073,E,46.36826660897746,E,29.63245891798388,-74.0831106015694,1
Female,A,E,C,-116.37449622038896,A,E,E,D,-112.50411516977243,-173.5974697983839,-52.573376376842454,C,-91.55725271256537,121.03697071174466,A,-134.95967666303892,D,38.51142302764837,36.447099648608486,1
Male,A,D,E,23.539483869153326,C,B,D,B,54.580746656968074,55.031257866941615,74.37745229799462,A,-206.8432942523386,-203.0166869794447,A,85.00255374136437,C,-55.27570162064931,108.88508330372187,1
Male,C,C,D,86.25375237621759,D,A,B,E,-83.20325209668954,133.2881385282991,-7.449026709776234,D,96.52462457330542,-35.3630553673534,E,25.861465551952694,A,-30.70058908277302,-25.894835720855312,1
Female,A,E,E,-100.4213592841338,B,C,B,C,-142.0895328381217,-15.146459927171618,-127.74233913809154,E,-44.27359693942694,-156.01509441956853,E,-15.92026810786292,C,41.07527518902088,-29.099231452627244,0
Non-binary,A,B,D,29.918140800163044,A,E,A,E,138.53399523254922,16.549939801867023,129.97110332942566,E,-147.0600070513398,-76.69077111339972,D,30.45457567619571,A,17.485281191532703,87.43470655437015,1
Non-binary,C,B,C,124.9492554311868,B,A,C,E,-186.79201088893495,39.63146216515229,286.73799113310076,D,-48.28245244697478,-3.4624422789845513,D,-13.15339782891653,B,22.831139195943177,83.59483030880983,1
M,C,C,C,43.280978835552695,E,C,B,A,-6.152977987470468,-2.4540588251487643,3.8516553888196503,D,-12.38667381651825,-16.445900439223056,D,78.11468658688995,D,28.46736666773465,40.43494556574653,0
Female,B,C,C,38.452617358712224,B,D,A,E,-193.76625529083086,57.896839405774806,-47.48905031127599,C,-156.1547888469897,-39.21270366252113,D,19.66807577940862,B,-57.579385035324414,-85.07820062473415,1
Non-binary,D,B,A,72.41195456883419,B,C,C,E,95.1626520133907,-40.28874000263564,57.03258600278707,D,15.933022012939116,-48.576446262765856,B,-236.34549520499166,D,-11.352178440820037,140.7897416342225,1
Male,E,E,D,9.032459189900944,E,B,E,A,-76.37831277631314,131.0828470180984,-35.97092112185346,A,-94.24738013146346,-1.6763853249771539,E,118.78837948839964,D,-54.38809390856222,-19.838777347361155,0
M,C,E,D,-73.26265799877146,E,B,C,B,1.5592437399529815,12.549924928157555,56.58564512415272,D,-202.9875686762984,28.65572786279451,A,46.03303000435692,B,-54.57225739238291,-98.12629456029902,0
Non-binary,E,A,D,33.679828599859725,C,E,B,D,-64.93730339601528,184.4346966832938,-37.19095994049583,D,-181.89056533836566,-39.37640216136888,B,36.38094018161505,D,331.3199970086311,-70.39386022101536,0
Female,B,C,D,36.88285644839227,C,C,C,D,226.65086908983997,-43.96380238360161,-152.5594130100077,B,150.92094304069855,-69.33051982184892,A,18.742689670445795,B,61.5614137780494,-99.23765684952899,1
Female,D,E,B,-3.441804518657226,D,A,A,B,77.47676061837393,-95.35973754344117,168.89794748518975,B,103.74236600858082,-80.18773627464077,D,137.3944784616884,E,43.448584294027,32.04669696440301,0
M,E,E,A,43.12244514635786,C,B,D,A,-78.45715644144974,64.58734247619701,62.86604459600065,C,27.331623696702035,11.407718892287646,C,79.61193411453458,D,-136.72926029569766,-38.37384022673881,1
Other,D,E,D,19.59869997631705,D,C,C,D,-72.82326529286006,82.90765466618863,-48.83647048690302,E,160.0303576002645,57.65281600157949,A,-7.541973977453341,A,-178.72524354097274,-30.709557468141103,1
F,C,A,A,71.63015125375655,C,C,E,A,125.96779088687724,-177.47255811019755,0.16289794263018223,A,-124.77080121737629,33.82718264852222,C,-0.3916252278217554,B,45.713561162627855,23.289244148716236,0
Female,A,C,C,-159.71333972301832,B,D,D,C,117.63289407078459,-33.70666005631113,62.21400404960558,D,-123.29192053114369,-105.51287705218813,B,16.62400524872882,E,-92.24391375273149,-18.73859270118369,1
M,D,E,C,9.422622942272216,D,C,C,D,6.125300394881159,-2.5258666600997515,247.09628129834266,E,30.607549853213296,17.535551783386836,C,137.7979980200184,D,-20.0616313696717,199.83547454688636,0
M,A,A,A,-34.34957443896935,A,B,E,C,-44.17301078088742,16.77273564925304,0.6651166925621758,A,9.160442837962677,64.60193148763076,E,-52.52387735821026,B,-31.48127472892741,-145.31431248127075,1
Male,A,B,C,-22.198990557688518,A,A,E,C,47.70109824445699,122.45756750109145,-72.31783097554492,A,141.56614087260652,129.43544362353663,C,-182.00661888869138,D,-131.76458709266151,-118.81914984089192,0
Non-binary,C,B,D,-57.170633011455266,C,A,A,E,6.14103071506481,5.848862027980149,-117.72639174275763,B,0.11898644002491024,-155.96530192435708,A,48.61389963474923,C,-43.90856721139018,-148.53910522095927,0
M,C,C,D,-86.93971237311956,A,A,B,E,-34.99101695342031,50.57531146204786,-74.42940002641353,E,3.445694893093025,-34.52554319961278,C,15.677513819409835,A,25.70593100975242,-124.83090449767622,0
Female,E,B,A,24.5924738092108,A,B,E,A,-192.7846737352708,2.0390089355097016,-60.011440813123805,B,101.54630824786996,-2.7816104809142392,B,-132.26804613935766,A,-119.9166943452103,-151.2239254061696,1
F,E,B,B,-67.55613925503948,A,D,E,C,66.30618144011098,-37.41606579534687,-87.80012000000916,D,-93.60276030630463,-129.8977679448245,B,7.011887602808503,E,-70.93118905780241,-24.569922288749073,0
F,C,D,D,3.5709269213347383,E,C,E,C,65.60034398659782,32.040600550437546,132.49833325759596,A,-108.90763288786056,16.718902945678867,D,91.19243693008929,B,-1.5621517405519858,-30.46222133057603,1
Female,B,E,B,269.70131111635243,B,E,B,B,-191.87647641794504,-101.25219583158378,-69.89694432538181,B,23.949261131985093,61.593598174777554,B,-52.821574430308225,A,-14.628473759735067,61.05994184470964,1
Male,D,D,B,-111.09940492378327,B,D,E,E,-107.81091895423236,-187.1323730927691,-304.00187187219245,E,90.45152264685733,24.600761545994875,E,-38.181272265334236,B,-54.293660582601845,-119.81843735836568,1
Non-binary,D,C,D,-87.68080041988397,B,C,C,D,82.789845472432,4.031189369192287,192.43606314848094,D,111.62580874656334,125.37403008418013,E,-73.19237612799805,B,-35.584065602882355,38.95265015619737,0
Other,D,E,B,72.05534278182459,B,C,D,E,182.3713731462521,-104.24705735725013,64.65603026902878,B,142.25578921180724,11.23521417862943,A,20.241005378063548,A,20.08924418016366,3.2853387789860764,0
F,E,E,E,59.38691905662844,D,E,D,A,136.3221448325157,-44.01441611283336,188.41305445466168,B,-174.12563925054727,34.79247936949903,B,80.96275233196783,A,17.584905394513306,-144.55152820383185,0
M,A,E,C,-39.43569221969307,C,A,A,C,-52.7611333785042,-27.985876445707298,9.287517250359661,A,179.09538555013157,39.021699027673336,E,-132.86399242016515,D,23.476322937496203,-175.98656842395573,0
Non-binary,D,E,E,29.503195058551672,E,B,C,C,-25.97925366070729,-110.47308598651775,123.40407405126483,E,-108.73674722137771,24.13880608425558,E,-15.17649309341438,D,34.511816498141265,116.72978923410832,1
Male,A,C,B,80.24388265936312,A,A,E,E,7.965994640212963,30.37238567026318,67.54384096552847,B,134.98529528577805,9.227690596188518,D,-237.260644954016,E,-62.39737434489198,128.16391187548984,1
Female,B,D,D,34.883117894867446,B,C,D,A,-114.92091688930013,35.937186928183365,-30.567536215849312,D,59.012065704224966,133.6375508115795,A,80.88076348839506,B,104.02453466601101,-65.86354549397025,0
Other,C,B,C,-110.057447731004,B,B,E,D,-42.67032925338216,144.1615946972847,8.960533496326887,E,130.00979823064478,66.86821715281641,A,34.51638174838647,B,-145.80179516876365,25.004616844241017,0
Non-binary,D,A,E,-129.4535840343087,A,A,D,C,-121.70846827476274,-16.34389960078414,96.74893062908889,B,-4.189105730611539,114.0808798042145,D,173.08649324622797,E,224.0165240651116,-89.24076440185277,0
Male,C,A,E,120.80489261233573,B,D,B,D,93.1084380697203,-147.09013709896595,-64.00796296966314,D,-126.56685500738942,-204.45378306445355,E,-7.1991160124731834,B,-23.90882752832529,116.13585761028472,0
Other,C,B,B,72.62452339965262,C,D,A,B,-90.08973983705776,34.12130952931992,77.88844337489726,A,-191.97564248180424,-23.047069980083204,B,171.5646666136135,D,111.6595036714231,167.7532567336383,0
Other,D,B,C,99.13168475369078,A,A,E,A,129.98075623183786,-80.29294017388132,70.53158813709557,A,-2.796843605178495,21.341098870973116,E,-97.85188767913858,B,73.12577477745378,57.57413998494587,1
Female,E,E,E,9.11154903042693,B,A,B,A,-125.89303424101712,90.0069502277705,45.60450531117057,A,-175.08564607650817,-14.018538614718912,E,-63.55841686926311,D,188.21024058852734,223.28769303313308,1
Male,C,B,D,-229.2898836785831,E,D,A,B,18.47817451702572,36.64027884760549,-48.89456066857482,D,-39.26754998188567,101.15493864271792,B,-25.991333865978312,B,8.14352914830331,-87.98950123490872,0
F,A,C,B,-113.518502037133,B,D,A,C,148.7666015129307,-83.70258202933955,-60.06979011083495,C,143.01229850760504,50.22516088649734,C,-165.54392792152177,A,74.91160306511875,-73.91147980097537,0
Non-binary,D,E,C,-8.425966921919676,C,E,B,B,162.4380687106401,33.67878186799192,181.86795770463922,B,-8.93461766060055,-20.662022534162976,C,151.30720541289224,E,219.80659133220212,-45.869325094099636,1
F,E,D,E,75.88756805687767,D,E,E,D,-132.80760362851998,-95.81736221331018,99.71430713579808,A,-117.93540155746985,-4.975245684686251,E,54.60961084628562,A,-36.65921885850108,-213.09050953584398,1
M,C,E,D,51.22038020564682,B,C,E,E,-61.30869633658247,-7.85776483715502,-161.28667077166003,D,19.443057724895223,210.12077536461518,C,-117.71818093437393,D,-156.37130298791485,-8.945117779752696,1
Non-binary,D,B,A,123.91755736500214,B,E,E,C,12.58365842749128,90.37461038025646,10.077999298731424,E,-88.03931124067554,62.613006774217496,E,52.75457013193488,E,81.64693739035538,129.62137080934858,1
M,A,E,C,7.9524993632509435,A,B,E,B,60.846472540284836,151.61290403827235,-45.175839440762665,D,-32.52886884000128,-115.17069632646755,B,-60.008042872298084,B,20.34699535749383,12.20467956818232,1
F,D,A,C,-63.41535311546518,B,C,C,C,5.39796008373433,-48.5853793048674,223.57776559490418,D,48.149850155646035,112.24795811917232,B,21.237908682785623,B,-53.95826599951297,48.83186662456694,0
Female,C,D,B,31.9969336872424,A,B,A,D,13.114902120886773,-55.32036500768422,220.42796055910068,B,-175.6016160872008,-38.76776068082752,B,-61.380452537808694,C,113.1834544018348,-4.302573592431537,0
Male,A,B,D,-134.7378638946428,B,D,E,A,-22.6172730248729,44.496295789638815,146.67643507901556,C,-70.95215847303412,-59.08509122546791,C,42.51166293087479,A,-21.303284800566285,5.746248919307547,0
M,E,B,B,82.23605256776612,C,C,D,E,-54.693528353661726,-124.22113929770742,23.136845477283767,E,-27.88407528278551,-43.817205772219275,A,-6.971049836845851,A,16.289391028383356,162.08021346574466,1
Other,A,A,C,-51.351738593347896,A,E,D,D,80.22230143389646,120.99702935567049,96.49329326937819,E,-82.72397920815935,-72.55881566554268,C,28.518614113200258,D,46.323708123922316,-82.0903232110809,0
M,C,E,D,79.46427945593993,C,D,E,C,-63.61317556438934,15.471912095994671,-170.96922946256933,C,-83.06952149519495,-212.62722414533326,C,-127.50026858868864,C,86.05969828616102,-26.791010169203254,1
M,E,A,D,-18.67153614316245,B,E,D,D,-157.37449368161052,165.2517626707746,-192.2124096902045,E,55.63698530288125,-182.49609651354444,E,-151.89916514444525,C,127.87049376993782,-134.76243692412822,0
Non-binary,A,A,D,-177.7767747186314,D,D,E,C,239.8246953120156,-41.609191103280516,-49.27946612459446,A,-238.3022336273,-12.940181742847548,B,15.012276401620634,D,111.56508151922,53.21828765576144,1
F,B,E,E,58.30270180654378,B,A,B,E,-102.44510479635555,6.314359633038483,-90.01290579958146,B,-42.98339166940857,27.201881041330108,C,264.9604799253753,E,13.930975684679018,-51.440724620446545,0
Other,E,C,A,-5.610318117716173,A,B,D,D,268.71384491629107,213.81261560184205,8.910462578552838,B,63.245021525991795,-93.76980113452925,C,98.38080142649576,D,-28.277189650609213,-8.911399923659705,1
Other,D,C,E,15.580707159390034,D,C,C,D,-51.612551495027084,-48.847738008333025,-46.79795019134896,E,24.58317075939189,55.54904324044052,D,53.45462190327154,D,136.79970420588722,3.4037958891751394,0
F,C,E,A,-118.97117471742781,D,B,C,C,73.18299505675579,-48.65058306523403,-77.81830735376724,D,-194.44169040583762,18.76627564247568,C,46.009916355666505,D,57.191505741032955,102.06042775359063,1
M,E,D,D,168.94282963168214,E,C,C,D,-127.95329133022277,138.38611101257473,3.189625016198208,D,59.666524274940016,-66.28206413766908,A,12.093877283360724,D,116.4280865791467,145.39285625051224,0
Other,E,D,B,-75.00848320861114,B,C,C,C,-177.4279461173867,0.15075836574040336,-66.70249668414868,C,44.68576133274059,-203.26763931786326,D,48.30392952519251,E,34.35007672344905,-34.92235956574683,0
F,B,C,B,-14.892735879787782,A,E,B,D,109.79742576056843,-37.73493015588998,-40.85802121805392,D,-112.46672415132181,-34.65154317013367,E,-0.7816550353378459,D,-43.95771018940013,-292.24075223540484,0
Male,D,C,D,109.6738763009661,D,C,E,D,37.34032658383182,11.815167435434214,34.37886864083913,D,162.9826333305996,49.48407711934987,D,22.886846842859843,B,75.74602437411274,-4.903769380100571,0
M,C,A,A,-92.7539248722233,E,D,E,E,30.382871102392308,-31.856589006167624,-12.870329526013592,A,-60.09762368292775,-190.27787979249092,B,158.76693807710382,B,-68.49296938329326,257.26736360842983,0
Male,C,A,E,-68.51262442190682,E,E,A,D,-133.11410675646755,46.19007537677258,95.00326265822135,B,53.54914577694314,19.64581825316324,D,52.63665407643666,B,4.011722096162272,63.148148143412776,0
Non-binary,E,B,E,22.370557007723466,C,A,C,E,39.88700424642321,86.17853890158958,65.52990512392498,D,-28.865577238429964,99.67604588139531,B,-30.970271138178727,C,3.2626418800459516,-127.0866755482345,1
Other,A,C,A,-148.63475425396797,A,B,D,A,-155.61379891874776,155.20162985155503,120.6006599684579,E,-144.3063374658573,-14.821016673661955,A,-55.084737290460104,A,-37.333649370202224,-29.738456878895857,1
Female,A,B,C,-102.82094712286587,E,A,A,C,-48.585735560821796,194.41459184003477,-25.27262540037127,C,23.09223563974479,23.25339689141415,C,-12.308288000947005,B,-80.560500212167,-119.51208892294771,0
Other,D,C,D,92.9866722205662,B,C,D,A,-24.87482100529516,44.796270346651795,-41.42469601499554,A,15.648671275716225,-28.807832937625893,E,232.83672191786087,B,-70.34516040041711,-88.67524219820953,1
Female,B,B,A,22.2596268274029,A,B,A,E,0.407702219809543,172.79525315614254,30.186587297505863,B,30.407400791435723,-91.8249559501257,D,20.326319043273664,A,107.39623388699573,-21.018366368869035,0
Non-binary,E,C,D,-28.94562496527402,D,C,D,A,-3.4641257050458494,156.0430153768444,13.903089244373785,C,-212.14143799762394,14.829834113958887,C,-87.21922032639849,A,131.912652473027,34.3815285600136,0
Other,A,E,A,72.80913509621854,A,B,A,B,-79.15023329252755,-172.50909855554113,97.03459999860654,E,-80.6541240264148,-44.49629074401128,C,-160.1465375663172,E,-23.750972021775443,-57.975295869927336,1
F,A,C,B,-8.51894447499159,D,A,E,B,-40.032422006231464,29.86392507663192,96.44277864138311,C,-67.19514650006364,66.43491642111185,B,51.65503026784979,E,139.38792979878534,133.5927388258987,0
Female,B,A,B,-54.80123556203069,E,B,E,E,163.1542079964551,160.9207301783789,-0.5955115942228922,B,-149.38856235985364,-68.00646018646617,A,2.618189787048452,D,-114.15930425317917,58.12077979540319,0
Other,C,E,A,9.443365541525454,E,D,A,A,67.34889640726136,0.49395461519402134,100.82843292251849,A,-79.22341533286095,25.348488708036665,D,51.33096349582944,E,10.6744042780844,84.01113109918953,1
Other,A,B,D,-30.133439847735044,E,C,E,D,126.03214804773397,-197.82036221543447,164.72626154102153,E,73.72992882129913,193.76671017572914,C,-103.65269380942973,D,-24.010022676244567,-10.3550592000738,1
Other,C,D,D,110.65790354236727,C,B,E,A,150.7262701836466,-51.01575386962185,138.25493223379442,C,-25.831754255592454,78.47270692116659,A,-49.96537800183598,C,-133.2646534273838,-115.4329814991435,1
Other,B,B,E,72.66128690956671,E,A,E,E,70.77285465903772,-72.91992558244941,158.70653440583624,E,187.57828032234414,122.23900494153249,B,23.355890614268542,C,-82.9779021377117,-16.313011130263117,0
Male,B,C,A,103.36979192271798,C,C,C,A,-125.1609120768126,42.710303335050696,178.23501665273423,A,-13.45789982232493,-100.60880631952145,C,131.30567259750396,C,151.1121320602697,-177.1047962502291,0
M,C,D,B,74.44505706748534,A,C,B,E,-26.220663634248766,-69.50858084967089,-80.23867788818434,B,-234.04289271862916,227.5779405872852,D,-27.07385638033637,C,-184.91598984873744,181.86915153007678,1
M,B,A,C,85.99379137511302,E,B,A,A,-59.25882105028093,34.96604933976046,102.18748673361948,B,192.62823494590478,27.686525307143423,E,-2.6009453146758994,E,-160.44297657701725,135.95241594786705,0
Female,C,B,C,-178.41815879579667,D,C,B,E,110.22556686347005,136.87290686206256,35.12801588292242,D,-34.75270564082946,-65.17524713009537,D,66.47602315541226,B,63.804940244179896,-26.474233082483522,0
Female,A,B,C,-0.4517588199203342,C,E,B,C,71.8952425279128,58.85186293911547,43.742550290569824,C,-153.90665659878218,-170.51321822122512,C,-87.47428406018015,D,23.85301715851244,-72.62463132692787,0
M,E,E,A,-36.733844555446716,D,D,C,D,121.2750640791709,-28.49610118539167,-11.627764977773378,C,-138.5918376796971,65.88658004567709,A,-72.10195024766718,C,27.310065974184056,32.225885271126835,1
M,D,B,B,135.00608362633258,A,A,E,A,-58.280069460567454,37.67162730580097,21.601833770526092,A,-57.48277760270334,50.7948959190885,D,225.6045989805366,B,-31.349850789300582,139.75275866002872,1
Male,E,B,C,71.68006609616432,C,B,A,B,-25.714372822656546,-63.21975189638618,-50.20486444719955,A,-52.06056986713949,-93.79897902489785,B,-67.95181374125919,E,45.43927198430738,220.00275026528988,0
M,A,E,A,-110.51469798328561,C,E,B,C,-24.73927575165875,-24.398339880240226,61.8248586421829,C,-8.49550165718701,-132.37878341346473,E,-91.31841209792498,C,-3.803656071601652,-165.94649749021443,0
Non-binary,A,C,D,98.32953096595747,D,B,D,D,80.09035878996956,128.07765732408694,-41.83190980573072,A,28.151604146854183,3.9957370015313467,D,-34.996325982165224,D,-102.1435547141115,-156.658344029724,0
Female,D,E,D,-113.18852450565599,B,E,C,C,174.19110288815884,-78.47123527320724,100.8779083486869,C,-87.30095110951116,-12.57301755685174,E,-194.09839347540384,E,-52.165613634317985,145.93473763704435,0
Male,D,B,A,30.283888330216797,C,B,A,D,65.80018953723054,-16.090444712986958,57.791613490525464,E,-67.25195500851092,-117.9066839110834,B,-128.2653109482416,C,-43.920225117593276,-36.82672298992639,1
M,C,C,A,-48.76663513954015,C,A,D,A,-146.4233749079418,-226.14720502236528,1.264490915389377,D,-48.57349066674202,95.60154540427577,A,-86.71635040636446,A,177.3447432438925,40.820050556963714,1
Other,E,A,E,26.581321135389942,A,C,A,E,62.12068354644731,-175.97782678680147,-81.90272321904104,C,-105.58960888763946,-26.613246523243728,A,-33.61080450701633,E,-46.71797804548477,-253.0668375500889,1
Non-binary,A,C,D,-26.973200191628333,D,D,E,A,163.56835560352883,166.8750048308615,29.59905341199213,B,-77.04311984842573,68.2071060546582,E,26.40387288668904,C,-154.5612547730559,-56.34185425830989,0
Non-binary,E,B,B,-78.37503957506054,B,B,C,D,-8.79481508024679,-91.68300788368776,2.523461263937267,E,-70.20052803981756,34.38592296662127,D,67.82881530871401,B,-13.356300891514358,55.99290012779918,0
Female,A,B,A,-67.57744100017804,E,B,D,B,35.35371171853224,-44.40101462170403,122.81954446472211,C,61.851872799858434,-166.89935001546476,C,91.15753786024702,D,157.09754506895072,206.4967957661128,1
Non-binary,B,E,A,-47.33443270571319,C,E,D,B,-142.57723168153373,-21.232793060460548,63.81140660109141,C,37.876193520605405,259.9236172247359,C,-4.175421234614388,D,-14.080140160353826,-19.965573317588447,0
F,C,C,C,16.192105696525722,B,B,B,D,91.17516750233297,78.49893183383061,-107.7114792057235,B,185.5421559258322,-82.22962420071755,D,-42.22454680525113,A,-1.9297590390741741,-95.56845872311777,1
Female,E,D,A,-80.4116847859595,D,B,B,A,107.98473537992552,37.67457309952569,-66.54732527633962,B,116.26688133921415,-69.04469770427403,D,-57.34569028809769,A,-25.679232194540592,125.75891122829303,0
Male,D,A,E,50.999080992728274,C,A,C,B,13.408555556142684,112.89563947232291,-123.76249807969519,B,181.15941667355992,-120.85105917445782,D,170.54297551825093,A,-113.38793007474264,44.46874061728705,0
Other,E,D,B,338.53510248263785,D,A,C,E,174.74132599625193,13.635699497940465,-29.350916829200948,B,-79.76780142485022,160.42516064934398,D,133.47337981327303,E,-57.15056434602459,-268.2610148287325,1
Male,B,C,E,-26.744080603962566,C,A,B,D,17.25447487011142,-65.7356674732804,216.00198866863093,B,-37.907090737277535,128.79766073516882,B,101.47085190042722,A,-78.89513295168362,43.99311029901324,0
Male,A,B,B,-81.1675333550126,C,C,A,A,-96.39173917854622,-290.11169721004563,-192.6561538280855,C,-194.89783245949934,-1.047011556596904,D,47.56075605800979,A,-41.24528081239451,22.389153464482938,1
M,A,B,D,-106.22832365873269,E,E,D,A,-222.5114086348265,101.1234114584795,-81.19070183226195,C,-139.516818274316,15.830137636348859,D,127.24007362292897,D,-28.645377417407676,-8.713646394099223,1
Male,E,E,E,-15.219622685843257,E,D,E,D,72.15466609433982,121.41515386679662,157.4916366594334,B,-82.5246646510008,-75.53333587111374,A,-84.78494110825042,B,187.7022938158994,-20.28358068275286,0
Non-binary,C,C,C,-12.865831239323583,D,D,C,D,-24.619276074443572,-6.429412024238859,124.1905574787452,A,-207.31477939722924,218.2464136129682,B,-39.204587851656875,C,-173.34267385515392,-15.95487376780223,1
M,E,E,C,148.24875847701148,C,E,A,A,-116.32135448489143,2.0336352332825927,59.35327681096766,B,7.665008337502684,118.57886167221704,B,-21.141898778454394,A,52.11505627587915,-5.907945674935697,0
M,B,C,E,-19.93696111769581,A,C,D,E,18.247921224827213,-96.72497340180195,85.31719976594991,B,-133.1303218427761,-63.992547789519826,C,-3.5972757251271066,A,-84.61533111799902,52.670844554439654,0
M,A,C,B,138.79485031272043,B,C,E,E,-97.16344908557836,161.01822415118232,-118.16031479714513,E,-79.6350758974659,-50.485649547251555,B,-83.57356045486696,E,-51.234429490473296,-105.20631875391177,0
Non-binary,E,C,E,-205.40808505863072,D,B,B,E,132.0646185149033,-186.00404445426875,-166.59002870365413,A,8.000328514528782,65.46485096356783,B,26.573173275267898,D,-81.91927247113578,-69.2439985529441,0
Non-binary,E,B,B,64.97105279778887,B,B,B,C,-80.18854679424915,172.82158869220868,102.48835974679305,A,64.21075060572684,-269.97171600491635,B,-156.43265464656605,A,-3.621202369049553,-137.2002440832527,0
Male,A,D,D,54.24288391150872,A,B,A,B,-70.73452027947657,-7.256192567863358,41.161974993127956,B,-105.35120598411136,102.33939696598011,E,32.52726313601679,A,-105.43574006857772,66.40771813838916,1
Male,A,E,B,114.37630959523277,A,C,E,C,-79.71479774883146,-22.663172777374786,39.232511897020316,D,62.9439788119946,-12.546923868378112,B,4.748509767459941,B,48.45768698973559,19.631630336318743,0
Female,E,C,D,-24.218225455256988,E,B,E,A,51.417233432890306,-19.464739080323344,-19.481071380582733,C,70.56872751210771,60.62876399713335,C,8.749747695945306,D,-17.707929448807498,110.24068051249142,1
Non-binary,B,E,A,-100.79890568635062,A,B,C,D,0.44658404779186434,-2.8786568731589703,89.32718210740424,C,148.07224414043912,54.179310378386184,D,-57.238224450125905,B,51.89025867095752,-40.46044580775708,1
Male,B,D,B,115.66460735503968,E,E,D,E,5.325717742064586,68.05215550880203,64.38666875112578,D,-103.71011566979018,-60.453107383504566,E,162.81988888616698,E,113.16417113263823,99.52664488521275,0
Male,E,A,A,350.0813183479338,B,C,B,D,134.30972245704677,137.70841513997595,94.56303239268952,C,120.91175427308735,-40.34019717512127,A,156.75443945965958,E,34.987038396743735,-99.5251318810064,1
F,E,C,B,-45.983202038606265,B,C,A,B,22.699718064978274,13.470942110791873,102.42473917645849,D,-37.87641142429872,-93.95543783547377,A,26.298789839224586,E,100.16958539313474,-41.81540699716438,1
Other,D,E,D,54.11600709726642,A,D,C,A,-109.75270046053768,-115.20372195868478,127.04754571129145,E,-19.66465317697103,-36.540712191212336,A,88.76803091506196,D,-56.83610848218853,74.43238200915562,0
Male,E,D,A,-68.60824085537763,C,A,C,A,11.725524475260535,-22.248672962919223,9.450498930988564,B,134.26156505792335,-7.820376145174259,E,-164.73727756625016,B,70.46551766083847,-177.4889619274231,0
Male,C,B,B,51.267934593737465,A,D,A,A,38.91465142732577,29.773790762299672,-27.790697637280896,C,-78.90405088114669,-157.20332540726216,E,71.74988672311075,C,47.43056415008058,-16.844724375030275,1
M,D,B,A,-46.79878504315837,A,B,C,D,171.6611393367343,63.53208402824517,-0.8132697320102802,A,89.6737578337422,-43.28917252338502,D,114.19008598528958,C,139.2987255152625,-146.21755675252987,0
Other,A,E,C,34.55529045577258,D,E,D,C,-26.98783938974037,18.580004816802738,-123.02052167640538,C,-71.85013001026876,87.38259587408662,D,-20.74365556728154,E,57.534632018289045,147.63264695415484,1
Non-binary,E,A,A,-37.425062926626936,C,A,C,C,99.88435243265357,-35.97803488974413,-221.8793899330319,A,-22.765425139309787,-101.25270121964137,E,54.61403133360998,E,71.83678742815816,-82.08190249049531,1
Non-binary,B,D,C,-107.36033728425885,E,E,E,A,-31.169235468626606,-23.750766026974297,18.46268758874684,B,-13.547253590180059,-19.57804999913193,C,162.6663451531081,A,104.59945720763912,118.7732659743957,1
Other,A,E,C,-70.85506711076339,B,A,D,A,-133.68056515390765,-60.170351286704495,-121.744650840329,A,48.34222296529666,66.32122031820504,E,-89.20080146624309,E,-341.0513983428417,-70.85878451421084,1
M,A,C,B,-19.77201937350014,E,A,E,A,165.61452117728362,30.29969834846534,144.3683477691081,A,-6.925782584290265,40.25423698914694,B,-2.4586388371938344,C,-20.736081168489378,4.056034671134174,0
Male,D,E,C,123.0704212155214,E,E,D,A,194.62288957074094,-151.83694089291296,184.51318941614375,B,29.282317245542277,127.14513830304116,E,-95.13076080638385,E,30.350635964215716,-100.24918982397517,0
M,A,D,E,22.80780786625845,D,A,D,E,88.59312168030499,-41.305924345606165,-103.65854108137475,B,66.01854248525595,-53.18797798778202,E,40.8623188767645,A,-157.39306203501317,13.227450901470908,0
Other,D,E,D,-161.3009797990214,A,C,D,C,61.42804397645989,-58.87054665782785,102.17131182481496,A,205.79332723082837,47.58344907607749,B,-55.77250357776865,E,17.025215424498573,119.41628574474879,1
M,C,B,C,-170.0042209638175,C,E,D,A,19.706648926968434,-29.19651690260587,62.836804154608096,E,-34.27796436001511,108.65034505943242,B,99.82409897208717,B,18.68599631960445,1.8805096217816448,1
F,E,A,B,113.50160068996635,C,E,C,A,9.719104996507602,-117.36446342310462,5.295586365302887,C,-39.173725614975766,-175.3654029359353,D,-86.71837991791729,A,-95.36334328930852,37.843161658243716,0
