nationality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
US,67.9096659316644,-122.19495055267424,D,E,43.593195351653094,-32.12118630105297,E,262.2712577602033,E,D,A,0
UK,159.1632515318371,-16.068162923762838,D,C,287.2191765770273,67.41007901952366,A,-33.16990388253148,C,E,E,1
Germany,30.131938243876544,-120.54055215967527,B,D,35.77891806054881,158.90425138763192,D,-103.77850583335227,D,E,B,1
Other,-71.09877399897188,-125.38078599878473,D,B,-151.12364602884924,-56.24811489349484,E,-106.58935727978154,D,C,B,0
Brazil,143.20458035738028,-4.926112056105663,E,B,94.44123347144324,84.17086856952604,A,-101.01369864000182,D,E,A,0
Mexico,185.0730032080321,-180.52399759097702,E,A,-44.747755306894746,-54.36651810814991,A,-94.58527464584549,D,D,D,0
Mexico,48.10227761099895,-23.54046401242578,C,A,135.89618557067965,-156.74027786466144,D,-10.406591544679006,B,E,A,0
US,82.83063326998574,-152.52646791176699,C,E,-9.71808678256165,-80.56428807013228,B,-79.87074976747405,D,D,E,0
Brazil,105.64014710408178,66.52741040845638,A,D,-77.40455072468156,-18.63971620761492,B,56.00555193508773,B,C,D,1
China,61.184251186568375,-263.9518405030644,B,A,-58.85341684244987,-38.540017384643214,D,68.45832485848294,B,A,B,1
Germany,146.55605369145994,140.50018528021485,A,A,-149.6785615929301,-129.46659487254638,D,67.51080431822602,B,E,C,0
China,-64.2756929156043,-128.30244303118508,C,D,120.10851364718434,-23.911178555597676,A,-55.978819934939516,A,D,D,0
India,-119.55235610547103,-110.538730023053,A,D,124.45211452102424,181.94475377737862,D,85.78438758608272,B,C,C,1
Brazil,-67.99022270715732,-107.29229042464705,A,D,68.63479369306373,197.41543667729633,D,-60.187678872386854,A,D,E,1
Brazil,-11.775526028116001,-87.18824893244057,C,C,139.54687213851238,60.0320024629891,D,242.47934141117256,C,C,D,1
Brazil,-33.21916347249525,76.97485498342238,C,C,-44.320238974968326,-72.28475542901896,D,-133.56186678048147,D,D,C,0
India,38.67522968343188,107.99928170723265,D,B,151.3063001191296,-63.12320015582715,B,181.25538818245138,D,C,A,1
Mexico,45.82062026291578,40.46379684130481,A,A,43.122232332072876,-115.78782456303442,B,-200.80820263860662,D,C,D,0
Germany,21.324544602343646,82.95529524523361,C,C,51.574983529636675,23.595861185968932,B,58.96246043433663,B,C,E,0
US,39.02719305704688,-7.6631479449817945,B,B,-13.737875664480374,56.73832357892024,E,101.72030714690369,B,D,B,1
US,-24.3428079606176,178.1049168526256,E,E,72.25096358679578,89.05772746358946,C,-25.46546261826972,C,B,E,0
Brazil,11.21611190256774,48.345399009474505,D,E,-12.466070280633582,-240.44118942938795,E,6.956136558167392,B,B,E,1
Other,-26.584699104645786,9.813086151325287,E,E,-66.62209071674884,100.54377625167741,B,1.290949508489562,B,D,B,1
Brazil,-138.38911710241797,40.5898584159791,B,D,-43.3617954354552,-25.832309340944814,A,145.37150309527613,A,B,C,1
India,75.07784011829779,-156.40187594183405,C,C,-57.65851909649348,179.04256628629767,E,-13.294073016868044,B,C,C,1
India,-75.24627584459763,-73.8464710118888,D,B,141.46517944758796,-42.186779327128164,C,-113.77629731408297,B,A,D,0
Germany,67.44078554015869,130.57905174991348,E,B,225.3196984211428,-55.281482157165016,E,85.9526430294556,B,C,D,0
UK,79.59166839176879,-121.44028652665797,C,B,28.64581771531317,30.102313563028922,B,-45.062270794833886,D,D,C,0
Other,-54.87274116766911,60.45284022313905,D,D,51.77986418480695,-135.08384265340828,C,9.152414460316017,C,E,C,1
Other,102.87044828574246,-48.49098753425326,B,E,115.84016456145574,66.28226947545484,C,-19.31509778586358,C,B,B,1
UK,-38.29575595733705,79.97417254065992,A,E,-42.77273493903108,3.6060907019156603,E,46.74565592649228,A,E,D,0
US,108.02343418558473,-160.5844491147712,E,A,20.091966864387576,-126.08000768598858,E,20.931616567712705,D,B,A,1
Mexico,-39.86082546532488,-16.411419233254723,D,B,-119.33501514923984,-15.662280067518664,C,24.344878050976085,D,A,E,0
Germany,1.3102756177229797,70.44728179270356,B,C,-84.69394310365081,-166.05193953155631,D,-90.74579657651043,B,A,B,1
China,137.32018200270306,-44.77370695772553,D,C,-96.49882301360404,-68.95896833034438,C,-114.81628507248722,B,D,C,0
India,47.93890762141827,112.10827970485076,E,C,-60.15093403453348,-56.63107800903193,A,167.3465524070931,E,B,D,0
India,-97.38616728780002,66.31489775063383,B,E,56.624512384142854,-36.246129444084836,E,89.10257396922336,B,B,D,1
Brazil,-30.052236136118264,-11.81839257937387,B,D,-62.365922361948556,-8.687225910429639,B,115.06270297228704,A,A,A,1
UK,-83.76322559873284,-140.93638027402477,A,A,147.42633782636372,-12.595077843121635,D,-14.05701516629312,E,B,A,0
Brazil,89.43608607536865,74.32196790064569,A,C,8.706240029202789,-74.30230866527066,D,31.03517268713995,E,A,B,1
China,-148.2116752757006,71.27626781629704,D,E,70.37379916245689,-2.0235665874138777,C,89.97655925457255,C,E,B,1
Germany,-147.6830009415736,105.32983638507667,A,C,-48.485785064552104,2.681149138104494,E,-135.68033034633794,E,B,C,1
Germany,-81.81054853491023,-79.79874469087291,A,B,92.6861799367466,-63.122825466347855,B,-268.0224889228574,D,A,B,1
China,72.61431678646876,-80.21083447574824,E,A,-123.46230155075189,-58.57421218977634,D,-114.86981815292225,C,E,E,1
US,-112.94115865123725,32.193055125888584,A,D,-16.992246362834223,64.79862731359177,C,-131.0679072490238,A,B,D,1
Mexico,64.02347211180742,-155.96107811613643,E,B,-8.135246609267224,-47.46259613743077,C,-111.30190686924368,C,E,E,1
India,-19.27862558755942,51.63108753009601,C,A,48.481630912273275,-18.955074723539575,A,-59.16486640407543,E,B,C,0
India,80.43638467690833,-22.618318788832575,E,A,-63.71646169514092,-2.7017173386462088,D,-97.47135830747546,E,E,D,0
UK,-89.98154582027878,-35.747230646764336,B,C,16.677546893812213,-224.3600336317464,A,30.047014495080333,A,E,E,0
Mexico,108.54434044150368,-11.361304958150702,D,E,-26.380802259680696,-157.51717992915198,D,186.71160076731445,C,A,B,0
China,-106.18204910696636,-44.33216279516403,C,A,49.92787679364862,141.26049822644077,A,-165.72280918192618,D,A,B,1
India,84.61010820662555,124.60815339796083,B,B,-3.6364734080794046,-175.3422342400224,C,-152.66537149828457,C,A,E,0
Brazil,-87.41332059054317,-29.293971426007708,A,C,-55.541865734627336,29.266069281114156,B,13.7771303824398,E,D,C,0
UK,-140.5833054269096,25.73497578034515,C,E,-80.78203203609064,190.8027076439771,B,-20.867822157097805,D,A,B,1
India,6.955732825600489,142.18373314397942,A,C,51.20700216622311,121.98376991158963,A,-181.76120208573397,B,C,C,1
Germany,70.6315521019151,-13.831064151502087,D,E,-28.810582311284332,88.86473508739513,A,72.62916625878229,E,E,A,0
India,14.992288882870419,206.10305183313648,C,B,-3.9426528171073962,-53.976323802820026,A,-15.02083681075489,A,E,B,0
Other,100.17749212673148,120.45879769144368,B,D,-129.5566266457554,106.40516709859149,A,-159.66907547418856,E,D,A,0
China,39.7510977323559,154.2544502079543,D,D,106.51852934884454,-71.78937613751935,C,-36.546125800966784,D,A,C,1
Mexico,-145.71310505404077,-70.27907112679073,C,B,-22.651969294096595,206.35993959077777,D,98.10473125646672,E,E,E,0
India,227.2214081844022,-100.38217542233134,A,E,-37.99753357955512,4.179777901462267,B,293.9627767877366,B,C,E,1
Mexico,-9.805837538150202,-101.14345876507593,E,D,72.95038784728581,141.72244668457458,B,123.49602582237915,D,C,E,1
US,27.738262572809685,-62.0043556413107,E,B,-90.23314887747217,-121.23964683176747,E,-62.38578571666059,D,E,C,0
Brazil,-87.23302433317092,-62.62720574425417,A,C,115.78712213844389,84.16863111566813,B,21.250508378693752,C,C,B,1
Germany,30.239519114246576,-115.82367971556377,A,D,-42.47401029275167,87.00856056228955,D,-29.430671354300852,D,B,C,1
India,-64.93820439985947,-82.80084029964809,A,C,43.609068374465174,-230.39273284086383,C,-116.73733357192346,B,E,C,1
Brazil,-11.372882036977709,68.58029242051028,A,A,-50.649324792500515,41.15654165023611,D,12.238801576197353,C,D,D,1
US,123.99101201660956,115.90705680495546,E,A,182.88757639825866,-277.53180521137455,A,-40.894273649466136,E,E,C,1
India,-131.79667134101612,77.3463204470841,A,D,117.47763375619019,35.06102271325937,D,-22.975606837760285,E,E,A,0
US,-106.03360318355173,7.272328718818864,E,C,-70.63113198004301,63.314120364464,D,-40.71252309492935,D,B,B,0
Mexico,-96.55991315396116,36.68845694823604,E,B,-54.717621165944294,50.31090659907513,D,102.74469983058265,E,E,D,1
India,137.18175120294117,-45.7944917822454,B,B,60.470341517524616,-52.723929596150555,E,28.986530225269043,A,A,E,1
Mexico,-59.22763092700748,31.9220424219332,C,B,-47.19212009170256,-6.406782101889521,D,-20.023068419903012,D,E,A,0
China,66.83542328773105,10.749331289582992,B,E,7.462199042562634,-41.501700408072736,B,24.857904475598136,B,E,E,0
Germany,-39.82566612345495,19.381720254608705,E,C,82.4920263280973,66.30975292997772,B,148.4584784091096,E,C,B,0
UK,-45.18257431216239,71.21120665438796,E,B,165.4414995644682,-106.01711661355506,B,161.79322161274118,E,D,B,1
China,-78.90930553401402,75.22554871794142,A,E,-23.76558280666535,-55.251293779523834,D,90.14547788173012,B,E,E,1
Brazil,-117.92666713946178,-176.89783057027705,E,E,-167.87810024269294,92.03121229549596,D,80.68505661796382,D,A,C,1
India,-17.56811947376372,39.262735576749805,A,E,-36.18485428528697,-153.2773980326524,A,44.085936974874436,E,C,B,0
US,-88.20582068887089,5.780142526871791,A,C,59.70665589879515,-45.5183574060556,D,11.883253853569482,D,E,B,0
Brazil,23.28364355216902,-33.54888479866683,E,C,-6.205358423974977,-42.83872637680444,E,-10.887035300571558,D,E,D,0
Germany,215.95072604143843,144.62069283266302,C,B,22.811388681679947,19.143620066907797,E,19.81659115724371,A,C,D,0
Brazil,-137.45526569614864,-76.25854385669774,C,A,-24.38477626841232,62.1091146320041,E,78.33589856177053,D,B,C,0
India,-302.09559633658006,40.49708424949936,A,A,-31.25517323065473,-147.4187404625022,C,76.93847359823131,E,D,E,0
Mexico,-16.68356884898953,-136.43932705473446,D,C,83.92255462583763,112.5305452165255,A,-10.336289799846563,A,B,A,0
India,-128.97913068231986,107.53690155474214,E,D,-16.232519936106833,25.62810237681149,B,9.643230480637197,B,B,D,1
China,69.68656247069268,206.2841783252373,A,C,-116.11718908774277,100.00107278485754,B,-168.61397188564123,B,B,B,0
Mexico,-31.852738708689078,-4.8560553374269855,A,A,108.8062161577364,9.795662589876983,E,-37.240588144725834,E,A,E,0
Brazil,33.246949620208305,-30.320156954790356,A,A,-13.732162056264055,-232.72600532904661,A,58.5327028372218,A,E,A,1
Brazil,66.63800587085693,-42.914986308955356,E,D,-78.05355522213824,79.99773211428798,D,-96.62251631959722,E,D,D,0
US,15.329161922167211,-76.42038944263648,D,B,128.42795323319564,52.181436508887,C,-86.85813535560243,A,C,C,0
China,16.55334710809345,-0.3201351613913926,C,D,54.42501862845756,-108.03867068867841,E,-1.2787731737530177,E,C,A,1
Other,46.6003032491118,-163.21781928940183,B,A,-11.149859190634002,-20.761205615920613,A,-209.8937114572868,E,A,B,0
US,73.77792080656789,98.45019145203547,E,C,51.40552193259214,-266.39598110219737,B,3.906270350938892,D,B,B,1
Germany,69.96284722925972,88.34312226077634,E,A,20.12412373207301,-19.98065668738423,A,-39.846687522002284,B,E,E,0
US,140.39112232236025,-202.7105989615913,E,E,17.981784976925343,73.82614567576667,C,-183.5397350830996,A,C,D,1
Other,-172.95043216845346,196.76115958143666,E,D,16.50021679416696,35.68870849435774,E,-128.7832288036556,B,B,D,0
Other,-193.5935017928537,-68.78292514905783,B,E,23.367296177366114,147.34477938070575,D,-89.87685080238958,E,A,C,0
China,54.8328772466976,-76.50463844648725,B,C,7.741814707108177,-25.73267837234658,B,48.90052072117385,A,A,C,0
US,175.54318887971067,134.4990509282679,B,A,-20.30499159675186,-50.68149935921332,D,-7.079853791802327,A,D,B,1
Brazil,-207.07815087613562,-120.68968005868524,E,A,-3.5567032842804083,-229.2794710394552,E,74.14948269064702,E,C,E,0
UK,66.8778697343243,170.91922976055295,D,E,59.36074542422757,-7.799174889920704,C,-2.3941418034529427,D,D,C,0
China,-87.41483890837578,-106.35157590638207,B,E,75.15660089411018,-25.12968042450212,E,3.7181597173401566,C,C,C,0
India,55.484902100305675,85.6484539366531,A,D,-108.56610377200661,-74.82001809981266,D,51.28831729548302,D,E,C,1
US,61.450671163441974,-70.6104159046834,D,A,76.67406232388757,37.51815425809137,B,73.00003985004409,E,D,B,1
US,88.22614772734171,-17.743973679983892,C,E,51.03028423399418,61.35543518684372,C,124.54845996491622,B,A,C,1
UK,57.5213219609265,-48.60463912889616,E,E,68.3572576895081,87.98530436294897,D,-128.45813277134178,B,D,D,0
US,-92.1487607416201,-64.57097591514166,B,D,-68.35067450536104,-58.53233917970721,D,-94.85196553363387,C,D,C,1
Brazil,86.78686457044267,154.25237076906438,D,C,-143.51078433264593,-0.2918760876076002,D,-105.11837068063589,E,D,A,0
US,23.02503264944782,52.540350870780536,C,A,-33.3204643933596,-61.068967700608226,D,-12.1804348957233,E,E,B,1
Other,-57.820104346685675,241.8564476540807,A,E,-5.587721649583607,-77.35783186792194,E,55.227922488291036,D,D,A,0
China,84.13236043221694,-51.07008518345181,C,D,-103.66646420945341,-25.125335266291515,B,-3.387222934386571,A,E,C,1
Brazil,-29.146260439955068,122.20470267987284,E,C,159.14983597902784,-84.23832535147938,C,-88.05544105821798,D,C,E,0
India,14.934082111747248,92.29702353391023,E,B,-27.964650678666974,179.04622164587875,A,-2.244083626578612,E,D,A,0
Brazil,43.428837998605616,-128.9539525123766,C,B,-161.6712346531221,-46.11754721343132,B,52.48375810524303,A,D,C,1
Brazil,81.77265672033852,-121.60272706073758,A,A,-124.52010137477146,-27.370922864067758,E,-58.668549000392254,C,E,C,1
Mexico,99.7709032790244,22.00251200599354,E,D,8.203171802650017,-72.25806814801103,E,-27.604173224474405,B,B,A,0
Germany,3.8505783940428353,-28.51844233657786,C,A,-180.95832628202763,-16.66157127766052,C,25.00413018403318,B,E,D,0
Brazil,70.70000294292676,17.065770740915003,B,A,-68.86485629231643,-45.2995554945624,A,-104.4642223791151,D,B,C,0
India,97.29432738577437,36.59360793922525,C,B,-124.23802434212831,252.31413265369667,E,-8.397484146259814,A,B,E,0
UK,65.95247331338395,3.9515520457829507,E,B,-36.33071303263734,18.591391891353783,B,-0.3904616778146705,D,B,B,0
US,60.675494707687825,-59.25617234915011,C,E,108.17018234303879,-82.03788362006377,E,13.231009226996227,A,A,B,0
Brazil,-161.3147212793208,88.41131917049188,E,C,-146.39166664736865,-97.54061205747936,D,-83.15668285575826,B,C,A,1
India,148.8978858240482,-49.637796187128544,B,C,58.43193631492041,11.537920461101486,D,141.2846818891719,E,A,A,0
Brazil,-182.38312548690087,-148.990844634343,C,A,-2.3291569681863895,-71.2356039312166,B,41.52122394335819,D,B,A,0
Other,127.82016951193256,-33.9057414520824,E,C,73.90116942809779,47.240768490617185,A,128.7870249022883,D,C,D,0
UK,60.37760258738981,-123.93468859628518,C,C,6.044031198011797,38.68444265409423,A,-79.89537391975055,D,E,C,1
UK,-57.457003856441894,-47.23057880867077,C,C,195.22513989874994,199.61921753925216,C,-8.196908148655197,C,B,A,1
China,99.40157213388973,22.4619493315113,D,E,35.659785665863424,-135.5837753239851,C,-76.1567255883759,B,E,C,0
US,-126.33005307350696,160.2845757269244,D,C,-61.07435324921602,22.34304087133975,A,123.36502142427031,A,E,B,0
India,12.988205287650501,82.74473630911803,E,E,139.5411028288309,91.80647681053426,A,-30.576229924954053,E,A,E,0
Mexico,176.72604710929673,-188.09669718817847,E,E,-64.18432436066327,148.5333856695259,C,-0.4125744117558596,C,C,D,1
Other,-229.0022770024855,-115.5599786149043,D,C,49.587037872418485,-138.7960993192632,C,153.74913791289555,D,B,C,0
Mexico,78.95976694081168,-37.801777611352286,A,C,-7.189960558420341,56.22211165121613,E,100.2919629028318,A,A,D,1
Other,-14.898749388542642,-0.7072960244658096,E,C,40.886611202643884,-20.306967553262265,E,1.4173801057775237,C,A,C,0
Germany,26.056459532038716,15.981369089860845,E,D,18.735314501712562,-90.0345384750151,D,166.99714303107123,D,D,C,1
China,-19.773187594058697,151.8314331879739,A,C,51.25038896629769,53.58712807509654,B,37.90431547496427,D,E,B,0
India,80.45191086393798,-70.66840456456084,B,D,-13.813650613686296,302.2703157638202,D,-19.366642235453142,A,C,C,0
UK,-53.45409550369887,-60.05379353245349,E,D,21.44234610217601,-80.29559867877234,A,-19.998894458310485,D,C,A,0
India,-182.99698214673526,156.7016192990325,A,A,-141.5175053824074,13.97033101778419,D,2.9806458676179863,D,D,C,0
China,-45.04615528314723,75.37124500312844,B,D,81.31749177693005,17.30444063647974,E,-86.49712589148822,D,C,B,1
China,29.159260551792578,89.07704900514966,E,E,-40.99748765818301,-131.29594639559602,A,-167.87041357118537,C,A,E,0
Brazil,135.80120266277908,-156.22285145633268,A,C,-123.6082658637361,246.91732731205857,D,62.05567459303173,B,C,C,1
Mexico,72.53618359928498,92.04653086400818,B,D,144.55024369540206,233.49531958867766,E,55.95941180714519,D,B,E,0
India,28.683430560934976,18.105536284546115,E,C,-26.043560721446212,-209.73554522264112,B,-30.453869297083138,E,A,D,1
Other,144.89987902473808,-33.184585567718614,A,D,-10.119332019201513,6.777348969910034,A,141.50629044564926,E,B,A,1
Other,66.69921635831518,41.73599349340952,B,E,-180.46561447701413,46.27153031153309,D,-232.70136602011326,B,D,C,0
UK,158.17359001936896,-109.45578210392415,B,A,40.46356243669925,94.6597276651501,A,-11.477323686590085,C,E,C,0
UK,-124.28292563513985,57.62833399548353,D,C,45.763216073554844,-54.61846237043532,C,170.49515883302203,B,E,C,1
Brazil,-57.78821546641875,128.172188102509,C,A,233.31114501340235,-40.42609189652545,A,-204.58402046236128,A,B,E,0
India,53.34383218337887,-94.8723196385476,B,E,-26.547409904826097,-108.39729016615462,E,-71.68766384876403,D,A,A,1
Brazil,-8.003775286701368,105.65878859851354,E,A,-85.05780675847018,-50.659914514847124,E,-3.9533660012677934,A,A,A,1
Brazil,-48.46874110573276,10.586299270445986,B,E,120.00313135518105,-101.2824034281071,D,-148.21700280857033,E,D,A,1
UK,-92.80020565324642,-32.64254166365588,B,D,162.85935202597057,-13.794451645341788,B,-77.54758001681245,E,C,A,1
Mexico,70.65808815973746,-106.32133017311412,A,C,-58.57637042880134,-59.53111012415159,C,-126.86947110717281,E,C,E,1
Germany,-136.9651254329631,86.76479814097846,B,D,41.678851602627944,-85.19903610105187,C,108.27743941395542,E,E,B,1
UK,-29.426916884405337,14.081541111416454,D,E,-67.93208770491943,59.69476839170109,E,-152.8733639168186,A,C,D,0
China,5.6848805780383,5.782852652043491,A,A,54.86066288688295,-220.9932005230816,E,-145.03008990444837,E,D,B,1
US,61.77696822386992,-122.6550609220692,D,D,-90.04911952436531,41.96419307304973,D,-161.19836962718057,E,E,C,0
UK,-71.08867789922564,-0.2128832168120078,E,B,-14.197985593462326,-64.79699324502734,E,44.5042296718136,C,A,E,1
India,-84.86772842316509,-38.510519259846994,E,D,100.5617936221854,-120.58251508903946,D,56.15838499879337,C,D,A,0
Germany,-70.63872775422752,138.99881289479782,E,E,-59.487370495611316,-72.63757109051659,E,5.5799809725067675,C,E,B,1
Other,-70.42020244113928,5.894466316673885,C,E,154.49011360636123,-41.79216717779589,A,68.63248775265241,E,E,E,1
India,-30.25382645111328,-205.23943393128422,D,B,114.69512206722499,53.842968442619274,B,0.1568716043372828,E,D,A,1
China,44.81507125877925,-102.58418367473227,D,B,-46.61764624539605,84.59325920470005,C,-20.757595137631686,B,A,E,0
Other,35.84395698677295,-49.213540881792945,B,C,-3.6608556611737395,47.01324807777332,C,-30.567941734727157,D,D,A,1
India,-45.14977650268741,-249.54394838135886,C,D,-59.79163555760969,96.5821924505717,E,-39.47731514423147,E,A,C,1
Brazil,15.681847703813027,48.205331206038544,E,C,32.41571772031197,-5.85621042088816,C,-20.59829573542224,B,E,B,0
Brazil,13.796373493474318,81.39669456392421,B,D,-30.72550435757228,100.5659096070031,C,48.45363434560249,C,D,B,0
Germany,2.913280578346023,72.57915063838402,B,D,4.787076260075892,-173.78526522801562,A,-50.37456223122572,B,C,C,1
UK,-60.391723299983134,-109.37317980437786,A,E,131.95749484093557,4.645139518631501,B,-19.13219008716595,E,E,A,0
Other,-229.02970812823673,-23.985045873614933,C,C,-43.72145127306899,356.52369886005056,B,-4.510155580751561,D,B,C,1
UK,-34.94025696275249,-38.16276328890994,C,A,40.69981491163322,69.92539645381875,B,-132.0633516230813,D,C,E,1
UK,-138.64967540009937,57.457467406715466,E,A,-160.32736499242003,-160.46681534802303,E,127.42053327385518,A,C,B,0
Germany,-70.59859435760204,-70.78056797418431,E,C,17.386858937185693,39.99428065581441,C,-77.78410333180494,B,E,A,0
Brazil,146.03123272778268,59.03885230312284,D,E,-96.94788662796925,-9.531925347556454,D,-20.714371658870355,A,A,D,1
Mexico,67.10074572713124,51.75226221208301,A,E,-85.29745216055,94.65464946148965,E,31.84238638126848,A,D,D,0
UK,-63.6660369436925,68.19774877685198,B,A,28.095919364948298,84.45172930971488,E,-168.17052094972132,E,A,D,1
India,-151.10425879466823,-129.25647707415126,C,B,34.376724719220526,-51.82933980032581,B,-37.56342867205155,A,D,A,1
China,-62.496292772353456,32.7539637089447,B,D,-12.108261134044033,-49.87687798025914,B,-12.106953699451442,B,E,C,0
Other,129.71151920669,71.96233844826381,A,C,47.43908021743323,-168.45861732460972,E,-24.037033917236926,A,E,D,1
UK,90.54865381407348,-4.012294060587328,D,E,16.116366992721268,168.93733900779213,B,34.85912471469569,A,D,B,0
Germany,14.50914305787722,106.95881470369639,E,C,140.2273955319721,-122.32434137992745,E,-134.60375291100064,E,C,A,1
China,-49.57112008959532,-26.932835963768426,E,C,50.56082306086116,47.59904071934102,C,9.833267642023207,A,E,A,0
UK,-22.154077627423852,29.27185659667913,C,D,-110.04313562641397,-98.77222294980764,C,-161.13556822643525,C,A,D,1
Germany,-62.87522871162214,-31.976929661632873,E,A,-67.08779161593567,59.15430760174261,A,-63.101023498498996,D,E,E,0
UK,151.6083445659676,150.8273432993568,D,B,-60.5913380948281,18.963878201374055,A,58.92918180111839,E,B,E,0
Mexico,-71.86809663095374,-53.91931800402854,E,B,116.49151233098713,-77.36824015503495,B,61.74892603840979,C,B,B,1
UK,133.6418331479469,-174.39793620090344,D,E,-91.39188929774583,165.81236964708384,C,46.896590282519774,B,C,D,0
US,-28.217273040682393,-117.12790701279422,C,C,-186.74344486071118,17.503076250516816,E,-21.414330148672732,E,A,A,0
India,-182.5268098192592,-147.0480394072256,C,E,49.72587674648167,-23.080343053973834,B,-37.11307508425214,E,B,E,0
US,-25.199553984709933,-60.84238653151889,A,A,-75.73178413300987,64.32822779978825,E,126.20295688276433,E,D,B,0
US,52.33389729593908,-54.07100178200067,C,E,-29.749980414526156,22.142639741902414,D,63.514742595288745,C,E,A,0
China,-23.680202839612363,-84.05547848628527,C,B,-132.0439319520455,-28.291790870510212,B,59.70544481791046,C,A,A,1
Mexico,-196.82121382435668,10.641856331792765,E,B,-76.3166517384153,33.16044425779657,C,-9.857801529457271,A,E,C,1
China,6.63385518592037,110.19068816832875,C,E,113.69885254671222,-141.7741951332805,C,28.650169567534473,E,C,A,0
China,199.10921980095122,-50.45003266278947,B,D,36.30019015629677,-155.30269807591935,E,10.02363844741032,C,C,A,0
UK,80.20916666209392,72.90454011749455,C,C,-43.62322137164609,-48.374496763481325,A,61.26708607342927,D,D,C,1
India,-53.89297240652008,181.64169005219586,A,B,-117.56844591979349,156.29773453155883,B,116.34946270709372,D,D,C,1
UK,104.9420264434835,-7.858482273332387,E,B,-86.86464846098913,-110.27569680463452,B,-150.30029723939086,C,E,D,0
UK,-78.94275257117475,48.39130333664247,A,B,96.65469314274463,-107.03342815248362,D,-84.95065159684397,B,E,C,1
Brazil,176.89443300011683,38.43427233133356,C,D,-137.22373376134934,-53.001684504598956,D,72.65095723146251,B,A,D,0
Mexico,78.77815607659758,186.94083645575742,C,D,-3.3771185225267955,-19.10988771155241,E,36.11465669043437,C,D,A,0
Germany,13.965498554415445,209.77038494584468,A,D,-12.064320469462555,-65.55393780299583,D,20.914953697458877,B,B,D,0
Mexico,75.22991138470238,124.08860947410507,C,D,2.5634049155861214,-15.756614724086246,C,23.135102426946393,A,D,E,1
China,66.10326325819003,-106.54057714661107,A,C,-51.96563036528098,5.096917756710804,C,-53.77899101184027,C,E,B,1
UK,-76.55519625399766,1.3211854937819159,C,E,93.55835906275219,-119.07049593695864,E,-42.625959428009345,B,A,E,1
Brazil,6.009477469845522,62.23992187362415,B,C,89.47296797762084,-97.6045916062292,C,11.934710707425317,C,C,D,1
Mexico,-120.33007015045479,-18.117224446198264,B,A,-80.04065249108052,-108.52205269458925,D,47.17873626083792,A,D,E,1
Other,50.78109144666505,-62.61239614435019,C,B,-3.2677937820089853,94.52274340077213,C,-90.46371698666077,B,B,B,1
US,31.806219011690974,171.50160325232565,A,A,82.20910990816677,-47.65568356003233,B,121.92058169541846,C,C,D,0
India,-20.812053293301467,-76.93537472933532,C,B,136.3681009844601,300.2737857120639,D,-65.64934222046641,E,E,A,0
Other,-74.2528581624341,-11.91894540827556,A,B,-85.31841314364908,-33.58000654976638,E,-86.95704859535805,B,D,A,1
Brazil,-117.5261635838102,113.3784928707529,A,C,104.93695393935889,-52.924303769461524,C,-121.63182619462418,B,E,E,0
US,101.7651704065427,84.47182341136403,D,A,124.7000824050611,-4.73735013850038,D,-40.83705204124818,D,B,E,1
Mexico,40.03770536521327,126.5086878500892,A,B,59.75163769638387,-96.08707102600252,B,-25.615515539559052,B,A,D,0
Brazil,-58.41132395924794,-140.05030572839382,B,E,-31.06899695351345,26.674952622762877,C,17.280133704162704,A,C,D,1
Mexico,-118.77678829470024,-168.28891147637646,E,E,44.19603105969819,216.9896041674828,B,169.34307177915824,A,B,A,0
UK,-86.31183047621549,66.41620919396277,D,C,63.57456181351166,-104.15712713558338,D,46.24250359054397,D,E,B,0
Other,71.22731950762386,-8.06418601937142,A,E,-7.975579509372429,29.24046761477232,E,-40.616396619175916,A,A,C,0
Brazil,50.83336695787845,94.76847514878594,C,A,-12.929055737430456,107.52505638972458,D,-54.69039340552927,D,B,C,0
Brazil,37.01124353711432,-43.10043102135151,C,A,-34.391244255334605,-48.959228327612884,B,-119.99531155221041,B,D,B,1
Brazil,61.39023386380096,236.96499213613177,C,C,-151.2191071272273,18.065927269006156,E,96.67927083031486,D,C,E,0
UK,126.71226190301572,-137.48887207934962,C,C,-99.06165621177021,-1.4376347005556613,E,-11.386792774674841,D,A,D,1
Germany,81.51504728770705,42.5968846718979,C,B,-6.829901615139833,-138.5604688839871,A,97.73862221455165,D,C,E,0
UK,142.91824354950575,80.0255207867175,D,E,-29.473336335392137,84.88173247023295,D,-120.64577025598031,D,C,B,0
Other,8.251674619388247,-42.71306409230215,A,B,2.234172513063829,55.37866751275534,A,-56.284021125858786,C,B,B,1
Brazil,76.68318979796169,27.821291313644736,A,A,17.642217938723153,180.20505108219422,C,107.00897901513005,A,A,D,1
India,-69.05279928852826,178.13250214017523,A,E,-48.72586769996757,137.88372826637973,E,-60.79103400758012,B,C,D,0
Brazil,-22.55936297906849,117.02034884520303,B,C,106.58583405262216,-99.3908505971012,C,2.1228835996142306,D,A,A,1
UK,127.83234354319588,-104.517347796826,C,B,-84.2055715108272,91.81534107762324,D,-172.31690764350049,A,B,C,1
UK,-16.11608717395918,-120.49476271233056,B,A,-220.1462316077211,-145.96614692216673,A,166.8262058562492,B,B,E,1
