gender,age,sexual_orientation,civil_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
Male,95,Bisexual,Married,80.3504792294842,C,B,74.74490619506263,B,A,150.91427471098783,0.7780064464469766,1
Male,98,Homosexual,Married,81.84980057217001,E,B,162.60455635882215,E,B,58.81093520666173,150.5810647483062,0
Non-binary,88,Heterosexual,Widowed,-42.42723880638536,C,E,-62.35966065056896,D,E,-24.59890280349551,143.4610976733046,1
F,47,Homosexual,Married,78.34007508963167,C,D,-50.06168709203108,B,C,-99.89531384405191,-23.667708438571026,0
Other,97,Heterosexual,Widowed,50.67859937907214,B,E,-114.91940290441465,D,A,80.30390075824442,-169.6685448128886,0
F,24,Other,Single,92.90869143197833,B,E,168.5502592734611,C,E,-157.49778696351464,-121.52591929665365,1
Male,64,Heterosexual,Divorced,-153.2068160316133,A,E,-16.181101829365037,C,D,77.76781136002138,-152.0253689390021,0
Male,62,Other,Married,108.69521835496035,B,B,-132.23863639397456,A,E,85.85391826851499,-32.04198469251861,0
Female,79,Other,Divorced,58.25254416034554,B,D,19.875253653566737,E,E,-40.294997943651104,199.5657522831675,0
M,56,Heterosexual,Married,87.15211358217188,C,C,1.3176643785976974,C,E,-154.46476631013746,-88.96707929532626,1
F,71,Heterosexual,Widowed,-126.5412234698888,B,C,-57.93673008180982,E,E,198.2453566734765,-1.7908100650889787,1
F,53,Other,Married,-1.8184874014838488,A,A,-73.27058905017967,D,A,-117.43101215956332,-56.51777641799247,0
Female,26,Bisexual,Single,106.34267518955478,C,D,90.86968897206789,D,C,156.71665901553737,-47.567187593703856,0
M,88,Heterosexual,Widowed,25.58318280087605,C,A,-45.39593736799572,D,A,88.1917051623561,-40.20565036272657,0
M,61,Homosexual,Divorced,-10.644025077988118,D,A,-5.677477631031789,D,C,237.61365731286963,182.2242784828304,1
Male,65,Other,Single,-42.2450904128222,E,A,29.189564476323227,B,C,-38.268998545252146,100.5564569964712,1
Non-binary,96,Bisexual,Divorced,-10.164942758956235,E,A,52.88398936889156,D,E,192.45641286500492,-138.55701787385598,1
Female,60,Heterosexual,Single,70.88843278499274,B,B,87.86003124700743,C,D,-93.3774231051238,-81.22980310142745,0
F,94,Bisexual,Divorced,85.66623768839648,C,D,-5.870114900872986,E,E,58.50756614366739,76.69049674982756,1
Other,21,Homosexual,Single,-12.666673134577824,D,E,365.73301348462934,E,A,158.7388959821551,-110.57586639470911,0
M,92,Bisexual,Single,-35.66984735258129,C,C,28.790238760998015,B,A,15.689082045152261,-255.87441653753112,0
F,41,Other,Widowed,-94.47314317860759,B,B,223.73649894866148,D,E,-176.65651043017337,-269.2695992768629,0
Other,79,Other,Widowed,99.1937740041941,D,C,105.61564195981994,D,E,123.84685551629514,-27.942840935414857,1
Other,87,Other,Divorced,-97.50245306394507,E,D,27.963579287940878,A,B,127.84051777004723,-38.261480938475565,0
M,67,Heterosexual,Widowed,76.13760468613927,A,E,13.086915522098973,D,D,-94.2124610506673,-97.25686401444719,1
Male,49,Other,Single,53.14470264922087,A,E,79.68347921046085,D,E,-60.56704972979041,-20.445968887648878,1
M,90,Other,Married,-29.90363829408034,B,C,-37.22681259497607,A,A,120.97590603687121,-8.878690674762893,1
Non-binary,88,Bisexual,Single,-10.774769534696256,A,C,1.3414030157069212,B,E,69.21498787969676,95.2492570968167,0
M,54,Bisexual,Divorced,-4.657764035016984,C,B,-2.3224201140085916,B,B,79.3751870819042,-142.20982398814698,1
M,86,Other,Divorced,76.59382388470638,E,C,130.99507327441324,C,E,-8.762823348795454,90.12282579324376,0
Other,49,Other,Divorced,-47.31958099921641,D,E,-31.80148686176067,C,A,29.817767123894047,-121.67363303305179,1
Male,93,Bisexual,Divorced,-49.21020436872559,A,C,60.36116616637891,A,B,4.7185750156734905,69.67308846096005,1
Non-binary,84,Bisexual,Divorced,-10.982731699933952,E,A,-138.93008386727118,E,A,53.93192244275845,-16.203225093735586,1
M,53,Bisexual,Widowed,163.37096492378902,A,D,19.23790702688376,E,A,32.70602752790093,50.17182552345049,1
Female,93,Other,Married,45.740008202616664,D,C,-49.82586958615847,A,E,56.0235022818211,73.08920133079447,1
Non-binary,69,Homosexual,Divorced,147.72372995186285,E,D,-17.640679338343475,D,D,111.63471178245776,21.43593407039179,1
Other,37,Other,Married,-13.38929100082532,C,D,-55.15841834001496,E,E,7.1106465830253125,33.12476347449761,0
Male,82,Bisexual,Single,87.34918283430532,D,D,-51.74244361985407,E,D,-70.92761363139978,-150.1894508101215,0
Other,55,Heterosexual,Married,69.79068874776763,A,E,233.44086111483108,D,A,39.75569437309319,113.18548380848878,1
F,27,Other,Widowed,-137.9487383010106,E,C,75.64750405481031,B,C,-43.49000423102949,-101.52658288382035,0
F,94,Other,Widowed,-84.78192171060684,C,D,47.85738745365534,B,B,90.22674061218828,48.85404798380229,0
Non-binary,32,Heterosexual,Single,94.73744083914829,E,B,172.5562724907949,C,B,-59.615100854971004,-179.11150462765093,1
M,87,Homosexual,Divorced,-26.866371473034594,A,D,-49.8602212908413,E,E,229.7030409765162,-48.90069436249428,0
Male,79,Homosexual,Married,134.55619858868232,D,E,200.47332703409828,B,D,49.54314899412849,85.72291391477411,0
Non-binary,92,Other,Widowed,-152.67282771705425,C,B,-13.319851296625442,A,D,-85.52840742273573,58.87663741980538,0
F,74,Heterosexual,Widowed,175.28173237403172,D,A,79.06181480834495,C,E,-112.19006464957961,157.53023109622865,0
M,65,Homosexual,Single,22.701240304323814,D,C,-77.31577123693683,E,E,-60.31040606934334,125.13002075657371,0
Other,44,Bisexual,Married,66.8105624593232,E,E,-88.96158009205915,D,C,-21.530704397351467,73.3451453801752,0
Male,37,Heterosexual,Divorced,83.12556510799625,B,B,-11.525065945598008,C,C,-113.05383623476833,-66.3345563499401,0
Non-binary,38,Homosexual,Married,-25.655346422807895,E,B,18.823043370991538,C,D,-198.72851380947662,108.31376714826916,1
Female,25,Other,Divorced,15.925398558448576,B,C,8.823909151414117,A,B,24.645573342591423,-44.35273522341058,0
F,42,Bisexual,Widowed,43.06906483656107,B,B,-152.1149842961335,A,B,-130.90601557429764,-172.3315026515711,0
Male,50,Other,Single,-100.40047016576025,D,E,-122.18959131269906,A,D,-158.5407164940768,-143.4072640343885,0
F,45,Homosexual,Married,-20.235798294342803,B,C,47.688581598015986,B,A,-4.003734843312721,-13.986150118240955,0
M,42,Bisexual,Widowed,78.08153799777419,A,D,139.7693955829486,B,D,-26.531120810623204,-58.81942704312907,1
Other,86,Other,Married,-118.55429381152298,C,E,64.18412487871328,B,C,23.452531170457945,-176.04828651408482,1
M,39,Bisexual,Widowed,-85.89567446756138,A,A,-54.61939449133574,A,D,-134.74480482772958,18.232659969310912,0
Non-binary,23,Heterosexual,Divorced,119.38266051848703,A,C,51.16959849591785,E,D,-122.57412438511388,25.00044939932431,1
Non-binary,44,Homosexual,Single,-148.79474311384425,C,E,-104.23994529622375,E,E,-64.94170219693495,61.19418590192046,0
Female,62,Homosexual,Widowed,-26.181978239306325,C,B,78.36565807322096,C,A,-274.6898923537275,16.284477791114842,1
M,94,Bisexual,Widowed,124.80521243623654,A,B,-47.56808783350753,A,D,-63.636365328917734,25.846049771048214,0
Non-binary,30,Heterosexual,Widowed,33.61086630326488,C,C,41.418376692154155,A,C,35.21290222017555,-61.1477587211626,1
Other,75,Homosexual,Single,66.64650585498343,B,D,-116.91719091704864,B,B,123.76016983711034,-33.36344715983874,0
Non-binary,39,Heterosexual,Widowed,-97.36127691652247,A,D,-46.93703843780301,D,A,-24.201347354898378,4.249946412052505,0
M,18,Heterosexual,Widowed,59.52394504909919,C,E,-47.41005145344621,C,D,107.34917165001272,-31.730712836540032,0
M,88,Homosexual,Single,136.47552259528356,C,E,-16.754686689064208,B,C,25.172173764656836,162.94539558781312,0
Other,50,Bisexual,Married,-130.39324466797146,C,D,82.65079615725949,B,A,72.08186457042882,-154.02835941419355,1
Male,85,Other,Divorced,134.2668498457821,E,A,135.81642958290067,B,C,-104.81551052021345,72.64643406202966,0
Female,54,Homosexual,Single,32.964687287846154,E,E,259.6758553024061,A,B,-71.92292754333917,93.3033611634301,0
Female,74,Bisexual,Widowed,-185.01696542312683,A,D,158.04448762795056,B,E,32.31541902689956,30.43266121984986,1
Male,98,Homosexual,Widowed,46.29493347455694,B,B,26.553302336687945,C,B,-242.27442808413247,-62.058700981489764,0
Male,19,Homosexual,Single,-227.69896196599646,E,D,31.692355441445798,A,B,-18.76638179258911,-3.3281570348297795,0
Female,45,Bisexual,Divorced,119.11524145482653,E,D,-54.856281674136866,B,D,-20.754900253128973,52.95092575273266,1
F,67,Other,Divorced,-8.792740154537322,A,E,-9.62608458389351,D,C,120.80845768064472,-31.422356892875143,1
Male,85,Other,Widowed,110.05735662585153,E,D,-165.68847947071356,B,C,5.24917773945169,187.9267159476459,1
Other,38,Other,Married,191.96851250618815,E,B,22.98815399658851,D,C,13.894778817905767,-70.73349690208748,1
M,35,Other,Single,158.46690077385855,E,C,-92.46589051626039,A,B,67.63288801761375,65.52518694404493,0
Other,33,Heterosexual,Single,-39.240023731728165,C,A,-45.562391429775,D,D,24.82746814946654,62.384594182735555,1
Non-binary,75,Other,Widowed,12.09670568655371,B,B,41.78277003679543,B,D,-17.136368451112983,106.86218108377963,0
Other,82,Homosexual,Married,-79.43280427943876,A,E,44.05558277304292,A,A,82.09506106386402,-118.55724823355492,0
Male,28,Homosexual,Single,-164.96069982990682,C,E,59.692282001420885,C,B,-69.96846968722929,99.09308046390221,1
Other,70,Homosexual,Married,-5.092197239285092,E,C,-61.62301109239762,A,D,45.88442337889051,-90.55183345156921,1
Female,72,Bisexual,Married,48.28674751241825,D,B,167.6572235444038,A,D,-55.047737027512646,219.19380238554095,1
Male,86,Bisexual,Divorced,-6.1813001540953785,B,B,-28.414927386284255,C,A,0.8256470362592359,-98.67255473340832,1
Non-binary,68,Homosexual,Widowed,-207.03001008205476,D,A,-1.3245695952197938,D,D,54.74775565392773,-19.579188272821778,1
M,83,Heterosexual,Married,13.055307787398112,B,A,-12.146250938700186,A,E,-73.01702771281377,-60.925176155201356,1
Non-binary,93,Other,Divorced,-34.210829337987064,A,D,121.94564645844852,D,A,-165.52677153940073,41.75160647652943,1
Non-binary,41,Homosexual,Widowed,-19.89587612006426,E,D,-21.81536992495044,D,A,212.85240658543825,92.96555176892383,1
Other,95,Heterosexual,Single,31.37600323732224,D,C,29.754613150818642,A,E,-30.644179502031164,199.0360950558135,0
F,45,Bisexual,Married,10.893911231279212,A,C,94.46186877362098,B,D,13.10506626455861,-47.564529666474996,1
Female,39,Other,Divorced,-76.27972850313316,A,D,-17.707886466142238,C,E,14.983492293891686,-3.6411095197414154,1
Non-binary,29,Other,Single,-59.51861310978729,E,B,-92.12283265821705,D,E,-0.48318918974116853,69.0756508636685,1
M,71,Heterosexual,Divorced,-26.243770762220475,B,E,-73.66736231056021,C,A,-46.731495288249405,-128.32163098501752,0
Non-binary,56,Heterosexual,Single,66.34569218164475,E,C,92.096594892074,A,B,39.297890172772085,229.62870141017044,0
Female,57,Other,Single,-96.12305934957293,E,A,215.87839755837766,C,D,-80.12233082703956,-188.24751836971473,1
Other,55,Homosexual,Married,-176.33483387991717,E,E,-108.57052553707113,B,E,-59.41035780040512,-70.81801393863238,1
Other,84,Other,Single,-56.46636631714523,D,D,-90.46062636364077,C,C,111.58178286385521,-12.494598966971843,0
M,93,Homosexual,Single,-7.0144165421494655,C,B,-69.68173260590345,D,A,-36.151772555884676,76.04668786571706,0
Other,26,Heterosexual,Single,231.40002576725917,D,A,67.3413009648971,E,E,-12.853368920602474,-19.500638572468457,1
Non-binary,62,Heterosexual,Single,-80.64046068779888,A,B,-233.5105696373828,D,E,249.44204383574072,100.4077414031064,1
Male,84,Bisexual,Married,190.0341163922328,E,B,6.980926866654827,B,A,61.2524940747312,-38.334434233169006,1
Male,56,Bisexual,Widowed,-102.19050335749635,B,B,83.47940232228453,D,E,-206.16641939379284,149.0472407108886,0
Other,56,Heterosexual,Married,37.64135859207502,D,E,-14.645537983197485,C,B,-106.49670168514167,-79.30317121160945,0
Female,77,Heterosexual,Widowed,145.81324908137233,C,B,41.73755948676231,D,A,19.92084858419053,71.22786642471443,0
Non-binary,77,Other,Married,-94.18231536881608,E,B,182.86775317661255,A,C,-28.583336692475875,46.28782226012883,1
M,28,Other,Single,-36.63448420683997,A,D,-78.70376981947683,E,E,-62.77861847229844,15.708367488343821,1
Other,40,Homosexual,Widowed,-10.520678917374227,D,A,-54.33582107730557,D,D,-3.0975682249972047,22.797159014084087,1
Female,68,Homosexual,Widowed,-103.07682141408033,B,E,-9.744140546744548,A,B,60.293916475815024,4.992655336813867,0
Other,76,Other,Single,-4.169326783131715,B,B,93.58389358175216,C,A,175.85226280002706,-32.43862845156062,1
Other,24,Other,Widowed,-66.22301913384237,D,A,102.96082003855982,A,D,86.95322806434027,-29.665275892316107,0
M,71,Other,Single,123.04435145796815,C,B,55.23367166050488,C,C,208.10523766341066,110.33666030452294,1
F,62,Bisexual,Married,-41.489820032141935,E,B,31.69531217613165,B,D,-60.94306754567014,7.538163498597293,0
M,86,Homosexual,Married,-36.14383810475459,C,C,92.20146417052231,C,E,72.48074350197416,-22.540810010521263,1
Female,43,Other,Widowed,83.84101158361591,D,B,103.02280236837301,B,E,-66.05528243765913,38.41013649485088,0
Other,49,Heterosexual,Married,69.82325703072743,D,E,63.444650378475295,B,C,-4.361967098457245,-85.8154862872499,1
Male,33,Bisexual,Single,-123.83213423256257,A,B,-75.32317450995673,B,E,-46.28826013997606,153.5441818572398,0
Other,24,Bisexual,Divorced,70.4721893722234,E,E,202.48447321330002,C,E,-47.584989085321176,115.28095186156139,0
Other,48,Heterosexual,Married,33.69754168672225,B,D,-130.29190569094243,D,A,39.87681825388794,-126.40169357253424,1
M,47,Homosexual,Widowed,-75.9835772927603,E,D,32.54496006856857,D,E,111.27732066640749,-119.64154808224224,0
Non-binary,25,Homosexual,Married,-3.198679765656819,C,D,56.09645268675275,A,C,-2.245755247260389,-28.76127602142025,1
Female,36,Homosexual,Divorced,58.56016129240796,B,A,111.18425870678028,D,D,-62.50362843388457,-145.18256636898766,0
M,66,Other,Widowed,19.040282478480727,D,B,-74.56796025778195,B,A,-224.88102661645377,-36.17638949133463,0
Non-binary,99,Bisexual,Single,63.45213309023991,C,A,-6.690668517387867,A,C,-110.0227123621694,-93.56981794498,0
Male,30,Homosexual,Single,27.054873356984082,E,A,32.48303612693434,B,E,-36.90419552133072,33.493824996065776,0
Male,77,Bisexual,Widowed,18.094438439213643,C,A,62.68058347583793,C,E,-107.17176294886062,79.81108672435442,1
Non-binary,47,Homosexual,Married,-45.28898636696617,A,E,97.2911367286933,E,B,41.23796513822157,72.12091754394683,1
M,95,Homosexual,Divorced,-94.04060002642532,A,E,-48.61468466693367,A,E,60.599496835738954,-24.57568250096998,0
Male,29,Heterosexual,Divorced,-30.843941893557496,A,C,57.03661673932022,C,D,59.09446381188748,-26.63487347081236,0
Other,96,Other,Widowed,35.43159678829358,C,B,49.57459147200647,D,A,-95.06706513772961,-37.54725399678172,0
F,18,Heterosexual,Widowed,57.350291218969254,D,C,-123.68838601089902,E,D,85.0574274216472,-79.18804933942627,0
Female,55,Heterosexual,Divorced,-80.13617805926683,B,D,8.704008906102022,B,D,167.65705513109006,-112.68037538103253,0
Male,64,Homosexual,Married,34.729911880784044,C,A,-52.30349094142021,C,C,69.70895945422384,54.698332783235685,0
Female,37,Bisexual,Widowed,126.31695306845705,E,C,-15.35145980097681,D,B,4.028593609139488,-93.0906547251968,0
M,81,Heterosexual,Married,41.39629316445419,B,D,-80.87251122099198,A,E,151.87735139470567,-3.061764927950013,0
M,86,Homosexual,Married,74.20441927647784,C,C,43.659729250905606,C,D,-13.010888634081782,-24.484342073476316,1
Other,23,Homosexual,Married,-112.98631115626279,C,B,211.43604500651523,E,B,-143.5718043643131,68.732173598866,0
Female,67,Homosexual,Married,143.502414141093,D,C,42.27682974045456,D,C,-50.83648952788209,-95.28410704547696,0
Non-binary,89,Bisexual,Divorced,-139.43303725885534,C,B,-183.48018933623794,A,E,76.61251696675781,-151.88914986156828,0
Other,72,Homosexual,Widowed,144.7095138784893,E,A,-122.73530793552483,A,C,-221.77602270071998,-39.80226496253941,0
Male,64,Homosexual,Married,-28.71304444655591,C,D,-78.75793055713879,A,D,58.69920212727365,215.8330569790501,1
M,97,Other,Divorced,-152.14192340852233,C,A,-95.86338618790415,A,C,-2.3513077354547876,-8.294879357170613,0
Female,48,Other,Divorced,28.30227984160804,C,D,92.88949838847938,C,B,101.37413186002715,-28.305650523484143,0
Other,35,Heterosexual,Widowed,-76.86230491748334,B,A,-165.52278063106218,E,C,-117.7428673648927,-88.65764631016839,0
Male,61,Homosexual,Single,-62.726387806739616,E,D,-61.35859392920256,D,A,54.825834030190734,120.38090132685713,1
Other,87,Bisexual,Widowed,-39.66400096505545,A,C,78.12067577861326,D,B,209.12673207427574,1.6137139423348823,1
Female,98,Heterosexual,Widowed,-183.05166009801286,C,A,105.9640892812392,B,E,-51.70095139194496,-15.90767611584245,1
Non-binary,97,Other,Widowed,-120.43105047556189,B,B,110.18773782885707,D,C,-28.519177745673325,76.98243055387212,0
M,91,Homosexual,Divorced,-236.92975815566308,A,A,50.394966671624665,D,A,-69.396737942758,-54.77244048916889,1
Non-binary,19,Homosexual,Married,3.3257574493150948,A,D,-196.2535890966629,D,B,82.82926998708652,-68.83617981561534,1
Male,32,Bisexual,Divorced,-133.4529328743629,D,A,-76.67696886055028,A,A,1.4292332220216732,-19.771648421455474,0
F,28,Homosexual,Widowed,-92.3182443189651,D,D,58.74797484409625,B,D,13.008110095161374,-224.23021615936798,0
Female,75,Heterosexual,Widowed,67.95586653149563,B,E,-53.82885577630865,E,A,129.66894952756556,-48.173249138953366,1
M,99,Heterosexual,Widowed,-40.165662599478985,D,B,128.29489325398555,D,D,222.41264045372878,17.18783519286038,1
Female,62,Bisexual,Widowed,103.16570348972225,D,C,42.97658600034062,B,A,-61.8989174391938,-209.0873020147323,1
Non-binary,49,Homosexual,Married,10.548656286120801,E,E,60.95533939867606,E,C,-65.77206458053956,76.46242502340904,0
Female,98,Homosexual,Widowed,-97.10569381519694,E,E,-98.36368665336511,D,C,73.08805746409959,-46.45890349488997,1
Female,38,Other,Married,115.55433432089082,D,E,-60.82360613357598,E,E,67.17607470387895,-53.18169844163243,0
Male,42,Homosexual,Divorced,-152.73120086691628,B,A,2.2329191446647223,B,E,-8.657805968035088,-175.99472917818701,0
Other,43,Bisexual,Widowed,126.849042555362,A,A,-20.92376583579773,B,A,-39.52115604434476,-108.64020674064028,0
Female,21,Other,Married,97.59585453967055,D,E,-118.1786919080996,E,B,74.47882448299077,79.42936026056631,1
M,55,Bisexual,Married,-97.32428622031543,E,D,-200.99244022047117,C,B,-3.525845094291718,-64.20953563978962,1
Other,93,Homosexual,Single,10.882364644845913,E,E,-62.90421107345896,D,D,-112.8374358597366,-146.12133405228448,0
F,28,Heterosexual,Divorced,127.71719490158873,B,C,122.48237605852871,D,C,-77.87233179932895,125.32330338234436,0
Male,87,Homosexual,Married,-70.81822822842719,B,E,-16.400263573246633,E,E,27.591479450379996,86.28258979123476,0
M,99,Homosexual,Married,-92.30056938274062,B,A,13.75953086733105,A,D,188.71822143350877,-36.8712535774141,0
Male,50,Heterosexual,Widowed,31.635634658774244,B,B,-142.47434649845434,B,C,-2.758363836618656,-48.45214054254022,0
Male,70,Homosexual,Widowed,65.8936324130899,B,D,-192.3738897549082,A,E,35.5649391340491,-43.5477299600624,0
Male,38,Heterosexual,Single,103.00758959696199,E,E,-42.4416454125447,B,A,91.52060295518847,91.32590188197149,1
Other,86,Bisexual,Single,-21.11822741941053,D,B,-98.15853882359407,D,C,-55.44469927672798,-108.5864887421985,1
Other,22,Other,Widowed,63.780271749399475,D,E,-91.57621780606453,A,D,-58.79920038919766,128.3317507731289,1
M,21,Homosexual,Widowed,96.13541442851069,A,E,-26.249280571716465,D,A,-162.3319400261125,-76.92961890817479,0
Other,27,Other,Single,101.7227744567095,E,C,-60.320183000838234,C,A,11.198416501358519,-34.46554524227178,0
F,40,Other,Married,-56.83926979801605,E,C,-73.6944394460048,B,D,-55.80796245980765,31.8322528264125,0
F,44,Heterosexual,Married,-2.457666983086471,A,D,51.59072683623194,E,C,-106.97301733123612,-83.80805476360486,1
M,42,Other,Widowed,-141.51112474025183,A,D,46.776510141325005,B,C,-84.08739792863,100.62477476582954,0
Male,25,Heterosexual,Widowed,-210.08734144813403,C,C,-141.75174135783465,B,A,175.4401517131868,-18.054150165490373,1
Other,74,Heterosexual,Single,-131.48588830189206,C,B,69.8982675740195,B,E,114.85527074606125,-43.50603291586628,0
Other,20,Homosexual,Widowed,-58.89031094140263,A,A,91.04889689992483,A,C,51.1993231420236,119.40227027403995,1
Other,84,Homosexual,Widowed,-28.111049726480626,A,E,28.132815052785016,A,B,-8.732826986481337,113.46466949021912,0
F,46,Other,Single,-106.04997184752033,B,D,-237.18022145068417,A,C,23.971318719929073,-77.98807884361173,0
Female,85,Heterosexual,Divorced,-198.14620971293243,A,D,-56.307893663660124,E,A,69.87864792335884,24.093993014483697,1
Other,61,Other,Married,-100.75700561059962,D,C,-51.94259644451479,B,C,-12.647531177359475,120.39788065876054,1
Other,47,Heterosexual,Widowed,28.350066150153943,B,B,-8.626549473764399,B,D,-76.00230289688037,12.639354921874132,0
M,68,Heterosexual,Married,19.5674810268327,B,B,130.22103336680618,C,B,12.615471070268985,18.075624531378942,1
Male,48,Other,Married,-66.00127404805292,D,D,74.36991927480689,D,D,-107.4754909632141,32.61552981827993,1
Non-binary,93,Other,Divorced,-24.76550085068963,C,B,-2.0627467413312557,E,E,-135.58120087382989,-134.40014561536955,0
M,49,Other,Divorced,159.55382449961516,E,E,-39.47023574526252,C,E,-151.07606635792865,177.73038024763164,0
Female,77,Heterosexual,Single,189.72403543205533,D,D,157.71565291737573,E,A,28.014249585938412,6.292334447819664,1
M,56,Heterosexual,Married,-31.338307781392167,A,E,-73.69345381135227,E,C,-46.17970655973107,44.77891325245877,0
M,54,Other,Married,179.1844864669699,A,A,60.6933462925646,E,E,-1.3742850687322368,-37.705231918864015,1
F,52,Heterosexual,Widowed,73.27296113449682,A,B,33.10658113344393,B,D,-86.02525721089877,-198.38696842055765,1
Other,92,Bisexual,Single,109.63975102008617,B,D,245.89230582934408,A,A,-41.68250641422225,16.202151495625902,0
M,47,Heterosexual,Divorced,88.2186624466869,D,A,-53.74671366929028,D,E,26.69105598495203,-49.26698495873154,0
M,92,Bisexual,Divorced,3.991903799473767,D,C,-79.6562006844277,E,D,129.24404038203633,5.291024844843498,0
F,65,Other,Widowed,-135.43410425825417,D,A,157.9751738696192,A,C,11.768593133326323,-196.59989306368053,0
Non-binary,88,Homosexual,Single,-72.181626298805,A,A,-2.2031779702298326,C,D,28.66439531538837,-33.190525587447205,0
Other,54,Other,Divorced,51.40663051869963,C,D,80.814003473687,E,B,16.791188617897966,-200.00435874629994,1
M,88,Heterosexual,Widowed,28.248409443809873,A,B,-32.11619137094191,A,D,142.99664435755187,31.285940980025195,1
F,42,Homosexual,Single,-53.76772075110103,B,C,-82.79412510616295,D,E,33.27685429528343,138.7972749750614,1
Non-binary,23,Homosexual,Widowed,72.01106945689081,C,E,35.9036188414985,C,D,5.425452612478983,75.19528203469872,0
Female,50,Bisexual,Married,-94.12281669026459,A,D,87.51165475678567,D,C,71.26468055042511,-21.506594043596582,0
Other,52,Heterosexual,Widowed,48.3476823136717,A,B,-224.19997231183385,D,A,29.490726045926337,-125.77893465528717,1
F,41,Homosexual,Widowed,-64.4245000108907,C,C,-57.11216667372582,E,A,-156.00423068650971,-16.929571740935913,0
Non-binary,39,Other,Single,100.85297545896368,B,D,26.53238797659879,D,D,-61.74790318695654,-141.57303925286266,1
Female,50,Homosexual,Single,-47.17791474456408,D,E,-55.96004752255147,E,A,18.352593057926324,-63.66829577258725,0
Female,49,Bisexual,Widowed,64.84591427257709,C,A,164.30488136313645,C,A,-39.28900370911953,-45.58160582791623,0
Male,65,Other,Single,-73.35063093620694,D,D,-272.27276218936163,C,C,-41.180361410351274,34.93014496506671,0
Female,63,Heterosexual,Single,18.590642317307758,E,B,4.812291488516233,C,E,-33.022847723118495,-62.760515769657054,0
Male,68,Bisexual,Divorced,-60.72984399212423,A,B,-10.57752604674894,C,B,33.22374940086616,32.43461660359912,1
F,53,Heterosexual,Married,-11.000236700334655,E,A,-32.93574535116889,B,E,-148.43562794704084,15.241063294492848,0
Non-binary,88,Other,Divorced,-55.20203801473633,E,C,108.82082928434356,C,B,-0.4937237666480092,-127.97035880362431,1
Female,32,Bisexual,Widowed,-42.08833116450172,D,A,12.305681685252342,C,E,-4.890124657770063,108.10005780401872,1
Male,32,Other,Divorced,80.07151451337019,C,C,-209.4385791579449,B,D,-22.20604129020345,2.327450405561663,1
Other,22,Bisexual,Single,115.32103211578111,A,C,43.874855700544096,D,B,86.20421944243878,-80.78674740225618,1
F,70,Heterosexual,Single,-17.722553404618125,D,C,-185.27382891088982,B,E,-6.749957274771819,-40.126150178502115,0
Male,24,Bisexual,Married,-208.55179826427394,B,E,-147.65962687082146,B,B,-29.062203794112122,-48.96559722263456,1
Non-binary,55,Homosexual,Divorced,-95.52405754362351,B,D,-25.4497311341889,C,A,136.92514656676667,-49.589614841539955,1
M,44,Other,Divorced,13.13657896382137,D,B,86.398648175646,B,D,180.51019183210698,18.572022636626706,1
F,99,Heterosexual,Single,78.66813007858087,B,C,-170.43651746531506,B,D,8.306373055297469,79.89709763311123,1
Non-binary,91,Heterosexual,Married,-35.08894266100953,E,B,54.19032541454294,C,D,25.058685523595354,-105.82718007274492,0
Non-binary,40,Other,Married,-60.097929264371444,D,E,87.272571043139,E,A,-22.627078618053478,87.16905058256579,0
Non-binary,95,Other,Single,-17.188634185979975,B,E,69.20729216508198,A,A,27.926504122386998,-65.79589786874,0
F,21,Heterosexual,Divorced,101.36401329170978,B,B,62.391332805010805,A,C,-87.42904156157762,52.43235517141901,1
Non-binary,85,Bisexual,Divorced,-57.94390716278165,E,A,45.36095950237027,D,C,-75.89984558759888,42.89201310217989,1
Non-binary,71,Other,Married,75.67434724452498,A,C,61.40361662153072,E,D,-104.51664645028688,-86.17664903272949,1
M,60,Heterosexual,Married,-13.369877879739377,C,B,-68.35513860717438,C,B,87.86970740635803,-28.464166741538342,1
M,92,Heterosexual,Widowed,-108.98613350671175,C,B,111.05549076549477,E,A,-17.542821393257146,-35.99676171475667,0
Non-binary,75,Other,Married,-88.56278355818942,D,E,104.0742757723784,D,A,-15.556908178254448,5.995655537805832,0
Male,45,Homosexual,Single,51.86335205285295,D,C,33.7843057885265,D,D,10.407681152980743,75.86865840021095,0
Other,52,Other,Single,-147.61624246629492,C,D,50.734443593154545,E,D,-1.8784088243147483,-39.18893464728188,1
Male,65,Heterosexual,Divorced,247.8457992429218,D,C,-106.06800581513056,B,D,88.61566594224699,-135.40967713178173,1
M,57,Heterosexual,Single,-176.34204324524123,D,C,-0.16339864879404753,C,D,-175.5481055643068,191.99548228082045,1
Male,95,Homosexual,Married,-32.48552627422813,E,E,98.59837566680312,D,E,59.864341167899894,-119.438341285941,0
M,35,Bisexual,Single,-91.40289743447165,E,C,-10.222652040113436,C,B,-102.04713197452307,-156.862197723371,1
Male,53,Bisexual,Single,9.421107036967818,D,A,-11.245447792277208,C,B,-89.10972572951403,-45.95780774835892,1
Female,67,Bisexual,Widowed,-38.609996822793505,D,B,-7.523656246516,C,D,-66.25702300483395,18.20493813739875,1
Male,65,Other,Single,-68.70365347179263,D,B,-85.86366186248856,A,D,146.86907474507694,-101.04373233225918,1
