orientation,feature_0,feature_1,feature_2,feature_3,feature_4,target
Bisexual,-27.79292082285095,A,-7.296385190544561,A,173.1914598228041,0
Other,-40.76992705447925,A,-63.13835116408363,D,58.32300918779012,1
Other,13.17223157228003,A,-114.98721507754863,E,-49.14517678252929,0
Homosexual,6.754467723141251,B,69.40082542158159,A,5.125928308075838,0
Heterosexual,-55.021814369120825,C,166.49998436755865,A,-6.444853090494869,1
Heterosexual,23.784779462483236,E,-59.37577560392173,E,-83.23726943143515,1
Other,-111.29391654187111,C,-207.35862740657623,D,-144.50964616610565,1
Homosexual,32.6204274942713,D,4.9768638992183,E,-135.88449690754067,1
Homosexual,-108.56603212970298,E,204.26865246912934,A,-109.43419053178125,1
Heterosexual,-85.13443622169169,E,-196.79308203387967,C,100.04949061723882,0
Heterosexual,-69.74585821177367,A,133.39321137773234,C,37.285101804498424,1
Bisexual,-74.05393556921011,A,-70.99639245703754,D,62.501132510394456,0
Other,101.95922591466176,B,51.06717021788757,E,12.566682934092935,0
Bisexual,82.50032043134192,D,-21.85633964298924,C,90.88551791137867,0
Bisexual,11.125571873188076,B,61.387300400093956,B,-128.66608313086067,1
Other,192.20376246265823,C,-138.59692216317168,D,113.33398454488852,1
Homosexual,-36.085194903045206,C,37.24583213720735,B,52.073036711206974,1
Bisexual,-62.90448719628176,A,70.30172485118213,D,-79.98052870712914,1
Bisexual,-155.61257731368883,A,-99.6038167594794,E,67.83623525066838,0
Other,98.5822551796085,C,-110.52601589381929,A,29.757257350374246,0
Bisexual,-74.75640153579059,D,60.5194700113424,B,119.38108456133388,0
Bisexual,22.0186205303213,E,-25.1019733103864,A,180.78912960094777,1
Homosexual,7.506751812419365,A,-151.31185882381868,A,-75.44590738046318,1
Homosexual,182.2234356073613,A,-40.45792900031073,D,-54.5233099197606,0
Heterosexual,142.55750554985258,C,155.47946573517905,A,44.310682420360045,0
Heterosexual,70.1792768927129,B,126.14364361485761,A,9.874822058504781,0
Heterosexual,-114.18949117522806,D,-66.6610660388157,D,20.179785266206558,1
Homosexual,-105.04341084879056,D,-15.84423370229366,B,58.933427156350206,0
Heterosexual,170.3173635856162,D,-60.29608552258561,A,-107.7278202514543,0
Heterosexual,-103.21031821055297,D,-38.98831694834533,B,-4.468833596753251,1
Bisexual,27.282147464760087,E,-52.32223345452209,B,104.20193627067549,1
Heterosexual,-33.122629206973095,D,11.58190223477791,A,-11.885017654315035,0
Heterosexual,202.24264851792606,C,144.13341616500267,C,-1.628284214487029,0
Heterosexual,37.9616904000908,A,45.28747506788462,D,-28.389600305183805,1
Homosexual,28.297053710642174,C,-29.81850661468784,D,43.11830780373223,0
Heterosexual,95.26523861674325,C,114.75567519571055,B,-10.702584932844408,0
Bisexual,121.3521134395825,B,2.6666512397833664,A,-46.73725739975464,1
Other,158.60193839191953,E,-6.476756109961725,E,8.733956927186297,1
Other,53.54869418974215,A,-130.41492144393555,E,-63.13935799210496,1
Bisexual,42.68285312911363,D,-22.678083252666646,A,-14.484680622670854,1
Heterosexual,26.94866218302786,D,65.69024872324687,D,-213.81446872709066,0
Bisexual,95.48257081954942,D,114.30802134895958,A,-89.03659156447907,0
Other,114.64254664631719,A,-11.298730874892197,C,-30.458944807118517,0
Homosexual,-1.5693002380919898,A,34.54698993885324,D,-78.53762311856299,0
Other,-151.4753964407545,A,-161.22155015525402,E,-7.735107316702801,1
Other,66.06377421909315,C,167.3985149947964,B,-133.1090293316575,1
Other,-46.02360676120535,B,-18.748679573899953,B,-20.34239677084299,1
Other,45.726221353459884,B,61.46986275990239,B,22.281497008249325,0
Heterosexual,-80.16804298994383,D,128.96993953303507,A,59.79014433561806,0
Bisexual,30.449192392148213,B,-5.102842943259899,A,-66.87628122090847,1
Homosexual,-134.35460962733507,E,-12.746934546014261,A,41.660170571610614,0
Heterosexual,-12.332523387220833,D,-83.4263169051823,D,-82.95551276759234,1
Homosexual,-16.48384454558657,B,-23.5502452100574,E,83.91535318503325,1
Homosexual,38.49344191565127,B,-58.758441758533934,C,258.6385046549152,0
Bisexual,122.23738635512976,B,9.034287569360615,C,-19.938698423065855,0
Homosexual,72.55216553084406,A,72.68457344308581,E,-209.2683548829099,0
Heterosexual,-2.1427182698942335,C,-17.04558289733965,A,5.122183418893519,1
Homosexual,-91.27257668063609,D,-130.26250044044917,D,-61.17629919541683,1
Homosexual,-122.44888027004477,A,217.09408014956745,E,-184.22641436904524,0
Bisexual,88.38722763482771,E,-24.832450755941185,D,74.51574273766806,1
Heterosexual,156.13535064452114,E,-98.1572058219929,D,-1.6513113501220593,0
Other,-55.524018212465485,A,69.75809435136973,E,138.22369221114386,0
Bisexual,87.20321280354447,B,122.59692166136105,D,-5.579093158459818,1
Heterosexual,-119.45178288253744,E,-85.31963058775575,D,-158.05988320847268,1
Heterosexual,-9.046782835449697,D,70.71023524887447,A,22.399560923409517,1
Homosexual,-138.09283670654855,A,112.20508825059645,C,196.18950872633934,1
Bisexual,-32.49118324434263,D,-103.86969186476531,B,-5.380386749153825,0
Other,48.409919314689404,E,-30.48411230869964,C,64.47494102132832,1
Heterosexual,4.355017958876681,C,4.839826087963557,C,81.6922587257341,0
Other,-92.04946141389398,C,99.52330670816846,C,118.5155978997563,1
Homosexual,-160.78627803078953,D,39.15639825190059,B,-310.84340675062225,1
Other,183.22992829928677,E,101.56440328003069,E,165.97127237483892,0
Other,-165.45037477940437,E,-176.20097185650434,A,84.4060768681358,0
Heterosexual,76.32435833879225,A,-60.704279816442764,B,163.4599747688815,1
Other,50.026320249503364,B,68.39155477036041,C,1.4330388533882876,0
Homosexual,96.57657704035991,A,164.01191546970787,E,116.21380360256863,0
Bisexual,-94.50467326605707,E,-65.3710332182537,E,-143.523445411297,1
Other,-29.820583149245962,C,-98.25311978530463,C,-1.5374544893194677,1
Other,-12.93396292302624,A,-87.7281825633263,B,-153.68179115808337,1
Other,-102.480832809939,D,-26.07485999812031,E,-41.31260278176481,0
Bisexual,-25.44201742430179,A,115.14545265005995,E,-62.69536864664046,0
Bisexual,-70.38446447255204,B,286.13300206851454,E,-52.209741021329705,1
Homosexual,-201.72116616992625,D,3.345989818511714,D,-113.21742412681695,1
Bisexual,-52.25617502101504,E,-322.2666744610565,B,31.87418716696001,1
Heterosexual,54.37695831343915,D,-39.045623403196764,D,-84.11305913443364,0
Homosexual,-46.21198514942426,A,7.8653733653908,C,89.39022154506932,0
Homosexual,-0.8960594501590727,D,17.90306838922055,B,-7.040986481601968,1
Bisexual,-53.38235665632741,E,96.8937065229414,B,-101.71241570883511,1
Heterosexual,-18.931951547386042,E,-16.67982054548521,E,65.8482195938792,1
Homosexual,-26.7891361146274,E,-1.4794159645891667,B,106.04418489760263,1
Heterosexual,30.950804855784714,D,180.27024197717645,B,60.78497850580057,0
Bisexual,-60.83539661708753,D,106.98179831734136,D,-48.39889497289341,0
Homosexual,26.47410866124677,E,-207.02456273085207,C,-144.14966654475097,1
Bisexual,1.0413750970389786,D,-48.144875880420265,A,-69.81212113065048,1
Heterosexual,-56.54780388949483,D,-60.77481864099886,C,-65.7629904075885,1
Bisexual,104.50507968768856,B,1.424384194170771,E,-204.08338047329212,0
Other,57.888470736763296,C,39.33043671777662,E,-26.710674546502673,0
Bisexual,-174.9152606652563,E,-117.41993071168628,B,44.540967904886145,0
Other,-143.32848486184795,A,-28.141957545886527,A,-124.47060289986642,1
Heterosexual,64.08589409392418,E,246.88261166027976,A,-16.63695995327618,1
Homosexual,89.78887646415674,D,0.8160101166677312,B,166.8796349331887,0
Heterosexual,189.7583915451218,B,64.72756149906397,B,-56.04196212133531,0
Bisexual,144.63927928303997,D,-92.96758593263746,C,112.44510576390797,1
Other,70.99630917298934,A,-81.22006562489548,E,-27.05980880197798,1
Other,74.25198427485141,E,-104.65120655313459,D,-152.95024891453735,0
Other,-45.40080308278515,C,110.84718562261617,D,117.82246414033466,0
Other,-15.282420804504824,C,56.47372831732353,A,9.91904463189971,1
Other,-106.63514957761076,B,2.8035866794494555,D,-16.314851279546385,1
Heterosexual,-174.85036679299094,A,88.18752555356404,C,-162.1517617667506,1
Homosexual,-222.72106959800783,E,17.268053400201115,A,6.459429349929502,1
Heterosexual,-56.18477140959336,B,-102.07027196753006,B,-36.35155594338776,1
Homosexual,-170.7973785094352,B,32.86529001926704,D,-210.43193164146388,1
Other,-49.34154575703127,D,38.983804618043,C,-58.65297978153996,0
Heterosexual,50.04552112874764,A,-33.1269687659933,B,-65.04960330653165,1
Other,-67.60176990530583,D,82.38515204335624,B,-88.53716743317912,1
Homosexual,-256.9245700559941,A,45.29154869030551,C,135.7381167146517,0
Heterosexual,42.928570926527875,E,-22.847350550863126,E,-66.43765384561549,0
Bisexual,-45.58711551155149,E,79.4240159439888,B,104.63368820657777,0
Homosexual,35.242942821184734,A,85.06525431369705,B,-48.73770090434482,0
Homosexual,22.84111275813423,C,68.18647281838284,E,-64.93526569697289,1
Other,-98.21783785071814,B,5.448427677449916,C,33.334203425346956,1
Heterosexual,-100.92501451923728,E,-91.63170665400396,C,-44.74072123194883,0
Other,82.75557020727787,A,-51.73669160133164,E,-132.07880344402318,1
Bisexual,105.01703709116647,B,-47.253975538075224,A,118.31552237018303,1
Homosexual,4.3083485909897,C,127.01424441215666,C,74.55275932218045,1
Homosexual,-126.0740694916508,E,-71.1262458953761,E,31.390381892590863,1
Homosexual,88.87339064993522,C,-4.786183162889465,E,66.47749320828379,1
Bisexual,-107.44828963698201,A,118.64649353830328,B,82.89200831342737,0
Other,70.3021557972139,C,-56.27400245366504,D,-61.55865807980662,1
Other,76.12186187952076,C,-31.061880316915673,B,-173.49938318714635,0
Other,125.10903491735603,E,21.32272716336931,D,-230.2669419446229,0
Homosexual,169.58087041005936,A,-4.445325830719426,D,0.8234277070328392,0
Bisexual,-27.41173820454549,A,-131.733041116383,C,-144.62263024174942,0
Homosexual,53.31465990463271,A,-100.32437070355246,E,-40.45372858439067,1
Bisexual,-130.34124840102203,A,-9.605708208035795,E,-204.67429908378563,0
Homosexual,129.39723347398942,D,41.475511478216724,D,112.43080604470705,1
Bisexual,-227.6275766128216,B,-18.827571300315167,D,109.20055073020858,0
Homosexual,137.39617718811004,C,33.943541519620254,A,5.2698875605619495,0
Other,-64.57915605026098,D,1.2320229614428415,E,88.56170121223663,1
Heterosexual,-39.468947911405735,E,-4.721217351984681,D,71.43755394178378,1
Bisexual,-102.81368116196792,A,25.92621821858488,B,-218.54318194745503,0
Homosexual,7.722002319662244,B,-93.74565393942139,B,84.32475512851595,1
Other,65.84152602731666,C,22.71294943968615,D,-104.04692042909754,0
Heterosexual,-80.6041395646555,C,168.5441103348858,B,144.58438094924415,0
Heterosexual,-56.913317782516906,A,-130.81741780436622,E,-115.80460343127825,1
Heterosexual,-103.86656929247337,C,-27.530871484399306,E,-56.100790513223906,1
Bisexual,13.291201157389859,A,142.0332985653066,D,-44.76470551401124,0
Other,87.43439629945551,B,117.2749262496539,E,50.52705317044809,1
Other,-35.84370765696891,C,146.98621148315206,C,-153.53361964475306,0
Bisexual,-131.94830391354694,A,-116.78716261583932,C,32.52425663823571,1
Other,-98.69759710961942,A,-22.96162345110399,A,48.775382886579244,0
Homosexual,-18.072353914364054,A,182.92545434797103,B,169.97231592397782,0
Homosexual,-7.50861104852653,E,-97.48991611235837,B,95.45690511886802,0
Bisexual,-94.91054698783275,E,69.75163413209862,A,-107.29061948268406,0
Bisexual,71.89244124534888,A,-138.79914077447765,E,-46.49493792659401,0
Homosexual,-168.35764644350328,D,-5.546079169846241,D,72.96868407124981,1
Homosexual,-112.35399594638496,E,261.0388821756115,B,-200.41767823247847,1
Homosexual,-44.35503982261461,C,40.72470469790082,E,76.383850559677,1
Bisexual,-146.3019220315032,A,-48.767149111394254,E,-107.49776239239948,1
Other,-166.56815289549104,E,5.687520382287853,E,-104.94723974362697,1
Bisexual,51.34123447018162,C,-84.94580338988801,D,13.547612096950495,1
Homosexual,19.16423197832945,A,119.39907768980464,A,-108.3899527305733,0
Other,-115.72203933402194,C,-59.95374502180522,B,-263.8362784601064,0
Homosexual,-41.24019504660527,C,-9.852428562153861,C,217.72372163572174,0
Other,92.90063930038606,D,69.25842300396428,B,212.24123353310765,1
Homosexual,-77.32460990731678,C,103.60615721833032,E,56.39543214438163,0
Bisexual,-149.87751256434245,E,8.87644510585983,D,75.13475043818923,1
Bisexual,-24.176988875558973,C,-201.28826123670635,C,-11.38809408003943,0
Heterosexual,126.7265828674669,E,-61.86727455491554,E,-85.8175228537744,0
Homosexual,106.64586937945117,A,-10.250245707123067,B,-162.89242222927604,0
Bisexual,-82.9661968132022,E,-16.4978193446047,A,110.55236530758059,0
Bisexual,-11.214077186727112,E,-57.47736732255766,D,-23.157504098208374,0
Homosexual,30.013498749196494,E,-36.29164340774985,B,106.64147774789903,1
Bisexual,-14.772072527339233,E,-175.2144780846945,E,-1.3533489952008877,0
Other,-164.89895948174174,B,66.45371474543232,D,85.01516287543262,1
Other,61.191229500028555,E,-7.625831334951654,C,104.84319743181199,0
Heterosexual,113.86806156516352,C,-170.1482494507342,C,47.04511836200147,1
Other,56.43350720576662,A,37.654162616416805,A,-155.04012895151752,0
Other,45.42143749148735,D,-50.20764778573529,E,-105.93592615812068,0
Heterosexual,-45.20031942290006,E,-108.63395186315678,E,17.20732927111902,0
Bisexual,27.590211121160785,E,-114.61929711286678,A,-8.691717128691181,0
Bisexual,69.94669866724537,B,-94.95881100156701,E,-108.70723376795695,1
Homosexual,170.86768590456734,D,5.464131962177031,D,105.17498332316188,1
Other,2.3168252022512164,B,146.60502156814383,A,131.66105650402628,0
Heterosexual,-147.9091362981774,C,-125.92669403653105,C,52.37984683793928,1
Bisexual,-73.41920658723511,E,114.72162107951638,E,-95.81769415549222,0
Heterosexual,-62.62300821991784,E,-42.36122743428863,C,298.6619830759106,1
Bisexual,79.9760256941623,A,93.52428683383464,E,-201.03250392215477,0
Heterosexual,-160.947112638903,E,55.37667990905584,C,124.98471381227057,1
Homosexual,32.02098044103518,C,27.2118847505887,A,22.451977055945136,1
Other,-42.22987927057263,B,134.03253531129295,A,-7.67615741653605,0
Other,-29.61797215519462,D,13.079539488074774,B,1.7538268661883447,0
Bisexual,81.43849176744231,E,-64.2480304052005,B,37.64812982814142,1
Homosexual,-151.85663518981752,A,132.62973685684682,B,20.993616070819556,1
Heterosexual,13.275878379517108,E,116.51912855980736,E,23.207656305702706,1
Homosexual,72.17795949299853,A,84.483012545163,D,-7.418913193159764,0
Other,184.47832691282733,E,141.24879737370458,C,-31.9079439267475,0
Heterosexual,1.379865662924238,E,33.662966569336824,A,-137.66208787785098,0
Heterosexual,211.09594678933848,E,15.512767913130446,B,88.49398318540433,0
Homosexual,-99.03972297424613,A,82.9574538306145,E,-78.79753722408803,1
Bisexual,27.080810599296495,A,73.5387968732671,B,-98.03811484584692,1
Other,-131.25052683840272,B,-23.99560294519265,B,120.24915268760022,1
Homosexual,81.88738391107067,A,-63.844026739198455,C,63.890982115788155,0
Bisexual,46.694888318959364,B,13.529776254904846,D,-62.04096863185404,1
Other,33.813400503048356,D,-49.94938638415481,C,-209.63810371877898,0
Other,-41.65330219623999,C,-24.501128409803744,D,-108.59863089986048,0
Other,52.761761305748614,C,-25.220418293408397,B,-227.40686648914723,0
Homosexual,-162.69598794489556,A,-26.945881751700824,E,-40.0958671015092,1
Heterosexual,-231.14147753361024,E,-165.03122125790938,E,48.68544736052801,1
Other,49.293957971214255,A,-45.19114577050925,D,224.71395030668316,0
Bisexual,54.3866486726544,E,73.93296047543484,A,79.56500060229784,1
Other,8.378458947302196,D,62.049749893457474,C,127.72073452944481,0
Heterosexual,160.83188068686349,C,-22.91194177395405,E,-241.0516882627916,0
Heterosexual,-0.24177954444707006,B,121.14051282986831,C,7.623184932448117,1
Heterosexual,-21.42869374894637,B,100.96978561242453,C,-100.46349755944517,0
Homosexual,55.86710727660977,E,-43.158301588475325,B,57.10402571460603,0
Bisexual,58.20802802313939,A,-140.79488907194414,C,-170.50168540248023,1
Bisexual,-16.64788427500605,B,22.319862600686456,A,268.7432584858154,1
Heterosexual,-135.903747810084,E,92.85353551173938,A,94.03905753340112,0
Heterosexual,-11.498480128197267,B,-101.04677349497575,A,65.6150265632073,0
Bisexual,106.1790171781122,B,65.12545926536392,C,275.64617120444257,1
Other,11.283381110006236,A,57.58399365708645,C,-81.57932087366876,0
Homosexual,184.23031970371883,E,167.43966247890134,B,35.27302093277135,1
Heterosexual,50.026228014496745,B,10.786775859677805,B,-72.00005257946327,1
Homosexual,30.326373726610235,E,103.04030565261087,A,158.68202015769918,1
Other,29.76618993822803,D,-83.77557517409731,D,-21.23142399761336,1
Homosexual,237.5642307516948,E,71.80933630904025,D,98.62929302415928,1
Homosexual,20.32183163316536,E,-210.3983978201768,D,-137.32615503100334,1
Other,68.69833016176952,D,27.499050545978022,D,208.52561999275832,0
Homosexual,157.83987507900602,C,122.11466733145315,E,32.77596381450018,0
Heterosexual,124.79178807570233,C,12.087765204809182,C,116.14889891973574,1
Other,19.627500134074022,D,41.29006023830752,C,-224.62729264488303,0
Bisexual,-126.88130302635967,B,60.43100661074481,C,190.83387490439716,0
Heterosexual,24.6752160969619,D,25.098292036420165,C,116.01274245253441,0
Homosexual,-76.94786940151555,E,-38.46298938320754,C,-194.06606072022902,0
Other,68.39248431515095,E,205.7697066131122,C,-32.18854772146056,0
Other,-35.76476162684991,B,81.20954786229478,A,101.15130412162621,0
Homosexual,-155.63259651077018,D,49.892108437283504,B,53.51927375866339,0
Other,-71.52919410238678,A,195.43691112479863,D,-48.94220727401275,1
Bisexual,-35.80149960463488,D,-97.36331298433701,C,-194.05387197235834,0
Heterosexual,154.23048705193887,B,21.193994788076854,E,0.7129574468168236,1
Bisexual,64.35686888192888,E,-37.42440788391042,E,-23.729375423064532,1
Other,-94.49393719178583,D,-133.12551657882184,D,-79.67804771176894,1
Homosexual,-10.272953005469613,A,9.68091257203264,E,-90.20608365779135,0
Homosexual,123.95033641297782,A,-51.77871721430246,C,-26.7412956835472,0
Bisexual,20.516389059059676,D,5.648804657563921,E,-31.090704804270313,1
Other,18.820907066595062,A,-13.368957014795486,A,253.4306907164784,1
Bisexual,255.2958578011233,E,-30.26903847698616,B,-56.432977706383255,1
Bisexual,-186.88607948228744,E,-43.12227636775259,E,-86.90061783159636,0
Homosexual,-63.958046139371184,A,104.02301914675145,E,-209.20016844115898,1
Bisexual,23.11669110824062,C,-25.44428336071948,E,34.147249673222895,0
Homosexual,25.817863740436913,A,-54.77891833746975,E,61.518526253505,0
Heterosexual,181.0295634449226,A,14.666226592238157,A,-97.96369314314819,1
Other,-109.10815818043041,E,38.00337740220151,C,174.84781071549833,1
Other,-14.889513970760888,D,-30.983320901985522,B,-33.409589414370465,1
Other,107.7066527703194,A,-80.25756150717046,B,8.506414450017726,1
Other,162.0092543764632,C,-30.60378413563033,C,-23.713535233430914,1
Bisexual,-100.0344113184977,D,7.055438280715275,A,-39.07301158276346,1
Heterosexual,49.495168253906854,D,117.20537549449979,B,-116.76395302906131,1
Homosexual,-29.194994165621107,B,79.16509908766366,E,155.11771637174755,0
Heterosexual,-103.77155076597111,C,1.8528031410140775,D,24.26082119524811,1
Bisexual,-68.51841525960735,B,83.40134579420163,B,209.12948771722662,0
Bisexual,166.40900546492844,B,-43.78785776767535,E,49.041430346515746,1
Homosexual,-50.63177894725401,B,-55.87740752501844,E,-45.36619627969967,1
Heterosexual,-13.472911820034234,B,127.57046088902028,E,26.9352549664003,1
Other,-50.084326394314495,D,154.82309115203446,C,214.86738022703724,0
Homosexual,-98.0359191038853,C,-79.69992900499466,B,-28.748631610048374,0
Homosexual,-123.33340323903398,B,30.672176283019258,E,-15.00697399431797,1
Heterosexual,62.7093101316636,D,37.78423807640071,A,10.453488179380939,0
Bisexual,48.85604309067148,D,-107.1153136843709,E,33.04653052309225,1
Other,86.01622349686647,E,12.461802237996706,B,108.49717075322143,1
Heterosexual,38.39941447307089,B,68.56487593982663,E,58.34047116247658,1
Other,99.29393642317258,B,170.98492433927967,A,29.379617625232353,0
Heterosexual,-124.76475691305117,B,13.823500351808601,A,-45.94747829071555,0
Homosexual,-191.38610961338017,C,132.15387264175317,C,21.3896942092402,0
Homosexual,-51.94671740949528,D,-172.83200764494632,C,43.94890652066223,1
Bisexual,110.85485210325947,D,-49.39617122445533,C,-163.91351088020346,1
Other,76.64368363473397,E,48.135176922848885,E,-44.32208461030835,0
Bisexual,112.61817998060661,D,37.70441768265868,A,127.8298257126217,0
Other,16.85816926379713,B,104.86498404413302,B,31.54843750551018,0
Heterosexual,-52.977087615992104,D,-260.74083633336835,D,7.137990226636734,1
Heterosexual,0.43861596117693613,E,222.85590400011245,B,-9.403473659508354,0
Bisexual,-162.483538617796,C,26.668620485213594,C,132.4111549486932,0
Homosexual,-57.041069356273034,C,-49.176658988731795,E,269.7570684290952,1
Homosexual,185.345428169645,E,-429.47950842956965,B,-45.98297716047317,1
Other,140.74228312101198,A,96.07210722837614,E,-47.885900010687095,1
Bisexual,0.21636534192776136,C,-220.05580225140545,E,42.58892971812918,1
Bisexual,-81.24032487294097,A,-97.18648073852947,B,105.70790849271164,0
Bisexual,-34.9777139837865,D,161.6276799542019,C,45.52231900395528,0
Bisexual,-96.1961138295624,B,-114.24685623578559,A,13.087711124609502,1
Homosexual,83.83733249903769,C,-112.37389173548439,D,-83.1599731879621,0
Bisexual,18.66649031475298,E,11.057186912161903,E,109.04795308504917,0
Heterosexual,91.23318024859519,D,12.059559950571696,C,-213.8932064911106,0
Bisexual,-22.659577899966322,D,55.89332508261159,A,64.51847931946199,1
Other,5.6853156910371325,D,183.51986465833437,B,-160.6264040594598,0
Homosexual,45.22588033384481,D,52.63870722842513,C,33.8402610548838,0
Homosexual,-17.16343014010458,D,155.64858567836885,B,-24.969393085834476,1
Bisexual,17.475244955348835,B,163.73412555397897,C,8.272310894680077,0
Heterosexual,38.947113280770736,E,20.196388074040975,E,-33.50609042505926,0
Homosexual,-132.2666361615898,B,64.6398351173775,C,16.544131137186323,0
Heterosexual,-159.43712653799486,E,109.97545508760476,D,61.10034849115482,0
Heterosexual,113.53378888734973,B,152.1052384049565,C,-102.43423271386096,0
Heterosexual,-6.0159279148902005,C,-51.980932589732056,D,-6.292847181323184,1
Other,-152.07238723677725,A,-54.36613879238792,A,-111.06716569612442,0
Homosexual,243.7712235372413,E,14.701943560333905,A,52.30450688919007,1
Bisexual,58.56641391712492,A,80.48044282823214,A,-37.43012219828425,1
Bisexual,-5.323050451189708,B,19.822421130026026,E,-31.906439987529346,0
Other,87.81809657517992,A,-118.60005189687865,D,-103.75014620377063,1
Homosexual,111.43469150913975,C,-182.08532972118186,A,27.81259261544755,0
Bisexual,132.1994179433041,D,-141.14823580808752,E,-12.846753315046897,1
Bisexual,31.781348290252808,E,-80.60618090802727,E,-15.379395634629317,0
Heterosexual,49.725649352840236,A,-26.122126189082955,E,-130.0687475698778,0
Bisexual,107.5256381769029,E,-89.30577811872287,E,34.17843951221577,0
Heterosexual,-74.61305246667517,C,110.89439408693937,D,3.7168028059905684,1
Bisexual,130.62633652586777,C,-115.22096406117814,B,54.51276567177775,1
Homosexual,-152.54428852156474,E,-180.52241486199364,B,231.54618253822056,1
Homosexual,-41.274136143608324,E,-19.293896904689518,C,115.32560732501267,0
Bisexual,-170.38601664286853,B,60.58760620250998,C,-20.149473934563325,1
Other,-54.11112385453395,E,-23.302152863704034,B,-58.13422274648671,0
Heterosexual,-33.094230566801116,A,38.60485395789931,D,-35.519852926396425,1
Heterosexual,-46.56740647174756,B,-47.36153101411117,A,-109.99777963595376,0
Other,65.23931392282464,D,-83.16467198370417,B,51.59695147001616,1
Bisexual,-2.3886559903314506,B,174.2386950796058,A,51.88206154002778,0
Homosexual,93.43502622839691,D,-95.66071125910766,A,186.11059941346085,1
Other,114.1964904905912,B,-97.79654395005947,D,124.27522589858849,1
Heterosexual,17.43442896867945,D,-77.63072350742416,C,-39.263882803340735,0
Other,97.29114818603271,C,70.9471587191771,D,15.1934547489932,1
Heterosexual,-84.79617015243632,C,61.95723225376698,A,123.85598593918452,0
Bisexual,95.06145860486251,A,20.435828272854344,D,-69.69637050471866,1
Other,-66.89216361091837,D,-72.3646084535526,D,-14.786741366346238,0
Homosexual,160.08677151741162,A,-104.82187498355277,B,-226.21230914004587,0
Heterosexual,-12.244643732894827,A,69.93231561628419,A,-94.40814772703943,1
Other,45.70781324913581,B,43.48970542758142,A,-179.4174862202509,1
Other,0.539625218590097,E,69.72904365195242,D,39.86700367809445,0
Heterosexual,30.054125347687165,C,-36.90265042042986,B,1.8217819656565655,1
Homosexual,-124.38735754168937,A,-49.455938676058835,C,39.40816256018104,1
Homosexual,38.969999466464095,E,-67.15594340905452,B,7.880383955064027,0
Heterosexual,-50.335807821863575,A,-36.275026276425635,D,51.061172164923796,0
Heterosexual,16.499941108170734,B,-5.082623167566134,D,46.792891524874854,1
Bisexual,142.37784738263034,C,111.74718899403386,C,-187.44680777161977,0
Homosexual,-98.79827392279489,D,72.03420305831997,C,39.639371000598935,0
Other,65.24903745799347,A,-67.51545146473929,A,88.85444881650746,0
Heterosexual,-44.11596647272939,E,-20.680743685118,E,-114.70135221084452,0
Bisexual,-143.81196956007295,C,4.549419076397912,E,77.16996678075428,0
Other,-57.93350022570767,B,62.3506997394863,E,-2.6903472772436503,1
Bisexual,-27.369138622473642,D,68.18596771587819,D,159.5878859405917,0
Bisexual,10.405493490612,E,168.42425830102448,B,98.17953019063825,1
Heterosexual,207.5522006146386,D,38.76872645263283,E,6.156542558179043,1
Homosexual,-19.703906589539468,A,107.08519240225833,A,61.30069931334678,1
Heterosexual,-69.09638579314358,C,-48.44878552533034,C,-92.3359406176426,1
Homosexual,-83.22653229116796,C,-30.26023134087775,D,30.932118005672137,1
Heterosexual,-157.17339340561924,B,-23.137339855122207,D,120.77628950012257,1
Heterosexual,-35.65584788832467,B,174.41750194404116,C,-46.90648447092058,0
Homosexual,-5.925764569686782,D,-54.015378048151376,C,174.4024646714783,1
Other,-18.27033263771287,C,-14.287543368858243,A,84.22306131225332,0
Heterosexual,-18.38023738028352,D,-53.31204655877902,C,-8.857765625997844,0
Other,-52.89515049464655,A,155.06151995519227,D,-130.92913915731722,0
Homosexual,-55.42220039450817,D,-163.99627264691898,A,-185.21728568166898,0
Bisexual,172.83201763472906,E,21.572646165446532,D,-6.370272675020695,0
Heterosexual,88.62889460028386,D,148.39460895003907,D,-28.27516797491934,0
Homosexual,-81.64767047751754,E,-102.93202999015492,B,-21.091768665883464,1
Bisexual,-128.2626232930293,B,107.38639873738461,A,-14.504024229783182,0
Bisexual,75.79949536515758,D,160.84032686073166,A,80.36550221027198,1
Bisexual,-104.0113634499596,B,72.21042825529914,E,60.68052149160569,1
Heterosexual,-7.404257896719564,A,26.575976295788184,D,-33.972904086673594,1
Heterosexual,-10.7816320663858,D,63.1059748361824,A,75.98050754270817,0
Heterosexual,-14.150785891346995,B,123.17593206012998,E,139.57122344408518,0
Bisexual,-11.158719567268475,A,42.80587746806131,D,-12.942107322203336,1
Heterosexual,3.5621087422813282,D,-101.57054455199277,D,47.26911117069161,0
Homosexual,-65.73265914818158,D,157.31414174997624,B,-77.12135010505585,1
Other,-22.208873541253556,A,86.1457382126351,A,-21.061017515696008,0
Bisexual,-15.90046667916175,B,-103.47058494323423,A,51.71874895492583,1
Bisexual,133.91520675607399,B,37.83737977701897,A,187.31659148471218,0
Homosexual,-80.72816249114202,D,9.318157940040955,A,-150.30611207082293,1
Other,58.26004726814463,C,36.81062907322361,B,-110.86955335197122,0
Heterosexual,-118.72954933204467,A,-116.79561171235089,D,47.76408817606741,0
Bisexual,-179.7509088183575,C,25.47497512393721,E,9.23436029790862,0
