ethnicity,Gender,faith,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
Other,Female,Muslim,-159.1351142959511,A,253.2286324727779,D,B,E,103.13033243056286,E,0
Asian,M,Christian,75.2175760529253,D,-97.15279597236818,B,C,B,28.966251951192195,C,1
African American,F,None,-170.8859593363508,B,-30.899158278920037,D,E,A,116.54560999324777,C,0
Asian,Other,Buddhist,-17.663972869179847,A,125.48258160887819,A,A,A,57.489181811438804,A,1
Other,Non-binary,Hindu,-124.24340460044421,D,1.19124059704665,D,C,D,1.7384865035679005,C,0
African American,Male,Other,-0.8947926394869821,B,-124.53498108894388,E,C,C,-115.82843915079786,B,1
Asian,Other,Hindu,-113.15780306800289,B,39.61983494746738,E,A,E,1.9163701602240284,B,0
African American,Male,Other,89.03584142964334,D,130.39459530665482,C,C,D,-162.6452262252528,A,0
African American,Male,Hindu,169.09548123490674,B,111.99759690638228,A,E,D,113.48389811749382,E,1
Hispanic,M,Other,199.42659024812724,C,123.8494251576234,B,B,B,65.88581703531356,A,1
Asian,Other,Hindu,-165.32192522158536,A,4.638080605713517,D,D,A,33.36137390702673,A,0
Black,Female,Buddhist,5.900546878819788,B,13.98052583808124,E,D,A,19.33533590527784,D,1
Black,F,Muslim,-24.38765660818669,E,24.552783100419408,A,B,A,48.58426572281223,A,1
White,Other,Muslim,-172.20023131869252,E,57.63044767104151,A,B,A,31.606150648849063,C,1
Asian,Female,Other,80.82687002592522,D,73.64832739485226,B,B,D,110.86443514660299,E,0
Other,Male,Jewish,65.79811049928563,A,4.7720189982598145,A,D,D,-114.41711077103909,E,1
Black,Other,Muslim,6.483203698701749,B,13.438666282654962,C,A,A,224.50240425212345,E,0
White,F,None,-12.044842339635649,C,-53.929033433955894,B,D,E,-227.3930805460929,D,0
Other,Non-binary,None,49.534555980634096,C,140.1460826192962,E,E,B,-327.3161225736271,B,1
African American,M,None,7.442900357356192,E,8.529788186433514,E,B,E,69.8896617434555,A,0
Black,Female,Hindu,-13.730092413491368,A,60.37102482735216,A,E,D,244.48592007204527,E,1
Other,Other,Muslim,101.31385982973285,E,118.11040160790083,C,B,B,5.10147190984362,C,1
Hispanic,F,Muslim,66.28712571840981,E,64.39081068379208,D,E,D,2.741230308421197,A,1
White,Other,None,87.43184062762211,A,-157.63557102377712,E,B,A,35.105669454092066,A,1
Asian,Non-binary,Other,206.16178789451385,D,-149.3228598103232,A,C,D,197.66925150806478,E,1
Hispanic,Other,Buddhist,-72.17469510278157,D,-66.13257587594326,B,B,E,-164.7997024222946,B,0
African American,F,Hindu,129.72404600772217,B,168.28392389118812,E,B,D,48.49969716187409,E,0
White,Female,None,234.56169682927484,A,-101.65662035398395,B,D,D,86.31658531691096,A,1
White,Male,Jewish,-100.80525865910191,E,32.974868766174794,D,A,D,-17.895448268805453,A,0
Other,M,Other,28.40019903681883,B,-79.14457188447425,B,E,E,-178.20846430840132,C,0
Asian,Male,Christian,-30.46661263516443,A,-60.493263738104055,A,B,A,-17.411745500289637,C,0
Black,Male,Jewish,-40.83837653725977,A,28.564150194969564,C,A,B,-3.7638415573546578,E,1
African American,Male,Buddhist,-56.627563603205346,D,-4.538055592306247,B,A,D,-68.1390168479964,A,1
Asian,M,Buddhist,-6.322338823888603,C,104.30159890408397,E,A,B,51.32089751073475,C,0
Black,Female,Muslim,-10.78479941926769,E,19.27015088875886,C,C,B,-52.26843960266252,C,1
African American,Female,Christian,-20.810693569081344,C,115.06684025937888,E,C,A,18.855402732236644,C,1
Other,Female,None,-27.347314613473362,C,-213.72758478131564,E,C,D,-47.41524449569496,E,1
White,Female,Muslim,-80.24989150133798,D,-181.3615087031498,D,A,A,-225.95796885358794,C,1
Asian,Male,Other,78.34847077778922,B,-62.17522341492596,A,D,B,-143.6097473996385,A,1
White,F,Hindu,-36.36347498072344,A,25.535987295407693,E,D,D,20.94548808603884,C,1
Hispanic,Male,Buddhist,82.71388972564934,B,-115.60825701137223,B,E,A,92.9360294012444,D,1
White,Female,Christian,-95.84057658407679,B,95.56883020741617,B,D,D,80.56301962125475,D,0
Other,Female,Jewish,-57.46162120432504,E,131.9178547672778,E,A,C,27.686518186109993,D,0
African American,M,Jewish,-52.88734836352014,E,-52.4311638070867,B,D,E,-41.57128512904719,E,1
Black,Female,Hindu,15.20487075736144,B,138.39496964591933,B,B,B,13.021660644763374,E,0
Black,Female,Muslim,208.15712542894724,E,-172.0650670123791,C,D,C,72.60090266327937,D,0
Other,M,Buddhist,-58.58183101970004,C,-100.09333436388572,A,D,B,112.19195355484226,E,1
Other,F,Jewish,-63.1319563947962,C,50.69605058113876,D,A,D,69.43673569533972,E,1
Hispanic,Female,Hindu,-1.5534006217070908,E,-138.2067748915742,A,E,D,-86.2597679354349,C,1
Other,Male,Jewish,37.0118233510699,C,19.22439046042082,E,D,D,-147.38720875386014,B,1
Asian,Other,Jewish,-127.99475873231312,C,-32.127377715293306,C,C,E,17.601708469884876,E,0
White,M,Jewish,-29.628048344643858,D,-49.079530267253716,B,A,D,-71.94440465095528,E,1
Asian,Female,Other,-26.591042240803333,B,126.10033095381358,C,B,C,-26.15501030655654,D,0
Asian,F,Muslim,-70.52701984775716,B,164.5715184288848,C,D,A,-108.81063511472684,A,1
Black,Non-binary,Christian,115.34430129406755,A,62.420483562342554,A,B,D,-23.519420877773626,A,0
White,Male,Christian,155.61965321147653,C,76.11772618789054,D,A,E,4.217228735108907,C,0
Hispanic,M,None,-269.08910461401575,C,187.9690453129803,B,E,E,-114.59101672160284,E,1
Asian,Male,Other,40.05013629366957,D,69.91721490386307,D,C,C,-86.11341181559283,A,1
White,Female,Hindu,192.13173783424295,C,-252.072667627318,D,E,D,-17.315447319816233,C,0
Hispanic,Female,None,-18.41554870062798,B,-12.176893109041503,D,B,A,15.233266212277458,A,1
White,F,Other,-75.63594724167653,E,79.55687275303934,C,A,C,209.43716822881777,D,1
Hispanic,Male,Muslim,-132.598119705833,B,148.01621758011422,C,E,D,76.88848790264208,C,1
Black,M,Christian,-33.654496321786134,E,31.04004757993778,B,D,E,-164.50910772862133,C,1
Other,Female,None,-28.044622910578116,B,-216.20796281566288,D,B,E,94.91610031749907,E,0
Black,Male,Other,43.908698418374314,B,-76.49292039982318,A,E,D,-37.786078340049364,C,1
Hispanic,Other,Jewish,171.11560904577524,E,-2.8714329386585873,B,A,E,3.043038946457958,C,1
White,F,Jewish,-30.213070339064245,E,47.517710205160625,C,D,B,-80.36792890244271,A,1
Asian,M,Christian,-25.5412187982923,B,-94.71308218743728,D,D,D,-181.3593239830808,B,1
African American,Female,Christian,113.43865643509201,A,-2.9003840345875096,B,D,D,124.0196028407748,B,0
Black,M,Other,16.101415590215392,E,7.402606533259556,A,B,B,-12.910333900271123,C,0
Hispanic,Male,Muslim,236.9663645175202,B,103.89581450111227,A,A,A,-65.64070303472546,C,0
Asian,Male,Other,68.975499223698,D,-118.34966552998804,A,B,E,-63.92184994649909,B,0
Hispanic,Non-binary,Hindu,61.87665496331003,B,-142.5229035158527,E,D,A,-85.57521414966622,B,1
Asian,Non-binary,Buddhist,-80.8206381231746,B,-161.6656871209949,D,B,C,105.39294082441842,C,0
White,Non-binary,Hindu,11.599476909619689,A,61.678854729162644,D,E,A,13.023746967413288,C,0
Asian,F,Buddhist,-115.56485651058833,A,-105.6375684896867,A,C,E,254.9111152248198,D,0
White,Male,Hindu,-96.38581836027875,C,61.12119315466806,A,E,B,-109.7475947382866,B,1
White,Non-binary,Muslim,-16.786650161644946,E,171.37535969794718,B,A,D,-28.02355069711431,A,0
White,M,Jewish,-117.72071870151144,E,63.901971396310664,E,B,B,87.67478257452215,D,0
Hispanic,Non-binary,Hindu,-72.0979617147334,C,20.480336098646557,C,B,A,-215.6441949095941,B,1
Other,Other,None,-87.09104442291478,B,63.22877156893192,E,E,E,-24.621064230925093,E,0
Hispanic,Non-binary,Hindu,-1.9742776891588278,D,-36.01647190799974,E,D,E,-21.851756210379012,A,0
Asian,F,Christian,-7.07749604482208,A,81.03606747435818,A,B,B,-145.52345992666943,B,0
African American,M,Buddhist,110.00835042912365,A,-68.86447396743065,D,D,C,103.62817626162078,C,0
Other,F,Muslim,85.27271559975354,C,9.188312172214609,A,A,C,-153.95175120506073,E,1
Black,F,Muslim,-39.873407259108525,D,-162.55960882680782,B,E,C,-41.47999398450852,D,1
Other,Female,Jewish,49.84174429470001,D,10.954058647895264,E,B,C,-65.52141406445146,B,1
White,Female,Muslim,148.5384002766906,A,-77.87607939905827,A,B,B,31.6010942532478,A,1
African American,Non-binary,Other,-122.97373659174494,A,35.70705165542014,E,B,D,104.11378118220746,E,1
Black,Other,Muslim,-129.89631126545956,A,-55.47346960184248,D,E,A,-133.14717468400053,B,1
Hispanic,Female,Christian,18.59495743755459,C,-31.891116914640083,E,C,C,27.343491895011056,C,1
Hispanic,F,Muslim,57.39439036060985,E,157.32345057394514,E,A,E,-75.01392606685428,D,1
Black,Male,Hindu,-26.99319120662265,B,-35.44302580535453,E,D,D,26.93867985732366,E,1
Black,Non-binary,Christian,6.946408470450609,E,31.21064853463477,A,D,A,7.326603560679796,B,0
White,Male,Other,161.97485084417158,D,-109.0688532710123,B,C,E,70.85499900363158,B,1
Other,F,Buddhist,-40.036509001791714,D,-81.92159104434768,B,C,E,157.58079130569655,B,1
Black,Female,Hindu,86.29498488363852,D,-108.71583073233577,B,A,E,-37.88573163928194,E,0
Other,M,Christian,-250.31177539518134,E,46.447410994910534,A,C,B,-25.095479903978436,A,1
Hispanic,Male,Jewish,-147.14151916569747,B,56.72120014332859,E,E,B,55.225792022225775,C,0
White,Female,None,-53.592783742170525,E,-46.41290719943893,B,E,D,4.692292433356729,D,0
Other,F,Jewish,-5.378612805352257,A,117.02008560515769,D,D,B,60.3807037899575,A,1
Asian,Female,Buddhist,-94.06669680589462,A,31.25456548598975,D,C,E,147.0213289405286,D,0
Hispanic,Other,Muslim,-117.41986234661925,E,14.875918936424595,D,E,A,26.044852608776026,A,0
Other,F,Christian,66.81724240353448,A,145.5968780329594,C,E,C,-71.21660296318476,D,1
White,Male,Muslim,134.26637599029462,B,51.54677358211374,A,D,A,-147.2728464854113,C,0
Asian,Non-binary,None,-42.339566838195736,A,-44.60733135045257,D,E,E,150.98699273179773,B,1
Black,Other,Hindu,40.71378225248963,D,-37.12212102048229,D,A,D,-136.18090721821758,E,1
White,F,Hindu,56.32494797546599,D,-69.46501251093406,A,B,B,-191.73624527396083,A,1
White,Female,Other,-206.85038256727037,E,-82.83546577126421,A,B,D,-7.449304345194699,B,1
African American,Male,Buddhist,8.86366811067508,C,-102.83608839500825,E,A,B,-84.0845521155915,D,0
White,Female,Muslim,-25.920229809772227,D,-40.619993140708544,E,C,B,14.862854780064119,C,1
Asian,Other,Other,32.30066116274401,E,66.05757300408388,A,E,B,-1.8960829975158362,E,1
White,Male,Christian,-37.81108557444884,D,-120.36918784642656,B,A,E,8.57712791049258,D,0
Asian,F,Christian,41.10764681307767,A,-71.58219740118075,B,D,D,175.81342870380286,D,1
White,M,Buddhist,-50.84155463534918,D,-139.37681743543752,E,A,A,90.49452715279625,B,1
White,F,Buddhist,-14.7550435387793,E,87.42370922403654,D,E,C,-28.494952918171883,C,1
White,F,Muslim,-153.35629907048778,B,22.170666688207344,B,B,E,113.79358412390339,B,1
Asian,Other,Jewish,64.82299948973731,B,-111.91081576100541,B,C,B,-133.3079541232646,C,0
White,Non-binary,Other,-4.492958733746661,A,-122.43361025373561,D,A,D,-146.95321607169873,A,0
Hispanic,F,Christian,-122.35161016559486,D,92.1871241597848,D,D,D,9.889388360639986,C,0
African American,F,Jewish,-209.8708802745869,B,-103.83011737381658,A,D,A,20.71936694568238,B,0
Hispanic,Female,None,97.05204667440098,A,13.936892431857856,E,E,D,23.60023234965318,C,0
Asian,M,Hindu,35.413095188958565,D,95.20480767527948,D,E,D,-10.681767465233856,B,0
Other,Female,Other,-162.0550361297826,B,-119.93946013558468,B,D,C,-87.98476907948135,C,1
Hispanic,Other,Muslim,-142.13248565676423,E,59.655549229977275,B,E,B,164.5146483962084,B,0
Black,Female,Christian,-172.38236362988485,B,-57.01271069223907,E,C,C,-3.9624246690920883,B,1
Asian,F,Christian,118.40014511399168,B,78.62432257799638,C,D,B,38.604323632053536,A,0
Black,Female,Other,-116.84211118865039,A,100.6242275736304,C,D,E,85.36355628065195,C,0
African American,Male,Christian,-211.38626306475382,C,47.52347335171764,A,B,C,-81.78943764890893,B,0
Asian,M,Christian,-11.302160719611484,D,-102.11127916533533,E,B,E,109.09008828510753,E,1
Hispanic,F,Buddhist,41.479001734186134,B,33.36110779411268,D,A,D,75.77908670871442,E,0
Hispanic,Female,Jewish,41.88999533742576,A,30.161345618951007,D,A,B,-70.91913537007063,A,1
African American,Female,Hindu,16.856611503827487,E,-150.0082046828212,E,C,D,-135.1864618211901,E,1
Hispanic,Non-binary,None,1.1491055560106633,D,61.372522156175634,D,C,D,-5.7554839864370875,D,1
African American,M,Hindu,40.988180979540076,A,-10.298620362201195,B,A,B,-162.1597781749603,B,1
White,Non-binary,Hindu,30.09696176538612,D,-255.4859894931314,C,D,A,-96.40738956887711,A,1
Other,Other,Christian,12.638608906969132,B,-2.3715409414772624,C,E,B,-61.6192694628149,C,0
Black,Other,Jewish,61.224671645111464,A,65.60795934529139,B,B,C,73.61047541164687,E,1
Other,Other,Buddhist,-116.11100867290634,D,-10.314752062483782,D,A,B,118.7792477643856,A,1
Asian,M,Jewish,-79.50858056815287,B,132.39488620522343,D,B,E,131.3973234516851,A,0
Asian,Male,None,22.284056800946516,E,48.81542638217005,C,C,C,1.567879174054631,C,0
Other,Non-binary,Jewish,-76.11006607456441,C,57.448641257731836,E,C,A,-117.74783275857925,B,1
Other,Female,Muslim,-140.53050595041265,A,-77.00124612693266,E,B,D,89.24384273266824,B,1
Black,Male,Christian,-122.3153989454399,C,28.43090455456574,D,C,E,-41.4865624258184,B,1
Hispanic,Non-binary,Christian,-1.2780690866809388,C,-34.09671224768807,E,D,C,119.94433201004269,B,1
White,Male,Jewish,-40.50943328869296,B,-31.31263853409971,B,C,D,19.20145312053627,D,1
Other,Female,Other,-151.8703379536285,A,18.418800417178115,A,C,E,114.99967052610442,A,0
Asian,Male,None,-111.07692740063911,A,-9.852280782198575,E,A,D,-46.099010680912215,A,1
Black,Non-binary,Buddhist,-121.93546622728965,A,-45.07189847170575,D,E,D,20.127161862489235,B,0
Asian,Female,None,-99.42615445009113,C,59.206309423286775,D,C,E,-65.57193637324106,B,0
Black,Other,Other,18.61907526451672,A,-10.405697621542172,C,B,B,-3.07166062966956,D,1
Asian,Other,Buddhist,-122.13054990559785,D,-207.41241551415706,C,C,E,-15.37197885535188,D,1
Hispanic,Male,Muslim,-292.7452283990396,A,45.937319702832106,A,A,C,14.614745031428997,D,1
Other,Other,Muslim,54.993342407749864,A,-26.450852970573845,D,B,E,15.387494602279167,D,0
White,Male,Hindu,163.93798104520096,D,-190.6842752261356,A,A,B,-65.9500876259176,E,0
Black,F,Other,109.31385182983746,A,178.72431242543075,C,E,D,-86.23647594476563,E,1
White,Female,Other,63.47771984667829,E,113.06576344384582,E,C,E,-76.12234349543174,C,0
Other,Other,Christian,-40.03867461112451,E,64.58840992379645,B,E,B,-28.78427262544993,E,1
Other,Female,Muslim,-158.96902970898637,D,191.22725353558573,E,D,E,247.2412062391661,C,1
Hispanic,F,Muslim,120.77805774397928,E,-60.36729662840518,D,D,A,-48.523944255369514,C,1
Hispanic,Other,None,-105.33248817119289,D,195.33436458582017,B,C,B,-29.966964895737362,B,0
Hispanic,Female,Muslim,-97.54573514545389,E,174.09510527494575,E,C,A,128.77918667095773,E,0
African American,Female,None,49.13671836234829,A,-41.698973883194995,C,A,B,-5.002910017214013,D,0
Black,Non-binary,Hindu,58.221903196533745,C,-68.59906582927977,C,A,E,-128.46019313444134,E,1
Black,M,Muslim,-78.08115095439788,A,-11.782644104799125,C,C,C,164.970617564159,A,1
Black,Male,Muslim,-1.5029106850821858,D,-18.21578362416094,D,E,A,-49.97764839502895,C,1
Asian,Female,Buddhist,-25.972702464675763,D,-14.174403648473936,C,D,A,-84.21517442130668,C,0
Black,Other,Hindu,109.6374488026197,A,-14.745330285174473,B,D,B,-128.7977360693046,E,0
Asian,Other,Buddhist,-120.75869411628426,D,-168.845215643712,E,B,B,71.76827314424847,B,0
Hispanic,F,Christian,-33.65221824105223,D,50.2877923251116,B,C,E,-89.81450908361484,C,0
Black,Other,None,40.467586170119546,A,-8.617375962603436,A,D,E,132.30737192111377,C,0
African American,Other,Jewish,-22.767956178607502,C,26.689986032930957,B,E,A,84.16636259666141,E,1
Asian,Male,Muslim,38.863477047030685,C,17.06569141711424,B,E,C,77.64277510339492,A,1
Black,Female,Christian,-61.675824523856235,B,17.346161995916944,D,B,C,-39.96430483224661,E,0
White,Non-binary,Hindu,113.58141359505933,D,169.90367932958776,B,A,B,-73.38647262904605,E,0
Other,Female,Christian,254.36449122397954,D,99.16665763925529,D,E,B,-34.16495139535748,E,1
Black,Female,Muslim,38.24112218022534,A,29.422009612968058,B,B,B,7.488689533086716,D,0
Asian,F,Hindu,-61.36151214336877,C,-82.56164980376451,E,A,A,111.77368661238707,B,0
Other,Other,Other,-153.3272805271737,E,97.00823088354453,B,B,C,130.1121589737394,E,1
African American,Male,None,263.93157172667026,A,-60.86253986501771,C,A,A,-146.68535617001018,B,1
Hispanic,Non-binary,Hindu,-91.11138210043717,D,-26.228580446237203,C,D,B,74.97696738252657,A,1
Other,Male,Buddhist,-95.5536863473643,B,-68.39364467120839,C,A,E,-87.78819494029784,E,0
Asian,Other,Muslim,-94.17510853297763,B,325.441668053437,B,E,E,-42.43241045478568,E,1
Black,Female,Buddhist,-30.433677318289,C,-228.24583311919076,A,B,C,-59.5429858575126,E,1
Hispanic,Other,Jewish,189.89983577782928,C,-56.35799108224341,D,B,D,105.34605453899522,C,1
White,Male,Hindu,21.638862801465958,B,-26.20296821013275,E,D,C,-129.3253346076764,E,1
White,Non-binary,Hindu,21.1941753274882,D,-26.189234273581214,A,C,A,179.26581373208154,A,0
White,F,None,121.41404289035495,E,-163.39341240625564,A,E,C,31.983606165875045,D,0
White,F,Other,106.01235353309588,E,-86.8949294709829,C,E,A,111.44315206455697,E,1
Asian,Male,Christian,44.19824415956204,A,-36.598517767162846,D,E,E,-54.148627408364426,A,1
Hispanic,M,None,-106.59043856557615,C,176.27394580826638,D,E,E,-102.7825088507113,E,0
African American,Non-binary,Other,-100.43427367581582,A,-71.10227138394156,E,E,C,-37.59226099265551,B,1
Hispanic,Female,Buddhist,-52.96945341439342,C,-20.945633986855213,C,E,B,-97.76061143577475,A,1
Other,F,Jewish,-33.93286294559623,E,97.8017830893902,B,A,B,-163.91699165824164,C,0
Hispanic,Male,Hindu,-123.15524853436548,E,110.56652937865753,E,B,C,-92.9916144681601,C,0
Asian,Non-binary,Other,-102.31459013266418,E,29.107586012871124,E,E,D,57.169087787372874,B,1
Asian,Other,Buddhist,8.839628445050202,D,23.840338888620245,C,E,B,84.31486114724744,D,1
Asian,M,Muslim,13.32610883186459,B,8.26804925915217,D,C,B,-106.51069885425419,A,0
Asian,Non-binary,None,120.77011997396387,A,-168.03452334554402,A,B,B,140.97410461909251,A,0
White,Other,Buddhist,-184.77465979078121,B,-22.21874434620464,C,C,D,27.218176287851172,D,1
Hispanic,Non-binary,None,-142.33371906849172,B,72.78819606009189,B,E,A,-69.85243572321315,D,1
White,F,Buddhist,-127.34183679404161,D,-116.95877195659901,C,D,E,87.7260654829127,D,1
Asian,Female,Jewish,138.24552707516597,A,-134.94585470738295,D,D,C,87.68244039262876,A,0
White,Other,Muslim,52.595898400447105,D,-54.72088793849099,B,D,C,18.428202816526777,B,1
Black,F,None,-93.31053327435484,B,-76.85580515386833,C,E,A,-94.63201838549851,E,0
Hispanic,F,Other,-8.142334973483246,A,83.24423448704538,C,D,E,14.683628272666896,B,0
Hispanic,Female,Other,58.64089058270052,E,-45.77134590770717,E,C,C,-66.93801249370942,E,1
Black,M,Muslim,69.70855422320932,A,151.46837977287973,A,E,A,65.38459766337897,C,1
Asian,M,None,-8.292657375839017,C,231.52602685580135,B,D,C,36.21201956128167,E,0
Other,Other,Buddhist,41.14388629888689,C,141.04218008240258,B,E,A,-19.945929814543753,E,0
White,Female,Muslim,-28.137641161528144,E,-41.41057065177873,B,D,D,41.31932069829482,E,0
White,F,Other,-65.10294474899119,A,166.26559067800125,A,A,C,93.5119984812653,D,1
Black,Other,Christian,125.68669691814355,D,33.441882081833434,E,E,E,101.98110525962156,B,1
Black,Female,Jewish,32.92228407547286,B,59.28175677940941,C,C,D,-107.72397011411765,C,0
Asian,Non-binary,Buddhist,-31.413129855978926,E,-121.31716653564797,C,C,D,-45.59510777718983,E,0
Asian,Female,Jewish,37.93847006097536,B,-156.31472549652358,B,D,B,35.289470414134136,A,1
Asian,M,Christian,-64.34812352458795,D,9.004354025885613,D,E,B,-109.01017113248655,D,1
Asian,Female,None,22.151740837177417,E,-42.514653629707986,A,B,C,138.7310674531014,B,0
White,F,Muslim,144.49667199810997,A,38.268686614585675,D,C,D,57.705200991722485,B,0
Black,Female,Other,96.83989418371046,A,-28.953632343181468,B,C,E,77.03616929662522,C,0
Asian,Other,Other,34.91448627201066,C,145.8627711547324,D,C,E,51.4956014239662,B,1
Other,Other,Buddhist,25.78410564560948,E,-83.13055750794821,A,C,B,88.81221060500938,A,0
Asian,Non-binary,Muslim,51.408359655038005,B,-156.9683489375957,A,E,C,-82.67480066973025,C,0
White,Male,Other,-42.3401273882655,D,7.599305857431634,E,B,C,93.75281473284947,A,0
Black,F,Buddhist,-57.89916397738547,D,107.56256885480462,E,C,C,-102.77269607634798,D,1
Asian,M,Muslim,33.44844094514474,A,135.58411046526294,D,A,A,207.72507783225467,A,0
Other,Female,Jewish,149.0075596697118,D,11.196091918175807,E,D,D,-196.9908199873348,D,1
White,Female,Buddhist,28.98153507305467,C,-89.70074137801109,D,B,B,35.50172302925485,C,0
White,Non-binary,Muslim,97.01000111582358,A,-204.48063845313902,C,C,E,-153.68543402664284,D,1
Hispanic,Other,Other,78.67628598321764,B,-46.96929552248979,D,D,B,69.2767751940488,C,1
Asian,Male,Jewish,-100.9931950458897,E,20.261066788151293,E,E,E,-56.46713414134701,D,1
White,Other,Muslim,-37.467756936976635,C,156.70533389035455,C,C,A,-107.69678928039477,C,1
African American,Male,Christian,23.29188076082854,B,-133.67896873270809,A,C,E,-185.9557017520131,E,0
Black,Male,Muslim,-47.67586516881913,C,104.69348581525664,B,A,E,-105.39010595073196,A,0
Other,Female,Christian,46.56108319252121,C,49.81950889366386,E,D,A,153.16969248500513,D,0
Black,Non-binary,None,43.6511541771005,A,-73.78736858530111,C,D,B,-75.07713753004694,E,1
White,M,Other,-14.277295318533747,D,-63.3621140023975,E,B,A,-32.799871773577436,D,1
Black,M,Buddhist,-112.45380496169584,C,-72.86123763997468,C,D,E,-40.972917739958056,D,0
Asian,Male,Muslim,7.244673957339849,C,-61.70800105925386,C,B,A,132.57679350016028,A,0
White,M,Other,-173.5773068338321,C,193.20015035113093,B,D,C,83.66307125993814,E,1
White,F,Buddhist,-12.902720394345524,A,13.310516154294849,C,D,E,-59.356556740303525,E,0
Black,M,Other,-88.30893371668924,C,-82.32640311785553,C,E,D,250.57949557192015,B,0
Asian,Female,Buddhist,210.71061620604576,C,76.15692978052876,A,B,D,-31.487020164378666,D,1
White,F,Christian,-236.13031287970858,B,54.12253271826003,E,A,C,-31.842084717431508,C,1
Asian,Other,Hindu,24.419015549456898,C,110.56005772265094,D,D,C,6.387842355514903,E,1
White,Male,Other,41.935430997093235,B,72.26861487848491,D,D,B,71.69112518874068,D,1
White,Female,Muslim,-0.7128205138765235,A,-24.261976835326564,D,B,B,-197.32703563405622,A,1
Black,Non-binary,Other,-22.967625217898124,C,8.699541295424268,B,A,D,-10.653989208384369,E,1
White,Female,Muslim,-24.84439564640611,A,21.683342007888527,D,B,A,-122.69410583571216,C,1
Hispanic,Other,Muslim,-42.28570120711627,D,-82.69124176722269,D,E,E,-87.7128712195903,D,1
Other,Other,Other,40.910595149228264,B,-59.72638287031201,B,D,D,12.718023449769241,C,0
Other,Non-binary,Hindu,-151.9748776352379,C,65.49222351869122,C,B,C,-49.01890033950663,D,1
Asian,Non-binary,Hindu,-91.54538162208222,C,-200.70581837503886,C,B,E,46.07417018865693,E,0
Asian,Other,Muslim,147.10195597070594,E,110.98317821972643,B,C,E,67.78353924833952,D,0
Black,Non-binary,Christian,-22.54448942310889,A,128.30718122627493,A,E,A,-38.90035159313624,B,1
African American,F,Other,134.65558034976908,B,86.92135904022051,B,D,B,-24.10375820296886,C,1
Hispanic,Male,Buddhist,-275.1308011441027,B,43.657274999055154,C,B,C,56.50126143024134,A,1
White,Non-binary,Other,89.69225113910124,D,37.3934278218247,C,D,B,-201.52468549073097,E,1
Other,Non-binary,Christian,-12.321509480693333,B,25.632847761377654,B,C,C,-125.77233950953108,B,0
Hispanic,Other,Hindu,-29.14274383851557,B,-117.02666625908613,B,B,A,-189.17302772150398,E,1
Asian,Male,None,-78.2278323548784,E,153.34420160115093,A,E,A,148.69767132087392,B,0
Asian,Male,None,-30.661603750365778,E,33.09109401664828,E,C,B,-10.330054522337226,A,1
White,Female,Muslim,-131.04413622935311,D,-33.382180473569164,A,A,A,-112.92005468920468,B,0
African American,Non-binary,Christian,-32.36976714236435,E,145.06023527059938,E,A,D,120.70366483835646,B,1
African American,Female,None,63.358467197059085,E,-58.350564509423975,E,E,E,-61.25980432081156,D,0
White,Female,Buddhist,5.585964950509963,A,-149.03661559917347,A,B,D,65.91126478295924,A,1
Hispanic,Other,Muslim,-50.41802075301675,A,-14.771413953628187,B,B,D,13.745506106343914,A,1
Black,Male,Buddhist,116.77755412300317,E,25.79728359889041,D,D,E,-129.88647117431938,C,1
Hispanic,Non-binary,None,133.60805778705873,A,177.8966527684078,E,D,B,71.78546477326647,A,0
Other,Female,Muslim,-65.46954417568894,E,37.901657046817604,E,D,A,-91.18544712429305,E,1
White,Male,Muslim,-96.79906280923154,B,77.96046489947979,D,A,D,185.2882521726328,D,1
Asian,Other,Muslim,72.675264625242,C,197.26506747566017,E,E,E,-55.61724663847415,C,0
Black,Non-binary,None,-183.8189829801861,D,-85.99311279504657,C,A,D,134.87893688970104,A,1
African American,Male,Muslim,64.84362245762647,E,37.33166234179128,E,E,C,20.437486918920754,C,0
White,M,None,-41.60203712499514,A,5.6778184534018035,B,E,E,42.46637351124477,C,1
Black,Female,None,120.59799766324628,D,-74.16297708576714,D,A,A,79.21454928067075,E,0
Hispanic,Male,Other,220.8940210621724,D,15.410220576747694,E,D,E,144.01499647523462,A,0
Black,Non-binary,Buddhist,-84.23158373054699,E,-26.074043460605427,E,B,A,58.60372536995466,B,0
African American,Non-binary,Muslim,71.2088621949211,A,-28.727894024392647,D,D,C,65.23313163749968,A,1
Other,Other,Buddhist,-3.798315694903916,A,-108.78703249707786,C,B,B,-20.691361766709406,B,0
Asian,Other,Buddhist,-198.52147361452464,B,-72.78487559903013,B,C,C,94.46907509662745,D,1
Asian,Other,Jewish,6.972979697787182,C,-112.76137223057441,B,A,B,-56.347248766669935,D,0
White,F,Jewish,-33.228685714189304,A,-71.1077065955471,A,E,B,10.03871132177863,E,0
Hispanic,Male,Jewish,9.426568267888268,E,-106.30887753506839,C,C,C,100.2294569698553,D,1
Other,Other,Buddhist,129.23443169362434,D,72.50984617971501,A,B,A,108.83149465849083,C,0
Other,Male,Jewish,-101.23178213459185,C,-98.88356566892452,C,A,B,-96.42568985726957,B,0
Hispanic,M,Buddhist,0.3279958527911791,B,122.53762580392906,B,C,C,-186.0815606371247,B,0
