sexual_orientation,civil_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
Homosexual,Widowed,C,C,B,42.85339020511862,-74.00521692443185,94.84118090658679,63.34273584776693,A,4.303645723340583,102.76873451691533,C,E,B,A,1
Homosexual,Married,D,E,B,156.96036593028268,-77.35587400474799,53.45143093212323,-42.89947556025974,B,68.2986263877003,-158.69876266291374,D,A,C,D,0
Other,Widowed,D,D,D,282.4963720439416,28.578945300025516,69.02135579490678,-52.89001047074795,C,80.15440023182065,-16.25633230964776,A,D,D,E,0
Heterosexual,Single,D,C,A,-96.06121207725484,15.868153320660545,97.84046539416754,41.86221638072147,E,103.08435693764686,3.456125220901097,C,C,E,C,1
Homosexual,Divorced,B,C,D,-24.489671379429698,7.772770266086234,-139.81685661091902,-284.16528194898063,C,179.16416347377907,39.745105498916736,E,D,D,B,1
Other,Divorced,C,D,D,204.9398475315976,-79.91530266082127,-210.19950211960352,-58.61115229263795,A,-20.565471678169718,181.63610496640936,B,E,C,B,1
Heterosexual,Single,D,C,D,13.540712390495749,-126.01092578114255,17.097919487377567,19.910873164358282,D,-133.23353022524458,70.80281231302821,D,D,D,A,1
Bisexual,Single,D,B,D,-9.633497411589452,102.2315535539464,-17.6629503180464,-73.7929391420131,C,202.5610385266809,-192.7925768109132,B,D,D,C,1
Heterosexual,Widowed,B,D,E,-72.15251298695455,17.581346453674026,-0.5807486866761853,-14.086098610427552,D,-167.874286966642,-36.37859179798102,D,C,A,C,1
Heterosexual,Divorced,D,B,C,40.08681974010695,-7.1556624173546535,-41.607823497412504,153.34693187393424,A,-142.39642960481302,-43.09929733057029,D,A,C,D,1
Bisexual,Divorced,A,A,C,0.5157280072722371,72.40637220684083,-29.92706311230226,34.26320274815529,E,204.0828395260575,20.59148912094201,C,A,E,D,0
Other,Widowed,C,D,C,-113.57946718758217,110.15248174319811,41.70708654963137,9.04408010037001,E,61.35287354591863,78.1696615116566,A,C,D,B,1
Bisexual,Single,D,C,D,-6.04320641121262,-108.07789477744119,-104.79368427826239,-103.85147229079463,B,15.01301948376709,171.85923765563973,D,C,A,C,1
Bisexual,Divorced,A,B,A,-96.08053147797408,77.61594754790626,-41.33688433915419,113.13378803012057,C,86.72807183325374,-83.4716204326458,B,D,C,A,1
Homosexual,Single,E,A,A,-75.92144607550692,-106.31381093667815,-10.144143584238694,67.99035084994667,D,83.7547749266526,25.333788893853708,C,C,E,C,0
Heterosexual,Married,E,E,B,-16.27039942019784,92.98544558081758,153.26327720345486,43.11255405725522,A,48.31591970907244,-152.70381165475172,D,C,D,C,1
Homosexual,Single,E,C,C,111.45241979164207,89.41720535602178,-126.19093680630023,-24.20829376967285,C,-8.308807373455855,151.70155547698872,E,B,C,E,0
Homosexual,Single,A,D,B,28.472447445534748,26.445675044711418,-81.8174778959182,84.5120090925856,C,-45.786251120508396,99.90894524581456,C,D,A,C,1
Other,Widowed,E,D,D,-154.68661580948725,-5.878012052164039,41.013271827273236,34.823364194942044,D,11.467679915252548,-112.9421055921302,D,C,C,B,1
Homosexual,Divorced,C,B,D,-8.031701870704653,-78.90818079286966,-8.337699323472702,-59.84995623368484,D,-206.97215100209343,-2.8473945988867455,B,A,A,D,1
Heterosexual,Married,D,C,B,-29.204720397955825,93.22612660894094,-13.98790323891764,57.19218235539433,A,-64.5016415684823,2.8510893492009504,D,D,B,D,0
Homosexual,Divorced,A,C,E,-52.58891259773459,222.75445672879016,-71.75205539980662,48.278796038562334,D,33.5312274485821,9.797074187250217,C,D,B,D,1
Other,Single,B,C,C,-29.20601917685105,59.826714923671275,-140.1396183747417,-41.54729162722492,B,65.79845442829779,55.98492136477127,E,C,C,A,1
Homosexual,Single,A,A,E,-24.71697710950841,-171.42625952059592,-102.16028737766287,-126.03384103182577,B,-73.35822645055224,-165.04827073738403,A,D,E,E,0
Heterosexual,Divorced,E,C,B,10.6377084271944,29.088832562744887,-106.93415956461858,226.93534254428695,B,140.32312991650747,-30.387118276845648,D,A,C,D,1
Bisexual,Single,C,E,E,-29.659587060583437,-84.64906207503226,108.51836662790294,81.03482877080724,D,-135.5421617920626,-4.818707289201274,C,E,D,C,0
Other,Divorced,C,D,D,61.76647427892983,99.59084372141075,53.67343848862961,-90.91801165692924,C,107.41027063285496,-119.77894158522,E,B,A,B,1
Heterosexual,Married,E,E,D,2.3779893112851997,-63.761398988134076,-38.42919425457851,130.01660260497408,C,97.39387991189169,-34.16342776168763,A,D,E,A,1
Other,Widowed,A,E,D,13.59936562528019,-25.108466801412057,-34.18480238271571,26.845700936943174,E,23.39206408175931,10.940624103647542,A,C,A,B,0
Heterosexual,Married,E,A,D,-88.69287456629745,154.3378027227843,-128.907334450042,272.5259443722369,C,240.83627869939642,112.82552521130779,B,E,D,D,1
Other,Married,B,A,E,60.95659226633862,217.72941398432937,65.83475463522103,-79.1589815792917,C,-49.93801515995529,-74.81756871551202,D,D,E,C,1
Other,Single,D,D,A,99.94874313734388,102.89831544853337,-47.34784960462771,199.5552268126443,E,-220.1431854419374,47.03407680604339,D,A,C,E,0
Homosexual,Widowed,E,B,D,-161.37227923573388,-127.62799437700548,149.25972383354474,2.7803965767043612,A,-140.51091468065096,42.60638310008702,A,C,E,B,1
Other,Widowed,B,D,B,81.15150309417096,-107.3185040651304,-130.55766763857392,-51.22339958542494,A,25.530529906089704,93.77491714281227,A,E,A,A,0
Homosexual,Divorced,D,C,D,14.723957058258149,30.379637957184368,148.23991597045682,6.835490170451014,D,-62.10551465024293,96.81957540054917,C,C,B,C,1
Bisexual,Divorced,E,D,E,88.18972020089049,-224.27101405018405,121.35335785166366,114.89085446831801,E,-88.90495860309994,-249.92912538086486,E,E,C,C,0
Homosexual,Married,A,A,C,-57.223613501270535,-8.987701911458215,143.42879351510464,-162.59334141051133,D,98.50251551216348,195.79406501176945,A,D,E,A,1
Homosexual,Widowed,C,D,D,183.99973842439786,65.37190087252249,11.801432040223398,-34.103770805628464,A,-103.0167293894292,141.72628331872875,D,D,A,C,1
Other,Single,E,E,D,-167.08658851212468,204.85049484865513,145.2250744354715,-10.820633597765315,B,39.58782819069555,72.58826611278245,D,A,C,B,0
Bisexual,Divorced,C,E,E,-208.53601521450548,306.1825790636117,-58.413268225698204,38.044365425230566,B,-9.491770126591545,205.1324254182294,D,C,D,E,0
Bisexual,Single,B,E,B,-32.74862177962959,-51.92562424993463,-16.96693549615841,86.39739060032994,E,55.654617522240436,-161.87288545050743,C,A,A,D,0
Other,Single,E,E,A,92.51194857889071,16.020857989649574,-88.98155461817765,-219.75087222292737,A,22.432817417716922,111.02375536466546,C,A,C,C,1
Heterosexual,Divorced,E,C,D,-109.4310023822867,-27.038541600517974,-59.380239851631245,59.72151537201661,E,215.22824287472125,85.99111957253129,B,A,E,C,1
Heterosexual,Divorced,A,B,E,13.801328186322204,-21.85207457309698,29.41929058190477,254.08217698881268,A,96.23152453949874,47.188196307136174,D,A,E,D,1
Bisexual,Widowed,D,D,C,-26.372611493188657,-137.2854326133814,-170.23073395325522,23.43734774538487,B,40.35555001526425,26.24060239436133,C,B,C,C,0
Homosexual,Single,B,B,C,185.3576985196455,-55.49757003303332,7.368611675987751,-169.09251126480265,A,61.092643031319064,73.67940930473608,C,B,D,E,1
Other,Married,B,A,B,67.74430204199288,-120.40375838138249,-62.3638896688524,28.463679230600675,A,-107.82527175675828,-34.58559334047955,D,E,B,E,0
Homosexual,Divorced,D,E,E,-97.9364495100508,-23.289815218104202,-152.73371392536515,18.646350507097928,B,27.31507333730483,-116.466033620619,E,A,E,C,0
Bisexual,Divorced,B,A,B,-94.10737236854725,76.35008896456364,-9.813766408798312,131.43221852646008,A,211.86947664295616,18.920012077811897,E,E,B,C,1
Heterosexual,Married,C,E,D,34.192297812951075,-6.370506250181821,153.40489929102418,74.46222979013051,C,12.257858929048341,83.68135923537903,D,E,C,A,1
Heterosexual,Widowed,C,C,C,130.443705551133,-150.13582516173457,-33.503081955867614,-21.901385623620044,E,-8.726401251779258,84.14156070105506,A,D,E,D,1
Other,Married,D,B,D,84.38520935219388,-22.838989038031613,-31.288680663335246,-20.88976354839995,A,255.08083134331315,-64.17288953036442,E,C,A,A,0
Bisexual,Widowed,B,B,E,-154.24768452056958,-99.95243960012147,11.223408372849548,-42.386760827666095,A,47.78898467553215,46.203777959420286,B,B,D,E,1
Heterosexual,Widowed,C,B,E,24.529800560108857,-11.474848450733313,34.02398691253951,67.81025677107517,C,-47.94777574901738,36.844886015031015,E,D,A,A,0
Homosexual,Married,D,E,D,40.96146399361527,-189.94459705174273,70.42367048021033,6.227974970045448,B,-131.77779765288392,122.11402480443829,C,C,A,C,0
Other,Widowed,D,E,A,-16.111227724666453,39.56727602600838,44.27154354896567,28.11799151923116,E,12.406330554765105,-14.11702459317018,E,C,E,E,0
Other,Widowed,A,E,A,-7.807348588880561,59.513371976056995,173.8107669545887,-85.38756180998057,B,107.68820976925726,-97.40523596107938,B,B,E,A,0
Bisexual,Married,D,B,A,207.49633501511943,-30.875273506734548,54.05683663312879,54.44993191871933,D,-17.840335223931948,-50.94499137112979,A,C,D,D,0
Homosexual,Married,D,B,D,65.12671457736066,112.94133263756628,-149.79065559571254,11.74414982690485,B,50.00460767933625,-64.6617234468827,E,D,A,A,0
Heterosexual,Single,C,D,A,180.13535089681807,11.155214496598465,74.53478833599368,-121.49963444014735,A,42.20191376617997,68.53359552994672,E,B,B,A,1
Other,Widowed,A,E,D,-154.6763447122211,70.20394672507949,-132.18978822785766,-69.69883626736544,C,59.64976005061211,60.01408547992695,D,A,C,C,1
Heterosexual,Single,D,A,A,-62.937951502203596,51.890645885055996,-46.14272235074606,-41.625957225979214,C,156.09869417194867,11.494563235433702,E,B,E,A,1
Homosexual,Widowed,B,E,C,141.98241481611805,-172.12290554213897,47.38871892085068,51.7298164374251,C,44.44438144655486,11.113662409172868,C,D,D,D,0
Bisexual,Married,B,C,A,15.69887470572971,45.20664770783651,0.6187242004078043,49.853732421663715,C,-42.54655009222512,23.411508111569457,D,E,B,A,0
Heterosexual,Married,C,C,B,-47.43551185618967,-129.420779026736,67.82427304432784,12.949564373778724,E,-105.05118806356357,95.25341814968846,B,C,D,D,0
Bisexual,Single,E,B,C,-120.70089060650555,38.873693696606566,1.0027085331094774,-76.56177645064407,C,-152.6289134319521,-72.00295013084408,B,E,C,B,1
Heterosexual,Single,B,E,B,143.05963040151812,-180.4869081335902,-167.06086397432603,-21.945544409363855,B,-135.26073409537176,43.65035856895691,A,E,A,B,0
Homosexual,Married,D,C,E,21.737697456212633,40.05598404879886,-6.593356273394985,-110.46076730596725,A,117.94671490126572,49.997936809563406,B,A,E,B,0
Other,Single,A,A,C,-13.197639822851166,136.14152983173017,14.821582558203058,32.760192485317305,A,53.073985004334325,-111.74699700751496,B,B,B,A,0
Other,Widowed,D,D,A,-112.94609853299778,50.02653739243345,33.82521443450745,19.078625228811877,A,-36.69798870684413,8.883882214480105,C,C,E,B,1
Other,Single,A,C,B,-2.3414455130786944,89.92194023813187,-13.850557558831422,-148.0746522042233,D,-220.7385646411797,-44.03377111678805,D,B,C,D,0
Heterosexual,Single,A,D,B,25.865454178656872,-190.25264514349914,54.469817663443806,-80.48408776346514,C,-148.7134826278641,87.69644748383216,D,B,E,B,1
Heterosexual,Married,A,B,B,228.22575773486173,-136.6306248508287,-133.0335460829888,-60.33013503400677,B,-17.31989914496923,17.321890432576403,D,E,E,C,0
Heterosexual,Widowed,C,C,B,-6.067952691508325,-15.730164566287314,-97.61852409652029,12.184807377314733,D,-190.80389066026515,-42.397858325532596,E,C,D,D,1
Other,Divorced,E,A,A,-39.830186868404674,106.256837380474,98.80643946386381,-10.649598694745949,A,23.244507186644515,-273.4397223677319,E,C,E,E,0
Homosexual,Divorced,B,D,B,-197.69252647941244,10.181665979203324,180.21379191490647,41.30703953624511,B,190.383304222945,-72.30794522002783,A,A,D,C,0
Homosexual,Married,B,E,D,-51.60558668966059,59.31872457040147,162.8144872327989,97.68668393792083,A,-216.50689362100346,125.41945684734719,A,A,B,B,1
Heterosexual,Divorced,B,A,C,-112.44346794658453,91.25097922708319,-85.45562650177118,39.61633209487425,D,1.265251669548987,-33.798896583879475,E,E,A,D,1
Bisexual,Widowed,B,E,A,-40.641391613086384,-33.678947445110175,-24.417571002705344,-48.3968122626981,C,-60.56642501125074,-122.15639773994013,A,E,C,E,0
Other,Divorced,E,E,A,163.43908921936404,-37.46366943833387,30.459229647029346,-86.44268722277276,D,-176.50664317732466,16.05762224253387,D,C,B,E,0
Other,Single,A,C,A,66.7774765755475,-151.18376401778625,62.97142159182461,-66.18787704643867,B,-154.3353422036195,25.01218370794219,E,A,B,E,1
Heterosexual,Single,B,A,B,-145.5297657267564,-163.11467313272928,-24.36793798096003,-48.980489407727426,C,100.22430157157804,-63.378557583930615,D,B,D,C,1
Heterosexual,Divorced,C,B,B,-102.87478300791119,204.56329243707083,32.3385000075439,128.34051285756445,C,118.42282618520179,-232.0420727742623,E,D,A,E,1
Heterosexual,Divorced,D,E,A,143.54783900990486,64.02804542335578,25.04587294380634,-254.94388235430714,C,-3.049444018509725,108.47363697378259,D,D,E,B,1
Homosexual,Divorced,E,C,E,-7.6120296073913245,-42.32828255565442,298.01732587629317,-82.20322170701841,A,-72.942408030874,95.61943375631216,B,E,E,D,1
Other,Widowed,C,D,A,-11.62936600524242,-66.22649395512931,-40.757337285152374,-105.90775635316372,A,9.103104238275142,46.29339265419816,C,B,A,D,0
Homosexual,Divorced,C,D,D,118.65647189837698,-86.77141242872769,125.54893185321683,67.52052655156481,D,-28.10484297833274,70.17985872102793,E,D,D,B,1
Other,Single,E,B,A,-253.27245857708914,110.94020547482299,48.03324972137895,-35.58361824599036,E,62.72425772587735,8.993665265298304,D,C,C,D,1
Heterosexual,Widowed,B,D,D,167.4186434233977,64.12133682571472,86.87703927951789,57.103158824063506,E,39.53624125726548,73.65794566112857,E,D,B,E,1
Homosexual,Divorced,E,A,E,73.38848912150776,22.845566161116924,-80.45040395431006,-97.34074596472627,D,-109.39682260284033,16.251855861543,A,A,C,E,0
Heterosexual,Widowed,E,C,C,41.862796556814985,-63.07826759911242,78.29721189579452,8.54696686932394,D,116.75833556691222,89.66529377837455,C,E,D,E,1
Homosexual,Single,C,A,B,36.61091418392944,101.96142845812037,-44.05687584362238,-92.71383438861666,E,-57.46567012363498,84.74186961009309,E,E,C,C,1
Bisexual,Divorced,A,E,D,-47.5489565178939,-100.03991589654704,179.13367342986686,17.79430274670983,E,-22.15768625373446,-101.21713455222341,B,C,E,B,0
Other,Single,C,E,B,-165.56024113513655,49.647163551878606,-114.06515009871106,-75.8332200355763,D,-218.3264091034469,37.49337487236085,E,B,E,B,0
Homosexual,Married,C,E,A,110.28972534786605,-10.934529443669359,-231.08678405119437,204.8709107925243,E,39.70070102315026,-203.14694961844202,D,A,B,B,1
Bisexual,Widowed,D,B,A,-33.92306883199701,-65.31580990670182,-4.124427682123252,61.99682153637287,B,64.58298457306012,96.73059140095994,E,B,C,C,0
Heterosexual,Widowed,B,A,D,-93.92685430118121,-61.80402091680916,-136.73877691404982,1.0403601041162411,C,4.167539382798142,92.86148879725887,B,D,B,A,1
Bisexual,Widowed,D,B,C,123.08911548457502,-29.024479098713474,112.27644971939826,-149.00195564375846,A,32.97832398774395,147.56655023298012,C,B,C,C,1
Other,Divorced,A,D,D,-68.35161127599093,-60.55240898988266,-65.88235418211544,24.099581063777084,C,181.0992480275194,-40.5951418224333,E,E,B,E,1
Homosexual,Single,E,B,E,103.96777865478836,-37.987341545457475,177.2106826694265,115.64440581513668,B,-68.87185214672029,12.563804324196642,E,A,E,A,1
Other,Single,D,D,C,-113.37877681323477,21.458229333069685,85.39742290971449,95.84789136260721,B,-6.662715789199747,120.58926901092777,D,C,D,D,1
Other,Single,E,B,A,123.60515409266651,29.002320054963942,18.73399661025168,119.76830488775363,A,-48.209047729414735,-71.64099197443463,E,C,D,A,0
Other,Widowed,B,A,A,82.27562545726312,-108.44322696852942,-69.3609676733896,-69.14430089159464,D,104.68159986786833,20.281950782291098,D,E,D,B,0
Homosexual,Widowed,A,C,E,-65.57946533130273,-168.4068929177705,87.83720259026512,26.051721834262803,A,-113.17913751591091,22.348099450291933,D,E,A,C,0
Bisexual,Married,C,D,E,-37.9513230418211,-66.42782410089586,-195.5633675400166,-82.37530221517257,D,-71.66257979215067,-106.86549660488159,A,B,B,D,0
Homosexual,Single,A,E,B,-58.928314692956505,-39.45878770391316,-29.71570984255823,-67.98901403336964,D,-10.379538776043079,3.173100367368394,E,B,D,B,0
Homosexual,Widowed,D,A,A,-175.27357241632768,-259.79272581288086,198.37070162612443,-40.63137966059758,E,-179.23214352533995,59.61042933855679,C,B,B,E,0
Heterosexual,Married,E,E,E,-135.1289780522766,54.70594506492559,-65.09973052682206,121.08478594730101,E,76.03915924556773,-203.30052690849806,B,E,E,B,0
Bisexual,Widowed,B,B,D,67.51508004545897,-106.93305964919047,2.424722130463127,-79.58690890248778,E,-11.27865458499054,-169.69847921596448,B,C,E,E,0
Heterosexual,Single,B,E,D,84.04342148664227,-22.13062760853428,-149.3636083210236,86.93089186448,C,-177.5454316519664,134.54251862924434,A,A,E,E,1
Heterosexual,Single,C,B,E,23.319109563797557,49.64315925843198,187.05824309738264,-38.376385013589385,A,113.02921757071036,-76.11498511692602,E,A,D,D,1
Homosexual,Widowed,E,C,E,-78.47140567309992,-76.65274763776586,10.32320050648787,52.88713605841644,D,-125.88744687144158,-43.33022408961257,E,B,D,C,0
Homosexual,Married,B,C,B,62.36883273689921,251.48659184560404,170.30566583037853,-22.262297181175814,A,-14.10304803034366,119.61313148357537,D,B,D,A,0
Homosexual,Married,C,E,E,-29.67685742066425,182.9662246189538,59.99036903183359,-12.218011297821922,C,-94.80771515401563,64.18539026858144,C,C,E,C,1
Bisexual,Divorced,B,A,A,12.404322042420926,-23.241636736360423,-28.8851954159017,147.5320194879008,A,244.04404704130775,62.87818653099997,B,E,A,E,0
Bisexual,Divorced,D,B,B,17.682158042164662,129.9226173654366,113.1524923977079,28.097948509851538,E,-117.82876807015225,60.5382018771496,C,D,E,A,1
Heterosexual,Widowed,D,C,B,-19.28227365755046,-80.43034131910773,196.19912345777124,64.70779663417828,B,14.129090704926146,-54.38218764371946,A,E,B,E,1
Bisexual,Married,D,C,E,27.826868597116317,-171.82627240469918,95.49415373193075,-12.420969328920908,C,38.1385107948533,122.0762059489839,D,C,D,D,1
Homosexual,Married,E,D,E,-128.46049689037068,113.04071883259479,38.532596234226816,-52.090812603935944,A,-150.0708390284613,-92.2671418562257,A,B,C,D,0
Bisexual,Divorced,B,E,D,103.79443817244771,-23.52276165598954,121.15591945325086,0.05337591132004315,C,-146.87910577878048,-65.99606461017622,E,C,C,D,0
Heterosexual,Widowed,C,E,C,121.17468010621141,18.973475160462325,-110.63256990588646,10.528774904532982,C,12.329815544957153,43.94558550466765,C,E,C,B,0
Bisexual,Single,B,A,E,-108.99979206225308,-26.77613222477196,-10.748036294758105,204.73491770853997,A,43.74926029647495,-83.24066067004283,B,D,B,D,1
Other,Widowed,B,B,E,-158.33425789386982,121.94367786863727,-124.64228972851403,-4.498760720751773,C,24.826589013236752,230.6544682853606,D,C,E,B,0
Other,Married,C,A,E,41.96221051745742,104.0993311357615,-109.99324375503028,-96.75726071332346,A,52.53165221987571,30.066804398005313,E,E,D,A,1
Other,Married,D,B,A,16.063625098491826,34.933418427756465,-34.281497591258855,-103.07773767898371,B,43.205105471196674,56.88039684075922,B,D,B,C,1
Homosexual,Married,C,A,C,11.444754586266132,-97.47750180510918,-9.63404440066902,59.726625619809745,C,47.347366100981894,133.2581570079561,B,C,D,B,1
Homosexual,Divorced,C,D,D,88.23652890936108,-114.20406245132746,-80.00677279429603,-128.07180260954775,D,39.51142632985313,-38.32867114677964,A,C,C,B,0
Bisexual,Married,D,C,D,-102.55421241310745,-95.30657058525208,-15.500648619091093,-58.03982438563331,C,-62.843565225174956,17.549109876722028,D,D,A,C,0
Bisexual,Single,B,D,B,-74.40298546103608,-48.287637215341746,71.45110266959087,90.68938162801142,C,99.7666813213642,-1.6924703076315428,A,A,B,D,0
Heterosexual,Married,B,E,B,-164.49171717751832,-155.51194056338488,-87.62715847432447,-108.20928260038683,D,-31.920178103885327,-141.9583681026588,A,B,A,C,0
Bisexual,Divorced,E,D,D,-62.63491576482332,-130.86299282110082,-93.65699443052698,-69.68851609150984,D,39.86944631989045,137.15522324953952,E,E,B,A,0
Other,Widowed,D,B,B,-110.48675504939578,170.219736737526,-37.36547418923257,82.44988144762438,C,172.76889183309007,78.22386955800512,A,C,C,A,0
Bisexual,Single,B,E,C,-41.93802874154894,238.36339814631108,-103.25085503942056,-4.959069627040577,B,48.981224847231864,-206.7461710080868,C,C,D,B,1
Homosexual,Divorced,A,C,A,-34.751574425556534,63.64288598917916,-165.55489580574968,-158.47187365777927,E,57.16032709636342,-138.45246503078755,A,A,D,E,1
Homosexual,Single,C,C,A,75.18921556392719,-47.90597697066962,-60.95980241190231,60.14907613747833,C,82.0340159951817,-62.579959584489195,B,E,E,C,1
Bisexual,Divorced,C,C,C,-47.62562722140004,38.22061506667551,52.73279314129634,39.38086839612902,D,-24.804377519336505,-344.51819047884794,D,D,B,E,1
Homosexual,Widowed,C,C,D,-17.375978042157325,-46.76904222040926,134.16587318123624,-62.97642374675198,C,-3.4740111326850425,-52.08487692236608,E,C,C,B,0
Bisexual,Widowed,B,C,A,93.55644488657965,0.2872066144514105,-42.30522720649578,119.38638647614019,E,63.247595867289775,166.02795793241572,C,A,D,E,1
Other,Single,A,B,C,-22.898657192292006,55.45464336538406,-159.21929762428096,-94.63387766786711,A,60.06596851471756,-147.41922870682615,E,A,B,A,1
Heterosexual,Divorced,D,A,C,-62.11781790265605,-232.32687945035505,68.08520962688867,26.03518445683698,A,-77.26270854603519,94.47240269569399,B,B,A,D,1
Homosexual,Widowed,D,B,C,-92.53881023065051,70.405291873213,120.65956277715838,-211.74379929524287,D,243.36281903393674,-118.3511463321394,A,C,D,E,1
Heterosexual,Widowed,B,E,C,9.948821193159969,-77.54891391128864,-33.89668514063314,8.238870002807284,C,-51.263502730785326,-213.85130296380783,C,E,E,B,1
Other,Single,E,E,D,198.0025541229301,-17.275792987755864,73.64887579306068,112.27501411269981,B,-84.01622208149291,-46.408344744448335,C,A,C,D,1
Bisexual,Single,B,A,E,-110.02812991634443,65.45270720079962,-87.7759873322094,81.44014096189142,C,-93.35398988375249,83.0238472016576,B,E,D,B,1
Homosexual,Married,A,C,C,-68.8591024001012,-26.397922540059433,33.69667290401083,-87.78254419322651,B,-178.1984079846505,22.719531571279948,D,C,B,B,1
Other,Divorced,E,A,B,121.6145412803081,-99.8811085980406,55.873835257121215,72.8786876725542,C,158.93812417886593,182.4477218320682,E,E,B,C,0
Heterosexual,Married,A,E,B,58.88294215113662,73.15880066132053,-104.94372844675905,-62.82089943596931,E,11.166134720892874,-72.47037978679978,B,B,A,A,1
Heterosexual,Widowed,E,E,C,-21.24779191542391,65.79963303385476,34.380734899100176,36.17278395131031,D,14.624958198895479,-121.90632256339381,D,A,B,B,1
Heterosexual,Single,B,D,A,-79.83243070338007,165.25426141336743,-73.04987444126068,-47.82148023257624,C,39.50032052256976,-16.93253284405563,D,E,A,A,1
Bisexual,Single,B,B,C,15.2608520523031,42.73206765746036,163.45723930831255,78.54120313928522,D,-42.781315016189886,-172.1247565357654,C,B,C,D,0
Other,Married,D,D,D,77.08530028079839,-21.4936985212644,87.86385965714906,-77.55612050226001,D,-210.61401162850132,219.52512463730406,C,B,C,C,0
Heterosexual,Widowed,D,C,E,191.1909021566437,42.5841748293124,60.336976366113646,-101.87841526518176,E,-92.4112713760816,-116.35044615492308,D,E,E,E,1
Heterosexual,Divorced,D,D,E,-183.32507510768264,-285.520750948426,-0.8833116436929566,125.35389784648319,B,34.57442122317207,124.20604008872151,B,C,B,A,0
Heterosexual,Married,E,C,B,-18.036080215268967,53.71413735979368,-191.0512069927752,117.70467390993721,A,-143.35863000225842,-218.3048505353264,B,E,B,E,0
Heterosexual,Married,C,E,D,33.2879304131045,-146.04497857512743,3.639287523397614,-27.978969086884277,D,-36.35815852887449,-205.25577076203518,D,D,D,C,1
Bisexual,Married,B,E,A,-209.65414871907666,85.15597384121504,-150.9245510600379,-127.45794407578117,C,337.9015143059755,-202.44751976843892,B,B,E,A,0
Heterosexual,Divorced,E,E,A,-77.3082676868188,-2.7602348601331017,-230.09169407714148,-103.13062731158897,A,22.26602727705174,146.18873756410437,C,A,C,D,1
Heterosexual,Married,A,B,E,145.8544075342408,-148.6466490361542,97.02116763816299,99.6124395141768,E,-88.50107924714356,145.32503362280323,C,D,C,A,0
Bisexual,Married,C,C,C,142.29778970450198,-13.232843816678356,-160.34235734590897,-130.42123303763256,C,55.67130867903829,119.50813214001128,E,E,C,C,1
Other,Divorced,A,E,C,77.09605140854457,-2.728034495098581,196.00372864789824,-84.06617835001764,C,3.4595850001939787,-108.43376122631571,E,D,B,D,0
Other,Divorced,C,A,C,-49.38168462819422,-117.65273405487653,-123.58767931292782,-38.957427749558285,B,29.677337571725047,39.53775858495876,E,D,B,C,1
Bisexual,Divorced,C,D,E,-62.64540945413597,58.17206094658678,-47.53778018532368,82.0522388154388,B,-244.22608795734178,206.5929274559224,B,B,C,C,1
Homosexual,Single,C,D,A,-50.12900871086805,14.40160366033659,49.82283719781259,-119.86324327444477,C,-38.45875674103961,54.00618502094463,E,B,E,D,1
Heterosexual,Married,B,C,A,-113.41434563498044,92.5911390403374,42.37749501849374,-30.485534089540234,A,13.063057761260469,82.33919235645132,D,D,A,C,1
Heterosexual,Divorced,A,A,A,-104.31127416069184,10.528369979945731,53.51722686836401,-61.03362799336792,A,64.02552910880175,110.96572632063457,C,C,B,B,1
Bisexual,Widowed,B,B,E,-132.6978941768368,-38.99119969544207,132.68562128979195,35.5043843634812,D,-19.65777396557982,-52.17834547450815,B,D,B,D,1
Bisexual,Widowed,B,C,B,128.36329601794537,-45.28727819498893,-18.53339448226966,-34.033556335453476,C,4.2765791293125215,73.56320813258873,D,B,A,A,1
Homosexual,Single,E,C,C,-18.98325670186769,-105.71868999610878,53.98702542072114,19.93559752944493,C,96.44141697052456,-115.68592348668334,B,D,E,A,0
Heterosexual,Single,C,B,B,-51.76079073466112,93.3412491468887,-20.787302142515866,210.30839136605738,E,-62.427094328476215,126.50123071810539,A,E,E,E,0
Other,Single,B,D,D,-9.384691728042977,238.79102156108246,-104.28125968294826,-136.6491843214636,A,15.53693841604374,-26.008269020682906,B,D,B,C,1
Bisexual,Married,E,D,A,197.6913314878354,59.65387191432985,38.6833098223149,-26.193177858041377,A,-67.1234689787239,6.744438504480671,D,D,A,B,0
Homosexual,Widowed,A,B,A,-156.33915449957144,263.74099030461815,-16.45737857242323,200.4723577731675,A,65.82295222386617,121.21454087834664,E,E,C,B,1
Homosexual,Widowed,B,C,C,51.13868591300225,-37.09888773105198,33.254362883269344,30.997610507207014,C,-180.05573182178537,-37.37431809129644,B,C,C,C,0
Bisexual,Widowed,B,E,E,-41.992717251916645,-39.48210549118948,-50.12669049542834,1.3248461813484025,D,24.95033557010761,85.01081039896029,D,A,D,A,0
Other,Married,D,C,A,49.85664328585997,-104.21404940696002,-198.02775173423228,119.5874193084896,A,17.71847205734481,185.2338275515353,D,B,E,D,0
Homosexual,Divorced,B,E,B,355.8713845139683,0.8318779649536556,-67.50947157898368,-84.56857406207575,D,14.572706794925583,-4.073525649767635,B,B,C,D,0
Bisexual,Married,A,A,B,4.89168369122041,92.92393914472143,98.52630173394054,-44.42920819007672,C,54.596904056801456,50.64127257703275,C,C,C,B,1
