Veteran,AgeGroup,Race,Religion,feature_0,feature_1,feature_2,feature_3,feature_4,target
Yes,18-25,Asian,Buddhist,E,17.68164729260391,B,B,-10.839974881836243,1
Non-Veteran,65+,Asian,Muslim,C,-23.18084146507755,B,A,-43.62890499485667,1
Yes,26-35,White,Buddhist,C,-102.92219699750356,D,D,43.24815442806214,1
Veteran,65+,Hispanic,Other,D,-65.48590597856506,D,E,-32.04898554866934,0
Yes,26-35,African American,None,C,-67.61230567577586,C,B,68.01887516406833,0
Non-Veteran,36-50,Asian,Hindu,C,175.60047511971865,B,B,-118.62531854257318,0
Non-Veteran,36-50,Other,None,E,-61.19219037606519,D,C,175.0371471248794,1
Non-Veteran,18-25,Asian,Christian,B,-5.387407249371184,C,B,-52.95213071411913,0
No,26-35,Asian,None,E,-132.38117438824875,C,E,26.64522391266757,0
Non-Veteran,51-65,Other,Other,A,64.1884619860192,E,D,-55.77470813039945,0
No,18-25,Other,Jewish,C,47.18588799385261,B,A,80.93482396316978,1
No,36-50,Black,Buddhist,B,25.724887972477333,B,A,226.72564728239246,1
Veteran,26-35,Hispanic,Jewish,B,-39.08490519458796,B,D,192.4181873863171,1
Non-Veteran,65+,Asian,Buddhist,B,-32.742573253984425,A,C,-13.785635534283683,0
Veteran,36-50,Black,Jewish,E,347.4196677972075,C,D,59.237829989124215,0
Veteran,18-25,Black,Buddhist,B,-100.65486337153482,E,C,-16.993107244062706,0
Veteran,65+,African American,Other,C,168.36079783830164,B,B,71.02076564138112,1
Yes,65+,Asian,Hindu,C,197.99702403965853,D,A,-27.528893720324422,1
Veteran,51-65,African American,None,E,0.573136495513197,A,D,187.64405616350248,1
Yes,36-50,African American,Jewish,E,29.239424039948947,C,E,-4.333638179929519,0
Non-Veteran,36-50,Hispanic,Other,E,83.93994099505939,B,C,-203.08473024738265,0
Yes,36-50,White,Jewish,C,-355.7569067856456,E,A,-88.84675231016729,1
No,51-65,African American,Christian,A,-131.93093824985647,B,E,-42.02580440717129,1
Yes,51-65,Hispanic,Buddhist,C,-39.205553400323204,C,D,-42.900493724161635,1
Yes,51-65,Black,Jewish,A,-113.47143470660149,A,C,39.64050155951355,1
No,65+,Other,Christian,D,-1.8850222956953564,B,E,147.6374357782411,1
Non-Veteran,36-50,Asian,Other,C,89.12178578312418,D,A,-139.92862210256243,1
Non-Veteran,36-50,Black,Christian,C,-2.907861442575568,E,C,-93.80563247919424,0
Veteran,51-65,Other,Jewish,E,-134.0820694682223,B,E,7.584372298567237,0
Yes,51-65,Black,Hindu,C,9.938633537020818,B,D,-105.04698832447926,1
Yes,51-65,White,Buddhist,B,-124.15526228705167,C,B,-69.06806467275732,1
No,26-35,Black,Buddhist,E,92.66509428219858,A,A,-37.927234845505204,1
Non-Veteran,26-35,Other,Muslim,D,92.46867403990507,C,A,34.724523629346116,0
No,51-65,Hispanic,Christian,A,39.03199293619217,E,C,-107.38969334263868,0
Veteran,26-35,African American,Jewish,B,51.089650656545075,A,D,19.504670480906412,1
No,36-50,Other,Muslim,A,0.6778162572175908,E,A,-37.2553942704517,0
Veteran,51-65,White,Muslim,B,-130.80840191182867,A,B,69.07533115855193,0
No,65+,White,Other,D,64.89321345724682,D,D,-101.62068790123766,1
Veteran,51-65,Other,Muslim,C,152.30173281892965,D,B,19.17488780398528,0
Veteran,26-35,African American,Muslim,D,80.52989327681998,C,D,-106.22276271040236,1
Non-Veteran,36-50,White,Buddhist,D,0.8571711751844067,A,B,37.882936174934805,0
Yes,51-65,African American,Christian,D,18.92856483837592,C,C,79.85706242884817,1
No,26-35,Other,Other,A,-73.4259333718078,B,B,-114.5332690824104,1
Veteran,18-25,Asian,Jewish,A,-139.67441278101816,D,B,-9.326181786158658,0
Veteran,36-50,Asian,Hindu,D,-107.80724953937957,C,A,-124.229128282211,1
Yes,26-35,Black,Jewish,D,-123.05882521295426,D,C,-1.9261106244553443,0
Veteran,65+,African American,Jewish,E,105.26620283473136,B,A,94.00952436398885,1
Yes,18-25,Black,Other,B,-95.94612445168312,B,B,-17.725288755355916,1
Yes,26-35,Black,Hindu,D,96.55465079438724,C,E,55.623797449147496,1
Non-Veteran,51-65,White,Muslim,A,-290.5257027959592,E,E,-39.57135394088285,1
Non-Veteran,36-50,White,Christian,B,37.73108795120842,E,A,-27.92250084851775,1
No,18-25,Black,None,A,80.19431050393158,E,E,61.42391568121289,1
Non-Veteran,65+,Other,Jewish,C,53.992590463597054,C,D,-116.55307547771253,0
No,51-65,Asian,Muslim,A,8.398591969068478,C,A,2.0292116306997965,1
Yes,65+,Other,Hindu,E,105.49869104086757,A,A,4.132185630717346,1
No,65+,Asian,Buddhist,E,3.6601535750753684,E,E,-21.81299328796141,1
Non-Veteran,26-35,Asian,Christian,B,-264.0702406536583,D,B,-122.07381897431647,0
No,18-25,Asian,Hindu,D,1.2706976119981899,D,B,-162.51940794116246,1
Yes,65+,Other,Muslim,B,-165.97732940915012,A,D,70.75318270784118,0
Non-Veteran,18-25,White,Muslim,A,-133.17523698401212,D,D,-51.6795374688488,1
Non-Veteran,26-35,Black,Other,A,-22.20887648436129,B,A,28.077891310199366,1
Yes,18-25,African American,Muslim,A,-114.47436775239082,E,A,68.25565919735556,0
Yes,65+,Hispanic,Christian,B,-159.2327256479604,D,A,85.80648680453112,1
Veteran,65+,Hispanic,Christian,D,68.45924079467191,B,B,-52.46757972000379,0
Veteran,18-25,Black,Jewish,E,43.88359345955892,C,C,-4.00912694261613,0
No,51-65,Asian,Other,A,9.124944107539626,D,C,220.1966744215496,1
Non-Veteran,26-35,Asian,Other,D,71.35353815728197,D,A,-14.694535233975595,1
Veteran,65+,Hispanic,None,C,78.92813044977544,A,C,-1.813899398496871,0
No,36-50,Other,None,B,-11.533399699676732,B,B,-24.549226834143063,0
Veteran,26-35,African American,Hindu,B,80.84648859484525,A,E,-127.17594030646433,0
Yes,51-65,Hispanic,Christian,A,84.40412678376362,C,C,-146.89568768208946,0
Non-Veteran,65+,Hispanic,Buddhist,B,61.67690410255009,C,A,161.86286486772372,1
Non-Veteran,65+,African American,Muslim,B,139.14142693878037,C,D,-52.316791057424936,0
No,65+,African American,Other,A,154.4229840422869,D,E,-44.57422822841094,0
Veteran,26-35,Other,Christian,D,186.70950223876463,D,D,29.578846732835416,1
Non-Veteran,51-65,Asian,Christian,D,-29.009455764225084,E,E,-171.19954399119956,0
Yes,26-35,White,Christian,E,1.2828833462173652,A,C,53.78540734212509,1
Yes,18-25,African American,Buddhist,E,-148.54437050299438,C,B,123.19919757365388,1
Yes,36-50,Other,Christian,C,98.65114806455408,B,C,70.88413432562393,0
Non-Veteran,26-35,Hispanic,Jewish,A,98.15819222369711,C,E,-99.76871466129832,1
Yes,65+,Hispanic,None,B,96.78970750593747,A,D,-138.62143340778422,0
Yes,26-35,Hispanic,None,D,-19.286077127207896,C,E,-154.99185055302576,1
Veteran,51-65,Black,Jewish,D,-138.40043480811866,A,B,-233.64196206688666,0
No,51-65,White,None,A,-91.89125033806631,A,E,-83.31195982448497,1
No,51-65,Black,Christian,B,170.05878747602202,C,B,52.11117277807266,0
Veteran,51-65,African American,Other,A,189.88113413051695,E,D,30.481272987369877,1
Non-Veteran,36-50,Hispanic,Christian,B,-234.8665653705695,B,A,-18.351389967855837,1
No,65+,Black,Hindu,A,-172.32475032390795,D,A,217.3146896416008,0
No,26-35,Black,Jewish,D,-170.50551504121478,A,A,-224.97228245815788,0
No,18-25,Hispanic,Other,D,-115.42453819788233,B,A,34.74969839802301,1
Non-Veteran,26-35,White,Hindu,C,-42.00939613720756,D,B,-33.05407170089206,1
Non-Veteran,26-35,White,Other,C,56.693698929660954,B,D,-83.27445414035705,0
Non-Veteran,65+,Asian,Christian,C,16.32795309983489,B,A,-118.67623861923451,0
No,36-50,African American,Muslim,A,-46.966415965340765,B,E,-40.08814655227588,1
Yes,36-50,Hispanic,Buddhist,B,171.60381393423978,D,E,-97.16503680031151,1
No,18-25,African American,None,E,23.79079378212661,E,B,3.95019707434933,1
Veteran,26-35,Hispanic,None,B,-107.96307339137563,A,C,-4.129427200696487,1
Non-Veteran,51-65,African American,Jewish,B,-33.19177556626463,E,D,-65.71277442083444,0
No,51-65,Other,Other,E,-6.902479007861416,D,D,-112.7493738125196,1
Yes,65+,Other,Hindu,D,-8.893237601876136,E,A,71.42494259862005,1
Veteran,51-65,Black,Hindu,E,50.474716566391464,D,B,-102.01542805538782,0
No,36-50,Asian,Buddhist,A,-48.76835499655316,E,A,25.860007015690233,0
Yes,18-25,Hispanic,None,D,114.06707616498922,C,D,-2.628365962312061,0
No,26-35,Hispanic,Buddhist,E,-36.77014702556304,E,B,-44.77552200417902,0
Veteran,51-65,White,Hindu,E,61.26750125233038,C,E,-56.789469654434384,1
No,36-50,African American,None,E,31.450045707928087,B,D,-27.382594894361727,1
Non-Veteran,36-50,African American,Other,E,-111.54902745067372,A,C,-91.71616232179741,1
Yes,51-65,Asian,Christian,E,-69.00734008800094,E,C,-2.0753205225101747,1
Yes,65+,White,Christian,C,-4.98301477556784,A,C,107.95117769175869,0
No,51-65,Asian,Other,D,-7.426368830826643,C,E,-323.0281832693035,0
Yes,65+,Hispanic,Buddhist,C,-24.206907597352792,D,C,-0.3860171245576209,0
Veteran,18-25,Other,Christian,C,-23.02941493825788,C,A,-137.00881233201935,0
Non-Veteran,51-65,African American,Muslim,D,120.53809588253546,E,A,147.07849139928874,1
Veteran,36-50,Hispanic,Jewish,D,-39.41722655679315,A,E,200.7031457822017,1
Veteran,65+,Asian,Other,B,-159.81699818348366,C,B,-89.52547902540658,1
Yes,26-35,Asian,Christian,B,-8.668644078517723,A,D,-74.60315977603466,0
Non-Veteran,51-65,Asian,Other,E,77.14749256200618,B,E,-35.02504538407501,1
Veteran,36-50,Hispanic,None,E,28.66201961434652,D,A,137.0303390431248,1
No,65+,African American,None,B,-27.25035760471232,B,A,-39.661321801025196,1
Yes,36-50,Hispanic,Buddhist,D,8.253050877517424,A,B,226.40163564013312,0
Non-Veteran,18-25,Hispanic,Hindu,E,-73.65472279926206,A,C,-102.67625197712664,0
Non-Veteran,26-35,Other,Buddhist,A,236.8497203553825,E,E,-184.70736383756346,0
Veteran,26-35,Other,Jewish,E,-13.968438115689,A,D,-8.015972634310915,1
Yes,26-35,Black,Jewish,D,57.64899077212413,C,E,102.8548186845633,0
No,51-65,White,Muslim,E,95.35009603061494,D,B,135.3363238115739,1
Non-Veteran,65+,Asian,Buddhist,D,110.68127514422319,C,C,-100.30316039936737,1
Non-Veteran,18-25,Other,Hindu,B,8.700095124767154,C,A,57.99731285346282,1
Non-Veteran,36-50,Asian,Christian,D,-105.90195865982083,A,D,131.03071378689322,0
Yes,36-50,White,None,D,93.88751575747685,D,D,-42.97899340315737,0
Yes,18-25,Other,Christian,D,67.14411664207859,B,C,164.10279086104865,1
Yes,36-50,Black,Other,D,7.001220222980276,A,C,78.27100088829965,1
Yes,18-25,Black,Buddhist,D,166.35509435572834,D,E,118.3425856847833,0
Veteran,65+,Hispanic,Other,C,-132.55351968056394,B,A,-1.8825698907109971,0
Veteran,26-35,African American,Christian,D,-78.01960076088427,A,A,-178.1705586763558,0
Yes,65+,Black,Muslim,D,-113.1969256131725,C,B,-139.12238224770402,1
Non-Veteran,65+,Black,Jewish,C,-61.81207979491891,C,A,54.63753532248169,1
Yes,36-50,Black,Jewish,E,-20.647385355975388,E,A,47.75622358950047,1
Yes,51-65,Hispanic,Hindu,C,-52.47313009135415,A,B,78.54399583615988,1
Non-Veteran,51-65,Black,Muslim,C,-60.13576257405633,D,A,74.46297970651786,0
Veteran,26-35,Asian,Hindu,E,184.58519220469242,B,D,-7.296111934575123,0
No,36-50,African American,Other,B,68.77291462710849,E,B,159.87356413756328,0
Non-Veteran,65+,Hispanic,Other,E,-53.701300554325115,A,D,-75.40435998747797,0
Non-Veteran,65+,African American,Hindu,B,-122.9397822021906,C,B,89.79585136929488,1
Yes,51-65,White,Muslim,E,-109.7735289605285,A,D,37.38201729798279,1
No,18-25,Hispanic,Muslim,E,-98.96191285961947,C,E,-168.47560516335352,0
Non-Veteran,36-50,Asian,Other,A,14.103421850198128,C,E,-107.50272016501803,0
Veteran,18-25,African American,Hindu,B,82.84230499860313,B,C,-10.178974147365834,1
Non-Veteran,18-25,Black,Buddhist,D,-37.22249843291381,B,E,74.69359667069125,0
Yes,36-50,Asian,None,D,115.0354356635819,D,D,201.39049547809722,1
Veteran,26-35,Asian,Hindu,A,-43.59505714528124,B,E,-94.90235231984875,1
Yes,36-50,Other,None,C,82.52477296870772,C,A,189.93923226570388,0
Yes,65+,Hispanic,Christian,B,18.102134358631915,E,C,-51.89308031630142,1
No,65+,Black,Jewish,E,-132.65407454543168,A,C,-33.61122471730671,1
Yes,51-65,African American,Christian,A,-113.90889398092878,D,A,196.93012396909035,0
Yes,36-50,Hispanic,Buddhist,C,-12.179876335854646,C,E,129.12278933993846,0
No,51-65,African American,None,B,-14.343727448118518,E,B,8.466098551887743,1
Non-Veteran,65+,Asian,Hindu,A,-6.338025453250785,B,D,-32.22676126666212,1
No,51-65,Black,Buddhist,D,-3.6001660218566727,C,B,93.77813028241164,1
Non-Veteran,65+,African American,None,E,46.166159778871716,A,C,35.24946046518592,1
Non-Veteran,36-50,African American,Jewish,B,-77.42805527190193,C,E,-57.809669996132044,1
Veteran,18-25,Hispanic,Jewish,C,-108.58620881729388,D,A,-41.0947945097531,0
No,51-65,African American,Hindu,A,38.97844409021545,D,E,-31.31306940863709,0
Non-Veteran,36-50,White,Jewish,A,-177.46876453851033,E,E,57.00354759010471,1
Veteran,65+,Other,Muslim,B,92.69395296442457,A,D,-118.49940881700178,0
Non-Veteran,26-35,Black,Jewish,E,58.83983929961671,A,C,25.047945240404097,0
Yes,36-50,Hispanic,Hindu,B,179.40590431663196,C,E,146.10336216241225,0
Veteran,26-35,African American,None,D,108.20782987908173,C,D,-185.14567295903672,1
Non-Veteran,18-25,Asian,Other,C,13.338392499132242,E,C,-61.00673519195836,1
Yes,51-65,White,Christian,B,48.935532035940405,D,D,20.02864778036228,1
No,51-65,Other,Jewish,D,-122.05588720888392,D,D,52.68337565258578,0
No,26-35,Hispanic,Other,C,-101.78877216486654,B,E,20.192322857383697,0
Veteran,51-65,White,Muslim,D,129.56838272228498,B,C,-58.58295078937095,0
Non-Veteran,36-50,Hispanic,Buddhist,C,36.241838386414244,E,C,-302.23626446422577,0
Veteran,65+,Other,Hindu,C,-11.979540247317798,E,D,114.1037546041306,1
Veteran,26-35,Asian,Jewish,A,41.6297650879663,D,B,-169.70249891691103,1
Veteran,18-25,Asian,Hindu,D,-147.43670946210767,C,D,139.10934814964975,0
Veteran,65+,African American,Buddhist,D,-93.24784318441309,A,B,126.69153028224538,1
Non-Veteran,65+,Asian,Buddhist,C,3.8696000010455736,D,D,-112.64223348907947,0
No,26-35,White,Buddhist,A,80.37567306205328,D,D,-139.25600147062588,0
Non-Veteran,36-50,Asian,Buddhist,C,28.612342474075636,C,A,-38.744116382827734,1
Yes,26-35,African American,Other,B,-95.73476233732904,D,E,182.55729918549554,0
Yes,51-65,White,Other,B,-122.6392152411502,C,D,23.659092494732697,0
No,65+,African American,Jewish,D,25.55393328027455,E,B,22.17538855206513,1
No,26-35,Asian,Muslim,C,-18.48454936065172,C,A,68.08121623118546,0
No,26-35,African American,Other,D,-23.205446366012357,C,B,59.12013268587272,0
Veteran,36-50,Hispanic,Buddhist,A,119.19706801833847,D,A,111.06832645156734,1
Veteran,51-65,Black,None,B,131.61703321409075,A,A,186.97740600266889,1
No,18-25,African American,Jewish,B,-162.18880738601206,E,A,21.700807947744497,1
No,65+,African American,Hindu,C,79.57614754515761,E,B,16.156213899869883,0
Veteran,51-65,Asian,Jewish,E,-82.16013876484544,A,B,45.77102834386403,0
Yes,36-50,Black,Hindu,D,-20.57572878002484,D,D,7.174879499951251,0
Yes,65+,African American,Buddhist,C,16.882409366980795,E,E,-62.289890124042245,1
No,51-65,African American,None,D,131.17173493425983,A,B,-19.97893016992688,0
Non-Veteran,65+,White,None,A,-58.051762289041974,C,D,-129.07912692836862,1
No,18-25,Other,Jewish,C,123.5277513236187,E,C,-14.643025333904747,0
Non-Veteran,36-50,Black,Hindu,B,-32.361418010295985,D,E,-86.0415731938868,0
No,18-25,White,Muslim,A,-24.80380631168685,D,E,60.79510122887897,1
No,65+,African American,Other,C,-48.9062906380927,D,B,32.8256889363999,0
Non-Veteran,65+,African American,None,B,-33.56351237458203,B,E,70.91141791578747,0
Veteran,65+,Other,None,D,-7.218180278341289,E,D,-25.930119561731463,1
Non-Veteran,36-50,Black,Christian,E,-48.57112340801634,A,C,6.295842372917285,0
No,18-25,African American,Hindu,A,-162.93626327490642,D,A,124.302828554844,0
Veteran,51-65,Hispanic,None,E,-16.23656336030434,D,C,55.82260650191267,1
Yes,36-50,Asian,Jewish,A,-81.52346275455056,B,D,52.901015883807055,1
No,26-35,White,Buddhist,D,-79.68750927196726,A,A,56.61664975834489,1
Yes,36-50,Hispanic,Buddhist,B,7.308950432162259,D,E,39.815438615787656,0
No,26-35,African American,Muslim,A,21.02745076517912,B,B,174.63053777782793,1
Veteran,51-65,White,Christian,C,-55.52366989695224,D,E,108.14395246250392,1
Yes,65+,Asian,Christian,D,248.07258595766203,A,D,67.00451518466178,1
No,18-25,White,None,C,-24.873853079751818,E,B,-51.57073655957045,0
Non-Veteran,65+,African American,Jewish,B,47.69070953396376,D,C,70.73530357038601,0
No,26-35,Other,Jewish,D,-162.01443044374153,C,D,-163.3542115793434,1
No,26-35,African American,Muslim,D,85.30513979060123,B,D,21.72959243420069,1
Yes,65+,Hispanic,None,D,231.66112964682165,D,B,-132.1153080624946,1
Veteran,18-25,Hispanic,Hindu,B,-10.462861073955251,E,A,174.87327883633128,0
Non-Veteran,51-65,Asian,Christian,A,112.95723085455126,D,D,-13.869903494897763,1
Yes,65+,Black,Muslim,B,63.48258555384238,B,A,143.21794140192978,0
Veteran,51-65,African American,Other,E,-52.148868599494705,B,E,135.1378713185466,1
No,26-35,Hispanic,None,E,35.523814683421016,B,C,-151.33486266785877,0
Non-Veteran,36-50,Asian,Muslim,D,80.20929796781485,E,A,11.63650064181742,0
Veteran,51-65,African American,Christian,E,-61.2932070765943,E,D,-72.20497274557486,0
Non-Veteran,18-25,White,Other,A,-135.87197282561146,E,B,51.390385439550975,0
Veteran,51-65,Asian,Muslim,B,-99.37068524894882,A,B,97.39232339638303,1
Veteran,18-25,White,Buddhist,E,-9.102706488915297,B,E,-75.9687131303251,0
Veteran,65+,African American,Other,C,72.14037093740546,B,D,16.37797622283595,0
Yes,65+,African American,Muslim,B,97.94780317588872,B,C,-59.916368622899206,0
No,18-25,White,Muslim,C,-71.19729252211758,D,C,-132.28229709782872,0
No,26-35,Black,Buddhist,B,-100.76685292712362,D,E,-70.10319830155643,0
Yes,65+,White,None,D,80.43894270236356,B,C,-20.62401039715651,0
Non-Veteran,26-35,African American,Other,C,159.77616749997156,C,E,103.7362853939545,1
Non-Veteran,36-50,Hispanic,None,B,-32.950005836112005,A,D,4.0239272776603805,0
Non-Veteran,26-35,Black,Jewish,D,151.76610197562366,C,E,54.56905577277248,1
Veteran,36-50,Black,Hindu,E,128.20848921245542,E,A,-6.757616135993969,0
Yes,18-25,Other,Jewish,C,-188.5760578180894,D,A,-152.05838406007658,0
Non-Veteran,18-25,Other,Hindu,D,-67.20819611897929,D,E,-93.04521628218059,0
Veteran,65+,Asian,Jewish,C,186.5882950049293,A,B,-24.70691471802978,0
Non-Veteran,51-65,Hispanic,Buddhist,D,-18.673327906158953,D,D,28.44316519832406,1
Yes,51-65,Asian,Hindu,A,199.41386918301274,E,C,82.53318899208722,1
Veteran,18-25,White,None,B,-18.79196320329113,D,C,-54.459483163634545,0
No,18-25,Hispanic,Muslim,A,-36.2431472123787,C,E,7.148174728759131,0
Non-Veteran,18-25,White,Hindu,A,41.83516349193213,D,E,-131.73120755601602,0
Yes,26-35,Black,Muslim,E,-139.7336466995928,C,A,-103.67008258625339,1
Yes,18-25,Hispanic,Other,B,-192.94022205153132,E,D,94.22586630653433,0
Yes,18-25,White,Hindu,C,-90.49094569980487,C,A,-108.0007869521588,1
Yes,65+,Asian,None,E,-93.59633007653191,C,A,35.475812863537726,0
Non-Veteran,26-35,Black,Jewish,D,58.951012957361925,B,A,-80.6517108592309,0
Veteran,65+,Asian,Buddhist,C,15.194699568542871,C,A,-168.0333071244582,1
Non-Veteran,51-65,Asian,Muslim,E,-126.3169235665538,C,E,-58.62518149871369,0
Veteran,51-65,Hispanic,Jewish,A,-141.51449287688084,B,A,99.96162281304188,0
Yes,51-65,Other,None,D,19.694030354408625,B,D,-47.902202178715505,1
Non-Veteran,65+,White,Jewish,D,59.320682607708605,A,C,-13.677388067195917,0
Veteran,18-25,Asian,None,D,-19.817605303589158,C,B,-46.250202605210866,0
Yes,65+,White,Muslim,A,80.79381197568239,B,B,27.080685585102742,1
Non-Veteran,26-35,Black,Jewish,A,103.7765522669547,A,A,145.75143824596034,0
Non-Veteran,51-65,African American,Other,E,-5.619992583869622,A,A,-96.45719614433797,0
Veteran,18-25,Asian,Christian,A,-1.8133053887323436,C,E,111.63388901724343,1
No,36-50,Asian,Jewish,A,-94.98927209525363,B,D,74.85951516293923,1
No,36-50,White,None,A,14.641705721449267,C,D,-103.0694843252091,0
Non-Veteran,65+,Asian,Buddhist,A,79.36881508515413,E,C,61.19992833824074,1
Non-Veteran,26-35,Hispanic,Hindu,E,-27.610168951188058,D,A,-59.15306773223217,1
Non-Veteran,36-50,Other,Jewish,A,98.41035619550124,C,A,64.64823902468989,1
Veteran,18-25,Black,Christian,D,113.85829869109241,D,E,-19.124609936553213,1
Non-Veteran,51-65,Black,Buddhist,E,-15.436670871158983,A,C,87.49890626547723,0
Non-Veteran,51-65,Asian,Christian,B,-69.80804722470833,A,E,-28.349377648524754,1
Non-Veteran,51-65,Other,Hindu,E,-35.4876117483298,D,B,41.96696285009693,1
Veteran,26-35,Asian,Christian,A,34.13642096205328,C,D,-179.73845545129495,1
Non-Veteran,65+,African American,Jewish,E,171.63924198150454,A,E,-116.99601643677747,0
Veteran,65+,White,Buddhist,D,46.93730598518006,A,D,14.9150381664747,1
No,36-50,African American,Muslim,C,-7.858312915352098,D,A,28.97491982113658,0
Veteran,18-25,Asian,Other,C,-83.41533847797554,A,C,4.9176910372160565,1
Non-Veteran,51-65,White,Hindu,A,78.31821926978233,C,D,-23.624642199586408,1
Yes,65+,Hispanic,None,C,91.67395542324938,E,B,-97.44389729022336,0
Veteran,65+,White,None,D,-22.7302871760191,A,B,55.518462400574464,1
Veteran,36-50,Hispanic,Christian,B,-238.68299943250517,B,D,30.90453814886409,1
Yes,65+,Other,Christian,C,25.91849289212485,D,D,-58.076147899054895,0
Yes,18-25,Asian,Hindu,B,-95.47023788716385,D,E,44.28341570599736,0
No,26-35,Hispanic,None,B,56.72156090471173,E,C,10.068187853759124,0
Veteran,51-65,Asian,Jewish,A,20.648651079935455,C,D,-109.19991344587771,0
No,18-25,White,Jewish,A,169.60330925122352,D,C,154.15575429239846,0
Non-Veteran,26-35,Asian,Hindu,E,-134.7786928131941,C,A,-21.645208327351426,0
Non-Veteran,51-65,Hispanic,Buddhist,C,-24.174519010036764,D,B,72.31266351928546,0
Yes,36-50,Other,Jewish,B,-38.435081946146624,A,E,-205.61924404601766,0
Veteran,26-35,Black,Other,C,162.0387410201638,B,A,126.93790434580625,1
No,36-50,Asian,Other,A,-102.31063018377426,E,C,-52.33669856513984,0
Non-Veteran,65+,Asian,Buddhist,D,51.93882058862146,A,C,-14.253739514669054,0
Veteran,18-25,Other,Muslim,A,-136.49663180883826,C,E,-14.051167220209035,0
Veteran,18-25,African American,Muslim,D,65.33981532372307,B,E,82.12093232735572,0
Non-Veteran,36-50,White,Jewish,B,-60.91214486134471,E,D,-83.87620988128594,1
Veteran,26-35,White,Christian,C,52.416728438946414,A,A,-71.24899157613486,0
Veteran,36-50,Asian,Hindu,A,72.92637877512975,C,C,55.36805650846544,0
Yes,18-25,White,Christian,A,-92.6655974884043,A,E,-82.09946973421216,1
No,65+,Other,Hindu,C,167.13051591082214,B,E,-147.27328336141602,1
Yes,51-65,Hispanic,None,D,6.2444024411336665,B,E,-29.463331143915,0
Non-Veteran,36-50,Black,Jewish,D,305.72395561656384,E,A,97.85041331508182,1
Yes,65+,White,Other,E,-45.74568563165292,C,E,-8.721639720448422,0
Non-Veteran,26-35,White,Christian,C,54.29094872662321,A,A,39.242418776769924,0
Non-Veteran,26-35,Black,Buddhist,A,-32.20683187091827,A,B,-61.963389269651024,1
Yes,18-25,White,Hindu,B,-151.001020239572,C,D,-72.46377692275252,0
Veteran,65+,Asian,Christian,D,-1.3603954223985046,D,B,-19.382400015626995,0
Non-Veteran,51-65,Asian,Other,D,4.518481200238122,D,C,32.70126984280159,1
Veteran,36-50,Black,Buddhist,B,38.96874656306003,A,D,-89.29830719541283,1
Yes,26-35,Other,Jewish,B,-150.49101035594353,B,C,101.53939359813604,0
Non-Veteran,65+,African American,Christian,E,-11.524313164288294,C,D,3.5612998261820508,1
Veteran,36-50,Hispanic,None,E,-38.85479551014733,D,A,-9.545542760486587,1
No,36-50,Other,Hindu,A,-37.86089011709063,C,B,-91.05036209739683,0
No,26-35,African American,None,D,-14.271509936807123,E,C,68.10108279176755,0
No,18-25,White,None,C,-117.01580087887278,C,B,-47.87179572559915,0
Yes,65+,African American,None,A,107.40626364274229,A,D,15.859096199687981,0
Yes,65+,Black,Buddhist,A,-33.46429438225335,A,D,-53.97484492396748,0
Veteran,18-25,Asian,Buddhist,C,16.19793840634874,D,A,115.14349599751303,1
No,51-65,White,Christian,B,-39.56170373269507,E,E,135.26920674214807,0
Yes,18-25,Black,None,B,-25.166778361124827,E,B,-8.196130833715792,0
Non-Veteran,65+,African American,Muslim,A,-27.68311731151804,C,B,-99.37833649410332,1
No,65+,African American,None,E,80.65499667250427,D,D,-18.381856735346183,1
Yes,65+,Asian,Jewish,D,-48.161673775593584,A,E,62.607650477882196,0
No,36-50,Black,None,D,2.1081648395794175,B,D,-49.26021327185783,0
Non-Veteran,65+,Black,Buddhist,E,183.58594238529494,B,B,150.07798976790875,1
No,18-25,African American,Muslim,A,92.62444647318023,D,C,149.056219758133,0
No,26-35,Black,Muslim,C,61.31787184751616,D,B,-136.33782266695752,0
Veteran,65+,Hispanic,Buddhist,D,144.860034562535,E,C,-12.615524138927814,1
Veteran,26-35,Other,Buddhist,D,-41.085297692812716,C,E,-20.64860374517638,1
Yes,51-65,Black,None,E,7.482829847180406,C,C,30.20901512908531,0
Non-Veteran,26-35,African American,Christian,D,-134.73602284771044,B,C,-78.16028578917079,1
No,18-25,Black,Christian,A,-259.5017552716031,A,E,45.8481720959129,1
Non-Veteran,26-35,Asian,Other,C,-119.65646595012103,C,A,149.95469927878563,1
Veteran,26-35,African American,Other,B,275.37924787819776,B,D,7.9322359658036135,0
Veteran,65+,Black,None,A,151.74293087304775,B,A,-30.310008932231973,1
Yes,65+,Other,Jewish,C,73.44787283417747,A,A,6.5069786976073605,0
Veteran,18-25,Asian,Hindu,E,24.165688826491504,D,A,24.49921963818777,0
Non-Veteran,51-65,White,None,E,-50.154126462773775,C,B,-78.20923892152497,0
Non-Veteran,65+,Black,Christian,A,-116.87469018526492,B,B,-318.6415455966397,0
Non-Veteran,65+,White,Christian,D,-183.00618524391666,D,B,-33.577684126158516,0
Non-Veteran,26-35,Asian,Other,E,95.90984095246036,A,B,119.82487385423204,0
Veteran,36-50,White,Muslim,E,-31.968115785165335,A,E,22.615176883693017,1
Non-Veteran,51-65,Hispanic,Hindu,A,-32.14666983116564,C,C,-147.8389979423745,1
