veteran,gender,feature_0,feature_1,feature_2,feature_3,feature_4,target
Yes,Male,-7.3673387553512395,-180.18912667548244,55.078768004748724,C,B,0
Veteran,Other,-43.491860832754696,-58.687102635616824,-26.093477082730764,C,A,1
Veteran,Female,-11.743077442870966,151.879224278326,21.360463496874235,E,A,0
Veteran,Other,-344.0045559251011,-148.4995292514529,-12.625480825046193,A,E,1
Veteran,Non-binary,-145.74109505479225,136.07939055270901,-66.46998042905705,C,C,0
No,M,-10.014813377459912,23.356740787020687,139.45234597685413,E,B,0
Veteran,Male,201.37628664938663,-85.09294185798461,83.22887844782767,D,C,1
Yes,F,-282.9001333676183,56.57400346847557,-94.7277506944034,A,B,0
No,F,-125.78328601294079,120.9333309429441,62.15796141018246,C,E,0
Veteran,Female,-8.547059620054643,-92.84834898857522,148.3409155416075,E,E,1
Yes,Non-binary,261.86042678046124,134.5805866616882,-0.5223305629667613,E,A,1
No,Male,-51.88955245281625,-60.854480941358304,39.98755491561455,B,E,0
Non-Veteran,Non-binary,-89.02734530287756,-6.161891191472208,35.769883248936246,B,D,1
Veteran,Other,99.09977245525432,12.374897142843247,102.75776876102766,A,A,1
Yes,M,199.533153267753,-0.07228846078540783,8.535477970134243,A,B,0
Veteran,F,-31.916989093656184,37.56492426640069,118.2306779771543,A,E,0
Veteran,Non-binary,12.203509915349033,112.05075663093356,9.73164557741076,E,D,1
Yes,F,26.24623996808492,-90.07316877458993,-101.66179124595247,E,C,0
Non-Veteran,M,156.03877301034734,-35.046073164130725,3.188414747540539,D,E,1
Non-Veteran,Non-binary,76.95759657453264,90.22242366395407,-62.2962560599878,D,E,0
Yes,Other,106.71402390276408,-33.71823639154095,44.40038410292447,A,D,0
Veteran,F,43.26938681395216,-9.069076258329831,-204.33811224508713,D,B,0
Yes,F,33.71077698075127,110.74515528100801,58.14506882052345,C,E,0
Veteran,Non-binary,-82.91011493129979,-0.7991235274070042,-11.381097028400863,A,C,1
Veteran,Other,-56.83530796187431,297.59318045597144,-48.39531990090029,D,A,1
Veteran,F,-144.16878920562056,-13.262019967300823,-58.00202587239052,D,B,1
Veteran,M,112.5249360756792,87.7910543844001,201.75300270009927,B,C,0
No,M,55.105886388469074,91.17744827965132,-12.635893027122636,C,D,0
No,Non-binary,-0.05934335280357443,-69.24304722485414,-32.831950945790936,B,A,0
Yes,Other,8.55899899890853,-115.79170641491874,-162.07160538527876,C,B,1
No,Other,208.39755729754629,46.50682159791218,-23.473243491209427,C,E,0
No,F,-54.533778124933754,32.363602117528266,-89.42968923663304,A,A,0
Non-Veteran,Non-binary,46.42620251343278,-40.54480433139609,-25.99937071101714,B,D,1
Non-Veteran,Male,-51.774401460838526,129.56497819759682,201.11330461977496,E,C,1
Non-Veteran,Non-binary,-170.15854726844935,118.88089616575483,176.576463910139,E,B,1
Yes,Male,26.478824311974464,60.93347622575281,101.10596681056303,D,B,0
Veteran,Non-binary,71.97746047549454,-14.74857808656399,61.31294294771752,E,D,1
Non-Veteran,Non-binary,-124.29177127433151,45.05650277053172,55.778152957296825,D,E,0
Veteran,Other,54.16666809116776,186.1744416362602,-151.01728519777512,B,A,0
Veteran,F,-98.8558770415741,16.007530270792262,15.716770774509255,A,A,0
Yes,Non-binary,27.8794652424014,-24.49324766391646,-216.21872831607593,B,C,1
Veteran,Other,19.603826588484242,-111.94528005180243,-138.1112263207083,C,C,0
No,M,59.38031921745246,-24.49144612720761,-64.26472581656323,E,B,0
Non-Veteran,Non-binary,16.882393007507535,74.31404025823913,-201.22207413754927,A,A,0
Yes,F,-134.7143284982974,35.27206818865863,-5.985669499172842,B,D,1
Non-Veteran,Female,207.31409786055153,160.51471813957968,-53.51367055554519,A,B,1
No,Female,-25.078047609997288,11.839500502906265,104.136834328752,C,E,0
Yes,Male,64.83441582881116,-43.922371053879154,-172.51271252481942,B,D,1
Veteran,Female,105.93290613706057,-174.6136320553376,-96.91790405636007,A,D,1
Non-Veteran,Female,13.615053011445974,121.43459614898309,5.821796377397033,E,A,0
Non-Veteran,F,185.01051795589674,-130.1341072262441,56.75617863079707,A,E,1
Yes,Female,-103.76926549575613,57.1477793647837,63.94123101063344,C,C,0
Non-Veteran,Male,115.4018734547243,202.83302122964488,-126.91516450054894,C,C,1
Non-Veteran,Other,-60.31337857601561,60.58915555402849,16.179301515103276,E,B,0
Yes,M,52.328748408175386,57.75398517684527,-129.3065998578236,E,B,0
Yes,F,-146.04696961232892,-132.47119100740946,5.198054028820101,B,E,1
Veteran,F,-37.177429528065595,28.377818195292143,-19.72278788657717,A,A,1
No,Other,-5.494451569260777,175.38798491155038,-115.21348155059081,B,D,1
Yes,Other,31.893200819490225,-64.76061106544947,-38.94092954311453,E,B,0
Yes,Non-binary,0.4011091159700175,-86.60015131580914,127.92119492908476,A,C,1
Yes,Non-binary,79.90200080866904,-58.31704342631223,30.65053247104057,B,B,1
Veteran,Male,-161.09874323718932,39.701133726328194,137.29886413004516,B,A,0
Veteran,Male,-44.11795756453575,30.627076427601725,-94.05938559571516,B,B,1
Non-Veteran,Male,56.57279371490744,-25.143236534124576,-37.4409248781814,A,A,0
Non-Veteran,Female,0.7727175103852435,17.53441781118589,-112.74427867463315,E,E,1
Non-Veteran,Female,-109.02910839298133,-19.770936562630855,32.254533033106306,D,E,1
Yes,Non-binary,43.26602818359032,-0.5981822257841276,68.85591368410813,B,B,0
Yes,Non-binary,80.88513843218512,-107.00603664646529,-130.80185159508963,D,C,0
Veteran,F,-31.773099734947884,-188.04585313111596,-66.48698870304356,C,A,1
Non-Veteran,Other,24.342702923308558,124.36099084332753,-60.29939936435331,D,D,0
Non-Veteran,Female,209.78569827172655,151.3752228367742,-27.85338029989201,E,C,0
Veteran,Other,72.55009054981905,-157.19454598578318,77.27763973170467,A,B,1
No,M,-79.77627689142334,11.366410001790582,-37.61643638135012,B,D,1
Non-Veteran,Female,-15.983452455154195,97.98456383377288,-95.10296500245275,B,B,1
Non-Veteran,Non-binary,-1.516607365032832,-197.3167396432628,-42.96503120722932,C,B,0
Non-Veteran,Non-binary,-27.120205851878005,104.76579510366398,94.99440825315301,C,C,1
No,M,144.36295514143976,87.78330689300155,48.22726207341546,D,B,0
Veteran,Male,-124.65499149408149,-43.994416244355996,-51.14566807639235,E,B,0
Yes,F,137.85846574162542,6.745087917888393,221.6333390856089,E,C,0
Non-Veteran,F,-115.6705910343646,-141.06646927841103,19.893956252165292,B,A,0
No,F,-201.67211576182297,-74.04968491292937,-73.7200842930248,C,B,1
Veteran,F,-121.83523372596545,256.9766164959745,127.26745477282925,E,C,0
No,Other,-112.5990477659579,-127.82196897932027,206.40776292201826,A,B,1
Non-Veteran,M,12.593416943488764,90.32804877332607,-174.45513258032895,D,B,1
No,Male,-58.856371649489624,-35.58912118487253,222.86963774624198,C,C,1
Yes,Other,-46.70236409508441,-136.16196541395166,-24.19328900947521,A,E,0
Veteran,Non-binary,151.36843774949403,-82.5202554234059,25.888965702207745,C,B,1
Non-Veteran,Non-binary,183.6590039426361,-11.013072185127593,196.27476356154423,E,D,0
No,M,25.944857583228547,-107.06171743156649,-42.06356623849308,D,E,0
Veteran,M,45.292725791286394,22.72926768146703,-138.43056049046612,E,D,0
Non-Veteran,F,-7.623915066644965,-203.4188283792762,-36.65246023844797,D,B,1
Veteran,F,30.69469586242974,112.26965385396934,12.723332144865857,D,D,0
No,F,169.30543232974657,12.722302221716788,32.30779352908452,C,E,0
No,F,-79.34985708423858,26.49241660656471,-105.85917276867316,D,D,0
No,Other,-9.719566528107498,-21.783703423815915,-75.95034359839407,A,B,0
Non-Veteran,Non-binary,98.97675968263513,26.30645571577291,102.06775579860835,B,E,0
Yes,Non-binary,-90.82818882614278,-97.8671683308679,62.34479733766106,E,D,0
Veteran,Other,85.57200004749313,-149.58686613947523,-78.70255697575288,A,A,0
Veteran,Female,161.9938892899065,58.740079413647706,-56.08722319201258,A,E,0
No,F,146.40811053510217,-25.09917350082328,-74.87575345719381,D,D,1
Non-Veteran,F,189.93438988232953,74.81070923619225,50.640098967895995,A,A,0
Veteran,Other,22.46741279566481,-34.035851216767824,38.37828412909575,D,B,1
No,M,-104.89267811275671,60.29926711408626,-22.61513640578916,B,C,1
Yes,Female,-0.10129154061384801,-48.648986801386194,45.99792592853076,C,B,1
Non-Veteran,Non-binary,95.91136697949246,-75.5929350060791,-81.08842808620639,D,E,1
No,Female,-35.90667503131284,-45.28014467231304,-1.6610539764836927,C,B,1
No,Male,118.07405443511783,41.58109075281677,284.9404497924326,D,C,0
No,F,-101.02447989598267,-42.41510906567002,62.50631843694319,E,E,0
Non-Veteran,Female,7.238104176974006,92.5051415022418,174.84214690326857,B,D,1
Non-Veteran,Female,-62.973116626327155,-69.70772911405548,43.45778656669804,D,C,0
No,M,-258.4730583010223,-50.82096008050048,-112.59264559968089,D,E,1
Veteran,Non-binary,34.65092321140367,143.7764971673406,-23.214454340759367,A,C,0
Non-Veteran,Other,103.71503694140497,-146.17454699275808,66.36559774458053,D,D,0
No,Female,-31.187857952726812,-23.939692274463155,57.76332098434636,A,C,1
No,M,-210.79226848737713,7.558309295818823,173.58260481795227,E,B,1
Yes,M,31.330238483888,-29.760646629789182,3.834001832208094,C,D,1
Yes,Male,-118.27273124057733,161.93090106824397,182.06016935163515,A,B,1
Veteran,M,-16.380494559038546,135.76630765891395,-158.65167525011466,E,C,1
Yes,Female,81.14242700308765,22.244511264510198,127.89698199577488,C,D,1
Yes,F,-0.8872032355342291,77.87299644932338,-89.3476305409215,C,B,1
Yes,M,95.01031776740395,-41.84098773602917,30.108108140858146,A,A,0
No,Male,105.71366131266069,32.780867108926394,-39.85000600064772,B,A,1
Yes,Non-binary,-35.63481604836327,-236.1913974485858,-45.59146987086936,A,C,0
Veteran,F,43.02873593214115,-89.59000944609019,49.90016814171299,E,B,0
Veteran,Non-binary,131.99920081354117,50.85437539428508,-95.10401508588706,B,B,1
Yes,Other,-56.48621815378397,89.92976154889566,116.38440773020957,D,A,0
No,F,-84.31776936046774,-22.389000926041685,100.82259688605212,D,A,1
No,M,-4.288055838978861,-9.724188557843485,-43.08817210638419,C,C,0
Yes,Other,111.20527879364572,68.10468218063929,20.092244944143307,D,B,1
Non-Veteran,Other,62.01725461364242,-63.87819052222758,-59.50674768939837,B,B,0
Veteran,Female,-79.85163352020732,-124.22657283187436,-146.30204677846206,D,B,1
Yes,Male,144.82599896344692,-14.463182833352569,-48.053153171704444,C,A,1
Yes,M,192.8282258048339,-58.41247101595788,-72.56615117280376,B,E,1
Yes,Female,190.1633512080654,-106.66239342146208,51.274565387329254,A,A,1
No,Non-binary,39.246807311484574,-42.63064958736746,25.270838234778914,B,A,1
Yes,Female,-29.553463315886226,46.25669258435514,83.87683499776428,D,B,1
Yes,Female,20.993077771996983,60.40942395633224,-27.726492331123747,B,C,0
No,Non-binary,69.05807146951915,41.23574506111297,-23.02352605238791,E,D,1
No,F,-96.328978873282,-135.74877134562533,106.75784809265079,B,B,0
Non-Veteran,F,-34.73984976603466,-198.610262002406,60.08309790421884,D,D,0
Yes,Other,30.524234464287925,115.36311890384034,-204.91113623033712,E,D,1
Non-Veteran,Female,70.45759318945363,14.00056715321889,8.91284489268342,B,D,1
Veteran,Female,-186.53918888658174,-20.051953928405105,-58.138477778015265,C,D,1
Yes,M,14.586511116503504,-6.240970632384086,-20.6630564417611,D,E,0
No,M,20.031188839379848,38.82158282900345,-124.99758416202467,E,C,0
Veteran,M,-8.668200223945126,238.8896466385435,-33.44954316575577,E,D,0
Non-Veteran,Non-binary,-100.09989907769314,-129.15976294315965,-98.37107600350342,C,C,0
Veteran,Non-binary,231.02646125843228,243.27535039273042,73.47968712297906,C,B,0
Yes,F,4.442488777017858,-86.81407752509219,-87.61948126869581,E,A,1
No,Female,57.492101963348965,184.62767499270856,56.57079674801424,B,C,1
Non-Veteran,M,-34.1462637673842,49.39826708382706,23.169805094171984,D,E,1
Yes,Non-binary,74.71087472704579,-58.450852807702155,38.58474832402446,C,A,1
No,Female,73.30027166589137,-204.73659951636702,-59.91744252814932,A,A,0
No,M,68.01843458686695,29.923306639287624,-158.56858323120903,C,D,1
No,Female,51.29743238513756,6.272198869028468,-91.0153674265921,E,E,0
No,Other,181.67690872311985,80.90340992312815,47.5340765809986,E,B,0
Veteran,F,-141.7056645101722,-27.957562456832775,-35.73333073711305,D,E,0
Veteran,Non-binary,-98.21455469142121,160.38327325422068,-262.67442759096144,D,E,1
Veteran,F,-91.11267124175822,-108.83558732160824,-133.76063687122866,E,C,1
Yes,M,63.987474311952354,-1.1271116506112089,8.126154956210463,C,A,1
Non-Veteran,Non-binary,-51.068687045032746,-119.46975121624442,-41.987947769186846,B,E,0
Yes,Other,-29.662997533144647,-137.27628320145442,-12.922811709658644,B,E,0
No,F,41.39748102988276,-0.9567499746924495,-30.344775815282976,D,E,1
Yes,Other,84.0873486279776,27.912896662934767,25.72644950859838,B,E,0
Veteran,Other,124.64970758944544,-92.26602063038035,-188.37014147087478,C,D,1
No,Female,82.30102802202556,14.890341120417474,64.98571518555696,E,D,1
Non-Veteran,Other,-166.34704938867594,-71.12322644004094,55.38808815829462,C,B,0
Yes,Female,-138.95873774292343,-38.77810001493912,110.54638810562025,C,C,1
Veteran,Female,-81.49946721975383,151.05041002822392,-13.55302233794907,A,C,1
Veteran,Male,257.74189166909844,-84.9675302282659,-97.95685749277513,D,B,1
Veteran,F,163.32288161545563,143.4752749837591,-142.3581585717556,D,B,1
No,F,-69.4410820976963,97.16877341710902,9.938842861131079,A,A,0
Non-Veteran,Other,-35.75339070659357,-47.692737026596035,190.9240020588815,E,B,1
Yes,Male,33.61749915334298,17.856639704576036,143.61725259100783,C,D,1
Veteran,M,77.71178682485156,-119.13324036822598,19.770061574920415,A,C,1
Yes,F,-12.378341603792697,-0.16185538671810312,44.55103572554446,D,E,0
No,F,61.429298079348484,24.127571276604147,38.221742854318556,D,C,0
Yes,M,-64.14624193420023,-16.704880509180935,-119.60553877884026,E,E,1
No,Non-binary,-92.87963564907638,6.307964380293646,-78.75428284271842,B,B,1
Non-Veteran,Male,65.0437157710895,-120.37588200478902,44.76539369999725,C,A,0
Non-Veteran,F,62.751201082685846,-76.31287524491997,-130.83402174779562,B,A,0
Veteran,Female,27.50255422983374,20.28014236011902,38.06944733805011,C,E,0
Yes,Other,-125.86187820681478,-3.5515774616298152,137.0764683871138,A,E,1
