genero,AGE,sexuality,handicap,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
Male,30,Homosexual,Physical,-91.33391072731557,E,D,3.9636345724213102,6.859018077004288,D,121.30410887336961,C,C,12.37926378108777,E,0
F,94,Homosexual,Mental,41.105825255347916,A,C,20.548083271185423,58.31864160375198,D,108.86813202392689,D,D,6.999773975790989,B,0
Other,58,Homosexual,Both,53.4096572269532,C,E,-163.82758093758974,17.701966997751327,A,-196.2314206045059,A,B,-112.40073856550714,C,0
Non-binary,30,Heterosexual,No,222.8029903696474,D,A,-236.08498728631687,155.55702842173596,E,-15.496190043018517,D,E,64.89960636270004,A,1
Non-binary,64,Bisexual,None,231.73049434135055,D,E,307.3319585483926,-1.7272704141356985,A,81.31228968755205,E,A,-111.89948687331312,E,1
Non-binary,92,Homosexual,Both,-155.63432993924457,A,E,-106.62957398434824,227.05804948993773,C,-127.55498999192494,C,D,12.518964376093567,E,0
M,89,Bisexual,Both,-65.13952565658016,E,C,25.532474842844227,65.61411326529729,C,-8.794115276096854,E,C,-28.154454091555003,E,1
Non-binary,68,Bisexual,Physical,49.817637740036936,B,B,-39.66709549346561,-58.0589276554474,D,-62.901763186233104,E,E,-11.689571660967616,B,0
Female,59,Heterosexual,Mental,-104.38907137213702,D,E,144.26446654825696,57.43917929724773,C,-240.07560854282787,C,A,-20.624244399928955,A,1
Other,41,Other,Mental,35.306071608598366,C,E,-68.90649372116282,-180.32296736786185,B,-99.42218962943319,D,B,-131.47390728810822,E,1
Other,40,Heterosexual,Mental,69.09375986761633,C,B,0.3352497658099175,63.14644569525263,D,91.59512281297644,C,D,39.5069402295064,C,0
Male,63,Heterosexual,None,20.241809093892424,E,C,71.52019272684595,-133.0913860627412,E,40.38782281577197,C,B,-64.225277608273,C,0
F,32,Homosexual,Physical,-20.30311386299804,D,A,-94.06852365327987,-19.492131606137768,E,-39.451970553655094,B,D,-15.486781342603978,E,1
Non-binary,33,Other,Yes,-26.869693185915906,D,D,124.60696296375662,-10.323308140714724,A,-5.578682218791286,E,E,-46.986837570685964,D,1
Male,61,Other,Yes,-8.03156802944931,D,A,-58.42699404093431,109.4641377643155,B,-33.951617294705414,A,A,-64.62687003264958,B,0
Non-binary,22,Homosexual,Mental,-86.95157520468842,E,E,-35.00717637039593,-84.81392023037542,E,-241.81275082276338,E,A,22.447738604018948,D,1
F,36,Homosexual,None,-77.19851025246155,C,E,5.455626543962779,-3.939277768532924,C,-86.45951944385736,D,A,207.82889005363302,D,1
Female,83,Other,No,-36.60941914117162,C,B,8.246089929766178,-16.72104986531892,B,42.65316769827686,E,E,-12.62046814973771,D,1
Female,19,Other,None,173.89151490554426,A,C,46.528839601518925,55.30889460576823,A,78.40125868857606,C,C,19.939761524148583,A,0
Female,42,Homosexual,Yes,18.278650763562677,D,C,-103.81953322025252,-7.6542769709597325,A,27.048407929705327,E,C,-193.42049249472856,C,0
Non-binary,93,Other,Physical,43.00596635428651,D,C,-58.13192837777954,187.54625201372454,D,10.971044737400913,B,A,12.71234874964953,E,0
Male,66,Other,Mental,69.60881802569565,D,B,-30.236711689127077,4.081764309964955,C,126.03512962382268,C,E,83.68507540383654,B,0
Other,89,Homosexual,Physical,16.443503356937853,D,C,-86.22147228693643,-91.25696224944123,A,46.32269768615908,A,D,-40.89110194567163,C,1
Non-binary,97,Bisexual,Mental,25.142619353821736,A,A,11.25007069801745,-27.99855535613407,A,-127.9402814801869,B,C,64.17742764152673,E,0
Other,34,Bisexual,Mental,-22.29813669542381,C,D,54.450868947321055,4.540725508401957,B,120.87855765063205,A,C,-122.44021760281268,D,1
Non-binary,68,Bisexual,No,26.923238876198717,A,D,38.3649968611271,-21.03644321817204,D,-54.01526441485053,E,D,88.20204815211045,D,1
Non-binary,38,Other,Physical,0.6935648342366805,C,E,148.26737082225225,14.099926960355832,C,-178.99368553420814,C,A,163.605986153994,E,0
Male,34,Bisexual,Yes,101.76745673393572,C,C,-19.14136794386968,60.52703783416591,A,95.086455266699,B,D,-56.334541091595455,C,0
Non-binary,45,Heterosexual,Yes,-200.56592107296925,C,D,-194.0302424535537,202.96694064815773,B,-60.70476137217018,C,C,-9.84132414331847,E,1
Non-binary,54,Heterosexual,None,-45.06681144489225,A,A,239.9514624321555,-108.7502355951056,B,83.37544591488334,A,D,54.89003917228451,B,0
Female,59,Bisexual,Physical,-0.506443499240274,A,D,287.2924344645499,-70.83576946532013,D,-8.23653007602346,C,D,-28.224917849291554,E,0
Other,39,Homosexual,No,54.28636862769359,E,A,100.39177116554893,-52.310107396482444,B,146.77549064187886,A,C,8.409060604778228,A,1
Non-binary,86,Heterosexual,Both,-139.27042668421964,C,B,-4.786383411145147,-52.92643258146901,B,28.231010962849577,E,C,-71.97021830689627,E,0
Non-binary,29,Other,Yes,263.0668628242209,E,E,-28.197496073256982,-4.9958483752142175,C,-67.76264280072218,C,D,84.80330788036767,A,1
M,97,Bisexual,Both,112.62471792681099,A,A,11.007176506689987,-272.2721978089285,C,80.86578878269913,A,E,-148.45194498890086,D,1
Female,49,Bisexual,None,-87.93987158681163,E,A,-60.62560839383657,62.89270941837232,E,-98.410548250815,B,B,-106.668996654377,E,0
M,95,Homosexual,Yes,-112.14804359045259,B,A,-30.984971451255984,40.261961523767745,C,-16.94365255123571,B,B,-148.19754692886892,D,0
F,67,Bisexual,No,-37.642007897751746,A,E,-57.80288489431229,-26.18430773347862,C,19.533888114374534,D,D,-63.76831597261025,C,1
Other,49,Heterosexual,Mental,87.37504989958403,A,E,-137.96580806368993,-118.76456840340977,D,-0.8455803158800919,C,E,33.37635219232822,A,1
M,57,Other,Mental,21.257631971338974,A,E,-114.11249185328035,-179.588135129442,C,-99.1405084579682,B,B,-165.161106939092,E,0
M,89,Heterosexual,None,295.72367996896315,A,D,-122.18632116891143,45.39070507635678,A,6.135484659275465,C,C,213.65160660478594,E,1
M,97,Other,None,-73.66960729870381,C,A,26.53122464566524,34.33254720149016,B,-159.7708739129252,D,E,-170.9999019123544,A,1
Other,80,Heterosexual,Yes,-101.46867829996877,B,B,71.77244845918284,-69.85229295036032,E,151.24541667270864,D,E,48.18419495120755,B,0
Female,47,Bisexual,Mental,-110.88933246141283,C,C,16.442708492922904,104.82837348442851,E,-6.1216711433464255,E,D,0.4447078560896586,B,1
Female,46,Homosexual,Mental,53.621665456786985,B,B,-21.56203379875488,71.94773875019332,B,-106.15787172713156,A,A,-97.38653790853526,B,0
Female,73,Heterosexual,Physical,-43.864451545616035,D,E,105.54416784906194,-5.1754186015809305,E,-57.13071172756485,C,A,-131.06754298173703,D,1
Female,26,Heterosexual,No,-25.802186062712806,E,A,-66.94468665846489,136.3943682859017,A,-59.22286423292946,B,C,107.82080883667211,E,0
Non-binary,48,Bisexual,Physical,-20.7357464498447,C,E,25.385812615942832,78.88041755969014,B,-253.34363326355006,A,A,-173.5678979901772,D,1
Male,74,Other,Both,-189.3246149597947,D,D,-114.94914680879438,32.72967506681725,E,4.688640476514779,C,B,131.1346146296126,D,1
Female,76,Heterosexual,No,-58.31388284299206,E,E,74.90225145205181,65.93845810918083,A,-58.14284518825745,A,E,0.2641973863623216,A,1
M,20,Bisexual,Yes,269.82661856661423,A,D,-46.77784398283939,67.23814729240965,E,69.45190274470515,B,E,-145.2510918121377,E,1
Non-binary,20,Heterosexual,No,-211.23114194106626,B,A,-62.26555308183129,43.57288150434806,A,285.47422425849953,D,D,68.22073107917132,D,1
Female,49,Heterosexual,No,100.10675818118662,E,A,-122.3610662200037,-94.49861471751056,C,49.26971865402546,E,A,-85.90002061812324,E,1
M,82,Heterosexual,Physical,80.90113536471205,B,B,-34.0049228427738,151.0648105623327,E,-34.324022149568655,B,B,-53.822878129887364,E,0
Female,63,Heterosexual,Physical,-110.26064976469993,D,E,239.00629122694923,-59.66774657058317,A,121.76627610551924,B,E,-104.0766363350389,E,0
M,83,Homosexual,Mental,-110.63826602321225,B,D,-70.52865820758699,243.47126914855787,C,21.55670291184845,D,B,31.110677889201412,E,0
Female,89,Bisexual,None,90.55362562068898,E,A,176.21038872700586,214.7849625129839,C,55.295367248829706,C,C,-203.74623787321786,C,0
Non-binary,75,Heterosexual,Physical,167.3361484447939,A,B,-163.75932677258254,-29.659887953362553,C,70.04682171479946,B,C,209.76722902460895,B,1
M,27,Homosexual,Mental,-27.942898881446176,C,D,-38.739946545629486,46.6336068632712,A,-21.542667938310363,B,C,148.2308501706744,D,1
Non-binary,90,Bisexual,Both,23.629989485385767,C,D,58.22380873529133,65.29900422489237,C,-37.49717094346105,A,D,-236.8440073071334,C,0
Other,39,Heterosexual,Physical,-75.22000314074471,D,E,35.48255526776738,-94.52406813739151,E,112.70622291535388,A,C,-18.99075833127293,A,0
Male,78,Homosexual,Mental,-9.986480774563285,B,A,-95.10038673411132,-12.033632123927417,B,19.632997932094565,E,E,-27.70487116739097,E,0
Male,35,Bisexual,Physical,-112.96547104138861,C,A,-66.54567147603825,-108.22234097625345,D,-43.023241876647184,A,B,-251.55139143209064,B,1
M,55,Homosexual,Yes,30.00040201285349,E,B,-60.122808359558036,23.798154117089858,B,108.00350109761605,E,A,-40.91523159704701,D,1
Female,32,Heterosexual,No,192.24499990768732,A,A,130.79246801242084,25.658217076958618,D,-24.55475956623413,C,A,-104.82261222442885,C,0
Other,76,Other,No,-166.44011484170008,E,B,58.42423757752518,28.51335005084567,D,-85.33930794871277,A,E,-124.53221381861903,C,0
F,84,Bisexual,Mental,-29.49514701101102,B,D,-67.03246296625358,68.99454031787428,E,19.731965772866708,A,B,67.54093394802115,E,1
Female,75,Homosexual,Mental,-113.36601628645062,B,D,197.4754476275653,67.71330889407011,E,-63.505079496626315,C,D,196.16437726242688,E,0
Male,90,Bisexual,Yes,-3.846021671501222,E,E,-55.180259392541466,66.17603362584005,B,-87.96142357750688,D,A,-9.740673749607442,D,0
Other,44,Bisexual,Physical,-127.68381435257518,B,E,-10.264111054066836,206.08404706846005,E,-100.23679563156587,C,E,211.06946371836904,C,0
Non-binary,22,Homosexual,Mental,-42.38557449504462,C,B,21.93941516795026,232.07470214141824,C,-11.85253427985998,B,A,-148.96654954226307,A,0
Other,40,Other,No,11.272719680816955,B,A,58.00834147248667,-186.1408832177843,E,94.1182808836325,B,B,-68.67609153795814,D,0
Female,79,Other,No,-52.07647333027271,E,E,142.24199474135582,-145.03957158983417,D,-0.9678099208547458,D,A,4.531750312564071,B,0
Other,64,Other,No,-118.96862218949535,E,D,-95.96326927467221,22.605336129019552,C,30.19722485798595,E,C,11.074870894138012,C,0
Other,75,Other,None,-125.18868983787658,D,B,-59.882864432333825,-55.01390762813906,E,8.920119300644167,A,B,146.82772586783778,D,0
Female,80,Heterosexual,Physical,-2.42268621698969,C,B,16.352446716357,-63.4658754286027,C,118.68194244250736,E,E,57.14619692688012,C,1
Other,19,Bisexual,No,74.37099504111211,B,B,97.69514143140013,24.263130079263075,D,111.9691544553153,D,B,-76.67648945208255,D,0
F,54,Heterosexual,No,23.774793742401798,D,A,58.31510943411947,-159.4725525952164,A,214.58752180109335,C,B,-99.9595471711596,C,0
Other,20,Homosexual,Mental,-82.86124756180463,E,D,85.53040901039924,-114.19255751867851,D,-10.133744836707534,E,A,242.4790321928377,C,1
M,19,Homosexual,Both,106.34559873931157,E,B,-45.28542967853467,42.84247443399905,C,-26.65028701593925,B,C,66.98447104208344,A,0
Female,80,Bisexual,No,81.76468110190693,E,C,-116.91475213024543,-16.68199656482691,B,-5.578556351225935,C,C,47.88357570545461,C,1
Other,78,Homosexual,Physical,-87.30092034759231,E,B,44.18554795243419,102.85203557465994,E,51.13608841259541,D,C,-122.93243038781323,C,0
Male,38,Homosexual,Physical,7.818775870404239,B,B,-49.495242847915385,-93.478115280181,B,28.654979050473457,C,A,33.12038961104187,A,1
Female,70,Other,Both,-15.057708642907707,D,D,184.05147574113474,-6.681318711853882,E,-14.108975035033843,C,C,60.65927421821053,B,0
F,65,Homosexual,No,-120.73472192201149,C,D,-69.31095277648932,29.67775788841308,A,83.39433260044811,C,D,113.31430549556738,C,0
Male,73,Other,Physical,-64.43413907671712,C,E,-75.36045864375139,-127.0748976380909,B,-165.4277437251868,A,B,108.21771998039505,A,0
Non-binary,96,Homosexual,Both,186.23341556717702,E,B,-65.11395085138518,-50.623768419468526,E,-118.7331640086295,C,B,-7.921728836427151,E,1
Male,45,Other,No,118.55206815392006,A,D,97.59285382414546,-55.925743902277546,B,-124.67961228314377,A,B,-89.6449199424634,C,1
Male,87,Bisexual,Physical,129.66803740901824,D,D,-142.26913746218065,62.65523333744849,D,-13.235339014928819,D,D,-28.16466811928033,D,0
M,86,Homosexual,Mental,-86.97855575298293,A,E,-75.5647400916796,-96.90559376093745,E,-52.56133847999153,E,E,-0.16267874209262412,C,1
Non-binary,23,Other,Mental,-61.900659460621,E,C,-29.921849811852997,8.983424387083842,B,-241.66865549880566,B,C,388.1795153224127,C,0
Female,51,Other,Both,-104.79539427227334,E,B,-145.87457554363152,-202.97331410673866,A,125.72996476735267,D,C,-62.01308860907483,C,0
Female,43,Heterosexual,Yes,132.24181888617983,B,B,-33.23114264635693,170.10740340497802,C,-66.0726542304138,D,A,-203.14935635445858,A,0
M,85,Other,Yes,128.16364851631187,D,D,31.063876109064626,120.07939688140543,A,59.00441706351627,D,C,315.67992904829833,D,1
Other,29,Other,Mental,74.48972130319117,E,D,-33.24135059191683,-185.73105027523533,D,38.173802366637226,D,E,-21.78520320452419,A,1
Non-binary,39,Homosexual,Yes,-166.67656073849903,C,E,-52.33991760416523,-35.81935117886718,C,6.310453032214523,D,E,144.1898690436818,D,1
Other,87,Bisexual,Both,-1.12844505510858,D,A,-47.075774534680136,89.66097372616652,A,-29.297840485230015,C,A,-7.369126601478405,C,0
M,33,Heterosexual,Physical,2.5088387559894465,E,E,-18.00153496307683,6.440848178741943,C,34.864457365709214,D,D,15.04984320072584,D,0
M,85,Other,No,-9.473901238730905,A,E,69.3948361036749,82.21863634203747,D,-57.162952137331025,B,D,218.00941871605045,D,1
Other,38,Heterosexual,Both,8.330513577980373,E,E,-113.18795985843178,78.65163377879215,B,21.294326883597662,D,B,5.703088236315263,A,0
Male,49,Bisexual,Both,77.40490990319806,C,C,21.856347899194585,-33.09866139288099,A,60.371266200769114,D,E,53.511735118595915,D,1
Male,77,Bisexual,Both,116.09865168167417,D,D,67.68355414527947,-109.7291057563605,E,-152.62105421196728,A,C,-45.90504585307746,C,1
Female,54,Other,Yes,101.51312501784331,D,A,107.0173257421801,157.38010740001477,D,37.854786714622755,E,B,-45.29454328289886,D,1
Male,65,Other,None,2.798105149094974,D,D,181.08987058378378,10.595368950349657,D,12.559060981910172,B,C,36.63085223666936,A,0
F,74,Bisexual,Mental,130.77545651517656,A,B,122.96007613091832,-6.02340622438441,A,78.57543802432045,A,E,-35.4396790495257,E,1
Male,65,Heterosexual,No,-124.90450984156804,B,E,74.32255930395262,71.97696387486977,E,-118.62724060561132,D,A,154.20145234842556,D,1
Other,60,Other,Both,-118.00328534398523,C,E,58.66921822233637,-195.20816348512594,D,-55.115516664003565,E,C,237.32948104750312,E,1
Other,45,Homosexual,Physical,-89.21512414749874,E,E,64.72914033628903,34.77450991005339,E,11.930484082475228,E,B,-109.22982286549276,E,1
Other,61,Bisexual,Mental,-22.1539159575591,C,A,-59.75086296866099,73.85374435310428,A,-176.91595451154015,E,C,74.23588579015035,E,1
M,93,Heterosexual,Both,-120.44669304415973,C,A,-48.14518571755849,-32.83358392912209,E,-95.79926212478512,E,E,-84.59435981290846,A,0
Male,25,Heterosexual,No,75.09268443330909,B,C,28.749210937062486,103.24006510456198,E,-224.6898688612192,D,A,130.75510905515608,A,1
M,22,Other,Physical,-56.247346489841846,D,E,-211.2468778622969,-104.40061467007598,A,165.35725789993143,E,A,-36.44282468959831,B,1
M,59,Homosexual,None,-123.43422276591869,B,D,-47.10028646188545,11.60152364962841,E,85.97488748407787,B,E,148.27144557442676,B,1
Non-binary,44,Homosexual,Yes,-74.86384439861675,A,E,72.19404282165792,54.88700914109631,D,34.77092896480875,D,C,235.5060410213316,B,0
Other,93,Other,None,45.157194701418554,E,E,-231.88330492543452,14.050407075770435,A,-104.22787265756112,B,D,-93.17996650398925,B,0
Female,62,Other,Physical,34.35653131307768,D,B,-243.08313855294531,191.24557424837033,B,-44.442117452938575,B,C,7.694561682301579,D,0
Female,33,Homosexual,No,-25.75694588046619,D,E,-26.978512887149304,-110.47123209756502,C,-28.69117784132288,A,D,-63.64842422424627,C,0
F,33,Bisexual,None,5.853485866860379,A,A,-23.23850221506374,85.82727543171275,B,-14.939995405736742,A,B,-115.19982544960632,C,0
Female,40,Homosexual,Mental,-147.3045866077096,B,A,82.24610734101367,-72.50791263026758,B,45.60130598070739,C,D,-165.03981864247496,B,1
Male,98,Homosexual,Both,61.74423692115896,E,C,19.330642449491958,50.583803958194174,B,-48.4654413685261,D,D,8.02044217472488,B,1
M,80,Heterosexual,Yes,51.86061139334932,E,A,6.553674237288084,-93.28640253145323,E,39.4008864568811,A,D,3.1051724431387213,B,0
Male,60,Other,Physical,25.718097386216087,A,E,-44.91506916871453,4.776556539113739,A,155.68054033557235,C,D,-143.67540485495854,A,1
M,80,Bisexual,Both,-24.09852973894519,D,A,5.20305664648949,-49.208680744603036,A,42.23439720827765,B,E,-63.066648748952844,A,0
M,19,Homosexual,Physical,-40.373717528700546,D,D,-121.0545426555937,219.16295393096067,B,-15.92349892876108,E,A,178.78063399184487,D,1
Male,45,Heterosexual,None,166.6796263627241,C,B,-38.03980958736676,-108.8535961323357,B,-10.691337972282613,D,B,149.41614638078843,A,1
M,55,Homosexual,Physical,-217.76272618711948,E,B,199.55247338750596,-36.064708084730505,A,-17.556440553015367,C,B,85.62333505244837,B,0
Male,18,Other,Yes,-51.88219785770152,A,B,45.21419640748222,-158.80627846512917,B,-28.866708578549655,C,C,94.66167463056799,A,1
F,47,Heterosexual,Both,-104.4061508826474,E,B,-200.39893360893845,55.22558033004097,B,-65.0068662805454,A,A,50.554238237374435,E,0
Non-binary,44,Bisexual,None,-48.13587819230698,B,B,-26.05885925326487,-196.18641273556275,C,-249.45777434392343,B,A,8.877282484446363,B,1
Male,62,Other,Mental,-189.99390298386282,C,A,2.1213090657381413,-7.270154776852765,E,30.722567301677294,E,D,6.4291437197725605,B,1
M,46,Heterosexual,Mental,-83.69666338733435,E,A,-173.2482406662727,159.89990195829796,B,-19.389270354495913,E,D,71.54431429037285,B,1
Other,29,Heterosexual,No,59.97892664474252,E,A,-92.8925752591965,-100.41261693267907,C,101.76191512859702,B,A,87.7281308923322,C,1
Non-binary,91,Homosexual,No,-103.86056210273384,C,D,78.66426020665494,113.32584697216478,B,141.83919309298733,D,A,141.46288847520145,D,1
Other,84,Homosexual,No,199.15424439813353,D,D,-20.25125257128368,-48.95415870698843,C,-51.87241980976782,E,E,86.83565523981788,D,0
M,48,Heterosexual,Mental,137.16355618306756,B,A,-21.512017561433137,26.44661966667422,D,-63.0251951542966,B,C,73.30460234307435,A,0
Non-binary,43,Bisexual,None,-27.352971408133374,A,A,132.76513495061553,-108.09249247556936,E,45.66256534086845,D,A,83.67737802212666,E,0
Female,91,Heterosexual,None,-91.78726289557852,C,C,-17.899429638969412,99.54930379754828,E,-4.36723107369877,E,C,-126.1417781845543,B,1
M,47,Homosexual,Both,-15.21321259861601,C,A,113.32435097627982,154.32119135541774,C,215.0820860678776,E,E,123.36924789001102,C,1
F,85,Bisexual,None,-74.17806622123395,D,A,72.84890426512864,-8.600750974592597,A,-141.96645019850465,D,A,302.61780407023633,E,0
F,36,Other,Physical,-76.24744369921113,D,D,11.980448537412583,122.27613608298071,B,54.354637330288845,E,C,-60.79142948997999,B,1
Non-binary,18,Other,None,55.757863953251196,B,B,-69.50773037283868,15.782004700572335,B,11.270758255068875,E,D,-17.35043021587966,D,1
M,24,Bisexual,No,82.5046258594435,A,E,215.65915957293635,67.29223892465612,A,39.67562791468795,D,B,104.63268491043645,D,0
Male,39,Homosexual,Physical,-80.47880512908527,B,A,-38.040782562411664,35.86088707608023,C,-45.1501298907979,D,E,24.633521236743803,D,0
Male,73,Other,None,61.768818598570675,B,A,95.64031499759813,2.2913364370728497,C,46.87611716454913,E,E,-33.55360705558756,C,0
Female,52,Other,Mental,-116.65957009520329,E,C,-20.204438955230298,168.30413977274563,D,177.19067919247303,C,B,-102.78816677409242,D,1
M,39,Bisexual,Both,-13.96417165918232,A,E,-69.25734353733715,-218.73901940070897,E,198.27044582890935,D,E,-150.79220262905415,D,0
Male,60,Homosexual,None,48.45873343300295,A,C,-8.074209556914305,-21.536872501974763,A,124.78183547233475,D,D,1.4503495592201172,E,0
Non-binary,36,Heterosexual,Both,138.76091675411863,E,A,107.69856667342201,80.21769999526899,C,-56.01564427169602,C,A,-78.99852705778827,E,1
Female,60,Heterosexual,Both,71.80392308784603,A,D,-124.43699278687114,26.939724675989922,B,-7.751226294066477,D,E,50.857123195857426,E,1
F,86,Other,Mental,190.01551594507288,E,B,-67.64714248762274,252.06785527238603,D,-6.047069006807022,B,A,-193.25016426048597,D,1
Other,64,Homosexual,No,51.539269582156244,E,C,-109.43937806007472,54.69115600947069,C,47.29903249488332,D,B,-16.66018019470226,D,1
M,28,Bisexual,No,1.6133821474394257,D,B,43.98259234970179,57.6341213935678,B,106.75486520188508,B,E,20.088839357614244,E,0
Non-binary,84,Homosexual,Physical,-98.43858955810182,C,D,-38.76194452703021,-68.22925693997047,D,-23.139695040241893,B,C,-118.74168471929775,E,0
Male,87,Bisexual,Mental,64.56792708556466,B,C,-194.39012114174855,-104.75450850689514,C,-25.546214889387315,C,E,-39.963174304758745,A,0
Other,24,Bisexual,None,-130.43291013555154,C,E,-38.82455656410555,-142.71965218986037,B,-1.5702892282298937,D,C,-114.12209524117918,A,1
Non-binary,50,Homosexual,Physical,-57.20529046382127,E,B,86.74760803905923,96.86365620123422,B,212.01345974077822,D,A,193.73918722811905,C,1
M,18,Homosexual,Both,-87.41568177419032,C,D,75.88147536044427,17.037200530013095,C,-114.38720591483778,C,E,-64.05866594233255,E,1
Non-binary,97,Other,No,45.56121164546457,A,C,-55.02841574408839,-54.36182897189371,A,-75.03644183466523,B,B,16.606201725312808,A,0
Other,39,Homosexual,None,-145.9444047070007,D,C,-113.92708454823266,-10.247930322561484,D,135.96357878891914,B,A,-31.94920478001037,C,0
M,58,Bisexual,None,50.775373571601655,C,D,32.464794489557995,44.60332753858896,C,-38.812483182792164,C,C,-117.48309156615926,B,0
Other,77,Bisexual,Mental,-8.286860671221323,A,A,122.19368937974401,1.3978671993603817,E,46.51161730328667,C,D,150.7193279947093,E,0
F,51,Homosexual,Physical,35.83741063834533,A,B,-80.76673464946992,-111.39499673333368,D,105.97386071662294,E,C,24.267294605898993,A,1
M,22,Bisexual,Both,-34.77546794083627,B,A,53.68819079119209,-91.09472519440412,C,37.381867063486126,E,B,66.73503717868068,B,0
Male,76,Other,None,-110.54807611540913,E,B,-32.883862084004136,-20.996745521115713,D,27.462779737228004,B,D,126.2351334699647,C,0
Male,98,Bisexual,No,-115.42081061088685,B,E,-103.71189030545874,93.37192756218009,D,-132.31996957160692,A,B,218.70201352065286,C,1
F,52,Other,None,23.397697138197152,E,B,-82.53715531136682,56.64998236232543,C,158.34308794964022,D,C,-245.1037738619573,B,0
Other,69,Heterosexual,Physical,-114.53739545554116,E,B,-45.305488747306114,-6.674920712393716,A,-94.39042262108084,D,A,-45.68314396834033,B,1
Other,55,Other,Physical,88.2449256393189,B,E,-98.61307343627281,136.21218130533893,C,-97.89793902386477,D,B,-34.8342542970189,A,0
Other,31,Other,Physical,31.297592867975016,A,E,46.469043095779824,-93.19924629381342,D,-53.26003535538592,E,D,10.633923718691742,B,0
M,39,Heterosexual,Mental,66.75024989204552,C,D,-71.07701291892808,-141.53255654566988,E,-126.94786011416181,C,E,43.49759024168233,A,0
Female,90,Homosexual,Yes,-48.44813360770663,A,C,33.34980578011717,48.18618229369396,E,-118.01963865923358,C,A,28.860900262466888,E,1
Other,94,Homosexual,Yes,46.378480683993494,D,C,-90.19881261470653,-149.4408631719508,A,107.27394992292452,E,B,-190.9841519076993,E,1
M,88,Other,Mental,-84.84764544411634,B,A,-46.57104527399566,-42.91979060365853,E,-85.7256302706608,C,C,69.59857250196994,A,1
F,19,Heterosexual,Physical,28.475619067208314,D,C,-107.21825508374585,-16.8940018230509,D,-8.90945619428068,E,B,-111.74348965812808,D,0
M,24,Bisexual,Mental,167.0578438020717,C,B,15.3784849750148,24.01382449614505,C,-81.75957641024942,A,D,-211.35974784647647,C,1
Non-binary,47,Other,Physical,15.188288219540416,E,D,27.07492147490739,-143.65030167223443,E,193.92675000570335,E,D,230.08837288852737,B,0
F,47,Homosexual,None,-300.9845494173426,B,C,-93.5592340806113,-186.9437693918802,E,43.59376531639201,B,D,-29.545466145472666,B,0
Other,79,Bisexual,Physical,38.30087538492392,B,C,61.33856473764554,-7.994819439165027,B,43.515016908235516,D,C,-3.99168523590535,B,0
M,99,Heterosexual,Physical,-60.0719281260107,D,D,202.54966268251587,-98.69011337942341,C,62.41050924411815,A,C,9.313660367750478,B,1
Non-binary,51,Bisexual,None,38.87802907789862,C,C,-11.940786633618359,181.14655561528326,D,30.644452232469938,D,B,15.8080460343518,A,1
Male,70,Heterosexual,Physical,126.578526043161,C,D,-42.947969378882206,43.795944574899195,E,135.48169811411196,E,D,42.986103747718666,A,0
F,42,Homosexual,Both,49.77594786856782,C,C,55.4742392658264,-138.64012231797724,E,66.27386866655524,C,A,-135.68863424195453,C,1
Male,77,Other,None,30.661155372049194,C,D,-91.35979301725172,-64.44996899688192,A,-102.69637451903671,A,C,39.710889383122776,C,1
M,18,Homosexual,No,-91.67241540919645,E,C,153.4068676787656,65.29800137455261,C,-64.91066417670372,B,E,141.65765173870867,C,1
Male,45,Heterosexual,Both,-9.007322830901003,D,A,100.79021926395903,150.8905817827015,E,-117.96913079323062,E,A,-26.8994909247394,B,0
Female,74,Bisexual,No,-9.920284100274074,B,E,-15.22917823493615,-3.011016475076543,E,46.98378326774761,E,E,-23.18010506646287,D,1
Other,74,Other,No,-95.72331309731392,A,B,99.3998646748044,88.61371764556048,E,67.7447865247094,A,E,-94.76947482151901,A,0
Male,34,Homosexual,No,-67.18060376202915,E,C,-28.547954307927327,4.99512873275791,A,-75.9568490611338,E,C,79.5901574270985,C,0
Non-binary,58,Homosexual,None,104.32305768947576,D,E,-143.96071255673354,-112.80867326381959,B,11.158518540467771,E,C,-57.71167444376876,A,0
Female,58,Bisexual,Both,-92.2693833940229,A,A,-13.445526012919359,-43.667677686901705,A,-42.22518381051198,D,E,-133.63569046663045,C,1
F,61,Bisexual,Physical,32.41295136582456,E,C,-54.16836806000044,108.9557063554186,C,206.71242882114953,D,D,102.24360416496351,C,0
Other,56,Other,Both,-16.616874349593324,E,A,123.72226551402208,0.2745843390946798,C,-87.44763281865791,C,A,65.68128740554559,E,1
Other,73,Heterosexual,Mental,-125.26520261388139,A,A,118.88170569675978,-112.16422033545335,D,96.18238742737424,A,C,59.98402408391645,C,1
F,27,Heterosexual,None,-40.47156770214082,C,E,-7.38144787978222,3.957873671122984,C,53.64176768220901,C,A,215.64247731603584,E,1
Non-binary,69,Homosexual,Mental,144.6469847791448,A,E,-68.5222051581299,-181.2196125182014,D,-22.542500464917754,A,D,-67.94517064998719,A,0
Other,47,Homosexual,No,79.26235641421414,E,E,32.852075677851175,101.57056946874528,C,86.05644926275123,B,C,-128.62880595235225,C,1
Male,99,Heterosexual,None,-84.33965968182434,D,B,-6.441744994213527,48.99149438827858,C,30.15649492122707,A,C,154.44285144277657,E,1
