disabled,country,sexuality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
Mental,Mexico,Bisexual,B,D,D,151.71743890629926,47.737841569283,B,B,A,A,A,23.450405785120978,4.731373180112952,107.10903792386264,D,0
Mental,India,Bisexual,C,E,E,-187.02517415648444,-62.672567214689536,B,C,A,C,C,-81.17392608042354,-71.23072731499543,-48.8610549479373,C,0
No,China,Homosexual,E,A,A,-17.178706271775184,-20.002188436615747,E,C,D,D,C,84.99344298059103,-3.0807691830002812,9.127165810390899,C,0
Physical,Other,Bisexual,B,A,A,8.022429121114415,51.10899459958097,B,B,B,C,C,219.66970014299832,-85.76678402341527,-89.93916801888751,A,0
No,Mexico,Homosexual,C,B,A,2.8774053264958566,291.4738300347132,B,B,B,C,B,97.47454959944598,93.16677012030102,-34.24959968792482,E,0
Yes,India,Heterosexual,C,C,E,-73.98929027897267,107.82373700831486,A,C,A,D,D,34.87382154565592,28.78561529821249,75.40231347859098,D,0
None,Germany,Heterosexual,C,C,E,-13.303625908052839,105.53446065097853,D,B,C,C,B,-23.444466677627233,-18.59744332881222,-125.87238197131758,B,1
Yes,Germany,Other,D,D,A,11.14245744584523,-62.64633486274951,C,C,D,C,B,-51.93857211693533,-100.14882506717582,87.37173515531663,E,1
Mental,UK,Bisexual,D,B,B,-17.25410212991903,165.53144515948074,D,C,D,B,B,-275.701445258092,-7.986117135001771,-6.780685867719318,A,1
None,Germany,Heterosexual,A,A,C,133.8545725882318,-134.9961877092823,E,A,E,A,E,226.90485471891165,52.10081736130088,-205.6305799247387,A,1
Mental,Brazil,Bisexual,C,E,B,136.35665813879518,6.683760228239861,C,E,D,E,C,185.2481999350912,-122.09836520437717,-14.29722786169444,C,1
No,India,Bisexual,E,E,D,130.88416886354824,209.93944039381148,C,E,C,A,C,-30.705565377292633,-90.16593127950512,-136.84725251498358,A,0
Physical,Mexico,Homosexual,D,D,D,95.39832315976574,-59.392027709762,D,D,D,C,D,44.56202890756703,-48.49469570478087,-2.130955897078756,B,0
Yes,UK,Homosexual,B,A,B,-90.79866272605292,-34.76276337566742,D,B,A,D,E,-28.955021165859012,-73.7692633227503,-36.21990059860561,C,0
Both,Other,Other,B,B,A,33.07037701093275,62.943340274516714,E,E,A,B,D,155.10625366216902,82.71447628156608,-56.61330125391621,D,0
Physical,China,Other,E,D,E,-38.77323418281062,-67.22872022128,E,B,A,A,C,236.2061934726564,-173.87172136594467,105.67147352950413,B,0
No,Mexico,Other,E,E,D,191.48844057250324,9.853788322574939,A,E,A,C,A,20.21369923683845,157.12067343694818,37.702016349243934,E,1
Physical,Other,Heterosexual,D,C,D,121.95209888329835,-97.44099678553845,D,B,C,A,E,-1.0758350254968438,-73.69712299711469,34.2357998129305,B,0
Physical,China,Heterosexual,D,B,E,74.30129019446751,-24.96828153187943,A,E,B,C,D,1.1691878517840244,112.82819037661311,93.86251847357575,E,0
None,Brazil,Bisexual,C,D,E,-106.91922066057361,-88.16160215265519,C,C,E,D,A,108.51861620078323,151.04854701295682,-116.73916695344073,C,1
Yes,Other,Bisexual,A,C,B,48.21655431092155,-3.8552945193748878,B,E,E,E,C,-33.091435789503606,-121.25943082432838,-135.75037207358508,B,1
Mental,UK,Other,E,D,C,113.98951722613705,-151.39952775543594,D,B,C,C,C,-12.562347177842359,98.83138546061261,-182.83443037950607,A,0
No,UK,Other,A,C,A,140.54309105682336,18.843674374110904,C,D,B,C,E,40.98587115981617,-15.996803254505929,42.02717837909425,A,0
None,India,Homosexual,E,A,B,-209.76512225482628,-98.78834060716372,D,C,A,E,E,-133.73275922174832,77.8457547425849,1.2943952838397101,A,1
Mental,India,Bisexual,E,C,D,23.710779201124392,179.31032998160092,C,D,D,E,A,1.1519751607726918,14.996157867636056,-51.630793631566284,B,1
Physical,Brazil,Other,A,C,A,-79.73720465870822,166.9350277757924,A,E,E,A,D,8.623738989159097,-145.46858262520558,11.028875658163571,A,0
No,India,Other,B,A,D,-0.23715751709316926,156.29480181176837,C,B,B,B,C,-128.70545402033923,-20.631915398499707,17.022628861023442,C,0
Yes,US,Homosexual,D,A,C,204.8105711377953,119.79990759199927,A,E,E,E,B,117.09715983111968,-105.06591817894623,-113.54420827355685,D,0
No,UK,Other,C,D,B,-149.9169596614695,-16.311876011359896,A,C,B,D,E,-93.62954959969852,-56.43144123103645,82.21206209828141,E,1
Yes,India,Other,D,A,C,-138.6905158391101,167.1754188063554,C,C,C,A,B,81.79226275666484,101.97005419195675,-20.26791822188115,E,0
Physical,UK,Other,C,B,C,-89.94923565320781,114.04869595106484,E,C,E,C,A,-39.77959989829739,-93.97924996959809,-31.32192072669134,B,1
Yes,Brazil,Other,A,E,D,-2.695369983614316,-126.68609393130454,A,A,A,E,C,-134.0988710556942,-26.437439028214904,112.02369363029845,D,0
Mental,Other,Heterosexual,C,B,E,176.9562300466326,-14.672610380257249,D,E,A,D,A,-3.6983956773273747,-43.68948908620142,-44.6824041002578,C,1
None,US,Heterosexual,B,C,C,62.65895195411784,99.4471261845871,D,D,D,E,C,-41.00420629385099,4.027931877837607,-9.230992211930655,D,0
Physical,Germany,Other,D,D,B,-61.546026682178066,-107.31198170573091,E,C,D,A,C,-188.8579171514323,-78.87018816906254,-68.10053255808218,E,1
Mental,India,Bisexual,A,E,C,110.28932845077206,-6.22500386565894,E,C,B,A,C,43.54462352672478,-125.46529117846548,167.647368020519,B,0
Physical,Other,Heterosexual,A,B,A,-2.233232905604779,100.05185821441063,E,D,A,A,D,18.957847311187184,11.691199512326437,82.88112842297014,D,1
Both,Mexico,Other,C,C,D,-21.27227580916024,44.55789468175493,C,E,E,E,B,130.1890689567434,-242.86779799575052,-27.883766902808098,C,1
Mental,Brazil,Bisexual,D,B,B,142.35712280968232,-88.51722822724493,E,D,A,A,A,-37.463811888448205,-200.2961483684751,120.68167862126806,B,0
No,US,Heterosexual,D,E,E,-27.8002310848933,-14.529922019102088,C,E,C,D,E,116.89579963102841,-24.785845556020046,26.076736765966203,B,1
Mental,UK,Heterosexual,B,B,A,-139.69169274131542,-73.71862832746028,D,B,B,A,E,20.102688806761368,76.64064388318185,-50.47340578585834,E,1
Both,Germany,Bisexual,E,E,B,69.84204939631627,-160.1981074938281,C,D,D,C,D,85.43131631730405,103.22989372588619,89.45671719976639,C,0
Both,China,Heterosexual,E,C,D,-92.7361654058051,-200.10859510827598,C,C,C,A,E,-93.48366270319588,-59.285304236589475,59.5878229623636,D,0
No,China,Other,C,E,A,131.36487943423708,-2.34849793497346,D,E,D,D,A,-11.50265980485262,134.30634177935121,-6.065723632305037,C,0
Mental,Brazil,Heterosexual,C,E,C,110.28849521546388,4.78799869140942,A,D,A,C,C,-45.76884489559801,-105.38192532248642,56.135493697885074,A,1
Physical,Mexico,Homosexual,A,C,E,32.23602264607586,-181.47574768024873,B,A,B,A,B,97.8674980833143,35.19269350228906,68.57684630219715,C,0
Physical,US,Bisexual,C,A,D,110.75555624843338,-126.11106074817897,C,E,B,C,E,-14.807098998162354,5.902879363941851,26.463809444628296,C,0
Yes,US,Bisexual,D,B,B,5.153885236488177,-0.9390836904544166,E,D,E,D,D,-47.79390769544861,-191.5535074229635,35.936861720179586,A,0
Both,Mexico,Other,C,D,C,-14.610986519289625,-16.456493205589272,E,A,A,E,D,139.42656624841544,68.05617914919311,39.51666078121551,C,0
No,US,Bisexual,A,E,E,159.27528370493084,-47.71015892903813,D,C,C,D,D,-62.413522037782656,54.55696380636025,165.73950885174915,B,0
None,Mexico,Bisexual,E,B,E,32.19921791306621,-84.01662573679458,D,E,E,A,A,107.81157713072962,-76.84720478405562,147.01894331510195,B,1
Mental,UK,Heterosexual,D,C,E,-27.02514929522268,-40.46774095096654,D,A,E,D,A,120.05596954978583,19.314361763511094,118.83627984939118,C,1
Mental,Germany,Other,C,E,A,-60.52365756087056,104.7658453541147,C,E,B,E,A,13.301509020677113,20.067471703520567,127.57973710014087,B,0
None,Other,Heterosexual,B,E,D,11.11522223872519,110.69183623521684,A,B,A,A,A,111.77976275001633,0.3728000336490138,-36.037268757926974,B,1
Mental,US,Homosexual,D,A,A,121.44362992270676,38.4031895898838,E,B,D,D,A,-206.8726312550392,-24.41733440540371,147.84581751006237,B,1
Yes,US,Homosexual,B,A,C,-34.255607691007135,54.62977134043206,A,B,D,E,A,-164.60564387018422,-112.38446215057736,25.51962921285676,C,1
None,US,Other,C,C,E,144.33000630008644,-28.555622278272384,C,C,D,B,D,152.97740791073295,-45.40315632970952,111.33516806080006,D,0
None,Germany,Bisexual,B,E,A,-57.59945822906315,-2.903980224093442,D,B,C,E,C,81.17059042605204,90.74578493865302,-21.00217511087111,C,0
Both,Brazil,Heterosexual,A,C,E,-63.07313265672686,105.4810081473681,E,E,C,C,A,31.127066239304973,-72.69044829546154,-47.07865100815015,C,1
None,Mexico,Homosexual,B,A,C,30.869459026693345,126.18207491820148,A,C,C,D,C,-61.94596283364694,-9.816431853800573,-155.15196061410128,E,0
None,Germany,Heterosexual,E,A,E,83.90110432217496,185.01216600087943,D,E,A,E,A,-34.203026211862046,69.3573155056548,116.2023223194379,D,1
Mental,UK,Homosexual,C,D,D,-40.83582251405887,30.79616557513206,C,E,A,C,E,36.1038717135907,-139.3693659832247,-13.115907481146632,B,0
None,UK,Bisexual,E,E,A,-75.4908399102468,-60.96323210004719,D,B,E,A,D,-35.52081257161429,119.22468993881917,101.53621340754965,E,0
None,UK,Heterosexual,D,D,A,-178.62092824933822,77.86416936233145,C,A,C,B,B,24.219315066537252,-167.30180379577774,311.0655843100093,D,0
Yes,China,Heterosexual,D,A,C,16.399570399860004,58.13225867600869,C,B,C,A,E,-22.313675003378552,-5.724994099108022,-12.416776621879665,B,0
None,US,Other,D,B,C,32.002417838393136,130.6738731547289,D,E,B,B,E,84.89820981175153,75.93643720878819,26.783881964614253,C,1
Mental,Other,Other,B,A,C,-76.77941440150606,100.75874373499988,C,C,B,C,E,9.843122407470963,50.48734575684012,63.976685035260004,A,1
Yes,UK,Other,A,D,E,69.55066127454458,28.163461627070507,C,E,D,C,D,46.07970639147895,122.79776446722612,-146.24855358675975,B,1
Mental,Mexico,Homosexual,A,C,D,17.939811178320152,157.15593265928703,C,A,C,C,B,109.76831037172583,-60.59133721299157,-16.013360286761383,E,1
Mental,India,Homosexual,A,E,A,-119.65510238820593,-263.71970461392357,A,B,C,B,E,-11.73732358887405,-7.371766489867078,37.78245480764592,A,0
Yes,Other,Bisexual,E,A,C,-104.99629311430448,17.90204311020159,E,C,E,B,B,101.70728181791058,-147.23494806471433,-33.739724891614244,D,1
Physical,India,Bisexual,E,C,E,103.26133893442176,-109.56321769684585,A,D,C,C,E,-75.17476343244657,-76.25843310785602,-91.22070222074058,D,1
Physical,Mexico,Homosexual,E,E,B,-41.671472996135655,-16.34402969089639,D,A,E,D,B,-94.33539691718295,-133.48228823729121,-12.448207103929489,D,1
Physical,US,Bisexual,C,E,C,58.302909158564056,29.012531048491923,B,B,B,B,E,-15.801096349397902,9.189691876641339,188.0070028406495,C,0
Both,China,Heterosexual,C,E,C,101.35164670984955,41.16439341349503,D,A,C,C,D,-126.72622210437609,-184.63808237186834,-82.33606697434287,B,0
Mental,Germany,Homosexual,B,D,D,-72.16020445918308,125.33996886510785,C,B,A,E,E,-6.397280939785873,-56.65028178721692,56.52064255814029,E,0
None,Germany,Homosexual,D,A,C,-103.36170272786218,15.94576860392139,C,E,B,E,E,7.41685247753827,36.12279882325514,8.53090507716007,D,1
Yes,UK,Heterosexual,A,B,D,55.540589068995374,24.675228257078192,B,A,C,E,D,245.1702247000433,120.38248987791928,-43.07954233257225,D,0
None,Other,Bisexual,B,E,A,98.43848275664304,-53.21286728169654,B,A,B,B,C,41.35277626210531,-63.74317427826478,-21.131242761422733,C,0
No,Mexico,Homosexual,A,B,C,26.842704590073758,-107.56640036065075,C,D,C,C,B,10.538716702064244,53.36776246235012,-15.645322054728409,D,0
Physical,India,Other,A,E,A,-136.67104741164925,130.1435045553291,B,A,B,D,E,13.608145591133466,54.607006203062305,-84.72012254360418,D,0
Both,UK,Other,C,D,D,45.299060488015705,-81.90106603283553,A,A,C,E,E,-70.09922590479081,24.428134797836282,-161.94214499018213,C,0
Yes,Brazil,Heterosexual,C,A,A,23.758317681238896,22.92631835854392,D,A,B,D,A,109.7155324009738,19.45727501944709,-90.93817427471822,C,1
Physical,Brazil,Homosexual,A,D,D,-16.721817244875755,122.29948690213908,D,A,B,C,B,-188.59018589903133,-41.928479328066494,-46.43219453463568,B,1
Yes,Other,Other,A,B,A,22.07505376355325,-188.0597260669586,B,A,B,C,A,36.127947142994444,-55.1070911866754,21.871223574583567,C,1
None,UK,Other,E,D,E,38.15103741398007,109.23506640835315,A,C,C,C,E,-52.476220395582644,109.87570264040723,-201.74844881307226,D,0
None,Germany,Other,B,E,A,124.00560581465565,51.64967547839676,D,C,D,C,C,-10.656943705813935,152.15405234022595,44.40474049690445,A,0
Physical,UK,Bisexual,C,E,B,23.94718355754778,-171.08376536427045,C,C,B,A,D,-38.75275368089781,-17.482898220864666,-64.1122514928694,D,1
Mental,US,Bisexual,D,D,C,-105.85577610202338,110.86542514251224,C,A,C,D,A,-115.51611929774907,-143.82157022989068,-201.05084323563975,E,1
Physical,UK,Bisexual,C,E,E,-72.34084154183648,9.929940933458084,B,A,C,C,D,99.52890379222723,76.80289980641895,15.087094760389204,E,1
Mental,US,Other,D,D,E,34.0491747606322,-41.479490925040466,C,D,D,C,B,-73.2438881377566,-44.405356553878704,-48.771185383501304,C,1
Physical,Mexico,Other,A,A,A,38.18063667884274,13.381919764377988,B,C,C,A,B,-16.237320609061374,-100.3448447540383,161.49629042170957,D,0
Physical,Germany,Other,D,A,E,-23.8836517417726,89.36863283073173,E,D,A,A,A,15.693724469508208,8.27850632515142,12.266714839002727,E,0
No,Other,Homosexual,A,E,B,-76.44323011884528,-29.797922909970808,D,D,B,D,B,-62.300944503327926,29.74846824318287,-31.15409962297631,D,0
No,Germany,Other,C,B,E,113.05477979244635,-122.25672414715423,B,C,B,B,C,-114.97922082390122,-64.53019173965019,-43.3491915191034,B,1
Yes,UK,Other,E,E,E,33.49646418709373,93.25807268644178,C,A,A,B,E,-16.841240020778702,10.321187135131181,-159.4033737679144,A,1
No,US,Heterosexual,A,A,C,276.40288614986434,-2.0419906561716354,A,A,B,C,D,169.3070108387661,-69.79779421004724,-8.405098306842355,C,0
Both,US,Heterosexual,D,E,D,-55.76574071619221,-41.993758102021665,D,B,C,D,E,7.896714032947988,27.745173907040567,50.01932735169077,C,1
Both,US,Bisexual,C,A,D,78.98984603621093,359.5343990208825,D,D,D,C,D,152.89988965615805,-90.02538256726889,0.38140994941185774,A,1
Mental,UK,Other,A,E,E,87.26804779562428,-8.713636963857372,E,A,D,A,B,41.94335899016992,276.20178296480333,60.688935732689444,C,0
Physical,Germany,Bisexual,C,D,C,-24.19069619245265,77.18490952303013,A,A,E,B,C,-63.45936322512008,-112.60984442715683,-54.20086804102111,D,0
Yes,India,Homosexual,A,C,E,-2.59193540181169,-0.9358605717741547,B,B,B,D,C,16.62345230420915,-105.20116363591289,54.318285730767776,C,0
None,Other,Heterosexual,A,C,A,-47.74415792079011,-96.02007262342504,D,D,A,C,D,53.72718393472896,-52.080668822393164,116.98800518873458,B,1
Physical,UK,Heterosexual,A,E,C,141.5264107792423,27.91767547596421,E,C,D,B,A,69.24133568594264,162.51595526505238,170.85383047903127,C,0
Mental,India,Homosexual,A,E,C,-79.88988803817766,35.493033229395074,E,B,B,E,E,-56.96747089387784,135.19094589363425,-189.54352820474153,A,1
Yes,UK,Homosexual,A,C,B,56.49819951756013,-57.02532524725557,A,C,B,A,D,82.21279360566731,39.04233295366589,-12.853629563041933,E,1
Both,China,Other,E,B,E,50.12213464115335,-249.26294133088294,D,D,B,C,A,150.84381786942572,-38.62655510774186,179.7464963404411,B,0
No,UK,Homosexual,D,D,E,-103.10555499885561,-58.51133149384001,B,D,E,A,D,98.85603182588332,-109.93322924641586,4.3690158387669795,D,0
Yes,Mexico,Bisexual,A,A,C,-148.5366733108841,-64.01332569420816,B,C,D,D,C,-76.77828496649089,-24.8076931157422,211.50087108536053,B,1
Physical,UK,Homosexual,C,D,C,-134.67954904762044,-44.47948644963182,D,D,E,E,A,1.9017380039052325,107.95178316013146,-60.83569276488139,E,1
No,UK,Bisexual,D,A,A,16.58937438255941,-94.193868579713,E,B,E,C,E,-47.36895449437747,-75.40413042810498,103.41778123764797,A,1
No,US,Other,B,D,D,-12.822036895932328,-3.9093694316499645,C,B,D,C,C,-68.23174649300412,53.26765849813368,112.35907420835201,D,0
Mental,Mexico,Heterosexual,B,D,A,25.462869160280437,3.380210637556586,B,A,C,A,E,80.0416987062849,-66.05819640466135,5.877678225661094,B,0
None,Mexico,Homosexual,B,E,E,22.78997632374917,-157.52518348794905,C,C,B,B,D,4.5126756678348,58.82341716266516,38.19698539578977,A,1
None,China,Homosexual,A,A,B,-1.8972729837209719,-12.897555309836072,D,D,D,E,C,167.93563494243116,101.80373660336788,144.93929361661057,E,0
Yes,UK,Heterosexual,E,E,D,31.658226499394626,136.37545602825716,E,A,C,A,E,-78.44737969848251,12.604455219031479,-5.142897673520591,A,0
Physical,US,Homosexual,A,C,C,-100.356752073473,28.767815637201842,D,E,D,B,A,123.54690447537233,-2.6160668259596114,6.747253831551871,B,1
Both,India,Homosexual,A,E,D,6.295379130648711,6.2893422640255086,B,A,B,A,A,74.96243482265453,71.83188393849308,-118.45348223758725,D,1
Mental,Other,Homosexual,C,A,D,38.622670546675934,85.1320916070997,C,A,B,B,B,123.47027441431415,-22.44134184922467,-56.33061684022118,C,1
Physical,US,Other,C,D,B,41.60783415840898,-92.194083728813,A,C,D,E,D,5.830651057529387,-53.15500074028421,182.63724349739982,D,1
Both,Brazil,Homosexual,A,B,B,51.620765212704676,-73.23232749630264,D,D,C,D,A,-23.838589070724815,-134.2521361657702,81.33473936121271,D,0
Both,US,Bisexual,A,A,D,34.714505920036785,240.1883180724763,C,E,E,D,D,-18.44254816942579,-93.94754818870253,-145.02884567072834,B,1
Mental,Other,Bisexual,C,B,C,-73.51400329189616,-61.81605048945141,E,E,A,A,D,-58.42453091692295,-72.66343280426459,86.65706609839599,A,1
None,Brazil,Heterosexual,E,B,C,-7.616417856240515,-89.15313205532107,A,D,D,A,B,-1.794411600243177,-30.64934845774242,128.64645773390572,E,0
Yes,India,Other,C,A,C,20.538688715159545,40.147934452766805,C,E,B,E,E,86.49250357698482,-168.31190444124118,111.9533880524688,C,1
Both,China,Homosexual,C,E,E,60.63525281858785,45.25662940307153,A,D,E,C,E,-56.16313197227629,-58.385432738873845,37.524025610188225,C,1
Physical,Brazil,Heterosexual,C,D,E,-100.1034632626733,8.869491094011215,B,D,E,E,B,-95.5664843217722,106.73455127707123,-80.51585017879468,C,1
None,India,Heterosexual,D,E,A,48.4010149309942,89.14059044636426,A,B,B,B,B,39.61968441532457,158.10984664916018,53.22861302428633,B,1
None,Germany,Other,A,A,C,-107.31169486172438,-26.585386929111245,C,C,B,A,A,-174.6055678880713,-68.19510908545709,-65.79159716653137,D,0
Yes,UK,Heterosexual,A,E,C,41.964951162285026,-114.01573965812324,E,A,A,C,C,-129.7777686477972,-42.04483859461803,38.312877746146945,E,0
None,India,Other,D,B,D,83.78661637456769,126.58212958133703,D,B,B,A,A,44.34171058707381,59.595087872399525,79.43631861965021,C,1
No,China,Other,D,E,C,38.97622784522048,-39.29450703651046,A,E,B,A,C,47.706795516025466,74.65824165822212,-57.22257016790616,A,0
Mental,Other,Bisexual,D,C,A,-73.88510834382996,-5.298613084365466,E,B,C,D,A,-26.142858178487177,-136.40814334834337,-167.4611571958068,B,1
None,China,Other,D,E,B,13.888260281511286,77.19623979997189,C,C,B,B,B,94.74230560697816,42.55776444916017,167.280274201225,D,1
Mental,Mexico,Homosexual,D,A,E,-97.65288978978334,-213.928703542697,D,D,C,A,A,28.038426627949647,74.42819902749646,-224.7997517803853,E,0
Mental,China,Other,B,A,A,95.10335336240023,99.75962481831623,A,E,E,E,B,-8.615079269940654,58.49752977879126,-116.6448208362084,E,0
Yes,UK,Other,C,D,B,86.09249566538007,96.24259048226915,A,D,E,C,C,20.614705582622516,117.97857894054087,-24.092958871437514,D,0
Both,Germany,Heterosexual,B,E,A,-23.55383556835598,37.113162576723255,A,E,D,E,E,-113.00755381053078,-30.153576664683968,-52.553011114190106,D,1
No,China,Heterosexual,D,D,B,-92.87561261899407,69.06499642284126,A,B,C,B,B,230.00256983472815,-161.44099272474924,-30.873475419382856,E,0
No,Brazil,Other,C,D,E,-65.65972145580844,-73.53874397151186,C,E,B,B,A,83.22444276633667,113.73182057135674,12.298397217495818,E,0
No,US,Bisexual,B,C,C,-67.12475518739403,17.27683401280021,A,A,D,B,A,-23.986015031676565,-20.31976762566471,-84.41689758350114,B,0
Physical,India,Heterosexual,E,A,A,-13.543443461002374,-92.90839415081352,A,E,C,D,D,-126.00041407379807,0.49964164475139866,216.65874994761998,B,0
Mental,Mexico,Bisexual,D,A,D,110.65264816207609,139.93364065005818,E,D,B,A,B,21.320536739126556,-266.55728935754786,-64.22103452285101,C,0
None,Germany,Heterosexual,A,D,C,-13.506011545459916,-42.76880277830572,B,E,D,C,A,8.760705515829835,-137.5154902014159,99.33423535953378,A,1
Mental,UK,Other,D,C,A,-14.512908843243046,-140.1554100185641,E,C,B,E,C,-105.28745162872355,-24.28540739727934,-136.57335892479296,C,1
Physical,Other,Homosexual,E,D,E,122.33165886750011,120.93681651802687,B,C,E,A,D,77.06850037741614,10.36069896149785,62.57045418047035,E,1
Both,India,Heterosexual,E,A,B,34.02897795612577,6.288068216554407,D,E,B,A,E,40.87837805715093,46.71639065340966,-83.32462648333451,B,0
Yes,Brazil,Homosexual,E,D,E,75.31984414560905,47.04982336211812,C,C,C,B,C,69.0432918845682,-90.88447522367382,-57.64035657354909,B,0
None,Mexico,Bisexual,A,B,E,66.34956003434716,-58.54613202765324,A,D,B,C,C,-166.39368369609036,28.214122950378457,-56.06081459366818,E,1
Yes,China,Homosexual,E,A,A,-280.54980473176454,119.57316410608661,E,D,B,A,D,-61.14919523461737,-56.45658014045789,-19.73345308760312,A,0
Mental,Other,Heterosexual,C,B,D,-46.680096623902024,-59.08155012099328,E,B,E,D,A,72.15901273057653,-123.01685688515731,-127.11019726253296,E,0
Both,Brazil,Homosexual,A,A,B,113.41141068075305,141.0022672733699,B,C,D,B,B,-246.86484792459495,-266.6575081047223,187.67435216729257,D,0
None,Other,Other,B,B,E,-141.21034318615392,78.83535348150856,A,B,B,B,C,30.52318151734845,82.54689407793462,-46.10899839007343,C,1
Physical,Other,Heterosexual,B,C,D,-112.54029414796148,188.24284449699383,B,E,A,D,A,94.5602565199976,-115.5155229310089,35.21980370754845,B,1
Yes,India,Homosexual,C,B,A,-3.46407987719222,-373.2121586318768,A,B,E,B,C,13.472130785717408,20.26615055105329,25.53447001242702,C,0
Physical,Brazil,Bisexual,A,A,D,100.35344837110081,218.7800601260503,E,C,E,C,C,162.25988221426903,148.3092210144648,-103.92295884848333,A,1
None,Other,Other,D,C,E,-74.24040024860673,2.1542509457889754,B,B,A,A,E,119.90368216113411,74.48772850751708,-27.162107399458023,D,0
Physical,US,Other,C,C,D,-153.79076832087688,-129.78824272355243,E,A,C,E,A,-126.24991470117091,35.75132760480697,101.52388708952901,C,0
Physical,China,Other,C,A,E,44.11610486606912,-75.02776912402832,C,E,B,A,D,236.21647461013913,-29.02454268565146,2.2829655717919257,E,0
Yes,Germany,Other,A,C,D,-13.117478137225092,-52.60852866181419,B,A,B,E,E,-55.35796362495152,16.13514897917373,85.39278110201577,A,1
None,China,Heterosexual,B,C,A,-168.8962222190281,76.1827549735787,D,A,E,D,A,10.349299493800547,108.62870253105388,46.04726327701274,A,1
Physical,China,Homosexual,D,A,B,62.002179752366395,-82.85437116134014,D,D,D,A,C,56.70265900116933,246.28900120190457,24.268818810013894,C,1
Yes,UK,Bisexual,E,D,A,84.01905332047079,158.07908748574368,E,E,C,C,C,-39.21113363793214,-72.59841245624914,11.280616826390304,E,0
Physical,Germany,Heterosexual,A,C,D,115.62464514728896,-148.5321270349003,B,A,C,D,A,90.43648315928226,-211.8649037584272,-79.2672875384004,C,1
Mental,Germany,Other,E,A,B,158.89854406154322,81.04105301405599,A,E,D,A,A,1.22461225677578,169.4851288709597,147.90256705534037,A,0
Yes,UK,Other,D,D,E,49.94504772798664,-248.95227775308,E,A,C,C,B,-16.52858449198439,26.666139192409243,82.07499568374666,B,0
No,US,Homosexual,C,E,D,-89.73254733690298,-45.63919575853972,C,B,B,D,E,-56.41697800808334,80.96258134605814,71.17186840931944,D,0
Yes,Other,Homosexual,C,B,E,138.89715384102104,-42.16464679132741,D,D,E,D,A,170.99887289256336,21.879305685421688,-113.0889112055011,B,0
Yes,India,Other,E,E,A,93.76018635373711,-19.264182358561595,C,E,B,B,E,-4.232958964445154,73.98271671901348,47.49878480118209,E,0
Yes,India,Other,E,B,B,-55.25458757325815,-132.80650189469804,B,B,D,C,A,-33.30173979419196,221.33089131142108,-19.35428606019028,B,1
None,India,Bisexual,E,B,D,10.811155469379568,-5.260827885371664,A,D,B,E,D,89.44656836403566,12.233742415675945,-113.09692421162009,C,0
Both,China,Other,E,E,A,-2.4273021084209168,5.791317197043865,E,C,D,B,C,91.82538116661006,-86.2359774554376,74.1428032263074,E,0
Both,Mexico,Heterosexual,E,C,E,148.72625726866195,7.82609136716578,D,A,A,B,B,-41.95725101720924,-116.74743331423191,89.59682516597506,E,1
Mental,Other,Other,C,B,C,40.58425066087133,-39.550293331370845,E,B,A,E,B,-4.6955449166692915,-64.27894288915712,-11.305357665504841,B,1
Yes,US,Other,A,A,B,23.265072212023533,83.68934864940559,E,B,D,A,D,139.15472856093862,-103.8319415136038,-31.89619662148208,A,0
Physical,UK,Other,D,C,B,54.42263536686992,70.97467533806568,B,C,D,B,B,-6.054590986551563,288.9918893502097,-85.24104423167613,D,0
Mental,Brazil,Bisexual,B,A,C,-4.60501662164095,69.96749816118263,B,E,A,E,B,131.299939106215,82.08226684542869,-72.7845928450489,C,0
Yes,Mexico,Homosexual,A,A,A,48.992564914903404,-53.69443872868391,C,E,C,D,A,-53.92825799076354,-82.91721214635416,-44.89057060977106,D,1
Both,India,Other,C,C,E,-83.61014176120442,58.85105542925776,B,C,D,C,E,38.31081977873342,44.95212775183832,45.767559044388996,E,0
Mental,Germany,Homosexual,D,C,C,-22.51403876534786,117.47787243005554,E,C,E,B,C,-46.66956635096704,-31.480090144389305,-122.14692673054427,E,0
None,Mexico,Other,D,D,C,-74.15662586259421,9.773020324055045,D,D,C,D,E,16.59754355438913,-1.9308398097302226,39.43910854580092,A,1
No,India,Bisexual,B,A,D,-137.18038998918198,-140.22940959861606,A,A,E,A,A,-67.50186841720186,150.87861838887198,209.85820741379055,B,0
Yes,UK,Heterosexual,E,C,E,220.21872772529557,65.4493633425314,A,B,E,B,A,36.07822511946198,165.32024764929616,-77.82491463862874,C,0
None,Other,Bisexual,A,C,A,118.33447888194,-77.77473353766794,E,A,B,C,D,-11.723636012326955,-13.986463068812993,35.16260052291659,B,1
Both,Mexico,Homosexual,C,A,C,88.59414948803904,-47.791041145319404,C,C,C,C,B,-157.2954354955471,103.37369550211683,256.499297787536,B,1
No,China,Other,B,A,B,-81.7319212128647,61.99627972083327,C,E,D,C,B,30.916399683328795,-91.3518402093623,16.88284612430098,E,1
No,Other,Homosexual,E,B,B,-55.04135758970633,-25.649760995727398,B,E,E,A,D,145.16869940767057,-32.88589650479941,17.895502867160506,B,1
