age_group,birth_year,sex,Race,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
18-25,98,Female,Asian,-102.84315633354602,E,E,C,C,A,6.024752686999003,-71.10191950307755,B,-33.80526002547144,39.207179058817346,0
18-25,31,Other,Asian,-84.75150086394552,E,A,E,E,A,-100.59015690189088,6.263275399472079,E,148.38217685250433,101.51317653487182,1
65+,57,Female,Other,-53.15302221817918,D,D,B,D,E,-60.622525117340764,61.612383366670166,C,-38.61913248738731,-92.21946048923586,1
18-25,27,Other,Black,-85.52822179702326,B,E,D,D,D,147.97971954857934,-1.3270502964911657,C,78.38536380268737,3.559355349667333,1
36-50,78,M,Other,-94.76178878991436,E,C,C,E,D,-79.64635606624438,104.32829941828696,C,1.268825836675606,95.7053659107595,1
26-35,43,Other,Hispanic,62.92644828096936,E,E,D,D,D,-68.11672307242668,155.98252154814506,A,31.744350281194013,-134.52766364822617,1
36-50,63,Other,Asian,-89.57756595860768,C,D,D,D,B,-139.9344801321578,91.59666216604174,C,91.19896722577863,-57.28113248803399,1
26-35,91,Other,African American,-199.49706692367266,E,E,C,E,C,92.56208859316258,95.68903255535048,D,-73.68260497266658,73.50091687207154,0
51-65,97,M,Hispanic,-52.86792866776047,A,A,D,D,D,5.106162027485782,-52.12384650048335,B,134.84227934110683,-104.3434176077402,1
65+,74,Other,Black,114.8737956541282,C,E,A,E,E,121.34366934895236,-39.15544248603241,E,-20.39506388422629,104.45834861629879,1
51-65,81,F,White,-108.36828051353271,E,B,C,B,D,122.11110709427277,84.74256978262895,E,-78.65537063130921,-69.23712943289291,0
36-50,35,F,Asian,81.59021726673423,C,E,E,C,B,10.003926338450016,1.639125718089127,E,-82.2055317420704,20.26272154407983,0
18-25,31,Female,Black,15.21582598132294,C,A,E,C,C,-278.3417681124639,74.69651563857302,A,-13.487085183751656,100.568453088808,1
51-65,53,F,Hispanic,117.69572120965464,A,B,C,C,C,36.01205420701906,-79.28662383781871,D,7.330851595531401,76.55337286778125,0
18-25,42,F,White,35.89501410395414,D,B,C,D,B,121.62818510971994,94.38104915979612,E,74.78406441140588,-119.02751493438831,1
18-25,20,Non-binary,African American,79.66533839427034,C,E,A,E,C,214.58179225919113,-7.6025199543268265,E,-164.45277201111207,233.99931078937476,1
18-25,54,Other,White,119.24688078656402,C,A,C,D,C,85.1808090950527,10.9009553793964,D,-67.48186280541559,59.07742665975584,0
51-65,88,Other,Asian,63.6343793184046,E,D,D,E,A,120.81014170903832,178.3742505845613,A,123.71474664747146,75.766224576705,0
36-50,99,Female,Black,17.358227132295063,B,B,E,B,E,20.749005450097847,-32.681561411147605,E,-135.46496346559314,80.20999549277353,1
26-35,94,Other,White,-103.59401062576995,B,B,C,B,A,-28.870413182875765,-122.27599874162183,A,-29.29631608996181,28.766686534490404,0
36-50,99,Other,White,3.9775496474677747,A,D,B,C,A,-34.869417473371364,-83.89672090275569,A,99.99923304914127,30.906692661496727,1
18-25,24,M,White,-12.6035130580919,B,A,E,E,A,220.578557930419,146.17903476804483,A,-203.02302303616733,85.10249347107919,1
26-35,94,Male,Hispanic,-83.13308921041155,C,D,D,D,A,-4.296847147623652,73.51907467006754,C,39.49373507652301,83.86959660531711,0
65+,19,M,Asian,27.757232394485598,E,C,C,A,B,28.572092820520496,12.397257542781858,D,12.990222183358332,67.09421534408864,1
65+,53,Female,African American,-16.401754150961814,D,E,E,D,E,55.489455705397596,-36.7647041241917,D,36.570402108442636,205.34394298374363,0
26-35,47,Male,Hispanic,63.668037177244145,B,A,E,A,C,-2.012852862014121,162.13808367827713,E,-41.682612016788966,44.847721563251525,0
65+,24,Other,White,184.97365230211858,E,D,A,A,E,101.59705948102915,-49.889100568743615,E,32.14905672685643,-0.21822170932149307,1
51-65,44,Male,Asian,-3.5003693789057273,B,C,D,D,A,-45.73734264492997,-130.2541406763566,E,19.43429677572342,-57.44207018792636,0
18-25,50,Other,White,-96.73018313574528,E,A,C,B,C,32.238847888614444,-61.56099222909444,D,-29.979920946482956,-209.83188802280225,1
26-35,19,Female,African American,-8.773973547351774,C,A,C,D,C,-42.46240795506064,199.53621102991826,C,-136.21570342710342,-76.13249172737932,0
65+,96,Female,White,105.17635427699727,A,E,B,E,C,-178.386203309828,55.580775981504146,A,26.338148977009556,7.866312877897201,0
26-35,77,Male,African American,102.0578777808826,C,E,B,D,C,-28.907808820165837,-130.6550365483073,D,96.61920939078222,54.74511224955039,1
51-65,53,Male,Asian,17.74073371720318,A,D,D,C,B,75.15524002078539,159.1617698638429,A,175.61100560322888,49.550648685725875,1
65+,86,F,Black,-168.47390776932738,A,E,C,B,E,-122.13681016479366,-13.092422337734355,C,91.58686281129602,-41.186272782826634,0
51-65,37,Female,White,-120.08767522894492,D,A,A,B,C,-21.22596424642253,112.79144943805449,E,221.14037567163655,90.7899139894656,0
36-50,35,M,Asian,41.240131295016084,C,D,E,E,D,-27.046880705078667,15.581870847788574,A,-121.288705342839,14.260048967678848,1
36-50,55,Non-binary,Hispanic,-113.7291972127767,E,E,E,E,B,-67.49713383783673,-7.939586063961203,C,-245.66125946911973,-64.5007870478629,1
36-50,61,Other,Black,112.60857186159348,E,D,C,E,E,66.98359946437071,-24.427242755485768,D,-132.27510528832144,68.08368830495078,1
51-65,47,Female,Black,-72.0519592709606,E,A,A,A,E,57.35517802960275,68.2264946559566,C,-78.86728984488738,96.51146484057155,1
18-25,56,Male,Black,-30.908992586799183,A,E,E,B,D,-115.39927264058932,72.4864942528624,E,94.81845326669178,70.51945509424341,1
36-50,50,Female,African American,69.09658832737692,E,E,C,D,E,-5.127180003177594,108.54419705568851,A,123.46357461466819,59.782097487599884,0
51-65,64,Male,Other,-196.51567028307016,E,E,D,E,A,87.69583125905285,-49.12214625239297,E,-85.43620110448451,16.909205452725736,1
26-35,68,Non-binary,Black,-60.494014383884355,A,E,C,E,B,-45.919394101775886,133.39391448853658,C,10.311437453633815,-69.4137841681021,0
26-35,85,Female,Hispanic,-7.16650733093338,A,E,C,D,E,121.07005503917057,151.6529244778809,A,6.608289607926398,41.54182142835222,1
36-50,81,F,Other,-57.38945571189671,D,D,D,B,A,24.18899457793944,190.36828622331916,A,86.13972888276695,-29.675224013715646,0
26-35,84,F,Asian,98.14289613572727,C,D,A,D,B,92.01985997949839,137.38179817725776,D,-52.37060213682961,74.61972364179331,0
26-35,25,Other,Hispanic,84.25300298228807,B,E,E,B,A,42.802693747373965,29.057733635424043,A,59.16738863546486,-140.41475002736922,0
65+,59,F,White,120.9036868989126,A,E,A,D,D,-150.8321363059508,95.36684341232267,E,-192.3521372553899,29.828717377543356,0
26-35,63,Male,Other,-0.5459547559968593,B,B,D,A,B,-37.726451773749034,136.05301268028109,C,35.4191922394834,-66.62651864316244,1
51-65,63,Male,Hispanic,-212.63511110668597,B,A,B,D,E,-30.27715310562179,5.4775935594623855,D,-83.90334642530534,-50.861292899982736,0
18-25,28,Non-binary,Hispanic,-108.57819806350213,A,B,E,B,B,62.47393253269268,83.98068154859868,E,146.89047939744663,-78.27939120539281,1
51-65,20,Other,Other,-6.900424462689288,C,E,E,C,D,-60.38484967028541,10.7178291065508,E,-20.17579033589768,79.73742222229188,1
26-35,41,Male,White,303.58510844335564,C,A,E,E,E,-70.61525171971557,28.088895702935012,A,-19.358275078047406,-123.93676560381732,1
18-25,83,Male,Other,-18.441433405587645,A,C,A,E,A,65.71253631739403,-29.94992094922098,D,118.17884815705781,-126.734578025798,1
18-25,52,F,Hispanic,28.99592018986895,B,C,E,B,D,-6.749605191915517,124.12013568210787,A,-87.23638833763133,-104.00476719755002,0
26-35,54,Male,Other,230.59622696778314,B,A,D,C,B,138.2690049369666,274.9988840167814,A,57.42576263982361,-113.32479816945008,1
65+,33,Male,African American,-106.57861747184525,A,B,B,C,D,201.17439749756878,84.86634975516705,D,-72.88192373377214,-109.27490239593686,0
26-35,57,F,Hispanic,-54.17711320550437,C,A,A,B,D,-4.448306612115683,-136.03126370836648,B,-68.98757074335464,-94.5787356626854,1
18-25,93,Male,Black,197.91779836030094,A,E,B,E,E,32.186622798253765,17.357438391776984,D,-198.39285463992414,-15.05191811829131,1
18-25,89,M,Asian,151.3857951477558,D,D,A,D,A,65.32611696138692,8.04704949600832,E,-18.055059711403544,17.10190384544865,1
36-50,68,Non-binary,White,-120.81106357953108,A,A,D,B,C,-64.12766362007794,61.194905645511774,D,-96.33135235114914,35.01859835525492,0
51-65,96,Other,Hispanic,-73.68593937730584,A,C,E,E,D,-41.73661300850756,-123.21741053632216,A,-38.56927901647717,46.753343873782725,1
65+,58,Other,Hispanic,-122.42105264374996,D,B,B,C,B,-72.56499634960313,-77.97410134297361,E,-114.55307778290162,-43.17689271085607,1
36-50,49,Other,Hispanic,-34.32159881760393,D,E,D,A,D,-47.44264047241005,-171.85656711887574,E,41.516336618711605,116.09678271418235,0
65+,89,F,Black,-49.90929286512048,A,D,A,D,B,-16.393884448050855,165.1928676697095,D,191.2748814870866,81.89495487741232,1
18-25,99,M,Hispanic,89.8219167079532,A,D,E,C,B,10.352665977788803,-87.67815446746583,A,-12.653786976105904,72.76413501639229,1
51-65,49,Non-binary,African American,84.5437646661264,B,A,C,A,D,-165.87704793142737,124.62690151182152,C,163.6790207189311,24.42922432787811,1
65+,21,M,African American,120.85381873343049,B,B,C,E,C,-73.2795540443859,-105.00574454902087,A,114.88475665158522,40.17855808611821,0
26-35,30,Female,Hispanic,-19.074371351621586,B,D,B,B,C,162.575706671621,-26.70838230715402,C,-148.43536357589724,-8.353051930119719,0
51-65,88,Other,African American,-19.265550095100345,E,E,B,B,E,-163.0001267004599,-55.40259515089993,A,60.688776360199746,-6.369062341049016,0
26-35,34,Non-binary,Asian,51.058167997480496,B,D,B,E,C,-4.1801098368486995,32.52769474110339,D,164.0011936763927,-20.29871626518873,0
18-25,96,Non-binary,African American,83.09685595891474,D,D,E,C,C,-7.051989487216545,-122.05667635058293,E,-65.2789811430723,21.432426847652287,0
51-65,56,M,Black,-110.1523235012738,E,C,A,C,B,-29.452361249513277,-124.98405035074136,E,-46.72136249862441,36.21160463756631,0
26-35,31,Other,Hispanic,-48.35529761979858,D,B,B,E,C,9.509278686271818,-53.03726720800389,D,-210.02182273836212,107.58294855882036,0
36-50,37,F,Hispanic,-38.72458681779571,A,E,E,A,E,-137.57611640119032,-211.5044182820199,E,81.24183375001712,-194.22181934359568,0
65+,31,Non-binary,African American,32.59552619995789,B,B,A,E,C,84.10182728116837,121.59135765946607,A,27.275413471921546,64.13238965556984,1
36-50,91,F,Other,-0.19749981536015196,C,C,A,C,B,72.39585666373243,6.144097383353694,A,14.113131103029474,6.656698417726596,1
51-65,18,F,African American,146.07702090315652,A,A,D,E,E,86.36974927755445,-46.0968265350578,C,-85.63477623681035,-34.50868698420119,1
18-25,49,Other,Other,-56.868670025299195,B,A,E,D,C,56.30967125281742,66.75862221024578,B,46.257696629596204,-66.01072786243273,1
51-65,95,F,Asian,167.39395085621834,E,B,D,C,B,79.7952518533289,-82.78053471961702,A,-177.2570597252661,40.060949732012546,0
18-25,92,Non-binary,White,-39.91002436753718,A,A,D,B,A,-22.21346874331816,170.00731408523876,A,-162.05979816253026,-185.55172234490456,0
65+,24,F,Hispanic,-44.03184150558906,A,B,A,D,B,88.8681608581863,36.78722666923546,E,118.1920770178946,65.03867274775213,1
51-65,22,Male,White,115.72799587438041,C,A,C,C,C,-35.19571313199161,-163.97401021004643,E,122.54065335229554,67.63169383442956,1
36-50,99,M,White,-18.240313149613296,E,E,E,E,D,136.1636643830328,70.4806972228808,E,-274.8360593642314,-11.504041715806165,1
18-25,88,F,Hispanic,33.501731138287035,E,E,C,D,D,125.338389909572,-108.20364238449132,C,94.84944831522209,-89.83047903991351,0
26-35,86,Female,Black,97.8306635847492,D,B,C,B,E,-6.270036586424507,-62.97929790307235,C,-131.16241723850572,37.868140540138725,1
65+,53,Other,Asian,-38.399038436648006,A,A,C,B,A,18.079171997860588,40.48003126002201,C,86.89151048609185,61.23053770846142,0
51-65,31,Non-binary,Black,97.87693065157501,D,D,E,D,B,-31.583470316038557,-89.89350642327742,B,21.66626533877652,-250.75681856526634,0
18-25,87,Non-binary,White,92.05371485347464,D,A,C,B,A,-78.98671373708792,-48.781365200758685,B,10.253116854404198,0.08618191572205311,1
51-65,36,Male,Hispanic,-69.87036003426559,C,B,E,A,A,-11.380683192899141,-86.82997751612103,E,176.0149624292722,-42.64069217497013,1
36-50,35,F,Asian,-114.5997527315962,B,B,A,D,B,-82.61295248485865,-169.36015060041422,C,-88.01353880765733,127.84521311094991,0
26-35,55,M,Hispanic,-20.8291955853229,C,C,E,C,D,-22.120918584394563,78.802328185393,E,-125.34499567280236,38.82110655446669,0
51-65,88,F,African American,-22.263833597012635,B,B,B,D,D,159.10493874422218,-68.86374055166276,A,23.85969755200279,-7.775042440739928,0
51-65,74,F,White,37.312443890092986,A,E,E,E,C,-5.992973344687175,-129.2544562502269,B,36.34514345500159,-9.190048315791625,0
36-50,47,Female,Black,-26.53804340598404,A,C,D,D,A,236.62384298927157,158.0942077833379,E,-33.48210395339168,166.35485851479422,1
26-35,54,F,African American,-116.50247480922648,A,A,E,A,E,-11.27101631540079,-212.45977837053167,B,-101.4756332270878,19.354336287937574,1
18-25,26,Female,African American,34.220518384422775,C,A,D,E,D,273.5497051987371,33.120987789077454,B,-26.1352317082701,-71.85505687926485,1
18-25,98,M,Asian,-103.72607849963715,D,E,B,D,E,105.90999269596301,55.41785497384028,E,-46.25189346491914,-52.489110800039676,0
65+,18,Other,Black,-53.114295917180534,E,D,D,B,D,-7.067336388492978,-59.38292603291606,B,40.283400916609544,-40.72399211336265,0
65+,23,Male,African American,-108.64929730284638,A,E,B,B,B,89.0551903628844,62.150200998491,E,-31.87685027609953,17.884004622857844,1
36-50,21,Male,Hispanic,95.4071394839021,A,B,E,B,C,-112.0924958950128,-90.8045157147644,A,-8.501994095264749,45.32991041424539,0
26-35,64,Non-binary,Black,-7.391347057132903,A,A,E,D,C,-17.31677201522689,30.783185192749475,B,13.70435621630319,-60.95961702728423,1
65+,85,F,Black,126.18297086743854,E,D,C,B,D,34.10914070060546,9.338462669989688,A,-110.997882764249,95.66840806788647,1
65+,33,Male,African American,170.39165463890015,D,A,C,C,E,-194.13545218857107,4.2549753615699055,A,-149.34589166137738,-7.224574192600786,0
51-65,64,M,Black,-103.40588144431315,A,C,A,D,A,-18.145409619060104,-27.39182452232432,B,47.79102828266294,-101.34608363691422,1
65+,46,F,Black,117.83534933874442,A,C,E,A,B,16.186297139471446,-124.90962008047721,E,56.10027074293532,-97.20298734445763,1
18-25,69,M,Hispanic,-45.56631359670238,C,A,B,E,D,59.52995677170553,35.377830501705546,D,14.200452832011411,69.12109677851522,1
36-50,65,Non-binary,White,-60.84466815758657,D,E,C,D,B,-4.054321409072882,-129.13561961581377,A,4.017883767549633,51.06144334802332,1
18-25,32,Non-binary,African American,-59.524152228263596,A,B,C,C,D,-107.99936897373516,-147.38114521625744,B,-136.85138432448437,-118.20598956988913,0
26-35,86,F,Other,56.62840485356615,C,D,C,B,E,0.864157634804137,-317.0642135549362,B,-229.93185007133872,120.0781657216391,1
36-50,20,M,Other,-32.422563571773146,A,A,B,D,D,5.89989612308435,-118.69185487892086,D,-136.0592363615441,122.20228031770742,1
65+,62,Non-binary,Other,131.63652981261268,A,A,D,B,B,223.3827454843153,33.77932800557716,C,6.163189179011205,48.40774848293766,0
18-25,40,Non-binary,Black,13.75685798194753,C,B,A,A,B,18.8479255641194,76.937082829654,E,117.43859424185659,40.72389707868584,0
51-65,51,Female,Asian,-111.05175488869034,E,D,A,A,A,55.58180397069001,75.95931037198166,A,-199.45913639461438,-7.521308954605788,0
65+,94,M,Hispanic,24.263474494486474,A,D,B,C,D,-59.84162859448635,108.80179668129442,E,-219.30840974907792,-21.6194404844349,0
18-25,55,Male,Hispanic,-74.57623407273587,E,E,B,E,A,11.419651272973425,90.13960549037915,B,-45.1224760748687,111.91728301666399,1
26-35,82,Male,African American,101.33257482702496,C,D,E,A,B,47.46227765221892,93.34583248109097,B,16.99965500104115,20.189624738317704,0
18-25,74,M,Asian,-38.65323138276807,D,B,D,C,E,-60.81658278618926,-109.84023207999338,A,-11.39111409366767,-36.30849635521977,0
18-25,70,F,Hispanic,117.68406627545775,B,D,E,D,D,176.70613357042404,-16.490140077723588,E,151.3590353370324,155.02750633984866,0
36-50,42,F,African American,-79.8274370095217,E,A,D,C,B,6.454599054329615,74.67172188876087,A,-133.92835079886808,188.2062895113481,0
36-50,22,Male,Hispanic,-204.24643278866523,D,B,D,D,D,54.880055249725146,-74.14968991010835,C,161.97578797687882,-101.48410498303848,1
65+,20,Other,Black,38.349546631528995,B,D,E,E,B,23.640662333741464,-27.920484056914646,E,85.05242348036934,27.278310269963214,0
51-65,86,Female,Other,21.9164800245578,B,E,D,E,B,-100.94192273563603,122.75177182493775,D,139.4158643064105,-205.08548147271674,1
65+,53,M,Black,-15.287567413433948,A,E,E,B,D,-153.07336335494819,-12.86817228515584,B,57.6374913938833,-138.9744051530586,1
18-25,37,Male,Hispanic,-55.275112225859324,B,A,E,B,C,93.33740016784881,37.96750069875202,C,-3.6916897692309587,-82.23504077804337,0
26-35,37,F,Black,-41.116677670864135,E,B,A,A,B,112.23426944336519,87.02206106952866,C,-0.4495572933989105,52.40223678933991,1
51-65,38,Male,Asian,121.79409194130591,A,E,E,C,B,-7.3152733430186325,109.14515184528616,D,-25.323297046405607,-82.48267793887442,0
51-65,22,Female,White,-71.14429503582646,C,A,D,B,D,150.94645983134092,20.106215196985406,C,-25.44091021914678,242.4738356227278,0
51-65,85,M,Other,7.490397659277502,B,A,E,D,E,-126.96563523438013,110.76330055010457,B,123.83640784380268,200.57316347406982,1
36-50,79,F,Black,208.9624225565869,D,E,E,B,D,-253.25680932604052,-68.3333240754667,A,135.74585350454166,45.54474880048537,1
26-35,73,M,Asian,-84.30959256129762,A,B,C,A,E,-55.712884040311195,-82.23295331440711,A,97.88282880449427,84.83320271634148,1
18-25,57,Non-binary,Black,-37.79447291827335,E,A,E,C,A,-270.5109076733106,-62.18913645235337,A,-54.72120372535451,106.41023426280078,0
51-65,41,F,Black,67.68905982676982,D,A,A,C,A,79.21911268464771,-70.89667711583574,C,-15.201703125053337,-212.09964144128958,1
36-50,67,Other,Hispanic,-71.6136541244517,E,E,B,A,C,-284.02857832815124,-16.21759633866499,E,-187.35569221605067,-24.294936287876517,1
36-50,78,F,Asian,48.5566485606482,C,B,E,C,C,28.29965098888333,-105.19214745659721,E,-37.53054206445091,-103.20590797245144,0
26-35,85,Female,Other,25.001416602330746,B,C,E,B,E,25.57996885890808,9.439311374560306,D,1.4310940661082374,197.57625998390895,0
51-65,98,Female,Asian,-141.85456551090368,C,D,B,E,E,-79.63718716495023,-113.44441743889533,E,-204.82351072480856,-192.60907630643484,0
51-65,28,Male,Other,-62.93485677766285,C,B,A,C,B,-9.640713811094873,-5.699318258330265,E,190.38820736596597,-70.31392048036564,0
18-25,64,Female,White,120.19024760890467,E,D,C,C,C,76.09411616749084,-4.164197512725288,C,-98.47229547690233,-97.6996908938113,0
65+,56,Female,Hispanic,218.71516355342177,A,B,B,D,E,-4.067377598229163,10.238314430009892,A,-62.070552349275374,0.48252972075293876,1
65+,39,Other,African American,-29.902132599173488,E,E,E,E,E,17.782574232070672,42.27553691040457,B,-83.60554875585605,-42.12967245535611,0
26-35,76,F,White,30.867720203932837,D,D,D,B,B,-141.38802453896514,6.135866986299223,B,-152.48105099139764,-114.0353395114309,1
65+,46,Female,African American,-71.76164414138125,D,D,B,A,C,129.01112220362327,-0.47437752723158233,A,-178.69854056717932,-23.67040646993013,0
26-35,69,Female,White,-3.232432143469187,D,D,A,D,A,-193.62328939473136,17.521834601001476,A,-48.36418851738321,-18.407015873233345,0
36-50,85,F,Other,52.89060578174089,E,C,A,E,A,120.08096361080067,-0.23926065471111843,B,42.94398744250929,174.14871977631242,0
18-25,75,Other,Asian,-119.35626799502874,E,D,C,C,D,-36.99600216151657,44.91248332973267,B,-44.391562842451975,-48.96009220837503,1
51-65,84,Non-binary,Asian,-27.96013585182703,D,E,A,C,A,-34.99114155338973,36.1936394693972,C,-109.12511659055623,-27.8962109403115,0
26-35,58,Other,Other,-116.21478307427284,D,B,B,B,B,38.0221055777758,85.3473831956886,E,-49.87015781900883,152.37218594854738,1
36-50,88,F,African American,60.98264809481334,A,E,C,D,E,32.32752956097174,-62.19788257986478,E,-240.0373028155366,73.64407016698704,1
18-25,60,Male,Black,124.71449481638686,D,C,E,D,B,-72.0701233063238,-97.65832653686428,A,-139.49747832147105,-85.60564650554963,0
65+,82,Male,African American,15.67866792751772,C,E,C,A,D,79.27734762004907,7.299060466349882,B,58.59559804915767,7.274361719871182,0
51-65,41,Male,Hispanic,-36.80310004496078,B,E,A,A,D,83.4830068336817,87.29466280911072,B,150.37733647270196,205.07185029724027,0
26-35,77,Other,African American,33.765230413352775,D,A,A,C,A,-53.93902877369422,48.77693808357259,D,148.47499216809342,32.638756969410096,1
36-50,32,M,African American,-25.912386691646343,E,A,D,D,A,-232.0322475782396,-113.61189756045916,A,84.88788500371514,-114.23206553953548,0
18-25,83,F,Hispanic,34.70808337126158,D,D,C,B,D,-26.929441359881856,-171.61909329278424,D,98.37396056953267,-15.641920219044234,1
18-25,62,Other,Other,50.719401741228765,B,C,E,D,B,31.684683228495842,-68.17060816478777,C,-104.50529775740148,101.0096370265069,0
26-35,94,F,Asian,154.1746156438067,C,B,D,D,E,-49.20983238385618,44.60865424602871,A,-96.61164367856442,0.5438947192371858,0
36-50,81,Male,White,-45.62940855473435,E,B,E,C,E,79.88773633930715,-110.0739322564554,D,110.22927688991469,-68.04484563666395,1
26-35,37,M,Asian,36.10210677444755,B,C,A,D,B,65.67326509519754,123.4086397853263,E,208.19541068639828,0.36133980632558743,0
51-65,28,Female,White,-89.95806637724417,B,C,A,B,E,24.313061196419046,35.583342707148574,A,-156.7919109273327,-81.86595565913368,0
18-25,89,M,African American,-49.537449884803486,B,C,E,D,A,-30.7998579417048,110.63602997803075,B,-102.21106984268631,110.85465437368742,0
65+,95,Female,Black,-155.22609642292434,C,E,C,C,E,61.877486421864404,18.52837361491578,E,178.52846429028128,41.84206819715185,0
36-50,65,F,White,152.55648479609778,D,A,C,B,B,0.2919420450103067,-57.88257489104005,C,-33.76910053820959,-107.07496581535973,1
36-50,83,Non-binary,Hispanic,-49.707714249504036,B,A,D,D,C,-15.648950095946038,39.18340089760306,C,150.39986579689693,-0.9250629134472279,1
36-50,60,M,Asian,-38.1945422639735,D,B,D,D,B,-122.16005701680277,5.363274753813077,C,-21.665806980019212,46.59872910660792,1
65+,78,Male,Asian,121.3229735716394,E,C,B,D,A,4.6445673071842695,-61.55676021614403,A,-261.49450930625176,-122.68632607213262,1
36-50,21,Non-binary,Black,-75.84311542425918,E,E,C,B,A,-54.429572101155,-15.56431456433752,B,74.80111254604037,106.46176051908319,1
26-35,51,Other,White,-5.06363697440823,D,C,C,D,E,-74.20150359158077,30.57779599357671,D,115.43214180927428,-11.509194173252274,1
26-35,84,Non-binary,African American,-58.51394030138517,A,C,C,A,D,5.6710527036559615,-34.31813604917271,D,62.24073658155695,-114.40891278805042,1
26-35,33,M,Asian,63.6464400539106,A,B,B,A,C,-17.674966219156467,96.56663185495957,A,102.17414564383978,128.11764532386337,1
18-25,36,Other,Asian,-50.38462372298491,A,A,E,E,A,-161.798762434097,20.549425487874075,D,-141.1350070151341,-64.20431722528652,1
51-65,57,Male,Black,-4.935648176102344,C,B,C,C,D,66.71217798087281,8.51614620130667,D,-75.59409579688501,101.60052745172663,1
36-50,87,Male,Hispanic,-12.385895211690649,A,E,B,E,B,-6.30760164860398,102.41887917524011,C,-240.43703463978238,18.686966522815013,0
18-25,31,Female,African American,-134.9162815202186,D,D,A,B,A,45.0313944371997,125.25585673545498,D,-103.38757057228722,-97.12119703386459,1
51-65,91,Male,Black,-7.137285961872133,D,B,C,E,A,-92.03987924968277,23.713667483219094,D,-47.64150460368516,184.03889760846621,0
18-25,54,M,White,47.61678296528123,B,C,A,E,A,257.9845346019473,21.559509913259884,B,23.069428035604066,9.427747802088213,1
51-65,43,Other,Other,7.101223332896955,A,E,A,B,E,89.5759016400625,-7.857127028659503,E,95.64841082502824,-0.8706728320178964,0
26-35,29,Female,African American,94.75645553585184,A,D,C,D,C,-148.494477899879,89.59726418267464,B,41.17382562516766,-118.41948204944931,0
18-25,76,M,White,-36.446308232229846,D,A,C,C,A,40.43515790168874,96.76308813455144,D,40.57626499178926,56.30662108671169,1
65+,54,Other,White,-123.85792360891246,E,C,C,C,D,56.41659443872334,-133.29897118375808,E,-65.3256815319494,-77.5868546310928,0
26-35,51,M,Black,88.80022048596184,D,B,D,C,A,105.30097982650177,119.26879718430253,A,-10.085272155080101,-10.470036193880762,0
36-50,65,Other,Black,118.44866562726904,B,E,E,D,D,95.5380634571582,45.9310746213356,A,34.74728893752331,80.62768318925677,0
18-25,33,Non-binary,African American,7.974153293123966,B,B,A,B,C,78.25794137565319,-13.54190165748792,C,46.19715223712391,-165.86816630488923,1
36-50,97,Female,Black,87.91713662490938,E,D,B,A,D,72.55596452375417,200.545494276091,B,-72.42034396401192,41.177399072070784,1
65+,85,Non-binary,White,100.57872059379037,A,C,C,D,B,132.6430248819965,88.29899953368299,B,-26.482879375635974,28.430642945713625,1
51-65,20,M,Other,-137.83973397249534,E,B,B,D,B,-42.250032877042074,-309.0665468355165,E,40.41764150021567,-118.54986679560298,1
51-65,41,M,Black,133.33753343079192,B,E,A,A,D,211.10951035178795,189.25960458783743,A,-41.24045150471568,-3.9977424293914106,1
26-35,52,Non-binary,Asian,72.85971322555412,A,B,B,D,E,42.85665660423782,85.94471942033628,C,66.52210634436628,-26.43536758504136,0
65+,39,Non-binary,African American,-311.8694274577691,C,E,A,D,C,-28.351764552872478,18.36501900084756,D,51.444589884557104,-87.82040214975717,1
18-25,58,M,African American,-151.1935528772171,C,A,B,B,E,-64.15091184071223,-20.35310953974802,E,57.21735577278457,58.60297336223217,1
51-65,43,Non-binary,White,72.94669134156742,C,D,C,B,A,43.5043525982294,-21.059197242201037,B,13.800676643728501,-28.974331841797124,1
18-25,36,M,Hispanic,118.08364389516377,D,E,A,D,A,-13.558829675357215,118.1908460513263,B,-31.589636235692208,156.87827098389545,1
18-25,75,Male,Other,11.737344835269266,D,D,E,D,D,-61.664877082426486,115.26052525349655,A,-172.82162682619884,36.66373533076606,1
65+,76,Female,Hispanic,14.052401350346921,B,C,C,D,D,51.45523522497144,160.55751203701925,C,-88.08212597145105,-64.79877454113318,0
65+,81,F,Black,117.45808089115795,D,B,A,B,A,56.26135560475378,58.19208886868494,A,-54.30864255475682,34.72894013697101,1
26-35,66,Other,Other,-27.783270022973948,B,A,C,D,E,-81.80831200294689,91.58819690585324,C,77.69596170370366,-87.28597779834523,0
26-35,45,Female,Other,116.30719683074678,C,A,A,E,E,-52.71339924575743,-87.24345901906871,B,98.28161845293283,-13.995261623989897,0
18-25,64,Male,Black,27.674563487110355,C,E,C,E,E,-85.30173808581648,-2.1065985712391924,B,178.42582923852072,69.6540760930781,0
26-35,61,Non-binary,African American,106.72144274745921,A,E,D,A,A,140.31497073053615,103.0038345729943,A,-69.22671842909507,-41.427018934383845,1
36-50,45,Male,Other,-23.927022536617184,D,D,B,D,E,-50.535540493437544,32.72560440092155,A,-56.49218152704063,-140.24094996605584,1
18-25,77,Female,Asian,-194.44136657000084,A,B,C,E,E,24.407704921527955,-65.54372566295393,A,-42.258573612383515,-45.97492448903239,0
