disabled,sexual_orientation,marital_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
Both,Homosexual,Married,B,-21.035567561503232,A,165.33159926360338,D,E,99.35350732023221,28.07154686060766,E,174.09145803506627,B,A,D,A,30.963320496635,27.94027330879446,E,1
Both,Bisexual,Widowed,E,-15.365786251971974,B,-100.83919716205673,C,A,-11.983065689665407,26.36564823931814,B,94.18867697474651,E,A,D,A,-27.760469330485705,264.86874625627706,C,0
Physical,Homosexual,Married,B,52.668841914612706,C,46.27287147658632,B,D,55.510691360158546,-16.355451209622608,D,-49.96063175643774,D,E,E,A,14.816588244784135,-54.711072598120836,A,0
None,Other,Widowed,E,34.17133812750673,B,-8.167463964338314,A,A,144.9247019314817,83.3478833660722,B,38.93680726889324,E,A,D,A,-130.10002361460192,-139.8710889404726,C,1
No,Bisexual,Married,E,-66.7336192473138,C,53.530035147686974,A,B,-147.33103108492017,34.67330988679001,D,-56.40814509273133,E,C,A,B,-14.650814652049107,145.75702103557947,E,0
Both,Heterosexual,Divorced,B,-206.84529355661186,D,165.99192097032287,A,C,107.89006572078476,30.3884163110829,B,108.3613779666331,C,B,A,B,-51.059473596512106,-152.22737151899628,D,1
Physical,Heterosexual,Single,C,38.65798894633251,C,-8.562011615957822,A,B,-126.75922220764224,20.015264994108403,C,-85.45084072342598,A,A,E,B,127.13243464854122,-95.84230440823632,C,1
Both,Bisexual,Married,C,-22.22546422281831,A,-35.734138566772174,E,D,-84.47882062268987,52.96697915941064,D,-132.6027509412197,D,C,B,C,68.63549652430922,36.59869696352712,E,1
Yes,Bisexual,Married,E,95.79858895020391,C,91.9574772528158,B,B,-18.123424482691245,-78.58326233228183,D,-38.853950730550736,E,B,D,B,-147.13210142826344,-100.61509796407226,E,1
Physical,Bisexual,Married,C,67.520872388773,E,-145.51831375760807,E,C,-220.94942331682557,-109.78579135597815,C,-128.8565601602996,B,B,A,B,39.40285532369599,92.86448256543397,D,0
Physical,Heterosexual,Married,C,18.298008789549684,A,-112.63180735906609,C,A,-24.592540813315374,-107.02725233781823,E,-113.14346263426876,E,E,E,E,-104.72824436585641,-31.604603751297315,E,0
Mental,Bisexual,Single,B,-38.90623127882868,B,17.776498976450007,D,B,14.368758016268716,-133.27645135697347,B,129.7353118596368,D,C,A,D,-135.8366477313478,-141.0262723809421,E,0
Yes,Other,Divorced,E,-218.45180714505807,D,-85.41071054215696,C,B,23.8679887081649,-16.954958716304112,B,-173.38876668137874,C,C,A,E,1.527026024186817,65.97214044845427,A,0
Yes,Bisexual,Married,C,-107.00107114745062,C,-5.936896253556535,C,C,-130.39788433105923,12.209818552359069,D,171.5370731346044,B,B,A,D,134.99983171399128,-7.150596869950461,E,1
Mental,Other,Divorced,D,-132.2913912962396,B,228.95647533771094,A,C,-172.12673654239222,71.26112873737029,C,-91.7100011277306,A,E,C,D,60.34412654675945,15.196767118397714,E,1
No,Heterosexual,Single,E,-16.99036944952339,A,7.163408630759702,B,E,91.01769371291192,-194.1023002038421,D,49.18917196757468,B,D,A,E,-62.63954399234388,92.24033798271157,C,0
Both,Homosexual,Divorced,B,-2.635842632956004,E,-112.10735881945413,D,E,137.1454191878174,62.11157597825091,C,-9.07341968076032,E,B,E,B,-62.547140530285276,-146.03792118447666,C,0
None,Heterosexual,Single,A,-87.77867035563477,B,-64.48635959013897,C,A,46.21009407765579,-168.59520142143452,A,44.888356527091844,B,B,A,C,160.8446541679645,163.58901376830448,A,1
Yes,Homosexual,Widowed,D,-47.79786621704567,C,81.22231586027094,E,D,81.86286490348883,40.36784267092222,A,41.9739123239851,A,B,C,E,-133.3164480549244,168.6071143483122,C,1
Mental,Other,Widowed,D,93.16614524444266,E,-223.3876462603341,E,A,25.077280593121525,12.708225140431633,E,92.01710145947214,D,D,C,A,3.2079178915008595,25.70931649622228,E,0
No,Heterosexual,Single,E,-33.80542670288336,C,140.0694484394779,B,D,16.249673044521057,2.7116925671526833,E,34.36935997648967,C,C,A,A,-156.29854170400083,57.701141789155905,E,0
None,Homosexual,Single,A,8.195252027727108,B,-77.33942005886104,B,A,-89.66998714399155,-55.14794404507013,D,38.48536177616329,A,E,E,C,-124.3106852476653,20.461613263066308,A,0
No,Bisexual,Single,A,219.5740472635254,A,-26.402358308338908,A,D,-26.838214612663837,-33.630672979578655,E,75.60357929689425,A,D,B,A,182.73033693558475,50.52817517374044,D,0
Mental,Heterosexual,Single,C,-84.19252737245898,D,-49.27620724602209,A,E,-126.55660016093063,-87.9821115453778,B,-137.0331141491844,B,A,A,A,153.8766060965679,-97.62519694032632,E,0
Yes,Bisexual,Married,E,-123.98119005116106,A,35.28584444239652,B,D,149.1781912861228,52.634260252276846,B,-125.18038402319416,A,C,A,A,6.813726201381557,-14.106406068238488,A,1
Yes,Bisexual,Single,B,80.88473276823916,C,-55.651267439981,D,A,-122.14247667418272,81.45895611432762,D,-33.97850564624284,D,E,E,C,175.5764448794536,340.134468591091,B,0
Mental,Other,Divorced,D,98.49455702927376,B,140.0630824799105,D,B,63.99154225122283,-73.32228837257755,D,75.03440936328583,A,B,E,C,9.079769867649027,129.8140896351641,A,0
Mental,Other,Married,A,160.91842416767702,C,-26.32455066314922,E,E,21.558793960848234,-23.795996308173926,E,26.814714246805103,E,E,B,C,-129.12271052382107,-4.6689940743016525,D,1
Yes,Bisexual,Widowed,E,81.23289961846619,E,58.91169833186659,B,B,50.65496450332131,-4.018145904152102,A,192.4018405385928,A,D,A,D,204.4564421918483,31.22131755454062,D,0
No,Homosexual,Single,D,172.00181052480474,D,-65.75376516614818,C,B,-175.05995508533707,-7.448366118308399,B,70.3266202541581,C,E,D,C,-65.66649414293735,-76.36846887077711,E,0
None,Other,Divorced,C,36.20327925851495,D,54.57427074603605,E,B,-55.14589424393268,113.52630294213395,E,-10.70107069997154,E,D,A,E,54.203725615571784,67.33126562541368,C,1
Both,Homosexual,Single,D,5.4684097945844465,A,55.70926535015413,C,A,31.78104014563467,-71.24309651603227,B,175.82887628683338,C,B,A,B,-37.62171945416587,-63.67872656851862,E,0
Both,Heterosexual,Married,C,210.95179008923384,B,112.01749583243163,A,B,39.577652241790915,23.331418524866905,E,108.91710668734117,A,A,E,A,-63.44940354289035,95.17500824009286,E,0
None,Homosexual,Single,A,-134.03873312211795,E,-24.857302813451383,E,B,150.17866852319185,189.32187607770766,E,43.43548419535572,D,E,E,A,127.7895541646784,-117.69956630028402,E,0
Both,Bisexual,Divorced,D,101.17769691826133,D,-81.8302539406913,D,C,19.7875908163516,163.03052528873295,B,-45.326286853885584,C,C,B,E,-132.014326300112,-18.64032118111177,B,1
Mental,Heterosexual,Married,C,32.952038024098066,B,27.286345742115635,E,C,122.49588426572524,58.54620489201173,E,37.52435207529025,B,A,C,B,-76.27661027520699,233.59096823086688,C,1
No,Other,Widowed,D,181.26896117232687,E,-79.18842517447187,C,E,169.1417945398685,139.7992507221147,C,45.077255765926374,E,D,C,C,-81.0184819716591,-148.31084029170697,A,0
Physical,Other,Widowed,A,-62.158965668354696,D,-122.38094282099637,A,A,-57.70500840173673,20.18364991628275,D,-65.24715565500367,A,C,C,A,25.214093225774768,-66.44899719419502,C,0
Mental,Other,Single,E,52.29090498995649,C,-103.13366065071443,A,D,-139.05860771567177,-125.1142792853209,B,48.52365973377394,C,C,B,B,163.13743680786774,-128.57820388366588,D,0
No,Bisexual,Divorced,C,-3.7690898518529448,D,-83.87772286834087,A,D,-298.01345445701196,-17.037123578728153,C,-44.470535223314435,C,A,D,A,126.66737241943018,42.64174877696482,A,1
None,Bisexual,Divorced,E,66.42463485116336,E,204.98550283895236,C,B,101.58425129162052,-85.55683473369972,D,91.52510400467703,C,B,A,B,-129.79228978075216,-67.25319924150202,D,1
Both,Heterosexual,Single,B,-4.526247072133069,A,-8.199670483209957,E,C,81.83417980103945,10.208661409593269,C,77.57940185128714,E,D,A,B,-135.51635125603897,-54.763597222054585,D,1
Mental,Homosexual,Divorced,A,-54.97587885076069,B,94.23143569274049,A,C,-123.35695617892723,0.9897398565994303,A,68.61801561401415,A,E,C,E,72.11769637726108,155.27497527919672,D,1
Both,Homosexual,Divorced,B,121.50089539452694,B,-51.255776418027544,B,C,-268.73079904286516,96.56230221513194,C,6.581211725808334,B,A,E,D,-19.57371420511942,30.727737016546314,D,1
No,Other,Divorced,C,31.304028258131456,C,73.9965871911996,D,C,-72.02911693887663,-11.779909465891164,A,-87.5033876954665,C,E,C,E,-32.62861056198618,34.625042799526014,A,1
None,Bisexual,Married,C,40.90577512407975,C,18.777596974247775,E,E,-94.91925782803092,42.26622693147805,A,153.31770044070123,E,A,B,C,-100.49269384615971,-135.88459881810022,C,1
Yes,Other,Married,A,-3.860362625975136,A,125.03156699805263,E,B,80.33018568331563,87.09254278016265,D,-69.17453428815328,B,A,D,D,73.08733636501046,108.39051732570775,D,0
Physical,Other,Married,A,-125.18090016051381,C,-107.84705843734696,D,E,66.06934276861155,-65.59646896444288,C,-311.38838586809925,D,C,D,D,-116.7374142443675,-29.265891759870666,B,1
Mental,Heterosexual,Widowed,A,-93.1162279173835,C,177.91343820264927,A,D,72.5521345260861,-4.190678277610271,D,157.61449697132272,C,E,D,C,-18.86127244588534,-90.74235599086272,A,1
Both,Bisexual,Married,B,-17.932505342074684,C,-104.49377272472393,B,C,4.650251627557064,215.78490564700724,B,-86.43806711717336,D,A,D,D,202.22345636926943,-48.449980564286804,A,0
Yes,Homosexual,Widowed,A,93.48625590418126,C,-201.05147717274056,B,E,160.09269350632096,-16.495134953471,A,-248.31706736655087,B,E,A,D,44.07446547949664,31.23624093884379,A,0
Yes,Bisexual,Married,A,-145.43872414689403,E,-55.39525972950565,A,C,81.14619818591756,-79.09934925751733,B,89.58524256582866,D,C,E,C,-79.42165829123206,-7.632227393445174,E,1
Physical,Other,Married,E,31.26255528821618,D,99.57833514817416,A,B,18.330880784157053,45.965356241683914,B,141.69230537681545,C,A,A,C,-204.42467105047953,65.54718927691503,E,1
No,Homosexual,Married,C,-173.55349202977973,D,119.74953497603916,A,E,-7.237224158903445,60.36761831048233,E,-161.02967617970853,E,C,B,B,81.8503993809751,-28.557031101492992,D,1
Physical,Heterosexual,Divorced,D,-118.47764305987474,A,176.02684756614548,A,C,-56.776523232670975,16.370940865153084,A,-5.673130569107947,D,C,E,E,80.08888825359784,-119.9317003741315,A,0
Yes,Homosexual,Married,C,200.49448697545594,C,-56.28540098920291,E,C,-36.76479169449588,21.20686437230409,E,-1.475432483783633,C,A,B,D,-100.3292391030109,-56.34930896173208,B,1
Yes,Heterosexual,Married,C,-65.42493806309024,C,212.6126727520883,E,B,142.11617733198412,114.35130583364084,C,88.92687343218654,C,A,B,D,-22.765257713858052,94.44102851311143,E,0
Both,Other,Divorced,E,14.928650925396598,E,34.583989823697294,B,A,-119.41969584507636,59.818740296932745,D,-16.40733558822208,E,E,C,D,165.4480815992614,37.267814371554735,D,1
Mental,Homosexual,Single,C,-100.28448146731286,E,6.766054356350644,A,A,-28.353809470179854,-3.3869157065185314,C,-22.106930507090127,C,B,B,C,-46.425156144033195,-114.76240533517293,E,1
Mental,Heterosexual,Single,D,-34.72066473682241,A,42.48721600553292,E,A,-124.53315186160803,62.17488080611396,C,0.09433968489457956,D,D,D,C,53.73982471556412,-127.42677146459033,B,1
Physical,Other,Single,A,137.78095933244538,B,-87.30027956378483,A,C,-11.202462792490369,-25.228377599908146,E,4.880353115844206,C,D,D,D,-165.23813915015486,70.7196644850343,C,1
Physical,Other,Widowed,B,28.91576062250392,B,32.222266313213936,D,B,304.6862193586995,79.50887980150682,B,-232.23315101332554,C,D,B,D,-230.7947440089671,-81.26414304819262,C,1
No,Other,Divorced,B,126.96110641161495,C,107.1023672067297,E,C,9.930298303463173,45.517027976180955,B,-118.72518439091367,C,A,E,B,193.63066068320327,-103.81831334777631,D,1
Both,Bisexual,Widowed,B,88.94278887988403,D,-52.49717357899423,D,B,-0.6012649066452315,-33.51862683557411,D,-11.36719955366936,B,B,D,D,99.83464829044331,37.47251388895164,A,0
Mental,Homosexual,Widowed,B,62.104939989827635,D,53.40341789938237,E,A,-127.24592092605904,28.76042802763001,A,-58.463921393094886,B,D,D,C,-89.44906635164934,115.46909703081774,C,0
Yes,Bisexual,Single,D,-11.684034488502832,A,87.30009318450115,C,E,95.0491736868696,-14.19595691330884,C,-7.017163633346294,A,E,C,B,225.28230114003543,198.8637461265627,E,1
Mental,Other,Widowed,A,171.00366646411777,C,-55.59670504924705,E,D,-48.18415315108712,-131.4694400006715,E,82.40546028113474,A,D,E,A,-282.2788109931231,128.69959938619658,E,0
Yes,Homosexual,Married,D,59.683909526969146,D,-24.81789166979573,A,D,-55.47324956392118,-24.52428833884077,A,-8.825279199955578,E,D,C,D,-57.375876753187086,107.18968968280389,E,0
Yes,Other,Divorced,A,188.00074384316736,B,170.02505125647102,B,E,-69.90606568591528,-5.0726506579605815,A,38.43242139325256,B,A,D,E,-1.6079923103930547,130.2909639648946,B,1
Both,Bisexual,Single,D,-36.50509084707973,D,-78.55251604043305,C,C,-228.44012364272564,105.01924175715077,A,9.449505806061081,C,B,E,B,-183.5090864349808,210.48564065320718,C,0
None,Bisexual,Widowed,C,-102.58054705142999,A,201.8449258996887,B,E,116.6198841638785,-110.86758980851184,B,42.344019189461726,A,D,C,C,-10.125258635794069,19.20234695673566,B,0
Physical,Homosexual,Married,D,4.896329736245723,A,92.37563851879854,A,D,124.13918070587408,86.13907193338241,E,-36.01435830620013,C,C,A,E,-21.939462396326586,38.40774984524659,E,0
None,Bisexual,Divorced,C,-13.820435200077322,A,3.605148713092522,B,E,-50.917629665996266,-84.53661182528484,D,33.18778330895919,D,D,E,D,-184.0632166880443,-148.24568818859836,B,0
Physical,Bisexual,Single,C,-48.449956635309086,E,15.099719374405538,A,C,-205.8447568204017,-141.84813157236798,D,4.168798583561396,B,E,B,B,-106.59778529172814,20.5572390236134,D,0
None,Heterosexual,Widowed,E,-90.65890089518861,E,30.699116363474076,E,D,37.53359346616397,35.34914642736587,D,83.97279877147984,D,D,A,A,-110.7784286792856,142.5984669122954,D,0
None,Heterosexual,Divorced,B,18.647128021646317,B,95.13595160784664,B,C,-141.28900942575729,-19.391163893409434,B,44.90557536825301,A,B,B,D,57.02134610116645,-53.42478348537551,C,1
Physical,Heterosexual,Single,E,29.79918171873996,A,279.548206968532,B,C,59.53958135789633,25.11305244286111,E,-158.66626374821976,A,B,A,C,-123.81314730333418,-52.88517309010109,D,1
No,Bisexual,Widowed,B,105.35804526119716,B,147.55164922768773,B,B,28.088337296422182,-52.23420577224216,C,-46.62998069930275,B,E,A,D,-51.097897884532706,-213.58757396065866,E,0
Both,Heterosexual,Single,B,-108.6238408430187,B,-128.97533382785628,B,A,122.46109982425139,47.317011179752136,D,157.58903781853795,D,D,A,C,53.08100502810335,-25.025930929219385,C,1
Both,Bisexual,Single,A,-64.35615809891017,C,-58.81491694520493,B,D,15.764824913800144,-28.146236101623757,C,-50.06492386903689,C,D,E,A,5.523904322237711,123.02515197922719,C,1
No,Other,Divorced,E,188.03625276232995,A,-91.22697757016283,C,D,-138.16142614904697,-125.52648539363716,D,-150.74101360072265,D,B,C,E,3.8375559164605706,30.535577353263594,D,1
Both,Heterosexual,Widowed,D,0.7346313700801796,A,-284.0826447152503,C,B,-50.22954599874616,50.46104472350383,B,68.56516878786441,C,C,A,B,86.88040336106397,-8.864624393449972,A,0
Both,Heterosexual,Widowed,E,-37.21144515482474,E,-7.881077037899785,B,A,94.39779213409865,-64.73592434538674,C,-3.7840612784273384,A,A,B,E,-68.18264709028102,161.13900389412763,A,0
Mental,Heterosexual,Single,B,47.29475074655535,E,-16.566676884575774,C,C,198.29833128160618,-31.619303402099824,E,87.430144203122,E,B,C,E,140.45583092914063,106.128788570731,B,0
None,Other,Married,A,94.77158057915418,E,163.92450030462092,B,E,81.02048662734941,57.094830794632855,B,-56.95882379473049,C,B,C,D,-64.76827198574966,89.84086386663422,A,1
No,Homosexual,Married,D,-80.82329441394627,B,64.63424177846372,D,A,11.480871240674425,-142.79455329972063,B,10.503005263743526,D,E,C,A,-56.86390037065744,71.52340024107146,C,1
Yes,Homosexual,Divorced,E,-69.80397215275113,A,-38.79674781846746,D,D,-33.20533121532112,-29.88464605833926,B,128.94518625529443,B,E,E,E,-68.4087140164837,118.00804942645509,D,1
Mental,Bisexual,Married,D,-56.08165374431117,B,-4.978928311322463,C,A,53.12039180876537,-122.99403831850783,D,38.980869340023396,A,D,E,B,-22.223904202108084,-46.927430397132206,A,0
None,Other,Married,B,-55.24975053995742,E,-50.5651100676196,E,B,-48.452768055053305,48.35703012220491,A,-74.2817430555819,A,C,C,C,141.10845583065117,-23.157876815021055,A,1
Physical,Homosexual,Married,D,22.69903562204849,B,-78.88217599071409,B,D,-84.21191017991777,171.8803210349458,E,132.4673907485105,E,E,B,B,-60.96399292150711,93.27358379987828,D,0
None,Heterosexual,Widowed,B,92.27271795222681,D,-28.086954994621564,E,A,117.9860056405278,34.668826965874054,B,74.2857113249657,A,D,C,E,80.6277433732123,-151.34444851562455,D,0
None,Homosexual,Married,D,2.817477196506317,A,-66.99394212877951,B,D,144.38420593884936,90.96657776287627,E,-82.77941821799118,D,A,A,D,114.5503286623472,57.36360220867587,A,1
None,Other,Widowed,B,-95.10838211795182,B,6.6568956329231845,D,A,-22.900086288594796,-30.121164674329375,D,-0.8196671929827823,E,C,D,C,3.360145254184293,48.07311716333535,A,1
None,Heterosexual,Single,C,45.43713082291431,E,87.41681731296642,E,C,57.906629832721535,28.412940450006463,D,-232.81047055001957,D,C,A,E,-88.4681457315893,-33.43337693859023,D,0
Both,Other,Widowed,A,63.92031447540904,B,-114.82140636770231,A,B,-53.340853993672965,33.495176403494256,A,67.59781968034197,D,E,C,B,-161.92049086807953,-224.62852019586,D,1
Physical,Homosexual,Divorced,E,-63.33880163560129,D,36.547566565086456,E,C,-125.31246335986827,34.10861894956837,B,-18.510666973014335,A,B,B,E,76.87415069567902,-78.36341339612144,E,1
No,Heterosexual,Divorced,A,58.545080822754095,A,22.910506965052207,D,E,-60.364835379382065,-84.6099989404257,C,58.51303611183036,E,C,C,E,5.828033489194053,64.60292500070285,A,1
Mental,Bisexual,Married,C,-136.29057974119144,B,-72.1369016300355,C,B,-270.67047596512634,-15.515842420847228,B,-255.5414692126246,C,C,D,C,128.40190451568785,-207.7126731663752,D,1
Both,Heterosexual,Widowed,D,-55.01884315820653,D,-24.958213317346353,A,C,-44.89830394665001,94.21755944401767,A,-3.522848407237063,A,C,B,A,23.879667403693748,117.93719296758533,D,0
Mental,Homosexual,Divorced,A,7.105846587684833,B,146.77151151419815,E,C,57.698710158846744,-236.39088663898167,C,-210.09760804114103,D,D,D,A,-71.03816851162453,-209.4691856460015,B,1
No,Bisexual,Divorced,E,58.2149221553248,B,84.09712145424264,A,B,-209.52064071829506,-99.29230674926151,C,-133.70278567646923,B,A,D,A,104.90381723686322,2.9170611837956746,C,0
None,Bisexual,Widowed,A,-173.61331415477724,B,19.72953438980833,B,C,-40.8582293257032,-229.2936332196456,A,-73.45025395153625,D,D,A,A,120.7872618286967,40.674696996731846,B,1
Physical,Heterosexual,Widowed,D,-22.90904895472528,C,8.012479360279382,D,D,23.98989427166584,-20.471726237004127,B,26.31213925201814,A,B,D,A,-76.68803445673228,-32.61324286337576,A,1
None,Heterosexual,Married,E,74.07623365810132,D,64.91830861904518,A,E,-163.69622975854304,-178.1150720949325,C,-34.90004965238662,D,E,C,B,-97.52180843337123,109.03547191544101,A,1
Physical,Bisexual,Single,E,-4.882848977945272,A,91.98269650088743,D,A,-163.5272055721259,-14.09203264875545,D,-68.67907892223641,C,A,D,A,-26.970052539681628,111.10500053681105,D,0
Yes,Bisexual,Divorced,E,-165.05996374310487,C,-30.053520875472685,C,E,81.16885987061036,-91.01725139569909,C,-222.79402224997816,E,A,E,E,-118.2055935022868,-48.76911445158224,C,1
Physical,Heterosexual,Widowed,D,47.951816509091316,E,-108.97146285736898,C,D,-94.73211049913576,144.51695837058242,A,-91.83732361404087,B,B,E,D,-70.96721109495715,74.60956518014535,C,0
Physical,Other,Divorced,B,-49.06059473075527,E,51.818044510067175,A,B,81.28609625427875,-85.63562739683044,C,-17.554673902621367,A,A,A,D,19.05439345509759,-139.48572661258643,A,1
Yes,Bisexual,Widowed,B,139.16216224801286,E,34.17035428660039,B,E,90.12080013142445,-17.109330945732633,E,72.19941174884418,C,D,E,C,-42.56915541127883,-56.14833122803444,B,1
Both,Bisexual,Married,A,104.94785296903824,B,-81.02388045997803,E,D,39.193719246747264,-35.45382679910622,C,15.473252426794293,E,E,A,A,-132.9136560528655,-225.37616550180317,E,0
No,Other,Widowed,A,-64.16774446170349,D,-59.18956193117617,D,B,2.9394477073456144,66.20068420370895,A,-91.71780307144941,E,D,E,C,-47.56885520789104,11.90764461455437,C,1
Physical,Other,Divorced,A,-66.95386752927246,B,51.25989778003258,E,C,-179.27195080820704,-56.941872289851936,B,-55.29504562262769,D,B,E,D,37.94021517032113,-113.32892144361242,C,1
Yes,Homosexual,Divorced,B,-24.307924275118413,A,65.20888380514687,D,B,29.534938657808148,-71.97537520758016,C,-38.84962421780331,D,C,D,D,-144.4544057518301,-17.688448418692417,C,0
Mental,Homosexual,Single,B,133.8558635260017,E,-232.41009519018502,A,E,-0.5775321164824039,-51.50402017887066,A,-33.58531427999663,C,D,C,A,78.05961229548693,-25.111114846422783,A,0
Physical,Heterosexual,Widowed,A,68.37237800260493,B,-9.211596884103342,D,B,88.18561505729757,70.54119225659142,D,-18.90853339314599,C,E,A,B,-29.22049568171019,132.58385540095955,C,0
Physical,Other,Divorced,C,-193.94145989163422,C,-33.46936926534853,D,B,-135.68641583566452,-41.280543219020274,C,95.94451598650218,A,E,D,E,-23.270291080850715,-62.79209666429995,C,0
Yes,Heterosexual,Single,D,-155.1986593334921,A,-35.37761013238691,E,D,35.269180175668005,-60.846542248349955,A,12.894978122752379,B,B,B,C,-13.937442785383189,-51.412432261160625,D,0
No,Heterosexual,Divorced,E,-76.69235217106501,A,-111.28054824513889,E,A,100.51026331136248,116.43935964879786,D,92.83466621790288,E,A,A,E,-40.23792889816361,-54.295698971893856,E,0
None,Heterosexual,Divorced,A,-282.805059544114,A,173.10018562156918,D,B,-292.0216969623428,30.463347091967037,B,86.31365909886622,B,E,E,B,-102.54308786035793,195.79063714162908,B,0
None,Heterosexual,Widowed,A,37.70995012327487,B,125.16488882534895,E,B,-76.83430389998531,-56.73725334513531,C,-48.85467380968673,C,C,B,E,-41.52212966946813,-17.096081048088706,C,0
Physical,Heterosexual,Married,C,76.28597442826013,B,-137.0118618749651,B,B,151.0048656461883,44.35819502372792,C,-2.5731266405313993,D,C,D,E,2.986689653413521,-41.433247560810536,A,1
Mental,Other,Widowed,A,-78.02727417321192,A,-105.44876173370722,D,E,-34.67773600564145,115.07350626536015,B,-111.53294089695227,B,E,B,B,-121.25523546067028,203.62188186500157,E,1
Yes,Homosexual,Married,B,99.76904431938712,B,-67.4887786221468,B,B,44.09018267884408,-168.21492785452935,B,78.3894430448297,B,E,E,C,119.26982005224909,-11.754298495538581,A,1
No,Bisexual,Widowed,A,-25.465801464515692,E,23.427477616473965,B,A,15.226554980916983,-3.396986952777916,B,-72.03780508751598,D,E,E,C,93.9892975440758,-60.04498322289873,E,0
Physical,Bisexual,Divorced,A,85.34342725005756,E,-91.7324447852306,D,A,25.08303559485867,158.4235767522775,D,-53.44144345415442,C,D,D,B,-127.87857886533264,106.82788609442355,A,1
Yes,Homosexual,Divorced,C,-165.76300245312007,C,-26.689006300034094,B,D,94.42745281538588,-239.10724188200066,B,-150.79195677735095,E,A,C,C,44.432471106458046,100.1194536483333,A,0
Both,Heterosexual,Widowed,C,-156.35174553068416,C,49.2240702710468,D,E,-103.41631692101731,7.056199086177564,B,47.803268639259855,A,D,D,E,58.96710525864276,-178.94981300759193,B,1
No,Other,Single,E,-25.731132733137436,D,-183.961788782393,D,D,-247.75882242984446,-96.9160497057828,E,-154.54445104135655,B,B,D,B,171.398284738191,46.796552668082256,E,0
No,Homosexual,Single,B,-87.99199790057773,D,101.0558292640115,B,C,-32.39124589084991,-1.5284190479064688,A,91.83466112785561,D,C,B,B,-37.10649222718262,143.6730364894125,D,1
Yes,Heterosexual,Single,C,-112.04756066716146,B,-123.49845928586217,B,C,235.42579295105384,-119.58815568331092,A,47.48933769934893,E,D,B,E,-57.40027668137466,177.35757635630728,E,0
No,Bisexual,Single,C,175.05611091884558,D,-89.01675267460338,A,B,58.27379304861069,80.22496566121607,E,-72.63465157863448,E,B,E,C,-139.96953258600132,-172.79679019887845,C,1
None,Other,Single,E,79.89580981460301,B,-29.795691596600253,B,E,116.23646799687535,-38.31324740795448,A,64.28229251370092,C,D,B,E,-43.61436911135093,45.69409350862746,B,1
Mental,Homosexual,Married,A,-10.563317805471346,B,-115.91607914810001,E,E,56.13197564873871,-24.11805640838082,C,-7.033419498059741,D,E,A,B,-16.131551093786044,118.40173113928954,D,1
Physical,Other,Single,D,-105.27850421497125,E,-110.17152072464785,C,D,-116.19124863206748,83.56689164589545,E,-71.23529876923904,C,C,D,C,82.19485123493905,-184.90705044758744,E,0
None,Heterosexual,Single,E,-39.71288918018564,C,-60.181398494953456,A,C,79.42422243265483,-36.35597551370209,C,226.08992420211885,A,B,C,E,145.48856704147184,146.73899745280852,C,1
Mental,Heterosexual,Single,A,48.161232947711916,D,-8.270918550469524,D,D,55.13295010898127,49.63745743109961,E,101.68102949825233,E,D,E,D,-9.668340375852292,-174.0834752105381,E,0
Both,Heterosexual,Divorced,D,-32.55825575009503,C,-20.85055001483064,B,D,-31.13805253221122,-31.78852945026084,E,36.463032850292855,B,D,D,A,5.551764486860613,-133.44033345816362,B,1
Yes,Heterosexual,Married,E,-117.8087366270399,D,-11.321515060525849,A,C,63.55355551781714,-90.21008119795036,A,-73.30198739873104,D,E,D,A,-87.47221304148877,-54.24160462065133,B,0
No,Homosexual,Divorced,A,-116.06993950095318,B,-15.92570315323821,B,D,137.54953146256236,-98.89990540127536,C,-95.23528548394768,D,D,A,E,-146.6684139396653,13.217641326279445,A,0
Yes,Other,Single,B,-21.881070893796895,D,74.10847407524388,C,D,-138.36440038446318,53.235575745445395,E,10.179232659263292,E,E,A,D,-40.782591499049516,-137.9906126721729,D,1
Mental,Bisexual,Single,E,104.4745068199341,E,-40.39057775941989,D,C,-46.49523473600355,-49.27475728296717,E,80.69114367643118,A,E,D,C,-13.62041939006771,31.618724992828596,B,1
Yes,Bisexual,Single,D,-162.09400531612266,E,40.06450139829561,B,C,-55.70887494499491,-140.9856515508823,A,-81.36141194649376,E,B,E,A,-30.415002870991387,234.50424965953428,B,0
Physical,Heterosexual,Married,E,-24.494901791816005,E,69.32446486232094,B,A,-48.79485190061719,-63.28175281703097,C,-135.51488807125747,B,E,A,E,268.2599875688796,191.10524026496748,D,0
No,Heterosexual,Widowed,D,-46.68990848425221,D,-13.980903777460737,C,D,5.679316548784389,60.83071356756382,C,70.26290199535754,A,E,A,A,190.72188126024406,193.2066956866952,A,1
Mental,Homosexual,Widowed,D,-35.40451662364681,A,-71.6132015879227,D,C,-16.15991017307729,-64.39771038464637,A,-42.56293158278654,D,A,B,D,52.630665696524204,-36.20567464230122,D,1
Yes,Other,Widowed,C,-56.154152040894445,A,-63.60295662173544,B,A,-8.700868110152058,-63.44964232213933,D,20.54898995595316,C,B,C,D,68.13283273307866,-27.66039509569376,A,1
None,Heterosexual,Widowed,A,5.3964516532422095,A,-102.88344742844275,A,E,-93.01677868000169,60.012874370273195,A,13.816002908499772,D,C,E,E,-142.957440849974,13.187175691917943,B,0
