Veteran,Nationality,orientation,age_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
Veteran,Other,Other,51-65,C,D,92.8329112203946,C,E,-87.86379816542895,1
Non-Veteran,UK,Other,51-65,E,C,9.993366055163847,D,E,18.007331549637843,1
Non-Veteran,Mexico,Other,18-25,B,E,-13.227548623794814,D,C,39.54010635777616,0
No,US,Other,18-25,C,E,4.84749262368344,C,E,32.687989564536586,0
Yes,US,Homosexual,51-65,C,B,-68.10363175531602,A,A,-157.63208782839072,1
Non-Veteran,Mexico,Bisexual,65+,C,A,-182.73869232988423,D,D,-140.493968477244,0
Veteran,UK,Other,51-65,C,C,-32.75330967536017,A,E,49.193283757315385,0
Non-Veteran,UK,Bisexual,26-35,C,E,34.68868283141712,B,E,54.51878074661931,1
Veteran,India,Other,65+,D,C,-22.37929838100366,B,E,-107.94339616432347,1
Yes,Other,Homosexual,65+,D,E,-85.98820707122832,B,D,87.66767261784175,1
No,India,Other,36-50,C,E,-32.3882549311536,D,C,-42.728740850592445,1
No,UK,Bisexual,65+,A,D,47.36675634311097,C,D,-31.158480070157125,0
Veteran,US,Bisexual,36-50,A,C,-21.86030100686341,D,A,-22.981356372625424,1
Non-Veteran,China,Other,26-35,D,A,116.71724021959173,A,B,-177.6521794960163,1
No,Germany,Other,36-50,A,A,46.425311044182,C,B,-16.315494010501336,0
Yes,Mexico,Bisexual,51-65,A,E,61.03195079262726,C,B,-76.47038006106227,1
Veteran,China,Other,26-35,E,D,-194.41419986244537,C,A,23.795548850137678,1
Veteran,India,Heterosexual,65+,D,D,-25.228054766342144,B,B,36.13574968315149,1
No,UK,Other,65+,D,D,-155.16798599630965,E,B,-110.4439338232068,0
Veteran,India,Heterosexual,26-35,C,A,-29.914889776625653,D,E,-18.451086404921405,0
Yes,Mexico,Other,26-35,B,A,-92.17519036786194,B,C,61.518912255056634,1
Veteran,Mexico,Bisexual,26-35,E,D,-36.533611441822494,A,C,36.815073148114784,1
No,Other,Homosexual,36-50,D,B,-88.08972217899208,B,C,-44.10543646452197,1
Yes,Germany,Heterosexual,26-35,B,B,-36.79549525350552,E,E,-80.01606416344367,0
Veteran,China,Bisexual,18-25,A,C,16.217481475721556,A,E,56.45961880446887,1
Non-Veteran,US,Other,36-50,D,B,-117.46830797968622,C,C,-143.00614949377427,0
No,Other,Bisexual,18-25,B,A,48.105803049186775,E,A,79.50767037409796,1
Non-Veteran,Germany,Bisexual,51-65,B,A,-72.27992161267572,D,B,99.6668692782809,0
Non-Veteran,UK,Other,36-50,D,B,-16.31589277774167,A,C,-27.833948302674866,1
No,India,Homosexual,18-25,E,E,19.303192959900432,D,B,70.83320568354405,0
Veteran,Other,Homosexual,26-35,A,C,-69.61596926297572,D,E,-266.6604752394198,1
Veteran,Mexico,Other,51-65,C,D,-119.19583044664543,B,E,-39.14432240597786,0
Yes,Germany,Other,51-65,E,A,66.96969630921711,A,E,-112.16487719066166,0
Yes,UK,Heterosexual,65+,E,B,-69.55795728439792,A,C,146.67965155123431,1
Non-Veteran,UK,Other,51-65,E,C,-25.66904509309498,A,A,-25.67919620335698,0
Yes,Mexico,Bisexual,65+,D,D,65.49345556978217,C,D,108.38731081313094,1
No,Other,Homosexual,18-25,A,A,-73.50862632893183,E,D,97.563322329569,1
Yes,Other,Heterosexual,18-25,A,E,248.72054618381236,B,B,-86.32229869398309,0
No,China,Heterosexual,18-25,D,E,-90.26050666768096,D,B,-9.509138507910647,1
Veteran,Other,Homosexual,36-50,A,B,-131.33540221296826,D,B,-54.30669082750236,0
Yes,Brazil,Other,65+,A,E,-80.87929631364366,C,A,244.56863339026208,0
No,Brazil,Other,65+,B,C,179.03164595964859,C,B,-149.06235654266996,0
Yes,US,Heterosexual,65+,B,D,-98.90352172155744,D,B,67.20321583902694,1
No,Brazil,Other,51-65,E,A,81.73431658685372,C,D,-206.25974465323148,0
Yes,Brazil,Homosexual,26-35,C,A,-144.5066330216446,B,A,-1.6057315681193105,1
Yes,Brazil,Homosexual,65+,E,A,-69.42828149337255,A,B,-95.68078296924796,1
Veteran,Other,Homosexual,51-65,E,D,48.56038646176395,B,D,169.02095073444255,0
Non-Veteran,India,Other,26-35,B,A,192.7045241674726,D,B,-74.80926687441176,0
No,China,Bisexual,26-35,C,E,-36.07744138251347,B,B,-32.25534184199435,0
Veteran,Other,Homosexual,36-50,C,E,148.29299333285962,A,C,65.28051834193772,1
Non-Veteran,Other,Other,26-35,B,C,68.35695458535987,B,B,15.858458942860674,1
Veteran,Germany,Bisexual,51-65,B,C,9.037731973097916,A,D,-55.450142199340405,1
Non-Veteran,Mexico,Heterosexual,36-50,A,D,164.78362780794237,A,C,-15.945129175188638,0
No,Brazil,Homosexual,26-35,B,B,-206.4515154913865,E,C,-64.1965544335428,1
Yes,Mexico,Other,51-65,C,E,168.6222752159631,C,E,126.34240187326033,1
Non-Veteran,UK,Heterosexual,65+,D,D,51.89818729752843,A,B,40.49057719511786,1
Veteran,US,Other,18-25,B,A,-20.10875868196063,A,C,-42.16373539394907,0
No,US,Other,36-50,A,D,85.62461360772491,C,D,-12.459729201248813,1
Non-Veteran,Germany,Bisexual,65+,C,C,-141.91547963187588,B,D,-63.64370235420037,0
No,Mexico,Bisexual,51-65,C,C,56.662802197589635,C,A,-70.68457199934065,1
No,Mexico,Homosexual,65+,A,B,20.6822056351425,A,E,10.325871556853379,1
No,US,Heterosexual,65+,A,C,70.69194111517943,C,D,-45.103631944029935,0
Veteran,Brazil,Other,18-25,B,A,-147.2761103570489,D,B,-184.84582104663403,0
Non-Veteran,Brazil,Other,51-65,E,A,-39.502461309011366,B,A,189.04906021343535,1
Yes,Brazil,Bisexual,26-35,A,E,87.4759394555588,B,D,-79.49080799098404,1
No,US,Heterosexual,26-35,D,E,-86.65893894473886,E,D,-104.48200791849358,1
No,Mexico,Bisexual,26-35,E,A,-114.39854931504297,E,C,-124.08643356186066,0
No,Mexico,Homosexual,36-50,B,C,141.53766085252204,D,A,-194.4292465193275,1
Non-Veteran,Mexico,Homosexual,51-65,E,C,104.19438702273428,E,A,-59.36186958923874,0
Yes,India,Other,18-25,D,E,252.8090472684229,D,D,99.76946500438795,0
No,UK,Heterosexual,51-65,D,C,-19.152093147397967,A,C,-14.083080136500516,1
No,Germany,Heterosexual,18-25,B,D,-70.63984374835015,B,A,-14.873572522072198,0
No,Mexico,Heterosexual,26-35,B,D,49.88385091900618,D,A,166.81190788378396,1
Non-Veteran,Brazil,Other,51-65,D,D,61.71922140228461,A,D,-95.56327212044309,1
Veteran,US,Heterosexual,26-35,A,C,41.708498094759186,B,C,-112.46287446973015,0
Veteran,US,Homosexual,26-35,A,E,-115.0183654038186,B,E,59.94167343740682,1
Non-Veteran,Mexico,Other,26-35,D,A,27.41306197909374,D,B,-182.211234489033,0
No,India,Homosexual,36-50,E,A,-25.619879652760353,E,D,-97.57282313972641,1
No,Other,Bisexual,26-35,A,E,21.227670121673697,E,E,22.893521937605378,0
Veteran,UK,Heterosexual,36-50,B,E,-268.5669791235328,A,E,42.36109565587936,0
Yes,Germany,Heterosexual,18-25,C,E,-95.5702868780941,B,C,-128.1943481211866,1
No,US,Homosexual,65+,A,A,1.3695471173923877,E,A,-8.833904847567853,1
Veteran,Mexico,Homosexual,26-35,A,B,-1.6876562894088718,C,D,-37.77081369428289,1
Veteran,China,Homosexual,65+,E,D,8.406835058676043,C,A,-72.33162721616118,1
Yes,China,Homosexual,65+,E,D,153.33438999276962,D,C,101.60574839873162,1
Veteran,US,Other,36-50,C,C,209.39325205368905,C,C,17.548006787948324,0
Veteran,Brazil,Heterosexual,36-50,D,E,2.8500043158242194,E,E,-32.50476694172066,1
No,India,Other,36-50,A,C,-34.38009468514867,A,B,-34.01373251799988,1
Veteran,Germany,Bisexual,51-65,E,D,-90.37975552310554,E,E,-59.759324645268855,1
Veteran,Mexico,Bisexual,36-50,D,C,55.02288396978688,A,D,19.239887226591883,0
Yes,India,Heterosexual,36-50,E,D,68.2423637265504,E,E,36.22074671057274,0
Veteran,Germany,Bisexual,18-25,C,B,253.16430593025922,C,E,2.7949046711785988,0
No,Other,Heterosexual,36-50,B,B,-117.88875967385528,C,D,-62.20751278843319,1
Veteran,China,Homosexual,36-50,D,B,-83.92143972883768,D,B,-50.35176990509257,0
Non-Veteran,Mexico,Bisexual,36-50,A,C,130.37732330425212,D,B,5.195383267343489,0
Yes,US,Heterosexual,18-25,C,B,101.1155018637514,D,E,-78.19069748473328,0
Yes,India,Other,65+,E,B,-48.89040971312059,A,D,43.0379469651999,0
No,India,Homosexual,51-65,A,B,28.356657626347236,A,B,167.1356472896082,0
Yes,UK,Heterosexual,51-65,A,C,-56.00127897551667,D,B,100.11219127871883,1
No,India,Homosexual,51-65,D,E,-294.8127256915444,D,C,-114.14023239906179,1
Non-Veteran,Brazil,Other,36-50,C,C,-4.249748462941155,C,A,157.84606592660109,0
Yes,Mexico,Bisexual,26-35,E,D,-74.50753594529144,D,C,-63.812830961151015,0
Non-Veteran,China,Heterosexual,65+,C,E,-45.09819767977567,D,C,139.79111078097935,0
No,UK,Other,18-25,C,C,-88.5359496287457,E,C,-99.81427878142166,0
Veteran,India,Heterosexual,18-25,B,C,-36.84935552036312,C,D,169.85463592593527,0
Non-Veteran,Other,Bisexual,51-65,D,C,17.815613590576714,E,C,27.922867293604526,1
Veteran,China,Heterosexual,18-25,B,B,61.30914699433486,D,C,-26.894482205685122,1
No,Germany,Other,26-35,D,E,71.8322758725281,E,E,-45.61542396259191,0
No,Mexico,Other,26-35,E,E,164.69736598139303,A,E,-151.6065249352292,0
Veteran,US,Other,18-25,C,A,21.15426151476075,B,A,33.898349541960485,0
Yes,UK,Heterosexual,65+,C,C,-126.99600684326732,D,E,-154.01474647268202,1
Non-Veteran,US,Other,65+,A,E,-22.809707028924638,B,C,-19.612224192110787,1
Veteran,UK,Homosexual,26-35,B,B,-38.857227354326554,A,E,165.58532091685862,0
Non-Veteran,Other,Other,36-50,E,A,-40.40125004326285,E,A,-60.61285710419436,1
No,US,Bisexual,18-25,C,B,-124.50159028269347,C,B,60.84272376108536,1
Yes,Germany,Heterosexual,51-65,E,B,58.00974810807814,A,E,-12.582424325047848,1
No,Brazil,Bisexual,36-50,D,A,21.722648605829335,E,C,-127.64842173417215,1
Veteran,Germany,Homosexual,65+,E,D,152.12307892247642,D,D,-68.68381994071093,0
No,UK,Heterosexual,51-65,B,B,17.888894927383813,B,B,118.89491479833671,0
Veteran,China,Homosexual,18-25,D,D,23.52938692656174,E,A,94.68409591220632,0
No,US,Heterosexual,65+,C,B,122.72952260341347,D,E,-160.9545227613388,1
Yes,Brazil,Homosexual,18-25,E,D,33.66104937718142,B,A,140.887504420668,1
No,Germany,Bisexual,65+,E,A,-94.42490273068441,C,C,97.47486447639162,0
Veteran,US,Homosexual,36-50,B,E,53.24203090324021,D,E,-17.564814497929284,0
No,US,Heterosexual,51-65,B,D,132.45781759644055,D,D,-28.32182116172707,1
Veteran,Other,Bisexual,51-65,B,E,-14.61207957293959,A,C,-90.99979488207396,0
Veteran,US,Homosexual,26-35,C,C,61.10604513638004,B,A,-195.47901773774007,1
Non-Veteran,US,Homosexual,36-50,B,A,136.36107597704213,B,A,48.91655750609573,0
Non-Veteran,India,Bisexual,26-35,E,C,43.04531408239222,D,B,70.06522989450909,1
Veteran,China,Other,65+,D,B,-6.1752029065892025,A,B,-331.0113203207913,0
Yes,China,Heterosexual,18-25,C,C,129.54917703819183,D,A,13.26883174638905,0
Yes,China,Homosexual,36-50,E,C,23.503781658928986,B,D,145.04420177194731,0
Non-Veteran,India,Heterosexual,65+,A,A,-85.30327850020777,A,D,-183.4637668135888,1
Veteran,US,Homosexual,26-35,E,B,-71.29047380824557,E,B,156.88703429061647,1
No,UK,Homosexual,18-25,D,A,-21.83197158712229,B,A,-83.52576254352024,0
No,Other,Heterosexual,36-50,B,A,6.210604756075069,B,D,-19.811746835323643,0
Yes,Germany,Other,65+,E,A,212.0025658049423,B,A,-65.22948108039299,1
Yes,Brazil,Other,18-25,E,E,102.28296399346316,A,A,-151.94542047878338,1
Yes,China,Bisexual,26-35,E,C,-71.38453939638971,B,C,129.32806312800426,1
Veteran,Germany,Other,65+,B,E,22.59697381176939,E,B,-50.8717075157707,0
Yes,Brazil,Other,18-25,B,A,-121.21189612162502,B,B,-61.89577841251075,0
Yes,Other,Other,26-35,A,D,-43.943764156912565,D,B,104.59325418035799,0
No,Other,Heterosexual,51-65,B,E,-101.71310328385795,C,B,50.88902782464708,1
Veteran,China,Other,36-50,B,C,-6.835969660948457,D,B,-51.2972166049649,1
Non-Veteran,US,Homosexual,36-50,E,E,222.87392970861754,A,E,-103.68371180256888,1
Yes,India,Bisexual,18-25,B,D,-181.730936347789,B,C,-35.52459531810824,1
No,India,Heterosexual,65+,E,D,-71.232241101207,E,A,138.93143078632454,1
Non-Veteran,Brazil,Heterosexual,36-50,D,E,-25.492842285730035,C,D,4.314480859661812,0
No,China,Homosexual,65+,A,D,-8.958139840234953,A,E,-107.36384491295863,1
Veteran,Brazil,Heterosexual,26-35,A,D,11.540774119681647,A,C,26.125256946445585,0
Yes,India,Bisexual,65+,B,B,-132.82068599832493,E,D,17.525347806426158,1
Veteran,Other,Bisexual,26-35,C,C,50.550974519722956,E,E,32.46031927674848,1
Veteran,Mexico,Heterosexual,26-35,E,B,92.84781595618257,E,A,-25.482306053418558,0
No,India,Bisexual,51-65,C,D,-80.71680615805559,A,D,20.5515631395197,0
Veteran,Germany,Other,65+,D,A,51.09463971372797,E,A,81.95660090183986,1
Veteran,Germany,Bisexual,51-65,D,D,-64.34231632791575,A,D,8.151043743270005,1
Yes,Mexico,Heterosexual,51-65,E,E,-72.24285023297419,C,D,-24.148568901227176,0
Yes,India,Heterosexual,18-25,E,A,-47.86304921708705,B,E,-61.9932757005617,0
Veteran,Other,Heterosexual,26-35,C,A,18.807499990000036,C,B,-79.29421490644216,1
No,China,Homosexual,65+,E,C,-0.42216014465502616,C,E,-173.6216386167076,0
Veteran,Brazil,Heterosexual,36-50,D,A,115.17090850821803,B,A,-3.445253202905106,1
Non-Veteran,Germany,Heterosexual,65+,C,A,32.46502516726895,C,D,-120.45956279570949,0
No,Other,Other,18-25,A,C,168.76229359783193,A,A,170.67556417989283,1
Veteran,China,Other,26-35,B,B,-117.71411847909685,E,A,-100.53233736329452,0
No,China,Bisexual,65+,B,C,-46.58114208764223,B,A,-215.41357649085847,0
Non-Veteran,China,Bisexual,36-50,B,A,-78.09015075609088,C,B,5.851740929867421,0
No,Germany,Homosexual,36-50,A,E,-26.226399943902724,A,C,-142.7613080119684,0
Veteran,Germany,Bisexual,36-50,D,C,-91.5370999866301,A,A,-8.428670294782636,1
No,Other,Bisexual,26-35,D,D,77.60381673585528,C,D,92.58255110573724,0
Veteran,India,Heterosexual,51-65,B,E,-10.00743168591766,B,E,76.45606870649134,0
No,Germany,Bisexual,26-35,D,E,-148.69439397699074,A,B,39.44889247651065,1
Non-Veteran,Germany,Homosexual,51-65,A,E,68.54848774330226,B,D,41.509677335881086,0
Veteran,UK,Other,18-25,C,C,-60.8210536393846,D,C,-126.5681854022791,1
No,Brazil,Heterosexual,65+,C,E,25.072069710847302,B,D,-94.39504337144008,1
Veteran,Other,Other,51-65,E,E,152.3439943711362,B,C,-65.27250069364051,1
Non-Veteran,UK,Bisexual,18-25,E,E,-78.73258814023946,E,C,28.008350758671362,0
No,UK,Heterosexual,51-65,B,A,146.15311152125636,A,C,-172.32589203507277,1
Non-Veteran,US,Bisexual,65+,C,B,77.71316256266985,A,C,88.72140455778906,0
Yes,India,Bisexual,18-25,B,A,12.838045429630881,A,A,-58.583198827425434,0
Veteran,UK,Heterosexual,51-65,B,A,23.581793219266984,E,C,-52.74894438205738,0
Veteran,Mexico,Homosexual,65+,B,E,82.36504004842557,D,C,-75.1907852377847,0
Veteran,India,Homosexual,26-35,B,C,157.48431201440607,B,B,-75.82124023113268,0
No,China,Bisexual,65+,C,E,92.63079452264554,B,D,81.85735627739069,1
Yes,UK,Other,65+,B,A,-138.78914276559595,C,D,-41.504146113169085,0
Non-Veteran,Other,Bisexual,18-25,A,E,-112.68847325316939,E,D,59.46865721438483,0
Veteran,UK,Heterosexual,26-35,E,B,-183.7705604483567,C,C,59.051603841052994,0
Non-Veteran,Brazil,Bisexual,51-65,A,D,-19.574556435741297,D,B,255.1079707491681,0
Yes,Brazil,Bisexual,65+,D,A,-58.15791343717619,C,D,-134.48979419519483,1
Non-Veteran,US,Homosexual,65+,C,B,42.27262046633181,A,E,100.70841715213,1
Non-Veteran,Brazil,Homosexual,26-35,E,E,-28.66033870740215,A,C,-82.52519879888854,1
Non-Veteran,Brazil,Other,51-65,E,C,-196.02691058777907,C,B,52.12783541893267,1
Veteran,China,Heterosexual,51-65,E,B,60.59192601381609,B,B,83.95214666234435,1
Non-Veteran,China,Bisexual,26-35,E,E,31.56076807540991,D,A,-127.33916906637049,1
Veteran,Brazil,Heterosexual,65+,B,E,-101.34515326020616,E,E,156.196507948505,1
Veteran,UK,Bisexual,65+,D,E,71.7862243464086,C,B,12.64013383360706,1
Veteran,UK,Heterosexual,26-35,A,D,-14.788589828665271,E,B,3.973868428905394,1
Veteran,Germany,Other,36-50,B,B,128.80458856067946,D,C,-38.01340801332403,0
Non-Veteran,Germany,Homosexual,18-25,D,E,-34.17938605415962,B,B,176.3846506702779,1
Yes,UK,Heterosexual,65+,B,C,-6.455446928815765,B,D,-30.044263603050968,1
Non-Veteran,Brazil,Bisexual,26-35,E,B,-137.55267094293168,E,C,75.12297524906727,0
Veteran,Brazil,Homosexual,26-35,C,D,95.49771895916315,A,D,-40.073757312396694,0
Veteran,US,Bisexual,36-50,D,A,-74.41009393358316,E,C,167.6756921322056,0
Yes,Other,Bisexual,65+,C,A,76.50660346367695,E,B,25.899810032350462,0
Yes,UK,Homosexual,18-25,D,C,-305.61026889937864,E,B,60.120764514821445,1
Veteran,Mexico,Other,18-25,B,E,-54.85625373120872,A,C,-190.74012943823126,1
Non-Veteran,Germany,Heterosexual,36-50,A,E,149.5445999937084,A,D,17.027768835358895,1
No,Brazil,Heterosexual,18-25,A,D,-82.59433437257925,D,D,44.778159382450575,1
Yes,China,Homosexual,18-25,E,B,-169.61498797449352,A,A,52.35540633431013,0
Veteran,Brazil,Other,36-50,B,D,148.67783430032856,A,A,-100.81302225474593,0
No,Germany,Homosexual,36-50,A,D,-53.95682646261736,A,C,-4.121180923002229,1
Yes,US,Bisexual,36-50,B,C,-133.35790531415782,D,C,10.963827770029086,0
No,UK,Other,36-50,C,A,-98.76075566062885,B,D,106.98190480339109,0
Non-Veteran,Mexico,Bisexual,65+,C,B,-87.70057928025483,D,A,-2.9079264711510255,1
Veteran,India,Other,65+,B,E,205.49493484852923,B,D,-10.281842401156908,0
No,Mexico,Other,18-25,B,D,56.53671852132099,B,E,-213.7232115395066,0
Veteran,Other,Bisexual,18-25,E,D,113.14341091763072,B,E,-10.49242155235013,0
Yes,UK,Heterosexual,26-35,E,C,-30.145649796182262,D,A,-21.879677608049008,0
Veteran,China,Other,36-50,E,C,-143.63495162740887,E,D,-0.07833311064775877,0
No,US,Heterosexual,18-25,E,C,120.59790502530919,D,E,34.51681702575804,0
No,Mexico,Heterosexual,36-50,E,E,24.02986177746507,C,E,11.22303181545755,1
Yes,US,Heterosexual,26-35,E,C,24.89463999336267,E,C,33.37011503493353,0
No,Brazil,Other,26-35,D,E,139.31614514975615,B,B,147.64395805443965,1
Veteran,Brazil,Homosexual,18-25,C,D,14.937023913166378,E,D,-48.920018672070526,1
Non-Veteran,US,Other,18-25,D,C,46.95993158623882,E,A,107.2188862472742,0
No,Germany,Other,51-65,C,C,-28.873707073049125,D,B,-62.53581358267528,0
Veteran,Mexico,Other,51-65,E,E,-58.47726037459543,B,B,-59.017836872573845,0
Yes,US,Heterosexual,65+,B,D,77.55096662084581,E,E,176.93545879301215,0
Non-Veteran,Other,Heterosexual,65+,D,C,-28.05985728639339,E,C,94.50939511352524,0
Non-Veteran,Brazil,Bisexual,65+,B,C,33.514091961811566,C,B,38.492874717133255,1
No,US,Heterosexual,65+,C,A,179.2278063471254,C,E,26.790560505795753,0
Veteran,US,Other,18-25,E,C,94.10638127642852,D,E,-134.31754523997972,0
Yes,Mexico,Heterosexual,26-35,B,D,-45.9320214320596,A,D,68.33288449829415,0
Yes,UK,Homosexual,65+,C,E,-145.93300506651636,A,C,36.1346385959777,1
Yes,Mexico,Homosexual,65+,E,D,131.74788820642513,E,B,-34.66001077933451,0
Non-Veteran,US,Heterosexual,26-35,D,C,-10.61394693208209,D,E,-93.48913920584225,1
Veteran,Brazil,Bisexual,26-35,C,A,-7.55997937471315,A,D,5.433810745352845,0
Veteran,US,Bisexual,26-35,B,E,181.77139386913183,E,A,58.35392093476825,0
Non-Veteran,Other,Bisexual,36-50,B,A,59.72208489838784,C,C,119.43898344010329,0
No,China,Homosexual,51-65,B,A,172.46426073179012,C,C,103.44070013549486,0
Veteran,UK,Heterosexual,65+,A,C,165.66021022262058,A,C,139.3656006229079,1
No,UK,Homosexual,18-25,D,A,13.022423893161625,E,C,-32.70652021601858,1
Non-Veteran,China,Homosexual,26-35,D,C,-57.4837328260028,D,D,-190.02146398641636,1
No,UK,Heterosexual,26-35,A,C,-147.3005596560953,B,A,164.77653208651986,0
Non-Veteran,Other,Heterosexual,65+,C,B,-72.13446706907132,D,E,-85.43818378104827,1
No,India,Other,65+,B,C,-114.56606653296784,E,B,-18.17613448429642,1
Yes,Germany,Heterosexual,36-50,E,D,234.64918973272458,B,B,-26.91147350752755,1
Veteran,US,Bisexual,51-65,E,D,-171.00710320966473,A,A,109.59778851749621,1
Veteran,UK,Homosexual,36-50,A,C,110.81039389459279,C,A,-46.563103646633365,0
Yes,China,Homosexual,65+,A,E,-62.961870524592165,A,B,72.0781633839406,0
Non-Veteran,India,Bisexual,36-50,D,B,-90.45198626023709,A,C,2.259824183746496,1
Non-Veteran,Other,Homosexual,36-50,C,A,12.872308916820732,B,C,104.2041493355271,1
Veteran,India,Homosexual,51-65,D,B,-218.9410635488428,B,E,16.61726167138318,1
Veteran,India,Heterosexual,26-35,E,C,-34.90565860877205,E,C,134.0225351993247,0
Non-Veteran,Mexico,Homosexual,26-35,C,C,-97.36694369836724,C,D,87.94768003665013,1
Veteran,Mexico,Other,65+,A,C,-84.27137873967555,B,E,99.43713508022171,1
Non-Veteran,India,Bisexual,36-50,B,A,-11.54081183216509,E,C,-79.0823076946993,0
Non-Veteran,Germany,Bisexual,36-50,A,B,-156.96383228464538,A,D,-173.60867085286088,0
Yes,China,Other,36-50,B,D,196.96506138954203,A,E,37.89262024241936,0
No,Mexico,Homosexual,26-35,A,C,75.70691788190204,E,C,37.916972830690845,1
Non-Veteran,Brazil,Heterosexual,36-50,B,B,-38.38298673444305,A,A,-2.3749083622205536,0
Yes,Brazil,Heterosexual,36-50,A,B,-136.60453022179775,D,C,-90.35824166066864,1
Veteran,Germany,Bisexual,26-35,D,C,28.944787244780144,B,C,-22.280536156808882,0
Veteran,Other,Homosexual,36-50,A,D,-136.2052234775996,A,E,-24.661626226767925,0
Non-Veteran,India,Heterosexual,65+,C,C,13.272964308581894,B,B,123.93078537170067,0
Non-Veteran,Germany,Other,36-50,A,A,45.82937273235132,B,C,23.772588850854987,1
Veteran,India,Heterosexual,18-25,E,A,-85.1437307494501,E,C,-73.00227381891607,1
Yes,Mexico,Other,26-35,B,A,158.37396020647046,A,D,120.10416883666169,1
Yes,US,Other,51-65,D,E,-61.25039902521577,B,B,-11.614595114959814,1
Yes,India,Other,65+,D,C,-123.57479839297831,D,A,73.84063650312828,0
Non-Veteran,Mexico,Homosexual,65+,E,B,33.90431904345963,C,B,-89.18376791880421,1
No,Other,Bisexual,65+,C,E,-71.30033798957753,E,E,117.36567222258192,0
Veteran,India,Other,65+,E,C,-83.41693309521627,B,A,-190.67222244639743,1
Veteran,Brazil,Other,26-35,E,D,196.20797855926554,E,B,-184.27977816385618,0
Yes,Brazil,Homosexual,51-65,B,D,123.85774044947755,A,D,-48.83713655841419,0
Non-Veteran,UK,Bisexual,36-50,C,D,98.41211251937135,A,E,-56.68851900272147,1
Veteran,Other,Homosexual,36-50,B,A,-211.19554220423913,C,E,-158.44370429481697,1
Veteran,Other,Bisexual,65+,E,C,56.30526267521353,D,A,104.56614270247249,0
Non-Veteran,UK,Other,26-35,E,C,18.74918202862473,C,C,-31.23543545104362,1
No,China,Bisexual,26-35,D,C,-99.80489636319912,D,B,96.47644432287791,1
Veteran,India,Heterosexual,51-65,E,A,136.52056558069202,B,D,-99.62231035979424,1
Yes,Mexico,Other,51-65,C,A,127.04983310142246,A,E,-91.34486820860366,0
Veteran,India,Other,18-25,D,A,-67.08722795762621,D,C,-35.69305878062596,0
No,China,Bisexual,18-25,B,D,-118.85969798425009,B,D,92.84261710625556,1
Veteran,China,Bisexual,65+,C,E,-120.26494126637168,A,B,22.470208606067203,1
Non-Veteran,US,Bisexual,26-35,D,B,-155.2377245210094,C,E,-39.47745006062312,0
Veteran,India,Other,18-25,A,E,79.83953435440408,B,E,56.78672518746403,0
No,Other,Bisexual,26-35,B,D,-59.75492207381842,A,D,35.70807799995294,1
Yes,US,Bisexual,65+,C,C,-76.87790526127604,E,D,-117.80764632958633,1
Non-Veteran,US,Homosexual,51-65,A,D,-56.06228597403635,B,C,-68.82273691462632,0
Yes,Mexico,Homosexual,26-35,A,A,-57.9688216778251,E,C,-51.04430915415357,0
Non-Veteran,India,Bisexual,51-65,C,A,-21.148785606855235,E,E,75.65145273223291,0
Veteran,Other,Homosexual,18-25,E,A,77.84065872916008,E,E,-23.140622395406695,0
Veteran,Other,Other,36-50,A,C,-17.6498376979426,B,B,163.23281739190688,0
Veteran,China,Bisexual,36-50,E,E,225.78393449417638,D,B,-59.18945706394306,0
Non-Veteran,India,Heterosexual,18-25,B,C,23.517887462940596,A,B,128.49509323833152,1
No,India,Homosexual,26-35,D,D,114.09552885911604,E,C,-19.189512394970436,0
Non-Veteran,Brazil,Bisexual,51-65,B,D,125.52218351975466,A,C,76.81375199698874,1
No,US,Other,18-25,E,B,49.48125442179598,D,B,-38.348581752087604,1
No,Germany,Bisexual,65+,A,B,-117.57216332286266,B,C,5.8573446457229,1
Non-Veteran,Brazil,Other,26-35,B,A,-44.04768369284558,D,D,84.32937316390941,1
Veteran,India,Bisexual,51-65,D,D,-157.0821462835848,A,D,9.250378409428333,0
Yes,UK,Heterosexual,51-65,A,D,41.10890273145205,A,D,57.89984875187941,1
No,Germany,Bisexual,36-50,C,A,85.95018576385131,A,C,33.84564384657706,0
Non-Veteran,Germany,Heterosexual,51-65,A,D,-113.26450142076467,D,D,-39.22503562170237,1
Yes,Brazil,Homosexual,36-50,A,E,-200.7461433096934,C,D,207.81027625445628,1
Non-Veteran,UK,Bisexual,36-50,C,E,-41.5353205358382,C,C,-97.46097995252488,0
No,India,Homosexual,18-25,C,E,-74.856315719536,B,A,-7.1480984691414395,0
No,UK,Bisexual,51-65,B,D,187.36154933824972,A,D,74.77975208187647,0
No,Germany,Heterosexual,18-25,A,E,10.114922254617774,B,B,20.96065566955131,0
No,Mexico,Homosexual,36-50,B,C,147.65545157449097,C,E,-90.06383800635935,1
Veteran,US,Bisexual,51-65,D,B,93.927984939332,A,B,-68.16838588475656,0
Non-Veteran,US,Bisexual,65+,E,C,-79.67561815703135,A,B,-60.86115200664406,1
No,Brazil,Heterosexual,36-50,E,D,42.103472088938624,E,E,38.390441493680015,1
Veteran,Brazil,Bisexual,18-25,E,B,-153.21948300963194,C,D,-105.96719414736826,1
Yes,UK,Bisexual,36-50,E,D,-12.99721111153495,C,D,-55.81968650997934,1
