faith,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
Buddhist,C,7.55320564418175,D,-119.71199649917898,159.76546236697513,B,0
Jewish,D,-29.21672724564357,C,63.442030679139506,-46.64914486929162,A,0
Christian,E,19.47257557042025,B,-92.06846621758427,92.16028036208206,A,1
Jewish,B,138.17394935942676,B,-170.03804070303738,158.12922939078615,D,0
Christian,D,151.3778686143484,C,8.254217620282658,82.20858040167228,D,1
Other,D,23.430022453471487,B,174.10324794857488,132.44377656843443,C,0
Buddhist,B,-85.00447916428294,D,-107.30235823635314,-131.06015196798256,B,0
None,D,28.264905181040955,D,-222.13558071379072,88.20648611448118,E,0
Muslim,D,63.88192162839792,E,-98.86496285840428,-145.44287712305106,D,0
Other,B,55.61112178053813,C,245.01913866387838,150.4709825916323,D,1
Hindu,C,110.4012463967063,D,-135.225659749067,-112.36311057073817,E,0
Jewish,D,148.46856636976761,C,63.3024641706713,-91.52082678379725,D,1
Buddhist,C,77.70114690330551,E,-17.373973598850025,-66.1800046424744,A,1
Other,D,-66.09970668802218,A,-59.43510327614542,76.06205445098963,A,0
Muslim,A,6.718595007983279,B,-194.374585754591,4.20944375127741,A,1
Jewish,A,82.1392461139253,D,-103.69551651281519,5.410741327290423,A,0
Muslim,A,106.09264565652087,C,-96.95676354723204,91.81226945974129,C,1
Hindu,E,-109.46189859579964,E,61.370419464563334,-113.71662660256455,E,1
Hindu,E,55.47170871287699,C,-183.00213458722345,-137.26860185819473,A,1
Muslim,B,69.22659448249816,C,-19.192368473729974,-32.71310387426396,E,0
Jewish,E,94.1366949766235,D,39.27136373255877,57.444612985405804,B,1
None,E,-93.79782079321156,B,-36.313572529151564,-136.5283832060301,B,0
Other,E,221.28416811495154,C,-7.852436136332047,-61.376523158448734,D,1
Jewish,B,-161.16625654408767,C,-121.22332341503395,-163.69424571849024,E,0
Muslim,E,-37.546565286700655,C,-9.58915546228362,-28.915429403785232,E,1
Other,B,-30.11174745920141,C,7.8953440423326,61.8039215996837,D,1
Christian,E,132.54624270690013,B,85.70010314143191,-35.45567060665635,A,1
Muslim,C,166.22657622977545,B,72.65801430405769,132.4271542559659,C,1
Hindu,B,-136.04489191156188,A,-138.4662809899597,36.20770865370117,C,0
Jewish,A,82.39854170896444,C,-37.89352045783592,23.417535504506095,E,0
Christian,E,25.635556770498134,D,163.7786901108535,-42.708278927752744,B,0
Christian,C,11.636311963246781,A,60.86303729942182,-63.030092032908925,E,0
Muslim,E,53.03865559972324,E,103.80358978444752,-0.6560982646196314,C,1
Buddhist,A,111.6330165305552,A,54.3065360895572,106.92260458103331,E,1
Hindu,E,-35.75919677826562,A,-87.65702335925353,-293.7546666957856,C,1
Buddhist,E,45.30474444291897,E,81.82729582873398,52.81769695278028,A,1
Buddhist,E,16.257754491443027,D,-109.61622969863092,-90.72601406679516,A,0
Jewish,C,-73.33438192129434,C,29.151878018157856,-291.4101199930664,B,0
Hindu,A,3.1064911253626333,B,41.022872243073785,-63.33596080332672,C,1
None,B,14.874473287373771,A,78.71215438855164,96.5194782819226,E,0
Jewish,A,-70.5196360598044,C,-110.56963297073155,21.28204244315232,A,0
Buddhist,E,38.74443243842844,C,-10.64195235051037,-22.658540304959153,C,0
Jewish,E,-115.88641769646244,E,170.38901620150364,16.844362814492655,C,0
None,D,99.31825858104679,E,-55.66176870695544,9.96068457005794,C,1
Jewish,D,-119.68021498427402,E,27.223806731751875,-117.3948050863989,A,0
Hindu,C,-29.874396127559127,A,16.642856303527786,0.5476981991786275,D,0
Hindu,A,-201.32622131066685,D,-57.282457504786564,-109.99011175539538,B,1
Jewish,D,7.571182646968556,D,35.92457599387556,-15.958209021999775,A,0
Christian,A,64.60508516494198,D,-23.316403861884233,-87.57363228106404,E,0
Other,A,-29.165225661266085,E,35.14772543455331,14.668149825685514,D,0
Christian,E,-31.44223786742272,C,11.132201547673755,-77.55494393105792,A,0
Buddhist,D,-86.81980846728328,D,-134.89725272557317,13.229306565789702,D,0
Christian,C,82.23396416112813,A,-49.697595046038515,-30.642721322462634,B,1
Muslim,B,-28.552956343632214,E,-12.64253656228663,16.537471768279737,B,0
Christian,E,-2.920968333174427,C,-45.62563874422697,148.68369734173228,B,0
Jewish,B,125.3322532522215,A,72.8294749170917,24.20253772291787,D,0
None,A,19.23700622836264,A,-58.36926942734615,43.36113080487031,E,0
Buddhist,B,62.290912894177616,B,-1.0451674814851046,-75.91857339478435,B,0
Christian,B,97.43318822314716,A,-7.1526473499098815,-24.346682657922706,A,1
Hindu,A,-166.69425641425087,D,-118.59862249694476,-18.492222003762585,C,1
Buddhist,D,-151.31077779859538,A,-30.038229351647967,-104.17837758710988,C,1
Buddhist,D,-48.26632684632586,C,-79.40666167442252,-106.6161985558417,B,1
Other,C,-119.18669472579941,A,-38.591412622418254,1.4509203723978943,A,0
Muslim,E,-77.56818785971065,A,46.23301920588462,-60.70085922127729,A,1
None,E,-10.280734499072528,B,9.441861812504026,28.87907895292456,B,0
Buddhist,B,50.6892583703721,D,126.11480799570995,-24.634253643583996,D,1
Other,D,-112.01518089351947,D,-32.07477062567557,107.11812811916077,B,0
None,E,-45.7282537257692,E,0.10743926379605818,119.50043804627848,D,1
Jewish,D,116.08612886735048,D,-68.67069879128653,-128.12586392020438,C,1
Other,C,-153.24017255781547,A,-68.23453785577736,-48.528596086830845,D,0
Christian,E,-44.46659189061826,A,128.77099778154496,12.459276220880852,C,0
Christian,B,41.45088370958882,B,103.70751213333801,90.42815821726158,C,1
Jewish,E,68.41675139498062,C,32.96751140698787,135.10844151209952,B,0
Muslim,B,140.14330346579104,A,30.850123399237862,-25.942614109770425,B,0
Buddhist,A,9.196130962875518,B,60.951362252453,-113.4302494963823,E,0
Jewish,C,-200.91474891429888,A,79.86516712808795,-171.10347214920972,E,1
Buddhist,A,-231.9980508153901,B,-26.73988271444172,113.50355235874181,D,1
Jewish,D,-227.2547819220422,E,-26.898754203313715,-58.01222276422911,C,1
Other,B,-35.343286674475266,E,-82.28869990639548,84.75268652371115,B,0
Other,A,-2.28612347325001,B,-169.2426325484554,86.7190349987921,B,1
Jewish,D,202.9040398364938,A,-86.86730375216104,9.957774892745874,E,0
Hindu,D,-191.69206608009821,D,189.21920144916575,-20.77993451559473,A,1
Christian,E,-22.02411411220013,E,17.67640853521577,202.0116857677214,A,1
Christian,C,-57.187250064019224,C,57.803364004312975,-6.4228796283228045,A,0
Buddhist,A,52.189661491079754,A,37.06039003322758,5.39277849750108,C,0
Jewish,A,-9.940957715808391,D,103.76893166079356,21.36294425592184,C,0
Christian,E,-53.13369179597988,D,49.85200148307247,-82.86801325579015,E,1
Other,D,-42.337453303654144,E,-131.93044666238723,60.69951418394027,C,0
Other,B,-46.72934260086388,E,-279.96799646772115,-101.37832073901319,B,1
Jewish,A,-102.91395530105393,C,-41.94507813070217,16.42562381024532,E,0
None,D,121.02955287822309,A,9.38238875757383,-85.09989158812301,A,0
Buddhist,C,56.796519524461374,A,-30.160836660368496,20.18447878439731,A,0
None,E,-174.8868292810996,D,-142.8353033950974,48.0971466285254,E,1
Jewish,E,131.00666396390875,D,-88.81840448254866,68.41479957347737,D,0
Muslim,D,53.011007363848684,B,170.7553142421927,-91.24071379253138,A,0
Hindu,C,-59.50802098552934,C,53.228884072716795,107.92217330445528,B,1
Jewish,C,14.195781896245057,B,-42.80252127601661,280.9712204714693,C,1
None,D,-30.559389803739013,A,106.06252220643823,-22.88256801551107,C,1
Muslim,D,98.51117026568119,B,-28.062620464207612,-38.649986061839456,E,1
Christian,D,-56.221777335999676,E,-82.1052223216907,29.34693781157832,C,1
Hindu,E,200.28492201387644,D,97.00278027503096,253.9090977258989,E,0
Other,D,92.01629348890404,E,71.10410035221274,13.287387173257112,C,1
Jewish,A,-89.68145485367089,C,-160.9247385534382,38.92931202004223,B,1
Jewish,E,-0.9199286544715009,B,-60.52808182644209,110.37828792756264,E,0
Hindu,C,-37.340567845879534,C,-33.60020609536766,154.81359972249805,E,1
Christian,E,46.40292055258154,B,-27.73720047490857,-3.450960888513497,B,0
Other,A,222.82318737811235,C,8.549117753259631,76.53324416484178,A,0
Buddhist,B,-33.82089242846821,A,50.81574782439171,-27.169403136134818,D,1
Muslim,C,-157.8698271439711,B,117.08628018720549,-42.89061607599179,D,1
Hindu,A,33.85407823421441,D,-97.41175154855293,-65.25738235935682,C,0
Jewish,A,56.99659520148741,E,54.02389989730116,-120.34055516068767,E,1
Other,D,-6.348161847295201,E,68.40776426942855,-88.10501707714214,B,1
Christian,A,-129.27748689524896,B,7.6847946228251836,-106.7570710089863,D,1
Buddhist,E,59.10393553701701,D,-41.490994180810986,-71.82143488874371,D,1
Other,A,162.82183163802463,E,-70.16094742385125,95.57745978179857,C,0
Muslim,E,83.13564715841034,B,-81.10865849426446,47.620228312918705,E,0
Christian,C,-126.4574657807489,D,31.713727441011695,227.53298841341646,D,1
Other,B,1.2385273668063799,E,-96.21109297547328,-5.018249418008182,E,0
Christian,E,28.62098457452587,A,-27.549939528543376,-51.82121126654112,A,0
None,B,-27.666735403774727,C,-151.5271776113142,174.48709777590255,E,0
Hindu,D,-124.77083808006097,D,62.26239885347172,7.778657663105423,A,0
Hindu,D,38.09895702307677,D,-96.34430300321107,-16.712327795492733,C,1
None,A,-54.049876556960896,B,-60.838795446443136,-64.44469381288762,E,1
Muslim,D,87.75058219207884,C,123.78464396915338,-17.056732900091045,B,1
None,B,0.69098739722035,D,-2.6288027274498305,114.45124593351477,C,0
Hindu,D,-16.71224331409743,D,91.5012433019566,-181.54897553677048,A,0
Jewish,D,2.5614605399986714,E,144.87282276856692,-58.270951409666225,C,1
Buddhist,C,41.49183380222833,A,107.03891678169606,-49.52847612556497,E,0
Buddhist,E,108.14153615003505,E,16.245433448993058,-7.861309072440874,C,1
Buddhist,E,-97.15719727503848,A,-5.992003870636633,-66.13612327773694,B,1
Other,E,-28.57087085372016,E,-142.87727032865715,114.89000704078236,B,1
Other,B,56.95159999096728,C,130.74581397268213,55.26726820444088,C,1
Buddhist,E,-112.05938719018953,E,131.22429236014423,182.2750958534064,D,1
Hindu,C,3.3368530857653114,B,-115.16731362469244,126.767047837286,B,1
Jewish,B,-207.9720389635261,C,48.76525584978103,4.493927107521925,E,0
Jewish,D,-63.7405835207992,E,147.34085098778746,-110.26936525523838,D,1
Christian,E,107.60651883535837,C,-174.82437953208978,-67.21292278482696,D,0
Muslim,B,-59.004172721185896,C,51.32753738892718,48.167801652171335,B,1
Hindu,E,-111.09970225556039,B,-118.76311421884138,-85.94196466648621,E,1
None,C,116.9427055788265,D,-80.58373260287023,77.62490687805294,C,0
Christian,C,101.10502242860213,B,-97.61861954107542,-192.67614512459204,D,1
Christian,B,-164.07172488518296,E,-111.05942002430326,64.86406229055692,B,1
Muslim,A,52.55421749510838,C,10.471382929416475,-60.380407231468425,A,0
Jewish,B,72.70256332298662,D,88.96266424327817,110.4577825804967,C,0
Christian,C,-45.072564173908624,D,-68.10668022509705,39.13946955523115,E,0
Other,E,-56.250413314788325,A,17.707418946039162,-52.47177251764638,E,1
Hindu,A,-107.71087283129803,A,263.85661189764585,127.98001549138864,D,0
Other,B,-76.61527978657733,B,-93.3881474621426,151.55672348531698,D,0
Christian,E,88.39634092513265,D,102.32467550125199,80.65780961720137,D,1
Buddhist,E,-7.769026034242649,D,98.97014468722483,-43.95103482416673,B,0
Other,C,90.77518580811278,E,-46.384307493685014,92.94949950799227,E,1
Muslim,D,0.30461583981389523,E,-81.79829158856626,-129.3638747405862,B,1
Other,D,-78.76031529780462,B,-134.15377118886485,-72.34265396014634,B,1
Muslim,D,143.83131708139706,C,-38.92492872303137,227.70616776396818,E,0
Christian,E,-1.2558393690046663,C,85.02410091792521,31.78453602455893,C,0
Christian,E,33.03455490415484,A,-40.67418878453424,-90.00914962865802,E,0
Muslim,A,-51.5598743010746,C,-196.70679379281367,38.79281455140971,C,1
Buddhist,A,38.49825832224668,B,52.52575616305234,24.260767983479443,E,0
Christian,D,53.905949810164614,A,-43.52854732009426,-47.9903421742122,B,0
Jewish,A,29.09209490019156,E,69.92194048282123,68.00235103623741,B,0
None,B,-38.01030677874176,B,-162.99074564585862,-115.84852055102455,E,0
Buddhist,A,-138.72233808440825,E,106.11071002274532,-5.243349149535477,D,1
Other,B,-41.53956893880837,B,3.8056604048171336,196.42917164114,D,0
Muslim,B,-171.889804018078,B,7.420583592335111,32.76380751278438,E,1
Buddhist,A,49.84177420992918,B,-67.49369329978553,293.4051497639335,D,1
Other,D,52.942452143262344,D,116.79555816238656,13.961106540339516,E,1
Buddhist,B,-136.56128016022097,D,-41.9370786536868,174.13470159925413,B,1
Christian,D,119.79375365157053,C,24.837492081509918,13.945901410887346,A,0
Jewish,D,-188.44322275936477,D,-69.34663817247028,67.14940209255865,B,1
Muslim,B,-55.78894566114276,C,-28.617798070863643,131.60232148831076,E,0
None,A,51.0838680514221,B,-147.01095135223073,-40.06873808567447,C,0
None,C,151.57071867819226,D,26.314323126071187,-133.73446368280779,E,1
Muslim,B,230.90173722264228,E,44.85716814810783,-16.855533104102793,A,0
Jewish,C,26.13810155498354,A,-60.606265540404195,131.40978171855943,B,0
Muslim,E,45.6706715244148,A,15.775512229072074,-63.78959952613498,D,1
Jewish,B,44.23090847006157,D,-120.03286877769912,-102.96021852457153,D,0
Hindu,E,148.51235587677013,A,0.6676473762300896,31.507466505352482,D,0
Other,E,-83.18055913154512,C,53.10580398080601,83.7363366959341,A,1
Christian,A,-197.39975611036573,B,-69.24836138505846,63.59790102331304,B,1
Other,D,81.59736082358314,E,14.298243846901082,-8.925598232900054,E,1
Other,D,73.07119859620461,A,136.95159317925868,335.6905434790703,A,1
Muslim,D,95.43360865316289,A,-107.77153001392466,-71.89999617053601,A,0
Christian,D,-19.068073766866515,D,-9.128692780901307,39.263523364463516,E,1
Other,E,-9.549529008380265,C,-136.17436746552613,-141.23299737843377,E,1
Jewish,B,-94.57568112805671,D,-188.4807099402337,8.6816294854454,A,0
Muslim,C,-167.04122222037716,D,19.79046589079909,-118.44989350218238,A,0
Buddhist,C,-18.867108627827516,B,-12.09303466275218,-128.30257027264676,B,1
Hindu,A,-83.18095787098319,C,-97.33745633728861,-20.14308149462072,A,1
None,E,-7.156669024922782,A,-40.44827804449064,118.68235626991132,E,1
Other,E,-19.16301564944674,B,-100.32409407815103,92.52235741270086,B,0
Hindu,D,172.08038606856425,B,37.17195142963404,33.7063509635001,E,1
Hindu,C,9.092483453724148,B,-46.396144416318684,-147.91663697551428,D,0
Christian,B,-161.8274704858401,B,-10.481232916208096,54.769881508508064,B,1
Muslim,E,-77.77609703763956,A,-90.92341830270072,-51.40269105550905,E,0
None,A,67.22179074131343,D,-93.2876362279967,58.43857286535634,B,0
None,D,34.73584608801863,B,-159.12794897206012,-114.22667426027691,E,0
Other,C,-9.420740869930844,C,-55.548884727565905,-48.9432287300146,D,0
Jewish,D,34.397997225632665,A,-30.274097854984017,-10.878108273860192,B,0
Buddhist,E,-35.429536456470125,C,-59.73016773981462,-151.0537430586148,A,1
Jewish,E,86.10062824619146,B,-67.90456562658704,-13.40475318339029,C,1
Muslim,E,193.28520628598918,B,-97.26865022462125,110.72857267160849,D,0
Hindu,D,-108.63148941317272,D,-72.1083916158517,-66.50425888452888,D,1
Other,D,119.1346030882248,C,-4.173607735064966,2.283025091197399,D,1
Christian,D,36.318083862649104,D,-11.529666465767512,123.17799598424628,D,1
Christian,C,-207.65219613537772,B,-33.1143256577847,-44.91936545691265,E,1
Other,E,-66.95019183324392,D,43.741324211209204,38.67314737164697,D,0
Buddhist,C,-124.13111749840071,E,-102.53788458978423,-4.501051407708668,C,1
Jewish,D,-45.0022513217027,E,-30.098478656482374,-113.11036694675272,E,0
Muslim,E,-25.676897262047056,D,-6.496437888174,60.17190648465797,B,0
None,D,83.25639479629079,E,-107.35039252229295,57.31770938958912,A,0
Muslim,D,48.854678476518515,A,-42.79055627897208,-129.8693537711765,B,0
Christian,A,-89.48021194419557,D,174.06503054784608,193.65660731662095,C,0
Christian,A,-139.6114407155936,C,148.3270582960421,17.440901550729976,D,1
Other,A,81.27964420511458,D,85.27994457476761,49.81608120984754,C,1
Buddhist,D,42.23007405608723,D,-98.17987424917735,-50.3120334081901,A,0
Christian,D,-143.79239738182457,A,20.172680519344127,80.8444611780895,D,0
Buddhist,A,-15.244034217504323,B,41.845983089001365,147.39484880043418,E,0
None,D,127.65786346585939,B,-39.46638882617073,-113.17800156970519,E,0
Hindu,E,-166.85977710365148,C,203.31963712183776,-36.48894180644066,C,1
Hindu,B,1.7466299854220677,B,34.29742606078111,-21.64094860500559,B,1
Hindu,A,-12.73355693936518,D,34.33951238238422,-36.0065258029106,B,0
Muslim,A,-112.79304774260072,C,110.87964022393402,-124.2377619889974,D,0
None,B,45.875050193832784,D,6.580270544820927,-8.498759062307295,D,1
Other,E,-2.6078307396170746,D,21.249836326338347,43.404215330731915,A,0
Jewish,B,52.76517617482843,A,195.10233712212258,59.027425959509486,B,1
Muslim,A,41.80843548189449,E,-111.69222472891813,-26.43213858970802,E,0
Jewish,D,-84.8621859929248,E,63.56105427099775,-5.42082384490121,A,0
None,E,98.66225936107512,D,-129.9898796320568,-45.81884886899669,E,0
Other,E,-57.20179431749789,D,148.73328698312852,-112.80293427145023,D,0
Jewish,B,68.38032837696146,C,-100.33841923192905,-90.94504086865403,A,0
Buddhist,B,-43.20557448141081,A,-3.740727017564091,-63.93441239473974,D,1
Jewish,A,-92.59626394183324,D,29.647792975417143,186.4455930126434,B,0
Other,A,-90.78320915996989,A,9.537816421536416,248.8635112875806,E,0
Jewish,D,-127.57175548708008,B,-30.16686963426815,-88.13813836488883,D,1
Muslim,E,-217.61404445844067,B,229.30834499549246,-48.55170317989146,D,0
Other,E,53.203859006298615,D,67.75407300207007,27.616190089486675,D,1
Buddhist,D,-49.148487741056954,B,-43.5862103720049,-203.3744570005143,A,0
None,A,-66.96872077206642,B,108.19257876642321,-13.167174394678744,B,1
Christian,B,-62.08123930848238,B,-56.5542865518995,-39.10696056869251,B,1
Christian,A,-7.935976586137492,A,-0.8516709466330793,3.4667209463104274,A,0
Buddhist,D,-136.20278141862016,A,139.79338726290865,50.63765408903031,C,0
Buddhist,B,27.649950472878,D,48.03176147646384,53.34697765363381,C,1
None,E,-183.05861410376002,B,-21.110468338998853,31.799678300439854,E,0
Muslim,E,-56.637634026066344,D,25.11249813495433,100.16169769777096,B,1
Jewish,E,-56.96174229337508,B,-166.6721385733692,85.50960403285747,B,0
Christian,D,-22.707462300768615,B,156.20318299484043,-124.07435778759566,E,0
Hindu,E,-81.01725967950037,C,112.77933590570373,45.98388658051861,B,0
Christian,E,14.112109203980644,E,-6.603468669635634,22.499826631603405,D,0
Hindu,D,126.61919012471668,C,19.604958354010602,99.23772178654771,C,0
Christian,A,-178.42635906462058,B,-35.33444883172704,-77.09523698588853,D,1
Christian,D,48.103461506498626,D,38.42447116700643,-6.7649042916336,A,0
None,B,82.34717407678102,A,-58.92082420604082,-87.77220418153097,D,0
Buddhist,A,-126.26693308889865,C,-8.5210379277043,-5.817412218994873,B,0
Buddhist,D,-153.59390176541467,A,-28.20712154063113,104.38549446822157,A,1
Buddhist,C,-64.39102445651339,C,-19.45094103281319,54.98810322581642,C,0
Muslim,D,-17.829249379354586,E,41.64126855341149,-29.71476076220864,D,0
Jewish,D,72.41163493605595,C,40.76857635753643,44.94917162309758,D,0
Muslim,A,-189.78411340458064,D,62.203988844415505,37.84970656616613,B,0
Hindu,E,-113.90409637397416,B,-81.57257235412071,29.988473845929224,E,1
Buddhist,C,-77.32438296493976,B,-120.58039493068597,81.30977620517288,E,1
Hindu,D,-182.85811515591377,C,-21.11636030500031,-90.53262244932971,B,0
Buddhist,E,-129.3282358075622,D,187.42759559393315,-147.02874172991196,D,1
None,E,-21.61280918391785,C,-119.32892975855474,-97.37454732225916,A,0
Muslim,E,-82.32269255000912,B,-115.08436096817516,81.26542120971816,D,1
Other,A,72.72993123269494,A,15.421573697849606,143.06114605397852,C,0
Hindu,B,-149.6866344826959,E,-61.54279002182752,51.87554628148378,A,1
Muslim,A,-11.370127938687844,A,12.837703336730183,36.58429698251003,A,0
Other,E,220.7616855783654,C,-2.677474522561609,22.51108036288506,D,1
Jewish,D,-24.003058487142066,D,-41.75989733923,-78.72098821261531,E,1
Muslim,A,146.5832993072198,E,25.054184061038008,-100.09065217526746,B,1
Hindu,C,-60.7623561660958,B,16.75057585185759,1.477884844891312,A,0
Other,C,87.31322465729178,D,-96.51609207231621,-97.7680329392983,B,0
Christian,E,69.2689044231531,D,-42.18292931009395,-23.717030301335505,A,1
Jewish,C,-18.21058040827058,E,6.864722575947307,118.1597120998566,E,1
Other,D,-103.46665485715772,D,55.16746754750116,-29.66205546781564,E,0
Buddhist,E,39.36057056145094,E,-90.73068659519765,-50.03216917560255,D,0
Hindu,B,-71.52079250864651,B,-5.013777879315007,-73.32256602832622,D,0
Muslim,C,39.23399904981248,D,-160.16910091709036,-20.098850348577496,C,0
None,C,233.6047267178393,A,95.36528887637354,-36.10598307173255,C,0
Hindu,A,-84.39723138188752,C,-133.8667027363751,-136.01012544849368,B,0
Muslim,C,-48.780599581883536,A,80.51839124807336,62.43327814679465,B,0
Buddhist,E,-59.56559862413041,B,27.90161159225274,46.57319141535685,D,0
Buddhist,E,-101.82225374641011,A,-0.48827701258994494,80.75501699944382,B,1
Jewish,B,-26.208732619230563,D,-82.9138261286304,-88.7115566246478,C,0
None,E,-83.85709407366448,E,168.79390112879753,-2.324401020908572,C,1
Christian,A,-108.24782381848759,A,-125.18515695928318,73.24260327610924,D,1
Jewish,E,35.83330294183525,C,-168.6217901583469,228.60404569766266,B,0
Hindu,A,-47.67580446963934,C,61.77880793264615,78.6837936759461,D,1
Hindu,D,-15.199664515884868,D,-19.01156692466343,-77.36384968340543,C,0
None,E,-174.43371304798018,B,-101.44632726688837,-5.910830858584891,D,0
Muslim,C,67.12791965711524,C,-35.33612260885496,-38.52324637299973,C,0
Jewish,A,87.49797649687403,A,-24.829563304950725,-159.89600599524147,A,0
Other,B,69.03904405923424,A,-190.17241092605084,28.52611823629668,E,0
Other,A,132.29073220787055,E,60.200983783008546,73.02261145590073,D,1
Hindu,B,12.852425347803266,A,-71.25292672284495,230.23145463842445,C,0
None,A,65.81988920326654,C,-54.68844834759361,-17.12628075035592,C,1
Buddhist,D,43.65326083921247,C,136.76474903921496,-40.82535237701016,B,1
Christian,C,24.263434430903043,A,107.0299385617846,43.05734983531725,C,1
Other,A,23.460999136368336,C,-14.108974243643818,69.1474156781196,B,1
Other,D,65.80375513553174,E,-63.86487781975186,138.00275672479358,C,0
Christian,B,-59.886342870523926,A,-13.38031651987075,165.58326857590578,A,0
Buddhist,E,-131.2435628523575,C,-194.07853620756873,1.5454542649961307,E,1
Other,A,-104.59418941796868,C,86.56036520485063,-25.591648252838006,B,1
Christian,E,-61.40879714131087,A,-0.16457084535078587,-148.40863192440438,D,0
None,B,-19.639123167963945,D,-132.3380748047658,191.17269550427056,C,0
Christian,A,9.598518892712447,D,103.38430787252233,-0.02696577149411341,A,0
None,C,-107.8095920888529,B,-141.34212053231562,65.9773961295112,D,1
Buddhist,B,-50.22647807816959,A,176.7890863204837,85.78377640907645,C,0
Buddhist,B,129.9554338531044,D,-108.92636041245372,250.99442074868543,B,1
Jewish,C,99.24927560880079,B,33.13273766843455,-59.5082654121704,D,0
Buddhist,E,43.64719589646618,A,-36.15879854577338,-89.59428018180458,A,0
Jewish,E,28.011189294339967,C,168.64073269994205,-67.19160152985863,C,0
Christian,C,31.49872284561094,E,10.538539559965459,134.88616267288472,E,0
Muslim,E,-14.256951989791137,A,-116.50451930345025,-34.55250434831468,B,0
Jewish,B,-78.37882088709081,E,-143.4245835834419,-77.67019375153349,B,1
Other,D,-16.82955504436108,A,41.66419837883966,31.788909371931684,D,1
Jewish,B,-12.434001658065895,B,73.68272765816488,-16.577858097961187,E,0
None,B,-284.84230666698045,E,-2.6740011450385457,-2.43399726914351,A,0
Other,A,-45.92556398571735,B,-34.734964671149115,82.22502171684923,B,0
None,A,108.0511797490712,A,-62.74162644969322,52.22449642891639,D,1
Other,B,49.94854915342417,E,-45.0591900574917,3.507952681724026,D,0
Other,A,-194.58067455437794,A,33.81877673134856,-37.53984600804116,D,1
None,C,42.594776659103196,E,64.29418553165823,-238.50507910182768,D,0
Jewish,D,197.5512509958015,B,-15.648617419625147,57.648531777056924,A,1
None,A,-22.325759722231574,C,-23.874945355224597,70.56178427529667,C,0
Muslim,D,53.84964715833678,B,-83.19636202624469,8.403579378933033,E,0
None,B,69.73517472881421,C,-341.37551067856714,-46.39474107325971,E,0
Muslim,A,33.67962895565938,C,6.700445608086264,66.42653926337891,D,0
Christian,C,-25.135183132131438,A,-55.989120663401,-100.71056037857208,B,0
None,A,93.37507326780005,A,-10.094945057779897,-188.9266846292394,C,0
Muslim,B,75.54123145674964,B,-91.82720193400168,0.08198303292719998,B,1
Christian,A,19.340280567530822,A,-29.951389425034762,-108.0387500762795,E,1
Christian,A,-55.325588203595224,A,-57.83051666805683,73.22013421955396,A,0
Other,E,-41.438678326385,B,150.08697551913713,20.271293658896024,D,0
None,D,58.76819802696425,E,58.09079432105657,-124.18570068432987,C,1
Buddhist,C,-190.34999953878147,B,9.308283059408502,131.46197575699586,B,1
Muslim,E,149.9445933999012,E,172.05943640318338,-248.01734807032824,A,1
Muslim,C,-56.129903997653805,A,77.32961040869269,-217.47564854198492,E,1
Jewish,B,138.7438931347787,C,-99.44787573720986,28.623978286798007,B,1
Muslim,B,10.034521028928117,D,-37.72707385734535,24.333931791311173,D,1
Muslim,E,-20.6514538288079,C,-107.583691705888,-13.095823185334385,A,1
Buddhist,B,-7.960820516389859,B,-3.5003606630178927,31.466856846444458,E,1
Hindu,C,97.0250927994733,E,-106.7855012116781,97.67156039901525,C,1
Other,D,18.031725433051285,E,15.554939706338292,-3.1551246166400015,A,0
Jewish,A,-56.950214273551836,A,128.04146522534896,47.05875521121076,C,1
Christian,C,-81.41313908272146,B,-41.63641830806446,-80.94433089009317,B,0
Other,A,-7.72423881631365,B,47.49152188701794,64.56066593584868,D,0
None,D,-196.60484054361416,C,66.12419684750893,28.59794952193872,A,0
Other,A,110.10945769259337,A,121.88969545678796,-114.74705671618692,A,0
Christian,C,104.65870816273977,C,-36.17992370971466,-117.1424177221776,C,1
Other,E,-117.43035727140256,C,-182.8260637742558,-103.62278392971325,B,1
Buddhist,C,131.1434974167027,A,-14.505484072724602,22.218947250170267,C,0
Hindu,D,101.74865110978122,E,53.38949443601659,-10.160452667319369,B,0
Jewish,A,111.91002126794342,C,-5.92039349295488,-8.80568745843481,A,0
Buddhist,B,120.98665019502887,D,43.65379333527057,111.6215175931323,E,0
None,E,-146.25174525233703,B,-191.8202161153272,-66.25696080201008,C,0
Muslim,E,65.49152311369475,A,7.06852217885506,29.81679021231219,A,1
Muslim,D,-15.668787463507533,E,38.86305363625681,153.68769886142718,A,0
Other,C,-10.275241757815799,A,13.810361755012767,8.400577137937637,E,0
Jewish,C,192.98877967485382,E,35.924268126754384,1.1577750310635295,E,1
Muslim,A,-161.3954336197098,C,-17.117779606410895,-60.67717627684006,C,0
Hindu,A,-193.38842059806473,A,-25.68205003759239,-34.73495719681949,D,1
None,D,-33.507658759611374,A,62.050799184293616,20.368333348218798,B,0
Christian,A,39.84146355340894,B,-24.892965102847313,107.76661584567073,B,0
Jewish,B,72.59152289412043,D,60.532707595117664,-250.68301335872545,C,0
Christian,D,49.96991493911464,C,-16.46779956935691,-44.810026640370864,E,1
None,E,133.90119033227367,E,53.26531857161252,63.86418207652929,C,1
Christian,A,36.172900779030954,D,12.580564085993501,-19.07546517534051,D,1
