religious_affiliation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
Muslim,A,A,A,B,C,D,E,194.49840904953334,90.90205979618624,A,-59.660010104044545,27.322005663226573,B,0
Buddhist,C,C,D,C,E,A,A,7.802259799388642,86.73984577164536,C,-183.67940706205837,-106.3428901219546,B,1
Buddhist,E,D,A,D,D,A,C,-101.04646620922249,260.07665979543,A,-12.911569351696016,136.53076760805274,A,1
Christian,E,D,B,E,B,A,C,77.33727449561253,202.24085076766835,E,167.6417565013913,19.077860612880368,D,0
Muslim,E,B,C,A,B,C,E,-95.31720525718819,-65.35983956867958,C,-42.36999500316186,-49.2339898049193,C,0
None,B,C,C,D,C,C,E,25.943997563453102,180.9347086968219,E,37.53400170267936,119.83527783507763,D,1
Hindu,D,C,A,D,E,D,C,-10.782214142833157,99.31241895122831,A,23.370653228799696,104.67581948351803,D,1
None,E,C,B,C,D,B,A,66.25511150556174,-58.98369280363212,A,-50.052530406967165,112.64927253942069,D,1
Other,D,B,C,D,A,A,C,-114.75690885179901,25.704130890557064,D,48.21641096635694,59.301866195184395,B,0
None,A,C,E,B,E,A,B,-69.9353105186011,0.4498183595044509,B,-67.03337501502928,-158.88888705796361,D,0
Jewish,A,A,C,D,E,A,C,19.442533016506435,141.08137605912304,D,14.528470379760547,-47.582840938058304,B,0
Hindu,E,C,D,A,C,D,C,45.82210379514197,4.9073669561710105,C,-294.5062131518879,-220.22461698286753,E,1
Jewish,A,D,E,E,D,D,A,116.9093908160175,104.7534396942229,E,35.0495750838274,-5.397894663389193,D,1
Buddhist,B,C,E,E,D,E,B,-10.348291623370299,136.62868664834625,B,138.96021350189147,-44.8854888608446,E,0
Other,A,B,D,C,B,C,D,-21.140831822578352,-74.82507394839139,C,108.32323173885625,-161.3240072892259,C,0
Muslim,C,D,E,D,C,E,E,-84.66232742913866,-145.29159974412423,D,-8.171357196115698,-125.80654016223023,B,0
Hindu,E,D,D,D,C,D,A,-216.54045010830046,41.415014354862834,B,11.48582063857812,93.95626540179671,A,1
None,B,A,C,D,E,D,B,14.388053623403932,50.521165298752045,E,78.07601283881917,95.29908079471755,B,1
Jewish,E,A,B,B,B,D,C,-42.50477613505992,94.64891075176622,E,33.63241272673799,69.55722424603262,D,1
None,A,E,B,B,D,E,B,50.18963203619872,-184.62021151282596,A,41.956335899957146,96.60467785309777,A,0
Hindu,E,E,E,B,C,D,D,-10.288867931333911,65.64166590002418,A,-29.69134826193427,109.77735228346785,A,1
None,B,B,D,C,D,C,E,30.150421012660765,-55.73791219964641,B,15.138940588438777,31.97988498285515,E,1
None,B,E,A,E,A,A,E,72.73950004744188,79.01758455428325,A,72.72769927927422,93.78525940135484,D,0
None,A,C,A,A,E,A,A,-237.48401348329753,-5.958774415676532,A,-149.7047119333738,-51.60667805842334,C,1
Buddhist,A,B,E,D,C,D,C,-138.19128478318734,-63.992807017570776,C,-21.90080354062759,158.71949190627456,A,0
Muslim,B,C,C,D,B,E,D,-47.64413124658115,17.173673358720322,D,-102.11807479685531,-8.658795367148322,B,0
None,C,B,A,C,D,C,D,82.96757068591954,-13.54495324766998,A,-118.04750654286795,22.608775401549085,A,0
Jewish,A,C,A,E,A,C,D,183.81125764950448,25.50364676149911,A,17.90928900633787,190.30959165157927,E,0
Buddhist,B,C,D,C,A,E,C,-81.17440085641282,146.90995615652156,B,-68.68606960957973,169.37476408660942,D,0
None,B,E,A,C,C,A,B,-82.83465194525168,-135.9339241396548,A,37.651474007698745,-60.472192138732915,A,1
Hindu,E,C,B,C,D,A,D,-36.68511028152534,-35.35246512020151,E,8.36149609636894,-145.91813399323894,D,0
Buddhist,C,D,C,E,C,A,A,-35.135966097291835,-1.916012274137003,A,29.17529163788828,-79.39783948389831,C,0
None,E,E,A,C,A,D,C,-147.99732130796602,37.02465988238393,E,249.47660556894937,-57.28316102129691,A,0
Christian,B,A,D,A,C,E,C,-141.50847877472086,25.77093805657997,C,-0.04404364068461674,-101.73786818164032,D,1
None,B,E,B,C,E,C,B,11.800957000919873,58.49033329815146,E,-225.13526448653693,59.87945751218496,D,1
Christian,A,E,E,C,A,B,D,-35.01963197575171,-70.09218004901987,B,-214.17223323625777,-91.32630504464356,D,1
Muslim,B,E,A,C,A,B,A,-57.79222136052549,-58.009068974266995,A,-8.465164910403224,127.67557626621837,C,0
Christian,A,E,E,A,D,D,B,-92.17934301512727,-2.5899303446754502,D,-36.80787633348137,-9.835593281830448,E,0
Muslim,D,A,D,A,A,E,E,-3.1344986083891637,79.19900942386082,E,0.23218583874592538,-56.25363961844684,D,1
Christian,D,B,C,B,E,B,C,-0.19476609350559348,-89.09065380059467,C,-116.90611326366482,-20.4962278513031,C,0
Hindu,E,D,C,A,E,C,E,19.62726855861465,-37.090343000494435,D,-62.99987952848321,40.165690394271465,E,0
Buddhist,E,A,B,D,A,C,C,149.36951060699778,-144.64193836065346,C,-10.929210075187914,-28.22609340268475,E,0
Hindu,A,A,B,B,E,A,A,58.11715907174742,327.942473236897,C,97.6859365222274,-142.70628429078042,A,1
Muslim,D,A,E,C,B,C,E,-29.22573109286856,8.770487411758488,C,69.65004678715559,-173.19222894287506,A,1
Hindu,E,D,A,D,E,C,D,-55.08741316872946,258.45326692790803,B,11.486323753735464,-124.27620998162585,E,0
Muslim,A,E,C,A,A,E,E,83.75767621751051,159.7595594436895,C,-21.194796300489948,22.777267492401023,B,0
Muslim,B,A,D,B,E,B,E,203.61028969376127,-196.90278226004327,A,-90.5916942685122,-113.24018218356451,E,0
Christian,A,E,C,B,A,D,C,-38.356540869841986,-40.469019271692915,B,-88.74764133397291,35.42777871456895,B,1
Other,A,C,C,E,B,C,A,73.3748804156187,85.24514397418086,C,-15.198797332738065,51.07014948183585,D,1
Muslim,E,B,A,A,A,B,E,40.52337601479438,-113.1562947625115,D,-70.55564673050921,-104.46951306965973,C,0
Christian,D,D,C,C,E,C,D,96.97483826438878,-90.80861868497627,B,58.262447625224,-24.564352428936512,C,0
Christian,C,A,D,C,B,A,D,-43.827831531142984,189.09987130472365,A,-25.570671527967757,74.24413365177618,E,0
Muslim,E,C,A,A,C,B,D,-69.59525214520669,42.94941195908223,A,-44.311073191751404,119.46946638549278,E,1
Christian,D,C,E,D,A,E,A,-49.07627505397548,237.42533228797276,C,-21.943682852724976,-110.71234570293387,D,1
Buddhist,C,D,D,C,C,D,D,98.58064082427691,-50.564223612695834,C,235.47160885100902,18.05828931838921,A,1
Jewish,A,E,B,D,D,C,D,46.98560074397468,72.3123446550713,D,-175.37000540607724,-15.671705957165749,A,1
Muslim,D,E,B,E,E,B,E,-139.89900777310942,-56.01742821483631,A,-149.61761311894622,50.401482883981195,A,1
Muslim,D,D,E,B,A,C,A,-216.18952593970232,-72.33220312830511,E,157.21892195572244,-40.824682925335125,A,1
Christian,C,A,A,B,C,D,E,13.759645946260488,126.49501379701185,C,108.26862044320397,60.13198832297807,D,1
Buddhist,C,C,E,B,A,D,C,4.494108236460967,-17.731327315102202,D,53.47406854164032,83.03894249473235,B,1
Muslim,A,D,D,D,C,D,B,-195.3485785114656,77.8507055374734,B,-0.8051162274387557,-94.4652788826572,D,0
Other,D,C,E,E,C,A,E,-40.76535899825397,53.635840643658575,C,-43.00714524176775,-89.40377024885925,B,1
Jewish,C,A,A,A,E,B,A,-22.46206044407697,25.54103044548914,D,-70.22699432074714,3.8035934783853023,D,0
Buddhist,E,A,E,D,A,D,D,144.64782995881959,91.15869627119793,B,-6.340263804431036,-35.06268159913597,B,0
Hindu,E,C,A,A,A,D,E,16.502657317096148,-105.15208633480486,E,-64.62807612221852,-5.037215979453567,C,0
Christian,B,D,C,E,C,A,E,106.95939749126018,125.24125044516458,D,-90.58901791964314,-127.32591476392167,C,0
Other,D,C,B,B,E,C,D,-1.427798128084127,-68.04348498113929,B,-46.89642992481423,-11.743571290766521,D,0
Muslim,A,A,A,B,C,D,D,-85.23503445707011,36.9493581892933,D,112.08585506751099,92.49510084720298,C,0
Muslim,D,B,A,C,E,D,C,54.3603578331887,37.497828624453646,A,-78.84940551586547,53.679369201109374,E,0
Buddhist,D,D,C,D,E,B,B,-122.40014514260086,-49.67337958943531,E,73.96132267985864,-25.84835180888821,A,1
None,D,B,C,C,D,D,E,-72.39068525464951,119.40061711130745,A,32.3998315107208,74.36172289648397,C,1
Hindu,D,A,C,D,C,C,D,-68.2225700680496,-83.68858014341428,A,102.08447127602656,-66.91196502725865,E,0
Muslim,B,B,A,C,B,A,C,196.73197992358072,-9.359799378530946,E,112.48376576730021,105.7997366872581,D,0
Hindu,B,B,D,E,E,C,B,18.905711121618403,-115.39480341368129,C,-96.99425584893334,18.712813678753022,E,0
Other,B,B,C,C,C,D,E,-14.294081125131214,-135.85601634684613,C,-187.13795260294873,48.26538687932258,A,0
Buddhist,A,C,B,B,A,E,D,-18.61809225781044,-60.10402329786007,B,150.11074927047738,26.254640255125384,D,0
Jewish,A,D,C,A,B,D,B,74.07938018008144,-94.9124373812511,B,-147.7277635743419,129.65031176345147,D,1
None,C,E,B,B,E,E,E,-92.7834252925985,98.45925504267032,B,-5.843025969209581,80.97840357300147,E,1
Christian,B,B,D,C,D,E,A,-106.04328817712567,33.32747439756374,C,-43.53038665158078,-80.25563802151443,B,0
Buddhist,E,E,D,E,C,C,C,-111.48341764286873,-50.33935417458974,B,112.7944501581245,-175.3272259325289,D,0
Jewish,A,E,E,D,E,E,D,-10.127896283258437,-129.6991604744628,C,-16.690152361007577,-18.84782914741994,B,0
Muslim,B,E,E,C,A,B,E,98.67362985619258,-31.21979123080652,D,-174.01545522370978,-117.16763219592224,B,0
Buddhist,E,D,C,A,A,A,B,-137.282349634754,-318.675383565804,A,20.4736594618197,-20.801427869079106,A,0
None,D,C,E,A,B,D,D,0.43094856792928876,-2.2746093845376696,E,-138.2074248035752,-74.42242718038638,D,1
Muslim,B,B,E,B,E,A,D,-14.612672919882094,-20.309317938332384,D,-54.554791027269246,246.36525137777627,A,1
Other,C,A,B,B,C,C,B,-97.82761671446065,-157.60329504532734,C,-17.873556396766002,26.603610757945006,D,1
Other,D,D,B,D,C,E,B,-131.610003740068,-144.84364262632434,E,55.114689309175546,155.6948385970312,D,0
Other,B,E,B,A,C,B,A,61.566395638368945,-97.21255650644719,A,-10.915941593301309,-81.14898949776507,E,1
Christian,E,B,A,C,A,A,E,-44.07765625996921,-9.50234541347906,D,-181.90487345466983,1.7021909983229961,E,0
Buddhist,E,D,E,C,B,C,A,30.188097116209523,119.0740883303086,A,-87.91360557257956,69.52713746006758,B,0
Buddhist,C,C,D,C,B,E,E,107.41871623436711,71.62601911622775,E,14.759916249876959,-103.64893224169339,C,1
Jewish,D,A,A,B,B,C,B,-66.3714738650315,-131.86986988427438,D,2.375919666410199,-118.59679066748478,A,1
Buddhist,E,C,A,A,C,E,E,175.7992539448696,137.0228831040563,D,132.393605782137,-58.412932822322496,B,1
None,C,B,C,A,E,B,B,-7.154407455902518,-6.494850263055361,B,8.915469663373742,68.99952400088686,E,1
Other,C,D,C,A,C,D,A,7.527089879047015,-79.88293330829981,B,-123.00485809495916,-13.738079136288682,A,1
Muslim,C,E,A,B,D,E,A,82.75535190012306,-46.4060890704823,E,172.97243559878177,2.536013614199472,A,0
Christian,C,E,B,D,C,E,C,-39.31593045587739,11.78031232525655,D,-4.54450523837265,49.41871544888392,C,1
Other,C,B,C,C,D,C,D,-25.380727597044277,229.39234717420925,B,115.15832300072223,-108.46830714079134,B,1
Christian,C,C,B,E,D,E,C,27.090847279232243,108.12918755726011,B,-135.2857875961954,8.704744317023817,C,1
Hindu,E,C,B,B,E,B,E,49.93936797150804,-107.65930805043205,A,67.31968126561434,-134.92644124972256,A,0
Christian,C,A,A,D,E,C,B,-268.0445535613669,-34.44489553068319,A,50.95796244040276,-141.39386927105377,C,0
Muslim,A,E,D,B,C,A,D,73.43271236505028,-86.7759296598,D,64.36252547768429,94.94924109029273,B,1
Hindu,A,E,D,E,D,A,D,61.575017637968834,53.99770048134247,B,-117.97421291693928,2.102297281724743,E,1
Muslim,A,E,D,E,C,B,E,67.26162946846819,-56.728087177412355,D,-0.5870021390866015,-1.6195236771392527,C,0
Buddhist,E,E,A,A,B,D,B,20.02721569557408,-98.82724443291602,A,137.86616542762206,-9.280600231427696,E,0
Other,D,A,D,A,A,D,D,14.202140615200182,21.230569302253937,B,35.40953680375106,-2.2550380659670064,C,1
Jewish,A,D,D,C,E,E,C,82.59560588946455,121.43954616086006,C,-60.482333365302274,325.4029000130647,E,1
Muslim,B,C,D,E,E,C,C,68.70394274020151,189.57618345472756,A,18.38032613600118,8.990632843191307,C,0
Christian,D,D,B,B,C,B,D,20.012787148758683,-72.99357827668406,D,20.99068751655647,52.66852196627961,E,1
Hindu,A,C,E,A,C,B,E,-6.564014348677525,-116.48747233926866,E,26.496315795507876,-56.8471387550575,B,0
Muslim,A,E,B,C,D,E,D,102.96791035048601,3.9853623093715242,D,151.0410406978143,-48.223512599450494,E,1
Hindu,E,D,A,D,B,C,B,-117.56193085296812,127.35090738940069,A,-179.10872966805886,157.13191066795056,B,0
Other,E,A,C,E,A,D,E,149.6787146262384,-43.499059929376884,E,106.34015637252226,-8.296441186703339,D,0
Other,A,D,A,C,E,E,A,129.2708220346898,-206.20199557042733,A,15.294206526904672,103.04183857131765,C,0
Christian,A,D,E,E,C,D,B,73.47212131239654,107.62766856914065,C,130.05531861000404,180.39015738444104,D,0
None,C,B,C,A,E,B,C,133.2708283699544,61.959482709278625,C,-84.19209009305949,-125.91334359186628,C,1
Jewish,B,B,B,C,C,C,D,-14.285152629393002,53.2241440746733,D,55.06400416301774,-45.47398631140444,D,0
Muslim,A,D,E,C,D,D,A,100.8008829038616,17.26694472981324,A,40.34789785673942,69.06958192668556,B,1
Hindu,C,D,C,D,D,A,E,-166.07874997396476,0.5365991120428539,C,-94.1227846801787,-45.91777325207718,E,0
Jewish,A,C,C,C,C,E,E,-16.46527328391355,18.682173773814867,C,59.73625534528427,17.042107131724244,E,1
Buddhist,C,C,C,E,D,B,E,-21.283386021423983,45.725140502338796,D,-24.204067576318526,-46.53330219841261,D,1
Jewish,A,D,D,A,E,D,C,117.74483001268332,-70.41788571632513,E,78.67570521536834,-90.389633970858,A,0
Buddhist,A,C,A,C,C,B,B,-139.50196883194084,-1.4605456579209264,C,4.718426305038309,-39.853010540240724,E,0
Buddhist,E,B,B,A,B,C,C,-22.962050569004163,103.1093491270033,D,-112.87850833007225,-19.60549150622972,D,0
Buddhist,E,B,A,B,C,D,B,-88.42813586536661,87.94827812860663,C,113.72347019604847,-77.5426253982091,B,1
Hindu,C,B,E,A,E,C,C,-68.97755260872678,131.39660066040935,A,6.557055896295598,38.57800047692559,A,0
None,B,D,E,A,D,B,C,-30.19586626311503,-100.13588644951173,A,-150.7351980541836,51.972565737226326,B,1
Other,B,C,A,D,B,C,E,-107.57330086059851,-66.1732523729973,D,-53.51427719526852,10.315024527330243,E,0
Other,E,D,E,B,D,A,D,-120.88678372053563,-55.30664728159147,A,330.1011384609843,106.79927478239381,B,1
Jewish,B,E,E,B,E,D,C,182.9127490227176,234.80232134854907,C,-169.58189893467772,7.821939618661168,A,0
Christian,E,B,D,B,B,A,E,-89.35553345678666,-99.57549052690777,E,-1.1588673008919697,-18.67280388010237,D,1
Muslim,D,C,C,A,C,B,B,-141.61552788102384,117.03989712842615,D,70.35494625476939,-34.751669109074456,E,1
None,B,B,E,B,C,A,B,-43.653376489411,-23.236417822741686,E,41.96331725432539,-26.30069566671666,E,0
Hindu,E,B,B,C,A,B,C,-125.74986490656663,55.49016541099906,E,136.52508943795735,-49.90426867005348,B,1
Other,B,A,D,A,D,D,A,-144.10288402263876,-161.72639996717822,D,-16.365588479406252,134.97154609709688,A,1
Christian,A,D,B,E,A,E,E,8.045423995370967,-139.40743539698815,B,-29.944449772495616,-66.51251167374429,C,1
Christian,A,B,B,E,E,C,B,90.44850014462497,19.933829354602285,B,25.373850309259105,-65.28271601469434,D,1
None,B,C,E,B,E,E,B,-198.2884678016966,-17.251767140044993,E,80.79825655605258,165.05761152882056,D,1
Muslim,A,B,E,B,D,E,E,83.16838290206461,49.97019519643334,C,98.50679784591904,212.68670899200384,D,0
None,B,D,B,C,A,D,C,127.0655170611318,-63.85873209713184,B,2.9897009324014125,-17.687143016755304,A,1
Hindu,C,E,B,C,D,A,E,-101.15761900014728,-131.87072503943727,C,99.35408034610589,41.329369821796504,D,0
Christian,C,B,A,E,E,B,A,-3.922641150840242,-43.880500318250334,A,-62.324490729178564,71.62668347605297,C,1
Jewish,D,C,B,D,C,E,C,23.263361528569153,131.63250292283854,E,-143.85198589926569,-55.349792746301354,C,0
Other,A,E,B,B,A,A,A,-81.16355199870054,-2.031662446584471,C,-32.626347337163565,-88.79711535701081,D,1
Christian,E,E,D,C,C,B,B,-7.29648934848531,-92.14809143530024,D,1.6535905559282311,81.19024703302937,E,0
Other,B,E,B,D,B,A,C,181.74398326565674,325.1577854810113,E,16.661628055900824,104.79325099986944,A,1
None,A,E,D,A,A,A,C,86.30525659838523,41.02511152661811,A,64.1194029740222,63.72914507333438,E,1
Buddhist,D,E,E,A,C,A,E,7.643042510344099,-69.94088660960918,B,121.2774487028027,160.33081719626742,E,1
None,C,E,C,A,A,C,A,83.56687879127715,85.84047872518747,A,64.38280823539515,-101.07268880765412,D,1
Hindu,A,E,C,E,B,D,B,-89.02603955185805,-150.83529403275952,A,-73.94151139484758,-107.41262676440999,D,0
Buddhist,C,A,C,E,E,E,C,-175.39403207867343,132.48878960882183,D,-105.94160202601898,-84.49475787114224,E,0
None,E,E,B,B,A,E,A,188.4366061878058,-73.93216873006654,A,-139.42129762166812,-213.60423058555745,B,1
None,C,D,E,B,A,D,C,101.14869826172743,130.7850048233172,A,-9.498232827263225,13.303455656369856,A,0
Buddhist,D,B,E,A,B,D,E,99.23882876230512,-21.765132430869333,C,-23.211320815561535,-12.450203957968478,E,0
Buddhist,A,C,A,E,B,B,E,-16.120230089246554,-68.90618972751032,A,-74.42923052175996,-199.0640925692358,A,0
Other,D,B,D,C,C,E,E,19.11479995081203,-169.5889772056376,E,75.82501502411574,42.37888895428738,A,1
Buddhist,E,B,A,C,C,D,E,37.35934228676048,46.329583701258706,D,-60.98798421001437,-60.85432394041712,C,1
Christian,D,A,A,C,A,A,E,3.4140825455407406,100.70414179015472,E,12.48442889991477,-39.00564245241928,B,1
Jewish,C,B,E,D,D,D,B,-74.12280000923876,26.86616197035987,A,-34.3935645313324,-85.96413411388774,D,0
Hindu,D,E,A,E,E,D,E,-109.7709337882857,90.90418376968788,C,-78.8910195826522,145.70475639646816,D,1
Buddhist,C,D,D,D,B,B,E,-105.57632654495679,151.81107679348546,A,20.84512252328575,179.57758424711676,B,0
Other,B,B,D,B,D,A,E,124.58174171812301,-23.712780580288506,B,-85.20808753286907,-9.237045840195023,C,1
Buddhist,E,B,C,E,E,A,E,-147.1322519571581,-124.3224707494266,D,110.2308453425319,-102.78422046482667,C,0
Other,D,C,E,E,C,C,C,100.12790034473187,-110.19088458976056,C,-39.79322410344493,-47.68464250397332,C,0
Jewish,E,B,D,B,C,B,C,23.161775610217138,66.80041914220988,A,-134.50611796464628,69.1994513296687,D,1
Christian,B,E,D,B,C,D,D,-9.139514213951845,91.38993035696481,B,111.65076533153979,-60.60332781060501,D,0
Christian,E,C,D,E,E,D,E,-51.291153195996365,-103.7717528164423,C,-44.027986995937646,138.9066574528655,B,0
Christian,C,E,C,C,C,E,B,-37.22146110000668,-33.11040531309391,D,102.30357659226361,10.84494922220101,B,1
None,D,B,C,A,A,A,D,112.20432805690893,78.42350793863662,E,-24.163658922933834,93.34970888597401,D,0
None,B,A,E,E,B,E,B,-58.55068149194014,-46.916843318815374,A,-62.25009195299075,79.45767970575429,E,0
Hindu,B,E,B,A,E,B,B,-88.02167388349682,-30.26901329986637,B,-46.83044908903368,21.5662939879321,A,1
Hindu,D,B,D,C,D,C,C,-78.9639909881429,5.8967240872055,D,-44.160451687531655,83.69620638058296,E,1
Christian,A,D,A,E,E,A,A,-65.2698558469809,13.817419271046417,E,29.11985406159522,11.075900960725296,D,1
Other,E,B,C,E,E,B,A,62.20422568377375,44.14709822123722,B,3.1584921719415506,-137.55931899334146,A,0
Jewish,E,A,A,E,C,D,E,-205.3452945762372,112.08581185701885,E,-57.24613932567508,-65.61044106821767,A,0
None,D,A,E,A,D,D,B,-109.75775427007817,130.2037170621399,E,-68.67072675536232,-40.008017760484876,A,0
Buddhist,C,D,E,A,D,C,D,9.71132564779451,-160.5686533007479,C,-42.911190826561835,-32.297369231510764,A,0
Christian,B,A,B,E,B,A,E,244.6169303262876,104.08259517564613,D,79.51236551616836,-140.84774141922378,B,1
Jewish,E,B,D,C,D,C,D,37.642279179040294,-34.54924454693191,D,-91.64615059542395,-3.390849592306158,C,0
None,C,E,D,A,D,E,B,-294.4366715393865,83.00389422457134,A,52.40661457633252,-41.237169583712415,B,0
Christian,C,B,B,B,E,B,A,-154.87249292324032,-76.27694230237421,A,8.164497781824839,103.98433941286763,E,0
Buddhist,C,D,D,E,B,A,A,2.9969281468853146,7.06163925805974,C,-45.43170376553748,186.1874898482524,E,1
Buddhist,B,B,E,D,B,B,A,79.79427939389467,-59.81575402150584,B,243.1313684328699,57.1707153642587,C,0
Hindu,A,D,E,B,E,C,E,3.283885902526457,42.03975817460011,C,135.14587382856794,77.14556239310927,C,1
Other,C,C,A,E,A,C,B,181.2357849165525,-31.9691541932911,E,124.20018128993362,-135.0882755421087,D,1
None,B,E,D,D,E,B,B,-86.0427504403892,-23.8027226129906,C,101.29242423624558,-168.8289709430793,E,1
Christian,B,E,C,D,E,B,A,160.08417056875496,-70.99800820453171,E,-26.519025295763427,128.65340813701744,B,1
Jewish,E,A,B,E,C,C,E,-66.76901844648214,23.763231512601095,B,108.14063329714133,-127.59827280687439,E,1
Christian,D,A,B,B,E,A,C,6.563008025515228,-40.85104867404798,C,134.5059051563889,71.46909946650554,C,0
Jewish,C,A,C,E,D,E,E,-38.76069342791141,107.98971783175911,B,-111.95416198370391,-197.31123351049652,C,1
Other,B,E,E,D,C,A,B,48.165512676997245,-89.89018596329342,B,-63.72401590275345,177.9552322541257,A,1
None,A,E,B,C,D,E,C,-57.02755086078493,108.39868910126738,D,20.727053159168467,142.7517447951779,D,1
Christian,C,B,A,D,A,A,A,-41.50846838011745,-26.615589349942642,B,-58.24607236402939,-175.83060157576193,A,0
Jewish,B,B,A,C,D,E,B,-197.0397198435374,157.42501393778957,D,-20.582419991748992,0.1707610726479371,E,0
None,A,D,C,C,D,E,B,38.11208107020456,41.49317348701871,E,59.24052997299425,-12.860747391659267,A,1
Buddhist,E,A,C,A,C,C,B,-136.53759693299457,-224.11331096883046,C,89.97447038098478,6.903289258582651,B,1
Hindu,E,C,D,B,A,E,A,-95.83613823434446,-50.45027887930188,E,-2.8850981903481077,72.94003133884317,B,1
None,B,C,D,E,B,B,E,182.91375506338932,34.19446541692076,B,54.45398106143442,-55.25142861928182,B,0
Other,A,E,E,A,B,C,D,95.78755842950221,144.0784846988174,D,-67.67744347939035,-13.561795696512464,B,1
None,C,D,E,D,A,A,A,-1.6998016645404943,22.626502616848395,B,3.1473996050505493,-81.93212457464236,A,0
Jewish,B,A,D,D,C,E,D,-341.29350730102,62.803860157416636,D,160.87054937318425,-66.40397555906229,B,1
Buddhist,E,E,B,A,D,D,B,-263.2438470522908,115.7563821232815,D,-93.21138026740843,-26.90882341156492,B,0
Christian,D,B,C,E,E,B,B,-6.070658351497356,70.98821337078806,A,-151.11096083175843,-208.7467006804569,C,1
Muslim,C,B,C,D,D,D,C,162.95078623456936,47.948785321705415,B,-135.8041208979587,-74.22477528034035,A,0
Other,C,D,A,A,E,E,C,135.43834133154309,91.59472967085836,C,82.3356278282569,85.87769703189689,C,0
None,A,A,E,A,E,E,A,-121.61669985568918,-4.100213162725315,A,-69.30103247689551,98.20831039674901,A,0
Hindu,D,B,A,D,C,A,A,17.47894393430693,-45.859407815449735,B,14.421630130462976,-95.99064815657911,A,1
Other,C,C,D,C,E,D,A,38.525204819267366,-91.71697308778396,B,23.138365078940396,-141.97013288758532,A,0
Muslim,A,E,D,B,E,E,C,13.581181266796177,-91.88867765901858,A,-67.20510269668662,10.859817962947593,A,0
Buddhist,B,A,A,A,B,C,D,-122.33332417383205,92.55966309415606,E,-178.53950960776902,133.45804324192764,B,0
Muslim,D,A,A,E,D,D,A,-28.99381755288017,1.2023012522317078,C,196.35238241142966,-122.99146836578794,A,1
Muslim,C,E,E,B,E,A,E,7.656417453878575,-20.117397585541223,A,44.76588025118591,-29.538076009392395,C,1
Hindu,B,C,E,D,C,C,D,52.479714854996914,2.0831718455303476,B,-79.50425586129916,-110.48357835631593,B,0
None,D,D,E,D,A,E,C,-164.26312658709438,-8.538298570512547,D,104.23123328398793,-179.80798125716944,A,1
Other,A,B,D,D,C,A,D,210.83283125333975,-18.63372675683153,E,121.40225957027391,-92.36760069358242,D,1
Other,D,A,D,B,C,C,B,48.852309425971065,-164.3772518675031,C,-121.36178822481331,-0.24119519578803456,B,0
Jewish,B,E,D,E,E,D,B,-7.559291004789055,204.14130128047225,C,33.58486625460362,-24.094634090367567,B,1
Other,A,B,B,A,A,E,B,25.841438481297,-16.886667304208718,A,63.92292790233643,47.09864418047278,D,1
Muslim,D,A,B,E,B,B,D,17.910284146171694,14.37460605516065,D,-137.97005810073753,67.15393179744616,E,1
Jewish,D,E,D,C,B,E,A,43.42892495142831,-142.054855517423,A,65.46923271835125,-51.39830009636556,A,1
None,B,C,B,B,D,C,E,54.7648865382797,-9.031691147032102,E,40.60485135312252,-41.27425313786515,D,1
Buddhist,B,D,E,E,D,D,E,87.9405431690086,208.38002726869013,A,27.40849870086211,-22.183039374055966,C,0
Muslim,A,E,D,C,D,D,D,-86.80284205021994,-163.15242327521807,C,21.624348569674606,-73.91205791702295,B,1
Christian,B,B,B,B,B,D,C,-184.15329115876787,-74.70433744791255,C,185.32165031211264,133.3292687795318,A,1
Hindu,C,C,E,E,D,B,C,5.569976835205443,125.72113941661651,B,-62.574701720374335,53.5299032653412,D,0
Muslim,E,E,D,E,D,A,A,-54.18948590311787,-19.255216914434406,D,39.25772069776833,85.74313453846561,C,1
Jewish,B,D,D,B,B,A,D,-52.256061335022316,93.97546951591002,E,-154.4624464964261,-162.10020560100037,E,1
Jewish,D,A,E,D,C,B,B,189.74022537415732,12.246342570064902,A,23.671044807007572,-12.58533682796058,D,1
Christian,B,D,A,E,A,E,C,102.83901382762133,49.239404007818464,A,-93.15519966942679,-54.00450598684634,C,1
Other,C,C,E,B,D,C,D,-96.63642664834762,-29.32173133590093,A,-169.0460353960937,-102.36528641423301,D,0
Muslim,C,A,E,D,A,A,D,107.32980481275234,-54.16648189663296,B,-10.448095135385374,-86.87149885634985,B,1
Hindu,C,E,D,B,C,A,A,202.21561539139324,-26.3136221374638,C,-204.24899331318636,-80.30006073680809,A,0
Muslim,B,B,C,A,A,E,B,169.1294932601915,-78.56700735519655,B,-54.156709202672545,-72.58917249488425,B,1
Buddhist,B,D,D,C,A,C,D,92.48544161623612,161.30429012643611,A,33.495952834547765,96.87192397901894,A,1
Muslim,D,B,C,B,C,A,B,79.23431199672137,133.88110259661104,B,33.78577435733051,-29.21733579021263,E,0
Buddhist,D,B,B,D,A,E,D,-149.5661743518252,59.39964638126588,B,-0.9280784342042565,27.426254205809787,E,0
Hindu,D,C,B,E,E,D,C,72.51052195693087,-18.15348927676475,D,-82.003083386986,7.892577619669828,B,1
Buddhist,D,E,C,B,A,D,C,-62.408330453253036,4.751156211037548,E,24.192768629018953,41.07645297211442,A,0
