veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
Yes,45.91643917246711,-175.51677733792616,-35.102291531504534,-79.22950679021592,E,E,B,A,17.134015830505327,B,211.63362345407967,D,1
Non-Veteran,33.71113822502336,-64.74730775205668,-105.21225170466246,-154.125527668976,C,C,C,A,97.73540237962547,E,-117.51107933259162,A,1
Yes,-128.59667793641324,17.763271687626407,106.40227334863575,90.76208674884043,B,B,C,E,-114.5740649092256,B,64.38551969674965,C,1
Veteran,-126.48701328164947,40.63098801207919,213.74163432376497,47.78681370696064,D,D,A,A,-15.248716402703847,B,52.99320756927823,D,0
Non-Veteran,53.11766953325006,4.224349023190103,-91.73475709226722,167.03996948858878,B,C,C,E,-63.14791724703471,B,-90.28732884428936,D,1
Veteran,-0.9030071904240476,149.2429904924133,66.4322019694128,-22.35027593606819,D,B,B,D,-82.49259468188686,D,3.419025239396677,E,1
Veteran,-41.77180096514581,30.5573693062494,-99.88119223103753,-60.94591374148782,C,B,E,C,-41.212352093816385,E,56.00549689104326,C,1
Non-Veteran,-11.941919149071973,-36.09861653975686,-88.8387391921302,33.41277250276767,D,C,D,D,-13.633536541038868,D,-161.38440423705887,A,1
No,-4.218311516591777,110.64931095236534,83.91238009282381,-7.827437453030886,A,E,E,C,2.235397488562155,D,-69.21479984288351,A,0
Yes,-112.94421217465033,24.594910012470166,54.678977409721504,120.72136336743185,C,E,A,C,-41.58000565794824,B,94.78368666237984,A,0
Non-Veteran,-205.03662119209721,-99.31500288704585,78.21026186417073,-243.33181401521352,B,E,C,C,38.736966021860795,D,-233.45926134166422,C,1
Yes,9.909741221196752,-131.1160972803164,20.27443786726343,-122.6069200954568,B,D,A,E,-12.149406754345698,C,-78.26942843666163,B,1
Non-Veteran,-74.1572788503094,-1.2214097133541397,-4.55575627478603,197.7318310575712,E,D,D,D,-53.331805495148366,A,-33.036386387671506,A,0
Yes,113.47384773341092,-195.9832064298063,39.12456165777137,-136.12724714703063,C,B,E,D,178.6693387204133,C,56.141605193330605,E,1
No,22.745363380912874,13.209047928416515,200.9565350281769,-30.790467024727448,C,C,B,D,-40.0231853157525,B,-97.21630671489547,A,0
Veteran,43.59357616085609,-156.00151062952156,47.15517856537131,5.532241878150943,C,D,D,D,-23.745930849715734,B,74.49409532050633,D,0
Yes,-61.332763699095274,-97.41000232468531,132.99754634491896,-43.58893673777847,B,C,D,E,115.8116838990424,E,-18.575375685822806,C,1
Non-Veteran,-53.48477119244618,74.52911627767365,-111.80813583375875,-35.72326479680285,A,D,E,D,-45.81788445635697,D,-119.65277386114137,C,1
Non-Veteran,116.85986454482848,130.4538364525365,21.764738691828327,6.291331809362511,D,C,E,D,171.5610391590268,B,-89.61671866057014,E,1
Veteran,-64.50340661591669,71.28447818938542,-4.830596349111282,30.856920052582282,D,B,B,A,-51.608095858315764,E,-157.12866566474543,C,1
No,137.27058478379575,8.643127764407224,-26.950059134920156,120.24641200151602,A,C,A,D,101.37529696136882,B,-72.07985613553511,D,0
Veteran,173.45477193182643,20.42916474819889,246.50966625178575,8.127432358349605,C,E,D,E,-13.847964747229092,E,-60.86350214971393,D,1
Veteran,46.755613088481724,184.35327680798684,-2.6857235843447542,148.63874788957915,D,A,D,C,19.464235168404933,B,164.43402014208723,D,0
Non-Veteran,29.244737043903662,-4.380214919882099,82.4234664306078,113.03290470514116,B,A,E,C,-127.84570941065108,A,-46.722033687146606,B,0
No,-29.948357111522668,-113.1799837844468,-12.649268315653403,-63.33250860591594,C,B,B,E,23.843436426806093,A,-222.5317576488771,E,1
No,120.88106797362714,-73.5479379191647,90.08879541121773,-273.32036727148295,E,A,B,D,120.636719079755,E,-65.67491928182203,A,0
Veteran,-154.65351577917946,-128.74705895232518,169.86332566136525,-123.1265498395368,A,D,D,D,-176.00440452316232,A,-97.99490631111851,B,1
Non-Veteran,-118.4666708532401,-29.046280461039693,-15.15898378051284,-59.35388173656335,D,D,A,B,-50.11802605098925,A,7.871230500843909,C,0
No,-88.6257604173349,89.74534183202462,-19.881939921042036,43.66314545165069,D,E,B,D,-20.24418563688521,A,83.98385005673876,B,1
Non-Veteran,-41.34655963914488,-74.02508149776133,75.44365206484824,40.13293518805847,D,C,E,D,32.549696425301384,E,75.09564760719846,B,0
Non-Veteran,-133.45108153285054,34.94821476099951,-152.62016737396027,110.3850049713127,E,D,D,E,-40.39912123936392,B,-45.17184494585496,C,1
Non-Veteran,-158.49174831529294,85.75506457355168,47.527574341550086,-36.264015795256704,A,E,E,B,-11.324483792642512,C,-200.49567933626687,B,1
No,-113.411863013603,239.63533899364293,42.195540238018125,-26.593938470488922,C,C,D,C,69.8080649299129,B,-35.528486093389816,D,1
Yes,2.8638279692302677,-10.114901376660065,76.33193170542859,-102.3837326291456,E,E,A,D,97.81662705763557,C,-102.95599163255132,B,0
No,114.68375578914288,-119.27128539946683,95.37931234556652,-173.54808055147834,B,E,D,E,81.89924262619765,C,-49.86121880344616,C,1
Veteran,-64.64199659965342,50.69569233838281,14.671901491540199,-13.60392641169896,A,B,E,C,17.33949782214597,E,-81.63065100472163,C,0
No,13.098433057583817,159.60607665045345,36.25372980005576,-113.67975908370013,B,B,A,C,118.57997922806305,D,47.750761244879044,C,0
Yes,38.97920737876969,33.01398880108673,71.87470946475639,168.4209246024008,B,C,B,B,-12.793301630088349,C,151.66197779068546,C,0
Yes,-54.38751970107166,-115.15795797485924,-73.45829200251039,-95.73433070879159,E,E,C,C,5.381741313732216,B,44.647069860741986,C,0
No,195.18391863756554,-161.55728485066976,-32.5464045643416,19.651362550319824,B,A,B,A,-55.25443811951445,C,43.465156694063296,B,0
Yes,-183.1812829165627,1.2994138442663317,106.12617621013523,-26.252936772776113,D,C,B,C,50.145010108596736,E,-316.08331752636667,C,0
Yes,17.67538268881998,173.1962137458217,-110.95038949238196,-67.78087336730033,A,E,E,D,-113.3583173573294,B,55.837560958800836,D,1
No,-81.28193507745902,-125.08821493108768,8.148867745464495,-37.21673543249551,A,A,D,D,-238.29478495175613,D,-24.76951756183874,D,1
Non-Veteran,-56.518197363104306,24.914364158992313,-69.89852794449845,8.022647709070005,E,B,A,D,46.72507041992593,A,-76.5394699012494,C,0
Veteran,59.460975017170924,122.33103154161084,-158.29485828621054,-54.06019932325557,A,C,E,A,-47.73108858710494,D,10.230205649903503,C,1
No,59.27376798418701,31.001187455618695,-142.90736539629088,109.59555711885626,C,C,A,D,37.84562944528129,E,47.874866094487835,B,1
Veteran,161.55690731101615,24.03367402487768,54.60835997823774,68.10305756775777,C,C,D,B,39.86014327844529,E,-33.683700362025284,C,1
Non-Veteran,-299.9948815254422,-87.82129980226556,-111.30455374598478,-19.16842764918351,B,A,E,A,-37.080104951769535,E,-96.49144945173786,D,0
Yes,109.51301666467175,102.28382607009243,-74.34853786602777,-139.08061137212394,B,A,C,D,142.53613284465962,B,24.97533341498895,C,1
Non-Veteran,191.16112356994515,97.01265121332648,99.3951145017246,-18.164101647995675,C,E,D,C,23.036897272565792,D,17.391044759784975,B,0
No,61.535929091838014,-173.77130080096748,-93.3157911205714,14.332337162935701,D,A,E,C,28.539053471249126,E,132.8572285981157,C,1
Veteran,-0.8280724825152941,-41.1840994491529,-6.955755862144171,-63.30511543781332,A,E,C,A,-107.2472641987473,B,-85.67206719745032,D,1
No,-14.182935965253337,-23.80043768530745,8.328223642350272,108.24179323839004,A,C,B,C,35.65528733548573,E,136.83123942205606,D,0
Yes,8.269125749136117,-77.3588017500131,6.289650855049868,43.875657855838845,B,B,C,A,-59.40974746210445,A,107.89863688860383,A,0
Non-Veteran,8.955585701972634,80.703710963615,135.8682732160713,-0.013192113301752276,B,C,B,E,-5.312508433943791,C,-52.77119084706177,C,1
No,129.00472350126404,106.66435502600335,-40.91138503616548,119.48733847867932,B,B,D,C,16.97496452317836,E,-26.028169602441732,D,0
Veteran,-46.84674532741093,-173.3084976090545,-5.668581042192311,-85.58030279924199,D,A,C,D,-100.85284587073313,E,64.11077319446858,A,0
Veteran,-77.07170934700164,80.48093973051687,41.37337520781263,-9.897566553228303,B,E,D,A,-169.30821321329734,C,53.179830107259086,C,1
No,39.14417643118514,139.52283910457507,-102.60212740522721,68.16987110705564,A,A,A,C,-165.31585151853469,E,-88.24721330730593,D,0
Non-Veteran,158.08015011491952,-20.37096188455786,-137.34473499625764,-116.54792415305522,A,E,C,C,27.01566804228127,B,-16.2649786708848,A,1
No,-93.1294251313296,122.59220313531446,122.13531969457864,79.37362974378075,B,C,B,B,-123.68828529743412,B,50.85859974650353,B,0
Yes,-59.5137871511359,143.1760254532509,-199.37680428606444,-17.639849771026476,E,C,E,C,86.6286801562827,C,25.240464313855643,B,0
Veteran,-26.72613110276619,130.35574365404446,28.298547195362957,177.17992750053483,E,D,C,C,-64.08062807354375,C,-27.103066904043754,C,1
Non-Veteran,75.44975577675211,60.59517818980651,-240.71171623841119,111.23151270165165,E,D,C,A,-4.63270793532098,E,-9.53826391293646,A,0
Veteran,-64.99385835536887,43.77964284672173,66.37747346239308,60.5053378755683,A,C,D,B,49.36041730479125,A,12.339952395326902,B,0
No,63.69158217163855,-6.897637411448715,157.93819605583502,89.21671124820615,D,D,B,D,72.01623689970087,A,79.32658627993332,A,0
Non-Veteran,-116.23881430594953,70.72662093081311,40.05045782137791,-37.6404239801964,A,B,B,A,-125.92733783035388,A,-141.83234413449745,A,0
Yes,-33.35026040267724,147.3071605728354,36.72408481900497,31.074204783947078,C,B,B,D,217.58743341872992,B,-26.460116987788997,A,1
Yes,-65.8037150645855,-145.83188572301358,67.78502487241715,135.61526266890095,C,D,D,B,91.41964811372529,D,238.04412232827565,A,0
No,160.79372090194624,4.794553806765103,-66.62573143216456,28.51306048561792,B,D,D,B,46.00715373687168,D,31.748199480883216,C,1
Veteran,78.46939400503969,-36.85398063046683,60.864041618272346,159.4904736839078,C,E,C,C,11.010700917400891,C,282.46688047068847,E,0
Veteran,48.961901556498006,-37.403946381514416,-57.44009784089589,69.05899546294434,B,C,C,E,65.95319658951372,E,35.90070967607722,E,1
Non-Veteran,-121.07326827805622,-205.0085486099541,76.068992099374,-33.994731403939056,D,A,B,A,5.704421361898625,B,36.62229913013707,A,1
Veteran,-172.7420438221066,104.24081788935734,75.94584970893587,51.53815581547697,C,E,A,D,155.06405169149085,D,-34.98156385491562,D,1
Non-Veteran,1.5297143680753806,49.53927763606368,-175.44807023933154,111.47231804024848,A,D,D,A,-75.25454331964077,C,-54.08556839785999,C,0
No,122.41253856364303,-107.39071248248979,-79.3976274108602,-178.67900728465472,C,B,D,B,73.19179969824499,E,-47.94068597525785,B,0
Yes,-57.84125337293802,9.274124356464846,89.7122620756095,19.456266525321734,C,A,A,D,-174.49614987315977,C,-120.93452985138293,D,0
No,-107.8896829178768,-109.39992241191689,100.22543861681359,-132.96981738355177,D,C,B,A,32.46921276416705,C,102.04785472425738,A,0
Veteran,32.822567567320036,-158.30518293371068,52.023005029094094,22.203218445231588,C,C,B,A,113.3802881610153,C,187.31091029401185,E,0
Yes,17.068166641547094,-51.54717374306605,-28.0363427185305,102.83060025548406,B,C,B,E,37.69643557558797,A,173.1729966740502,E,0
Non-Veteran,-23.39485384610243,-88.64313771208224,-180.87620690126295,52.80544428007408,E,E,C,D,41.02889064356789,D,70.34884528529045,A,1
Veteran,19.5507692439808,115.42216687316869,59.618888840935334,151.281269781883,B,A,D,E,-100.40601490463574,A,83.79938238338997,D,0
Yes,97.51209250871797,83.20026032012106,-63.1161764443289,82.78115549152263,E,C,D,E,23.947137247958057,B,-76.52445757957598,D,0
Yes,112.63806416910566,-55.379985633284576,15.89412841792679,162.5186255545243,A,B,A,B,87.74341784013463,C,49.4626981848444,C,1
Veteran,-96.06201160429764,46.00323106333875,-55.04110662025995,33.922495271865586,A,D,E,B,-18.81024960623384,A,-115.87033067979434,C,1
Non-Veteran,192.7108727755505,12.27475553260268,-2.5505381160781178,198.95502371303843,C,C,A,E,-102.13075141366654,E,-29.67891906850717,C,0
No,-98.1930918034629,-175.8007891153292,33.80103584726466,136.43127948370238,C,B,E,D,82.38911914715882,D,-71.95725338329166,C,1
No,48.1370001849041,152.86838646138378,-60.18425507132126,33.72747788045615,C,C,C,C,-53.69933713108864,E,-29.45782683624355,A,1
No,-94.5199327862726,-107.62414791266204,-25.15146018252209,-38.17344768287996,D,D,D,A,7.211728587951615,A,58.37915223573283,C,0
Non-Veteran,-99.82723213301064,-49.13400020275164,-29.533722956967473,86.76619641444573,E,C,B,A,84.44659693158981,C,-31.05452966137465,A,1
No,79.86129505973987,25.521202612505412,-115.9654444821109,-196.8568258374461,C,A,C,A,-120.96078083773025,A,-114.90073049899563,E,0
Yes,114.62171637319818,169.10698109563373,5.800904037984087,-33.61725861835257,A,C,B,D,229.71785538182874,E,-15.930138523222942,E,0
No,-105.13886711785013,-132.91961017831892,48.50143984958732,17.655261760974884,C,D,A,C,-70.09376593174862,A,-68.50292019063764,A,0
No,-61.468157389519696,91.87075148344427,98.88074930832312,165.9015773334523,A,C,A,A,-89.99181082069978,D,-80.3808517721946,E,0
Non-Veteran,-31.261790277257724,79.92978125210894,-55.43882347154341,-73.46227051704865,B,A,E,E,-11.194874509415358,E,-42.44478512763464,A,0
Veteran,51.864715103859204,-83.64205728811038,60.24923531439409,10.035001362913459,C,E,A,C,107.79214336395009,A,63.88501966307233,A,0
Veteran,26.393759812154986,66.97908576821455,47.939888027596034,14.26330767615553,A,C,E,C,107.83216315622748,A,-86.25488045688684,A,1
Non-Veteran,-22.003811899048653,-81.7311590057647,-69.91814226767846,211.45410399191854,B,B,B,B,-107.24641699477131,E,-51.001237274140756,B,0
Non-Veteran,60.57131298457147,-134.85826579026278,64.73035964509648,67.68193459334564,A,E,C,B,-46.18260768661188,D,-8.653542203895249,D,0
No,68.76760728719114,106.52952095555686,-4.554399422019846,97.93775565922105,A,B,C,D,-121.17666563014305,C,-33.60628689492346,B,0
Veteran,64.70541076152597,-5.288459227445499,118.2106948952061,213.17799681796993,C,C,B,C,74.69216369520962,C,19.82616319779254,B,1
Veteran,-102.15379255101335,-25.0338927097753,102.61866284736065,66.12665299468958,D,B,D,C,68.98808585321548,E,-102.08666836777194,B,1
Non-Veteran,193.00970568981833,-202.7862294232941,-59.27802495050568,226.8613109942378,E,D,D,E,-201.00130122704485,A,84.48187654081495,C,1
No,-94.55487564449592,-137.5793674022578,-3.0278654960236517,-127.49909790510901,B,A,B,E,157.26039939270396,A,25.398247604621876,B,0
Non-Veteran,-54.162399113732285,80.38498763284406,21.854287067732038,33.8439937479973,D,E,E,B,-0.9625269633231983,D,122.40897055715894,B,1
Veteran,-21.21716562413558,16.1230951620206,44.0696630822097,117.91972083721379,A,E,C,E,-151.9719729092737,E,98.508246716865,B,1
No,52.44410818550486,-131.85014050202128,-9.29239046750394,60.621725590088126,A,E,A,C,70.11826901206535,B,93.66794262053921,A,0
Veteran,-62.44557300742806,-61.389538718641326,-30.958629998271427,18.388548277185897,B,E,E,B,18.476958579166176,C,118.01826353912766,C,1
Non-Veteran,175.7413647019656,-4.131658084859777,-62.133754130666894,75.05864351087077,C,E,C,C,-33.40395023282799,D,-65.08039146449109,C,0
Non-Veteran,154.30240987133365,2.664937916905068,1.4377242666487278,30.871928906119678,D,D,A,A,18.266059930359155,D,71.9612741535489,D,1
Yes,54.36521782508773,101.34462282893304,-161.38963099185167,-54.37507860892934,C,A,B,C,-28.082215776599835,E,-52.68105363895577,A,1
Non-Veteran,3.1217893814929933,105.08093231362568,-112.60197195256718,-142.07260588092768,A,A,B,C,-139.9199500486523,A,-94.67019045112953,D,1
Yes,-6.468924395557332,-37.16231804306982,52.244731552511034,22.643357819980118,E,C,D,E,123.5933831168546,D,-1.390521746145342,D,0
Veteran,-85.95307723512235,-0.722262661476188,-19.969518949072256,32.6988072391086,E,D,D,E,-261.5063478796743,D,108.78688974743365,E,0
Veteran,74.21937024707704,-11.411647372009124,-12.75518774282516,-128.84778801790011,B,D,A,D,-42.014430208953364,A,95.53385139576113,B,1
No,-198.30548656494256,94.46137753934171,-35.33470630482735,56.06091746848172,E,C,B,C,48.197896784049654,A,93.42655443797032,E,0
Veteran,-3.668358420974549,111.38149335881937,283.7278652872672,-108.99956702800549,A,D,D,A,-116.29111680708017,D,182.10387892421224,A,0
Yes,-106.4581553230548,71.86508483313105,-100.50404890581545,-9.651196037839997,E,A,B,D,44.22286950613291,E,-118.23822084516631,B,0
Non-Veteran,-65.05010996696384,-122.26993983958651,-35.649985832432456,-65.46574388090251,C,E,B,C,-12.137999078058687,D,143.2120918376112,C,1
Non-Veteran,42.62124461865314,-11.99803556811984,51.09006307941799,-258.05615455428335,A,D,A,B,-44.24056268912535,B,159.1909122563028,D,0
No,10.018121321799429,-59.96857972956613,48.132829417012175,57.390779132148054,D,D,B,D,-0.8346526341354102,B,37.396448652484935,A,0
Non-Veteran,41.67732698341547,-3.451371359681464,238.4778861386817,88.08653740153503,D,E,B,C,-75.36302253318203,C,56.72057304300835,C,0
Non-Veteran,-73.09633936405433,-108.81566328245249,-101.04384244773381,-7.329455559976871,D,D,D,E,19.728558641772768,D,-105.68871778875555,E,0
No,15.288165642372498,-3.442770826216851,124.60404700617076,8.13837847443289,C,C,C,E,53.27790180990933,D,183.2642457517259,A,1
No,-43.629491710724636,-58.08710446416073,44.7734281682807,0.7754272208496302,D,E,A,E,34.61555384232777,E,75.97931399014827,A,0
Yes,38.03436718915621,14.492615273407944,-60.336200101205705,95.70107577566867,C,A,C,E,-143.203526288647,C,55.680794455512604,C,0
Non-Veteran,-118.8436096942056,52.1509107533176,-82.12413854986447,76.6281409029044,B,D,B,E,-45.819891492632124,B,30.43600156557923,D,0
Veteran,-91.65927575175301,-106.53009947993628,-49.60113477585001,105.45344931369065,B,B,D,E,47.41328998848756,E,-48.239611070079015,A,0
Veteran,-52.76724647815099,127.46421998230053,130.02970019952576,-23.03616378217826,C,C,E,E,125.83741905763016,C,-136.69603658659483,C,1
Non-Veteran,-34.027436524313245,-67.38843668628678,-39.49952401899773,-132.29723765103805,C,A,E,D,14.785647427894014,C,170.085477305886,C,1
Veteran,-117.06986474690098,174.35469024712356,-30.733193878844716,-115.4279701480528,B,E,C,D,216.34251030037754,D,-125.95044418859935,D,0
Veteran,-88.12110044095283,-66.1038504554863,-234.98526095396178,-117.15431426040486,C,C,A,B,-16.38080172460573,E,-71.96860847142077,E,1
Non-Veteran,-162.20262928325252,106.39115055246427,143.07632195777884,-26.435285033082163,D,E,C,D,-48.822579218028544,B,13.359077519537127,B,1
Non-Veteran,80.8115499926783,-53.544608132717684,11.965272288770754,-26.044310778028724,E,A,A,B,114.71824267379004,C,-55.986509665278994,D,1
Veteran,225.00899363435113,10.659847521417982,-317.91523116086256,-42.44340793079263,C,D,D,C,-70.5898176987797,B,-14.65896891254135,D,0
No,96.35891202988749,-49.046837048076746,186.35502496261586,46.51243573653432,A,C,B,C,94.02914679408309,D,-129.85066695494396,A,1
No,105.88653973910398,-93.63276277429404,89.09836396258397,-223.51609676972095,D,C,B,A,3.5517200959714357,A,51.08273419133133,E,1
Veteran,-63.6335658441662,78.83866287784373,36.60418073162798,-59.311323407988056,C,D,C,A,-8.930817776618735,E,64.1609509851271,B,1
Veteran,-35.90824053303932,-82.17672763323066,86.9156467051457,0.07928153719758552,B,B,C,D,-205.51892223824723,A,93.53222337103088,A,0
Yes,12.473125172269876,129.99546564127385,28.47731363575587,-23.242222406034195,A,E,C,A,-171.1097258467406,C,-82.78704938275284,C,1
Non-Veteran,188.68875840436,85.3617600076289,-89.60731962744488,11.009862910035036,A,D,A,E,-192.2131180762671,A,49.0771187823672,C,0
Yes,-220.8028533376051,-92.82924304627237,120.31579393038108,102.85394376116108,E,A,D,C,-93.77481437251522,D,9.781678875732705,A,1
Veteran,-4.409947079393746,5.669979009605521,-124.99780432023218,-5.141926212587863,B,B,E,C,192.22565052796583,A,19.252402619936888,E,1
Yes,25.22083560468596,-115.98614244321675,-244.91577432440317,-68.13527421091018,A,C,C,B,98.73859800591987,C,18.206465093591625,A,1
Non-Veteran,154.39949962395505,114.89982352815302,104.24082077894157,67.58238041349063,A,C,B,C,-9.808534113846678,D,82.76202472931098,E,1
Veteran,146.06422948021037,-70.32354314284628,68.59789538325055,42.14872900037694,B,B,B,C,76.88005053227855,C,-1.3986846964408126,A,0
No,-37.695598901886996,239.72614558740406,48.143878340594085,-204.2596560401928,C,A,C,D,-207.565905640759,D,-22.95973568018211,B,1
No,-38.17807901459904,-34.35084737809838,-41.5948056510775,-91.8941601918092,B,D,D,D,84.96339606463434,A,-21.527403779736158,E,1
Yes,-2.64165612077477,-186.66561113450345,6.124625276544245,-82.36606570796494,D,E,E,A,2.1047757318451046,C,105.43596961004774,A,0
Yes,-52.66742660854925,49.355573521556224,52.526601513532135,46.333814570338745,C,D,A,D,78.01621925386785,D,13.144450883271633,A,1
Non-Veteran,98.68471955025949,92.96838969462748,112.29207525529247,129.0185520293248,C,E,B,D,77.69041686139687,A,-86.08016813287858,D,1
No,46.87163292493994,197.63420274790957,25.126225687791052,-35.04579174440978,B,E,C,D,-52.770597940829944,B,-21.097765174834933,C,1
Veteran,-26.891971064035285,-24.689439921111646,-69.63989634181044,66.84011270849342,D,D,A,B,9.43673861262226,E,-7.178617744691818,A,0
Yes,69.64147428164253,134.2950599612583,-75.92413047544059,-159.46522885288485,A,E,B,E,-63.86907921972194,D,-74.77738104732694,C,1
No,55.02697998186419,-83.2472955116337,46.63923386031553,-26.03437579407961,A,D,E,A,-94.68159768717935,E,33.01320153546122,B,1
No,21.430670331268704,162.78012569751095,-53.61262000834357,36.583879646961506,A,B,E,B,45.08684736946459,B,17.493334695825997,E,1
Veteran,208.92504958679413,-1.717605341626038,-62.822122977872006,44.14983723414707,E,B,D,B,15.799939890724222,C,-105.78999235668279,A,0
Non-Veteran,-87.78088159763922,68.90778099998998,-37.02852036494002,-19.734209242861372,D,A,B,E,5.467096938097985,A,136.23581762786304,D,1
Yes,75.74719672261453,-162.46823928105434,-17.752640047163105,-17.831419486630683,C,D,D,C,-9.382249699465921,A,-16.304554345344876,B,0
Non-Veteran,25.970012790708335,-62.07656391491063,-203.49071203144558,-54.569409145928674,E,E,C,A,208.7349494716365,D,-6.094407717352081,B,0
Yes,2.2104232710783918,-18.662722061604526,-40.801283652672666,-172.8374291153101,E,D,A,E,107.0342251808398,A,-14.471586512882684,E,0
Non-Veteran,17.708598449666074,-72.46307442717693,102.60540149020356,48.58367928587928,A,D,E,D,24.73399109049301,A,-32.998778939112384,E,1
No,36.92016237969578,-63.68746842265974,218.17297543444968,131.18075058237534,A,C,D,D,-41.11967243507383,D,88.96029772177762,C,0
Non-Veteran,-107.60938160888062,58.17388884853732,-34.16365775471288,-83.34363087816149,B,E,D,B,-201.45735285488345,A,-16.228455313533612,D,1
Veteran,-44.523207549572604,7.734254288679694,-87.16058896978602,88.11147983600561,A,E,C,C,-14.909134409978906,E,2.9950512175327195,A,0
No,152.20639352785508,-95.79106626145875,68.522016365577,16.51512644926199,D,C,A,D,90.2610501013964,E,-8.766585936904962,D,0
Yes,-50.75869485103952,139.76745727481386,46.303275360686555,-83.43552151010265,A,E,E,D,1.0407893152819634,B,96.58553379112202,B,0
Veteran,119.39978013258732,-33.41564371405276,24.54989885654943,-28.818380902082165,E,E,B,E,54.36665462739434,E,-136.98941647231985,B,0
Veteran,163.93985120102843,77.74382369978312,-82.6486327455678,51.929417654186395,D,B,E,B,96.74448731059823,A,89.15038116368294,C,0
No,107.98136275555579,99.04326790282205,-31.21186392777095,9.751400623049179,D,E,B,D,155.09995413856518,A,107.76994025021851,B,1
Veteran,-67.52923335874071,-91.62776445144993,-111.29471471254794,208.3084043573802,E,C,A,A,21.112359453503807,C,81.79177724420101,D,1
Veteran,-86.14666294899419,-94.61830535755865,42.925095676701474,221.3429540043478,A,B,D,B,210.09714089455298,D,93.6846884383817,D,0
Non-Veteran,110.18781224880274,27.969451696108305,34.15490325870006,26.34340312386833,B,C,A,D,-35.08310887961677,A,53.197203705447585,A,1
Non-Veteran,115.07185473663351,8.933654458998257,22.941185707453474,20.69588847117265,A,E,D,E,130.88898625034275,B,87.70509924732237,A,0
Yes,8.741178731555209,30.222557731911277,-1.6826042775616081,189.9570099377857,C,E,E,D,-63.046733493327864,A,-102.20463076590282,C,0
No,-85.11721779333308,112.98561995112158,10.732918214330963,45.65212163425806,A,E,E,D,-9.491297265134108,A,73.19596946019654,B,1
No,57.44778466585528,-77.0368370077648,235.7736200257885,-4.507201066417294,A,E,A,C,45.98771667955176,B,-132.23302505832834,D,0
Non-Veteran,87.71635704378113,161.29271629049674,111.45354231187943,105.53098030999568,E,B,B,C,-101.70959724570639,C,-37.232280948878596,B,0
No,169.75697071079395,160.42524577229645,144.5325408319937,0.2247939685977711,C,D,E,B,139.90637484583806,A,-78.71081482684585,E,1
Yes,-50.48390064628274,80.42199287987499,-55.00819111843973,45.447274235195074,D,D,B,C,37.66085066687544,C,-221.6014384629633,A,0
Yes,-56.93983712266297,-248.39223308045342,8.243551114820926,142.04973926076414,A,B,D,E,-4.079400364277705,C,7.87690462269585,C,0
Yes,61.64712989554235,-43.682500049454504,12.746098130114872,115.80317718219915,B,D,E,E,166.776715026231,B,-26.523069751518154,D,1
Veteran,146.45272860141262,-217.587605918663,4.1021231928638135,61.842272107481755,B,E,E,C,-55.71693068655681,A,-110.06022260610828,B,1
Yes,48.96234562645996,-18.373076805820624,-131.10815125019107,79.40810564113058,A,C,A,B,-97.82499800520377,C,-37.73127107064646,C,0
Yes,82.07522545375443,13.035796386650603,-14.719450061057701,-113.30649418969287,D,C,E,B,48.059133170043054,E,-147.0388692784387,E,1
Non-Veteran,-122.70353774732934,-4.7902044360564116,44.38772744599018,9.686606472684673,C,E,A,A,-11.583866902900297,D,82.83965615957611,C,1
Non-Veteran,-38.55283564796187,147.43863572457286,-54.65471781662696,-50.35506812929994,B,E,B,A,-31.321980962805284,A,37.36224214603213,E,0
No,26.182327008676793,23.664538852494488,-36.44584007823712,-35.186949724102234,C,B,D,C,93.97725529258264,C,51.14963636661612,E,1
Veteran,-42.02622117993533,-8.860610726430792,102.21997185569651,-127.44395895996901,E,E,B,B,-25.996638246879783,C,-206.50970931252087,C,1
No,-58.84908691578723,-58.81721280763658,-36.41760598546759,156.35415023491512,A,D,A,B,-33.584770003630965,E,65.71796901622972,D,1
Veteran,40.745122288219854,28.99992775525059,109.65921893395833,-150.28421707799356,C,B,E,B,-20.958878221572512,D,-80.44177067490135,D,1
Non-Veteran,60.09171105061747,32.182238322089205,-74.13771666120978,-93.37687156649312,E,D,C,B,41.256820544409464,E,-19.55864966250096,D,1
Yes,-16.082944043215193,-101.75219695434834,-93.64968778960218,169.54406428192735,C,A,B,D,8.129650847571499,B,65.91729363770587,A,0
Veteran,-0.975548063890383,-65.60599449408228,47.919978123940055,17.35169268914875,E,C,B,C,147.375153796595,B,-132.41495926328187,D,1
Yes,90.93685160103185,44.861431462787735,-132.67254962177256,31.605600448892496,B,C,A,A,-16.536618290199133,B,-107.03923614893205,D,0
No,-52.00244913855521,-5.277187112666905,-32.8939850140995,-19.69783053391654,E,D,D,E,12.162522334058997,A,-27.882904331917292,C,1
Yes,-158.07964394149081,-42.21755697789716,-46.91031693840537,80.8421277364394,B,D,C,A,82.50738680492934,D,-29.17037564248963,D,1
No,54.750456699466945,147.19535376080879,58.81602105861086,40.43245847548712,D,A,E,B,-29.580579888264264,E,-84.3797827731627,C,0
Non-Veteran,-127.09501913948797,192.93105255683935,10.463446503774467,-75.72047061342073,C,D,A,C,41.88202628119132,A,30.207627154447803,E,1
