sexuality,AGE,RACE,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
Heterosexual,40,Black,-5.377706897708551,-80.203661342348,B,-42.31466186823869,75.88623743498877,C,C,56.26559273255243,-0.16021573752562276,64.00723540985497,A,E,153.58066462561152,A,-53.727485687763675,D,-82.2801510439686,21.04055426690931,-91.99412484876449,1
Other,48,African American,-260.4832559498518,63.171988433535844,D,50.71083506730085,-43.64143640406471,B,D,86.16848298145582,-52.296485860917684,121.50554918429806,C,D,-55.37708622011498,B,6.111740843154212,D,56.46103537467286,113.24775515883363,213.31322263192075,0
Homosexual,40,Asian,25.718020694923293,-47.65053907707901,A,35.96339924302463,-59.197360867166715,E,D,63.38905660126814,-33.03517971528069,-252.29104651716247,D,E,-32.48508181839349,C,-94.24577438361639,A,21.760748874514682,-118.90002833223599,2.6081106578393163,1
Homosexual,67,Other,127.86256226591526,-13.781367749651524,C,43.9419085790294,-55.64573835322917,B,A,-13.188888824126535,-82.07453810053983,-14.654468075804028,B,A,-69.42122894180316,D,-92.77523142278568,E,-177.94197811455166,88.11712743267663,69.98047675060242,1
Other,72,Black,116.97657234653627,34.76810200026379,A,261.27158408832764,186.0761660546391,C,C,4.319731701883092,172.00154583087098,77.88982225510412,A,D,-24.051100718719436,A,-31.062184391258395,C,-20.01150003025238,-51.880459202819104,190.93785313387673,0
Other,78,Asian,95.75574894698669,-11.737262261300923,C,-52.11795460442228,48.291393948088306,D,D,-109.18302039535104,86.28105573935638,48.82709305942792,A,B,38.37918024976027,B,50.47323896449497,A,-41.13179826159638,113.13143190195592,-66.77069032546774,1
Homosexual,66,Hispanic,-40.628913612242606,136.71725549001067,C,-97.01077328908065,48.11721671501859,B,B,-149.78944148532324,-44.36374376136249,-103.54521074776395,A,B,-27.976363673879774,D,-99.66852618087839,B,-2.801446612210508,-44.86587079109124,-12.04083863183712,0
Bisexual,51,Asian,-80.69052760714973,-108.62709282709476,D,60.871904331764945,-166.3018079975414,E,A,19.48649455280297,-61.60315925564277,-50.27102325985256,A,A,-8.657101640794048,B,24.9721802214821,C,-192.74706662644599,207.26324289154778,56.49469200713553,1
Heterosexual,34,Asian,167.03850628641732,-73.21511813311407,D,-30.839220821677703,-48.57473953482284,C,B,-67.17643778524067,81.7220975108207,32.73336002326607,B,C,5.912328618965476,D,-125.49068625944247,C,68.03407584703407,29.94886236045962,-114.75170042435836,1
Other,41,African American,129.48917160704087,-193.4346013055372,C,29.239442873547755,-120.14499826028127,C,E,65.3627995622518,-8.088539365323234,67.85263101609263,A,B,-91.87924552483902,E,-79.9210332728067,B,-32.42909850422832,-27.05184664586066,61.7885221163592,0
Heterosexual,47,Asian,173.60833301934196,-31.183832736922117,C,-39.78672989127361,73.48211969044004,E,D,48.04312469321827,7.621370161599008,19.097532857720175,E,E,8.671461736556099,A,-118.72172744037368,B,125.96897727479089,134.85424408949655,8.656475867144547,1
Other,53,Hispanic,-62.68339165353382,64.8182526722054,D,-24.067817140292924,-54.51671704645867,A,A,32.52983473551806,-40.024572327481636,-106.97978897466447,E,B,-113.11401176820144,B,-40.005368168618126,B,137.87157608810068,63.47464585725552,-53.78761794826713,0
Homosexual,42,Asian,186.85775476630832,177.26648241172504,D,-63.54965504144299,51.677862252752895,D,A,20.077054533445025,-21.707982865793156,-287.7298461051889,D,A,106.80027395894226,C,103.47023991592405,A,206.3112620126448,-19.645895740965198,-7.128498717426089,1
Other,47,Asian,-76.55212616350397,39.076247117214635,C,-95.65648730316289,-8.6935010979294,B,A,115.89956912103749,-33.369818919017355,132.1859994243241,E,A,-133.62473848242178,E,88.3457126952397,E,-79.26198863706256,-19.095529348574136,-121.68165805047147,1
Other,66,Hispanic,66.53606324204475,101.62840758934277,B,-19.02725456219791,-14.76101223370022,C,A,-8.001169887969011,28.812171847519153,274.6502292928078,A,A,65.80488482065853,D,110.10702259600811,C,81.76040645710407,30.87269265363654,-135.0080537846614,0
Homosexual,75,Hispanic,89.8431407000779,137.59169502921858,E,-123.03344716361396,-197.90330004546564,C,C,65.40754147164151,-54.14637162863593,-81.63400409648642,D,C,-79.23336879002309,C,-78.31028160639787,B,58.58786616460417,154.72492280937809,-104.5492765007474,1
Bisexual,61,Asian,-132.09983290107806,83.09593022754075,C,-17.466477115494904,22.973161167285248,C,A,-17.244216369836295,-57.281173043335976,-16.7449913590971,B,B,124.14846349250668,E,-241.87697895933064,D,-121.87481856097281,97.6326097625884,-24.81877988127337,1
Heterosexual,72,Black,59.45916787311847,-120.9607657376671,D,-150.38977058725837,162.70282414328852,A,D,-62.710143668519436,41.94963940973305,87.42751785813027,B,C,-135.97239722630428,A,38.35346233474431,A,80.56499582794603,40.17974250782846,-169.45102945495262,0
Bisexual,66,Hispanic,-110.16555988342833,-141.94005752389984,C,-124.85523894328479,-3.5220992636079402,E,C,111.88228068405053,-117.36192869010449,-98.81674166525224,D,C,31.292872314960086,A,-94.96685739776063,A,56.114668774373214,-66.11437432706055,9.865359590061654,0
Heterosexual,63,Hispanic,-73.52545654175738,-79.94809179977582,A,-25.08117167562834,-1.1763147379896535,B,C,78.36565205510205,-6.452936467788323,-18.24084226685658,D,D,-5.799125641083213,B,75.0087202854359,D,61.703409375431086,62.96215637318869,90.93574865921708,1
Bisexual,60,Asian,-141.4690062092763,-10.558487766573437,D,-3.827824094531739,-27.373241783686993,D,D,-48.50146059057905,-51.957356137029876,-26.70419051762679,C,C,-137.48214382712942,C,25.40845369784639,A,10.584203671757804,50.98728731557638,9.001237798029388,0
Bisexual,59,African American,-76.90315815633724,103.81231665439505,C,40.299960386341674,-16.66022119989362,D,B,34.72597135047818,168.44177023420175,9.905485065428781,B,E,38.75982746403587,B,-85.46669825942033,D,5.7388549443130685,234.0397532370693,194.99427636666536,1
Heterosexual,26,Asian,63.734042463168606,134.84835643204235,E,-30.444698524189302,47.579987373103464,E,E,26.29254623727614,-68.83918254512457,57.75884363678998,D,A,55.72245951755105,B,20.76216276936118,E,71.28068947715624,15.087685094617148,91.09598719482183,1
Bisexual,75,White,50.89338617179464,-76.71326348210394,E,6.035944462175069,-155.62387947064968,C,D,73.00166123468875,-57.96259750104454,147.00510357704837,B,C,48.7012046940685,B,-267.7065971207974,C,53.45908929525693,83.77463384215284,136.8425183998701,0
Bisexual,35,Other,-70.64115677704932,100.46176674970202,B,188.43766292685413,-256.07449787953584,C,C,-77.62524343151527,-166.2301693801282,110.17918209706785,B,B,58.62622988640449,E,59.23820167880651,E,-81.52751873106878,50.49417944323801,-53.61264611702893,0
Other,39,Other,-88.3730626355856,111.93242177315514,E,-44.633957975822696,53.13000003000011,E,D,175.5784238827861,-63.02690509583125,-27.494832675325565,B,D,67.30725392556764,A,20.304106537481726,C,3.754277649754055,25.58091955051384,26.382922973329965,0
Bisexual,54,African American,114.52344435718369,-160.79888280758107,E,94.81627474012988,48.7869763543643,C,D,-17.79491793937492,32.89109461121245,12.513656431385245,A,B,27.114809789427547,C,170.7473906532435,D,11.449336721402023,208.4002958358619,7.071839004958627,0
Homosexual,66,Black,0.6362847454851627,77.7889488429234,E,-132.5273742908539,-4.336316802692243,B,C,91.52361869986154,48.2265305779393,5.404217674694369,C,C,-123.96889016086644,B,-127.15834377800502,A,109.1706630791506,18.646208733927818,-10.700227428679758,0
Homosexual,60,Other,54.85585959384075,3.529790403939247,D,90.43361664305021,-9.041436963429932,C,E,-123.89773935170578,203.04735088382358,-34.93152402826586,B,B,-76.18176723964373,D,43.40535902397863,E,98.60632623217634,29.26520997806321,27.00348615000845,0
Bisexual,55,Black,187.71695439975565,103.26188396367077,E,77.56652082375223,5.218921445614855,D,E,37.81726504667322,170.85482065937137,53.63364716072261,C,C,200.76120580620875,C,-19.460304630026087,B,-90.28768400599627,-168.174889479744,-48.34616132148966,0
Bisexual,38,Hispanic,-59.243546798088595,82.15108811383382,E,15.840240849922305,137.44350917190954,C,E,12.863317324687001,-84.70204128016493,-45.47402623342906,A,E,57.825719684716184,B,-22.688641623435625,D,0.032243184346337043,-49.203840906014854,-47.46173147408014,1
Homosexual,46,White,194.03930994331725,-133.88942219372262,E,-53.166061397654666,-2.016353132798139,B,D,45.734846618768245,-124.30755944852783,-143.8226853942917,E,D,142.8898458894305,A,-259.64963734031994,E,24.408371676491807,74.939940815331,30.65895163966386,0
Bisexual,48,African American,-73.41099465253134,-58.91402302713452,E,58.956514118040324,43.96995723253667,B,D,111.89887166242673,-108.90407460713847,-8.642835672603473,E,B,49.65474981165679,C,-32.579039558199526,B,-47.59853422861293,41.90923176008938,137.0097384581001,1
Homosexual,52,Other,155.02289123523104,-21.147789661073404,C,87.30715889401165,-83.00762353390306,B,C,-0.5483073372530252,-25.670536995788506,85.80850276716808,D,A,85.61351273524565,C,120.42986875678969,E,138.64438243860263,-63.65962267713685,-33.72433629571338,1
Heterosexual,42,Hispanic,118.31510597267594,-65.28089406118771,C,-22.625450295607088,-13.177072037075256,B,A,173.10167403943802,-5.400953749743822,-41.7874091298517,C,D,37.72941773474152,A,-82.26532409529996,D,-59.17281100768352,-120.18835465087862,158.82768147629722,0
Homosexual,56,White,-8.030650844461732,-101.90632392998775,E,-2.1877783593382794,-89.22454463937291,A,C,106.65999259305003,54.672619089423826,216.5486335315681,B,B,13.753854414158631,A,0.6046855796569172,E,-14.915405713301713,132.38640984138988,-23.40425193518966,0
Bisexual,42,Other,-9.527707047270036,-36.801328683958104,C,-22.02690977591152,-58.669052550831104,A,E,-78.51609463883558,100.48395093800548,-58.2912238132983,B,E,-235.38173015023182,B,-58.18468049522584,C,18.522043197918727,-147.79976639186881,92.37054791086287,0
Heterosexual,42,White,-318.491208963158,0.38994636424676643,C,47.44470377092224,-1.2945256034077444,B,B,-30.89290111944184,153.0007354013329,129.64880990260937,A,D,2.668317775439748,A,65.03236935651051,D,-26.001840134464842,-53.63976360042594,97.42274038308456,0
Other,50,Other,-5.4213273741816534,-31.80621401542936,B,44.659116955766706,15.367330514840846,B,B,-42.44416809948549,79.07807002899732,-71.17174038460493,D,E,40.931190280503024,E,-78.55034937546759,E,77.44647435776048,-158.45094516331173,21.115857192861327,1
Homosexual,64,Other,193.2763720122423,-181.26777267857253,B,-86.28280324133848,-34.569238835417636,B,A,38.747355544720655,11.022890194213511,156.63830312412935,B,E,-94.58395617295317,B,82.11419613096803,D,-100.51732503384261,11.945035638817734,-140.9891276285182,1
Homosexual,68,Other,97.35892904591256,-114.94432542338711,E,254.20999406029065,-29.806171241233937,B,A,61.048119352551375,64.64351769352191,74.12150393272229,C,B,155.53542377626252,C,42.25821411818422,B,158.62437612798175,131.11421346989923,-103.56739610038463,1
Bisexual,46,Hispanic,73.82756058747667,33.29758739004897,E,-37.42342209626017,-91.36257440448094,B,B,57.591090628465416,5.156939900125807,-220.40725533752692,C,E,-56.71078028871525,C,-13.53878576766691,E,-190.50164824166313,-129.8359938868191,68.98383137498972,1
Heterosexual,79,Other,4.956148757555037,-31.791390917909148,B,72.30855698124053,133.02978290702586,D,D,-158.44369193019125,129.87132117882098,-163.618742446672,E,A,-18.250886010850493,B,-186.52852091545608,A,103.9298905390049,-80.6268255574293,126.7720994139035,1
Heterosexual,43,White,204.19194671678778,8.776884966370526,A,-113.80703364891001,7.015647859735583,A,E,74.67497389950243,191.56268705232898,-53.12600696811951,B,C,-78.92983227588743,B,46.651507977411185,B,31.599842986880645,-51.005133438705805,-103.92749062583029,0
Other,70,African American,-0.9165056044854316,179.44084969272132,A,-121.15059134887021,-3.0710131699283965,B,C,0.07735615277856608,45.23805869166456,170.7293809574735,B,B,27.683424048728007,C,-10.348255382124378,D,22.66381508353694,-62.66689480082588,-101.11742534033942,1
Heterosexual,61,African American,65.05461610957568,-49.73593657476905,C,-217.19123114410124,-27.393150980071646,B,B,-67.5390709595674,10.671666899923236,195.11117814153008,C,A,196.71995024671617,E,-66.77069994289836,D,181.1053232384541,-7.460519616836899,78.86664691415503,1
Homosexual,72,Black,-60.74069398556626,114.06818485685035,A,2.765459721209249,172.8228709877484,B,A,106.22374005782137,96.3257445382524,168.66992295262347,B,D,19.166125902566293,C,73.52387323593125,B,-10.420239082320478,112.3289994581709,49.51155810441483,1
Homosexual,27,Hispanic,1.172498885685364,94.86221838495463,C,67.77369608546421,-96.64804379810037,E,B,77.0929338040262,236.9223724989826,-136.53921101726644,D,C,69.27232412985008,C,85.7613920661245,C,-155.88658759313063,106.38238862704085,-80.74859753166996,0
Heterosexual,31,White,-55.144135529829875,283.8913739284915,D,80.98159756446856,9.290843810417789,A,E,20.372832991825202,63.01460003089046,80.5103451255058,E,E,166.51461569253317,A,-36.22819197617874,D,-47.38882285614086,130.35119036886857,-2.932326185481438,0
Other,38,White,-18.997790057253912,151.1993772126671,C,-42.287075324235765,46.06970834029069,B,D,-13.80421342578743,-109.56996365131239,-79.66785965143083,B,C,-57.50358545380605,A,-22.618674311711324,C,-205.59027362668357,3.0358806107250444,-17.78029220685033,1
Homosexual,18,White,-241.74719632010869,54.886616779345154,E,-80.84052820981964,-27.882946847256164,D,C,238.78291773018847,-21.36038200659701,90.26938098307444,B,C,102.08487629078185,C,162.73892058231505,A,99.24370854421312,45.30044935210299,5.057267880295324,0
Bisexual,32,Other,-130.65822131600123,-72.88602831231631,C,-97.81577435118767,49.31349404210227,B,A,30.502079587873027,-157.94511835589566,-63.61068545496169,A,D,32.8774772942584,D,-64.8473981788437,A,10.359909542976482,-113.06046171712268,-101.87185029705566,0
Bisexual,52,Asian,-55.054482496547074,-40.106222425915156,B,95.79148993811161,-74.2850442232892,A,D,123.94066987633087,37.728280610502836,-96.14419042578618,B,E,200.43402168861982,E,70.72525901929434,E,-183.48885299637257,-28.833677830336597,-118.94927558063273,0
Homosexual,54,White,193.62898271398683,137.29672623904432,C,11.275022872025746,194.8794608492497,E,D,-23.503422962985233,48.22523989694743,163.1019141412035,D,C,162.07399893437707,A,43.1608948632417,D,0.4939943046916851,-10.955576221460985,-144.9465506621694,1
Other,46,African American,-52.04795250485803,68.00741782042152,B,91.83445439441232,76.38827471664787,A,E,73.7331863779025,-25.462485402303553,8.267490369418114,B,D,45.61475836933663,E,-47.49403939486093,A,35.87904760270886,67.25045185336016,94.94377145077726,1
Heterosexual,64,White,-106.35743437139378,-27.685198415470946,A,121.50436767633559,160.46615299772128,A,B,25.63818298689281,-95.5446897106972,-33.05298293646099,A,A,53.68315059917762,A,62.859646771325714,B,-19.762003557692136,133.13631307198906,25.56497521252603,1
Bisexual,70,White,140.48886564557583,70.71848228152896,D,167.18938043535283,-38.68327709276782,B,C,10.869728996775024,-128.1020566445711,117.31582264449357,D,B,51.9420253486239,A,-75.13193670890817,C,60.53754796308296,-72.88393929276936,12.225157542649917,0
Bisexual,64,Black,128.84441225394448,-95.76398652779483,A,22.978302225562096,-163.39454865985607,C,C,-21.53685658915885,108.17023298010113,107.03053590336819,C,B,-67.48292511214991,E,-43.74931581811272,C,132.2994370909462,6.984895882302587,-60.80973351486545,0
Other,53,Hispanic,30.42961228547345,104.12750835856957,B,142.36157642166498,-94.2086980172444,D,A,76.565522147911,-66.74028661163092,59.95840370802167,A,B,2.1933813292332247,D,-79.19431498361898,D,-138.30810841230243,-86.96309958648986,126.17910645197472,0
Other,25,Black,119.91580786400675,71.96633018226845,C,-118.68054099480305,18.385128260680567,E,D,-185.54937995819566,-62.41755062628762,55.60904236222981,E,D,-3.628606310152755,B,24.145573299876123,D,-182.03440067198363,44.34657910086538,91.10457165524159,0
Bisexual,74,White,-75.68421576530548,88.02852435917181,E,-11.57833613844433,76.09521977019467,A,C,-4.3399424271087295,48.17537694417011,30.08667839299092,E,E,22.376584778428114,E,-80.59559780370397,C,81.62723566672727,198.10994015545404,-84.13414909784109,0
Heterosexual,29,Hispanic,-243.72711328866438,-112.35488886887146,C,7.218082736668993,32.22448843863957,C,B,0.9565547138733215,-45.25107273309789,86.4783511233723,E,A,86.76169961019363,B,-91.72052758405812,B,-67.98124361929825,22.301587722478562,-44.9667363617058,0
Homosexual,49,African American,-75.48661115831341,-49.00564557371092,B,29.46739561633565,-7.583532487806741,A,C,35.4821907993304,-234.17366730392982,-16.289179211125727,C,C,16.24476697041651,C,-110.38855113943396,B,65.17275021184147,8.339382054747519,-225.1927351755418,0
Bisexual,30,Asian,-112.91934513001553,-63.689428560468976,D,10.113480185043283,129.5134730464387,E,D,-113.1223983260349,94.33741151153842,147.40682835993587,B,E,23.46433110551677,A,154.81520495738562,A,-129.63545813908414,33.099012909522294,-72.98392387418347,0
Bisexual,40,Hispanic,110.1479591490915,-25.922038133791915,B,-206.9055646563803,-27.34102186238898,B,E,-150.98314696295395,11.402778517730493,32.1821505269959,B,D,111.91258960429515,E,-39.34638579534537,E,-53.465151683100146,-81.71986798236064,-115.78348911248506,0
Heterosexual,77,Other,37.7145687745335,-221.28581588794262,B,227.27970314322286,-0.8980205470623637,D,C,-0.02528386257608839,27.594417769070212,-46.952213263587346,E,E,-24.89562230818167,D,74.96023363682585,A,6.87768984810349,37.72253013775896,-120.91295756007531,1
Bisexual,19,Other,129.65492365735997,-57.76510370556983,E,-101.04826697781048,81.05993178732876,A,A,-136.95407059035009,-95.64504270383573,77.01858698265306,A,E,61.69088544036055,D,-108.25319949102268,C,-147.08769410838724,-8.29596151082996,-100.2673795909871,1
Heterosexual,73,White,12.264558654963285,-144.41496426809505,C,-10.844112889942245,70.01668617219273,D,C,-254.3778567928902,-93.3133472121105,-77.17887218618333,D,C,16.72169347795937,A,-117.0808995229334,D,-28.002460705388714,-4.184659726267287,166.85376528616356,0
Other,60,African American,-17.06839038257636,16.232617483359416,D,154.66956803440985,-71.17333141488132,A,E,45.970769046191954,124.13350373898027,-29.483542232610453,C,D,43.75269447320861,A,3.6981875517641782,E,-0.40002379851068404,2.1781487394483188,88.21863302978066,1
Heterosexual,67,Black,62.51316163815252,151.69889044462812,A,187.48102438699132,-90.2990775282351,C,A,39.012480857158025,99.11970977349034,137.18185076809496,B,D,99.39353830721247,A,124.94659512912565,B,64.53503147482371,90.51195332134674,198.93163625518443,0
Heterosexual,60,Asian,-69.14533416959591,-136.50483024855453,B,-90.81114350077029,-48.73074076794177,B,D,-148.91115911410208,154.78392717674143,100.16082884949324,A,A,77.05942671314693,C,-177.24617590157817,D,104.89470029493513,-29.695708105758445,-113.34487977265138,1
Bisexual,61,Asian,113.59043298410614,61.024718554112766,A,109.54051605287695,123.120754849972,A,D,34.93809153838544,6.45969610167873,-107.06613659045318,E,E,62.56962867083552,D,-106.50304462627996,B,-62.960969174823965,53.03134656150369,-83.55579774550476,1
Homosexual,79,Other,45.856253018335465,-52.792286462017636,C,78.25337771635392,11.358756145425602,C,B,-2.0204479366193255,-63.54041371212211,145.44138079341295,A,D,90.42426720546446,B,111.49889375163826,A,61.671596086299054,-18.202992043189603,-4.32444171617761,1
Other,36,Asian,-49.74764571415163,135.94368486741018,C,-141.25054788504673,5.641795259433145,D,A,25.601279400547504,-117.982155254843,-143.29517122706315,B,D,137.4505211829774,B,-10.011093379043778,B,3.876959707593549,127.90156129416535,-30.366975525795304,1
Other,55,Asian,-205.84366399087446,-43.37183523974444,D,27.376283020289115,10.486106843537444,C,C,-71.87503800502017,-7.5411373326002185,12.09674901450823,B,E,37.65741903694799,A,113.53597979476655,B,-8.178571459566216,31.813044310106655,-16.489466576354967,0
Bisexual,70,African American,10.413713123962648,-1.4089070860781978,A,-19.69690236507196,86.60664586664602,C,E,-22.089525909552428,44.71417953709425,99.05152646804108,E,A,92.1966819528466,A,70.86265727106384,B,-84.59409226511329,-76.20466871302902,35.64957225894531,1
Heterosexual,22,Hispanic,87.89854744758331,49.978956223189506,A,-60.77056298502581,66.30770602246736,D,D,-43.53713128261548,-5.611063311687759,61.621222353996416,D,A,114.37756343652256,A,96.50122249269991,B,-57.45506707825096,46.94634063590838,-58.37785749695389,1
Heterosexual,79,Hispanic,31.682966733259583,-29.1256989936305,C,159.14969783553866,101.37413976384045,A,D,97.23566734152969,-5.11709554163595,-41.409644349457366,C,A,-140.8018732528135,D,114.90440064777331,D,-58.40568059917959,141.83199414646984,-88.20762593203567,1
Homosexual,46,Other,-2.922126814618662,-155.40209963257288,A,-11.250039951199344,82.05248943209675,D,A,143.30554629021046,35.70422280029557,-115.19154589710436,B,B,42.280114744275764,D,23.527976803180493,B,47.35190860742518,51.86707003800263,78.37494734858484,1
Bisexual,56,Asian,-5.596990672642028,-64.0123785861028,D,-17.676286179230054,129.00606491057673,B,E,92.14338574490887,12.043381032248092,88.35814094664046,E,C,33.65087713096418,E,-23.184188915429214,E,210.62970059620073,-47.01092183966139,-37.896181876350404,0
Other,69,White,173.95114108852115,27.88617253572766,B,133.05702808333976,168.63257487141328,B,A,237.90793085107146,-45.32088471365616,126.20035640992751,E,D,-35.65998112471481,D,216.25004904280794,A,14.972665001887894,-42.072303377366914,181.4781299717837,0
Bisexual,44,Other,-47.39015098344234,29.76238315262545,B,-273.4839474052137,-58.37531707432922,D,B,-109.4968452548911,-78.08783105066895,21.143716740932465,E,E,180.36327637376118,A,107.63270386544264,A,149.94627284867053,-74.07178957576605,152.38179171582348,1
Heterosexual,19,White,119.48647875566039,-105.4437315000099,C,-140.86764346712351,-115.47272670538618,C,C,173.29127562973184,240.9462844431858,-36.75345618154366,D,E,50.31410580231269,D,-54.29410318284808,A,149.89555832664124,72.4657204993597,80.26163909603744,0
Homosexual,21,White,-46.7862450116017,-11.30701591281347,E,-156.96139232688463,74.4839120367057,A,D,170.55499717562984,75.02855921025832,3.059715492873636,C,E,25.572775127515264,A,228.1751819315039,C,-3.3286273131656428,98.93001930840805,204.57139881262347,1
Heterosexual,29,Black,-142.8427997350314,-43.18921585204459,A,44.8129354757283,189.2306885444364,C,A,-49.71259117481115,27.92896719536507,39.66253589593344,A,B,-250.547310600468,D,50.07294521258703,B,58.42038602087429,157.9974805734534,10.766389619110114,0
Other,31,Asian,158.99087964024423,-78.27454775077757,A,85.88853808790007,-41.383932259917785,B,B,68.2133355408446,21.962791957031566,-111.07117175133952,E,E,-84.07465580173175,E,53.65794197222785,B,112.62661248559984,-50.68008502527177,215.9882269402909,1
Heterosexual,44,Other,-40.070088304239,-72.04158988623439,B,63.29786318533469,-176.92326422493926,C,A,-9.26246115879045,-46.80242152662826,146.53674264559973,C,A,-86.39932194669778,E,44.87555682866367,D,58.73954717941723,177.8916554213996,-89.5425731592962,0
Heterosexual,40,White,16.208851160498156,-46.804605049237466,B,-118.37279560900262,104.90538591235921,B,B,61.15724164386705,66.94071451639286,-46.55686787062502,E,D,-83.47046003513206,D,-66.28879209411954,E,0.704721631927927,-221.54019427192875,22.663213215310222,0
Bisexual,71,Black,82.89883125136745,-0.5190636724249045,D,19.523147810541612,-134.75973938766492,B,A,-132.2770100664277,-71.84329109795712,8.271695632749958,C,C,45.671968755288795,D,136.7280463766503,C,21.522526113341932,-5.647678988208584,-154.01330197435215,1
Homosexual,52,Hispanic,143.2630946747126,-17.19788609964189,A,131.2924079859106,-75.17067568055909,C,C,113.19993234964636,-39.00574936532017,-113.76202570601612,A,D,118.50406661852924,C,-67.34674671091483,E,66.37546442321091,-66.98121054552536,-65.00625600170397,1
Other,54,Hispanic,-46.24936900041895,72.93778620348483,C,-109.8055532807027,-76.02218153211204,E,B,-21.69980834613481,24.45493714623142,-31.551123943082573,A,B,-80.1279373276953,D,-34.98275391190196,B,32.307443759269,-36.98616339327161,-5.750300722622282,1
Homosexual,53,Black,-28.12581776288307,-103.14571379040996,A,151.97405659772477,109.9308748733615,C,C,22.00727001884928,-56.3402173926639,45.88900219282858,A,C,-27.36126125430962,D,10.339229633258439,D,-39.71633778614312,22.966735389107686,-20.142119800101582,0
Bisexual,39,White,75.40935418593982,-245.6901328903969,D,46.97167359870608,-26.625710349695055,D,A,-96.03498307066805,120.56473120193564,23.267735360743412,E,E,120.59648524889892,D,-9.623058325128063,E,105.29398513637776,-47.63231828454095,-16.81245601309295,0
Homosexual,77,Black,40.26264592584447,24.806268789825108,A,-62.69899090045185,-92.9089033042223,D,A,126.45028910586133,90.9409527937037,132.6842047859636,C,A,35.08100184822256,D,66.35716545190621,A,99.51950590941243,134.28504048878526,-113.64928893797676,0
Bisexual,65,Hispanic,-20.197064614917863,-115.23163977132016,B,53.61767746723595,103.09794017998406,C,E,-27.8036792149069,166.77295773284976,-35.89027417019899,B,E,24.913968953215665,D,-131.6449222369628,E,-134.34980024565587,60.32406416690971,130.88845078340162,1
Bisexual,64,Asian,75.51249683360062,30.973631186331456,E,-26.866354497184957,-97.30137926783937,A,A,91.8965726393933,-111.65115516940307,7.2257804641021774,D,A,-44.16721670323718,B,126.06453464823613,A,-32.82939140753706,-9.662247077436517,-42.22122073795313,1
Homosexual,18,Other,40.87277078221604,-162.32986668007956,E,-121.89901329798862,124.34535299806832,D,E,81.00399435206842,-75.91316025340232,60.41761141024512,C,A,-119.57310441009552,E,0.3757382359794164,E,-27.37025954277889,193.57345852418447,51.973072864625394,1
Other,64,African American,-25.72726145080525,-96.54102448667945,B,87.87195762850301,34.36889442898782,B,C,24.32835830009953,82.11763316837711,208.36400478640647,E,E,168.33907648866182,B,-33.2593105437223,A,41.695145831563394,177.03774237422377,195.36690302423983,1
Other,70,Hispanic,-11.321132526212683,-81.66458156636564,D,-103.52068405398039,78.2937190207246,A,A,-33.24564343550839,-21.226586472847792,107.19024319689711,C,A,-115.46628817991672,B,-65.4766324605734,A,-53.943275504768366,68.61396228339773,-72.50363324274859,0
Other,35,White,-21.51690124745866,-5.238212807638221,C,-115.1819651912642,28.592655887876546,E,B,-257.68402326384387,-83.734302988539,-0.9872289298562921,E,A,-94.33473741886152,E,18.71491801194277,D,-140.23230616825256,69.80705859675555,80.99309437805381,1
Bisexual,61,White,272.72069601053244,82.63115105151546,C,18.71748912744076,-3.9120252226028684,C,E,-98.05243440061768,-54.12454751751417,-126.00072592694627,C,B,241.8776570648544,C,67.48663173875431,C,108.61686592938284,-5.883779745529092,101.08750505107109,0
Homosexual,32,Hispanic,-140.53563938340224,-145.84509210777586,A,29.37885589983721,-8.259258028949851,A,C,-79.02149886639182,88.77246033102774,-70.24818063122382,A,C,-242.5438800565471,B,30.363648771385517,B,-44.377275778324226,100.89832495585706,-38.95055970672195,1
Homosexual,61,Hispanic,111.31320707874434,-9.852000860918226,C,3.409813915578539,-59.74453045260807,A,C,73.68186979597328,63.77707362001721,60.129067342331346,B,E,-25.15733766768488,D,-73.63079642367714,B,11.501314499189688,-52.514958867299924,-129.021844519976,0
Heterosexual,75,Hispanic,-110.15401197248067,-77.36043950185733,B,51.091280682209295,4.406647125450956,E,C,-68.77394720735921,48.34565716041478,102.35562875365933,C,A,266.97205847472,C,5.229670779146793,E,63.56013557644138,-105.2857576813687,-115.7865927302161,1
Homosexual,56,Other,25.86543038856214,-101.16532973943116,D,81.3902826967975,-136.00917351173678,C,C,-41.9865737193115,-37.39298585720295,-115.45666318898371,A,D,-72.30296982595374,E,-135.4214017410152,E,-7.0824098272072495,-51.01271618422567,-123.0839622892564,0
Homosexual,34,White,-52.32450126988658,-33.96953243062526,C,-138.22434573892104,26.866874616368918,B,E,17.823140098581515,-41.55003037654221,188.65959343302768,E,B,16.843404210832947,D,13.532105160805893,B,55.9712016229725,36.17592856100628,-139.27506204923532,0
Homosexual,42,Hispanic,-5.147039196475511,-11.240511282180302,D,18.983774029056942,87.65254593358645,E,D,-139.5629914279945,-4.559818562412428,-91.20849037660125,A,A,-96.93675524927183,B,-6.312684657189581,E,51.7231849637456,44.57238729701113,-265.6109369753703,0
