disabled,marital_status,sex,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
No,Single,F,E,-112.13361862645259,C,14.193447525575806,D,C,84.58325042724742,3.0137514574471695,124.15145737404856,C,1
Yes,Divorced,Other,B,-57.87796845083747,D,-7.085467365816858,D,A,-44.18574550551657,-94.20795015489026,64.87339855701266,D,1
Both,Married,M,D,-154.8870161527984,C,13.916930173744888,E,C,-190.7046985684423,28.734339083253808,-36.15115687058447,C,0
None,Divorced,F,A,17.83526632435063,E,-146.61930413317202,B,D,-98.64416252572224,31.233440051109046,-24.242001157461342,C,1
No,Single,F,A,53.711382651631745,A,74.84028998657718,B,E,81.23866733155309,93.76705880965145,27.787256701576972,B,1
Yes,Single,M,C,58.02584745991957,C,-113.78457950230573,A,C,92.01286698928828,146.15108392100078,-108.77732215956664,D,0
None,Divorced,F,D,104.47731170520034,B,124.86934276196256,A,A,-140.04953020693054,16.50342155880198,221.89607076655048,A,1
Yes,Widowed,Other,B,51.578552039316904,A,92.1271670874021,C,D,-104.92385248023024,105.18453449123342,-6.158545558422748,D,1
Mental,Married,F,B,170.5579535524738,A,-45.55015136656664,E,A,-170.66979931630812,48.72801345178653,74.52599557893845,D,0
Physical,Married,Non-binary,A,42.55408118251932,E,-163.95658299926845,D,B,44.46485109789797,112.25754170623001,-32.113170172351325,D,0
None,Single,Non-binary,A,-131.66735597670117,D,33.4580562407891,E,B,-184.85743206327066,-99.1929688518497,89.52724647825885,E,1
Both,Single,Female,D,-101.41218425342127,E,18.902325746745923,D,C,-115.11684415557988,104.13288191210337,-130.92949465576424,A,1
No,Widowed,M,B,72.64911669362797,B,51.457168439278355,B,C,-8.282096070038733,-151.10249990578936,64.39649193269005,E,1
Physical,Divorced,Other,B,175.2633104651257,A,-8.882774688931276,A,B,65.82192321875918,-157.12095978310407,42.606128635560516,C,0
Yes,Divorced,Female,E,-86.53339126378484,A,149.30565537333766,A,B,53.20389624284319,-38.303157365927106,6.656911487126997,B,1
Yes,Single,M,C,111.09844419655988,E,60.461570823987145,B,D,31.845776902026778,-2.443978661420399,10.647323362037863,D,0
Yes,Single,M,B,153.372199357781,B,136.13193287083982,B,D,132.93127964322596,180.3445279707894,-16.187798818114587,B,0
Yes,Divorced,Other,A,-89.60969799487597,C,-66.40900864832196,D,B,147.50519304495748,52.348173782573184,-74.68171466035498,E,1
Physical,Divorced,Female,D,-70.23155995115623,D,101.40791203368981,A,B,-125.60078574452757,43.63146475404539,38.53286597578102,D,1
No,Married,Female,D,-36.63272425934688,C,233.78484123799805,B,B,-27.435151656868083,73.2076031931831,-14.197081886012194,E,1
Both,Single,Other,B,13.220148432579196,B,82.29416944190348,D,D,76.67575721306176,-63.35391394203388,79.71720850895156,A,0
Mental,Divorced,Female,B,-101.81588630658086,B,-11.608663099858433,B,C,105.86855311735985,-65.32893566390626,-158.4079330321746,D,1
Both,Married,Female,E,75.15470152656832,B,57.039240696519464,A,C,-41.51802694345142,-72.86486850741478,-55.871393926322696,B,1
Yes,Divorced,Other,D,-31.900785596443793,E,56.567852971200004,D,D,59.34492742533809,-71.3738221932269,186.75773945409696,C,0
Both,Single,M,B,246.5974729017236,B,101.15848130567062,C,D,128.91232467031318,174.516173431534,48.18763191322275,E,0
Yes,Widowed,Non-binary,E,166.49963977315772,E,194.3169451564512,D,C,87.33997706110107,-1.5625294064853457,45.899651160018266,A,0
Both,Divorced,Male,B,22.821747587476814,E,-136.96381414446307,D,D,10.735523012579055,246.88260817568613,173.00083061389563,E,0
Both,Widowed,Non-binary,C,-5.785434027861397,B,63.634615648606996,C,C,16.020186398227366,22.84660877782194,-8.36589333691781,D,0
None,Widowed,Female,C,56.26720251656457,B,-59.1963355368364,E,C,121.62564016892763,46.39784163147411,-59.66646078540248,C,1
Both,Widowed,F,C,28.86091716893018,B,-188.93415561761807,A,D,-191.4050080590685,186.54113009149088,-25.38314446974555,C,1
None,Married,Other,A,-7.268543985416985,E,-98.72454239304838,B,D,70.96321121341884,91.36994371449403,87.57814078872792,D,1
Yes,Widowed,Other,E,-72.13086325612105,B,-91.9676132572863,E,E,19.370745373672786,-12.09367786664366,1.1763882326703448,C,1
Yes,Widowed,Male,A,9.832251691259742,A,-146.92017309927826,C,E,45.21733714732667,-12.073565414871926,129.35420545070278,E,0
Mental,Divorced,Other,D,-6.012299693140396,E,-85.18539013128705,A,A,-131.44024793961725,-206.96939479181572,18.7354565204417,D,1
Physical,Single,Non-binary,B,-0.5778732527754257,C,-43.78765717367164,C,D,-104.5306942452312,89.11675758738203,79.97587926069788,E,0
Yes,Single,Male,A,-7.494985786490879,D,-87.47986692813771,D,B,11.676828638946116,-0.9362861533202482,134.07400557112948,B,1
Physical,Divorced,Other,B,-98.56619766271253,C,105.06542583999439,D,E,58.69541246625881,134.90640525870202,133.23664184839365,D,1
Physical,Single,M,C,-184.81042702650058,D,69.57844376519544,B,D,-120.22348344851841,203.57250592984624,95.79957841578252,D,1
Mental,Married,Female,B,-33.83281836476904,E,80.78769138314578,B,C,-95.07324772000312,-29.46199494582543,-20.42959427233841,D,1
None,Married,Male,D,-24.4770083650553,C,70.83484943565696,B,B,55.04396775776191,66.24127017035958,202.30398401462583,E,1
Both,Divorced,F,D,211.59375207985812,A,114.76745332528178,E,B,45.68680537926511,121.40434099607693,-19.165221732764266,D,1
Yes,Married,M,A,96.03881890573062,D,-111.37467018557655,D,E,58.907763100149715,-33.99511392735792,-100.82102501492052,A,0
None,Married,M,E,-235.6929973977301,C,-23.902140635898775,A,A,71.8161203287259,134.06775368254705,-181.35454369752603,D,0
Mental,Married,Non-binary,E,-18.277844864270868,A,11.84266663434327,A,A,-80.80347540905858,164.42458388187885,-177.36850928475846,B,0
None,Married,M,E,133.71757430369718,D,77.37313674524896,D,A,-160.28154818584542,-178.86052513923315,114.21787901880674,D,1
Both,Single,Male,E,-1.2645425973399604,D,61.11603222446038,A,D,170.49684309356306,-20.38816783709674,-81.68699452805691,A,0
Both,Married,Male,A,-176.65557049418402,C,-154.33169388512488,D,E,36.335966856651524,171.87324220386552,314.78630667522356,A,1
No,Widowed,Male,C,26.425146379922566,E,-166.8515459913643,A,A,-187.02136969281682,7.828473185179089,88.2082053872393,A,1
No,Divorced,Other,B,33.34009453852916,A,179.89527312367622,A,A,-41.66224535970298,23.83592663871313,64.60278953902315,E,0
None,Single,F,C,42.10092465515613,C,-117.97046170734042,B,E,-117.75900606212042,72.41420463759246,163.87880366224664,C,1
No,Married,M,E,-99.64779374300116,B,10.209831710018886,C,A,-124.03216437655766,76.58507162534292,-47.820410163468985,D,0
Yes,Married,M,E,-111.35422420849837,E,-97.92766090372143,C,A,160.283620968073,163.12102841329727,73.41944021571032,E,1
No,Divorced,Male,D,17.00417726033357,A,95.41553105323382,E,D,-124.29609994031394,117.58477151179008,148.4082221443509,B,1
No,Single,Female,B,-25.66747550020275,C,-17.50979316323986,B,D,-135.87082617069638,44.96004722027841,-217.92351354057396,B,1
Yes,Single,F,E,53.55461436155283,A,-54.06811395972204,D,E,125.85688414171084,150.50138765347307,-171.3154024500701,B,0
Mental,Widowed,Other,B,2.9211081343643617,E,196.3898747120214,E,E,-9.066412926611344,180.55406125318504,2.6725646922673594,C,1
No,Widowed,Non-binary,E,-75.44778474155952,B,85.45524202415228,A,B,-21.966198814494128,-66.60077778078298,-59.765439945575224,A,0
Yes,Single,F,C,-133.7128592339926,D,23.855819976871707,C,E,-32.94310742986903,109.9224621291244,-109.12698989180889,A,0
No,Divorced,Non-binary,E,166.76793885138704,B,-103.84861842466026,A,E,-103.79011097138971,63.41333486801176,-135.70746672733628,D,1
Mental,Married,Female,D,67.39459099026163,E,-159.35283776359663,C,B,-72.50108694908587,-55.632306423845876,130.39301248876362,A,0
Yes,Widowed,F,B,113.10287692291938,C,-38.21987527866488,E,D,16.935814522228533,-13.687477497455907,-77.87383090805268,E,0
Both,Divorced,Male,D,137.33825114391195,B,-44.626590475301,E,D,-151.0021414354502,-83.93779571867263,99.1277775147053,D,1
Both,Married,Male,C,140.52134895490823,C,145.23873317275005,E,C,139.64588905757756,53.87147947390852,-25.535185830228453,D,0
None,Divorced,Other,C,19.288587395193137,A,11.2055804700401,D,B,-29.52957642391047,-93.18328725618514,211.19498129369063,C,1
Yes,Divorced,Male,D,-0.9128933794261419,E,118.34858345720139,B,A,28.953096361548774,0.6015089893225898,-29.211908766464433,C,1
Yes,Married,Non-binary,A,-21.217691069586774,E,21.83809724119995,B,D,-10.930930225283905,29.7583702745486,70.77427809949351,B,1
Mental,Married,Non-binary,D,20.71634227041985,D,10.076925412362936,D,E,57.218298182989166,47.93113751663506,-159.8905555458822,E,1
Physical,Widowed,F,C,16.003935045068886,D,125.62134643653616,B,D,-102.06381574868162,177.93427830770426,-90.61979814569968,B,1
No,Single,Other,B,-21.250306773170056,C,196.93149175536024,B,A,104.11618760060534,48.48811134532195,-200.14478676352158,D,0
None,Married,Male,E,100.85956442193849,E,44.925765451292946,D,C,-47.83675389536503,-3.9617890180232957,7.9984609821498545,C,1
Both,Widowed,Male,E,-123.82198702902178,C,58.70563101615326,D,D,108.3659394866284,-243.29916061489212,-29.47745624712393,D,1
Physical,Divorced,Male,B,-0.12924127885932077,E,-159.0766978001134,D,A,115.63968983539374,-1.209713378282948,9.55041015248166,D,1
Mental,Widowed,M,E,-31.331477179164512,A,131.44624500601273,B,E,32.9726588386713,88.54064448372884,-87.25502411937893,A,1
Yes,Divorced,Other,E,-23.383749633335928,C,148.25424262994494,B,E,51.8049293587161,109.17821358574587,56.87021177833581,D,0
None,Single,F,D,116.27698717888755,A,110.79758076083479,C,E,-340.9686698158697,-55.28115955171875,-117.05478620280732,A,0
Physical,Widowed,Female,B,49.85550373696249,C,15.651656411827469,C,E,-139.2371445641548,65.6595891775006,58.57810441599381,A,1
Physical,Married,F,E,-112.9789270373857,B,97.61784236985626,C,E,49.63013348017087,55.32261533792433,240.78330885802575,C,1
Yes,Divorced,Female,B,-74.34593462970818,E,-70.11318700222046,B,E,40.77651687911712,83.03918826761232,150.9047885793146,B,0
Yes,Married,Other,C,124.3180225569551,A,120.08564460974753,A,A,22.36028932497794,-63.14312617948315,-38.48068920855735,C,0
Both,Widowed,Other,A,-18.28544280275986,E,-45.20685804895784,E,B,-8.496566421827207,120.26191328621327,170.36116133079867,B,0
No,Widowed,M,A,-21.77808749666586,A,-158.73005827671358,E,E,-18.967947695310222,-89.22368300561183,-53.691396819513656,A,1
Mental,Single,M,D,77.39503370311107,E,12.897793498795295,D,C,3.6161357794761186,-48.37408782067227,-93.78238769100581,E,1
No,Divorced,Non-binary,E,50.48676120204632,B,73.63198809413079,B,A,-146.51701545160645,-41.15579569309878,30.144509113936476,B,0
Yes,Single,Female,B,61.06468719384631,C,6.990685274615053,E,C,-73.85074345046847,22.99429605888978,-164.9160322079227,A,0
None,Single,M,E,-46.19406384733515,A,21.242018321153598,B,B,21.280781978059448,1.155284913126938,24.719037331559335,B,0
Physical,Divorced,M,D,-96.4890593876755,C,209.7721069487863,B,E,-57.537681058794696,-98.20013808078177,84.43762851901859,D,1
Mental,Single,F,B,-171.46744844589207,C,-109.04689513599853,B,C,42.4664722357448,-98.07145876631543,-56.60778699805156,A,1
Both,Single,Male,B,60.89574970319791,A,38.80854851689301,D,D,143.24680603704417,-153.2874482309668,-184.37405224355453,B,0
Yes,Divorced,M,A,44.07076236786728,D,81.71422940164335,E,E,-138.08044792241913,4.394317631055097,-160.50396827884225,A,0
None,Divorced,Male,D,79.98718932891958,E,102.05580609643208,C,B,-79.34757017814191,161.5731407896269,176.94329037976487,E,0
Yes,Single,Male,A,-20.187446813544174,D,-34.49718626263883,B,B,-56.12845340785891,-41.1074348951049,-188.7276071557555,D,0
Both,Married,F,C,-121.97857841259905,E,140.81528140517338,A,C,-114.94394344014526,-14.365290802672817,-86.18890138182775,C,0
No,Single,Other,E,-56.96671259892073,B,142.776576676069,B,C,-99.36404563140141,-101.58457111986314,153.68500386293672,C,0
None,Divorced,Non-binary,C,-94.54700043882542,E,81.3927123748014,D,A,-41.423521367522426,-142.0578544641925,-0.8811212751240093,E,0
No,Married,M,C,-19.70290436667288,B,-85.34153035592878,E,A,-194.51691191554775,32.51198948617001,258.4993192472881,D,0
Yes,Widowed,F,B,-96.3276237051013,E,119.24688230639762,D,B,-52.888486185788594,-57.030128020126035,-100.21304587893884,E,0
Both,Single,M,E,84.03501058825948,B,-111.41780836518575,C,C,73.128102617943,-182.42578811567967,-44.048371265592564,E,0
Yes,Widowed,F,A,-57.48679207919858,D,21.49238646491656,B,D,8.598647680103385,97.56863457670998,-127.47973487782428,B,0
Mental,Single,Male,E,-15.474366139837583,A,108.125353529523,D,D,15.884890198728202,-16.446147992885567,76.36507502378709,C,1
None,Single,Female,D,-159.12108764552622,B,16.736903758735945,E,D,122.85362109005003,-91.33223223749344,-15.374590886088951,A,0
Yes,Single,M,C,-67.40565030977027,C,-135.1773368582728,D,C,-6.3873099155953,149.03717925033752,49.866505978478656,D,1
Physical,Divorced,Other,E,108.56202640925241,D,-19.09244547650859,B,C,-117.41135307412418,-143.80860840303146,-54.40746032324325,A,0
Both,Married,Male,D,33.414190310569964,E,116.95471159280375,A,D,-74.60656383440205,34.331161343657975,-76.29373621209348,E,0
Yes,Widowed,Female,D,-19.544849185191325,D,71.75325140581953,C,E,-24.95702757208451,4.0948390934487,-40.10677346371951,B,1
Yes,Married,F,B,25.52971711096617,C,73.96957305770164,A,C,81.2869180937945,43.46987625884097,-20.259276129429367,C,0
Yes,Divorced,Female,B,184.26838292754474,E,6.090856683717808,B,D,-76.49186095042751,-53.37555632481642,108.60331669722518,D,1
None,Married,Male,E,94.9936710954415,B,25.191830431820378,A,E,188.5896175870782,-80.90681402754733,79.03718637509603,D,0
Both,Divorced,Female,B,-114.29719644229237,A,-35.46649121708841,E,D,133.73218080541943,107.2462997668713,29.315000837475004,D,1
Yes,Widowed,M,B,190.18251620181937,D,-141.30784858566656,B,E,139.90691643220262,16.242041251124405,-72.96784310501938,D,1
No,Married,F,B,4.957803401861797,B,55.72856424096019,D,D,-33.95502952810096,35.73231396802181,-89.65969662694768,B,0
Physical,Divorced,M,A,48.42977899623979,E,-164.48237650755883,C,E,-39.26188799672424,-130.86020657568656,-61.83078148126187,A,0
Physical,Divorced,Other,E,33.33678876320448,E,48.53285185744265,B,C,158.26901326385226,57.3393210932569,8.907178203068527,C,1
Mental,Single,Other,A,-55.90061741609611,D,-72.07690350641957,A,A,-242.7698674071167,34.08674643256152,-59.64184478122151,B,0
Mental,Married,Female,D,-60.69286779336909,C,120.3469297415726,B,A,31.011672379099238,-48.388583433729224,-110.88980075743346,A,1
Yes,Single,M,C,-56.54269247805445,B,-106.45472808201708,A,A,-50.88900908416607,65.0660535423308,-56.650319781155424,C,0
Mental,Married,M,A,-54.85845779819456,C,-210.23937278507273,B,D,-174.0783824435155,1.055246296651032,124.60501417889832,B,0
Yes,Divorced,Non-binary,B,-5.5211133468468265,C,-36.53235621842124,B,E,6.945123142413798,-47.18274865060433,-113.12080642777926,E,0
Yes,Widowed,Female,D,34.23526419059614,B,22.843109928045163,E,A,243.524035972712,-2.163330266786565,40.74416141940366,D,0
No,Single,Other,E,176.17472411295702,B,-44.0932251092925,C,D,-63.95586721061059,-96.70564338782164,87.48634208172031,C,1
No,Married,F,E,204.2793963876916,B,-35.85268025178903,C,B,184.80111530682993,52.01457356465219,21.146720258458345,E,0
Yes,Divorced,Female,A,-53.98841137938256,C,236.22384981869092,D,A,-126.38388537111172,21.797190885268172,-8.699408263777006,D,1
Mental,Divorced,Male,D,-58.216043090777106,D,30.765365162248575,A,B,111.53803523143442,74.26954570973805,63.93125564027403,A,1
Both,Widowed,Male,E,-0.8805276470452357,A,54.37457912525138,C,D,121.73888686858203,79.61496619820775,40.75969342695997,E,0
Physical,Single,Other,E,37.943021307116915,C,73.70763846145965,C,A,77.11415482624881,-88.145960207778,-20.058369740063632,A,0
Yes,Single,Female,E,-22.882660702424953,C,-100.95254739950457,E,B,-109.25660400516273,118.47212046459067,45.82419209790851,A,0
Both,Married,F,A,-97.58392584149799,A,179.81214150086606,E,D,68.46522709505585,135.03429621113804,232.24149127590798,C,0
No,Single,Other,E,25.249734195001878,B,-46.739706973023836,C,A,-12.267310969700176,86.10014290945624,52.06656932435876,E,0
No,Widowed,Non-binary,B,-63.80288959241626,C,-86.51649039736142,B,C,92.73463256023159,42.14762117268347,4.835784799734223,C,0
Both,Single,Male,A,-116.5253186111612,D,-71.53847376352861,A,A,60.37122242204086,10.23543396008778,40.99750984661436,B,1
No,Single,M,A,-58.62295160530275,D,85.8358432065075,D,C,21.982537388793855,-125.67474943154686,180.53281549517231,C,0
Mental,Single,Female,B,68.8781664843597,E,-3.6807332612883297,A,C,9.362674671398887,-158.01424939842136,97.9969413067354,D,1
None,Divorced,Other,B,160.32741537847755,A,18.0445429084072,B,A,-80.79790701154587,167.3343285316009,-11.750883974278539,E,0
Physical,Married,Non-binary,D,-77.99748789687271,B,-88.48830364890166,C,B,-54.25015769281964,-27.242578351520958,-201.65447658502953,D,1
Both,Divorced,Other,D,-148.36283866483507,A,253.80196181510905,E,D,3.134088270121437,-137.75772347675868,-126.77979188477131,E,0
Both,Single,Female,A,75.8037762341474,C,96.85805293003006,B,D,55.738211269125074,-12.538670615302392,-210.25615282902362,E,1
Yes,Divorced,Male,D,51.20522144149619,C,-159.27840354486554,C,E,12.352993354603175,70.68657572716731,-100.61384666276525,A,0
Yes,Single,Other,B,224.96411360604495,E,12.403348740164633,C,D,50.329461738790236,30.694489265072306,14.469054402451118,C,1
Physical,Married,Male,A,209.73747254865836,A,-219.41949168977234,E,D,-81.64209497495028,188.18942837700683,-65.43912077714295,C,0
Both,Single,Other,C,32.30526507793135,E,76.37505253548038,A,E,153.82189076947597,-14.77221408068127,22.02387601577311,B,1
Both,Divorced,Other,A,-7.966802085210395,C,-50.074091986120294,B,C,46.39536436352242,62.374097367170855,0.4028158843937863,B,1
No,Widowed,Non-binary,A,88.80235851868812,A,6.55255375690701,C,E,-157.39516968139293,95.04704051868384,-79.85622981946933,D,0
Physical,Single,Other,C,-47.05197689337309,E,261.8651359963259,D,D,-108.18528754964439,-86.60423061190673,170.9262669454266,E,1
No,Widowed,M,E,249.04641835308718,C,-113.58653896222812,D,E,-94.88763996352169,2.6164026437222687,92.98815937960391,C,1
Physical,Single,Other,C,12.66187792509369,D,-82.38925465920161,C,B,60.03569285109167,141.03938448703292,-9.653122379449359,D,1
Physical,Divorced,Female,A,-4.625921006696833,B,86.18217661528345,C,D,88.35172963340729,38.099009895803206,79.95117013561166,A,0
Mental,Single,Other,C,-31.84013762446176,D,110.59380719774063,C,E,-170.6534007949205,-41.08084540804052,200.72341459817235,A,1
No,Widowed,F,A,-7.219762774921734,B,-64.5805402233996,A,C,57.93325074376921,203.09430923495424,33.36426191210296,C,1
Both,Married,Female,D,27.470813320370226,E,-0.7990797217456519,E,E,-20.450011266243624,142.38935918096504,33.24689939535056,E,1
Physical,Single,Non-binary,C,-28.622551220976916,D,-84.45573279696285,A,E,-255.65947099084582,88.41292778343693,-32.46823431214111,E,0
Mental,Divorced,Other,B,-40.20479129234303,B,-23.655957639819093,E,D,-43.2571573434066,-108.05777124515484,-165.73251585488399,E,0
Both,Widowed,Non-binary,D,116.05925403488362,A,-13.691533687904583,D,C,123.79016650294037,-211.61067808140365,-25.246163356138478,E,0
Yes,Divorced,F,B,10.458235983255529,E,80.08754579980987,A,E,-70.63022169876938,4.419544761580173,54.50097430005351,E,0
Physical,Divorced,M,A,-4.911775289483868,E,11.54853142024653,D,C,99.31119952391182,-94.06000977479555,-13.304437379719392,A,0
Mental,Widowed,F,B,-16.235905756588064,B,-28.38337928861934,C,C,-208.67107434586,-2.300872235668398,-234.4094288714476,E,1
No,Divorced,Male,D,155.84708259249004,E,45.060497248082505,A,B,165.31154615740854,-136.79477130346623,72.99575713872245,E,0
No,Widowed,Male,A,107.03808158621102,A,149.55411298875762,C,B,-22.29834963154203,-27.969500075775912,45.72275305357154,B,1
Yes,Widowed,Non-binary,A,133.09647970456558,A,187.0326120450946,D,C,-20.397379090664703,76.60428011795706,75.31911552206269,C,0
Mental,Divorced,Other,B,20.580579500735976,E,-2.624617150551006,A,A,131.63705400859894,70.6411008363462,-62.27781046052902,A,1
No,Married,Male,A,270.1015642075994,E,-34.38060676379362,B,D,57.07559994972169,-59.28436104144878,179.05758609622245,D,1
Physical,Single,M,B,42.92554538286041,C,251.0866190980409,D,C,-125.38022173372403,-82.44861046280243,-31.700236745628324,C,1
None,Widowed,Other,E,112.75760685572898,A,176.21546701060524,D,B,56.86649636867784,-15.544329814567698,99.16684845240205,D,1
Physical,Divorced,F,D,-62.886656674097615,E,-23.000985292621035,D,E,187.41572420476905,193.16828565890893,109.50277774053612,C,1
Both,Widowed,Male,E,-104.9033057044558,A,-90.90448399136136,B,D,-81.84772003822431,49.865139563718415,-103.43271358651585,B,0
Mental,Divorced,Other,D,-137.40686218294928,E,69.13929832682246,A,D,-46.798650617740876,165.9649921719909,18.544069377990574,C,0
Yes,Widowed,F,C,-46.00779743745557,B,58.35996017018166,D,A,-96.78145087840691,-95.42239356324848,-34.23295755912722,B,1
Mental,Widowed,Female,C,57.94092146670935,D,-3.737760258145583,B,A,57.707325127105115,-127.4128619622693,-154.99095841259447,A,1
Both,Single,M,B,131.81175031919346,E,99.61140186270751,E,B,-10.558402572166182,246.18840351261784,239.59295922963753,E,1
Mental,Married,F,A,-57.96870206905571,B,48.91858243755754,E,C,70.83296988560028,14.158265105119842,116.95228107118736,E,0
Physical,Widowed,F,C,9.987457382926891,C,-46.05485750873072,A,E,5.93911124725388,20.046670834371636,-124.37398687136405,B,0
None,Single,Other,B,-83.34612031234543,C,11.03372245746331,B,E,62.30533717774315,-11.569217205595237,56.7118061278137,B,1
Both,Married,Female,C,-126.97268832860162,E,-64.62009455094908,E,A,200.62753913851154,146.66085856777462,207.4933605744171,C,1
None,Single,F,B,-75.81864455117774,C,30.350656014661016,D,B,-91.12518707007895,-242.93483495078743,101.88633481383522,B,0
Both,Married,Female,C,33.18411449744753,B,-33.34794718430513,B,C,137.6188633120269,199.27237759429804,-64.37309999621075,C,1
Mental,Widowed,F,C,-143.6881738490293,A,41.06031044946696,B,C,34.76029492948173,-119.42934794416917,-134.24779029025873,E,0
Both,Single,F,A,121.39051734216252,A,-13.648356916796246,E,B,124.28035138745813,149.9749462625651,66.40314777956743,B,0
Physical,Divorced,M,B,26.727905245665482,A,-10.911783091236568,A,B,-195.40222146128784,-51.43807756064951,-167.16076793354867,E,0
Yes,Divorced,Male,C,115.6664759523348,A,202.62362912652443,A,D,-161.77035784456191,-139.50213527258953,250.14938430464997,D,0
Physical,Single,F,A,105.61233271597052,E,-128.79927815348077,B,D,91.29718500935591,40.2936411820711,-56.35153009106504,A,1
Mental,Widowed,Other,C,87.79896840609759,C,139.24805701790945,D,A,-55.831247714439854,-185.2063463160355,73.68203733138921,C,1
Yes,Single,F,B,-23.62622044958384,A,-39.67648579950678,C,B,-24.682875981524983,-43.31350263824056,87.57125940887923,A,0
Yes,Single,F,C,-65.51316274193137,E,24.788569822434745,A,A,-18.43419294154818,-36.62267289345993,104.96238020184654,A,1
None,Single,M,A,-129.28466718508759,B,-120.66344611943043,B,E,-91.85338325983862,-152.5640558169042,72.29190423493645,B,0
Physical,Married,Male,B,60.253293433727485,A,-12.850734498579927,C,D,-0.7646866373541624,7.554833200303087,100.53141821104965,E,0
Both,Single,Non-binary,C,10.266041650317767,A,1.7347541060505118,C,E,114.62837272772286,13.476260448445013,10.690366681088959,D,1
Yes,Married,F,A,107.79990683022444,D,156.90131832175155,D,E,49.03497783092408,-44.456033868345635,-82.02851192336608,B,1
Both,Married,F,D,216.2857037599629,A,89.52213853919706,D,B,-129.4406035694044,-93.63556298564963,16.569241674780905,B,0
Yes,Married,M,D,83.72601803334383,C,62.69733251777492,B,A,-10.739709539328159,64.70734557120323,-61.665430721013806,A,1
Mental,Married,Male,E,72.18632569665712,B,-108.91992473765784,D,A,25.712022415793363,-29.743533191622753,174.36643976459828,D,0
No,Married,M,B,102.62831857224448,A,-45.5049400148491,C,C,-34.723286556375236,105.06017567190035,31.98657535186668,B,1
Yes,Single,Female,C,18.801526486221196,D,-54.644228740937116,C,B,89.66812277480078,-36.65922886327332,84.75977443981928,C,1
Physical,Married,Female,C,171.8886823594488,E,-106.63442519310198,B,E,-100.74806390234718,93.98616552992057,91.98274022376975,A,1
Yes,Widowed,M,E,38.68079521201452,E,-2.571807425334599,E,E,-75.54830625734539,-121.5509889986916,42.39863331215812,C,1
Both,Divorced,Female,E,-201.81461722412143,B,12.803126332979286,D,A,-19.115708182301816,25.66821300256163,31.47256352519972,C,0
No,Divorced,M,B,-19.51952938441442,C,138.91390692899947,E,E,42.02648748724245,110.35162953746686,-47.49217831025216,A,1
No,Married,Female,B,257.34834263191107,B,-71.91198976501602,A,E,-91.94708694716275,-97.10819830929378,-171.77691058570105,B,0
No,Single,F,A,15.711173843907863,B,8.69647836962491,B,A,-96.51605038943701,-40.84494888485138,-38.613428434078514,D,1
No,Single,Other,A,-21.39893560636617,A,89.08442872286663,B,B,-158.08039237195294,50.74684379944716,-81.16566655999506,C,0
Physical,Divorced,Non-binary,E,100.26744304993346,C,3.174425900928674,E,B,-79.16540143935168,96.25593562366397,89.4196663034215,B,0
Both,Married,Other,E,-78.96921549546416,B,42.3742471898131,D,A,-215.36460723836498,-122.00172867711005,6.75185324087478,E,0
No,Widowed,Female,C,194.17091967872815,A,-6.622682171326969,C,C,93.76997692783827,-6.758273690999602,217.16066336710676,A,0
None,Widowed,Male,A,-79.73673321197155,E,-29.300038209530733,E,B,7.790805923033957,43.06552870172333,38.035043665777415,E,1
No,Single,F,B,83.58950230610324,B,-186.09413076279483,C,D,-48.37805360233885,-78.06936965011951,-117.78250314579084,B,0
No,Widowed,Female,B,64.68228346346314,B,24.119361498409468,D,B,27.526803318545735,-44.767622388055,0.3300957962431311,D,0
None,Widowed,F,C,37.20974679762386,E,-64.67957771532589,D,B,-32.03552416841784,91.19847582979457,-69.52622319545398,D,0
No,Single,M,E,2.25709932148521,C,-86.40267238305105,B,C,156.00738897042547,-14.201262981974718,21.42688214612658,D,0
None,Widowed,F,D,7.87287590918917,C,8.705442749162403,C,C,35.404307756253154,-100.88238720381648,-28.728288948691688,E,0
Both,Single,Female,C,-38.3842326776184,D,164.8467225459643,D,B,-42.68284412660565,-248.19319883478227,-117.67903049268789,A,0
No,Married,M,E,-39.26539968922742,D,141.23102577143766,E,C,-27.703498064428345,-41.00888296751767,-171.74697806192498,B,0
Both,Single,F,C,-171.20435751730108,E,127.9222945856693,E,B,-89.70534543100706,-40.24048462170462,112.9387059692126,B,0
Mental,Divorced,F,A,72.3376746748852,D,89.17101788080831,E,B,-40.46824286311653,-5.590030915833726,153.1491842113201,B,0
Physical,Single,F,D,2.1997089815144886,B,-21.091604098929693,B,C,75.03913847253236,-23.897691620834053,-76.64169802644291,A,0
Mental,Widowed,Non-binary,A,87.7916387494006,D,248.04164970171425,B,A,-130.18973783921123,40.77697830081902,31.434825465690352,A,1
No,Divorced,Non-binary,E,-5.173807243174144,D,13.454901993540252,A,C,-100.2257327087482,-71.59001499525601,157.68000906305778,A,0
Yes,Widowed,Other,B,-200.27807240574833,C,2.2536009009130575,A,B,161.02259430268566,39.51864001619042,-11.4879261295266,E,0
Both,Married,Female,D,-183.8189225330478,A,-150.30622744324754,D,E,-6.169235779700334,221.72822175397232,-88.4790044934999,B,1
Mental,Divorced,Other,B,27.70152285135341,E,26.87498213318721,C,B,40.01312984881032,187.72216913125212,46.9776820823874,E,0
