veteran,Religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
Veteran,Muslim,C,C,-131.58973784763052,-27.34086114940606,17.043431339276708,-34.78011052655038,B,-41.93999567967728,D,-245.39847905869573,D,-3.896151712230543,E,E,49.592693732466984,C,A,1
Yes,Hindu,D,B,-104.08579777260456,5.944273860239576,-117.46188336816475,201.66233994935374,E,-65.63029833870448,D,-58.56925430291867,D,27.049359982554716,D,E,-37.885369829218355,C,D,0
No,Muslim,B,E,142.4041552793764,22.660326660686827,-56.5341392221756,-23.70150715622346,D,41.31548329393049,A,-11.981985724782456,C,-65.14383039882914,E,D,-98.70331613355725,D,E,0
No,Christian,C,D,116.02768853542793,-77.88342284694039,43.390046375603944,71.18558034750504,B,28.851060511893532,C,-64.92114219700709,D,-42.24742250178704,E,C,-86.47098683051594,A,B,0
Veteran,Buddhist,E,B,123.45661744024021,2.298703286728565,160.5069095025336,-65.77209932268535,E,-65.4985755374478,C,-18.446177649365772,C,-83.59727352998716,E,A,3.989215715392159,D,A,1
Veteran,Hindu,C,B,-90.70236123770096,22.055488671693865,30.39146289132047,-36.400759672140374,C,28.78206502116523,D,95.29704819002313,A,-69.84492190308983,A,B,92.68056801721183,A,B,0
Non-Veteran,Christian,B,C,-52.14964143531547,-34.46775777575005,-122.85749753912123,-14.962179136044446,A,8.32708445242467,D,-18.396606262254707,B,-203.33494773741637,B,E,-116.24325629520914,E,C,1
Veteran,Hindu,D,C,-8.68295118831124,51.25819525979786,-12.694415660722042,71.38119141809511,E,138.82676584173385,D,113.21527156041657,C,150.39284108609655,C,A,-145.9091861001265,C,A,0
Yes,Hindu,D,E,-243.61279037707106,-90.55188990841889,87.45942077815324,24.532369784506137,B,134.1605614219463,D,-199.09541599872875,A,55.65647554659956,E,C,46.239327479138225,D,E,0
No,Buddhist,B,C,95.33829376608868,133.96326840414264,71.58714744449381,-54.89145587687272,A,189.50757263192565,C,64.6307346637021,D,57.09560300314164,E,B,13.880227894253588,B,C,1
Veteran,Hindu,C,E,13.57509088910408,73.21865096953547,-127.58747464674978,-138.1369818487532,B,27.062388599045217,C,-208.40580099717755,C,-75.7051030223249,C,C,-71.95614644833111,E,B,0
No,Muslim,A,B,-98.10966556215553,115.44042720644751,59.944484152399035,-71.50450397760957,B,-137.62401975169814,C,-12.783695722238628,B,91.28110964578593,B,A,89.21669050472998,E,A,1
No,Buddhist,A,E,31.10358750146403,174.46040196961428,-7.199132362145959,-206.5615047961904,B,-149.8861867574328,E,-21.557907238628335,A,-11.516169390924935,E,B,47.98280487973116,A,B,0
Veteran,Buddhist,C,A,-59.13248059620363,-117.27220069817447,14.690065008170356,-88.61714939669827,D,-174.204428608117,B,108.28980322362519,C,139.63671660904413,D,C,-98.00561720298614,B,E,0
Veteran,Jewish,D,B,-38.74029173347673,-115.81569507298077,30.258042906694634,-19.273990731578657,B,-61.48645042794403,B,-163.9474732741242,C,-138.09286747051317,E,B,110.19105871589431,C,C,1
No,Other,C,C,-31.963889597749134,-23.520170277589038,-44.5236302114777,-137.04829386155095,E,52.91815283006455,E,-116.78055749453142,B,98.48699194148715,C,D,-143.71297433984122,A,B,1
Yes,Muslim,C,E,-125.48997258166581,-56.186367273270164,32.5120950415683,23.330908522738845,D,41.07773030883255,E,133.69217501476507,E,-162.65043803678614,D,A,-123.12378328233164,D,C,1
Yes,Buddhist,B,B,-136.2009257040545,163.53328855672777,-25.67452004029394,61.10236666136658,E,-92.70216786649794,E,-70.06677066265348,D,27.008545708308056,E,C,-60.76394815957538,B,A,1
Yes,Buddhist,D,C,22.30595004004182,-120.532723276083,95.96017939500192,-47.12831055509744,B,-128.6230910114309,E,0.5495914922698877,E,133.20156018882284,A,D,89.561705749336,B,E,0
Yes,None,D,D,189.16669619738295,-122.76216051745581,-84.92600285056683,142.5727113417731,D,-116.84542201952351,A,-41.153057617687374,E,-225.83038754116694,E,D,-17.08485208143227,B,A,0
Veteran,Jewish,D,C,140.90589190984534,50.431739204521875,5.996080110770983,-16.505980932608708,A,0.6177329059716868,E,254.35585271285282,D,-46.64499092040556,D,B,110.08063837264233,D,D,0
Yes,Jewish,B,C,110.3664815912199,-1.170176019774266,-70.15916895390485,-11.536581875781984,C,131.61928424683086,C,37.345307466772994,A,9.534135749778034,E,E,68.00722188107659,C,C,0
No,Hindu,E,C,-40.62744049929734,-0.6917250294304842,74.53775191225547,61.67449304464411,C,29.911594420377064,C,-46.05724212475541,B,91.1588070390965,C,D,133.73906043329075,C,B,0
Veteran,Buddhist,C,C,10.22044671486151,118.32554578415689,52.01771474956364,131.29441060184854,C,169.351481272007,D,17.846380266768232,B,-125.03107302470293,E,B,-36.61758794171806,E,B,0
No,Christian,B,C,-7.6457899805966525,63.580107119525074,-63.264956844474774,-87.34256928922733,E,152.64794658248286,E,-69.73604843674119,B,-62.05538014419788,D,C,161.3816834198794,E,B,1
Veteran,Hindu,A,B,-47.934519710637595,-2.784039247472919,126.08209547883564,71.9029493914973,B,115.07491182752423,D,39.05579714871037,E,20.693831899118106,E,E,57.35889290794051,E,C,1
Veteran,Buddhist,A,D,15.173622011460639,-169.45441641360202,-107.39862567827268,114.95163441269062,D,-76.6334554320989,D,-205.57365365075833,E,41.20671923383081,D,C,44.6058453708701,D,B,1
Non-Veteran,Other,B,A,49.2630905724321,3.8694848918163096,31.025305474677054,25.916874923547635,D,20.24436082035131,E,-30.226138703700062,A,-46.66778725387332,C,C,112.09253896000175,E,C,1
Veteran,Christian,E,E,243.71435676051073,-114.61543174403484,-153.52948022193692,-33.07186823001205,E,-255.62745928084354,D,83.05217790325499,B,91.70833598375589,A,B,-42.70610924520127,A,E,0
Non-Veteran,Muslim,C,C,78.41869169817754,8.229088175343485,49.0276944171981,34.32307265708867,E,-42.02848639885546,B,-15.112010108259172,D,-57.49141336584971,B,A,-2.471709428517358,E,E,1
Veteran,Christian,C,E,-58.14657455933142,39.125217587572095,-61.05822786297369,-25.00712681728566,A,-70.80230170091801,A,36.42286560065315,B,43.39677864109753,D,C,-87.50714481203286,B,A,0
No,Other,A,C,19.17545350075882,70.13279059565063,118.28832383530394,-42.44063678224536,A,-32.162952369624506,E,-102.13319279785351,A,48.86137171528147,E,D,16.72303370600613,B,B,1
Veteran,None,A,A,66.45107231377595,97.80020465974923,-10.330263938097524,15.47713141504441,B,52.965935738762404,C,-2.936259503063315,C,-17.041035317021215,C,C,-56.57780862460032,A,E,0
Non-Veteran,Christian,B,D,34.69697653955047,158.7046260707219,58.290849198019586,48.19263518573784,C,-33.5617344342927,C,-9.318142573956088,E,-109.3654973187487,D,E,145.70936774422628,D,C,1
Veteran,Muslim,E,E,30.77954042482135,-179.6580042693464,2.369336789590955,60.804880399921856,B,-142.47434951557,C,-199.68434160528892,B,-101.44852138310674,E,B,-144.29639049301767,D,E,1
Non-Veteran,None,A,B,101.68060548309444,-137.03107029029462,85.38777055957915,-248.3106382464955,C,108.18353242610664,E,47.34534409146184,E,51.141519334032026,D,D,-54.140858149996355,E,C,0
Non-Veteran,Other,C,C,-5.305161852686238,58.212532479751204,101.26580716359311,-108.85737506371116,A,-6.658873570837674,A,-63.70788282391846,D,29.51209405811324,B,E,-66.68627779593773,D,D,0
Veteran,Christian,A,C,-255.58112886044043,26.920981783781134,4.7734575049593655,-2.2548855973980677,C,64.1427373123219,C,-99.78187045048293,A,5.057432310598859,B,A,215.90832749272954,E,D,1
Non-Veteran,Buddhist,C,C,-178.79864011860022,-67.98723325786614,-6.13836399175538,-20.60809134663949,B,11.36226386262303,D,10.403853104910741,B,-30.8891888801671,E,B,19.76413112181856,B,C,1
Veteran,Other,A,B,-73.87257788348023,-153.91813028788027,-38.484908561490094,20.779520315143913,E,57.05205053602517,E,107.68795836220315,E,131.24399012883651,D,B,11.07353430743377,A,A,1
No,Buddhist,D,A,-67.68750631453386,-120.56109944296827,49.01802525068636,-93.08197202790005,B,26.075426308471066,E,-115.90573795818875,E,28.85377731224577,C,E,76.0603418383429,A,D,1
Non-Veteran,Muslim,A,D,81.94755119292174,-104.9739515734175,130.83772375086414,98.8062879744978,A,31.357883424737913,A,-2.4323026827165473,D,189.0933414701206,D,A,-36.437190580829494,A,B,1
Yes,Muslim,C,A,-135.45052727890933,67.31026650021177,134.67142555583456,-160.75005123733075,B,5.867713666539113,B,-45.07973618887774,E,133.99086136604708,E,D,-95.41640445053797,E,E,0
Non-Veteran,Jewish,E,A,44.73319647730634,175.41105717072045,146.67526924739965,11.445682074180958,C,-48.973060281863354,C,-112.29981009936579,E,90.34948824951302,C,D,-9.626060309333903,E,C,0
Yes,Other,C,A,-129.48327909368786,157.3446357573276,11.45250522161907,-3.7654501480458604,D,146.28095113341462,A,-68.37834499961416,B,-54.018978829433614,C,D,-121.80153179341227,B,D,0
Non-Veteran,Jewish,C,D,131.99290056573864,82.32432931431984,-157.42100770937134,-42.78952098625356,C,-67.30240209340992,B,39.78119703333237,B,68.29097569310153,B,B,224.45514052345308,E,D,0
Non-Veteran,Other,D,B,10.384120975012024,28.24655204759472,344.70374998104694,-81.28625381490907,B,-89.68141384166393,B,203.49836339076938,A,-17.0644879047176,C,C,157.64011342797264,D,B,1
No,None,B,C,143.21436617027055,13.748722877914293,118.8625904661347,-33.459606836030694,E,-118.60800432472189,C,-107.42908183611245,A,177.99431804241516,B,C,203.9419842524786,A,A,0
Yes,Hindu,A,E,-24.09311763905487,32.63589976568185,5.829867626289292,120.06210904256453,B,211.99789043342864,C,153.4152846277584,D,123.3559032424955,A,D,-56.549504012386286,D,C,0
Yes,Jewish,E,D,11.486350510621834,155.52143962327006,-109.26449164687466,19.397842986863957,E,151.79478275927968,D,-47.48940610759434,A,252.5841979318804,D,C,-100.68718303200448,E,E,1
No,Hindu,B,A,1.4624527497291677,60.27809530798688,59.90988807721826,-157.2414012282763,E,-79.13957524015972,A,62.18887308453278,A,-21.067279598860768,E,D,78.28020734351563,B,E,0
Non-Veteran,Christian,D,A,87.99155961607893,-143.4252655868933,63.091607912945236,-60.89667691485147,D,103.29611719711878,B,184.17501947163058,E,-6.224476237820556,B,D,-20.76676902296747,D,B,0
No,Buddhist,C,A,5.199222483727288,-99.00104227349972,-107.06829995885658,149.04217821460756,C,-34.0344080442207,D,-63.15827600320839,A,213.92540045231763,D,E,-22.26345280443117,B,A,0
Veteran,Muslim,E,D,-101.82120901039849,70.50883485339652,-68.52914526403534,-93.26848728253503,D,62.643172997415554,A,75.50433769635616,B,-86.57730027347044,D,C,77.36678563739808,C,E,0
Non-Veteran,Muslim,A,E,-110.0253924826092,5.177739892298665,24.83665318585215,-106.57891988230361,E,-162.71495594857197,D,103.04169218375183,C,334.0870624686032,B,D,-84.50503489940962,E,A,0
No,Hindu,E,B,-41.08785128380274,100.55367544798312,-11.711120133367677,159.34777843499415,E,-82.03784696721141,D,-126.77195433737913,A,-48.44663760925508,C,C,45.805734882206096,E,E,0
Veteran,Christian,A,A,-201.2808261462153,154.72788326863974,49.865039269153385,374.78515718865737,C,28.59425385510069,D,-39.07954678111867,B,-79.81603982338976,D,A,43.84617337841551,E,A,1
No,Buddhist,A,E,-61.69131212710634,-92.27543569453438,-42.779763974805476,-203.53038334185268,B,47.02608970197677,B,73.92254354503078,A,-115.87271091861307,C,E,220.61957794615856,C,B,0
Yes,Muslim,E,D,57.566304278304905,22.12849583918553,63.174829093516585,-227.50910996143432,E,-25.218311335425536,B,121.91074537379262,D,24.482009391175836,B,B,71.27405802084424,A,C,0
Non-Veteran,Buddhist,E,B,-41.65886111513064,44.75760009293075,99.35612451189894,154.27646944991494,A,-173.88852167731307,B,82.90851625548015,E,24.83093883953108,E,D,-21.741572340856944,E,E,1
Veteran,Other,A,C,-105.4776122346442,30.31552274183289,-54.716174160334376,-60.247862470056425,B,-89.43489250819238,D,40.68298819207342,C,-176.92265623995675,D,D,47.357855090473926,B,E,1
Yes,Hindu,D,E,-57.11905910899587,188.82669765929495,-197.57872365882787,-127.57234344968738,B,111.73188579608342,B,47.57229236419698,B,-80.72269274249781,A,D,31.624716678828275,B,C,0
Yes,Jewish,A,E,62.687635647330644,40.09483191918803,-114.73496303827567,-36.48630836655822,B,-86.35280907327389,C,-108.58591970193284,E,-22.56087094609089,B,D,43.98235579828975,D,D,0
Veteran,Christian,A,C,-73.90907181580562,12.363166364054749,3.2192532079212097,4.913774282637365,B,-135.5673901047307,B,33.93107449480573,E,26.307203446454714,E,E,-33.21383659848507,C,C,1
Non-Veteran,Buddhist,C,D,79.77617662411815,-97.30136553868113,143.23830387954908,177.35998128631852,B,-59.98174735237559,A,7.4459442256997885,E,49.57945078505475,B,D,-64.31999317332243,E,A,1
No,Hindu,A,C,22.600062909984658,223.2452373900313,41.07172455236804,-24.579938075902714,E,130.54962636726071,B,141.72811929302068,C,121.65783759470968,C,E,55.95059341215786,A,D,0
Veteran,Jewish,C,B,-183.75330610677165,19.119447197702428,-96.81016999391477,7.272036900193288,D,35.93620035220961,C,149.95677644815024,D,101.53109619555825,C,C,-95.38472798237947,E,D,0
No,Other,C,E,29.810018125535098,-15.400201431815983,131.24842414607434,-100.31469475656998,E,-95.9876399480568,E,54.171772196950144,A,133.08424111115528,D,A,-15.520978887536122,A,B,0
No,Jewish,D,E,54.55162903654354,57.86856193005352,65.68199390753743,-20.779064456376357,D,-71.07233853423561,C,66.23911309928745,C,-64.3960359391415,A,D,89.1178548000053,B,E,1
No,Muslim,D,E,20.187163551456365,84.93272729830234,-74.37935734331789,204.33007112105423,B,60.04166775133785,B,-137.13849495024047,D,-219.65263809363327,D,A,206.90367444938707,C,A,0
Yes,Muslim,E,A,-67.27156060723829,-22.3317966299892,-22.08041225746729,-176.82068969735388,A,-22.94662178266222,A,-13.068538925410067,D,-74.40255645194004,B,E,68.61849553195556,E,A,1
Veteran,Jewish,E,B,10.898160628349771,-199.98121250605777,-55.707674599724946,1.1322782203924073,E,128.64546846250576,B,-37.11972504502485,A,198.04505281953558,D,B,113.21038396734522,C,E,0
No,Hindu,D,E,-11.75492445394693,-51.456064330560615,-39.50850496763916,-3.7571760893056756,A,148.12706656177053,C,-138.67298588135273,C,-166.5469786402068,C,A,41.13058838475926,D,D,0
Yes,Muslim,A,C,-223.72431507932706,-103.36914818469072,70.25747946611884,25.586152296708743,E,-204.21372869360806,A,56.91300125383749,C,-105.52622700586409,A,D,-5.155941681510182,D,B,1
Veteran,Christian,B,D,77.29925316927472,-57.39386615554945,56.125035506872656,187.18196039634984,B,-45.4569260400478,C,-24.279333053731854,D,-75.23581353768641,C,D,60.77959232396475,D,E,0
Non-Veteran,Other,B,B,3.396343490270958,232.22126163890007,183.87566257691677,-50.5764486314516,E,-130.61040983332063,C,-92.69768339798632,D,-72.10278618428131,D,D,86.95030299596897,E,C,1
Veteran,Other,E,A,-195.54076394813228,-30.62205163315675,114.53956094299042,31.45440392073186,B,19.220689215735547,B,53.09400226588261,A,71.71875714542453,B,C,-85.13831333434877,B,D,0
Yes,Christian,A,A,75.02209296683979,-16.443031725832167,184.88028651384303,41.791636184209,E,10.023654016872992,E,38.7029399848696,A,-172.11383265780916,A,A,140.36976708656374,E,A,1
No,Hindu,A,A,-47.67658981840878,2.6385563281388187,-76.51320144739486,-5.99607586687155,D,59.155924401355655,C,46.62672776899799,C,-2.145342005887692,B,D,59.536241550570104,B,D,1
Veteran,Christian,B,C,131.31750697213775,19.46923817165104,-110.44079139960124,30.47932820319692,D,42.635072888571095,D,-92.15462714280723,E,-14.646841942478023,A,A,37.30467789575916,E,D,1
No,Muslim,C,A,91.70646435414886,41.98939313453737,13.329342169919991,-53.26641774688766,B,1.1544986531217165,D,0.1711181259182273,A,106.04639896392118,A,C,-25.95643065575389,D,C,1
Veteran,Buddhist,D,E,-59.39653513286871,-209.81538344324542,-171.20153144184067,29.51708350563484,D,43.210772411552334,D,121.81065415860543,B,-41.583566516557184,A,C,1.5284304380282987,C,C,1
Non-Veteran,None,E,C,-4.730789995325508,308.0750360705149,-91.55221101124802,3.5916487476200847,D,-21.975048131093622,E,-82.5220033689694,C,-125.42383831068584,D,E,-125.69667959559176,C,C,1
Non-Veteran,Hindu,A,E,-33.811635052662105,-107.2574025176823,-32.3394800224429,-110.95657502025173,C,-118.33463547521279,D,-68.11453918592946,C,-110.88848146897877,E,B,19.922496010988258,D,B,0
Veteran,Muslim,A,B,5.625391074274208,-5.89583038419252,-67.49867021658756,-33.559861246966996,B,55.46478645074262,E,30.535735566803208,E,-93.85181509695202,B,B,40.79205547317372,C,E,1
Yes,Jewish,C,A,-95.20185642568796,33.367403443391325,30.113929332549905,-19.865646509908217,A,49.33277575068916,A,-205.89545058998283,D,-52.658692180149224,A,B,60.46435146889275,C,E,0
Non-Veteran,None,A,C,57.73720004656885,-38.55776591629265,-155.8684280201245,39.564915875981974,E,-84.82013708864346,C,6.354209451923863,C,9.452619311132631,D,D,59.24591273081445,A,C,0
Yes,Hindu,D,C,85.80473846886579,28.93388537576645,-129.07479389615162,106.82404083701415,B,193.27396549353873,C,-49.716775260888554,A,-83.76237234181188,B,D,21.823350746174906,E,D,0
Non-Veteran,Other,E,E,-24.593215154612814,106.30901560385428,-36.40469228033128,-307.6906485978844,E,28.05197572625808,C,-23.957414325854888,A,-60.4837226835887,D,E,-132.58215987678815,C,A,1
No,Buddhist,E,C,25.30247784582417,-14.986103515945587,79.0715044930844,56.68212243013752,A,204.54208779409112,A,-61.56832472621731,C,22.042937189133806,A,C,89.83451120511941,D,A,1
Veteran,Christian,C,D,-2.175493612231249,-47.81739599587414,114.44024520406715,-165.32914187375067,C,-17.25826393990262,C,172.7096041627261,C,86.67642029394146,B,A,-50.88938000968807,E,B,0
Non-Veteran,Other,B,A,154.20265124193884,45.10353834149613,74.66866526556386,-96.35848237682177,E,290.097932542108,A,-124.24297063371823,B,-106.60178461076242,B,D,107.41264442712892,B,E,0
No,Jewish,B,A,-161.21418325660613,-14.425011961966119,39.67191979210862,-44.52087468923305,A,-60.43370717906442,C,-152.56417368228423,A,315.49633955299925,E,D,114.17824532430154,D,C,0
No,Muslim,B,D,-18.330169078237663,-61.74960759751003,-31.133179088282407,-116.75085132159764,A,100.43502660225447,A,80.39508725573135,C,-89.78878058530356,A,A,-58.094764218518755,C,A,1
Veteran,None,E,B,-108.46138629158253,127.47190247033595,-9.58800436927916,76.76211315475908,D,-81.2835972564704,E,-35.569499196821475,A,-23.9994728275117,C,E,204.68669962881464,C,D,0
Veteran,None,C,D,51.503767360871976,-154.05387843776006,34.44363491627796,-55.721027338988485,E,-208.57940533058374,C,39.148758616498974,C,-85.49829871134494,A,E,121.03442209887072,C,B,0
Yes,Other,E,E,-48.65956874429246,-156.44297779364712,-47.393190187898185,103.2275610366036,D,-288.730349293033,B,-112.22937852342586,C,-135.5008564519126,C,A,81.26269758990371,C,B,0
Veteran,Other,B,C,-20.33038499461336,-116.70036259722703,-150.20870475646066,152.91758854501398,C,-5.973418528214468,B,-1.5265422886439608,B,-9.431146439915393,B,D,-111.10325066485616,E,D,1
Veteran,Buddhist,E,B,164.3188276462277,-124.42802360546598,18.69063582619369,56.018908062522456,E,29.34864299952228,C,-44.83881529135114,D,-104.30866403713048,B,B,-61.266153547653445,D,E,1
Veteran,Buddhist,C,D,-152.61623808505772,19.903941153263567,-182.96922758079378,70.64314972037326,A,57.759406362228106,C,123.34553114532805,C,92.19786189825629,D,D,44.80572554407604,C,C,0
Non-Veteran,Buddhist,B,B,-161.8416425542375,86.1547956934169,-126.23415402177606,-100.30393579517978,C,-9.330260967027701,B,3.5723380973503382,D,-143.76887139165908,E,A,-43.722441069923356,C,C,1
Yes,Other,A,D,0.8593080463352875,-26.090342833194356,120.0941421083354,81.67495291170881,C,129.4330668284527,A,-33.8862214652819,C,-134.001449671524,C,B,-181.67836672816995,C,C,1
Non-Veteran,Other,A,B,65.11878528610299,-4.293573676244552,-113.39549462697245,24.967083251751752,E,-10.856554824962092,E,-54.59352878473833,C,71.31204378856853,B,D,58.19599315845151,B,D,0
Veteran,Other,C,D,-56.8398702913439,-43.036073290313794,-8.846893955474224,61.66639725413202,E,-49.09172058131021,A,-49.441224027197705,A,80.64340002259472,C,B,39.158996379407625,B,B,1
Yes,Muslim,E,E,155.01822351120796,-125.82613459229117,-74.855115949861,-79.88711081290897,D,21.149499615663558,D,-77.99668653973134,D,21.888603630583113,C,C,154.7907148377467,B,E,1
No,Hindu,E,E,-3.17863114038429,-89.68429701397733,122.04755777872414,58.33735402394867,B,112.53209322133108,C,87.71132640025618,B,-143.42641740489367,E,E,-133.42287226174665,A,D,1
Veteran,Jewish,B,C,40.15658679329127,-31.33540489017606,-108.61751853875134,56.624598215192115,E,105.72261551053641,C,-103.00910644979797,A,-153.67826639766668,A,D,-79.60023793052885,D,C,0
Veteran,Muslim,C,A,101.86556160194912,47.89703483853044,55.63713232425005,33.446566504160344,C,48.118783274801395,B,-129.33502496580724,A,52.8127573135493,C,D,8.846122530242074,C,B,1
Non-Veteran,Muslim,E,D,-46.68524104485472,-168.38435864500053,36.991489674104244,-37.74713012475148,B,-46.32337108251896,C,-83.98433835726675,C,-105.35032897369835,B,D,-23.027199430352617,B,C,1
Veteran,Other,B,A,-29.790578045425942,72.09748275332892,84.10029726992637,-92.70350225703558,D,30.554760183991174,C,83.884703288641,C,141.02460495277666,E,D,87.51284160844362,E,C,0
Veteran,Christian,A,B,79.2563137963302,-78.57547499224437,140.44562563687361,-45.94661603231802,A,48.89833608776249,B,9.996354291845599,E,-117.89539727533847,D,E,115.58995677709751,C,C,1
No,Hindu,B,D,16.76483651342047,34.15878975115013,-127.74124254466462,-89.59412293149218,B,-82.29993538608275,C,-22.49359696551731,B,-91.05500002353709,C,B,10.836698964206347,B,D,1
Veteran,Christian,C,E,-58.407570506301646,-89.33922239936531,21.039678504815644,-83.61983159499972,A,-57.0417528816075,A,-158.91111328961432,E,81.9735301631093,C,C,35.76869443836815,A,B,0
Yes,Jewish,B,B,-74.34774149832438,130.85798846420732,74.8560431149268,149.6161764990579,C,-1.884069215846746,D,84.60858177337165,C,68.45861763763625,B,E,-8.028788876211731,E,D,0
Veteran,Muslim,A,E,93.76770976036846,-11.634373392221828,26.924661890727137,197.03461674872474,D,-37.51299626886787,E,-48.34515531926029,B,93.91438218212865,E,B,-78.30175687527749,A,D,1
Yes,Christian,C,C,163.90314959043772,-109.52156223746307,-64.44301710355593,31.857702042412296,C,-21.800381419251085,E,68.49227364680915,D,-89.76966630458617,C,D,13.498018478156274,B,C,0
Veteran,Jewish,D,E,22.742013797957892,-152.0784009574043,86.37663262752197,88.06283045456746,A,42.57064297246939,A,-15.18070958774146,B,25.306773557341206,C,B,-23.024611651422514,E,E,1
Yes,Christian,B,A,-13.217805956407513,69.36475054858184,80.21515602778285,165.80071931529528,B,-24.309169456491812,B,-107.196167854623,A,-39.7104645405387,D,D,-58.815934399853035,B,C,0
No,Buddhist,E,C,104.57230998138809,80.2735149441096,-126.60006049455887,-2.0786292055298796,E,-124.69357898995068,A,-64.73511713860263,A,302.36153057645004,C,A,-204.97886142415615,B,A,1
Veteran,Jewish,D,D,-95.03247543486508,-15.01042306627737,-57.7813144191309,3.832349629808831,C,87.64459210592426,D,-48.0363115170507,B,26.16049077995181,D,E,-31.718126307524102,E,C,0
Veteran,None,A,C,-26.21083226277503,88.80861276066572,35.38383074541155,-47.13918674020591,B,-47.90191147299757,A,78.8073513775143,B,-56.01828219996206,A,E,-36.76772813600877,B,B,1
No,None,C,C,52.26293203437804,-27.508999750008467,-23.70916386663066,24.091560172090738,B,-77.23097787047206,B,57.03714994876324,E,-72.86170266511608,D,C,-121.15461898071847,A,B,0
No,Hindu,C,A,-27.331364738299786,-23.79180908413624,-39.51576843955341,-177.20624291152834,B,-9.5268418740992,B,12.470411377571748,B,20.317851462202704,B,A,-27.85385828693656,B,E,0
Yes,Buddhist,D,C,-119.15172777632066,-32.13428057524752,-54.984008093214484,92.77734479650688,C,-100.41057159238103,C,-169.8709675917384,C,77.63081345852001,D,B,-2.0089713186290767,E,D,0
Non-Veteran,Muslim,C,C,29.474135971131794,12.853061301516124,-75.48943079766794,106.39324290253371,E,93.73898147203282,A,-33.66500832640401,A,-64.88364627435301,C,C,-61.172090454213944,A,C,1
No,Christian,D,A,-5.459760285462669,68.50802744163916,-94.1172620531196,-113.31389029757861,B,136.5216298891285,B,22.584827402136405,E,76.8952025825923,B,C,62.69979023138671,D,E,1
No,Muslim,C,A,14.950007995915964,-5.478395684085062,-31.049144234117943,177.72380224260004,D,61.7816837762858,B,-29.980665364140247,B,48.1182768922261,A,C,-67.13497907348882,B,D,1
Yes,Other,B,C,-141.8862808891117,-126.01312442382124,43.350157202373616,-46.54726670629494,E,-6.413195036525504,A,134.025381699036,B,-74.38874696092704,D,C,-33.78340926327079,D,A,1
No,Buddhist,A,A,-128.39943673139388,-87.51144547693931,14.315479249335544,74.82586539034114,E,-73.91897999405646,A,-124.98907550832566,A,27.41322709063263,A,B,24.147560398022293,B,C,1
Veteran,None,C,A,-20.40707599963234,76.85797458685133,54.36734187569602,89.67266755305454,A,124.9785863835029,E,101.99376100672298,D,-110.60422484004874,E,B,110.3994194910549,B,B,0
Veteran,None,B,B,-199.5247313286108,-83.51122243338749,-15.829639831526055,51.908855200797724,C,-74.39214170006879,E,125.02710057180543,A,-114.10556335889291,D,E,204.0810444799277,B,A,1
Veteran,Muslim,E,A,-46.224543357757305,81.84672420727347,-100.44964773694194,33.05407545742953,E,-51.910912310651334,A,63.686275048413954,A,120.12764970122059,C,D,81.78523555194273,C,D,0
Veteran,None,D,E,54.173746622150134,138.39775124444182,189.2949394656795,-87.71196746741282,E,-277.568941608311,C,3.8425809197493845,C,-91.46908518047512,D,B,105.59799553544174,E,D,0
Non-Veteran,Jewish,C,B,-157.0706395007184,76.32109264187079,-31.02985220230943,24.7623507766583,C,119.95224798850592,D,-9.518747610200345,D,-70.32156881668796,D,B,70.58381139809917,E,B,0
No,Hindu,C,E,-49.34463066849565,103.10308741288227,-71.20519360857185,-48.57539532712838,B,-54.6204707973526,C,-101.10677425000942,D,7.219653273969989,C,E,-75.42758099262969,A,C,0
Veteran,Jewish,B,D,-87.07026217953641,-14.198201637195107,122.06167100781853,121.76083431931329,A,-109.38177211284281,C,-263.3186787196932,C,55.73508508782285,B,A,-54.7694761271866,B,A,0
Non-Veteran,Other,D,B,25.870085359773913,-163.87780978595,-32.86441341532699,125.86296038178648,D,-74.36899281292561,B,-44.251361256413986,D,65.19431555109416,E,D,-79.51552151776808,C,E,0
Non-Veteran,Muslim,C,E,-137.7651142479253,-61.49758340417429,243.84375861885457,-0.9611112012838359,C,-47.65164657802444,D,46.23792125083452,D,-119.97582394260115,B,D,-74.19204276490659,B,D,1
Non-Veteran,Hindu,A,D,-16.42209464206119,40.4936512881854,119.2771890276988,67.29576115074,E,-86.5119917604037,C,-49.91757134296152,B,138.9431696063338,E,C,158.3404256390441,A,D,0
Yes,Jewish,E,C,23.68041331708387,-39.323375328317226,15.091278297283841,19.54812878979717,C,4.637449205787517,B,-34.79873768835705,A,41.265011633718444,C,E,25.150392178653323,D,E,1
Yes,None,C,C,-197.6278411820501,-4.3045022708452585,-66.71944916289976,-9.483438990914744,C,-91.36856257292337,C,-112.37944693833877,D,120.27714252834396,A,E,-75.07613180911228,B,A,1
Non-Veteran,Christian,C,D,114.17826971463536,64.19782185111312,-86.35976426364947,44.397996677392555,C,-142.21615490442554,E,93.32965079170124,D,-20.43117526626816,A,E,-163.3561234696934,E,C,1
No,None,B,D,-10.084871564460078,51.09830080004654,129.96780978930474,138.85667943426822,E,-8.857504692458186,E,-8.237643830361344,C,119.93432097514855,E,D,53.39275286866775,A,E,0
