marital_status,birth_year,SEX,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
Widowed,64,F,53.123685488370974,-86.20097319228208,65.94691640775835,130.18780022425383,87.9190584012381,74.95361926818973,59.19536192624355,E,C,95.38357731323535,D,B,A,81.75867956395092,D,-37.2251613669453,B,1
Married,96,Non-binary,-60.238411221830134,23.59629604600222,113.07016376458625,-132.54471924746406,-14.190374082578517,91.14323636413086,102.86479623890511,C,D,91.24926938205694,D,B,E,119.83677212177533,D,-60.30822390598073,B,1
Widowed,98,Male,194.74076287968504,-43.13502516935658,-30.827082063691876,81.12504339244258,113.41490530203366,44.37473522282934,68.44788699468992,E,B,-220.3355192611289,D,A,E,44.11809202714345,B,128.62975333589063,D,1
Single,30,Non-binary,-13.932226456999599,-66.56480912829767,-69.02993703168868,-85.43826808243242,55.42048889917115,-115.47526873587066,147.68700083489955,E,A,45.38263720831775,B,D,C,-53.64075052836373,D,-135.0669420077101,E,0
Divorced,34,F,76.33586118691878,24.61848141476813,52.14813673251264,84.93522243030431,6.070186596631019,178.3282590488448,-19.544117295044753,B,E,-87.53839530000232,C,A,D,-54.35241459059055,D,-125.09477924936374,E,0
Married,98,Male,-43.37899977373108,-124.5921068172853,124.41798893010751,-105.34692531856489,-59.29371509682336,-22.69131153752176,-167.34731571916336,C,B,-244.63985828736742,C,B,A,54.442977926017086,C,-93.56988361699273,E,1
Widowed,19,Female,41.587391964672776,-48.55371690691971,-101.63206393140412,62.06887988175793,110.48745355436391,-27.55217254745359,86.243650043673,A,E,-20.982779459575365,E,C,C,-67.82509564380491,B,-56.96949900397432,B,1
Divorced,50,Non-binary,-56.16460836563619,60.906247197099006,-19.1682393056942,77.71704683155696,37.34179828339396,-12.138445694105242,-88.05666221270954,D,A,134.3393845363665,B,B,C,-112.64013587550967,D,-84.76303392065795,E,1
Divorced,24,Other,0.08461729196831232,-76.86652684939168,114.99265907765759,-64.14443629331534,27.043539929432036,116.30463265205017,-27.11070226881574,B,D,-72.77199105666932,C,E,E,42.29822379370858,C,183.34646630814834,A,1
Single,57,Male,113.99214531584217,-2.8470895974877246,15.292019211916836,60.21629394356442,-121.29711090101416,-86.14375145228648,184.35319032694696,E,B,106.90167345055337,D,E,E,-127.86518997162027,B,138.79806438699225,C,1
Widowed,93,Other,138.39529722839765,-54.452264903643574,93.21684398596855,64.44382891494152,54.740625569464775,-67.15022690356682,33.04535331508514,C,E,-86.45779595686616,B,D,B,186.70265820042593,C,-80.77744509017079,C,1
Divorced,40,Female,-79.60768058694953,33.017369553706,9.011684714684016,-31.825648323878973,144.6682135386236,90.07608987210008,124.35281337028574,D,E,-10.772782257387375,B,E,A,15.313815641030704,A,-90.44230503908449,A,1
Single,55,Male,-166.50886933511197,-76.81993108292706,-129.84950901962395,-0.12946403646159485,138.02973349417474,96.57422540670431,26.432735057478013,C,D,136.0550228840546,B,D,A,168.7369398039936,E,45.2426626456056,C,1
Widowed,87,Other,124.95069415681388,48.88347960865425,66.85374352073043,-80.22030768292558,-37.05952089415058,87.0007429602253,-27.28860327398278,A,E,-45.368539951433156,C,A,A,-152.70455122602505,E,68.70838213997617,C,1
Single,76,F,43.28706644434544,166.8590673663144,66.89630909776724,16.29135727147264,60.08574387693194,64.35419267149301,-174.68917310476,D,C,97.89933421537727,C,C,C,-58.5103481512093,E,66.80558643321932,B,0
Single,49,F,-177.06866514491557,80.5324009903751,92.16810279306121,-153.4995156199652,-204.7371220908931,116.4489205195241,91.39853556408161,B,E,-30.556789317817746,C,B,D,17.785059099736348,D,-67.02429210182193,D,0
Divorced,58,M,104.65706647041479,144.54135134943343,-36.56784293116984,1.5210986640165423,48.78468096118232,152.77695019246156,-163.9806389839909,B,A,-175.05964146465877,D,E,C,54.97249176034499,E,-27.57969198446077,C,1
Widowed,18,Female,62.480620660219586,51.83973293437572,65.66917845868561,-1.2015054267191472,11.585930323773896,53.43187310065481,35.173285950001166,B,E,-74.1147212934534,C,A,E,86.46299941082577,A,161.89555759538277,D,1
Widowed,22,M,47.33235880048466,-145.50698887616437,-5.5808713337671865,48.771323255115135,-109.17320482499517,-103.49829464513331,-97.61077101290785,B,C,-42.17931918805895,E,C,C,179.2136662167084,B,55.925720120181346,D,0
Single,25,Other,-38.79289816524285,39.41866981520606,-74.55197628337555,176.18092234368717,-74.58392600220436,182.8184834514709,65.55965318865434,B,E,1.4168125965215634,A,C,D,20.691018815290775,B,-63.328189954906755,A,1
Divorced,71,F,79.9408528461011,-130.60808736434075,177.07796156516864,29.627152801500483,-10.681731773869638,15.2201972624279,9.731365259802654,C,D,-98.42838487768026,B,D,C,13.291215226266893,D,-19.23897131514979,A,1
Married,36,F,164.7603287291548,247.92023581780515,-19.712653491206254,-162.81025639613097,203.92933568085337,60.44036794139343,7.513055899052762,A,A,45.528550087519676,A,E,C,5.000747799296384,D,-102.25276588775003,B,1
Divorced,71,F,29.452728585354116,98.39151210649713,78.57161699174894,16.809965195382137,-59.48196852722339,119.4945727215094,77.79922654071721,C,D,56.54593661454199,D,D,C,-33.532307638400745,E,43.347791726037244,A,1
Single,47,Non-binary,181.70780385189502,80.73325747355258,320.08788149128503,242.4779124735866,32.879721315415566,144.23887819231805,45.79284564221881,B,D,-149.11315344917654,E,A,C,-155.80563038565865,B,101.211496030571,E,0
Single,64,Male,12.05794366237932,54.060552903814106,33.84096099883463,27.5839442207431,-20.884749149192793,-76.64333928002917,44.09657954601003,E,A,88.25350780391737,B,D,B,37.19481459069226,C,-37.2209253892045,C,1
Single,60,M,-29.9277684173929,-33.49581780030914,43.79476433480657,-128.6088419612008,-22.991799369044823,28.924900207834714,-69.62829560357866,B,D,-116.04704900190505,C,D,A,-110.49170352401833,D,-96.82819034290098,E,1
Widowed,79,Male,-139.0017909372421,95.33692557112575,63.60737261494095,-225.98499211589393,-56.68241029325751,77.42579498150181,-27.467597691975204,E,D,-149.79964728206352,D,E,D,-40.09436928342056,B,52.64770430240281,C,1
Married,42,M,16.727723562984266,-156.7716546792488,66.16979588614585,-154.7086059375667,108.20741173195681,-19.83572615537303,9.211561862332001,A,D,57.36752757491378,E,C,B,-30.676388580490237,A,147.64797506547637,C,0
Married,61,Non-binary,209.98785505982713,20.08014137880397,-86.27708559401435,-95.568354175616,-52.43783182089887,85.69860938454572,-79.43830772669017,E,E,-250.85971671803557,E,A,C,50.292716087010206,C,-13.471850765448036,B,0
Widowed,53,Female,21.05962065449678,-108.1472986376698,9.264153390396801,37.077642029636884,-7.741922716899217,-25.47306323745075,-98.76910535407065,A,C,-17.375229659346594,E,D,B,90.8336599871125,C,-5.279090572591039,A,1
Single,45,M,32.39626961839625,-201.33524078603543,-190.40805076340433,97.17828278195239,-66.83904206931149,17.97079204941887,75.46383647610413,C,E,-162.2002506293163,A,D,E,-75.38088070719108,C,24.446160374422668,B,1
Divorced,58,F,-45.56539489373698,-118.31249218559259,4.4948844749382735,-306.26260246044137,41.82943507544522,1.5547437004896623,129.63032532266098,E,A,170.59414273888623,D,A,E,51.55881667532354,A,-91.0966048199933,C,1
Single,36,M,-22.852551574040138,-8.542066037193342,-29.44550789779473,29.960307287722692,115.2570319688534,50.863287587162155,-8.752164949709632,A,D,61.8039282359882,C,A,E,13.417273514299314,A,-143.5667439201525,E,1
Divorced,94,Male,-1.5860007065245845,-66.34518872481142,112.90442534676882,20.771442437834427,-151.9375163426615,6.391249054850796,142.12769136931138,B,A,25.533715976489262,D,B,B,151.77292396691635,E,-28.152080261181293,D,1
Single,71,Male,-74.3114732975328,-47.27723682019664,88.42023660996124,44.38414129255521,18.501542813506862,-101.49229754263504,115.08320226082236,B,D,120.62697264142659,C,C,A,32.51141369311111,E,-160.59145983187028,A,0
Divorced,28,M,113.952185985618,16.50871962537672,-9.639620709530785,-108.54493060510279,189.15088422858045,16.16005086540658,43.64975460167398,D,E,-22.605153638813334,E,D,D,2.2759660311602246,A,134.30133844798792,C,1
Divorced,32,Other,99.78819214106393,35.883876073017234,72.91057805994467,-79.19707830947672,-34.980805631638695,114.58837823302568,-46.03680960874503,A,C,-52.7814880418417,A,D,A,21.308238146339804,C,47.44817362780236,B,1
Divorced,41,Other,92.74514247150971,94.10481948382132,38.49606846634842,102.38398801246471,49.83532200798758,-66.67001027634456,-150.6856223375484,C,E,21.32761793518642,A,D,C,-20.168622491072068,B,-83.82259831774896,E,1
Married,65,F,169.16624778575755,-142.3660262926369,-52.20620641925492,10.310630032355133,-69.03839406968953,52.50535454386972,-72.03159172525544,A,B,119.80495203450432,D,C,B,-30.557325795716288,E,59.790462721494606,D,1
Single,54,Male,7.639263353753963,238.8271000959778,123.48469687104917,191.15799166976305,34.06907656726699,109.44678464514455,35.00511887204381,A,A,117.7760196072456,C,A,C,-110.25763142480398,A,15.49789591610261,B,1
Widowed,46,M,134.5192044020303,19.74721339977835,-3.712375557353324,14.316584474289263,-34.32386309379658,-42.007135853122264,-1.3358905811893882,E,A,-124.51887613166046,C,B,C,87.41296175309685,C,-100.00230001800506,D,1
Married,45,Male,-46.99166922417082,30.579356442935623,-72.00820631862777,88.84429206776836,260.28300408433984,-20.73413310277408,0.5327816271317484,E,D,-44.258937285557224,D,E,D,93.17010986238145,D,-102.0207471737599,C,1
Divorced,41,Non-binary,86.32070378067174,106.7086975370761,138.38527665229992,2.4656330636080956,-69.8042779389328,235.17910225452917,22.192433743333737,A,B,119.42410635686093,D,B,C,5.176370848401763,C,-96.54137507175159,A,1
Divorced,86,Other,41.79070875493049,-35.904176155348196,56.15240841271376,37.50146791475256,72.9546421588638,111.94489011660951,91.46510606009123,D,D,162.2269380479002,D,A,C,-86.35595652250662,B,-79.59383578105626,B,0
Widowed,92,F,108.23610815413525,-181.50138428045835,-88.70921864318606,143.0940062424631,100.61864362627703,1.849537298771885,-53.079125158721716,D,D,126.0604424792103,C,A,D,-10.743266564430686,E,-45.48742163846287,D,0
Divorced,75,F,91.28456260477176,-173.40451680979115,-117.78112295830094,153.71759038092677,-47.769429301238915,-186.69404030535006,-112.50693603970629,C,E,46.139048990890686,D,A,D,10.210925064087336,B,14.639097720419114,D,0
Widowed,71,Non-binary,-100.32068890018718,8.19020671159732,153.53412244615487,-118.64994634287373,161.28904229033722,161.15898671262457,-97.01957285718039,C,A,17.477303863284895,E,B,C,64.57722399221996,E,113.1350674913066,B,0
Widowed,26,Male,-89.68196651420577,95.3369408089836,18.16316463596774,-147.44499456779207,22.06217683977321,-49.339792674591806,153.3598279788583,D,C,139.01555044561792,D,E,C,125.3743810213215,C,-32.6969378388523,C,1
Single,40,Female,-41.93434709313768,79.10576733316277,-137.75131742354125,22.245969941383553,107.85688361825645,-20.750253783199057,-28.898735150805464,D,E,123.83890211786567,B,E,C,-39.574420794889775,B,-59.93909872792366,D,0
Divorced,72,Non-binary,-45.43384236246617,7.957815122521097,-55.31489955633913,45.73083030011267,0.09952994927939034,-114.27148571054882,-40.25579095484938,D,D,266.17666468589266,A,A,A,-18.47784378596987,C,-85.80425097622421,C,1
Single,29,F,137.33336061909208,115.55899201908224,-55.44712513393948,220.21246629005802,-65.0946918113208,304.5272365368338,81.70833806789288,A,B,2.6367654708180726,D,B,C,123.07697132755906,C,113.3466668105257,C,1
Single,83,F,107.67821399709344,-45.78527825521851,68.10736172332525,115.02080737709474,51.117637408431605,-172.47781125096992,10.99995252993648,C,D,-57.973696087875794,A,E,A,-104.9962524876566,E,14.509204261395803,C,1
Divorced,80,M,-118.77061705474739,20.393637153593776,67.3480399530053,100.50036263447547,-115.36161235864837,-61.822539032100586,218.86100273704997,C,D,49.5603328711043,D,B,C,-66.15742451960229,A,76.43933879743665,E,1
Divorced,89,M,-96.67363795083517,109.72659712841266,-11.835052800971782,73.76481627340625,-78.34936040804634,69.51830194514343,-6.865933052493569,B,B,-68.39672125482012,D,C,D,-84.4527447829293,B,17.831600557226867,E,0
Widowed,94,Male,21.607635161438402,101.73514995472704,-47.39998020793065,138.71098139609666,-31.691143308235446,83.85761549423117,28.364131557553602,B,A,-7.814491533667213,B,A,D,18.594075594608636,C,21.242107054381616,C,0
Single,94,Other,72.3922595190385,-105.00117831509989,121.12548456724682,65.37862152141567,-76.49095946694585,2.0588856530838133,-43.595860000330426,E,D,56.55991660777615,D,E,C,63.62443546563112,C,-79.23864007981916,C,1
Divorced,76,Female,149.27921989714753,-8.84953307448301,100.86030274455997,105.72160935080863,60.49223865088352,-87.69466824819283,71.49338113266997,E,A,-45.45307760799835,C,A,C,10.2204984720034,A,-18.16503940423456,E,0
Divorced,37,Female,-192.39373096617373,-37.83985129749993,66.45758079823854,-81.24957268154768,32.79530639399778,90.81606935250022,88.2897519121914,E,A,-210.60666722424327,A,C,E,42.967751106689356,D,181.68132185521878,B,1
Single,93,F,-71.77524799213673,145.8170271067996,26.569003521116947,164.3902683920451,-53.87571214607323,-45.04181361671675,27.54906440890676,C,D,51.70013331189821,E,D,B,105.73379691324682,B,153.14631940206388,D,1
Divorced,81,Other,87.89252057185678,-87.74207306232331,-9.388921258705293,-43.42496007959345,20.92536281858404,15.75957788026042,100.0949041629422,D,A,-202.86235871080774,E,E,A,-105.81746394498563,B,127.53653135791726,B,1
Single,73,F,-200.45358349553962,132.7415806031434,-102.69361780582031,185.3574239702734,5.954617209971617,-189.298264256947,204.74617770454233,B,A,-109.31305944152912,A,E,E,95.40610306691781,D,86.39017094508054,E,1
Divorced,46,Male,-25.42310860782394,-55.70549160209966,92.99715821190084,-105.83101889145357,9.240665951637597,166.18457145344075,-235.60678705127717,A,D,-56.24693721019449,C,C,D,-177.73728294967165,B,-150.83102523340935,A,1
Widowed,27,M,130.89759349762542,109.64929667984737,-2.2094950325810703,-88.54618091450375,200.9806758806006,3.53516769072467,71.71964969684417,C,E,55.615189513587005,B,B,D,-6.1910402712449395,C,73.55972319930115,B,0
Married,54,Other,82.5537390540206,3.3827781751660777,5.415462735408112,-85.76343129478359,205.26769189789954,-304.6084494395086,-72.39361939727522,E,D,147.92772982890273,C,D,B,-45.07268292890926,D,-106.80832794317232,B,0
Widowed,45,Other,-73.61960559425887,-61.295202406891725,-38.38652942789938,183.10933249791898,-62.9779286669664,256.879051302384,-128.29500459307843,D,B,-78.77180939418497,D,B,C,-251.13383895428777,E,68.89218956273186,A,0
Single,59,Male,-24.498251154924468,39.076290141362975,-119.2644333626663,-147.49499245197214,39.500809684214396,-48.073718537238804,48.646250937915326,E,E,214.61639041001322,C,E,B,189.8775146573423,D,-147.8057504983277,C,0
Divorced,90,Other,13.673303706119388,-51.00687525820056,36.12043782962061,-132.99155237715252,-93.52703146347903,9.267836224228212,176.8693265845565,C,E,-25.286131517621357,A,E,E,11.052033444450721,C,-7.517681186611911,D,0
Widowed,95,Non-binary,-24.735102131984192,21.293765852687276,41.24612436928189,-55.28515230284232,-63.06695201022179,-15.428084625860915,-93.01758802573292,B,B,3.3739843275618324,B,A,D,-209.05981824723727,E,-76.80898398688585,D,1
Widowed,66,F,249.7270006989028,153.06828393213817,-16.140989012421052,8.016294253345219,-78.1375760725937,-90.78795245807201,-49.82674804989094,D,D,92.8640673394869,C,B,C,-73.75276196697057,B,-6.023549926387015,C,1
Widowed,40,Non-binary,-133.72526475904726,151.4302354601118,-46.59091063184725,-125.18265784390184,-30.623877144134106,-56.80874732430864,21.16508140379322,A,C,56.793949321473434,D,D,B,182.00219081248278,D,-240.29844182209095,B,0
Widowed,54,F,123.27218521256094,-84.46980575972667,96.5942313408626,195.23583196446702,-68.08604766079014,2.1472290605286473,26.330390170739133,A,C,-75.50516723941787,C,E,D,-20.604053138252418,B,-55.0427357962633,E,1
Widowed,91,F,88.8077504989042,73.28441270510595,37.61791642148203,-21.216586810066808,158.6745377113327,-11.943111914852574,223.3746929510762,C,A,-147.61070044723263,C,D,A,119.33180394781002,C,-162.7787246959164,D,1
Widowed,79,M,-151.1892397323956,74.25987627211317,33.685633733627846,161.3074070540975,-106.94880492619463,-61.97730786440491,38.790867947920724,A,D,-157.4192077184847,D,E,B,95.43203615889304,C,5.273623869206279,B,0
Widowed,42,Male,-76.59734202290109,-104.99746382566617,-38.20435945707607,-136.00750939728533,88.2121575897094,52.50781763949315,42.45884788628438,B,D,-21.281228253000794,D,C,B,39.04329122217627,C,-42.8687764559588,E,1
Single,65,Non-binary,12.599039856580202,13.522794872902832,132.19173778581742,-255.64945218233527,50.95686942861942,211.32590598129502,92.10260808675518,D,D,-117.93715044131065,B,C,C,18.226989335950783,D,-100.17035432473125,D,0
Married,40,Female,-40.25964262844339,63.80313846010893,-32.69199027896025,-39.81855462748334,-13.517265923109651,-167.28164389403594,115.51666905252699,A,A,14.368269541698012,D,B,E,106.36893276366686,A,-132.58372484027748,D,1
Married,80,Male,44.899370880875914,-53.977855980653544,-23.06272024164131,-84.69510924731175,-84.63474525561756,-280.2895551043264,1.8551975884045482,A,A,99.21821241611713,A,B,C,-210.19543240134598,A,181.0830344473512,E,0
Single,18,F,54.8504036901276,43.24769850253898,22.886201294218157,128.90502571261945,86.50370261560565,-103.26765979947703,-179.43248334535303,B,E,-57.38050872673448,B,E,E,-76.5144337185972,B,-134.41772583586666,A,0
Widowed,62,Male,97.52771901696593,-144.50474007991275,-48.7766315864261,140.32439599821612,45.4169075166857,-66.00362081990845,-115.75852669666386,B,C,22.961018252727364,E,A,B,126.13645187416283,D,-65.67529488380833,D,1
Single,98,F,232.48679219213625,-40.591800386497084,86.4875302941267,-26.856925529930237,0.6623510328968331,-61.971898839650976,-35.42798614419803,C,B,-66.43920312567731,C,B,B,26.134431620565064,A,175.72140157517921,A,1
Single,77,Female,47.861051685769894,48.420557781396646,-67.93556646551518,71.71393216537697,-102.81823094789735,3.069041847227052,79.36189590268752,B,A,-97.790000883213,A,D,E,8.369322545652032,C,62.64651259125601,A,0
Widowed,34,F,-198.35635247334807,-38.1651530364914,91.80902607979952,-41.60100750889927,-115.55171439169605,-71.71126094758745,-41.475451529192256,C,A,149.6683329915216,E,E,D,79.299918928993,E,-258.2368442092873,E,0
Widowed,43,Non-binary,-131.9047472390223,63.74182410606699,62.04397307354971,-193.4359848994745,-68.74169352910016,178.72642039079818,-93.50443229790399,B,D,26.011644456628936,E,A,A,-12.611050409613874,B,5.058169531449596,B,1
Widowed,35,Other,103.31148206564727,179.4090280414251,152.26436668105734,-112.25572505422814,115.00057386071593,-36.08576557404618,18.449097601627074,D,E,-70.20991810879387,D,E,E,-57.96999488938156,A,82.63894138795315,B,1
Single,86,F,37.10249003976914,-82.68864130396393,-13.842050442359852,8.848268719565691,-10.18826576576126,47.20208904939655,69.0383447330045,A,A,68.00767564608248,E,B,E,-63.14233863787012,D,-51.599115606544686,B,0
Married,23,Non-binary,-117.23870782094816,-222.34551939376055,-52.042483292095575,-0.23019120557558684,151.68206150267153,-6.600384298543961,-56.78507628698235,A,E,-54.83608412593352,B,C,C,-16.712477325050763,E,37.24989420760248,B,1
Widowed,29,M,-15.39437156024738,23.27945351510725,-52.38871723964631,34.795874704033416,-77.14867259587253,-41.28615439191174,-32.756957119589046,E,C,-3.896338684057273,A,C,D,36.21383353530898,B,-34.9059164927578,E,1
Single,51,Other,-42.94772940535289,-12.047517629375678,-107.19001241629462,78.91400330436882,6.962229596295217,107.96244770554581,-115.51836613113944,A,B,114.4845913299927,A,B,A,-256.2377950323272,D,-55.346342076254764,B,1
Single,52,M,-161.29890029853183,76.78456383704759,20.240161632662176,44.46412631978991,16.179969836924,72.7697743037855,206.63050244970296,C,A,66.57068307065023,B,A,D,85.74972043543087,D,72.42752872380895,D,1
Married,87,Non-binary,6.431285713699898,-25.76312353205435,42.67094657343423,82.76091165959892,242.0180320729841,145.253059245925,-29.251038558956605,D,A,-79.9841848596084,D,E,E,0.2666627267327135,C,-37.83815503644066,C,1
Widowed,47,F,-108.32568916252498,-34.85504624025049,-42.227240324097146,-112.33357545883409,12.3539538989314,139.59081447779178,69.7230855107772,C,C,-62.90307660565062,A,A,B,137.18454452126215,D,-118.03342611445746,A,0
Married,99,Non-binary,138.64312857309304,90.00020502378017,69.48065901867682,107.5394619793287,-35.514141070016144,169.46436353170483,67.66530418637416,B,E,-43.056764222616536,D,C,D,-13.988837521346126,D,-72.70509863885108,C,1
Single,38,Other,31.07764716737065,-13.373702421870307,67.31033045225684,93.20366802968633,-5.4211443587667505,61.420569703831504,50.101176912843925,A,C,240.09369016181537,A,E,C,-78.87553940272186,E,180.45502088593935,C,1
Widowed,74,Male,-92.00472139016101,82.40388300581614,14.539361848077384,85.12190929594227,-92.4152553285853,59.8437382914776,-51.61220765820187,B,D,167.54230048121184,A,C,C,33.84098239040889,A,21.955809690480756,A,1
Single,74,Non-binary,48.76292857429023,50.151578776960946,-131.81494982497014,44.05234687516242,-16.154189761250255,-169.7476133065483,125.89228709190168,D,E,-16.15564194761305,D,C,E,5.18216479529073,B,-16.543085107393317,C,1
Married,68,M,-218.97073120987122,-21.87761974394585,190.86577957020006,-8.81916040374438,101.87535602644388,-4.91302523083325,-114.60151411734907,B,B,191.75425663464839,A,B,E,-83.3250155608493,C,-76.1747551126369,D,1
Divorced,90,M,97.70491445332394,-8.193443674517054,35.91131305096446,-55.85633633026754,64.90489167263753,17.53857515540289,115.96873535451293,B,E,-15.092847179898142,A,C,E,198.4168670994246,B,25.00988986577927,B,1
Divorced,44,Non-binary,57.294736623362354,46.8501007127036,-32.796498700325614,-43.74909888980781,32.307371178751225,224.04188179769062,-60.805746418344974,A,D,-56.22438835679346,B,A,A,92.64883282368814,D,-67.44381866711883,D,0
Divorced,58,Female,87.42586430697453,-102.5377513303145,36.182711579293134,-28.077397977099412,167.13375837480135,1.2812694058583756,-14.980503975746398,C,D,-39.47938958455065,E,B,D,-10.467070464665522,A,-225.10605278201683,C,1
Single,49,Non-binary,-234.3378621027642,-152.23481102475225,66.81652660933598,46.90793487204281,-35.406322180792756,73.0718402606004,59.169214041791854,C,D,-163.98554791239462,B,B,A,-32.014166063655395,A,193.52206335094039,C,0
Single,98,Female,-60.04669641746385,112.09624879955832,12.515300470302046,47.019977180806706,-132.84965908936448,172.96590414570755,-51.960681697575396,D,D,-51.61024576816108,E,B,E,-128.61534775395873,E,40.660747226588306,B,1
Divorced,57,M,16.83166986137522,73.67516359410077,-46.42926540983912,31.323257237562117,109.58134274844207,-156.3833284914988,-43.647585992061686,B,E,96.74315341735542,B,B,A,90.572171607147,E,-114.59037369626297,D,1
Divorced,23,F,104.04704238932358,84.86025743219724,-64.74737951590856,72.26830526378704,-86.45569857211495,-75.9383209638718,35.10924149104764,A,A,71.29675139086,C,D,A,157.1915154351294,D,-68.2344507938766,A,1
Widowed,37,Other,-42.35157690616112,-10.62999813072901,101.24094249110532,85.15062759151807,229.23591104941084,41.381143181571495,-59.745764611951714,D,C,-0.4978917515451607,D,C,A,136.23828008014593,B,-43.62970709871576,A,0
Widowed,28,Male,-110.91838928913597,20.04462654798142,-47.84074841375985,51.29257368090254,204.70735830123647,-195.8702097673777,-4.316365748800814,C,C,3.734453962531934,E,A,E,-38.565149617066155,C,-42.41679342080642,A,0
Divorced,91,M,-19.56343710953656,-34.586163339324706,110.80597688755603,-20.902405904897872,-149.70963371656555,69.67205023510733,40.875017262842825,A,C,-105.53195725971601,B,D,B,-115.74232761382244,D,-57.20199124461365,B,1
Single,38,Other,59.53042868044094,-241.0668244314092,16.08527333985437,-45.16911893824678,-216.8580059972018,-102.17930148609933,-95.44483025540133,D,C,-46.394751431670144,E,B,C,-86.94969476538704,E,-72.00773025597425,E,0
Divorced,80,Other,72.89882406189747,-27.906591876484953,5.7896357275753285,53.674337809701754,-126.5740747084399,184.0559347543329,134.46005079049098,D,A,157.7100745284752,B,D,D,-30.71849181045091,C,-35.28556844983682,E,0
Married,21,Other,-125.00655552066473,-77.39853105629152,52.56465498793818,59.987393106460814,-173.93766732084651,-63.63806822747111,-61.39282141377355,A,E,99.13611587180338,C,C,B,-29.834460443412496,B,161.58286806991512,E,1
Single,39,M,-52.767863022434035,-105.34056388051982,16.132117452659447,54.53686381797822,145.64761555840465,-96.48350205862783,99.51083464959746,E,D,71.93244092783054,C,C,B,-82.44340370725729,B,100.38537185892689,C,1
Divorced,78,Female,-143.77202612978488,42.994529842268086,14.202415915981192,-46.948990058352315,-1.102069878798589,-159.4662924799668,-101.62804368730734,A,A,73.27928980419588,E,D,C,254.59668420390383,C,85.26685587069586,B,0
Divorced,50,M,-158.08231970479122,-104.29330996404661,185.88321689775483,-60.764263112993866,121.03262985557981,-23.138481993921857,-66.97078096298722,C,C,140.92020026504238,D,D,D,85.75542075064129,A,19.50223820100483,E,0
Widowed,52,Male,36.216604856781814,74.43995299904942,-49.06874688172713,119.02000637197703,0.26667421474108166,253.67869736025392,144.55253853586686,E,B,18.26721518642289,D,B,E,29.734724293258257,B,72.89286617299325,B,1
Widowed,54,M,33.24771182955536,94.29127516793943,52.6630669944565,135.6243986552962,71.86005164713434,-16.669986055822484,-111.90396333706647,C,D,71.64006337222685,C,D,E,-42.45762999267964,C,21.8073409232951,A,1
Divorced,38,Non-binary,-15.845110804267087,-18.699179432434963,-78.84887277530346,-38.27349253213128,167.200940115955,-17.177468834682085,-93.74363564693402,D,B,122.89138168324749,B,D,D,-90.27967683829831,B,184.2319130023795,A,0
Divorced,77,F,66.53659243105412,16.44838419107405,16.03734774768923,39.721399257225514,-164.72480561342388,31.808979207012218,-224.15056178954967,E,C,117.97149917159204,C,E,A,-46.02573074958223,C,-6.158888673249521,D,1
Married,67,Other,27.05736576979393,-74.87624169592587,190.35344339243835,55.78589010148078,-36.73156716025364,56.60114044216557,-230.82249798244555,D,E,55.522544529140475,A,E,B,-5.398507080059054,B,188.54259410300241,D,0
Divorced,74,M,135.5993344987319,-107.55512474486768,-88.5666785558737,64.79903062589048,-67.2501330340099,-110.4503220515164,-11.508799773371384,B,A,-49.173472500925655,A,D,B,-41.367774885228634,B,-82.63210590930566,C,1
Married,30,Female,-29.31401382828826,-35.06071857251606,-115.3019361092556,5.335702845485451,98.8808560050387,-40.27304300224927,20.44806267028718,E,D,-119.69992466995072,C,A,B,-59.88538853326983,E,82.65622824583849,A,1
Married,35,Non-binary,-145.7576626056494,-63.175828266132086,119.36235079712772,162.74537176317943,67.67668676609422,-11.377752062140377,-211.58945530113064,C,A,-14.113518310523501,C,B,E,-9.564854101728942,E,-41.83808571027333,E,0
Widowed,90,Other,31.596609214331,8.044494084309589,-122.1229168192401,143.70438913625335,-49.38729900300586,-63.54950869511043,-10.251201207434727,B,A,-3.6523014512822387,A,D,B,14.42486799472058,E,144.26619096776923,C,0
Divorced,97,M,-13.82404807271434,61.08474453981333,-60.45941258380104,-49.074184651144144,-193.030306830469,-33.958174130730484,31.41650436045002,C,C,-135.4975573662944,B,D,A,17.796662064116653,A,-52.574241151073394,C,1
Single,27,M,-125.90551389640198,122.595273155816,-93.6926283769541,-2.043648636881077,-119.79662370741954,-106.1314026195852,110.97475256913798,C,C,187.74243174098103,C,A,C,-56.84066520714348,D,-29.042507291029402,A,1
Single,90,M,91.40322848221719,25.58204229328406,46.45134214459794,104.03113592975754,-55.03541624276866,10.654766377268842,-17.61360028806576,C,D,-138.55474959964366,B,A,D,34.56618118530697,E,173.77754578749582,C,1
Widowed,32,M,-7.890510824475608,-12.673027835083234,-40.860034932606894,-30.006657532623343,70.14283061280736,3.28163713435969,-76.55025575228508,B,C,65.30555567692812,D,D,C,15.11107091342814,D,-83.57313974887526,A,1
Widowed,75,F,-250.59985335823484,-92.95419439494124,28.338505495751733,-23.357269627171487,-197.37347000720345,92.78456840922523,189.88050638328804,A,C,160.532707667604,B,D,C,-14.7853685444925,D,-131.18807176344393,B,0
