SEX,sexual_orientation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
Male,Other,C,-4.4238149354855105,C,-46.63192679699728,66.0225624295323,-181.87755611736947,-33.299611065961436,1
M,Heterosexual,A,78.83850924075423,D,-43.03870068204986,-60.46233467282478,-50.847964978534776,-35.12733467410957,0
Female,Homosexual,B,-254.20989307941198,A,-25.4121771581463,-23.12289545165275,114.39566306404221,-1.135709608212274,0
M,Homosexual,C,-56.7829518024496,B,75.82143576132113,-154.56312522757614,173.09258539471278,-140.7037274950379,0
Other,Bisexual,B,-122.48648224676029,B,164.8194831947486,240.2730860975433,129.80814050751312,-80.3962198472522,1
M,Heterosexual,D,71.56973211779825,D,-191.43830647162005,-120.95654628491556,79.31908633728784,-19.818717227716704,0
M,Other,D,138.03068485370852,E,127.25814432178193,-46.25366261101033,-27.36813673979367,-57.23965180799881,0
Non-binary,Other,D,57.70633447962991,A,-3.880693428917106,115.64012585917918,-62.637338535143805,-174.5051125645144,1
M,Bisexual,D,-62.3795255182692,D,-64.70190725865166,-156.6446576674451,0.35831260502296947,-141.60373408647033,1
Non-binary,Other,B,-181.0692696099503,E,-123.52868004517757,-142.35328061874614,43.44338545884824,85.71283624338894,0
Non-binary,Homosexual,D,14.39312218990105,B,6.614536915713896,219.81124553529477,-14.769488529745159,7.509637477985469,0
M,Homosexual,C,101.81203216612064,A,-223.9384042957033,27.679581341721367,75.27636667070166,19.16517601369595,0
F,Other,A,39.58729063044801,E,-168.11809751342713,151.30293151734003,12.913227221413436,156.7051027910276,1
Non-binary,Other,E,81.19554395287848,E,-12.055039992784929,-60.79824135598483,-83.46992941479205,69.08041708828685,1
Other,Other,C,231.15965913275082,E,-47.271335902396814,88.84923743443007,-74.04077824787915,-127.1607514400529,0
Non-binary,Bisexual,B,-98.49821171811145,A,-17.263866312846748,-61.785499378168296,-39.205554881304884,-117.55643206888774,1
Female,Other,B,-83.83510977537159,D,-83.05059508653841,107.33090149215019,-53.01924160522691,-172.3656599465752,0
Non-binary,Heterosexual,A,67.00687813838499,B,82.5249941899315,36.077998313322965,17.84924891941583,93.20509262815635,0
Other,Homosexual,A,-129.52327815892824,C,-6.163935209182145,68.76363146026094,-52.56485357428797,-21.43321999043219,1
M,Bisexual,A,-61.03188070190407,A,-219.18785978907763,-156.95377896312277,107.62980943989693,-16.326537711133206,0
Male,Heterosexual,C,-312.607792891452,C,-176.95957727558488,-163.40365177276212,149.94769687841062,72.5491858064574,1
Other,Heterosexual,C,-101.13385236472861,B,183.5739009632006,37.63573263376509,17.771036455387808,-55.37983605916049,1
Female,Heterosexual,C,5.471139754354597,C,31.960271118470153,70.23242536493545,41.22549871738897,-212.120370904057,1
F,Bisexual,E,-48.28831337267393,B,40.99348048870958,-12.509127709599117,-75.46398042311989,-32.81550136670081,0
F,Bisexual,B,16.08251615633304,B,127.31453312043139,-85.91894180046977,-44.404441385773964,45.8248321735727,1
Female,Homosexual,D,-51.38671810415513,D,89.20881971140932,-109.94467586763228,62.76002554374316,-165.40769547129065,0
Non-binary,Homosexual,B,24.829195503497345,E,-69.99147045149358,-11.56247729205541,16.232491999531135,30.690758775742594,1
Male,Bisexual,E,76.77611999970415,E,-178.2927380994451,21.82968151205985,-19.17041017122181,148.0290346491647,1
Male,Heterosexual,C,112.37975832041845,B,107.4225645800615,17.10041375895484,46.6044267763417,1.8376877069161552,1
Male,Homosexual,E,-16.911203667539898,D,42.397991206448296,149.01836150010817,193.75296844378295,58.323508601495845,0
M,Other,B,5.467483621280941,E,49.33353603794576,-130.00516266754246,-139.04665981808964,-2.7534280331184915,0
Male,Other,D,-51.80046057309063,A,139.80265857457994,44.73828867218131,-29.541748039192058,-83.52900036663941,0
M,Other,E,114.18888005311254,B,-87.63316677689038,40.23182514240004,-38.70213951849596,-21.775274968447516,1
Other,Other,E,7.8586428075989225,C,120.12287208079691,-114.18253138512249,51.73998545996498,-28.274935503146743,1
Male,Homosexual,E,-170.94896680794503,C,91.59297989554514,116.52363888615054,1.7497137748670688,-76.40751073769292,1
Other,Bisexual,C,-128.0376170197727,E,3.1475755073860543,-99.89682493439838,93.06154089842914,85.08795984516513,0
Male,Homosexual,D,211.59763011089848,B,20.678334595298956,48.428749780809234,48.8700063252758,137.45959702359934,1
F,Other,E,108.98530958576762,A,-3.1391229926842623,184.7156568302426,-7.437628326497063,-69.18211027534176,1
Female,Bisexual,E,132.8371073984949,D,-57.30557509268509,124.22244719908674,6.948742593219386,-47.50061659821439,0
Female,Homosexual,E,46.22918621749274,E,92.6602406502731,-141.097268851354,-21.971307256266,-12.429898859680929,1
M,Homosexual,C,201.68183812106463,C,83.76922630553106,16.700378404891424,57.4702436765667,195.68924740655999,1
Other,Heterosexual,E,-171.40344769714127,B,-7.27973627691703,-175.56161928359245,-103.61056956659955,-124.64994688707687,1
Female,Other,E,82.11334243735013,C,-31.486429118135977,24.467714950639863,88.4328103858574,210.3673426468495,1
Non-binary,Bisexual,D,26.918915740417486,E,10.58553751953695,-212.49145564839148,18.57486998658538,55.092669456592304,0
Other,Other,C,3.093750726067338,D,100.02013577862614,-8.323078128868842,-4.937374396010964,91.08712596014517,1
F,Bisexual,E,-117.80026514183825,D,-88.49316098511204,-53.63084750543104,6.593974698623962,-136.1746462853312,0
M,Other,E,-83.94437077302726,E,55.1123543652944,20.525369789317597,207.00449583037357,5.28621034551582,1
Non-binary,Homosexual,C,23.167743999553565,D,-10.403847150726483,-59.76008222705129,-81.79483318094502,3.7900292156183015,0
F,Homosexual,B,42.47605829852002,D,134.80958711716156,-7.1753988744870725,44.818461099582436,-256.0637173328288,1
F,Heterosexual,B,38.07367986559661,A,-120.60437685455953,-76.74438984581624,59.91758625906344,82.21958478813073,0
M,Homosexual,D,-78.05033900390126,C,-12.78389778365365,-41.58735373357661,-38.600225344340714,69.14199036873939,0
Female,Heterosexual,D,-90.0547524836562,E,109.49485339309955,-1.6765698067424142,-31.765129603037117,-192.6212907406906,0
F,Bisexual,C,-35.040214774091915,A,108.05077741600928,-49.68986981247482,-165.11946527434083,-73.22575999190998,0
Male,Homosexual,B,113.22941896658176,D,23.218355077941546,97.7863375792814,-19.91138144443923,43.5825661021018,1
M,Heterosexual,C,-26.38997704310687,B,-1.309731280266265,-29.66454021099937,-23.67935137317302,-37.90970973498027,0
Male,Homosexual,D,94.55283047844938,D,8.382785313685979,-47.097987564907335,40.75720979710902,-76.35107961811208,0
M,Heterosexual,B,19.53724577325914,D,-96.64354452623594,-95.6935239446429,-55.64535868628341,227.36881015146878,0
Other,Other,D,55.46227636990659,A,190.0897984344779,-9.345974968228013,21.19157749787324,-48.745047860227956,1
M,Heterosexual,B,-0.3929154622471546,B,103.19179171142716,119.89027571193482,-83.89675278023992,122.37338720562991,0
Non-binary,Other,E,56.901971780726946,A,-27.50588803189481,62.701018597659,102.8274475912272,-150.92774363304292,0
Female,Bisexual,D,276.20745950826074,C,47.63172606598725,46.679968106817704,176.38489176983973,29.187281903499436,1
Female,Homosexual,A,-105.70269055044761,B,95.05080645974515,-20.32842349271067,-251.45171419371556,78.75271038649095,1
Female,Bisexual,E,-3.2406025915237264,E,38.52406349586387,-31.758392968392794,-90.95840739411291,16.135677835739365,1
Non-binary,Other,A,61.74048926974823,B,-22.295922138293392,52.06568712331693,-202.8823549477777,-125.05555545594717,1
M,Bisexual,E,200.11227746058302,C,37.29526783150316,-62.876439598308544,127.9263548162744,-19.978618449318354,0
Non-binary,Heterosexual,E,186.76669695188795,D,119.23544406383606,-197.43299995663654,37.710199288325065,-23.156459420898177,0
F,Homosexual,D,-18.334861167677634,E,90.58804236359333,-14.546005734703346,-26.363157136424153,-63.410770974332046,1
F,Homosexual,A,-70.05013576839582,B,-44.04479402863946,-157.25706320916092,37.47728077590024,10.13081655126939,1
Female,Other,D,-26.103887162835615,B,-107.32530925586596,-134.35970646725713,-46.36397348678296,-14.019301966095032,1
Other,Heterosexual,B,22.497409997131765,D,-104.80877415184847,-241.12496577358283,40.10495591600029,-2.0044773459589407,0
Other,Homosexual,E,-81.33257918372517,B,16.21572781548969,122.04682728409193,39.315886722270136,42.9991928588506,1
Female,Homosexual,D,-80.85762361421874,B,15.101807088740117,-149.40542763125887,-127.1008925375391,13.598485060759158,0
Female,Other,D,69.61820845404954,C,-62.95201274712393,-24.902739444478847,-26.88741692108541,215.07623183579815,1
Other,Homosexual,C,-77.37104088827166,D,-21.282541698988,-73.16118840028378,107.85997157096557,-34.73709782905693,0
Male,Heterosexual,A,-175.62324762064677,B,-97.98067927916682,119.12995541490434,65.25936439938631,-64.93603275996514,0
Non-binary,Bisexual,A,-75.05479902181067,E,92.84769845112298,-5.55431526654567,118.76223276454073,-19.469472748043756,1
M,Bisexual,E,106.77522994075721,D,33.0094525034684,17.067697658382126,5.759031073485136,189.33744261247145,0
F,Homosexual,D,-22.784733005616367,B,93.24451712076585,155.24917095656764,-121.16698174224314,184.02805050675545,0
M,Bisexual,D,-80.19483393565804,E,71.7735651647747,90.01259801467414,13.173293690132217,1.0521603256696515,1
Other,Other,C,219.67367550291627,A,56.24879763446909,-36.261472106988215,-108.12087917887685,105.22962571707271,1
Other,Homosexual,E,-54.998456712655,D,-41.36210679171135,104.2542832650059,-92.91080105146746,86.46606069070887,1
Other,Homosexual,C,-63.56779915860186,C,-14.854164265821698,-119.41115658911336,-24.929856543777014,13.739729295705233,0
Female,Bisexual,D,-144.82198622803153,D,-69.2755327262521,-201.6721858463458,-44.644128970471584,-7.621409218085705,1
Male,Bisexual,B,-80.70205045863797,E,-138.37989636974072,-14.985599427284338,-80.70239278149587,-182.68368493825747,1
Non-binary,Other,B,-117.78375612352004,A,60.79327269675119,-23.199729300590715,-271.0718974228057,3.1367996160564573,0
F,Homosexual,E,-146.27535934580953,D,186.83247150870136,-2.8062406267868703,52.3009027196011,-17.813110324219654,0
M,Bisexual,E,129.7119555086726,C,111.27407640610971,-94.02396833922604,47.369188447592734,71.77988071114014,1
Female,Bisexual,B,-211.27490881184752,D,156.12293328777156,4.521160218705343,43.89314455394985,-15.242059831762408,0
F,Heterosexual,E,-92.49747218140641,E,-14.175103533652564,178.3950286828093,-82.14551027292578,53.73200374579754,1
F,Bisexual,D,11.3249769246119,B,-19.592016693730884,-25.388300112348006,-39.698891241760954,147.7888781317912,1
Non-binary,Heterosexual,C,-41.15740438375511,B,145.08333508657014,-68.60399420081367,-6.946657989192244,-62.62574080259809,1
Other,Bisexual,E,120.94341329184036,A,-132.0723553827553,-133.04215367884944,14.330698188667688,-34.35841046821981,1
Non-binary,Heterosexual,B,67.47946406897792,E,-61.288267068894086,7.004179171053268,28.382128411490136,5.176200743583736,0
Other,Homosexual,A,69.88794900531221,D,9.16628821581922,99.89611567324908,-54.0976860625613,90.44322211286207,1
Male,Heterosexual,C,-48.49920601973239,B,-25.036000816407793,-120.74705739235698,0.31940528589985884,-19.575951246271515,0
Male,Bisexual,C,-84.75445119260847,D,24.72020653642596,-64.18828767431944,-109.8616842809916,132.96256971455108,1
Non-binary,Heterosexual,E,36.31979896171492,A,59.40896993234542,77.64774947880868,41.29264254736566,-27.050337249189766,1
F,Homosexual,B,189.22210831147558,C,-15.832846496310335,11.036699022206735,-16.520193015579444,-45.36928034791596,0
M,Homosexual,D,76.52914494653004,C,-119.95584172932709,9.364306962488882,50.386281354899054,-73.66002689587484,0
M,Homosexual,C,114.52474788760438,A,-15.492223315117625,-38.943488312113175,3.683083988783895,3.641174819332982,1
F,Homosexual,B,-114.18662049957365,D,-172.91138075347789,-95.7508162237148,22.5374291615474,-36.58600083745616,0
M,Homosexual,D,-33.714243465014995,B,-48.70246926721878,36.52176408053064,126.06464097946042,-4.581298603320755,0
Other,Homosexual,C,50.12912324406405,D,161.85400691803252,140.75844699492598,-79.44251489580442,8.870410266462539,0
Male,Bisexual,E,192.08517515796447,B,-10.90764025201461,82.5554231135471,208.36488777555508,-169.302037889002,1
Male,Other,C,91.86150992880235,D,-99.52302098291335,59.607177118680674,-41.9465475101182,-107.69917735532096,1
M,Heterosexual,D,-132.8133121695185,C,-24.882112062892766,52.012430613166636,-14.227324365102161,-66.06730486278977,0
Female,Homosexual,E,4.997351747315797,E,-157.9415918901491,113.47313764901105,-16.901530086831233,85.84029748558531,0
F,Other,A,126.801307653469,B,42.754481824419386,3.1737942088827937,23.525871906814093,-46.55535872545734,1
Non-binary,Bisexual,A,32.19556277360613,C,97.78753991691102,33.49366762915788,-0.8958122195729121,-122.72576123929102,0
Female,Heterosexual,A,-13.563614356646148,A,-11.210643068490453,-55.12496192976244,25.352433505240306,-158.74486552990942,0
F,Homosexual,D,30.175356297751627,E,-64.55770302557569,82.7729110755961,16.828946615443563,174.48440034994198,0
Other,Bisexual,E,7.919334628295591,E,-2.491152488079872,-124.35081524879175,-84.81848474971909,-71.0253680234504,0
Male,Other,A,155.08106866921202,E,91.99878584754185,-147.71640673676507,-27.57975222611956,-5.642327860929813,0
Male,Other,D,-46.778218406498254,E,-22.44034153949158,-232.63732803823606,-83.99666059188445,-1.2818444604620214,1
Female,Heterosexual,A,113.21120658749362,D,-83.49338479479916,96.72016427833981,32.24844553880962,30.601729966513204,0
F,Heterosexual,C,-51.55977470223744,C,63.570771647726396,-73.00230156522596,118.15413299502038,-76.36809032346997,0
Male,Homosexual,E,-0.8079771644155928,C,106.49870069658604,-46.17338852081612,-190.5273737130286,-20.159692553088764,0
F,Other,C,-151.52939837757052,A,-126.67252920709792,17.551522734563697,20.88843869827208,362.75106148297743,1
Other,Homosexual,B,138.86466242912417,D,91.01207399756771,-4.875945963654579,62.637628577079305,-53.27123358500617,0
Other,Homosexual,A,71.1250175550693,B,-39.94931430029556,-127.25569030803625,-6.032535863182735,-236.83853113541366,1
Other,Bisexual,E,-130.72585434322716,C,166.30589624246986,142.30430498445136,-29.095423081187406,-96.00772945522239,0
Female,Other,C,163.6674239001372,E,-7.259190690210067,-21.01851439357749,-133.69908861101632,80.83235617753024,0
M,Heterosexual,B,87.16387317261459,A,48.36222950153782,-63.094803303389455,-14.14501675424602,-69.65980931390283,1
M,Bisexual,A,50.1554279765632,C,70.99557407809793,54.295382439233784,35.50347213901158,-127.28950180869225,1
Female,Homosexual,D,81.00470300563877,E,196.28171312055144,39.15946627794506,52.81297593047227,26.294928506090564,0
Non-binary,Homosexual,B,24.209787287592146,C,81.2812777590835,-100.14666914869056,-50.32315811767292,140.6749945452168,1
F,Homosexual,D,184.5493731906397,D,-63.88186942076687,101.90711600683098,51.92682338739332,-122.9309314894924,1
F,Homosexual,B,71.70569349686411,A,-93.18198388487488,42.21630483933565,3.2956466107107043,-162.4942295051274,1
M,Bisexual,A,-112.10411811061674,B,142.95970417763897,45.77035073651942,-45.819417988336674,-49.87620854287474,0
Other,Heterosexual,D,-132.41022453612428,D,-40.03429615041028,145.77644857544348,43.47015789719381,-21.064093544416046,1
M,Other,A,-138.55627913059988,C,-104.58022235399582,126.58196525069863,8.852181414071763,-83.36913260674851,1
Male,Heterosexual,A,73.50532968980534,E,-79.4601707290702,97.46395500682719,-229.53014977617116,25.4765730226311,0
Female,Heterosexual,E,63.87607597847676,E,-70.44145826404088,102.74886468778791,144.31612944732578,95.84458642339386,0
Non-binary,Other,D,-43.687108201063026,B,69.24208295424503,-23.51017015804853,16.653012129380638,-50.96877126481378,0
Female,Heterosexual,D,-177.23603115340413,B,90.05760870609176,-13.524658665278094,17.498349581987345,-5.174941707313996,0
Other,Homosexual,C,43.7107508330512,A,68.5726748671119,-133.72680034741248,-18.807372786798116,-20.385409851650422,0
M,Bisexual,C,197.37892918545907,E,-75.5264397636302,-8.322743598109321,147.6973376732178,316.50619648596904,0
Other,Heterosexual,D,12.032894675294893,D,-100.75417581164356,-40.319457358862756,-93.19349957809223,-13.505218363142607,1
M,Other,C,1.636930276456811,B,28.15327768986336,76.79776901387935,62.870050867820936,-118.86751399269326,0
Male,Bisexual,A,120.4884616058688,A,40.64684610151221,-127.73247586056029,-11.863510423890657,-103.7114100696237,0
Male,Other,C,-18.045613585543492,B,-84.64017042044397,157.53773867328434,22.73673791417792,6.09888814641937,0
F,Homosexual,D,13.672987248085382,D,14.012608039752164,-25.317898942917537,94.13326068619331,-16.56035637344349,0
M,Homosexual,A,-78.73033658476635,E,-27.61629505949234,65.76653088089861,103.56259121473761,-19.975973213915694,0
Female,Heterosexual,A,-38.199278926331985,E,73.713008963199,-108.31377280324408,-70.40714285589294,-120.08461937436223,0
Female,Bisexual,B,-69.88517873206453,E,-87.75984822318583,-56.99224298566623,41.22133635319186,34.10003597032255,1
Other,Bisexual,C,24.841193868896095,E,52.24144481423306,94.7322515806376,106.05961119607082,40.44173659317566,1
Other,Other,A,-81.86480700235755,C,-7.648873166239606,-99.59591656666598,50.24923765614109,9.33922273792377,1
F,Other,D,-144.01576280706968,C,-16.73996719442157,74.60024251802128,-57.78441148911715,-9.531598922671167,1
Male,Other,D,-63.430549893355135,C,93.23244279712581,21.915417058969926,0.6844424482672082,7.610701829789014,1
Non-binary,Other,D,24.91180936000969,A,123.17755655315368,-132.28594879205963,64.55737311588403,13.070552675601228,0
Non-binary,Homosexual,A,-17.018398849920537,E,-12.75558901017775,-64.27751471403022,-40.995567022289784,-8.885209594755262,1
M,Heterosexual,A,-57.63906423473567,B,-20.409492643278586,-122.51931279568926,64.37176183265603,32.31314587051365,0
Male,Bisexual,E,-111.33842909425857,D,7.694597818343631,139.72185232384672,115.55440040435643,-237.86102961235596,0
M,Other,A,-139.40766385628277,A,-126.12325250397917,90.53862135384544,83.33968101496816,17.78337192716877,1
Male,Bisexual,B,90.14240036679173,A,69.13361225664835,89.37893750482405,-61.72353062010345,125.57411594929981,1
Male,Other,A,37.552105772968126,B,-13.481668788411,197.54546908014677,35.81956926035213,-21.24229797263538,0
Female,Bisexual,A,44.137630742096505,E,-7.795067876055639,-98.08313834217802,-58.64840856471892,-226.61306364302814,0
M,Bisexual,C,25.79967584023553,B,61.13746445273358,116.15795862285071,-132.93221436903565,205.95189781341156,0
F,Other,D,211.56651937605565,D,-89.66675465300298,-100.4468212170649,31.6976410567402,-238.24895970930618,1
Female,Heterosexual,D,-171.35529009142502,D,-40.41599268928854,-46.14081777738001,-120.04756503072946,34.30846029106823,0
Male,Homosexual,E,14.409225235601477,E,13.218265944329936,-190.08347759173657,-19.557204098429924,-86.95904412341099,0
Male,Homosexual,E,3.7271042840109216,A,-53.55241276596786,-176.23073584958124,42.99375106869945,165.7053984278248,0
Male,Heterosexual,B,179.54274398297682,E,-256.01317354680424,114.61370993939259,-159.61110159243788,-138.4686149210219,1
Female,Homosexual,D,-84.44181959231905,E,36.30133797961842,43.09173717230272,-44.415492058254415,-110.0871317927564,1
Female,Bisexual,E,-1.1321761551199807,B,-117.7539459903667,-73.66806417529848,-33.35156633867788,-37.06296317399966,1
M,Heterosexual,E,-95.94903041088821,A,11.451008406624528,43.455318234992326,137.9439824556436,119.8128906067107,0
Other,Bisexual,D,-38.436219881147636,C,128.04230322347814,-162.43038340807482,-74.74671376932757,43.68387738873749,0
M,Bisexual,E,189.89831919990584,A,-65.02026504440036,39.9363979021123,-46.98650546594861,18.879190647097037,0
Other,Heterosexual,E,59.93603759791887,A,-10.503032585547604,60.06416174146302,-188.8684734907098,-167.28416234005314,0
Female,Bisexual,A,3.6374259504738555,D,92.36396831607374,-52.419311617308885,168.51808496574458,42.91634491827569,0
F,Other,C,48.868155581637964,D,24.295040980131326,-34.116739881167554,-70.1499709565066,78.66703615276747,1
Male,Other,E,-96.17264452844736,C,128.7504531676338,-48.16439303112451,-90.32170523422275,-155.17185343228593,0
M,Other,A,-14.994552374277895,C,89.54883649780963,-48.57239874154791,43.867491464123006,18.449090961981355,0
Non-binary,Heterosexual,A,80.84390755185056,E,-96.60887938949355,-36.75211973957998,50.374243937602174,-79.9818817194367,0
M,Homosexual,C,-32.99273205156158,B,-105.22187094662503,-90.15152688482237,-92.59169429706657,54.8464062303765,0
Female,Bisexual,D,37.635990182559425,B,147.6121804767313,92.53367399502145,76.6685402878858,131.09377990370987,1
M,Heterosexual,A,-215.64553480334436,D,-125.17242006073958,-198.695488482583,-122.73516031757833,-91.90548699875384,0
F,Heterosexual,B,113.22172236654946,C,87.59060129790271,-96.66410027328499,-81.64242464141573,98.8538743839691,0
Other,Heterosexual,C,157.17101625840343,D,-240.0915216464576,-176.91894626646612,-49.1898460267772,17.33215958171288,1
Female,Other,B,85.33262032700006,B,6.7403665809117355,196.87201837176468,56.78909605205903,34.863563582732574,1
M,Bisexual,B,33.799170632994084,B,159.7415925377527,47.92082619342274,38.726787257887935,-78.26578433196292,0
Female,Other,D,46.13905596532773,E,-20.976538793893003,-67.17611806726865,-129.4303538413291,121.11496546583858,0
Non-binary,Bisexual,A,-126.77669024127052,C,-33.54593782773308,47.808623793740395,-232.74614491418504,-60.31658495400233,1
M,Homosexual,D,79.35125006875194,A,-84.20490843435869,129.764571481585,12.329671875353226,61.42089652808723,0
Female,Bisexual,E,46.01968748142564,E,-7.2658322438287515,117.78149481957702,-19.986547778917483,46.1632080690222,1
Other,Bisexual,B,-10.381653883158204,D,-49.188481222975305,55.05274852652378,-117.99462979961895,28.23726933722861,1
F,Other,B,34.88674186581884,B,102.19177363575602,194.46833762996937,28.15491573302428,59.644016870430875,1
Other,Heterosexual,E,48.78147789848481,C,8.500073861550504,-80.19331811170841,-97.68402709291567,-43.562072967590275,1
Non-binary,Bisexual,D,-156.39985174682735,B,16.846531939866907,-173.07230542459806,78.94534493294007,11.889262913569072,0
M,Other,E,-26.307615495257856,D,110.12149080021186,-255.13057457183854,-67.60179440592118,62.0045347365525,1
F,Homosexual,C,-186.6823582003312,B,-26.101348550978194,169.77773332205822,-74.80415426269703,-124.25158524627378,1
F,Bisexual,D,114.7930952979954,B,7.823978347113828,1.6762216129227445,37.87041625155286,71.91105999160332,1
Male,Bisexual,B,-190.7768749374618,B,-179.2884717941986,91.06188553332606,-37.33719374183676,28.463461569889397,0
Non-binary,Other,E,13.982587250710765,A,40.022352779613826,-141.15388145821657,114.75266704744769,80.65651859862855,1
Other,Homosexual,A,-13.434980289921342,D,-111.60376419638472,-38.44152548863365,-98.98737168185869,46.005026178930585,0
Male,Homosexual,C,96.64800725205497,B,40.75591617129655,65.55457259980003,37.58046200325582,-44.79457598083211,0
Female,Bisexual,D,11.015458462461728,C,-196.03683965821452,-131.24386790900124,-27.288284452696175,-116.8124453229306,0
Female,Other,E,4.393444411334264,E,53.494700301964414,98.10011284315982,39.97952484230141,131.68140092713531,0
Non-binary,Bisexual,A,85.7847750525334,D,-12.493671297346824,225.28216031133127,113.41007877939431,26.83681950427278,0
Other,Other,D,234.19666830897938,B,-65.47925146618645,-203.2547275854339,72.87513072123649,-150.92637830051459,1
Non-binary,Bisexual,B,12.885811600312334,B,-97.8782151734676,-60.736918166958276,-99.3320159152023,-13.193185485549948,1
F,Other,A,28.932026164767965,A,23.448451728080837,173.7387571746404,2.23729021921798,13.714998136515996,1
Other,Heterosexual,C,41.48818320078813,D,133.97584851990572,-139.73477631634202,84.78510917966963,-167.7341187051933,1
Non-binary,Heterosexual,C,63.23394548296414,B,26.387660141029883,104.83463146377736,-162.60595220812857,-21.942616125791396,0
Female,Bisexual,B,-27.87564967815033,D,64.44863942758093,35.97981459998676,77.9521972840566,-55.30872373228317,0
M,Other,B,-8.39173716032441,D,173.3236357195025,-146.09002193287265,-56.62951154871635,49.978576946872124,0
M,Homosexual,D,-54.19373362713339,B,-183.29226692966242,42.389768225326414,101.38610468262421,-203.55676118713825,0
F,Other,E,53.34856618044391,D,-34.966322278476916,-4.487992321758902,-75.13097495344518,-22.811979133731793,0
Non-binary,Other,D,-92.70291206691661,E,91.33065688030199,-41.56476830784644,-194.7899516507342,-96.05129787961465,1
Other,Heterosexual,B,-100.85281665967945,E,123.59562068466555,-78.59329582695288,62.963297196900136,-114.52914413254543,1
Other,Other,A,240.4162869575526,E,-90.84155874053617,158.08755506122273,124.14061532100848,-31.443111071547285,1
Male,Heterosexual,E,-118.47324310100802,A,-57.06978831394935,59.05420601849163,-42.296046278548936,172.1861124643563,0
Male,Bisexual,B,11.292156155494084,A,27.065659048288147,-1.1998828880642858,78.52522328814187,30.156517795101166,0
Female,Bisexual,B,10.807720979052785,C,23.270974076686507,141.4334779892757,83.55877006591726,148.69046765621178,1
F,Bisexual,A,-64.86432252304144,C,-37.249362841611635,87.14266245717133,-1.7584969015499787,-36.82945840632274,0
Male,Bisexual,B,96.75049005672317,E,25.13038434436287,21.188764867001733,142.83087586761837,138.71008735897416,0
Other,Other,D,80.90919270709561,D,-58.41445845413432,157.86258562557782,-139.88641573376717,-42.84550762912916,1
Non-binary,Bisexual,A,23.48846813253266,C,-18.128179474991843,-11.375944454748028,69.96337972266382,86.35125388917109,0
M,Homosexual,D,26.49503031066255,A,183.4092307628661,74.18513254366934,-126.80467828933737,23.483879363864503,1
Male,Other,E,10.583687797886627,A,1.7755412846707272,97.69153501687677,-101.58400091826434,40.56556556328688,0
Other,Other,A,84.71461291833972,D,-240.85237780103532,-57.74592592367348,34.598782391935664,83.73491107539492,1
Non-binary,Heterosexual,D,96.43118387771874,D,-83.12003362260465,-130.63639801129426,27.78272325680958,121.8090072452151,0
F,Heterosexual,D,-51.85764137104664,C,51.78081919172583,-27.046124455650762,121.24116572555923,1.4728889582572198,0
Female,Homosexual,C,-34.9863641666295,A,-56.30054521274016,5.208631286740476,-47.95614042011527,-139.17733307990915,0
M,Heterosexual,A,8.527223238110729,B,-14.385432975113444,158.29403784704493,0.4317026570617667,-45.97345560521716,1
Non-binary,Bisexual,D,-56.11006745241834,C,107.73283180217814,77.42067258773007,22.8760922250402,51.93192123500639,1
M,Other,A,-41.277147990889,A,-41.970920162924315,-17.805728111930694,104.85341305389689,-28.813401651998266,1
Female,Heterosexual,A,201.13220903317927,A,41.636682157130885,136.52902112179405,110.85404012799076,-51.438650772455695,1
Male,Bisexual,E,-129.00850186168898,E,25.99520412109736,66.91942137893399,-52.10149731060183,173.06730256194197,0
Non-binary,Heterosexual,E,-68.69775436953476,D,-49.10322005553402,-125.49792275748797,41.80620951301645,29.904680969933533,0
Other,Homosexual,E,158.767333517007,D,126.47553638083244,30.800581663273853,229.79561529356025,-9.783331752385918,1
Other,Homosexual,B,-21.886802219824446,B,114.07403504078547,60.91247642393589,14.710280384828087,-42.36285048254199,0
Male,Homosexual,C,9.471529644443065,D,94.0002905294527,12.616352179868887,14.40742453499616,175.79976129653548,0
Other,Bisexual,C,-24.868995150311548,E,112.36861160951635,-107.80861338372148,-17.51534744288368,44.295914974277075,1
Non-binary,Bisexual,D,-126.58075905052569,C,125.55929494348361,-133.6973736638604,-56.67840655637344,58.58307430955924,1
Female,Bisexual,D,-2.469145524779311,B,-130.25745533741758,34.4343595990829,-84.74297508098964,60.018055030541795,0
F,Bisexual,B,16.370649515149115,E,143.17678895867778,65.3065698153818,103.50474193935788,-177.98442817099718,1
M,Bisexual,E,131.68247524389474,E,56.210327434067,8.88550940311763,-4.235824413258231,99.74431612392483,0
Non-binary,Other,B,-155.97764783036908,C,-91.03005866074824,9.101419873492995,-110.12371071297497,19.761160695568186,0
Other,Homosexual,D,140.1465896542993,B,59.26538918652054,153.71798175988113,-16.997959434524645,4.816055192765398,1
M,Other,E,23.683855887357293,A,-66.13617490928746,35.872165745922985,-159.54169490393784,111.26187499339268,1
M,Bisexual,C,-92.29931514871502,E,221.9987015652162,-56.116236929026456,97.14972105348971,-84.91428721060511,1
Male,Homosexual,A,93.86269580335885,C,240.18574217763415,-18.803755175794386,-135.70364191100538,-13.568346014255964,1
Non-binary,Other,E,-110.21060787506771,B,46.37737094864859,-12.775744870206626,43.63610315324728,-5.126376928182919,0
