marital_status,AgeGroup,feature_0,feature_1,feature_2,feature_3,feature_4,target
Married,36-50,-160.3041001346273,D,-162.29236362578789,E,-132.59850184036307,1
Married,51-65,90.37669045894728,A,183.70051879353463,C,-37.297320765776334,0
Widowed,51-65,-0.8561477839499065,E,-135.58106778262334,B,-45.13496138688515,0
Divorced,65+,100.74765404679678,B,-132.9253631895702,A,-58.64712340307169,0
Widowed,36-50,45.12783071336621,A,-111.61392907231802,C,20.895210190321727,1
Single,26-35,26.357795676311817,E,60.85967393762374,E,31.587876202834142,1
Single,18-25,-49.4013780030839,D,62.33942882000781,E,-131.10339914400137,0
Divorced,65+,74.7415760509208,D,-146.09518913250483,D,63.54447316301898,1
Widowed,65+,-43.75953544446497,B,22.196293662244965,C,154.26046943047828,1
Married,26-35,-70.54082210923417,A,-7.733943990939723,A,-39.80937697380401,0
Widowed,51-65,-95.40857449550961,B,-34.84096055269357,B,-41.885267137024314,0
Widowed,18-25,47.317401539669646,C,198.75495917113503,E,-14.992978174569977,0
Single,65+,146.15017322624348,E,95.13365161988544,A,54.941093732189195,0
Single,18-25,-53.88876530817224,B,-73.30035325730147,B,24.19847573470323,1
Divorced,18-25,66.08429799645715,D,-73.70912372536444,C,168.1408808207138,1
Single,36-50,25.202550889416393,C,-154.59951540583089,A,-17.91902291567372,0
Widowed,65+,-7.606326823943118,C,46.63877841232795,A,199.87208914261078,1
Divorced,51-65,-74.64297300637155,E,-32.29582234406914,B,-11.14394779862849,0
Single,18-25,117.57401159729102,C,-87.02871169559332,B,-20.489715214764,0
Widowed,36-50,95.28251413274015,A,-97.06966222994919,C,-123.555379675079,1
Married,26-35,-66.84570436123367,C,59.060266532837844,B,-16.412079550913354,0
Single,26-35,185.61167196162404,B,-69.13770058764591,E,30.539141392338472,1
Married,36-50,39.16404418590879,C,-63.334362376738554,B,-32.158999161897164,1
Married,18-25,-161.98070424991323,C,-155.84719668386225,C,-15.139573082239455,0
Married,26-35,-37.90343077241324,A,-64.91145503462002,A,-57.068964314132785,0
Widowed,26-35,-85.44157768952603,D,-41.0167099653621,A,50.14374654473546,1
Divorced,36-50,42.86499623930198,E,27.110405766869782,A,-148.83429770062344,0
Married,36-50,-87.70480417028203,B,23.956272555096504,E,-55.24901712119833,0
Divorced,26-35,-151.73505741609716,C,45.04986734104382,B,48.257095877592754,1
Married,51-65,47.316946133948605,C,3.2768495118288574,A,-4.260810062650323,1
Divorced,18-25,126.94739863043453,C,50.015551036711194,E,93.46808900222359,1
Widowed,36-50,-29.276408104342504,C,-136.43003743034404,E,-65.11621453868001,1
Widowed,18-25,52.55503546950598,E,-21.549433223249096,B,-89.77523280129797,1
Widowed,51-65,-21.311847504037797,E,51.340995867698666,D,6.448014249955787,0
Single,65+,147.47276080665895,C,125.59408865655767,C,128.0955625560505,1
Divorced,36-50,67.91607700609235,B,-73.01033364498693,B,37.3511892807729,1
Single,18-25,37.48417124710761,B,-114.5672444181936,B,48.19225046328233,0
Divorced,36-50,24.808008416256303,A,-26.049148689771695,C,-39.625548534145075,1
Married,65+,73.3247569081294,A,-3.5831310585458658,C,117.43968396803677,0
Single,51-65,150.54436692667878,C,10.61513731267834,C,-120.00601638159878,0
Married,36-50,-14.829740201793621,B,94.48864742883666,A,-40.72924105481272,1
Married,65+,16.819789217607052,B,94.09499777028066,A,9.818859729719808,0
Single,36-50,91.31217028877472,C,207.1802574596167,E,127.01057900319522,1
Single,18-25,-72.9547971793289,C,-66.60091017895499,E,2.3180898214825834,0
Widowed,65+,133.7192449730588,B,61.36751392684715,B,-75.27637194108827,1
Divorced,26-35,-51.25809317615816,A,148.39026207251908,A,42.22925575028367,1
Divorced,36-50,-72.06985270976416,E,85.15833422052945,A,-49.52718285589974,1
Divorced,18-25,-28.54764963515709,C,-154.24514622683378,E,209.33517004755026,1
Widowed,65+,144.73408149168355,C,-155.6647313961695,D,-83.10351815673872,1
Divorced,18-25,35.35608267244108,B,-46.78696042197264,E,-39.4811765050015,1
Single,51-65,-28.2618853867028,D,46.10135844616987,E,100.65350686160201,1
Divorced,26-35,-12.533811083262266,B,-128.69317973213214,B,107.81747173225898,1
Widowed,65+,60.525820288700814,A,70.19541796636149,A,26.724592915339525,0
Widowed,36-50,-20.040400059368434,D,-110.71936793952064,E,-112.30551257394978,1
Divorced,26-35,120.40844650817522,D,-133.92550914368678,C,75.69677320104414,1
Widowed,51-65,-201.1680100563748,B,80.80733899857118,B,135.11199940694127,0
Widowed,51-65,42.479262524568824,E,7.126160412807354,A,-176.59913528738113,0
Widowed,26-35,-193.5785094226917,A,-105.88380326381835,D,58.957178344550776,0
Divorced,26-35,146.3210701838371,E,-79.39576422721477,D,74.05229797010679,1
Single,51-65,-98.56683943600328,D,87.9355740974755,A,-118.35190991733326,0
Single,26-35,-170.80660873363297,A,-5.948675408147391,B,58.661902123768606,0
Widowed,65+,-46.68765723158143,E,-66.60330989235528,D,-34.04049921745748,1
Single,51-65,-108.80541889889746,A,-243.1451497164336,B,142.77950262837652,0
Widowed,65+,-109.63224199130015,C,46.1591582787464,C,-212.5217768266127,1
Married,51-65,-37.49195943734532,B,46.55047785764743,B,25.891938331672392,0
Married,36-50,-42.01904057099643,D,1.3934665277287281,C,146.0708884691311,1
Single,26-35,-182.57840165599845,E,7.697158929801072,A,-99.74058729408539,1
Divorced,51-65,-30.09070277174607,C,-95.43192420384027,D,34.333119817591204,0
Single,36-50,-87.70665516640031,D,56.44934921923972,A,-81.98595222366008,0
Divorced,18-25,217.7955849180354,B,-276.203501422717,D,8.785503155992286,1
Widowed,26-35,64.35278001663683,D,-85.60262803163175,D,-45.86900786528435,1
Widowed,36-50,17.217538803429353,B,-81.29222598780204,B,-111.02169890920017,0
Divorced,36-50,-178.96573291375233,C,79.94258552516975,D,-13.501899238378886,1
Divorced,36-50,164.5966792282568,D,-99.0311029761502,B,-133.8810593987199,1
Single,51-65,128.93979047878594,A,73.7963167083683,D,-180.32302709893884,0
Married,18-25,-71.55686962532086,C,123.49462495855481,C,73.42507428563802,1
Married,18-25,36.322076126171616,D,-85.35490803179539,A,-16.13861144471676,1
Widowed,51-65,138.5959466791115,D,74.70896376149892,A,-114.59465319208,1
Single,65+,-44.920550677651114,B,-107.51055139405112,B,48.08338829225595,0
Widowed,65+,17.863197983313686,D,-176.50921426498388,B,127.02765546439873,1
Widowed,51-65,80.30332366122279,A,26.751576827542873,A,14.711276710219687,0
Divorced,65+,108.04059678607788,A,33.666558409460606,B,-62.6058732601641,1
Single,36-50,-35.44028845800218,A,112.89386356917703,C,88.0247527069305,0
Married,51-65,27.579737696551724,E,8.341087272558024,D,-126.1627908826621,1
Divorced,65+,120.59730606501387,A,8.475847272908583,D,-69.612031461098,0
Widowed,36-50,-97.87269237312411,A,109.07565221376228,C,-188.16818724199592,1
Single,51-65,-64.06685683038752,B,49.69072480199145,B,-49.392733311896436,1
Single,18-25,107.9142350067499,E,-33.96238556240006,B,-131.20112911721995,0
Married,26-35,-26.71526054747906,C,-4.303779565134272,E,-42.72235684332507,1
Divorced,51-65,-153.04025630877064,D,-163.78267462976928,D,64.60274283698702,1
Widowed,65+,-28.376240786813213,C,27.349039426275183,C,173.42096926295548,1
Single,36-50,155.1198904325552,E,111.96975109924283,A,-30.102301209169607,1
Divorced,36-50,28.927727651738877,C,-20.699990910371103,B,172.8737937845685,0
Single,65+,-59.73428239047202,A,-102.16384134414326,E,-51.74133863802168,0
Married,36-50,55.026368109490086,D,-47.15276261079735,C,-24.321212254152645,1
Divorced,65+,10.378341937206176,C,64.5229642846146,B,-16.234011814126344,1
Married,36-50,36.02770674843976,A,-140.9638724554807,C,92.77578527434588,0
Widowed,51-65,109.68405845860968,E,115.12775367270032,D,-147.91687885651,1
Single,65+,40.23132199970668,E,93.10136764205133,A,33.10808770949246,0
Married,65+,38.68715758791624,B,143.7271142061916,C,104.23321951950872,0
Single,18-25,187.85126444550164,E,23.319042302266368,B,24.57747301942585,1
Widowed,51-65,-7.6300176042869525,C,-172.87673459258423,A,65.80295417400924,1
Married,65+,117.62900171112327,D,12.204612990699001,B,-159.5946686935346,1
Divorced,36-50,22.559830085138227,A,-43.36196227217058,D,50.42285653759237,0
Widowed,36-50,-66.0276301236431,B,-80.82924830110765,C,-83.64453209380076,0
Single,36-50,88.86393641526612,B,20.036167923687266,E,-123.10111537502353,0
Married,51-65,-12.23290315755416,B,88.51305010364622,A,24.275053910589506,1
Married,51-65,-79.00413465395744,D,-129.08913703773172,A,-21.24553900591572,1
Divorced,36-50,-7.788302127022825,B,87.7439955380075,C,-113.68941792498146,0
Divorced,26-35,38.94791360680625,A,131.23076234119816,B,148.01497941857536,1
Married,36-50,53.15371389148239,B,144.66559676900945,A,264.8917917832381,1
Widowed,26-35,102.61278095520609,D,-11.995991085848162,C,-69.32500617274786,0
Married,26-35,-78.57317723936994,D,158.662283608049,A,41.02296562677174,1
Widowed,26-35,-54.73834227140513,D,-202.7922695415156,C,-152.51141478783853,0
Single,65+,167.14590553454337,D,10.179793268542454,C,34.16444858490747,1
Married,65+,133.09655751442187,C,-111.20747852451407,B,-288.30861092222665,1
Divorced,65+,-8.983446232106154,B,-73.43601718927711,C,108.34185362157913,0
Divorced,18-25,87.2442270566121,E,-35.19961959240124,A,54.48131783310048,1
Single,18-25,61.36015756660059,B,-24.187334207746005,D,78.15418014449558,1
Married,36-50,8.77523158257377,C,-139.4289065190709,C,42.676259262833725,1
Divorced,65+,-36.40573383212871,E,15.683022915441663,C,-64.58792378266035,0
Single,26-35,110.29444795267483,A,75.08843837671854,B,128.25050144902988,1
Divorced,51-65,-219.37276614781115,E,5.705712013837829,E,92.4006196260402,0
Married,36-50,53.00548633521897,A,-118.93638790735717,A,-25.720157699780493,1
Single,18-25,-74.29857392059309,A,91.72960168667737,B,44.73018646760416,1
Married,36-50,-151.51736006420683,C,-61.299269288837976,A,-116.41969314304663,0
Divorced,18-25,-30.441080432964583,C,-66.7282249704106,A,-42.73325231498754,0
Married,65+,285.07779580505144,C,147.68164100218823,E,162.88392013985163,0
Single,36-50,7.81818572560801,A,0.4362022698480182,E,-40.246149936238815,1
Single,65+,-57.12297569624568,E,96.33684695533293,C,49.289139049587305,1
Widowed,51-65,-1.6284241745251602,D,-33.89625348456596,D,85.55618562206433,1
Single,51-65,-165.40649664599357,D,80.1339178786612,A,-163.87702251695168,1
Single,51-65,127.63641711920559,B,129.0334062842536,D,-34.97034590425699,1
Single,26-35,269.1079006380076,D,60.217410496990695,E,51.55397580827058,1
Widowed,36-50,76.52771942270479,D,-66.80167921600251,E,-132.01277185586943,1
Single,26-35,88.3477127543726,B,-128.6697377940281,B,-168.90530696457014,0
Married,18-25,-16.501382373723878,A,-22.519714757609165,A,203.31790866059217,0
Single,65+,84.52971552717604,D,-79.68653808886434,D,48.18280088927002,0
Widowed,36-50,-65.89615940932183,E,24.81412478902339,C,-207.82848601155843,1
Married,26-35,-130.57642282169465,B,38.01408443116332,E,48.46736257291393,1
Divorced,65+,119.74363967872613,A,157.21455235356981,B,-28.395208572406784,1
Divorced,18-25,-9.469050302810563,B,-119.0244614429983,B,-82.4485271932404,1
Divorced,51-65,-79.48516146791941,C,63.05556125488705,B,-29.767329560592227,1
Widowed,65+,-84.09432647676705,B,-47.03217572499279,C,153.69003467217243,1
Divorced,26-35,125.00297428374839,A,-137.40402469143243,C,-15.230617246552292,1
Married,36-50,-164.76274338051928,A,0.2643683114995322,B,-21.897929798551537,1
Widowed,26-35,-113.77559069167236,A,46.36236002057564,E,-118.7746295906186,0
Married,18-25,105.14413517842817,C,30.517711778394357,B,-47.73576300403845,0
Widowed,36-50,-89.58290871908663,C,37.98035468705972,B,-145.30222232086913,0
Married,26-35,-24.19613142548582,D,-26.32209647101702,D,-6.828566761378784,0
Married,18-25,-107.52137977967936,C,-12.513014910470934,B,3.2925095827386377,1
Married,26-35,14.284441973227091,C,158.906016580055,C,-69.89657056237117,0
Widowed,18-25,93.34659195791176,C,81.04801672844061,A,99.22734715685067,1
Married,36-50,-14.200406744736771,B,69.52298471174598,C,18.6144187264164,1
Widowed,51-65,129.5279605840491,E,-49.83564387884979,A,97.01356582512346,1
Widowed,36-50,-135.05755392874306,A,37.01274657985644,C,-46.57459621718944,1
Married,18-25,27.83551242292985,C,-203.14221077408553,C,-0.6251453389381769,0
Widowed,65+,80.8956811479666,D,74.56628917897,B,-16.162317688589518,0
Widowed,51-65,2.5667815431114938,B,132.97723238804798,C,80.95186042886596,1
Divorced,65+,-71.759941798877,D,113.76992097472562,C,41.81450025391646,1
Single,18-25,-50.34069142110342,C,19.193124653996456,C,-23.336047497430876,1
Divorced,36-50,160.62270382194293,E,-51.73341507991856,A,33.236615946675094,0
Married,51-65,-58.83427151110945,A,61.43936833762954,A,240.63592487446647,0
Widowed,65+,-19.07666192616842,C,-106.66607625577595,D,-64.43033237021653,1
Single,26-35,-31.47106842050856,C,-178.09805738591123,A,121.82509932934113,0
Single,18-25,10.938353330013967,C,3.4479604991364763,B,-10.94074714701335,1
Divorced,26-35,-40.62177046667894,A,-4.07633251194712,C,104.88946805413899,1
Single,36-50,125.43199225210779,E,105.95499596842896,B,-101.05391364836946,0
Married,18-25,-135.3958156510395,C,34.83785768270975,A,-50.95201391335632,1
Divorced,51-65,88.55406168571889,A,52.946168235000194,C,-195.6669006577367,0
Divorced,36-50,-66.98013544522698,B,-46.01496044253232,E,-161.15416560005517,1
Married,65+,59.89781396705294,C,321.9147965663968,D,118.13875935858995,1
Divorced,26-35,1.134415376230339,D,23.449206314826743,C,-15.307452472794001,0
Married,65+,-160.92235993237375,B,9.326066323315558,A,61.16931682867127,1
Single,65+,-42.818467497637435,B,73.91514900317452,D,-145.32395819142792,1
Widowed,26-35,-3.7592788538631674,B,-97.60790444519671,D,-23.205988311126106,1
Widowed,26-35,33.35120611824507,E,-192.99945145709992,B,-214.55191156995562,0
Widowed,26-35,-69.98313005488943,D,2.410635053007952,C,146.44802405555325,0
Divorced,26-35,-94.54400398554519,D,131.63414482721188,E,44.58827337374296,0
Single,18-25,-1.4294240722066411,E,-18.986869919329973,D,-191.632106023354,0
Widowed,18-25,-125.58244929798394,A,-39.245399511559604,B,207.10041426102214,0
Divorced,65+,-60.96982058091853,C,116.13347040043732,B,-144.55070820270976,0
Married,65+,-85.47621402419335,C,-137.94567880310328,C,147.12104091523463,0
Divorced,36-50,109.27160236758789,B,-55.917508320499905,D,-134.46369256845685,0
Divorced,18-25,61.73242236144026,D,75.18056588397086,C,46.36121818008525,1
Married,36-50,70.052879547588,A,-140.801419530041,A,18.08259798225763,1
Widowed,18-25,-37.393059094662135,D,66.02652520409077,A,-47.42088192770189,1
Married,36-50,-60.368078767538755,E,-31.6750384029756,E,-41.83862548209319,1
Widowed,36-50,25.46593987117508,A,105.62611834162334,C,11.619222960992307,1
Divorced,36-50,-105.41616753047487,E,141.06120069350962,E,70.81539205287145,1
Single,36-50,68.57435316662692,C,148.61820542780976,C,-115.07854298858904,0
Widowed,36-50,62.66453578416746,B,139.0160103405757,B,22.086987378816424,0
Married,26-35,145.69917274391057,D,-36.662275531201395,C,-90.54251160609206,0
Married,65+,58.89960453085552,C,-98.09166325096903,E,5.041800183893664,1
Single,18-25,-51.800505123404314,B,136.10931788324152,E,93.2108043343701,0
Widowed,65+,-106.61816942990787,D,-5.619984476747187,E,19.580340958750803,1
Married,26-35,319.75399051029683,C,-59.24069401586694,E,-30.39722447086338,0
Widowed,18-25,-7.837595925361423,C,219.77486659635807,C,-140.65672158850214,0
Widowed,65+,29.94373550996413,A,-34.04286927348536,A,53.56076654313877,1
Widowed,65+,19.400536017654034,A,-137.93960619615166,E,19.74227955871607,1
Married,18-25,-160.53273520650242,C,-17.043445835951275,D,-45.93555995924737,1
Divorced,51-65,-92.19223628549271,C,82.51517692111275,B,134.14413981711536,0
Single,36-50,-36.50730640063315,D,109.96954778274974,B,194.19530777086607,0
Widowed,18-25,-156.30507687515208,D,-63.68852820294941,C,-166.5507824605637,1
Widowed,51-65,108.72117414138796,B,-23.824369468669044,B,72.23910900076233,1
Widowed,65+,-26.953599196239146,C,-2.5731286108849827,D,-18.815460341739836,0
Single,65+,-34.155700632702136,C,-31.999922767341726,A,97.41965032289943,0
Single,18-25,-155.09062853040814,A,-202.400152991984,D,-87.62485788304997,1
Widowed,18-25,103.39067049985312,E,-220.28214742226507,E,-165.40593913910976,0
Single,51-65,-11.006108227618894,E,15.688700239305062,B,87.49560643335442,1
Widowed,65+,105.17637212398323,D,-4.47277540863311,B,-113.0706820284521,1
Single,65+,-78.19793741881197,D,132.67962985533703,E,174.3827786600739,1
Divorced,51-65,-78.6170919016562,A,122.58558047125887,E,-174.5761653670351,1
Married,26-35,4.760011380074594,C,5.1121828564134955,E,-230.67101501593172,1
Divorced,51-65,130.6987132322812,E,-55.17123905040443,E,-71.40376688974833,1
Married,65+,-55.42992134859428,E,-48.69933709800257,A,-58.760710316682996,1
Divorced,18-25,110.10077045340283,E,-49.3659231517369,C,62.308452036403885,0
Married,36-50,8.121786456431975,C,33.394128941325945,C,151.9200317263031,1
Widowed,36-50,115.13034172762711,A,-2.9802055118374837,C,172.80593047261414,1
Single,18-25,116.41894757119134,B,132.84884303440887,E,14.169946819901377,1
Widowed,65+,-286.18987616944946,E,-83.04113399596399,D,-49.30762109869517,1
Single,26-35,206.2919451435104,A,106.08971338271213,D,-95.01493124219758,0
Married,65+,47.988041888665485,D,35.121043475374094,C,227.26291009130622,1
Widowed,26-35,-73.72775719812537,B,-132.44086173077562,A,-42.82149902529156,1
Widowed,65+,3.792017620293992,C,-56.195753331377254,D,81.80380703632385,0
Single,18-25,52.814320402939984,C,8.115091701444669,A,-34.6256231062016,1
Widowed,18-25,175.66901676588003,C,-12.988785967638442,C,97.89034262544072,1
Divorced,36-50,75.44211550071053,B,118.09079616050468,A,-72.8459154243684,1
Single,18-25,-30.416745630640783,E,86.24527445441277,D,88.78752419276786,1
Married,26-35,4.198783469009423,A,-84.02013990751827,E,-29.176469732345602,1
Divorced,18-25,-37.03650379370582,E,21.519329075749575,E,-19.351215906239595,1
Single,51-65,-133.77350617275695,B,-89.39563247438359,A,-13.722268985824224,1
Divorced,36-50,208.8075399606084,C,91.91637325639434,A,-79.73721849556452,0
Married,51-65,94.35892101697398,D,25.04990381425826,B,25.227074635548725,1
Divorced,51-65,23.00941450359738,C,66.74340126761406,A,43.59692729868793,0
Divorced,65+,157.357305634438,D,28.749748205008814,D,-72.0775554733002,0
Divorced,36-50,65.95852632139362,A,9.197142498630901,B,-52.08643590367882,1
Single,18-25,-65.68486397202719,B,81.66592808099278,B,79.00113966902055,0
Widowed,65+,-298.4513628322281,C,-9.851371706915234,D,88.2366013783796,0
Widowed,18-25,65.957383258999,D,-74.34578254488483,C,125.73026452556171,1
Divorced,36-50,14.652634910976797,D,-19.98850358896912,D,65.32606364551098,1
Divorced,65+,-53.38571570766243,B,-66.90206372261953,D,9.065037442277516,0
Single,36-50,-91.40638579367204,E,-42.231097472300824,B,38.19829364899397,1
Married,51-65,-83.62395072062375,A,35.43294195543362,A,-14.418425418792674,1
Widowed,65+,40.76946547426418,B,37.62995246262051,B,-75.42822810136349,0
Single,18-25,-209.9840088256478,A,26.683062159052064,D,-91.55144586208182,0
Single,36-50,31.081096766974703,D,-142.08188622181024,A,66.5274959020983,0
Widowed,18-25,-75.90219036748358,A,9.827434352759083,E,-167.04153417214437,0
Single,51-65,76.29655226353854,C,168.52839636339948,C,-44.62941668890904,1
Widowed,36-50,-97.62618145243334,A,-123.3760802277751,E,29.811746773954646,1
Widowed,18-25,53.02165955928976,B,-18.597725978394433,B,0.49882742295250004,0
Widowed,51-65,-88.6055072629503,A,-32.93254043661267,B,-29.716670135960012,0
Single,26-35,-79.85700416860469,C,-69.88222081167787,C,-46.361685931605116,1
Married,65+,8.836436660393465,C,33.24602308235711,E,115.61648892892184,0
Married,65+,-45.22745436499668,D,38.85304199542233,A,242.84804743024884,1
Widowed,65+,-6.943014105247952,C,-8.502294004161874,B,-238.62954001865356,1
Divorced,65+,-65.16676635607695,D,82.32525265500679,D,-22.981339977341822,0
Widowed,65+,54.538750482469624,A,-180.45391246133704,D,2.7506694461009884,1
Divorced,26-35,138.2953239734999,E,170.25694005455406,C,-17.7070047411745,0
Divorced,18-25,-91.0057382442617,C,65.80349292360059,C,-21.84730365095218,0
Married,36-50,-9.991562745715088,D,22.735619342131297,C,50.20198697294648,0
Single,51-65,-58.994331625684715,C,-205.6407060364454,C,-51.118563943983155,1
Single,51-65,-66.2703898575151,B,143.59543304821483,A,271.20149670936587,1
Single,65+,54.70571689924275,E,-0.9855255220306068,C,90.18339644233436,1
Single,65+,-83.03658433332994,B,66.97982635839097,C,82.03854448442365,1
Widowed,51-65,-127.04042508521991,B,171.9373762462952,B,-239.1707175717574,1
Single,36-50,-56.806681553109684,E,39.154467761857944,E,-160.18559372562459,0
Married,26-35,-2.2341740009152398,C,-355.70614727424066,E,-23.955548859130744,0
Widowed,26-35,-85.00615023268718,C,100.4842121652507,D,-12.430846005563433,1
Widowed,51-65,-25.990000763343758,D,-5.382353471501916,B,-31.24254324657517,1
Divorced,36-50,-47.13423044855004,E,58.606147975559296,C,181.74925192432056,1
Married,18-25,72.4760381404563,D,-27.276686377239955,A,-1.4022778319880445,1
Widowed,36-50,-64.04671996151161,B,173.41501789779338,C,123.90301041845704,0
Single,51-65,168.30112275089016,D,-51.313159476576296,E,-34.72276018934314,0
Widowed,26-35,17.59072642777662,C,-100.17013921316928,A,9.947029875628258,1
Single,18-25,-68.10599391010588,D,-49.03971731672188,D,30.550419002632268,0
Divorced,65+,117.7476439021387,E,-22.711689420229924,B,218.84359838874778,1
Married,18-25,-116.09091005617869,E,160.6372410215296,B,151.78354915450228,1
Married,18-25,144.3719178370393,B,-83.52335524493661,D,30.942526647739317,1
Married,65+,95.04959935887346,C,279.33546315689887,A,-139.09771549477773,0
Divorced,65+,-9.311710365364787,C,-171.4346123417042,C,116.14318043224776,1
Widowed,18-25,-61.96727198180049,E,-47.691888705729916,E,-18.813570226981298,0
Single,26-35,80.80410122430098,E,209.58309282716988,D,-147.5452711784876,1
Divorced,65+,86.08693425328376,E,31.357127998114258,C,-34.673925356612365,1
Single,18-25,-56.60045002444447,B,48.77621302235449,A,-27.16616248044393,1
Divorced,36-50,-304.96733076867145,C,57.03923582787783,C,-9.875224421224184,1
Widowed,18-25,-62.085468725174564,D,87.54716811135376,D,-23.69123464309538,1
Widowed,18-25,6.957414845186539,E,142.17215275430786,D,-236.63400313833054,1
Widowed,26-35,-42.45616027824772,B,106.21798796515995,B,-37.32095234127671,0
Divorced,36-50,-192.6486718619553,E,-17.81842161027587,A,95.32342482971492,0
Single,18-25,30.078854712028384,C,-51.17060628765569,B,55.90888977117672,1
Divorced,26-35,19.896694508480266,A,-179.37433730170847,A,151.87047911629202,1
Widowed,36-50,33.643289851573655,E,45.14080139809035,C,51.18423534255769,1
Divorced,18-25,17.22832897900472,A,8.334211695533408,E,114.55953643117032,1
Widowed,18-25,-18.267955966502978,B,-137.56639941203952,E,-36.28468207857386,1
Divorced,18-25,-42.05901093810127,E,-106.40360372222264,D,-106.99376246741086,1
Widowed,36-50,73.21223679908098,E,-46.894079374332854,C,-20.936162044564448,0
Single,51-65,-106.92320428063542,D,23.931999474165373,E,125.40721311415098,1
Divorced,36-50,-150.3141391311272,A,-87.21527720917722,E,-169.2846442776449,0
Married,51-65,-16.06530568674082,C,-112.65258258555055,B,-34.647655797177976,1
Widowed,51-65,68.21242879526326,C,84.76371173814114,E,-39.41945843470439,0
Married,26-35,64.11776344508398,B,-27.329997165451616,D,275.73867534180084,1
Divorced,36-50,-36.62794582345031,B,-90.26973740561547,D,-16.560609803807274,0
Single,51-65,26.36167075009834,A,35.1364764392155,D,57.35765602288969,0
Single,26-35,-15.920504704919974,E,-109.416443546116,A,34.2570888877433,1
Widowed,65+,32.986851600169274,C,72.53344242700338,B,27.931913746011933,1
Widowed,65+,38.97563812312562,A,85.71312444716284,A,-66.16714765862352,1
Divorced,51-65,-105.93017168315264,C,-140.06652262529727,B,-105.17219220991254,0
Single,26-35,67.75776508231327,C,-141.7434472345986,A,-47.81946664786077,1
Married,18-25,22.200930781255725,D,-181.37495652667232,D,222.60472548569794,1
Widowed,26-35,-56.11456704763983,A,23.061765021394514,C,-89.15031534469261,1
Divorced,65+,41.18670278940246,B,-117.49614679893618,B,187.82453006727283,0
Married,36-50,64.99304091470823,B,-33.58774574559657,D,-31.563716957927173,0
Widowed,51-65,128.307206110078,D,61.980398841390496,A,-59.848329552648025,0
Single,36-50,109.48034169562769,D,159.88024889519087,E,-82.27404009036974,1
Married,36-50,-55.5966733025552,D,28.22254600524935,C,-157.60646650661627,0
Single,51-65,-36.221941487081736,B,-11.144837837483129,B,-154.96877180992868,0
Single,65+,23.84070806686074,A,-100.61417103740176,B,111.97259885715903,1
Divorced,51-65,38.73099091356441,C,-186.42900800894049,C,116.53439737635851,0
Divorced,18-25,-23.193961227100758,C,58.405247359035585,C,-29.759334725220306,1
Divorced,18-25,-25.42530676454121,D,126.55596841147327,C,-90.04181883541432,1
Single,65+,-16.785294183640705,A,-64.8609487678201,C,-168.32260371906742,0
Widowed,26-35,-1.1737450980481707,B,37.75353544818905,C,42.956835413241215,1
Widowed,36-50,-35.13451340667203,B,48.50453621815998,A,61.77324979020682,1
Divorced,65+,72.1886072509177,D,-11.322579275825985,D,31.726489795569503,1
Divorced,18-25,171.87846263933704,A,-16.19059390760289,C,141.96080146251154,0
Married,26-35,222.25880688955124,A,-101.55117906341538,E,25.281994166720594,0
Married,18-25,81.54945091949968,E,6.6759053914734,B,67.82700438935683,1
Divorced,26-35,93.50547553431751,C,-59.07880887636598,A,-137.45615888028192,0
Married,26-35,-139.09473856786732,E,40.3456386393935,A,173.88663807560235,0
Widowed,51-65,-5.604864417139318,C,67.46780797401362,B,-133.17796569381508,0
Widowed,36-50,-104.8433534270006,E,118.65263900692291,E,22.45915638503286,0
Widowed,51-65,-76.36036976185402,B,-173.02840695154816,E,40.86849057766717,1
Widowed,26-35,-195.1164090949114,E,96.76068613869812,B,-81.46860329320178,0
Widowed,51-65,-19.765073360754194,D,-75.0922748695858,A,-53.79465215030256,0
Single,65+,-191.26995097087635,E,-44.485908272200476,E,30.50858450231174,0
Married,18-25,2.1976107493970662,B,37.98044734630171,D,146.30101444508935,1
Married,26-35,70.7955390248252,A,-141.33358561858373,B,-38.99339204925049,0
Married,36-50,-31.94097781079797,E,12.813200195410984,D,-27.6956272965326,1
Single,65+,248.70916974069308,D,-27.403203635552686,A,81.15308924267792,0
Married,65+,-37.04353188265676,A,-105.94191717718044,C,177.55236765950562,0
Married,26-35,-77.3054426538991,D,73.66918350156989,C,1.6566536491199508,0
Widowed,26-35,273.74827609633365,C,-81.7882650208287,B,-50.25713050196388,0
Divorced,65+,79.88476346417282,D,63.95175207673098,B,-120.22070925864281,1
Divorced,26-35,-58.16014683465954,E,-6.432263109281984,A,93.59182099035101,1
Married,26-35,-108.73848736750134,C,7.067890968461284,E,-10.027327589580553,0
Divorced,26-35,61.36379835085081,A,-71.41802072100629,B,-72.14625907389252,0
Divorced,18-25,-79.99646845050903,B,-29.516801568892742,B,-71.7672204763361,0
Divorced,18-25,-10.968967700120741,C,158.3942465016744,E,53.163930113153945,0
Divorced,51-65,137.8041552646477,C,-24.672107836916343,A,-102.43542830628036,0
Married,18-25,-170.13564626748388,E,-20.787845017844862,C,138.0643462057833,1
Widowed,36-50,-46.35374351933127,C,-54.915140931399506,D,-6.516531726075335,1
Divorced,26-35,-36.133495060507386,B,139.23983635380492,D,127.37859829958897,1
Married,51-65,-276.5165369152239,B,-23.771037172347338,C,-11.64333710072778,1
