genero,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
F,17.05059658055765,-81.97272614699331,E,-187.65436709802793,D,127.972687222183,B,-43.9108838506295,62.23423960571218,B,-296.1362861516287,D,B,B,170.70985008239384,B,0
Non-binary,115.97174816212619,3.4262706637298392,E,-18.082625373324777,B,79.0476441135357,B,120.24149913567854,36.348722821962824,D,-5.923282156176417,A,D,A,56.04845103897066,E,0
Non-binary,5.152402918457856,-8.104025249788654,A,6.9960981061394,B,-168.52784412934577,E,79.83868105970659,175.88173552011648,D,-134.33754680803406,E,E,E,-70.7244385098875,D,0
Male,188.30317048326464,52.51077884372708,B,-101.20636023443035,A,71.50151537716096,E,-11.18802817885425,-20.92498256346423,B,-52.00462410946866,C,E,D,67.62055159089516,C,0
Non-binary,84.05794065326918,56.46093281300148,A,-156.25369386124223,B,-48.95075639165852,B,-4.647411226409186,-46.50439354439827,D,263.92737180066797,E,C,C,144.8435613790427,A,1
M,97.30337136122392,-52.849828512576,D,2.2573175872978126,C,43.04517034566967,E,-143.69806055697876,-73.54518218153588,C,-71.65542180894148,E,C,A,9.569448542116268,A,0
M,93.13985328224504,26.75388561114976,A,45.932638854245916,D,-139.49126987730534,C,112.37806140043018,87.85836536930783,D,154.0884549904253,C,A,C,65.78900136025581,B,1
F,-18.52410655968215,-145.45742746714393,B,-13.53807842476606,B,13.611035293328438,C,0.23171339450507278,159.06134179961825,C,-19.275511287400963,B,B,B,-7.929063682808746,E,1
M,-67.31550721583666,165.2976429074219,D,-32.96537267147803,A,13.344736337312646,E,3.0604524296669955,297.0699283067581,C,-12.021718707578072,C,C,D,-133.01586514322187,C,0
M,-50.019733838024315,-9.502526063652041,A,-0.12501749763324121,D,91.04235634256806,B,-125.50139048564752,1.0012031864101303,B,-96.7958625605955,C,B,B,-105.01866133599822,B,1
F,-90.87789005606453,-108.06434313988899,B,-20.46242785542177,B,39.45212055650315,E,26.343508284929868,81.87470717570267,C,21.33926273125563,A,B,A,-76.94061197113541,C,0
Non-binary,36.09970241052125,182.40194079586348,E,4.401260969503305,B,64.8262386321296,D,-28.192578247674827,6.888166246637003,D,278.54086669763984,B,D,A,-106.2598112780422,D,0
Female,-37.53401605267948,133.40777532431446,A,111.52917704565905,A,-109.68100339583833,E,-168.33691842160053,-1.9835653687870503,E,-36.86039497915801,B,B,D,-144.7302509952031,B,1
Non-binary,-178.80456470483264,62.41780376622379,A,16.92352486193315,B,38.67879658656922,B,-72.69003039082673,-200.00474110820474,E,53.983958309515664,B,D,E,-126.36577718438605,E,0
Male,126.62555353953653,56.38090493756843,C,232.0650705047146,E,-168.37141039401425,A,37.670872895996354,-260.0554666380965,B,-86.87485841976988,C,B,A,90.81398325798257,D,0
F,-49.74877169114878,21.162869399388235,D,132.39663520130637,E,14.408005613263908,A,-59.99129049008198,-154.25135484495956,D,26.535032976191335,E,A,C,-1.0083221484611902,C,0
Other,-64.42901988644681,13.749920007721048,C,-156.38731898667336,A,-37.65337932674766,A,38.49547973187929,226.82832074656392,B,166.46686699266402,B,A,E,186.1072598657007,D,1
M,2.2333918182645114,153.97304964228405,E,5.640298255016715,C,13.97033815851801,A,144.37762162717817,-187.91619471914422,B,156.5531352831624,B,A,C,-66.48632960086603,B,0
F,58.789569138260234,-25.16102319983537,E,33.534517373755875,C,106.8544830244803,E,-37.49596737721722,109.98745001903096,A,11.025922619131538,B,B,C,-160.68709393596913,B,0
Female,72.78443919618245,39.76758553578399,A,-109.63320387798451,B,44.179959576132646,E,53.31824717034904,-6.676712918555697,C,93.7148169699502,A,A,B,82.65564234704256,A,0
Other,-71.26560052313707,-171.06306132391546,C,-48.145545307393796,C,-53.24970317431193,E,-268.2164647290806,-207.62594009519134,E,15.854472412776547,E,A,D,-63.44999182891355,D,0
Male,24.10413899163037,5.2609004579584235,D,-50.5855402250525,D,16.248086107916407,E,18.365323168094395,19.990335290323518,C,232.21347672832314,B,C,A,18.5883565330015,A,1
Male,25.91741008824215,62.23998539207201,E,-38.89649751957465,C,57.0366747887097,B,63.80086163236687,-213.41203558841343,A,12.431210097660266,A,A,D,-72.3228298996356,D,0
Female,30.059646443004308,-179.63079607386607,C,139.99999632127665,C,79.18030902799327,E,85.72067772899634,-15.355933552648738,B,3.1117429491232,B,B,E,-64.19300114030712,E,0
Other,-7.838103045211069,-37.75997494606486,E,-49.611744291012634,D,-13.47078059679162,B,109.18597262773248,-182.03494535580055,E,17.974852743004654,C,A,E,137.71123507844356,D,0
Non-binary,-94.49249670347697,-55.88309021019756,D,-29.232794849941968,B,143.04515464802887,A,58.72431265681477,68.36489348593496,B,-22.54422414637351,C,D,A,17.874130983705587,B,0
F,40.71877130796227,-16.1032757339863,A,43.53156194099973,A,-39.05481356568793,B,33.77970881673648,-3.3181536400626537,B,-184.3050010337739,C,E,B,22.72952384118981,B,1
Other,167.00148182433722,-42.16669738432558,B,-74.59894015646326,A,-102.7071358083669,A,22.59247131676567,-115.23519307215726,B,154.37590830364104,C,C,D,-100.67845102333541,D,0
M,98.3762104991704,-23.089376498739814,A,-220.56048385410665,A,-12.685210682682879,C,-195.76544205689967,-54.70454801804512,E,227.67095737475134,D,A,C,-125.4601429498653,D,0
M,106.92390057559165,-5.547565567438821,D,-89.48692495587265,B,-109.92722261283075,A,126.8161406712802,-96.58951283322428,B,-103.02328023582008,A,A,B,63.407824917970814,C,0
Female,-49.328016943334056,-86.34798735343719,C,-31.987582050522995,C,136.78887717924587,B,3.1378469234912174,-152.28310506395496,C,41.34237680409431,D,B,D,-29.003485845067573,A,1
Non-binary,56.91470268972054,34.73269294910509,E,-65.07661873871218,B,161.7100437576078,A,32.63871920101194,-192.23556570756503,E,172.63294900156149,A,D,E,-23.04647142403396,E,1
Male,30.826983194302844,-92.9882208528847,C,-49.187096724976094,E,19.237571004029732,E,52.59541606146188,-114.04302720427725,D,-205.42455872096167,D,E,B,78.73609389218056,B,1
F,-37.60869534890782,15.51826167281205,E,-48.279395099755746,D,-177.38432245901456,E,53.05806330725337,-96.82948777000752,B,-24.189179057783463,C,D,A,30.936457355077106,C,0
Other,10.242899639140468,-184.92963469178818,E,18.083235801390433,A,-53.24164799807851,A,-53.92147720486014,-3.735901151881497,A,-27.15266738551006,D,A,C,0.10732222330535966,C,1
Other,-17.829940995372098,61.69772479094821,C,0.5770442753010421,E,14.279517354235491,C,221.9895385746332,166.5293536697991,D,10.568830923485537,E,E,A,-55.01440937572249,D,0
Non-binary,-80.0522719728934,37.71688084923888,D,190.34354204028438,D,-76.34999513120107,A,133.76384304131102,-152.42645314149718,D,-0.64733973988758,B,E,B,-164.43397374508777,A,1
Female,227.382454261938,180.19186538585248,D,21.087326517025048,C,-45.33579300835095,B,-27.778483720855313,-116.28359197389602,E,159.59545094185276,B,A,A,-39.88451371162973,E,1
Female,-21.529722513441904,7.7448383093256785,E,113.04925759367357,A,27.629070332082485,E,-59.71766931112802,10.762414095488005,C,-187.96042487952613,B,D,D,-4.844361548353151,E,1
M,17.65253807163447,-191.6242223172792,E,-53.63927574798849,C,-41.03006574433493,C,95.84825381994136,82.36591062798304,B,-64.09370078617354,C,A,C,131.78441814736567,E,0
Other,14.925276987088065,-218.93066120457087,E,256.3803813569024,E,-104.86811451327702,E,-68.8197931093147,6.691721841817391,C,-269.99550964711284,D,E,B,88.45859109611067,D,1
Other,17.14452935875129,-206.33786731736853,D,56.33288840459927,C,-229.91820018895544,B,75.15524934151976,-234.7754155873157,C,86.48697968194926,D,D,C,-50.70090966836278,C,0
M,91.40824501338794,74.01676460146214,E,81.83367722572594,C,-85.66744853161832,A,-27.33866942640072,-69.70406119663228,E,-21.145564938202597,A,C,D,-120.38810174597839,C,1
Female,-73.42673969977767,20.81138910194447,E,52.10873187376753,D,-90.70620081676698,B,83.78093798143192,-49.037335723134795,B,-130.3186747982256,B,A,C,20.016232405422183,E,1
Non-binary,-186.3044656048117,-157.999179253983,D,-107.22953673617303,D,47.70342984514622,A,5.1779857853512725,-94.99432633220216,C,6.816506661433394,E,A,D,53.23532936385542,D,0
M,-57.82826280897284,131.2660384505456,E,-60.51257138428804,D,-24.16662345351062,C,72.26158158174336,-58.809339966267224,A,65.83836944727452,D,D,E,-46.65926292687883,C,0
M,-51.87826766177801,-91.86988248127422,A,-43.29684798851203,B,64.7151015333833,A,-120.04095643047745,-39.98880141017489,D,-39.20007445187992,A,D,A,-153.75948554163114,C,0
Other,54.080652265634676,25.946383280760415,B,9.886185831217329,A,-8.065779481279163,A,101.63267413011677,123.84216117069352,A,11.582612721477311,D,B,D,-49.47982268192373,E,0
Male,-1.7134278423396376,-139.42540675960853,D,114.9352762889565,D,-30.522266477711746,C,57.378700674457825,-129.03942420010318,D,66.25081868547815,B,A,A,-90.40825940507743,C,1
Other,-4.161769784691557,36.53420687899559,C,1.7748532128307675,D,154.71980109909214,D,56.99404676816945,-61.526194054498426,E,-63.85856270238391,C,D,C,140.60272379576764,E,1
Other,-191.18431587866377,49.22523612098116,E,-20.01896693233621,E,134.3467767942868,B,-162.05434327118653,4.434819876056885,E,57.013870059796076,D,A,D,25.0813615742306,E,1
Male,21.194536999977544,-166.1873101624549,B,248.968578004707,C,156.35873225820114,E,-12.334273151574871,-11.310642986435772,A,-43.330412964729284,E,A,A,-98.30681383895705,C,1
Male,50.49708800299846,-39.28374575718946,C,77.1885239221818,C,78.67782309378866,E,-149.89359961303182,130.95128207011467,A,131.66613303410492,D,B,E,65.71471519636891,E,1
Male,-67.96027678031436,24.789565941873665,E,7.889821211908875,E,58.17816611892167,B,-254.39697739380867,-105.62695378623086,C,-60.40739062524091,E,B,A,-6.640549337402304,C,0
Female,118.11766104094075,17.13567678491948,E,-140.80985885443775,A,37.2539296321911,D,-153.58792985075002,-20.223015525725458,D,-117.5035581286718,A,B,C,-145.64724603890087,C,0
F,197.15181462823972,-50.18316905618012,C,194.34069348612863,A,-60.11509748812276,B,-96.74418362875286,-107.75783494361437,B,34.67866231484595,D,C,E,47.2498949972037,C,0
M,17.00001017542138,-137.2941459093495,A,92.77348436802355,A,-150.31240969254483,C,-42.06714244801131,-8.40324428081964,C,-90.53679472271963,B,D,A,-173.4115969913484,E,1
M,102.05249041354179,61.0939721593286,D,42.74115241296483,D,56.768125289138624,A,38.71615507422532,3.7184785539103897,C,3.7798284604363506,A,B,A,0.09980390725120311,C,1
Other,-48.01312436669223,-3.928730738546321,A,56.15752193252837,B,-42.39763975970566,E,-86.88186997569784,-137.52268806172455,E,19.323075421898096,E,D,E,194.79227964435574,A,0
Male,80.6398808908234,39.11489847313139,C,-80.63113848544205,D,50.19123978545028,D,-212.70780470520018,29.23072060279081,C,69.42851291209803,E,B,E,68.79903074610445,C,1
M,3.6367807103510446,-102.08395580547524,E,-15.323661426942031,C,-22.871355593164154,E,-162.69685736084202,-80.10276270932007,A,-97.96667999780627,E,A,C,126.9653584885921,A,1
Other,-60.22443744431355,-104.98692694575516,D,-23.238816471792106,D,46.613683475179094,D,-56.003079275381815,-29.28956133398657,A,-95.68316780446918,C,D,C,225.967096038236,B,0
Non-binary,-21.123902133140234,-69.14085963438123,D,123.53094342195374,B,167.3392599889748,D,36.02973960516954,74.8975090051981,D,99.61387316009329,A,C,E,-81.15188625387061,E,1
Non-binary,-0.5702973730010388,-3.981697366807202,D,32.09158852778257,D,-130.5863806096929,B,33.60717924952763,-182.95200287555312,E,-110.54763174617834,B,C,B,-38.350512151299974,E,1
M,105.7938448149471,-85.52888968973214,D,-31.738095903149038,C,-96.7336980740282,A,137.60864878333697,-109.40076837660678,D,-79.87218670629062,C,A,E,-20.40703242546993,C,1
M,-126.94135753246493,110.21793129835815,D,69.62394699647835,C,-112.99949529370498,A,-32.15604350523877,11.597745935291393,A,-167.81701755851924,C,C,A,18.916702434781275,B,1
M,121.07853978907448,-55.62494898594401,A,-187.75391177337858,A,60.54620757013978,B,54.00485386559085,66.15055977956801,B,31.258649568192702,E,C,B,-44.73525392771575,B,1
M,84.76446330711038,7.378975566799996,C,-131.08305916774512,B,-174.35064212605062,D,-160.88588345891293,-159.95338355706906,E,-66.08157266710815,D,C,D,-131.90643154907593,A,0
F,88.356273703191,117.31841729968735,E,-108.21456725666793,B,-149.58515282840582,A,122.59744350923276,-71.03229307553626,C,89.76506058946919,E,C,D,278.7568489065769,B,0
Other,-50.25510880712404,2.7450332965824606,E,46.66061003133603,D,-36.224196194333025,B,67.53686714514828,-35.299718926851384,B,128.64942913672957,A,E,B,201.34844889256524,A,1
Non-binary,-217.4798361187834,-18.517469205690492,A,44.02824966874495,A,-110.31946970726258,A,18.653784547558942,72.48183032899294,E,-95.4424070374351,B,C,C,33.5762558489385,B,1
Other,198.68287465052347,-101.1023021421365,C,-77.1080757710184,A,48.90180710400413,D,-186.00298836086318,36.44661273523281,A,146.9675609026432,D,D,C,-7.032856207419845,B,1
Female,-41.05014140500694,145.8527471503738,D,51.20274008442374,A,190.64251120648046,B,8.895333577635693,-92.3862959022284,B,69.71255459269815,E,E,E,-34.73762340163036,B,0
Female,9.693054389878974,-41.27177462486066,B,51.190250587699424,E,-262.74521524967116,B,45.67452866272072,114.72300269796922,E,-60.540120191226485,B,C,C,-126.98591898234571,B,1
F,-46.595752005990285,-10.663870701024276,C,-97.03674869997809,D,-25.45232581075611,B,-43.09987373517623,36.9800166249931,D,-53.8529470272913,A,A,B,170.25245348527332,D,0
F,-35.721879800981064,20.425145401722688,B,11.235807621777752,D,81.41932843804062,C,17.593521229885337,-89.82178143021926,E,162.87035268136586,A,D,D,-108.42142702792653,B,1
Non-binary,25.553734690093304,-135.96003738850365,B,147.34833173437693,A,-4.496921830712595,D,-149.90935484300016,-63.85925460233697,D,-47.72480086241436,D,C,A,203.41504976079335,D,0
Other,44.82658966901665,15.940996389909024,B,-97.3036220648487,D,-75.12165541915934,E,11.836338856505026,-152.72898224386066,A,-93.29781776766586,A,C,D,39.220777666108724,C,0
F,-13.496329483919487,85.1615469980501,D,-159.0451448106076,B,120.3411449700389,B,-64.49820761002644,59.27812665246455,E,145.31921214679252,A,A,E,-48.367621469139564,C,0
Other,23.9241554510484,7.244947410928329,B,18.152663032494758,E,-189.479893789387,B,110.5179338795912,-232.41693454900408,A,91.10286096883956,C,C,E,-0.12220043892045471,A,1
Male,127.69375233093503,372.04159629671693,E,-160.05640471506922,B,146.9089923536228,B,-186.4528753885465,-158.15757680090843,E,-114.34600202755773,B,D,B,24.489362821551115,E,0
M,-100.14531946733027,26.634823289579924,E,42.34597747533181,A,-255.7996751951959,C,132.18947696233863,12.39369528166977,E,51.378133486998344,A,E,C,-161.6443182727448,C,0
Female,-73.79879872137343,80.58850643797169,A,35.65573203772264,E,141.47158899926714,B,-247.54939372804193,-60.17057570708325,B,10.86647319465687,C,E,A,127.87266565790286,C,0
Female,167.44037254005244,-58.28790264855037,D,-114.14188918210115,C,-166.5301712869118,B,-63.17567374842581,123.19172694165718,D,6.062786481855344,D,C,C,-74.1538004313412,D,1
Female,67.56307799429841,-86.13207901134588,D,138.54159255577537,B,98.90212092502038,E,150.91136235250676,-3.0160825250939287,B,-93.34633896389435,D,B,E,-241.30885765735366,C,0
F,184.5722431799792,96.3764092296568,A,65.44409543698532,B,-59.250980882062464,D,118.57843582206571,-4.740053355088474,A,68.79087616729448,C,C,B,76.90654832839158,A,1
Male,-72.06523585085412,-84.53965817184755,A,-210.7637095437927,E,23.38416563855362,C,-15.128028172345806,-10.497793059221022,E,-35.364696400072184,B,A,D,-121.442225607956,A,0
F,108.49675584801895,-54.06168613664437,E,-47.52358604449715,E,11.276786808922322,B,73.23403205101836,71.81408055683204,E,-130.40320384843557,A,A,D,-241.6163547606427,C,0
M,-234.0727948709683,-74.34206682977414,B,186.93251414649473,E,-60.687158010166044,A,86.49741719008225,-9.659575594354639,D,69.62256923392006,D,B,B,3.158149041315464,D,1
Female,5.306293593588167,-49.46477421844602,C,9.581957033554179,C,-141.12294187652304,D,47.40472984824188,55.11790880100415,B,-150.64433850031847,C,B,C,163.31089284497912,E,0
F,-43.994013323753066,2.623756358836483,B,-95.03354714959833,A,-62.4461061384186,D,-95.31908282821419,147.3396420573459,A,53.718246778729096,B,E,C,90.40087054945405,C,1
Female,80.7101334814155,-96.28424234105314,C,110.26954627986763,E,53.62433907687908,D,109.45228465405079,-55.713569414533936,D,60.471904231869765,D,B,B,105.50281067493547,E,1
Non-binary,166.28904980173917,69.45869130520337,A,-122.96219927667804,D,117.15772760858944,B,115.84434536027564,24.259764233312005,D,-56.54537555879322,B,D,D,-187.34604347236856,D,0
Female,-58.84268979368249,-10.734362816167476,E,-92.48771054910542,D,-55.35403215881235,C,30.499297529888086,205.47267981117238,C,51.782568345501275,C,E,E,63.667363389504175,D,1
Male,31.58677562655449,212.87806145661742,D,-48.83243813725427,D,22.469821794708068,B,-14.36671051184797,-22.917741188064543,A,-149.32761114577298,B,E,D,-71.9172106630487,E,1
Male,-38.15483380194702,72.24218272087704,C,46.555633983646985,E,-25.442685671190933,A,-117.28768057087511,14.886168457230378,C,35.32369659124051,C,D,C,-80.48349503461779,A,0
M,-69.91529935820496,102.0001067490658,D,34.94673601548217,D,19.06170880916597,E,41.6495422582085,-31.93089556693855,B,10.843315737550773,E,A,D,144.02058694209668,D,1
Female,-111.99023156774204,51.802928739390616,C,110.27768543340271,E,3.60849517072859,D,152.34085155270515,-8.462067481193266,B,37.62029759123885,A,C,D,-21.12656733412284,D,0
Female,-8.76180214557533,-98.63679071334727,B,-25.181088076648184,A,31.319984468314725,A,-160.60503902949358,-212.01522077405954,A,104.19600625606536,E,E,B,-55.09810755604461,A,1
Non-binary,80.04728878574808,126.14811019321617,A,-81.56920456950326,B,10.556668886510485,E,-122.01970259828789,50.31858436479839,A,19.874410539163627,C,A,C,-39.327604630169276,B,0
M,-65.40971084892776,-54.44843632358035,C,-63.9417673572003,E,-20.801370084302988,B,90.4700205225385,23.12312561277072,A,-113.10941740900809,C,C,E,-3.1452852014683716,E,0
Male,-79.33066426882866,-181.40806735739483,A,78.53736148088976,A,212.11575138847084,A,38.99219156239544,-6.568085317339298,A,82.8669355717245,D,B,E,57.842221934381,E,0
Other,-63.74585075753944,-75.12421251315149,D,-86.74435190711051,E,-58.78043496287019,D,-43.19831851559005,-36.0331957487612,B,-150.43511712095847,D,E,A,-58.24001524019259,A,1
Female,33.49661169826425,-92.21169715243957,C,28.1785282441482,A,-111.79814915540042,E,137.807590568346,-16.042308820301688,C,-3.3406738151225746,A,A,C,113.86048860602251,C,1
F,44.26510971412843,78.06221691707627,D,-74.4871343745185,D,-173.39360068867643,E,162.58318142610116,-21.149179215024358,C,69.03884438760988,D,D,A,22.621028718643604,B,1
Other,-43.84983863849695,-88.38363737696432,D,-113.89359627190423,B,-259.68347340344803,B,78.64021193811794,-136.41296140489447,C,157.68488090133138,B,E,A,37.45442048175299,C,0
Female,78.26032336867773,-129.38151256622706,B,65.57084983939507,B,-24.8526175339192,C,11.204080214847089,74.40291202321525,A,-134.58883722290125,C,B,E,107.40218729324174,A,1
M,-139.4022559717365,-6.425387681533401,C,83.19210504490012,C,-1.265205232303643,E,-182.0394084896399,-94.40053929743235,C,64.03300811339957,B,C,D,131.92511546483038,C,0
F,72.64028615571038,48.79540868853412,C,39.533146489416474,C,-26.789497774690584,A,-38.766489485950366,-57.89970560977133,E,75.62015410884351,E,A,E,41.02856470742174,E,1
Male,-107.75632370362894,117.6992115019604,D,53.48457602498872,D,-165.7287038990951,D,-53.034323685588745,185.90841366692945,B,-7.665032996854475,B,E,E,-58.630255050470836,A,1
Non-binary,176.95847467423698,-10.674771184182877,C,-23.830815236187792,B,12.798257985340713,D,-26.952356621728196,-55.08080705598368,C,-46.86633276978427,A,C,B,5.460770777183681,B,0
Non-binary,-3.4431178918040177,24.708203318467007,D,52.88905243140319,A,-10.246704351839336,E,-22.701421803636737,122.49800770615364,D,-108.90064275511548,C,D,E,-57.1727332040048,B,0
M,-77.70774037990347,-4.78704657305024,A,-40.944907471573956,C,144.47730227325056,A,-103.62483729359579,0.2166914803342043,A,65.61860755193366,B,C,D,-80.68016503673395,A,0
Non-binary,114.99022924147384,163.8069782245105,D,20.816601828733354,C,-31.40739203588633,E,65.45572218250204,-117.02915157975835,D,-72.29905163926554,C,A,A,-226.10773015060124,A,1
Male,97.3736237579328,-116.37099466918353,E,44.87075179592331,D,-33.186460270322605,B,46.426024792056225,-10.77983374331761,D,78.2953943875342,B,B,B,159.18810906326075,E,1
M,-97.37231647383479,5.874921193393767,A,-82.90931075286927,B,76.46702728302233,E,57.027836257046715,19.361094597198285,D,88.93842857182453,A,B,D,-5.546194055199304,A,0
Non-binary,59.9361432132234,148.3049888088402,A,25.443764291380365,A,12.894786579960456,D,24.90050769349934,-108.63593928568682,E,25.69672681287462,C,B,E,-137.6023479407802,D,0
Female,137.22863164105758,80.39491741458323,E,-74.50652768064165,D,60.110670911075324,C,0.40178050163503104,68.87919103428776,E,-135.1832609674144,A,E,E,49.128375918494456,A,1
F,85.04598853955972,225.49753978705107,D,31.262911207630932,C,84.90762518650642,B,99.16535384968012,90.56834290104871,B,-92.92368207116695,B,E,E,-75.97039045293013,D,1
Female,-16.871585874405966,-17.611434987304477,E,-108.43605126626427,C,-51.08407066795419,B,118.90872512353205,-10.602250727208265,B,111.34488919849623,A,C,E,165.6677081905292,A,1
Male,2.0603044463772173,-119.07172535963623,C,131.64732621308406,C,-20.776129042954977,D,10.79008361570433,57.74942237864013,E,92.40235599643212,C,E,B,-0.5918495127272763,A,1
M,21.309964905380077,28.45934484245975,C,-191.04910169536902,E,208.73019619275323,B,15.045042020914345,126.67679095683138,E,-79.55804520627183,E,A,C,69.29706990822334,A,1
Female,-60.7635575825782,-1.0032101701027276,D,5.683471801900366,C,72.08548036708964,E,6.627231710678726,109.06808715069344,D,-43.17110313123661,B,C,E,-149.1078675045921,E,1
M,114.86265374277242,-130.35702130278648,A,-49.81883328652824,C,81.7571679910211,C,-160.8045260792301,-5.623842695264265,D,-10.029876063251551,E,C,B,34.128487297895504,A,0
F,-120.76152274653542,171.29633685890315,B,32.620056649646834,C,72.37508774275452,B,-36.89977351192519,-97.00010529459203,E,57.92332491714246,E,A,A,-105.46878870635446,E,1
Female,163.54840544099113,-91.98222445037358,E,-127.60912700651079,A,21.82166776975218,E,-110.07407603057324,9.329575489594909,E,-16.48784879292225,D,C,E,-189.76404598765308,C,1
F,46.571222311937596,8.677950321982063,C,-148.08162984493504,B,-122.28701256776233,C,36.01889697065177,-33.550449226510146,B,-75.99646991412212,A,C,D,-63.20318715805334,B,0
M,-51.272013189756,31.79093659463251,E,-102.38513279583144,B,-113.99114802894633,A,-163.0108429632841,126.12207846226133,C,50.42642837046143,A,E,D,52.26028285335824,C,0
M,135.41561995060695,-20.676629613990784,C,-251.60493173850975,A,51.93208914962124,C,-161.35726430702516,34.37243896883811,D,-9.047033604368195,E,E,C,-249.05513686734983,E,0
Female,29.91599561405407,-71.4897729541279,B,44.914850164854045,D,4.847630126058442,C,-23.4631021868903,-105.69059530311789,D,92.0096255208909,E,B,B,55.40635252951691,C,1
Other,-70.71866039658028,-65.64480221650737,E,-41.439016770946886,E,-67.64387907336348,E,20.654257691172635,-38.66140556316564,A,-90.02945136111168,E,C,A,-13.18913746170233,A,0
Male,120.02001587588285,-30.194670059161886,D,-48.07058754524436,D,-34.23663188583204,A,126.18074015451171,49.42312313612326,D,122.7712945693303,B,C,A,58.502100485488654,B,1
Male,1.7617867071871178,4.162306559180523,B,-127.7122386151325,D,-78.53995241763322,B,73.70626469809255,-22.131980139238962,B,133.1424634476989,C,E,A,-64.90789506373963,A,1
M,29.309896541075236,86.0892329725883,B,-180.2486956793577,D,13.657721246126494,B,-57.29395231915893,97.97682245443825,A,-91.61699335561877,B,A,E,176.0557630209478,C,0
Non-binary,-172.98195225786873,-120.47356773309032,E,-48.55321498948759,E,-180.51190484597842,C,35.83484092388399,17.86027562089897,D,55.367550203861526,C,C,B,13.320615310628456,C,1
Male,161.14033292513565,-213.64580104804296,E,-83.99004766714953,A,77.64597789237436,B,61.06801738392025,-140.33529536308876,E,130.99391255331741,C,D,D,94.09196320862556,D,1
Non-binary,-19.215706243208512,-135.18163006908773,A,-103.89118942919502,A,-179.2697389229104,A,176.68068313792548,133.9707685056932,D,160.09957643407222,B,E,C,-54.93828538294614,C,1
M,-195.65075590993445,36.870530710170236,A,21.223164398117785,B,-59.344554557773954,E,-113.54853711213777,26.43018101058154,C,-70.91564810317425,D,D,C,127.18456957931849,D,0
F,-132.11118715676264,-130.2899590487804,D,-0.7295801987081999,C,-86.86132151764053,E,193.82363599733935,85.87155419320311,C,-105.95309952263652,A,D,B,-52.92096315736986,E,1
F,85.95873142016313,-73.90647684861946,B,14.321136351069994,E,-24.293149308049475,D,201.11813004792523,-180.75856779118672,C,-41.21707608435659,A,C,B,99.6281948201792,C,0
F,-4.966515873297393,-284.5208756053987,D,-50.00282231236254,A,-115.1789697923539,D,55.81287453148316,-10.261532118301268,D,-108.04765886092822,B,B,C,90.46368538294033,A,1
Female,52.826257085737694,-123.89556787899294,D,-47.39023256304202,D,-139.02048907002282,A,-129.78919571292653,-109.07186635993828,A,-145.22194053162485,D,D,A,-163.34207213711073,D,0
F,222.0644015786105,56.84892299825324,C,187.31555040004744,B,-9.058280689396419,E,232.74121227796957,-44.71604642172726,B,-20.376688373091774,C,B,E,143.90759766006565,E,1
F,-39.382030959962236,68.67393395591623,C,-180.09136200203787,E,-89.13576925449713,A,-39.17486714344389,-53.66017691955063,B,-1.59979375730642,A,D,D,90.7158782023005,D,0
M,-100.59564717070906,-164.2567417401248,B,96.49505425965536,E,92.50416715920335,A,66.17271411488336,53.892300055571575,B,-65.24455926667889,B,C,E,-150.8504325093694,C,1
Non-binary,106.26750567265873,29.678997715527057,C,-113.4261205435513,C,75.5430222441458,C,106.96212120602031,24.334730610156335,A,-87.83746814933454,B,B,D,91.19852015871078,C,1
Non-binary,-56.86623284610989,76.93115606285733,C,24.94381616903677,D,170.3811938759771,C,91.64149275136258,-84.15794523874779,C,37.21922881966847,E,C,B,5.733502200096517,D,0
Other,76.58810705621207,43.330326596251645,E,-27.604378312142668,C,-101.35785234024084,D,-80.59532115055703,136.37618334433034,D,-27.27233961902529,D,C,A,-182.05406402991565,A,1
Other,-129.07807472470964,-92.13548382992279,E,-28.644956995272906,A,-28.01193024332116,B,-0.40233143082932626,-105.7347672915038,A,12.473637010356027,C,B,E,-41.027592520378924,E,0
Non-binary,-72.09322659798045,-64.40760975304681,D,2.7103465986401445,E,-44.295492613770236,A,4.678232717904965,61.301815750111324,D,169.3281085618024,A,D,A,55.9114793111558,C,1
Other,-86.17353780640383,-35.762024808747206,D,65.53067600702373,B,39.77714970228441,C,6.834666589134769,135.5488817729181,C,-93.0808425281904,D,E,A,-0.5360463960689773,A,0
M,-74.2510372436657,-7.178470657000526,A,-138.14565061537866,D,-127.1448870551329,C,100.49862375515697,-94.05156284076921,E,178.2251559280914,E,E,B,-53.16072261501367,E,0
M,66.78748457316223,-46.03554021457762,E,-4.338584461442362,B,-10.11081194514127,E,100.3140540205481,125.28052791757978,C,107.57449928396177,A,D,E,-5.492119294714859,B,1
F,154.00619284107682,124.51276077820847,E,-9.330105533415741,A,-46.10152698676211,E,152.84464112121594,-9.723192911782299,D,172.04865508121893,A,B,B,143.08567998675264,E,1
M,102.98859904971896,-72.97846318269818,E,-175.60131060667686,A,-0.315916819869746,B,-11.405505642125778,-57.84409220027121,D,-43.75868065155948,E,C,E,-31.468148117295307,C,0
