religion,orientation,military,age_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
Christian,Homosexual,No,18-25,E,C,B,C,91.25138435969616,B,E,B,98.34169487368042,23.933593203600488,C,-26.67562485811146,D,E,D,0
Hindu,Homosexual,No,26-35,D,D,A,A,-30.39209122633996,C,E,B,-2.1082457829058177,-15.73912532607574,D,49.61331498081188,B,B,C,1
None,Other,Veteran,65+,D,B,A,B,105.19468964616698,C,D,A,248.53612082130613,102.70366410922077,D,193.99693873612836,E,B,D,0
Muslim,Bisexual,Yes,65+,E,B,A,A,173.21845569224402,E,C,B,-109.2116721367529,79.27586860029149,B,180.39114025169602,D,C,A,1
None,Heterosexual,Yes,65+,B,C,E,D,-79.44155412260491,D,E,B,38.72718435483045,-135.3967970884642,C,4.670735551871912,D,B,E,0
Hindu,Bisexual,Veteran,18-25,D,D,C,E,58.9878883966135,E,E,A,-116.5945410289934,-88.46007404664124,C,40.57709652345908,D,C,E,0
Hindu,Heterosexual,Yes,18-25,A,B,C,C,-141.49294066803498,D,E,A,-143.52292955308502,151.57307153438276,B,-108.7092399631687,E,A,A,1
Christian,Other,Veteran,51-65,E,B,C,D,95.16943821010238,E,C,A,9.339591930924222,173.21916984613785,A,-36.223998129215005,C,C,D,0
Hindu,Other,No,26-35,E,A,C,D,-36.3608734402307,D,E,B,-26.136605307068784,-4.2786616587321395,A,-6.251736663812772,C,D,C,0
Jewish,Homosexual,Non-Veteran,26-35,B,B,D,D,-43.22201217038801,A,B,A,34.21831999352885,-26.591150347599367,A,-71.07542080037183,A,D,C,0
Other,Other,No,36-50,B,A,C,A,74.41180223830554,A,C,E,-140.1152170115446,-158.60198553398368,C,-61.07793492663026,E,D,E,0
Hindu,Heterosexual,No,18-25,B,A,C,A,54.837240447619784,B,D,A,-89.69015100151731,193.39715283210631,C,-157.84315252884113,A,D,A,0
Hindu,Homosexual,No,65+,C,D,D,B,151.69025139528864,E,A,A,85.05061752944876,153.20638048728074,B,-39.91343446473353,A,B,B,1
None,Other,No,18-25,B,E,D,D,-55.932379022401456,E,B,B,55.73678218932583,127.83491547690447,E,-15.618244295189566,D,D,D,0
Buddhist,Heterosexual,Non-Veteran,18-25,D,D,E,D,-219.6302280496299,D,B,D,-96.03324688224471,-140.32539939912587,A,-109.88375129819244,A,D,D,1
Hindu,Homosexual,No,51-65,D,A,E,A,-1.6947102195249364,E,E,C,-15.879470346043744,67.42768062698028,B,-58.51405290525783,E,E,D,0
Christian,Bisexual,No,26-35,B,A,C,B,-96.84561218073301,A,A,D,2.938065251778958,88.15446811627787,E,-23.829708571996527,E,E,D,1
Muslim,Bisexual,No,18-25,C,A,C,E,-235.12385187877837,E,E,A,-51.61188306138711,-46.286741512255595,D,73.826796985739,B,B,D,0
Hindu,Other,Non-Veteran,51-65,B,D,C,D,145.9412653915146,E,D,C,98.61076336420463,119.21736129799598,C,-16.980448505452326,E,B,A,1
Christian,Bisexual,Non-Veteran,36-50,E,B,B,B,-11.286379948329877,E,D,A,3.7917352281997454,-25.88831604968374,B,199.5789546472592,A,D,E,0
Christian,Other,No,18-25,D,C,B,D,-68.46774630479364,A,B,E,82.12258427652233,-13.400535772172177,C,-24.130647452863148,B,D,A,0
Hindu,Other,Veteran,51-65,D,B,B,C,18.1358519531147,B,B,C,-21.805189407920796,-35.41400357399746,A,-18.963681105756848,C,C,E,1
Buddhist,Homosexual,Veteran,26-35,C,D,A,B,-1.5561985765844302,D,D,D,47.64080205282945,69.39959241205922,A,44.5754800928282,C,C,C,0
None,Heterosexual,Yes,36-50,B,E,A,E,43.061354876110364,E,D,B,-15.977384456472357,33.43296268034738,E,47.06099665603467,D,E,E,0
None,Heterosexual,No,36-50,A,D,C,A,-70.07518390181467,C,D,A,21.19218129795569,118.696820741788,B,-25.17773671839563,D,A,C,1
Muslim,Other,Non-Veteran,51-65,D,B,C,E,9.538705640479659,E,D,C,-184.46432306893382,123.47002686479453,D,-153.07600823976617,E,B,E,0
Buddhist,Other,Veteran,65+,D,B,E,A,-73.5484066954011,C,B,E,-12.574217906169881,-39.46185798321261,B,-188.99713118417574,C,E,B,1
Buddhist,Bisexual,Veteran,51-65,A,E,A,C,-82.78601086450978,D,C,E,-65.41892706621265,-39.082576437273495,E,-80.67987391645491,C,C,A,0
None,Homosexual,No,51-65,C,B,C,E,2.9344142750943947,B,A,E,-157.48875303059737,62.288184485878475,A,-14.102596518756505,B,E,C,0
Hindu,Other,No,36-50,A,A,E,E,1.2977881771982474,E,C,C,-30.98949178684843,-52.53693233537623,E,-83.64485187295645,D,A,B,1
Hindu,Other,Yes,65+,A,D,B,E,190.75630598375182,D,C,B,-21.781733189784244,-70.75541608596181,D,32.20260925654565,C,E,D,0
Hindu,Bisexual,Yes,36-50,C,A,C,D,28.512024322908914,D,A,C,123.78162812890055,-62.58408369592833,B,55.61347687189383,C,B,C,1
Other,Bisexual,No,18-25,C,D,A,E,96.99234224720372,D,C,A,115.5069701923077,174.68068757851088,A,-69.29719486200909,D,D,D,1
Hindu,Other,Non-Veteran,18-25,C,B,B,B,-137.54446454905084,E,A,A,82.21889019414522,165.06736654930697,E,76.51206811597302,B,D,B,0
Hindu,Bisexual,Non-Veteran,18-25,B,D,D,A,-183.17428135504926,E,E,E,28.227888403146284,166.3632196209616,A,-17.85190096648081,E,A,A,1
Buddhist,Heterosexual,Veteran,36-50,E,D,C,E,179.13844013811428,B,D,A,68.9063307291631,26.124831131616062,E,60.41680933248872,B,E,A,0
Christian,Bisexual,Yes,36-50,D,B,C,B,94.92495061134957,B,A,C,74.2501372687158,43.82439062456015,C,107.42150812163833,E,C,C,1
Muslim,Heterosexual,No,65+,A,C,E,B,91.32220241231761,A,C,A,33.26590119494016,-86.93155150711364,A,64.80750125953364,A,A,D,1
Jewish,Bisexual,Yes,51-65,E,B,A,D,52.89611208365043,A,C,E,37.61856742727276,-125.088806979594,A,53.32064851715563,A,A,C,0
Hindu,Heterosexual,Veteran,51-65,B,C,C,A,155.31428229725498,D,B,C,95.22662113994447,107.8611857332545,A,103.60618789928868,C,D,E,1
Christian,Homosexual,No,51-65,B,B,C,C,87.37635708536196,C,E,C,106.89822446614443,-8.168576296522147,D,-160.47815922916524,B,A,B,1
Jewish,Bisexual,Yes,18-25,C,C,E,D,61.51595824663269,D,A,D,-29.897423717052458,-86.87588147761433,C,102.63935141842255,E,C,C,0
Buddhist,Bisexual,No,18-25,D,D,D,D,18.649096447495467,A,D,E,44.66056294902522,36.07220429655409,C,17.48950127197751,D,D,A,0
None,Homosexual,Veteran,36-50,C,C,D,B,121.24234068539477,C,B,D,21.63061677986425,-13.110054300255463,B,-20.519332493790408,E,C,D,0
Other,Bisexual,No,26-35,D,C,D,E,-28.11843939460789,D,D,C,-68.097353546846,75.25919037896061,C,-223.89288155810158,C,E,C,1
Christian,Other,No,65+,D,A,E,B,-178.79074800154658,C,D,E,-97.5049400567071,40.140161612346255,C,157.0371991704359,B,C,A,0
Muslim,Bisexual,Non-Veteran,26-35,D,B,E,A,100.0879722616385,A,D,A,46.7125638057364,139.0813556733478,D,-115.23058057667089,E,C,B,0
Hindu,Other,Non-Veteran,36-50,D,B,B,B,143.29850051398887,B,B,C,-15.548630379810982,167.185806818889,D,36.26956928019563,D,A,D,1
None,Bisexual,Yes,65+,C,D,A,A,-216.2871618285886,E,C,C,-111.05778126328649,-97.13775300750093,D,169.10074709073302,E,C,D,1
None,Homosexual,No,65+,A,C,E,A,-53.50817529831446,C,A,C,-71.71027789201467,27.92451484212497,D,31.720568751628953,D,C,A,0
Jewish,Bisexual,Non-Veteran,65+,D,A,C,C,19.955101431997864,C,D,C,227.55396395924427,-19.48148220940166,E,8.167793533251546,E,E,E,1
Buddhist,Other,No,51-65,E,B,D,A,-26.069954925122147,C,D,D,6.230086010441658,-212.3403372984303,D,28.25586776339132,A,A,C,1
Buddhist,Homosexual,Non-Veteran,36-50,B,B,A,E,-108.86598403970828,E,C,D,40.98505916491008,-16.981076621578215,A,-211.8544430201536,C,D,B,1
Buddhist,Homosexual,Non-Veteran,26-35,A,C,A,E,126.43280004247441,B,C,C,70.17261474008983,-23.548021645102093,D,-103.640607076674,E,B,A,1
None,Other,Non-Veteran,18-25,A,E,C,C,8.307119327784005,D,D,C,-15.745639462742911,-79.24598507612404,B,6.9011786016131795,C,C,A,1
Other,Other,Non-Veteran,51-65,E,A,B,B,47.01048146667294,E,A,E,-100.50543579183193,53.93626507544814,D,51.206851502163076,E,E,B,0
Other,Other,Yes,36-50,A,C,E,B,40.65778922660321,C,C,A,-0.36332900106284394,12.16117335893387,C,-94.17041389574644,A,D,E,1
Muslim,Heterosexual,Veteran,36-50,C,B,D,E,-82.63527984524059,E,A,A,-141.43914762029567,135.50199850009562,C,160.26158535990828,D,E,E,1
Other,Homosexual,No,26-35,B,B,E,A,-98.18877730104207,E,C,E,73.24887075085755,-6.725436904417953,B,71.28771924244964,B,D,C,1
None,Homosexual,Veteran,18-25,D,A,C,E,-6.776831434637522,A,C,A,63.77653310258759,24.183388555609937,B,-96.62178111222026,C,D,A,1
Jewish,Bisexual,No,51-65,B,A,B,C,-82.28762503878872,C,C,A,74.36451768548092,29.77121437354076,A,-318.79456137502535,D,B,A,1
Jewish,Heterosexual,Veteran,36-50,C,C,E,B,-18.650022721117097,B,E,E,-72.95554445759241,20.709819336452558,E,-22.523179635860235,E,E,B,0
Christian,Heterosexual,Non-Veteran,36-50,E,A,D,C,-132.32917309189008,C,C,C,-58.92287902177936,-16.219431834050923,A,13.65014742111824,D,B,A,1
Jewish,Bisexual,Non-Veteran,18-25,D,A,D,B,62.16969789957382,B,C,B,47.730166731705985,44.50676751271054,D,43.41623350068197,E,D,A,0
Buddhist,Other,Veteran,65+,E,C,B,A,40.200485621773716,A,E,B,-40.82653013099635,18.97264440157645,D,-87.5768373953069,C,B,C,1
Muslim,Bisexual,Yes,26-35,C,D,E,B,145.31463006407333,C,B,C,103.47713529256868,14.758736777595214,B,305.2435199657202,C,B,B,1
Muslim,Bisexual,Yes,18-25,E,C,B,A,110.16819678899547,D,E,A,-108.02683278574172,38.70052736042591,D,142.31687923114225,B,C,C,0
Hindu,Bisexual,Veteran,36-50,B,C,B,C,198.30220961083498,B,C,B,64.12230744924923,-76.00720993306382,D,84.51031695356939,B,C,D,1
Muslim,Other,Non-Veteran,65+,C,D,A,D,146.10065480630982,D,C,D,-54.38679582971769,164.84170123181443,E,-38.657581079124334,B,A,C,1
Buddhist,Homosexual,Veteran,26-35,A,A,A,D,-113.93876595988097,C,D,D,114.67935246526733,35.95549844749761,A,113.08717187649631,C,C,B,1
Other,Other,No,65+,B,E,D,C,206.98730545555665,A,C,B,-36.805549901302236,-38.2103474498192,B,-51.595824546143255,A,D,A,0
Muslim,Homosexual,Yes,65+,C,D,D,A,79.60441800238645,E,E,D,-11.356285364709276,-58.84210996792048,B,28.19978013479111,E,A,C,1
Christian,Bisexual,Yes,51-65,A,B,E,E,-69.97486944660302,C,D,D,42.57595646844148,-22.81388380831761,D,-48.13957881565852,C,B,C,0
Buddhist,Homosexual,Yes,36-50,A,D,E,B,-26.7542847525658,D,D,E,-15.112656125902344,91.51277801713988,A,108.74368569490802,D,C,B,1
Other,Homosexual,No,65+,E,C,E,C,-3.1309164893707866,D,B,D,85.37592951846051,20.859777566507457,C,-36.86263736206351,C,D,A,1
Buddhist,Homosexual,No,51-65,C,C,B,B,156.9933984444502,D,D,C,-78.32908596334724,39.78826611212145,C,-35.36273885672588,C,C,A,0
Hindu,Other,Non-Veteran,18-25,C,E,E,E,45.46603580309695,E,A,D,46.57880358972812,83.8229278594531,C,14.887594224462234,C,E,C,0
Jewish,Heterosexual,Non-Veteran,36-50,E,E,C,B,-91.24264708444191,B,D,C,-52.01385557672599,133.6303144959534,D,179.61719543352552,B,D,C,0
Christian,Homosexual,Veteran,65+,E,D,A,B,-248.01135831507253,C,E,D,87.01613983561705,-161.291187856151,C,69.77903024640261,E,C,B,1
Other,Heterosexual,Veteran,51-65,B,C,A,A,-131.24080457635387,C,E,D,-3.9224459107013194,-40.916872242297956,B,25.984529395255056,A,A,C,1
Buddhist,Heterosexual,Non-Veteran,51-65,D,B,E,B,8.808577051013602,D,A,A,-19.748437042399534,43.552938056084415,E,-96.93950784308164,B,A,B,0
Buddhist,Other,Non-Veteran,51-65,D,D,A,C,64.05303651572403,A,A,E,40.91173791196503,52.799102108198305,D,69.44709858408076,D,C,B,1
None,Bisexual,Non-Veteran,65+,A,E,A,C,39.98191984025035,C,B,E,103.77958864224493,-122.91203474944108,D,29.03316266152864,C,C,C,1
Other,Heterosexual,Yes,18-25,C,C,C,E,4.509977453635723,C,D,C,-72.65529462106156,37.99820327814444,E,-129.62313733914692,D,B,D,1
Other,Other,No,51-65,B,D,D,D,-38.45946456299153,E,B,E,-97.32869926462907,2.6646149188817203,A,-53.312079035974904,C,D,B,1
Other,Homosexual,Non-Veteran,36-50,C,A,B,E,-57.4270010909432,A,D,D,51.08336945539398,-63.65621094412829,A,35.173719314723456,D,C,B,1
Muslim,Bisexual,Yes,65+,E,D,C,A,-181.29300093280182,C,E,E,17.226661938063398,103.00403895665913,E,-30.449413160572757,C,E,C,1
Buddhist,Homosexual,No,65+,A,D,A,D,-236.02833586274807,E,C,C,-95.82028310147504,-33.40558933649328,A,58.12581954595834,D,E,B,0
None,Other,Non-Veteran,18-25,E,D,E,C,62.99509955889637,E,A,E,139.59324874639694,108.52143420436082,C,-111.76881093571345,C,E,A,0
Hindu,Other,Veteran,65+,A,E,A,B,-47.66574282000294,E,E,D,-104.70121359385662,-57.23744114203865,D,70.36463505637576,E,A,C,1
Buddhist,Heterosexual,Non-Veteran,18-25,B,E,E,B,145.70247053988976,D,D,B,-24.75044740083443,6.795283218005078,C,14.40204203760835,D,B,C,1
Jewish,Heterosexual,No,26-35,B,A,B,E,120.39567436579759,C,B,C,95.66648368435564,-37.119044993324415,C,-149.8503152885722,C,A,E,0
Buddhist,Homosexual,No,18-25,D,C,C,C,-65.55167353435066,A,E,B,19.28346647927146,52.50117547216577,C,166.55238194465912,A,C,B,0
Muslim,Homosexual,No,18-25,C,B,E,A,-71.59417663097175,C,B,A,12.715415928139977,52.89473752401066,E,-85.96801338863452,E,D,C,0
Buddhist,Other,Non-Veteran,36-50,A,E,E,B,-23.099865414872482,E,D,C,44.26565599617563,51.312779668002015,E,92.09425854107272,A,A,E,1
None,Other,Non-Veteran,26-35,D,E,D,E,-29.592536572456552,D,D,B,166.38028681025014,111.65437318494588,D,11.22001432646402,A,C,B,0
None,Homosexual,No,18-25,C,A,A,B,-104.39176270733344,E,B,A,-77.16211207628726,-54.11758219142624,D,-18.501196507009457,C,C,A,0
Buddhist,Heterosexual,Yes,36-50,B,B,A,B,11.638046032044485,B,E,C,-25.922074891663094,-110.79260302454233,E,16.679180795529412,D,D,D,0
Other,Heterosexual,Yes,36-50,B,E,A,C,10.744261177472033,B,C,E,111.45134797626521,172.61462906948643,A,39.79256089903081,C,C,E,1
Other,Bisexual,No,26-35,E,D,D,C,9.995858863195911,D,A,D,-7.982621420457145,148.68301001691336,A,36.2798249679864,C,A,A,0
Other,Heterosexual,No,36-50,E,D,D,D,92.03656519779265,C,C,D,272.6489965198225,-170.22730278245834,C,152.54250309792695,A,A,B,0
Christian,Heterosexual,Yes,36-50,B,A,D,C,90.99457066296607,E,A,E,-58.95911827821389,-47.41482620253542,C,44.05137385831866,E,C,E,1
Muslim,Bisexual,Yes,65+,C,B,A,E,-85.13725376799367,E,B,B,129.5327332795284,76.05118797428781,B,-21.155061202353707,E,E,A,0
None,Homosexual,Non-Veteran,36-50,B,D,B,B,-155.1024052432327,E,D,C,-21.299140845991086,14.881752706642418,E,-33.19904145266195,B,B,A,0
Jewish,Other,No,51-65,E,A,D,A,41.8647444616215,A,B,B,82.1194647785196,-68.44137644205017,E,-40.94135420968435,C,B,A,1
Other,Other,Veteran,51-65,A,E,E,E,-12.355620752676378,D,C,E,-87.40113848479999,15.360148933083323,A,10.2640774497009,C,A,D,1
Jewish,Bisexual,No,65+,E,E,E,D,-209.98896658525013,E,E,C,-25.071528852355307,42.30907261403279,D,-53.607537523614305,B,A,E,1
Buddhist,Other,Veteran,18-25,D,A,D,B,17.4452718051385,B,C,B,-55.869972309515084,17.178156816293313,C,-17.0614869573279,A,B,D,0
Jewish,Heterosexual,Yes,36-50,C,D,D,B,30.009438441803226,C,D,E,154.8356298131108,-35.846731074390725,E,-301.0561362020622,C,B,A,0
Muslim,Homosexual,Non-Veteran,65+,B,E,C,A,63.249567654746265,E,C,D,-35.00700474954754,-141.0331945312158,C,87.06727617144146,D,E,C,0
Buddhist,Other,No,65+,E,A,C,C,-158.56801947161495,A,E,E,-81.82049838416116,113.60952915691904,A,67.02801153842495,D,B,E,1
Buddhist,Homosexual,No,36-50,B,C,A,D,-183.55468964279166,A,E,A,-2.335431609834338,-282.6047275236951,D,-43.34694701712177,E,B,C,0
Hindu,Other,Non-Veteran,18-25,D,A,C,A,43.92156373954719,A,C,B,-12.19322020068606,35.558081856094816,B,98.40223974306512,C,A,C,1
Christian,Other,No,36-50,D,C,E,B,99.38959242728166,A,B,E,36.00705019563763,-160.22921951497347,B,15.647411611711492,A,E,D,1
Muslim,Heterosexual,Yes,26-35,A,A,A,C,-235.07104378652522,C,B,A,34.52992564456811,63.150083952887506,C,-37.835129333722655,E,D,A,0
Hindu,Other,Yes,18-25,A,C,C,A,217.59954503079337,A,E,E,-30.663156190104466,75.99834788086312,E,-95.72426797366188,A,D,E,1
Buddhist,Other,Non-Veteran,26-35,C,A,E,A,-140.48428305486118,A,A,A,66.0678288015281,69.96240690310258,C,-40.46459893302761,B,C,A,1
Jewish,Bisexual,Yes,65+,C,E,A,E,32.674004052026376,A,D,B,59.06759760685838,220.19685582731947,D,-1.0105287763566684,E,D,A,0
Jewish,Homosexual,Veteran,26-35,E,A,C,B,68.59881807023982,C,B,A,135.5110827586634,-113.96728955598672,C,-28.003416531177038,C,B,E,0
Muslim,Bisexual,No,36-50,B,D,D,B,-34.47611889447244,C,D,A,-54.421064954401345,-163.94477212397894,C,-7.5385269109314885,C,E,D,0
Hindu,Other,Yes,26-35,B,A,A,D,-204.80019986906117,D,D,A,169.60877033474065,-30.494638512238303,E,-34.98621339978131,A,A,E,1
Other,Other,Non-Veteran,65+,E,A,A,D,31.89215957046534,A,B,C,-67.05295218020896,-225.94209052075217,B,-79.57353548430713,C,D,E,1
Christian,Bisexual,No,26-35,C,A,B,D,48.93360156524979,C,D,E,11.752688618680583,26.663635981800432,B,-47.44643178275488,E,E,B,0
Hindu,Bisexual,No,51-65,A,A,E,B,41.89603868503378,B,D,E,159.76366356230295,-16.704064930475734,D,-13.603345972031471,C,D,C,0
Jewish,Bisexual,Non-Veteran,51-65,E,B,C,E,66.86404053876872,E,B,B,110.7300157155827,7.076315508239029,E,77.78388842267218,B,B,C,0
Christian,Other,Non-Veteran,18-25,D,D,D,A,81.86832221877272,E,D,A,13.80619421525667,53.55750032219865,E,-49.505379838266705,C,A,C,0
Muslim,Heterosexual,Non-Veteran,36-50,D,A,D,A,97.48171913490089,D,A,A,54.54848945702654,24.999716531912398,E,-4.482120992159662,B,B,D,0
Christian,Other,Non-Veteran,51-65,E,D,C,C,32.807166829853436,A,E,E,-36.2094528965529,-94.1512840293008,B,-34.97878905683619,D,D,B,1
Jewish,Other,Veteran,26-35,B,B,C,E,70.86413340128766,D,A,E,-46.54068274815387,-183.61418425794236,B,-9.511769054408338,D,A,E,1
None,Heterosexual,Veteran,65+,A,E,D,A,48.19380680503071,B,D,E,-121.85252686347118,143.12966414669742,E,60.94899635240375,D,C,A,0
Christian,Bisexual,No,18-25,D,C,C,A,-77.4643751103044,E,C,D,64.45317846818158,21.328269310948077,E,147.45552895835112,C,E,C,1
Buddhist,Heterosexual,Non-Veteran,65+,B,B,E,D,42.331718812667916,A,B,D,27.38620835491853,130.30197337658734,C,19.48437961463285,D,E,A,1
Other,Heterosexual,Veteran,18-25,B,D,A,E,-10.389750439477973,E,E,A,-66.51701545758912,-66.43943146131758,E,-18.33723691115697,E,C,A,0
Jewish,Heterosexual,Non-Veteran,51-65,C,C,E,D,55.15313926994578,E,E,D,225.76126487815915,-127.30372023323227,C,82.13041096765038,D,E,A,0
Christian,Bisexual,Yes,26-35,A,A,B,C,19.52424984469907,C,E,C,-226.9255128036634,-23.025426191729085,E,-54.81912477463163,B,D,B,0
None,Heterosexual,No,51-65,D,D,B,A,-73.7635914884996,C,C,A,-175.42295539587192,46.37396881346336,D,38.309270505598825,C,E,B,1
Jewish,Homosexual,No,26-35,A,B,B,D,-109.71117491597894,A,D,B,47.64901130699034,-32.04672961341284,E,83.52439443205475,E,E,E,0
Christian,Other,No,51-65,E,C,D,C,-36.68777684099545,C,B,B,-20.17481049587505,124.03909800349757,E,-128.33006170653633,E,E,E,1
Other,Heterosexual,No,51-65,D,E,A,D,4.022390672200507,E,B,D,26.61461934998124,96.60088345279728,E,-50.083173591126155,E,E,A,1
Muslim,Bisexual,Veteran,65+,C,E,D,C,-19.49972528377777,C,E,B,74.54414881314737,-162.82232809102982,B,-46.25737575296638,E,A,A,1
Christian,Other,Yes,18-25,D,E,D,E,17.096405018319754,C,B,B,-87.08065104566597,-7.272850097551935,B,36.15986170579934,B,B,B,1
Jewish,Other,Yes,65+,D,B,E,B,180.41260008838046,B,D,D,-123.77670589901871,-8.392323912032579,C,-118.32646766275697,D,A,D,0
Other,Bisexual,Yes,26-35,D,C,C,E,106.17526744215058,B,E,D,-36.318100513593755,83.35682166762686,B,-103.89896590092644,D,B,D,0
Jewish,Other,No,36-50,B,A,E,E,-78.67564584506172,D,D,D,-99.86925023049416,372.2357158480772,E,-33.63262034433015,C,D,E,0
Hindu,Heterosexual,No,65+,C,E,A,B,-87.94627898655042,C,B,B,83.37067641232272,-94.99124274886007,A,-161.92117503405677,E,B,B,1
None,Bisexual,No,65+,C,C,A,E,62.971858804052204,D,B,C,-176.5304963162362,-164.64620207829103,E,90.22463240548524,E,A,D,1
Buddhist,Heterosexual,No,18-25,E,E,D,A,158.9187072509133,D,B,E,-41.8545216066891,-24.682421521046145,A,-98.80659051683534,A,C,A,0
Christian,Homosexual,Veteran,36-50,B,B,D,C,82.05104179501438,E,E,E,125.51633927421766,-23.048609549382075,B,-47.19155461915523,D,D,A,0
Muslim,Other,Yes,65+,E,E,E,A,64.19589469097414,C,A,E,-44.77109268642518,140.04673498892532,C,-46.12255578063528,E,C,B,1
Other,Bisexual,Non-Veteran,18-25,E,E,C,C,-2.9426712298775066,A,B,D,-185.75229044301105,107.70572909509441,C,62.563537213927425,E,E,E,0
Christian,Homosexual,Non-Veteran,51-65,E,B,B,C,15.131789836054077,B,D,C,-116.81361430287734,-9.648733253673319,A,-67.04318082582735,E,B,B,0
Other,Bisexual,Yes,36-50,B,C,A,A,104.15906109208575,C,C,B,103.15096934119438,140.75010202789707,E,202.41918632149353,D,C,A,0
Buddhist,Bisexual,No,51-65,E,D,E,D,-57.649508871834975,E,D,E,67.639071375466,67.34433861646346,E,131.93925054052957,D,E,C,1
Christian,Homosexual,Yes,65+,B,A,D,E,73.1747657329889,D,E,C,13.445076022003539,-41.96598664292323,A,-53.10277483384445,A,B,D,0
Hindu,Other,Non-Veteran,18-25,D,B,D,C,-136.98195375273278,D,B,E,-24.303348042151576,-78.6958776391217,E,138.38780136309774,A,B,C,0
Christian,Homosexual,Yes,18-25,C,D,D,E,181.32048074512335,C,A,E,-199.51051908656024,2.5745767911042794,C,2.802568146731639,C,C,A,0
None,Other,No,26-35,C,A,B,C,120.86195919966359,A,E,E,152.03096445216826,-195.66482020154342,C,-75.70754646493013,A,E,C,1
Christian,Homosexual,Non-Veteran,26-35,A,D,B,D,27.997154141845353,E,B,C,-104.50713318799387,-119.48881111725827,D,160.4279220220211,B,B,D,1
Jewish,Homosexual,Non-Veteran,26-35,B,D,B,E,143.9622182504487,E,C,A,114.14313374933242,105.03997324700754,C,64.38912264193186,D,A,A,1
None,Bisexual,Non-Veteran,26-35,A,B,C,B,-13.407263707280293,A,E,A,-33.137248166492434,54.88114421366047,B,29.263633666108863,D,B,B,1
Christian,Other,Veteran,36-50,A,C,D,B,-114.50322873832725,D,C,D,-69.37798663172924,86.0481044978044,D,29.513796386615876,A,D,E,1
Other,Homosexual,No,65+,D,A,A,A,97.11870595733146,E,D,A,-77.95096446066059,-50.96162059611693,E,-0.21340164013674373,C,B,E,0
Jewish,Bisexual,Veteran,26-35,E,A,D,D,-243.02341315737084,D,D,D,44.21787801393976,26.989878167742525,A,90.43931055585315,A,E,E,1
Buddhist,Heterosexual,Veteran,26-35,C,C,D,C,-139.40182642185047,C,B,E,-81.12663557125008,74.33489262711373,E,89.04659808873052,E,C,B,0
Other,Heterosexual,No,18-25,B,A,A,A,112.23509981318756,C,B,D,-17.084825991969087,58.9202499783364,A,-122.73409881987563,A,C,D,1
Other,Heterosexual,No,51-65,C,C,E,B,38.78839814196836,C,D,B,172.61509787645474,247.64659679855131,A,-177.1187108492621,D,D,C,0
Buddhist,Heterosexual,No,65+,A,B,A,C,191.0478845538146,C,A,E,36.334702034426556,-122.83496866394603,C,-194.18319046402164,E,B,E,0
None,Bisexual,No,18-25,D,C,B,E,164.78251001891587,D,E,D,-128.0201198232138,-4.956455045506461,A,-68.96306437143052,C,D,A,1
Buddhist,Homosexual,Non-Veteran,65+,D,B,D,D,-127.44639529860515,C,A,E,28.613569808876893,-167.46347927038647,D,122.67887874029601,B,A,B,0
Muslim,Homosexual,Non-Veteran,26-35,A,A,D,C,-140.12567120130475,A,C,D,-56.49926177647636,9.241347174806522,B,130.34593072470105,B,C,D,1
Other,Other,Yes,51-65,A,A,C,C,-54.26627550808658,A,D,C,-86.13402612101862,-15.320028708608376,D,-65.90442166017748,E,C,B,0
Buddhist,Homosexual,No,26-35,A,B,A,D,62.00754635542023,C,C,D,-25.579847595757617,-114.24973794216369,B,-145.04089578797527,B,B,A,1
None,Other,No,18-25,C,C,D,D,37.41888416252891,B,A,A,70.99610217142805,103.34439063477528,B,-113.20181862534837,D,B,B,1
Muslim,Bisexual,Non-Veteran,51-65,A,D,E,C,-93.86080022601013,D,C,E,-4.737218817472728,-72.74879242104086,D,-132.21684874643546,B,A,E,0
Hindu,Bisexual,No,65+,C,A,A,B,20.97003688988824,E,C,B,-11.935089999802218,-106.71253243166203,D,-197.85003636415377,E,A,E,1
Buddhist,Heterosexual,Veteran,65+,E,A,B,C,-125.5624092572083,B,B,C,-87.44628880616023,87.99463166268634,C,131.65151053594226,B,E,A,1
Hindu,Bisexual,Non-Veteran,65+,D,E,D,E,60.038397026236915,C,B,E,134.2126251426718,-100.21777458073689,C,31.447779360592488,C,D,B,0
Muslim,Homosexual,Non-Veteran,18-25,A,D,E,E,-84.87185924129479,A,D,B,-79.52146613107188,-114.17880347924945,A,45.431976998675125,D,D,D,0
Other,Heterosexual,No,65+,A,A,A,D,95.74934719109562,B,A,E,7.617105955630235,78.4799560357307,E,34.59541701262723,B,A,D,0
Buddhist,Homosexual,Veteran,51-65,A,A,E,B,12.116610273032045,A,E,A,41.0105577283023,-26.43341823652914,B,-45.90631737040802,A,A,E,0
Buddhist,Heterosexual,Yes,36-50,C,D,B,A,10.024259385452968,C,B,A,-30.997533536579557,50.69607306438496,A,-97.30569604318245,C,A,E,0
Jewish,Homosexual,No,18-25,D,C,B,B,-11.81733371350722,C,C,C,76.88858357284589,-7.14970347604157,C,-22.435724355732432,C,A,C,1
