disabled,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
No,A,22.28154559858327,-80.6789445602324,B,B,A,A,1
No,D,64.57633163652203,40.93172538162847,E,E,B,B,1
Mental,A,-60.95520809450791,-196.97384005064305,A,A,D,D,1
No,D,20.67394482331345,10.283160027460076,A,A,E,E,0
Mental,E,-37.49333934274738,118.50967373171346,B,E,E,A,1
Physical,E,-35.79833405541236,204.6665148101821,A,E,E,A,0
None,B,21.013914546307053,43.760209736198284,C,E,D,C,1
Physical,B,-18.570312541385487,-42.07899040175565,D,C,E,D,0
None,B,153.83553182222838,-86.45679505012632,C,E,D,D,0
No,B,113.90152845372195,60.52927301955042,C,D,C,A,1
Yes,C,-41.895420698181944,-110.77773677843706,A,A,E,A,0
No,B,-303.37774041965855,132.3577165117485,A,E,B,C,1
Mental,B,91.00292397865636,134.73979479097082,A,E,D,D,0
Physical,B,6.70346467662893,-66.17711533885557,C,E,B,D,0
Mental,E,-18.63388581919245,-2.0088340591428286,E,E,B,E,1
Yes,A,-21.909705268479364,-12.128084057062738,D,E,E,C,1
Yes,A,209.2349019033817,104.63987187042987,E,C,B,C,1
Mental,A,16.29598221482874,-20.568456401171787,C,B,C,C,1
No,E,131.01180219324385,135.0357974927293,B,B,E,C,1
Physical,B,-111.92168672585157,14.298684378682779,C,C,C,C,1
Both,A,85.49741871081984,-159.06593313807207,A,A,D,D,1
No,B,-161.3149982851078,-113.50065627776883,E,C,C,D,0
Yes,C,75.14674455219273,-9.828328878674094,A,A,A,A,1
Yes,D,42.188084724618946,70.11645717587535,E,B,B,D,1
Yes,A,68.05482181612912,-43.98529112644199,B,E,A,C,0
Yes,E,-103.68103667852817,92.16103485248162,A,E,E,B,1
None,D,-19.1856199849114,15.511590759351765,C,E,E,C,0
No,D,-99.5282439752187,-29.459133024608903,E,D,E,D,1
No,E,2.6727385971462336,72.63391074312203,C,C,D,C,0
Both,D,-151.34291855480865,-21.667222782635893,C,C,B,D,1
Mental,D,-122.1478439117041,-137.3210650626158,D,D,B,A,0
Physical,E,26.873011331771075,-69.44413851878191,B,C,C,B,1
Both,A,72.73153366147692,101.51357115894993,A,E,C,A,0
Mental,C,-64.91610193578254,53.05975302581687,B,A,D,D,1
Yes,C,-105.22155263905562,37.66192288722736,A,C,E,B,1
Both,D,-229.81765733616285,45.27481129741926,D,B,A,A,0
No,B,-75.28588844513224,47.56175640808028,A,A,E,B,0
Mental,C,-122.88235553355764,125.4307974553349,D,B,D,B,0
No,B,-0.8588137092414145,45.63938537773294,C,D,C,D,1
Both,A,122.8650871167138,2.3571174254651353,B,C,E,D,1
Mental,D,-177.77820756306016,-245.94632424496382,D,C,A,E,1
Physical,A,34.718631128196904,34.77505730734599,C,B,B,E,1
Both,E,87.50610232339821,-67.73896036044933,E,E,C,A,1
No,D,168.85291215930977,-237.89248117176217,D,C,E,B,0
Mental,E,15.264192300712526,-110.38746203204484,A,E,A,D,0
None,A,-7.966973308313022,-10.210517137020648,C,A,E,D,0
Yes,D,79.27654858356509,122.59114433797893,E,B,D,A,0
Both,A,30.23273198535008,53.670297489871764,C,E,E,B,1
None,B,176.76312128612722,121.93640838938278,C,E,D,A,0
None,B,-21.35295001478964,64.7558479511989,B,E,D,D,1
Mental,A,70.6770510680655,90.25871308555308,D,A,C,D,1
None,C,-67.7986787891925,31.69751159992053,A,C,A,B,0
Mental,C,48.88256433820719,319.2907700348019,D,C,C,C,0
Yes,A,11.647098875041538,-145.7066055748908,A,D,E,A,0
No,D,-103.61628351235281,119.26811616768474,D,D,A,C,1
Yes,C,15.119575655518336,-91.3915863786303,B,A,D,D,0
None,E,-2.2719970956559514,82.4944480727595,B,B,C,C,0
Physical,D,-5.5096828783870855,-153.26891658580197,B,C,E,C,0
Physical,C,-80.32168775041626,41.611753414952474,B,E,B,C,1
Both,B,-21.920411507715066,231.5532394741163,D,E,B,D,0
No,E,264.4380483405409,-14.28371536986213,C,E,E,C,0
Both,A,142.38110298864996,28.917742463773337,D,D,B,B,1
None,E,-36.09302651031418,152.5329890540251,B,C,C,D,1
Mental,B,-59.454406999994326,-36.48038176939185,B,E,A,C,1
Mental,A,239.22149373305152,-9.417928569965655,A,C,C,A,0
Mental,E,33.97946360698657,107.93095564306572,D,E,D,C,0
None,C,-105.4480582130445,40.80118074980509,D,A,A,E,1
Yes,A,-64.48931141219273,-42.82307224165999,B,E,D,E,1
None,D,-64.8516003132929,-68.84254355132111,A,D,B,D,1
None,D,-155.89124653374503,23.27675024178376,B,A,B,B,1
Both,E,102.52395229130815,152.34923134040056,B,A,D,A,0
Physical,D,-90.90006687063266,48.35959208153774,D,B,C,E,0
Mental,A,-23.974722069010863,33.51591002053959,B,D,C,C,1
Both,C,-76.45940789288885,-51.36291520543492,C,B,C,C,1
Physical,C,43.55496238290537,-67.84279766440999,B,B,A,B,0
Physical,B,109.85246365317852,-29.01443209191884,D,B,A,D,1
Mental,A,110.20167917978907,-61.660773668917216,E,A,D,B,1
None,B,216.91002988477695,93.85398628119145,B,E,B,A,0
None,C,-127.88400475255277,49.22148434957086,B,D,C,E,0
Both,A,-54.52069852031507,111.26730099309967,B,B,C,E,1
None,A,-112.90903202026735,31.30103683505409,C,C,D,D,1
None,D,-186.5689301586363,-79.59385306915094,D,C,B,B,0
None,C,-35.50074938815145,94.1532229907649,E,B,D,E,0
None,D,-54.92545531454375,141.67668444881443,D,C,D,D,0
Yes,D,-70.16286083695404,32.25442140141524,E,A,A,A,1
Mental,E,-107.7784392513552,113.48639059673992,B,D,A,B,1
Yes,D,-188.05091444144836,-45.90431311224987,D,A,A,D,1
Mental,E,-120.16570587249922,-55.983422034941995,A,D,E,D,1
No,A,-116.24248461440907,-4.271455087701643,A,C,B,C,0
Yes,C,21.496721023044174,64.5391379642884,E,E,D,D,1
Physical,C,52.51594612214756,35.303803054228865,B,C,D,C,0
Yes,C,-92.40096935566358,64.85965755316964,E,D,D,C,0
Both,A,33.81077739339997,19.644824071913707,C,E,C,D,1
Yes,D,53.88536818322066,71.78673894196484,A,A,C,A,0
Both,B,56.38962130364885,180.5725664855373,E,D,A,A,0
None,D,91.97347682985799,35.779398301279905,B,E,A,D,1
None,D,230.66242988505684,-137.03110878857026,D,C,E,C,0
Mental,E,138.748496101895,-9.11269199056026,C,E,E,A,1
Mental,A,20.917359365300978,-33.53096796338642,E,D,D,A,0
Both,E,147.62936123820018,-9.568106805312405,D,C,A,B,0
None,E,-134.12553116035522,-97.31904241048484,B,D,C,B,1
Yes,D,79.54766894949158,32.890023764453105,E,C,C,B,0
Physical,C,-16.659700818525167,-155.1243292737188,A,B,E,E,0
No,B,-26.805865940619135,-41.89873302837435,D,C,C,C,0
No,B,-34.790689606395084,237.32574140509763,A,B,A,D,1
Both,B,90.57288953408892,71.04752869977997,D,A,A,D,0
Both,E,35.539286559233524,-158.8275881816469,D,B,C,C,0
Both,B,16.248896040614625,-61.681941990851016,A,A,D,A,0
None,C,113.77673252241247,-144.10958961311383,E,C,A,C,0
Mental,D,187.90177403621715,-188.87113138373155,D,B,C,A,1
None,A,-271.0163344829556,208.18249359971003,A,B,D,D,1
Yes,C,-87.52279581244603,-115.54698663208032,D,A,E,E,1
Mental,A,40.48540603271991,-38.162101321355756,A,C,E,C,1
Physical,B,-316.84556544391336,-58.08764394456507,C,C,D,B,1
None,A,-68.69739129360039,179.19249379781112,E,A,B,D,1
Physical,D,-47.326084117481955,155.95063356500984,C,C,B,B,0
Mental,C,-95.97638129152678,-87.02318160410462,B,B,B,C,0
Mental,D,110.07195438036122,49.995908385353545,A,B,E,A,1
Yes,A,-26.66166066191371,-69.2262099377133,B,C,E,B,0
Yes,C,85.68832385838303,45.09491830954438,C,A,A,E,1
Mental,D,-4.9730350478338305,-2.297011587922928,C,D,D,D,0
Both,D,-23.90586451186313,15.101744219469873,D,A,C,A,0
No,B,-200.35239815834257,-161.16972805186802,A,D,E,D,1
Mental,C,6.3489378184360845,-61.577421995729686,C,B,E,A,0
No,A,85.16113242906243,140.3896110759591,B,C,C,A,1
Yes,E,-24.815736399622093,-53.055415239498494,B,E,B,B,0
No,D,126.01456406869416,49.3438056536436,D,B,A,A,1
No,D,-26.443164957174375,53.30517421647622,E,C,C,A,0
Mental,E,-46.45239593227469,71.2112603575142,A,C,D,D,1
Yes,D,31.86494638322244,158.53426480090192,A,E,B,B,0
Yes,B,-2.784486785217114,21.142151580735558,A,C,A,D,1
Both,E,3.4287592946614196,-96.00575620594138,B,D,D,D,0
Mental,A,19.88343873906443,-71.1567972568908,D,D,A,A,1
None,D,-101.71388036837865,50.81600695363143,C,A,D,E,0
Yes,E,77.94026761533769,-80.21094208319856,E,B,A,A,0
None,E,-100.82444218057864,71.53269674045313,E,D,E,D,1
No,E,206.81467065491285,-7.283936069405189,A,C,D,B,1
Physical,B,53.58878493006078,34.7766725081187,E,D,C,B,1
No,D,24.625048708659385,-65.430536908444,D,D,D,B,0
None,D,107.98799472560816,-9.75055571448685,D,C,E,C,1
Yes,E,156.31312424690066,-81.16209319079971,E,A,E,D,1
Mental,D,62.16816138662023,-220.68900931658447,C,A,B,D,0
Both,E,266.4737309709173,7.248709541033242,E,E,C,A,0
Yes,A,221.96804066983535,-101.59322462661441,B,A,E,E,0
Yes,D,85.13592432065184,74.6738535437951,E,A,E,A,1
None,D,-51.556838017847674,3.8604268905550057,D,C,E,D,0
Both,A,119.01780250458887,33.27791113187374,B,B,C,C,0
Yes,B,-44.87117988323877,87.03439041845544,C,C,E,D,1
Yes,A,-153.48184149452854,-156.0900958338133,B,C,D,A,0
No,C,107.13138201971996,-27.667133780307374,A,B,E,D,0
Physical,B,-107.81942798365858,84.02223624423497,A,E,A,A,1
Mental,B,99.86302231963616,-10.748475478350572,B,C,C,C,0
Both,C,-24.095673107381216,-213.24960988782416,C,A,C,A,0
None,B,58.45472737386348,37.02077025668108,C,A,D,C,1
Both,B,37.54727565196945,77.9122586905756,E,D,B,A,0
None,B,10.478212159871331,101.26476042825054,C,C,A,C,0
None,C,73.87142082862633,82.21741069331345,E,C,E,E,0
No,A,118.54247058906309,-10.664174818947563,C,E,D,C,0
Both,A,-70.36671103776158,-126.0576062604698,C,B,E,D,0
No,A,-61.121132642631935,138.71061692071433,A,C,B,A,1
Mental,C,-1.9389360259845647,-53.140466235524876,D,B,C,C,1
None,B,-20.6968686977398,-33.10492295574993,A,E,C,A,0
Physical,E,-99.68206087158926,-35.36919083720779,C,A,B,E,1
Both,D,103.1402792875499,82.01080089394142,A,C,E,B,0
Yes,D,-119.00486706904168,150.7007126366924,B,E,D,B,1
Both,A,-21.88964972429995,-72.35030238250349,E,E,D,B,0
Yes,B,-54.30390131657875,-35.52427821081565,E,A,D,B,1
None,D,141.90372381441136,6.757021062682217,C,C,D,A,1
None,A,48.03555805061786,-85.65661220372813,E,D,D,D,1
Physical,D,-18.546060074744332,-74.37166548688303,C,D,E,C,0
No,E,-40.55057752328042,53.71278924163197,C,C,C,D,1
Both,E,-29.416801487778777,-12.932094306763881,E,B,B,B,0
No,C,5.6332147009252385,163.33279030874155,E,C,A,A,1
None,D,-32.308090484329874,-3.6654113102594215,E,D,A,C,1
No,E,10.839497529394116,135.97555391277612,D,A,A,C,0
Mental,D,78.13478667514177,47.60979025507655,D,A,E,D,1
Mental,B,30.267336963262103,143.34618820932369,B,E,E,E,0
Yes,C,-36.0596391267829,-168.55843982707867,A,B,C,A,0
No,C,104.60131154851436,91.91581983239215,E,D,A,D,1
Both,C,42.2127025064175,-212.38256760393952,D,A,D,A,1
Mental,A,33.99130100456225,-156.37957063789548,E,E,E,D,0
No,E,42.95599932157473,-36.10163422441699,C,D,C,C,1
No,D,-41.186054174915405,-69.44617698930624,D,B,D,B,0
Yes,C,-136.294827115265,11.430831458930541,B,C,C,C,1
Both,B,-58.86803433847278,-36.555188884028574,B,E,B,B,0
Mental,E,122.17908370782673,146.77237922817307,D,D,E,D,1
None,C,-189.62638763080412,-5.242556085215082,A,E,C,B,0
Physical,B,-10.61891004773531,-250.08669461095187,B,A,E,C,1
Mental,B,88.64748971114213,91.18193197461487,B,D,D,A,1
Mental,A,-91.23846521578419,84.46311811626255,B,B,A,D,1
Mental,A,166.30733344099036,133.17424032721564,D,C,C,B,0
Physical,D,179.2325600296455,158.38976327167066,E,C,B,D,0
Mental,D,46.413189824293944,132.63870238952944,A,A,C,D,0
No,A,-57.145233257075134,-33.270380404131174,B,E,A,B,1
Mental,E,34.86168742296926,-97.46880153021226,C,A,B,D,1
Physical,D,-239.66266219468082,110.07414379741299,D,C,E,D,0
Both,B,2.7155155948732492,46.3076669636864,D,A,D,C,1
None,E,230.01072627464777,74.82740819923548,C,C,E,B,0
Physical,A,-1.6767492544506137,-3.144144990701594,B,A,E,C,1
No,A,-28.57818905724119,-2.86353365343545,D,B,E,C,0
Both,B,-129.8847844181976,140.48713824244405,C,D,C,D,0
Both,C,-118.1933770531006,255.96305593424736,B,D,A,A,1
Physical,C,-221.4123001160629,43.789312172399306,D,B,D,E,1
Physical,E,-205.17554015196993,-182.0910222906268,C,A,D,C,1
Physical,C,13.12283440506466,61.14964147346841,C,B,C,C,1
Mental,B,71.76389277945722,-26.404243111468567,E,B,D,D,0
None,B,48.08170294052357,-174.07662744399693,E,D,A,E,1
None,E,-96.4414586301914,-78.09456937694074,A,C,E,D,0
No,C,13.899505830989279,157.91749658319213,C,E,C,B,0
Mental,E,10.932048329264083,-68.63177073274183,C,D,B,B,0
Mental,A,117.34377844111935,-142.07887154608852,E,C,C,B,1
None,B,226.92646937518717,33.87635013769782,C,E,A,B,0
Physical,C,-48.830678711685906,-7.213021747293494,A,B,A,D,1
Mental,A,70.28888233359244,-184.87988253164227,C,C,B,A,0
Physical,A,-156.70731902308265,97.40993830079037,A,E,B,B,1
Mental,B,-45.3435338432693,-93.15631813054624,C,B,C,D,0
Physical,E,141.5766790829588,85.78821544571863,C,C,A,B,0
Mental,C,17.8642721160122,52.677144935298884,C,E,C,D,1
Yes,B,-158.39186166457978,37.52035559855004,E,B,A,C,0
None,E,182.68460822927864,-71.85228101507269,D,A,D,E,1
Both,D,55.570529297698556,-52.24961620850209,D,E,B,B,1
Mental,A,-16.67595405626484,145.748736781439,B,B,C,E,0
Yes,B,4.7937571709368445,-85.12079846740235,A,D,D,E,0
No,B,135.9873257540002,55.48282093155119,D,B,D,D,0
Mental,D,23.585349377533063,-26.310625291905648,B,D,A,A,0
None,D,20.079857184222984,-52.093336717419334,B,B,A,A,0
Yes,D,-83.95223608893946,8.517101474435133,E,A,C,D,1
No,B,-77.7835593922806,-121.25352439375376,E,E,C,E,1
None,C,-89.73597465450528,-24.32924495851655,E,D,B,D,0
None,E,-54.37801107701502,146.65838003560023,E,A,D,C,0
Mental,A,-85.28596207796465,-76.32703335770685,A,C,C,C,0
None,E,-68.18317850959733,20.492967051566996,E,B,B,A,1
Yes,B,182.48740953304966,-79.59425784402804,D,A,E,E,0
Mental,B,57.46639629926942,110.62910176727128,B,D,E,D,1
None,B,-196.63442964760495,85.6888360678988,E,C,C,D,0
No,D,104.43207862284183,-69.095487075386,D,D,C,D,0
Physical,D,-70.5219270943584,-114.02358532040068,E,E,C,D,1
Physical,D,-29.897165699682066,-33.43788409405825,E,D,C,A,1
