sexuality,nationality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
Other,India,75.74937875859263,E,-147.91358183506136,B,E,E,A,E,B,57.35030485771935,-51.28921547196117,12.070733979380117,B,1
Other,UK,-8.189618155755555,A,-117.93733801329252,E,D,B,D,E,A,-63.98572168177655,-216.31454182161337,-110.91092852800494,D,1
Heterosexual,UK,19.466820480724774,C,87.42844978710046,C,A,A,C,E,B,-303.0025131988259,43.19183963965051,-25.26127651470935,A,1
Other,UK,171.97925769488918,B,-13.074956537803159,E,B,A,E,A,E,43.68905946474924,-44.412115897654495,-214.91017881853188,A,0
Homosexual,Germany,-2.2036027115834824,D,96.13373925879947,D,E,A,E,B,C,-85.03432752067125,64.79649905084138,28.030103244080628,C,1
Homosexual,Brazil,29.279482795398582,C,-16.38972659133053,B,B,A,D,B,B,42.52179796492844,18.151906227532375,-76.11199765187328,A,1
Other,Other,-84.89581357021457,A,-0.6509253151817277,B,A,D,D,B,B,-203.64122056569408,-194.13992425283664,-85.33845028778218,D,1
Homosexual,Brazil,-204.4976187720275,E,121.16120008016217,D,E,E,C,B,B,134.32783806667032,22.328985832331664,7.183246013824612,A,0
Other,China,-139.25906724741293,B,-139.16075773280937,E,B,C,B,B,B,155.98039265795177,55.88797662221642,67.58344183104562,B,1
Other,UK,-12.031247587733981,D,27.174293469673806,D,C,A,D,C,D,125.0872505020929,36.14996412762257,-107.65372783376456,A,0
Heterosexual,US,55.27575918054885,E,-192.96131373220325,E,D,D,C,C,A,7.891331858145875,123.35933272694386,47.54588304263399,B,1
Heterosexual,Mexico,202.9483303270923,C,180.88367053100916,B,A,D,E,B,E,57.74333299131131,-6.976712583624741,62.879493357587165,C,1
Other,Germany,-43.0633997320984,E,-81.77386761212875,B,B,C,E,D,A,-201.07474084224432,136.80620808725732,43.16455570958587,B,0
Other,US,1.7627644142476302,A,42.950523142179506,C,C,E,E,D,B,75.79189401636096,-47.35379684258081,-56.7590459181014,B,0
Other,Mexico,69.66233787327931,C,-29.51361183452349,C,C,E,A,B,A,-12.84827518326607,-15.712902431967073,3.2523151050509043,D,1
Homosexual,US,-206.0162282738746,A,109.0930301492567,E,E,A,E,A,A,-39.89518476390747,30.235578896659614,82.16749632327382,D,0
Other,China,137.2504435313417,D,-111.24140775170221,A,A,D,D,C,A,99.06937246377208,-210.3433018295507,63.59088755640698,C,1
Bisexual,China,-149.73187172832203,E,-60.53539825594877,C,C,D,B,E,C,176.32347241347102,119.26973459968389,-81.09131797982882,B,1
Other,China,-90.68731406458,D,50.99978506763399,D,A,D,C,A,A,61.78318194598754,-84.55737346837336,21.932444804405765,C,1
Other,Other,-11.160293063591274,C,-23.756755651908016,C,E,A,B,B,B,106.80742942246975,26.828192306786985,-47.74145222358396,C,1
Heterosexual,Germany,4.691284613036976,E,69.02749814851957,C,C,E,B,A,D,-126.993163026119,77.7420782984643,-109.4538791778644,E,0
Heterosexual,Brazil,279.0903355434626,C,155.84431625834574,C,B,D,E,D,E,1.8198478416910575,-67.23830748544314,70.071739321033,B,1
Bisexual,Germany,-152.10350877793235,D,-34.85880572195208,A,E,C,E,C,D,176.26373637446935,100.87405948903245,29.31110114500108,A,1
Heterosexual,Other,-62.079364356621866,C,157.31179003233922,B,E,E,A,C,B,-13.081968563196721,-108.50350988309843,-7.060478654245421,B,1
Other,US,8.751589216359514,D,59.25604648039051,C,C,C,B,C,A,92.55383955946374,152.71676128137423,56.80738396850328,E,1
Homosexual,Germany,44.09576848752476,E,76.96091434287699,E,A,E,C,A,E,-86.2979405321806,-37.77722845498433,31.459050782959974,C,0
Homosexual,US,-74.03644867767268,D,-24.119077897695107,A,A,B,B,C,B,-12.314556105074969,-38.426366696420914,-34.05887753894436,B,0
Bisexual,Germany,-15.326101839037781,D,-135.08533071203294,A,D,D,C,A,E,125.02946312608351,128.39837536254115,-190.2363287907341,A,1
Bisexual,Germany,-37.26755042643424,D,-5.597007798525683,C,C,B,B,D,D,-182.9191871464948,-171.01788174720735,14.011456951624501,A,1
Other,UK,-24.06133891662978,D,81.30601824128118,C,D,C,A,A,B,-14.194921514281688,51.88646389722399,-121.88569848300648,D,1
Homosexual,Germany,-103.22239379017965,E,62.91095329280322,B,E,B,E,D,A,-27.487376009854458,51.945149118270805,161.86366762019557,E,0
Other,US,3.6644705077799573,D,122.968521509481,C,C,B,D,C,C,27.12960465867113,0.9850083682050614,151.82644882895312,B,0
Other,US,39.07741855573587,D,-21.305480704495526,E,D,C,A,D,B,25.77999739420216,-3.060814596622575,157.73375922630612,D,0
Homosexual,Brazil,1.0706557677791808,B,-116.83171912743381,B,D,C,B,E,C,-133.29938802892013,-37.306029402483894,111.97132663599037,E,0
Heterosexual,UK,36.89424077722494,B,5.35039787023253,A,A,E,C,A,E,-79.7057125990124,53.52670762426265,-78.12029648487618,A,1
Homosexual,Germany,24.32833004403876,E,-126.68428279279624,A,E,A,E,E,B,19.964066819805907,8.837402045591269,-64.69548213230631,B,1
Homosexual,China,-48.09028972351084,E,-86.12669607644435,A,D,E,A,C,A,-136.80228778350013,-13.45299909526458,-73.58332765751754,A,0
Heterosexual,India,107.29362405433238,C,-203.80467302441647,D,A,E,A,A,C,7.186311275290498,45.964994955765135,-190.41582116770786,E,1
Homosexual,India,-89.4663443681238,D,87.82148759532564,E,C,B,B,C,B,68.10666403287449,161.90461385852572,-43.51551267958152,E,1
Bisexual,US,14.591189534500037,E,-6.7832475352021815,B,C,C,D,D,B,-279.683511403972,8.761370224019077,64.51491065947236,D,0
Other,US,-136.0535893141657,B,81.51351523934396,D,B,A,B,C,B,172.60408603210453,-52.45298517344755,77.88346888146155,B,1
Other,Other,225.55505561747427,C,175.08176797630185,D,B,B,E,D,D,-14.70258445982046,39.555762616737454,17.241858630873473,B,0
Other,Germany,112.54979401614828,B,-58.26634479984779,E,B,E,C,E,A,-62.460318415183124,-118.72294026242491,42.058331275008086,D,0
Other,Germany,52.82778640723986,B,73.31904077106627,C,B,B,A,D,D,-239.494107122913,51.479419367889015,-35.92424021367755,C,0
Bisexual,Mexico,114.68358090422657,E,-6.750103182462737,D,B,C,C,D,E,-27.466798803782382,134.86417997149374,-120.0210327117514,D,0
Bisexual,Mexico,29.548364116515074,C,-53.08944650141149,C,C,D,A,B,D,-45.20809935400678,111.95353616874905,-90.94781648485521,A,1
Other,India,36.983251094743345,A,-185.62994257542414,C,A,C,B,C,B,-38.44271453001068,132.74029599180403,-76.34299974759206,A,1
Heterosexual,Brazil,48.69671063007672,E,46.44410797733441,E,B,A,A,C,B,50.45320412569808,-46.00783721712381,155.97420579408018,B,1
Homosexual,US,-25.21677972773398,D,-28.945460638580457,A,B,A,D,D,C,-99.0785495774949,-88.4317699578558,-175.40121519374372,D,0
Heterosexual,China,-69.96917975121555,E,47.02153121589657,E,B,E,B,B,C,-55.758433025585404,34.5136475321701,-166.3730783954882,A,0
Homosexual,India,-102.09917698527056,E,94.76272214723576,C,A,D,C,B,B,-3.0067780525662613,77.85037630961077,28.677336618092745,E,1
Homosexual,Other,29.308467937984243,D,-208.25018650650725,C,C,C,D,C,D,38.52155304948081,-118.663319638624,30.14582463689252,A,0
Bisexual,US,17.408103226288517,A,-9.1550693277964,E,B,E,B,B,C,97.19479069170426,-28.442975117820744,-61.04662794292051,B,1
Heterosexual,Mexico,171.94703990833233,B,-15.235417260295591,D,B,A,E,A,B,62.7505338929809,116.21074666440279,-53.06150392437819,A,0
Bisexual,China,-83.35674215419866,B,94.42663742749767,C,C,C,B,C,C,-191.26974511425328,22.36686670397932,-23.825331359860698,B,0
Homosexual,Brazil,17.740389473148753,D,53.25733297969868,E,D,E,D,D,E,55.181867837931684,-9.715870218067247,75.89666480234682,B,0
Homosexual,US,116.92194988623169,D,91.4274273538266,E,B,B,B,C,A,-68.31080521439726,-154.26868352393703,-10.138045768437513,D,1
Homosexual,India,-125.51800375957582,A,75.9568848806281,B,A,A,E,A,D,10.373993504579705,104.68416508503893,-117.67195962050951,E,1
Heterosexual,Brazil,-27.902806098431732,A,-56.05061861312722,B,C,B,B,E,D,-31.21589059844643,-67.11865500751111,-12.338408275261186,B,1
Other,Brazil,79.43258683247821,E,33.37242928566964,B,E,B,E,C,E,-13.958572313453882,106.3698455642455,59.56194977688585,A,0
Heterosexual,Mexico,-44.00398982095099,E,6.275145381704933,C,A,D,A,B,B,103.04883083100276,64.73094082536643,55.50053513484973,A,0
Other,UK,-178.4671023368308,A,-152.55263459823075,D,B,D,B,B,E,-63.38850448243632,40.309626422214215,165.7611027139304,D,0
Bisexual,China,31.27994205944361,D,-10.732396022839188,C,D,B,B,B,C,-13.220547490007528,154.3733554704443,66.2401112155316,E,1
Other,US,-126.19756352904726,A,-47.31814033117087,B,D,D,A,E,E,55.47368035512261,206.10856625151527,85.07705993691066,E,1
Heterosexual,Germany,-19.184636818781893,B,122.34812381352273,E,E,C,B,B,E,-185.47419679613338,101.897440008676,-188.11351088223407,C,1
Other,UK,-79.7679721355757,E,82.37020952262297,D,B,A,D,A,C,-12.97518893707957,152.13966037957033,80.15827493467089,C,0
Homosexual,China,67.71137922148758,B,-179.93052473699248,D,D,C,B,B,B,-187.63056751051397,-157.78499229554163,-3.5410120052436684,E,1
Bisexual,China,47.539696268260364,B,-73.35442776187305,A,C,D,C,D,A,65.82359512203561,-29.80748627509181,90.29604666327845,C,1
Other,Mexico,-85.87723943632479,B,16.48155841932438,B,E,C,D,E,E,64.44986536526173,-61.53760779563011,-45.47044936524376,A,0
Other,Other,3.1938605630826453,A,-120.02456391091356,D,C,A,D,C,C,7.604155373524589,-89.42663806945096,215.29655712869018,A,0
Bisexual,China,68.62285222709627,C,153.69846997331948,B,E,A,E,D,C,-42.109197481879896,-56.421586483436805,27.559636336963685,D,0
Bisexual,China,-170.14991574139816,C,216.39258194474823,B,A,E,E,C,A,37.72483264195435,-36.90710232572344,58.674230233206345,C,0
Other,Other,83.36830354980991,C,34.43514442164464,D,B,C,E,C,E,-93.46782873444543,-72.03667567583659,27.691685158004255,D,1
Bisexual,US,102.36813426446241,B,-127.67045976679903,C,D,C,D,D,B,36.33844383756976,-68.32154534173537,5.926293017025069,B,0
Heterosexual,Mexico,-90.78420721138383,B,55.33791498411975,D,C,C,B,E,A,46.54718788184346,176.00159683074622,180.0886496925132,A,1
Bisexual,Mexico,70.4132023075944,B,-24.972291935365764,B,E,D,A,B,E,24.225502145199137,213.87837901991,-19.685174974705586,D,0
Heterosexual,India,4.51562203402441,E,69.21675654498426,E,C,B,C,C,A,-4.3030948879731366,-4.514837741188446,16.571381613790535,D,1
Bisexual,Brazil,-52.937812525562556,E,-108.56014287129965,E,B,E,A,D,C,70.70893597585027,84.5221398726333,124.99968132765223,E,0
Other,UK,7.772865635609093,E,-9.676679206440603,C,D,D,B,D,B,84.83068626165753,-164.4649488329651,111.16216494122277,B,0
Heterosexual,India,-105.20453718762626,C,35.11076297891139,E,A,A,B,B,C,55.43455720470929,41.36359542625263,-221.2174551624803,A,0
Bisexual,Other,-181.36982043043847,A,-2.422682032467135,A,D,C,E,E,B,107.87383593009339,172.90346005275595,-150.6133679086274,B,0
Heterosexual,Germany,-126.20989654199381,B,10.813050921037812,C,D,C,A,E,A,51.63513350809383,78.11059584209222,106.39384364136568,B,0
Other,Brazil,-58.36035460856427,D,105.25443005951362,A,B,A,A,D,A,26.10701829657015,108.19614194531344,4.9245965731277295,E,1
Homosexual,China,49.995712890588976,C,-114.58000843541825,D,E,E,E,A,C,-32.98442443867717,-37.15368926645863,-54.95259763278001,C,0
Bisexual,US,-225.7482167155016,C,156.92928675443167,A,D,A,A,D,C,192.1357956848778,-5.970997885604722,94.66261767696722,D,0
Homosexual,Other,-20.11546001464228,A,-65.63538114014314,D,A,D,A,B,A,-186.38965778481602,-130.00305954709012,145.84730512724494,E,0
Bisexual,Germany,-183.34651153061606,E,138.07620948517274,C,B,E,B,B,E,-29.503256805947924,74.81456328790262,-65.59350184239324,C,1
Bisexual,Other,6.195029966759871,B,-44.66223088511176,C,C,D,D,E,D,1.6786558836935128,99.84169959059382,-34.01225281514066,C,1
Heterosexual,China,104.7212404577808,C,177.6886143567712,D,B,D,C,D,D,81.75078116726768,-13.36849954351208,81.98895560467814,D,0
Heterosexual,Mexico,-28.02917836717414,D,172.028127517764,B,C,E,C,E,C,76.83236636780758,42.40225779440801,-103.39376324454459,D,1
Heterosexual,UK,221.40827186923514,D,108.19568510891861,E,D,B,B,D,A,3.3879425390269535,-41.35066244784362,65.61681483919453,A,1
Other,Other,-56.32467243926966,E,30.58621528927495,D,E,B,B,A,D,-223.44408968042563,-144.44046131146195,31.54737961049446,E,0
Homosexual,US,-117.57625404783447,A,3.1159070888416887,B,A,D,C,C,A,39.10724806278138,81.37208454317323,-181.14172228788357,B,1
Other,UK,-52.843343388641564,E,-21.9170896750686,C,A,B,C,C,A,35.55846336314449,35.385008118068896,-72.10380061645698,B,1
Homosexual,China,130.60414643782968,E,100.81772952702943,E,E,D,B,D,C,-42.66026930936034,163.8050513834273,-117.27295091546752,A,0
Heterosexual,Other,273.79102149259705,D,28.02050777909959,D,B,D,B,A,E,198.19144610952907,-117.62198457558735,113.42349597480302,D,1
Homosexual,UK,-12.146358115858764,D,113.22925991494131,C,E,D,C,E,D,8.249353224001466,-7.095573630033202,-24.10083283803138,C,0
Homosexual,India,-79.22341742903323,A,-128.70407337637596,C,C,C,E,A,D,-8.387397666271697,-1.9565622143984638,-24.523597532171124,B,1
Other,Other,84.04911750739078,E,53.547058194875966,B,E,C,D,D,C,-32.420208232134904,-33.045513991721734,43.2780179793289,B,0
Bisexual,UK,22.745689238686076,E,84.96453848215299,B,B,C,D,C,B,4.695913182140135,-96.75102330548063,161.74322232612028,E,0
Other,Germany,-42.580674731704185,E,1.1818260296329373,E,E,B,B,B,E,-42.68569092678718,-60.546915630629414,-71.3109070584522,C,0
Heterosexual,US,-5.6913691815806295,D,47.25162697580966,E,B,C,D,A,A,-165.7469980916568,-54.80283542881038,-5.658163578622141,E,1
Bisexual,Mexico,141.86306324573397,D,26.142082182573468,A,E,A,D,D,B,-108.09540164594354,132.7674771099794,-49.54500550605088,C,0
Bisexual,Other,46.64806459970686,E,-41.22066974922928,D,C,D,E,B,A,-17.01819100765594,-40.208442876750524,85.16076891527233,E,0
Homosexual,Brazil,-139.9956413950858,A,-17.56084660985031,D,A,B,B,C,C,-87.32056101296276,186.1325577946473,144.83546098863542,E,0
Heterosexual,China,-51.073992793061976,A,53.997517349311785,E,B,B,D,C,C,103.18353604306338,-274.72782843805066,-32.88577115890064,A,1
Homosexual,Other,48.713518136348995,E,9.140885926706241,E,D,D,D,A,A,176.28400885296315,-89.4653190802362,94.63843118355082,B,1
Other,UK,2.2347500068402613,E,-140.82961957886045,D,C,E,C,E,C,-0.8996379747073164,-67.25857031801145,80.64474666799025,A,1
Bisexual,India,-136.75841630953326,C,-153.63313332127063,B,B,C,B,A,D,96.57150360301674,18.175074980859023,-173.8511390589339,D,1
Other,China,-196.00500150272651,A,12.309430565628821,E,D,C,B,A,C,60.950241197461494,17.02432377080376,33.726755586892374,B,1
Heterosexual,China,39.311912709187695,B,73.0731970373782,A,D,A,B,C,A,-103.52019749805717,273.3066072491428,174.71229962766574,C,1
Bisexual,Germany,-171.74197692048256,D,62.698870971173434,C,D,A,B,D,B,9.847425519860883,-136.61922220214095,39.29459426037328,C,0
Other,Mexico,-15.744131051081473,D,-53.40983553495495,A,D,D,E,E,E,-141.3012631309138,-26.138451275401025,1.8322861167561826,E,1
Other,Mexico,-170.43627603786283,C,-164.0004851153151,B,E,C,C,E,A,-50.579871843285176,-153.07828808337308,-83.75340520883927,E,0
Other,India,22.65481159720614,E,152.8792771537179,A,C,A,D,B,D,101.32347958431637,65.46823087799051,-84.78168268170377,B,0
Bisexual,Mexico,1.4950543553361781,E,143.37457608720484,E,B,D,D,B,D,33.96417257049499,-63.40894013413347,27.190329210607118,A,0
Homosexual,India,73.23083473598021,A,123.34163964223966,E,C,A,D,E,B,-84.10675652459634,90.00636302285957,45.51329071349895,E,0
Heterosexual,Mexico,-256.04716649119996,D,62.779263645451366,E,A,D,B,B,E,166.58392953172122,-63.46282299861004,72.76200270925128,A,1
Heterosexual,Germany,23.43914702389149,C,106.4562746414105,B,A,D,B,C,E,-93.07860977947729,104.0465376922286,-78.0593427683883,C,1
Bisexual,Mexico,-79.66406015705256,C,-90.09768883003726,C,C,C,B,C,E,-96.60176440668822,-50.40188308126219,-148.5488128703251,A,0
Heterosexual,US,120.50515769885102,B,-131.8463239402308,B,C,B,A,E,B,51.47307598676372,27.37541517527297,-42.61186012531514,B,0
Other,UK,-9.888556773643268,B,-187.25744236280218,B,A,D,C,B,B,23.636067755538384,85.35144165054956,-69.3332656158154,E,1
Homosexual,Mexico,-59.783045519400744,D,72.96573214787291,C,D,C,D,E,E,-49.185802643391874,210.1729404735466,-91.31049726854455,D,0
Other,China,-0.7858215922390456,C,-93.2947219893543,E,A,E,E,A,A,-93.99870970789891,38.31992190816905,225.13192301934407,A,0
Bisexual,Other,41.84061984970151,A,-92.32926467908523,E,D,A,D,E,E,106.59798762096744,-169.93378504090722,-23.297296310637915,C,0
Heterosexual,China,-21.23512210780353,B,87.52166120023278,C,E,D,E,A,E,-99.63817721775824,-207.84070011116853,236.89787996473504,A,0
Bisexual,India,34.90882166456429,B,72.61215443386327,A,A,A,C,C,C,179.3155487131434,1.4917508766954088,-86.09503926355056,E,0
Heterosexual,US,39.78328368627503,D,-69.5104512790164,D,C,B,E,E,E,-17.307650923144806,-46.22620019430825,-45.544259682404274,E,0
Other,Mexico,62.48914879538394,D,-174.589552750778,B,D,C,B,C,B,90.5560297308306,-104.28217129243902,1.2787692603672987,C,0
Bisexual,UK,58.401474487460945,B,-93.39513458209868,C,C,D,A,D,A,-152.20823590231245,-39.87280183254446,-58.280101112605024,D,1
Heterosexual,Brazil,-164.1878894349564,B,153.80077421366687,E,E,D,D,B,C,45.96589282460029,-44.09682256434218,-34.273572716838295,A,1
Other,Germany,18.065095576662948,A,168.80828462743244,C,A,C,E,E,B,-70.70258142388444,46.32974532929129,-65.43306766151913,E,0
Other,Mexico,-44.27414041678847,C,-213.86033240014598,A,C,C,E,C,E,-20.297097515974684,72.4616943268328,74.60427414014866,D,0
Bisexual,China,45.93711289219444,D,24.15289016721416,C,B,C,C,D,C,-58.29318528039923,39.03476584461779,-39.449342043873976,A,0
Heterosexual,Brazil,-87.94749206385774,D,0.7515348918874234,E,B,B,D,B,D,-50.0582853219654,113.66139309950762,50.00231428076781,E,1
Homosexual,China,67.41706512991803,B,29.048414467082146,C,A,D,A,C,D,32.396434639302484,-117.02574964391556,-80.57570531879243,C,0
Homosexual,India,-91.69240268890003,A,21.020053440394157,E,C,A,B,B,E,-64.54568446373774,-132.36459577175802,-45.304884071714376,C,1
Other,US,80.70470917723866,A,67.87318513128268,E,D,A,B,A,D,-105.0816789944645,-57.68412168479182,-48.651395449316496,C,1
Homosexual,Mexico,124.05240120690992,B,-65.63775649171879,C,E,D,C,C,C,-28.444017815769325,-34.01732086234035,-135.15500266265758,B,0
Heterosexual,India,-40.51836820557776,C,129.12994519180504,A,A,C,E,C,D,-27.500555749105832,120.21204278857122,-50.02089623536996,D,0
Heterosexual,Other,-46.99667282653987,D,44.427060082956004,E,D,A,A,E,A,155.53771702742208,-101.26030635286196,2.4540716264872344,E,1
Bisexual,Mexico,63.19874143725248,D,-132.8331658486072,E,A,C,E,E,B,72.17241415554025,210.5412297817801,91.28901248449682,D,0
Other,US,197.9469323638111,A,87.79711444539518,A,D,B,A,B,D,-10.107650577673004,-32.274453415640316,-4.8941135194530805,A,0
Other,Mexico,-6.082449696678804,E,75.62073972287386,C,E,C,D,C,C,-35.96231504292538,-180.12881405665203,-16.157574886194126,D,1
Bisexual,US,-8.299638385423991,C,-59.876442531853,B,E,E,A,A,A,-186.3900258144948,-56.875247519490266,-113.69853918984948,D,1
Other,China,146.04930898763925,D,-126.43674636849087,D,C,C,E,B,E,-100.9393715671148,-119.81186544960372,359.5501294763358,A,0
Homosexual,Other,-58.755203699440514,D,35.11746982842557,B,D,E,E,D,A,-184.52491551165653,49.22853703489754,109.66780196039936,B,0
Bisexual,US,80.76456772941096,B,9.732279478677672,E,D,A,D,B,D,212.56532368990148,-137.77880041285928,-92.62622397505173,C,1
Other,Other,32.77568051302954,C,67.17416488510938,D,D,A,D,C,E,-190.34452355656862,-90.75325682084706,46.128955428460046,D,1
Bisexual,China,-181.3990384515595,C,-94.79299793209093,A,C,B,D,E,D,-45.030070142083495,0.5310328910094294,234.22513258721568,B,0
Homosexual,China,42.8949141883671,A,-108.51763454361334,E,B,A,D,B,D,-118.67633727784055,-51.95858984840043,-82.65528871992021,C,1
Heterosexual,Germany,-135.82199453732673,D,92.5098337055811,C,E,B,D,C,B,24.957837816091363,-25.22561674137391,83.655138712702,B,0
Homosexual,Other,66.13607281347363,C,-119.75330968889872,B,E,A,D,B,E,-67.4704733419042,55.79491850049808,-69.12684917780747,B,0
Bisexual,US,197.74490227751437,E,-111.39470119084372,B,D,A,B,C,D,-70.62520034679018,-76.78464770354506,11.641686541569609,E,0
Other,UK,-183.67849425099308,D,-89.58349976366723,B,E,B,C,D,E,23.504877790071628,83.56488616198006,91.87883863406064,C,0
Other,Mexico,136.9724432147412,C,22.25672097715168,B,D,C,C,C,E,67.17728355431318,-67.33347001035862,-0.29436755891316946,C,1
Homosexual,Brazil,79.18942236967683,E,-119.9286356309744,B,E,C,E,B,A,2.7572192005349225,156.828396438052,57.60535565538946,B,0
Bisexual,China,22.90277249432563,B,-10.515957929642553,D,D,B,B,D,B,23.557825661377297,-8.20918833266818,-149.5175387901649,C,1
Homosexual,Brazil,52.47154581711554,E,-59.16539540628617,E,E,C,B,C,B,-50.05195516280615,14.191817278341018,-149.13737249077585,C,0
Heterosexual,UK,32.635663406738914,D,178.7203503989169,A,D,D,C,D,D,53.16887965908731,-146.23254229712842,-20.319249755441984,E,1
Other,Other,14.94013511676075,A,-41.83654185189171,B,B,A,C,A,B,-120.14611362907235,19.24059470128877,-116.27487819935571,C,1
Heterosexual,Germany,-71.18134984272764,E,31.28965113545056,A,B,C,C,C,B,33.52540023772922,-1.9091459157033464,114.00815754530456,E,0
Homosexual,UK,4.269324892280346,C,75.99356129642076,D,B,A,E,E,A,73.31404986325703,116.72405366498289,28.90771706487779,D,1
Homosexual,Brazil,16.314780215845865,E,179.61423267644685,D,E,A,A,D,C,-126.4602689086217,45.3119118350097,-212.75393809742954,A,0
Homosexual,Brazil,289.51049189699614,A,-138.6439658714809,D,D,D,E,A,E,34.86031000742993,22.12647913145565,-6.976295985628761,A,0
Bisexual,Other,-9.414301652620132,A,-149.12256793509522,D,B,E,D,B,D,-164.92903875845852,-21.63979759243069,-102.0656652498747,C,0
Bisexual,Mexico,7.832691052875607,E,-123.04436725243887,D,E,D,A,C,E,17.541371683055466,-18.04824016536207,8.331361930918945,D,0
Bisexual,China,22.846376588812593,C,103.02160695301362,A,B,C,B,C,B,-121.3698907298989,-83.58492339855526,26.701394538415347,D,1
Homosexual,Germany,88.1688810315855,D,-68.09810341655779,A,A,E,B,D,A,-55.44108593518352,-5.9450969231442325,-149.93568228138108,E,0
Heterosexual,Germany,115.80500276288932,D,50.6386075674052,B,E,D,D,D,C,-81.05008543941825,-166.79448448235948,5.8109531728466495,A,1
Bisexual,Germany,-82.67431753396184,D,41.36404991404204,D,B,C,E,E,A,39.40464325834004,33.58105735576518,-23.721466738918735,D,0
Heterosexual,Other,-11.886960942071495,D,42.89681070890387,E,E,A,E,D,A,19.83787541540556,78.35039424946582,-64.55276830240071,D,0
Other,US,-80.8250250834022,E,33.30480499709489,C,D,D,E,B,C,-159.66812903491987,-186.54050825047048,-105.64957741259673,B,1
Heterosexual,China,77.23211001655923,A,125.83314329319208,D,D,C,C,B,B,185.89042000633665,9.394808049212054,-29.529735345291396,D,1
Homosexual,Other,39.86294915108323,D,-3.6257557548584987,B,B,B,A,E,A,-80.65495830002294,8.80782735150199,19.432364183193982,C,1
Heterosexual,Germany,-88.59968164787571,A,-75.03131141314721,B,C,B,A,A,A,-16.61499401246734,78.83019688138059,35.310448620362735,B,1
Other,Germany,-88.83055930185981,A,-24.373198694445293,D,E,A,D,B,C,43.88774732116752,64.7459850016147,-94.18403308126409,C,1
Other,China,-93.13726165446981,D,324.112310067354,A,A,E,B,E,E,160.97427039080142,48.334969918415275,6.1632073562890275,A,1
Bisexual,US,29.357647760983696,E,-35.32002431562231,C,E,E,D,E,D,8.609427293875509,67.486741045634,-3.2166801799656746,C,1
Heterosexual,India,154.52609728502338,D,-120.55400389539213,D,E,C,C,C,D,-7.0662512112329114,-81.58034591081358,-62.239397481355084,B,0
Other,Mexico,0.7814811117454958,A,33.41001419812037,D,C,E,A,D,C,70.57447453893508,258.3882050017607,42.66719692684685,D,1
Homosexual,UK,-14.110545500812254,B,-52.838464480401626,E,C,A,D,E,C,-32.63882175736119,-163.2214303765543,-44.2068991410068,D,1
Bisexual,India,26.93811124512645,B,73.91334537436155,E,C,E,A,D,A,-28.486615493922063,-95.28070034399195,71.01629848529981,A,0
Heterosexual,Germany,-157.27975892586946,B,83.550010475324,A,D,B,C,D,C,45.92567528081823,-132.14835005255344,164.76101982859137,E,1
Heterosexual,Other,190.72543261870013,A,-49.444091130466916,B,A,E,E,B,C,51.930815102350415,49.17226581745636,-40.208352592340376,C,0
Homosexual,Brazil,-141.92695637128764,A,52.61704994933213,D,B,E,B,A,A,-58.25617158384367,33.06080526353076,127.10407928090038,C,1
Bisexual,Germany,181.71392122002632,E,44.09783806420018,B,E,A,A,C,C,37.086453161921824,159.76896996937558,246.9135767927754,E,0
Homosexual,Germany,56.74143530838286,B,158.60673806884188,A,C,D,B,E,B,-190.09891312653446,136.5697856578347,113.17692815861487,A,0
Heterosexual,Mexico,-9.240788727576565,E,148.3769124827975,A,D,A,B,D,A,92.84332883767551,94.01527940072144,25.433249308384333,C,0
Other,Brazil,-37.33850658596589,A,-96.9485924763114,C,B,A,A,D,A,35.60864614518696,-77.15945160303718,7.9049776802580585,A,1
Homosexual,China,85.18334814755347,C,48.85437202903933,D,B,C,C,D,B,-0.5626597538732651,-80.18139433263276,139.31272174179966,D,1
Homosexual,India,-116.55122070557609,E,58.3889039641767,A,A,A,A,B,A,-42.98862056323509,-70.80098027923235,-42.50556405297387,E,1
Other,Germany,-26.11125326400725,C,-2.7362383152907936,B,C,E,B,D,A,-2.507447046698621,-141.46717102166562,38.47828782842343,E,0
Heterosexual,US,-39.28256998411668,E,66.22641493098214,B,D,E,B,B,D,122.99978932102769,271.4096637452598,-84.60015708924409,B,1
Other,Brazil,19.225138996327328,A,-40.06518209426905,E,B,D,E,A,D,42.915169184202604,-1.5312004517559468,-52.34786576409773,E,1
Bisexual,UK,52.360722237413135,A,34.434709738034286,D,B,B,A,A,B,-25.97219950919879,27.28610709272751,-91.90435918338584,C,1
Homosexual,Brazil,99.5400145079212,A,50.6460157785017,B,A,A,A,B,A,-166.37063634214866,-89.14120458321901,-39.1731631093278,E,0
Heterosexual,Germany,-68.45016599441752,D,-20.544129868565612,B,D,A,A,A,B,-174.824743039938,-104.57531996126342,129.17403366829365,A,1
Bisexual,Germany,-66.30848991803269,A,43.07140470990854,E,E,C,B,D,E,46.04922178097357,39.37811106629609,120.78509400921402,D,1
Homosexual,Germany,88.31955909589335,D,47.35053738784739,B,B,B,B,A,B,33.74779529460367,-146.41554438732922,8.491248627374336,A,1
Bisexual,Germany,-11.23582537246706,A,26.58834014243784,A,B,C,C,A,B,89.74700695188311,48.585489484512316,32.1418596762979,B,0
