married,feature_0,feature_1,feature_2,feature_3,feature_4,target
Divorced,E,E,B,C,-79.45455737771023,0
Married,E,C,A,D,7.207883410996442,0
Married,E,A,A,E,191.64302633954586,1
Widowed,B,A,D,E,-32.83068910570717,1
Married,A,E,A,D,6.978512578815523,1
Married,B,D,D,C,-49.31703562240619,1
Divorced,C,E,E,B,137.66951059553497,1
Single,E,E,D,E,7.147054928644388,0
Divorced,C,E,A,C,110.59354845203539,0
Divorced,C,B,C,E,119.69056981662199,0
Single,C,D,A,E,46.841833078169444,1
Married,E,C,C,A,52.45275009368695,0
Married,A,B,D,B,-6.5314509194334205,0
Widowed,B,B,C,C,-41.08782631672317,1
Married,D,D,E,A,45.297440767952494,1
Married,E,A,E,D,3.2050105732047878,0
Widowed,A,C,B,D,-37.07061865410085,1
Divorced,A,E,E,A,-59.190827247828096,1
Widowed,B,A,B,B,-74.65660003333466,0
Divorced,E,E,E,C,-159.10560764777256,1
Divorced,D,D,E,A,-97.86125771875078,1
Divorced,B,A,C,D,-13.981540846867585,0
Divorced,C,A,A,C,100.70855003148367,0
Single,A,A,B,C,-95.98348026090113,0
Single,C,E,E,C,212.24680683688314,0
Single,B,D,D,D,-159.95627848579832,0
Married,D,D,A,A,38.29558352491377,1
Divorced,E,C,B,C,-40.5979782274475,0
Widowed,C,D,D,B,26.3979286537458,0
Divorced,E,E,E,E,62.531543969722215,1
Married,B,E,E,C,85.60640994909771,1
Single,A,A,D,E,-49.42200372069862,0
Widowed,C,D,D,B,120.09364983148663,0
Widowed,E,A,B,E,19.206679330004086,0
Divorced,E,A,E,D,-189.10496722125143,1
Divorced,E,D,D,C,94.38590461572363,0
Widowed,B,B,A,E,111.99413479009827,1
Single,B,E,D,A,-161.58260622275705,0
Married,E,B,B,E,124.2342205059158,0
Divorced,B,C,E,D,-85.63902538938069,0
Widowed,A,B,D,D,-180.7084173519747,1
Single,C,A,A,E,-207.67250835015741,0
Married,B,B,A,B,172.46866775103967,1
Divorced,B,A,D,C,-3.9735312308506674,0
Widowed,A,C,C,A,-142.33272129399944,0
Single,A,C,C,E,79.69525738438152,1
Married,A,B,B,C,189.3509569228092,1
Single,C,C,E,C,169.1170283538722,1
Single,A,B,C,B,5.2989847765908085,1
Widowed,C,C,E,A,49.52916828380587,0
Divorced,A,C,A,E,-12.448686865647057,1
Widowed,A,B,E,A,-114.06481786985194,1
Single,D,A,B,D,-15.247732021916116,1
Married,B,C,C,D,35.546667864090445,0
Single,A,C,C,C,-99.81558204172359,1
Married,D,D,C,B,-85.62387347304937,1
Divorced,B,E,B,E,122.50845750272872,0
Married,C,A,D,C,-28.497843674735485,0
Divorced,B,C,A,A,-39.5876340920031,0
Single,D,A,E,A,97.04467830525698,0
Married,E,E,C,A,181.25283510823428,0
Single,E,E,E,E,11.568395194585596,0
Divorced,C,A,C,C,-231.5508669823148,1
Single,E,D,E,C,31.671918406641026,0
Single,D,D,E,A,-117.9564694320886,1
Divorced,E,E,D,A,47.786152069960046,1
Married,B,D,A,D,89.89211437597785,0
Single,C,A,E,C,103.92280390888553,1
Married,C,A,A,A,139.9898376897745,1
Married,E,A,C,D,29.24187355559118,1
Widowed,E,D,A,B,-182.71407451352272,1
Divorced,A,A,E,C,-169.01619049197691,1
Single,A,A,E,D,6.817921712004221,1
Divorced,E,D,D,E,-71.07324206133097,1
Widowed,A,C,B,D,-107.60947043289326,0
Widowed,C,A,A,C,-115.28058289509806,0
Married,A,C,C,D,172.54675627069213,1
Divorced,E,E,E,A,-46.22060179967515,1
Widowed,C,D,B,C,-112.4494128209438,0
Widowed,C,A,C,A,14.314900485534713,0
Single,A,A,E,C,-182.16818130633942,0
Widowed,C,D,C,D,-27.988671815075044,1
Divorced,A,B,D,E,-53.31734847263691,1
Single,D,D,D,A,124.20759499118282,1
Widowed,D,D,A,D,-68.72683906132909,0
Married,C,B,E,D,104.14399973063999,1
Single,E,E,B,B,72.4330765274676,1
Single,D,B,A,D,-238.85802275431735,0
Single,C,E,B,D,243.3570709426162,1
Widowed,D,B,A,C,10.43765338695177,0
Divorced,E,D,B,C,-9.776692311242199,1
Widowed,B,A,A,D,164.57287198615563,0
Single,E,D,A,D,26.92079936024056,1
Divorced,D,A,D,E,-72.93024970658738,0
Widowed,B,D,B,B,45.78358204460846,0
Married,D,D,E,B,67.79751755211471,1
Widowed,E,E,E,A,-51.49722112835633,0
Single,C,B,A,B,-9.041817051133803,0
Single,A,C,D,D,-106.25817943524791,0
Widowed,A,E,E,E,67.42280795975523,1
Married,A,A,E,B,-67.57403958095945,1
Single,C,D,E,B,18.134235402059527,0
Married,B,C,A,B,-183.98012813941088,0
Divorced,E,A,A,B,-42.9718995564462,1
Married,E,A,E,E,70.04810617707433,1
Single,C,E,C,E,2.2848358029455467,0
Married,A,E,A,B,-118.6915570088592,1
Divorced,D,E,A,A,33.20854648140173,0
Married,B,C,D,A,28.083753672074717,1
Widowed,A,D,D,A,60.83591524304506,1
Widowed,B,D,B,D,45.94662683751159,1
Single,E,B,B,E,12.287019082742408,0
Single,E,E,B,E,7.657073951082191,0
Divorced,E,E,C,B,64.0159462586659,0
Married,C,D,E,E,16.159656929413803,1
Divorced,D,A,A,E,131.63404811977628,1
Married,D,C,D,A,-58.971009150567774,0
Divorced,E,D,C,B,-135.38351077635357,1
Widowed,C,A,E,A,-152.37781824273117,1
Widowed,B,A,E,D,-12.557366242955808,0
Divorced,C,B,C,B,12.351317332544452,1
Divorced,D,C,A,D,36.63077403704324,0
Married,B,D,A,C,100.81229310766271,0
Widowed,E,C,D,B,67.30897990047254,0
Single,B,D,D,C,63.15797722236248,0
Single,A,B,B,B,65.8264334226598,1
Widowed,E,A,C,B,-186.68580652020492,1
Divorced,A,E,E,B,26.453371615783617,1
Single,D,C,B,D,-29.87464989034207,0
Divorced,C,E,C,A,21.69122196393422,0
Widowed,E,B,C,D,-37.42024587263032,1
Widowed,B,B,A,C,-15.566403319281463,0
Divorced,E,B,A,C,-12.470671186889232,0
Single,C,C,D,E,89.02506424847051,0
Married,E,B,A,B,-37.714285692759915,1
Widowed,B,B,D,A,-38.23421368452921,1
Married,A,C,D,D,24.37821052593065,1
Married,B,B,A,B,89.16484598281674,0
Single,B,C,A,B,52.59393703940924,0
Married,A,E,D,E,65.35434242540154,1
Single,A,B,B,C,-82.75961696257245,1
Single,E,E,B,B,-20.369116773073312,0
Widowed,A,C,D,C,-125.17496272267974,1
Widowed,D,E,B,D,32.52073330433708,0
Widowed,D,D,A,E,11.100843136000853,1
Divorced,B,E,E,B,264.89658046863934,0
Married,B,A,A,E,22.801441035241805,1
Single,A,E,D,B,33.54301032818755,0
Single,C,B,A,C,72.11146106929746,1
Widowed,A,D,A,B,-26.189955487012934,0
Widowed,B,E,B,B,-52.918833607884594,1
Widowed,E,E,D,C,-16.424572331048726,1
Single,B,D,E,B,-20.060488121504083,1
Divorced,D,B,C,A,-17.74060927618456,0
Single,A,E,E,A,-10.181106101861058,1
Married,E,E,C,B,41.5588127558336,0
Widowed,D,E,D,A,98.82269478115215,0
Single,E,B,B,C,184.61353361420544,0
Married,A,B,D,C,-6.806683909973434,1
Single,D,C,B,C,-61.68723262923752,1
Single,E,C,B,B,-83.09166335852812,0
Divorced,C,B,A,D,93.70144567450083,1
Widowed,B,C,C,D,76.29354445978943,1
Married,B,B,C,D,26.27262880167036,1
Married,C,C,D,A,-79.45044284204715,0
Widowed,A,B,E,C,-67.81788332809104,1
Divorced,B,B,D,D,104.2770581209072,1
Single,D,A,E,E,141.9227324138826,0
Widowed,D,D,A,D,-5.201679951947163,1
Widowed,D,D,D,A,29.97800345839735,1
Divorced,B,B,A,C,-62.30580280199085,1
Single,A,C,A,C,108.26631317268924,0
Single,A,B,C,C,-231.85577932788414,1
Widowed,D,E,E,E,-152.9927777068541,1
Married,B,C,E,A,21.530471085946704,0
Single,D,D,B,C,-134.30535884622336,0
Married,D,A,A,E,-81.57564329415511,0
Widowed,C,E,B,D,-22.37298000404731,1
Married,A,D,A,B,58.37013899321014,0
Widowed,E,D,B,A,-26.4217375354379,0
Divorced,D,B,B,A,11.439592506681988,0
Divorced,A,B,E,E,124.21093212305377,1
Divorced,E,E,A,D,-75.40690608259412,0
Divorced,D,E,D,C,-64.41177297060321,0
Widowed,C,E,E,E,-32.6647522449231,0
Divorced,C,C,B,B,5.4270567707623085,1
Divorced,C,B,D,C,39.77686982550667,0
Widowed,C,B,B,D,33.54758670724883,0
Married,A,E,A,B,-84.68276090135501,1
Widowed,E,D,A,C,134.32732269248518,1
Married,B,A,B,B,-9.371565813510408,1
Widowed,C,A,E,B,63.12173557509306,1
Widowed,E,B,C,A,64.902400367317,1
Widowed,A,B,E,B,-63.39699000886726,0
Married,D,C,E,C,-44.91355660074541,0
Widowed,A,D,A,B,-41.01359385783967,0
Divorced,E,C,E,E,95.14158400823585,1
Divorced,D,C,B,E,6.238093891819754,1
Married,E,B,A,A,3.4688210981136933,0
Divorced,D,D,A,D,-78.2080168622811,1
Single,B,A,D,B,-47.54556858744108,0
Married,A,D,C,B,199.24536456280498,0
Divorced,B,C,D,B,62.220878038846195,0
Widowed,D,B,E,A,93.43555642237456,0
Single,C,A,A,A,-107.5581972937908,1
Divorced,D,C,D,C,-191.8968796297966,0
Divorced,D,C,D,E,-141.86651653341343,1
Widowed,E,A,D,B,175.4917421578745,0
Widowed,B,D,D,E,41.11296050404493,0
Divorced,A,D,B,A,-167.18771769533805,0
Married,D,B,D,C,-196.9314783865412,1
Single,D,E,B,E,-66.85258147404258,0
Widowed,E,E,B,E,-148.6704153520156,1
Single,E,C,A,B,-153.53915069340079,1
Divorced,C,B,E,C,14.2814225958212,0
Divorced,A,B,C,D,-35.49437158814303,0
Married,B,D,E,A,-110.0008344354546,1
Married,C,D,C,D,-119.13064179423671,1
Divorced,E,A,E,C,-52.894259685421076,0
Widowed,A,A,D,B,47.56302715631306,0
Married,C,C,D,E,-191.170848557151,0
Widowed,D,B,C,C,68.09162089373653,1
Married,B,D,C,A,124.08451222878196,1
Widowed,C,B,B,A,77.95253889582419,1
Married,E,E,C,D,111.42973344239641,0
Widowed,B,A,A,B,66.48086638982346,0
Divorced,B,B,D,E,75.57307408953574,0
Widowed,B,C,E,D,-95.83687204799914,1
Divorced,A,C,D,B,14.378578559240768,1
Widowed,A,D,C,B,-44.89077521780268,0
Widowed,C,B,D,C,115.01759512164669,0
Single,C,D,A,D,-132.46685642976098,0
Divorced,E,E,C,B,74.86901545445228,0
Married,D,E,C,E,119.57680349587325,1
Single,B,D,D,C,-2.5691106828086663,1
Married,B,A,C,D,145.16032317858884,0
Widowed,D,B,E,C,-116.97400352927244,0
Widowed,D,A,B,B,59.75467634605458,0
Single,C,B,A,C,-72.57284256052893,0
Divorced,A,C,D,A,35.43357053110534,0
Widowed,A,D,C,A,-65.85692808556506,0
Widowed,B,D,D,A,-35.955126793560225,0
Single,A,A,B,B,-3.108699587097319,1
Widowed,D,E,B,A,7.66297175537019,1
Divorced,D,A,D,D,-80.63756815020415,1
Single,C,E,B,E,42.630172427751226,0
Married,B,A,C,B,24.12055769804899,1
Widowed,A,B,E,C,-63.63345225613523,0
Divorced,C,A,A,C,-52.27942357134572,0
Divorced,C,E,E,D,-125.89476678343081,0
Widowed,D,A,C,B,-69.86364923058139,0
Married,A,D,E,D,-56.29132610056985,0
Single,B,B,B,D,161.37309224945685,0
Single,E,E,D,C,-35.41997144609285,1
Married,C,D,C,E,60.63747605588253,1
Married,D,C,E,C,66.18686953696206,0
Single,C,A,D,B,-57.3370598935269,1
Married,D,E,D,C,77.38435107607002,0
Single,E,B,C,A,-82.33200724395067,0
Divorced,C,C,B,C,23.676608171052216,1
Widowed,A,A,A,E,118.30420570154591,0
Married,A,B,C,C,63.545201718945385,0
Divorced,D,A,C,B,-118.56153227260475,1
Divorced,D,C,B,E,62.29151277970456,1
Divorced,C,B,A,B,-123.87270900767366,1
Married,B,B,B,D,103.45446704091586,1
Widowed,A,A,C,A,-204.65725198684513,1
Married,B,D,A,E,13.221536790111069,1
Married,E,E,B,C,-30.326777014771817,1
Widowed,C,C,D,D,90.12594047594106,1
Widowed,D,D,D,E,-51.68246177010889,0
Divorced,E,B,E,D,41.68404226933918,1
Widowed,E,D,C,B,-161.46117209389521,1
Widowed,D,A,D,A,-183.76101471065326,1
Married,B,D,A,A,66.39911142110647,1
Single,D,E,C,A,-40.59099346135937,0
Divorced,C,C,E,A,53.06900325949133,1
Married,D,B,C,C,-179.84006110752148,1
Single,E,A,C,E,-4.322146757995428,1
Widowed,E,C,E,C,-101.62722137824917,0
Married,D,C,D,D,-22.513754984921846,0
Divorced,C,D,A,C,-106.34193909731292,0
Divorced,B,A,B,C,48.13407613707061,0
Married,A,D,E,E,-172.95975069922468,1
Divorced,B,E,A,A,114.68895439380968,1
Single,A,C,A,E,6.778825759682,1
Single,E,D,E,D,74.32035085775189,1
Single,C,E,B,C,-194.1656722073409,0
Single,E,C,B,E,2.2438550214196633,1
Married,B,B,E,A,225.30051954666538,0
Single,B,B,A,A,-278.0358974088073,0
Divorced,E,C,D,D,86.16704096060185,1
Married,D,C,A,B,-23.448949666756764,1
Married,E,E,B,A,82.0847436892444,0
Single,E,D,C,B,-40.88091602651714,1
Single,A,B,B,C,114.06264099133678,0
Married,B,B,B,C,190.2696358282084,1
Single,B,C,B,A,-16.80701152402077,1
Married,D,E,B,B,104.97060812098205,0
Divorced,A,A,D,D,151.98870420910882,0
Married,C,A,B,C,29.45134276126689,0
Widowed,C,B,C,C,-81.674042290352,1
Widowed,B,E,E,A,133.7568783634226,0
Married,C,B,C,E,-67.56845477177677,0
Married,D,D,C,D,98.24602419482389,1
Widowed,D,C,A,B,-73.35841931624454,1
Divorced,B,C,A,B,-25.355903386118932,1
Married,D,C,E,C,85.83631262492024,0
Widowed,B,B,B,C,68.22236795177903,0
Single,E,D,A,E,29.241323480779553,0
Married,C,C,E,C,-67.76455288572066,1
Single,E,E,A,D,42.40144630169951,0
Divorced,C,C,B,E,29.802375921653635,0
Divorced,A,D,A,C,24.03556540158723,1
Single,D,A,A,B,-170.76610439285088,1
Married,B,A,D,A,130.23681379345652,1
Married,D,C,E,D,-5.268145813425891,0
Married,A,C,E,E,113.86698503320703,1
Married,E,E,E,E,126.6037935430384,0
Widowed,D,A,E,C,-165.0814566439336,1
Married,E,C,D,C,-87.40729197778487,0
Married,E,C,C,E,-51.05404894374882,1
Single,D,E,E,E,102.39498060565946,1
Divorced,E,E,A,E,100.85876218892274,0
Single,A,B,D,A,27.403684478811325,0
Divorced,D,B,D,D,267.966907103537,1
Divorced,D,D,C,E,12.828936548421227,0
Single,D,B,A,C,62.36960832356537,0
Divorced,D,C,D,B,-142.14050803502872,0
Widowed,C,C,E,E,90.9071089397041,1
Married,D,B,C,E,-30.524721515422716,0
Widowed,C,D,D,B,25.08891090021097,0
Widowed,A,E,D,D,-64.53530528652144,1
Single,D,E,B,C,-38.159845527097566,1
Widowed,C,D,A,A,-80.07876989229771,0
Married,B,E,D,B,-17.96834192179032,0
Single,C,A,A,E,-207.76820033039058,0
Married,B,A,E,B,82.60657379279624,0
Widowed,A,B,D,E,33.47802203267941,0
Widowed,C,D,C,B,53.33037013631985,0
Married,A,D,D,A,-66.16717893847277,1
Married,A,E,D,C,13.466689298842013,1
Widowed,A,D,C,D,155.80216750940224,1
Married,D,E,B,A,187.92336197840945,0
Single,D,C,C,A,117.02351217375985,0
Widowed,A,C,B,A,73.12293776608345,1
Married,C,E,E,D,65.26439445005214,0
Married,C,A,C,D,19.955759852470468,1
Divorced,D,B,E,A,160.69352849150567,0
Married,E,B,A,A,32.03283226317021,1
Married,E,D,A,B,1.256514668521963,0
Divorced,D,C,B,A,-117.72553274389938,1
Divorced,D,D,B,A,43.97014599317692,0
Single,D,B,D,D,-137.53606277037352,0
Widowed,A,C,B,E,139.80401879838325,0
Divorced,C,D,D,C,0.08555791786098653,1
Divorced,D,E,B,D,-30.41617021177511,0
Divorced,A,B,D,D,-44.16999547528882,0
Widowed,D,C,D,D,-53.79150841863969,0
Single,E,B,D,A,-30.11502838276541,1
Single,A,B,E,C,19.798394743445577,0
Married,B,B,D,D,31.590670667802446,1
Widowed,C,D,D,B,-66.30379152448775,1
Divorced,A,D,A,B,38.532746085966956,1
Widowed,C,C,A,B,-182.27539310073718,0
Widowed,D,A,E,B,63.721975509516184,0
Single,A,C,E,B,-170.13650858268642,1
Married,C,C,D,C,150.84805056580453,0
Married,D,C,E,B,216.2954898924236,0
Single,C,C,C,C,-92.52547329886524,0
Widowed,D,E,E,A,-66.42560851234795,1
Divorced,C,C,E,A,94.23352051134745,0
Divorced,D,A,D,C,50.72032772074607,0
Single,D,D,A,C,83.13585963476714,1
Married,C,B,E,A,-23.154678077752035,1
Single,A,E,C,A,-14.29454585986156,1
Single,C,E,D,D,287.49077274519703,1
Widowed,D,C,C,A,-89.27682649332799,0
Single,C,B,A,A,54.08714916817622,1
Married,C,C,C,C,124.98009645540897,0
Single,E,D,C,C,34.34752350852242,1
Married,E,A,C,C,32.531705007428855,1
Married,E,A,E,A,-6.7194969557934385,0
Married,B,C,C,B,275.5605766184861,1
Single,A,D,E,D,-135.07417572685435,0
Single,B,D,E,C,228.94390018028236,0
Widowed,C,C,E,A,-123.84750893805226,0
Divorced,E,D,C,E,42.807826877318625,0
Single,C,D,C,C,23.132783054962847,0
Divorced,D,D,A,C,-20.49102158482089,0
Single,E,D,A,A,23.52479316161964,1
Married,E,B,A,E,-136.5157909804337,1
Divorced,C,C,C,E,-34.87892020339662,0
Married,D,D,D,D,136.17254831505747,0
Married,C,B,A,E,-105.29998278146704,0
Widowed,B,A,A,A,-0.4150025368337561,0
Divorced,D,C,B,E,52.26019799694201,0
Single,A,E,A,D,-189.82392723224103,0
Divorced,B,C,C,A,-100.87847475437466,0
Divorced,E,A,D,E,-20.241760549826537,1
Single,E,E,D,A,-43.882209494831386,0
Married,E,B,C,A,70.48741241676495,0
Married,B,C,A,B,0.3757328015165057,1
Divorced,E,A,A,C,168.33411616047073,0
Divorced,A,C,C,E,-9.741271879090498,1
Widowed,A,B,E,C,-24.713732861651653,0
Widowed,E,C,C,B,151.1863565651589,0
Single,A,C,E,C,-59.544235422750006,0
Single,A,E,E,D,-80.52671864509837,1
Divorced,D,E,B,E,-33.69613338767844,1
Divorced,C,A,D,A,-54.86549395581177,1
Divorced,B,A,D,C,-70.14080770025919,0
Widowed,C,D,E,E,182.9998728245381,0
Single,C,E,C,A,8.083120182515193,1
Married,D,D,D,B,130.68794888474136,1
Married,E,C,C,E,-110.72552508736177,0
Married,E,E,B,E,-15.13883848351972,0
Married,B,E,A,D,0.9184807474874395,1
Divorced,C,C,A,A,-21.35815773711937,1
Divorced,E,E,D,E,90.39959567196271,0
Married,E,A,C,A,90.39718213010987,1
Single,E,B,B,D,5.086977850287462,1
Single,D,D,A,A,119.03157068164474,1
Married,C,D,A,B,-30.352455739846,0
Divorced,A,A,B,E,-127.78915761813023,1
Widowed,B,B,B,E,105.23780647310149,1
Widowed,A,A,E,A,69.55434057202501,1
Widowed,B,E,B,A,-115.40904027929162,0
Married,D,A,C,E,-100.19164513830148,0
Divorced,E,C,A,C,81.75395686641642,0
Widowed,D,A,A,D,96.31440170971366,0
Married,A,C,D,D,94.07348289362652,0
Single,A,A,E,A,-77.08049750971423,1
Single,B,D,A,C,-186.05493663529998,1
Divorced,A,A,B,E,-53.236562577952306,1
Single,E,C,D,C,263.5517247814261,1
Widowed,A,A,B,E,-25.435600180663943,1
Single,C,C,D,C,31.684164010580872,1
Married,C,A,C,A,101.16906176250049,0
Divorced,C,D,C,A,-15.214803716913142,0
Divorced,C,C,C,C,-79.19939794474345,0
Married,C,A,C,D,-95.29179594343185,1
Divorced,C,C,B,D,-123.50510662565573,1
Married,C,E,A,C,-153.2769587159913,0
Single,B,E,E,A,-67.86201539022618,1
Widowed,C,B,A,A,77.33877328244513,0
Divorced,E,B,B,B,158.58261473661506,1
Married,E,E,D,D,8.079852283932015,0
Single,B,E,C,D,39.88801535270673,1
Single,B,A,C,A,-7.939634242742747,0
Divorced,E,D,A,B,-57.53223343667385,0
Divorced,D,A,D,A,-60.26751971595017,0
Divorced,B,A,D,E,-43.40782480586413,1
Widowed,B,A,E,A,-139.84488221276143,0
Married,C,A,B,A,4.266383963278974,1
Divorced,C,A,D,D,7.8119963030356505,1
Widowed,E,B,E,B,75.67344823281724,1
Divorced,B,B,D,E,-74.93334850955397,0
Married,D,B,B,A,-33.70618320926738,0
Single,B,C,D,E,26.717203466250112,0
Married,B,A,B,E,-82.39814167354704,1
Married,B,E,D,C,96.5465715590654,0
Divorced,C,A,B,B,-46.465875285891514,0
Divorced,C,A,A,B,-6.36943396653278,0
Married,E,B,C,E,-38.1518503108726,0
Single,E,B,B,E,5.982017498902743,0
Married,C,C,C,B,15.994302725454506,0
Divorced,A,A,D,A,33.23633472077192,0
Widowed,A,C,C,C,162.1856890299458,0
Widowed,D,B,D,A,92.23783636399473,0
Divorced,A,D,D,A,5.248720432032023,1
Married,C,D,E,E,-246.99386374078406,0
Divorced,B,A,E,D,69.51831760707782,1
Single,C,B,E,E,-26.750123883425026,0
Divorced,E,E,D,A,-58.63742514724725,0
Single,C,A,D,A,-10.136972489435538,0
Widowed,A,E,B,E,-50.50424299140466,0
Divorced,A,B,A,A,-44.27596432022856,1
Divorced,D,B,B,C,-152.67623235218147,1
Single,C,B,D,C,-61.99528182674191,1
Single,C,D,A,A,29.367841441785313,0
Divorced,E,C,B,D,-9.668428870197403,0
Married,E,A,B,B,-94.69589261285864,0
Single,C,B,A,D,67.1943285928321,1
Widowed,D,B,B,B,163.66875108081967,1
Married,C,D,A,B,-9.437445315062819,1
Single,D,E,B,B,79.18271016147749,0
Widowed,B,D,A,D,20.765642520210644,1
Married,A,E,B,A,5.712531859787598,0
Married,C,C,C,E,-51.37436715612142,0
Married,E,E,A,C,-26.505268354391504,1
Widowed,B,E,E,E,-42.30157990114249,1
Married,D,B,C,C,129.76745038248038,0
Married,C,B,A,C,-8.430448373314556,1
Widowed,D,E,E,D,65.3550984944293,1
Widowed,E,E,B,D,-141.16829096906588,1
Widowed,C,B,E,E,-27.864358388401367,0
Widowed,B,E,E,D,111.71075464310655,1
Married,A,A,B,D,-12.368848234238827,0
Widowed,A,D,C,B,-39.969028554652134,1
Married,A,D,B,B,141.50606546898413,1
Divorced,A,E,A,B,136.04229223252716,0
Single,C,D,C,E,-94.77674731703245,1
Married,B,E,C,B,-95.17517616895373,1
Divorced,B,D,C,B,-7.131492795666226,1
Married,C,A,E,A,-191.5015229146466,0
Married,E,C,C,A,77.53110181564877,1
Single,A,D,D,B,-4.527871879041629,0
Married,D,A,D,B,-103.52910507554695,0
Single,C,A,B,B,23.12352446898721,1
Single,E,A,A,A,-144.97297298437599,0
Single,E,B,D,A,13.543512715087125,0
Divorced,C,D,B,E,85.62390865450762,0
Divorced,E,A,A,B,-92.7204276410633,0
Single,B,E,D,D,111.17739807400974,0
Married,D,D,E,D,181.68130315289034,0
Single,A,C,C,A,-192.14331126039332,1
Widowed,A,C,C,D,135.0501712962381,0
Single,C,A,E,E,64.64536438559223,0
Divorced,C,D,E,B,-99.71839325689673,0
Married,C,A,C,E,-27.610323560066437,1
Widowed,A,D,E,D,4.505579065680513,0
Married,C,D,B,A,-94.02427942160134,1
Married,E,D,A,C,-53.49344358227567,1
Single,B,B,B,A,160.5183197784384,1
Widowed,C,D,B,E,-1.2485766548568729,0
Widowed,D,C,A,C,-127.73863943272642,1
Married,D,B,E,E,-83.20143231777939,1
Single,B,D,D,C,-159.47967785623752,0
Divorced,A,C,B,D,76.25691247132661,1
Divorced,D,A,E,E,5.738443989539489,1
Single,D,E,C,E,76.75151270684391,1
Divorced,C,B,A,C,77.18584613186309,1
Married,B,D,B,A,-15.091660360451925,0
Married,A,C,E,A,10.61766343889724,0
Married,C,E,D,E,22.209143719827633,1
Widowed,D,E,D,E,-103.05629748018006,0
Married,D,A,E,A,13.552079570009626,1
Single,C,E,E,A,-48.353529960677335,0
Married,A,D,E,D,88.50973113449602,1
Widowed,E,D,B,E,45.99841624000403,1
Widowed,B,E,A,C,112.97911573551256,0
Married,D,C,D,E,55.33704139014364,0
Widowed,A,A,D,B,102.50374474316197,1
Widowed,B,A,C,B,69.59035884873488,0
Single,A,A,A,B,1.8210923906999923,0
Divorced,E,E,E,D,184.89814880477567,1
Widowed,E,B,E,A,51.750234876819334,1
Married,B,D,C,B,37.804680871831636,1
Divorced,B,C,E,C,210.18280700743958,1
Married,D,D,A,E,26.161441647204498,0
Divorced,D,C,B,E,94.53976419880247,1
Married,B,C,E,B,-181.06222291319557,0
Divorced,D,E,E,C,-38.096919589366614,1
Married,A,B,E,A,-17.951988759783248,1
Married,C,E,B,E,78.52609335622103,0
Divorced,E,B,D,D,-121.1214849548496,1
Single,C,B,D,B,-67.1299252319759,1
Widowed,B,C,E,C,-31.223971786094484,0
Divorced,E,C,A,E,-36.38180844816189,1
Single,A,C,D,E,151.14269325786026,0
Single,D,A,D,E,28.09852889084502,1
Single,A,C,D,B,-209.2778068990016,1
Widowed,B,D,E,B,-75.305987730348,0
Married,B,E,C,A,42.223154828144494,0
Divorced,B,E,C,A,-103.29897367549256,0
Married,D,A,B,C,-42.29222469347027,1
Single,A,B,E,E,-128.85055053849706,1
Divorced,D,B,D,E,87.92469656354156,1
Divorced,C,B,A,C,21.183119089399664,1
Divorced,E,E,C,B,56.727471387171526,1
Single,A,C,D,E,20.029181014608344,0
Divorced,E,A,B,A,-15.421957504890086,0
Widowed,A,E,D,D,119.9908809457805,0
Divorced,E,D,B,B,152.5865905356863,1
Married,E,B,E,D,222.8528570050611,1
Divorced,B,B,E,C,26.36547735315543,1
Divorced,C,A,B,A,34.78252031324299,1
Widowed,A,A,E,B,-105.85554398677814,0
Divorced,C,E,A,A,-49.97243778371281,0
Married,E,C,C,E,15.64977656175423,0
Single,A,E,C,E,21.8272280975588,0
Widowed,C,C,A,D,-5.463792409785956,1
Married,D,B,A,C,185.87607874454133,1
Single,A,E,A,D,-69.49181492996449,0
Single,C,A,A,D,135.64127312979997,0
Divorced,E,D,B,B,76.72918917057406,0
Single,D,C,E,A,90.2346999514766,1
Widowed,D,D,A,C,-54.750915670228984,1
Divorced,D,A,A,C,61.54848719172447,0
Married,A,E,C,C,124.0009455258266,0
Divorced,E,D,E,D,58.40644509430981,1
Single,A,A,C,C,-8.176361403656873,0
Divorced,A,B,B,D,-2.0087394017437465,1
Single,C,A,D,D,-13.152511660007137,0
Widowed,A,D,B,B,-10.471255241138094,1
Single,B,E,A,A,-23.385476298799972,0
Divorced,A,A,C,B,-196.9822190244881,0
Single,E,E,A,B,-20.580642949228604,0
Widowed,C,B,A,B,-114.57369277497394,1
Single,A,D,C,D,-92.83290442815233,1
Single,C,C,B,D,-1.418686335114519,0
Married,E,A,B,C,-1.3949823814293443,1
Divorced,A,D,B,E,-40.17591363869182,1
Divorced,A,C,E,E,-37.94211317955604,1
Divorced,C,B,C,E,176.67117115933453,0
Divorced,E,E,C,A,43.12757042623293,0
Single,E,C,C,D,-55.719084447885756,1
Single,D,B,A,D,323.3494874065977,1
Married,D,D,D,A,-146.6187092587434,0
Married,A,C,A,B,42.565386322543674,0
Divorced,C,A,D,B,0.6275120046572582,0
Single,A,E,A,C,-22.238055104908852,0
Widowed,E,A,E,D,57.79932098497537,1
Divorced,A,C,D,D,63.99717387857827,1
Widowed,C,B,A,A,-39.58490091709126,0
Married,E,C,B,C,-61.450997397939965,0
Divorced,D,E,A,B,136.99483720601302,0
Married,A,C,C,C,-72.6656398950651,1
Married,C,A,A,C,184.62762490194316,1
Widowed,A,E,C,B,-62.21098498492024,1
