veteran,Age,ethnicity,feature_0,feature_1,feature_2,feature_3,feature_4,target
Yes,50,Hispanic,111.69747349506056,72.0574903772533,63.19453845477432,30.447608819692327,-32.51934997349591,1
No,46,Black,44.46499005324512,-12.343942965472914,-14.531758456836153,44.484877946293686,132.10268491239222,1
Veteran,39,African American,-26.955966799858384,25.037384612184837,-104.68800154666215,53.81319890961319,-26.262667185242833,1
Yes,38,Other,98.80053604909862,250.1343632457502,-7.031619767873394,17.46560609643211,-2.1174474545531496,1
Veteran,66,Black,91.14083199073619,-126.52313589229614,-46.127803945160096,55.52917413788432,226.56721095221576,1
Yes,53,Asian,-58.962350690415875,154.69723727395774,149.61107875476318,-153.25462756187295,47.005600532342214,1
Veteran,56,Other,-89.95588507664482,-208.3305372124659,-90.06363420205199,-120.69191693276564,-112.7744184490606,0
No,58,Other,18.848660828192397,74.1941765943436,114.83792967643409,8.258813241080068,-55.97857061706637,0
Non-Veteran,56,Other,-241.2518703193703,5.7939345834041776,-22.243109629091613,-14.361745705098484,-259.1966280110476,0
No,22,African American,-33.702035161579126,-58.01283289718896,-107.8343469032887,38.118506153868864,-56.49952260292535,1
Yes,45,Asian,44.927743462875064,139.65426188288131,2.2750344203506687,97.09663736688897,172.83388602380936,1
No,50,Hispanic,142.1699675378063,-84.74183792791298,153.05169212744877,56.74076450007891,-54.65192968691893,0
Veteran,50,Black,169.4637473397581,61.3445614533088,-101.89249221722201,-40.244507465804006,-76.94653654039371,0
Non-Veteran,49,Other,116.98321567697727,-50.22105169326092,-109.61017912915023,55.19925777263942,-5.0495017610185995,1
No,62,African American,86.15511769825265,12.175025509085396,-38.20620940179703,35.717962162615386,122.39679648982191,0
No,71,Black,78.36256515927401,104.02809516233746,-7.0423583974424595,-114.04064351113475,118.04604387706263,0
Veteran,58,Hispanic,66.46725261531222,53.03297372194433,-116.75102086672314,-94.91838720186074,26.51612977101736,1
Non-Veteran,57,Hispanic,163.6676651629074,64.51306390919247,3.567922851681776,54.44096539343117,-81.51452167122741,0
Non-Veteran,47,Asian,178.79974206166062,18.180248384406863,-26.53831978119183,-150.24079430093119,-65.6023112547513,0
Yes,54,White,16.93539926042937,99.09002179205687,-35.2907339904319,81.18293016710501,-30.657384852916636,0
No,48,African American,77.06058071141682,8.818828162072654,36.834690286815906,-155.17496163719156,-132.62062459260017,1
Veteran,20,White,-246.11945234188332,-58.19135656734788,2.4444211552359696,-65.36601281092533,-47.71525296499212,0
Non-Veteran,37,Asian,82.59774519914895,-185.97585478379915,-67.94444680875252,-9.915398306360675,-0.7648099657095241,1
Yes,76,Black,-25.768835201670313,-97.76916626041508,107.79469931564016,-228.72423198561938,-25.833001824693113,0
No,74,Other,-7.566955341319637,1.9736615699573496,112.44485987610784,-16.440701066226524,-168.23037500192234,0
Veteran,20,Asian,-137.9755608348794,-13.157941282979612,-167.82351837012646,-48.92644942258181,0.9547899788022769,1
Yes,26,Hispanic,-39.13046779579527,51.53696673020403,64.44762514182283,13.270058920796002,178.41477927484536,1
Yes,74,Black,-119.98633043245898,-149.63427906056194,-153.2024493283029,23.482206680912764,52.24292099687994,1
Non-Veteran,64,Hispanic,155.82259753393902,-2.5052730296989187,-63.5858656156928,-113.14097035911172,31.63458086328161,1
Non-Veteran,29,Asian,88.86798689802379,54.47373387374677,-244.06821764554513,26.045642335590614,41.416962457580695,0
Non-Veteran,68,African American,65.01477428296333,56.600016317752264,-38.36195808494331,43.18994959248964,136.5639720837443,0
Yes,35,White,33.107332636065756,62.710680770307434,75.55959032792819,132.60378230634737,-128.12030067811293,0
Veteran,50,Hispanic,150.87993235211496,122.19224288709489,-78.26347787389363,68.69484136461055,-41.42962682760106,0
No,48,Asian,-61.37308909351537,-0.13144738276421422,-40.977015763452854,57.84528198683875,104.24387688868077,0
Veteran,30,Hispanic,117.80335396670571,-41.19188087686354,-0.3526089132776264,156.84751770711944,188.9319660696484,0
Non-Veteran,61,Asian,22.72725641865052,-50.31198222210044,-1.8556247680056457,122.78569790983214,-242.18497710876213,0
Non-Veteran,79,White,158.8901105324987,24.656645027029352,-116.33576706580277,-90.61963059182762,-81.4385196603034,0
Non-Veteran,56,White,-41.83365858907786,-103.30152681607197,44.70281271723708,55.43760066361264,-0.31845053016577657,0
Yes,56,Asian,33.014329097320086,-132.2526087064639,-80.11913782024946,-23.769748517483546,125.8706816260009,0
No,50,Asian,-63.36983516953008,106.665557085707,-65.92000109273565,-24.339656751548763,160.4887037191245,1
Non-Veteran,49,White,-55.29135300718645,65.85353000780808,9.799964013328886,200.5889871784679,46.61528331722319,1
Veteran,72,Black,-119.873497730965,-71.93079552426734,95.17998157507436,-35.671736945752706,36.770808583560246,1
No,57,Other,49.576716040413935,114.54409105788015,-102.65642283694906,-55.15174793634373,45.339555757376914,0
Non-Veteran,28,Black,-30.69136191689964,-20.71573907862742,66.66151578173718,94.40194785215394,-212.72609946118433,0
Non-Veteran,33,White,-3.6625071800865086,29.371083186670894,103.16684766608229,-29.63624077163749,-73.87145931853333,1
No,18,White,-124.13078588724198,120.80264942975114,-136.9333257738206,-133.75002609959088,-121.38951231769428,1
Yes,78,Asian,-39.95050831170206,-147.3006492985819,23.60177530472137,38.64412956373967,174.5807415063748,0
Veteran,43,Other,22.358290927861702,-218.62641953469875,62.07278219488316,-123.52193795350009,48.8226143005902,1
Yes,32,Other,-145.7808378678344,-67.80318073248426,-95.09487508561433,5.734602513004693,136.3203175939192,0
No,47,White,-101.27330861533639,-21.141161350988217,-22.100398963693742,-15.274451025507743,256.1198313722083,0
Yes,60,White,-5.004093738244778,-46.664585386029856,106.43230587560824,-44.040475120819764,48.32148100961089,0
Veteran,39,Black,-74.34665372083175,26.642604406538474,-13.38607606512163,130.48683075537429,-129.80691371677946,1
Veteran,43,Other,-128.61513314855924,299.18764398841216,98.1991290481268,-210.27812769672866,-8.082611940743202,1
Non-Veteran,58,Black,74.40243036432288,-82.90903454653626,-6.2699293479136955,8.018705498780207,-3.5826470265865407,1
Yes,20,Other,170.52515496024407,125.67215698541176,-51.63344130028459,29.072992559555082,-34.70025647334153,0
Yes,28,White,-332.8469020004254,69.06126256532659,131.40226548853374,24.175375446466532,61.80687123750537,0
No,45,Hispanic,-53.54620761989026,165.01830947758378,99.63598520418087,93.1697561399335,195.20575001225265,0
Veteran,30,Asian,-133.65982203573157,1.411232460576671,-146.45763419970822,-38.593026396358304,71.71490806304239,0
Non-Veteran,19,Asian,133.6971439856443,-116.29138263587184,-56.0943403141353,-114.24238759875651,131.82383142232624,1
No,43,Asian,-72.29249103796691,-117.5124838849797,-39.06489862098762,145.70912733412464,-56.42157578208049,1
Veteran,35,African American,165.05135450881886,-46.27185570954164,72.38928819372748,-85.00493425852761,-80.53530389382414,0
Yes,74,Black,-34.60930987989349,-108.46537084317592,-63.3819732641818,20.322095782225645,-204.49363884322986,1
No,27,Hispanic,103.9273558070048,-28.352149087813842,-74.60468381916746,-160.18539604599044,-86.49778394955082,0
Non-Veteran,66,Asian,179.07349241672273,8.132644040552474,-51.11567315392236,-203.1506856608294,206.50678264073287,1
Yes,37,African American,-119.05908189659196,-0.08688828668689255,-25.224021304346817,-109.88187300972501,-7.431192811635164,0
Veteran,63,White,-76.34469507686168,82.78111761215008,104.6600329094568,-87.33523832383271,-106.68234109127744,1
Non-Veteran,55,Black,5.296515079996641,-55.140706145136996,295.43108143517327,19.25505538397304,19.8063102019414,0
Veteran,42,Asian,10.28525563539318,-136.6621942861212,121.1328602054553,17.28079017389089,146.61516579713208,0
No,38,Other,167.1776449366589,131.17994483006908,121.91225099616653,-54.84301071612063,-5.745836717054644,1
No,46,White,-30.322952927149103,38.97056694475813,-4.592243748406751,1.4308704948950564,56.747349366254355,1
Yes,79,Other,163.18029948129882,38.74565686680317,-14.329886123309688,-98.19221441071025,83.0765037011869,0
Veteran,37,Hispanic,29.85942639321622,-18.88171222330731,59.955929812751585,-76.25545587035185,-19.60143224787521,0
Non-Veteran,35,Asian,29.386341256693427,-20.409715882090023,-34.571743301260426,243.90604832443273,-62.58590538316157,0
Non-Veteran,71,Other,-89.70649748988966,117.53691056021431,-79.53083774863003,-60.00883474449332,-94.95438779758746,0
No,66,Hispanic,-64.43583888525843,-44.435537172037925,-19.648176008931834,0.0063508403398450574,-219.00423783270546,0
Veteran,77,Hispanic,56.94695992916178,-70.26830738323643,116.28761718213471,-136.46924758058688,10.891624679429503,0
Non-Veteran,24,White,-107.6778513248037,-15.565952010220178,48.864269644056726,22.848696508305473,93.17587860760219,0
Veteran,22,African American,16.859873961344935,-68.50886538735902,119.5777708616996,-49.21168954809213,90.82662513707287,0
Non-Veteran,43,White,-42.19049567828359,153.32711512457198,-108.6443315458868,87.00778068888016,-3.6825816392071187,0
Yes,60,Hispanic,30.69883635246763,21.151779034328573,-0.47565305465168317,187.31511752173765,125.78369525996823,1
No,73,African American,76.82693494519131,-33.718090297418186,-35.224736740831275,6.916022484352317,-46.6667730533224,0
Yes,22,Asian,0.2910732612093263,-40.22083071084248,76.55734873972739,-133.05926533837743,66.36640263566174,0
Non-Veteran,74,Other,-195.60366273864489,-56.60719776698766,-152.39958742527057,-43.70581331776641,-24.401032757458776,1
Yes,29,Hispanic,-113.83990401154453,-87.70796146612602,-40.407313264557295,-177.8040893803871,-40.541083216238775,1
No,45,African American,-113.37760488597463,-16.131737049791802,207.0946192230749,65.4577238942046,-28.676153698232774,1
Yes,72,African American,-96.8651054455037,26.170358748829575,64.36956229896977,-87.77970148112747,77.6833910756406,1
No,65,Black,15.865512867942325,135.1954522348312,149.27672359506124,-104.93222816323265,43.54922815522743,1
Yes,78,White,37.16811041864562,-75.63053313841004,-113.03812483669505,-156.66012569421954,-78.67563650950817,0
Non-Veteran,77,White,98.36256448730813,42.08064512728921,74.73291996656167,-9.410928579287456,32.36636834384782,1
No,72,Hispanic,-3.964892472086868,127.4687915663188,11.682101902275571,154.31915923888647,90.99905964620444,1
Non-Veteran,62,Hispanic,70.94195503967232,82.7521078413448,-19.966121279364053,88.66117608898418,-24.157393355278366,0
Veteran,73,Black,-55.905097447423046,22.496860529663913,37.09948637697831,-158.66741314067022,-80.71992217242145,0
Yes,55,White,12.841735093303985,90.09088843138038,-135.17267862183803,-5.31653082527731,-81.02191969160656,1
Non-Veteran,29,White,45.85498371823033,26.161220520415483,9.804801870439524,-12.147533375641594,-154.78062172174424,0
Non-Veteran,33,Other,-59.65269268153583,-48.6126272687574,59.47611138120068,24.19606953449847,-37.0710426254736,0
Veteran,65,White,-17.984995599783137,118.68371077918508,-45.33504882737843,60.26944603300459,77.18461058380426,1
Non-Veteran,71,Asian,17.67853782707168,37.68165795045613,-4.100020503478222,133.97783688350762,59.658572910259124,1
No,43,Asian,-172.25697058947205,-183.64328103829953,-33.98005271839358,-1.3870233390768216,135.09216300844344,1
Veteran,27,Other,140.7525790445671,-19.20976171087609,-86.73895245996933,10.721702222944952,77.05200658883524,0
Yes,62,White,9.70200144173268,34.50940409364291,-276.94895790077226,78.5500325320726,-0.5784332558623906,0
No,58,Other,15.135603586622103,-154.23625266136554,84.6818268811495,-4.583794066132576,-95.69128074683469,0
Non-Veteran,27,Other,83.72491881810691,52.94354947103782,10.278600683267964,-136.01735408055404,82.12464442326699,1
Veteran,51,Other,26.44054933224859,-131.46246272395746,-173.31265258774084,-13.436679285931937,97.00960822717826,1
Non-Veteran,59,Black,-157.73688655844396,-56.276348731427504,32.205377098594425,5.110491389103816,-128.8743697783658,1
Yes,57,Other,-80.36076108161929,180.619889624621,56.851820831837806,-137.00318135049008,48.46013573923707,0
Non-Veteran,19,Hispanic,-37.030307370079655,-55.34313816617917,8.15149072006843,26.36793467848671,-35.03744220608879,0
Non-Veteran,69,African American,121.71894075403536,-85.91331156618747,43.432111898032105,48.683435848796584,0.617467667428885,1
Veteran,73,Other,176.75419825329132,210.44726970244855,55.63519985041429,-273.56064277958774,-43.51627550605146,1
No,36,Black,72.05811893096438,87.4891858739912,-74.15553491622092,64.33612550244445,-76.00471174496658,0
Veteran,61,Black,101.96563345953737,16.79076210820734,68.01867954684036,-103.90549937755505,-37.61003422408122,1
Non-Veteran,41,Asian,-7.557188698844372,-54.98114004321174,25.19446285730162,-34.30072733926058,87.0233804906552,0
No,37,Asian,70.40033596297324,80.41459117771281,-47.5527492134868,-66.90376143263495,-205.08483889598793,1
Veteran,71,Asian,-121.90348013453671,179.4271864521985,95.33629540520808,-34.098448767155595,-214.408693230253,0
Non-Veteran,58,Other,-2.969299946289295,165.74880976931254,243.65853873198841,203.39269564157215,-54.354449507879046,1
Yes,61,Hispanic,-165.6641127967087,-55.468460789483565,93.11768044941331,81.85578930810887,3.882566439600633,1
Non-Veteran,24,African American,-140.3643145266173,7.581277803766608,100.59103729390597,120.23771533893111,-82.7212528372317,0
Veteran,66,Other,-79.3146372144654,-26.460966525469544,295.54245561016586,24.451419065630088,-11.568262930594457,0
Veteran,69,Hispanic,64.33420118517915,122.82889616731643,135.59520346076496,23.133846451944972,-214.8561255626611,1
Non-Veteran,39,Black,146.62630019399023,17.229486437216224,-211.48340318694915,-139.16648292848905,107.21504814768763,0
Veteran,71,Asian,2.743878411360976,-13.35183082115555,-102.16531040975103,-146.6723537255062,-94.60304145864225,1
Non-Veteran,51,Asian,3.9265856466551132,18.05652731391904,109.93042820117249,110.96335945725238,-108.26107438908679,0
Non-Veteran,28,Hispanic,-161.46940397183224,-100.20928091429184,-85.86454096942936,24.004008551408585,100.31762366489099,1
Veteran,27,Other,64.05521906398435,74.62626800461871,-233.8641536277585,-6.908229596635857,21.651723681556735,0
Yes,38,Asian,-75.36031251657317,118.5091841420129,94.08331688492673,150.39031675415328,-138.0745596225153,0
No,70,Asian,-68.44112088290821,17.36124037563706,99.97864932041914,-53.63729085488593,-101.22678405662604,1
Yes,57,Other,15.608849077438865,-190.898294845925,9.171166886363695,-133.24329461705432,143.95755560618696,1
No,40,African American,-75.39708586667865,-29.054213295987015,39.42090425777534,-138.87482498441335,-126.53649091968818,0
Yes,59,White,97.0687219937841,58.08656759461247,-64.53037351427146,36.57473294124026,209.94322090112072,0
No,43,Black,35.27423345113374,28.661877094272104,-130.2774859554273,107.68685302761457,-102.23592514691117,0
Veteran,46,Asian,-179.21513162200736,93.3811991726116,146.47391274440847,77.98352280536453,-124.30014580388473,0
Veteran,23,African American,-235.34826547088502,42.20592792830449,31.953482854450847,-63.16579027237027,-67.57260718358025,1
Veteran,35,Asian,45.31304379592534,-102.84067751504591,77.6829583997295,-126.68504654345183,-21.871964199855405,1
Yes,58,Other,3.5013399093663513,184.0650526314404,116.68855811036825,-202.48330780551322,35.304580864285185,0
No,20,African American,-71.4080346236897,-14.65510748389501,-47.279442722828236,14.637181152341808,125.08798509796708,0
Non-Veteran,27,African American,-126.69397896019095,92.31752456896182,128.70670076274567,-50.94758994193879,51.92116505626561,1
No,32,Black,-60.586484070098265,-147.94778030050878,103.05801676493031,107.54572255233946,8.699782611620677,0
Veteran,57,Hispanic,58.518729716478745,162.97858548448255,7.169407107864184,20.762422947074104,41.26440828668297,1
No,58,Hispanic,-50.86834446964226,-0.947202156194231,-5.9543185781256085,-92.25660911299497,127.57489674640942,0
No,35,Black,22.752025635510652,81.59387429678976,119.24391130002685,-16.19772136810692,-38.46641531634766,1
Veteran,79,African American,-118.61914516754221,35.09662637788426,85.01681492465346,15.224093768340067,48.172052799320866,0
No,68,Hispanic,108.31728306034498,139.43835967380974,60.19747436951588,27.007639011496938,36.98201256516819,1
Yes,60,African American,-49.81642975806057,56.31170914156678,-80.06367878592596,92.82938042192997,-28.309280634586553,1
Yes,38,White,25.83185223710495,22.326209183648928,-69.37176588958458,73.52968071121235,28.601103209070804,0
Yes,45,Black,-64.11004503129834,-5.885675432011694,80.41148583808342,-81.73643325033252,-49.15623372910296,0
No,54,Asian,-133.14698158551866,108.60893497640178,-174.9845047401056,53.05238600402019,1.9294863798630042,1
Veteran,50,African American,-166.85984855537635,71.53114945124685,15.427952448737777,-76.75812197737044,-154.61917164972115,1
Veteran,75,Asian,-0.7705456944422885,27.657384107260462,-230.1803457771396,-32.762353960101194,115.03634455868679,1
Veteran,42,Hispanic,-159.96500681820712,-99.81792981750763,-76.51519598858313,-38.73175964927112,-49.74486550654941,0
No,20,Hispanic,-82.4844071741517,-56.459487825200426,-85.88733156011115,-96.81496420333977,0.7448233231731337,0
Veteran,34,Other,-155.91110236627773,59.60751482830919,-123.28917776997845,25.00190097956313,34.978963707776884,0
Non-Veteran,58,White,79.52592460670097,4.957718789324408,-25.047167835241783,-80.30178321622012,-106.06029080049507,0
Veteran,74,White,-122.96518202663522,-242.86368528119965,104.33080646812935,-7.206231405503731,155.5871865131007,1
Yes,66,Asian,11.34400818838192,185.04351869628525,-58.83105453178572,20.104561367790875,-39.84329093884175,0
Yes,60,White,164.48555293160385,-175.7720177695998,-42.02705813372638,-7.291944152612665,95.79558714711332,0
Yes,71,Other,-60.427377994719336,-56.49618496521241,-106.70628641864405,-8.372113397317433,-54.65336965948079,0
Yes,74,African American,32.75352048282143,10.281621707655704,28.536183873027614,-2.104046960184534,55.133670648714485,1
Veteran,48,Black,-231.79791728948152,67.73938325311994,-41.3330549081277,-113.19234557291276,-72.71063126454264,1
Yes,52,Asian,1.4408194387132887,-15.862660205265627,40.98639808834773,6.048254368315283,146.02775046240976,1
No,27,Other,-71.41649830239865,-95.04362649280051,-51.98073193577866,-61.400339482246316,109.29208697244108,0
Veteran,73,Hispanic,-98.11366702665582,-18.874718211861357,31.940447207236943,-67.85831408043606,-114.64350982847249,1
Yes,25,Hispanic,18.35914761047673,52.90753703583761,31.329260392523505,-41.61772208239169,-34.84503184848634,1
Yes,25,African American,-121.37994505686065,24.875151278183242,-48.24007622569123,9.477987718960765,199.76135353669656,1
No,77,Hispanic,52.327721096830615,134.48402947467403,-18.9557772646577,-125.87219389498688,-17.007212100733057,0
No,60,Black,-14.984852573779989,107.77450474164434,-44.43350492268141,269.304916368543,54.660480560823245,1
Yes,59,Asian,140.28843288011728,-162.76286603738387,69.66351819388693,-166.08456209571182,145.70000978519124,0
Non-Veteran,59,Black,-24.882519301119096,-3.9838838694367724,106.44371963213342,15.493629236320988,54.76079023976161,1
Veteran,24,White,-42.222972752558356,77.37101002998743,-76.36516797105743,86.06510988275694,115.92408872357845,1
Yes,67,White,85.80664498352391,-231.10640928437465,-9.335601015436417,77.79413223138495,-190.71479109661155,1
Non-Veteran,19,Other,-113.32057099779507,-73.38405344406098,-53.40221044347361,10.113797236196506,-22.76999722285199,0
No,57,Other,-131.7883838710859,52.53450929003309,-13.494975094288419,49.047542023163516,-71.92790102128926,1
Veteran,52,Asian,80.87561478956222,29.557451210384688,-95.43495645547631,25.175371427156314,-69.88349032931474,1
Non-Veteran,29,Other,-13.204749210981001,60.30870349479889,-69.01899365325687,41.19012295932264,110.43792520587203,0
Veteran,37,White,-56.56392016337114,-115.53421531541596,-90.56831115468488,73.18964103520027,18.159008517533227,0
No,48,White,18.301184877075233,-115.39496840738086,-3.108533335836914,7.020168598482256,93.61844837326372,0
Non-Veteran,74,Black,-25.871978682920894,-71.70056664180544,-34.34019306643842,-115.67195045979189,-3.3703013618659226,0
Non-Veteran,60,Asian,-110.13522825036756,-19.37564771936399,49.11812153542871,42.26927654550001,23.566797073089955,1
Veteran,58,Hispanic,-175.8233096950791,-53.2967479695228,-91.99185284449051,-38.57640455612524,-145.59641645101993,0
Veteran,71,Asian,91.02270297384284,294.8152579294218,107.25168277361799,48.56403053942196,-62.832019355200316,1
Veteran,41,Black,-38.872571530121824,-28.238989127215458,-15.932972902506368,-46.25369890069309,51.03946071358553,0
No,28,African American,-101.20465033776983,-51.06601499611493,77.004961150147,-171.0846542317561,-90.75768203319844,1
Non-Veteran,25,Black,36.30468037223436,118.79886817790953,15.450555013911202,-88.6920495832096,14.261925834360298,0
Non-Veteran,26,Other,0.9981246330571781,20.644515276252612,18.58183294908245,63.49244002382382,-71.7020636848343,0
Yes,68,White,35.94193879438933,-109.90580988473778,-92.52840649043091,80.601098747183,77.72504070439471,0
Veteran,20,Hispanic,9.366407186873815,139.16767700232995,95.85579108293551,-29.80127808789167,70.08134136289281,0
Yes,18,African American,56.448167630111904,159.70048423620696,-53.56230243535024,240.53672349956196,111.06775194295405,1
Yes,74,Hispanic,53.369391221852716,9.4851378108692,3.6611272795414553,35.20810174868013,51.24767833241789,0
Non-Veteran,48,Asian,97.6115636942061,-5.904485031570933,53.704058915755006,-39.30953465970909,6.289740794604978,1
Non-Veteran,34,African American,97.81493773764358,25.55731364821867,95.65221752673857,89.54917996805621,-161.9417432257962,1
Yes,19,Hispanic,-10.835191179425136,-243.71961815231612,-107.97391650246766,72.57712268241698,183.3655713858339,1
Veteran,39,Hispanic,-85.71557394748714,28.525140196624584,78.37981430601594,-119.47183353190147,-39.727567462899,0
No,77,African American,111.9195609035687,72.2053254883652,89.3443665154627,35.167889121027024,6.7072298373837995,0
Yes,40,Other,47.96795563991334,14.206973295215574,-34.03046976385077,-111.82730011821805,-75.01889052263024,1
Yes,63,Black,58.28806163513297,35.98338054497753,176.03651286789764,134.99161573356943,85.10458567781318,0
Yes,78,Black,8.233378233713417,53.86771797469093,-47.30200468324163,169.08829124037354,-37.0093012450899,1
Veteran,51,Black,55.26875476104238,87.35864789454013,96.7617875316958,-138.77397404598327,-198.72179591015833,0
Veteran,74,White,124.49085033573495,6.987724588694219,-110.44456911769424,-155.88756844143444,-127.32762100910264,1
Yes,68,White,-24.98022696946791,-112.61879965858486,-89.4259019788154,-46.642143400856455,-85.96074784948861,0
No,53,Hispanic,113.90719386111105,-26.922217787581438,-73.7774094199019,-33.97428103229536,32.39937730535771,1
No,56,Other,-86.7504631873389,105.47649066298656,8.064523390038975,144.98272728024736,142.2169461135782,0
Non-Veteran,51,Other,25.1583545021133,20.908113292786936,-151.58062363959098,7.751045660017198,-67.40161606545738,1
Veteran,79,Black,-51.18059523695258,-19.998323442403823,101.92304327881143,-43.95588630134262,1.0525318107727137,1
Yes,56,African American,-61.77268895640536,-130.06959491920767,71.73636206718383,89.38377309455481,-5.607477019538716,0
No,25,White,-160.49850499974943,76.25160271230502,7.16190911073789,47.20244152725107,72.64843631571932,1
Veteran,31,White,-32.2843880248941,114.33969320180115,30.679442228813798,-44.01660115599595,-89.58273882841502,0
Non-Veteran,41,Black,119.47175978907694,-38.87199789759726,100.60974000327955,29.249979556686323,-21.89072047241071,0
Non-Veteran,18,Black,-0.006875692535609613,-109.14420118277803,23.93998603848618,84.94850295343757,146.4848127651912,1
No,30,White,-84.69631244455856,225.97688804679314,-41.44433593386469,-10.95922350728335,-201.6259338574316,1
No,77,White,-43.21375023475536,-179.19908913452997,-126.95671677407279,86.5796570009063,49.58692981378938,0
Yes,47,Hispanic,12.986275426201892,-136.91525970270894,-179.7761745598786,64.48459834534587,9.511444102938757,1
No,45,Black,-39.94077502728132,-50.91808540339501,-201.18629651059052,110.43213165759795,-138.4575957491699,1
Yes,61,Other,166.8171535127375,43.159928322123456,227.0570986680623,129.31604440348474,-123.75853446752218,0
Non-Veteran,59,Other,43.92142460795769,153.088932979963,45.45657575273261,-88.04458947596828,-151.05176975243097,0
Yes,50,Black,-26.955571170191366,181.58359194199593,138.9539934159514,185.87202169987134,36.80199930091398,1
No,42,Black,-9.770155036501118,-229.61297344931717,-8.456361146259345,-103.33296302908262,-4.774392854350412,0
Non-Veteran,65,Black,-139.69030794480062,-67.75029496839252,38.898101560752316,184.92219461705878,148.90709787612872,0
Non-Veteran,65,Hispanic,63.89744841404011,-32.22351623390369,15.061212860881096,90.02145639214295,37.333543711104,1
Yes,48,African American,95.98324752587762,-19.70334905974726,-7.26856199295369,2.321881296640754,-95.44171091730831,1
Yes,74,White,51.480941759043944,188.39383727932102,-47.41728929761483,-53.89744113597408,129.25516769697006,1
Yes,44,Asian,-98.92806389573158,-72.34125554717924,19.60581653367037,-32.11363776418998,-16.487221655594038,1
Yes,24,Hispanic,-60.47931314794849,-266.13827206086194,16.544700672941566,-139.436857117095,21.535330503898713,1
Non-Veteran,63,White,63.71167795700985,-50.66605876253728,51.48563532454477,3.1841349131794496,-100.3645426135402,0
Non-Veteran,32,Hispanic,63.43594853026209,4.4465713184086555,-32.753534492614236,-19.200839962602085,-128.44222164031513,1
Yes,63,White,51.877202550488335,-57.54576885342281,-5.069779924921787,-171.03811888272392,-69.05053234342952,0
No,51,Hispanic,-151.88368271984945,19.031017010695255,36.97607268505101,139.2089703201459,30.14652670356644,1
No,54,Hispanic,-39.82206622910356,-208.40495368353265,49.54377009443686,222.84544181603874,-55.0051405477962,1
Non-Veteran,24,Black,-27.968745662912404,67.54798841583745,-35.347632262977584,15.22168644123963,96.64437977265803,0
Veteran,21,Black,72.08308471693307,25.2109811922044,102.62048062960953,66.0984913638741,-99.67705232442856,1
Non-Veteran,63,African American,11.977446106835485,107.39964792048507,-32.26096581486934,61.730328805711046,-244.77017401863725,0
Yes,58,Hispanic,72.69587449347884,-94.6868904820453,-0.5585328771020254,-8.920890354522884,-48.18629478694998,1
Non-Veteran,35,Black,-47.68384063037133,27.246025465198453,-72.64827139769214,-44.059057874471904,-101.47154197428208,0
Non-Veteran,61,Hispanic,230.3790427068849,-132.9003363880144,-9.87787575209476,-57.10613052466255,-26.513446096237043,1
No,22,Other,15.673402181621515,-2.500792803140191,132.89655252914855,-67.63326564004456,94.52076727268157,0
Yes,18,Black,-276.47513566844844,46.29474509748303,-44.82859430952342,-76.03829397399188,-114.68713430229005,0
Non-Veteran,40,African American,151.16523411562798,-73.87297774058797,7.375103087634183,-140.70422288394872,-82.19912714483486,0
No,58,African American,-51.70528476747114,94.29518648850504,55.945500546047796,170.91881717435552,25.90042563943532,0
Non-Veteran,39,African American,-14.63759228538038,34.5847187982219,-111.46160117467794,-34.04608242958943,-104.28617343166681,1
Veteran,29,White,-123.40334583551305,58.85287395914823,149.22860651077093,-30.453664273308977,-40.90019605276291,0
Non-Veteran,78,White,107.26554022117591,-48.72159152397754,-43.38735908137393,-107.02407770827824,-11.401481757493487,0
Yes,54,Hispanic,96.66065867817211,-3.3582178909642892,-85.79513450727104,74.08239507195667,87.1296943431535,1
Yes,32,Asian,17.130865177477638,39.19264810651597,-48.627601298603764,-92.81003909288617,27.314166641112713,1
No,34,Other,-28.237579329387756,-88.55973714402691,102.88170255724307,191.59227180480312,-56.35386124117526,1
Non-Veteran,71,Asian,66.31953079184014,84.41323234555992,96.58356331732837,-60.345662269019094,3.415792689739222,0
Veteran,22,Black,-85.85925488385362,-19.57536477144679,-123.29715814389617,-92.86576649606786,13.051725888774627,1
Veteran,31,Black,150.99333303624073,28.998670312480773,-98.4671400568266,-16.95827467247131,-129.88115240477737,1
Yes,45,Other,-155.2215164909961,115.69496723176962,13.114264411235787,152.66735962242666,-13.365530609207829,1
Non-Veteran,49,Other,85.88445141274399,40.852908304671054,71.88354515944702,-47.11718655075153,52.37790901342305,1
No,46,Hispanic,-176.13639407726959,-4.646459114256809,49.68522235343048,33.27188356555359,-102.42657820384022,1
Veteran,64,African American,-35.44165563903163,101.5048779782446,82.50157237783498,-38.777013100164375,15.54627981916949,0
Yes,69,Hispanic,-15.208598662405945,5.9973507928462695,-108.45698452687526,-101.57346385317314,-118.40645239031173,1
Veteran,49,African American,-108.60851042789652,129.31463477535357,96.64503265665508,-119.87420185206823,0.6524850721572684,0
No,72,Other,82.49546960275129,-69.42090815338216,-54.05107552969209,139.77804964416538,125.31530728308667,1
Yes,52,African American,125.67717944024994,22.191965959591965,-156.41830156002965,10.817728312397115,-102.16750919982607,0
No,55,Other,28.26538512732085,92.10080649247723,24.198609117221835,-55.96329118401735,96.55018305346007,0
