nation,religious_affiliation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
Other,Other,34.45567416192106,C,E,-65.18385410675064,-169.01120111106957,-173.73946043889447,D,C,-26.844260891955802,C,-67.70991195493843,D,0
Mexico,Muslim,162.60578116340648,D,A,95.97631938376018,-38.243327129343605,-11.429595603918328,D,B,-94.33760881233623,A,-90.53528437683505,C,0
Germany,Jewish,257.6915193464435,C,C,-92.57410580144558,215.31736749185885,-9.477120898567845,B,E,-3.8261732786165514,E,185.77475743225617,D,0
US,Hindu,132.57961207668922,E,C,83.3612548072043,33.35607806984629,1.9121744590413072,B,A,26.678656683890996,B,-80.39215463694218,A,0
UK,Buddhist,-32.8992345961599,A,C,-14.00265391522279,-121.90601981212946,3.4210330268170477,D,C,11.455470585584804,C,-8.835937576544696,C,1
India,Buddhist,23.590999711935513,D,C,201.86144769083288,70.00376353846795,107.10615508131191,D,B,237.36356772045087,A,-17.082909273428143,E,1
India,Buddhist,17.364607744572822,D,A,-45.71122608853782,-57.6961419375771,29.16512030575905,D,E,95.60149865023524,D,0.7985306048110593,A,0
India,Other,-80.59459074463625,D,A,30.85460968049568,-131.48872252806876,50.86703217820529,E,A,-32.64155544411291,C,-66.69467454446766,B,0
Germany,Jewish,-20.147984120547655,C,E,-63.65586558510623,-16.01870271971818,143.5824661657586,C,B,51.438655914595834,B,82.50687511362764,D,0
India,None,161.11239263469528,B,C,43.57796232527108,-68.23606464822151,42.564109453732094,C,B,150.24557368878612,D,23.527997311484544,E,1
Other,Other,107.6670686141788,E,C,124.47557437013073,122.96550674985416,-100.26421930032711,E,B,-28.734354305165134,B,-137.22855609575976,C,0
Mexico,Buddhist,-22.803870402384234,A,B,-194.47241974414652,101.26179401754096,-35.27964428714412,C,C,-39.88868728366195,D,-265.65408082334494,A,0
Other,None,-167.10419385589782,E,D,-31.926245468648347,149.8695712677713,-1.3433180789708232,E,C,20.513086709837633,E,108.50567007029595,B,1
UK,Jewish,26.784662223162037,A,D,-106.23588815371133,88.44492748032174,23.608565450294705,C,D,50.22245141202523,C,142.0203222617731,E,0
Other,Muslim,-128.16857328867846,B,E,-7.2655804113049784,170.376358682551,-0.8545207038532279,E,D,9.465639980041644,A,56.41285035012397,A,1
Germany,Hindu,23.912597432956048,D,E,14.108968164944649,-120.13328690745493,-104.05470585099017,A,B,-53.801497998409644,A,22.851183285948583,A,0
China,Buddhist,-62.62773295404314,C,A,24.261951328075387,-37.84173975454318,-46.44621726177343,C,A,8.013834455206117,B,-40.60195094299493,B,0
Brazil,Christian,96.76711004270769,B,D,-107.4291617459214,3.435627541487149,8.60086983059182,D,C,103.21739556014766,D,110.19382847194063,E,0
India,Muslim,80.64260909557395,B,E,-105.21627195427119,-145.95977344728772,-49.99682012296092,C,C,31.127898185038404,C,9.889721749928427,D,0
US,Christian,131.9212999896835,A,A,-4.005727590986137,28.604829243136372,-55.41732114864325,B,D,21.458561425796617,C,106.08092983509567,B,1
Other,Christian,31.697659785246955,D,C,30.667187477493613,-190.01151844608378,-25.24412488914058,E,C,3.5792870248906294,A,-1.4550352158179463,A,0
Other,Jewish,5.341434925491661,D,D,47.0623107348548,-85.3901555288096,-102.35865902273096,A,A,152.02931153267855,D,74.49826565789476,B,1
Brazil,Hindu,49.20655352179309,B,E,-94.80318652432433,54.07011333010815,-133.501916256577,B,B,-68.9698146843001,C,33.927952269651925,A,0
Germany,Jewish,-0.17343579562771008,B,C,64.87746437604397,-94.92276869894918,-35.175459795847715,E,C,83.02174878374467,D,119.55763860993349,D,1
UK,Buddhist,-81.53320206344833,B,A,132.42600805734247,-50.9489484039195,69.63881221808116,C,B,-91.45806207175767,D,5.162380868549331,D,0
Mexico,Jewish,143.28954661069997,C,B,50.03731452698526,84.71304258397157,158.40275710351622,B,A,7.253439912487991,E,-33.49671287187019,C,1
Brazil,Hindu,48.84278472558879,D,A,-102.95215165795372,75.8898902255235,170.59009708522174,B,D,134.8655656251901,E,52.36059707580748,E,1
US,None,-3.2107234791960244,B,E,-181.65182508186032,-123.37724131260299,-66.90939910992616,C,C,131.5435880250912,C,259.7381121493258,A,0
Mexico,Hindu,17.184960258976282,C,D,-58.556999589248996,-66.62861319757576,149.33089849040087,D,C,139.1296737741238,E,-89.76900229019778,A,1
Other,Christian,-18.988479794278156,E,B,89.06498604039437,52.92047612994122,235.85418025894867,A,A,-18.346999470764498,E,-74.53043837700318,C,1
Other,Buddhist,35.389746839965156,B,B,-120.97829314129179,4.430297454459566,-64.63645808540593,B,B,207.1302911549572,B,78.91616894132515,D,0
China,Muslim,-62.144949666489644,D,C,97.51780328594825,78.70672117239664,38.838106521579505,A,E,1.19783255411157,C,-114.56627589918055,A,0
US,Buddhist,-117.16689374234865,A,E,15.060083066284271,104.99040904959953,4.107534896820199,A,A,60.02701063852851,E,-28.620882826071053,B,0
India,Muslim,110.4202024771473,D,B,154.26024152187023,-21.55091583206289,-117.70001386967121,B,A,-79.14529348822883,B,161.85197843090236,A,0
India,Jewish,-3.30114075754288,C,C,10.363143830599798,-219.3389028880643,13.195348891931724,C,E,-38.805060499892534,C,-183.84872985480794,C,1
Germany,Jewish,30.88798390472467,C,E,0.8029666510375282,201.53499399948797,-20.05697054355488,C,A,-68.24036806348889,D,-42.92547127436647,C,1
China,Jewish,-115.2401946319025,C,E,-129.0273114446447,139.30186088766663,21.63128147524881,E,C,-95.44330370991028,D,137.2843955199503,E,1
India,Hindu,155.19683692437064,E,C,-51.67385537957032,-20.322723879169306,-101.00390661228063,D,D,-105.89941440771462,C,70.87973794358945,D,1
US,Buddhist,102.92226366542235,A,E,-270.5121175451334,-157.75617587376917,159.74240992293147,A,A,42.53440289341713,E,-21.401648578701202,E,1
US,Christian,35.61839064564517,D,C,-0.5270201966058123,38.18234011536491,37.515704382960784,A,A,-18.074823724264135,A,23.37109031008776,A,1
Mexico,Buddhist,-216.01695151312032,B,B,-13.736803975194684,9.10842931785315,-65.0433470460312,D,C,53.12495202260424,D,140.53538867731757,B,1
India,Other,-72.90130464928018,C,B,-180.65545428047812,-17.379383554021636,-135.7566963329711,C,C,123.38849114788273,A,43.411718373461326,A,1
Mexico,Jewish,-74.38293921298857,D,D,186.10624304458676,6.884092448155671,-17.10196158744166,B,C,-133.88015070374914,D,69.56047928862206,B,1
Other,Hindu,-107.53373378300904,B,D,7.67179053442936,-8.110851402980769,143.2274626887698,A,C,-0.9135706162431786,D,11.24207567416564,A,1
India,None,-5.6911969209796505,A,B,135.5155945128324,-39.55442291760421,-10.597116597304163,D,E,-61.88595978371419,C,131.80542024474997,C,0
India,Muslim,-26.236503072660415,C,D,116.80902167557032,11.809261605863638,44.29958230143234,D,A,125.66469034105039,A,122.17823104865397,D,0
India,Other,-277.8453527429476,B,A,-20.229224514702693,70.9279407273968,71.31119366586178,A,A,54.876501099546324,B,119.06598656958217,B,1
Other,Muslim,-58.416649620051764,D,C,-46.67042355517596,31.304186105044167,-7.577837701865385,E,C,8.778607951048768,D,-96.5827388621548,E,1
Brazil,Buddhist,63.695781662657794,A,A,69.57037389959468,36.50956453350113,-60.321096715193754,A,A,6.3946510718352485,E,-0.24836539950274678,C,0
India,Muslim,-46.84900298614895,D,B,87.40753331634794,173.59135754081362,66.15086530385598,A,C,-75.56662086328542,A,44.33786020960404,E,1
UK,Buddhist,32.91420973947251,C,D,-16.58853553765327,-102.61604812000684,-151.98492442418333,C,B,-16.519848184304227,D,72.23534134175263,E,1
Other,Jewish,-183.48930153739957,A,C,34.87315548069183,-16.173244849563897,-53.62754359602828,A,C,118.39060652995097,E,-147.06924592588717,D,0
China,Christian,24.115810841679572,B,C,24.9304847374805,21.615998284256214,157.916565777972,A,A,93.21933757295436,E,143.42246775843145,C,1
Germany,Buddhist,125.95125800139853,B,B,32.32379378508063,15.213162230619137,-4.885572734739113,D,E,43.9717012457698,C,-26.91812342669253,C,1
UK,Muslim,20.173207919285765,C,B,-112.66122750014456,115.61836013096479,-17.581740524986547,C,E,58.34572631747359,E,-20.38655904484441,A,1
US,Other,98.73186962827499,B,D,-29.31829136730091,-58.12738324801491,-155.08766318559364,C,A,4.7196805688557175,E,138.04361693653377,D,1
Germany,Hindu,116.84285103766967,C,D,136.75587223143137,-56.28093728461834,97.30211524494192,E,C,40.96854784454898,A,103.84305506065851,B,0
Other,Christian,-192.32017173004598,C,A,22.461621695142835,-59.82504948087666,84.91503593966007,E,D,-84.09069977046683,B,25.151162090363126,D,0
Brazil,None,12.990835018899691,C,D,-8.24747968081348,27.933933791181087,-134.7706031821003,E,A,143.08989012770564,B,2.9902898091080155,D,1
Mexico,Christian,-124.27590103620322,E,D,58.604813886608845,94.5897050372072,75.15234423850497,C,E,-115.17084943551572,C,-12.553634245209425,D,1
Brazil,Christian,228.02100216349842,E,B,-94.92701577485559,-293.7784997785941,-48.01959024134156,D,B,70.76840041360747,D,44.383294142955464,D,0
Brazil,Christian,54.76682724078324,D,E,-185.0351549273827,-35.98378133776998,-211.73453084687984,A,A,-23.539327746141232,D,34.964630172531024,C,0
Brazil,Hindu,58.483817503590444,B,A,-10.344960920056831,-68.73969080296115,-151.87078126983474,D,B,65.47755284748813,E,-68.5582558155844,E,1
Brazil,None,0.516741616100046,C,C,93.98088743841517,34.312832603538894,-5.795256186411595,A,D,-127.90598702523089,D,-134.42747988213722,E,0
India,Muslim,-37.88152465179982,B,D,-98.25793009365603,-18.486799936530137,28.245350843402434,D,C,-11.141118508682966,C,105.45523211649798,E,0
India,Other,-127.03945624392823,E,E,21.785206614618343,227.57272001973945,-54.652511206904656,C,C,-63.946877163514785,E,-146.20816937572877,C,0
Mexico,Other,117.12492405665118,A,E,-22.420346278891074,-103.7511213398699,143.45817483011723,B,B,-52.85097636600915,C,213.9112390908648,D,1
China,Christian,-82.66784729574577,C,C,-33.59498609432249,69.39149190847849,-137.69046556860695,E,D,101.91049190964965,C,-10.566503943171526,D,0
Germany,None,5.6500280313524645,E,E,41.3839097676921,162.4251685817403,-75.7483695004131,C,E,65.48315647504707,D,-156.72885878209885,E,0
Brazil,Other,18.088030514034433,C,A,73.10012961521693,-7.936491204383636,20.748834885489202,D,A,-57.24784153156143,B,184.85080979171144,C,1
Brazil,Hindu,133.6115713146346,B,B,238.03805081107618,140.57118740318643,85.88008550601597,A,E,22.540436539422014,A,65.30382706291317,D,0
UK,Jewish,49.405728574577054,E,E,-6.511521176784961,-60.78953429509808,-17.106486405571246,E,D,43.898881729819195,A,-9.062968306094703,E,0
UK,Christian,-65.13879610769291,B,C,63.37039291875375,-74.77491567212869,8.684042746896434,E,C,-165.2081298780458,A,-28.80140377720141,B,1
Germany,Muslim,45.97093032086953,C,E,5.348583581257201,12.772754777189144,203.1188439349612,A,C,-162.04748007422558,C,192.8131348338917,A,1
Brazil,Other,-60.52462563443272,E,C,-188.18476661029317,38.286741762043434,-139.60487910638554,B,C,57.91650770876894,B,58.91560869715254,B,1
India,Hindu,-70.74884815530199,D,E,-68.4251102368173,-130.3984678346354,57.019609009474884,E,D,-81.2506821647195,B,-15.718383920979695,D,1
UK,Muslim,-72.71984138241102,D,D,-139.93791283072744,-17.472685395268446,22.50470670408441,A,D,37.86574287699143,E,-113.79408327158988,A,1
Mexico,None,-74.77613862607639,D,A,-19.848803675635057,-18.60653265213747,58.99743039237215,B,B,-57.5705281431914,D,-192.01470429211383,D,0
Mexico,Hindu,0.701855323738617,A,B,-30.83150811777816,56.67549649990246,-97.1089091231971,E,D,-35.957688303279625,C,206.78399090747658,C,1
Germany,Buddhist,79.33805757874232,A,A,-87.47290195468072,-1.701003723100154,-201.25859312062536,C,A,-17.993468887234364,A,113.55398067907096,B,0
India,Jewish,6.744895300520539,C,C,53.868198239842066,-150.70320465564603,94.36719451815708,E,C,-62.57849720025233,D,-83.60979939491916,C,0
Brazil,None,7.347259266898018,E,A,71.75383236990372,21.264976370414168,-66.1218139398203,D,C,30.69925664631447,E,-78.94242178877965,C,1
Other,Buddhist,97.48771079380076,B,C,-133.85346313872816,-97.41729524635008,-62.940398816821144,D,C,-49.739981703072324,E,-85.95368660208501,E,1
India,Buddhist,37.70491312275677,A,A,-21.37238187891574,-87.6456971396366,-141.28681911672928,C,C,-148.63669825128375,C,-53.657659744642395,A,0
Other,Hindu,-161.75508746652903,A,E,-9.208188964730114,-45.66012610710852,-86.7586701904095,E,B,53.21438782600251,B,29.37854071088318,B,0
India,None,133.37110789668967,C,C,4.191205241489745,129.73701809420356,127.80198578572379,E,E,-6.564653531416031,C,122.77704986896003,C,1
Other,Muslim,224.28511127004458,C,D,-87.75378040926992,52.4985360980325,-55.30339503651172,D,A,-127.38700185904366,C,34.974837046327025,B,1
US,None,-58.54510373521724,A,B,175.50314089202465,-48.647270266659454,-72.33214443393646,D,D,23.606157291293346,B,-76.78225200709167,A,1
Germany,Hindu,0.5249820438716986,A,A,-121.32030950381485,-33.747971120102825,22.45891178096043,A,A,-35.4432435592817,E,319.6094825648072,A,0
US,Other,78.80890654963373,A,C,-34.01708420875275,60.309704216277225,33.93788618563597,E,A,42.88175800635653,C,7.295949050996038,C,1
US,Christian,88.11694025243368,A,B,-140.19560678438128,93.46150037403265,89.34043088596412,A,B,35.94263960570597,A,-23.81639118396071,B,1
Germany,Jewish,24.34150493623711,E,A,88.79070178047066,-187.03812346421626,89.09217001185472,D,B,126.20009785357081,A,9.6439297127156,C,1
Mexico,Jewish,-16.728624014290993,D,E,88.14057203409965,54.08181139851176,55.81974044616842,D,B,-11.557266066546608,B,-97.09987114631741,C,1
Germany,Muslim,30.486209894867518,E,A,10.959306522178569,-76.77782491142021,-22.756585990465034,D,B,-6.32641825103822,B,-108.8064004746615,E,0
Germany,Jewish,187.18472031196544,C,D,84.15078108279175,67.6871313660629,-71.56312382414659,D,E,-50.121152930186895,A,61.88219830920739,D,0
Brazil,Christian,16.489627078512036,E,A,-236.3471905519734,11.234954781716812,67.93496639536146,A,A,64.00400668954153,C,-63.85562825082346,B,0
Brazil,None,127.40466407809015,B,E,-132.55003121210848,-128.0743035593979,-71.97113099021492,E,B,-51.997155455648056,A,-5.9713442758977395,B,1
US,Other,46.268797966877976,A,E,-183.05630340691724,-118.7433281754144,186.92837856472406,E,E,154.88029438226852,E,78.09721477545246,D,0
US,Christian,-84.02074337293749,D,A,-16.15987631367659,-3.9193012332500854,56.94862667887553,D,B,107.29041378885233,A,-19.657778116581966,D,0
India,None,49.67971132423394,D,C,138.89431031263769,-16.614060798197993,-190.4308850419396,D,B,14.631913946118855,A,-56.639729149722086,E,0
US,Christian,-180.24744996670077,B,C,-12.810502835976061,-108.5808507690697,50.46707669462202,C,C,88.37415508516261,D,-126.85455989081329,C,0
Other,Christian,166.09637754267493,D,C,-2.8082507271366386,202.54405919277065,42.47050794988979,E,D,-15.210765624110348,B,-12.919238334132455,B,1
Germany,Christian,5.3704865202825784,D,C,-23.264049950255945,20.771065363438574,-66.87187052074228,C,E,-62.741299669109516,D,26.69861705197655,C,0
India,None,9.82087409732657,E,E,116.00956400811752,8.578307415967622,60.15516308719728,A,E,9.843229597298404,D,-379.00258097556156,A,1
India,Other,-31.549592734500997,A,B,-158.2626571843718,108.1990328439236,-67.85164342618914,B,B,118.49223563481519,D,-126.14988918472467,C,1
Mexico,None,23.431512129359056,C,A,-2.855188457042951,-203.94774644254503,14.391636844685996,C,E,23.1821444495137,E,80.73269921963171,D,0
US,Christian,146.09963213904302,E,C,139.69097434440076,84.25068400979217,-78.36674480150452,D,B,-120.0072398580121,A,144.61331533051398,C,0
Germany,Hindu,-49.870687082793594,D,E,-28.668830065199852,-125.57463383056633,-121.64999647585246,B,B,71.8518477767184,B,169.9704169894705,D,0
Mexico,None,73.15025249486305,A,B,107.40215442563306,144.7906024529852,94.65387283174397,B,A,46.840814817178014,A,50.84232932213618,E,1
China,Hindu,-31.610457510814044,C,E,109.16379297936854,68.96672343267022,-145.73480446668768,E,E,85.87880267840526,C,-91.83887796677044,E,1
India,Buddhist,52.95467723177983,C,E,60.3336079543357,-16.13142363308169,-49.02393234487747,B,B,-34.0304291195137,A,-70.8800874252668,B,1
Brazil,None,-168.38793240502292,C,B,-242.38308220348105,-51.0644069399941,31.211061296236707,C,E,-223.2634023500209,A,103.23526480631816,D,0
Germany,Other,-2.77344806435701,A,D,-87.11653473118966,-208.6688756997264,210.16953976586294,A,A,20.915697827051986,A,136.35178334764782,D,1
Brazil,Buddhist,-158.36385759121046,D,B,-22.670350593066228,-11.134052851798891,-15.889877495409921,C,A,-193.8278074147223,A,-196.13302985224914,B,1
Germany,Christian,72.13553555107963,D,E,101.12135282267968,-31.817672741609165,90.82493981180002,E,A,-18.52946220998904,E,-221.18705262241156,C,0
UK,Jewish,130.6183295656425,B,D,-103.3897594348013,-91.38861026417037,-102.50378789226806,A,D,-141.67945882337307,A,-129.48067891088647,D,0
UK,None,19.409338288379903,E,A,29.700314106840114,-29.97134980775767,111.86201380227139,E,E,111.85594980524213,B,115.55110023740424,A,0
Mexico,None,35.60360748711211,D,C,178.9010418370591,130.78352531890587,64.3295201795399,B,C,-38.13564413073155,B,17.39239529038571,C,0
China,Buddhist,-57.80386754362269,C,B,-127.57251064994337,-14.418710588227537,11.685869332522932,C,D,21.2834592199144,E,14.073414908599993,A,0
China,Hindu,-221.64182834496313,C,C,76.5602150090674,-28.81646324522406,158.13161710819512,B,E,51.59197833636797,E,-184.37410434333376,D,0
Brazil,Jewish,-39.87762272880923,D,B,-32.45915031980503,33.68514251283612,-144.28959533631198,E,D,158.10360978068633,B,-183.2031455800723,E,1
Mexico,None,122.73638361138677,D,D,-209.58880912900364,-58.26545669022454,-192.52983495386934,C,C,-52.283085914763205,D,-69.20750485422028,E,0
Germany,Other,131.7843180643122,B,E,51.26486222601782,-54.2091145604328,79.58667461875976,D,A,-100.43075175466866,C,189.31848805147408,E,0
India,Hindu,88.87282268266347,D,C,68.22903814779396,-65.63960307755843,4.650363767023545,E,D,-144.46495277224275,A,39.29536348983194,C,0
US,Jewish,-40.11838521954256,B,A,162.799298904771,-99.73847766822831,-79.06920224617842,D,B,70.98468067799583,B,-52.059941093080155,B,1
US,Muslim,214.20231577374506,D,A,50.096021060532756,-82.1351709377519,-54.54856972364994,C,B,-147.8082116185573,E,-174.0362405035009,E,0
Brazil,Christian,33.812374305233384,C,A,56.87365587748376,29.263944191376872,31.950804074184997,C,E,33.578230847816215,B,-80.05197162141387,E,0
Brazil,Christian,80.04747932588464,D,E,-165.35797121553136,-74.74504773968658,-55.35320383117713,D,B,-39.9874508781652,A,46.60847643209285,E,1
US,None,97.44999475186998,C,E,-44.073514465376284,-39.53482711215955,-1.4886948958751518,B,A,-40.63407511463893,C,-8.092621441037814,B,0
Mexico,None,-43.360071177685676,B,B,-217.93751643189285,-45.83727255604858,-119.1835924294952,A,E,-47.96951512460239,E,75.71928963863066,A,0
US,Hindu,162.09442922490604,C,B,222.95634583329317,34.19275506709438,-91.19482846459086,C,A,23.60757546294986,D,-42.610943566051674,C,1
Germany,Muslim,122.43426062107787,B,D,-47.62491603371087,-21.26890599015016,89.05019713398164,A,B,64.22520639138708,A,8.272021411678022,D,0
China,Muslim,-103.33582652097317,E,C,83.72682955924692,52.532973449266485,133.40950176295777,C,A,-49.93549309145707,C,62.89777864692434,A,1
China,Christian,-5.426213699456016,C,E,97.59656713506433,-158.45779248708084,-60.65917071687432,E,B,-15.919658674286982,B,28.296790865987493,E,1
India,Christian,39.347946652353556,E,A,93.45292009828955,54.15153896230049,-11.508812609848368,C,A,109.20561485801656,B,-50.24471130243911,D,1
Germany,None,-22.076668653374874,E,D,34.6866427757555,-6.722689279434115,11.884937172098327,C,C,105.56480752261328,C,-96.95188120183589,A,1
Other,Christian,40.30125647583576,D,B,-1.6368899534678734,-62.67912477049503,-117.82120050444946,E,B,-13.952116590176065,A,-35.98158825855473,D,1
India,None,34.901563470110275,E,E,112.44364820785013,90.4333894934085,175.8789250262871,C,A,-12.79098476898241,D,-181.41907487180188,A,0
Germany,Muslim,165.6264627082787,B,E,-13.77788024102834,106.59867207509006,-70.12664313132974,D,B,224.86205640762128,E,40.90191902462341,A,0
Other,Muslim,117.84561015777363,B,B,-53.42584061150056,-30.71682474014906,54.33372039041099,D,D,176.97645775901012,C,-44.06132482381349,A,1
Other,Jewish,-4.933754887827961,A,E,-72.96635118239998,64.26566880749714,152.298066440931,B,D,-126.88989729251594,B,88.55412837266698,C,0
India,Muslim,-88.9410243220315,B,E,-14.810096082010855,236.01145687903661,18.43364904680367,B,B,44.145145279701424,E,-139.08146208579407,E,1
US,Jewish,81.70739411573489,B,E,131.1124295545738,45.973319837499,-73.55963380928416,C,E,-198.1120063275667,E,-91.73434647745775,B,0
Other,Muslim,26.794769578692346,C,A,-52.68554475648869,23.083197850416585,49.55222821738697,E,E,118.61834708599098,B,-119.85354600454676,E,0
UK,Christian,-40.831468585128334,D,C,87.50413328710225,-61.43175036045845,-137.7658936764516,C,B,102.51108679052822,B,-117.22026725130603,E,0
Other,Other,-75.63113457682054,D,A,51.8620966213836,-56.7253004054246,28.422145450674673,B,E,-48.867799804664386,B,-66.08498593731453,E,0
UK,Jewish,-75.51277782937986,B,D,51.03918912554387,-25.85067948252168,-27.823795994396626,A,B,-160.60803143809392,B,39.75896081597728,B,1
Brazil,Hindu,15.977723237525007,E,A,-9.50684557009405,-97.26290744979141,-332.2776483739874,B,C,-26.69710076788282,B,66.78193426036178,D,0
Other,Other,82.46742378397528,B,D,64.85253808976567,54.47830921379647,101.4447787413004,B,A,-17.807522712109908,C,33.19018782543572,A,1
Other,Jewish,-43.19747721649686,E,E,-80.16482239907987,-74.31277423686001,138.61458702444165,D,C,-2.7536779863994,B,24.510823653779838,D,0
Brazil,Christian,-18.074609040656537,B,C,-96.1537941112356,57.86119264536258,45.75535269935262,B,B,-123.80176367762448,B,41.02626599000265,E,0
US,Christian,-29.619791424448543,A,A,-2.7477293340651228,69.3547108032022,-7.319933208998067,B,C,-41.04009917602066,A,-166.0143776439851,B,0
US,Other,-31.449621734117077,A,B,74.92134815059873,1.0483073417365485,28.832950044916885,D,D,37.52906439988633,C,153.12705835037406,E,0
US,Buddhist,81.50097984790959,D,E,-0.45600793374743537,90.24630517421005,35.25328484593121,A,C,-43.004972183453816,E,-96.056763145677,E,0
UK,Jewish,59.79958783838687,D,D,-12.69168362216821,181.69877625719423,18.32188520921287,A,E,-62.572648351868885,E,41.097925077406174,C,1
Germany,Muslim,-24.551266454548312,D,A,88.06415818716296,-221.2292762253289,-82.63293109117068,E,D,-23.69313226240422,A,-117.59915831187652,C,1
UK,Christian,9.82843112947958,B,B,160.24308932881698,-8.108828345162792,93.21838930156049,A,C,25.9961789892244,B,6.1701465928053025,E,0
Mexico,None,-15.394410181712214,E,A,-43.708630367028256,10.555931036725944,125.3742219773501,A,A,203.8686598262606,B,-37.17086625542892,B,1
India,Other,123.93952148326899,E,B,49.728344091197044,187.25082020080222,84.27691814939587,E,C,188.9287683010403,D,150.31133854060545,B,1
India,Muslim,-11.339060758571671,D,E,112.78668799350898,104.09048935818113,73.85432586071889,D,A,43.412144959842294,A,50.68730462812335,B,1
Brazil,Hindu,22.145680229323528,D,A,-23.475098067049498,-95.34695319859605,90.37558171119746,A,E,46.07473704116817,A,4.772532566073032,C,0
Brazil,Muslim,-82.29235639729086,C,C,-64.47750450085171,119.24500351450978,-0.44990340639381843,D,A,-245.21417157113768,E,69.80204459969332,C,1
UK,Jewish,-6.072003256873373,D,A,64.93084604702631,-107.11605906579422,-29.989730629666077,C,E,-24.19886460160768,D,-8.913526088479166,C,1
Brazil,None,-60.34897158461598,C,A,56.13782958005974,-48.736080251080345,-72.05581386051291,E,D,-144.35944314396065,E,-50.60149728551827,E,0
Brazil,Jewish,45.10461048997549,A,B,-83.29764630862581,-2.336650416098785,-31.03855664915231,A,A,-220.9690995964802,D,146.47987656693363,E,0
UK,Buddhist,185.40143640838465,B,E,-49.246283286986824,31.0439506234999,-42.02935726159558,A,D,94.6570238433033,E,-97.45173499130627,D,1
US,Jewish,-104.76948210381165,C,B,155.89549840607523,3.8666703481230336,-130.89514163516935,E,D,93.97371755488324,D,-18.685890010802552,C,0
US,Hindu,-97.20812632958844,A,E,86.50249554728224,39.127911117130296,327.60094460407794,D,B,-130.51040356126504,B,77.59629242182068,B,0
India,Buddhist,21.11140523184526,D,E,122.0105386545782,-33.872924435500956,-72.1364578268282,E,C,-103.60594434245105,A,-150.88540644740215,C,1
China,Christian,-107.56178662275433,E,D,-38.431069841980865,-135.49194857696847,-109.28245627920543,C,A,-197.56818592381876,B,-95.2252798810813,B,0
UK,Muslim,35.89126440121736,B,A,-45.56397232845188,-99.25963412138708,-4.505344721777993,A,E,70.31462003141083,B,-31.6637644095819,A,0
Other,Other,120.92804788800021,E,A,-131.70010767953653,-23.304192096605995,-25.277809858969164,D,C,33.09847226415257,E,63.27325440076815,A,1
UK,Other,115.24660244287415,E,A,73.5431988427153,158.53962433645646,-95.32620348484743,A,B,34.12724483590892,D,-87.58511707257638,E,1
India,Muslim,97.8794950856051,A,B,-9.81648294117902,138.91477655738188,-41.12895444281993,E,D,-147.99166662799757,A,-131.99987977767307,E,1
India,Hindu,-85.00927306966359,A,D,-75.5626069208771,-63.01064561859744,183.91818720141205,E,D,25.31616148480456,A,-21.061753485227133,A,1
UK,Hindu,-4.42564041994937,A,C,21.636288881022843,-39.43388421598304,-36.881621983366465,D,D,25.84746761397333,E,-88.38555022672602,B,0
Other,None,-194.74672957189563,A,D,38.02676192868973,-68.50313306229877,76.7413170862274,E,E,63.55016525126498,A,-149.2670558662049,A,1
US,Jewish,-65.86033031626405,B,A,76.79554265956044,30.638636969800853,16.636083171200095,C,C,53.17579870635548,C,119.60621474954523,C,0
India,Jewish,-66.72725127436861,A,E,-18.146593092115793,-170.52202194784653,17.863295454888075,A,B,118.18467576414209,A,23.467953971243595,D,1
China,Jewish,84.60861614428111,B,D,-115.59360620778196,19.043711831900186,5.9631894011676385,D,A,4.066400305405738,E,-22.561176287409605,B,0
Brazil,Christian,121.28014772769022,C,C,-123.7980353508625,-126.45150645637659,43.849646861922494,A,C,155.8545716673107,E,16.74109679712682,C,0
Mexico,Buddhist,6.78379181861966,B,D,23.557148277721147,2.210095989843297,80.12844748036896,C,C,32.672195105240554,C,-100.97662476140678,D,0
UK,Muslim,-17.969811690879293,B,B,68.39805748760129,65.99469576979543,89.47192849625493,D,A,87.57098552334949,A,-73.30473838693554,A,0
Mexico,Other,50.417626910917775,C,A,-99.79702438740863,91.83874168320615,31.86788971559913,B,B,-64.97396627379337,A,-18.687343081868825,E,1
India,Jewish,-82.97693460094753,D,A,-39.64035978021805,-56.567535902444675,179.85491473953894,C,C,-36.058673261692455,E,-87.54725096458806,E,1
Brazil,Buddhist,-48.49156108370208,C,A,102.87279415810747,-85.00600656943166,52.20085130533887,B,A,-14.691363140676629,E,34.88176567308513,B,0
US,Other,-89.2243340462841,C,C,60.33271751806703,118.5723219967783,-112.77150952728059,A,B,1.821814534165861,B,147.83525772117378,A,1
India,Hindu,41.66926944501961,D,B,176.50577084015126,-262.0639171832982,-135.72530370130755,B,D,12.801679973069957,C,-8.017421264562971,D,0
Mexico,Jewish,107.14098494083323,D,E,88.77938968046321,16.46550358870514,-60.193608079903385,A,A,-131.4065632361618,E,60.36939368973775,C,1
Germany,Jewish,-53.47526541224825,E,B,-78.1369825827458,-32.94818947724138,-189.6724686784126,E,D,55.4619554490304,E,-3.6174654635922705,D,1
Mexico,Buddhist,-17.80987134714683,B,D,109.698896861178,69.48085899404771,-41.73621713549502,C,E,-5.418215154807106,E,228.47234655236855,E,0
