religion,sexual_orientation,Race,age_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
Buddhist,Heterosexual,African American,36-50,-73.78931993115235,-7.923049397348611,E,12.264560177183176,D,D,E,C,C,18.997330987329082,B,C,73.42758183296677,E,-93.0481243255742,B,C,1
None,Other,White,36-50,-70.64485002152155,-59.41152984947373,C,-115.06336464891973,C,B,B,D,B,130.55019003786742,E,E,7.261695643890692,A,49.291611828922655,A,A,1
Christian,Heterosexual,African American,65+,173.48320573333612,-62.4573212974085,E,13.650008292691993,A,A,C,D,A,-57.25894955805628,B,C,-102.39483050682713,E,-219.5511559421105,E,A,1
Muslim,Bisexual,White,26-35,-46.214869301845376,35.48922507382407,E,-52.24966200313824,D,E,E,E,D,218.77242641006194,C,B,111.38942482614911,B,116.76546094410712,B,C,0
Buddhist,Bisexual,African American,26-35,43.373700710173445,-19.357099465756097,B,-21.54149370865237,E,D,D,E,A,-19.82234651260556,D,C,-29.30156443366114,C,-169.4930774385096,C,B,1
Jewish,Other,Other,36-50,189.81511807155542,13.569992221177657,D,223.0171848141481,B,C,C,B,B,186.237960172542,B,B,109.7190532732286,C,137.8756050193367,B,C,1
None,Bisexual,Other,18-25,-28.413893486550922,69.88198355640881,C,-103.44361669880024,E,C,E,E,B,151.3659786230995,C,D,71.7967476943154,B,-101.46270834917624,C,E,1
Buddhist,Homosexual,Black,36-50,-135.30632642061053,-73.50883676255468,B,-136.35296607314916,B,D,B,B,D,120.74242479343185,E,C,-183.47615938604582,B,-235.0017921448885,D,C,1
Jewish,Heterosexual,Black,26-35,-174.25856983740874,-97.32497940561407,D,-204.37429071413297,D,B,C,A,B,10.361933639969596,E,A,-75.6030931357712,B,5.979363171882503,D,E,1
None,Other,Hispanic,65+,-123.15477840752695,-28.343887096663202,E,108.717292406347,A,B,D,D,A,-37.676997636923616,C,A,49.23640119051482,D,63.07463000030646,C,A,1
Buddhist,Homosexual,Other,51-65,49.5435716787021,-140.2155936433922,D,-12.153493005729434,C,D,A,B,E,97.28598212640314,B,D,55.07269371430781,E,-45.17493670165269,C,A,1
Buddhist,Other,Other,18-25,72.52457891916548,118.66323543439398,D,91.08211609674443,B,C,B,C,B,-22.74752621605293,C,A,51.952571414520165,E,-77.0555821942042,D,E,0
Muslim,Other,Hispanic,18-25,43.88795805805902,-50.2787238608528,A,-131.74576542914485,B,D,B,A,D,143.39619854111987,C,D,87.87540199487538,B,-220.75277546648425,D,B,1
Christian,Bisexual,Asian,36-50,-134.6516253644801,-58.32220820509829,E,65.78605352608365,B,D,E,A,B,154.0748515770923,D,D,55.73993260831295,C,33.58466406142117,A,D,1
Christian,Heterosexual,Other,65+,-5.385744279550411,103.10989929455691,A,46.33624486619966,B,A,C,B,D,58.84731754706761,D,D,-250.2007604978277,E,-29.57692290501174,D,C,0
Hindu,Heterosexual,White,18-25,120.23956464735805,182.80971418983017,E,9.242232524194655,D,B,A,E,D,-103.64769303263498,A,B,20.244939737213326,E,140.69122004907766,C,E,0
None,Bisexual,Hispanic,26-35,-135.88213743923546,-232.5920482788717,C,-120.69909504590906,C,E,E,B,B,-123.42935764217675,D,C,-21.707328894111114,B,-78.01347168577965,A,E,0
None,Bisexual,African American,26-35,6.775810133163312,-228.86118176207071,E,-111.03363699765212,B,E,C,C,A,-108.50763845102682,C,D,-192.08611230287528,E,107.8889411954983,D,E,1
Jewish,Other,Black,18-25,-77.60358081612117,-11.40761880306392,C,25.14206097328976,B,E,E,C,C,52.98637418686295,C,C,66.12968583512504,A,-74.0852327088295,E,D,1
Buddhist,Homosexual,Other,51-65,-114.02831534586461,76.42168187639601,D,-64.11401958431975,E,B,C,C,A,-104.7004133720137,A,C,78.32712524948047,C,-211.93276819095522,C,A,0
None,Heterosexual,White,26-35,155.25716414522108,139.512773666515,C,-69.74013595104674,A,B,D,D,C,-60.5174456007655,D,B,-51.21758025700301,E,20.54944843962981,C,D,0
Muslim,Homosexual,Black,51-65,125.28034097455716,-5.177020079968213,D,-207.87698225712856,D,A,A,C,A,14.793511127343937,B,C,-53.3837879712862,C,-16.333314650962937,B,D,1
Christian,Bisexual,Asian,18-25,-2.6020429851005793,-111.07521911721767,B,-60.102243500639844,D,E,A,E,E,-60.70516937800555,A,C,59.156820938194166,B,49.50428552679812,A,B,0
Christian,Bisexual,African American,18-25,-84.62715972350692,79.68054428183022,A,-70.03973874791835,C,C,C,B,A,-59.37437450540788,C,B,-2.61391066310793,C,-279.73231611231785,C,B,1
Other,Homosexual,Other,18-25,-30.72865676385959,96.48802830042605,E,13.518848422694452,B,E,D,E,B,-71.56077613622529,E,D,101.05355916318514,D,-8.965007757823088,D,B,0
Other,Heterosexual,Other,65+,55.42068742642214,120.00693188114562,D,-111.31242426246217,B,B,B,A,A,41.23758351817789,D,E,-24.490308682193067,B,-5.007896920905373,D,C,0
Jewish,Heterosexual,African American,65+,-15.25202234361966,78.80691968635438,A,-3.8039795698358763,A,A,B,B,C,-190.6596906127114,C,B,-105.28629621388788,A,-104.45452537679311,B,E,1
Jewish,Homosexual,Other,26-35,-33.4977915579352,-69.34639205493495,E,-75.72305521892244,A,A,E,A,D,83.55836070291362,B,A,-123.39920014239488,C,7.692107422038834,D,B,1
Hindu,Bisexual,Hispanic,26-35,60.230653077472226,-162.7576019937695,C,101.79035790500902,A,D,C,D,C,-60.02524678853766,A,D,10.926700547822945,B,177.39931283828128,E,B,0
Buddhist,Heterosexual,African American,36-50,38.480592935691945,6.590050052958271,D,144.26215113227587,D,D,B,E,D,-175.10854273511472,E,B,-201.05600105832235,E,82.22710277623784,B,A,1
None,Other,Other,18-25,29.960225512281045,-119.29559285053874,D,36.60186148617509,A,C,D,B,E,-51.39399822411326,B,A,-74.6205753948174,D,-121.17899316515552,B,E,1
Christian,Other,Hispanic,26-35,12.977054116567135,-60.486651914798315,E,-45.051889530202956,D,C,E,E,C,150.83587627527788,C,B,-81.59942841382562,A,-121.50169402564535,B,D,1
Other,Homosexual,Asian,36-50,-82.82218701295086,-49.52648541960086,B,58.61140646209656,B,D,D,D,A,-80.5599541165101,A,B,-118.47018761045088,B,168.5300188216284,C,A,1
Hindu,Other,Other,65+,39.05665269165251,202.37593830091504,C,-66.01468136596473,D,B,B,B,D,109.48863756393249,A,E,67.07412221539741,D,-25.22045127892605,E,C,0
Other,Other,Other,18-25,193.48153017497376,57.75440866924645,D,-113.29730832324942,B,D,C,A,E,-82.58695248350081,C,C,-52.03412697850155,C,72.48591031794844,B,B,1
Jewish,Heterosexual,Other,26-35,213.1551299569284,-242.6908290532472,C,-135.17136704211666,E,C,D,D,D,59.612251807273275,A,E,-35.23311869509589,D,-13.366243291671633,A,A,1
Jewish,Bisexual,Asian,18-25,19.29228955722177,84.57965763689174,D,19.38394787025724,D,A,C,E,C,173.73716172328727,D,D,19.51870419053201,D,-192.9026991063793,E,E,1
Jewish,Other,Black,18-25,-29.68390634768452,-4.63774080240043,E,-76.22920007204826,B,D,C,A,D,-225.38446243565343,D,B,128.50355559856675,E,65.17881955506245,E,A,0
Christian,Bisexual,Other,26-35,27.193757219283864,-9.258990580144703,D,215.76440415487457,D,E,E,B,A,196.81162764067562,D,E,5.394313565915841,C,-52.55006102821811,D,E,1
Muslim,Heterosexual,Other,18-25,-34.59114397207161,46.330115836304316,B,135.2066299315281,B,C,B,B,D,-92.43766257001309,D,C,-14.802095352528582,A,-4.76040646141133,C,A,0
Muslim,Other,Hispanic,51-65,88.01981061614968,13.807520878238687,A,52.06709163146878,A,E,B,D,D,-30.601191470266336,D,D,111.88325569959578,A,39.68091976374394,E,B,0
Hindu,Homosexual,White,26-35,-62.21825304838432,14.345361982009011,E,-44.23074654026315,D,C,C,B,B,-152.10954949200962,A,B,110.84919500523189,D,189.08134793567686,C,C,1
Jewish,Heterosexual,White,26-35,92.24337472271755,-69.2457011567186,B,44.768298857080275,E,E,A,D,C,-67.59894717741795,D,A,105.48823156009139,C,40.25378992947877,E,B,0
Muslim,Homosexual,Hispanic,65+,31.93513577145135,-160.93737353358722,D,-16.066440782626604,B,D,A,D,B,19.401294258390937,D,D,-102.95072654435558,E,141.49648397204925,E,A,0
Muslim,Other,African American,26-35,115.71574636232067,55.42715913508811,E,64.22924436196296,D,A,C,C,E,2.3592720424839912,E,D,-19.835209861935265,D,-47.638481584183154,A,C,0
Hindu,Heterosexual,Asian,65+,-58.26516227262984,-102.13239480090543,C,102.75270076141891,C,A,A,B,C,-106.02853170661865,C,C,-49.9258075855822,C,37.60857148500763,B,E,1
Jewish,Homosexual,Black,26-35,-49.80252162185997,4.349144540596687,D,-226.93268199563192,D,B,E,D,E,-29.807148192624062,B,B,-94.59585402593497,E,-67.38292597198047,C,A,1
Jewish,Other,Hispanic,51-65,-43.98833883324867,-77.19059364971962,C,0.4266609404208694,A,D,E,D,B,207.550070728199,B,C,101.45242113866428,C,-75.91544040214687,A,B,1
Christian,Other,Asian,18-25,136.74249062818967,19.92048332093079,E,18.43611037525671,D,D,B,D,C,103.66605461237432,C,D,-55.57774587062707,B,-153.3825987572732,B,C,0
Other,Homosexual,White,18-25,215.41825316686567,-8.249178646901179,E,68.92636463885957,D,D,C,B,A,-150.21513127953585,A,E,123.60666411797104,C,-118.89716569624287,D,D,0
Jewish,Bisexual,African American,36-50,-128.08562508343894,12.733428274309158,C,15.017495258033845,C,B,D,C,E,41.16345082690219,D,B,152.46008018029102,B,45.37237306188081,E,A,0
Other,Bisexual,Black,18-25,-122.48005292487267,-139.24253700614787,D,-27.227988816663316,A,C,C,D,B,-103.96726418552365,C,A,42.6779622912411,D,108.66097156845001,B,C,1
Christian,Bisexual,African American,18-25,67.64989420461339,-138.0036867074366,D,39.43926936887729,D,A,D,C,E,138.34782901988507,E,E,-21.95262760560784,D,185.12838201614147,A,E,0
Buddhist,Heterosexual,Asian,26-35,6.1563333281401835,-103.09377962451569,C,-13.316150324943642,E,A,D,A,B,-35.26344223567314,A,A,-36.13438181059338,A,-231.88927585120078,B,B,0
Muslim,Other,Hispanic,36-50,59.33119126428797,-176.60603835034908,B,-17.35495652045875,A,D,A,A,A,-70.87415596499166,E,E,-178.4224486110635,B,36.56739598301096,A,C,0
Other,Heterosexual,Other,36-50,-22.63897139380924,-23.565370665959346,E,33.168979028559,B,E,B,B,A,16.264966861063574,E,A,-187.49277048918358,D,-68.88835187966725,B,C,0
None,Bisexual,Other,51-65,47.893844180778494,186.40848036380086,D,51.95792043662737,E,D,E,E,B,96.84733714597972,B,D,-174.97972782272774,D,123.82120187287988,E,B,1
Hindu,Bisexual,White,51-65,116.7045800577633,-321.2106697123895,B,8.178595131544048,A,B,D,C,D,21.394053854461205,D,B,121.10760338718359,E,-45.79530443027619,A,A,1
Hindu,Other,Asian,51-65,4.376426496185594,173.22610640725225,D,98.0976063457523,C,C,E,A,C,-114.7904883723763,A,E,85.54824184960675,B,78.44971178499533,A,C,0
Other,Other,African American,26-35,-107.66201422921769,136.09874802264628,C,-73.5034860476424,D,A,E,C,D,-53.307092191481765,D,A,-101.25554827968134,B,78.38558453942076,B,C,1
Christian,Homosexual,Hispanic,18-25,26.08349602165575,-146.368251419345,C,-136.15495876263714,C,B,D,B,D,86.14457380750842,C,E,22.9038896538939,B,29.76439135164437,D,A,0
Other,Heterosexual,White,51-65,150.68145403461745,-72.41533533778184,A,87.75313984472727,A,C,B,A,B,144.661454994959,A,E,-196.80283826066724,C,-33.30639828427242,B,E,1
Jewish,Homosexual,Hispanic,18-25,-75.97040992832166,6.103641994662769,D,-161.70860125984646,A,A,A,D,C,-3.948368776583935,A,E,-120.70392523989209,A,140.42697027547305,E,B,1
Hindu,Bisexual,White,51-65,-51.72305918249107,73.97973015229658,D,-68.02388956674378,D,C,A,E,B,43.875386765879995,B,B,-53.59883852966119,B,-92.71143378853452,B,E,1
Jewish,Bisexual,African American,65+,95.029085335664,8.528426769293599,A,-154.62449316561236,D,E,B,C,E,101.99687047528452,A,B,-76.72409107679262,C,-177.79688028106534,C,E,0
Muslim,Other,Black,65+,-91.58361111628399,132.9436285290193,E,-91.39307756304981,C,A,A,C,D,69.82828927084532,D,C,-213.6988176614821,C,-49.61531497799199,C,D,1
Hindu,Homosexual,African American,18-25,-49.68068467886743,91.27706984755123,A,-0.294306867435234,A,D,D,C,B,-57.54637659128402,B,B,-48.953149834629535,E,-136.29984801175047,B,C,0
Hindu,Bisexual,African American,51-65,11.398458428904403,51.92685234854528,A,129.53437682169826,D,E,A,C,A,-113.40193642602465,D,E,67.16577989431134,E,179.46998773033897,A,D,1
Jewish,Other,African American,36-50,168.64684678053146,-58.00955120426201,D,146.6739748225505,A,B,B,E,B,7.194961939106522,B,A,-169.24821623740175,C,42.76078925641151,A,C,1
Muslim,Homosexual,White,18-25,1.964270358929713,47.4247694300257,E,14.396552027615407,E,D,C,D,A,-88.9610463348035,B,E,49.76206181314522,B,-77.45853840510804,C,C,1
Hindu,Other,Asian,51-65,-54.802844364371154,-69.43375243046783,D,-145.18693989559083,D,A,A,C,C,58.36305839797951,D,A,-102.34122491483943,C,25.160708042833253,C,A,1
None,Bisexual,Other,26-35,56.45496552845511,-60.22541344848241,A,122.62703964821505,E,D,D,B,C,17.046787284155833,E,B,-92.23001335650791,B,-49.55494336713887,A,D,1
Other,Other,White,26-35,67.1448336402545,189.65720396989076,D,-95.08714682565589,B,B,C,E,D,-34.09580376969753,B,D,-183.6081462868034,D,84.16230297021845,D,D,0
Other,Heterosexual,Hispanic,36-50,-4.945551566999557,-222.51649591327345,E,12.1185761918451,B,E,A,E,A,-94.28465270627238,B,A,132.28947975490186,C,-224.530176326004,A,B,0
Other,Bisexual,Asian,51-65,-40.40689020366393,-78.2221230719735,D,-27.13250903107417,E,A,E,C,C,108.19836976816582,B,B,-120.51898343621428,C,-96.21063195887662,D,D,1
Buddhist,Heterosexual,Black,26-35,51.29067765218498,0.19423968143401496,E,-8.354185692284755,B,D,B,C,E,66.69067257070147,E,A,-126.7710982572678,A,1.6583746161845154,D,C,0
Other,Homosexual,Asian,26-35,-59.50045997420605,52.68702915079959,E,95.81188038767687,E,A,C,B,B,-77.55183440297482,D,B,-223.6762661901232,E,-147.45510502938689,C,B,1
Hindu,Other,African American,36-50,-44.88299912012608,-15.447831450070874,A,-107.31475654880016,A,C,E,B,B,-102.35102944222278,B,D,169.5490557742308,B,95.29946734044955,A,A,1
Christian,Other,Hispanic,51-65,57.15302659862475,-89.67135316943065,A,-41.78236463337176,C,C,D,C,B,34.20130907736845,B,D,42.962613541119765,B,17.172183361350672,D,B,0
Jewish,Other,Asian,26-35,-39.97677535966466,118.52338852831423,C,-24.304312004305068,B,B,D,A,A,-120.96378617287387,D,E,-195.44356180024536,E,-9.260730384760706,A,A,1
Muslim,Other,Other,18-25,41.29322089700898,107.4405518747358,B,-164.4434477651485,D,E,B,D,C,-105.46149708501957,E,B,-90.42254332517548,B,-132.8573253774603,A,A,0
Jewish,Heterosexual,Hispanic,51-65,-201.86773911889685,-4.23063846571791,C,-192.43436097813202,C,C,A,C,D,5.507639217052676,E,A,-123.92815716646939,B,53.66977803899666,A,C,1
Hindu,Heterosexual,Asian,65+,18.81728917614904,22.969523101918828,B,94.19952959322599,A,A,D,B,C,0.6212708847651441,B,A,-71.26346508901442,C,-49.89296748533471,B,C,0
Muslim,Bisexual,White,51-65,0.28660979658605273,108.81323694582565,B,89.49347357948292,B,D,B,E,E,107.07591447430612,D,E,-87.72716061121275,E,-120.76163231431012,D,D,1
None,Heterosexual,White,36-50,63.56278214465122,-5.076495481445523,E,-263.9842569101886,D,E,A,C,A,102.10643676416605,E,D,-152.2678221234602,A,-72.54002109284481,D,D,1
Other,Heterosexual,Asian,26-35,137.86831353075215,-118.1602929074292,C,-47.019635809240654,B,E,C,E,A,-51.15971637661805,D,B,-11.392619052381333,A,100.54351870397689,D,B,1
Hindu,Heterosexual,Black,51-65,-103.8341665849492,-57.99615937016134,C,-212.43928599822019,B,C,B,D,A,-77.25319563994327,D,B,47.29454586317702,E,-55.64775809775855,C,C,1
Hindu,Homosexual,Other,26-35,-89.58205964841018,103.86110001948552,E,-9.275441416486082,C,C,C,D,B,63.171922530874404,C,C,28.445955673686115,C,-65.48182715134884,C,B,1
Christian,Other,Hispanic,65+,-96.77606743523026,148.77202035567962,D,83.8751147597323,A,A,B,D,D,63.72219615250526,A,A,-17.408459879919043,D,8.950672129797086,C,C,0
Muslim,Homosexual,White,51-65,-34.498738563007805,-9.924134358625835,E,145.23186136545274,A,A,C,E,C,-115.6046365932694,B,E,-173.70462390393703,E,-36.382434709701734,C,E,1
Muslim,Homosexual,Black,65+,-67.8559004930372,-7.131486348890117,E,92.87756744771491,D,A,E,E,D,-2.0380559312950255,E,E,-158.09349591126167,E,-35.16168930606518,D,A,0
Buddhist,Other,Hispanic,51-65,-150.2077426887793,-90.98182848386598,D,-80.01132533807834,B,A,C,E,D,123.28680533238152,B,C,15.737802442127153,D,-24.832885041936706,E,B,1
Muslim,Bisexual,Black,65+,-189.24884748336402,171.4675286487137,E,12.795250852510529,A,B,C,E,A,-80.29453083918035,E,B,-39.34973569893714,E,7.699891309520381,C,A,0
Buddhist,Heterosexual,Hispanic,36-50,36.444001871882534,34.55641113124531,E,2.217294091666308,E,B,B,B,C,5.186975924493146,E,E,40.21334009147309,D,46.32272506216587,A,E,1
Hindu,Other,White,26-35,-118.87626572458949,-52.22975513486986,D,22.852313565209563,B,A,A,B,C,-46.486866779008494,D,C,33.6355329970994,C,106.57787361690878,D,B,0
Other,Bisexual,Hispanic,36-50,-261.85945090918324,35.2416888106,B,202.19734211914272,B,E,B,C,C,-150.45191832671182,B,C,10.952180434562722,C,141.09701053939688,A,B,1
Christian,Other,White,26-35,-78.11312725930743,-13.347993693609874,A,108.22656150876861,E,C,A,E,A,24.902027374607567,E,E,147.9352042875207,A,18.300305810774635,D,D,1
Hindu,Heterosexual,Other,36-50,151.9303736207217,83.4371794333522,B,53.49161509546192,E,B,C,A,D,-132.74697168276109,D,D,-145.24342610857892,D,51.64676802893682,B,C,0
Muslim,Heterosexual,Hispanic,18-25,11.687970821364974,72.53658480183651,D,206.15691131120104,B,C,D,E,D,-66.19330646596194,C,C,100.80800050794304,C,-111.98557576237533,C,D,0
Buddhist,Heterosexual,White,36-50,-112.77549110708229,3.572160625249573,C,127.24661810131693,C,E,D,A,C,79.23895763680058,A,E,-132.1944352639509,A,47.67908063654619,A,E,0
Muslim,Bisexual,Other,51-65,35.11156490176621,-103.10090482080751,A,110.34822270187696,C,C,B,A,A,7.119765291084983,D,C,-85.76266692091278,D,-52.55471055701276,D,B,1
Other,Homosexual,Asian,51-65,123.40932799633224,6.979850511504444,B,228.15028299023643,A,D,B,D,D,122.82761018901196,B,A,10.579626934978496,D,-95.31986673880746,B,D,1
Muslim,Heterosexual,Black,65+,-11.678134166597413,26.452938376017187,C,55.68727881056553,D,A,B,B,C,110.35776688734022,D,A,-31.452486208195452,A,-5.233964194696548,E,E,0
Hindu,Heterosexual,Black,65+,26.76289676144719,118.96103031985757,D,-44.61747225355401,E,D,D,E,E,-115.16207599928829,B,D,34.226093788418666,B,-78.84341437011311,C,C,1
Muslim,Bisexual,Hispanic,18-25,-21.786404052778018,-17.56746358260153,D,-23.12822797598156,D,D,E,D,C,92.67440456381925,E,C,136.78154723569017,D,-10.262779663849397,D,C,1
None,Other,Other,26-35,-57.31474328550621,-68.74391366341862,B,-11.47383162281392,E,E,D,D,C,6.776747146660678,B,D,113.59999999770022,C,98.8323779919505,C,B,0
Hindu,Homosexual,Asian,51-65,-17.313457513449695,106.78383672562528,D,-90.75009331138759,A,C,A,E,B,147.81564174811297,A,D,-177.20848266856456,C,89.25689081294928,C,D,1
Jewish,Heterosexual,Other,18-25,125.97273166280236,123.0848390705692,B,-47.38398523876845,C,D,A,E,A,-147.88551075978117,B,E,-88.1904421325822,C,93.68495857987523,C,A,0
Jewish,Other,African American,18-25,-31.40094985760528,10.403352842817934,A,-61.918011464190236,C,B,B,C,E,-111.9811969452608,C,E,116.53500093818252,E,143.37225058329224,E,A,1
Jewish,Heterosexual,Black,65+,23.803051236325736,-11.974143405579301,C,138.01337954383445,E,E,A,C,C,-38.27370608713476,A,E,46.9039211527934,D,-57.844362838869735,D,B,1
None,Other,Hispanic,26-35,-57.130692755222235,-206.76342574651702,D,54.19325203670693,E,D,B,A,E,169.88261364601266,C,C,27.458532504971515,E,-212.97049731456877,E,C,1
Hindu,Homosexual,Other,18-25,-54.01149150775212,10.258361233315178,A,12.062267293394742,C,C,D,D,B,-242.18925238765584,A,E,96.93217181882419,E,-75.28176401500559,E,B,1
None,Bisexual,Asian,51-65,137.70149077174062,32.29912416477907,D,-47.56819062689364,D,C,A,E,E,27.50872114496677,A,D,17.754492489525855,B,153.66195106122237,E,E,1
Hindu,Bisexual,Asian,36-50,-97.06049348994067,156.7986452347156,C,33.15442618780843,C,C,D,C,E,125.45380569188612,C,A,119.79218488780911,E,88.7250649285444,A,A,1
Christian,Homosexual,Asian,18-25,-161.89304099414596,-48.05786148397116,A,-13.426214823754295,A,C,D,B,A,99.11226923044735,B,A,-36.513825533064754,A,-17.32120201420074,C,A,1
Other,Other,Black,26-35,139.9701121923816,-62.83618132344322,A,116.46912621971804,D,E,D,E,D,131.49354702191468,E,E,-77.67656373410196,C,105.27317165683658,C,A,1
Jewish,Bisexual,White,18-25,-185.26931212783725,-105.22140855693762,E,-42.66150898740699,D,E,E,D,B,4.038130299335055,A,B,-156.7055485019178,A,-64.76454528332958,E,D,1
Other,Homosexual,Hispanic,36-50,70.71965300263032,-134.27671771258954,A,-151.36118785424046,C,C,E,C,C,-45.808133150666215,E,D,-55.70504007071024,C,22.57036310523723,E,E,1
Other,Heterosexual,Other,51-65,-115.09353895832137,-18.052979557715503,A,-167.80987895669256,E,A,B,B,A,-74.905348336743,D,C,29.616641042501225,D,94.57956061113867,A,C,1
Hindu,Heterosexual,Hispanic,65+,7.211814897847027,-30.438887434301044,C,-32.01769499522868,D,E,C,D,A,157.68338348890325,D,D,40.58312982356204,D,-71.82440659384504,C,A,1
Hindu,Homosexual,White,36-50,-110.23450209940498,-90.09345957612594,B,47.832321960185844,D,A,C,B,B,29.26560064598933,E,A,-43.31878669490678,C,-77.3466049864322,C,C,1
Christian,Heterosexual,Hispanic,18-25,137.9468011580649,53.17635456079699,D,21.93722687095149,C,C,A,B,A,-20.629461783806786,B,B,-112.549630824965,D,-136.38991003653135,E,E,0
None,Homosexual,Other,51-65,165.02246124138998,51.955129442541505,D,-175.7637947063359,C,A,C,C,B,-22.89174284217184,E,E,53.44116261174988,B,106.58528978405255,D,E,1
Christian,Homosexual,Asian,26-35,1.6839768965180892,-127.47432936000784,E,1.9019512751593142,A,B,B,E,C,22.79487144119123,E,A,-42.637253891609525,E,82.56593052690216,A,B,1
Christian,Bisexual,Black,65+,-15.502430650971306,25.462264522906157,C,-83.51302873435398,B,A,D,D,B,-86.81119026149756,C,B,-20.828928408221145,B,58.62585847012779,C,A,1
Christian,Other,Asian,36-50,191.01816953627963,-123.03827329911819,A,-8.383148957924757,E,B,C,A,E,43.16075431702724,D,D,187.81904322381413,B,52.12158200828972,C,B,0
Other,Bisexual,Hispanic,51-65,47.697192716722064,186.702462775217,E,156.35251553635277,E,E,C,D,A,183.335071376842,D,B,59.6217106866613,A,-133.00849928286115,D,E,1
Other,Homosexual,Black,26-35,3.5048543618015766,-17.78657113914238,D,162.37884809875612,D,D,A,D,A,-25.425133332783457,B,B,-111.79638867176158,D,-73.2782408018342,C,C,1
None,Homosexual,White,36-50,100.24948379816425,11.216512366755618,E,-208.092939839756,E,B,E,B,B,47.82219585697652,C,A,-59.89712091549001,D,61.17719054529459,A,E,0
Other,Bisexual,White,26-35,-145.93103443544638,-34.483075470677825,A,195.14866867856375,A,A,A,D,E,23.842288538540622,A,D,46.0944105783659,A,-55.61740156357592,B,E,0
Christian,Bisexual,Hispanic,51-65,18.478721570595543,-74.00208456114241,C,153.11955292816,A,E,B,A,D,-76.07082651274308,D,D,-12.481879394831237,B,262.8896974461115,C,E,1
None,Heterosexual,Hispanic,36-50,-170.63898135172485,-102.6666797359124,B,256.4001958570661,A,E,B,B,A,173.39312583432783,A,C,44.49943104370757,B,130.45107829479613,D,A,1
Muslim,Heterosexual,Other,36-50,14.909096983191784,65.20721097505901,D,-83.59104892358556,E,B,C,D,E,88.21175559509003,E,A,66.63025157444467,E,-19.42083018462391,D,A,1
None,Other,White,18-25,116.24872769606867,-40.605136097633554,E,26.011152475156457,C,E,C,D,B,-64.66639671375013,E,B,-121.63345976856412,C,6.228333169772512,A,A,0
Hindu,Homosexual,White,51-65,-33.2894227818942,67.38900460277428,D,-29.36125019211837,C,A,A,E,B,-3.628859512824576,C,D,78.5072277541752,D,-63.46546040037671,E,D,1
None,Heterosexual,Black,36-50,-186.6806869859475,14.180965811359547,A,51.468390813924756,E,A,B,C,C,79.26818974631557,E,D,-29.501655962247703,C,166.3530547133241,A,C,1
None,Homosexual,Hispanic,36-50,102.38630189317499,127.62144537288573,A,-50.24730130572339,A,D,B,C,B,152.2751086414524,C,B,169.70801649805748,D,141.1003984611815,D,B,1
Buddhist,Heterosexual,Asian,51-65,91.83096957767387,54.70411615341254,D,43.80787566902415,B,D,D,B,C,-26.712385096570845,B,E,-66.81060629705958,D,1.9789883965545916,A,C,1
None,Homosexual,Asian,18-25,49.46436585315074,73.45850616922735,A,-43.62138582594834,C,A,C,B,E,39.093013700059785,D,C,68.91944824252317,B,-37.163067379524804,D,E,0
None,Other,Asian,36-50,209.45194396992642,171.13206555393296,C,-142.6804328361105,B,A,B,E,D,54.59251833801262,B,A,-54.136460970513546,B,70.4563717519796,C,C,1
Christian,Bisexual,White,18-25,182.3473260600971,20.07163340260454,D,-50.085936301256694,C,D,C,C,C,23.776433196674386,D,D,-76.96620880299295,B,-35.63882784833931,A,E,0
Hindu,Homosexual,Asian,65+,-10.578689288411748,-99.78119786151905,A,181.40134888927219,B,D,C,A,B,-54.379785030723596,B,A,-154.47353812513,C,19.646089078689084,C,D,0
Jewish,Homosexual,Asian,26-35,-137.69333835638284,-61.62862083450155,A,81.3581887626624,C,E,B,D,C,93.52413764448512,A,D,59.841113972035366,B,-16.929520621865983,B,B,0
None,Heterosexual,Hispanic,51-65,24.18737008550169,87.54549035732198,A,-29.797202349641122,A,B,A,C,C,-54.24083488392697,E,E,54.45786216327222,C,9.152600235677799,D,B,0
None,Bisexual,Black,65+,216.5624036964275,53.93638958029799,C,51.2325639934717,B,D,B,D,E,-20.526917016507397,B,B,148.07403699851903,C,-12.549634776575907,D,B,0
None,Heterosexual,White,51-65,-65.66216629621627,-210.28694645320965,D,24.741035296416232,C,D,C,A,E,-89.2829085201746,C,B,4.908504814419669,E,-232.14087906644448,A,D,1
Buddhist,Homosexual,Black,51-65,-11.339100245467057,58.933841245147235,B,193.64440922131482,D,B,A,B,C,-77.48940297971568,C,B,133.31496224030923,C,-150.89410840167932,A,D,1
Buddhist,Other,Asian,51-65,-17.47220641445483,226.84429208415486,A,-21.051390730121213,B,E,A,B,E,106.73593049881767,B,C,-82.54283119304134,C,-53.95490834582715,A,D,0
None,Bisexual,Asian,65+,-64.26561733073383,-83.42464751726304,D,159.66219024281818,C,A,C,B,B,-94.56339731830192,E,A,27.137802793758485,D,-15.698146628024928,C,A,0
Christian,Other,Hispanic,65+,61.296043104550556,125.7430118702948,D,-54.586510746382025,D,A,C,C,E,-80.02881341801306,A,E,-40.697880832081054,D,-99.01338915419683,A,B,0
