age_range,feature_0,feature_1,feature_2,feature_3,feature_4,target
18-25,-176.2904751404968,90.48104120074353,E,E,E,0
51-65,86.65107965747208,44.31980114004702,A,B,C,1
18-25,41.287897587525066,-6.212184949159317,A,A,A,0
51-65,43.26163676579967,-2.9985122133205793,A,C,A,1
26-35,-81.74749099852481,159.25638402425756,D,C,C,1
36-50,138.80481231015034,19.154607013564785,B,A,A,0
36-50,-83.83578211737856,-56.68925080222769,E,E,E,1
51-65,33.29204175719025,-4.277189996973216,A,D,E,1
51-65,44.24216511360416,84.1445945143088,B,A,C,0
26-35,-37.27054365832252,-96.18649821153056,A,A,E,1
65+,-56.49040876570059,-8.06751889120563,B,D,B,1
36-50,27.88380495065736,97.92464660247148,A,B,C,0
18-25,106.78288838185057,-42.745862363308454,C,C,E,0
51-65,99.80486280030894,92.88718007923987,A,C,B,1
18-25,212.90750070688128,48.87429058311921,C,B,A,0
36-50,-11.35427570459901,-87.25845981228476,E,A,B,0
18-25,79.83818045713562,1.9973150326240197,C,B,E,1
26-35,111.4333875714891,55.454729411986214,B,D,A,1
18-25,45.73519385082789,55.51221181896224,C,C,B,0
18-25,-98.70137273999951,-2.384098262439797,A,E,D,0
36-50,161.60377716061208,-82.7041776706944,D,E,E,1
18-25,-79.89109552985629,-143.55317947144374,C,E,C,1
26-35,-103.23682026920926,64.68301815546586,D,B,D,1
18-25,-155.81441755302035,61.54794095171962,D,C,B,0
18-25,-54.152197750212835,-72.45115361497795,E,B,E,0
65+,-218.48117163715185,77.13691149818871,D,E,B,0
36-50,-237.15637217234112,100.39123308017426,D,A,B,0
18-25,-50.69128040262692,84.10872671263134,B,C,E,1
18-25,-13.545771473347823,67.91982613148394,C,C,E,0
36-50,53.89724528951102,29.085800919478643,B,E,B,1
51-65,10.947968901864302,-95.46983917955426,A,E,B,0
51-65,-31.200429196854664,-48.98727621929902,D,D,C,0
65+,-11.497223256529663,46.40933749514249,E,B,C,1
51-65,134.58766186694348,41.79042585641167,C,A,B,0
51-65,-93.97481373659834,86.90472179272957,E,D,B,1
26-35,-183.89270875183743,-3.8077713469981282,A,B,A,0
26-35,-23.003938623584443,-123.21130121097279,A,B,A,1
65+,-164.40709443500378,-1.4817585799125161,B,B,C,0
18-25,18.200103383246656,106.4837765040604,D,B,E,0
51-65,-87.6030659362424,-198.43371990377543,D,D,A,1
26-35,104.779296545249,143.35223606674546,A,A,B,1
36-50,-192.91078878997402,132.96769014408264,D,A,D,0
18-25,196.6417337913828,-23.282687256801793,C,A,C,1
51-65,-127.40853817925625,-84.28848326144005,C,A,E,1
18-25,-231.21176912961815,110.4957867803156,A,E,A,0
51-65,-173.9923301173609,155.3656512313293,C,B,D,1
51-65,-35.57503711897343,207.1400601928937,B,A,E,0
36-50,-9.002217925069706,-47.9478197922306,E,B,E,1
26-35,-71.353873494354,239.8897197653542,E,C,B,1
36-50,49.53738669689067,180.3164738575901,B,E,D,1
26-35,36.73832818046154,157.15861755393627,A,B,C,0
65+,-55.09654159947074,-56.4679993171214,A,D,B,0
26-35,-16.195254033021236,-52.48568750961301,D,B,B,0
65+,26.03327521323009,12.770682824015065,A,B,B,0
18-25,-74.88590813188779,-189.8625315310506,D,B,B,0
26-35,39.23746081160831,129.30805273958364,C,C,A,0
36-50,-43.98318615175617,-30.580540762291342,D,C,E,1
18-25,37.527895765600796,22.129801433604932,C,B,D,1
18-25,20.641665916052325,46.31569024780377,D,C,D,1
18-25,-86.6781819676634,-51.18326370006356,A,E,C,1
51-65,173.95946507521847,-42.17571715645803,D,E,A,0
18-25,-65.03837768629015,-43.604767694631406,C,A,B,1
26-35,-59.334532948519616,-67.4860399696834,D,C,B,0
51-65,-11.788816119381842,135.21539329470917,E,C,C,1
26-35,-78.75526156867423,47.35837695187627,E,A,C,0
51-65,96.88115194990091,-280.07140858645516,E,E,D,0
36-50,-175.13993316138695,81.74376881781563,C,A,D,0
36-50,71.43865977398585,3.3860876590488123,D,A,A,1
18-25,-4.231601724136979,-4.148935194138731,A,A,E,0
18-25,-89.5656241087281,222.03968331058346,C,A,A,0
26-35,-21.164094795459214,-12.584419255430543,C,E,B,1
51-65,-77.53550832895567,-43.56480717680517,E,C,B,0
26-35,24.672224742470938,231.13611528559966,E,D,A,0
36-50,83.01183899899894,-60.31972198093493,C,E,E,0
18-25,-48.90297308439409,-76.97056400096805,E,A,D,0
51-65,40.89728176467363,93.76641014658092,D,C,D,0
18-25,74.52304691571112,-41.303444048253986,E,E,C,0
18-25,184.82493777948406,36.86004263500181,D,E,B,1
36-50,22.499567241791482,7.519961654712468,E,C,C,1
26-35,-88.23457183723099,-18.516899850327544,E,B,C,1
18-25,-33.93686104638904,52.7794283230299,E,C,C,1
36-50,-47.28910985337137,38.52582762933478,D,A,B,0
65+,-163.36855581235687,173.36448919765348,C,A,D,1
65+,-159.6662176917847,28.062829382336275,A,C,B,1
36-50,-29.861484565734685,-193.76403650680572,A,E,C,1
51-65,14.85673742488981,-62.89065247836392,E,C,A,1
18-25,10.481717472816571,-17.009437927616634,E,E,A,0
18-25,-76.93469335730335,-140.614213094057,D,E,A,0
65+,50.872638635783474,-26.199145671363276,E,B,E,0
51-65,-79.332518119243,125.18265592315734,B,D,E,1
18-25,-64.32865078829411,-106.55177613866971,A,E,D,0
26-35,-6.0586610518808355,-42.56903722378274,D,A,E,0
51-65,32.18709223054123,-92.63935498516157,A,B,B,1
26-35,117.15724627063283,-62.16113579209971,B,B,B,1
26-35,87.22558662992553,44.52507131227568,D,C,C,1
26-35,18.273919771394777,-91.89855975144118,B,C,A,0
36-50,-46.575995725500015,-0.6406985352343977,A,A,C,0
36-50,-72.10933606407426,-13.455522927845372,E,D,A,1
18-25,-138.83543631669363,-22.46933728764386,D,D,A,1
18-25,49.19507217932161,-45.8251596472597,C,B,E,1
18-25,-241.71498529257605,103.95876275312233,C,B,C,0
51-65,-113.32667505436247,-30.49116596163108,D,D,A,0
26-35,23.048337861006452,-99.2858348105063,C,D,A,1
51-65,-23.808906571121703,17.658033578375846,A,A,A,1
18-25,-90.8776620120315,6.339761965167677,A,D,C,0
18-25,-167.58099797205546,103.2714171929945,C,B,D,0
51-65,136.03565703339135,141.79635915743674,D,E,B,1
26-35,-272.03750212563426,64.19183557312618,D,D,B,1
26-35,52.043673081741225,-103.05562875176706,E,E,B,0
26-35,-100.48497845210922,133.7440836337614,D,E,C,0
26-35,-88.57680964822134,-136.29784599539965,A,B,D,1
65+,-72.71159101897211,150.6006048309825,B,D,E,1
51-65,-76.23261924193264,-246.7751582408257,A,E,C,1
26-35,-11.814691710656575,196.8566144102688,E,C,B,1
65+,-8.911962591988146,-24.077835446065038,B,D,E,1
51-65,-121.36394159150808,147.83831412518805,B,D,D,0
65+,-54.23660001873275,56.91544695179661,A,A,B,1
36-50,-55.175256607034484,37.04896536899868,E,A,C,0
51-65,-157.15591098515097,182.6888810853644,B,D,E,1
18-25,58.22069032921168,-12.736645479528763,B,D,B,0
65+,-94.02974761382029,140.94687937693578,D,B,D,1
26-35,186.99811874043618,-7.48414801209369,C,C,D,0
51-65,76.25849901701675,108.31770696887016,B,C,C,0
26-35,28.178826286514475,-5.985493764002858,A,C,C,0
18-25,72.29307782576643,-62.75410637072859,D,C,A,1
51-65,57.93401124701385,54.100615062110435,A,B,B,1
26-35,15.220025617621364,138.80261649104858,E,E,D,1
36-50,-151.27174418915482,23.87044083286811,C,D,C,0
65+,-33.84697007716759,74.31670886279909,C,C,C,0
36-50,-297.9721720836061,-30.497712851267234,D,C,D,1
65+,162.9284872977946,33.71125147108003,E,C,E,1
36-50,-58.322326793507905,-163.27184626259822,A,D,E,0
26-35,64.6093432637543,130.9310277778256,D,E,D,0
36-50,25.22357337000057,-22.218788202161864,A,E,D,1
65+,-74.10421622352257,-1.4699545937153229,E,A,A,1
65+,-69.89448465431074,138.76182310891892,C,E,D,0
65+,-132.03536555136796,-71.68514711755611,D,D,B,1
65+,67.18069703533858,95.38282800059949,E,A,A,1
65+,-97.44249861144816,-72.68538844450254,B,C,B,1
36-50,134.0216745220128,-133.52427110211934,C,D,B,1
36-50,-154.97030391043717,-95.43632295933695,D,C,E,1
36-50,177.1625329272296,-18.229733920585545,D,B,B,0
65+,-55.26429914236133,-137.99071089401514,D,B,A,1
36-50,13.740398105317142,20.49217618497999,B,A,C,1
26-35,-44.11059457270396,-55.334596396366955,B,D,D,0
65+,142.1692913828388,70.83004112801706,C,E,E,0
65+,-195.77201708186328,-13.98156889206005,C,E,A,1
26-35,108.44651306382593,16.647719111401184,A,C,D,1
51-65,9.746854476594653,30.565678092950915,C,E,D,1
36-50,-96.74221921603639,65.19979333825742,A,D,C,0
36-50,216.44417839630643,-169.59775162618806,D,E,B,0
65+,-20.688813867684903,-42.92081391716456,B,B,B,0
51-65,-32.818980783101864,-18.558185976424962,A,E,E,1
51-65,-55.27391891055742,-28.752734973398102,D,E,E,0
36-50,37.60540386393201,2.156437581044358,A,A,A,0
18-25,152.90826431114928,-46.87107587638474,B,C,A,0
18-25,-7.401507692092885,-122.94108323898358,D,D,E,0
26-35,-7.4633584813438665,98.17482175393026,C,D,D,1
36-50,130.654310324387,-58.89920091719682,B,A,D,0
18-25,-53.33856974434398,110.20914413431595,C,C,B,1
26-35,148.215361993536,-111.56068955273663,B,B,D,0
18-25,24.830084583097385,61.437500766613375,D,E,E,1
65+,-216.2257888761784,218.78495145274889,E,C,E,0
65+,-183.41007819314413,85.42996491309593,C,B,C,1
36-50,116.4583590874627,6.689161489788729,C,D,D,0
36-50,-12.780170660799458,-160.26152315071045,D,A,B,1
26-35,-49.54478693026113,62.481093286366054,C,A,A,1
36-50,117.6146304638563,125.80482922478984,D,C,A,0
36-50,-24.054214868503006,144.32055317337836,D,C,E,0
51-65,64.00977070707012,76.10093152511736,C,A,D,0
18-25,45.381441680047274,17.223424586855092,C,A,D,0
51-65,41.11275052178862,-1.3157285862164025,B,D,B,1
51-65,-41.23271579867763,18.38943212761049,A,E,B,1
26-35,-200.07368270329792,75.4624781374032,E,B,E,0
36-50,-55.72209814394371,11.98620014090217,B,C,A,1
36-50,157.3185941787279,-68.8048729536848,A,D,B,1
18-25,-172.79050687547,-30.36500120700688,C,A,B,1
51-65,128.88439241869017,-95.93960468498527,B,C,C,0
51-65,131.2905314667668,7.629832458892953,C,C,C,1
65+,77.57901807225127,-156.7281954435365,D,B,D,0
26-35,151.80859746370544,100.92209537903838,E,A,A,1
18-25,-10.922905985927105,-53.761266629920435,A,B,B,0
18-25,-198.4032330141367,-49.730086791411445,D,D,E,1
36-50,-9.901244018690239,74.88382991056342,A,D,B,1
26-35,95.3979421753815,27.368112849384126,B,B,C,0
26-35,-123.75992533806355,81.09140844716634,B,D,E,1
51-65,-43.660070901102024,7.448066861218789,E,E,A,0
18-25,-45.57711324363189,81.83237561016338,E,E,A,0
36-50,99.63799791956589,92.88824352166586,C,C,C,0
51-65,-141.10015119210516,-178.4098623678237,C,D,A,0
26-35,53.122957129411596,138.65757798900444,A,E,B,0
18-25,30.92352536601289,94.65571372341897,C,D,B,0
26-35,-246.25947435155075,70.9659061196657,E,D,A,1
65+,27.484425015902115,-61.78448557384723,A,B,A,0
18-25,-50.44477774940103,-95.1062252240304,E,D,B,1
26-35,100.56433040574547,-63.31921281017079,E,C,C,1
65+,-75.77958618690126,-43.145383252260146,D,A,C,1
65+,-131.84134991366219,11.821540290499465,E,D,D,0
65+,-35.23552147344279,-27.438823921150412,C,A,C,0
18-25,-90.08578827302075,88.34951651916622,D,A,B,0
36-50,-13.307291988612668,189.3129130691965,A,C,C,0
36-50,84.68259399031133,34.37550163941179,D,E,C,0
65+,-152.9787997281827,82.90712348843277,C,A,B,0
51-65,24.41161297116692,26.079368785758966,C,B,A,0
26-35,-24.585586196342703,-114.3168661291645,C,D,B,1
26-35,-131.5682327812414,-8.897436584688947,A,B,A,0
18-25,29.78940293045192,14.369467600363816,C,D,E,1
36-50,-29.21285493642606,91.21317523456953,D,C,B,0
51-65,-115.78558035407023,-236.347880668773,C,B,A,1
51-65,26.599046003006865,-74.5131346311267,E,C,E,0
65+,-164.10632331521126,-165.1560678664898,E,A,C,1
18-25,-6.107922067899886,3.9983554697851247,D,A,A,0
18-25,-139.48189235972598,20.581218255931528,D,D,D,0
36-50,-45.28209638977899,108.29161766898562,A,D,C,0
51-65,194.09201837638167,53.38616383411969,D,B,A,1
26-35,16.296296924002608,-78.03984686803645,A,C,E,0
51-65,42.66305696349183,-174.95008165513897,C,D,D,0
26-35,-180.87758401595696,1.5980645098092376,C,A,D,1
26-35,72.73330459780927,-80.2104468783819,C,D,B,0
26-35,-79.07767497439643,79.31426421057641,E,A,A,1
18-25,55.75573086521558,20.794493228366516,A,C,E,0
18-25,-100.7287644324909,22.429895686879707,B,C,B,1
65+,95.00537925395659,81.99312656683209,E,B,D,0
51-65,-8.915924662626555,-163.60885124223336,B,C,A,1
18-25,75.51849672479275,-43.622156999271425,B,B,A,1
36-50,-49.25550656438751,-45.266070265562455,E,D,E,1
26-35,76.97552658957817,15.974638183056875,A,B,B,0
65+,81.08475865590063,167.87607542413053,C,E,E,1
18-25,-111.29426159163674,-126.71945988990984,C,C,B,1
65+,-29.0856989914701,-146.23967469133567,B,D,A,1
51-65,144.47953960519914,-166.46574850412864,B,B,D,0
18-25,-67.16926318703591,-69.23327100299952,A,C,A,1
65+,90.37601930623507,-15.91445667407761,C,B,C,0
65+,88.23538733164472,4.158175056498896,D,E,E,1
26-35,51.79926836261326,-3.5509287419528524,D,B,A,0
36-50,-23.21833048604604,75.11869416884994,E,B,A,0
18-25,-26.435888093265692,-104.6875696940416,E,E,C,0
36-50,149.1231744871349,-11.317995145763062,A,C,C,0
65+,-55.964859668729105,-157.58691491116156,C,C,A,1
36-50,-190.12627833880302,31.48819052657037,E,A,B,1
51-65,-56.48681864746864,-39.18373249343991,A,E,A,0
26-35,80.82698647897139,-35.31535051511965,E,E,D,0
18-25,-64.96278951766853,-60.08290908007721,B,D,C,0
36-50,-25.122546153548182,139.98969899268047,E,E,C,1
26-35,-108.36107110515303,50.81476983967023,A,B,A,1
18-25,169.9756861992177,-114.38722544907544,E,E,B,1
26-35,-106.86258415569547,232.796602909908,A,E,E,1
51-65,-47.574169366190645,-49.773200707410766,B,C,A,1
26-35,-73.77079051045553,-204.253020048818,B,B,C,1
36-50,8.635187638823266,10.068869632608873,C,E,E,1
18-25,-183.04891621779348,119.7023856173413,A,A,D,1
18-25,5.975530837463446,139.35452523950966,D,E,B,1
26-35,-153.94757637578053,26.9578341695603,B,A,E,1
18-25,-39.429080214230616,-1.1566756831527116,E,B,A,1
65+,176.76792260013428,-142.09268380419536,E,E,E,0
18-25,-26.963369714221535,-246.6930768148541,C,D,B,0
65+,95.3071372615208,-8.022442259291404,E,C,D,1
26-35,15.604649124182659,-235.81447330343872,A,C,B,1
18-25,-147.1389260960706,46.68242488558461,B,C,D,0
36-50,-137.9258302390468,-106.10229425663331,A,C,C,1
65+,194.57979414270503,-0.42060086150464165,A,B,E,0
26-35,36.0272597226435,-61.20869845618613,B,D,A,1
65+,-177.43607747647158,98.80365976384041,D,A,E,0
65+,64.79240413116221,1.488311379601441,A,C,D,1
51-65,204.21307537942087,7.559545432362739,A,C,E,0
36-50,-56.49202368329447,-44.109722785855695,A,C,C,0
36-50,171.98112154573118,-23.889617639588558,C,E,D,0
51-65,145.46297317964158,52.92183681210847,A,D,D,1
65+,52.9069058635711,-68.78993433379044,D,C,C,1
51-65,-92.45573132976408,55.790002408120245,E,C,E,0
26-35,58.30695293289928,15.678164832676844,A,E,E,1
18-25,-234.3051174978365,20.18325062767603,E,B,D,0
65+,-30.00213274388976,-5.334029422427245,C,A,B,0
51-65,93.42892440379407,-24.53399602396108,E,C,E,0
26-35,59.974322313090475,3.3779128436308876,E,D,B,0
18-25,-31.44480615126355,132.72696992631754,E,B,A,0
51-65,53.10479844527292,-99.24436293436207,D,B,D,0
65+,-92.96302305857742,99.23227181122652,B,C,E,0
36-50,-136.9292631469327,27.780808218320065,D,D,C,1
26-35,-18.366573056726395,-154.85525075638114,D,E,E,0
51-65,85.46524630993679,12.824532666003046,D,A,E,0
36-50,1.147104902481191,-73.37028562795378,B,D,D,0
18-25,157.90554173136607,34.46706239634587,A,E,A,0
51-65,-6.441148187836526,-53.87294178484873,E,B,A,1
26-35,37.49652131013922,-40.53762674209795,B,B,B,0
26-35,70.74698940861413,-47.95854611435778,D,C,A,1
65+,-46.90662970760251,-46.359989392428055,B,D,E,1
18-25,27.992820638638204,-25.451790764998723,D,B,B,0
26-35,-54.13038676313866,-98.11481087154635,A,E,B,0
18-25,-140.81221130013856,-16.955143347324892,B,B,C,1
65+,13.159236088120577,-66.30117710585323,B,B,C,0
18-25,172.38551304924985,-91.50890782911378,C,E,E,1
18-25,-47.50680623883158,-240.99847767433715,C,D,B,0
18-25,7.070033338217509,34.249809090218974,B,C,D,0
18-25,99.59493523207537,0.6495375342704791,A,C,B,1
51-65,47.456537810879325,147.11095613676633,D,B,D,1
18-25,28.59605849247533,75.8975777240715,A,E,A,1
26-35,103.77518618902354,-84.7399226087951,C,E,D,1
51-65,-64.84394598019844,-170.6798488346869,D,E,C,0
26-35,68.64069181681931,-45.3280263762825,D,B,E,0
18-25,-181.17444517688267,4.475573658442256,B,A,B,0
36-50,-26.691606754140068,143.62293820585074,D,E,C,0
65+,0.4968837200459856,158.96979045552143,D,E,B,0
65+,95.78567239668888,72.46066453519916,B,B,D,1
65+,45.1031185328417,-200.86314567246131,B,C,E,0
26-35,120.75826541054067,86.76933101017846,D,E,D,1
51-65,33.56512579676969,52.118468769648786,E,A,D,1
26-35,57.6024547451367,195.01550732830697,E,B,D,0
18-25,19.89284884419779,18.32854180460727,E,D,E,0
51-65,81.72964101327564,-207.74041016597957,A,E,E,0
65+,81.85963716473381,-134.45239957612353,E,D,C,1
26-35,137.43981975844125,36.007462472496336,E,D,D,0
18-25,-136.41564497046065,90.6420572988656,B,D,B,0
18-25,160.25673935460688,20.89329595975559,E,D,B,0
65+,-31.925163023236923,-105.74057715898041,B,D,A,1
26-35,-218.75222110788016,216.03012463943892,E,E,E,0
26-35,26.94748621264892,-79.87207095084203,D,A,A,0
51-65,113.60309198261949,-63.30597335027057,A,A,A,1
51-65,32.197375297664216,211.58685573955043,A,C,D,1
36-50,-144.4328756134305,-270.2525723877019,D,B,D,1
51-65,-39.12976762685639,-18.85391777133475,C,B,E,0
18-25,-31.72574916656947,214.38569842473768,C,A,C,0
36-50,27.376378931530603,-33.36076276245723,C,D,D,0
18-25,-25.07630147884325,-8.003470234032953,A,C,E,1
26-35,99.01196256003016,-161.59653983227136,C,A,C,0
18-25,-119.38522210126328,-40.32459755284621,A,A,D,0
51-65,-38.82060235386284,-144.81609733492832,D,D,C,1
65+,112.61103384017805,7.389539251580375,E,D,D,1
65+,151.73225512049007,-79.61084822713994,A,E,A,1
18-25,58.146945732682866,136.48685474571718,E,C,E,0
36-50,119.37122425103553,51.52352738120863,A,B,A,1
51-65,-1.4826787577763265,63.41817090236713,E,B,E,0
26-35,-68.92500866458835,38.82005099230974,B,E,B,1
65+,-120.93457555721476,192.74558762512723,D,E,A,1
36-50,41.59369707562085,13.928618285311595,C,A,A,1
51-65,60.4970446514062,-42.606441641752234,C,B,D,1
26-35,-79.51778611951514,-18.798375077480458,E,E,C,0
26-35,218.9250097023591,193.41483375982654,A,E,B,0
26-35,-72.91100225254435,91.28927062049186,A,E,B,0
36-50,65.7099543692491,-134.42637592207336,D,E,E,1
36-50,-40.3115741804339,114.92124463972672,A,C,E,0
18-25,-18.62526365817607,87.21053462184366,B,E,C,0
26-35,225.486614805313,-52.70844538083298,B,A,E,0
26-35,54.9054346844301,-55.53440943326128,A,D,A,1
18-25,-176.53725514718303,-153.55393975649434,E,B,C,0
65+,-118.40470437085031,-40.43666836747723,C,C,E,0
65+,37.66232284523596,168.5295797527227,C,B,C,0
18-25,-119.97136243632853,-9.640543962844875,E,A,B,0
51-65,9.93790307912987,117.21046763382273,E,A,A,1
36-50,7.88851923604012,-69.406106856343,B,B,A,1
36-50,200.6111329592458,112.11330889551012,C,C,E,0
26-35,59.58099124320433,-128.52063536154782,A,A,B,0
18-25,77.14184392970508,15.929109035587283,C,D,E,1
51-65,181.308309484312,-14.900649824872797,C,D,C,1
36-50,29.183171684064668,-10.671170795506221,A,C,B,0
65+,-116.53040281898701,142.83669842194152,A,B,C,1
65+,109.12298505155755,-63.73578592087002,B,C,A,0
26-35,-51.387854265028565,100.70667274448881,B,E,B,0
51-65,-38.578156134271765,62.84097202448545,A,E,A,0
51-65,105.87573672889663,289.67434995037394,D,B,C,1
18-25,89.86461025846374,-133.6402312826314,D,A,C,1
36-50,-36.82840945327016,74.47076948083577,D,E,B,1
65+,195.51130492928465,224.32263795795149,D,A,C,0
51-65,-67.02543492012741,-68.25735071886828,D,B,D,1
26-35,-76.69802221135058,-37.43616912576013,D,A,D,0
65+,59.899442502379365,64.01221954959516,A,D,B,0
65+,88.76599978979317,30.9976922190964,E,C,C,1
65+,176.85082107965806,104.56629693057617,C,E,B,0
26-35,77.60930061463654,25.85320280777613,B,C,C,1
65+,-72.7177066623369,33.17024208690433,C,C,B,1
18-25,-106.06687979701009,180.8548769589596,A,C,E,1
51-65,43.48350294848667,61.43658895509666,C,A,B,0
26-35,162.36260835329853,-200.82555204818183,C,C,A,0
51-65,-13.759422696010242,170.2577923860204,E,B,C,0
26-35,139.29073006876806,22.583211387807673,C,E,A,0
26-35,-145.85984724209106,-37.00424602781692,C,A,B,1
18-25,45.97191649609525,140.6400257850594,D,B,D,0
36-50,52.78606263476067,2.3414151948143895,D,E,E,0
65+,45.967961840607494,176.34883933985722,A,B,E,1
51-65,-122.46363391758588,1.4712130019893985,A,E,B,1
26-35,-177.58437275438607,-49.17898692247635,E,B,C,1
36-50,-30.02105188944819,1.9882467280840925,B,E,D,0
26-35,170.12322290499867,15.48860342391152,C,B,B,1
18-25,-70.25117466570777,54.85110102150086,C,A,C,0
65+,107.54427697943285,-165.5404368775956,A,D,C,1
51-65,10.079609451300525,13.782620773078976,A,D,E,0
36-50,147.19888792755984,-101.54050283359454,D,A,A,1
65+,37.53402709347063,-118.69728516540461,D,C,D,0
65+,149.0998727677911,-13.288906301120695,C,A,C,1
36-50,-97.5216871686964,12.504781965218811,E,A,A,1
36-50,31.634864102101655,33.479934847077665,C,A,C,0
51-65,-38.149889516021815,247.66647728479785,B,E,B,1
65+,27.083827611178158,66.63435115640657,C,C,A,0
36-50,-79.22932795363414,63.47734574800619,A,B,C,1
51-65,61.78680264920599,-179.12837579496235,A,E,E,0
51-65,-44.53661009377685,-84.68814296217924,D,E,A,1
51-65,23.109310907925675,-88.11438110768167,A,B,E,0
18-25,175.4708722651356,104.20924813462634,C,E,B,0
65+,222.05149523674157,13.144200535878884,E,E,B,1
26-35,142.8035175024688,15.399568520476178,B,D,E,1
26-35,127.70569844168742,83.22884108522345,D,A,A,1
65+,31.348121379669475,-109.98061191648765,D,C,A,1
18-25,-74.06716458369822,54.64784356889963,A,D,E,0
51-65,-51.15555356914329,-30.89355889978551,C,A,D,0
36-50,-44.02492613672556,62.692286584768084,B,D,E,0
65+,-39.447744389902724,204.25109427369756,C,E,D,1
26-35,245.123822093333,-128.11454413891758,D,E,D,0
65+,-83.15859179707037,-73.91689007931255,B,D,C,0
36-50,125.82541912783365,-51.13349730385494,D,B,B,0
18-25,233.14551059285787,118.37112254737325,A,E,B,1
36-50,50.73063108231207,-53.66551518287059,D,A,D,1
26-35,25.71780963131293,12.381454207397642,A,D,A,1
26-35,-26.548495767907728,78.33908232756907,A,E,E,1
36-50,31.967444833966418,14.795304364562966,A,A,A,0
18-25,82.05227883113821,-41.92961666173842,E,B,B,1
65+,41.04549735677209,-174.51757020053614,D,B,B,0
18-25,-78.1304352085846,-29.901469792941608,D,D,E,1
36-50,-17.031060925211747,-11.890325604926776,B,B,B,1
36-50,-111.47277007998196,-33.2425197069466,B,C,B,1
65+,-71.54363398466943,86.7358280670101,A,D,A,1
36-50,-14.829019159105439,41.94627991321727,A,E,E,0
36-50,-59.53699708802376,-20.058415409815332,C,E,C,0
18-25,-45.659620061479785,-161.7045021430047,D,E,E,1
51-65,-52.08810627717722,-31.702254365271422,B,A,D,0
51-65,58.21624395971742,11.80531723238021,D,E,E,0
36-50,148.41397162318611,-19.247443307277486,D,D,D,0
18-25,9.554338497411662,-16.119326513641365,C,D,E,1
26-35,-60.34333813410095,-137.5052304038603,B,C,A,1
36-50,-131.71992205146324,82.53911681063049,C,D,B,0
18-25,-64.12679372279482,207.0362033110208,D,A,B,1
51-65,73.3462937284981,-198.750897197164,C,D,B,1
36-50,-27.831106769177122,-32.986926462115896,B,B,D,1
65+,162.79317953433298,203.56194757879024,E,E,C,0
65+,-114.58528812911908,-55.122354973898744,E,A,D,0
18-25,128.61795488948394,67.90788193759006,C,A,D,0
51-65,-33.61372241143365,-34.68157169372175,E,A,A,1
18-25,52.213539143177,126.66415470137973,A,D,B,1
26-35,148.48861501617003,-90.86835679952291,A,D,B,0
18-25,2.3577158993124403,8.453935147711386,B,A,C,0
51-65,-152.1632346762819,-98.04893495175446,E,C,D,1
18-25,-55.85498528362942,67.17252730165313,C,B,D,0
18-25,66.26304710655258,69.07630247808278,C,D,E,0
65+,23.31442800181996,105.32085942456911,D,E,D,1
18-25,35.26839064490344,95.86200484587182,C,C,A,0
65+,-11.313845187835733,-32.85344093322293,E,B,A,0
18-25,-12.276266160054316,126.54662927110397,C,C,A,0
26-35,64.7016970226342,-99.39385003254108,B,D,A,1
18-25,161.6297593704441,-85.2730104612812,B,C,A,0
26-35,-61.22907606625665,-75.65848699204993,B,C,C,1
18-25,106.73171925167166,-67.11589277504248,A,B,A,0
65+,-59.586418509421534,82.86943432474351,A,D,B,1
18-25,-168.8056728866979,115.41462890014881,A,A,D,0
65+,-18.34676783867758,169.12808763068867,A,C,E,0
36-50,-151.33677024270634,-54.491467252911875,A,D,B,0
65+,124.48597119712382,-40.18223946818112,A,D,B,1
36-50,-50.670522364049795,58.584048939620736,C,D,E,1
51-65,-134.4396853473837,93.25058339003827,B,D,D,0
18-25,102.81487228210166,-6.149232319089464,B,C,C,1
65+,-86.17944727750738,-126.29209357668472,B,E,C,1
36-50,60.43699071289947,-54.8104365439098,C,B,E,1
26-35,100.26726847528242,28.12365525142651,C,B,A,1
18-25,36.673535751951675,65.05248739048047,C,C,C,0
26-35,-44.80690736526373,54.512201651972866,D,E,B,1
26-35,-62.409470772378825,80.26303049379209,D,B,C,0
26-35,-79.48241669658773,98.27108587875507,A,B,A,0
18-25,97.66224960660823,55.656430039322444,C,D,B,0
18-25,54.41888607397958,4.597738912349911,E,D,C,1
65+,-26.130757432274876,-102.65156949836074,C,A,A,1
36-50,-71.16286098773878,89.23382903296596,A,B,E,0
51-65,-116.6190435625853,118.56303810565103,A,C,A,0
51-65,63.858110181081265,69.86604181266365,B,E,B,0
65+,-148.50405025516494,20.419993579850576,D,A,A,0
51-65,42.71805607141869,3.870109693538995,C,B,D,0
51-65,-174.44244858665954,-36.51118273720476,C,D,A,0
26-35,-23.236020843392645,-56.08589335027094,E,D,E,0
51-65,38.350108967382226,-142.1824118084276,C,B,D,1
26-35,-21.942965732361706,-100.37483036659233,D,E,A,0
26-35,13.082408628140923,204.64844832234954,B,A,C,0
65+,79.12325535670843,30.53198951794625,B,E,A,0
51-65,-188.77156663135156,37.83656601473886,A,B,A,1
18-25,14.1600010393622,-77.30383228137954,E,E,A,0
65+,-101.4470330108,125.31449613659731,A,E,E,1
26-35,143.8141486164245,-164.392301816903,C,A,D,0
26-35,-167.8798441930116,35.3773430361605,C,B,C,0
