sex,Religion,sexuality,veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
F,Jewish,Heterosexual,Yes,E,-182.6625085347083,E,-205.80007293830337,143.41734436829248,164.35473802537825,30.422607291373865,56.19818670300799,-94.50547129335953,C,D,C,12.438341601706504,A,145.2662023691675,72.56672389023667,0
Male,Other,Bisexual,Yes,D,-156.56101961270429,A,13.353210917765482,-40.43616117862145,-65.37661868766371,-234.5707340261173,8.723930447652888,76.15046841728066,E,D,C,-10.094911698631606,B,85.34908443845356,-3.9871641599483634,1
Non-binary,Christian,Other,No,A,-180.65183022955543,D,-54.42311184199976,-53.24534995867665,33.652561410643585,69.62792243709406,139.63105543295782,36.03005714039844,C,A,D,6.1739941760911465,C,14.96920807370096,-64.55939827692401,1
F,Other,Heterosexual,Non-Veteran,E,48.94159910350239,A,230.59984361340412,-31.570704004271597,-209.99855306160757,49.18050297632594,-162.51223604280494,-94.24533634012681,B,C,C,-37.736064029210404,A,-54.41337970761394,-4.43577617991019,0
Other,Hindu,Homosexual,No,B,59.62896224154384,E,-40.92354024082922,2.7334256927697895,204.4703932678487,-106.61399818824164,130.33700877560216,-55.86465870669575,C,C,E,73.23953989496846,E,-45.698278537240164,-22.47725064630481,1
Male,Hindu,Homosexual,Yes,B,29.552441268436407,C,206.91603838369886,206.78440138764523,52.308357102802184,-41.72759024331514,-13.701581760192951,84.6216735367929,E,B,C,13.180926372008372,D,55.52673412161453,-95.98162552313264,0
F,Other,Heterosexual,Veteran,E,-4.413262194760543,D,-9.315097951263228,-69.20312687191739,109.17750772962984,-54.56059757574903,99.19238593174832,-45.220106702222935,B,C,C,0.5408042651165749,B,-41.3823151505074,-26.266520312080484,1
Female,Buddhist,Heterosexual,Veteran,C,101.62434685132853,E,-220.17270192622038,-91.68593843738927,38.29404922805523,-41.106646509493956,-4.914640448393496,-48.26027999562154,D,B,D,87.47821498739938,A,27.975917131252885,-89.12671786552593,0
Other,Other,Heterosexual,Non-Veteran,D,122.95572493341447,D,69.94606008379375,31.28326870819383,-23.408737222437757,139.49633045589238,-80.65389700348022,163.45152970211043,B,D,B,-211.3033536100113,C,-27.459366446869332,24.84828417463072,1
Male,Other,Heterosexual,Non-Veteran,B,-144.800168569466,D,-11.918491584591928,-144.88175173732967,-282.875583900561,-19.769526691607016,113.61810106659476,-31.075710576574767,C,A,B,-249.69757520425725,D,-125.16210851873507,-142.2956783387844,1
F,Other,Heterosexual,No,C,89.57504543870746,B,7.3370543140812705,-60.06194883191098,-113.15243324875095,118.82936193723506,-50.728367730351906,134.49942926115557,E,B,B,71.33939833064991,B,95.57334285394427,36.031324958632645,1
Female,Other,Homosexual,Yes,C,67.1478889219708,E,-89.32689286941122,8.128454290837993,-8.253668000217242,128.88914383260942,62.09702219573421,-177.09941168510417,E,A,B,-101.8326485556524,E,13.197796575033852,101.982425802963,1
F,Jewish,Homosexual,No,A,7.725679756121319,C,19.477339227509564,233.50916769419206,-35.73366530841231,85.03304954700282,-39.94360744972194,-31.876415810229847,C,C,D,111.13169068224727,B,-164.94578248393864,14.29980769095304,1
Female,Buddhist,Homosexual,Veteran,D,35.406045066496105,B,-33.66099862372043,-44.07970199941486,153.1815699901192,-232.6770207200949,-46.82433610099699,20.37398089746328,D,D,E,-152.96004431421343,D,102.52691447140585,-72.34075820535011,1
Male,Hindu,Other,No,A,31.71664805630946,B,108.63439365730223,0.24217270747325043,-32.99117128540608,76.5228479699042,-174.1233935144474,101.15127614606536,E,B,A,64.46779390241308,C,65.19559455667883,126.98797973261198,1
F,None,Bisexual,Veteran,E,-23.67660720419658,A,-137.1743792085374,227.1317292863367,-157.244112847557,75.06421255450717,-32.53090321154468,-158.90144517139612,C,D,D,142.27671991808535,D,24.130281565605895,-1.4780892192114963,1
Other,Muslim,Homosexual,Veteran,C,-26.11685792899391,D,76.07382585074403,12.432838579051879,81.87395811065194,125.25953533642453,-6.131323691919204,205.7235178138911,C,E,D,32.41931821794094,D,-21.22193204312767,54.78540851552104,1
M,Christian,Homosexual,Yes,B,-101.42215340089655,E,68.68517549192903,145.58523196107322,217.13060127242753,-116.15106136496223,127.31896552672428,-189.50587119665855,C,A,B,36.42548889050993,A,127.99812217329831,-26.01269901569973,1
Female,Hindu,Bisexual,No,B,20.75435595055442,C,10.597072987643184,-76.31655908965966,-7.688699836038692,-23.55958719312673,-16.9628367102784,10.801359801846552,A,A,D,-89.30208495867524,B,-99.88536222946796,51.54959825755838,0
Male,Muslim,Other,No,A,148.74035010603419,B,11.334961926603624,-95.32381348285939,17.859175574758613,74.40890949461712,145.61820410585162,-77.58204325673606,D,B,A,5.440540317539405,C,-90.33175298181845,-97.84339934920936,0
Male,Other,Heterosexual,Yes,A,4.001201183188768,A,62.72932686339809,103.16752938660416,-40.295706402456474,113.2259336282466,33.94666839041967,7.535079891342492,B,C,C,202.77186387189846,B,53.25334659430935,88.00110489734062,1
M,None,Homosexual,Veteran,B,115.60921493998653,B,12.059722243136614,-97.01212399669157,-26.268836013744668,194.39511471342678,87.87323455287655,-104.5118000406311,D,B,D,-63.05524627676109,B,78.1825972996834,-58.4459695607319,1
Female,Other,Bisexual,Yes,B,-246.96102725506913,C,-44.427072775348684,79.26950994597894,2.9935678284813174,99.267366074245,-37.659493769622344,1.0077366009895652,E,B,C,103.27309239093975,E,183.78787637464444,13.962682437081417,0
F,Other,Other,Veteran,C,-32.91340876383228,D,109.08847385417744,-86.2468920564169,180.28402458847336,20.631422856241247,-121.54217522928441,41.45277303860939,D,C,D,-71.10609642418069,A,-23.35601726810335,126.8274237420269,0
F,Buddhist,Other,Yes,A,25.49126548333413,A,1.7774147433092469,1.7278769594195873,-91.6192270066014,-86.91888003122389,97.7235001617485,-75.39506997683316,A,A,E,-25.22320264046259,A,141.93517340981066,214.60505937418742,1
Non-binary,Christian,Other,No,E,-20.93650947511503,A,-200.0495241254184,-174.82023013355007,11.781339307558136,30.39266985453113,-90.39012471607052,73.2272931126337,C,D,C,-5.780294156432088,A,-0.10182232901638115,144.96921451067882,1
Other,Jewish,Heterosexual,Non-Veteran,E,-16.31110171568502,A,67.57476352890829,-81.79076231649293,-167.80297774779842,-124.87097762915704,28.522084559194383,-82.29732857275852,C,C,D,-89.29486562995498,D,13.37516957726686,120.88010321196766,0
Male,Other,Homosexual,No,A,57.20811450097369,A,-184.41911385652773,170.3040451650298,-30.79760330764854,-100.15246493098408,116.52348442021925,-118.36235315629109,D,C,D,69.70016338745369,C,-82.71719128440397,-93.25227247518676,1
Non-binary,Muslim,Bisexual,Non-Veteran,C,-238.69075747596077,B,-5.930539407264445,76.21692172979901,-40.51309583899706,6.599555586710741,-79.94831430781643,-50.88490132756143,D,D,D,45.140847384694965,D,-240.0288239203113,77.5858359053307,1
Male,Buddhist,Other,Veteran,B,100.50791650895697,C,187.60591586193246,257.905372223503,-104.1908191639829,308.2915683058137,15.949753872518455,127.73143467525834,D,B,B,4.951797581829447,A,-23.149972398293734,21.693510536178632,0
Non-binary,Buddhist,Bisexual,No,B,80.59743195782158,C,21.94535281971067,-94.29573317792727,44.091020113137425,54.06244833295628,77.65328715952012,-71.3348890405089,E,D,B,-192.54907461789142,A,28.38679801112981,-25.102072146709393,0
Non-binary,Other,Bisexual,Non-Veteran,B,-78.61236731624,D,-77.46965049147252,-138.46357808472828,125.55825409782277,-152.4967099789877,-148.34867733952808,40.45765948327416,E,C,C,73.73167426774566,C,7.280924680270867,15.511106149247187,1
Female,Hindu,Homosexual,Yes,C,-91.52093637883704,B,-117.16548491740627,182.25922510425895,-125.84156602183802,-137.88486583979892,40.301418540061654,-156.10820938504102,B,C,E,47.1810481698107,B,-30.650659641461225,24.87041794057663,1
Female,None,Other,Yes,A,-90.75108175854845,A,-97.24484372513955,88.24734884918546,144.22022297724112,52.02076041446742,34.854210223414654,9.973234912264108,D,C,B,193.12508931184837,E,135.92046685458408,-106.53211775413065,0
F,Hindu,Other,Non-Veteran,C,47.168986877622174,E,41.539996894521984,-12.901476836700937,-35.38159778174156,20.433129739328436,4.203083386803555,103.56941635533316,A,C,E,10.808416753207954,E,168.93415827230504,-39.63392033448855,0
Female,None,Bisexual,Non-Veteran,E,78.6483255759957,D,27.016934744798064,61.84717892953311,-12.57251445167909,20.721163355601398,18.750683753302418,-165.07224192008073,D,C,B,-176.59328456156197,E,154.86571548201948,101.38558227093337,1
F,Christian,Other,Veteran,D,-66.61193131087657,D,-118.55644119861238,47.75650023688529,115.56850829990482,96.7443717517599,93.1687515105111,-1.5550381505944597,D,B,E,76.16910977615345,B,-14.814264620435647,129.45095206014358,0
Other,Hindu,Other,No,D,-29.71891146011223,A,30.559330067042623,-66.61822698193677,-39.95592687259099,11.92854527270323,51.300135843942904,46.81011243125346,E,D,B,47.02000475036141,B,99.34396207366338,-64.14128446427809,0
F,Other,Heterosexual,Veteran,A,34.68403046365418,C,58.59290746578267,19.029907609895734,101.80167393994077,46.18796937847823,16.95585357698844,-290.4436851721681,B,E,A,-99.85744364125571,C,48.87922901538601,38.458545814973775,1
M,Christian,Homosexual,Non-Veteran,A,-212.68381658977341,C,7.370163715411117,-76.7929190770285,-49.5388811624503,39.182626323811895,-60.8590728695541,-34.24501208427061,D,A,B,-58.72571872914213,E,45.95304181345465,189.8328933270012,0
Male,Buddhist,Homosexual,Yes,D,-197.1097996539787,A,15.641740292991898,35.617913581488345,-100.30798910312255,-46.237550138404465,-89.5837022162606,-7.516063367001129,A,B,C,39.88663305775418,E,-64.71868453346363,95.73541763139491,0
F,Buddhist,Heterosexual,No,E,-10.62109895835366,D,-47.5832978347978,159.03607918620722,-105.87488006510351,105.43595525898206,-61.55469541063704,94.10736085785318,C,A,E,38.2686833678714,D,59.70410963489573,29.58921533962031,1
M,Hindu,Homosexual,Veteran,E,66.64467658227473,D,-95.55449516024778,-181.29463482234593,60.42457417840388,17.106245720996043,320.31917334511286,-103.42531464345048,B,A,B,-34.479214026386444,A,-60.156865490077784,-99.84606862195477,0
Female,Buddhist,Homosexual,No,B,11.423918785424853,A,54.17733509396003,129.01055474564242,98.1243731412956,-20.730598997049402,23.056016721797796,78.96052015541375,B,E,B,-44.43723092788032,C,73.34638501482019,-196.167812305327,0
Non-binary,Jewish,Homosexual,Yes,B,-98.40299885700627,C,-106.29389278472033,104.43434362643067,-5.796977192031489,-46.76112537452359,50.74545822769249,24.233442778337285,A,D,D,-90.34808043509375,E,-75.00437859719258,-12.698529556864226,0
F,Buddhist,Heterosexual,Yes,A,24.78086040018459,D,77.69280712158525,-113.82062715883814,45.573904833198384,-7.605995230108997,89.990099343205,28.90576259000854,A,B,A,-151.10812424744512,C,45.42556753346841,-19.185251067226574,0
Female,Jewish,Homosexual,Yes,D,18.549351616571325,A,56.07157012449143,-233.65773430023626,-38.924475134157646,-52.84247589104366,57.316077342744784,60.134557534046294,D,E,A,132.82257484238022,D,107.18151147193964,17.334792611520676,1
Other,Buddhist,Heterosexual,Non-Veteran,A,-32.84325776918971,B,219.41864096744519,-34.44992109435526,-14.356274692487677,-36.67307858787915,-166.75975491107036,-59.937360771380575,B,A,D,92.70242238407083,A,20.24731874157769,14.201509397718148,0
Male,Christian,Homosexual,Non-Veteran,B,57.059001574159765,B,15.866540932365162,52.80512061565218,-9.44466519034754,-106.68639251724179,-86.93228395713265,51.478115192180866,E,D,B,-13.18586957572481,A,-2.536273976267783,12.188550406733532,0
Female,Other,Other,No,D,29.572272363986844,D,-2.1507410324382716,120.36583331447628,-44.35199727833218,41.25623638534302,126.01900359978902,129.09008882591027,D,A,E,-83.24127163718089,B,44.99046218436397,50.35032588462168,1
Female,Christian,Heterosexual,Veteran,E,-33.562005392670436,D,-99.35910586748842,36.52723083814458,62.45002153998088,6.930766064220722,-67.1540694270055,-80.45284260585352,A,A,A,-101.19115145199264,D,25.832445742358185,-136.05967380114558,1
Non-binary,Other,Other,Yes,C,99.95033492001889,A,-322.90824769374524,-86.23702337607273,-96.81969911103715,221.90612962603439,139.18706928087363,-24.028788636598826,D,B,B,186.3521906257948,E,40.040470919911414,105.55005068241825,0
Non-binary,Other,Bisexual,Non-Veteran,C,-38.204619693172646,A,-71.66681927451532,-191.51396265078407,-71.42605448764252,-159.71523241340827,209.45393971956685,104.32781184582973,D,E,C,91.23524684596494,E,16.088519465524747,-115.25084163537736,1
Non-binary,Jewish,Heterosexual,Non-Veteran,E,-61.29113777889443,D,-26.000134633785628,-60.563596098861275,73.88678093295803,-157.65365061365168,132.21553540013795,106.59315327818307,A,B,A,-70.76522868236464,A,191.41442311141478,12.00727785521208,1
F,Hindu,Heterosexual,Non-Veteran,C,-33.59736800330898,D,-77.3839096061638,-28.574239861607047,82.75948623185937,-115.42618590711578,-75.72129211793708,-276.29985501145967,D,C,A,-144.15122883035295,B,-102.79854736158755,130.4508647708769,1
Male,Jewish,Heterosexual,Yes,C,-27.486095101831477,D,77.39635749687527,-62.91126874140183,-104.10908833606132,151.50774394563751,-154.34024603900804,42.11605463002388,B,A,D,4.116804545901742,E,73.25932186135768,103.67722077613412,0
Other,Other,Bisexual,Yes,B,-33.846946202794925,E,-119.12868657842952,174.19388358362608,-39.45510796147727,48.316221418744945,-52.28419023214224,173.50122206829448,E,A,D,-168.25109327024012,B,-53.55863038748907,-64.33498990108656,1
Female,Muslim,Other,Yes,B,39.16124867560875,C,93.58368019173602,-10.40014006359199,-38.390715489657126,170.79273616105922,78.15026142497989,83.9286936169965,A,A,A,-94.1046930162145,E,-139.06485271675956,-107.75724726385909,0
F,Buddhist,Heterosexual,No,D,-134.32271519266519,C,-209.53353882741052,5.19899758955258,126.41530847658609,82.28629234199323,-94.64737897846695,-65.31381925297674,D,C,C,96.99250476226334,E,53.75179781116556,58.669820103907824,1
Non-binary,Other,Heterosexual,Non-Veteran,E,-13.634842297651401,B,-53.661723271827064,86.26874805522068,-99.8278714804848,-29.417641976792225,13.786273690490072,78.894083016552,E,C,A,-59.62301409945901,E,78.65753075456685,46.19347207653395,0
Non-binary,Christian,Bisexual,Non-Veteran,D,77.69258884084981,A,65.03967078139196,136.31350996527397,-154.44428920413756,22.663296755963078,-145.9015516543091,206.71496034529565,B,D,C,38.587523328759076,A,-51.38419487845627,-26.02572807314012,1
F,Buddhist,Homosexual,Veteran,A,-5.233190529695323,E,34.339385204097624,87.64685790982819,-49.70672801295393,114.14218568155778,-13.02116451456074,-55.053221268845085,B,E,B,53.95116965746909,E,-28.549436853569905,92.07491609911831,0
M,Hindu,Bisexual,Yes,E,-167.05659028874086,B,146.0229810162735,8.106230537667685,-170.19623510712393,50.3384554690639,-103.47442753348818,-25.84317590466621,A,A,B,-183.15013132344149,B,26.525467525615277,-41.64296072208884,1
Non-binary,Christian,Bisexual,Non-Veteran,C,86.00589548379108,B,-123.69693971910978,-59.54064528204073,-160.483754158298,-31.583648164646284,160.54853461196262,-153.538053294499,E,E,E,55.60733738898068,D,-15.212839402366281,153.42608087157106,0
Other,Muslim,Heterosexual,No,C,-30.71268390149636,D,-36.22004149625627,53.78354556238726,69.52629564999619,-94.42088436607855,4.0947987035105715,14.204274495151568,C,D,E,127.18586749994051,A,76.47410452026583,-82.6788539612464,0
Other,Other,Heterosexual,No,C,7.805166816305019,A,19.847075672154208,102.8629279664945,21.70593777714323,28.495762460696554,-52.10134561751391,16.557442463328627,C,A,C,-88.75687548466315,B,113.86160891555002,48.82934645795826,1
Female,Other,Bisexual,No,E,10.126703701281603,B,-24.997928918870667,-14.032845541524283,226.68378658677284,100.94550912902459,34.1808180481438,-113.53268117285069,E,A,E,-136.3053933445301,C,58.18442607551735,-76.48781505596722,1
M,Hindu,Other,Yes,D,-78.32734794571064,C,-150.63747713322329,-3.7144799483585107,-18.292526337605818,-35.52209696866218,11.166925247116083,110.06876813300019,E,D,D,-49.93245364886053,D,-64.024588294944,-17.388880306946078,0
Female,Hindu,Homosexual,Veteran,D,9.010428803013822,B,-70.49961958588133,130.01581866196236,-55.69861286662484,-115.92210057132462,166.1691298054632,-333.17884514595744,A,B,B,-150.01677271821515,D,50.017261557200335,-124.3598649059729,1
Non-binary,Buddhist,Bisexual,Yes,A,-56.7390852760425,C,39.25033826780596,6.765566769528903,74.88134253413334,-39.87428203256694,-52.3475507992969,-72.43008790701775,E,E,E,-28.646434398769394,E,39.533163860548676,-164.95595013683874,1
Male,None,Homosexual,No,E,6.6371097868600195,A,-82.58206196152564,-125.41391018090913,-33.72071026539242,140.75850246008926,-98.16178594427727,20.290585409477398,C,C,E,-103.02250375146231,D,-56.36939846898991,-45.369861765773415,1
Male,None,Heterosexual,Non-Veteran,D,-6.01517569067022,D,-13.666751510021271,86.70943731473656,19.543996152640258,-56.35580731152123,46.68789664378374,-60.70414995978749,C,E,D,93.00477614894191,A,-30.733428996726285,-45.06301372836032,0
Other,None,Other,Yes,D,-92.71662246327509,D,-206.71327665051155,43.23790923112406,122.62418568535192,92.66791525047626,89.66544670146283,18.218875433562417,A,E,C,-86.63030560035584,A,113.17631640950121,99.37904845988423,1
Other,Buddhist,Homosexual,Non-Veteran,D,73.14504314576541,E,-104.21299321866317,-20.090941011792374,-24.61504349195503,9.772476672918891,134.2388568006587,-54.113952203921045,E,C,B,-1.4588711368571543,E,12.659349562923966,87.69711971241507,1
F,Other,Other,Non-Veteran,B,-0.528211456873506,B,53.31402490920746,-131.66673112330932,6.154916135864961,-15.453088876403958,-84.40339089920172,131.363133438953,D,E,B,-19.474134047149153,C,-5.491398153580883,33.47498872090312,0
M,Christian,Heterosexual,Veteran,E,-152.59349246435679,B,-1.0871803898557975,-69.15967862223368,116.71284419806425,-8.606002789174518,-77.63352333575205,72.18140192370922,B,D,B,28.586401054194315,A,15.461482473526283,102.77752433705342,0
Non-binary,None,Other,Veteran,C,-34.55635586634187,D,32.212617379699886,-118.27364741485438,268.6608997614023,-86.60971207019351,100.50899266794377,-79.13291334588311,D,E,C,40.74557678743537,E,152.48855211052265,-61.81042892335801,1
Non-binary,Other,Other,Yes,D,-54.11520708168776,C,127.78043487667227,144.2768442142644,-161.08945304489464,-24.508944078148645,-88.90237701372561,126.72769454501159,A,B,C,90.80818576691635,D,-158.87172364773775,28.461232737654118,1
Female,Muslim,Other,Yes,A,304.93757953499323,B,122.28687641671046,-70.35048072222285,-50.36316053443706,90.90419624122404,-176.3302106618305,206.54715842264815,A,B,B,3.5777096621017925,A,-90.57627547118476,6.328990035675323,0
Female,Buddhist,Bisexual,Non-Veteran,B,-28.4364411164759,E,89.97497849268133,192.29661715699683,-24.184551900224285,28.790468369439676,122.06847418738158,-99.8398248317643,B,B,E,68.79608388443282,D,28.03553418902268,73.11193813639507,1
F,Muslim,Bisexual,Yes,A,31.79218922502645,D,-77.49321257139692,-92.41810484570277,-124.61742023702939,22.334188641192394,160.93622883774253,-34.21156499400875,E,D,E,-39.102191295983246,B,83.75696472018603,113.85254605685351,1
Non-binary,Hindu,Bisexual,No,E,51.66417619094277,D,-177.37164326516543,10.096963854326503,-34.882802981654564,-5.698802405662582,19.551917834527345,-68.47540127090596,A,C,B,131.33692032000272,B,25.761640895437782,135.77140980501798,0
F,Buddhist,Bisexual,Yes,A,-42.476839811346366,C,-103.0276284781864,-32.95510957088471,2.134759538804079,-50.210491510155585,-30.497945969814328,-70.2487700901727,B,E,D,39.97584575156448,B,-62.11210246931276,-12.993362891553486,1
Non-binary,Hindu,Homosexual,Non-Veteran,E,-19.11429101487526,A,202.2335085959317,-162.75102949905113,67.08957096890373,-103.91378982676773,127.77662469963518,38.76543007982989,A,E,B,-111.96729886378454,A,33.73882566753462,71.99192150926076,1
M,Christian,Homosexual,No,B,-39.648075451936116,B,-155.14454160492235,-6.199219534346008,-106.46809886877048,-10.249139769467272,66.48031284742119,-56.55449514889448,B,E,E,88.63365326911962,E,60.081270148062515,162.27656789611945,1
Other,Christian,Homosexual,Veteran,A,-140.87840224964384,B,105.72364630602083,-23.327576922017585,75.28125504899829,-127.43923294706346,201.32624382223295,172.07689865046825,C,E,E,-26.107476167410613,A,-23.065681854745563,-64.04245712362608,1
Other,Christian,Homosexual,Yes,D,38.74354080757358,B,20.930217448458624,36.64867905039995,-49.437364233815714,-96.35675783239104,166.6045126020662,-111.41616866985223,E,B,A,79.34261200967183,A,113.98276714131912,-5.644481290777068,1
Male,None,Homosexual,Non-Veteran,E,83.90741977285064,E,-9.073573671224088,-214.46755037271294,-39.92506987512518,-86.75476390739428,-69.82393493284064,27.159459981287494,C,E,E,93.28667412731542,E,194.41771921285715,47.51835405597974,1
F,Christian,Heterosexual,No,D,148.7860619021425,B,-55.75428656822425,49.555049711205314,-42.860040306364255,-35.11770271525501,67.3946838615733,95.72292026957736,E,B,A,-137.89833840696716,D,137.88609299060545,-28.25945947377247,0
Female,Muslim,Bisexual,Yes,C,155.80067163777065,B,-229.52085100311908,-31.060691985262057,-143.53854573000137,-68.10197111732266,207.16631155520662,1.12833974072338,C,E,A,-231.8008892889789,B,-64.96859991883113,-2.267831151633647,1
Male,Muslim,Heterosexual,Veteran,C,10.74037856958189,C,-60.11375475740548,-68.77808099111805,67.53608422068152,-24.275047635598032,-101.22775505456143,-37.83840447309742,C,D,A,-85.14582071644544,D,-11.874218336439881,74.75931482380096,1
F,None,Heterosexual,Veteran,B,-115.89762619827806,B,-65.03282878449392,-178.71765338205216,-261.31631288294676,-71.48282478521207,86.57989251851976,-7.165262224904752,A,D,E,34.62219058155952,B,72.82372730320759,96.60655618104241,0
M,Muslim,Other,No,A,148.11218944936724,B,76.13955265030958,-55.715134285733534,-20.412624330580357,165.78108769027608,-58.16839663029023,-135.96216243439306,B,E,D,-111.99518634982579,B,118.21063845730997,209.64110741975958,1
M,Christian,Homosexual,Non-Veteran,B,-174.76923067381858,E,35.68808185965303,-152.11248466216028,157.3442318749001,152.5749141713314,-109.79606538577771,-3.4533314902600547,B,D,C,-80.71814262005621,E,7.06430322742589,39.05727656539472,1
Non-binary,Hindu,Bisexual,No,E,-31.677767115877586,C,188.4877419764595,16.829363413038408,-75.41497257039578,-162.16278913446544,-14.722288135716308,-72.66114885118624,E,A,A,30.16278409759485,C,229.82332004216613,-2.4809492345263227,0
Other,Christian,Homosexual,Non-Veteran,E,-0.10218879687192543,D,116.28263725131818,-144.99927599924436,-35.60893056630021,-34.6484810421368,196.04924805063726,36.23132012923922,C,E,B,-108.88705076811517,D,-116.37970712181169,-17.2545322471963,0
Male,Buddhist,Other,Yes,E,-22.374563811291637,B,125.77806963372224,-227.1584604951681,46.04541072467386,180.5992899382365,-62.779527287581615,35.928799264517174,D,E,B,-159.46425706903264,A,169.79861598244355,-2.0747660816136166,1
Male,Other,Heterosexual,Veteran,C,56.56837516054225,D,-68.20363410763274,59.20770092688008,158.8348288850922,105.28665272769373,-23.554251864892873,56.24606954993625,B,A,B,-44.4204162755454,D,58.132416964295516,77.13786074000612,0
F,Christian,Other,Yes,B,91.46173553682286,A,-45.72545792835804,18.238557638227164,-39.650771181671765,-242.95845802962614,98.97150510186728,209.66357546970391,D,D,A,-22.85471801120175,B,-56.912206480082695,53.36660673172538,1
M,Hindu,Heterosexual,No,D,-117.19884614623923,D,-60.6421360227113,-48.54382289951952,42.8220497690132,-122.20894670997818,31.948156193415546,-284.4143086849453,D,A,A,-84.44825381060484,D,6.25187228575826,-49.06141452276215,1
F,Muslim,Other,Non-Veteran,D,82.33544044838325,D,150.59262617060892,84.78444973478996,63.98338957161016,73.04089802115179,-49.01672362935577,-176.96277327368693,B,D,D,-35.81121192115961,A,-20.157949396604014,92.37665784321275,1
M,Muslim,Other,Yes,D,114.36047438373885,E,48.25811295521987,-107.99876150258068,114.76640419658028,83.28932972581173,140.2790761356418,-88.67798496469536,E,B,D,74.65379462011141,E,164.9398111754384,78.406967648746,1
Male,Christian,Other,Yes,E,118.11565907341969,B,51.54901210777118,-140.12144191607064,20.67328747409485,216.09947252847914,22.12974174584742,-63.16286630400177,C,D,D,15.964317397307253,A,-42.84247491151104,-135.6079796895713,0
Male,Christian,Other,Yes,D,-132.9997719035958,E,-153.7328070866783,69.18218784900623,170.12364862618062,-81.26736703045488,124.07595841290069,-152.4164544878715,E,D,A,118.37911663958536,E,-4.409845306583227,-50.10583587843033,0
M,Christian,Bisexual,No,C,-45.78796895643982,A,67.55120955015897,-93.35864529329966,202.53712838907788,2.9980035633736324,53.258062329922815,-9.829455521357506,B,D,B,-150.87747122090428,D,-10.859753033270346,123.78212594657778,0
Non-binary,Buddhist,Heterosexual,Non-Veteran,A,-77.32002360821255,C,-151.31549481925794,-62.113874413793525,-98.61913194857385,-26.520242401277216,41.4556104771571,-58.00257923928305,C,E,C,28.61533892071299,D,-28.288925271204334,124.33482134634764,0
M,Christian,Heterosexual,Veteran,A,-129.0564798031218,D,-155.5679841801067,26.187871996730767,52.596495321767215,26.4576996740347,48.73738252777904,-140.0720554558753,B,E,B,4.090390076310172,C,169.03444795535822,-120.46427694256067,1
Female,None,Heterosexual,Veteran,D,89.4321261988273,B,-47.26335704692219,6.923726574364338,45.25284833258151,80.3009629520688,83.92369594836235,-114.27136912948211,D,B,E,-70.39258502684142,C,212.44065852554178,12.18460243367626,1
F,Jewish,Bisexual,Non-Veteran,A,74.34875278745332,B,-44.04420397077357,62.77356536946543,-186.74664734322923,74.43778734219497,93.7561633579474,155.11148976338924,E,C,D,-3.618957885905271,A,-97.68973754287542,-86.69391535971037,1
Female,Buddhist,Other,Yes,A,82.1156093010434,D,40.721137673886695,78.84359651905703,-283.1772598153209,137.732707372902,107.8880199440056,47.9452492459871,D,A,C,31.210223540632047,E,-1.6339786605572528,-81.30552645518712,1
Non-binary,Other,Heterosexual,Yes,B,90.97791128691591,A,167.77698858488648,20.630845209418965,62.140632153099084,10.401497066843785,-54.045976439170815,110.15640818328838,B,D,A,140.14689369055063,B,75.85585149657845,30.22354841052272,0
Male,Buddhist,Heterosexual,Veteran,D,126.63385079343288,A,-50.52172981808717,-16.9715748954689,-17.325615553045374,184.21486142381667,-95.06247306550054,-24.81753031225626,D,E,C,7.479727548917333,A,-19.113879716027462,62.36135087656821,0
Non-binary,Buddhist,Heterosexual,Veteran,A,-66.41658554862728,E,-40.48266251907431,-66.75768008162902,-140.78613331634443,-70.64147716941869,4.452863367806005,-38.98150937880861,D,C,A,-170.2380943052109,D,-167.92918315680006,21.428826070611873,0
M,Christian,Homosexual,Yes,C,16.769312851063532,E,36.26717780139932,-211.9514707344606,8.069497324726942,-157.758872659442,-70.56800344840478,16.48465262166258,E,B,B,-27.581103524724305,B,216.10662674673756,225.62627332930748,1
F,Christian,Bisexual,Veteran,E,46.75099085822335,A,143.55248384832063,202.5043908892163,128.65721664853612,-103.65496225228263,-24.815917585074825,-35.32233589452558,C,E,B,-69.76241121714737,D,24.23171442247382,133.74940990905617,1
Non-binary,Jewish,Bisexual,No,C,-174.75668583884482,A,15.898990044159714,-115.51625648861341,13.617832889061306,-34.90120407748065,51.283310622240144,164.49878823457098,E,D,D,40.740693724900034,E,-52.894119605496336,-53.01111594485085,1
Non-binary,Muslim,Other,Veteran,B,-114.77944583003756,B,247.93577863857107,-197.21086865666538,1.2426830272010154,184.18087744437494,-108.46733245787448,57.74922985786569,D,D,D,78.43663815247102,B,186.05895064685234,37.90759502166496,0
M,Other,Homosexual,Veteran,E,26.424720379682682,E,20.884842231138464,243.25113372085366,37.23302902060922,-240.52342098580826,53.40282828308509,41.43476993193712,E,D,D,-82.81302263608083,D,22.646708318573065,-79.46713170797696,0
Non-binary,Christian,Heterosexual,Yes,D,74.13592028491131,B,-130.90420818812225,22.934134551325826,105.45218008116679,68.78127691264491,18.744033557134856,-90.68378900876372,C,E,D,-56.294919592019625,D,-75.7404421903895,-27.881182860174942,0
