RACE,faith,Veteran,disability,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
Hispanic,Other,Non-Veteran,Both,D,2.445967851981603,C,A,-96.37702323824722,91.39414481612336,73.49853582455826,59.188126905608286,1
African American,Jewish,Yes,Physical,D,162.78109977854467,A,C,205.04515757185712,136.76602180262861,1.546704088982367,-141.64617945866866,0
Black,Christian,Veteran,Mental,A,18.804216529113,C,C,-20.47115646573074,-3.729118958339903,-11.447639647349932,22.4249742899657,1
Other,Muslim,Veteran,Physical,E,116.65530302577622,E,E,150.14381783890673,25.19091358276169,129.98891283315243,-141.43575406653144,1
African American,Other,Non-Veteran,Mental,E,-30.588271013671143,C,D,-39.44577239258884,-15.717544079342371,-68.43933527722102,-97.51554753387009,1
Black,Other,Yes,No,E,74.42800577409771,B,E,-32.10099052157685,15.926495389792139,-24.22167182093762,-183.05920030405102,0
White,Muslim,Yes,Mental,B,-175.81977608736253,E,B,-40.56458646426922,-22.062408168241333,40.38059906628948,-67.44783083677206,1
Asian,Muslim,No,Both,B,-137.68829930264124,E,E,-80.67385949146176,15.192192974190602,-180.19586670867577,-101.46856685541582,1
Black,Hindu,Non-Veteran,Physical,C,-125.40433485205367,B,B,149.43533437736792,69.08208665989271,28.247278706281794,41.28003164290389,0
African American,Other,Yes,None,C,-57.24556826373656,D,B,-84.14325849823436,136.0126318265881,8.596521368792631,-79.74824096556435,1
Black,Hindu,Veteran,Yes,C,-103.21053969321905,C,E,-46.490219346788464,238.4970513667592,-199.7171630142102,-22.32845147227056,0
Asian,Buddhist,Veteran,Mental,E,-179.8897068282284,C,E,-227.31547796068458,-30.331316801489987,-137.9010029539014,-24.676391942046187,0
Hispanic,Jewish,Veteran,No,B,-132.83804182399007,A,C,12.568433882759395,97.96352380277511,-66.59766421375619,61.823990320263434,1
Asian,None,Yes,Both,C,65.1655496537102,D,C,-43.555388646208584,78.61781176894618,93.47366123840722,26.24818451072808,0
Black,Other,Veteran,Physical,A,-20.900601835029402,E,B,-52.978193546772765,124.17968509315469,-56.272720154441515,70.47408946111227,1
Black,Muslim,No,Both,B,137.71880264496733,D,E,39.21219365735918,138.37075932042623,-213.22362226571917,-146.62268615974344,1
Hispanic,Jewish,Yes,Yes,B,-13.818967143870085,C,B,87.53129705558885,110.84353290363819,-39.37393393547473,-45.796397566940165,0
White,None,No,No,D,102.11026793853432,D,C,-119.61742482617194,46.974624192732676,33.274031400150506,18.045564417714953,0
Other,Other,Yes,Both,E,53.62007057296565,B,A,-27.22355783537423,-76.06894013046812,-36.82556705152943,-2.953444075005934,0
Other,Hindu,Veteran,None,A,-153.27869249467335,C,B,-28.89532352967215,-81.39283342314239,16.527722082299405,111.41678854196738,0
Asian,Hindu,Veteran,Both,C,-15.684924773536697,C,C,118.26132493308836,-78.17515373550575,40.023623130442864,-157.425841283346,0
Other,Other,Non-Veteran,Yes,C,26.033184904184093,D,B,-26.770412884683893,250.4741576982209,26.233353440966777,-183.35940101842928,1
Asian,Christian,Yes,Yes,B,74.94403886025188,B,A,8.967412092524008,125.47803657710908,-11.468671180569949,-17.992773407391837,0
Asian,Other,Yes,Both,A,59.67899931308337,C,A,-27.21717748004665,-100.50486900183495,90.5515120791662,-149.5486291051747,0
Other,Hindu,Non-Veteran,Mental,A,96.19914197583931,E,D,51.86404034653703,-15.245389928027633,100.63706664986628,-83.23181718366175,0
Hispanic,Muslim,Non-Veteran,Yes,C,-98.49690817670077,D,E,28.78465262190103,89.4725782437175,-62.90139044447701,17.74853781799892,1
Hispanic,Hindu,No,Mental,D,-30.61390244518109,E,D,50.01485349837296,-199.1551070721679,17.213582253130745,48.77551079161944,1
Black,Jewish,No,Mental,E,-148.89757449846422,A,B,155.79701933029116,82.53033319560173,109.0091699969856,37.800709501858265,1
Asian,Christian,Non-Veteran,Physical,D,25.563302516977032,B,C,20.248748235598526,75.96905400963698,-5.771342243949164,97.57752487536813,0
Black,Christian,Non-Veteran,Mental,D,174.90184512904435,D,A,67.1408610221731,26.80385386168797,111.2942093586441,207.16658295571057,0
Hispanic,Other,Non-Veteran,Physical,C,24.77633324162733,B,A,72.21122353018298,-21.411347029092237,-69.09490258275119,126.46948797970181,1
Hispanic,Other,No,Physical,D,-94.29852344783455,A,D,-40.95088239858957,38.482646518940214,-169.43808201631657,-89.14696251612837,1
Black,Muslim,Non-Veteran,Mental,C,-17.821638052835546,D,A,1.1619905495110676,-295.1871266697668,46.65038323300978,-101.65144994438195,1
Hispanic,Muslim,Yes,No,D,55.763761062704816,C,B,25.12407998677817,-144.67150053134245,73.8350937284038,50.27799786770647,0
Asian,Jewish,Non-Veteran,Both,E,-30.315163579007486,A,C,-141.8208491059275,-29.564352687700122,-55.34497338110139,25.276342747749503,0
African American,Christian,Yes,No,A,81.77268643532824,E,A,-19.663487485544657,-14.602100656463627,31.452595782735372,-35.24915835413591,0
Black,Buddhist,Non-Veteran,Both,A,-2.1721186724338306,A,B,96.07410669436287,124.01234959486172,-22.711995628173106,-1.2718510417531237,1
White,Buddhist,Yes,Both,D,8.928642822288369,E,C,98.08643868700754,52.90437974269035,82.43791773908035,-55.87806576248021,1
White,Jewish,Veteran,Yes,B,57.68014213735662,D,A,3.784865626925092,-89.6038864932118,60.37961065527468,-27.63821879950617,0
Other,Jewish,No,None,D,-114.98950082414198,A,A,-110.61887952547113,30.314569667156483,9.911415890851593,-122.72180323812559,1
Hispanic,Jewish,No,Yes,E,-136.39396014913615,C,B,6.723825507703738,76.96387588061621,46.63575734936138,55.51275237257215,1
Asian,Muslim,Yes,Both,A,-66.167074217679,E,E,-101.14808925832315,105.9774596522485,110.48865031690997,57.898514476785515,1
African American,Christian,Yes,Mental,B,132.3799695816617,D,A,-24.00320226874747,139.65658394363916,129.52328344835246,10.189407383448913,0
White,Jewish,Veteran,Both,C,-21.983402384422355,C,D,163.06611148980207,41.62159675872852,124.52646973038514,17.830256951914293,0
White,Christian,No,Mental,B,-20.191639828498328,A,E,33.89790026542384,14.746588833655775,50.290700849534176,-2.540592979843207,1
White,Hindu,Veteran,None,B,33.67377591561368,C,B,32.1163104058927,-92.97871826406056,81.53125095978326,-16.578793773153382,1
Black,None,Yes,Physical,D,42.67753925089272,E,C,-58.79296556533805,-134.5130007345105,-8.345054614018412,17.9640562168028,0
Hispanic,Buddhist,Non-Veteran,Mental,B,32.387330925180365,C,B,-276.96320893828,-42.03702957663744,-42.320897481541344,-226.00495423750777,0
African American,Hindu,No,Mental,A,71.19905298080779,A,A,157.7751780283934,-60.34521331879361,186.3966435747472,55.12072727367246,1
Black,Buddhist,Non-Veteran,Physical,E,21.526380472656616,E,E,181.58257458788836,35.05703202730292,-132.6934734623849,18.34374616638332,0
Hispanic,Jewish,Veteran,Mental,B,-17.49612912567857,B,D,-111.01915962769071,-14.436588084153481,88.21179190101776,71.49720015277471,0
Black,Christian,No,None,A,45.802910018770575,D,D,-198.698016802088,-122.97001203092996,-11.72059200633468,120.66903685000699,0
White,Hindu,Non-Veteran,Physical,A,49.47055486093551,E,E,-212.57105172124855,105.19363672579884,-35.7935440027653,29.472400102267216,1
Asian,Buddhist,Veteran,None,B,76.12262152528403,E,E,16.235083580178078,-87.00658219889843,-33.23350952748986,-47.22650424073609,0
Asian,None,Veteran,Mental,E,19.78268044546849,B,C,-168.12870026697684,52.01702108397252,61.13533197283243,116.35001571103642,1
Asian,Christian,Yes,No,E,-54.67265223766123,A,D,145.5893934046215,-65.8422108333371,-176.39156884673304,72.67156830158358,1
African American,Muslim,Veteran,No,D,-96.25184392092073,E,D,-58.900373846746454,0.029097657582250205,-136.71259781340177,2.622992969723078,1
Hispanic,Christian,Yes,None,D,149.88558264039824,D,D,-111.08471720112138,-181.56609193072927,237.9170081855428,-12.466504423459579,0
Black,Christian,No,None,A,35.734804777769554,E,A,176.19822433788275,-82.00217569093878,182.4195765196443,-45.784620179572094,1
African American,Christian,No,Mental,C,180.27673956755172,E,A,-79.3603173509576,-82.05498916514614,27.969367947537794,-110.87172206303244,1
African American,Christian,Non-Veteran,Both,D,-113.02327033546244,D,D,-66.49471073994765,-8.085646389229689,-46.50804339045778,47.37300937370546,1
Hispanic,Buddhist,Veteran,Both,A,-86.2370842613892,A,E,-97.55284839029751,42.097512351956986,10.01750723069475,68.02633288702901,1
Other,Christian,Yes,Yes,E,56.366933527223,C,B,-97.8394340968876,-23.362667366311697,-141.347708130047,31.602881740794054,1
Black,None,Veteran,Both,A,5.727664121852117,D,C,-129.7090770625833,136.26135639587912,51.1496293576971,-9.624931819803265,0
Asian,Christian,Non-Veteran,Mental,D,53.51784383757197,C,C,-162.68681978910547,15.41045442490899,5.127747491692534,45.513261453912484,0
Asian,Christian,Non-Veteran,Both,B,-8.564497777361753,B,A,44.83690126831005,-31.016891261571942,108.08462611206787,-84.51962386549714,1
White,Christian,Non-Veteran,Yes,C,-79.6060056238842,D,E,-284.608551915965,98.270402782605,90.24184367960659,34.73153391708082,0
Asian,Jewish,Non-Veteran,None,B,93.7398238822094,D,D,-112.57281187441438,79.10234767583121,-80.79701847094714,31.462584054182287,0
African American,Christian,Veteran,Mental,A,-69.65233320777945,E,A,96.81474079960569,50.442214832681785,16.855763627264842,-50.408039279908145,1
Hispanic,None,No,None,E,19.081941035551754,D,D,147.5550941205671,18.48789283209806,62.15698382250901,45.48062111707486,0
Black,None,Veteran,Both,B,-82.70169900266562,A,D,-284.92500495236806,-41.22235696432043,-23.959662200182525,-2.733218346986018,1
Hispanic,Other,Veteran,Both,E,-102.71674458473143,D,B,-67.12424293281289,-104.4730017436267,112.09100565816314,-53.14621408291741,0
Black,Muslim,Veteran,Physical,E,-65.47155068141628,E,E,7.8504579506447,67.21828445296615,65.2305590491928,-34.8577667694809,1
Black,Hindu,No,No,B,64.21722639076025,B,D,-0.3090430174826261,-64.1239900034514,248.8433279492642,-75.45255428734133,0
Asian,Christian,Non-Veteran,Both,B,119.08464280336864,A,D,-26.172381744405865,82.94949561972213,110.66897031073373,-65.30258944985448,1
White,None,Veteran,Both,C,3.0013336058888136,B,D,-48.35805539316275,186.73052580019058,36.89069348635098,48.22253490200746,0
Black,Buddhist,No,Physical,A,-104.80740248785479,E,A,-68.96996938919966,37.9976979986442,-15.485759116948433,-159.3801951448689,0
White,Other,No,Both,A,-79.58909470972412,D,E,-38.883413305849515,-12.863046791340455,274.14677344917624,-106.91603818019047,0
Asian,Muslim,Non-Veteran,Physical,B,-27.062857396735403,E,C,70.6690983308734,-85.65805423072992,15.380779975261921,53.79375182895504,0
Other,Jewish,Veteran,Both,C,-143.18431986204442,E,A,-58.60316958801547,-98.79564852836666,-90.03756618312767,-56.30972851419712,1
Other,None,No,Both,D,97.59308880294591,A,B,73.35289357366673,1.7526965533797338,88.54042131176048,54.16243960772138,1
Asian,None,Veteran,Both,A,34.19047315114135,E,D,-16.92795950944384,179.47490873162468,5.755638226770986,54.19866873588804,0
Other,Jewish,Veteran,No,E,112.62375724922713,C,C,-57.062848488949,128.92026892091414,72.82714864869077,117.32688271165696,1
Asian,Other,Yes,Physical,C,18.965724136659183,A,C,-30.104633257396813,9.888006996518776,68.43074605463615,-93.34885497475099,1
Hispanic,Other,Yes,Physical,E,25.154800430610784,D,D,27.624686716060943,32.305847293848466,-49.50813816104572,58.74562624609735,1
White,Christian,Veteran,None,E,-13.120050797260202,B,A,188.25746312447959,10.647741928296888,165.59393702675933,2.6296934731972685,0
Black,Jewish,Yes,Both,E,30.193571240144028,C,E,100.81781777513142,43.14124331828994,79.8836968871293,12.076124141189272,1
White,Buddhist,Yes,Physical,B,-37.6275510756166,B,E,170.146972594017,-30.149481131822814,69.71211573474588,53.1770790406647,1
White,None,Non-Veteran,Yes,D,-99.7313023152066,E,B,31.030131479774976,110.05259473625655,60.51235062908869,-25.782080900088328,0
White,None,Veteran,Mental,E,14.412522258864449,C,A,158.52244932533267,39.79449194114848,82.93268875172676,55.576546895774825,1
White,Jewish,Non-Veteran,None,E,31.626307202487112,B,C,-146.83952317727042,-39.751584124093654,-138.53005242499069,-54.284751263249355,0
Hispanic,Christian,Yes,None,B,130.29425417209075,C,C,-99.58877440686327,-59.67170056696889,45.251405517897005,-60.64584678268553,0
White,Buddhist,Yes,None,E,-46.73036362337522,B,E,35.19890020383714,131.88112726317445,-213.74641034152057,58.95075578247352,1
Hispanic,Christian,No,None,B,18.6926519004943,D,A,126.62491056201672,10.505931095713358,-211.53463574137933,72.72844364509722,1
African American,Muslim,Non-Veteran,Yes,B,-86.89099687274971,C,E,244.72890360928824,-144.71712970922812,-150.12832534261818,-2.854241108895108,1
White,Christian,No,Mental,C,59.615370242990984,C,D,154.12001516065203,-93.6700917416389,-121.98083108998765,-53.884115516603856,0
Other,Muslim,Yes,Physical,C,-68.70421668211281,E,B,-35.7616362223495,-36.78662941248453,57.107196103844096,108.16054996079134,0
Black,Other,Non-Veteran,Both,B,122.65258751759734,B,B,-35.093971453083164,69.654345908986,29.26418780843202,-118.42164462891134,0
Asian,None,Non-Veteran,No,B,-102.10377207329502,C,A,-186.1459361215074,-35.8106192782889,-117.26866614081932,111.94784263824135,0
Hispanic,None,Veteran,No,E,-38.65019492582846,E,B,10.245893415440962,-103.54102782245107,44.161149452874874,-58.286718882583045,1
Black,Other,No,Physical,C,43.383119034342556,D,E,61.24716079596858,-120.44736031567211,-108.7326184147123,-6.956750290327267,1
Asian,Hindu,Veteran,Physical,B,-57.17422195430548,D,A,29.776884800630693,21.87378879956051,9.193874290633072,-171.26863474861722,0
African American,Buddhist,No,Both,E,26.273319190787248,B,B,-38.717880074127194,55.12271424731505,-37.4013679398926,169.96899966011284,1
African American,Christian,No,Mental,A,82.70828092971739,A,C,-39.38036891231303,-51.898760524827956,73.04044220709403,-138.87999159561883,0
Hispanic,Muslim,Veteran,Physical,B,-30.69611108951901,A,C,72.74752484184606,139.45850219498416,111.55369272123454,6.992482410726556,1
African American,Jewish,Non-Veteran,Yes,E,61.30217022742236,C,E,-35.20522100495007,-95.55604668250098,-106.40645120635088,29.26423344617145,1
Other,Jewish,Non-Veteran,Physical,D,7.420112530918714,C,E,-101.72982555995154,-133.103173160217,41.11440035305758,57.28663528920226,0
Other,Jewish,Non-Veteran,Yes,A,88.23687234445418,B,C,-12.478151310875923,-168.79669742355574,156.9912554975627,-185.70975974833814,1
Other,None,Yes,No,E,-72.64615062330871,C,B,80.45547186257976,-135.53581023312643,92.87125792159779,-59.04414609111064,1
White,Jewish,Yes,None,D,106.24460394899309,D,B,-122.47490487261217,70.2870771602731,-81.36870066024439,-0.0034113585193680756,0
African American,Christian,Yes,Mental,E,-54.43721823045604,B,D,143.4445326007586,33.32420378987267,76.68864528951136,133.8775573125337,1
Other,None,No,Physical,D,131.57294847237387,C,B,-11.438608370974414,-43.94194228203393,-34.97559588287316,104.34840588460294,0
Asian,Muslim,Veteran,No,D,311.49854717482845,E,B,-16.41580029239701,96.99070044527042,-78.85596198061668,257.575574567389,1
Hispanic,Buddhist,Non-Veteran,No,B,36.580729130878666,A,A,120.21636572262915,45.15168595620499,154.032366152443,-23.797675765976095,1
Black,Buddhist,Veteran,Mental,D,44.71459478459041,B,D,97.17901018345476,173.57504915871272,73.0447345726748,257.38940387832497,1
African American,Jewish,Non-Veteran,None,A,-98.57506551139362,C,D,58.9472507359055,-19.850795909724848,36.79243035791628,-54.53198698247963,0
Asian,None,No,Yes,A,170.35453771349495,E,D,92.97450437468459,11.742653389218844,-177.74772486946492,79.79146003647544,1
Black,Muslim,No,None,A,-188.27214000441563,C,E,43.14939537916262,142.92736061145843,19.751619538212083,8.040949839537726,1
Black,Hindu,Veteran,No,A,0.7277134992228411,E,D,66.72825449288288,45.387688278325236,34.367745712986206,0.7340240357606688,0
Other,Other,Veteran,Mental,C,36.02086479334288,C,D,-33.086338510180205,-5.16856276964848,-102.33603297720704,215.64235250760575,1
Hispanic,Christian,Non-Veteran,Both,B,-119.59775565726989,E,E,17.105697122594528,-62.11785451192201,37.312256666490235,-18.04819063359942,1
Other,Buddhist,Non-Veteran,No,A,-132.95698893922432,C,A,18.491502178823808,-144.5123101026048,-35.45269329908255,48.173168431336514,0
Black,None,Non-Veteran,None,E,-28.98872304602828,E,A,33.24143010877357,-43.84126154500618,113.8899906897847,102.6766301985875,1
Black,Buddhist,Yes,Mental,A,-74.63316263713699,D,E,12.746895785189272,70.08565830633734,-8.379499609089873,62.39157990356485,1
African American,Jewish,No,Mental,E,-161.0386055891405,E,D,-80.87500931311328,-5.118720036321322,-51.46843659510909,-10.268017915377957,1
African American,None,Yes,Physical,D,-114.8713558888245,E,D,19.53618869415827,120.69114185060002,-136.89884545161578,-112.27751833036046,1
White,Other,Non-Veteran,No,C,142.80535980853597,C,C,-2.5707629721948906,-14.331265878383412,-8.186861842949034,-170.62138002721028,0
White,Christian,Non-Veteran,No,D,85.27371336397665,C,E,5.70037935040727,99.15360756129125,-39.1745338018926,45.8634131671367,1
African American,Jewish,Veteran,No,D,-53.168942269798904,A,C,-152.14891234825998,131.33502040224778,-23.737186693113166,91.23923276922335,1
Black,Jewish,Veteran,No,A,110.60465737309404,C,C,63.655646203552116,36.893048855333845,-8.812992733651368,-52.739629350039266,0
Black,Christian,Non-Veteran,Mental,A,-80.2146793985186,A,A,-51.007609205262526,128.36984676810087,-2.417939928085501,123.02605215969741,0
Hispanic,Christian,No,Mental,C,181.2272328561184,C,C,113.58733587944067,84.57320812106217,88.01588587281228,11.293316863068343,1
Hispanic,Hindu,Veteran,Both,C,168.51806444422792,D,B,-134.1139830579842,53.44628995241701,-48.28761863508622,118.94717659976908,0
African American,Muslim,Veteran,Both,B,6.848596275787214,E,B,-9.500472757978574,18.513924812881765,47.022925233182924,-126.91274904833625,1
White,None,No,None,A,33.43999407796631,A,A,-59.590479450983835,122.64973853971264,-8.77011984209515,61.899141234125,0
Black,Jewish,Yes,Mental,B,134.51942620313076,B,C,33.04720745783414,77.0080345739241,-105.55408469173535,99.81170226330968,1
African American,Jewish,Non-Veteran,Mental,E,67.76228907055275,E,D,27.1523412549587,132.12780613268336,-23.04943101148637,-36.09928035531838,0
Asian,Hindu,Non-Veteran,None,A,-140.38122413099867,C,D,132.94033281096605,-8.15905645345241,-187.7234553721454,-45.729064479864746,1
White,Jewish,Veteran,Yes,D,-93.5466600835062,A,C,-145.391919208894,-18.86544679027381,-30.772806738396934,-66.13034995271923,1
Black,Other,Non-Veteran,Physical,A,-163.85020260004111,D,E,64.30910617882326,35.896689055793146,72.4450034436108,37.857697718600356,1
Other,Hindu,No,None,B,0.6414579618022713,B,B,-101.95280867737584,-15.498499736806917,101.147898880478,-12.718662087129168,0
Other,Hindu,Veteran,Both,A,-30.424530427361745,B,D,35.13310849217232,271.5558396375955,74.9264774564071,16.64133886639164,0
Other,Christian,Veteran,Both,D,-153.25746810314635,B,A,160.39281643384265,69.76783903485907,161.44663539289976,0.4688736110045592,1
African American,None,Non-Veteran,Physical,D,42.735862355766784,A,D,124.19453405453729,-119.95122477834406,-4.425093792613832,-123.85906040897645,0
Hispanic,Muslim,No,Physical,C,61.75155893253507,C,C,141.24055870192302,-75.20528048071598,53.73429694059823,4.64237884514152,1
White,Muslim,Yes,Yes,E,127.37868673529566,C,D,-28.867051003642352,-72.15491561053705,36.7182774276199,-4.857107688241934,0
Hispanic,Jewish,Veteran,Physical,D,10.812012276059589,E,E,33.0717421388458,155.33859166979744,84.17396420437755,-12.56432832701976,0
Black,None,Yes,Both,A,-160.72001262190346,D,D,-131.3903816982063,-56.47350750748136,70.98655325688873,131.6069005383628,1
Black,Hindu,No,Yes,D,44.69732143729583,A,A,111.94815430659801,-70.20744749478834,15.981692780348725,-123.51627163183227,0
Black,None,Yes,Yes,B,98.03253595275186,D,B,82.0699574874546,105.0152751993384,21.55219473796781,3.440963122752171,1
Hispanic,Hindu,No,No,B,-68.80667691184692,E,A,-54.26302496208897,72.551527430395,110.67508857225705,138.26530526522066,1
African American,Muslim,Veteran,Yes,C,-20.614992772267545,A,A,-11.061664604019656,24.122148481062883,-37.94172865544165,-106.41172885775856,0
White,Jewish,Veteran,Both,A,-142.27056881940257,A,B,-92.66769630639418,-41.742949373807676,-87.35056272273467,56.18965045236117,0
Hispanic,Hindu,Non-Veteran,Physical,B,109.62632105493884,E,A,47.540147275083854,18.43295469068153,-45.03648859282238,168.20632679188031,1
Other,Muslim,Veteran,None,A,99.95977735463005,C,C,67.75129376629309,154.23700066161857,123.24438495307153,72.24678544262513,1
Hispanic,Hindu,Veteran,No,D,167.26351042786305,E,D,54.61634315064047,107.48848470966632,12.676484835420018,28.388489375679036,1
African American,Buddhist,Veteran,Mental,E,96.84938244609512,B,E,-114.41190218349011,-128.50627940125892,25.321315310028282,-56.47287228931715,0
Other,Other,Veteran,None,C,21.62797729776195,B,B,46.07151972311811,-10.300367755587843,-350.30021655529026,-50.691086229901195,1
Hispanic,Jewish,No,Yes,C,-149.85980698013682,B,D,-206.58921142116418,-56.631768299833915,-80.45066783596397,64.68864869324273,1
Black,Muslim,No,Both,A,64.8065320391607,A,E,-30.509048464158937,-52.320937651850684,-47.16117146082602,66.2299376486724,1
Asian,Muslim,Veteran,Both,B,-122.97935608454405,E,C,21.001166244839677,-10.483152310150816,29.35295344266493,-83.58065073197682,0
Hispanic,Christian,Yes,No,A,-112.27649207392909,B,D,7.458787277441697,24.866824700753718,73.05038065569761,11.942237552877586,0
Asian,None,Veteran,Physical,C,-31.063581649223913,A,D,-99.96332273340613,-29.223745649880996,232.78144792900207,98.48156921484708,1
Asian,Christian,Yes,Physical,C,-36.3399389924983,A,E,55.976207853228956,104.95502358540796,-43.469802037404946,-3.2588448358401823,1
African American,Hindu,Yes,Physical,C,-131.98812528182162,C,B,-159.6681347453963,231.53422964721858,26.977420102615916,33.44782692966134,0
Black,Buddhist,Non-Veteran,Yes,C,-144.2556358371523,B,C,39.330371465274844,-63.85288369857037,-77.4032717682416,97.31191330054749,0
White,Buddhist,Veteran,Both,A,-85.4051157287984,A,D,-112.8534424068244,-111.6124726556077,59.72468511279278,63.6625776874541,0
Asian,Christian,Yes,None,C,6.71550056892899,B,A,37.52189501703942,-102.5996379384188,-115.93220654512304,112.88599621758473,1
White,Jewish,Non-Veteran,None,E,36.09664705884608,B,D,-13.17939168187138,82.09285548676942,-29.9236814457595,-170.53229252241792,0
Hispanic,Other,Non-Veteran,No,E,-109.60117898056605,A,C,38.92490946424207,-172.5408587807906,-9.543376100210951,-170.0946064311065,0
African American,Jewish,Yes,Yes,B,95.82175160715578,A,A,-4.335841948476281,83.9840880415744,23.78594836134585,1.0004696478116148,1
African American,None,Yes,Mental,A,-60.36628779515647,C,C,-22.916946397254804,-102.81857371607204,-202.731691015673,19.971760209527364,1
African American,Jewish,Yes,Mental,D,-33.45371644201694,A,C,-37.11763569061348,35.842359148934776,43.39565981023529,-121.8538894222574,0
White,Buddhist,Veteran,Both,A,121.06209013637638,C,A,205.98777067508092,-74.29845957998465,13.784129293948766,23.452320656771494,1
Asian,Muslim,No,Yes,A,101.1792275450295,E,D,-3.342646512076171,-61.50125318499916,69.11349725791686,-119.01706580697211,0
Other,Buddhist,Veteran,Physical,C,-81.47851584035762,C,D,-118.6178088486901,-58.370289205884326,163.77965136935575,103.68190198504661,0
African American,Muslim,Non-Veteran,None,A,-74.84838489890451,C,E,49.18803063641425,-20.90533684529685,64.33343184232761,2.0354197925581863,0
African American,Buddhist,Non-Veteran,None,E,-4.188706898945272,D,C,52.28762170391672,58.51322894797646,-87.79052574121991,63.21337365931443,0
Asian,Hindu,Non-Veteran,None,C,-35.614517450638964,C,E,-156.1538722079136,-91.48002746792181,45.85885495634338,84.70003641932053,0
Hispanic,Buddhist,Non-Veteran,Physical,B,-93.99683346092115,D,B,57.981490481104046,-7.768992186287408,132.0543200892147,106.84330383206242,1
Other,Christian,No,Yes,A,-33.12667665579624,D,E,70.578613342633,121.46525550194347,94.09489832010023,63.384012890001586,0
Asian,Other,No,Mental,E,-173.83367639441124,D,A,25.26269511973411,154.79722046260957,176.36681698056012,-56.28246122761736,1
Asian,Buddhist,Non-Veteran,None,D,-84.1119787404437,C,A,-59.00592939232055,142.92962856559092,0.1077146250989654,-51.15982400238002,1
Other,Jewish,Veteran,Both,C,-121.1642296240152,A,A,-2.6367860804084673,-169.6769945050537,56.67875572693015,19.3083202371187,1
White,Christian,Veteran,Physical,D,-60.58766559938763,C,B,-38.043731805241904,24.28022890921531,-2.3067560231230275,-173.2463551414166,0
Hispanic,Jewish,Veteran,Both,C,84.18547080193474,A,C,30.033974475240516,-12.340693906683578,-105.92831366864364,-135.88651153715483,0
Black,Buddhist,No,Yes,E,19.489430085473533,B,B,25.200628534010605,-167.643941734069,110.42813891363417,67.58553805258364,1
Black,None,Non-Veteran,Physical,A,-55.80161668193857,B,B,74.4840598163852,-118.78886050926359,125.77465691853911,-69.80468725810708,0
African American,Other,Yes,No,E,-42.62585466145245,A,B,93.5651982154747,134.01862236078478,24.768195680893648,21.214855009236043,1
Asian,Buddhist,Yes,Mental,A,-108.91796105134424,E,C,-99.82941747607398,71.52454801716068,-49.14676825772882,-122.07013417743843,1
White,Buddhist,Veteran,Mental,D,42.69171068268677,E,A,-143.4624256211861,52.264172006837995,193.99049694026945,85.47760339387452,1
Black,None,No,Mental,C,-20.301718463462585,C,E,-9.425050321033687,46.94719652069221,-78.10826782459853,15.05562592308178,0
Asian,None,No,Physical,A,31.625788287819194,C,C,-79.25926230185722,91.15740723765924,-82.45584198053896,114.00362095683457,1
African American,Hindu,Veteran,Physical,C,-46.32163555775356,D,E,-67.39027680952287,159.40194277146503,-101.79691518788788,-89.8362143200131,1
White,Jewish,Veteran,No,A,-3.2292067967473437,A,B,-58.57795101560869,71.13676287816754,17.024189218582077,-126.65411647654696,1
African American,None,No,Mental,A,162.49018307063133,D,A,-35.59597263725988,-52.42913936668675,-48.89765335922799,-113.8745145720119,0
Asian,Christian,Veteran,No,A,57.48230041420142,B,C,92.59230227558017,63.07263004636905,110.63986328832203,-9.064756041584284,1
Other,Muslim,Non-Veteran,Mental,B,36.59315113591281,C,A,117.43053047862502,33.634300756634225,-80.17360299248175,3.729376465129825,1
Other,Other,Non-Veteran,None,B,-31.214721933669416,E,A,-93.01330430067237,113.97030755875457,-61.98956483543644,-191.1945383841438,1
Other,Buddhist,No,Physical,C,-36.18729045667185,A,A,21.331583240416556,-53.9548912395763,2.5784981022589517,-0.5523464814159218,0
White,Muslim,Non-Veteran,Both,C,59.46213573341333,A,B,115.1434219179798,68.48837904505184,11.64918904623826,131.21164869159952,0
Asian,Christian,Non-Veteran,Mental,C,-64.99268950513162,E,E,5.542322124480052,45.62563747961585,156.70614388586216,46.048174852831266,1
Black,Other,Non-Veteran,Physical,A,-84.18581506551978,D,D,-84.23144802286252,-26.673085851580673,38.48568494178694,18.794242261511346,1
Asian,Other,Non-Veteran,None,A,22.602593263287872,B,A,20.507438915305436,42.78817885761547,58.906992762454855,-115.54930388458362,1
White,Muslim,No,Both,E,1.8741911542123373,A,D,-12.010056293945155,-122.97440135364883,65.82617251360773,0.09663586827703839,0
Hispanic,Jewish,No,Yes,B,-15.520834500907746,B,A,31.661206449028477,90.13410130809334,-67.19833591285803,-24.42915910519792,1
African American,Buddhist,Non-Veteran,No,D,181.2017981692078,E,B,183.6106004040608,27.962471396154104,-59.5229371196673,132.92805046387133,1
Hispanic,None,Yes,Yes,B,55.935280439464016,C,A,192.229831813807,46.46467232642122,-12.756163974400264,-134.0776466066603,0
Other,None,Yes,Both,E,-112.04645654164426,D,D,-89.11313402921309,56.891431032615195,72.04910733570571,47.672777632483125,0
Asian,Jewish,Non-Veteran,Physical,C,150.81615911778303,C,A,19.745587531874715,0.3015091500039425,-109.63234421519748,-29.65705326508926,0
