AgeGroup,sex,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
26-35,M,B,47.04364422741115,B,C,E,44.23218030644987,13.627371123352102,C,-32.705305934232165,-49.36238121315016,B,E,D,1
65+,Other,C,20.42221067500439,D,E,C,24.730524227375767,79.68727642817883,E,-88.91495880739727,7.687175939411674,B,E,B,0
36-50,Female,D,-14.749539082166052,E,C,C,123.30587603188118,318.7920081613228,B,-40.862725492489204,-128.72788721742214,C,D,C,0
26-35,Non-binary,C,149.22710886577164,C,D,B,-49.062494530815876,-110.16672980240145,A,-93.19305699429566,105.10692894655051,E,C,E,1
18-25,Non-binary,A,-54.792620658782475,C,A,B,-78.74876981503687,-51.94269417826494,A,15.230515549069255,-47.24389585038516,A,C,E,0
18-25,Male,B,113.45810453155222,C,E,B,-10.733134314510071,-82.7548829593561,A,-159.8345213410752,-224.14158742488226,E,C,C,1
51-65,F,B,52.340303156373324,A,C,D,-54.207475100478554,-189.6588192161258,C,-61.19217387624646,-171.0841773442388,C,D,B,1
18-25,F,E,-92.68374272228593,E,A,E,264.31004678597304,19.949796686761648,C,115.11554879921584,-2.393626671650932,A,A,A,0
18-25,F,A,-3.358644365208029,E,A,C,-92.74089430405887,161.0641222715163,A,-82.09736079831646,68.57529186816403,B,C,B,0
51-65,M,C,-23.0423506057597,C,D,D,35.71097562334792,143.46500020614653,B,36.738888053465814,84.47492401656523,C,B,E,0
51-65,Other,C,-128.1873892155554,A,A,B,-102.48117404162818,0.9819096632646697,B,52.01033354619992,46.02018292549936,D,A,E,0
65+,Other,A,84.4115557641331,B,D,E,-69.16675599793898,26.048845814780407,E,-69.941327957638,-74.24488259705267,A,C,E,0
36-50,F,E,40.55841631615294,E,E,A,34.544531474941486,-132.8424604070633,D,-2.0146227621529404,9.239311822502966,B,A,B,0
18-25,M,E,168.5145904600181,E,A,E,-1.145590953526487,41.78419358194248,B,10.575594904442221,33.4543066114367,C,A,C,1
65+,Male,D,-143.1670750905899,A,B,D,-31.268666088107295,-38.199666813730765,D,29.039518308510438,63.38604656618488,E,B,C,0
36-50,Other,A,84.80590782840181,D,B,A,-73.97142216416503,172.01236121614753,E,61.44181634125404,-48.45907920138368,E,A,B,0
65+,Other,A,-54.473939803092264,A,A,A,155.11370723713992,87.3703703269651,E,13.486056282749646,61.440315723990004,E,A,D,0
65+,F,A,89.87562858164024,C,D,E,99.7491626924487,7.9197501851849985,D,-84.70864401312048,-29.543910091164822,E,E,C,0
65+,Male,A,-100.98482835711008,E,B,C,98.95857553595275,49.47893868827566,A,171.49544554846128,51.67844252279249,A,B,B,1
51-65,Non-binary,C,-60.92270668224592,E,A,E,-5.322492380228351,-63.94764948502692,B,-58.36983652175248,-6.106431962836431,C,E,E,0
18-25,F,E,64.66809502706265,B,D,E,88.32450501582734,65.30522871994518,A,-121.71700128825024,29.720166346532334,B,C,A,1
26-35,Non-binary,C,32.84640382080614,B,B,E,-23.78111280521139,132.35513791690897,E,-65.86370419654641,138.96684413158974,D,A,B,1
51-65,M,C,-153.9739361851703,D,D,E,-49.759554660086955,140.82941317537254,A,68.75035342729117,31.91053102574876,A,D,A,0
26-35,M,B,24.58926292824206,B,C,C,-40.784508067914885,-6.9674098799644035,B,14.465676437868542,163.1061484016783,D,A,C,1
65+,Non-binary,D,50.04083094630085,D,C,E,56.550354349698,45.286312521501166,A,-93.90588886892799,-98.64752705642489,E,C,E,0
36-50,Female,C,54.28759453459301,E,C,A,122.94760679521093,103.23347790164685,B,-26.141741826133018,-0.7819794044970049,D,E,E,0
36-50,Female,C,-60.17529236456418,C,C,A,-10.004383718471022,-45.58785297633121,E,19.039744514642717,-130.4875891927298,A,C,D,1
18-25,Male,D,123.24759777812055,A,D,C,-91.97004829147834,-17.948750843750013,B,69.15587171266469,52.82199870831059,E,E,A,0
65+,F,E,-14.816774428343138,B,C,B,116.43822514187167,63.552241683080524,C,-50.613719713820494,-89.88438983818338,E,D,E,0
18-25,Female,C,-2.4235381069848043,E,A,A,-94.89098439219288,-125.13351209363519,B,59.454382902163125,38.11938875247649,E,D,A,1
18-25,Non-binary,B,34.283258252697706,D,C,A,-7.884973296988434,22.2164779173502,A,100.73096534347752,56.217797535124625,C,C,A,0
36-50,F,A,-99.05637098338109,A,C,E,74.14765451300237,55.497111064326035,D,111.73235901980081,-43.75459989189816,A,D,D,1
18-25,Male,A,-142.87228936731938,A,D,E,2.8863821838228048,-155.97107519133408,A,-140.18097992534385,23.572077909593574,E,E,E,1
65+,Female,E,174.67211793843867,B,E,D,-146.90646032463468,93.52181150214152,E,-43.537255817110356,-112.94977684678449,A,A,E,0
18-25,F,B,-49.69927272629341,D,C,D,41.02985405730673,5.837259585986686,E,17.713147975998307,23.844588431076158,A,D,B,0
65+,Male,A,18.746330634101145,A,A,D,-1.6983169510017826,-82.84184350084097,D,-73.48133310872892,-43.56089112373076,B,B,E,1
65+,Male,E,83.35749346336135,D,E,A,12.063784626626969,198.08801855494366,E,148.75520161880155,-107.50323500189583,D,D,A,1
65+,F,B,-35.13134572495841,A,A,C,-236.78918265231195,-87.98072510247563,A,18.36803628459728,-63.59152824644647,A,A,E,0
18-25,F,B,53.54479764975652,B,B,E,106.81203395667555,-14.338094798678256,C,-88.29676202641731,21.36669468460784,E,A,E,0
36-50,Female,E,59.326146552912085,E,E,B,16.08619055038444,97.05415778929962,D,-0.5778715960699374,-21.835766524345967,B,E,D,0
51-65,Female,B,67.82525730497747,C,A,E,82.94838594816414,-109.59512712164468,D,113.08322405610735,-137.87040826790064,C,B,E,1
18-25,M,C,145.5165242026233,C,A,D,64.81610178918392,28.422272441030884,E,156.31035560754034,1.6717393092272006,A,D,D,0
51-65,Non-binary,A,113.90933027205034,B,B,C,1.740945527648085,-218.40762929432458,D,-70.21093224232486,174.94103386368337,D,B,C,0
36-50,M,A,26.071217109121424,C,C,B,10.092544105759943,136.60925347306798,A,-205.7075138888147,-116.06089529123591,D,A,D,1
36-50,M,D,-90.6018154075239,D,B,A,-31.792361330910758,35.90198396500778,C,-107.38970996711268,-30.785601024283473,C,B,D,0
65+,F,B,165.1378955463572,D,C,E,-13.548149446997504,-64.36420501543051,E,23.81115851359535,-0.0038992455995542257,B,D,D,1
26-35,M,D,-55.94671207568304,E,E,E,28.53937789455006,6.7478258271037515,B,-56.11091852047255,-148.56673684630874,B,D,B,0
26-35,Male,B,-14.613482240539943,D,C,E,-72.27896521147878,12.739441883278099,E,11.647970719357764,-39.80457439285742,C,C,A,1
36-50,Female,D,-60.19699247835722,B,A,E,154.62642243032278,-88.72992315417163,B,6.570347230815007,-65.44407347138642,B,A,A,1
51-65,M,B,46.41762974164971,D,A,A,-20.820562960695064,210.68618717138298,E,57.470600897451455,241.23257873931064,B,D,C,0
18-25,F,C,20.47528377022227,D,C,B,-15.023895164461704,17.439671349176848,D,131.6382297347442,35.50009723058413,B,D,B,1
18-25,Other,C,-3.9146848721538694,C,B,C,144.04838599179678,26.216166824081338,B,69.47395909781324,71.76194276227024,B,A,B,0
26-35,Non-binary,E,-51.71130505399155,D,B,A,-58.383800237068954,47.768174708472614,C,41.75035637648768,-49.93188208895612,C,C,D,1
65+,Male,E,145.3585103849355,B,C,A,-18.523020325688503,96.54078212207914,E,-121.20007110980123,12.03038511168491,A,A,E,1
18-25,Non-binary,B,105.5695185866627,B,A,C,187.37696802714473,58.189772305756335,B,30.495404474715027,124.12018387717214,A,E,D,1
26-35,Other,A,138.07260897734866,C,B,C,-42.020057978775746,-10.50526350998371,C,91.31110489455403,-73.32350738153842,B,A,B,0
36-50,Non-binary,A,-118.80887269354308,A,D,A,35.496528000469816,-235.26256354504068,B,-78.5570296083958,153.28042191239467,E,A,D,0
18-25,Other,D,21.72646969794281,D,D,A,22.616382895088748,53.711325502060035,D,-52.95806871115217,91.94707871101171,D,E,C,0
18-25,Non-binary,B,-364.7579799431743,A,A,D,-149.72226175347623,-41.14141581473282,E,294.59661791318325,-87.28428605496326,B,E,C,0
36-50,F,E,104.09601129328672,D,A,E,-47.25270793511812,83.0597592752923,E,-105.06157183444572,24.016271507050764,E,B,A,0
18-25,M,E,-134.32450309805805,B,D,E,35.623655556187245,33.24205595139911,D,99.3956326996237,-106.86240975379029,C,D,E,1
65+,F,A,45.37915591064532,E,B,B,1.14582392187792,-89.6963736687888,C,-129.07401937317277,-95.25262527405019,E,B,C,1
65+,M,D,250.4173354127035,B,C,B,235.13690277773992,4.009002129017173,E,-53.21044739779507,76.02819026630819,E,D,E,1
36-50,M,C,18.82064369728945,A,D,E,170.27059604749516,-32.12506085991138,B,-49.82350917650448,-24.71200629266404,D,E,B,1
26-35,M,B,-64.09386516867349,C,E,C,38.9972007219886,1.7895841043797833,B,-49.55196560140618,-17.801616916356405,D,A,E,0
65+,Female,E,49.40964855382707,A,E,E,16.855241699522054,167.75925792754919,E,108.71521168168226,85.24840998476203,C,B,A,1
65+,F,B,237.72398041845776,D,E,B,17.995459553284544,17.414013910442616,A,-75.21715541265954,-40.4080906769466,D,C,A,0
65+,F,B,-114.7370296724539,A,D,D,15.870138373375479,-44.14347515240959,D,137.29343705542755,70.19175162253826,B,A,E,1
65+,Female,E,57.10411803656837,D,B,E,-124.99647975697445,-126.67445594311684,B,68.43774366111965,-15.237031919718664,B,D,C,1
51-65,Male,D,-65.93851568252401,B,E,E,-28.74778201396354,24.516528007989717,C,98.0271436760739,53.14229982958083,C,A,A,1
26-35,F,A,-197.30274968661897,B,D,E,-53.493537059923746,-42.542287211657495,B,-118.0662354038051,-52.049232480898176,E,B,A,1
65+,M,B,-4.585009291073202,E,A,E,-33.78863021875647,168.07250658674516,D,-80.36512583054694,-102.79563504298591,E,C,C,0
36-50,F,C,47.65167899330527,D,A,D,-107.52200677296825,-160.9832971970475,E,19.247901589438822,106.05159737461778,A,C,E,0
51-65,Non-binary,D,0.9572986057231043,C,B,E,-4.40793768075833,-224.1950362868534,C,-35.53969616464635,-214.14346385924173,E,D,D,1
51-65,Female,D,173.02086156589078,E,B,B,142.8091989163089,48.32537564286511,E,-43.41892510221641,-1.6350917791979163,E,A,D,1
26-35,Other,E,151.38118078297916,D,B,C,23.106102667330163,93.75147678887026,B,-93.98707435495123,5.1069315913596,B,C,E,1
36-50,M,E,-80.11489073394918,C,E,D,65.58227564717734,85.12541238970168,B,-36.6700260088248,204.87136254592437,C,E,C,1
36-50,Non-binary,C,108.73447123946161,A,C,B,-149.80848099726646,-15.18183068798049,B,50.5933221445932,-4.02354516074943,E,E,D,1
18-25,Non-binary,B,-163.7151852576196,C,B,C,-111.87954716251751,43.25507853177779,E,-49.40824124536577,36.01919053229542,C,C,D,0
65+,Non-binary,C,98.78137034671477,C,D,D,-32.396073439732234,86.7912690432896,D,-31.34638796083708,35.836393497970136,E,C,C,1
36-50,Female,A,62.581757958065545,D,B,D,111.4976137482735,-63.672917079480804,B,31.18842972866541,-49.63167442937287,A,D,C,1
65+,F,C,50.611485655076415,C,C,C,-74.69228437421964,45.5219286022855,E,23.87028619610614,-148.14082165350598,C,A,D,1
18-25,Female,D,83.85368881449786,C,E,C,-220.9211284698285,28.42913933401658,B,-360.87906415600685,177.00250398024048,B,D,C,1
18-25,Other,E,-68.20578648402977,A,B,C,20.244035402510132,-49.0878932358503,D,-94.53975692412936,40.900835958601945,A,E,D,1
36-50,Male,D,31.48849441268995,A,A,E,135.51388111605223,44.234091688881705,A,79.94297568384793,-7.97723711108804,A,A,A,0
26-35,Male,E,91.53058862519143,B,D,D,-77.33992364148442,-78.09628050314097,C,20.197284674078784,-34.325569907359,D,B,A,1
18-25,M,D,14.90763169788768,E,A,B,-57.926165095191976,-33.880577808532934,B,31.704274632518516,107.06453513313927,C,D,A,0
65+,Other,B,-264.5619204922881,D,A,B,-8.878893910151458,61.462465210152104,E,-173.18255636291488,103.80120371993722,D,C,E,1
18-25,Other,A,111.007528099447,E,D,A,-103.25463667664145,-140.0820594678462,A,29.33875604091163,-135.0274940092936,B,E,A,0
36-50,Male,C,18.554809981811264,C,D,E,-102.07906683848589,-28.98073714854001,E,-16.84873046386061,-101.66396322719153,E,D,A,0
65+,Other,B,51.630320218586625,B,D,C,-118.96193202688056,-74.59321090779366,E,94.0516693040755,103.09214527027177,E,C,C,0
65+,Male,C,52.60822474893529,E,B,E,-24.73015591355128,124.38471795028356,C,96.75537634202311,16.95799273340002,B,A,C,1
36-50,Male,C,-102.51206492214482,B,E,D,106.16466468989604,-5.339299950870005,A,-13.20264674905483,86.59524416014241,C,C,E,0
36-50,Non-binary,E,157.5031164988391,C,B,A,56.48163661706385,174.78000452916308,E,-169.35125598983421,79.82173343147836,D,C,A,1
51-65,Male,B,-2.3906025350987137,E,E,E,-29.348852497776722,-64.80005595130037,E,69.11412824934848,88.38749577089936,A,D,A,1
51-65,M,B,75.81564822610005,B,B,D,-3.934119157706289,24.759760465793814,E,-31.42798353734115,187.4535625706175,B,D,A,1
18-25,Male,E,-56.32476824202569,B,E,B,-74.36664516339987,76.95350541046028,D,69.85893453582261,-142.20245605943407,D,E,A,1
36-50,Non-binary,A,40.61432637054196,B,A,B,-114.16795585031136,28.10352744664155,E,38.18159908063805,-105.87222422300073,E,D,D,0
18-25,Other,B,-164.9840923843392,E,D,C,-82.21593478586725,50.842660381461954,A,-203.92037892467155,84.27751503755788,A,E,E,0
18-25,Female,C,66.33920791554114,C,A,C,-137.12551704917507,43.7127728382349,D,76.39102038848242,17.85594673642782,B,B,A,1
18-25,M,B,-71.43508784520719,B,B,B,38.36621704241301,10.871774250017552,A,102.88326261656793,-163.01629590269016,B,D,E,0
26-35,Male,A,-63.25181032882199,D,C,C,106.17994208447688,-8.110572206850222,D,-58.99217405670532,-75.1233217876084,D,E,E,0
65+,Male,C,-130.26916865250942,D,D,D,60.02333917359547,-81.87350816605775,D,-86.75577980006808,-10.113059069993858,B,D,A,0
18-25,M,C,135.38812171128575,A,D,A,-50.59666533751975,48.76678495979153,D,1.7363171403729591,194.4898612072472,E,A,B,0
51-65,Other,B,-87.1922741771688,E,D,A,59.11141379331004,-64.88804015523584,C,-15.687057679368255,-78.95229802257522,A,A,E,1
36-50,M,C,6.206782899915461,E,D,C,128.65375182126974,-18.0800045804216,E,-3.1613692260007555,27.90358810894672,C,B,C,1
65+,Other,D,333.0624691416306,A,C,C,-86.33031654506567,127.32593072188469,A,51.98500761657758,62.74316733902706,B,E,A,1
36-50,M,E,-61.55059175523804,B,E,B,-67.0903480703451,-52.56035220705525,A,-186.92923212441465,102.24515688920116,E,E,A,0
65+,Female,A,44.066075072276554,D,E,A,32.58774518930437,-19.252466390262775,C,75.97870220918934,2.4408939907308054,D,C,D,0
26-35,Female,B,-28.954064379456383,A,E,B,26.322512292001036,-29.209492983112334,B,-57.517913613019836,-14.175707854433814,C,C,A,1
36-50,Non-binary,C,7.835081803693473,D,C,B,-118.90243833259375,15.894101542563236,C,27.59800511022421,-62.507940119893846,B,D,A,0
65+,Other,A,17.349846120629998,B,B,B,-92.51785157712405,-222.0862823009224,D,87.06551469924156,68.82378742547056,B,E,D,1
18-25,Male,C,66.87440035598756,A,E,B,-159.7215089835388,-18.810231058313235,C,35.670415097119886,-208.8528222891653,B,C,C,0
18-25,Other,C,-37.711759846422076,E,E,A,59.74495334201324,-49.5865407063402,A,109.19786067105693,-5.669658090318311,C,D,B,0
36-50,Female,D,21.90443118424757,D,D,D,-117.33707530951472,12.471220198157305,B,127.4068487132165,-4.2625670844957435,B,C,D,1
65+,Other,A,92.97430847487192,C,D,A,-210.10153937932543,36.19714046038553,C,89.39243103418336,24.269159496490794,C,D,E,0
51-65,M,A,-32.89114064290569,C,B,E,-211.31326751094744,49.350219443905466,C,97.77815423410132,-36.25164283773769,A,B,B,0
26-35,Other,A,81.01311607942036,B,A,A,17.701239906613452,49.45465067207074,E,16.451472996164874,83.07570235050615,B,C,B,0
36-50,Female,B,-43.7925764686755,E,D,D,-20.042661971318832,42.71650487730146,A,5.002805059932686,129.7003468008601,A,D,C,1
26-35,Male,C,87.71795121634949,A,A,B,-85.38895934972506,163.3732349858594,A,120.59823441411024,98.51621201385225,B,A,E,0
51-65,Other,E,92.09844629310619,E,B,A,-11.183717330198922,39.5073022839174,A,38.926035424006905,-1.4261486807770491,E,B,E,1
65+,Male,A,108.62827740651386,E,D,B,-127.40525179178978,-75.51492019946434,B,8.705541769710388,-213.75888444775399,B,A,A,0
26-35,F,B,-6.246492421982907,A,A,C,18.540629406496123,-18.920981124696223,C,-202.6508374719339,118.11416439475546,A,C,C,0
51-65,F,C,45.540180714742796,A,E,C,-49.40762061876081,42.99487080347954,D,-79.67440894937313,-71.04647424286178,D,E,A,1
18-25,M,C,16.975084322141146,D,E,C,51.53583733891941,-218.18888986156932,E,-18.441585265100898,-15.22928657997461,D,C,E,1
36-50,F,C,86.80337726083901,B,D,D,13.476483209586304,12.427783377098134,A,106.4602816738409,-21.33222644165957,D,C,A,1
51-65,Other,B,67.41431544275312,B,C,A,7.868660013188235,46.768829389482974,D,-96.80693566137313,-116.39099679059916,E,B,D,1
51-65,Non-binary,D,264.56600128522376,B,E,C,22.22893675953929,104.4802819753616,B,-169.02513132635926,-84.06059173145107,E,B,C,0
51-65,Male,D,-75.13153656416969,E,B,C,-29.902658197394143,7.558258577622695,D,-11.740223630639449,78.15167823343697,D,B,C,0
65+,Non-binary,E,-62.51593027355504,C,E,C,18.40677334578595,-32.42385252402922,E,-102.56094831097005,-0.37013513817568205,E,A,D,0
26-35,Non-binary,E,-134.01304094300542,D,A,C,173.3590257581521,-50.6859985202474,A,-183.8124641820525,-100.91568554563415,B,C,E,1
36-50,M,E,26.243303063664275,B,B,A,-139.94417540443013,-11.339234833348678,E,-82.44601099693097,92.82872411056383,E,D,A,1
65+,Male,E,-61.662563414394924,E,A,E,15.459986623527994,24.66105679180199,C,160.88147410894754,138.56875187097774,A,C,A,0
26-35,Non-binary,E,45.77424637241904,D,D,C,28.7054779798443,-24.61426683644094,B,129.16004547509453,22.08134828556151,B,E,D,1
26-35,F,D,30.55110695872915,C,B,B,19.777844503123568,-53.73320656280073,E,49.776328175982485,146.00286559295594,C,E,E,1
36-50,M,E,-26.10446012961028,C,A,E,19.28670947951962,-227.77417869799308,D,-44.735102747246685,-25.79075643081794,A,A,B,0
26-35,Male,A,-194.62701577647726,C,C,C,-99.78327380091625,62.30150936358265,A,-170.93584251489227,-242.29537061935167,D,B,C,1
26-35,F,C,-5.132551933137694,E,D,D,1.7543555158619315,5.576010679856733,A,-2.24513850270161,254.67984089118744,A,D,E,1
51-65,M,E,28.597381651061678,B,C,D,91.6380913960915,-35.91380034252455,E,-69.31272392603077,14.543886077835246,B,A,D,1
18-25,F,B,-44.01402072926734,E,A,C,5.51376718916303,-114.55118198273082,C,64.76287625203383,-103.80925286460314,E,C,E,1
36-50,Female,E,-0.2279768054719452,D,A,D,-127.24281868255818,159.57372555090308,C,-69.18585579858313,42.63302888638678,B,C,E,1
18-25,F,A,77.0942373904457,D,B,A,63.58375498099977,-21.14842322851548,D,-77.09028612001502,-86.3646715834457,C,E,A,1
36-50,Non-binary,A,-174.74765435312293,D,B,A,-56.75683126133989,-49.04879619620682,D,75.55571092200024,181.14241955937405,C,D,D,1
65+,F,C,97.74302537108429,D,D,E,-42.67047761872797,45.17534386944437,B,43.67677001291906,-170.58855858123073,D,B,B,0
36-50,Female,B,-2.8901016520652734,C,D,B,22.631891625440982,-21.610252103081592,D,43.60708209402755,-82.36711863472219,C,C,E,0
65+,Non-binary,A,124.40595397254779,D,D,B,208.2303855770283,-18.703704207528855,A,-7.080819329816328,49.99546281089452,C,E,C,1
26-35,Non-binary,A,-67.9434271820957,D,D,B,-9.109159712408376,102.46214847646546,A,-136.27446625096712,-156.93779987871875,E,C,A,1
51-65,Male,E,-61.17201290742086,D,C,B,6.530422546096136,28.068773832650095,C,-99.05372566735848,-58.53127305622577,E,D,C,1
36-50,Non-binary,E,-20.263742586078095,B,D,A,-141.4926422525045,74.39514597346977,E,-122.0382656503864,172.2806257125911,B,A,B,1
36-50,Female,C,-128.4414350119881,A,A,A,-65.10188874970022,-115.36222547700913,B,-12.704594082526748,-84.82464981029469,B,A,E,0
26-35,F,C,144.25217246156055,A,D,A,120.7738106791419,55.747353018237334,C,-127.04859113381937,-106.41298228416952,D,B,B,1
51-65,Non-binary,D,-27.09667311974181,A,C,C,25.893093364868708,133.90203351258484,D,-40.64786035539857,-23.77114811283234,E,E,D,0
36-50,F,D,90.36288615818715,C,C,C,-15.220143563215128,-115.74336340103022,A,-138.85503789434165,8.965511929686082,E,E,B,1
18-25,Female,B,33.087398013395706,B,A,D,-75.90658419149479,-27.221164809667513,E,-32.62040277992653,-58.70213081879751,A,A,D,1
36-50,F,C,21.39177488684157,C,A,B,61.94060727033678,-27.175117805266137,D,51.62137247631671,43.30212047532297,B,C,C,0
18-25,F,C,115.13433435284904,B,D,C,-117.85972866860581,-19.22643597115782,A,-45.70126361849082,102.52452591571712,E,C,D,0
26-35,Male,A,-112.427654471509,A,A,A,-61.85403246292176,42.68276341140054,B,131.65185968678855,-251.92313184610157,D,D,E,0
36-50,F,E,124.92430025578214,E,A,C,-147.3137600170709,79.40358389322397,C,5.870463600627761,-11.959523015829486,B,E,A,0
18-25,Other,E,-34.50533276837236,B,C,B,-84.85638608132362,26.871319574863662,A,118.82724171198353,121.80102360146734,E,A,C,1
36-50,F,B,16.93668750394933,D,B,A,-21.82739919973138,162.37986681379476,E,-55.68676536007641,-95.83716424962552,C,A,A,1
65+,Male,D,-162.55593666663896,C,B,B,139.0579019963362,49.40279813114041,C,107.56435967281189,2.708732210186255,C,A,D,1
18-25,Female,E,85.7406849741161,C,D,A,-57.087210489071126,47.248165788265105,B,-203.22067327848208,-129.2508382088693,E,E,C,0
26-35,Female,B,127.62370667468659,C,E,D,-24.903275379595215,40.17449254586168,B,71.50741771320392,-205.50093005588934,D,E,C,0
51-65,M,B,147.55029128472623,D,D,C,-27.346532051433698,-128.55335412838244,C,-261.1003010553224,193.1441098082773,C,C,D,0
65+,Female,D,163.36129302921037,B,D,C,25.415833919981484,-44.65751781395414,C,-119.42933096211759,-14.805661719372093,D,E,B,0
36-50,Female,D,-82.36100309314087,B,C,B,-58.15727207962674,-29.466421867060415,C,15.213432393383647,-91.95481974987608,B,B,D,0
36-50,Male,E,8.527636792578908,E,A,E,127.45231277209233,-42.566431325409596,D,-49.34507105237984,-25.776424317181647,D,D,C,1
51-65,M,A,-104.67919615700714,D,B,A,18.436772046197643,11.170940900914001,A,-111.34109194827595,-60.0666580345649,C,C,B,1
26-35,F,A,-19.037660254746648,B,B,B,6.060728612772472,-109.90604226317384,B,-79.01529744207966,-4.806103582353544,B,C,D,1
18-25,Other,D,14.855383379790684,E,A,E,-112.2219707217676,36.289771834390834,C,-13.078344431741652,27.594520720123185,B,C,C,0
51-65,Male,B,-80.45620408893916,C,A,D,-25.763298044206195,-117.52079769957504,A,-43.43240105562464,126.12773508176991,C,E,C,0
65+,M,E,63.425727059624826,A,C,D,43.191172475473664,-129.0333171068914,E,-14.510948616224258,-49.109748208543316,A,C,D,0
65+,M,C,57.030400807077065,D,D,B,-31.090287047801006,147.68732182126277,C,151.49758166114438,-205.02340963089276,A,E,A,0
18-25,Non-binary,D,-64.1600430507214,C,D,E,63.665000977941844,92.06385164774468,E,-2.503352867017753,-79.25087742924923,C,C,C,1
51-65,Non-binary,C,156.676995529945,D,E,E,-172.75240765467277,62.40376235019528,C,-133.33847399972848,-1.7350730559081489,C,E,B,0
36-50,F,A,105.60752236052133,D,D,C,-115.7185446949321,-53.46814870853361,E,10.960665607146344,62.67341554766494,E,B,D,1
65+,M,D,-14.513252597655832,D,E,B,-79.92805731889827,45.27583896171266,B,-54.54890816501743,93.85353801894163,C,B,E,1
65+,Other,E,-189.73101968261693,A,B,E,-77.49471538398312,111.72124142305829,A,63.639269857996126,101.9605512200633,A,D,C,0
65+,Female,B,-14.184374873559621,D,B,B,-35.5613586906611,106.49818137806024,E,-22.269430428379554,17.582663911910238,B,D,C,1
51-65,Other,E,133.54599715518972,D,C,D,-121.22188157370677,-168.8438398042283,C,-24.916803639948334,-199.2659074236369,B,D,C,1
18-25,Female,B,-31.161355589361744,A,E,D,-68.49163719493403,39.16299790319568,A,-35.34632604729773,-88.18234590414804,E,C,D,0
26-35,Non-binary,A,14.65274206014918,D,C,C,-194.69871607963827,-36.90524097264509,B,-25.38060905028881,110.02032191444513,A,E,C,0
65+,Non-binary,D,65.01435372571747,D,C,D,-84.54040661628439,-98.16431679621535,C,131.83802302858655,-96.26105728279053,D,B,B,0
65+,M,E,-71.42742986112333,C,E,A,195.9747212774728,-7.578722916236762,B,43.14340989938132,47.51345531817637,E,D,C,1
26-35,Other,C,-50.45421370862778,D,B,D,96.82921360511506,26.811622766535198,C,54.30672418422311,-92.39995835557738,A,E,A,0
18-25,Male,A,-35.24079308543382,C,E,E,109.30865052333554,23.718472659670017,C,-100.7177534186263,-32.060250910436885,A,A,C,1
18-25,Other,C,18.08728068786537,A,E,C,-81.47730943391363,77.27945688481358,D,102.42779751114321,-141.01657183225842,C,E,C,1
26-35,Non-binary,B,119.63565853623467,B,B,C,75.45127518742045,-85.22137322591765,C,-26.441367944609922,13.47481043204346,A,B,C,1
36-50,Other,E,212.0018938671604,E,C,E,-9.938676001844302,45.1435885336615,E,-45.15368851278249,-4.229267685715242,C,B,A,1
36-50,Other,B,76.21255904476918,D,D,D,61.50057309178864,-22.793957425710516,A,271.41939230782,120.87503601119715,E,D,B,1
36-50,Male,D,89.47489330499769,B,B,A,12.717627519235611,-14.137015149549478,B,-87.76439268382948,152.25027781793344,C,C,E,1
65+,Male,D,24.07591217359949,B,C,B,-293.65438512425965,138.209676285904,D,74.53611056895679,-49.22718523055805,E,D,A,0
36-50,Female,D,-124.2498693583563,B,E,D,24.606706057335384,-73.63799944284995,D,92.45840201680147,-93.07248223571449,B,B,C,1
18-25,F,E,-69.45421259427988,A,E,E,-70.27311141456305,63.89187788919444,C,18.39276771013381,-129.57229791220502,A,C,D,1
18-25,M,C,218.15065716726326,D,D,D,205.50404124168503,-23.718751201289916,A,138.62197642331347,-127.42071142485692,B,D,A,0
18-25,Female,C,189.4988063886152,D,B,C,-67.42649985649649,98.74429164374214,B,-206.48895695501025,110.02457031744721,C,C,D,1
18-25,M,C,22.79541885811301,C,E,D,-58.33132532553709,-28.727086814166608,D,79.51116350713076,6.88209757646032,B,C,A,1
26-35,F,E,2.696669462752223,D,E,B,-226.35008579634456,-36.661947324049585,E,-71.87835972901586,69.80901339200194,B,E,C,1
36-50,Female,A,-243.13564027930593,C,E,E,-68.14099435931887,50.89032659446775,A,40.44346708658759,215.92134979917304,B,B,A,1
65+,Male,D,-45.56904904778273,B,B,A,39.36999723198788,-52.91516160019294,B,-118.25817109881562,-42.35698663379803,E,E,D,0
26-35,F,A,91.85184958666933,A,E,E,118.56881716249352,173.77412699147484,A,-111.6002754436684,97.67364151742512,B,B,D,1
51-65,Male,E,5.00458285477191,B,C,C,85.97113769532639,10.467001132090816,E,10.007308571155393,130.91106548090494,C,D,D,0
65+,F,C,-63.49640364233255,D,B,B,26.22928073449502,72.83644917202922,D,48.498206410960314,119.6806739808273,C,C,B,1
51-65,F,E,-119.86994051167123,C,A,B,19.60608158202755,-50.2364970062476,A,-100.17639311704114,-109.3880118006644,A,D,C,1
36-50,F,E,189.51599398022444,C,D,B,261.51632099676846,175.8427452138026,B,47.4301040566678,-192.85740649705767,C,D,C,0
36-50,Female,B,144.24458725872265,D,E,D,-94.91765330825145,43.72719344782598,C,-152.75965107026252,293.0778466044846,A,C,A,0
