marital_status,faith,nationality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,target
Widowed,Hindu,Germany,103.03844772472983,B,B,-33.43709146311964,73.35991382897585,149.6067234612002,E,D,A,E,112.49071636994523,B,A,-10.124914539319194,-53.462417687919825,-75.12468308951318,A,-37.65774256529181,0
Single,Other,Mexico,-52.51310847235221,B,D,39.48429016680915,-64.75353693613306,57.872372982798524,B,E,D,C,110.18099133161256,E,D,96.42265231355307,-31.462860808758602,-75.30902378946627,B,236.37481180800327,0
Married,Other,Other,-25.80754446475062,C,C,-95.40837258067677,91.63108479917696,-79.69291578817193,B,C,E,E,9.327706436889988,C,E,123.40160022131268,80.08695206222121,35.53425204649637,A,-38.24510392146727,0
Widowed,Muslim,Other,6.073099929439016,A,C,33.04925206945363,140.14353334562549,111.71096516697716,A,E,E,A,-48.40247286728523,A,A,120.44419926593051,103.26339594100861,96.34115463230577,E,-7.863210541312646,1
Married,Jewish,Brazil,39.98612870319693,A,B,-10.324342878154136,-52.70509640259115,-34.01760234803889,A,C,A,E,45.55953333434439,A,D,11.969636934383958,192.04474338895682,-177.23931772322297,C,-205.72063193766783,1
Widowed,Jewish,Mexico,-121.42132935920753,E,D,43.65641617836435,34.42909678972822,84.7538731823206,E,D,A,E,8.15696563905383,B,D,35.9885688317352,-18.148577118215172,-151.7564077756175,E,135.21069340930308,1
Divorced,Christian,Mexico,193.5768340137656,B,C,-100.71935045521327,28.67424574633153,13.944210867677018,B,A,A,D,-92.88141577500691,C,D,-81.22310802883077,33.849110587579894,-55.79553283127765,A,62.4921573790425,1
Divorced,Jewish,Other,45.82300892998641,A,B,262.7804556686096,-98.12435965941081,43.35936133130949,E,B,C,B,4.423632283604978,B,A,107.23255574624888,-105.39850294723678,-211.47819593321867,C,207.0544004279755,0
Divorced,Jewish,China,-190.75726726134508,B,C,-16.607433327511036,191.42983135028587,58.10951230141086,D,C,D,B,43.8248950460986,D,E,-57.19602369380527,-14.133800216049512,-112.85630261250002,E,121.16306802828217,0
Single,Muslim,Brazil,-49.148824564838925,E,A,62.25174627267873,110.97210424435586,-43.609586242771044,A,B,B,D,117.49767623454252,E,D,-249.1029081938683,-71.86951438239409,130.64084012242816,C,25.79582342291381,1
Single,Buddhist,India,139.70263538897862,C,E,-15.610064601628668,84.97834228979586,2.4032994538974597,E,A,D,D,-155.6869832676277,B,B,-90.95606411026273,17.517740959783932,-36.81462974267167,D,134.42359205726459,1
Single,Other,Germany,-55.23929935113146,C,D,84.2443850746882,-33.12935641031002,-39.313331650893424,B,B,C,E,44.987985880350735,D,C,-122.86417886483719,130.09461335311022,-137.34172132924073,C,72.5968512475881,0
Married,Buddhist,UK,77.0526575567341,B,A,169.39595570304093,-8.14835420913745,-43.03998371484269,C,D,C,B,166.94231351687623,E,C,-1.4034575089261236,23.383941349832156,36.01354768742398,C,-19.74222865286072,1
Divorced,Jewish,Mexico,-44.1809293496814,E,B,-44.43088089674867,47.46425458377027,-76.47884275175264,D,C,A,A,-69.81553444944834,E,D,-0.21518104770491467,131.84595564966367,-216.88842354478916,C,47.14097137205119,1
Divorced,Hindu,Mexico,192.93212780705505,B,D,33.87207775852401,-51.729057992427855,45.13841037212209,A,E,C,C,36.55227090608688,C,E,-35.7627557965904,180.16115330969623,133.81301636553175,B,84.08315580501908,0
Married,Hindu,US,8.528363308178768,E,D,107.20189945407954,67.64771228626081,49.37620121175363,C,B,D,A,70.11035119787216,B,B,74.11318136774445,75.4184874672777,-25.46757683149253,C,10.985066194644594,0
Married,Other,India,-56.81822430915437,E,A,-28.571382415763928,-67.7021834688729,-81.8016775889443,D,C,C,C,133.47585218961262,A,A,-22.3948668976764,-84.23368120330376,-108.74154305214998,E,-76.7576005275239,1
Widowed,Buddhist,China,36.93257447805233,E,A,-33.34148277829002,-44.865216704554065,-47.39192166352258,D,A,C,C,73.74179790988799,A,C,73.75240399996224,17.61569707937625,74.0028259454976,C,2.674367827322375,0
Single,Jewish,UK,93.32718870952549,B,D,-82.64393677806595,-171.16252045781837,-72.68480602237443,D,B,E,B,-52.2337806333833,D,C,99.87805428731147,-185.69102075610607,111.07153028524588,D,-66.74650927293307,0
Married,None,China,-224.04356458177648,E,D,31.71626001953431,18.78637235575942,-113.69712269564222,A,E,B,B,90.85503081532205,A,D,89.79574415822881,-88.48447853703414,-13.491578097408588,E,169.9058474060524,1
Married,Muslim,UK,293.8996880966031,D,E,226.9835537321588,43.36382021291177,99.74231086688724,E,B,C,C,75.27668810662533,D,B,-114.43909362480929,6.595913472783038,26.45159932818139,B,31.74750183765611,1
Divorced,Jewish,Mexico,-95.77167201048391,D,A,-58.205946788523356,22.990619022900933,152.951294638561,C,A,A,A,-15.820388673266162,B,C,5.614269872072125,169.32933349283667,33.18686445304806,A,72.18517611270549,1
Single,Christian,Mexico,165.74667231673553,B,B,98.76741587839815,-34.53846661977791,40.388591424550185,C,D,A,B,79.86525665775015,B,E,-1.1648134542197586,-91.52728434528005,45.83214212434384,C,143.8808553407641,0
Widowed,Jewish,India,-99.60570710282198,B,B,-26.223796677962756,-129.03175324590055,-81.64697221339793,E,C,D,D,145.98998368583895,C,B,85.2593284739076,110.7935315768045,2.632535328970332,C,141.54580277442125,1
Single,Muslim,US,169.52427756421855,A,D,10.115520367403844,-126.3867513812798,58.67954044628219,A,B,E,B,-4.859726276055852,C,A,-72.63514181052697,65.88907092708347,80.66439854791133,B,-139.84542300042418,1
Single,Hindu,US,-89.98020945726157,E,A,-7.780264989300443,-69.43587298357504,65.42480687271531,D,C,E,B,-90.0123506925894,B,C,16.806930904281064,-108.77960122737247,-72.48490403037393,D,14.068063992472215,0
Widowed,None,US,67.30013759345651,E,D,69.99455897794967,-65.95513560956611,-130.47258859695506,B,C,D,C,201.83278627394583,E,C,-30.7112329417373,-99.09097667594368,71.69506754539256,D,-48.21055143045198,1
Divorced,Christian,US,-56.26679250535342,B,A,48.36929101005652,-15.747442127498367,180.80817884613774,E,E,B,A,90.80054385277685,A,C,-169.92549112045538,223.31367759897088,97.63353476948583,A,-212.7643642091371,0
Divorced,Other,India,40.343416933114916,B,C,24.46155398569932,-91.89168353295213,198.1844417290586,E,E,B,B,-154.00794307574046,C,C,-91.06741962605219,-148.13257508436584,159.0498727897945,D,-21.519003654074844,1
Widowed,Muslim,China,38.33160980166329,D,C,183.84116966257807,-45.255486854557255,204.36744044632445,B,D,C,A,43.32101214000891,B,A,125.64509499352268,-144.98624090179288,-81.35596096201535,E,-137.39026268016246,1
Widowed,Other,UK,228.40475270459712,C,D,153.9548961046041,-125.5140744363165,3.499393900573212,C,B,D,E,-96.0076368272674,A,C,-204.29547470988075,48.08043185788682,160.45066386452976,D,98.34061269331329,1
Married,None,US,127.89633976527932,D,D,62.26468644210906,-151.69561874275138,77.35270904796721,C,C,C,B,69.10363782903164,A,A,120.86393657911192,-73.39450002273843,93.35831907959829,B,115.53137377148536,1
Single,None,China,-17.533919647023815,C,A,-14.11610499635018,-85.92100211918246,5.7570920098238805,A,A,A,A,91.86707541104222,D,A,5.834923278278898,92.39943777656093,194.76502751153598,A,-116.19972535229428,0
Divorced,Muslim,China,25.759241647520014,B,B,88.78361334796269,-68.03981665037688,48.12031730921857,E,C,A,A,-82.29368642279393,C,E,-103.42952784480627,70.92248611198417,-38.46862412295579,B,-82.5055785180371,0
Single,Hindu,Other,-194.38937062683001,E,C,-53.7477395380898,53.237825517698475,-50.491270012289355,C,E,D,A,-22.70726999844081,B,C,168.11492768322006,-103.2155479077386,165.70133028879462,A,232.38778040271612,1
Widowed,Christian,Germany,-76.83150085794627,C,D,-29.513521740552733,-18.43222974516891,-51.08684555290307,C,B,A,B,-45.67733119746437,A,D,32.170410420119694,-173.201315334058,-52.621585509264676,A,-33.9498065586528,1
Single,Christian,US,-96.26657336891783,B,C,-176.95448223799437,38.26415799815807,-38.45630500732686,D,E,D,E,-40.027687592055685,B,D,130.38695849772262,79.36099081011946,2.3116421723980376,A,164.23537583254875,0
Widowed,Buddhist,China,-19.055069623887025,E,C,40.50084703510985,97.7838841271543,-162.96728883592345,A,A,A,C,-29.73164761330702,C,B,4.2740154237198915,-3.012654091238293,-160.14152272595322,E,6.77412117399927,0
Widowed,Other,UK,-82.29205639634229,E,D,-141.98774253192497,-75.03380289650732,-105.73096538436009,A,D,E,C,130.0576579745756,B,E,198.34396497051426,99.23531782936499,3.31226696480941,A,-42.35389347463452,0
Married,Hindu,Germany,16.70229877082346,E,A,-41.319618069851884,-19.9115634767879,133.5545114749609,A,D,D,E,152.1610966736957,B,B,-88.14004255784631,21.162873285667988,-41.948604249173,D,-75.9802755686041,0
Widowed,Other,Mexico,23.650953596809376,A,C,11.412169930852603,-37.4986282566758,53.23508721529091,A,B,C,A,-90.69229114331561,D,E,-128.23790356379274,40.44842151774211,41.26977954391144,C,245.72389584445898,0
Widowed,None,Other,86.1469350016996,C,B,-16.404267024066723,161.72909262119782,63.76425517027666,A,A,D,D,-216.65515815175578,C,B,84.25405490114262,-2.9828929540680407,81.5002632554704,E,-53.94231776356032,1
Married,Hindu,Brazil,-88.14234635011309,B,A,-215.13196541888914,-43.36926304594929,127.08102584979855,B,A,B,A,-2.831769542293939,B,A,125.32806690826482,-122.27340949777268,139.4907024915209,B,105.79876492979014,0
Married,Muslim,China,-45.41530300462694,B,D,103.79727958469654,-83.70854546973742,-9.507738431301242,A,C,D,E,-136.06773120425,A,A,120.03467761373527,15.252561337793678,-20.533516339046308,E,-66.81116404394467,1
Divorced,Hindu,Other,59.490182139627436,D,D,-42.76876764575032,15.121578402215741,-23.015077551045863,D,A,E,C,-51.82999796412273,D,D,-49.81463455638307,-105.13193748023983,8.276735960858996,A,98.28126115588456,1
Widowed,Buddhist,US,-28.613282086542263,D,D,-43.36424453750694,66.57687092360165,-17.553226263748556,B,C,E,B,-109.8077840333537,C,B,-108.38829527464344,-26.53451154965621,-215.89608544665947,E,84.12612021802771,1
Married,Jewish,India,3.6435700783242884,A,E,-2.3281506628841786,-23.685875869697895,134.39262609259208,A,D,B,D,32.68162253543107,A,D,109.37397299892456,-33.1214905097326,35.218832194272295,A,-57.73752126190951,1
Divorced,Christian,Brazil,-114.29801286914751,D,A,-42.77720899153988,-92.29897900995513,-84.72252429181123,B,C,A,A,43.05106957768004,D,A,135.57632643141517,-19.641237099828057,14.598249625772286,D,-52.3226484359365,1
Single,Buddhist,UK,-28.68133482370416,B,C,-88.22215261131502,-107.20456389916717,32.7366958440209,A,B,D,D,18.196030934901327,E,E,-17.35981178278316,-293.3991315568106,-60.73493267640478,B,256.3745005902747,1
Widowed,Hindu,China,89.43956617791154,D,C,96.83248354395587,42.34560540970832,-57.894477819176956,B,A,A,E,-45.3656012479775,A,E,204.61911229221488,-42.81074575334692,-85.03395371315987,E,-80.8454610678761,0
Widowed,Buddhist,India,38.622469451339896,A,B,-80.69557202948265,-69.4862766842374,-48.21499508151651,D,B,E,C,38.841023563893756,E,E,8.105889872643418,0.3271568345133096,-165.0539543602247,A,16.561336483296785,0
Single,Jewish,UK,1.5409658576430996,D,A,63.24088953252058,-59.44971822851086,6.8217128194031185,A,D,B,A,72.88400430018473,B,E,-15.122897306773933,16.417994187076363,-61.8431952930923,B,113.12869466381632,0
Divorced,Christian,India,16.211164197904516,B,E,1.129523866146587,-142.3887131313398,25.48146592958186,C,B,A,C,-64.4374128868813,C,C,-168.74087695121185,-133.7677847833852,-68.12470523609775,A,28.33074367664355,1
Divorced,Buddhist,Brazil,122.34804572640957,C,E,-7.283873254299135,-21.815022439716227,-70.24747004320456,E,D,E,E,2.7316406959578434,D,D,-42.257705429341115,-156.2637908983696,-19.045192893060765,A,-58.855009390767954,1
Single,Jewish,US,87.65692326013024,D,B,-180.55019793568547,257.2558199111994,18.256332654628768,A,D,E,B,-12.899097826454579,A,C,86.12363499530996,9.602371860003725,164.9201020117142,C,41.28162488787855,1
Single,Buddhist,India,-99.59591103120546,A,A,80.09542346500864,13.87641954256078,-113.576739866208,D,C,C,E,148.50059009588819,D,C,-54.360414666727664,-90.65115520777097,73.04492507419043,B,35.558073176600075,1
Single,Jewish,US,192.61314823000777,C,B,78.57872233377567,-6.763442759593207,98.13046542248274,D,E,E,E,-103.06765059342757,E,B,-127.85824187755983,-37.628687041862136,74.81461545562863,C,-40.095307114568094,1
Married,Buddhist,UK,16.346232780681348,D,E,-91.73732077522874,-34.50616863518519,-118.1119655120058,E,B,D,B,-166.48035164347127,D,A,221.49058884854293,50.43075098516763,45.89551070823924,A,-70.28255844783502,0
Widowed,Muslim,UK,153.80360462178604,B,A,-28.846575718848822,64.54981111813093,-19.400732439511863,C,D,A,C,179.12913816524227,D,B,-101.55554671398409,-99.80161395039083,37.62804602076477,A,49.94400349518837,0
Married,Buddhist,Germany,-37.59095573469433,A,E,-104.35639961828002,71.39913580002457,-63.351605516373475,E,D,C,A,-73.13296010715307,E,B,37.254327140317834,-24.38958886564635,201.06518926360798,D,196.45434262417444,1
Divorced,Other,Germany,75.69695130656059,E,E,79.90748692076234,-62.25524665759051,2.0784775018078037,B,E,B,C,76.36689824050423,C,C,46.24950440040962,-109.35162488018346,-120.93309764665956,D,37.604071082431545,1
Widowed,Other,US,-73.20150779425843,A,C,-88.32633935737255,51.60227978654447,118.83801462948837,D,C,E,A,-0.2393080615139736,D,B,214.90105591913215,-187.45667190733647,54.99694284980694,B,-106.54585128811595,0
Single,None,Germany,-53.69446316439529,B,D,-146.284872320805,202.16296730079387,-24.961671555016494,A,C,B,E,-41.61168737752407,D,B,-143.83441431581804,44.0828001238012,-139.85457887049301,C,118.50744949009544,0
Widowed,None,India,34.00115745130595,E,D,135.8116049522956,-115.02565641008373,30.94004650647893,C,E,B,C,-25.327337345907274,B,D,-74.93523721183942,-74.57347144394207,48.297456556132005,A,30.06749199911023,0
Single,Buddhist,UK,35.64708681428652,E,C,11.603612815284798,-52.97610758750041,88.79546259050485,E,C,E,C,-22.00876219545972,D,A,171.05873152542617,-62.221337172632374,-42.01850132536721,E,69.61901119716855,1
Married,Buddhist,Other,-132.1370818375548,E,D,86.30695608689935,-174.7051243681066,55.05022265422371,A,D,E,A,-129.58490826094715,D,E,-51.50362264036811,169.9615523141388,267.89671514533944,D,60.21638923395081,0
Married,Muslim,Germany,179.89825802343947,D,E,-146.71833203441992,115.64521185993581,-20.396043281473126,A,E,D,D,-185.14763897820768,A,D,32.054667046880745,-32.25465698812132,-129.034303503822,B,176.19750200053207,1
Single,Christian,India,66.17778051815189,C,A,-175.3145275780594,57.44079142031817,104.2103306048608,A,B,B,E,-153.5373331342728,C,C,-50.02349049761216,32.01737180782933,-84.72689587085007,B,99.38362988577842,0
Widowed,Buddhist,Brazil,-60.66289092748106,C,E,-98.65884638515678,183.55117640097276,-148.08244620358417,C,D,D,E,67.19368735831479,A,C,45.411354911931994,-45.70335308825098,111.26385187367217,B,18.880174670218725,1
Divorced,Hindu,Brazil,-58.69476690573981,E,D,2.954951375421762,16.775698180314304,44.84875678210925,E,D,D,A,-112.7829567145247,C,C,-9.167731752074284,-3.393950739241221,-4.220067886427041,A,-256.9051264354888,1
Married,Other,India,-4.615298711099015,E,A,27.99882880051104,-54.01770985365254,45.26474080287454,A,B,D,E,-87.07260535408508,C,C,56.50771385445944,60.507829712635754,-133.80065739345886,B,-169.8981868386813,1
Single,Jewish,Germany,-57.66939570821108,E,D,-43.175130126518745,21.038927342471965,-193.01284297224325,E,D,D,E,51.139627405257194,C,B,12.338829074741293,-90.38474476790412,56.40422082538096,B,90.22931274779408,0
Single,Hindu,India,-105.88847845585121,D,B,-95.36266575787114,32.622608150881334,194.53585360066597,B,A,D,A,-44.06635306084383,D,B,93.13950353587552,135.13949212141324,-97.50242260327457,A,135.5067765875973,0
Married,Hindu,Germany,77.94468437012046,B,A,-75.88856601331901,135.5705949657605,128.62005971747038,A,D,B,E,-60.35280911216808,B,A,93.18797740364845,178.94267650262407,-20.59009863763928,E,11.89608756907376,1
Widowed,Muslim,Germany,-146.42650132583512,E,B,33.813759671317825,-175.0566247773648,-206.416515239321,D,D,C,A,161.85199413681806,E,C,149.6360194172956,150.45803451889049,-44.50894835104979,B,-69.79013197365285,1
Married,Jewish,Brazil,37.2018795691375,C,C,102.80003761092149,-40.81541721102839,-139.00558099523434,D,B,A,B,56.781395222970076,A,E,228.3202158813681,-205.78842104919985,32.50453260572445,B,-38.06018405588023,1
Married,Buddhist,Other,18.02797398438424,C,C,-61.230868018294295,157.54792743314167,102.9177022323323,C,E,E,C,-101.55867814470676,B,A,91.80891412847015,-146.67318664352396,-13.07699678415852,C,30.884767898103004,0
Widowed,None,India,-71.58806817387021,A,D,-116.12338084183138,-91.6292046664687,132.1040705648571,D,C,E,B,-24.220548700985525,C,B,-59.953982495978266,121.4883795890675,-41.87881986254686,B,-54.02906329415945,0
Single,Jewish,Other,89.70543631003906,E,D,-66.4678157237324,-73.826035643323,206.40840170775925,B,E,A,E,60.59335495471239,D,B,22.135739475212947,-39.33199723871868,25.724646517570278,B,3.068705010636326,1
Married,Jewish,UK,116.55783147080605,B,B,-61.46735973086861,21.39792376464296,-68.4149565182025,E,A,E,D,-40.28882517246245,E,A,19.886009077038537,89.68989945368031,89.0665475486457,B,-91.76824714616133,1
Widowed,Christian,India,-48.24385401187862,C,E,-225.36298908270692,48.987092312538216,110.25906763302264,D,C,A,A,122.69648389645383,D,E,39.33207788545149,-65.779613818431,76.3541973799836,D,74.72128353031758,0
Single,Hindu,Other,-2.8492615684415163,C,A,3.4443724359065073,-163.55810388498077,43.81620163210093,C,B,C,C,24.762073874898462,A,B,65.46111532989943,-67.25574297804229,105.67689784574314,E,-108.88088838147804,0
Single,None,China,-21.012596686488898,A,B,67.6726206349272,-31.844067910695507,118.63751649666499,C,C,E,D,-63.19556784862084,A,B,9.11491636085142,45.876284105173895,-46.20140746841003,C,52.38873567244665,0
Single,Hindu,Germany,70.98162362538578,C,A,-108.76294254109311,63.93783086477788,27.573975112135034,D,E,D,E,90.53455062583993,A,E,161.7498712422279,-149.11635727572556,79.46767217097639,D,15.910561610396812,1
Widowed,Hindu,China,-153.64182257743974,C,B,-162.28551730860107,91.06647907621581,-239.1007008321118,B,C,A,E,-20.413455568145764,D,D,-2.5572377685964,138.15348049170746,-124.12919018042928,D,73.0600357052114,1
Divorced,Jewish,Germany,-144.72705991908356,B,B,-13.654174307486628,104.5085720060952,207.26716261330358,E,B,A,D,-75.15592023146674,A,B,-141.37313584880457,17.519198857975667,75.43979998070418,D,49.8731897391563,0
Single,Muslim,US,20.759282615394575,B,D,86.29413324428606,246.0929738036476,-120.1054574248952,B,D,E,E,-17.05487545929831,A,E,-229.18055431910025,12.149095995449926,-82.62752581478627,E,15.131891852019965,0
Single,Buddhist,UK,219.45479020626868,D,E,126.43117721429331,-106.38219375108258,-25.275274159411076,D,A,A,C,4.295519046753148,D,A,-33.38882951279228,-69.51813510125253,109.52373687915416,A,23.610860064866408,0
Married,None,UK,4.193406419985527,B,A,-14.12000724884354,72.81728969851554,21.23760224007603,C,E,D,B,-19.08995125030177,A,B,-104.73503979014825,4.437825849959517,-274.38819047761524,C,-22.921527139806937,1
Widowed,Other,China,136.04568002142855,D,A,-25.67483917972751,-56.54154480275096,36.17103040000606,B,A,C,B,-21.58010610041791,B,D,124.32322432136695,34.1679453578516,158.76081175685428,E,-16.56910078930844,0
Divorced,Christian,India,-146.57504939681363,D,D,167.18785498480258,90.10025874344595,-7.482302039834226,B,E,A,B,114.73027591014358,C,E,178.0221226894513,-116.85007630330408,-67.89163312993897,A,-110.21274835703268,1
Married,None,Mexico,-75.55195183382666,C,B,117.2604244136793,33.01963593473039,-14.937346240027475,A,E,A,D,-19.704168726091723,D,D,70.95025346327488,-66.67865195688093,-164.42461407541828,E,41.577241373235964,0
Divorced,Other,Germany,36.43525379997776,E,C,71.5113678502233,-187.80844886909293,-193.25052222258802,E,E,D,D,-220.38068286739713,A,D,-166.5938792651199,-60.092675877595944,-75.26458827900674,C,6.50469243849013,0
Married,Jewish,Brazil,19.243748460726955,A,C,-130.00890211465486,208.5524679528174,176.14499690624658,D,C,E,D,76.97357534113182,E,E,30.033053892934642,52.64327276589314,-63.78015203453666,B,53.07612603675508,1
Widowed,Muslim,UK,71.94170398697754,B,A,-88.11399382682109,75.26442691885846,-78.06400027424438,B,E,E,D,-80.23360090532871,B,A,-71.89257852479048,65.24197001772147,-119.66676949589746,D,-207.05692873080045,1
Single,Muslim,India,64.99183418744504,B,B,-70.78759036446267,111.19750864711138,-139.65749850100784,D,A,B,B,156.0916780884751,C,B,-116.5273326194436,-24.17405431700367,1.416817850243835,B,-185.01896689140864,1
Widowed,Muslim,Brazil,28.562579339143014,E,A,-96.51857635894065,55.2563609770865,84.92901066499905,C,D,E,B,82.71042905329541,B,E,56.339308538396374,1.1106218465736677,-94.81644236789056,E,-67.59238492539274,1
Single,Jewish,US,19.811619776540375,E,E,58.53559782816649,-105.9326865968561,22.560148621767752,D,A,D,B,-95.1092648119308,B,D,98.13821239919669,-82.5624724716953,131.14902025984713,C,77.1828581498598,1
Widowed,Christian,Other,8.939051483739467,E,D,38.345132634820104,-185.62399166946,48.58977734297306,C,E,C,A,40.91320842065392,C,D,194.2347381547306,145.28868708766828,-24.07847080035271,B,-30.523289465710878,0
Widowed,Muslim,US,50.361470832784214,C,C,-90.86220309678139,2.589538053192656,118.49589951125358,C,C,B,A,54.09419693868164,D,B,4.663680097899777,63.053117667594826,91.62675491808227,D,-178.4713942065406,0
Single,Other,UK,-33.70938915324268,E,D,-30.1647180917625,-49.499363592040375,-4.745464044992468,D,E,D,E,-93.93606620365979,E,B,210.58491617428277,-90.27230332924375,-142.79432619778035,C,-24.81535347460389,0
Single,Christian,Mexico,-58.158381210393436,D,B,-29.797981410935492,-184.19568621418244,172.17342972177622,B,D,B,E,46.22858798552226,D,C,-166.0258476753092,-105.58826173631233,-142.68832426648638,C,5.93923250430757,1
Widowed,Buddhist,US,-21.13314697773839,E,C,63.40128678597644,62.168497437461234,33.0052829604749,A,B,A,E,72.43075199884362,E,E,-144.78432270909997,6.311105811308259,93.46453331450041,B,-98.40788951962237,1
Widowed,Muslim,UK,-22.117761696733766,D,C,9.497462770908154,121.82136146509903,44.910069758838326,E,B,E,D,-57.297161288351916,A,A,-307.75736447343166,11.244204259866805,-53.03538706068538,E,103.88157319545492,0
Divorced,Christian,Germany,-94.88024091153953,C,D,-129.40028448555054,-18.186478599250165,-18.68253349055043,A,A,A,B,-52.21281530547874,E,B,43.01138234887926,4.46195906254486,-156.5594662502329,D,-66.4026113985748,1
Married,Christian,Germany,61.22842984249006,E,B,337.3358253192337,-274.1800209596059,-30.86348418998369,D,C,C,E,-47.37762865287707,B,B,-70.95640433881918,165.4469122788988,-187.49695656107326,E,44.298108200686436,0
Widowed,Christian,Germany,146.83879771511943,E,E,-193.76511394586225,-99.08130779167327,-47.71598152059903,E,D,D,B,105.18828055092845,C,B,-49.97247524553104,-122.51034676541173,-5.412948875485232,E,-54.52071975909066,1
Divorced,Buddhist,Germany,76.41040505056831,C,E,27.336699810908282,25.768110745393447,-46.145276546703656,B,A,D,D,31.060213674409866,B,A,-105.92176716097907,-79.23049017003552,48.9333056239674,C,26.984898155362945,0
Widowed,Other,Mexico,178.24744321017238,A,A,63.02677539888899,-4.19270504567408,-34.128346120116255,C,A,A,B,-166.32451555779505,E,D,-79.83405457597019,80.27803543825748,-65.96724717619962,B,157.19214009986013,1
Single,Other,Germany,-245.10731364644892,D,C,-133.2373839599952,83.95628686193352,-22.19611712261605,D,C,D,D,-69.22186064520504,A,B,7.042842063969632,49.36954390404513,-124.74760760703505,A,-130.40568226883346,0
Divorced,Hindu,India,76.70332853610142,B,A,-54.987676832771726,151.43761355440947,-94.69100502121638,C,D,C,B,69.35787839744093,B,A,-8.879947687461849,126.94809851556819,74.64949202610148,A,7.406083615873587,0
Married,Muslim,India,302.3823668763224,A,C,198.07903509160397,5.439507232144411,77.39382899608415,A,C,C,A,-31.90796352624703,D,D,-151.85697877465384,-77.04099122848524,-48.557967313837416,D,8.007331952698959,1
Single,Hindu,Germany,185.2757302437436,E,C,35.115643116239696,-151.95730171420385,165.52596447680992,A,D,C,E,117.9196098751193,C,B,-98.34423859021871,-108.15188782192497,33.953509047267744,C,-87.7300088818526,1
Married,Buddhist,US,10.736442699760081,E,A,42.90607809503237,-28.031384497365764,-76.69435490141655,B,E,C,C,-60.87084777849433,C,E,-164.9578838188463,-33.88470099769749,24.147042595890635,D,-268.5455165191457,0
Married,Other,India,-100.09256499823098,D,D,176.24507032763512,23.51773789025505,-180.05577882105626,D,A,B,A,-134.1603042067342,A,A,-78.90446765657111,-10.344391733911818,32.947324512013296,C,-92.7800150454278,1
Divorced,Buddhist,US,191.32096050649582,E,D,227.44445696932578,-20.22718527066887,44.0949021796413,C,B,D,A,-6.14666032713966,C,E,-68.56042231509973,266.55525977400407,-63.13944108117676,A,-23.02649523719725,1
Single,Jewish,UK,23.713984185523664,B,B,17.995504082446246,-140.10751015966085,-23.82771653776442,D,D,E,C,-40.38548246106015,A,C,39.46718171885515,-108.56370820761197,80.60779591810766,D,19.405359767715854,0
Divorced,Buddhist,China,-156.76209676589707,C,C,95.9339865848105,-27.044535807201726,29.074472252629747,B,C,C,B,-28.778304174985735,B,B,-37.83994126210335,21.440386572962364,-2.166409220519,B,121.70706716271289,1
Divorced,Christian,Other,54.75489833027193,D,A,-62.02214601179812,-13.165675958184227,38.254469575098625,D,A,B,A,-0.4630880016698549,D,D,-213.38621219994772,-65.87418670744599,-182.92312113673822,E,43.939286831461835,0
Widowed,Jewish,China,-34.97667540134152,A,D,-41.47350802453604,88.45994474760592,-24.049707844058577,B,D,C,D,69.01818297753366,E,C,0.3232682996711395,15.604470116582316,-154.37648960250885,C,92.1698592193968,0
Single,Jewish,UK,-36.91668977009761,C,D,-132.41627467315914,89.60829465643731,-144.31091575329472,D,B,C,C,-77.1413717845212,A,A,25.417934761532766,-38.36810087989408,72.33775794703594,B,-87.08095984039886,1
Single,None,Other,-31.932782485382184,E,E,-134.54297187538037,175.67021299168087,-183.80264338516005,A,C,A,C,-44.666311222055526,D,B,0.5644264804013197,128.50979967335087,65.39965523152898,E,-85.35609941892135,1
Widowed,Jewish,Germany,64.97519273976015,A,B,6.27820002051118,-159.20701741541708,68.39676534902999,A,E,A,D,-32.656311813928085,A,C,60.248262464547395,202.2772650444835,61.23796694331585,E,-112.50716496891935,1
Divorced,Jewish,Mexico,120.63343263726627,A,D,-227.96468117892235,119.83285934135601,-103.35102134740852,D,A,B,E,66.80095677566017,E,E,19.63179370307041,43.02110647281467,-29.62567437639118,E,-77.32001110148163,0
Widowed,Buddhist,Other,159.90101773552857,A,D,48.036197756838064,-101.41253101276715,-222.73538163208832,B,A,C,A,125.20126955176087,D,D,168.77323804632658,133.82759814481278,47.416705072654956,B,-85.18153085587919,0
Divorced,Christian,UK,-84.70304074184443,B,C,-156.1824996690888,26.662408849324866,-111.95077016366912,C,A,C,A,-55.0947512616176,A,E,99.40322107359411,-228.72927911593575,-76.75450397825372,B,28.049315893933922,1
Single,Muslim,UK,11.918901972607276,C,B,-11.886035301852836,-23.92621526441937,-81.877384176812,D,C,C,B,27.85531032979328,B,E,65.59473215413493,-14.59309542723589,-75.89691646441914,D,28.35677563430344,0
Single,Buddhist,US,-34.767040583663736,B,B,-43.297006212098964,150.61918778379626,-25.67048366255385,A,C,B,A,56.286550196868966,D,D,-32.358242298634046,58.40726851582305,-93.22116094735442,C,138.44206108887676,1
